-1.67018-0.200475j -0.0282739-1.99093j -0.554608-0.514919j -0.875357+1.32904j 0.641044+0.758849j 0.388813+0.21918j -0.528537+0.291242j 1.95271-0.52427j -0.602228-0.0237371j -0.674719+0.389194j -0.0425751+1.16497j -1.60909-0.607609j 0.0985374-1.04615j -1.10646-1.93478j -1.43812+1.00135j -0.68117-2.53439j -2.82897+1.28524j 0.0928258-1.34021j -2.36965-0.233692j 0.160197-1.75204j 0.291473+0.0523538j 0.590846+0.26213j -1.47357+0.0120867j -2.33031-2.20533j -0.323996-0.328626j -0.313945+0.0487833j 0.709443-0.405921j 0.195538-0.744163j 0.94033-3.09587j 0.812217+1.24211j -0.308303+0.456205j -0.0277026+0.59184j -1.26514-1.08473j -1.64601+1.9408j 1.12816+1.15214j 2.92617-0.779798j 0.940445+2.23455j 2.474-2.21293j -0.856562-2.16688j 2.79529+1.70067j -2.23124+1.56038j 0.451371+0.711131j -0.425103+0.0402257j 1.45551-0.980038j -1.76771-1.86137j -0.314502-1.45846j 1.85359-0.170362j 1.64121-1.04416j 0.0901233+0.357958j 0.334234+0.674466j 0.348897-0.63832j -0.257261+1.73677j 1.03497+0.490767j 1.16026+0.826874j -0.38143+0.820844j 0.334649-2.31361j 0.591712+0.238789j 0.407347+0.283136j 0.30662+1.00683j -0.760921-1.04838j 2.29513+1.124j -0.6249-0.12387j -0.156851-0.164777j 1.49125+0.050414j 0.112252+0.0820644j 0.762441-1.09627j 0.834583+0.616739j 0.31949-0.320988j -0.835357+0.0928109j 1.29002-0.558536j 0.567441-0.33477j -1.79456+1.17738j -0.46942+1.05404j 0.145197+0.686341j 0.537629-0.27873j -0.0733689-1.6765j 1.06753+2.10997j 0.269985-0.313625j 0.755156+0.763824j 0.726544-0.969242j -0.504954+0.405942j -0.603206-1.62527j -0.00264475+0.341405j -1.66702-0.67385j -0.23379-0.951172j -1.20901+0.237486j -0.532977+0.985483j -0.921675+2.22928j -1.04525-0.578554j -1.37126-0.347057j 1.19817+0.157192j -1.65597-0.88456j -1.38681+3.15411j 0.431609+0.425534j 2.39432+0.453062j 
-0.165936-0.0436563j -0.322174-0.560668j -0.243562+0.650132j -0.181805+0.301256j -0.285294-0.0241524j -0.343385+0.11959j 0.0359201-0.147451j 0.0482907+0.426132j -0.0310854+0.233389j 0.654145+1.06884j 0.958527+0.481205j 1.98964-0.784722j -0.807704+2.65048j 0.68681+1.72529j 2.14354-1.06015j 0.239885-0.105858j -0.327221+0.306451j -0.511529-0.204754j -0.20864+0.0345981j 0.00380212+0.214403j -0.335661-0.361916j -0.1002+0.0296932j 0.240745-0.0254159j 0.0598882+0.00710115j 0.0930065-0.352071j -0.499562+0.127541j 0.00785401+0.22537j 0.129997-0.340872j 0.155134-0.161467j -0.312714-0.861389j 1.20873-0.168385j 0.603198+0.0148066j -0.15754+0.915847j 0.0576461+0.0730608j 0.290516-0.309935j -1.32235-0.468446j 0.733779-0.925026j 0.0416415+0.222935j -0.0537612-0.0585104j -0.0189454+0.0317421j 0.139255+0.329346j 0.157119-0.0230473j 0.294952-0.170105j 0.036096-0.249256j 0.140665-0.0629573j 0.0785375+0.203265j 0.0494783-0.131777j 0.0243562-0.145644j -0.234061-0.100387j -0.22173+0.0723007j 0.355654+0.158671j 0.166558-0.211525j -0.129862+0.157078j -0.0672219-0.0503926j -0.249388-0.172027j -0.000651269+0.0424154j 0.0785886+0.0506711j 0.0275492+0.174254j -0.282074-0.0253801j 0.466827+0.0420986j 0.325975-0.115727j -0.380856+0.0746689j 0.122371-0.129847j -0.0366638+0.189332j 0.0150611+0.0300842j -0.0451432-0.294825j 0.15677+0.627208j -0.167158-0.0898761j -0.418172-0.382423j -0.0808615-0.392762j 0.317481-0.550387j 0.621482+0.0606427j 0.454883+0.0250116j 0.229176-0.0138583j 0.381508-0.488906j -0.413551+0.449563j -0.422442-0.0341515j -0.310615+0.652819j 0.237571-0.181618j -0.454374-0.722542j 0.584221-0.368559j 0.262624+0.392861j 0.0133352-0.296228j 0.564315-0.265811j 0.0573406-0.176447j -0.140058+0.169838j 0.784275+0.0900632j 0.073019+0.581398j 0.1085+0.269385j 0.495039-0.319128j -0.113632-0.888569j 0.272759+1.99097j -0.191516-0.494894j 1.70314-0.0147435j -0.212858+0.646245j 
-0.654909-0.397567j -0.345965-0.506879j 0.164233+0.0391504j 0.334804-0.539978j 0.578701+0.019278j 1.28613+0.890753j -0.417131+0.634111j -1.30718+1.46188j -0.408945+0.932616j -0.128019+1.58252j -1.43739-1.00092j -0.0418341+0.715459j -0.328506-0.981566j 1.49637+0.318221j 1.70454-2.28736j -0.315241-0.276052j 0.0533408+0.136884j 0.126987+0.0310833j 0.0158072-0.246986j -0.315428+0.0564827j 0.564983+0.268088j 0.0475076-0.0382108j -0.0943343+0.189284j 0.415317-0.214051j -0.117107+0.369628j 0.170791+0.593429j 0.00350456-0.105194j 0.115403-0.183208j 0.237702+0.121162j 0.113828-0.0531566j 0.269163-0.182292j -0.0395276+0.429426j -0.604656-0.120111j -0.497626-0.712027j 0.353207-0.0944119j -0.117577+0.657543j -0.915738+0.382796j 0.000382291-0.311974j 0.0287744-0.105293j 0.208013-0.251317j -0.2029+0.0751218j -0.394062+0.102547j 0.321024+0.226287j -0.326173-0.0786616j 0.150096+0.175666j -0.0961147+0.0679973j 0.229214-0.263914j -0.0634444-0.101482j 0.345024-0.658762j 0.0537074-0.0407574j 0.769981-0.106624j 0.139153-0.213057j 0.219591+0.105787j 0.095322+0.231924j 0.51299-0.522004j 0.791926-0.530907j 0.0880299+0.0892576j 0.747065+0.294964j -0.0546608-0.737987j -0.339531-0.0166319j -0.97585-0.30086j -0.882617+0.606848j 0.155281+0.360621j 0.33478-0.251834j -0.228133-0.0570057j 0.600606-0.261704j 0.154005+0.467616j 0.147994-0.287696j -0.352707+0.470679j -0.346532+0.240183j -0.264862-0.129564j -0.157082+0.420513j -0.456337+0.173163j -0.112242-0.477048j -0.0135233-0.547312j 0.184924-0.52526j -0.559415+0.21999j 0.836359-0.880791j -0.263349+0.0443011j -0.0670316-0.216728j -0.0614114-0.375043j 0.155933-0.251877j 0.161513+0.214583j -0.866959-0.0230039j 0.0148114+0.49003j -0.20932+0.133833j 0.00996187-0.532665j -1.09327-1.23424j -0.215823+0.908878j -0.714009-0.0461197j 0.825832-0.617146j 0.434799-0.248224j 0.387911-0.224926j 0.63449+0.744426j -0.562087+1.14994j 
0.0184482+0.134475j 0.388619-0.173929j 0.127577+0.254663j 0.667589-0.0141273j -0.644086+0.552314j 0.0162609+0.12819j 0.74451+0.456477j 0.247472+0.78795j 2.18253-2.46397j -0.257565+1.29894j 0.840648-2.47053j 0.0735276-0.34831j -0.612747-1.07255j 0.150257-0.518483j 0.191129-0.114057j -0.0483952+0.290666j -0.329499+0.149362j -0.101419-0.022209j 0.505074-0.243564j 0.569743-0.350423j 0.415363+0.0259741j 0.0186466+0.195366j -0.18685+0.0878822j -0.584856-0.202466j 0.0622499-1.29266j -0.16296+0.951189j 1.20267+0.881546j -1.11633-0.448799j 0.868124+0.0639528j 1.00711+1.38024j 1.47661+0.49094j -1.46893-1.61784j 0.0819596-0.404717j -0.670718+0.156956j 0.462492-0.665438j 0.205849+0.256422j -0.0432953-0.13877j -0.0322185+0.118604j 0.21264+0.0296084j -0.0235325-0.0725033j -0.190381+0.170381j 0.0961631-0.0796944j 0.20112-0.3278j -0.0349394+0.0683603j -0.357434-0.200495j 0.258937-0.511966j -0.368343+0.0386754j 0.0961714-0.188832j 0.2097+0.179321j -0.0872565-0.00404934j -0.0663489+0.0504194j 0.679089+0.340873j -0.630773+0.0480183j -0.195343-0.310044j 0.0607311+0.402023j 0.0506823+0.164695j -0.0406153+0.298085j -0.0107843-0.0330602j -0.431735-0.15404j 0.665088+0.533179j 0.199046-0.249481j -0.124121+0.300382j 0.185139-0.0459029j 0.590565+0.137835j 0.0897409-0.392913j -0.542177+0.266473j -0.589308-0.108848j 0.0948425+0.380917j 0.652618-0.471402j 0.0291545-0.0309501j -0.207072-0.138154j 0.383121+0.220727j 0.106669+0.231854j -0.219683-0.548145j -0.794311-0.392893j -0.384911+0.221253j -0.00899358-0.0703205j 0.528923-0.376557j -0.197378-0.0351036j -0.0796084+0.540896j 0.878354-0.243447j -0.761606+0.294633j -0.629802+0.534141j 0.0613022+0.649614j -0.300812-0.880961j 0.279964+0.166259j -0.0419671-0.12547j 0.0603091+0.0193404j 0.458518+0.241214j -0.251037-0.000198078j 0.341943+0.1788j -0.550057-0.0753597j 0.0630312-0.113218j -0.29639-0.203784j -0.0964172+0.112845j 
0.549305+0.242029j 0.0220713-0.340831j -1.08232+0.149551j -0.69796+1.62729j 0.558298-0.709458j -1.17754-0.605319j 1.19792-0.444659j 0.383671+2.07713j -0.763113+0.165764j 0.139849+1.31359j -0.273997-0.680191j -0.122861+1.44085j 1.84265-0.538546j -0.354985-1.64989j -0.164931+0.85613j 0.521805+0.2349j -0.311714+0.127511j -0.703529-0.114928j -0.273406+1.2079j -0.183086+0.551473j -1.52026-0.352203j -0.645847+0.13846j 0.406925-0.441634j -0.242951-0.531802j -0.13485+0.459533j 0.974621-0.0433372j 1.10938+0.0781519j -0.345014-0.12093j -1.08159-0.358114j -0.186695+0.919699j 0.727155+0.600772j 0.128315+0.960726j 0.440081-0.667884j -0.0371042-0.224289j 0.889828+0.978302j 0.461116-0.74681j 0.407646-0.592857j 0.104418+0.0372258j 0.28862+0.00564905j -0.0175819-0.0138921j 0.00820459+0.220189j -0.0300211-0.00412433j 0.409851+0.0564783j 0.267091-0.0220933j -0.0781723-0.27581j 0.0544646+0.50065j -0.326492-0.470782j -0.0805904-0.27535j -0.0510217+0.0468117j -0.590602+0.347552j 0.659458-0.18468j -0.148057+0.189027j -0.19667+0.313688j -0.611964+0.0439144j -0.10786+0.2082j -0.146894+0.21987j 0.264378-0.120583j -0.203167+0.0093523j 0.00632398+0.0768308j 0.477752-0.153952j -0.0563356-0.184808j 0.0598549-0.0574898j -0.0936848-0.170664j -0.232855-0.257917j 0.297423-0.243662j -0.123323+0.115435j -0.353909-0.392374j -0.0124455+0.494675j -0.168699+0.228088j -0.0327084+0.222914j -0.00466779-0.0928349j -0.463583+0.707546j 0.506981-0.545513j -0.521472-0.0291725j 0.204675+0.402174j -0.123715+0.0784881j 0.073888-0.675095j 0.0218099-0.112197j 0.683196-0.268494j -0.333193-0.0438439j -0.317695-0.0134096j -0.120316-0.189429j 0.0535052-0.178559j 0.095245-0.144338j -0.0956783+0.235311j 0.335629+0.148125j -0.436737-0.0484507j 0.131161+0.306688j -0.098004-0.39703j -0.482977+0.562647j 0.232794-0.352719j -0.661772-0.276785j 0.412926-0.322382j -0.0177-0.0093481j -0.289916+0.0959221j 
0.165034-0.067135j 0.465272-0.292002j -0.388985+0.0579829j 0.361902+0.474371j -0.353332+0.38103j 0.0457709+0.963406j -0.972106+0.365927j -0.105719+0.0931998j -0.301979-0.398624j -0.967527+0.615543j 0.241828-1.41506j -0.488886-0.678687j -0.192112-0.809424j 0.263776+0.427379j 1.03299+0.657795j 0.285094+0.575428j -0.063901-0.144776j 0.0967332+0.0106848j 0.0268132+0.114342j 0.401928-0.223754j -0.214729-1.10463j -0.20673-0.0647339j 1.07085+0.337051j -0.784541-0.0813138j 0.799314-0.22067j 0.710896-0.942161j 0.289949+0.476006j -1.04503+0.375104j -0.0213747+0.10787j -0.129621-0.188771j -0.302683-1.09206j 1.46022-1.29032j 0.377308+0.498447j 0.319617+1.29022j -0.672343-0.6009j 1.33146-0.632032j 0.699796+0.833936j 0.053085-0.0430695j -0.4422-0.0192581j -0.215343-0.269821j 0.0747555+0.232055j 0.290956+0.635213j 0.403626-0.0285127j 0.0198868-0.402326j 0.524498+0.391707j 0.302261+0.532285j 0.070073-0.0126372j 0.445986+0.233021j -0.286397-0.447421j -0.186666+0.289411j -0.269691-0.795907j -1.82458-0.0619525j 0.387248-0.501653j -0.536778+0.387351j -0.912845-0.677803j -0.554207-0.427766j -0.0906127-0.129141j 0.490806-0.462506j -0.0565846+0.664731j 0.670871-0.785818j -0.845711+0.835144j 0.871135+1.30243j 0.176567-0.497425j -0.501669+0.25148j 0.200059-0.101068j -0.737209-0.767206j 0.176756+0.200156j -0.455382+0.133279j 0.582812-0.0884258j -0.251991+0.612395j 0.714792+0.912818j -0.450866-0.531443j 0.622075+0.547826j -0.976126+1.94295j -0.101246+0.755083j -0.722324-0.264829j 0.0145386+0.601169j -0.857058-1.09007j 0.355399+0.072026j 0.326194-0.630256j -0.120065-0.898035j -0.49344-0.414817j 0.961988-0.922693j 0.958007-0.794916j 0.245744-0.0127022j 0.0792405-0.380564j -0.628263+0.873595j -1.86802+0.413305j -0.447529-0.18639j 0.471008+1.15185j -0.498861-1.09583j 0.619746-0.18537j 0.0288628-0.586308j 0.442581-0.319255j 1.03903+0.790082j 
-0.200587+0.601769j 0.134826+0.330757j -0.470278-0.232098j -0.349788+0.389545j -0.631675-0.169848j 0.522526-0.457047j -0.796143+0.306217j 1.0405+0.403898j 0.18872-0.70519j 0.279629+0.255344j 0.179385-0.11542j -0.0171131-1.25304j -1.20343-0.355724j 0.180936-0.461068j -1.1541+0.229535j 0.434832-0.397162j -0.360065+0.524762j -0.225862+0.638534j 0.616058+0.129417j -0.00180398-0.885505j -0.379836+0.460897j 0.114043-0.316341j 0.799936+0.889604j 0.328848+0.203962j -0.210723+0.709447j -0.460003+0.742098j -0.0298718+1.05971j -0.261575-0.184616j -0.366983+0.871729j 0.48023-0.292231j 0.622492-0.0103517j 0.616768-0.029199j 0.532742-0.91131j 1.86089-0.40668j -0.111475+0.587609j -0.2009-0.165303j -1.22143-1.39669j 0.574082-0.120617j -0.292643+0.28197j 0.229875-0.0306752j 0.0663935-0.412149j 0.133548+0.348074j -0.133165+0.71044j 0.249312-1.01101j 0.771856+0.543737j 0.618753+0.871283j 0.658765+0.04232j 0.793804+0.229143j 0.51901-0.49278j 0.137212+0.1783j -0.249048+1.18749j -2.50001-0.139727j 0.456036-0.545347j -0.91274+0.542975j -0.510371-1.02566j 0.513363-0.642318j -0.239518-0.525987j 0.0462589+0.90621j 0.583189+0.214989j 0.761174-1.07763j 0.626143-1.13714j 0.092436-0.82568j -0.362958-0.567029j -0.830206-0.149184j 0.1504-0.596928j -0.494503+0.0243822j -0.577258+0.546932j 0.156281+0.305654j 0.583762+0.292459j -1.0609-0.590345j 0.465711+0.694524j -1.49993-0.09054j 0.646007-0.0529599j -1.06285+1.77532j -0.299987+0.148937j 0.276431-0.0140446j -0.157297-0.673687j 0.246412+0.403737j 0.483819-0.167221j -0.110775-0.486018j 0.0208006-1.54161j 0.0340481-0.730815j 0.836317-0.637284j -1.4085-1.8471j -0.652136-0.0392857j -0.318344-0.474718j -0.644048-0.45989j 0.979014-0.582833j -1.7493+0.0934842j 0.28716-1.13735j 0.0571546+0.954299j 1.2064+0.0761507j 0.856096+0.874098j 0.399796+1.16389j -0.382275-0.389756j 
-0.127445+0.27158j -0.0935402+0.464575j 1.25689+0.719405j -0.411592+0.679929j -0.209848-0.972138j -0.101887+0.12996j 0.393975+1.77413j -0.0609821+0.670081j -0.242909-0.660421j -0.372158-0.0595502j 0.256686+0.844301j 0.508657+0.653754j -0.606678-0.171309j -0.06808+0.203336j -0.122103-0.100749j -0.191369+0.197494j 0.338947-0.037331j 1.55728+0.775878j -0.578163-0.0223271j 1.07279+0.164557j -0.799653+0.240808j -2.50844-1.08277j 0.257712+1.45507j 0.333217+0.187767j -0.240079-0.665926j -0.220717+0.721397j -0.753092-0.110569j -1.51893+0.459055j 1.1939-0.224855j 0.307604-0.127412j 0.480043+0.910296j 0.522124+0.576984j -0.81377+0.596191j 0.951635-0.874611j -0.191879-0.418122j -0.0976521+0.177399j -0.244423+0.130072j -0.244749+0.0960806j -0.0891486+0.164275j -0.483742-0.05566j 0.152687-0.311012j 0.766739+1.11011j -1.05896-0.298202j 0.892105-0.437056j -0.311379-0.278361j 0.137518-0.756316j -0.253858-0.47558j 2.40351+0.940424j -0.153013-0.488423j -2.1146+0.40706j -0.0729356-0.285515j -0.0609652-0.396502j 0.578441-0.674167j -1.14137+0.0809446j -0.73098+0.73241j 0.607081+0.656619j -0.439081+1.87381j 0.233446+0.954647j 0.313427+0.301285j 0.829751+0.51057j -0.943335+0.0676006j -0.623615-0.0852912j -1.08151+0.499988j -1.27761+0.0189089j -0.294101+0.363465j -1.09232-0.150965j 0.648939-0.0239138j -0.125279+0.755866j 0.632597-0.433224j 0.626945-1.03324j -0.267658-0.329742j -0.134003+0.0399077j 0.0596339-1.1668j 0.351458-0.118281j 0.279206+0.169965j -0.666806-0.0171786j 0.0648082-0.100534j 0.478113-0.476131j -0.348749-0.665042j 0.284543-0.34401j 0.199887+0.0266053j -0.391998-0.968149j -0.211028-0.0867084j 0.277064-0.234934j -0.738368+0.536958j -1.35651+0.300465j -0.0603564-0.569878j -0.126967-0.564353j 0.600133+0.475554j 0.745263+0.587996j -0.0877921+0.254041j 0.0548556+0.119599j 0.0927681-0.0875329j -0.0419608+0.305318j 0.101996+0.0599235j 
0.370127-0.00417117j 0.278212-0.573433j -0.502473-0.206422j -0.323019-1.04635j 0.459156-1.43599j -0.788625+1.25297j 0.256934+1.27291j 0.295734-0.573427j 0.445551-0.819898j 0.133911-0.351436j -0.505759+0.0305157j 0.34414-0.852421j 0.594836+0.414795j 0.0930331-0.495186j 0.141797+0.170835j 0.715214+0.413212j -0.499239+0.652338j -0.839146-0.562957j -0.339519-0.880806j -0.554599+1.15389j -0.19776+1.80489j -0.213402-0.0632587j 1.41147+0.622473j 0.115281-1.44685j -1.34138-1.30482j -0.634841-0.962984j -1.55804-1.37602j -0.125256-0.211549j 0.655837+0.419947j 0.927826+0.980922j -0.447651-0.523999j -0.0756551-0.0296562j 0.0653881-0.345833j -0.826083-0.0701631j -0.263818+0.82287j 0.469397-0.4617j 0.16418-0.552952j 0.145102+1.0062j 0.375811+0.227099j 0.935543-0.630148j -0.0971643+0.795419j -0.543619-0.75984j 0.590101+0.0113376j -0.976346-0.061439j 0.280324-0.330384j -0.60092+0.626117j 0.232198+0.129355j 0.705333+0.540727j 0.5956-0.98731j -0.65862-0.0202239j 0.0898886-0.981357j -0.462449+0.452468j 0.17761+0.397398j -1.1593+0.145258j 0.760304+0.516919j -0.228594-0.655464j -0.540377+0.822406j 0.981968-0.469365j 0.75865+0.559635j -0.159433+0.0370357j 0.992735+0.285487j -0.842934-0.172568j 0.273084-0.552779j -0.426058+0.415689j 0.272919+1.28425j -0.1101+1.25855j 0.656684+0.479519j 1.69627+1.23337j 0.775195-0.164732j 1.21271-0.772306j 0.216738-0.173072j -0.330025-0.203887j 0.539802-1.18411j -0.111979+0.172163j -0.0882249+0.0860689j 0.525287-0.853967j -0.157357+0.538116j 0.152079+0.332823j 0.147041-0.0363284j 0.640301+0.156251j 0.0256285+0.102703j 0.631-0.867596j -0.26775+0.911051j -0.565032+0.074134j 0.135485-0.14j 0.550048-0.186171j -0.0278318-0.175314j -0.0333474+0.930139j -0.136027-0.573838j 0.0282904-0.234966j 0.661324-0.0655593j 0.360848-0.00460268j 0.0400539+0.287498j -0.0841358-0.276645j -0.35252+0.0194579j 
0.0662762-0.523977j -0.992562+0.135344j -0.286378-0.541791j -0.330809+0.805221j 0.737855-0.294767j 0.487107-0.893883j -0.434868+0.460914j -1.10678-0.338368j 1.8892-0.862294j -0.0503217+0.602782j 1.64064-0.367032j -0.156384+0.872493j 1.1057+1.10594j -0.465953+0.214684j -0.231649-0.35242j 0.323789-0.66632j 0.647291+0.0827873j -0.239781+0.233302j 0.0878696+0.519999j -0.697168+0.259224j -0.34174-0.277198j 0.126572+0.489035j 0.598072+0.238059j -0.0895372+0.720539j -0.0106118-1.10504j 1.34432+0.411434j 1.27895+0.463456j -0.665053-0.63482j -0.406789+0.928637j 1.27439+0.136564j 0.976973-0.591597j -0.632568-0.20675j 0.855815-0.0861801j 0.411712-0.0355801j 0.559735+0.264421j -0.323162-0.809465j -0.357432+0.057475j 0.170422-0.05638j -0.348899-0.345912j 0.0962358-0.0978784j 0.496618-0.381976j -0.622672+0.370839j -0.445109+0.330321j 0.767713-0.137301j 0.609619+0.53513j -0.552599+0.658578j 0.632107+0.30103j 0.0471586-0.171804j 0.214095+0.0853763j 0.497246-0.269113j -0.184747+0.303864j -0.245881+0.0702151j -0.276143-0.205738j 0.733892-0.122187j 0.378662-0.609204j -0.00261271+0.423453j -0.532086+0.182628j 0.197499+0.46969j -0.0821894-0.16642j -1.68599+1.10771j -0.752758+0.330917j 0.220347-0.142631j 0.539886-0.174645j -0.668465+1.08171j 0.863381+1.05363j 0.159696-0.20459j 0.901605-0.165122j -0.177072-0.139209j -0.185895+0.563619j 0.015349+0.124038j -0.782823+0.161764j 0.668367-0.767804j -0.36702+0.024074j 0.201694-1.51271j 0.602606-0.841503j 0.402439+0.372605j -0.0831847-0.0625745j 0.114144-0.137284j -0.500243-0.445863j -0.0503301-0.0512551j 0.383435+1.44249j 0.911476+0.0112608j 0.756067-0.319398j -0.256097+0.728862j -0.12492+0.110589j 0.430947+0.334987j 0.250705-1.29392j 0.0128872-0.411001j -0.117344+0.227085j -0.357054-0.0629919j -0.726706-0.0543864j 0.803486-0.0175967j -0.0420025+0.308329j -0.184184+0.582777j -0.0223993+0.0989565j 
0.0666435-0.352798j -0.800147+0.0365231j -0.185116-0.573092j -0.394637+0.196948j 0.898876-0.18595j 0.361452-0.398231j -0.643331-0.390394j 0.135877-0.44581j -0.704152-2.3457j 1.11766+0.502254j -0.461773-0.769066j -0.00324807-0.0521386j -0.297963+0.816818j -0.805691+0.178293j -0.401688-0.32529j -0.0293527-0.513755j 0.670275-0.236648j -0.0383261-0.162323j -0.433513+0.484814j -0.725398+0.733433j -0.0918949+0.0598641j 0.124071+0.432107j -0.255753-0.126474j 0.450704+0.282389j 0.229434-0.285358j 0.638773-0.0495574j -0.733003-0.156134j 0.814046-0.944389j -0.817285+0.375282j -0.420125-0.187343j -0.477787+0.303038j 0.755326+0.953006j 0.144905+0.544124j -0.416839-0.433951j 0.339901+0.565747j -0.717689-0.210573j 0.0894752+0.405022j -0.261752-0.28946j 0.149122-0.134721j -0.13595+0.295095j 0.247269+0.128029j 0.146009-0.57429j -0.184126-0.437313j -0.382325+1.10045j 0.184193+0.113352j -0.604678-0.587319j -0.0812581+0.320406j 0.10632+0.109686j 0.180232-0.66434j 0.554161-0.292849j -0.208095+0.479951j 1.53875+0.35933j -0.790717+0.518991j 0.682348-0.0993583j -0.246294-0.355156j -0.176468-0.39922j 0.260638+0.530333j -0.0669643-0.0503704j 0.512438+0.584323j 1.04917-0.227791j -0.249689-0.155233j 0.236473-0.0163788j -0.55109+0.769069j 2.3927-1.09677j -0.922189-1.33233j 0.0381314+0.329049j -0.292217+0.4154j 0.297441+0.411645j 0.0788061-1.37968j 0.663273+0.0531848j 0.41538-1.13841j 0.289946-0.270515j -0.610157+0.27361j -0.144059+1.4248j -2.12201+0.329042j 0.572075-0.0509662j 0.0426249+0.114139j 0.74187-0.201912j -0.300472+0.0422639j 0.852019-0.45457j -0.490918-2.58327j 0.0199067+0.662314j -1.1493+1.38479j -0.0562098+0.535888j 0.236435+0.029687j -0.327859-0.34171j 0.606045+0.264322j -0.191941-0.11964j 0.348094+0.416234j -0.228675-0.562118j 0.140781-0.335527j -0.253087-0.290574j -0.356947-0.225562j -0.295552-0.010935j 0.102116-0.33157j 
0.328798-0.201372j 0.0269974-0.318871j 0.395264+0.479908j 0.388217-0.363608j 0.732278+0.653526j -0.22969-0.854111j 2.18519+1.17835j -0.999641-0.139255j 0.00809552+0.572673j 0.207013-0.0133863j -0.426787+0.27994j -0.989954+1.78418j 0.713247+1.8201j 0.333952-0.429159j 0.504913-0.234137j 0.299191+0.00182027j -0.0445448+0.140193j -0.078737+0.348179j 0.0600008+0.233824j -0.0370381+0.0805885j -0.558575+0.115137j -0.0920949+0.0169609j 0.235788+0.212514j 0.285169-0.400651j 0.14621+0.924089j -0.0604953-0.507817j -0.176896+0.134514j 0.54712+0.128914j -0.402119+0.470659j -0.112588-0.230778j -0.231497-0.256107j 1.3347+0.813776j 0.0989201-0.235807j 0.625489-0.213666j 0.120752+0.424631j 0.134756-0.392195j -0.314566-0.343046j 0.179943+0.273867j -0.0773864+0.379131j 0.141433+0.0636681j -0.070622+0.0657117j -0.649275-0.0438579j 0.10743-0.0914077j 0.394953+0.522021j 0.0736434+0.73671j 0.311128-0.510382j 0.756805+0.036086j 0.349308-0.746371j 0.721091-0.485534j 0.353624-0.00193195j 0.191504+0.602027j 0.603817-0.302351j 0.503961-0.287604j 0.485087-0.559783j 0.413093-0.403593j 0.569636-0.123019j 0.234685-0.124088j 0.731239-0.174387j -0.0113764+0.726214j 0.647825-0.264282j -0.384145-0.336594j 0.0447409+0.0333818j -0.695422-0.130213j 0.793119-0.120187j -0.240657+0.292069j 0.107791+0.111487j 0.307593+1.05289j 0.124724-0.0747629j -0.300982-1.12907j -0.00660355+0.46153j 0.218742+0.39597j -0.191226-1.32415j -0.563395-0.189168j -0.575712+0.15622j -1.15039+0.511703j -0.641722+0.424326j 0.367095-0.449054j -0.826379-0.718469j -0.30545-0.603944j 1.13962-0.0405071j 0.312716-1.55184j 0.738211+0.688845j 0.205725+0.468121j 0.243391-0.469936j -0.619944+0.484305j 0.94656+0.806693j 0.565875+0.269709j 0.923573+0.272131j 0.00837498+0.791358j 0.338918+0.593616j -0.518146+0.444655j 0.210437+0.0796684j -0.0359968+0.580451j -0.0751901+0.0671942j -0.594524+0.537274j 
0.47961-0.265553j -0.632377+0.123606j 0.00796415+1.25664j 0.0173492-0.372088j 0.238964+0.320362j -0.100318-0.0713324j 0.139688-0.887359j -0.150694-0.0881896j 0.778371-0.800427j 0.246932-0.0634223j -0.127273+0.34772j 0.58379+0.565125j 0.0358244+0.355308j -0.726355+0.105973j 0.549791-0.0750654j 0.177878+0.36126j 0.439048+0.17999j 0.37221+0.886084j -0.702877-1.61718j -0.0382648-0.109772j -0.230056-0.416773j 1.49842+1.3784j -0.422192+0.587677j 1.46477-0.366857j -0.235012-0.351548j -0.228258+0.39832j -0.557935+1.36737j 1.33411-0.652309j 1.37812+0.831304j 0.961027-0.394617j -0.424461-0.261056j -0.319204+0.0435142j -0.342564+0.887016j 0.0801525+0.00438841j -1.30581-0.152927j 0.0779312+0.374227j -0.152009+0.152208j -0.397984+1.10118j 0.518335+0.185925j 0.17698-0.271543j 0.105954+0.134275j -0.182671+0.912949j 0.21021-0.557228j 0.421316-0.602045j -1.22867-1.24946j 0.565013-0.0646293j 0.8967+0.477932j -0.500026+0.0429038j 0.333972+1.13595j 0.698417+0.999119j 1.43325-0.737731j 0.335484-1.04596j -0.289064+0.45781j 0.809884+0.767419j -0.492031-0.405257j 0.532063-0.515424j 1.07405-0.420704j -1.25308+0.930792j -0.0248425+0.723119j -0.279217-0.335046j -0.347038+1.0013j -0.378648-1.02435j -0.264152+0.219226j 0.470136-0.290513j -0.0782135-1.41217j 0.901038+0.35143j -0.0950659-0.80698j -0.0478151+0.381132j -1.01271+0.736904j 0.426694+0.414476j -0.00499605-0.0659166j -0.212115+0.72436j -1.82506-0.0911449j -0.901615+1.23308j 1.1996-0.0769791j 0.831655+0.243297j -0.559994-0.0825375j 0.735303-0.255267j -0.00365261-0.113991j 0.455968-0.54984j -0.523673+0.68444j 0.299938-0.973442j -0.508239-0.0788132j -0.147386-0.498279j -0.213469-0.158038j 0.615538+0.183701j -0.806294+0.049011j 0.134301+0.283704j 0.0954277-0.73986j 0.552822+1.41876j 0.213704+0.360932j -0.56857+0.71563j -0.293713-0.0446883j 0.31857-0.224104j -0.263203+0.0487021j 
