-1.67018-0.200475j -0.0282739-1.99093j -0.554608-0.514919j -0.875357+1.32904j 0.641044+0.758849j 0.388813+0.21918j -0.528537+0.291242j 1.95271-0.52427j -0.602228-0.0237371j -0.674719+0.389194j -0.0425751+1.16497j -1.60909-0.607609j 0.0985374-1.04615j -1.10646-1.93478j -1.43812+1.00135j -0.68117-2.53439j -2.82897+1.28524j 0.0928258-1.34021j -2.36965-0.233692j 0.160197-1.75204j 0.291473+0.0523538j 0.590846+0.26213j -1.47357+0.0120867j -2.33031-2.20533j -0.323996-0.328626j -0.313945+0.0487833j 0.709443-0.405921j 0.195538-0.744163j 0.94033-3.09587j 0.812217+1.24211j -0.308303+0.456205j -0.0277026+0.59184j -1.26514-1.08473j -1.64601+1.9408j 1.12816+1.15214j 2.92617-0.779798j 0.940445+2.23455j 2.474-2.21293j -0.856562-2.16688j 2.79529+1.70067j -2.23124+1.56038j 0.451371+0.711131j -0.425103+0.0402257j 1.45551-0.980038j -1.76771-1.86137j -0.314502-1.45846j 1.85359-0.170362j 1.64121-1.04416j 0.0901233+0.357958j 0.334234+0.674466j 0.348897-0.63832j -0.257261+1.73677j 1.03497+0.490767j 1.16026+0.826874j -0.38143+0.820844j 0.334649-2.31361j 0.591712+0.238789j 0.407347+0.283136j 0.30662+1.00683j -0.760921-1.04838j 2.29513+1.124j -0.6249-0.12387j -0.156851-0.164777j 1.49125+0.050414j 0.112252+0.0820644j 0.762441-1.09627j 0.834583+0.616739j 0.31949-0.320988j -0.835357+0.0928109j 1.29002-0.558536j 0.567441-0.33477j -1.79456+1.17738j -0.46942+1.05404j 0.145197+0.686341j 0.537629-0.27873j -0.0733689-1.6765j 1.06753+2.10997j 0.269985-0.313625j 0.755156+0.763824j 0.726544-0.969242j -0.504954+0.405942j -0.603206-1.62527j -0.00264475+0.341405j -1.66702-0.67385j -0.23379-0.951172j -1.20901+0.237486j -0.532977+0.985483j -0.921675+2.22928j -1.04525-0.578554j -1.37126-0.347057j 1.19817+0.157192j -1.65597-0.88456j -1.38681+3.15411j 0.431609+0.425534j 2.39432+0.453062j 
0.339204+0.00152205j -0.354208-0.456634j 1.42927-0.967332j 0.0613269+0.814993j -0.504572-2.16663j 0.392226+1.45818j 1.8592+2.72166j 0.567197-0.659081j 0.180462-0.400458j -0.142149+0.577022j 0.676816+0.796607j 0.407813+0.362139j -0.327863+0.135393j -0.591036-0.287938j 0.0196833-0.382064j 0.0624987+0.204795j -0.304401+0.0914033j 0.27825+0.41825j -0.0318323-0.214149j -0.0797526+0.228274j -0.852387-0.107349j 1.23698-2.50201j -1.07059+0.865501j -0.0984488-0.457124j 1.17933+0.0551937j -0.422027-0.371092j 1.25591-1.05211j -0.265977-0.884848j 0.342941+0.200445j -0.671049+0.0937801j -0.286714+0.0744303j 0.0917146+0.0930838j -0.412529-0.37901j 0.539993+0.288169j -0.101613-0.0585966j 0.343204+0.14211j 0.0175996-0.176923j 0.0461663-8.75232e-06j 0.152509+0.168152j 0.0526731+0.0552813j 0.151854+0.124487j 0.0420116-0.0890152j -0.342022-0.071144j 6.67767e-05+0.305349j -0.0311336-0.217704j 0.17416-0.416186j -0.150086-0.0739235j -0.209879-0.509606j 0.060902+0.374668j -0.73536-0.917103j -0.0617776-0.636539j -0.532722-0.172749j -0.0288382-0.358534j 0.282596+0.171038j 0.0404497-0.412754j 0.0902862-0.266487j -0.893863+0.0179644j 0.474348+0.269795j -0.317471+0.0424108j 0.236487-0.397978j 0.26263-0.381459j -0.332294+0.126016j -0.316188-0.38656j -0.371714-0.00530002j 0.204079-0.286383j -0.428919-0.259261j -0.955616-0.120626j -0.165927+0.21593j -0.368202-0.312057j 0.295553-0.281472j 0.0477948+0.397259j -0.125263-0.209238j 0.833298-0.0495044j -0.102838-0.0269826j -0.0489845+0.0559898j -0.235235-0.28581j 0.0679033+0.00264184j -0.203395-0.142178j 0.165976-0.0971835j -0.0882045+0.241559j 0.0539705+0.180048j -0.345687-0.0141948j 0.436763+0.309454j -0.0794681+0.0447456j -0.177521+0.0352226j -0.358717-0.121532j 0.170693+0.364559j 0.0387408-0.112623j 0.218639+0.152816j 0.030508-0.0842023j 0.106125+0.0866617j -0.0300563-0.103709j 0.0822333-0.0707335j -0.0652133-0.206801j 0.109681+0.0716295j 
0.207685+0.417357j 0.432801+0.0264791j -0.801665+0.690223j 0.453844-1.52162j 0.106334+0.442861j -0.635411-0.36255j 0.855946+0.0125481j -0.246491+0.249042j 1.42836-0.202252j 0.0402627-0.259979j -0.485792+0.133457j 0.783575+0.284226j -0.618862+0.381867j 0.343055-0.233744j 0.111997+0.369431j 0.349542+0.175022j 0.152821+0.893938j 0.575667+0.504233j -1.27848+0.0701828j 0.698082-0.25491j -0.618792+0.830279j 0.934244+0.249048j 0.140393+0.0562285j -0.283573-1.11421j -0.111682-0.268828j -0.469978-0.461442j 0.0404926+0.316869j 0.386522-0.317841j 0.784314-0.307947j 0.985847-0.0575356j -0.33001+0.102827j 0.0811504+0.0242051j -0.379177+0.27322j -0.200425+0.0898904j -0.239227+0.39104j 0.277826-0.32422j -0.38331-0.328747j -0.4668+0.423533j -1.05144+0.352741j 0.111553-0.0347902j -1.66486-0.163147j -0.0449242-0.0783255j 1.48332-0.234007j -0.205122-0.31359j 0.408796+0.430329j 0.693291+0.732299j -0.272075+1.73972j -0.343673+0.569736j 0.0826142-0.591929j -0.659485-0.285414j 0.997286+1.95316j 1.03419+0.0865552j -0.737119-0.673324j 0.342735-0.796155j 0.463527+0.274117j -0.248736+0.526472j -0.296804+0.826092j -1.19326-1.79581j 0.362702-0.872763j -0.770966+0.101498j -1.35567+0.831843j 0.617592-0.866507j -0.309662-0.370353j 1.11188-0.308898j 0.37216+0.0568663j -0.335934+0.235619j 0.707705-0.221795j -0.58925+0.0155447j -0.615395+0.585425j 0.761968+0.314355j 0.565487-0.468425j 0.233714-0.00458506j 0.0435525-0.878738j -0.0579536-0.462946j 0.0592336-0.19922j -0.232894+0.418682j -0.140055-0.387334j 0.158927+1.11601j -0.731398+0.659102j -0.679046+0.1942j -0.249349-0.187956j 1.80674-0.00484368j -1.01076-0.0842175j 0.85262-0.557168j 0.503394-0.49798j 0.501038+0.293007j -0.0212464+0.668119j -0.949716+0.353475j 0.0245976+0.75852j 0.0986682+0.751813j -0.10564+0.410377j -0.166906+0.0780666j 0.215556+0.197321j 0.266904+0.112351j -0.245782-0.115471j 
0.701751+1.50665j 0.141631+2.18437j 2.56924+0.393528j 0.522647+0.783593j 0.11062+1.05251j -0.51788-0.731819j 0.0117224-0.0190901j -0.975398+1.63746j -1.35986-0.533322j -0.934368+0.671531j 0.455193+0.239619j 0.956847+1.36631j -0.672485+0.0711976j 0.720508+0.346329j -0.779354+0.279932j 0.308106+0.161335j 1.4337+0.295333j -0.657507+1.5375j 0.26323-0.188844j 0.129618+1.20169j 0.86374-1.02334j -0.0138559-0.377075j -0.579303-0.743371j -0.702481+1.37329j -0.376802+0.193034j -0.810122+0.587998j -0.801692+0.367493j 0.433907-0.579586j -0.108166+0.576957j 0.531717+0.00275119j -0.729659+0.245637j -0.936185+0.0820495j -0.0621-0.188837j 0.243767+0.7454j 0.157361+0.0873048j -0.112659-0.149109j -0.342686+0.204052j -0.340758-0.0656454j 0.292208+0.208067j 0.0251789-0.379471j 0.523622-0.915138j -0.104074-0.0409243j -0.416709-0.738728j -0.190219+0.155633j -0.127897+0.231612j 0.745874-0.294117j 0.102703+0.00644725j -0.32307-0.171105j -0.114795-0.0625978j -0.20714-0.0760163j -0.328173+0.252522j 0.781799-0.0185601j 0.090478+0.385077j 0.649742+0.244371j 0.767908-0.190207j -0.471123-0.386544j 0.476883+0.533811j -0.569203+0.177867j 0.186642+0.0927408j -0.527905-0.357279j -0.56149+0.0229896j -0.409707-0.203722j 0.0591646-0.0685744j 0.417843+0.389035j 0.452018+0.346598j 0.348681-0.180962j 0.633742+0.180437j 0.0728761-0.408151j -0.30143+0.147301j 0.358214-0.0976347j 0.419884+0.049662j 0.153162+0.168784j -0.906597-0.0944507j -0.473004+0.0376535j 0.118481-0.0977241j 0.0896716+0.087502j 0.245205-0.0988573j 0.269939-0.114989j -0.535676-0.187424j 0.505473-0.05869j -0.272084-0.107062j 0.352802-0.0259942j 0.196415+0.24956j -0.180999+0.249773j 0.210178-0.033425j -0.280823-0.0111686j -0.0610622+0.090169j 0.0446344-0.171102j 0.201998+0.349272j 0.193575+0.3154j -0.275575+0.111202j -0.0329805-0.00707792j -0.182652+0.0337161j -0.123842+0.0229419j 0.105667-0.0163984j 
-1.82679-1.45865j 1.12264-0.586174j 0.225478-1.22632j -1.42538+0.14278j 0.21172-0.0733366j -0.0680732-1.3192j 0.443312+0.0342797j 0.12344+1.18483j -0.511672-0.442675j -0.588156-0.144584j 0.141454+0.274762j 0.151632+0.736014j -0.496526-0.469376j -0.241223+0.739718j 0.236815-0.102855j -0.873468-1.66773j -2.0614+0.493263j -0.531609-0.35364j -0.209322-0.567424j -0.337508-0.163226j 1.32467-0.743085j 0.182264-0.443201j -0.0818554+0.613862j 0.0353636-0.139399j 0.0710012+0.329928j 0.144128+0.19221j -0.415919+0.300239j 0.0155905-0.00551573j 0.272052+0.236728j 0.242086+0.133798j -0.455892+0.265674j -0.344122+0.106606j -0.0953375-0.218429j 0.229883+0.285651j 0.39314-0.118209j -0.3634-0.162512j -0.180756-0.114609j 0.183095+0.260937j -1.74685-0.54831j -0.114391+0.573126j -0.359736+2.14409j -0.302322+0.139782j -0.187669+0.52343j 0.0316514-0.0778903j 0.45266-0.057559j -0.299406-0.199414j 0.643365+0.223934j 0.0833289+0.195808j -0.388983-0.434023j 0.285155+0.262116j 0.358267+0.160447j -0.19947+0.413917j 0.237546-0.754179j 0.216779-0.125155j 0.131711+0.0409672j 0.366306-0.0445448j -0.339573-0.226121j -0.123506-0.0732512j 0.0741657+0.305164j -0.492995+0.0991131j 0.168806-0.336757j 0.445403+0.213458j -0.593983+0.385192j -0.000379826-0.175674j 0.248342-0.0280912j -0.00557165+0.466359j -0.0107761-0.17108j 0.00385787+0.0285964j 0.337643+0.0659443j -0.0456561+0.0712764j -0.444301-0.131673j -0.219787+0.0986358j -0.309294-0.0443943j 0.175956-0.191143j -0.31084+0.254059j 0.281273-0.208592j -0.121313-0.100996j 0.134024-0.0762112j -0.121306+0.22577j 0.199262+0.354733j 0.130727-0.098436j 0.280675-0.208858j 0.66795+0.101963j -0.0118495+0.122013j -0.029256-0.125107j -0.136468+0.229985j -0.15495+0.303624j -0.12889-0.0503616j -0.184464+0.207503j 0.228545+0.207296j -0.0765956+0.0520848j -0.0263704+0.192338j -0.0421701-0.0912523j 0.0664224-0.0637501j 0.0291072-0.0133014j 
-0.713153-1.73334j 1.00196+0.169691j 0.3375+1.77184j -0.223622+0.657892j -1.05833+0.568632j -0.218269-1.2046j -0.350259+0.591534j 0.901298+0.835493j 0.285422+0.0807669j 1.10557-0.655305j 0.56447+0.147349j -0.439813-0.537899j 0.318533+0.283833j -0.332123+0.341609j 0.464651-0.350093j 0.689933-0.315336j -0.0163044-0.197961j -0.559619+0.483454j 0.126569-0.57865j -0.0465272+0.565897j 0.499383-0.618202j 0.0147274-0.649831j 0.253621-0.184665j -0.214824-0.195227j 0.149619+0.652026j -0.0345003+0.683731j 0.114958+0.32009j -0.0563265-0.319459j 0.193711+0.190399j -0.162457-0.148287j 0.0737889-0.564068j -0.0925387-0.017785j -0.213611-0.0234131j -0.292907+0.261604j -0.00989819+0.288514j 0.184542-0.37063j 0.0495319-0.0809989j 0.321484+1.16277j -0.242222+0.286488j 0.512508+0.225072j 0.487788-0.896153j -0.68872-0.66973j -0.287872+0.0144339j -1.03775-0.809224j 0.905302-1.63478j 0.643023-0.645052j -1.11383-0.265499j -0.577983-0.873762j 0.627107+0.167805j -0.522547+0.239665j 0.143701+0.0884292j 0.29238-0.296561j 0.162894+0.701832j -0.695866-0.432988j 0.107871+0.093088j 0.481482-0.200288j 0.403023-0.33096j -0.356669+0.359968j -0.083225-0.691948j 0.91048+0.153798j -0.0526537-0.27897j -0.374418+0.106551j -0.172419-0.592768j 0.121392-0.11845j 0.198793-0.192746j -0.0916944+0.343246j -0.586818-0.150921j 0.14295-0.012972j -0.20242-0.298595j -0.283981-0.466493j -0.56454-0.462408j -0.853881+0.687027j 0.267469-0.176647j 0.328223-0.244507j -0.185958+0.008796j 0.106864-0.709708j -1.0504-0.727288j 0.267806+0.228189j 0.362149+0.386793j -0.44957-0.0696988j 0.286862+0.0184045j -0.191693-0.296962j 0.48428+0.362263j -0.167235-0.0353055j -0.0968762-0.152605j 0.202124+0.649606j -0.0783105-0.0537001j -0.291335+0.0236022j -0.0353756+0.245934j 0.0643797+0.113911j 0.269322+0.186532j 0.262349+0.0427011j -0.0353652+0.137031j -0.120779-0.117094j 0.0390674-0.0975788j 
0.365092+0.244453j 0.193647-0.861401j 0.804421+0.871639j -0.575166+0.352145j -1.12829+1.18779j 0.39968+0.749519j 1.73101-0.355941j 0.565424+0.459289j -0.495202-0.0801797j -0.91146+0.271282j -0.16051+0.317051j -0.949137-0.245115j -0.26867-0.247711j 0.20021-0.90074j 0.626263+0.00729974j -0.413384+0.514099j -0.80726-0.321056j -0.643337+0.0463147j -0.265096-0.130353j 1.31045+1.82959j -0.0825305+0.297305j -0.908549-0.591649j 0.710052+0.277868j 0.680716-1.22172j -1.65179-0.857014j -0.148404-1.39954j -1.61405-0.524777j -1.23384-0.474386j 1.31934+0.736059j -0.18696+1.02401j -0.545583+0.149566j 0.310223+0.481857j 0.727766-0.596778j -0.774108+0.281245j 0.0453973+0.137542j 0.220184+0.866282j 0.898464-0.333291j 0.0621537-0.362304j -0.145322+0.14626j -0.231781+0.293363j -0.0758463-0.0844578j 0.70198+0.140207j -0.0875019+0.0515344j -1.21957-0.300682j 0.536512-1.15179j 0.0034543+0.551302j 0.938929+0.226045j -0.565669+0.797136j 0.42127-0.00791153j -0.0654899-0.561991j 0.33013-0.0376817j -0.658498+0.132618j -0.0189133+0.993136j -0.626586-1.54306j -1.13252+1.01145j 0.475877-0.00903596j -0.733963+0.110021j 0.535126+1.05982j -0.91747+0.137805j 0.69931+0.368261j -0.244428+0.434606j 0.426872-0.55243j -0.0633918-0.113108j -0.788841-0.106344j -1.43823+0.285392j -0.356672-0.109804j -0.474599+0.597896j -0.69818+0.913842j 0.678773+0.56207j -0.160213+0.339574j 0.100805+0.721321j -0.512722-0.631131j 0.632305+0.0111875j 0.361042+0.373858j -0.6832+0.122554j 0.606862+0.361717j -0.751296-0.00621489j 0.252252-0.163145j 0.634839-0.289189j -0.14808+0.9059j 0.294266+0.253505j 0.348834+0.17656j -0.319113-0.614497j 0.24953+0.0160341j -0.622872-0.087486j -0.0800293-0.216239j -0.744368+0.344458j 0.0424517-0.142289j 0.123595-0.223073j 0.0543734-0.777067j -0.165341+0.238628j 0.0281594-0.436424j -0.0442988-0.410997j 0.567431+0.1356j 0.310193-0.53371j 
0.196779+1.00662j -0.691281+1.14942j -1.02114-1.22113j 1.99206+0.323444j -0.850389-0.268238j 0.902037-0.294317j 0.83516-0.0114651j -1.03693-0.854279j -0.392862+1.02891j 0.293701+0.418017j 0.276719-0.879099j 0.158274+0.427237j -0.256544-0.360183j 0.298095+0.554679j -0.809229+0.230166j 1.15819+0.12267j 1.50265-0.0980206j 0.947518-0.418396j -0.724678+0.742828j 0.169727+0.109683j 0.0774138+1.67059j -0.958183-1.22529j 0.597221+0.502833j -1.06058-0.019499j -0.700639-0.800241j -0.757843+0.833465j -0.770749-0.58872j -0.841844-0.417662j 0.356944-0.521251j 0.392453-0.442906j -0.0661491-0.0670861j 0.119662-0.0629762j -0.101617+0.923475j -0.105013-0.223456j -0.199226+0.678088j 0.19613-0.487991j -0.346032+0.148259j 0.602914+0.770905j -1.21859+0.259039j -0.63757+0.9974j 0.989552+0.155564j -0.271154+0.484456j -0.334787+0.824837j 0.722376-0.375495j 0.0219623+0.347453j 0.143448-0.862106j -0.647181-1.71617j -1.34121+0.895841j 0.815014-0.468536j -0.30269-0.576962j -0.13009-0.373266j 0.509842+0.696216j 0.355925+0.62758j 0.731101-0.805899j -0.336427+0.31793j 0.207662-0.430749j -0.169306-0.351115j -0.0684048+0.276241j 0.511389+0.874699j -1.17365+0.697952j 0.134356-1.00708j -0.497225-0.358992j -0.0935097+0.365301j 1.21848-0.891713j -0.533293-0.1675j 0.323684-0.0110955j 0.487103+0.691468j -0.012915+0.404388j -0.0402458+0.893619j 1.30048+0.256767j -0.312827-0.0678443j -0.213844+0.629871j 0.0136941+0.334688j 0.270522-0.228564j -0.00208341+0.0589334j 0.684889-0.695153j 0.0938344-0.59562j -0.0704009+0.187629j -0.123075+0.097828j 0.555778+0.0698101j 0.390474-0.244418j 0.899963-0.0859569j 0.292752-0.686646j 0.130564+0.361767j 0.210801+0.10063j 0.120763+0.211699j 0.0144351-0.304225j 0.0208037-0.233412j 0.00432587+0.230933j 0.226532+0.529954j -0.0217427+0.197965j 0.00157252+0.317847j -0.227004+0.13121j -0.162341-0.0288832j 0.0109521+0.0868677j 
-0.817707-1.56673j 0.724116+0.0732565j -0.576563-1.31166j -0.0266768-0.180735j -0.890997-0.259039j 0.742165-1.10547j 0.844855-0.0851463j -0.122944+0.327304j -0.0432125+0.258298j 0.498936-0.0016948j 0.337912-0.30477j 0.221522+0.128596j 0.0382076-0.220044j -0.419848+0.58852j 0.0292602+0.04102j -1.22587-1.11729j -1.07473+1.19496j 0.104384-0.457484j -0.456804+0.680607j -0.301939-0.795281j 0.839824+0.199399j -1.16888-1.1694j 1.09271+1.25609j -0.496281-0.293414j 0.197211-0.739511j -0.00586274-0.350351j -0.458039-0.511253j -0.336771+0.405321j -0.125604-0.603156j 0.586944+0.120006j -0.188942+0.846495j 0.0492966-0.0304108j -0.187728+0.340947j 0.767795-0.328862j 0.365977-0.272072j -0.527832-0.210832j -0.613895+0.0152117j -1.36049-0.994862j 1.76629-0.739218j 1.61864-2.10854j -0.866173-1.05655j 0.228847-0.498216j 0.0119753-0.856191j -0.153008-0.613936j -0.74711+0.287206j -0.182823+0.0794172j 0.875663+0.356771j -0.635866+0.891938j 0.772148-0.0656358j -0.198736-0.610424j -0.437561-0.115489j 0.966485-0.424511j 0.647961+0.867056j 0.0103475-1.70714j -0.291744-0.0903877j -1.28069+0.0696532j -0.465307-0.168872j 0.291328+0.422148j 0.243783-0.107657j 0.146844+0.2781j 0.109888+0.421358j -0.361346+0.544916j -0.166784-0.746681j -0.399496+0.162269j -0.438774+0.159706j -0.272701-0.723528j 0.346615+0.755452j -0.433036-0.0690536j -0.320669+0.828233j 0.15443+0.377389j 1.25486-0.530667j -0.228091-0.294517j 0.20425+0.343582j -0.294732+0.436256j 0.185702-0.423307j -0.23872-0.129207j 0.0739605+0.817688j -0.0530993-0.150003j 0.0389619-0.401844j 0.0427727-0.364129j -0.052161+0.118708j -0.24078+0.260574j -0.339321+0.226379j -0.0829436+0.135066j -0.100409+0.127638j -0.144382-0.511238j 0.278148-0.748779j 0.167488-0.0901548j 0.301243-0.106149j -0.323757+0.57164j 0.0134287-0.0906996j -0.162558-0.10506j 0.130014+0.0970458j -0.226727+0.0655978j -0.19625+0.11704j 
0.317581-0.563692j -0.0621666-0.166072j 0.228996+1.43373j -0.764262+0.108232j -0.994439+0.164096j -0.143121+0.152329j 0.935626-0.650687j 0.54009+0.423605j 0.507516-1.09094j 0.624587-0.325598j 0.568045+0.433118j 0.446971-0.844071j 0.399393+0.921979j -0.479013-0.143636j 0.314214-0.272693j 0.36631+0.570619j 0.773408-0.334299j 0.288785+0.28788j 1.04237-0.38598j -0.107688+0.243204j -0.759257-0.109816j -2.54905-0.369769j -0.155998+0.301429j -0.126354+1.49141j 0.600762-0.369023j -0.133238+0.820834j -0.525137-1.21202j -0.714348+0.851829j -0.76936-0.0730127j -0.634675+0.6985j 0.293143-0.000437326j -0.00609694-0.258332j -0.483666+0.024983j 0.518895-0.363573j -0.183302-0.239072j 0.323969-0.184177j -0.098205+0.281144j 0.933103+0.85603j 0.268238+0.19931j -0.893881+1.23957j -0.0712486+1.23747j -0.311029+0.593891j 0.595768-0.612268j 1.63242+0.00856286j 0.18578+1.17297j -0.117205+0.110241j 1.05784-0.143863j 0.492615+1.403j -0.0628186-0.663534j -0.172975-0.677148j 0.37779-0.466722j -0.547452+0.977659j -0.501119-0.146426j -0.278694-0.917977j -0.409705+0.152508j -0.269066+0.41427j -1.08058+0.185169j -0.295468-0.0672992j 0.447143+0.819102j -0.367819+0.42303j 0.144835+0.0616471j -0.0133029-0.0132406j -0.51545+0.271512j -0.437729-0.530915j -0.127594-0.133327j 0.0180221-0.639905j -0.263482+0.300514j -0.25856-0.0941176j 0.512226+0.754704j -0.113232+0.157288j 0.34643-0.575972j -0.175477-0.166388j 0.681147+0.632237j -0.195658-0.308339j -0.242509+0.15739j -0.779272-0.592462j -0.160039+0.796994j -0.100741-0.376362j 0.578333-0.0161887j -0.18155+0.136631j 0.109869-0.183781j -0.66494-0.3189j 0.534527+0.152433j 0.0595393-0.0919322j -0.417748+0.0234582j 0.113922-0.53822j 0.592011-0.187954j 0.0920268+0.235608j 0.0614448+0.063336j -0.0371374+0.596048j 0.376994-0.0679244j -0.153715+0.281018j 0.119185+0.221132j -0.0756317-0.137322j -0.190426+0.318368j 
0.473332+0.969371j -0.702156-1.14703j 0.598939-0.735247j -1.16354-1.08029j 0.957538-0.498236j -0.511031+1.38007j 0.591384-1.076j -0.347324-0.758277j 0.212579-1.37459j -0.912644-0.0256375j -0.254106+0.169951j 0.552569-0.0429863j 0.0818875+0.456593j -0.0375862-0.355191j -0.0377958+0.00948389j 0.113697+0.268888j -1.15891-0.477139j -0.57018-0.745717j 1.3526-1.12344j -1.1964-0.450701j 0.669285-0.319869j -1.16369-0.824354j 0.440574+0.634794j 0.460423+0.288296j 0.343796+0.350524j -0.352192+0.805989j -0.0997456-0.45036j -0.108942+0.421409j -0.0426107+0.212212j -0.551577+0.0264604j 0.79052+0.00707897j -0.00647947-0.0456148j -0.438868-0.376441j 0.256539-0.602958j -0.200946-0.321964j 0.253913-0.1321j 0.362458-0.171438j -0.900396-0.555115j -0.927925+0.73774j 0.871666-0.821715j 0.421584-0.588218j 0.172594-0.148644j -0.782929+0.531453j 0.160096-0.172971j -0.698927+0.243533j 1.20916-1.53212j -1.33378-1.62364j -0.915921-0.219849j 0.611564+0.217737j -1.27133+0.172353j 0.286978+0.175384j 0.233709-0.448295j 0.0770998+0.959848j -0.201126-0.122085j 0.109754-0.0784177j -0.35056-0.503073j 0.987353-0.331325j -0.797476+0.166039j -0.227097-0.157029j 0.194539+0.0207406j 0.933187-0.577682j -0.698628-0.486662j 0.268632-0.284032j 0.349024-0.662804j -0.117423-0.0906479j -0.637673+0.330713j -0.303691+0.582351j -0.0431563+0.506008j -0.0687522+0.438948j 0.542372+0.0978421j -0.233859+0.181944j 0.328194+0.953593j 0.381699-0.0989193j -0.00829819-0.514998j -0.143486+0.0814538j 0.933869+0.00759087j 0.440357-0.981945j -0.075416+0.406381j -0.349903+0.60779j -0.386851+0.0808541j 0.182968-0.309766j 0.276219-0.763527j -0.159197-0.112502j 0.320378-0.119384j 0.105604-0.168747j -0.53872+0.132372j 0.225993-0.104612j 0.0708524-0.0211981j 0.0452588+0.399351j -0.273105+0.0840129j -0.0342859+0.380636j 0.0531489+0.165625j -0.1701+0.0920513j -0.142954-0.0319422j -0.0975664+0.252675j 
0.74799-0.0993653j 1.09701-0.276709j 0.216172-1.43646j 0.174489+0.421702j 0.633084+0.0880146j -0.408131+0.0499673j 0.179242-0.315621j 1.21696+0.916545j -0.833618+0.869945j 0.22032+0.951226j 0.350196-0.118417j 0.870971-0.353342j -0.0782936+0.592511j 0.304344-0.489911j 0.132128+0.427101j -0.611001+0.524344j 0.312456-0.960686j 2.0251+0.681223j -0.756808-0.465098j 1.7384-0.695726j -1.0861-0.906964j -0.501356+0.20806j -0.805182+0.649698j 1.69893+0.308771j -0.253335-0.0777864j 0.049855+0.730464j -0.10108+1.54033j -0.699131-0.221585j 1.23578+0.0193138j 0.273699-0.633946j 0.365774+1.33838j -0.0245514+1.03319j -0.579566+0.175119j 0.97276-0.395154j -0.280599-0.602939j 0.0303243+0.771976j 0.32167+0.48292j 0.150695-0.46297j 0.044994+0.254366j -0.492954-0.377624j 0.391798-0.480379j -1.22418+0.694341j -0.128774-0.47695j 0.487707+1.50222j 1.02637-1.23584j 0.73454+0.0417639j -0.0656395+0.20325j -0.0970552+1.13905j -0.712075-0.112823j -0.321467-0.329842j -0.104296+0.315379j 0.218149-0.363399j 0.409847-0.0800777j -0.771377+0.119218j -0.762612-1.62102j -0.613148+1.58033j -0.457177+0.19593j -0.626616-0.152984j -0.754907-0.363861j -0.232553+0.941308j -0.457767-0.810054j 0.253868-0.329947j -0.68634-0.563643j 0.161162-0.315785j 0.654412-0.506458j 0.342576-0.385839j 0.408653-0.179446j 0.190615-0.63895j 0.432637-0.498096j -0.0757574-0.361919j -0.164136-0.176261j 0.025898-0.0209857j 0.184994-0.295655j 0.150674+0.62126j -0.0519185+0.780835j -0.246866-0.133836j -0.0898953-0.126822j 0.350099+0.67824j 0.22064-0.203278j 0.590417+0.000369826j -0.288212+0.220278j 0.362189-0.657813j 0.251739-0.738357j 0.475187+0.271129j -0.201153-0.740468j -0.211719-0.82054j 0.684543-0.112001j 0.586205-0.109888j -0.222479+0.461211j -0.743085-0.184238j -0.377426-0.0358739j -0.0166713-0.247508j 0.010362-0.0595465j 0.0497649+0.22769j 0.190989+0.0565903j 
-2.25661+1.4882j -0.96943-1.43067j -1.28909+0.0331643j -0.395382+1.25381j -0.122364-0.423387j -0.76534-0.472498j 0.0418659-0.226346j 0.507714-0.31913j -0.288238-0.000306524j -0.3335+0.152112j 0.154451+0.0554006j 0.193635+0.219464j -0.482922-0.014202j 0.352839+0.619049j -0.10846-0.428452j -0.431161-0.707829j -0.891301+0.546525j -0.509623-0.359811j -0.635217-0.179701j 0.0351176-0.124973j 0.305137+0.135674j 0.286148+0.038698j 0.0248786+0.653778j 0.148614-0.218668j 0.247061+0.0654564j 0.511294-0.000644277j -0.170447+0.138579j 0.0447129+0.215274j 0.217387-0.058431j 0.244891+0.327275j -0.391639-0.075787j -0.0594543-0.0130132j -0.0553626+0.0546233j 0.0262426+0.225054j 0.228788+0.150068j -0.14144-0.363542j -0.0361224-0.21401j 1.37546-1.33243j 0.611286+1.17593j 2.19778+2.13707j 1.65357-1.17925j 0.586472+0.512993j 0.539282-0.714908j 0.367288-0.724378j 0.66173-0.601468j 0.41768+0.446662j -0.428754-0.401592j 0.316455-0.318476j -0.484446+0.662034j -0.273134-0.542855j -0.470503-0.192732j 0.991951+0.654099j -0.829386+0.737214j 0.421581+0.152098j 0.2866-0.0017353j 0.23879-0.699144j 0.21117+0.798658j -0.271018-0.0834666j 0.550681-0.17417j -0.0772566+0.650405j -0.617972+0.434953j -0.48298-0.581114j 0.887087+0.219018j 0.0318812-0.289811j -0.156119-0.0669974j 0.315816-0.697075j -0.141442+0.00970852j 0.0268261-0.240557j -0.0382675-0.322821j 0.078081-0.116418j 0.116309+0.460141j -0.0758348-0.0193392j 0.250838-0.0374454j -0.31923-0.0815348j 0.356719+0.11941j -0.525233+0.216527j 0.0242253+0.150217j -0.203701+0.0161214j 0.111841-0.436288j 0.405459-0.105423j -0.188725-0.045763j 0.16211+0.228344j -0.379987-0.52859j -0.14784-0.0640154j 0.141473+0.135038j 0.404975-0.36687j 0.410569-0.00773204j 0.0561782+0.131528j 0.0933087+0.0575474j 0.0846218-0.283367j 0.0762951-0.0917778j 0.241943+0.0317761j -0.00837033+0.120187j -0.0996749-0.193901j -0.0115635-0.112469j 
