-0.0137899-0.00155599j -0.0511382+0.0315281j 0.0541364-0.0966909j 0.101231-0.0042049j -0.0484383+0.0783047j 0.0725134-0.0679782j 0.0965306+0.0410806j 0.0444204+0.0554624j -0.0745571-0.016402j -0.0916012-0.0319225j -0.0350023-0.0271423j 0.162719-0.00535329j 0.0630219+0.0619272j 0.0106736+0.00333306j 0.0708349-0.144496j -0.099199-0.0118252j -0.0251747-0.0967391j -0.0435334-0.148717j -0.0228728+0.0680807j -0.0934579-0.121776j 0.0084244-0.188233j -0.0141956+0.127926j -0.00937455+0.0620201j -0.003384+0.0971136j -0.0253409+0.0158318j 0.0709525+0.162023j -0.0893115+0.0754296j -0.0361467+0.0298687j 0.065962+0.218329j -0.0100721+0.0566887j 0.0270601+0.0232703j 0.133332-0.0329586j 0.0572015-0.0867356j 0.0643826-0.00281975j -0.0427136+0.0399619j -0.0303699-0.0680333j -0.0498327+0.0630532j 0.133718-0.0291779j -0.114171+0.0777904j 0.0537452-0.0323351j -0.079072+0.0691884j 0.000727771-0.0599269j -0.0712019+0.0947627j -0.0204518-0.0766035j 0.138474+0.0102785j 0.0682638-0.0443573j -0.0802692+0.00732489j 0.0589678-0.000648394j 0.141161-0.0501566j 0.0844662-0.00689731j 0.148238+0.0235974j -0.0566502-0.0535478j 0.0485321+0.0331061j -0.250526-0.0697281j -0.06795+0.0212054j -0.0412498+0.0897537j 0.0683912+0.0775822j 0.0127174+0.079546j -0.0430277+0.013915j -0.0289608+0.0314567j 0.0309908-0.00146286j 0.0150351+0.0212577j -0.00525386+0.0156365j -0.019872+0.00936041j 0.00698752+0.0173927j 0.00511912+0.0173284j 0.0116935+0.00950614j -0.00971711+0.0143546j -0.00194408-0.00275124j 
0.00294043+2.20007e-05j 0.00107078+0.00435588j -0.00389175+0.00475656j -0.000596505-0.011713j -0.00413283+0.0053594j -0.00116088+0.00577898j 0.00132638+0.0038983j 0.00357188+0.00297321j 0.00552483+0.00185375j -0.00332471-0.0052096j -0.00545403+0.00397928j -0.00256273+0.00412331j 0.000291584-0.000969691j -0.00774316-0.00603044j 0.00375926+0.00243639j 0.00892721+0.000638309j 0.00124578-0.000480812j 0.000607181+0.00772257j -0.00126167+0.00110568j -0.00196946+0.00110108j -0.00205914-0.00691528j -0.000569526+0.00339652j 0.00343307-0.00898046j -0.00149522-0.0008457j 0.00319258+0.0043283j -0.00100553-0.00222766j 0.00921113-0.00268201j -0.00245445-0.00843456j -0.00438654+0.00802964j -0.00727406+0.00123866j 0.00229433-0.000196545j 0.00238325-0.00408033j -0.00261517-0.00276779j -0.00201924-0.00629894j -0.00231515-0.00334517j 0.00808633+0.00154991j 0.00726071-0.00194028j 0.00513938+0.00804551j 0.00711617+0.00862349j 0.00410213-0.00248868j 0.0089968-0.000308144j -0.00150164-0.000976157j -0.00560996-0.000749133j 0.00449833+0.00091453j -0.00434556-0.00381278j 0.000264175+0.00168074j -0.00155311-0.00580494j -0.00299363-0.00730214j -0.000616131+0.00722487j -0.00293351+0.00298609j 0.00131984-0.00880166j -0.00557436+0.00602086j 0.010636-0.00491122j -0.0030563-0.00348269j -0.00147886+0.00193784j 0.000847696-0.00119985j -0.00431933-0.000956009j 0.00118346-0.00363897j 0.00065998-0.000901007j 0.00272743+0.000615007j -0.00170034+0.0107736j 0.00388383+0.00925662j -0.00685734+0.00561917j -0.0034834-0.00458803j 0.00558178-0.0057349j 0.00254334-0.00197102j 0.000292171-0.00343898j 0.000883084-0.00302991j 0.00223958+0.00461647j 
0.00179114+0.00101337j -0.000311523+0.00409936j -0.0044043+0.00299337j 0.00575319-0.00663356j -1.22038e-05+0.000842608j 0.00138212+0.00459803j -0.00229783-0.0010217j 0.00171031-0.00263928j 0.002566+0.00411181j -0.0028872-0.00122416j -0.00142062-0.00351374j 0.00214206+0.00216441j -0.00166994-0.00142599j -0.0020695-0.00505614j 0.00716599+0.00617053j -0.00156095+0.00295366j 0.00590272-0.00630539j -0.00178238-0.00195884j -0.00263708+0.00112126j -0.00136812+0.00231021j -0.002904+0.00372943j 0.00263493-0.00332331j 0.00484374+0.00771057j -0.00362499+0.000487397j 0.00478231-0.000736307j -0.00369369-0.00131323j -0.00102557+0.00169189j -0.000590376+0.00625023j -0.000904559+0.00111503j -0.00223118-0.00022322j 0.00217397-0.0036507j 0.00163629+0.00229718j 0.000304582+0.00095958j 0.000235397+3.08542e-05j 0.00314073+0.0042911j 0.00450068-0.000895246j 0.00653454+0.000375959j -0.00123573-0.00646381j -0.00240211-0.00632128j -0.00485238-0.00207161j -0.00229695+0.00368312j -0.00126044-0.00568082j 0.00996329+0.00369591j -0.00502179+0.00575447j -0.00869734+0.00278467j 0.0032542-0.000231053j 0.00251577+0.00104205j -0.00774219+0.00755753j 0.0113376-0.00322886j 0.00186471-0.00633415j 0.000996757-0.000184635j -0.000101604-0.00178478j -0.000581647+0.00335873j 0.00148663-0.00130711j 0.00170631-0.00272705j 0.00179142-0.00214713j -0.00271694-6.68028e-05j 0.00294349-0.00227323j 0.000697728-0.00638168j 0.00265117+0.00275983j -0.000754141+0.0049684j 0.0100699+0.0164353j -0.00404527-0.00314526j 0.00180697-0.00146692j 0.0119199-0.0116814j 0.00839672-0.00045181j 0.00433624-0.00061022j -0.00302727-0.000935122j 0.00324825-0.00202026j 
-0.000207138-0.000478048j 0.00122641-0.00201523j 0.00281033-0.00514131j -0.000906392+0.00364351j -0.00123357-0.00127663j -0.00680253-0.00406947j 0.00593174-0.00406526j -0.00175747-0.000690987j 0.00344113-0.00378336j 0.000797278+0.00142952j 0.000164723-0.000747609j -0.000873401+0.00195333j 0.00203546+0.00378057j -0.00050396-0.00221622j -0.00109223+0.0055687j -0.00465898+0.0070844j 0.00217278-0.00338977j 0.0132516+0.00945341j 0.00783049-0.00110495j 0.00320934-0.00186139j 0.00207807-0.00129494j 0.00756896-0.000734543j -0.00978161-0.00264407j 0.000788975+0.000555227j 0.0123194-0.00393839j 0.00334606+0.00395398j -0.00670179+0.00110279j -0.00262779-0.00561203j -0.00636735-0.00304996j 0.00439176+0.008196j 0.00267032-0.00379044j -0.00559212-0.000887076j -0.00023912+0.00722478j 0.0019166-0.00383167j -0.00160966-0.00834207j 0.00186988-0.000358342j 0.00744334+0.00840571j -0.000617758-0.0200584j -0.00106767-0.00776484j -0.00612884+0.00270203j 0.00242793-0.00762836j -0.0138389-0.010592j 0.00112263-0.00584919j -0.00400186+0.0135812j -0.00466899-0.00185525j -0.0023855+0.00161998j -0.00482971-0.00768481j -0.00475739+0.000626194j 0.000324863-0.00213896j -0.00327229-0.00417064j -0.00432319+0.0101601j 0.00531814+0.00184487j 0.0122103-0.00448631j -0.00559544-0.00280715j -0.00968075+0.00715706j -0.00434094+0.00907219j 0.00415395-0.00119103j -0.006445+0.00496183j -0.00346329-0.000789468j -0.00290579+0.00032373j -0.00762262-0.00282282j -0.000576356-0.0267263j 0.0109988-0.000472133j 0.018134+0.0129199j -0.00725997+0.0136832j -0.00738108-0.00376375j -0.0053682-0.00520717j 0.000947258-0.00240406j -0.00021224-0.00156206j 
-0.00138998-0.000533216j -0.0021793-0.0044923j -0.000469762-0.00451107j 0.0045667+0.00264907j -0.00436283+0.000847138j -0.00487629-0.00645423j 0.00597045-0.00760259j -0.00311514-0.00262182j 0.00919126+0.000555299j 0.000222208+0.0027082j 0.00545204+0.00591211j -0.00144947+0.00338901j 0.00532627+0.00205484j 0.00221126+0.00267039j 0.0035614-0.00115775j -0.00200624-0.00159511j 0.00161689+0.00419075j 0.00634605+0.000226198j -0.000484381+0.00444951j -0.00459061+0.000835786j 0.00487504+0.000853875j -0.0169707+0.00117999j 0.0164326-0.00016382j 0.000872867-0.00267812j 0.00155633+1.66757e-05j 8.52913e-05-0.00267121j 0.00549444+0.00144751j -0.00300199-0.0023379j -0.00434766-0.00203418j -0.000772785+0.00498482j 0.00126179-0.00146103j -0.00795403+0.0077423j 0.000486553-0.000973026j 0.00526203+0.00919091j -0.00514711+0.00432584j -0.00645228-0.00294402j -0.00285133+0.000541394j -0.0128801+0.00564186j 0.00907549+0.000513553j 0.00240814+7.36388e-06j -0.0054091+0.00974304j 0.00301214-0.00120986j 0.00233351-0.000923898j -0.00971108-0.00130769j -0.0015715+0.00532256j -0.00412712+0.00377101j 0.000894712-0.00738536j 0.00299678+0.00527638j 0.00138257+0.00316856j -0.00560751-0.00174956j -0.00737376-0.00975072j -0.0121945-0.00569128j -0.00126136+0.00185024j -0.010946+0.00241202j 0.00232689+0.0040527j 0.00238958-0.0056727j -0.00145521-0.00130823j 0.000440362-0.00210265j -0.00173764+0.000857943j 0.00127642-0.00303696j 0.00373129-0.00311401j -0.0010881+0.0180283j -0.00843328+0.0064415j -0.00786409-0.0114924j 0.00752658-0.0139215j -0.000625126+0.000232566j 0.00143947-3.11916e-05j 0.00058821+0.000408255j -0.00300254+0.00133924j 
0.000595298+0.000449506j 0.00138643+0.0021595j -0.000589866-0.00530686j 0.00312672-0.00277875j -0.00660046-0.00968291j -0.0112833+0.000687032j 0.00846185+0.0072571j -0.00735587+0.00558823j 0.005131-0.00519102j -0.00429614+0.0116643j 0.000326537+0.00412132j 0.00190974+3.71998e-05j -0.00407301-0.00845366j -0.00164487+0.00265347j -0.00236443+0.00888779j -0.000180468+0.00207803j 0.0117304-0.0020073j 0.00359675+0.00921985j 0.00593317+0.0039991j -0.0130553-0.000825434j 0.00471678+0.00397143j -0.00594118-0.0109191j -0.00764561-0.00621261j -0.0079568+0.0107652j 0.00927025-0.0111555j 0.00575502+0.000694946j 0.014527-0.00191831j -0.0123303-0.00128139j -0.00630153+0.0131475j -0.00113326+0.00782881j 0.00103789+0.000554769j 0.00110018-0.00231624j 0.00108472-0.00581429j -0.00368301+0.00709125j 0.000197729+0.00453926j 0.000750106-0.000841566j 0.000271433-0.000976128j 0.0043185+0.00277425j 0.00285947+0.000325255j 0.000795409+0.00145104j -0.00186537+0.00144709j -0.00164357-0.00167948j -0.00406411+0.00256895j -0.00888348-0.00163653j 0.00561568+0.00173275j -0.03444-0.000328785j -0.0110158-0.00100971j 0.00570386+0.00268932j -5.04314e-05-0.000535463j -0.00641909+7.23692e-06j 0.000424184-0.000526746j 0.00486929-9.21699e-05j -0.00466609+0.00224366j -0.00208176+0.00386656j 0.00273116+0.000870322j 0.00341524-0.000976466j -0.000754984-0.000989148j 0.00196061-0.00420084j -0.000556479+0.002212j 0.00066248-0.000316721j -0.00108023-0.0011396j -0.000529567-0.000384838j 0.000908934-0.000423217j -0.000686339+0.000864457j 2.01417e-06+0.00140966j 0.000370834+0.00133141j 0.000401054+0.00127796j -0.000648176+0.000305459j 0.00104446-0.00173963j 
-0.00319756-0.00130136j 0.00384957+0.00633778j -0.00326764+0.0085814j -0.000529108-0.00792481j 0.00325179-0.00176498j -0.000935877+0.00702396j 0.000622017+0.00852485j -7.98475e-05-0.00167309j -0.00141907+0.0101524j 0.00150031-0.00125289j -0.00196636-0.00318959j 0.000590455-0.0034663j -0.00414374-0.00172521j -0.00576023-0.00126266j 0.0073822+0.00653414j 0.00605248+0.00375575j 0.00549664-0.00097799j -0.00188996-0.000879431j -0.000299096+0.00290372j -0.00347406-0.00224097j -0.00721097+0.00284271j 0.00352075-0.00469045j -0.00594957+0.00370211j -0.00290443+0.00155661j -0.0087598-0.00485432j -0.00159858+0.00118976j 0.00472694+0.0058505j -0.00328697-0.000742289j -0.00132399-2.49732e-05j 0.0033198-0.00257998j 0.00603621+0.000784707j 0.00678587-0.00134002j -0.00860762+0.00412531j 0.00717605-0.00127216j 0.00422364-0.00375842j 0.00246911-0.000286854j -0.00259872-0.0108426j 0.000539039+0.00241329j -0.00229881+0.00118948j -0.00465388-0.0019357j 0.00207087+0.00553069j 0.000897289+0.00401149j -0.00223406-0.00132276j -0.00523408-0.00549977j -0.00360061+0.000550614j 0.00541562+0.000758559j -0.00533892+0.00320599j 0.00315146+0.00378133j -0.00199272-0.00333784j -0.00230106-0.00133656j 0.00802411+0.0025032j 0.00142349-0.000155656j -0.00282275-0.00248103j 0.001843+0.00292075j 0.00704709-0.00279959j 0.00666442+0.000211069j -0.000590599+0.00864967j -0.00388093+0.00397174j -0.000704571-0.00170984j -0.00045016-0.00315155j 0.00320294-0.00707411j -0.000101583+0.00568202j -0.00245691-0.00201287j -0.00391921-0.00387784j 0.00215243-0.00576416j 0.000423565-0.00120234j -0.000815884+0.000988635j 0.00183944+0.00539433j -0.00620443+0.000767504j 
-0.00147654+0.00129546j 0.0012444-0.00542774j -0.00261996+0.00722713j 0.00427242+0.00807643j 0.00259321+0.0110029j -0.00242388-0.0069102j 0.00634023+0.0100547j 0.00013417-0.00453016j -0.000758412+0.0182401j 0.00121595+0.00651771j -0.00051094-0.00667444j -0.00399535-0.000652289j 0.000652609+0.00229696j -0.0052329-0.00698106j -0.00557455-0.00304558j 0.000829403-0.000347276j -0.00243783-0.00906217j 0.00334017-0.000892871j 0.000526295+0.00284305j -0.012035+0.0124127j 0.00206312+0.0104977j -0.00478292-0.00139076j -0.00844249+0.000982268j 0.00741874+0.000357709j 0.000235372-0.00683136j -0.00216746-6.36643e-05j -0.00704423+0.00231885j -0.012093-0.00064964j -0.00462053+0.0144835j -0.0121566+0.0103694j 0.00123124-0.00363083j 0.00255713-0.00306652j -0.00405829+0.00219617j -0.00588697+0.00275094j 0.00552579+0.000379316j 0.00329872+0.00114473j 0.00622369+0.000510903j -0.00558444-0.00124535j -0.00307237-0.00510786j -0.0014826+0.00254029j -0.00320336+0.00361232j 0.00161032-0.00319725j 0.0162827+0.00130313j -0.00362554+0.000820502j 0.00586158+0.00538154j 0.0117789+0.0030051j 0.00987333-0.00605125j -0.00657642+0.00047469j -0.00192154+0.002737j 0.00126358+0.000476677j 0.00233474+0.000967871j 0.000387011-0.00377887j -0.00740697+0.000839306j 0.00100829+0.00306941j -0.00356939-0.00155746j 0.000627508-0.000701058j -0.00181479-0.00413525j 0.00289539-0.00357382j -0.00091706+0.0018434j 0.000359035+0.00087334j -0.00574386-0.00171672j -0.00228555-0.0056217j 0.00449727+0.00107755j 0.00245903+0.0023152j -0.00363353+0.00521809j -0.00188402+0.000480558j -1.08892e-05+0.000617571j -0.0018844+0.00523186j -0.000199642+0.00178388j 
-0.00611589+0.00336773j 0.00257737-0.00241709j -0.000764734+0.00306501j -0.00157587+0.00629538j 0.00170234+0.00442706j 0.00264444-0.00670307j 0.000195262+0.0116673j 0.00323747+0.00099926j -0.00030244+0.00972257j 0.00566017+0.00311542j 0.00274714+0.000887879j -0.00586055+0.000430842j 0.000123465-0.00433324j 0.00424323+0.0012868j -0.00202895+0.0051884j 0.00872793+0.00210663j -0.0053137+0.0110915j 0.00770032+0.00660728j 0.00554969+0.00404736j -0.0107121-0.00205684j -0.00945198+0.00218735j -0.00776619+0.00042585j -0.0112771-0.00748258j 0.00719812-0.000353655j -0.00537931+0.00102698j -0.0034016-0.00172419j -0.00200765+0.00549845j -0.00516495-0.0145175j 0.000813978+0.00993469j 0.00212257+0.00126996j -0.00195627-0.000417054j 0.00304504-0.00526117j 0.000435523+0.00470872j -0.00102534-0.000548771j 0.00587988+0.00269281j -0.00479936-0.00206811j -0.00832382+0.00127854j -0.00206196+0.00721909j 0.00180446+0.00376749j 0.0036146-0.00197406j 0.00589135-0.00137045j -0.00208451+0.00208727j -0.00606357+0.00267706j 0.00797297-0.00326704j -0.00731753+0.00220814j 0.017421+0.00432394j -0.00489289-0.00519314j 0.00339561-0.000591631j -0.00521535+0.00123931j 0.00833245-0.000599627j -0.00242942-0.00261971j -0.001567+0.00172589j 0.00331496-0.00102088j -0.000922181+0.000680377j 0.000652615+0.00488521j 0.00189203-0.0032296j 0.00235882+0.00154079j -0.00179163+0.00131841j 0.00157615+0.00139129j -0.00236273-0.00222198j 0.0033077-0.00228922j 0.000620424+0.00416026j -0.00142961-0.000236092j -0.000910644+0.00100432j 0.000909471-0.00264944j 0.00166648+0.000862206j 9.27182e-05-0.000637695j 0.000334733-0.00579144j 0.00115974-0.00547013j 
0.00143838-0.00292536j 0.00117698+0.0055552j -0.0030399+0.0108778j -0.00108538-0.0138578j -5.51367e-05+0.00556048j -0.00351222+0.0056636j 0.00433538+0.000479522j -0.00142418-0.00145488j 0.0037555+0.00681946j -0.00201146-0.00234054j -0.00695145-0.000758563j 0.00357417+0.00575467j -0.00118458-0.00331961j -0.01149-0.00354022j -0.00110915-0.0143365j 0.000821267-0.0132913j -0.00499002-0.00340729j 0.00260483+0.00124846j -0.00999723+0.000267953j 0.00684222+0.0062336j 0.00274227-0.00703395j 0.00758774+0.00932994j -0.00281298-0.0106957j -0.00189239-0.00364009j -0.00520438+0.000658849j 0.00436343+0.00134803j 0.00366727-0.0067659j -0.00430001-0.000157599j -0.00694911-0.00518866j 0.00306096+0.00234583j 0.00442741-0.00029331j 0.00110553-0.00138874j -0.00517625+0.000834729j -0.00422154-0.000689249j -0.0109487-0.00156439j 0.00994064-0.00279267j 0.00933131-0.00509459j 0.00133531+0.00160077j 0.00594698+0.00275049j 0.00266396-0.00211325j -0.00325858-0.00332112j 0.00115459-0.00288402j 0.00219039+0.000233308j -0.000837175+0.00348206j -0.00148192+0.00125174j -0.00539098+0.00028429j -0.00304169-0.00585492j -0.00584196-0.00976847j 0.00336574-0.00180546j -0.00345249+0.00150281j -0.000603477+3.04594e-05j -0.00162865+0.000568716j -0.000158227-0.00308057j -0.00319105-0.00131185j 0.00140286-0.000466313j 0.0066228+0.000658469j 0.00209428-0.000220862j -0.00140085-0.00384407j -0.00642504+0.00304548j 0.00450905-0.00275623j -0.00520153-0.00337838j 0.00190371+0.0017524j 0.00433933+0.00180975j 0.00471987+0.00212347j -0.000345698-0.000698828j -0.0012344+0.00076785j -0.000811638-0.000311814j 0.00107295+0.000999487j -0.000808323-0.00215733j 
9.10135e-05-0.000623361j 0.0022562+0.000817703j -0.00114053+0.00242662j -0.00152721-0.00103892j -0.000876954-0.00015728j 0.00361685+0.00241163j 0.000626179+0.00239365j -5.51791e-05-0.000877873j 0.00317936+0.00293199j -0.00110886-0.000364598j -0.000637138-0.00202718j 0.00235045-0.00240349j -0.00188362+0.00368295j -0.00359516+0.00122733j -0.000575388+0.000482146j 0.00043879+0.00334601j 0.00266001-0.00302412j 0.00226018-0.00264085j 0.00249441+0.00101615j -0.00247049+0.000494909j 0.000861642+0.00288047j -0.000988417-0.00621301j 0.0019099+0.00786014j 0.00017937+0.00105018j 0.00158373-0.00232913j -0.00130694-0.000547217j -0.00144682+0.00229571j 0.00178881+0.00387588j 0.000648886+0.00166717j -0.00406852-0.000835959j -0.00183059-0.00185374j 1.58154e-05+0.00105527j -0.000220009+0.00136982j 0.00218844-0.00162088j 0.00277-0.00269985j 0.00279864+0.00354634j 0.00347645-0.00348841j -0.00251441+0.00412148j 0.00102441+0.00189566j -0.00812406-0.000426026j 0.00356371-0.00123942j -0.00181378-0.000394293j 0.00222511+0.00214872j -0.000792922+0.00514205j -0.00190796-0.00118375j 0.00187525-0.00059273j -0.00115175-0.000166875j -0.00581388+0.00397149j 0.00382252-0.00214825j -0.00342832-0.00266872j 1.86881e-05+0.000359598j 0.00425527+0.000982183j -2.38474e-05-0.000211867j -0.00132311-4.24508e-05j -0.00235566+0.00100453j 0.00174698-0.00153092j -0.00265247+0.00256329j 0.00236883+0.000411461j 0.00112887-0.000163208j -0.000256718+0.00080792j 0.00301854-0.00152097j 0.00455002+0.00821207j -0.0040674+0.0023673j 0.000955342-0.00913124j 0.0105736-0.0103094j -0.0019539-0.00275619j -0.00181631-0.00141625j 0.00166007+0.000414109j -0.00135927+0.000524243j 
-0.00310827-0.00215582j 0.00131948+0.00199042j -0.00293341+0.00595908j -0.00271457-0.00426279j 0.0015963-0.00155892j -0.00159859+0.00521068j 0.00185473+0.000265742j -0.00548754-0.00493223j -0.000638454+0.00423866j 1.09928e-05-0.00189999j 0.000537544-0.00268094j 0.00658618-0.00104291j -0.00198507-0.000179815j -0.00508618-0.000412868j 0.00558283-0.00568682j 0.00112649+0.0014896j 0.00179111+0.0063285j 0.00191354-0.00671418j 0.00268554+0.000377495j 0.00206068-0.000814397j 0.00298017+0.00289095j -0.00372365+0.00520952j 0.0108168-0.00326657j -0.00140589-0.00371114j -0.00468087-0.003061j 0.00585938-0.000353774j 0.000389732-0.00202584j 0.00122346+0.00233116j -0.00315011-0.00394914j 0.011209+0.00353844j 0.00115087+0.000268367j 0.00497727-0.00346275j -0.00615074+0.0100396j 0.00284443-0.00297311j -0.00248464+0.00316024j 0.00997651-0.00637174j -0.00937295+0.00589857j -0.011815+0.00989456j -0.00667618-0.00367432j -0.00354049+4.25841e-06j 0.00109819+0.00805487j -0.00882289+0.0080072j 0.00586161+0.00262732j -0.00488156-0.00506423j 0.00677132-0.00567981j -0.00504799+0.0010838j 0.000220327-0.00565791j 0.00941357-0.00132723j -0.0114514+0.00124344j 0.00212192-0.00309991j 0.00362972+0.00361334j -7.60931e-06+0.00563251j -0.00424341-0.00606652j -0.00383136-0.00404848j -0.00312731+0.00337864j 0.000628902+0.000665333j -0.00265472+0.0045976j -0.00268165+0.00409903j 0.00228243+0.00226971j 0.002936+0.00499099j 0.00469039-0.00512858j -0.00267644-0.00109806j -0.0014904-0.00447608j -0.00278522+0.00131471j -0.00258044-0.0012629j -0.00274783-0.00737545j 0.00109127+0.00543237j -0.00132534-0.00784457j 0.00527221-0.00523234j 
-0.000914843+0.00275891j 0.000182274+0.00322896j 0.000218976-0.00561001j 0.00261088-0.00464278j 0.00196048-0.00664865j 0.000638648+9.82606e-05j -0.00406731+0.00108627j 0.00330214+0.00442605j 0.0001635-0.00193072j 0.00218273+0.00338408j -0.00101123+0.00109445j -0.00356515+0.00281212j -0.00269888-0.00265685j 0.00650488+0.000416971j 0.00644553+0.00730957j 0.0034815+0.00704069j 0.000535189+0.000846216j -0.000323857+0.00581264j -0.00125099-0.00100271j -0.00282743-0.00631514j -0.00465148-0.000351933j -9.42693e-05-0.00480873j -0.00191563+0.00179082j 0.000110549+0.0016676j 0.00270573-0.000771937j -0.00282031+0.00270883j 0.00209934+0.00529723j 0.00202177-0.00300471j 0.00147629-0.00206989j 0.00337301-0.00150921j -0.00189811-0.00151855j -0.000482923+0.0047098j 0.00465394-0.00060371j 0.00492308+0.00102135j 0.0040964-0.00283955j -0.0114018-0.000274651j -0.00250282-0.00176351j -0.00535397-0.00626443j -0.0048886-0.00354005j 0.000675636+0.00664093j -0.0041376+0.000640822j -0.000768049-0.000659416j -0.000625164-0.000343431j 0.00415048+0.00979123j -0.00888124+0.00540674j 0.0027412-0.00336478j -0.00339531+0.00251505j 0.00279466+0.00439315j 0.00768889-0.00602463j 0.000920081-0.00630308j -0.00153975+0.00188411j 0.000487585-0.00518064j 0.00807065-0.000474748j 0.00283581+0.0033359j 0.00140504+0.000223963j -0.00175756+2.13186e-05j 0.000943744-0.000552129j 0.00173876+0.00259573j 0.00541151+0.00130254j -0.00349721-0.00222504j 0.00246903-0.00585257j 0.00184242+0.00454579j 0.000278752+0.00345001j 0.00209707-0.00637409j 0.00563325-0.00567636j -0.000392694+0.00331417j -0.00018526-0.0027526j 0.000794273+0.00347442j -0.00534155+0.00116238j 
-0.00118252+0.00139679j 0.000563381+0.00375547j -0.0017302-0.000351211j 0.000668045-0.00228538j 0.00298065-0.00253855j -0.00147924-0.00047068j -0.000314259-0.000455991j -0.0004446+0.000634008j -0.000901646+0.00033016j 0.00212076+0.00198419j -0.00151973-0.000867707j 0.0012046+0.0015944j -0.00320839-0.00127459j -0.00188256-0.000376226j -0.00319981+0.00147516j 0.0014799+0.000177905j 0.00179553+0.00745059j -0.000743402-0.00227735j -0.00281632+0.00227779j -4.45656e-05-0.00132991j -0.000693878+0.000299586j -0.00217328+0.00358751j 0.000784931-0.00251726j -0.00145865-0.00308065j -0.00569168+0.000386802j -0.00026148-0.00159975j 0.00284067-0.00165573j -0.00143915-0.00182455j 0.000539842-0.0014447j 0.00427989+0.0042397j 1.3876e-05+2.89355e-07j -0.000987727+0.00177926j -0.00143556+0.00235562j 0.00278236+0.000683965j -0.00181428+0.00428128j -0.00106106-0.00423623j -0.00371959-0.00214863j 0.00378298+0.00024434j -0.000259151-0.000359992j 0.0024339+0.00150523j 0.000844022-0.00330157j 0.00236426-0.00110571j 0.00376954+0.00257921j -0.00464779+0.00176445j 9.45298e-05+0.00333515j 0.000272476-0.000920933j -0.000899761-0.00259201j 0.00533491-0.0024715j 0.00106978-0.000527366j -0.00134505-0.00119451j -0.00304785+0.000585997j 0.00176566-0.000667915j 0.00238387-0.000531191j -0.00185875+0.0015541j -0.00311318+0.00146148j -0.00429852+0.00358694j -0.000151272-0.00119263j -0.000762073+0.00298035j 0.0106476+0.000575941j -0.00618451+0.00190296j -0.00172298-0.00133551j -0.000225337-0.00737052j 0.00602107-0.00095744j 0.0103859+0.00612436j -0.00635368+0.0100398j -0.00198003-0.00248164j 0.00392524+0.00110793j -0.00114987-0.000543355j 0.00124805+0.00270102j 
-0.00158272+0.00283985j 0.000484602+0.00885876j -0.00134553+0.00187398j 0.00322668-0.0183908j 0.00691027-0.00591483j -0.00277539+0.00254643j -0.00231244+0.00433507j 0.0034445+0.00423539j -0.000507638+0.00339655j 0.00387388+0.00506821j -0.00495103-0.000392953j -0.00017258+0.00473394j -0.0134685-0.003167j -0.00543844+0.00298978j 0.00100962-0.00495996j -0.00048311+0.00136463j 0.000707519+0.00940677j 0.000105162+0.00445521j -0.0116366+0.00628004j -0.00100719-0.00148509j -0.00294476+0.00583201j 0.00109607-0.000122769j -0.0073837-0.00313155j 0.000759363-0.00150885j -0.00840825+0.00610624j -2.73337e-05+0.00104677j 0.0102445-0.00140045j 0.00280963-0.00385432j 0.00152672+0.00033903j 0.00141291+0.0032494j -0.00249223-0.00195608j 0.00263374+0.00759656j -0.00170241-0.00113555j 0.00751291+0.00343855j 0.00500069+0.00642112j -0.0152356-0.00422962j -0.0075328-0.00455756j -0.00771272-0.00302363j -0.00100409-0.000694115j 0.0029116+0.00123344j -0.00815041+0.00280657j 0.00517618-0.00834896j 0.00111777+0.0025807j 0.00188181+0.00254751j -0.00110719+0.00352715j 0.00223811-0.00318282j -0.00164788-0.00147326j 0.00627128-0.00477058j 0.00289743+0.00102553j -0.00511175+0.000544524j -0.000672561+0.000253995j -0.00112262-0.00337096j 0.0052609+0.00295521j 0.000956717+0.00231335j -0.00187235-0.00446237j -0.00199201-0.00304692j -0.000815009-0.00219905j 0.00041287+0.00075088j 0.00487798+0.00153136j 0.00034805-0.00119077j 5.47911e-05-0.00272039j 7.87737e-05-0.00294531j 0.00996138-0.00284796j 0.00546381+0.00385598j -0.00109889+0.00320033j -0.00220989+0.000448937j 0.00204211-0.00197857j -0.000751843+0.00618298j -0.00443828+0.00193576j 
