-0.0137899-0.00155599j -0.0511382+0.0315281j 0.0541364-0.0966909j 0.101231-0.0042049j -0.0484383+0.0783047j 0.0725134-0.0679782j 0.0965306+0.0410806j 0.0444204+0.0554624j -0.0745571-0.016402j -0.0916012-0.0319225j -0.0350023-0.0271423j 0.162719-0.00535329j 0.0630219+0.0619272j 0.0106736+0.00333306j 0.0708349-0.144496j -0.099199-0.0118252j -0.0251747-0.0967391j -0.0435334-0.148717j -0.0228728+0.0680807j -0.0934579-0.121776j 0.0084244-0.188233j -0.0141956+0.127926j -0.00937455+0.0620201j -0.003384+0.0971136j -0.0253409+0.0158318j 0.0709525+0.162023j -0.0893115+0.0754296j -0.0361467+0.0298687j 0.065962+0.218329j -0.0100721+0.0566887j 0.0270601+0.0232703j 0.133332-0.0329586j 0.0572015-0.0867356j 0.0643826-0.00281975j -0.0427136+0.0399619j -0.0303699-0.0680333j -0.0498327+0.0630532j 0.133718-0.0291779j -0.114171+0.0777904j 0.0537452-0.0323351j -0.079072+0.0691884j 0.000727771-0.0599269j -0.0712019+0.0947627j -0.0204518-0.0766035j 0.138474+0.0102785j 0.0682638-0.0443573j -0.0802692+0.00732489j 0.0589678-0.000648394j 0.141161-0.0501566j 0.0844662-0.00689731j 0.148238+0.0235974j -0.0566502-0.0535478j 0.0485321+0.0331061j -0.250526-0.0697281j -0.06795+0.0212054j -0.0412498+0.0897537j 0.0683912+0.0775822j 0.0127174+0.079546j -0.0430277+0.013915j -0.0289608+0.0314567j 0.0309908-0.00146286j 0.0150351+0.0212577j -0.00525386+0.0156365j -0.019872+0.00936041j 0.00698752+0.0173927j 0.00511912+0.0173284j 0.0116935+0.00950614j -0.00971711+0.0143546j -0.00194408-0.00275124j 
-0.00055868+0.00108468j 0.000725923-0.0012378j -0.000294052-0.000275519j 0.00272834+0.00497455j -0.00104154+0.00366216j -0.000129463-0.00186255j -0.00132585-0.000257292j -0.00294209-0.00374894j -0.00136909-0.000606744j -0.000832475-0.000668013j 0.00424347-0.00218141j -0.00140504+0.0066596j -0.00672189-0.00642073j 0.000934606+0.00458436j 0.00297626+0.00477437j 0.000784173-0.00273259j -0.00302087-0.000804241j -0.00101531+0.00153909j 0.00328555+0.00404354j -0.00196662+0.000282977j -0.000304984+0.00140938j -0.00149621+0.00498598j 0.00347577-0.00177878j 0.000624104-6.61235e-05j 0.00247261+0.0028146j -0.000570003-0.0016994j -0.00110742-0.0016762j 0.000698383+0.000429104j -0.000559602-0.000951516j -0.000655759-0.00193297j -0.000530225+0.00471048j 0.00174518-0.00452606j -0.00410301+0.00397787j 0.00107806-0.000878567j -0.00459303+0.0104493j 0.00315343-0.000781814j 0.00399989+0.00729558j 0.00249023-0.00622974j 0.00482118-0.00452641j 0.000433509-0.00441668j -0.00302455-0.00237352j 0.000316368-0.0052713j -1.41391e-05-0.00150165j 0.00450536+0.00101687j 0.00578363+0.000507608j -0.000687298-0.000138525j 0.00220499-0.000747399j 0.00273019+0.00083285j -0.00291587-0.00565516j 0.00303058+0.00414983j -0.00520041-0.000189769j 0.00174597-0.000268054j -0.000672914-0.00190635j -0.00385485-0.00172164j 0.00157632-0.00197345j 0.00557661+0.00116223j 0.00206901-0.00137145j -0.00322591+0.00229569j 0.00472019-0.000199007j -0.00167126+0.00631666j 0.00104072+0.00182066j 0.00256516+0.00405829j -0.00551384-0.00123715j 0.000453824-0.00147389j 0.00363595-0.00237108j 0.00387891-0.00514038j 0.00191361+0.0012201j -0.00288993-0.0104233j 0.00958069-0.00472196j 
-6.81136e-05-0.000454674j -0.00130328-0.000393423j -0.000785211+0.00030744j -0.000554781+0.000160653j -0.000301357+0.000899857j -0.00096872-0.000186588j 0.00020807-0.000562247j 0.000702629-0.000984492j -2.69691e-05+1.02943e-07j -0.000961-0.00164028j -0.00160591+0.00112873j -0.00139462-0.000274381j -0.00291083+0.00233249j -0.000355649-0.00039579j -0.000919278+0.00158237j -0.00286601-7.31573e-06j 0.0010106+0.00268686j -0.000662358+0.000356117j -0.00359696-0.000520988j 0.000610611-0.000669962j -0.0014724-0.000464812j -0.00290956+0.000750006j 0.00209992-0.000497949j 0.00077393-0.000595416j -0.00381603+0.00251702j -0.000947265-0.00150326j 0.00275328-0.00115086j -0.0023362-0.00177711j 0.000152627+0.000108859j -0.00163718+0.00151494j -0.00148564-0.00116171j 0.000994348+0.000485557j -0.00246971+0.000908188j 0.000269853-0.00411995j 1.38411e-05+0.00321159j 0.00424003-0.00335773j 0.00375204+0.00211357j 0.00140182+8.89704e-05j 0.000767247-0.000437512j 0.00188128+0.00129293j -0.00155333-0.000752725j -0.00077298-0.0021508j 0.000202096-0.000276244j 0.00360491+0.00136259j 0.00104722-0.000476068j -0.00184701-0.00114669j 0.000412432+0.000451922j 0.000856797+0.000152906j -0.00156558-0.000838717j 0.000402663+0.00216666j -4.50191e-05+0.00217419j -0.00210273-0.00104503j 1.23674e-05-0.00402521j -0.000113974-0.00195781j -4.00757e-05-0.00121678j 0.00427682+0.00054736j 0.00117243-0.000888232j 0.00185655-0.00360032j 0.00352864-0.00055565j -0.00760404+0.00592275j -0.00284863+0.00128074j -0.00106905-0.00248192j 0.000849461+0.00543258j -0.00325245-0.0024734j 0.00278604-0.000826438j -0.00421261-0.00614563j -0.00339047-0.00034737j 0.00882213-0.00753969j 0.00799864-0.00967158j 
-1.77543e-05-0.000123771j 0.00201184+0.000550333j 0.00135777+0.000792513j -0.000384441-0.00172902j 0.00129545-0.001879j 0.00115405+0.000840907j 0.000708763+0.00150632j -7.26775e-06+0.00116584j 0.000511474+0.00174586j 0.0015981+0.00139509j 0.0015154+0.000797715j -0.00213636-0.00111978j 0.00344638-0.00201581j -0.0023201-0.000212696j 0.000262801+0.000175961j 0.0026808-0.000823941j 0.00132469-0.00249177j -0.00083272-0.000941386j 0.00250241+0.00139797j -0.000638374+0.00042297j 0.0018117+0.000196803j 0.00183644-0.000959769j -0.0020045+0.00105521j -0.00108664+0.000584124j 0.00296905-0.00147124j 0.00141217+0.00105019j -0.00286944+0.00100079j 0.0017675+0.00214387j 0.000757631-0.00100227j 0.00294071+0.000171135j -4.14228e-05-0.000321153j -0.00031407+0.00210371j 0.0012131-0.00259107j 0.00139337+0.0029305j -0.00195091-0.00525914j -0.0090366+0.00815278j -0.00943971-0.00550659j -0.00235081+0.000657706j -0.000806874+0.00115625j -0.00400939+0.00028281j 0.00184558+0.00242839j 0.000699013+0.00139189j 0.000901337+0.000136673j -0.00391737-0.00100047j -0.000892685-0.00111464j 0.00133316+0.00165953j 0.00277576-4.56256e-05j -0.00267694-0.000658787j 0.00360593+0.00438766j -0.0028082-0.00420931j 0.00101634-0.000300987j 0.000895935+0.000792207j 0.00213233+0.00581537j 0.000663425+0.00463016j -0.00140328+0.00177468j -0.00507471-0.000219121j -0.00451575+0.00482406j -0.00225182+0.00485508j -0.00257225+0.000520279j 0.00550959-0.00978738j 0.0010385-0.00866001j 0.000477049-0.000517947j 0.00389289+0.00237835j 0.00333298-0.00649345j -0.00224003+0.00394273j -9.93118e-05+0.00130664j 0.000841493-0.00718478j -0.00233064+0.0108724j -0.0162591+0.0128529j 
-0.00032537+0.000307386j -0.00142435+0.0014032j -0.000775355-0.000758092j -0.000139779+0.00202481j -0.00112359+0.000721475j -0.000239225+9.31552e-05j -0.000885962-0.00129562j -0.000377344-0.000885518j -0.000941674-0.000647203j -0.000632229-0.000595628j 0.000683063-0.000407406j -0.00180641+0.00249329j 0.00368079+0.00156961j -0.000230652-0.000338731j 3.49822e-05-0.00340543j -0.00071266+0.00310456j 0.00164655-0.00166199j 6.93817e-05+0.00164569j -0.00264236+0.00167742j 0.00152964+0.000179816j 0.00255586+0.00307547j -0.00232935-6.7677e-05j 0.00243843-0.000715653j 0.00231018+0.000407289j -0.00144103+0.00101446j 0.000997609+0.00204241j 0.00185089+0.00136732j 0.000769874-0.000624639j 0.00166242+0.000531392j -0.00360372-0.00203023j -0.00236676+0.000170718j 0.000169192-0.00156547j -0.00195812+0.0016014j 0.00104405-0.00278139j 0.00438829+0.00240993j -0.00166893-0.000278976j 0.00230251-0.0017736j 0.00311957-0.000560072j -0.000589713-0.000532096j 0.000382699+0.00301054j -0.0015818-0.00148012j -1.37018e-05+0.0002467j 0.00142727-0.00162825j -0.00214555+0.00286235j -0.000224771-0.000499651j -0.000523186-0.00113846j 0.0010578-0.000758717j -0.00100256-0.000478528j 0.00206527-0.00185096j -2.59422e-05+0.000979691j 0.00247161+0.000493316j 0.000904282-0.00242115j -0.00118491-0.000535952j 0.000397487-0.000544897j -0.00189421+0.00251102j 0.00465541+0.00197433j -0.00335389+0.000197193j -0.00275308-0.00115172j 0.00328836-0.00202229j -0.00440478+0.00118822j 0.00346629+0.0103361j -0.00266463-0.00207882j 0.00427376-0.000945268j -0.00420667+0.00212008j 0.00425875+0.000918763j -0.00721765-0.00432107j 0.0032293+0.00396876j 0.00945302-0.00143015j 0.00227156+0.00447614j 
-0.000191693+0.000992598j 0.00165891+0.000113754j 0.00145007+0.00033375j -0.00187597+0.000996507j 0.000415201-5.2067e-05j 0.000250848-0.000613176j -0.000327573-0.000758707j -0.000530487-0.00409258j 0.000474305+0.000540158j 0.00181836+0.000261139j 0.00223248-0.000792509j -0.00397475+0.00303354j 0.00120403-0.000402355j -0.00158981+0.000431461j 0.00379328-0.000516321j 0.00076068+0.00102364j 0.00226123-0.00399383j -0.00168476+0.00199285j -0.00153017+0.000408651j 8.12094e-05-0.000475093j 0.0018668+0.00274055j 0.00198674-0.00139822j -0.000130027+0.00130319j 0.00108117+8.76719e-05j 0.00103104-0.00115097j -1.46317e-05-0.00168913j -0.00280705+0.00343884j 0.00239036-0.000461696j 0.000877748-0.00205963j -0.00155506-0.00510783j -0.00323789-0.00154471j -0.00162114-0.00384786j -0.000775133+0.00134161j 0.00234189-0.00536075j 0.00302186-0.000728236j -0.00158129+0.00359874j 0.00209362-0.00371143j 0.00476921+0.00158249j 0.00340216-0.00197224j 0.000481955+0.00516957j -0.00205302+0.000493867j 0.0017334-0.0043781j 0.00448615-0.00485381j 0.000191364+0.00328369j 0.0031564-0.00407325j -8.35762e-05+0.00235578j 0.00210805-0.000940273j -0.000871087-0.00105469j -0.00128382+0.00199635j -0.00234198+0.00179518j 0.000637597-0.000506959j 0.00251957-0.000844061j -0.000924115-0.00145797j 0.0014841+0.00082739j -0.00226531+0.000609153j 0.00229626+0.0010943j -0.00210759-0.000244711j -0.00794918+0.00128052j 0.00669551+0.00219839j -0.00420946+0.000409637j 0.00314867+0.000378913j -0.00168457-0.00100901j -0.00479823+0.00908289j -0.00566482-0.00752548j 0.00347914-0.000278104j -0.00424848-0.0022414j 0.00370299+0.00257435j 0.00309155-0.00164827j -0.00162054+0.0121271j 
-0.000112723-0.00138945j -0.00128135+0.00245775j 0.00111951-0.000441574j 0.000878238+0.000781075j -0.00366892+0.00191235j -0.00221224+0.00228188j -0.000281728+0.000304283j -0.000784586+0.00306764j -0.00134501-0.00206061j -0.00358973+0.000783936j 8.53788e-05+0.000539506j 0.00236158+0.00397844j 0.00161099+0.000662738j -0.000276611-0.000750483j 0.000240927-0.00245363j 0.000112514+0.00163846j 0.00029251-0.00194708j -0.000276714+0.0023838j -0.000282293+0.00193572j 0.00216994-0.00202545j -0.0026058-0.00418589j -0.00548207+0.000972819j -0.00115541-0.000450756j 0.000335465+0.00189986j 0.00123546-0.000171017j -0.00136202+0.00651752j 0.0035948-0.00258818j -0.000502287+0.000974994j -0.00129093+0.00339985j -0.000525787+0.00405839j 0.00068817+0.00783415j 0.00104402+0.00321271j -0.00259172+0.00570063j 0.000595566+0.00221723j 0.00335769+0.00200849j -0.00230383-0.000584913j 0.00115467+8.92964e-05j 0.00224735-0.00259943j -0.00013903+0.00152921j 0.00231658+0.000195063j -0.00378059+0.000529025j -0.00105058-0.00168848j -0.000398251-0.00199009j 0.000946928-0.00219541j 0.00335266-0.00134829j -0.000998893-0.00579207j 0.000450082-0.000246453j 8.79646e-05-0.00155686j 0.000799039-0.00429076j 0.00148096-0.000739976j 0.00248604+0.00118998j -0.00297489+0.00208063j -0.00132955-0.00236757j -0.00190845-0.0025344j 0.00245687+0.000300307j 0.00348095-0.00398458j 0.00400861+0.00202991j 0.00207614+0.00281986j -0.00265293-0.00422058j -0.00349114+0.00201981j 0.00202706+0.00133512j -0.0017872+0.000442041j -0.000785668+0.00184664j -0.00421167+0.00305328j 0.00289917-0.00395911j -0.00138315+0.000545299j 0.00167159+0.00435576j 0.00805077-0.00249405j 0.00237063-0.00493542j 
-0.000558931+0.0017156j 0.00228905-0.00131585j 0.00103755-0.00254177j 0.000118878+0.004965j -0.00411987+0.00168051j 0.00150799-0.00359802j 0.000437837-0.00435671j -0.00366298-0.00435462j 0.00258015-0.00515079j 0.00134143+0.00130892j 0.00132871-0.000741755j 0.00187432-0.00192296j 0.00382835-0.000376843j -0.000464133-8.14356e-05j -9.97556e-05-0.00438058j 0.00104543+0.00246614j 0.00315842-0.000975495j 0.0056819+3.76192e-05j -0.00316537+0.00195891j -0.00104337+0.00015546j 0.000356545+0.00479285j -0.00156059-0.00266372j -0.000350155+0.00269231j 0.000462232+0.00118095j 0.00221418-0.00110474j -0.00315115-0.00167203j -0.000367924+0.0033337j 0.00134255-0.00180619j 0.00356844+0.00367183j 0.000135182-0.00136385j -0.00164242-0.0016957j 0.00057058+0.00256662j 0.000518225+0.0027771j 0.000405707-0.00371786j 0.00356986+0.00432276j 0.000475407-0.00355056j 0.00282363+0.000156782j 0.00782357+0.007244j 0.00404561+0.00339372j -0.000639864+0.00641363j -0.00237429-0.0036896j 0.00254799+0.00186738j 0.00517074-0.00452831j -0.00127568+0.00281738j 0.00237624-0.00147153j -0.00132311-0.00103466j 0.00159523+0.000501773j -0.00207262-0.0021406j 0.000802972+0.00819034j -0.00126153-0.0023645j 0.000191467-0.00362435j -0.00390193-0.00540231j -0.00411823+0.00397564j -0.00441401+0.00102949j -0.0010283+1.17955e-05j 0.0024548+0.0127934j 0.00310638-0.00445207j -0.0103181+0.00309643j 0.00847773+0.00958801j -0.00385821-0.000837663j -0.00395916+0.00638986j 0.0085894+0.00474185j 0.00437132-0.000102917j -0.00686474-0.0119164j -0.00500215+0.00463607j -0.00575032-0.00359556j 0.0120666+0.00902404j 0.00104657-0.00188438j -0.00203581+0.0147264j 
3.85694e-05+0.000724501j -0.000293573+0.00233087j -0.00103865+0.00120283j -0.00116658+0.002911j -5.30215e-05+0.00295171j -0.00127766-0.00124673j -0.000341807-0.00243987j -0.000299341-0.00466434j 7.68036e-05-0.00238635j -0.000741346-0.000828849j -0.00118509+0.000604823j -0.000824975+0.00596652j 0.00149997+0.00492514j 0.000938904-0.000757706j -0.00109675-0.00105186j -0.0015842+0.00466348j -0.000308402-0.000631862j 0.00199537+0.00470027j -0.00478981+0.004701j 0.000806917-0.00102413j -0.00164317+0.00359246j -0.00326659+0.00362989j 0.00328927-0.0031811j 0.000890787-0.00231151j -0.00434482+0.00617856j -0.000815297-0.00274817j 0.00283986-0.00173349j -0.00403231-0.0018773j 0.00145377-0.00095478j -0.00315821+0.000688179j -0.00183481+0.00197054j -0.00185056-0.00169047j -0.000178221+0.003713j -0.00384514-0.00978184j -0.000100546-0.00028733j 0.00183561-0.00574909j 0.00559314-0.00522691j 0.00222127-0.00367775j 0.00424847-0.00130925j 0.00340249+0.00223578j -0.00326166+0.00268805j -0.000257537-0.00710006j 0.00112134-0.001268j 0.00790504+4.28271e-05j 0.00137312-0.00240643j -0.00310183+0.00175358j -0.00142256-0.000375387j 0.00200696-0.00169697j -0.0052785-0.00237621j 0.00139359+0.00326197j -0.00125795-5.54878e-05j -0.00121308-0.00158206j -0.00645616-0.00570734j -0.00138095-0.00590454j 0.000941131-0.00335282j 0.00858771-0.00546542j 0.00178713-0.00578982j -0.00237136-0.00295185j -0.00254339-0.00344366j -0.00671735+0.00293664j 0.00381771+0.00652607j 0.00300211+0.00496984j 0.0019696-0.000892087j -0.0116892+0.00445355j -0.000117268-0.0104322j -0.00815393+0.00287361j 0.000715647+0.00909538j 0.0141026-0.0105642j 0.00626265-0.0125649j 
0.000734901-0.00196075j -0.000711864-0.000606818j -0.00117057+0.00140484j -0.00133211+0.000248369j 0.00384886+0.000498567j -0.00109229-0.00192554j 0.00387391-0.00110006j 0.00472131+0.00351019j 0.00202658-0.0028746j -0.000672442-0.000237819j -0.00164397-0.00261395j 0.000358323-0.000737116j -0.00370699-6.69399e-05j 0.00129556+0.0028592j 0.00167662+0.00123183j 0.00127344-0.00732557j -0.0027516+0.00385277j -0.00458804-0.00109699j 0.00773185-0.00221109j -0.00145374+0.00178641j -0.00377173-0.00562463j -0.00111904-0.00139418j 0.000961563+0.000167794j -0.0046295-0.00139587j -0.00257611-0.00375989j 0.000739323+0.00236878j 0.000134033-0.00117419j 0.000527123+0.0024548j -0.00367822+0.00160471j 0.00347284+0.0012724j 0.00333001+0.00604155j -0.00292065+0.00336359j 0.00232726-0.00478116j -0.00280512+0.0110208j -0.00816383-0.00635106j -0.00414762+0.00172398j -0.00173561+0.00288563j -0.00578324-0.00475409j -0.00466289-0.00299075j -0.00379898-0.00751571j 0.00231217-0.00210925j 0.0062102+0.000230081j -0.00711094+0.00402952j 0.00394336-0.0016362j -0.00184373+0.000783646j 0.00249654-0.00145023j -0.0027784+0.00519354j 0.00304501-0.00209663j 0.000226717+0.00316401j -0.000832928-0.00372365j -0.00672731-0.00132174j 0.00056409+0.00034836j 0.00117185-0.00569665j -0.00149548+0.00264335j 0.00297744-0.000949213j -0.008176+0.00150478j -0.00537185+0.00407516j 0.0126373-0.000993791j -0.00484791-0.00209361j 0.0129323-0.00172702j 0.00414849-0.00313607j 0.00739092+0.00816248j 0.00583649-0.00636487j -0.00585229-0.00189572j -0.00602098-0.00233341j 0.00842777+0.0085487j -0.0103418-0.00557953j -0.0072795+0.0152754j 0.00846344-0.00735483j 
-0.000852467-0.0024999j -0.00240383+0.00318958j 0.00109797-0.00266847j 0.00305509+0.00165274j -0.00375456+0.000812203j 0.00309498+0.00169081j 0.00418146+0.00151946j 0.00115919+0.014312j -0.00303341-0.0052134j -0.00348656+0.00174759j -0.00251555+0.0029317j 0.00428788-0.00215001j 0.00174021+0.001733j -0.000827445-0.00193392j -0.00281102-0.00333878j -0.00111487+0.00070669j 0.00235702-0.00241399j 0.000164876+0.000299185j 0.000784193+0.00422859j -0.00191885-0.000870889j -0.00579166-0.00545133j -0.00513366+0.0013788j -7.11594e-05+0.00405266j 0.00179067+0.000185314j 0.00108895-0.00294611j 0.00115737+0.00744519j 0.00321573-0.00205902j -0.000641276+0.00131728j 0.00240071+0.00399066j 0.00358079+0.00784228j 0.00627232+0.00306806j 0.00203884+0.00730964j -0.00142597+0.00379271j 0.00157277+0.00632229j 0.00349533+0.00265964j -0.00663456-0.00176715j 0.000169381+0.00159315j 0.00115586-0.00110048j -0.000777+0.00378604j 0.000393402-0.00297076j -0.00144207-0.00105668j 2.57021e-05+0.00262572j -0.00197121+0.000874053j -0.00168869-0.00331359j 0.00118533-0.000788802j -0.00495207-0.00693562j 0.000774918+0.00152619j -0.00107454-0.000515645j 0.00217875-0.00177284j -0.001704-0.00404106j -0.00064248+0.000356327j -0.00427678+0.00494989j -0.000742695-0.00114687j -0.000577478+0.00121573j 0.00370478+0.000418275j 0.000399836+0.00240307j 0.00908244+0.00526089j 0.00824585+0.00240662j -0.000932397+0.0015244j 0.00251734+0.00101182j 6.00463e-05+0.000297634j 0.000987388-0.000828057j 0.00389119-0.0013616j 0.000472361+0.00219482j -0.00157164+0.000232691j -0.0017672+0.00233609j 0.00138841+0.0015267j 0.00368001+0.00305516j 0.0004023-0.000818957j 
-0.000765825-0.000180473j 0.0011984-0.000937874j 0.00256871+0.00122199j -0.000776005-0.0032629j -0.00124778+0.00103856j 0.000558809+0.00112347j 0.000313297+0.00168298j 0.000604561+0.0022762j -0.000292645-0.00193261j 0.000798753+0.00193768j 0.000630999-0.000458619j 0.000621099-0.00118498j 0.00116521-0.0050115j -0.00197649+0.000573114j 0.0043156-0.00441108j 0.000417231-0.00461828j 0.000756068-0.00349588j 0.0010313+0.00153045j 0.000434828+9.32238e-05j -0.00088852-0.00095156j -0.00423316-0.00278508j 0.00135143-0.000791117j -0.00109048-0.00236221j -0.000538403+0.00179285j 0.0021649-0.00185833j -0.00110281+0.00335823j -0.000573205+0.00103441j 0.00239999+0.00131389j -0.000666492+0.00364508j 0.00226776-0.00241337j 0.000145314+0.00243049j 0.000226449+0.00094282j 0.000631504+0.000523627j 0.00417516+0.00525285j 0.00184054+0.00127653j -0.00073288+0.00322857j -0.000699346+0.000600024j -0.000305785+0.00385882j 0.0037624-0.00237997j -0.00364284+0.00204291j 0.00383232-0.00211723j 0.000836565-0.0026215j 0.00154077-0.00242584j -0.00383226-0.000118005j 0.00241036-0.00533581j 0.00181734-0.00445159j 0.00213059-0.001367j -0.00165832-0.000258128j 0.00172945+0.00111288j -0.00449629-0.00281338j 0.000700661-0.000949674j 0.00100484-0.00147032j 0.0043772+0.000920114j -0.00181787-6.21253e-05j -0.00143518+0.00168567j -0.0044513-0.00160423j 0.00108716+0.00139074j -0.000424591+0.0034137j 0.00576884+0.00190773j -0.00214193+0.000489422j -0.003097-0.00314495j 0.0071591+0.00324428j -0.00783496+0.00310872j -0.00231558-0.00780835j -0.00592685-0.00114358j 0.00346501-6.53921e-05j 0.00242606-0.00147912j -0.00498665+0.000768351j -0.00750774+0.00651592j 
-0.00222254-0.00214444j 0.00116319+0.000481813j 0.00244491-0.000653528j 0.000581343-0.00103274j -0.00484193+0.0016749j -0.00612869+0.00397914j -0.00322693-0.00275851j 0.000840625-0.00183527j 0.00165382-0.0025851j -0.00476056+0.00466113j 0.00279819-0.00251788j 0.00323976-2.85147e-05j -0.000486858-0.00166972j 0.0010725+0.00166746j -0.00123523+0.000587699j 0.00401407-0.00270068j 0.0021049+0.00326248j 0.0037837-0.000491467j 0.000552038-0.00567145j 0.0050601-0.00675648j -0.00516922-0.00353771j -0.0104067-0.0019299j -0.0054122+0.000300693j -0.00354792+0.00684425j 0.00311893-0.00340464j -0.00107529+0.0103679j 0.00385757-0.00888211j 0.00516305+0.00233282j -0.00318022+0.0106669j 0.00290994+0.00327291j 0.00339532+0.0137862j 0.00560736+0.0106745j 0.00172601+0.0121247j 0.00509059+0.00909123j 0.00422344+0.000567344j -0.000175626+0.00196256j 0.00201946+0.00219916j 0.0014846+0.000940047j -0.00136093+0.00350856j 0.000695597+0.0003347j -0.00405841-0.000736152j 0.000577308+0.001865j -0.000552589-0.00259539j -0.00106323-0.00211747j 0.00494109+5.36616e-05j -0.00197814-0.00917885j 0.00252022-0.000817969j -0.00258658-0.000799891j 0.003632-0.00186561j -0.000304182-0.00272259j 0.00347132+0.00125757j -0.00323901+0.00046406j -0.00136029+0.00128033j -0.00215212-0.00259534j 0.000986952-0.000401301j -0.000382237-0.000169735j 0.00323875+0.00123542j 0.00411503+0.00356187j -0.00275688-0.00151894j -0.000766859+0.00012739j -0.00014699+0.00135595j -0.00133844-0.000231402j -0.000204556-0.000299317j 0.000179974-0.000786354j 0.00108184-0.000943457j -0.000398696+0.0012225j 0.00401431+0.00222768j 0.0011229-0.001172j -0.0017346+0.000847829j 
0.000749368+0.000127508j 0.000432452-0.000265735j 0.00118948-1.83726e-05j -0.000453854-0.0021016j 0.000541171+0.00240924j -0.00152212+9.45556e-05j 0.0024264+0.00126906j -0.00147408-0.00204638j -0.00524715-0.00243102j 0.00260779-4.58535e-05j -0.00151543+0.00103745j -0.00123874+0.00330119j 0.0032653-0.00615109j -0.00219909+0.000587375j 0.00664416-0.00634799j -0.000888079-0.0021581j 0.000846933-0.00512994j 0.00357288+0.0065472j -0.00235311+0.00200398j -0.00242641-0.000190182j -0.00757367+0.00107251j 9.51333e-05+0.000184919j -0.00136634-0.000880307j -0.00233797-0.00132809j -0.00302899+0.00184816j 0.000446697-0.00268984j -0.000985029+0.00252299j -0.000916871-0.000982959j -0.00105076+0.00359636j 0.00180434-0.0076632j -0.00103433+0.00483231j -0.00674409+0.000108897j 0.00320589-0.00483151j 0.00144194+0.0034169j -0.00254984+0.000316121j -0.00155288+0.00268158j 0.00156527-0.00425059j -0.00620939+0.00133275j 0.00288877-0.00764955j -0.0036495+0.00465667j 0.000670377-0.00323127j 0.000372683-0.00770095j 0.00209453-0.00167127j 0.00134547+0.000298843j 0.00191736-0.0124326j 0.00314204-0.00166686j 0.000613186-1.97561e-05j 0.000285709-0.00213306j 0.000461984-0.00022409j -0.0069651+0.00176365j 0.00443557-0.00161156j 0.00314366-0.0098276j 0.00265749-0.00604039j -0.00506997-0.00397855j 0.00150138+0.00609281j -0.000721477-0.00513601j -0.00377207-0.0012498j 0.00227343+0.00270041j 0.00597809-0.0013683j -0.00299936+0.00389937j 0.000370953+0.00100008j -0.000342178+0.00886523j -0.0124443-0.00294683j -0.00894889-0.0100088j -0.000645114-0.00111773j 0.00395141+0.00657225j 0.00133208+0.00236711j 0.00162638-0.00184739j -0.00657396-0.000581012j 
-0.000919924+0.00036832j 0.00362466-0.00516308j 5.20416e-05+0.00362601j -0.00523672-0.00147701j -0.000377971-0.00368131j -0.0126988+0.00296386j -0.0102542-0.00578449j -0.00351231-0.0214924j 0.00811354-0.000762411j 0.00323797+0.00406007j 0.00334222-0.00754411j -0.0020885+0.00362324j -0.00307826-0.00113703j 0.00277675+0.0031599j 0.00203395+0.00373217j 0.0022902-0.00425336j 0.000681871+0.0065619j 0.00284807-0.00185141j -0.00221719-0.00950866j 0.00498082-0.00676372j 0.0035515+0.0041974j -0.00488654-0.000368552j -0.00453863-0.00491591j -0.00818565+0.00448618j -0.000357862+0.00303289j -0.00150727-0.000343406j -0.00188898-0.00500116j 0.00272921-0.000113828j -0.00259074+0.00693099j -0.00221924-0.00476198j -0.0018636+0.00812865j 0.00240665+0.00287554j 0.00647289+0.0022575j 0.00183758-9.79505e-05j -0.00334515-0.00360762j 0.00597863+0.00166225j 0.00108427-0.00146326j 0.0021491-0.000734171j -0.0027181-0.00111271j 0.0012202+0.00237203j -0.00141064-0.00195112j 0.00186957-0.00195416j -0.000692307-0.00221341j 0.00368531-0.000935324j 0.00192056+0.000714268j 0.00410215-0.000258694j -0.000872867-0.00117055j -6.67535e-05+0.000890021j 0.000885621+0.00187264j 0.00245496+0.000541104j 5.87861e-05-0.000666238j -0.000224445-0.00582103j -0.00271804-0.000248814j -0.00460678-0.0041309j -0.0024762-0.00135369j 0.000689279-0.001089j -0.00631999-0.001668j -0.0042814-0.00185452j -0.0027613-0.0020689j -0.00189891-0.00152773j 0.00101608+0.00116442j 0.00275783+0.000436785j 0.00109014-0.00084529j -0.00267809-0.000951737j -0.0010576+0.00150247j 0.00108233+0.000371572j -6.36512e-05+0.000445522j -0.0019277-0.000584116j 0.00281215-0.000553789j 
