0.0363889-2.40938e-15j -0.115946-1.43038e-15j 0.0374998+4.52389e-16j 0.0183359+5.42559e-17j 0.0247129-4.71799e-16j 0.0926048+4.42587e-16j -0.04606-2.6918e-16j -0.0137719-1.8849e-16j 0.0412777+6.14979e-16j -0.0919933-1.27295e-16j 0.0703047+4.72258e-16j -0.0398189-4.86629e-16j -0.0206321-9.70598e-17j 0.0144505+1.15768e-16j -0.0113394+1.72764e-16j 0.0163837-2.3065e-16j -0.0127665-8.51513e-16j 0.0315844+8.01438e-16j 0.00731953-3.41421e-16j -0.00803559+9.18876e-17j -0.0116242-7.82122e-17j -0.0362264-5.45346e-16j 0.0219159+1.6997e-16j -0.0104343-5.4275e-17j -0.00213151-1.2827e-16j -0.00662815-4.13662e-16j 0.00643334+2.39813e-16j 0.00716325+3.13224e-17j -1.60988e-05+1.20214e-17j 0.00109991+5.89144e-17j -0.00960235-2.64991e-16j -0.00705975-2.80217e-16j -0.0124605-1.62354e-16j 0.018687+1.76002e-16j -0.0204572-2.45034e-16j 0.000929145-7.84131e-17j -0.0176046+2.32558e-16j -0.00332698+3.04196e-16j 0.0208405+5.01722e-16j -0.00765987-7.62347e-17j -0.00223166-1.27237e-16j 0.0030833+9.31635e-17j -0.0196519-3.44472e-16j 0.0402072+3.72451e-16j -0.00746284+5.00426e-17j -0.0108534-1.68802e-16j 0.0472671+4.83136e-16j 0.00252112+1.02278e-16j -0.0298424-3.05784e-16j 0.0266168+7.13989e-17j 0.0161292+2.47916e-16j 0.0161318+1.19275e-16j -0.0236363+2.37358e-16j -0.0350435-1.85419e-16j 0.0606176-5.91998e-16j 0.00061717+4.68042e-15j 
0.00977102-2.03001e-15j -0.0153691-2.31773e-16j 0.0149302-2.97886e-16j -0.004796+7.68338e-17j -0.0577975-3.38822e-16j 0.0421339-3.45702e-16j 0.0571338+1.02364e-16j -0.0385704-4.02007e-16j 0.0582444+1.32496e-16j -0.0209443-3.3653e-17j -0.0517787-5.8848e-16j -0.165155+6.91961e-16j 0.0756586-3.92886e-16j -0.0219402-1.95959e-16j -0.0543358+7.27895e-17j 0.0219407-1.12764e-15j -0.00471244-4.3924e-17j -0.0674377-7.35646e-16j 0.0212344+1.43543e-15j -0.0490615+3.61568e-17j -0.0796871+1.88254e-16j 0.153401+1.4689e-15j 0.109963-3.99121e-16j -0.109435+8.39413e-16j -0.0347113+3.17966e-16j 0.0205669-3.22907e-16j -0.0145011+7.19366e-16j -0.104822-1.13119e-15j 0.015849+1.92551e-15j 0.131795-4.0833e-16j -0.00345224-1.44412e-16j -0.00703843-1.25089e-16j -0.0396323+9.72088e-16j 0.118741+2.10361e-17j -0.111707-4.42715e-16j 0.0119924+4.28499e-16j 0.144185-1.6396e-15j 0.0487201-9.65421e-16j 0.0149556+3.43263e-15j 0.139033+1.15581e-15j 0.0415219-1.24608e-16j 0.0968849-1.03005e-15j -0.0177257+6.68021e-17j 0.0828107+2.93435e-16j 0.160108+8.40661e-16j -0.152305-4.61518e-16j -0.022828+1.1784e-16j 0.011266-4.61188e-16j -0.0211198+5.10681e-16j 0.0147433+2.4427e-16j -0.0635002-4.43662e-16j -0.16735-4.74837e-16j -0.0972182-3.76792e-17j 0.0579772+4.58796e-16j 0.0379649-1.41697e-15j -0.00931803+7.2025e-15j 
-0.0132423-3.068e-15j -0.0315343-2.0042e-14j -0.00959864-7.24464e-15j 0.0346411+2.41119e-14j 0.0133142+8.37419e-15j -0.0446363-3.00942e-14j -0.0500367-3.49041e-14j -0.0514298-3.43475e-14j -0.0472142-3.25701e-14j -0.091201-6.3131e-14j 0.0134406+8.55314e-15j 0.0788594+5.56314e-14j 0.00776238+6.61422e-15j -0.0254445-1.81226e-14j -0.045522-3.01021e-14j -0.0642892-4.48344e-14j -0.02886-2.0287e-14j -0.00626656-3.08294e-15j -0.082953-5.75546e-14j -0.046761-3.26029e-14j 0.01311+1.0173e-14j -0.138282-9.84489e-14j 0.0161267+1.07451e-14j -0.0205231-1.37379e-14j -0.118915-7.99431e-14j -0.0802201-5.42214e-14j 0.0436896+3.35632e-14j -0.0365825-2.31986e-14j 0.0289177+1.94737e-14j -0.135924-9.50795e-14j -0.00529026-4.15562e-15j -0.00633874-6.52588e-15j 0.0121763+7.46372e-15j -0.0402298-2.93975e-14j 0.0396493+2.95587e-14j -0.00242828-2.32552e-15j -0.0200982-1.20704e-14j -0.0409132-3.10885e-14j 0.021293+1.53087e-14j -0.0149034-1.00344e-14j -0.0344177-1.85776e-14j -0.0599751-4.20635e-14j 0.0324346+2.15921e-14j -0.0494203-3.47893e-14j -0.115392-7.85195e-14j -0.114875-7.78305e-14j 0.00994218+9.37925e-15j -0.0789943-5.73585e-14j -0.0508732-3.15286e-14j -0.145832-9.99976e-14j -0.135295-9.09664e-14j 0.098599+6.88171e-14j -0.0052589-3.68244e-15j 0.0788195+5.3451e-14j 0.0150729+1.69707e-14j 0.0820666+2.48639e-14j 
-0.0147698+7.2862e-15j -0.0352646+2.31028e-15j 0.0222787-1.45606e-16j 0.00822092-1.33728e-15j -0.00770937-5.16883e-16j -0.0239941+4.97059e-16j 0.0669038-2.90241e-16j -0.0393664+7.02442e-16j 0.0311354-5.43616e-16j -0.0644732+3.10313e-15j 0.0670141-2.48111e-15j -0.0441162-1.63388e-15j -0.0597725+1.02717e-15j -0.0192106+1.03343e-15j -0.0700651+3.6899e-15j 0.04977-1.59943e-15j 0.0165776+3.9568e-16j -0.0915022-7.20309e-16j 0.0679106+4.50013e-16j -0.0155564+6.22006e-16j -0.0382764+6.6653e-16j 0.0668416+1.18406e-15j 0.0054627+1.48129e-15j -0.00129466-1.35772e-15j -0.0282502+2.16512e-15j -0.0912625+3.50668e-15j -0.0699057+2.43892e-16j -0.0154079+1.6468e-15j -0.0237698-1.07001e-16j -0.0859783+5.24405e-15j -0.0276788+5.51739e-16j 0.0183273-3.48201e-16j 0.146603-3.76194e-15j 0.122606-4.25142e-16j -0.0834963+1.34946e-15j 0.0997116-1.62022e-15j 0.0140271+1.07818e-16j 0.0291122+3.35782e-15j 0.144766-7.21569e-16j -0.0543491+4.48229e-16j -0.0309904-8.24508e-16j 0.0828261+1.32642e-16j 0.101078-1.0949e-15j 0.0174762+4.95358e-16j 0.0375671-4.51657e-16j -0.0935265+2.96399e-15j -0.0497682+6.97714e-16j -0.00891588+1.8372e-15j 0.0241715-9.12901e-16j -0.0909149+3.0989e-15j -0.141067+4.06688e-15j 0.121978-3.42932e-15j -0.0265677+2.46266e-17j 0.0480667-2.48808e-15j 0.0156338+7.47716e-15j 0.0931102-3.88698e-14j 
-0.0164255+3.53644e-15j 0.0199335+4.19857e-16j -0.0552357+1.59227e-16j 0.0186555-1.78599e-16j -0.117209-5.33803e-16j 0.0425832-6.60374e-16j 0.0702961+2.28142e-16j 0.012743+2.20004e-16j -0.0321643+4.35694e-16j -0.0019347-1.34578e-15j -0.0978734+2.15958e-17j 0.0184163+8.78737e-17j 0.0257995+7.33528e-16j -0.0762099+1.7077e-16j 0.0118857+5.78118e-17j -0.0178648+1.13628e-16j -0.0264016-7.54563e-16j 0.0123035-9.77978e-16j 0.0234064-7.96811e-17j -0.0522884-1.19081e-15j 0.0810685+7.86616e-16j -0.0319975-6.13764e-16j 0.0262574-2.17718e-16j 0.0333108-1.24889e-15j 0.0668522+9.40231e-16j 0.0171564+5.39018e-17j 0.0492004+2.09532e-18j -0.0418125+6.09642e-16j 0.022271+7.90273e-16j 0.115961-3.39327e-16j -0.0280302-1.6292e-15j -0.0617988-1.42031e-15j 0.0144218-2.45114e-16j 0.0776206+8.68153e-16j 0.163466+2.82745e-16j -0.0679057-2.92131e-16j 0.243881-3.48683e-15j -0.1064-1.29923e-15j 0.0920926+2.18216e-15j 0.161035+3.71356e-16j 0.307877-2.07989e-16j -0.128381-3.10789e-15j -0.12428-9.06567e-16j 0.079734-1.94543e-15j 0.141703+4.76842e-16j 0.0252647+1.81443e-15j 0.0473105+1.19599e-15j -0.270564-2.15962e-15j 0.275253+2.40409e-15j -0.00140418-4.02269e-16j 0.0867026+8.47992e-16j -0.0453418+2.90092e-15j -0.046286-4.16841e-17j 0.0596674-7.56809e-16j -0.000611539+3.71231e-15j 0.0467025-1.78745e-14j 
-0.027779+6.83709e-15j 0.027292+1.54727e-15j -0.0328663+1.16829e-15j 0.0662092-1.34309e-15j 0.00910594+9.58315e-16j 0.0370404-5.80857e-16j -0.0216822+4.6352e-16j -0.0320961+6.48098e-16j -0.0627368+1.20671e-15j 0.0393011+8.56604e-16j 0.0106757+1.21435e-17j 0.0621904-1.55479e-15j 0.020146-3.56563e-16j -0.0422122+1.97333e-15j -0.0319953+2.05465e-16j -0.0277993+6.46609e-16j -0.0251784-2.06378e-15j 0.0932719+8.42096e-16j -0.0621535-4.92321e-16j 0.055111+4.84609e-16j -0.0770009-1.96724e-16j -0.0280031+1.81017e-15j 0.0734101+1.9732e-16j 0.131981-1.8527e-15j -0.104943+9.45773e-16j -0.0510163+1.02305e-15j 0.0339435-1.20495e-15j -0.109527+2.4032e-16j 0.071531-1.50468e-15j -0.00791711+1.0881e-15j 0.086139+8.36495e-16j 0.0824341+1.56905e-15j -0.0833542-6.07621e-18j -0.089296-7.90544e-17j -0.00643989-2.29668e-15j -0.0376329+4.81206e-16j 0.0597194-3.70688e-15j -0.0110925-6.8988e-16j -0.0703891-2.34626e-15j 0.148888+8.50836e-16j 0.0156535-1.29247e-15j -0.158459+2.60209e-15j -0.110246+1.5586e-15j 0.0824323-8.90432e-16j -0.0591654-1.31428e-15j -0.136801+1.27914e-15j 0.0503745-1.83839e-15j 0.020596+3.21289e-15j -0.0865173-1.31745e-15j -0.0263382+1.83363e-15j -0.0361923+9.86285e-16j -0.29346+2.57541e-15j -0.0662623+1.88191e-15j 0.138677-2.47114e-15j 0.0506881-4.54154e-15j -0.0315291+1.63704e-14j 
-0.0072803-8.77997e-16j 0.0488385-1.03327e-15j 0.0197058+8.52869e-17j -0.0159564+1.72019e-16j 0.00954154+3.34029e-16j -0.0467842+1.85991e-15j 0.0218268+3.04019e-16j -0.053481+8.26216e-16j -0.0638466+2.32259e-15j 0.0453914-9.63519e-16j -0.0728293+2.39092e-15j -0.0144998+1.14637e-16j 0.00343936+3.07853e-17j -0.0575705+1.35335e-15j -0.00397959+1.3248e-16j -0.0312452+1.50864e-15j 0.00178367+5.21206e-16j -0.0115079+6.29289e-16j 0.0110294+8.42787e-16j -0.0176115+8.86281e-16j 0.0314811-7.90124e-16j -0.0211332+2.01947e-15j 0.0432637-6.97685e-16j -0.0369367+1.61374e-15j -0.0721088+1.39781e-15j 0.00622668-2.45593e-16j 0.0639358-1.37541e-15j -0.0413968+1.05896e-16j 0.0133571+1.43256e-15j 0.12718-4.10179e-15j -0.0612296+2.78708e-17j 0.0298623-4.22613e-16j 0.108174-7.95484e-16j 0.0931251-2.14774e-15j 0.0446831-3.49498e-15j -0.00687934+1.62207e-15j 0.0721846-3.35534e-15j 0.0185465-1.55843e-15j -0.0378299+7.77833e-16j 0.0286983-1.1958e-15j -0.184647+2.40862e-15j 0.0859175+1.61912e-15j 0.0798793+8.89451e-16j 0.0406114+2.1776e-16j -0.00941413-3.00183e-16j -0.174035+1.39904e-15j -0.143629+7.91198e-16j 0.0470287+1.49939e-15j -0.0774377-5.22223e-16j -0.130925+2.11199e-15j -0.107953+4.08931e-16j -0.0194237+1.08912e-15j -0.01522+1.03148e-15j 0.0526223-9.12816e-16j -0.0525014+1.01444e-15j -0.0060185-1.62315e-15j 
-0.00245152+1.84309e-15j -0.0172602+7.07633e-16j 0.0218241-1.53404e-16j -0.0367528-1.84301e-16j -0.00298422+2.37505e-18j -0.0205477-7.7986e-16j -0.0336267+2.59191e-16j -0.0525128-4.31717e-17j -0.0117175-5.13792e-16j -0.0604706+4.2122e-16j 0.0471956-1.08068e-15j -0.00947876+7.12383e-17j 0.0588559-1.43547e-16j -0.0418613+3.21398e-16j 0.0546504-9.17547e-16j -0.0590615+1.17685e-15j 0.0643939+2.3548e-15j 0.0687843-8.40466e-16j 0.0731721+3.23696e-16j -0.0110275-7.19715e-16j -0.0401391+9.04921e-16j -0.0502399-2.04559e-16j -0.0355934+1.09388e-16j -0.0319431-1.83655e-15j -0.0273143+9.78172e-16j -0.00974096+4.90665e-16j 0.163333-5.73944e-16j -0.0963636+1.49335e-15j 0.065501-1.64007e-15j -0.102213+2.61653e-15j 0.0284267+9.90384e-17j -0.0324303-8.595e-16j 0.0430501+4.28844e-16j -0.00561765+1.48815e-15j -0.0403272+1.85016e-15j -0.00241217-1.35821e-15j 0.0466722-6.97464e-16j 0.027899+3.77231e-16j 0.0184992+1.23838e-15j 0.0498532+5.09765e-16j -0.0968047+1.71749e-15j 0.0344499+6.77315e-16j -0.0134949+1.34056e-16j 0.0224618-8.54011e-16j 0.0684765+3.86382e-16j -0.25757+1.10013e-15j 0.0591902+4.03667e-16j -0.0282198-1.96824e-15j -0.175636+1.88489e-15j -0.0451684+2.26567e-16j -0.246663+1.26712e-15j -0.157772+1.70107e-15j -0.139723-1.47636e-16j 0.0944183-1.24282e-15j 0.0740467-4.3134e-16j 0.0191569-1.58666e-15j 
-0.0658213+2.04226e-14j -0.0269461+3.85161e-15j -0.00705082-5.2441e-16j -0.011487+4.85598e-16j 0.044148+8.1363e-17j 0.0391177+1.52851e-15j 0.033778+4.25533e-16j 0.0147841+3.28345e-16j 0.0613256+1.28133e-15j -0.0596618-4.37771e-16j 0.0266893-1.61763e-17j 0.0130623+3.94964e-16j 0.0260126+2.19505e-17j 0.0302651-4.22977e-16j -0.017213-2.76481e-17j 0.00473561+3.40603e-17j 0.0690404+4.42704e-15j 0.0534957+1.55795e-15j 0.0158002-1.06739e-15j 0.0208717+6.25196e-16j -0.0511244-8.01917e-16j 0.0246343-3.83695e-16j -0.0264156+7.72783e-16j 0.0430639+1.61195e-15j 0.0507496+7.80279e-16j 0.0178026-2.7124e-16j -0.0149377-1.0263e-15j -0.0187869-1.34178e-15j 0.102966+1.3657e-16j -0.178559-1.97239e-15j -0.0648118-2.29714e-15j 0.0982496+1.9965e-15j 0.009298-8.29717e-16j -0.0890808-1.1638e-15j -0.112144-2.15467e-16j 0.0947092+2.6754e-15j 0.00807941-5.17269e-16j 0.00326053+1.48665e-16j 0.0414878+9.35591e-16j -0.0733044-3.00619e-15j 0.0424968-7.24744e-16j -0.0323317-7.20891e-16j 0.0406237+1.01085e-15j 0.0521298+1.89014e-15j -0.0344284-3.43652e-15j 0.000399957+4.23018e-16j -0.0793456-2.69399e-15j 0.0663809+2.68609e-15j -0.0156766-8.33235e-17j 0.0407805-8.0667e-16j -0.0212475+1.17752e-15j 0.0826305+2.72079e-15j 0.0501318+2.53997e-15j 0.0300097+5.7578e-16j -0.015239+9.062e-15j 0.107162-4.1982e-14j 
-0.0566135+1.75623e-14j 0.0176192+3.79464e-15j 0.00326414+5.8147e-16j -0.009343-4.07752e-16j 0.0535426-1.90049e-15j -0.0829102-4.28941e-16j 0.03376-4.68695e-16j -0.00174696-1.64858e-15j -0.0238507-1.88821e-15j -0.0252567+1.42552e-15j 0.00270587-1.84025e-16j 0.0279697-2.81792e-15j 0.00788057-4.5195e-16j 0.0543438-1.55216e-15j -0.041383+4.04252e-16j -0.00294125-1.19374e-15j -0.0454118-2.85003e-15j -0.00521791-9.12869e-16j 0.00447842+4.86685e-16j -0.0167167-4.93642e-16j 0.00840218+3.79166e-16j 0.0561594-6.0945e-16j -0.0322241+1.20473e-15j -0.0640624+7.61592e-16j 0.0269669-4.22741e-15j 0.0587386-2.26547e-15j -0.0193342+1.74643e-15j 0.020356-1.00645e-15j -0.0707736+1.49202e-15j -0.0305657+1.6947e-15j -0.0105484+2.2239e-15j 0.00658417-2.49505e-15j 0.0533027+1.39472e-17j -0.0352865+1.92104e-15j -0.0373951+1.05674e-15j -0.0645301-1.64472e-15j 0.0372787+4.6209e-16j 0.0201245+1.64946e-15j 0.0849937+2.61589e-17j 0.0789492+2.926e-15j 0.152531-4.6588e-15j -0.0670681-7.69039e-16j 0.0490078-2.47508e-15j -0.0592075+9.18327e-16j 0.168608-1.32855e-15j 0.071376-4.62997e-15j 0.0974833+7.65685e-16j -0.124222+6.98439e-16j 0.122728-4.7193e-15j 0.131137-4.37833e-15j -0.015728-3.30771e-15j -0.00064487-5.32677e-15j -0.105709-1.57791e-15j -0.0461474+2.86003e-15j 0.00250134+2.76862e-15j 0.0155238-8.01992e-15j 
-0.0171501+6.1474e-15j 0.00524732+1.20593e-16j -0.0217145+3.01903e-16j 0.0225523-3.18254e-16j 0.0144621-1.85306e-15j 0.024396+1.0094e-15j -0.0155527-5.7259e-16j 0.0268875-5.16268e-16j 0.0130803+7.6727e-17j 0.00228948-5.10881e-16j -0.0238243+6.5971e-16j 0.0641951-1.56081e-15j 0.00777654+1.95351e-16j -0.0156665-1.13429e-15j 0.0214866+6.37656e-16j -0.0101569+3.40399e-16j 0.0259077+1.12809e-15j 0.00267421+3.85822e-16j 0.00950022+1.61075e-16j 0.0240849-5.8803e-16j 0.00135943-1.18255e-16j -0.0195582-1.40897e-15j -0.0211678+4.59717e-16j -0.0389569+1.43788e-15j 0.090434-1.33891e-15j 0.0325154-2.29929e-15j 0.0160389+1.24068e-15j 0.0614735-1.98359e-15j -0.0292645+1.80459e-15j 0.060822-5.60897e-16j -0.0206254+5.32618e-16j 0.0431178-8.99561e-16j -0.0170512-2.65622e-16j 0.0340388+4.32497e-16j 0.0393739+3.61056e-17j 0.0127308+1.16486e-15j -0.00800456-2.22931e-16j 0.00278023+1.6969e-17j 0.0277381-9.65758e-16j -0.0212311-8.73777e-16j 0.0383256-4.6008e-15j 0.01849+1.06434e-15j 0.0346569-1.15657e-15j -0.0307269+1.67775e-15j 0.0274279-2.87646e-15j 0.0838269-3.84884e-15j -0.00453369-8.36204e-16j -0.0252012+1.65322e-15j 0.101805-4.02741e-15j 0.0528368-3.3642e-15j 0.0818659-2.25829e-15j 0.0477464-1.16044e-15j 0.0298911+6.89094e-16j -0.0379918+1.98294e-15j -0.0259955+1.42295e-15j -0.00294696-9.49595e-16j 
0.00689573-4.24137e-15j 0.0401861-4.48092e-16j 0.00244644-1.29924e-16j -0.000951721+4.54427e-16j -0.00757714-6.78184e-16j 0.0601868-7.77931e-16j 0.0352485-1.20408e-16j 0.0268339-9.70991e-16j 0.0348283-1.94506e-15j 0.0477803+1.40327e-15j -0.0460366-2.16411e-15j 0.00390116-2.56415e-15j 0.0062593+1.1391e-15j -0.0122717-1.5426e-15j 0.0264292-1.43404e-15j 0.0279413-3.25668e-15j 0.00672242+8.53821e-16j -0.0086358-1.33892e-16j 0.0101765+6.07737e-16j -0.0109197+1.6365e-15j 0.0273183-7.77215e-16j 0.0369315+7.81151e-17j 0.00503384+2.12901e-15j 0.048363-1.99829e-15j -0.00461987-2.02739e-15j 0.0165208-7.19981e-16j -0.0249305+4.84158e-15j 0.00319024-2.67642e-15j 0.0123595+4.33957e-16j 0.0288038+1.86917e-15j -0.0344505-2.53228e-17j -0.00390698+1.6941e-15j -0.0381765-2.29726e-15j -0.00694416+1.70194e-15j -0.0153345-3.36094e-17j 0.0344592+2.67388e-16j -0.0114188+2.17309e-15j 0.0279063-1.31963e-15j -0.0876738-4.05524e-15j -0.04561+3.27895e-15j -0.123551+5.85332e-16j 0.111827-3.15413e-16j 0.0248426-1.25897e-15j 0.00113924+1.94972e-15j -0.120175-5.14446e-16j -0.0106784-3.49363e-15j -0.189228+7.51961e-16j 0.138822+1.6501e-15j -0.0740869-2.4081e-15j -0.0645-1.17878e-15j 0.0645535-1.11674e-15j 0.0879969-7.92403e-15j 0.158766-3.24961e-15j 0.00565474+1.92189e-15j -0.0966174+4.04053e-15j 0.00710597-1.32864e-14j 
-0.00368904+4.817e-15j -0.0544846+7.70539e-16j 0.00658893-5.02382e-16j -0.000579964+2.3344e-16j 0.0205883-9.50246e-16j -0.0385076+3.68709e-16j -0.0409816+9.82286e-18j -0.00872677-5.37584e-16j 0.000922228-7.07602e-16j -0.0717+5.16183e-16j 0.110219-2.52571e-15j 0.0391822-2.4501e-15j -0.0233137+5.47417e-16j 0.0362558-1.03295e-15j 0.0186636-1.44076e-15j 0.0504667-3.22063e-15j -0.0233307-3.4e-16j 0.00596501-6.52612e-17j -0.034176+1.03645e-15j -0.0201222+1.36575e-15j -0.0251078-7.30486e-16j -0.0289155-6.54181e-16j -0.025201+6.37111e-16j -0.00107145-1.79481e-15j 0.0352981-4.19797e-17j -0.00666501-7.74943e-16j -0.0760767+3.85797e-15j 0.0260356-6.61854e-16j -0.0070604-7.06392e-16j -0.0463516+5.18632e-16j 0.0389751+2.73128e-16j -0.0307431+1.62621e-15j 0.0777309-1.70156e-15j -0.0232397+1.80901e-15j 0.0224256-5.49439e-16j -0.0294586+8.71338e-16j -0.0718732+4.75956e-15j -0.0252355+1.54633e-15j 0.097644+1.41199e-15j -0.0404131+2.45474e-15j 0.0515801+2.89666e-15j -0.065658-1.18377e-15j 0.00273158-1.52186e-15j -0.0261761+1.53358e-15j 0.0994012+3.13412e-16j 0.0401025-1.22699e-16j 0.165329+7.63017e-16j -0.129222+1.14718e-16j 0.0637454+6.85621e-16j 0.0611573-1.63968e-16j -0.0567168+1.10096e-15j 0.0372316-3.89783e-15j -0.107022-6.42798e-16j -0.0429766+1.58093e-15j 0.0716277+1.27747e-15j 0.018105-1.93604e-15j 
-0.0265018+2.21657e-14j 0.0112483-5.02071e-15j -0.00622045+3.77177e-15j -0.0128783+7.35691e-15j 0.0162555-9.02144e-15j -0.0318187+1.76364e-14j 0.0110653-6.77901e-15j 0.00213203-2.06914e-15j -0.0187937+1.0045e-14j -0.00715016+3.56021e-15j -0.0353418+2.10656e-14j 0.0306593-1.73769e-14j -0.0373073+2.14985e-14j -0.0218038+1.21995e-14j -0.0383924+2.14634e-14j -0.0489467+2.74093e-14j 0.0878286-4.57003e-14j 0.0199717-1.17014e-14j 0.0402425-2.31174e-14j 0.00618915-3.35461e-15j 0.0569119-3.26151e-14j -0.0659281+3.63617e-14j -0.0661511+3.76116e-14j 0.0363894-2.07796e-14j -0.0160947+7.87888e-15j 0.0146064-9.25293e-15j 0.0460998-2.55292e-14j 0.0428333-2.37299e-14j -0.0108992+5.49618e-15j -0.0807489+4.39028e-14j -0.0522658+2.963e-14j -0.0364092+1.94594e-14j 0.0494843-2.82562e-14j -0.00892136+4.39973e-15j 0.0723431-4.13321e-14j -0.00692364+3.5588e-15j 0.102068-5.92346e-14j -0.0433934+2.52657e-14j 0.0901089-4.88858e-14j -0.0446712+2.59871e-14j 0.166914-9.49428e-14j -0.093014+5.0741e-14j -0.0241587+1.31287e-14j -0.00696842+2.97124e-15j 0.0532693-2.97949e-14j 0.0701108-3.97436e-14j 0.00339394-2.39431e-16j -0.0952943+5.32305e-14j 0.1308-7.48219e-14j -0.0054941+2.26188e-15j 0.0232987-1.40829e-14j 0.0656802-3.81314e-14j -0.00863439+3.35262e-15j -0.00488914+3.11506e-15j -0.0283135+2.03322e-14j 0.0387808-4.00895e-14j 
0.0303422-5.51223e-15j -0.0494247-1.35371e-15j -0.0283457+1.64507e-16j 0.0322013-4.72694e-16j -0.00774164-1.13922e-16j -0.035225+5.89356e-16j -0.036015-5.29815e-16j 0.0650233+3.09644e-16j 0.00639415-2.13629e-17j -0.0282262+2.18113e-16j 0.0111661-4.81623e-16j -0.035446-3.753e-16j -0.0655933+1.8554e-16j 0.0307625+1.67499e-16j 0.00495012+1.45406e-16j 0.0223253-2.77122e-16j -0.00135477-3.30112e-16j 0.012113-8.59251e-17j 0.0255358+8.18432e-17j -0.0225453-1.72339e-16j 0.0325463-3.45534e-17j 0.0207313+2.57307e-16j -0.0224981-3.83007e-16j -0.0116963-4.45561e-16j 0.00657623-1.02965e-16j 0.0126488+2.26232e-16j 0.00126365+4.47717e-16j 0.00257594+1.9956e-16j -0.0149709+2.43775e-16j 0.0218233+6.59411e-16j 0.00540187+6.52624e-17j -0.0555598-2.21183e-16j 0.045559-3.68606e-16j 0.0496703-5.58674e-18j -0.0550265-2.12461e-16j -0.0486217-3.21913e-16j 0.00916203+2.66696e-16j -0.0186938+1.553e-15j 0.0726863+1.17791e-15j -0.0104059-1.29238e-16j -0.044302-8.4047e-16j 0.0470715+7.88374e-16j -0.0138888-4.87996e-16j 0.0280753+1.31321e-16j 0.0287615-7.45404e-16j -0.0810249-9.30834e-16j 0.113499-3.33634e-16j -0.0226283+5.31541e-16j 0.0344033-9.06211e-16j 0.0849129+1.52314e-17j -0.108592+1.14833e-16j -0.0670843-5.22173e-16j -0.0194673+5.1693e-16j 0.0111741+9.31572e-17j 0.13889-4.27071e-15j -0.0191166+1.93149e-14j 
-0.0479446+1.46978e-14j 0.0272252+1.85763e-15j 0.0131529-8.98741e-16j 0.0466866-3.05831e-15j 0.0831015-5.74008e-15j -0.07206+5.58204e-15j 0.00751387+8.94041e-16j -0.00185423-1.71691e-16j -0.0331231+2.65963e-15j -0.028662+1.8084e-15j 0.0815914-5.76995e-15j 0.0552315-2.44045e-15j 0.0402242-2.19108e-15j -0.0111593+5.19918e-17j 0.00633608-6.63976e-16j 0.0198276-1.39558e-15j 0.0429072-4.37113e-16j -0.0321649+2.2247e-15j -0.0369209+3.01918e-15j -0.00377528-3.08494e-16j -0.0388429+2.03203e-15j -0.0048426+7.71035e-16j -0.0204857+1.04603e-15j -0.0254519+3.06599e-15j -0.0189093+1.54983e-15j 0.0159316-5.55212e-16j -0.0703609+5.36755e-15j 0.0176895-2.24988e-15j 0.0313705-3.9576e-15j -0.0568148+3.26652e-15j 0.0388986-2.86885e-15j 0.0444942-2.19236e-15j -0.00266774+1.23469e-15j 0.0167413-1.94748e-15j 0.0263886-2.3421e-15j -0.0623637+4.73898e-15j -0.0550452+5.17396e-15j 0.0386419-1.81504e-15j -0.00994225+1.03021e-15j -0.0387335+2.70542e-15j 0.0514781-3.23189e-15j -0.106093+7.99678e-15j 0.0150329-1.21317e-16j -0.0661223+4.14959e-15j 0.0869061-4.98263e-15j 0.0503257-4.75557e-15j 0.107652-8.6851e-15j -0.0302559+1.88455e-15j 0.0535745-3.2667e-15j 0.0415763-3.67933e-15j -0.00454313-1.88517e-16j -0.0550387+4.43884e-15j -0.12351+9.05955e-15j -0.0197425+2.92047e-15j 0.00256312-4.22407e-15j -0.030472+1.56094e-14j 
