0.0363889-2.40938e-15j -0.115946-1.43038e-15j 0.0374998+4.52389e-16j 0.0183359+5.42559e-17j 0.0247129-4.71799e-16j 0.0926048+4.42587e-16j -0.04606-2.6918e-16j -0.0137719-1.8849e-16j 0.0412777+6.14979e-16j -0.0919933-1.27295e-16j 0.0703047+4.72258e-16j -0.0398189-4.86629e-16j -0.0206321-9.70598e-17j 0.0144505+1.15768e-16j -0.0113394+1.72764e-16j 0.0163837-2.3065e-16j -0.0127665-8.51513e-16j 0.0315844+8.01438e-16j 0.00731953-3.41421e-16j -0.00803559+9.18876e-17j -0.0116242-7.82122e-17j -0.0362264-5.45346e-16j 0.0219159+1.6997e-16j -0.0104343-5.4275e-17j -0.00213151-1.2827e-16j -0.00662815-4.13662e-16j 0.00643334+2.39813e-16j 0.00716325+3.13224e-17j -1.60988e-05+1.20214e-17j 0.00109991+5.89144e-17j -0.00960235-2.64991e-16j -0.00705975-2.80217e-16j -0.0124605-1.62354e-16j 0.018687+1.76002e-16j -0.0204572-2.45034e-16j 0.000929145-7.84131e-17j -0.0176046+2.32558e-16j -0.00332698+3.04196e-16j 0.0208405+5.01722e-16j -0.00765987-7.62347e-17j -0.00223166-1.27237e-16j 0.0030833+9.31635e-17j -0.0196519-3.44472e-16j 0.0402072+3.72451e-16j -0.00746284+5.00426e-17j -0.0108534-1.68802e-16j 0.0472671+4.83136e-16j 0.00252112+1.02278e-16j -0.0298424-3.05784e-16j 0.0266168+7.13989e-17j 0.0161292+2.47916e-16j 0.0161318+1.19275e-16j -0.0236363+2.37358e-16j -0.0350435-1.85419e-16j 0.0606176-5.91998e-16j 0.00061717+4.68042e-15j 
0.039236-6.9541e-15j -0.0856479+2.69314e-15j 0.0396292-1.13659e-15j 0.0414522-3.57805e-15j 0.0395348-2.97269e-15j 0.0763994-3.65458e-15j -0.0205848+1.99279e-15j -0.00926382+1.1893e-15j -0.0796917+2.58061e-15j 0.0535538-5.27788e-16j 0.0693488-4.99571e-15j -0.143321+3.72247e-15j -0.128982+3.42808e-15j 0.037456-7.24462e-17j -0.0903975+5.01204e-15j 0.245964-1.46165e-14j -0.258953-1.24351e-15j -0.184656+6.49139e-15j -0.162157+8.04257e-15j -0.0586663+2.19035e-15j -0.0542747+2.41017e-15j 0.124766-5.26216e-15j 0.239929-1.02979e-14j -0.0234724+1.37803e-15j -0.212891+8.17098e-15j -0.102561+6.45094e-15j -0.345809+1.73907e-14j -0.0344891+3.76035e-15j -0.174095+8.85051e-15j 0.260435-7.80494e-15j 0.0984371-3.95525e-15j -0.0336411+2.76733e-15j -0.0270331+2.82561e-15j 0.113795-4.48909e-15j -0.0542846+2.09573e-15j -0.0409361+1.86473e-15j -0.0160911+3.03675e-15j 0.0306613-3.76023e-16j 0.00736935+6.27208e-16j 0.166351-6.08345e-15j -0.0954843+4.60426e-15j 0.115406-4.73133e-15j 0.0197465-1.57822e-15j 0.0368235-1.05883e-15j -0.05534+2.41578e-15j 0.00142529-1.64974e-15j -0.0677155+1.98625e-15j 0.0387932-2.15607e-15j -0.0460106+1.69056e-15j -0.0398447+1.49098e-15j 0.0455227-2.71922e-15j -0.0195229+1.92004e-16j 0.0147983-2.08031e-16j -0.026117+1.59297e-15j 0.018423-5.42456e-15j -0.0492646+2.3487e-14j 
-0.0665618+2.21986e-14j -0.0465066+5.34305e-15j -0.0479456+3.12978e-16j 0.121586-9.03945e-16j 0.0950447-2.64355e-16j 0.00953647-2.49382e-16j -0.124696+1.67208e-16j -0.0535242-3.24143e-16j 0.0974391+3.0019e-16j -0.172949+8.32762e-17j 0.127284-6.27725e-16j 0.199149+9.85281e-16j 0.154138+2.34897e-16j -0.0300858-9.41003e-16j 0.136976-1.59415e-15j -0.0255527-1.48305e-16j 0.0716374+5.34159e-15j -0.0149581+1.85035e-15j -0.0600212+1.58474e-15j 0.0778381+6.93347e-16j -0.148714-4.21658e-16j -0.0203452-1.8174e-15j -0.00257816-2.09844e-15j -0.0610174+1.05455e-15j 0.216288+1.99288e-15j -0.0649462+3.77034e-16j -0.123306+3.50161e-15j -0.039998-4.17451e-15j 0.246578-7.03437e-15j -0.185081-1.32751e-15j 0.142593+6.94432e-16j 0.0761516+1.66617e-15j -0.072918+1.36514e-16j 0.0142426-1.23083e-15j 0.0388335+9.10175e-16j 0.0985089+1.58251e-15j -0.198524+4.44194e-15j -0.0763429+7.93665e-16j 0.00291224-1.9413e-15j -0.0820886-1.60214e-15j -0.0160428+7.6352e-16j -0.00483024-3.37057e-16j 0.0420667+3.16686e-16j -0.0224791+1.46789e-17j -0.00731202+7.02561e-16j 0.121355+1.54553e-16j 0.0703945+4.70341e-16j 0.0324221-4.02794e-16j -0.0107288+5.71688e-16j 0.00689061+2.97199e-16j 0.066702-1.37355e-17j 0.0411608+2.09667e-16j -0.0316494+1.8531e-16j -0.0297416+5.47519e-16j 0.00426776-6.37714e-17j 0.00150421+3.39931e-16j 
0.0632359-2.31207e-14j 0.0772333-5.82199e-15j 0.0172073+1.93238e-17j -0.117672+1.11823e-15j -0.111777+8.6561e-17j 0.0370308+9.68507e-16j 0.0887327+3.14333e-16j 0.123136+3.87743e-16j -0.0318762-1.43847e-16j 0.178612-4.99166e-16j -0.0803953+8.88883e-16j -0.146077-4.30792e-16j -0.0215962-6.64114e-16j 0.0494685-1.5686e-16j -0.0199778-1.35604e-15j -0.0964184+2.10672e-15j 0.0785098+2.33544e-15j -0.0492635-2.52248e-15j 0.0756982+4.14536e-16j 0.0911441+7.89298e-17j -0.00471118-1.52967e-16j -0.0202659+9.05007e-16j -0.0668567+9.94995e-16j -0.0973349-8.28485e-17j 0.119593-1.15517e-15j 0.0273819-2.32909e-15j 0.272095-1.65623e-15j 0.0800152+1.61972e-15j -0.114779+1.06469e-15j 0.12034+5.23801e-16j -0.0520275+1.2307e-15j 0.0858544-2.36805e-16j 0.0067993-7.46522e-16j 0.0343994+1.00862e-15j 0.0132748-4.01526e-16j 0.0825191+2.8224e-16j 0.0538268-9.8206e-16j 0.00909345-1.47911e-16j -0.0092945+4.26565e-16j 0.0417341+1.43539e-15j 0.0167818-1.02127e-15j 0.0672943+5.01366e-16j -0.0457505-8.31119e-17j 0.00257496-9.28076e-17j -0.0605392-5.25134e-16j -0.0377981-6.45853e-16j -0.0420871-4.217e-16j -0.00596794+1.9668e-16j 4.86332e-05-2.04489e-16j -0.0424339-5.6603e-16j -0.0321204+3.86582e-16j -0.0604974-8.14954e-17j 0.0718466-3.36245e-16j 0.0616619-4.05817e-16j -0.00559253+1.03083e-16j -0.000376553-5.93683e-16j 
-0.0863913+1.90764e-14j 0.0945439+4.72751e-15j -0.193503+5.00283e-17j 0.0540028-1.96039e-15j -0.0492025-3.01299e-16j -0.266106-2.58207e-16j -0.0809533-3.19782e-16j -0.123828-3.54119e-16j 0.0325607-1.67813e-16j 0.0160949+8.97223e-16j -0.257377+5.29279e-16j 0.245848-1.15231e-15j -0.138127-3.48233e-17j 0.0547612+7.13884e-16j -0.102323+1.67997e-15j -0.135705+1.65856e-15j -0.0769179-4.48699e-15j 0.133812+9.19698e-16j 0.146123-7.98911e-16j 0.0519425-1.60297e-16j 0.0095248+7.86302e-16j 0.150474+2.58661e-15j -0.0797097-1.21213e-16j 0.210575+7.10559e-16j 0.0677491+1.8513e-16j 0.000370389+6.45979e-16j -0.0188054-2.59379e-15j -0.0231602+1.9982e-15j -0.119497+4.38484e-15j 0.0444487-6.867e-16j 0.0494134+1.87225e-15j -0.0740502-5.5533e-16j 0.131336+7.01406e-16j -0.122476-1.20888e-15j -0.0675858-1.93333e-16j 0.0336618+1.64682e-17j -0.0108666-5.93461e-16j 0.0173913+1.25396e-15j 0.0802312+2.1047e-15j -0.00151856-7.45294e-16j -0.0897476-1.98097e-16j 0.0276646+3.34459e-16j 0.0372755+2.47576e-16j -0.00871392+5.50004e-16j 0.00647499-2.04708e-16j -0.0239452+8.34123e-16j 0.0456221+4.81118e-16j 0.0051797+2.48422e-16j 0.0518031-4.62413e-16j 0.11591+1.12458e-15j -0.0426667-6.56601e-16j -0.0622686+2.66704e-17j 0.0522875-1.46987e-16j 0.0245469-6.86878e-16j 0.0446456-6.45604e-16j -0.00389696+5.42168e-15j 
0.0165819-6.64926e-15j 0.0356282-2.03809e-15j -0.0517463+1.69879e-15j 0.187147+7.50151e-17j -0.0587074+6.46531e-18j -0.0353381+2.11431e-15j -0.0283521+2.87301e-16j -0.170208-7.40123e-17j 0.122278+8.1282e-16j -0.177334-1.25024e-15j -0.22048+1.52833e-15j 0.210325-9.7179e-16j 0.144053+1.75075e-15j -0.120079-1.52275e-16j -0.160353-3.13501e-15j -0.347124+2.37275e-15j 0.0243245+2.43133e-15j 0.0299377-1.41979e-15j 0.0544116-9.56917e-17j -0.0253744-1.06574e-15j 0.0390219-1.02322e-15j -0.0629009-1.17255e-15j -0.0276956-7.86227e-16j -0.158369-3.55976e-16j -0.0144393-7.38457e-16j -0.0150271-1.11816e-15j 0.249957+1.63385e-15j -0.0324381+8.31612e-16j 0.00172287+9.19869e-16j 0.0921152+6.71728e-16j -0.0555908-6.86639e-16j 0.0474047+1.1886e-15j -0.0978248-8.91327e-16j 0.158196+6.22506e-16j 0.0642373-4.11575e-16j -0.0497403-6.61413e-17j 0.0700976-2.17449e-15j 0.0764758+2.94641e-16j -0.0489707+2.43884e-16j 0.0723273+3.91526e-17j 0.0162652+9.11979e-16j -0.0036517-8.60559e-16j 0.0671392-8.40237e-17j -0.113033-7.32243e-16j 0.00941374-1.72208e-16j -0.133386-1.58984e-15j -0.0115479+5.50047e-16j -0.0681943-4.82967e-16j 0.107599+7.4981e-16j -0.125319-1.28718e-15j 0.0207417+2.66511e-16j 0.0302262+1.22417e-16j 0.00566171-6.88103e-16j 0.069483+4.4174e-16j -0.0456417-3.79276e-16j -0.0105078+4.12797e-16j 
0.0838672-4.15451e-14j 0.134316-1.95155e-14j -0.0357167+2.8206e-15j -0.150401+1.44674e-14j -0.248484+2.38993e-14j -0.110565+1.05075e-14j 0.0437418-3.67878e-15j -0.0565318+5.56677e-15j -0.04197+3.31823e-15j 0.165444-1.52161e-14j -0.154965+1.47699e-14j -0.118032+1.18147e-14j 0.215248-2.09622e-14j -0.0299288+3.27829e-15j 0.144527-1.52878e-14j -0.0402356+6.24563e-15j -0.266681+1.22545e-14j -0.00368775+2.92684e-15j -0.190626+1.82239e-14j -0.0529458+5.37632e-15j 0.122778-1.0747e-14j 0.0426659-3.98311e-15j 0.10961-1.02931e-14j -0.213159+2.17732e-14j 0.00994315-4.45052e-16j -0.0452355+5.0904e-15j -0.0621921+6.41564e-15j -0.173745+1.2075e-14j 0.208256-2.08677e-14j 0.109731-9.40137e-15j 0.0149706-2.63606e-15j 0.0282411-2.21344e-15j -0.127791+1.2325e-14j -0.0314805+2.5071e-15j -0.0288157+3.48457e-15j -0.0684037+5.95887e-15j -0.0513025+4.57831e-15j -0.0543034+6.56847e-16j -0.19699+1.18029e-14j 0.187234-1.59011e-14j -0.0513288+5.58612e-15j -0.0279933+1.41045e-15j 0.044085-3.99439e-15j 0.0321528-2.39003e-15j -0.0146271+1.25759e-15j 0.0993644-8.26125e-15j -0.0524239+4.89557e-15j -0.0247623+2.42705e-15j -0.0615223+5.67782e-15j 0.00733049-2.27515e-16j -0.00117318-5.68276e-17j 0.00786705-1.22507e-15j 0.0538786-5.15187e-15j -0.0398158+3.72332e-15j -0.0318446-5.59599e-16j -0.0503281+2.20014e-14j 
-0.0307695+8.58256e-15j 0.00810523+2.45889e-15j 0.0470714+2.39187e-16j 0.0665175-8.68875e-16j 0.116946-4.48093e-16j 0.0575477-6.44772e-16j 0.120963+5.13672e-16j 0.142246+1.11086e-15j -0.103621-6.8922e-16j -0.0189599+1.05133e-15j 0.16208+6.70814e-16j 0.0669452+1.30753e-16j -0.0379775+3.46432e-16j -0.0589408+5.25926e-16j 0.248718-1.4156e-15j 0.0243863+2.4073e-15j -0.0386541-2.37549e-15j 0.0451253-8.37034e-16j 0.343012-1.83003e-17j 0.0934112+3.57599e-16j 0.200325+7.53537e-16j 0.0302025+4.01692e-16j -0.190346-6.84981e-16j 0.0684035-5.28591e-16j 0.245902+5.87422e-16j -0.0422805+4.0717e-16j 0.236067+6.45705e-16j -0.0289618+1.87339e-15j 0.0323748-2.38523e-16j -0.266475-9.79694e-16j 0.0468468+1.29237e-15j -0.0253264+7.5792e-16j 0.15433+7.44674e-16j 0.156078-1.40077e-15j -0.0126442+1.12935e-16j -0.0497047-7.85679e-16j 0.0573197-1.69304e-15j -0.0484229-5.65727e-17j 0.0385032-4.40812e-16j 0.200516+9.23982e-16j -0.0544984-9.54353e-16j 0.137895-2.19497e-15j 0.0613459+4.31562e-16j 0.0259879-1.33119e-17j -0.0142734-4.46941e-16j -0.0137676+2.61904e-16j -0.0326393+6.24542e-16j 0.0499355-2.1819e-16j -0.00955571-8.35637e-17j 0.0576653+4.81755e-17j -0.0113364-3.87799e-16j -0.0648449-6.89674e-17j 0.0232606-3.48133e-16j -0.00553492+1.1328e-16j 0.00267827-3.80855e-15j -0.0439806+1.78925e-14j 
0.0258993-3.33216e-15j -0.0701268+2.11307e-15j 0.00354903+7.97683e-16j 0.0218797-1.60204e-15j 0.0771022-5.0198e-15j 0.0166137+9.60914e-16j -0.0868057+4.2604e-15j -0.112953+4.73869e-15j 0.162164-7.70672e-15j -0.047465+2.40743e-15j -0.240325+1.48588e-14j -0.0616415+3.22637e-15j -0.0301515+1.70116e-15j 0.0554283-4.37532e-15j -0.0952783+3.86414e-15j -0.251395+1.64117e-14j 0.15458-3.79151e-16j 0.0513931-1.21469e-15j 0.120613-6.46819e-15j 0.113421-6.36682e-15j 0.0450758-9.57e-16j 0.095298-4.94421e-15j 0.0751122-3.76021e-15j -0.152094+1.05695e-14j 0.00449352-2.58097e-15j 0.0754425-4.38963e-15j 0.0129187-7.43127e-16j -0.0286039+8.00679e-16j 0.0259841-4.02853e-16j 0.109092-6.95765e-15j -0.0639934+3.59135e-16j -0.108239+4.30414e-15j -0.1105+5.30246e-15j 0.130411-8.37883e-15j -0.0399466+1.23922e-15j 0.0149832-1.35462e-15j 0.219762-1.51741e-14j -0.027937-2.44404e-16j -0.00721007+1.42668e-15j 0.0879125-5.44709e-15j 0.0479032-3.23919e-15j 0.145841-1.0383e-14j -0.018464+1.17683e-15j 0.098561-5.10366e-15j -0.0130924+2.10483e-15j 0.029182-9.16456e-16j -0.185258+1.07781e-14j 0.107522-5.61866e-15j -0.0228593+1.07613e-15j 0.0341413-1.12212e-15j 0.0477191-2.37008e-15j -0.0113469+8.16989e-16j 0.0990469-6.04914e-15j -0.0457083+1.5476e-15j -0.0038327-2.68321e-15j -0.0398589+1.754e-14j 
-0.128257+6.40357e-14j 0.0150076+3.48851e-15j -0.00929014+3.60788e-15j 0.0425011-7.17374e-15j 0.229457-4.5263e-14j -0.134479+3.07437e-14j 0.00433738-1.52759e-15j 0.0280886-5.78203e-15j -0.100359+1.98844e-14j 0.0389043-9.99101e-15j -0.0903405+2.25098e-14j 0.0422946-5.70053e-15j -0.0550724+1.05112e-14j 0.28416-5.95722e-14j -0.135676+2.68915e-14j -0.189769+3.81945e-14j 0.030338-5.48435e-15j -0.123133+2.81865e-14j -0.146344+2.94981e-14j 0.174338-3.42418e-14j -0.154541+3.30623e-14j 0.0129894-7.27636e-15j 0.166342-3.56557e-14j -0.162114+3.70786e-14j 0.144711-3.13484e-14j 0.0921603-2.08129e-14j -0.010883+5.58209e-15j 0.0889155-1.79474e-14j -0.0673361+1.43617e-14j 0.14956-3.42812e-14j -0.0025713+1.36613e-15j 0.204012-3.92817e-14j 0.0194796-2.73511e-15j -0.0651348+1.06159e-14j 0.126996-2.47585e-14j 0.0460156-1.07003e-14j -0.0544909+1.1408e-14j -0.113954+1.9088e-14j -0.118204+1.96713e-14j 0.105097-1.92492e-14j 0.00526363+2.03617e-16j -0.0958606+1.49747e-14j 0.0114407-2.20211e-15j -0.00818303+2.07026e-15j -0.252395+5.05861e-14j 0.0532704-1.24227e-14j -0.0282898+8.42489e-15j -0.0196713+2.37506e-15j -0.0101155+2.56247e-15j -0.0749493+1.51212e-14j 0.0127353-2.71119e-15j -0.0120884+2.64834e-15j -0.00750345+6.21199e-16j 0.0571182-1.17234e-14j -0.0257729+1.0706e-14j 0.0476748-3.11163e-14j 
-0.0658602+1.32193e-14j 0.110601+3.78868e-15j -0.10523-1.25346e-15j -0.118092-1.61064e-15j -0.111295-4.79556e-15j -0.193509+1.01196e-15j 0.0401888+9.39483e-16j 0.0776465+1.50938e-15j -0.0751031-4.19699e-16j 0.125667+3.16687e-16j -0.145134+8.75614e-16j -0.201219-1.8796e-15j 0.0501009+3.2086e-16j -0.0130779-5.20384e-15j 0.103788+3.21965e-15j 0.179694+6.01953e-15j -0.0105275-1.30675e-15j -0.284661-5.05841e-15j 0.00970031+3.81572e-15j -0.124642-6.0162e-15j -0.0616991+1.95913e-15j 0.189028+2.73993e-15j 0.035711-3.25638e-15j -0.14618+3.35556e-15j 0.049619-2.61271e-15j -0.00252194-7.04921e-16j -0.223224-2.77016e-15j -0.0516584-2.558e-15j -0.00675653+7.14344e-16j 0.125749-1.01693e-15j 0.0726972+1.35267e-15j -0.0883681-4.18382e-15j -0.04333+1.11755e-16j 0.141621+1.53094e-15j -0.0295717-1.77824e-15j 0.0892238+2.5326e-16j -0.0151004+1.94404e-16j 0.0653794+2.96879e-15j -0.0333915+2.12614e-15j -0.0777893-5.70584e-15j -0.0669699-1.61961e-15j 0.2155+3.42761e-15j -0.00310124-6.94479e-16j -0.0338433-1.15829e-15j 0.0418095+5.48584e-15j 0.0451319-7.82136e-16j -0.100322+7.3343e-16j 0.0556992-5.38352e-17j -0.0191328+3.80927e-16j 0.00306162+1.36859e-15j -0.0223043-6.94526e-16j -0.0112266-3.03564e-16j 0.0225298-5.96797e-16j 0.00313277-6.04256e-16j -0.0354122+1.56571e-15j 0.0080695-6.67135e-15j 
-0.0745168+7.73446e-14j -0.021652+2.08173e-14j -0.07855+5.61107e-14j -0.0615985+4.14673e-14j 0.10072-7.29783e-14j -0.156748+1.10823e-13j -0.21227+1.50625e-13j 0.0235172-1.98196e-14j -0.224051+1.61107e-13j 0.0391551-2.64626e-14j -0.103193+7.38802e-14j 0.0461512-3.16748e-14j -0.00507117+1.9466e-15j -0.143391+1.03894e-13j 0.252508-1.8111e-13j 0.0234633-1.77057e-14j 0.153095-1.01193e-13j 0.0376466-2.43487e-14j -0.117917+8.74165e-14j -0.0726988+5.61803e-14j 0.164263-1.17924e-13j -0.306423+2.17683e-13j 0.0866384-6.15832e-14j -0.0852742+6.08608e-14j -0.160941+1.18694e-13j 0.0375026-2.86844e-14j -0.05515+3.95306e-14j -0.0128872+7.43134e-15j 0.163476-1.2148e-13j -0.0792538+5.70066e-14j -0.0441927+3.04252e-14j -0.184921+1.29548e-13j -0.108345+7.88074e-14j 0.00867873-5.23231e-15j 0.248634-1.7713e-13j -0.0938026+6.92014e-14j 0.101512-7.50134e-14j -0.172424+1.197e-13j -0.0565071+3.73863e-14j -0.142745+1.01729e-13j -0.0485103+3.40613e-14j -0.034956+2.7274e-14j -0.0135101+9.50534e-15j -0.00647064+4.87928e-15j -0.107589+7.59522e-14j 0.026648-1.71665e-14j -0.0337488+2.44949e-14j -0.0645557+4.45056e-14j -0.0353563+2.3228e-14j -0.044216+3.04021e-14j -0.0958136+6.62138e-14j 0.027198-1.84236e-14j -0.0199372+1.41079e-14j -0.0184935+1.26778e-14j 0.0272016-1.90607e-14j 0.00383583-1.82184e-15j 
0.0891634-2.21166e-14j -0.0101928-5.02241e-15j 0.0236169+2.46225e-15j -0.097621+3.255e-16j -0.100674+9.7323e-16j -0.117581-8.9628e-15j -0.049802+7.57061e-17j -0.199729-5.92259e-15j 0.125086+5.4365e-15j -0.00253736-3.45872e-15j -0.00456174+1.79119e-15j -0.00636216-6.09879e-15j -0.094826-1.19545e-15j 0.0578474+4.10716e-15j -0.00772809-5.618e-15j -0.197071-4.38295e-15j 0.0599297+9.46994e-15j -0.0636911-1.25464e-14j 0.254339+6.32061e-15j 0.173452+2.86133e-15j -0.0555136-5.25742e-16j 0.0755256+7.08814e-15j -0.116881-6.51393e-15j -0.0687372-3.8455e-15j 0.166648-9.90992e-16j -0.16278-5.61223e-15j -0.0520303-1.03181e-14j -0.00484534-1.40473e-15j -0.0694196+5.86296e-15j 0.0360994-7.4874e-15j 0.171592+1.07595e-14j -0.104017-7.39767e-15j 0.108327+4.08661e-15j 0.21049+9.58546e-15j 0.0632985+1.26952e-15j 0.1246+3.91096e-16j -0.102399-6.80425e-16j 0.0908493+3.72629e-15j 0.071766+3.36634e-15j -0.0170583-5.49358e-15j -0.0761541+1.52525e-15j 0.105471+4.15346e-16j -0.0524736-5.35825e-15j -0.0188843-1.08075e-15j -0.0022481+1.87222e-15j 0.0875121+6.25795e-15j 0.0171943+1.36928e-15j -0.0620771+1.14577e-15j -0.10387-2.92509e-15j -0.118777-7.08236e-15j -0.102919-3.46564e-15j 0.0731998+2.81966e-15j -0.0349215-2.59086e-15j -0.0477417-2.44641e-15j 0.0255758-1.54864e-15j -0.0194491+6.52557e-15j 
-0.0172493+3.70786e-15j -0.0396531+5.8318e-16j -0.0732597-2.84059e-15j -0.129362+4.57253e-16j -0.100555+2.30766e-15j 0.0739795+5.28239e-15j -0.12851-2.55056e-15j -0.0773058+5.34073e-15j -0.0768-7.28938e-15j 0.100432+2.05935e-15j -0.0771151-1.004e-15j 0.178667+3.911e-15j -0.0762412+1.71901e-15j -0.0855537-4.97702e-15j 0.184121+3.9957e-15j -0.0674142+8.91687e-15j -0.0208384-2.79026e-15j 0.222824+1.0394e-14j 0.105376-8.05016e-15j 0.130542-3.21411e-15j -0.000572457+2.14826e-15j -0.203414-1.07001e-14j 0.0651437+5.95449e-15j 0.0122276+2.89415e-15j 0.185748-2.7994e-15j -0.0105654+3.38016e-15j 0.245284+6.16323e-15j 0.0720991+4.61573e-15j -0.164051+4.21499e-15j 0.16292+9.65073e-16j -0.0497832-6.4452e-15j 0.0627773+4.5769e-15j -0.0161244-5.0088e-15j -0.063522-8.36202e-15j 0.103891+1.8666e-15j 0.14004-5.09553e-16j -0.00895899+4.78669e-15j -0.027051-4.37215e-15j 0.0427754-8.81042e-16j 0.0576368+6.25113e-16j -0.120144-1.89198e-16j 0.0966768-1.59022e-15j 0.0892105+4.10727e-15j 0.00502906+1.84265e-15j -0.0735163-2.51907e-15j -0.0474239-4.23135e-15j 0.00315648-1.46926e-15j -0.129734-8.90047e-16j -0.0569189+1.84538e-15j 0.040629+4.42798e-15j -0.0641257+1.99641e-15j 0.0173272-1.7413e-15j 0.0111993+1.49567e-15j 0.00911128+1.62793e-15j 0.0337342+5.41201e-15j 0.0721494-2.34747e-14j 
0.0675431-2.15818e-14j 0.0127832-4.88575e-15j 0.0776062-2.13424e-15j -0.0312453+2.9758e-16j -0.062499-6.25778e-16j 0.0778432-1.60915e-15j 0.0975114-1.50368e-15j -0.115299+2.58454e-16j 0.154652-2.53463e-15j 0.015834-3.22246e-16j 0.115032-2.83974e-15j 0.111079-1.52836e-15j 0.00682764-6.4503e-16j 0.0625123-2.28226e-15j 0.244638-2.94724e-15j 0.0232358+2.59975e-15j 0.0312975-7.81907e-16j 0.283322+1.99359e-15j 0.0153586+9.92601e-17j -0.0068674-2.12548e-15j 0.104811+1.69733e-15j 0.0824141+9.09436e-16j 0.17986-7.74206e-16j 0.317388-7.48511e-16j 0.0326782-1.26545e-15j 0.149155+2.84393e-18j -0.145186+2.94333e-15j -0.0696928-3.00813e-15j 0.135853-2.87133e-15j 0.00875441-5.92322e-18j -0.00552338-3.36644e-15j -0.31703-2.22615e-15j -0.0331169+1.45001e-15j -0.202214+1.21455e-15j 0.123543-4.03792e-16j -0.173803+5.47525e-16j 0.0035903+5.28523e-16j -0.133917-5.25148e-15j -0.241351-6.6775e-15j 0.0317655+1.20229e-15j -0.0778525+1.28931e-15j -0.0573001+2.27182e-15j -0.143352-1.32436e-15j 0.0761881+3.0716e-16j 0.019068-4.89508e-16j -0.101275-6.51559e-16j 0.0885109-1.10356e-15j -0.0611733+2.20203e-16j -0.149929-2.56308e-16j -0.0277072-3.12805e-16j -0.0462992+1.19796e-15j -0.0446537-4.78165e-16j -0.0605498+9.59438e-16j -0.009604+3.70111e-16j 0.00986345-2.22001e-15j -0.0226576+9.7909e-15j 
0.010393+1.80491e-15j -0.0723945+9.72209e-16j -0.0984678+1.58209e-15j -0.0317216-4.56165e-16j -0.115644+5.54452e-16j -0.0542863+3.91144e-16j -0.109476+2.21147e-15j -0.0436907-2.56122e-16j -0.0710581+1.10896e-15j -0.131532+1.4942e-15j -0.251773+1.85776e-15j -0.134646+4.5991e-16j -0.0286047-3.7542e-16j -0.0140862+1.83476e-15j -0.0889396+9.25109e-16j -0.0562146-3.20408e-17j -0.153753-5.85326e-15j -0.0149046-3.17014e-16j 0.172231+1.65492e-16j -0.159054+9.40995e-16j 0.0794506+6.29832e-16j -0.0159405+1.67738e-15j -0.111397+2.29828e-15j 0.118749-2.27667e-16j 0.0075199-8.14206e-16j -0.0249687+1.07206e-15j 0.319442-2.72527e-15j -0.114809+4.75424e-15j -0.0575078+4.37512e-15j 0.00462391+5.11639e-16j 0.0136574-1.44143e-15j -0.243454+4.165e-16j 0.150773-1.34046e-15j -0.0784631+2.08929e-16j 0.0461007-6.12352e-16j 0.0686127-1.83704e-15j 0.165528-2.88793e-15j -0.136077+1.24931e-15j 0.0680063-1.91646e-15j 0.0947259-6.05277e-16j 0.014071-1.19525e-15j 0.116183-3.38959e-15j -0.162015-6.06882e-16j 0.13425-1.45999e-15j 0.00236102-1.07968e-15j -0.138805+7.65468e-17j -0.0237583+8.22661e-16j -0.00588859-2.49892e-16j -0.0954155+2.08419e-16j -0.0777361+4.40764e-16j 0.101386-7.47049e-16j -0.0880352+9.1887e-16j 0.0285786-7.89745e-16j 0.0148389-3.08827e-16j 0.0221012-2.69611e-15j -0.0260193+1.26495e-14j 
-0.112319+3.44749e-14j -0.0269733+7.84115e-15j 0.0077557+1.62072e-16j 0.0285101+3.53016e-16j 0.102008+2.17214e-16j 0.0593448+1.86349e-16j -0.00348609+4.60914e-16j 0.0229894+2.6418e-16j -0.052132+1.16356e-16j -0.0770876+3.1542e-16j -0.00529197+6.72061e-17j 0.0512465+3.95252e-16j 0.04931-1.2254e-16j -0.0434724-6.13598e-16j 0.0708992+7.60581e-16j 0.181411-3.28024e-16j -0.0252813-5.91279e-16j -0.121192-1.68548e-15j 0.0484543+5.09797e-16j -0.214155-1.19331e-15j -0.115913-6.99279e-16j 0.0605335+9.60246e-16j 0.109826+5.53047e-16j -0.186596+1.37278e-16j -0.0483094-9.87064e-16j 0.179417-3.82165e-16j -0.0404912-2.60134e-15j 0.0482217+4.60143e-15j -0.322767+7.88863e-15j 0.340708+1.66167e-15j -0.00446458+4.10667e-16j -0.0652403+1.03596e-15j -0.130784-4.28998e-16j 0.13939+1.1302e-15j 0.00211281-9.88462e-16j -0.105171-7.20135e-16j 0.0372003-2.34263e-15j 0.298367+1.90235e-15j -0.0684596+2.79398e-15j 0.074546-1.9192e-15j -0.185088-7.10603e-16j 0.292012+1.43844e-15j 0.0860667+5.50808e-16j -0.21648-2.60536e-16j 0.138248+1.41073e-16j -0.283387-1.77489e-15j -0.0294627-3.66169e-16j -0.0817743-2.95507e-16j -0.0933803+1.03044e-16j 0.0601703+5.53381e-16j -0.112943-5.2865e-16j -0.0719256-8.54968e-16j -0.142135-3.81863e-17j 0.0306978+7.65263e-16j -0.0496177+4.51077e-15j 0.0429874-2.13903e-14j 
