-0.036845-2.85927e-15j 0.156099-1.30431e-15j -0.0453-5.40642e-17j -0.0110402+2.54914e-17j 0.0457556-4.4258e-17j 0.106369-2.888e-16j -0.0496855-2.50737e-18j -0.0261087+1.46651e-17j -0.0625538-1.05272e-16j 0.124757+4.8039e-17j -0.0355024+4.81869e-17j -0.0403038-1.22628e-16j -0.0430747+1.1241e-16j -0.0659326+5.40479e-17j -0.0228201+1.47236e-17j 0.0105723-2.12825e-16j -0.043395+2.64827e-17j 0.0263076-4.19617e-16j 0.0210627-3.30571e-16j 0.0307695+2.09008e-16j -0.0155535+1.07112e-16j -0.0120659-3.00912e-16j 0.0256093-8.68175e-19j 0.0253371-4.66608e-16j -0.0333509+3.43928e-16j -0.031644-2.09855e-16j -0.00283541+4.49436e-16j 0.0247203-5.4852e-16j -0.00511157-3.91564e-16j -0.0238695+4.67536e-16j -0.00426383-1.62192e-16j 0.0065662-1.24792e-16j 0.00963479-7.99027e-17j 0.0103582+1.68013e-16j 0.0083026+6.07523e-15j -0.0146144-2.31785e-16j -0.00176609-3.99655e-17j -0.0201089-5.31817e-16j 0.0127119+2.82129e-16j -0.020004+5.32776e-16j 0.0169845+8.5949e-16j -0.00954108-2.24275e-17j -0.0142591-9.93766e-17j -0.00823777-1.56497e-17j -0.000353999+2.29104e-16j -0.0193532-2.0277e-16j -0.0194787-7.34767e-16j -0.0197536-4.07979e-16j 0.00791882-7.67666e-16j -0.0181109-2.12689e-17j 0.00224877+1.57191e-16j -0.0299968+5.64062e-17j -0.00472085+6.25998e-18j 0.00336742+5.87758e-16j -0.019525-8.65314e-16j 0.0155476+1.10897e-14j 0.0127878+6.95958e-18j -0.034909+3.96917e-17j -0.00821517-1.20617e-16j 0.0068393-3.91622e-17j 0.0329746-1.53402e-16j -0.00189579-4.8054e-17j 0.0611019-1.4314e-17j 0.0144508-9.76958e-17j 0.0312076+3.97033e-17j -0.0521116+3.39438e-17j 0.00475378+2.50484e-17j -0.0400934+4.96014e-17j 0.0699318+1.64184e-16j 0.00652578+1.37765e-16j -0.0609618-1.00581e-15j -0.0641658+2.43735e-15j 
-0.0217536+8.09763e-16j 0.0218026+6.09212e-16j 0.0123401+1.4094e-16j -0.0688202-6.7434e-16j 0.0225034+2.69866e-16j 0.0170902+1.41654e-16j -0.0327425-8.79783e-17j 0.0594983+4.4375e-16j -0.0242798-2.23852e-16j 0.0477915+5.01857e-16j 0.026295-5.56049e-17j 0.00194755-2.41491e-17j -0.0242733+1.52507e-16j -0.00700351+3.27417e-17j -0.0168498-4.88877e-16j -0.0346423-7.39514e-18j 0.0336074+3.07335e-16j -0.0242741-7.82673e-17j -0.0015432+2.10839e-16j -0.00957466-2.83072e-16j -0.031721-1.26407e-16j 0.0176809+4.79166e-16j 0.0025396+1.04302e-16j 0.0162991+1.04564e-16j -0.00236763-2.79971e-17j 0.0255309+8.63405e-16j -0.0334601-1.0653e-15j -0.0160755-5.34586e-16j 0.0211346-3.74038e-16j -0.0300559+1.33527e-16j -0.0136433-6.34849e-16j -0.0197612-2.62831e-16j -0.0128691+1.194e-16j -0.0108631+2.44039e-16j 0.0234618+1.65346e-14j -0.00064103-4.49542e-16j -0.0105258-3.65591e-16j -0.0336793-1.43092e-15j 0.0349082+1.01506e-15j -0.00400135-2.95923e-15j -0.0153053-4.49802e-15j 0.029356+7.04696e-16j -0.00964147+1.96138e-17j -0.00293267-3.34709e-16j 0.0227619-2.90963e-15j 0.0207019+5.26236e-16j 0.0315599+9.16312e-16j 0.00382081+6.05034e-16j 0.0306494-3.07303e-15j 0.0165866+7.12906e-18j 0.00686393+1.75566e-16j -0.0576452-2.74563e-16j -0.00658284-8.02218e-18j 0.0582156+7.70231e-15j -0.042227-2.7726e-15j 0.0756041+5.3996e-14j 0.0587222+9.38984e-16j 0.0225639-1.31853e-16j -0.0124277-2.45754e-16j 0.0225436+4.35505e-16j -0.00767692-4.69835e-16j 0.00932039+2.28052e-16j 0.0538745+5.15191e-16j -0.021936-5.64318e-16j -0.0507054-7.02305e-16j -0.0889981-7.82211e-16j -0.0218001+1.76588e-16j -0.00358964-1.21589e-16j -0.0440709-4.2209e-16j 0.000496614+2.50307e-16j -0.0723255+2.65171e-16j -0.00406631-1.54799e-15j 
0.0010251+6.7402e-17j -0.00129538-1.9639e-17j -0.00169184-5.15563e-17j 0.0330317-5.20141e-17j -0.00795581+2.69892e-16j -0.0428614+3.67258e-16j -0.000162558+1.4068e-16j -0.0154866+1.01182e-16j 0.00477332-3.70747e-18j 0.00146832-1.55533e-17j -0.0288574+9.63686e-17j 0.00403251-3.59864e-17j -0.0121073+3.80552e-17j 0.00881608-2.10276e-17j -0.0458274+2.34824e-16j -0.00412366-2.71881e-16j 0.00542569+5.69187e-17j 0.0090504-8.71254e-17j 0.00615307-2.18321e-16j 0.0316303+3.04638e-16j 0.0328676+3.08309e-17j 0.00175103+2.96258e-16j 0.00830881-3.53766e-18j 0.0138442-8.22404e-17j 0.0235552+1.30363e-16j -0.0116039-6.07495e-16j 0.0277+2.26459e-16j 0.0224542-3.64167e-16j 0.00877136+3.02007e-17j 0.00602527+2.1611e-16j 0.0231827+1.2291e-15j -0.000137738-3.37052e-16j 0.0324757-5.15218e-16j -0.0240341+2.71057e-16j -0.0205299-1.46175e-14j 0.023575+6.79881e-16j -0.0386739-8.23296e-16j -0.0288969-3.77041e-16j -0.00685452+5.4339e-16j -0.0196667-2.22649e-15j -0.00626573-3.31635e-15j -0.0311436+4.95383e-16j 0.0024158-7.87047e-17j 0.0156765-9.30817e-16j 0.0375985-5.84492e-15j 0.0243561+3.9829e-16j 0.053553+1.16824e-15j -0.0104063+3.81352e-16j -0.0431535+4.54172e-15j -0.00748101+4.21929e-16j -0.0192021-3.09373e-16j 0.0233308-8.6255e-17j -0.0249519+9.3749e-17j -0.0220111-2.96735e-15j 0.0522079+2.46485e-15j 0.0376933+2.66915e-14j 0.0164711+1.6844e-16j -0.0253802-5.2377e-17j -0.00760832-1.16241e-16j -0.0288667+1.06732e-16j -0.0575178+1.29153e-16j -0.0155145+2.41951e-16j 0.00410149-3.94257e-16j 0.0245302-4.67744e-16j -0.0178033-1.48293e-16j 0.0275803-3.19151e-16j -0.0199113+4.47527e-16j -0.0607314-9.22395e-17j 0.0062664-2.03473e-16j 0.00278897+1.83471e-16j 0.017365-4.4837e-16j -0.0155501+1.56601e-15j 
-0.00706861+1.71549e-15j -0.0283113+7.30056e-16j -0.0232793-2.58856e-17j -0.0269545-1.6971e-16j 0.0104462+1.22486e-16j 0.0429458+1.07431e-17j 0.0749793+1.95503e-16j 0.0117595+1.75814e-16j -0.0143987-1.23188e-16j -0.0265582+1.00106e-16j 0.00142935+2.18836e-16j -0.0480348-3.78118e-16j 0.0228982-2.11989e-16j 0.012865+1.63793e-16j -0.0150732+1.63289e-17j 0.0192693-2.55085e-16j 0.0149967+1.84195e-16j -0.0157578+4.58899e-16j -0.0414147+2.79748e-16j -0.0153716+4.14373e-17j 0.00141369-7.84422e-18j 0.00582647+4.97699e-16j -0.0176596-9.01292e-17j 0.00438786+8.01315e-17j 0.0566237+6.71629e-17j -0.00753679-2.49876e-16j -0.00120478-1.92079e-16j -0.0437038+1.01859e-15j -0.0270713+7.32835e-16j 0.0147114-3.82911e-16j 0.00409394-3.91024e-16j 0.0309994+4.28733e-16j 0.00379913-1.17489e-16j -0.00616741-2.33543e-17j 0.0124906+8.96361e-15j -0.0021343-4.58537e-16j 0.0096226+1.52584e-16j 0.0580044+7.20222e-16j 0.012522-3.34131e-16j 0.00378441+1.15659e-15j 0.00707955+1.36932e-15j 0.0341477-3.85824e-16j -0.0128807-1.82479e-16j 0.0591382+1.67373e-16j -0.0060417-8.86669e-16j -0.0207594-4.90241e-17j -0.0416934-1.15802e-15j 0.0234165+1.24507e-16j -0.000363575+2.04972e-16j -0.00975387-6.12746e-17j -0.0221827-1.99181e-17j -0.0127832+9.21567e-17j 0.0097596-1.27414e-16j 0.00960934+1.16726e-15j 0.00247583+8.92329e-17j -0.101512-7.20299e-14j 0.0269797+3.38896e-16j 0.012603+3.28223e-16j -0.00458565+1.64178e-16j -0.00244453+1.66049e-16j 0.0232536-1.15663e-16j -0.0381413-8.3664e-17j -0.107329-2.95205e-16j -0.0774196+8.06723e-17j -0.0164896-2.66583e-16j 0.00389577-2.93795e-16j 0.0890546+2.08929e-16j -0.0310984-4.45834e-16j -0.0734869-4.6636e-16j 0.0265316+7.32848e-17j 0.0472558+5.17262e-16j 0.0326875-7.68272e-16j 
0.00170992-1.2252e-15j 0.0244084+9.60043e-16j 0.0218695+1.51319e-15j -0.0146369-1.11826e-15j -0.0589728-4.20309e-15j 0.0274493+1.74002e-15j 0.0192597+1.15623e-15j 0.0162899+1.1711e-15j -0.0271275-1.75399e-15j 0.0296057+1.87373e-15j 0.0429348+2.78114e-15j -0.0102801-7.9053e-16j -0.0816052-4.97455e-15j 0.017922+1.3502e-15j -0.0152117-1.00767e-15j 0.00113963+1.23426e-16j 0.00400386+6.2135e-17j 0.033742+1.55324e-15j 0.0199882+8.10874e-16j 0.0222702+1.88455e-15j 0.0257383+2.10293e-15j 0.0522688+5.36832e-15j -0.00935709-8.19564e-16j 0.0182724+1.03381e-15j 0.00511105+4.12773e-16j 0.0280603+2.70187e-15j -0.031601-2.42592e-15j -0.0090281-1.03802e-15j 0.0208242+9.62316e-16j -0.0228218-9.23663e-16j -0.00141782-3.36985e-16j 0.010364+6.50834e-16j -0.0084428-5.10405e-16j -0.014048-8.60768e-16j 0.0114648+9.24163e-15j -0.0545726-4.43646e-15j -0.0329667-2.22968e-15j -0.0434472-3.78884e-15j 0.0282451+2.42832e-15j 0.0564442+9.79546e-15j 0.0116403+9.90334e-15j 0.0108212-2.17919e-16j -0.0200782-1.42377e-15j 0.0305787+3.28312e-15j -0.0359818+1.58088e-15j 0.0229151+1.23883e-15j -0.0420798-4.16665e-15j -0.0257454-2.36992e-15j 0.0144107-1.03813e-15j 0.0302309+1.81857e-15j 0.000566833+3.30035e-16j -0.00457432-3.05017e-16j -0.04644-3.04693e-15j -0.00634857-1.30772e-15j -0.000725031-7.63842e-17j 0.0416397+3.17926e-14j -0.0168793-1.47044e-15j 0.0392467+2.60218e-15j 0.00466654+2.36783e-16j 0.0138785+1.0894e-15j 0.0518441+3.65767e-15j -0.00337507-5.24212e-16j 0.0251666+1.77532e-15j 0.127252+8.10113e-15j -0.00888962-5.68317e-16j 0.00728148+5.7927e-16j -0.0523133-3.47564e-15j -0.0903335-5.67755e-15j -0.0463168-3.49041e-15j -0.0575663-3.89437e-15j -0.00628486-2.97862e-15j -0.0858824-1.89067e-16j 
-0.0723815+6.44748e-15j -0.00548366+3.115e-15j 0.00848531+2.38115e-16j -0.0253462-2.47351e-16j -0.0784148-1.25603e-16j -0.006345+1.99468e-16j -0.0617449+1.47321e-17j 0.0242417+2.001e-16j 0.00876299-6.17856e-17j 0.00543749+2.49173e-16j -0.00439381+2.57323e-16j 0.00880759+3.2571e-17j 0.0711197-5.48362e-16j 0.0186937+4.47318e-18j -0.00281668-1.31831e-16j -0.000457407-1.54057e-18j -0.0415701+4.5459e-17j -0.0211389+5.50408e-16j -0.0167258+2.80325e-16j -0.000164809+3.33249e-16j -0.00870087+8.71405e-17j 0.00965987+4.82027e-16j 0.0111815-1.56309e-17j 0.0188205-4.19402e-16j -0.0115141-6.67921e-17j 0.0294348+5.4502e-16j -0.00062156-5.38184e-16j -0.0172954+6.78897e-16j -0.00397345+5.10686e-16j 0.0278322-5.26037e-16j -0.003987-1.38114e-16j -0.00997893+2.47484e-16j 0.0147104+4.87849e-17j 0.0149584-5.31809e-16j -0.00765829-4.8543e-15j -0.0239821-6.08365e-16j 0.045955+8.26293e-16j 0.0162674-2.95518e-16j 0.0317436-9.47731e-18j 0.0116633+3.25469e-15j 0.0121986+4.39946e-15j -0.0502647-2.62771e-16j 0.00768713-5.83642e-16j 0.0564095+6.37266e-16j -0.0326844+3.11647e-15j 0.0182914+8.94351e-17j -0.012445-3.16412e-16j 0.0109158-2.69932e-16j -0.0441668+4.75006e-15j -0.0183554+2.6077e-16j 0.0413873-1.83098e-16j -0.0231921-2.74516e-16j -0.0138666-1.99204e-16j 0.0105531+1.63876e-15j -0.0540859-2.30928e-15j -0.046984-3.27417e-14j -0.051536-1.29227e-17j 0.00270524+2.27289e-16j -0.0464068+2.6764e-16j 0.00850584+2.32447e-16j 0.0804677-2.80491e-16j 0.0132459-4.214e-16j 0.111558+1.04565e-16j 0.0126152+7.00993e-16j 0.0067273-1.00706e-16j -0.0231244-1.59987e-16j -0.0502451-3.5341e-16j 0.0862694-6.43268e-16j -0.0198699-3.07152e-16j -0.00238892-4.12076e-16j -0.112857+2.19031e-15j 0.0340243-5.9297e-15j 
0.0232378-2.17616e-15j 0.00330172-1.03042e-15j 0.00618101-2.81815e-17j 0.0220326+5.61591e-17j 0.0530664-2.01296e-16j -0.0121721+1.65857e-16j -0.0564199+1.04101e-16j -0.0123199+1.91009e-17j 0.0265743-4.87252e-17j 0.0195461-1.20731e-16j 0.00601763-7.51659e-17j 0.0398588+1.17471e-16j -0.0157177+1.60782e-16j 0.0568523-1.05241e-16j 0.00131513+8.33715e-17j 0.00635279+8.54518e-17j -0.0184602-2.77002e-17j 0.0204752-3.38443e-16j -0.0115373-1.93029e-16j 0.0279916+5.81397e-16j 0.0163534+4.44032e-16j 0.0598154+2.12886e-15j -0.0340383-9.13488e-17j 0.0238971-4.14468e-16j 0.0149884-8.4275e-17j -0.0142741-6.23066e-16j 0.0411076+4.56549e-16j 0.0396858-6.42233e-16j 0.0143338-2.21053e-16j 0.00732685+7.41041e-16j 0.00495216+1.92109e-16j 0.0119715-9.91475e-18j 0.0105415-2.38896e-16j -0.020514-2.19334e-16j -0.0189213-1.27047e-14j -0.0346278-4.35594e-16j 0.0470286+1.00669e-15j -0.0415174-6.59401e-16j 0.0121712+2.72491e-16j 0.0340924+5.44602e-15j 0.0175732+8.53529e-15j -0.0642581-2.65117e-16j 0.0174441-5.79155e-16j 0.0291612+1.15026e-15j -0.035981+4.36801e-15j 0.0575123-1.20657e-16j -0.0492646-9.81959e-16j -0.016576-7.30183e-16j -0.0598511+5.92015e-15j -0.00070682+4.27913e-16j 0.00972655-2.06197e-16j 0.00652502-1.19291e-16j -0.0275815+5.23128e-17j -0.0516968-6.53264e-15j 0.0568003+2.87867e-15j 0.0020241+1.38718e-15j -0.0509117-1.328e-16j 0.0456179-2.46238e-16j -0.0077382+4.79807e-18j 0.00588873+9.59137e-17j -0.0598601+4.60596e-16j -0.0248516+4.75873e-16j -0.0302377+5.49293e-17j 0.0117784-2.09666e-16j 0.018076-2.96113e-17j -0.0315227-5.33215e-17j 0.0269647+1.38518e-16j -0.0352431+1.80639e-16j 0.00260485-8.95789e-18j 0.0418606+9.02096e-17j 0.0418875-1.03491e-16j 0.0153864+2.94098e-16j 
-0.00835565-4.60636e-16j 0.0298434-3.42959e-16j 0.00611695+2.86488e-17j -0.00321994-2.04066e-16j -0.0231338+3.22352e-17j -0.0119018-8.23811e-17j 0.00592618+1.42873e-16j 0.00188512+8.73377e-17j 0.0430945-1.37024e-16j 0.0307202-9.45542e-17j -0.00806259-3.36207e-18j -0.00588896-9.97052e-17j -0.0102642+1.35838e-16j -0.0102669-4.79462e-17j -0.00762306-8.42319e-17j -0.0117385-1.56147e-17j -0.0347897+2.73997e-16j -0.00426547+1.35866e-16j -0.00939703+1.29046e-17j 0.0062792+2.75368e-16j 0.0305524-2.01563e-17j 0.0209454+6.4873e-16j -0.00327871+2.16992e-17j 0.0157842-3.28415e-16j 0.0168541+1.42131e-16j -0.0541016-3.78747e-16j -0.00727873+5.91538e-16j 0.0245753-2.51143e-16j -0.0308842+3.47218e-17j -0.0127375+3.13698e-16j 0.0155451+4.97135e-16j 0.0138019-2.78697e-16j 0.00446516-2.70229e-16j 0.00275911-1.36997e-16j -0.0288965-1.96999e-14j -0.0221374+2.27509e-16j 0.0168055+1.2766e-16j 0.0132711+2.6901e-17j 0.0228495-9.4726e-17j 1.19252e-05-2.04901e-15j -0.016672-3.23495e-15j -0.018834+2.05896e-16j -0.013931-3.32282e-16j 0.0322857+3.73832e-16j -0.0184928+1.98187e-15j -0.00250696-5.09433e-16j -0.0359111-8.03396e-16j 0.00730136-8.38088e-18j -0.00395552+7.64329e-16j -0.0713382+2.86631e-16j 0.0582876-9.50901e-16j 0.0228367-5.00661e-16j -0.0304919-4.6046e-17j 0.0105561+1.45957e-15j 0.0170176+5.12795e-16j -0.0431942-3.03146e-14j -0.000199505+3.14325e-16j 0.00924883-2.17079e-16j -0.0207518+3.3881e-16j -0.0240991+2.50473e-16j 0.080394-2.63971e-16j -0.0633133+3.70077e-16j -0.00174605+2.05222e-16j 0.0651428-2.68807e-16j 0.0246458-3.46675e-16j 0.0423314-2.04542e-16j -0.0618037+4.96782e-18j -0.0673848+4.40251e-16j -0.0276205+4.20739e-17j -0.0381849-9.36556e-17j -0.023795-1.52295e-15j -0.0577656+3.17152e-15j 
-0.015267+2.46298e-15j 0.00774657-1.47301e-16j -0.0186504+1.53751e-15j 0.0179494-1.26557e-15j -0.00387+4.68757e-16j 0.0694376-6.10562e-15j -0.00628802+4.95215e-16j 0.00501512-5.51255e-16j -0.0243726+1.98406e-15j -0.0105006+8.79325e-16j 0.00669135-6.82871e-16j 0.0155676-1.24535e-15j 0.015485-1.33404e-15j -0.00972057+8.25622e-16j 0.0159662-1.33079e-15j -0.000121178+8.15603e-17j -0.0041209+4.19277e-16j -0.0115907+1.01867e-15j 0.0114354-7.72705e-16j -0.0234889+1.71037e-15j -0.0217481+1.72852e-15j -0.00122655-8.61614e-17j 0.00238126-2.30052e-16j -0.00522819+5.16829e-16j -0.0207515+1.88378e-15j -0.0104119+1.20342e-15j -0.0118325+1.05523e-15j -0.0020608-1.13269e-16j 0.00218931-6.70112e-16j -0.0343862+2.99991e-15j -0.000817863+1.59303e-16j -0.0284081+2.071e-15j -0.00778797+5.42679e-16j -0.00736175+6.76257e-16j -0.000662632-2.74538e-16j -0.0227789+1.69417e-15j -0.00817069+6.7562e-16j -0.013348+4.85735e-16j 0.0147495-1.18342e-15j -0.0172313-3.25568e-15j -0.0248566-5.16871e-15j 0.0137688-6.22081e-16j -0.00607138+6.75668e-16j -0.0243448+3.21554e-15j -0.0444822+1.09496e-14j 0.0167531-1.06618e-15j 0.0557622-3.52286e-15j -0.0357859+2.72796e-15j 0.00634803-1.41961e-15j 0.00584167-1.46775e-16j 0.0544031-5.24163e-15j 0.0234378-2.47607e-15j 0.0571509-4.8281e-15j -0.00588368-2.68004e-16j 0.010633-3.23885e-16j 0.0403074+2.51749e-14j -0.0332914+2.63251e-15j -0.0224934+1.80703e-15j -0.0267186+2.10524e-15j 0.0231648-1.94125e-15j -0.0253202+2.49694e-15j -0.0817471+7.22632e-15j -0.02226+1.76821e-15j -0.11611+1.0097e-14j 0.0350075-2.83862e-15j -0.00766748+6.98738e-16j 0.116806-1.00191e-14j -0.0230676+2.00849e-15j -0.0389488+3.47837e-15j 0.0480302-4.07612e-15j 0.0361048-2.49068e-15j 0.0290506-3.36751e-15j 
-0.0254481+2.52334e-15j -0.0104435+1.21002e-15j -0.00280164+6.58824e-17j -0.0271617-8.06954e-17j 0.00987274-1.33442e-16j -0.0211595+5.50427e-18j -0.0180168+7.56978e-17j 0.0262931-4.71514e-17j 0.0249288+2.57311e-17j -0.00320896+6.32296e-17j 0.0107462-1.3538e-16j 0.00369693-8.66746e-17j 0.0337962-4.386e-17j 0.0126255-1.4005e-17j -0.0183839-1.50761e-17j -0.0235031+3.68508e-17j 0.00444945-7.71549e-17j -0.0137176+4.1337e-16j -0.0308557+1.64084e-16j -0.000724168+3.15684e-16j 0.00417009+1.84788e-16j 0.0182223+5.50407e-16j -0.00653581-8.57323e-17j -0.00822464+3.04827e-16j 0.0287323-3.27019e-17j -0.0406246-9.57056e-16j 0.0277956+6.4691e-16j 0.0213168-8.85526e-17j -0.0151086-1.72459e-16j -0.00717367+1.88004e-16j 0.01638+8.57941e-16j -0.0124251-1.81783e-16j -0.000411731-1.60463e-17j -0.00785048+1.22606e-16j -0.00626159-4.54272e-15j 0.00456229+1.81398e-16j -0.00774968-1.31399e-16j 0.0126814-1.09438e-16j 0.0319573+4.14875e-17j -0.0296019-4.90454e-15j -0.0202564-7.68822e-15j -0.011541+2.69819e-16j -0.0126351-3.77497e-17j 0.00859755-2.59574e-16j 0.0179901-2.88063e-15j -0.00694089+8.67008e-17j 0.0371221+7.28599e-16j 0.0195688+6.3144e-16j -0.0167071+1.90027e-15j -0.0347889-6.4404e-17j -0.012866+3.49971e-17j -0.00351344+1.21887e-16j -0.0193372+8.6086e-18j 0.0338928+3.85302e-15j 0.00965569+2.17606e-16j 0.0443891+3.10141e-14j 0.0650685+1.85314e-19j -0.00997754-4.45026e-17j 0.0224393-2.2581e-16j 0.00560927-1.37538e-16j -0.0498973+7.1482e-16j -0.0300568+3.69499e-16j 0.000109995+1.49135e-16j -0.0560469+4.29285e-16j -0.0611822+8.85762e-18j -0.0606072+1.89332e-16j 0.0226194-3.14969e-16j -0.025657+6.54557e-17j -0.0302834+4.58471e-17j 0.0360172-2.05628e-16j -0.0364001+1.0781e-15j 0.0284836-2.97153e-15j 
-0.0227804+2.241e-16j 0.0392621+3.61537e-16j -0.0137723-5.97709e-17j -0.00306532-7.65283e-17j -0.00364646-1.92016e-16j 0.0112259+5.21099e-17j -0.00803487+9.90175e-18j -0.0181401-7.73877e-17j -0.0257398-1.10399e-16j 0.0156907+1.513e-16j -0.026866-7.95714e-17j -0.0177192-1.21769e-16j 0.00267769+1.0635e-16j -0.019516-6.56659e-17j -0.0386751-8.40533e-17j -0.00287067-2.66372e-16j -0.00375741-5.68883e-17j -0.00113169+7.04904e-19j 0.00432644-1.41377e-16j 0.0191457+1.48293e-16j -0.00130707-7.49158e-17j -0.0150945-7.74288e-16j 0.0470196+1.99452e-16j -0.00777371+3.42623e-16j 0.00233892-1.29754e-17j 0.0386341+7.8495e-16j 0.00787705-4.18483e-16j 0.0188442+1.01204e-16j -0.0239045-1.01375e-16j 0.0188598+6.04355e-17j -0.00305663-2.99143e-16j 0.0105843+1.62962e-16j -0.000469745+9.58573e-17j -0.00602789+4.17465e-18j 0.0250703+1.78846e-14j -0.00882164-5.72334e-16j 0.00407703+3.79644e-16j 0.0121193+3.54805e-16j 0.00142246-2.26163e-16j 0.0138555+3.55737e-15j 0.0175088+5.44361e-15j -0.0121876-4.75461e-16j 0.0119664-5.32941e-17j 0.00323658+8.00803e-16j -0.0345028+4.73882e-15j -0.0260561-2.16235e-16j -0.00175704-6.52628e-16j -0.0482889-1.09536e-15j -0.0405736+3.63202e-15j 0.00368889+8.35768e-17j 0.00119484-3.64761e-17j 0.0166412+4.69332e-17j 0.0474078+1.41761e-16j 0.00601274+6.92608e-16j 0.017643+7.06509e-16j -0.0171972-1.22013e-14j -0.0223932-1.76103e-16j -0.0173194-1.08152e-16j -0.0171676-1.06615e-16j 0.00485746+1.23321e-16j 0.0352029+2.7609e-16j -0.034282-3.34936e-16j 0.0654331+3.82933e-16j 0.0053694-4.40633e-17j -0.00863611-1.03561e-16j 0.0214692+1.51745e-16j -0.00437414+3.93546e-17j 0.00267446-1.64832e-17j 0.0265037+3.96787e-17j -0.00680739-2.18792e-17j -0.0352343-2.09566e-16j -0.0130497-2.05198e-16j 
0.0131522+3.56692e-16j -0.0354983-1.13614e-16j 0.0238474+1.89138e-16j 0.0197451+1.94443e-16j -0.0466744-3.98363e-16j -0.00994076+6.26953e-17j 0.00276073+1.73843e-17j -0.000132419-7.82264e-17j 0.00255255+2.52985e-17j -0.0105343-1.08288e-16j -0.00729844-1.11581e-16j -0.0109296-2.68935e-16j 0.0201194+9.86541e-17j 0.0511121+3.91168e-16j 0.0295266+3.51299e-16j 0.023979+2.8342e-16j -0.00636185-1.9487e-16j 0.00962384-1.76774e-16j 0.0095936-5.17093e-17j 0.0323657+6.59471e-16j 0.0205313+3.13509e-16j -0.00655254+4.78397e-17j -0.0252734-3.50601e-17j 0.00148174-9.56955e-17j 0.0119275+5.13312e-17j 0.011775-1.81319e-16j 0.0261223+2.91096e-16j -0.0411968+3.21504e-16j 0.0151446+8.7752e-16j 0.0354213-2.79991e-16j 0.000904675+2.41858e-17j 0.000241769+9.39787e-17j 0.018786+3.57447e-17j 0.00688967-8.31916e-17j -0.0397987-2.88359e-14j 0.0513089+1.59519e-15j 0.00357268-1.33101e-16j -0.00139995+6.75483e-16j -0.0537548-7.6364e-16j 0.0136545+6.30676e-15j 0.0365655+1.01028e-14j -0.0312666-8.46105e-16j 0.0169371+1.55571e-16j 0.0265192-9.77256e-16j 0.0418749-6.47258e-15j -0.00976399-2.11325e-17j -0.0135034-2.29937e-16j 0.0344335+7.75908e-16j -0.000230848+2.94086e-16j 0.00649941-1.01051e-16j -0.0580479+4.40395e-18j -0.0562332-4.14574e-18j -0.0397164-8.45669e-17j -0.0480604-5.77607e-15j -0.0607715-2.87405e-15j -0.0674901-4.84869e-14j -0.00874423-1.87246e-17j 6.90806e-05+1.0354e-16j 0.0159371+1.22216e-16j 0.000303368-1.31467e-17j -0.0173836-4.42361e-16j 0.0667742+4.29148e-16j -0.0806564-6.88402e-16j 0.0344578+2.67905e-16j 0.0113365+1.45573e-16j -0.00861528-1.04807e-16j -0.0156048-5.16598e-17j 0.016953+1.03219e-16j -0.0303496-3.16324e-16j -0.0108122-1.23925e-16j 0.0303096-2.47005e-17j 0.00154893+7.23259e-16j 
-0.01615+2.51684e-15j -0.0299837+1.16223e-15j 0.00193129+1.07671e-16j -0.0578531-1.23369e-16j -0.017672+4.95359e-17j -0.04392+9.52701e-17j 0.0417342-8.82023e-17j -0.00445452+3.79497e-18j 0.021042+8.39253e-17j 0.0431949-1.35843e-16j 0.0125953-5.67868e-17j -0.00578191+1.27924e-17j -0.0110495+4.60338e-17j 0.0193603-5.80218e-17j -0.0395724+2.11457e-16j 0.0140602-3.79265e-16j -0.00878182-5.51163e-17j -0.017429+4.68566e-16j -0.0196451+4.66512e-17j 0.0266308+3.48282e-16j 0.0571337-2.51546e-16j -0.0261358-4.52601e-16j 0.00278298+2.01999e-16j 0.0117153-1.63579e-16j 0.0241256+6.00264e-17j -0.0117424-1.19842e-16j -0.00210784+2.26352e-16j 0.00138717+3.84962e-16j 0.000492966+3.93255e-16j 0.0445113-2.27662e-16j -0.0047244-1.38325e-16j 0.0099709+2.79161e-16j 0.0210596-4.18133e-17j 0.0108767-2.22354e-16j -0.0147082-1.01151e-14j -0.0014815+2.89776e-16j -0.0130757-6.09494e-17j 0.0406243+8.92215e-16j 0.00563665-3.11051e-16j 0.0151333+1.88098e-15j 0.0012533+2.91053e-15j -0.0591137-3.62693e-16j -0.0140104-3.05316e-16j 0.0462607-4.58086e-16j 0.0111406-2.99989e-15j 0.0152108-1.3677e-16j -0.0313682-8.18728e-16j 0.000979738-3.66719e-16j -0.0764658+7.90369e-15j -0.0436113+2.44139e-16j 0.00928565-3.33553e-16j 0.0465543-6.84797e-17j -0.0539323+3.53674e-17j 0.0144148+1.72925e-15j 0.000857371+2.76766e-17j -0.0357333-2.52747e-14j 0.0073567+3.01821e-17j -0.00333329-1.42663e-17j 0.00549205+6.57839e-17j -0.0469237+1.35914e-16j 0.0366634-2.33735e-16j 0.0133181-3.13599e-16j 0.0549615+2.43907e-17j 0.059491-2.1746e-16j -0.0694766-4.83997e-17j 0.0635786-5.66515e-17j -0.0239154+3.50007e-17j -0.00434101+8.85966e-17j -0.00903961-4.27354e-17j -0.0171069-5.84573e-17j -0.0264776+6.63831e-16j 0.0157793-1.75162e-15j 
