-0.036845-2.85927e-15j 0.156099-1.30431e-15j -0.0453-5.40642e-17j -0.0110402+2.54914e-17j 0.0457556-4.4258e-17j 0.106369-2.888e-16j -0.0496855-2.50737e-18j -0.0261087+1.46651e-17j -0.0625538-1.05272e-16j 0.124757+4.8039e-17j -0.0355024+4.81869e-17j -0.0403038-1.22628e-16j -0.0430747+1.1241e-16j -0.0659326+5.40479e-17j -0.0228201+1.47236e-17j 0.0105723-2.12825e-16j -0.043395+2.64827e-17j 0.0263076-4.19617e-16j 0.0210627-3.30571e-16j 0.0307695+2.09008e-16j -0.0155535+1.07112e-16j -0.0120659-3.00912e-16j 0.0256093-8.68175e-19j 0.0253371-4.66608e-16j -0.0333509+3.43928e-16j -0.031644-2.09855e-16j -0.00283541+4.49436e-16j 0.0247203-5.4852e-16j -0.00511157-3.91564e-16j -0.0238695+4.67536e-16j -0.00426383-1.62192e-16j 0.0065662-1.24792e-16j 0.00963479-7.99027e-17j 0.0103582+1.68013e-16j 0.0083026+6.07523e-15j -0.0146144-2.31785e-16j -0.00176609-3.99655e-17j -0.0201089-5.31817e-16j 0.0127119+2.82129e-16j -0.020004+5.32776e-16j 0.0169845+8.5949e-16j -0.00954108-2.24275e-17j -0.0142591-9.93766e-17j -0.00823777-1.56497e-17j -0.000353999+2.29104e-16j -0.0193532-2.0277e-16j -0.0194787-7.34767e-16j -0.0197536-4.07979e-16j 0.00791882-7.67666e-16j -0.0181109-2.12689e-17j 0.00224877+1.57191e-16j -0.0299968+5.64062e-17j -0.00472085+6.25998e-18j 0.00336742+5.87758e-16j -0.019525-8.65314e-16j 0.0155476+1.10897e-14j 0.0127878+6.95958e-18j -0.034909+3.96917e-17j -0.00821517-1.20617e-16j 0.0068393-3.91622e-17j 0.0329746-1.53402e-16j -0.00189579-4.8054e-17j 0.0611019-1.4314e-17j 0.0144508-9.76958e-17j 0.0312076+3.97033e-17j -0.0521116+3.39438e-17j 0.00475378+2.50484e-17j -0.0400934+4.96014e-17j 0.0699318+1.64184e-16j 0.00652578+1.37765e-16j -0.0609618-1.00581e-15j -0.0641658+2.43735e-15j 
0.00671057-2.63451e-16j -0.00422582+3.4829e-16j 0.0365753+1.22312e-16j -0.0367748+4.54295e-16j -0.0817875+1.10824e-17j 0.0669421-1.32773e-16j 0.0534209+7.04104e-17j 0.0389631+9.6294e-17j -0.0146042-3.61619e-17j -0.000510294+3.02708e-16j 0.0453207-7.68791e-16j -0.0034317-9.96753e-16j -0.0155129+1.54971e-16j 0.00804281-1.37482e-16j 0.0146128+8.53329e-16j -0.00640947-4.12986e-16j 0.0191314-2.35373e-17j -0.0202373+2.16211e-16j 0.0367104+2.59983e-16j 0.0185776-4.79504e-16j 0.00651249-7.64087e-16j -0.0351932-7.23773e-16j 0.0609618-5.40181e-16j -0.0388807+3.32844e-16j -0.0163888+3.9182e-16j 0.0502444+1.13443e-15j -0.0585919-2.44047e-15j -0.0140679-1.32034e-15j -0.00992301-1.42487e-15j -0.0218957-5.08646e-16j -0.00923506+2.61766e-16j -0.0322998+3.2073e-16j -0.0290484+9.38844e-17j -0.00950058-6.29589e-17j -0.00820323-6.1237e-15j -0.0246733+6.03311e-16j -0.033683-5.38909e-16j 0.0249372+1.35497e-15j -0.0104945+4.01294e-17j 0.0777082+7.03458e-15j 0.00739742+1.1405e-14j 0.0227984+3.46476e-16j 0.00504516-4.33318e-17j -0.0422773+3.25652e-15j -0.0735374+1.24786e-14j -0.0334398-8.6932e-16j 0.030047-3.13051e-15j -0.100821-6.38552e-17j -0.0203861+3.21115e-15j 0.00704333+1.12287e-16j 0.00550319+7.89741e-16j 0.0163286-1.55211e-15j 0.095748-9.58744e-16j 0.0027708+1.69804e-15j -0.0463125-4.40586e-15j 0.0477562+3.13973e-14j -0.020743+1.10658e-15j -0.027347+1.50174e-15j 0.0219512+1.39228e-16j 0.0691875-1.20787e-16j 0.0240212+9.14439e-16j -0.11311+2.07809e-15j -0.00165604-1.43853e-15j -0.0296365+7.09871e-16j -0.060201+6.22569e-16j 0.0121961-9.05193e-16j 0.10208-1.41251e-15j -0.0682343-7.34559e-16j -0.111427-1.57977e-17j -0.0269777-1.10262e-16j 0.0218308-1.43963e-15j -0.0401584+2.51774e-15j 
0.0330192-1.74167e-14j -0.0156758+6.14398e-15j -0.00803873+2.92412e-15j 0.0194663-8.13456e-15j 0.0767267-3.45339e-14j -0.00759994+3.02503e-15j -0.0106071+4.35512e-15j -0.0210851+8.51814e-15j 0.0129159-6.15881e-15j 0.0191424-8.71287e-15j 0.0188129-8.53688e-15j 0.0806593-3.6629e-14j -0.0258088+1.14515e-14j -0.0181576+8.30603e-15j 0.0270737-1.28498e-14j -0.0128045+7.24678e-15j 0.0259258-1.27192e-14j -0.014306+7.1753e-15j 0.0493097-2.35632e-14j 0.00168429-8.16121e-16j 0.0157151-6.90971e-15j 0.0267316-1.10829e-14j -0.00422242+3.43927e-16j -0.00172029+2.2235e-15j -0.0180425+8.24919e-15j -0.00491953+1.34128e-15j 0.0395187-1.70322e-14j 0.0489708-2.38127e-14j 0.0134378-5.92821e-15j -0.0455064+2.20621e-14j -0.0252622+1.04054e-14j -0.0189832+8.94741e-15j -0.0136017+6.62198e-15j -0.0523163+2.45396e-14j 0.0238371+5.87223e-15j -0.0248633+1.03392e-14j 0.0296265-1.23122e-14j -0.0604177+2.62163e-14j -0.0155807+7.28497e-15j -0.00991817+9.12084e-16j -0.0221284+5.44119e-15j -0.0350801+1.5692e-14j -0.0299685+1.34433e-14j -0.066945+3.25859e-14j -0.0401823+2.72133e-14j 0.0647416-2.77925e-14j 0.0755112-3.29931e-14j -0.0213762+1.08145e-14j -0.0351094+1.92767e-14j -0.0123943+6.77435e-15j 0.0353134-1.71045e-14j 0.0466941-2.16357e-14j 0.0184383-1.03574e-14j -0.0235259+6.2394e-15j 0.11972-4.86235e-14j 0.0600903+1.56261e-14j -0.0251386+1.0498e-14j -0.0141765+6.30977e-15j -0.0403004+1.87784e-14j 0.00412686-2.98579e-15j -0.0446612+1.99471e-14j -0.0218231+1.22873e-14j 0.032582-1.45623e-14j -0.0292407+1.42623e-14j 0.050254-2.22665e-14j 0.00686959-2.92959e-15j 0.0184027-8.74475e-15j 0.0516424-2.28787e-14j 0.0497212-2.0671e-14j 0.0266954-1.15612e-14j 0.0322867-1.37333e-14j 0.0377766-1.8123e-14j 
0.0134357-6.85287e-16j -0.00759008-1.92814e-16j 0.0255442+2.79297e-17j -0.00687137+2.51638e-16j 0.00553628-3.49061e-16j -0.0496667-2.1404e-16j -0.00583946+8.82447e-16j 0.0029963-7.34835e-16j 0.0576934+7.20679e-17j -0.0230747+1.68282e-17j -0.0290883-1.09207e-15j 0.0138773-6.57009e-16j 0.051702+2.15191e-16j 0.00955207-6.73201e-16j -0.00159339+5.74333e-16j -0.0288873-5.54485e-17j 0.00179365+2.94834e-17j -0.00703106+5.42069e-16j -0.0192636+4.58686e-16j 0.00243669+3.43383e-16j 0.00737709+9.3733e-17j 0.00636519-4.16566e-16j 0.0327657+4.67995e-16j 0.00470644-2.07725e-16j 0.0342774+3.24475e-16j 0.0195392-3.32792e-17j 0.0641151+5.28743e-16j 0.0259422-5.97547e-16j -0.0299668-7.87194e-16j 0.0136429+4.80639e-16j 0.00510461+3.40107e-16j -0.00843046+7.21394e-17j -0.00339721-6.41991e-17j -0.0188908-4.02357e-16j 0.0328611+2.36956e-14j -0.0118975-1.66822e-16j 0.0273579+9.54322e-16j -0.00656819+2.32307e-16j -0.00767081-1.21405e-15j -0.0332976-5.20937e-15j -0.0156137-7.09952e-15j 0.00406292+3.08932e-16j -0.0223016-8.1548e-16j -0.00357858+4.85518e-16j -0.0181222+2.69722e-15j -0.0200071-9.16335e-16j 0.0435667+1.37647e-15j 0.0192017+1.41091e-15j 0.00935948+4.23647e-17j -0.0379844-7.39784e-16j -0.0571535-4.90453e-16j 0.00968859+1.01875e-16j 0.0163355+5.16349e-16j -0.011913-2.4896e-15j 0.0899792+4.90035e-15j -0.0507057-3.75916e-14j 0.00719854-3.10891e-16j -0.024639-1.14707e-15j -0.0729722-7.63991e-16j 0.0242718-2.35767e-16j 0.104161+1.86108e-15j -0.0618126+3.74822e-16j 0.0189765+2.02986e-16j 0.0360171+7.37733e-16j 0.0434029+1.50902e-15j 0.030645+1.00212e-15j -0.0956386-1.43696e-15j 0.0849676+1.91487e-15j -0.0068435+9.14437e-16j -0.0653062-1.26135e-15j -0.0481131-6.40908e-16j -0.0243318-3.03112e-16j 
0.0120124-1.33612e-15j 0.024766-1.28422e-15j -0.0293645+1.12475e-15j 0.0593542-2.87876e-16j 0.036417+3.51443e-16j 0.00416081-1.37383e-15j 0.0321168-1.21239e-15j -0.035167+1.21943e-15j -0.0204422+2.06983e-15j 0.023195-6.27746e-16j -0.0525669-1.90913e-16j -0.0155509+9.85048e-16j -0.00196278+7.49039e-16j -0.0333672+1.50766e-15j 0.0219402-1.2791e-15j -0.0281396-2.25889e-16j 0.0327054-1.15865e-16j 0.00943954-1.19369e-15j 0.0391469-8.05029e-16j 0.00997596+7.14767e-16j 0.00750688+3.3582e-16j 0.00103074+7.5812e-16j 0.0193042-2.72181e-16j -0.0347891+3.78005e-16j 0.0111451+8.02378e-16j -0.0400839-7.49541e-16j -0.0146867+1.03672e-15j -0.0048214+1.92062e-15j -0.0455291-3.02446e-16j -0.0110099-1.7138e-16j 0.0264854+1.81399e-15j -0.0112707-3.30015e-16j -0.0109621-3.08677e-16j -0.0211564-1.4205e-16j 0.00235628+8.67622e-16j 0.046762+4.6036e-16j 0.000642292+3.12911e-17j -0.0107038-5.52036e-16j -0.0327975+1.34992e-15j -0.0143423-3.14337e-15j -0.0155143-4.96475e-15j -0.00843408-2.94447e-16j 0.00335984+1.30837e-15j -0.0311698+5.48347e-16j 0.00415106-5.12382e-16j -0.0303129+3.37587e-17j -0.0138096-2.35349e-16j -0.00327895-1.45147e-15j -0.0270276+1.391e-15j -0.0202502-4.81832e-16j 0.0267306-1.03421e-15j 0.00369496+1.75841e-16j 0.0468746+3.15874e-16j 0.0130229+1.21132e-15j 0.0147206+1.67448e-15j 0.0343022+2.45138e-14j 0.0450885+1.68456e-16j -0.0365031+9.38002e-16j 0.0427363-7.51913e-16j 0.00673209+4.10094e-16j -0.12644+3.16905e-17j -0.0225818-3.0614e-15j -0.0490027-1.31799e-15j -0.0782289+5.60549e-17j -0.0124085-1.39151e-15j -0.0159197-2.85485e-16j 0.0741791-5.33427e-17j -0.0961554-1.83846e-15j 0.0380788-2.37416e-15j 0.0666773-1.57697e-16j 0.057951-2.79491e-16j 0.00530848+7.34539e-16j 
-0.0157892-1.65049e-15j 0.0113897+1.30595e-15j -0.0350516-4.39452e-15j 0.0126311+1.12283e-16j -0.0182156-3.91821e-15j 0.0335409+5.06262e-15j 0.0539619+7.78054e-15j -0.0368561-4.95733e-15j -0.0593518-8.32172e-15j 0.0142631+1.47616e-15j -0.0117367-5.88565e-16j -0.0359986-4.6683e-15j -0.0259847-3.57348e-15j -0.0575282-8.09059e-15j 0.0267064+3.96987e-15j 0.0109795+2.21576e-15j 0.00865938+6.8326e-16j 0.0271683+3.27928e-15j 0.0284279+4.15163e-15j -0.0190965-3.86268e-15j -0.0020266-3.37954e-16j -0.0362001-6.70915e-15j 0.0131029+2.24052e-15j 0.000815196+4.34447e-16j -0.0198147-3.20931e-15j 0.0168378+4.76452e-15j -0.0175256-1.84932e-15j -0.0442103-5.98231e-15j 0.00147198+1.1189e-15j -0.00457403-8.00322e-16j -0.020272-4.70836e-15j -0.00382852-4.57641e-16j 0.00579992+8.14314e-16j -0.000919357-1.31564e-16j 0.00227118+2.19687e-15j 0.0115714+1.9841e-16j -0.0173105-2.63469e-15j 0.0263174+4.86407e-15j -0.0507162-7.87739e-15j -0.00589878-1.26497e-15j 0.00457262+8.88042e-16j 0.0249109+3.89833e-15j -0.0418708-7.47039e-15j -0.0174037-3.10324e-15j 0.016676-7.37109e-16j -0.0222272-2.62042e-15j 0.0150262+5.04921e-15j 0.0405299+7.42279e-15j 0.0524219+3.88244e-15j 0.00905181+1.0237e-15j 0.0330859+3.98155e-15j 0.000198219+1.7986e-16j 0.00188876-3.65838e-16j 0.0054681+7.71509e-16j -0.00694504+1.62269e-16j -0.0453116-4.08175e-14j -0.00745488-2.78285e-15j -0.0335625-5.13973e-15j -0.0183487-5.69843e-15j -0.0370671-5.64715e-15j 0.070379+1.55639e-14j 0.0962926+1.40647e-14j 0.0417787+8.48462e-15j 0.0187978+5.11121e-15j 0.0668013+1.22782e-14j 0.0440916+7.88654e-15j -0.032997-7.95242e-15j 0.0770687+1.7027e-14j 0.0740961+1.05987e-14j -0.0218062-6.13875e-15j -0.0138689-4.11992e-15j 0.00195765-3.36563e-16j 
-0.0566231+3.87438e-15j 0.00086845+1.81371e-15j -0.036708-6.99769e-16j -0.0274384-2.03065e-16j 0.0234128+1.34534e-16j -0.0296112+2.67945e-17j -0.0128826-2.44039e-16j -0.00777326-6.25695e-17j -0.0245863-6.15338e-16j 0.0363381+1.2002e-16j 0.0332242+6.59641e-16j -0.0108674+5.18003e-17j 0.0290094+1.46561e-16j 0.00897108-1.72607e-16j -0.0645697-8.02209e-16j -0.000773857+3.02408e-16j 0.0208871-3.19107e-17j -0.00510464+3.70458e-16j -0.0496157-1.40181e-16j -0.0199369-3.98745e-16j 0.0267977+1.39948e-16j 0.00658472+5.07717e-16j 0.00958392-3.30052e-16j 0.0506654-2.17545e-17j 0.0121412-1.39078e-16j -0.035397-1.23819e-15j 0.0137222+1.35943e-16j 0.0192998-4.80366e-17j 0.0126322+2.88327e-16j 0.00864156+7.24041e-16j -0.0133045-8.7994e-16j -6.05953e-05+2.87608e-16j 0.0279554+2.23773e-16j 0.0196278+4.5652e-16j 0.0165178+1.21822e-14j -0.0180854-9.98741e-16j 0.0500956+1.38859e-15j 0.00880451+4.04513e-16j 0.0175163+3.77008e-16j 0.0196369-1.15687e-15j -0.0238879-2.52801e-15j -0.00254708-1.02364e-16j -0.0115092+2.61898e-16j 0.00997748-1.17793e-15j 0.0665313-9.25145e-15j 0.00349863+2.20137e-16j -0.0470527-1.66637e-15j 0.0494607+5.84582e-16j -0.0619856+5.51679e-15j -0.0042759+5.26847e-16j 0.0173482+1.26441e-15j -0.0289696+1.33993e-16j -0.038964-5.67708e-16j 0.0906941+1.19598e-14j -0.0493757-4.05708e-15j 0.0597817+4.25731e-14j 0.106345+8.62962e-16j 0.0177489+7.18015e-16j 0.0695887+7.39209e-16j 0.00801672-5.9571e-16j -0.108417-1.34759e-15j 0.0537801+1.59051e-15j 0.0561703+7.91694e-16j -0.0526175-9.20293e-16j -0.117602-1.42689e-15j -0.0784258-6.17141e-16j 0.020585+8.63264e-16j -0.0774045-8.25071e-16j 0.0229409+5.20369e-16j 0.0854636+1.63172e-15j -0.055286+1.88382e-15j 0.0529083-3.59903e-15j 
0.0127262-1.37947e-15j 0.0168384-7.74026e-16j 0.0140277+1.67263e-16j -0.00229623-5.40722e-17j 0.0279843+2.81193e-16j 0.0394152-1.1509e-16j -0.062125+8.2642e-17j 0.0281425+1.06269e-16j 0.0204152+2.2077e-16j 0.0199067+2.75456e-17j -0.00890844+1.12096e-16j 0.0354279+3.16158e-16j -0.00342608-2.5437e-16j 0.0454981-1.86218e-16j 0.00274133+4.68265e-17j 0.00120759+6.68278e-17j -0.0403959+1.44283e-16j -0.00196429-4.74289e-16j 0.00758825+2.13836e-16j -2.11634e-06-8.04225e-18j -0.0132104+2.36321e-16j 0.0153231+6.92308e-16j -0.0380114-6.51738e-17j -3.66397e-05-4.67202e-17j -0.0231255+1.88578e-16j -0.0378356-5.56262e-16j -0.00929106+5.86031e-16j 0.0241143-4.18393e-16j 0.0311716-1.12048e-16j 0.00692898-1.68733e-16j 0.0191088+9.99136e-16j 0.0087862+4.64962e-17j 0.0294067-4.17728e-16j 0.0207002-2.53087e-16j -0.0553432-3.8526e-14j -0.0240831+8.07867e-16j -0.0214388-4.60759e-16j -0.0430331-1.42861e-15j 0.0507453+8.21676e-16j -0.0391022-5.00654e-15j -0.0135729-7.80896e-15j -0.0173007+8.78871e-16j 0.00750198-9.00536e-17j 0.0326527+2.42199e-16j -0.0165363+1.73875e-15j 0.0625452+3.09187e-16j 0.0068897+6.77412e-16j -0.0106776-6.43266e-17j 0.00196348-1.02626e-16j -0.000841702-1.23793e-16j 0.0243396-2.54971e-16j 0.00828445-3.90107e-16j -0.0349074+1.08283e-16j -0.0476072-5.42671e-15j 0.000457468+3.1721e-16j -0.0167628-1.17646e-14j -0.0497211+2.59741e-16j 0.0302552-1.95126e-16j -0.0597038+2.90477e-16j -0.0111133+3.41524e-17j -0.00254468-1.76468e-16j -0.0375454-4.52299e-17j -0.0459634-6.66209e-16j -0.0183823-4.08797e-17j 0.0475624-4.7774e-17j -0.015263-9.4292e-17j 0.0391559-4.18064e-17j -0.00828807-4.459e-16j -0.0481853-3.32351e-16j 0.0150602-1.06869e-16j 0.0331736+9.46401e-17j 0.00522882+3.57989e-16j 
0.0236921-3.04273e-15j -0.00521097+4.41102e-17j 0.0218455-1.87094e-15j 0.0350491-1.15202e-15j -0.00205286+5.86882e-16j -0.01909+1.04576e-15j -0.00182473-5.15669e-16j 0.0164403-1.69399e-15j 0.0395641-2.354e-15j -0.0255891+1.79547e-15j -0.0122203+1.237e-15j 0.011626+1.26741e-16j 0.0249635-2.99879e-15j 0.0172061-2.4007e-15j -0.00550596+2.10578e-16j -0.0177789+1.57222e-15j 0.00660932-1.54551e-15j -0.0116108+1.31993e-15j -0.00670826+1.09372e-15j 0.019646-1.78947e-15j -0.00140756-3.83445e-17j 0.0234313-9.34655e-16j 0.00405095-3.18689e-16j 0.00743819+2.08248e-16j 0.0211743-2.16033e-15j 0.0011758-9.09219e-16j -0.00247835-6.32629e-16j 0.0147802-7.50305e-16j -0.00929644+1.26303e-15j -0.0239951+1.38635e-15j 0.00631206-1.18216e-16j 0.00142719-1.61274e-16j 0.00643771-5.60884e-16j -0.0258716+2.41012e-15j -0.00620762-3.93516e-15j -0.00707242-7.09974e-16j 0.00699368-1.31001e-15j -0.030072+1.58687e-15j 0.0189273-2.60986e-16j 0.0205373-4.02575e-16j -0.00425174+1.86212e-15j 0.00281029-4.29152e-16j 0.00836552-2.26535e-16j 0.00320666+8.51783e-16j -0.0146762+3.51435e-15j 0.0291977-1.13736e-15j 0.0155522-2.10287e-15j -0.0353487+1.80149e-15j -0.0312432+6.12485e-15j 0.00297327+1.66675e-16j -0.0297548+4.36587e-15j 0.000770443+1.71623e-15j 0.0249496-3.09677e-15j -0.0248479-1.79877e-15j 0.0510206-1.47976e-15j 0.0519273+3.18549e-14j 0.0066851-2.31599e-15j -0.0084718+1.99176e-15j -0.00223224-8.64348e-16j 0.0503397-5.40798e-15j -0.0588339+7.12094e-15j -0.0865462+7.92491e-15j -0.0322337+3.09334e-15j -0.0197171+4.11031e-15j -0.0186122+3.6816e-15j -0.023979+4.36078e-15j 0.0334852-4.90357e-15j -0.0688019+4.99758e-15j -0.0447912+4.94254e-15j 0.0111282-1.82761e-15j 0.0344797-2.91453e-15j -0.0213209+2.93158e-15j 
0.0545602-4.15174e-15j 0.0111936-2.56476e-15j 0.0345332+7.24171e-16j 0.0395339+2.46031e-16j 0.0136237+2.15584e-16j -0.066857-8.23319e-16j -0.00902893+5.16786e-16j 0.0208913+5.32919e-16j 0.0832972+1.53836e-15j -0.0153858-6.16877e-16j -0.0244295-7.08403e-16j 0.0413687+7.15076e-16j -0.0403755+1.85093e-16j -0.0335013+2.42654e-16j -0.0025395-1.30257e-16j -0.0315544-2.95962e-16j -0.020379+3.23392e-16j 0.00962748-4.51754e-16j 0.0254142-5.41862e-16j -0.00596924+1.36039e-16j 0.0011004+3.46839e-16j 0.0104506+5.52926e-16j 0.0188641-9.96498e-17j -0.00108804+2.60173e-16j 0.0019733+5.98783e-16j -0.0520472-7.66607e-16j -0.0213267+8.59423e-16j 0.046944+4.12479e-17j -0.00229045-9.41561e-16j -0.0196339+2.84018e-16j 0.0430932+2.51248e-15j 0.0123983-4.78679e-16j 0.000788649-2.81384e-16j -0.00359915-4.64239e-16j -0.0185679-1.31815e-14j -0.0110001+4.63906e-16j -0.0305237-1.88665e-16j -0.00417474-8.76252e-16j 0.02068+3.84878e-16j -0.0140011-4.92395e-15j -0.0265116-8.00409e-15j 0.00378882+9.03969e-16j 0.0270339+1.97656e-16j 0.0176803-6.02438e-16j 0.015282-3.05399e-15j -0.00149841-1.59199e-16j -0.020541+1.16244e-16j -0.00231634-5.77975e-17j 0.0470175-4.6389e-15j -0.045928-9.9488e-16j 0.0505868-1.27574e-15j 0.0535439-6.36408e-17j -0.0296956+4.09384e-16j -0.019969-2.96627e-15j 0.0426515+3.98218e-15j -0.0750552-5.28534e-14j -0.0386953+1.04286e-16j 0.0537675-4.68691e-16j -0.0641209-3.0258e-16j -0.0640016+6.04328e-16j 0.130273-1.75911e-18j -0.0474711-2.91075e-15j -0.0308976-1.34908e-15j 0.147534+2.46848e-16j 0.0924624+3.45393e-16j 0.125048+7.57864e-16j -0.172536-6.86224e-16j -0.0325431-9.8425e-16j -0.00219845-1.47096e-15j -0.107399-1.1903e-15j 0.0195498-2.3969e-15j -0.0996384+5.73304e-15j 
-0.0201681+2.75972e-16j 0.0229344+3.05596e-16j -0.0442316-3.89619e-16j 0.0498194+4.86279e-16j 0.00589967+5.27576e-17j 0.0280729-1.11569e-17j -0.0184825-1.74072e-16j -0.0464072-1.08244e-16j -0.0465834-3.44367e-16j 0.00255234+2.57563e-18j 0.0300728-8.97867e-17j 0.0110848-2.45688e-16j -0.0294965+1.57385e-15j -0.044295+4.03401e-16j -0.0186679-4.10227e-16j 0.0367415-5.46594e-16j -0.0230829+5.58221e-16j 0.0312858-1.09694e-15j 0.0283316-6.15031e-16j -0.0166068-1.02434e-16j -0.00869622-8.14704e-17j -0.000161853-1.4827e-17j 0.00772699+3.59598e-16j 0.0267098-4.49416e-16j -0.0372843+6.30937e-16j -0.000488754+8.28376e-16j -0.0308039-3.17101e-16j 0.00597303-9.28471e-16j 0.0328518-9.16541e-16j -0.0303963+6.43821e-16j -0.0199478-9.68715e-16j 0.00544271-3.70854e-16j 0.0162879-8.95552e-19j -0.00498966+4.08254e-17j 0.00715796+5.98198e-15j -0.0533497-2.71799e-16j -0.0328864+5.52817e-17j 0.0166459-1.50705e-16j 0.0217066+1.21224e-16j 0.0354255+5.64458e-15j 0.0181798+7.98243e-15j -0.00443467-6.44666e-16j -0.00635568+1.01071e-16j 0.0115637-5.05708e-16j 0.00368687-9.15121e-16j 0.034402+2.46033e-16j -0.02702-2.39855e-16j -0.0198835-1.39551e-15j -0.0144264-7.41006e-16j 0.0513688+7.96866e-16j 0.0628316-1.0095e-15j 0.0448056-9.62792e-16j -0.0195336+1.02035e-15j 0.000901739+8.08705e-16j -0.0143349-7.62237e-16j 0.0309134+2.44542e-14j -0.04252+1.23632e-15j 0.0121571-9.99902e-16j 0.0206483+1.28538e-15j -0.0272827+1.79402e-15j -0.0334297-4.11763e-15j 0.0986163-1.37785e-15j 0.0884163+3.78802e-16j 0.00562824-3.15303e-15j 0.0247105-2.34411e-15j 0.00677793-2.22688e-15j 0.0299893+3.17125e-15j 0.0105773-1.60841e-15j 0.110241-1.40237e-16j 0.0510992+2.55239e-15j 0.0113295+8.90512e-16j 0.0318123-4.32862e-16j 
-0.000697298-3.60229e-17j 0.00769461-2.40352e-16j -0.00202244-8.65456e-17j -0.00713295-3.72071e-16j 0.00116577+2.37361e-16j 0.0600013+2.50512e-15j -0.018579-3.01983e-16j 0.025193+1.4695e-15j -0.0011441+4.62042e-16j -0.0210279-1.79376e-15j 0.0183536+7.36312e-16j 0.0344925+1.93708e-15j -0.0141741+8.36022e-17j 0.0209496+8.87094e-16j 0.00899333+5.01588e-16j 0.00280618-1.50606e-16j -0.0313681-1.03957e-15j 0.00478408+3.37671e-16j -0.00832755-6.59664e-16j -0.0282768-2.22485e-15j -0.0137796-9.30066e-16j 0.00944622+3.44703e-16j -0.00822065+3.03201e-16j 0.00725659-1.37305e-16j -0.0284409-8.35577e-16j -0.0106657-1.18512e-15j 0.00137441+3.49155e-16j 0.043168+1.1417e-15j 0.0225078+7.51509e-16j -0.00628856+4.6479e-16j 0.0142756+2.47584e-15j 0.0131773-1.71092e-16j 0.0221271+4.90536e-16j 0.0226934+1.00697e-15j -0.0474984-3.39678e-14j -0.0727421-4.00643e-15j 0.0101274+4.9646e-16j -0.00922294-8.89854e-16j 0.0458073+2.3794e-15j -0.0113242-3.35348e-15j -0.00924153-5.01323e-15j 0.0219774+1.44541e-15j -0.00849022-1.91865e-16j 0.0119344+9.43826e-16j -0.0415302+3.69771e-15j 0.0482444+1.97308e-15j -0.00219404+6.92067e-16j -0.0112905-7.68625e-16j 0.0113417-1.20769e-15j -0.00257891-3.43861e-16j 0.0146879-6.81933e-16j 0.0263164+1.72188e-15j -0.0237197-9.56043e-17j -0.0342935-5.70879e-15j 0.0187906+2.58124e-15j -0.0322175-2.26765e-14j -0.0536695-2.04432e-15j 0.0295398+3.08975e-16j -0.0482495-1.4176e-15j -0.00355796+5.71858e-16j 0.0628224+1.3589e-15j -0.0400773-3.66441e-15j -0.0215151-1.69046e-15j 0.0182131-1.05969e-15j 0.0537305+1.35839e-15j 0.0193379+8.46897e-16j 0.0140245+2.57179e-15j 0.012145+5.31323e-17j -0.0378658-2.42926e-15j -0.0173653-3.03041e-16j 0.0184914+1.11372e-15j -0.00852804+1.15679e-15j 
-0.00517567+5.45878e-16j -0.0130514+3.72359e-16j -0.00727304-4.65607e-16j 0.000194209+4.0829e-17j 0.0220946+4.40676e-16j -0.0139141+1.16391e-15j -0.00691271-7.27487e-16j 0.013409+6.02561e-16j 0.0210638-1.10069e-16j -0.0135591-6.24768e-16j -0.00180052+4.75296e-16j 0.0152142+1.052e-15j 0.0309706+3.72487e-16j 0.00502583+2.26972e-16j -0.0104407-5.73451e-17j -0.0216038-1.80493e-16j 0.00906587-3.41743e-16j -0.00104891+5.24121e-16j -0.0238769-3.06176e-16j -0.012998-1.12015e-15j -0.00519078-7.04015e-16j -0.00810938-6.62409e-16j 0.0115004+2.64404e-16j -0.00735055+2.4437e-16j 0.0120567-7.0714e-16j -0.0463328-2.07494e-15j 0.0241711+8.56735e-16j 0.020058+7.11085e-16j 0.00583526+8.63372e-16j 0.00478307-2.28707e-16j 0.023123+2.1547e-15j -0.0319139-8.5315e-16j -0.00560254+8.07376e-16j 0.0133076+4.95175e-16j 0.00722365+4.52737e-15j 0.00161177-1.43156e-15j -0.0025537-2.0119e-16j -0.00475513-1.76172e-16j -0.000154833+1.12101e-15j -0.0239526-6.95827e-15j -0.0352695-1.06516e-14j -0.0192185+1.11383e-15j 0.0202459+1.83317e-16j -0.0311577-5.03181e-16j 0.00921628-7.16149e-16j -0.0115149+9.04832e-16j 0.038087+1.5714e-15j -0.00443229-6.81554e-17j -0.0274208+2.58223e-15j -0.0206678+2.76985e-16j -0.0110157+4.12869e-16j 0.0256854+9.44008e-16j 0.0265455+1.73768e-16j 0.0100914+7.94178e-16j 0.0217581+1.22943e-15j 0.0689495+4.98689e-14j 0.0252911-6.60363e-16j -0.0225619+1.42744e-16j 0.0220323-6.52704e-16j 0.0113048-3.60743e-17j -0.07104+1.26006e-16j -0.0742827-8.24024e-16j -0.0235395-1.97678e-16j -0.0826623-1.64485e-15j -0.0443685+1.53054e-16j -0.00960424-1.27937e-16j 0.0655743+1.91507e-15j -0.0438332-1.9687e-16j -0.0252517-5.84941e-16j 0.0399265+9.64516e-16j 0.015983+1.09765e-15j 0.0276091-4.40587e-16j 
