-0.128013-0.214045j -0.215337+0.128163j 0.0301509+0.14373j -0.156749+0.0319433j 0.0253169+0.0296597j -0.00998839+0.0608421j -0.0412389-0.0253107j -0.0137671-0.00351061j 0.0333056+0.0476299j -0.0215386+0.0249683j -0.0572579-0.0132753j -0.025185+0.041737j 0.00788279-0.0395869j 0.0216665-0.0270053j 0.0204952-0.0279083j 0.058781-0.0103043j 0.0375382+0.0126549j 0.0233473-0.0674633j 0.0091418+0.00123129j 0.0437887+0.0388772j 0.0587839+0.0214129j 0.0302793+0.0108335j 0.0290867-0.0531368j -0.0453595-0.0973893j 0.0508796+0.00526157j 0.0785744-0.0643822j 0.0697097-0.0502126j -0.0833616-0.070899j -0.0786213+0.0525359j 0.00984477-0.0859435j -0.151094-0.102723j -0.098984+0.112464j 0.128792-0.0109908j -0.0676593-0.127028j -0.106876-0.0658658j 0.0309303+0.142009j -0.0179045+0.0835075j -0.0220241+0.0738464j 0.00343143+0.128131j -0.0295515+0.0708356j -0.0944723+0.0285323j 0.0438426-0.0744641j 0.0320233+0.0361068j 0.0311457-0.0505382j -0.073106+0.10078j -0.058478+0.0793182j 0.00870159-0.0237595j -0.0217637+0.0341761j 0.0159727-0.00201102j -0.0394108-0.0708015j 0.0344893+0.0372049j -0.0031176-0.0555025j 0.0397776-0.0219532j 0.129484-0.0608433j 0.0780457-0.0135277j 0.109167-0.0182101j 0.0198451-0.00234406j 0.0300253-0.00196813j 0.00443472-0.0312625j -0.0415534+0.0169067j 0.0891995-0.0566169j -0.131324+6.68705e-05j 0.0413641+0.0689659j -0.107835-0.041419j -0.125035-0.134321j -0.0528173-0.057584j 0.0298826+0.124867j 0.119284-0.155779j 0.227003+0.123258j 0.111226-0.20389j 0.234503+0.117864j 0.11718-0.233162j 
-0.00716189-0.00644328j -0.00528902+0.0073423j -0.00622451-0.00150329j 0.00553044-0.00397101j 0.00478838-0.00696539j -0.00298899-0.00374245j -0.00522644-0.00176252j -0.00370792-0.00267611j 0.00573183+0.00412881j -0.00392934-0.00152332j 0.000579904-0.00324333j 0.0017303-0.00476588j 0.00109028+0.0025161j 0.00166558-0.0047157j -0.00416202-0.000738518j -0.00243611+0.00300374j 0.00201404+0.00177953j 0.000754749-0.00584871j -0.000121361-0.000897235j -0.00117654+0.00200595j -0.00131949+0.00262182j 0.00260629+0.000595075j 0.00358691-0.0035348j 0.00383105-0.0020362j 0.00206163-0.00109707j 0.00334241-0.00092816j 0.00582443-0.000553876j -0.00422876-0.00620722j -0.00513258-0.00349889j 0.00125091-0.00627425j 0.00149369+0.00402213j 0.00635107-0.00316552j -0.011242+0.00157089j -0.0023756+0.0123009j -0.00350599-0.00568553j -0.0013947+0.00649311j 0.00570754+0.0027337j -0.00218575+0.0030696j -0.00703261+0.000539179j 0.000161684+0.00103403j 0.00438236+0.00267708j 0.00230951-0.00302285j -0.000370165+0.000500108j 0.00247904+0.00332371j -0.000968814-0.00668579j -0.00102838+0.00681866j 0.0038236-0.001333j -0.00147546+0.00762529j -0.000108762-0.00249143j 0.00174876+0.00104989j -0.00301571-0.00266586j -0.0019016-0.000200881j 0.00198339+0.000408428j 0.00523339-0.00246836j 0.00128914-0.00134222j -0.00500868-0.000445972j -0.00859085+0.00181741j 0.00167771+0.00327668j 0.00283054+0.00269692j 0.0024879+0.000872194j 0.00507659+0.00134079j -0.00658198+0.00138373j -0.00349761-0.00897915j -0.00298266+0.000958656j -0.00836217+0.00220009j -0.00203016-0.0091333j 0.000116314+0.000505966j -0.00341831-0.000770354j -0.0124097+0.0068731j 0.00636735+0.0132777j 0.010629-0.00564471j -0.00610232-0.010486j 
-0.00909729-0.00593561j -0.00553439+0.00942701j -0.00223769+0.00379613j -0.00374089-0.000701055j 0.00637841+0.000172357j -0.00272502+0.00651404j -0.00440819-0.000304433j 0.00349991+0.000619868j -0.000757049+0.00531346j -0.00386921+0.000410117j -0.00231405-0.00582917j -0.00554816-0.00178633j 0.00149806-0.00116592j -0.00236917+0.000377008j -0.000995247-0.00245691j 0.000852979+0.00144457j 0.00249457+0.00130795j 0.00194837-0.0033799j 0.000152808-0.000620163j -0.000168474+0.00129576j 0.00171306+0.00505774j 2.75375e-05-0.000905063j 0.00250229-0.00409181j 0.00179397-0.00504999j 0.00380867-0.00113172j 0.00602809-0.000300793j 0.00342714-0.00283739j -0.00646895-0.00502384j -0.00179982+0.00329424j 0.000143226-0.0019264j 0.00216748-0.00380396j -0.00255552-0.00122473j -0.00468447-0.0036911j -0.00333276+0.000134525j 0.00770498-0.0109825j -0.0157707+0.00477359j -0.0138519-0.00937091j -0.000351194-0.0126137j -0.00194722-0.00861428j 0.0013344-0.00599223j -0.000899628+0.000582654j -0.00733232+0.000677102j 0.0093383-0.00564441j 0.0042954-0.00933753j 0.00366905-0.00905667j -6.04875e-05-0.00177816j 0.00932368+0.00227412j 0.0015375+0.0056629j -0.000840089-0.0011043j -0.00126835-5.03862e-05j -0.00320218+0.0033173j -0.00408833-0.00215527j 0.00437997+0.00606413j 0.00806405+0.00151301j -0.00741854-0.00501969j -0.00662675-0.00155433j 0.00536923+0.00650777j 0.00181662-0.000676204j 0.00623431-0.00378249j 0.0034047+0.00104466j 0.00531337-0.00408457j -0.00438197-0.00573635j 0.00231617-0.0122733j 0.00383596-0.00668422j -0.00749001-0.00871366j -0.00415103-0.00223275j -0.000687651+0.0112821j 0.00885371-0.00185218j 0.000354314-0.00893747j -0.0112564-0.00118439j 0.00643788-0.00483765j -0.00469427-0.00629769j 
0.00260035+0.00177041j 0.00105313-0.00294107j 0.0101152-0.00198277j -0.00506821+0.0113648j 0.0113645+0.00298823j 0.0177608+0.0122829j 0.00501968+0.0061768j 0.00405532-0.00806871j -0.00906897+0.00753648j 0.00136519+0.00713032j -0.00462591-0.00150498j -0.0152392+0.0116876j -0.00154644-0.0114986j -0.00194361+0.011258j -0.00224781-0.00418398j 0.00721881+0.000428889j 0.00251694-0.00262052j 0.00157229+0.00521229j -0.000397448-0.00331785j -0.00182051-0.00167891j 0.0106578+0.00510742j -0.0110483-0.00663289j 0.000113248+0.00396321j 0.000865064-0.00513178j 0.00744879-0.00315415j 0.00156599+0.00463555j 0.00324736-0.00797588j -0.00365735-0.00471146j 0.0116347+0.00756379j -0.004051+0.0154949j -0.00618497-0.0112996j -0.0109411+0.0114211j 0.00189127+0.00812249j 0.00705606-0.00551888j 0.00954702-0.00491308j -0.0069064-0.000870028j -0.00936634-0.00427165j -0.000132152-0.011764j -0.0013108-0.0047193j 0.00156108-0.00286071j 0.00263654+0.000792615j -0.00290788+0.000534079j 0.00186032-0.00265184j -0.000315781-0.00300393j 0.0027167-0.00275343j -0.000871325-0.00107486j 0.00508553+0.000397264j 0.000160798+0.00102091j -0.000761722+0.000371359j 0.00115221+0.00134009j -0.00213631+0.000452268j -0.00108908+0.000266279j 0.0026663+0.00189223j 0.00285608-0.000198677j -0.0034174-0.00192876j -0.00268482-0.0004218j 0.00337082+0.00168131j 0.00127288-0.00156616j 0.000912775-0.0022752j 0.00117511+0.000346729j 0.000694785-0.000989624j -0.000859337-0.00380588j 0.000149965-0.00621401j 0.00180074-0.00420947j -0.00548455-0.00284343j -0.000332433-0.000129044j -0.000121912+0.00421854j 0.00442838-0.00357353j -0.00279734-0.0105063j -0.0119915+0.00399742j -0.00313059-0.000316785j 0.000244536+0.00296038j 
0.00692926-0.00634361j -0.00694461-0.00763388j 0.00673902-0.00175228j 0.000753674-0.000612879j -0.0104658+0.0135209j -0.0109361-0.0021453j 0.00615244-0.00539567j 0.0062407+0.0108377j -0.00606345-0.00953272j 0.00598957-0.00631035j 0.0033312+0.00966088j 0.0108371-0.000394751j -0.005142+0.00517997j 0.00206978+0.000167561j 0.0126506-0.000454629j 0.00286545-0.00960271j -0.00830543+0.00513974j 0.00134713+0.00511179j -0.000177015+0.00535578j 0.00924295-0.000848785j -0.00536724-0.0116246j 0.00401083+0.00229245j 0.00262041+0.00523546j -0.0108957-0.00195975j -0.00639036+0.0128701j -0.00414601+0.00255408j -0.00865291+0.00632866j 0.0137041+0.0145991j 0.00456919+0.00736011j -0.014533+0.00187214j -0.000920202+0.00588784j 0.0011818+0.000937264j 0.00924779+0.00529677j 0.00521117-0.00920072j 0.00144873+0.00452353j 0.0053016+0.00210138j -0.00330321+0.00399286j 0.00010258-0.0025489j -0.00313118+0.00119978j 0.00184112-0.00204059j -0.00427295+0.00153115j 0.00234827-0.00231335j 0.00201809+0.00131526j 0.000862817+0.00266405j 0.000948843+0.0025142j -0.00305031-0.00442456j -0.00217553-0.00110726j -0.00161103-0.00138793j -0.00211656-0.00106516j -0.000341095-0.00221477j 0.000697696+0.000148315j 0.000588952-0.000928712j 0.00112965+8.41292e-05j -0.00189827+0.00457585j -0.000348436-0.000317046j 0.00064886-0.00117417j 0.000813536-0.00103736j -0.001019+0.000547059j -0.00388338-0.00189247j -0.00265995+0.00075398j 0.00170802-0.00292551j 0.00523865-0.00228786j 0.00114482+0.00218466j 0.00264+0.00299099j 0.000642482-0.000914301j 0.00107633+0.00543129j 0.00272227-0.00226992j 0.00073615-0.00133335j 0.009398-0.0039487j -0.00419556-0.00939225j 0.00299287+0.00523774j 0.00563339-0.00279351j 
-0.000571665+0.00796654j 0.00802307+0.000779592j -0.00127509-0.0117369j 0.00896176-0.00100084j 0.00988639+0.00639996j -0.00904526+0.00650012j 0.00431253-0.00421853j 0.00344505+0.00536044j 0.0022236-0.014467j 0.0185871-0.00308082j -0.00629454-0.00624079j 0.0105409+0.0110333j 0.00425308+0.00505704j -0.0113503-0.00247768j 0.00511828+0.000656503j 0.00258611-0.00669111j 0.00138249-0.00641961j -0.00648054-0.0058821j 0.00646618+0.00337439j -0.00743787+0.00887058j -0.00381535-0.0208653j -0.00435087-0.0163733j -0.00477225-0.00218352j -0.022689+0.0124204j -0.00391038+0.000357259j -0.00459365-0.00856253j 0.00987366-0.000841223j -0.00253747-0.00941339j -0.00843859+0.00889571j -0.00866113-0.00894194j -0.00846395+0.00433406j 0.00299102+0.00719671j 0.00176555-0.00352984j -0.00490631-0.00324017j 0.00836735-0.00170158j 0.000555587-0.00732724j 0.00127072+0.000680385j -0.00254087-0.00143874j 0.00955998+0.0087486j -0.0154519+0.00990847j 0.00341889-0.00406471j 0.00528249+0.00129239j -0.00626929-0.0034399j 0.0064766-0.00396816j -0.00341712-0.00713818j 0.00564524+0.00959407j 0.00143211+0.00099737j -0.000709915-0.00293986j 0.00391205+0.00909412j -0.00360403+0.00102903j -0.0032828-0.00145069j 0.000858014+0.00487008j -0.00025014-0.00326035j 0.00566151-0.00270699j 0.00293424+0.00131695j 0.00482241+0.00561691j 0.00179326+0.00196601j 0.00822948-0.00542349j 0.00401052+0.00958208j 0.00552569-0.00267746j -0.00692121+0.00432908j -0.00984733+0.00268633j -0.000428265+0.00495578j -0.00607569-0.012668j 0.00655102-0.0106905j 0.00315188-0.0133517j -0.0183897+0.00129943j 0.00574104+0.0118647j -0.0087232+0.000953989j -0.000345184+0.00712534j -0.00540931-0.00175178j -0.00172698+0.00539016j 
0.00171295+0.000110903j -3.84357e-05-0.00197032j 0.00524177-0.000351048j 0.00119113+0.00460718j -0.00449699+6.45133e-05j 0.00247621-0.00642244j 0.00196491+0.000629095j -0.00395818-0.000988841j 0.00313894+0.000413773j -0.00331815+0.00324707j 0.00360429+0.00635106j 0.000608404-0.0015315j -0.00194544-0.0012274j 0.00567426-0.00245146j -0.00105034+0.000611375j -0.00188334-6.99306e-06j -0.00138165+0.00291647j -0.000103425+0.00116565j -0.00176373+0.00135571j 0.00465626-0.0042378j 0.00187233+0.00414282j 0.00359906+0.00539316j 0.0020543+0.00281937j 0.00471052-0.00189403j 0.000659526+0.00196614j -0.00230089+0.00203072j -0.00307651+0.000177917j 0.00362789+0.00576j 0.00402539+0.000629277j -0.00501699+0.00240954j 0.000903379+0.00737417j 0.00432888-0.00123191j -0.000632277-0.00354724j -0.00228741+0.00573355j -0.00234936+0.0118143j 0.011779-0.00871792j 0.0176981-0.000643597j 0.00728339+0.0105861j 0.00791537+0.00969951j -0.00183584+0.0101921j -1.36523e-05-0.00185745j 0.00804347-0.00725081j -0.00331562+0.00833234j 0.00695645+0.00826824j -0.0010876+0.00378011j 0.00441158+0.00466765j -0.00744125+0.00184284j -0.00213209-0.000971415j 0.00267323+0.0022839j -0.000500106-0.00231973j -0.00323005-0.00339915j 0.00304627+0.000500788j -0.00689888-0.0037488j -0.00582469+0.000260768j 0.0084252+7.82947e-05j 0.00643302-0.000730973j -0.00855012-0.000574036j 0.00241007+0.000508678j -0.0014655+0.0101156j -0.000716044+0.000259088j -0.00176724+0.0059008j 0.00143277+0.00698759j 0.000423546+0.0122692j -0.00521884+0.00198245j 0.0116737-0.000633168j 0.00561252-0.00383797j -0.00885569-0.0107073j -0.00308274+0.0100031j -0.000156684+0.0121066j 0.0128516-0.000968382j 0.00548171+0.00611202j 0.00606102-0.00524061j 
-0.00817738-0.000404953j -0.000253473+0.00832976j 0.00589185+0.00972952j -0.007261+0.00525727j -0.00607688+0.000234601j 0.00346212-0.0056599j -0.000323314+0.00536943j -0.00169679-0.00043973j 0.00486241+0.0076239j -0.00932121+0.00709333j 0.00368044+0.00407104j -0.00857763-0.0022038j -0.00584419-0.00306274j 0.00650606-0.00122486j -0.00422575+0.000283286j 0.00137912+0.00256403j 0.000619525+0.00233043j 0.00326762+0.0011095j -0.00549164-0.00133694j 0.00631862-0.00791653j 0.00609938+0.0108583j 0.00538957+0.0105347j 0.00143501-0.00199041j 0.0107965-0.0110253j 0.00263251-0.00249201j 0.00329723+0.00303245j -0.0103706-0.0028815j -0.0035368+0.00978512j 0.00805519-0.000120008j 0.00202045+0.00516849j 0.00283643+0.00144457j 0.000833394+0.000140366j 0.000293104-0.00873338j -0.00640789-0.00227637j 0.00466247+0.00127616j 4.38009e-05-0.00331555j -0.00393583+0.00130549j -0.00244216-0.00207319j 0.00751001-0.000303985j -0.00751246+0.00423759j -0.0010904-0.00208417j 0.00150177+0.0018026j -0.00239678-0.00474818j 0.00143469-0.00478857j -0.00283873-0.00252269j 0.00197424+0.00136925j -0.000695152+0.000569863j 0.000674388-0.00389706j 0.00327012+0.00619004j -0.0040965+0.000566724j 0.000107316-0.000114969j 0.00117525+0.00351943j 5.05176e-05-0.00218737j 0.00108077-0.00029002j 0.000500484+0.00329338j 0.00363347+0.00486903j 0.0053691-0.000700671j 0.00454155-0.00475395j -0.000295876+0.0054307j 0.00188044-0.00162553j -0.00600006+0.00154448j -0.0056839-0.000348302j 7.8005e-05+0.00640268j -0.00250167-0.00964548j 0.00777479-0.00697924j 0.00481438-0.00387547j -0.00886045-0.00216329j 0.001179+0.00582218j 0.000319749-0.00447732j -0.00464626-0.00133134j -0.0072912+0.000131261j 0.000153675+0.00724955j 
-0.000483421-0.0091378j -0.00894848-3.83588e-05j -0.00191312-0.00099434j 0.00217512-0.00320601j -0.00203771-0.00102149j -0.00517831-0.00170037j -0.00199839-0.00301657j -0.00151037+0.00082589j 0.00058796-8.76193e-06j -0.00518783-0.000203405j 0.00310358-0.00072534j 0.000754681-0.00754664j 0.00128013+0.00173745j 0.00132136-0.002967j 0.00163696+7.6388e-05j -0.00219541+0.00159724j 0.000286638+0.00436771j 0.00126187-0.00219382j 0.000785132+0.00163082j 0.00157678-0.000336662j -0.00159862+0.00307926j 0.00597358+0.00311128j 0.00302678-0.000920826j 0.00307538-0.00435095j -0.000344042+0.00360475j 0.00304003-7.20516e-05j 0.00114506+0.00420044j 0.000588515-1.24953e-06j -0.0065455-0.000988919j -0.00181491-0.00699784j 0.00251305+0.000897559j 0.00255475-0.00713159j -0.00532168+0.00822911j 0.00515932+0.0075085j -0.00942891-0.00451646j -0.000738806+0.00990444j 0.00376434-0.000329157j -0.00114273+0.0022787j -0.0139078+0.00158776j 0.00340106-0.00979649j 0.0053151+0.00117128j -0.00415687-0.000236814j 0.00384027+0.000737025j 0.000787511+0.00484586j 0.00132688-0.00331987j -0.00241052+0.00401303j 0.00327624-0.00267842j 0.00259895+0.00918936j -0.00568941-0.00533607j 0.00548113-0.00130813j -0.00246615-0.000819885j -0.00359175-0.000895074j 0.00312828+0.00194884j 0.00239276-0.000966689j -0.00324036-0.00266693j -0.00813927-0.000327504j -0.00706362+0.00384015j -0.000819899+0.00640965j 5.49952e-05-0.00393286j 0.0011774+0.00221188j 0.00720064-0.00421719j -6.45963e-05-0.00119072j -0.00711493-0.0112394j 0.00523496+0.0053131j -0.00664478+0.0108744j -0.00249999+0.00218409j 0.00863453-0.00357634j -0.00713723-0.00185752j -0.0078717+0.00205412j 0.00281784+0.00824549j 0.0106692-0.00824388j -0.00838774-0.0104164j 
0.00191792+0.00461308j 0.00453569-0.00177984j 0.00619597-0.00368683j 0.00296185+0.011028j 0.00422579-0.00912747j 0.0166974-0.00469132j 0.00334471+0.00510852j -0.00857337-0.0088377j 0.00553245+0.00837691j -0.000269492+0.00996173j -0.00343267+0.000124109j -0.00860892+0.0110834j -0.00289235-0.00740008j 0.00454842+0.00415102j -0.00898966+0.00182536j 0.00144603+0.004855j 0.00264476-0.00349432j 0.00100419+7.07115e-05j -0.00316478-0.00204379j -0.0054147-0.0017675j 0.0131465+0.00688549j -0.00639129+0.000389253j 0.000496223+0.00272679j 0.00703233-0.00399892j 0.00499547-0.00974537j 0.00112752+0.0021615j 0.0016799-0.00689038j -0.00515506-0.00429132j 0.00584659-0.0032718j 0.00535776+0.00755993j -0.00317213-0.00191895j -0.000977867+0.00533753j -0.00554547+0.000367564j 0.00217376+0.0084216j 0.00269038+0.00727775j 0.00281186-0.0124922j 0.0148876-0.0089241j 0.0107589+0.00579262j 0.0100621+0.00270797j 0.00413475+0.00986472j 0.00182195-0.000795586j 0.00385015-0.00809052j -0.00103829+0.00883904j 0.00706264+0.00498031j 0.00113165+0.00377463j 0.00591809+0.0022316j -0.00474223+0.00466291j -0.00319066-0.000308494j 0.00416093+0.000108804j 0.000684588-0.000486109j -0.00326712-0.00291442j 0.0035276-0.000359875j -0.00741399-0.000979747j -0.00526532+0.000190912j 0.00785408-0.00368841j 0.00508836-0.00520847j -0.00767312+0.00149976j 0.000979432-0.000608898j 0.00207894+0.00853092j -0.0003552+0.000296119j -0.000317794+0.00794537j 0.00331387+0.00664419j 0.00566288+0.00954151j -0.00578234+0.00369963j 0.00715192-0.00329094j 0.00141637-0.00600719j -0.0101009-0.00315331j 0.00168132+0.00786333j 0.00106332+0.0126567j 0.0128098-0.00184002j 0.00426469+0.00629159j 0.00619055-0.00418498j 
0.00623961+0.00570966j 0.00570979-0.00582475j -0.00936448-0.000687944j 0.000733544-0.005709j 0.000823724-0.00733968j 0.00400646+0.0017987j -0.00336635+0.000309905j -0.00240716-0.00236753j -0.000890388-0.000125837j 0.0041218-0.00411129j -0.00495688-0.0037977j 0.00177684+0.0025973j 0.00473997+0.000136478j -0.0031076+0.0016467j -0.00156558+0.00162871j -0.00119356+0.00290156j 0.000423153-0.00464011j -0.00254487-0.000192806j 0.00262223-0.00160776j -0.0075535+0.00571982j -0.00177342-0.00310476j -0.00554538-0.00567873j -0.00251245+0.00033262j -0.00119933+0.0071118j -0.000643542-0.00371746j -0.000441102-0.00118842j 0.00796812+0.00169425j 0.00328536-0.0112117j -0.00798787-0.00955533j 0.0129733-0.00383557j -0.00204679-0.00788246j -0.00683863+0.00198892j 0.00528731-0.00112315j 0.00157281-0.00417801j -0.0014002+0.00850042j 0.00411645-0.00189125j -5.81828e-05-0.000839999j 0.00535808+0.00163093j -0.00187182+4.05925e-05j 0.00558231-0.00793168j -0.0047298+0.00377528j -0.00129526+0.00296623j 0.00351891+0.00362281j -0.00431453+0.00715099j 0.00663737+0.00845981j -0.00839041-0.00871164j -0.00579276+0.00176971j -0.00037626-0.00330684j -0.00500151-0.00349184j 0.000360154-0.00311158j 0.0064146+0.00243879j -0.00114197-0.00532055j -0.00195517+0.00139316j -0.00836641+0.00603882j -0.00041646+0.00164322j -0.000125772-0.0045075j -0.00128717-0.00500414j -0.00696247+0.00627162j -0.00910753-0.00627378j -0.00725218+0.003119j 0.0028223-0.00289099j 0.0120499-0.00691132j 0.000418394+0.00476335j 0.00859689+0.00940169j 0.00501384+0.00858676j 0.00536667+0.0154541j 0.013679-0.0102508j -0.00775671-0.00749291j 0.013176-0.00300019j -0.00128837-0.0125255j 0.000248974+0.0074307j 0.00747723-0.000338331j 
-0.00024843+0.0024534j 0.00287673+0.00032794j -0.00808028-0.00509421j 0.00505768-0.00372371j 0.00800726-0.0107477j 0.00302917+0.00347056j -0.0021935-0.00148572j -0.00500005-0.00359059j 0.00231169-0.0011355j 0.00406496-0.000849678j -0.00829676-0.00701222j 0.00151642+0.00452718j 0.00592154-0.00218449j -0.00524507+0.00175682j -0.00359167+0.00130897j -0.00054095+0.00457086j 0.00287244-0.00603567j -0.00324193-0.00436423j 0.0036655-0.00223086j -0.00924832+0.00921323j -0.00054503-0.0020761j -0.00819662-0.00667113j -0.00316591-0.00113598j -0.00114138+0.00924136j 0.000753533-0.00722686j -0.000656152-0.00449778j 0.0103167-0.00543443j -0.0106315-0.0140852j -0.0103837-0.000644265j 0.00476742-0.00799403j -0.00414303-0.00257479j 0.000616803+0.00166507j -0.00587536+0.00157188j 0.000649083+0.00689924j -0.00137305-0.00503237j -0.00351371-0.00203059j 0.00423899-0.00439586j 0.00142895+0.001371j 0.000549414+0.00181266j -0.000353034+0.000529563j 0.00362044-0.00122609j -0.00153509-3.29026e-05j 0.000421742+0.00197026j 0.00236072+0.000955692j 0.000491902-0.0015302j 0.00114634+0.00311135j 0.00112613+0.000855335j 0.000951282+0.00320527j -0.000907347-0.000806518j 0.00215821-0.000531303j -0.00133217+0.000502098j -0.000347591-0.000701902j -0.000940365+0.00134985j -0.000122831-0.00161743j 0.000408495-0.00236715j -0.000924966-0.00112132j -0.00370054+0.00196381j 2.97573e-05+0.0015521j 0.00212495+0.000491015j 0.000740739+0.00050455j 0.00337813+0.00119044j -9.3951e-05-0.000151499j -0.00184659-0.00151693j 0.000771528+0.00155715j -0.000258624+0.00287972j -0.00042568-0.000636516j 0.00056197-0.00155208j -0.00168256+0.000883519j -0.00244531+0.00400677j 0.00434752+0.00249555j 0.00387475-0.00133551j -0.00146809-0.00381963j 
0.0128718-0.0047687j -0.00564296-0.0127627j 0.00573913-0.010486j 0.00431619+0.00740075j 0.0100521+0.00076467j 0.0120207+0.00414411j 0.00741182-0.00334494j 0.00340325-0.0067255j -0.00915146+0.00345826j 0.00605675-0.00338095j -0.00428351+0.00270592j 0.00232223+0.011486j -0.00248276-0.00548272j 0.0020409+0.0116961j 0.00302501-0.00524594j 0.00389969-0.00617148j -0.00278857+0.00252073j 0.00172224+0.00432328j 0.00284642+0.000716718j 1.92709e-05+0.00375589j 0.00344197-0.00590018j -0.0129669-0.00529344j 0.00549902+0.00656043j -0.00584778+0.000872648j 0.00416366+0.00373227j -0.000116154+0.004651j 0.00629373-0.00337795j 0.00517427-0.00522814j 0.00490085+0.00596623j -0.00853967+0.00867876j -0.00881628-0.00192579j -0.00455543+0.00813207j 0.00904673+0.0177864j 0.0159973-0.00537765j -0.00208401+0.00610816j 0.00579168+0.000826333j 0.00499249-0.0052628j 0.00668664-0.000659516j -0.00819393+0.00796123j 0.00283481-0.00993031j 0.00546437+0.000596779j -0.00214446-0.00184699j 0.00458394+0.00420237j 0.00548285+0.00898213j 0.00620749+0.000655504j -0.00214446+0.00115136j -0.00264895-0.000327684j 0.00148311+0.00597506j -0.00820045-0.00326031j 0.00567297-0.00449825j -0.00320011-0.00189043j -0.000429065-0.00103817j 0.000427439+5.71826e-05j -0.00140245+0.00159281j -0.000946093-0.00354534j -0.00638439-0.00340673j -0.00858543+0.00495657j -0.000102855+0.0076653j -0.0052712-0.00111454j -0.000984458+0.00401182j 0.00504756-0.00375944j 0.0061662-0.00376804j -0.00635591-0.00413957j 0.00998412+0.00811936j 0.000502544+0.0144668j 0.000801622+0.00485435j 0.0062159-0.01055j -0.0099787+0.00163808j -0.00299676+0.00481183j 0.00625321+0.00305999j 0.00865812-0.0043185j -0.00426509-0.00856687j 
0.0016342+0.00793908j 0.0087634-0.00160123j -0.0129954+0.00827475j -0.00373236-0.0100617j -0.00772582-0.010878j 0.00024768-0.000674117j -0.00750958+0.00327231j -0.00660937+0.00097667j 0.00355237-0.00102484j -0.00143935-0.00269602j -0.00507755-0.00308687j -0.000563614-0.00427104j 0.00623252-8.87712e-05j -0.00333501-0.00287147j -0.00289278+0.00522348j -0.00205907+0.00760309j 4.70314e-05-0.00608757j -0.00355998-0.0010591j 0.000698426-0.00297334j -0.00534389+0.00576205j -0.00380729+0.00269412j -0.000435596-0.000765322j -0.00537336-0.00109005j 0.00649325+0.00574526j -0.00356748-0.00518682j -0.000988718-0.00198007j 0.00445558+0.000973205j -0.0017854-0.00851358j -0.0130643-0.0101957j 0.0152782-0.012284j -0.000781168-0.00618948j -0.00418615+0.00123267j 0.00071305-0.0124556j -0.00823715-0.00227643j 0.00280553+0.00796436j 0.00257309-0.00319843j -0.00177093+0.00135299j 0.00344655+0.000193942j 0.0023417-0.00225174j 0.000472274-0.00474475j -0.00512608+0.00502631j 0.00124426+0.00424667j 0.00210807+0.000338353j -0.00362494+0.00487146j 0.00604044+0.00514563j -0.00884686-0.00505117j -0.00400274+0.0033464j -0.00180711-0.00553001j -0.00155361+0.00057784j -0.00305803-0.00112008j 0.00842964+0.00109174j -0.00325318-0.00309302j -0.00142235+0.000437451j -0.00576516+0.00721401j 0.000118717+0.00375743j 0.00121006-0.0029558j 0.000816269-0.00624562j -0.00359032+0.00404197j -0.009262-0.00229081j -0.00575377+0.00271676j -0.00101015-0.00188807j 0.00623406-0.00726758j 0.00310564+0.00763777j 0.00508567+0.00162689j 0.00874315-0.000148517j 0.00931723+0.00982105j 0.00461683-0.0101843j -0.00533613-0.00220378j 0.0105232-0.00970733j -0.00875984-0.0108375j -0.00261427+0.00659657j 0.00665546+0.00258317j 
