-0.0013953-0.00783207j 0.00790503-0.00118712j 0.00605504-0.00506309j -0.00575322-0.00702389j 0.00533947-0.000927316j -0.00460083-0.00100185j 0.00320897+0.00628655j 0.00672651-0.00315574j -0.000289799+0.0023846j -0.000832013+0.00225856j 0.000310351+0.00356447j -0.00463497-0.00151071j 0.00385395-0.00476374j 0.00134863+0.0018427j 0.000720408-0.000893814j -0.00110593-0.00169276j -0.00198148+0.000721381j -0.00164394-0.00288932j 0.00230838-0.000678892j -0.00367099-0.00487529j 0.000411274+0.0020244j -0.000977789+0.00147396j 0.00230106-0.00436242j 0.00323502-0.000394887j -0.00215138+0.000816135j -0.00263676+0.000364742j 0.0010907-0.000166208j -0.000138007+0.00240487j 0.00011548-0.00208563j -0.00201224+0.00176721j 0.000740206-0.000544542j 0.00275366+0.00257796j -0.000351005-0.000532185j 0.00097837-0.00147847j -0.00274508-0.00143251j -0.0013103-0.00383887j -0.00272548-0.00150088j -0.00131772+0.00433586j -0.000735362+0.000924293j -0.00033751+0.00261747j 0.00070654-0.00174796j 0.00128939+8.92661e-05j 0.00157374-0.000320812j 0.000569578+0.000826309j -0.00134431-0.00322419j 0.003375+0.00128774j -0.00141079+0.000222538j -0.00132063-0.00236194j -0.000311546+0.000412096j -0.00262436-0.000493759j -0.000233994-0.00294244j -6.97888e-05+0.0025255j -0.000942332-0.000801498j -0.000586314-0.000252664j -0.00111154-0.00329506j -0.000233362+0.00108216j 7.80813e-06-0.000176191j 0.00182861+0.000940418j 0.00323502-0.00420672j -0.000727746-0.00107014j 0.00163189-0.000454993j -0.00212823-0.00336487j 0.00113917+0.00551482j -0.00499675-0.000176695j 0.00186069-0.00069292j -0.00688324+0.00926841j -0.0108827-0.00661954j -0.00936141-0.0087631j 1.4913e-05+0.00812076j -0.00101588-0.00427816j -0.00781374-0.00612179j -0.00144963+0.0076349j 0.00127194-0.00587144j 0.0107734+0.00516837j -0.00540472+0.00734589j -0.011363+0.0130906j 0.0145652+0.0124374j 
0.000187497-0.000772554j 0.00531136+0.00370893j 0.00125637+0.00190887j 0.00212853+0.00302872j -0.00146066-0.00424545j -0.00299918-0.00298285j -0.0123872-0.00554883j -0.00465938+0.00742j -0.00237385-0.00177785j 0.0022733-0.00371682j -0.0009788-0.00161948j 0.00596201+0.00345482j 0.00739887+0.00761029j 0.00399482+0.00523779j -0.00312236-0.00177274j -0.00934288-0.00182131j 0.00356956-0.00142191j -0.00360045-0.00282819j 0.00761801+0.00309613j 0.00150415-0.00462026j 0.0141827+0.0107705j -0.00522065+0.00125076j 0.00125007-0.00502068j 0.00328711+0.00569362j -0.00316237-0.00518496j 0.000165841+0.00161227j 0.000280745-0.000510467j 0.000839906+0.00999668j 0.00223942+0.00399087j 0.000200037+0.00525281j -0.0100707-0.00480407j 0.00355011-0.00201555j 0.00532426+0.0101424j -0.00119909-0.00179082j -0.000248617-0.00234244j 0.000725444+0.00302742j 0.00372288+0.00134142j 0.00127945+0.00471317j -0.00512363-0.00725073j -0.00104222-0.000830467j 0.00275514+0.00377701j -6.74488e-06+0.00435584j -0.000950041+0.00142599j 0.00189328-0.00394498j 0.00254168-0.00273722j 0.00172083-0.00085307j -0.0033284-0.000409774j 0.000253306-0.000477659j -0.00348031-0.00232393j -0.00224249-0.00200662j -0.00560227-0.00323755j -0.00377793-0.00329369j 0.00115606+0.000335272j 0.00131287-0.000746118j 0.00435947-0.00214323j -0.000572796-0.0017777j 0.00195408-0.00293001j 0.000863626+0.00050027j 0.00455699-0.0010662j -0.00260428-0.00092491j 0.000670687+0.0049687j -0.00180684+0.000440589j -0.00347796-0.00398718j 0.000435412+0.000732101j 0.000911988+0.00574417j -0.00149189+0.00123969j 0.00117684+0.000536638j -0.00297056-0.00477287j -0.000960904+0.00358759j 0.00233198-0.000302932j 0.00266948+0.000617808j -0.0015756-0.00127662j 0.00074953-0.000652755j -0.000590166-0.00309883j 0.00102449+0.00200289j -0.000443627-0.00706196j -0.00321127+0.00209079j 
0.00318185+0.00843249j -0.00211905-4.0987e-06j 0.00144338-0.00274038j 0.000850603-0.00299591j 0.000835913+0.000441523j 0.00316564-0.000745563j 0.00191335+0.000366143j -0.000997219+0.00143347j -0.012479+0.00771255j 0.0127879+0.00850221j 0.00108543+0.0077422j 0.00723475+0.00302347j 0.0133837-0.000652624j -0.00100647-0.0045463j 0.00299389-0.00367385j -0.0034034+0.000756915j 0.00455606-0.00239235j -0.00340321+0.00646713j -0.00935116+0.00400303j 0.0131394+0.00759796j 8.99567e-05+0.000276501j 0.000563056+0.00244974j -0.00214087+0.00304851j 0.00785661+0.00828497j -0.00842597-0.00139906j -0.00633332-0.000281264j 0.00825405-0.00230398j 0.00757162-0.0015471j -0.000519987+0.00281769j 0.00690914+0.00248134j -0.00616872+0.000998372j 0.0056705-0.00127698j -0.000289634-0.00476056j 0.00413344+0.00104804j 0.00606784+0.0038311j 0.000483879-0.000505359j 0.00021213+0.00192522j 0.0024575+0.00421759j -0.00337924-0.000606224j -0.0024134+0.00031333j 0.0066308-0.00326417j 0.00704218-0.000819593j -0.00404826+0.00522747j 0.00104981-0.00131782j -0.000966482+0.000796476j -0.00240907-0.00123517j 0.00418234+0.00235105j 0.00185921+0.00148387j 0.00163786+0.000744849j 0.000783752+0.00241672j -0.00965048-0.00260832j 0.00179118+0.000871123j 0.00171025-0.000912787j 0.00106293-0.00189589j -0.00204427-0.00248619j 0.00360117+0.00169022j 0.00108108-0.000989613j 0.000506846-0.00159343j 0.00109201-0.00211417j 0.00212008-9.72527e-05j -0.00103631-0.00359976j 0.000828611-0.00211367j 0.00161854+0.00104538j -0.00151241-4.4246e-05j -0.00182308+5.93614e-05j -0.00256364+0.00358689j -0.00394087-0.00136646j -0.00719167-0.0044225j 0.000310172+0.00316428j -0.00245742+0.00123896j 0.00515384+0.00040299j 0.000950328+0.000132887j 0.00272594+0.00192926j -0.00749055-0.00143979j 0.000797774-0.00332621j -0.000965538-0.00274427j 0.00205021-0.000956932j 
0.00273124-0.00483938j 0.000413866-0.00135956j -0.000873643-0.000760026j 0.006247+0.00884896j -0.00189359+0.00226864j 0.00391932+0.00842518j 0.00857314-0.0044166j 0.00181521+0.00596229j 0.00299539-0.00770417j 0.00777415-0.0133964j 0.00781056-0.00627524j -0.00783719-0.00418748j 0.00100572+0.00363821j 0.00417367+0.0069516j -0.0073302+0.00225778j 0.00677377+0.0055482j -0.00611434-0.00586833j 0.000795716+0.00372227j -0.0057444-0.00479017j -0.00449795-0.00294529j -0.00164498+0.00232881j -0.00277715+0.00362625j -0.00321351-0.0023268j -0.00162881+0.0120316j -0.0030818-0.0059036j 0.00250023-0.00175354j -0.001565-0.00327079j 0.00129433+0.000729534j 0.00243272-0.00296097j -0.00167792+0.000313686j 0.00110963-0.00299663j 0.00316162-0.00292351j -0.0047968-0.0051978j 0.00142865+0.00105783j -0.000971475+0.00175242j -0.00107026-0.00127273j 0.000514932-0.00117722j 0.000106226-0.000800519j 0.000866234-0.00205326j -0.00185338+0.000548048j 0.00121099-0.00211426j 0.0016824-0.00364211j 0.00182222+0.00521903j 0.00145419+0.00250734j -0.000491877-0.000761786j 0.0029697-0.00108573j -0.00134967-0.00111112j 0.00296637-0.0020777j 0.000393557+0.00090402j 0.00096101+0.000673947j 0.00016087+0.00203661j 0.000408535-0.00142558j -0.000538452-0.00128126j 0.000780652+0.00340643j -0.00363133-0.00272184j 0.00286641+0.00266394j 0.000835889+0.00221277j 0.002097-0.00432084j -0.00204244+0.00156717j 0.00157973-0.00158434j -0.000843292+0.00331691j 0.00133136-0.00256733j -0.00233946+0.000220983j -0.00164511-0.00158709j -0.00466442-0.0011181j 0.00371771+0.000625555j -0.00201774+0.000495215j -0.000276004-0.00367069j 0.000132842+0.00642084j -0.000928862+0.0016539j -0.00119981-0.00117847j 0.000349063+0.000697012j 0.00166625+0.00582173j -0.000998596-0.00445529j 0.0027316-0.00438376j -0.000502417-0.000534244j -0.001533-0.000585155j 
-0.000278012-0.000131354j 0.0026798-0.0115442j 0.0021347+0.00379599j 0.000691924+0.00254145j 0.00516837+0.0172735j -0.00344929-0.00862946j -0.000949224+0.00292854j -0.00382692+0.0018854j 0.0124207-0.0144649j 0.0110074+0.00739153j 0.00613845+0.00293222j 0.0103661-0.0134576j -0.00370086-0.00283155j -0.00303309+0.00126029j -0.00100365-0.00907781j -0.00407275+0.00491833j 0.00362904-0.000688692j -0.00232936+0.00300825j 0.0051704+0.00299448j -0.0015509-0.00243058j -0.00178091-0.00163718j -0.00352824+0.00092227j -0.00486922+0.00142693j -0.00557378-0.00179501j 0.00287322-0.000283573j -0.000733662-0.00371751j -9.14942e-05-0.00377159j -0.000793002+0.000833383j 0.00113353+0.000570285j 0.00102928+0.00198306j 0.00161682+0.00417468j 0.000434305+0.00254302j 0.000741199+0.00273408j 0.00152818-0.0028847j -0.00220084-0.000905808j -0.0018912+0.00163952j 0.00149464+0.00086557j 0.00264757-0.00261254j -0.00106984-0.00399419j -0.000718585-0.000521572j -0.0019293-0.0028112j -0.0017298+0.00342428j 0.00242763-0.000540251j 0.000102952-0.000507928j -0.000915702+0.000472721j 0.00309003-0.000333142j -0.00151255+0.00175578j 0.000155529-0.00268944j -0.00305969-0.00117912j 0.00127122-0.0015982j 0.000308017-0.00162843j 0.000661972-0.00143725j 0.00214452+0.00108448j 2.74866e-05+0.00205752j -0.00228712+0.004717j -0.00135329-1.70358e-05j -0.00031483+0.000348771j -0.00148028+0.00524737j -0.00152016-0.00121331j -0.00186969-0.000937261j -0.00149361+0.000320522j 0.000368728-0.00140649j 0.00164459+0.0027734j 0.00252156-0.00116219j 0.000449412+0.00340352j -0.000848222+0.000439937j 0.00313723-0.00198191j -0.000273197+0.00144625j 0.00110867-0.000722908j -0.000161504+0.00391768j 0.00377621-0.00148325j 0.00263468-0.000868651j -0.0024233-0.00149333j 0.00112664+0.00565594j -0.00122869-0.000744228j -0.000767149+0.000866822j 0.0016274-0.00222996j 
0.00194476+0.0103906j -0.000407666+0.00338297j 0.00213226+0.00891952j 0.000621802-0.00161228j -0.00502119-0.00199046j 0.00183531-0.00242715j 0.00762677+0.00654629j -0.00480927-0.011596j 0.0110312+0.000198661j -0.0057024+0.0108981j -0.0119173+0.0158021j 0.00597422+0.00811297j 0.00363768+0.00377487j 0.00336892-0.00279455j -0.00704124-0.00148918j 0.0107517-0.00474328j -0.00495194-0.00467396j -0.00120959+0.000391462j -0.0070874-0.0028636j 0.000557502-0.00186271j 0.0019162+0.00328034j -0.00618544-0.000878984j -0.00198941-0.00519622j -0.00498584+0.00664379j -0.0012807-0.00651672j 0.00285832-0.0014551j -0.0056058-0.000995277j -0.00135239+0.00033101j -0.00141186-0.00332266j 0.000754706-0.00103338j 0.00606003-0.00218101j -0.00129559+0.00360905j -0.000617371+0.000442385j -0.00490033-0.00241895j -0.000341726+0.000887674j 0.0025264-0.0027361j -0.00134821+0.00178196j 0.00116936+0.00054306j 0.00188002-0.00228116j 0.000912153-0.00119601j -0.00816072-0.00103258j -0.00267799-0.00103104j -0.00184516-0.000387338j -0.000743905+0.00333286j 0.00303496+0.000872254j 0.00092515-0.0016902j 0.00196861-0.00115023j 0.00340971-0.00262115j -0.000833467-0.000923715j 0.0031744-0.000648383j 0.00395946-0.00114941j -0.0014178+0.00287914j 0.00232313-0.00187233j 0.00229124-0.00249619j 0.000464702-0.00612506j 0.00260637+0.000212394j 0.00281489+0.00172717j 0.00249733-0.0044198j -0.00276231-0.000349874j -0.00123827-0.00112659j -0.0001617+0.00056716j -0.000750386-0.00155454j -0.000663331-0.00118497j -0.00138051-0.00580961j -0.00410563-0.0027214j -0.00172058+0.00797668j -0.00248899+0.00376643j 0.00214326-0.000364283j -0.000363395+0.00130297j 0.00066541+0.00194399j 0.00147331-0.00261156j -0.00210667+0.00353191j 0.00100091+0.00126345j -0.00124973-0.000599445j 0.00243037+0.000593279j 0.00176819-0.00206371j 0.000575613+0.000443508j 
0.00114028-0.00272765j 0.00234098+0.00671207j 0.000372953-0.00489352j -0.00574201-0.00710014j 0.00958482-0.00293376j 0.00720476+0.00196168j -0.000617142-0.00366055j 0.00560363-0.00486794j 0.0019605+0.0101453j 0.0106032-0.00653209j -0.009304-0.00683042j -0.0122436+0.00776288j -0.00455874+0.00343316j 0.000709965+0.00600658j -0.0169018+0.000229793j 0.00339804+0.00122076j -0.000258766-0.000439851j -0.000920421+0.00308331j 0.00973268+0.00217286j 0.00678906-0.00276432j 0.00093854-0.001261j -0.00353732+0.00091215j 0.000676097-0.00131958j -0.00941532-0.00504504j 0.00831258-0.000587761j 0.000699616-0.000227255j 0.000485035-0.0117759j -2.96434e-05+0.00280718j -0.000180261+0.00341392j 0.00114621-0.00295915j -0.00240946+0.00524335j -0.00137511+0.00179709j -0.00172282-0.000558907j 0.00373938-0.00612605j -0.00106479-0.00133293j 0.00243876+0.00353457j 0.000167343+0.00360863j -0.00104011+0.00284218j -0.00116549-0.00418621j -0.00468137+0.000386018j 0.000181003-0.00142848j -0.00292713+0.000223665j 0.000210475-0.000829558j -0.000218704+0.00068314j -0.000756101+0.0021525j 0.00187082-0.00205994j 0.00463862-0.000712974j 0.00296512+0.00493115j -0.00275761-0.00058642j 0.00483892+0.00193489j -0.000325218-0.00412216j 0.00249237-0.00297175j 0.0042319-0.00144748j 0.00015547+0.00124936j 0.00255012+0.00130556j 0.000194081+0.00134069j 0.00281557+0.00292776j 0.00823398+0.00259297j -0.00192066-0.000745079j 0.000417901-0.00404753j -0.00598039-0.00648695j 0.0039241-0.00391213j 0.00577818+0.00120748j 0.0023687+0.000940834j 0.000428301-0.00155249j -0.00389948-0.000366437j -0.00412652+1.733e-05j -0.00339074+0.00133299j 0.00163433-0.000765226j -0.000354259+0.00346185j 0.00616349+0.00559399j 0.00298895-0.0042971j -0.001232-0.00422173j 0.00122603+0.00292617j -0.00304769+0.00250435j 0.000920227+0.00333517j 0.00150756+0.00149847j 
0.00277389+0.00436906j 0.00050253-0.000598697j -0.00288939-0.00143977j 0.000326031+0.000520772j -0.0013568+0.00061652j -0.000866814-0.0105162j -0.0165025+0.0067015j 0.0145456+0.00428591j 0.00772608+0.00375005j -0.00571712-0.00773278j -0.00785853+0.00715355j -0.00770541-0.00212599j 0.000373433-0.00393832j 0.0121956-0.000678162j 0.00233587+0.0115211j 0.00407576+0.0035953j 0.00466285+0.00284407j -0.00823294+0.0100137j 0.00217684-0.00155558j -0.00737616-0.00653773j 0.00340711-0.00470374j 0.000723407+0.00530296j -0.004924-0.00304079j -0.0074826-0.00337591j 0.000905535+0.00315552j 0.0048174+0.00359916j -0.00597673+0.000200958j 0.00261312-0.00221446j 0.00516252-0.00193227j 0.00169943+8.86735e-05j -0.00507525+0.00134451j 5.94042e-05-0.00338961j -0.000641284-0.000869185j 0.000225939-0.000852827j -0.00402096-0.00165871j -0.00120021-0.00275521j 0.00512122+0.00103997j 0.00235792-0.00621398j -0.00425565+0.000350275j -0.00312465+0.000677064j 0.00412241+0.00271426j -0.000158461+0.00282664j 0.00532877-0.000248823j -0.00265835-0.00141276j -0.00764759-0.00295066j 0.00313193+0.00415911j 0.000328387+0.00202331j -0.00212433-0.000623156j 0.00130678+0.00449105j 0.000647332+0.000984773j -0.00308293+0.00607302j -0.000818929-0.000468853j 0.00238228-0.000593182j 0.000875531+0.00046933j 0.000227101+0.00421651j -0.00129354-0.000619354j -0.00109977-0.00137946j 0.000618706+0.00117725j 0.00693969+0.000733087j -0.00153739+0.00243008j -0.00139911+0.00346725j -0.00170602-0.000567151j -0.00319289-0.00539866j -0.000480509+0.0040539j 0.000271792-0.000184564j -0.000208414+0.00106329j 0.000134885+0.0013162j -0.00402597+0.00250405j 0.00172546-0.00106956j -6.01983e-05-0.0015455j 0.00171985-0.00253325j 7.75367e-05-9.41794e-05j -0.00172484-0.00177528j 7.75318e-05+0.00158771j -0.000282775+0.0020371j -0.00349743-0.00262909j 0.00103943+0.00196962j 
-0.00349158-0.00531882j 0.00469494+0.00404262j 0.00776714+0.00913621j 0.0065583+0.0019059j -0.000354234-0.00641775j 0.000550329-0.00388137j 0.00179355-0.00656553j -0.0198855-0.000428503j 0.00655706-0.000932737j 0.000549807-0.00558972j 0.00338667+0.00517757j 0.00275633-0.00183778j 0.00735051-0.00975203j -0.0108197-0.00111052j -0.00896128-0.00500819j -0.0106353+0.00152481j -0.00105799-0.000485622j -0.00302907-0.00284519j 0.00450125-0.0076731j 0.001532+0.00187201j 0.000237448+0.00393899j 0.00169961+0.00333398j 1.26823e-05-0.00137959j 0.00334645-0.0038907j -0.00136009+0.00326277j -0.00406343+0.00621797j -0.0038438+0.0021393j -0.00204859-0.00250709j 0.00397647+0.00197752j 0.0028004+0.000876325j -0.000510789+0.00100287j 0.00127046+0.000702413j 0.00288592+0.00305692j -0.00177944+0.000344323j 0.00169964-0.00100234j 0.00312304-0.00632739j 0.000963603-0.00324206j 0.00596641+0.00337871j -0.00182263+0.00168977j 0.00220984+0.00211252j -0.006017-0.000733624j -0.0007813+0.00139731j -0.000203256+0.00112117j 0.00248788+0.0018649j 0.000241612-0.00123493j -0.00194938+0.0010877j 0.00182756-0.00100136j -0.00286784-0.00573565j -0.00197469+0.0012079j -0.00154724-0.0050803j -0.00459077+0.00284612j 0.00107311+0.000433841j -0.00218659-0.00327642j 0.000898277-0.00284091j -0.0081245-0.00185737j 0.00407285-0.00164542j 0.00143368-0.000780738j 0.00136035-0.00166053j 0.000716653+0.000329888j -0.0040065-0.0043103j -0.00112067+0.00250046j -0.00464127-0.00318355j 0.00446474-0.0018636j -0.00420468+0.000297718j -0.00387955+0.00442224j 0.00277334+0.00211737j 0.000396472+0.00530193j -0.000385015-0.00259811j 0.0012794+0.00399158j 0.0015932+0.00289127j 0.000684072+0.00452892j 0.00180552-0.000192827j 0.00106277+0.000893491j 0.00211762-0.00484037j 0.00149227+0.00153707j -0.00152805-0.00215339j -0.00338781+0.00466152j 
-0.000161584+0.00103222j 0.00566753+0.00341963j 0.00909439+0.00764695j 0.011946-0.00176177j -0.00421999-0.00308162j -0.00787815+0.00330658j 0.000710441+0.0069618j 0.00566453+0.00192755j 0.0028966+0.00675415j -0.00123659+0.00140766j 0.00444661-0.00526431j -0.00512091-0.0011398j -0.0106457-0.00492063j -0.00298496+0.00256577j -0.00717855-0.00849124j 0.00912551+0.00596118j -0.00389357-0.00403648j -0.00507757+0.000662484j -0.00590108-0.00613187j -0.00351363-0.00647405j 0.00506567-0.00371935j 0.00552734+0.00208663j -0.0020887-0.00268436j -1.45667e-05-0.00484749j -0.0005241+0.00536781j 0.00294702-0.000988471j 0.00871927-0.00103743j 0.00514975-0.00266433j -0.00259379+0.000683341j -0.00291048-0.00159897j 0.000626476+0.000133638j 0.0019727+0.000785987j -0.00109918-0.00290123j -0.00504312-4.75519e-05j -0.00180398-0.00172971j -0.00621595+0.000974026j -0.00261254+0.00127577j -0.00370996-0.00194711j 0.00113688+0.00363958j 0.00328944+0.00193238j 0.00282898-0.00210578j 0.00317493-0.000716206j 0.00109699+0.00199649j -0.00441882-0.000589246j -0.00199591-0.000324808j 0.000300973+0.00124408j -0.00279085+0.000675799j -0.00552438-0.00155991j 0.00338122-0.00245116j -0.00597145+0.00451042j 0.00292714+0.00269273j 0.000159419+0.00479832j -0.00351709+0.000986102j 0.00128597+0.000205923j 0.00196111-0.000965899j -0.00121863+0.00147167j 0.000110665+0.000492952j -0.000296735-0.00215639j -0.00272619-0.00453427j -0.00294417+0.00114889j 0.00479642+0.0028812j -0.00182846+0.000301716j -0.0030334+0.00322042j 0.000706607-0.00213842j 0.00308427-0.00154686j 0.00170965+0.00288635j -0.00335467+0.00215421j -0.00462059+0.00333522j 0.00835065+0.00792601j -0.00312375+0.00139029j -0.00124414+6.83919e-05j -0.004157+0.00519139j 0.00286775+0.00547554j -0.00533282-0.00510324j 0.00270647-0.0012545j -0.00446539-0.00365209j 0.000258407+0.00604948j 
-0.00391497-0.00177676j -0.000851194-0.00109938j 7.19839e-05+0.000248677j -0.00312771-0.000572588j 0.0103077-0.0108586j -0.01753-0.00332106j -0.00307564+0.0100013j -0.00528403-0.00244804j -0.0121957-0.00211002j 0.00178323-0.00174366j 0.00545591+0.00166035j 0.00316646+0.00509734j -0.00465903+0.00472782j -0.000945001-0.0113841j 0.00265904+0.000982957j -0.00194252-0.00124024j 0.0125718-0.00301788j 0.00335+0.00491686j 0.00148543-0.00853189j 0.00209553+0.00759014j 0.00174988-0.00266614j -0.000358772+0.00110782j 0.000376223-0.00032565j 0.00122456+0.0077468j 0.00404558-0.00235163j 0.00365978+0.00175513j 0.00283386+0.00771275j -0.0016188-0.00266535j 0.00409679-0.00546182j 0.00139399-0.00241549j 0.0021408+0.0015458j 0.00306877+0.00458207j 0.00499693-0.00184111j -0.00331638-0.00109897j -8.27531e-05+0.00446185j 0.00200712-0.00425841j 0.00100076-0.00110524j -0.00155761-0.00266606j -7.62937e-05+0.0039441j -0.00294155+0.00165949j -0.00269222-0.00272852j 0.00571754-0.000366369j -0.00333236-0.00311508j -0.00259692+0.00121449j 0.00217811+0.00225025j -0.000362425-0.00225512j 0.00224658+0.00459601j 0.00172092-0.00343308j 0.00206757+0.00414995j -0.00108558-0.00208186j 0.00211605+0.00307617j -0.00337238+0.000884806j 0.000970939-0.00118197j -0.000858491+0.00104572j 0.00537196-0.00339372j -0.0056801+0.000216476j -0.00187081-0.000538498j 0.00505329-0.000480622j -0.00190115-0.000953378j -0.00643249-0.00132963j -0.00253425+0.00545834j -0.000710293-0.00160754j -0.00261604+0.00228029j 0.000727627-8.55867e-05j 0.00456757-0.00210913j -0.00174161-0.00252725j 0.00082817-0.00117698j 0.000657773+0.00516825j 0.00133987+0.000315202j -0.000379163-0.0017716j 0.0015159-0.00200984j -0.00542138-0.00451009j -0.00616881+0.00143199j 0.00157539-0.00252228j 0.00187247+0.00132982j 0.000456492+0.00567613j 0.00438635+0.000564704j 
0.0137942+0.0094174j -0.00918793+0.00350329j -0.00137309-0.00973095j -0.0102713-0.000346312j 0.0056147+0.0010309j -0.0119893+0.00320552j 0.00422001+0.00353045j 0.00149516+0.0112595j -0.0111834-0.00551397j 0.0215591+0.00364366j 0.0125768+0.00483317j 4.25368e-06-0.00975836j -0.0013768+0.000359821j -0.00209303+0.00810414j -0.00197412+0.00191903j 0.000743101+0.00817406j 0.00147329-0.00175033j 0.00151195-0.0020552j 0.00723471+0.000712125j 0.00532702+0.000933978j 0.00259553+0.00346559j 0.00334576-0.000409752j 0.00734888+0.00359055j 0.00184339-0.000410863j -0.00188666-0.00341281j -0.00254169+0.00194539j 0.00101769+0.000721257j -0.00191939-0.000160162j -0.000515323-0.000912431j 0.000829311+4.2437e-06j -0.00139851-0.00212326j 0.0032047-0.00184387j 0.00293245-0.00155987j -0.00110806+0.00111366j 0.00183135-0.000452815j 0.000235784-0.00108203j 0.00231221+0.000980812j -0.00159243-0.00186897j -0.0013839+0.000192332j -0.0018032-0.00240278j 0.00151618+0.0045131j 0.00237664-0.000539916j -0.00346425+0.000789747j -0.000174171-0.00171709j 0.000609864-0.00239891j -0.00179327+0.00153469j 0.00218988-0.000262655j -0.000683244+0.001151j 0.00138976+0.00229865j -0.00127337+0.00102032j -0.0022741+0.00151207j 0.00105919+0.000848818j 0.00116617+0.000497398j -0.0028932-0.00162436j 0.00281278-0.000179424j -0.00214833-0.000221913j -0.00106001-0.000610135j 0.00222115-0.000992634j 0.000770971+0.00326002j 0.0010995+0.00413644j -0.000727641+5.71092e-05j 0.000669973+0.00311567j -0.00126389-0.00537494j -0.0035864-0.000345196j 0.00272954-0.0029543j 0.00456187+0.00329828j -0.00112501-0.000708215j 0.000829629+0.000108553j -0.00418073-0.00397667j 0.00397289-0.00434754j -0.0036837-0.00588695j -0.000384157+0.00226984j -5.41366e-05-0.00281266j 0.00235759+0.00378849j -0.000398885+0.00164349j 0.000841829-0.00301608j -0.00124459-0.00252995j 
-0.00480792+0.00250457j -0.0123918-0.00654241j 0.00688924+0.00613498j 0.0111801-0.00624235j 0.0215924+0.000245162j -0.00398931-0.00206253j 0.0025243-0.00227134j 0.00069119-0.00363513j -0.018482-0.0117275j 0.00134897-0.00682741j -0.00507851-0.00727411j -0.014399-0.0084327j -0.00059408+0.00229855j 0.00439731+0.000863794j -0.00756113+0.00184495j 0.00725863-0.00230657j -0.00181499+0.00496284j -0.000147545-0.00203463j -7.19567e-05-0.00572318j 0.0043276+0.00820582j 0.000954642-0.00204228j -0.00151337-0.00199968j -0.00196078-0.00170193j 0.00193691-0.000824453j 0.000779165+0.0022637j -0.00281554-0.00143319j -0.00309842+0.00196666j -0.0018334-0.000999172j -0.00200836+0.000448858j 0.0023793+0.00290784j 0.00135283+0.00199962j -0.00181912+0.0024132j 0.000495631+0.00553124j -0.000124925+0.0004212j -0.000473223+0.0018142j 0.000826358-0.000662012j -5.18689e-05-0.000423344j -0.00293175+0.000795889j -0.00284816-0.00121818j 0.000225852+0.00106806j -0.00427234-0.00175158j -0.000628986+0.00408528j 0.0019531-0.00268046j 0.00158192+0.000240598j -0.00176561+0.00217044j -0.000221679+0.000343975j -0.00103472+0.00153632j -0.00432951-0.00241649j -0.00134931-0.00181251j 0.000415685-0.00251416j 0.00086734-0.00188232j -0.000510219+1.33453e-05j 0.00279654+1.97198e-06j 0.00454837-0.000509896j 0.00312589+0.00400894j 0.00271559-0.00104252j 0.00298448-0.000631658j 0.000280172+0.00322378j 0.00213652+4.94972e-05j -0.00130746-0.000434408j 0.0034852-9.49006e-05j -0.00155856-0.00213906j 0.00300448+0.00274977j -0.00161647-0.00158935j 0.00199806+0.00416822j -0.00318338-0.00079743j -0.000610126-0.000414546j -0.00127882-0.000818492j 0.00248955-0.00162439j 0.00425117+0.00354869j -0.000436174-0.00103555j 0.00179059+0.000761335j 0.00374693-0.000844578j 0.000265359+0.00497297j -0.00526494-0.00182878j 0.000975134-0.000542038j -0.00118804-0.00281084j 
