-0.0013953-0.00783207j 0.00790503-0.00118712j 0.00605504-0.00506309j -0.00575322-0.00702389j 0.00533947-0.000927316j -0.00460083-0.00100185j 0.00320897+0.00628655j 0.00672651-0.00315574j -0.000289799+0.0023846j -0.000832013+0.00225856j 0.000310351+0.00356447j -0.00463497-0.00151071j 0.00385395-0.00476374j 0.00134863+0.0018427j 0.000720408-0.000893814j -0.00110593-0.00169276j -0.00198148+0.000721381j -0.00164394-0.00288932j 0.00230838-0.000678892j -0.00367099-0.00487529j 0.000411274+0.0020244j -0.000977789+0.00147396j 0.00230106-0.00436242j 0.00323502-0.000394887j -0.00215138+0.000816135j -0.00263676+0.000364742j 0.0010907-0.000166208j -0.000138007+0.00240487j 0.00011548-0.00208563j -0.00201224+0.00176721j 0.000740206-0.000544542j 0.00275366+0.00257796j -0.000351005-0.000532185j 0.00097837-0.00147847j -0.00274508-0.00143251j -0.0013103-0.00383887j -0.00272548-0.00150088j -0.00131772+0.00433586j -0.000735362+0.000924293j -0.00033751+0.00261747j 0.00070654-0.00174796j 0.00128939+8.92661e-05j 0.00157374-0.000320812j 0.000569578+0.000826309j -0.00134431-0.00322419j 0.003375+0.00128774j -0.00141079+0.000222538j -0.00132063-0.00236194j -0.000311546+0.000412096j -0.00262436-0.000493759j -0.000233994-0.00294244j -6.97888e-05+0.0025255j -0.000942332-0.000801498j -0.000586314-0.000252664j -0.00111154-0.00329506j -0.000233362+0.00108216j 7.80813e-06-0.000176191j 0.00182861+0.000940418j 0.00323502-0.00420672j -0.000727746-0.00107014j 0.00163189-0.000454993j -0.00212823-0.00336487j 0.00113917+0.00551482j -0.00499675-0.000176695j 0.00186069-0.00069292j -0.00688324+0.00926841j -0.0108827-0.00661954j -0.00936141-0.0087631j 1.4913e-05+0.00812076j -0.00101588-0.00427816j -0.00781374-0.00612179j -0.00144963+0.0076349j 0.00127194-0.00587144j 0.0107734+0.00516837j -0.00540472+0.00734589j -0.011363+0.0130906j 0.0145652+0.0124374j 
4.87734e-05+0.00392361j 0.002742+0.000353307j 0.00533413+9.81244e-05j 0.00122125-4.1187e-05j -0.00119319-0.00187383j 0.00178706-0.00493432j 0.00161933-0.000514948j -1.83911e-05-0.000457489j -0.000753403-0.000488458j -0.000467121-0.00323329j 0.00148235-0.00480984j -0.00253332+0.00531765j 0.00361927-0.00156895j -0.000308671-0.00424521j 0.00265533+0.00228153j -0.00124271-0.000833109j 0.000213763-0.00175074j 0.00246275-0.00331119j 0.0011842+0.00705786j -0.00348892-0.0041835j 0.00108725+0.00138602j 0.000712552-0.00690585j 0.00100917+0.00271787j -0.00245722+0.00743477j 0.00335143+0.00462243j -0.00455654+0.00228181j -0.00698237-0.00712005j -0.000362471-0.00726112j 0.00541535+0.0100082j 0.005457-0.00283766j -0.00192183+0.0034199j -0.00492871-0.000732353j 0.00284649+0.000409652j 0.0060434+0.00579961j 0.00247079+0.0023181j -0.00760415-0.000493876j -0.00555539+0.00397567j 0.000107916+0.00148715j -0.00153754+0.00113161j -0.0102653-0.00644119j -0.00186248-0.00975758j -0.000148906-0.00050508j -0.000902932+0.00755803j -0.00152667+0.00182571j -0.00579053+0.000502009j -0.0033066-0.00288286j -0.00323948-0.00901404j -0.000172627-0.00135542j 0.00645618+0.00737061j -0.00282499+0.00964495j -0.00371484-0.00184674j 0.00397616+0.00094619j -0.00344147+0.00325747j 0.0015766+0.00616512j 0.00492319+0.00535044j -0.00658849-0.00363838j -0.0110361-0.00593515j 0.00426845-0.00301654j -0.000689535+0.00769691j -0.00292103-0.00218336j -0.000695199+0.00555679j 0.00106782+0.00413836j 0.00152649+0.00398232j 0.0030881-0.00583061j -0.000268789-0.00543883j -0.00258557+0.000753569j 0.00073478-0.00324392j 0.00115645+0.00632817j 0.00134269-0.00324514j 1.3485e-06+0.000657104j 0.00332731-0.00126367j 0.00207548+0.00492325j 0.000610673+0.00279581j -0.00104119-0.00260056j -0.00186798+0.00024583j 0.00407642+0.000237113j 0.00140712+0.00265465j 
-0.000796819-0.000382835j 7.25202e-05+0.00160307j -0.00202982-0.000319875j -0.000912372+0.000140179j 0.00165726+0.000981068j -0.00041136-0.00395129j 0.000561694-0.00176536j 0.00222295+0.004763j 0.000155019+0.00107178j 0.000746047-0.000979782j 0.000414688-0.00237588j 0.00324721+0.00291197j -0.0034266+0.00114272j 0.000975494-0.00220997j -0.000435674-0.00417665j 0.0012839-0.00471167j -0.000388717-0.000254403j 0.000320665-0.00564497j -0.00573939+0.000639659j 0.00143131-0.00719484j -0.00293102-0.00497187j -0.00459546+0.0034532j -0.0033084-0.00996655j 0.00131899+0.00333587j -7.1318e-05-0.00566317j -0.00132908-0.00272491j 0.00261937+0.00320779j -0.000660796-0.00643531j -0.00257897-0.00280766j 0.000888601+0.00768651j 0.000627966+0.0014066j 0.007148+0.00186104j -0.00145007+0.00897743j -4.58435e-06+0.0104519j -0.000208247+0.000364975j -0.00336375+0.00628434j -0.00129498+0.000605852j -0.000521286-0.00572856j -0.00220718+0.00573346j 0.00209852-0.00214384j -0.00435269+0.00476562j -0.000112925+0.00988435j 0.0035015-0.00369262j 0.00201916+0.0156266j 0.00595634-0.01772j 0.000254467-0.0132469j -0.00423418+0.00236296j -0.000526712-0.00260704j -0.000650733+0.000565449j 0.00862963-0.000372703j -0.00343129+0.00705552j -0.00144622-0.002562j -0.00186676+0.014097j 0.00140525+0.0013434j 0.00504286-0.00565629j -0.00345313+0.00668536j 0.00313079+0.00653762j 0.00124699-0.000472042j -0.00210243-0.0118912j -0.00524885+0.00120473j 0.00568248+6.80541e-05j 0.00363134+0.0100018j -0.00359481+0.00893625j 0.0050871+0.00336489j -0.00239671+0.00199749j 0.000486372-0.00324653j -0.000942802-0.00491051j 0.00185455+0.00215551j -0.00164418+0.00106456j -4.30656e-05-0.0031877j -0.00237991-0.000521279j 0.000695588+0.00116561j 0.00192503+0.00121339j -0.000592526+2.53932e-05j -0.000984892-0.000599617j 0.000475924+0.00162999j -0.000523231+0.000623605j 
-0.0012074+2.96066e-05j 0.00301175-0.000280143j 0.00226991-0.00354302j 0.0013047+0.00195852j -0.0019006-0.000334459j -0.000459618-0.00297117j 0.000744315-0.0023178j 0.000118112+0.00085599j -0.00176621+0.00286636j -0.000230238-0.00401482j -0.00017806-0.00322031j 0.00264196-0.00427995j -0.00107324+0.00165164j 0.000624923+0.00229149j 0.000192499-0.00498539j 0.0075478-0.00445639j -0.00101738+0.00363681j -0.00547581+0.00148818j -0.00109038+0.00397324j -0.0024651+0.0011739j -0.000347628-0.0109924j 0.000200254+0.00961069j 0.00370415-0.00724008j 0.000535826-0.0107897j -0.0115954-0.000731705j -0.00223254-0.015975j -0.00135268+0.00289863j -0.00455517-0.00557834j -0.00274519+0.00886799j -0.00237269+0.000104035j 0.0039068-0.00895986j 0.00508737-0.000607758j -0.00330447+0.00285875j -0.00117497-0.00787551j 0.000858789+0.00775334j -0.000722431-0.00596607j 0.00182814+0.00598632j -0.00125989-0.00541661j 0.00481915-0.00829062j -0.00400121-0.00126264j -0.00642647-0.00776913j -0.00286715-0.00182353j 0.00424208+0.000547575j -0.000833764+0.00162503j -0.00135553+0.0059019j -0.00402138+0.0028581j 0.00384956-0.00739674j -0.00120723+0.0107394j -0.00111878+0.0124296j -0.0022577-9.68673e-05j 0.00215536-0.00516163j -0.00548429+0.00113945j 0.0051659-0.00933903j -0.00386815-0.00470406j 0.00341985+0.00440971j 0.00130034+0.00262987j -0.00341698+0.00235407j -0.00611185-0.00017838j -0.00280354-0.00220009j 0.00226671+0.00118163j 0.000252371+0.00353302j 0.00343981+0.0011884j 0.000738365+0.001876j -0.00400332-0.00303683j 8.05312e-06+0.000984729j 0.003554-0.00164645j 0.000647204-0.000886693j 0.00229096+0.00219656j -4.63537e-05+0.000506895j 0.000728442-0.00196593j -0.00159266-8.35826e-05j 0.00205557+0.00172725j 0.000429135+0.00216373j 0.000439016-0.00385087j -0.00296767+0.00183355j 0.00115749-0.00103276j 0.000536119+0.00119616j 
-0.00495548+0.00252684j 0.00140592+0.00444329j 0.00385771-0.00250958j 0.00351747+0.00193846j -0.00351531-0.0043372j 0.00399249-0.00324989j 0.00230688+0.00121369j 0.00299368-0.00138469j -0.000233317-0.00337668j 0.0003019+0.00288145j 0.00477585-0.00247339j -0.00189936-0.00446574j 0.00449448+0.00116678j 0.000762057+0.00259978j 0.00156492+0.00745985j -0.0033644+0.00205121j -0.00247301+0.0019714j 0.00148022+0.00181809j 0.00320221+0.00487683j -0.00142153+0.000948226j -0.00190781+0.00146079j -0.00485307+0.00130271j 0.00495873+0.00497822j -0.000747137+0.00753046j -0.00326971-0.0011927j -0.000142586+0.000251233j 0.00206218-0.00340564j -0.00123244-0.00533219j -0.00406004-0.000257245j 0.00403575+0.00287058j -0.0015033-0.00194925j -0.00203056-0.00112245j 0.00398993-0.00230367j -0.00201563-0.00505613j -0.0027414+0.00117303j -0.00143304+0.00837957j -0.000543953+0.00517054j -6.48186e-05-0.00323096j 0.00166937+0.00360753j 0.00645058+0.00145919j 0.00870432+0.00163852j -0.0001668+4.93778e-05j -0.00606605-0.00230741j 0.00255603-0.00225804j -0.00510351-0.000507326j 0.00143597-0.00448143j -0.000835466+0.0035044j -0.00508246-0.00169201j -0.000234321+0.0017946j -0.00836674-0.00132294j -0.00776346+0.000186753j 0.00608017+0.00259059j 0.00491277+0.00694145j -0.00419863-0.00233768j 0.00708817-0.000295575j 0.00135932-0.00389721j 0.00503001+0.00605705j -0.000520629+0.00059705j 0.000151693-0.00224134j 0.00104964+0.00416225j 0.00365645-0.00351084j -0.000266851-0.00337576j -0.00233231-0.00781036j 1.92046e-05+1.73131e-05j 0.000909434-0.003828j 0.00232925+0.00358699j 0.0034225+0.00501965j -0.00405683-0.00364271j 0.00431516+0.00140358j 0.000915059+0.00426437j 0.0015674-3.62923e-05j 0.00215771-0.000630853j -0.00240829+0.00572348j 0.0032056-0.00652646j -0.00835383-0.00404139j 0.00266095+0.00412629j 0.00167713+0.00499339j 
-0.000296285+0.00178531j 0.000122671+0.00057452j 0.000508873+0.00390163j -0.00125424+0.00315203j 0.000880679-0.00113431j 0.00224653-0.00542508j 0.000991247-0.00341919j 0.00182994+0.00153821j 0.0012201+0.00327337j 0.000913304+0.000571006j 0.00268236+0.0064393j 0.00090958+0.00117125j -0.0026489+0.00322156j -0.00460028-0.00187893j 0.00102208-0.00649306j 0.00159692+0.00153598j 0.00455118+0.00471877j 0.00465322-0.00960328j -0.00271907-0.0064591j 1.8753e-05+0.00404167j -0.00311807+0.00414847j -0.00362904+0.00336023j 0.00203161-0.00137109j 0.00361458-0.00676739j -0.00181937+0.00258955j 0.00346151+0.00135897j -0.00360569+0.00728817j 0.00718189+0.00480932j -0.00560976+0.0119247j -0.000280615-0.00398541j 0.0020693+0.0117369j 0.00576346-0.00269389j -0.00341292+0.00426099j -0.00205497+0.00742837j -0.00493697+0.000826919j 0.00275036-0.00736647j -0.00130388-0.00330366j 0.00123937+0.00125856j -0.0043062-0.00523458j 0.00063615-0.00529408j 0.0019244+0.00270951j -0.00347668+0.00115594j -0.000710162-0.000632889j -0.0021629-0.00126099j -0.000169705-0.00631236j -0.0014297-0.00836791j 0.00519993+0.00337436j 4.86464e-05-0.00140481j -0.00615178+0.00672521j 0.000802766+0.0112445j -0.00159661+0.00509343j -0.0107144-0.00314325j 0.00413263+0.00416373j -0.00590616+0.0100705j 0.000409976+0.000409695j -0.00104607-0.00499673j 0.00613674-0.00814344j 0.00119306-0.00632628j -0.00244475-0.00619225j -0.00109025+0.000843981j -0.000856909-0.00160407j -0.000883702-0.00407589j -0.002963-0.00320582j -0.000570729+0.00518742j -0.00122043+0.000894366j -0.000849951+0.00395884j -6.65071e-05+0.00200333j 0.000163282+0.00637138j -0.00106232+0.0022203j 0.000462683-0.00136678j 0.000588203-0.000655154j 0.00275365+0.00376921j -0.000846003-0.000639864j 0.00179736+0.00134722j -0.00266701-0.000868071j 0.00162477+0.00011717j 0.000813338+0.00145634j 
0.00182425+0.000578335j -0.000888318-0.00122241j 0.0027074-0.00239441j 0.00328223-0.0010642j -0.00186038+0.00411296j 0.000667278+0.00327653j -0.000466035-0.00353306j -0.000250187-0.00119897j 0.00178536-0.000673712j -0.00216723+0.00165594j 0.000733985-0.00682848j -0.000499918+0.00140633j -0.000346583-0.0021261j -0.00206043+0.00151944j 0.00653535+0.00582537j -0.00469449+0.00411755j -0.00213209+0.00178999j 0.0016937+0.00734814j 0.00137867-0.00462888j -0.00660748-0.000979182j 0.000987401+0.000735864j -0.00315712-0.00247868j -0.00380901-0.00158424j 0.00808969+0.00133914j 0.00188489-0.00355234j 0.00290866+0.00883306j -0.00405071-0.00526557j 0.00381322-0.00583392j -0.00547429+0.00542459j 0.00147389-0.000555702j -0.000856229-0.0011912j -0.000890557+0.00708146j 0.00432775-0.0072341j 0.00321222-0.00513453j -0.004535-0.00568041j 0.00545714+0.00130201j -0.00348301-0.00508288j 0.00057386+0.00285287j -0.00533863+0.00656533j 0.00117684-0.00672528j 0.00414866-0.00245233j -0.00132512+0.0019532j -0.000532895+0.000472861j 0.00142959-0.0032924j 0.000193336+0.000305775j -0.0025205+0.000815146j 0.00572846-0.00978513j -0.00491709+0.00837199j -0.0072358-4.10434e-06j 0.00525441-0.011363j 0.00445112+0.000868311j -0.0035382-0.0174288j -0.00257224+0.00896386j -0.000418776+0.000333917j -0.00480725+0.000375381j -0.000834957+0.00313217j 0.00048587+0.00241383j -0.000173108-0.00269394j 0.00105954+0.00196799j 0.000135026-0.00449931j -0.0041192+0.00174196j 0.00215626-0.00415921j 0.00044073-0.00182452j 0.00298425-0.00312634j 0.00180087+0.000997472j 0.00433874+0.00342698j 0.000437277-0.0032024j -0.0011145-0.000172786j -0.000240588+0.00376508j 0.00171607+7.57353e-05j -0.0011848-0.00153591j -0.000967513-0.00296942j 0.00117604-0.00067976j -0.00071604+0.000380561j 0.00267793+0.000968826j 0.000720933-0.00278593j -0.000150352-0.000970883j 
0.00106451+0.00194846j 0.00336109-0.000818162j 0.000814581-0.000347493j -0.00164961+0.00281083j -7.67192e-05-0.000231098j -0.000683004+0.00173658j -0.000362176+0.00253873j -0.00321525-0.00012992j -0.00046744+0.00254486j -0.00121589+0.00323992j -0.00252797+0.000355615j -0.000233549+0.00153465j -0.00164006-0.00196355j -0.0048044-0.00153636j -0.00448641-0.00125224j -0.00195412-0.00606749j 0.000751681+0.00251988j 0.00771218+0.00273994j 0.00666804+0.00214901j 0.00482903+0.00253501j -0.000981757-0.00906558j -0.00250747+0.00730991j 0.00887406+0.00285457j -0.000470595-0.00397538j 0.0056282+0.00327879j 0.00496752-0.00473964j -0.00541553-0.00353456j 0.00173077-0.00456372j 0.00737713+0.00418817j -0.0021947-0.00571482j -0.00855345-0.00768992j -0.00180237-0.00362981j 0.00727769+0.000768107j 0.000666057+0.00471131j -0.00478733+0.002036j -0.00219661+0.000204283j -0.00198411+0.00213571j -0.0012414+0.00536651j -0.00380577+0.00175348j -0.00595776+0.00602256j -0.00116309+0.00916392j -0.00417267+0.00139306j -0.000573219-0.00816328j -0.00291927+0.00633473j -0.00322452-0.00208585j 0.00201737+0.00534958j -0.0113778-0.00923407j 0.0063771+0.00473531j 0.0054921-0.00382189j -0.00288426-0.003173j 0.00280417-0.00408043j -0.0101366+0.00165579j -5.80968e-05+0.00381535j 0.000786177+0.00681239j 0.0093146+0.000735579j -0.00316873-0.00169337j -0.000483167+0.00468985j 0.00168206+0.00506369j 0.0054533+0.00335189j 0.00587297+0.000176747j 0.00216464+0.00504679j -0.00357343-0.00418194j -0.00233656+0.00244009j -0.00469456-0.00731156j -0.00137853-0.00140279j -0.00535736-0.00325348j 0.000626103+0.000334071j -0.00011708+0.000710617j 4.37381e-05+0.00137577j -0.000995034+0.00330463j 0.00245073+0.0034091j -0.000431151+0.00337286j -0.000744917-7.63409e-05j -0.00190593-0.000549307j 0.00191575+0.00171014j 0.000931263-0.00393702j 0.00128381-0.000784179j 
0.000864687-0.00333787j -0.000272027+0.00348935j -0.00363008+0.00383599j -0.00107298-0.00143939j 0.00132079-6.60436e-05j 0.000865867-0.000929152j 0.00043728-0.000195615j 0.000185628-0.00107504j -0.00157965-0.00299689j 0.0037007-0.00691833j -0.00131842-0.000237194j -0.00394416+0.00506972j 0.00153586+0.000776649j -0.00379374+0.0095473j 0.000663391-0.00272153j -0.000738782+0.0085057j 0.00193313+0.00425082j 0.00312731-0.00940606j 0.00300901-0.00332444j 0.00422741-0.00780316j -0.00378411-0.00308513j 0.00124638+0.0015483j 0.00250429-0.000513975j -0.00379497+0.000370642j -0.00166782-0.0122993j -0.00305185+0.00153415j 0.0037562+0.00485162j -0.00622107-0.00040886j -0.00318423+0.0121056j 0.00329312-0.00364673j 0.0039297+0.00921668j -0.00162917+0.00456605j -0.00305733-0.00657632j 0.00564829-0.0107794j 0.00177737+0.00409136j -0.000222349-0.000924953j -0.00483703+0.00897641j -0.0030026-0.00479811j 0.00615531+0.00576011j -0.0042636-0.00533666j 0.00160141-0.00469133j 0.00289609+0.00600388j -0.00174752+0.0011875j 0.00624796-0.00483454j -0.00429309-0.00253555j -0.00223874+0.00138679j 0.0024415+0.000958748j 0.000848416+0.00502225j -0.00299186+0.0142526j -0.00158633-0.00499893j 0.00299272-0.000551589j 0.00079566+0.00375536j 0.00410462+0.00242828j 0.00268094+0.00225002j 0.000932315-0.00431575j -0.00051946-0.00174596j -0.00461398-0.00163759j 0.00343749+0.00220491j 0.00724987-0.0022374j 0.00174574+0.00154444j -0.00306534-0.00137616j 0.00066516+0.0029869j 0.00503578+0.0032597j -0.000409578-0.00135884j -0.00168097+0.000550986j -0.00119449-0.00455193j -0.00571188-0.00205354j -0.000432467+0.000715547j -0.000453279-0.00324717j -0.00227805-0.00019678j -0.00148499-0.000421723j -0.00161029-0.000233022j 0.000148817+0.000519077j 0.000160778-0.000309126j 0.00138745+0.000670647j 0.00102652+0.00049858j -0.00159493-0.00138619j 
0.00060761+0.000573826j 0.00172881-0.000187004j 0.00170393+0.00144611j 4.76562e-05+0.000231598j 0.000899668-0.00133574j 0.00379692-0.00575832j 0.00013548+0.00177209j 0.00145127+0.00138433j -0.0012943+0.000858924j -0.00110515-0.00235024j 1.62758e-05+0.00207776j 0.00505036-0.00726729j 0.00433865-0.00216487j 0.00167045-0.00683246j -0.00563609-0.00515882j 0.00710437+0.00693236j 0.00200733+0.00398726j -0.00213655-0.00504269j -0.0029181+0.000707138j 0.00192124+0.00963095j 0.00154629+0.00412404j 0.00264807-0.00943725j 0.00538272-0.00290328j -0.00311955-0.00455703j -0.0056085-0.000607539j -0.0034987+0.01769j -0.00224445+0.00730004j 0.00549615-0.0043069j 0.00491364-0.00139652j -0.00478209+0.00113105j 0.0100845-0.0103649j 0.000360009+0.00187244j -0.00220701+0.00325288j -0.00704342-0.000456657j 0.000580253-0.000204636j 0.000202845+0.00425344j 0.000887627+0.00826645j 4.66995e-05-0.00242325j -0.00293955+0.00631095j 0.00615505+0.000416187j -0.00353967-0.00104773j -0.00191109+0.00354702j 0.00246865+0.000283021j -0.00233943-0.00311749j -0.0006292-0.00322657j -0.00578159+0.00603727j 0.00620606+0.00456789j 0.000113081+0.00418578j 0.0103557-0.000529404j 0.00693619+0.000593321j -0.00337222+0.00447994j 0.00330525-0.0059934j -0.000473593-0.00184181j 0.0061812-0.000374774j -0.00224775-0.0032443j -0.00506521+0.00248137j -0.00850985-0.0015142j -0.00479518-0.00212258j 0.00210688+0.00133749j 0.00345303+0.00619998j 0.00260796+0.00456057j -0.00386108-0.00378264j 0.0024403+0.00114954j -0.00267999+0.000239637j -0.000916696-0.00452893j -0.000255351-0.00297656j 0.00473828+0.0014081j 0.00184978+0.00402128j 0.0013377-0.00162011j -0.000590399-0.0038864j -0.000279457+0.00267536j 0.00418151+0.00504211j -0.00159985-0.000495816j 0.00156201-0.00087396j -0.00190323+0.00108598j -0.000392271-0.00119955j 0.00102155+0.000573376j 
0.00223026-0.00297521j 0.000416735+0.00225078j -1.27321e-05+0.00454878j -0.000850428-0.00159436j 0.00232217-0.000715345j -0.00154166+0.00157468j 0.000177583+0.00195594j 0.0023667-0.00157188j -0.00369051-0.00229316j -0.00091334-0.0010139j -0.00344164-0.000171376j 0.0016031-0.00111461j -0.00107875+0.0039416j 0.00393684+0.000934376j 0.00209305-0.00260456j 0.0039857+0.000557894j 0.00366801+0.00494638j 0.000511258+0.00471711j -0.00265918+0.00216887j 0.000361306+0.00145692j 0.00315606-0.00291727j -0.00403821-0.0136793j -0.000959924+0.00829874j 0.00407276+0.000598464j -0.00750846-0.000255231j 0.00726958+0.010663j -0.00201581-0.00342836j -0.00332932+0.0083554j 0.00100112-0.000529748j 0.00521741-0.00561367j -0.00542697+0.00856644j 0.00171012+0.00513083j 0.00023138+0.00334533j -0.0043775-0.00116927j -0.00367968-0.00748544j 0.00346593+0.00109826j -0.00244722-0.00824179j 0.00153051-0.00186762j 0.00659432-0.00187865j -0.00796074-0.00623441j -0.000999693+0.00236228j 0.0017352-0.00443542j -0.0002981-0.00651638j -0.00490235+0.00338094j -0.00395484-0.00614045j -0.00181926-0.00287478j -0.00166673+0.00642228j 0.00419058+0.00391027j -0.00116754-2.11067e-05j -0.0125657-0.00612368j -0.000179844+0.0017365j -0.00346397-0.0141527j 0.00445117+0.00774812j -0.00335342+0.00177587j -0.00122544+0.00274791j -0.00133242-0.00179201j -0.00203958-0.00188758j -0.000886642+0.00219111j -0.00186541+0.00163588j -0.00515563+0.0087577j 0.000866066+0.00120439j 0.00247068-0.00419911j 0.00296579-0.0026254j 0.0039035-0.00313273j 0.000170575-0.000540297j -9.54093e-05-0.00157468j -0.00227928-0.000169106j 0.00129918+0.00580436j 0.00288773-0.00209736j -0.002687+0.00109949j 0.000520742-0.00165675j -0.00291683+0.0019731j -0.00198641+0.000974265j 0.000971177+0.000158981j 0.00169627-0.000759225j 0.001729+0.00175673j -0.00101554-0.000575083j 
0.00132255+0.00207917j -0.000397934+0.00234143j 0.00174295-0.00314748j 0.00105666+0.00155259j 0.00156696+0.00259588j 0.00161114-0.000592122j -0.000921837-0.0023275j -0.000331711+0.00351744j 5.39586e-05-0.00126951j -0.002666+0.0106921j -3.80308e-05+0.00206554j 0.00044221+0.00425291j 0.00142423+0.000917878j -0.0018312+0.0067085j -0.00058343-0.000545709j -0.00308515-0.00367392j 0.00409856+0.00386474j 0.00423764+0.0021003j -0.00208409+0.00341195j -0.00143898+9.2712e-06j -0.00854504+0.0029812j 0.00646138+0.0085781j -0.009017+0.00555604j 0.00278535+0.00444017j 0.00159515+0.00134638j 0.00843519+0.00483885j 0.00513415-0.00816441j -0.00165636-7.80194e-05j 0.00788678+0.00266698j -0.00469484+0.000239552j 0.0096717-0.00481574j 0.00113874+0.00443747j -0.00431708+0.00399391j 0.00469473+0.00630142j -0.00165729+0.00543254j -0.00473042+0.00163542j -0.00401545+0.000894291j -0.00291633+0.0026924j 0.00386599-0.00108469j -0.00376855-0.000514016j 0.00327939-0.00197654j 0.00534095+0.0039213j -0.000451079-0.00313673j 0.00597275+0.000777503j -0.0106423-0.0020162j -0.00354883+2.65871e-05j -0.00123107+0.0053464j 0.00116286+0.00331304j 0.0109075+0.00750725j 0.000821038-0.00053386j 0.0050627-0.00116547j -0.00263833-0.00181073j 0.00935096-0.00284742j 0.00822951+0.00100637j 0.000826892-0.00406948j 0.00411476+0.00340439j 0.00206138-7.69817e-05j -0.00184502+0.000264745j -0.00185382-0.00335515j -0.000775898-0.00231604j 0.00209511+0.00523778j 0.0039872-0.00798382j -0.000780691+0.00482296j -0.000773861-0.00253178j 0.0021599+0.00528149j -0.00507477-0.0014105j -4.9795e-05-0.00155968j 0.000371294-0.000582525j 2.53894e-05+0.00743843j -0.00192727+0.000867837j -0.000270791+0.00359039j 0.0014439+0.00350816j 0.000116788+0.00139072j -0.000597396-0.00026463j 0.000418974-0.00268657j -0.000147228-0.0022317j 0.00065792-0.000430636j 
-0.000791899+0.00156772j 0.00176608+0.0020737j 0.000908181-0.00147133j 0.000431416+0.00211464j -0.000167631-0.00238308j 0.000324152-0.00229436j -0.00101236-8.30074e-05j -0.000990819+0.00520168j -0.000548289-0.00444792j 0.00285071-0.000112343j -0.00306894+0.00381322j -0.003441+0.00673091j -0.00403722-0.00879075j -0.00157719-0.00180895j 0.00142436+0.000388247j 0.00241058-0.00222341j -0.000617817-0.00764441j 0.00163646-0.00210855j 0.00323791+0.00585648j 0.00109516+0.00477852j 0.00159322+0.00611759j -0.00506286-0.00453842j -0.000896023+0.00433141j 0.000707975+0.00666485j -0.0019594-0.00356953j -0.00208349-0.00468188j 0.00184265+0.00225378j 0.00648803-0.000977718j 0.00155649-0.000162067j 0.000474382-0.00502514j 0.00940615-0.00165662j 0.00256561-0.00182201j 0.00227506+0.00163004j -0.00213275+0.00110192j -0.00796346-0.00440817j 0.00804808+0.00137271j -0.00504892+0.00195154j -0.00228243+0.00311915j 0.00453777-0.0021066j -0.00342579+0.00940388j 0.00427208+0.000868047j 0.00363761-0.00509716j -0.00313144+0.00769835j 0.000313997+0.000773762j -0.0103366-0.000802717j -0.0102967-0.00629079j 0.00639458-0.00315812j -0.00236819+0.00118472j -0.00182151-0.00381198j -0.00232602+0.0020034j 0.00753755-0.00679144j -0.00243885-0.00602118j 0.00816428+0.000898451j 0.00124748-0.00387612j -0.00369305+0.0061831j -0.00238479+0.00253538j -0.00330509-0.000132846j 0.00399395-0.00123987j -0.0012464-0.0088095j -0.00116099+0.0108133j -0.000135819-0.0029343j 0.00257146+0.0014956j -0.00315877+0.00474338j -0.00411173-0.00226472j -0.0018145+0.00220259j -0.00168592-0.00203314j -0.00117687-0.00387882j 0.00227484+0.00104242j -0.000581801+0.00424238j 0.00166254-6.30151e-05j -0.000665179+0.00217297j -6.83848e-05+0.00453151j 0.00251362+0.00285031j -0.000862955-0.0022835j -0.000406273-0.000475569j 0.00199953-0.00172509j -0.000686973+0.000310998j 
