0.00545895+0.00440402j -0.00496718+0.00575605j -0.00304363+0.00646752j 0.00604037+0.00309148j -0.00161326+0.00255875j -0.00287992+0.00344811j 0.00522046+0.00268652j -0.00135885+0.00548527j -0.00274815-0.00084318j -0.00109742-0.00084343j -0.00492668+0.000438741j -0.00165236+0.00388746j 0.00179822+0.00240048j -0.00117104+0.00406846j 0.00303581+0.00240584j 0.00207447+0.00241042j 0.000644671-0.00277407j -0.00333344+0.00136144j 0.000474905-0.00267749j 0.00469003-0.00144734j 0.00213078+0.000827846j -0.000750758-0.000686617j -0.00126169+0.00499457j -0.00245946-0.000543543j -0.000802635+0.000583708j 0.00259281+0.00350138j 0.00191226-0.000885383j -0.0014419+0.000306303j -0.000975381-0.00458999j -0.00108955+0.000126314j 0.00347194+0.0010218j 0.00126057-0.00225344j 0.00172393+0.00119508j -0.00150093-0.000544357j -0.00239704+0.000252368j -0.00233732+0.000181825j 0.00151276+0.000942022j 0.0020121-0.000691985j -0.000186402+0.00100311j 0.00116302+0.0033383j -2.86135e-05-5.14254e-05j -0.00224245-0.00152958j -0.000694142+0.00109832j -0.000656008-0.00252372j -0.000507134-0.00324162j 0.00264313-0.00106847j 0.00235203+0.000546885j 0.00310565-0.00291762j -0.000332354+0.00406703j -0.00874175-0.00317523j -0.00315653+0.0113265j 0.0053768-0.00200007j 0.00991144+0.00471367j -0.0019567+0.00978663j -0.0154513+0.018621j 0.0179281+0.014988j 
0.00195457+0.00138523j -0.000374306-0.0020579j -0.000152106+0.000566672j -0.00251856+0.00181065j -0.00152641+0.00131164j -0.000388597+0.00244155j 2.52102e-05-0.00539579j -0.00483874+0.00175339j -0.00195096+0.000659178j -0.00343628-0.00180834j 0.00304451-0.00190481j -0.00235747+0.00498793j 0.00276065-0.00931699j -0.00438724-0.00429123j 0.0052637-0.00581004j -0.000285151-0.00106162j 0.00676041+0.00661682j 0.00490641+0.00709391j -0.00448393+0.000809842j 0.00224628+0.00320513j -0.00206503+0.00296968j -0.00458425+0.00109238j -0.00496098-0.00489117j -0.000185684-0.0104056j -0.00554458+0.00586727j 0.00035618-0.00208662j 0.000755683+0.0125531j 0.000139354+0.0082505j -0.00396353-0.00137097j 0.004752+0.00893556j 0.00107632+0.00869545j -0.00513067+0.00219324j -0.00888345+0.00212203j 0.00354878+0.0101895j -0.00217181-0.00288241j 0.00295632+0.000904777j -0.00335965-0.00886293j 0.00123446+0.00219008j 0.00381047+0.00709586j -0.000869249+0.00249681j 0.00282021-0.0018639j 0.000762233+0.00558356j -0.0029618-0.000119956j 0.00258106-6.17453e-05j -0.000763854-0.00213011j -0.000754045+0.00311579j -0.000809654-0.000450043j 0.00127368-0.00266765j 0.00247271+0.00166669j -0.0018064+0.00175681j -0.00331096-3.24513e-05j -0.00113478+3.17347e-05j 0.000670473-0.00153606j -0.00102632-0.000608413j 0.00105852-0.00120425j 9.7379e-05+0.00107801j 
0.000190573-0.00383812j -0.00248465+0.00164047j 0.0011215+0.00164153j -0.00303045+0.00670684j 0.00299312-0.00866414j -0.00105763-0.0022931j -9.77651e-05+0.00131284j 0.00287736-0.00544471j -3.81366e-05+0.00641395j 0.00272175+0.00726892j -0.0020148-0.00940692j -0.00475326-0.00241104j 0.00509343+0.00224244j 0.00498415+0.00481011j -0.00327998-0.00763165j -0.00303072+0.00262474j -0.00464984-0.00827044j -0.0124808+0.0106896j -0.00947376+0.000325646j -0.00693801-0.00143101j -0.00799042-0.0113255j 0.00259113+0.00498318j 0.00203276-0.00461308j 0.00536544+0.00695865j -0.0121783-0.00608635j 0.00491953+0.00330718j 0.00439911+0.000999428j 0.00115292-0.00386716j 0.000364697-0.00457119j 0.00730595+0.00693961j -0.00703044-0.00330013j 0.00189831+0.0112577j -0.00230626-0.00279346j -0.00878969-0.00494454j 0.0032396-0.000127577j 0.00457571+0.00629832j 0.00704766+0.00082029j -0.00109793-0.00243083j 0.00385379-0.00379692j 0.00435624-0.00189817j -3.09931e-05-0.00549447j -0.00717665+5.57291e-05j 0.00260511-0.000547286j -0.00446947+0.00504418j -5.89871e-05-0.00350994j -0.00670448-0.00423647j 0.000601988+0.00239603j -0.000240001-0.00212755j 0.00232599+0.0012616j 0.00183082+0.00333411j -0.000538498-0.0011464j 0.00107549-0.0050124j -0.00277258+0.00345202j 0.00137583+0.000546412j 0.00122673+0.000387038j 0.000778403-0.000437866j 
0.000635181-0.000636385j -0.000204055-0.000759709j -0.000343601-0.00391839j 0.00299099-0.00335193j 0.00147474-0.00259974j 0.0053836-0.000165746j -0.00212718+0.00599239j -5.27691e-05+0.00562922j 0.00335717-0.00703405j 0.00329881+0.000545481j 0.00408091-3.42989e-05j 0.00479861+0.00862222j 0.00452913+0.00346953j 0.00318183-0.000452294j -0.000484294+0.00235864j 0.00230799+9.3252e-05j 0.00339024-0.00814508j -0.00966613-0.00944569j -0.000813728-0.00294496j -0.00125574+4.02846e-05j -0.00355675-0.00211798j -0.0028945+0.00590405j -0.000674274+0.00595372j 0.00955583+0.00696811j -0.00455001+0.00187224j 0.00252232+0.00420373j 0.00266013+0.00754395j 0.00579598+0.00366886j 0.00354706+0.00028273j -0.00952079+0.00572498j -0.00238231+0.00241787j -0.00584892+0.000376892j 0.00499955+0.00492137j 0.00207407-0.00546485j -0.000145456-0.00471253j -0.00378252+4.18161e-05j -0.00300033+0.00586221j -0.000732133-0.0012477j -0.000565052+0.00237714j -0.000502509+0.00186177j -0.00105746-0.00499941j -0.00140262-0.0017322j -0.00230074+0.00217878j 0.00172436+0.00208992j 0.00216331+0.00277349j 0.00478291+0.00114633j -0.00218948-0.000432773j -0.000203481+0.00572411j -0.00274036+0.000516735j 0.000630899-0.00225341j 0.000298231+0.000206196j -1.7338e-05+0.00129803j 0.000350651+0.000850018j -0.000340402+0.0013518j -5.08417e-05+0.000372348j 0.00026414-0.000386459j 
-0.000426704+0.00274412j -0.000698058-0.000315345j 0.000748315-0.000634334j -0.00270459+0.00345947j 0.00371336-0.00334036j 0.0015484+0.000691257j -0.00395433+0.00121296j -0.00097528-0.0030822j -0.00378608-0.00475449j 0.00307553-0.0144353j 0.00390368+0.00290294j -0.0024255+0.00184153j -0.00194389+0.00399573j 0.00176126-0.00262327j 0.00641225-0.00267496j -0.0023422+0.00258759j 0.00804243+0.000596929j 0.00382571+0.00163518j -0.0026616-0.00576379j 0.00150315-0.01138j 0.00332117+0.00202582j -0.00240113+0.00266164j 0.00188812-0.00033447j -0.00963236-0.00102125j -0.00107098-0.00329803j -0.00130071-0.00307972j -0.0189132-0.0100472j -0.00579328-0.00565438j -0.00353677-0.00157776j -0.0128629-0.00607847j 0.00013994-0.00606708j 0.00474349-0.00349433j -0.00540913-0.00640799j 0.000758969-0.00678088j -0.000214199+0.0101105j 0.00123578-0.00231889j 0.000771422-0.00332716j -0.00403283+0.00227554j -0.00236964+0.00328522j 0.0048129-0.00372733j 0.00192086+0.0078175j 0.00294244+0.000192626j 0.000106949+0.0018067j -0.00172142-0.00178914j -0.00146105+0.00555268j -0.00188477+0.00624829j 0.00138916+0.00249919j 0.000703501-0.00212837j 0.00128003+0.00109755j -0.00097792+0.000694074j 0.000795703+0.00266395j -0.00105142-0.000473749j 0.00156277+0.00115966j 0.000833877-0.000263711j 0.000502274+0.000682315j -0.000979531-0.00126386j 
-0.00176442+0.00110978j 0.00218057-0.000237031j 0.00102731+0.00138542j 0.000638588+0.00148831j -0.000158355-0.00145628j -0.00456571-0.00437839j -0.00168807-0.00516872j -0.00216623+0.00697065j 0.002109-0.00865091j -0.00582553+0.00158267j -0.000718836+0.00131485j -0.000728482+0.0035531j 0.0100559-0.0105459j -0.0114993+0.00177967j -0.00208905-0.00219133j 0.00398555+0.00325591j -0.0038306+0.00524138j 0.00453403-0.000380344j -0.0070309+0.00104938j 0.00195916-0.00921423j -0.00294782+0.00185627j 0.00624021-0.00503904j -0.00461921-0.0116915j -0.000173145-0.00164693j -0.00358614-0.00494623j -0.0056465+0.00158463j -0.000501186-0.00654935j 0.0032234-0.00263456j -0.00148842-0.0126816j 0.000168132-0.00390808j 0.00811373-0.0133198j 0.00671741+0.00220219j -0.0018483-0.00369286j 0.00104159-0.00194927j 0.00544707+0.00405268j 0.0100798+0.00312831j -0.00161695+0.00166911j 0.000290287+0.00660452j 0.00303846+0.00176804j 0.00452515+0.001557j 0.00172294-0.000837257j 0.00274618+0.00207559j -0.00167452+0.00420342j -0.00309449+0.00268194j 0.00030253+0.00341931j -0.000192678-0.000527907j 0.0029687+0.00363225j -0.000708008+0.00236702j 0.00138267-0.00295262j -0.00206906+0.00364466j -0.000930902-0.00180532j -0.00071334-0.000814096j 0.000112682+0.00220993j 0.000149741-0.00166435j 0.00223826+0.00099639j -0.000638695-0.00217737j 
-0.00029282-0.00114779j 0.000538577+0.00316984j 0.000802383+0.00223857j -0.000236545+0.00313906j 0.00149024+0.00121574j 0.00106417-0.00378653j -0.000759701+0.00540563j 0.00182776+0.00204131j -0.0021734+0.00259497j 0.0019778+0.00118943j -0.000751521+0.000280251j 0.00211998+0.00337554j -0.00551698+0.0017837j 0.00198574+0.00629224j 0.00895314-0.00299312j -0.00208256-0.0087148j -0.000454597+0.00340714j 0.00826591+0.00396177j 0.000310709+0.000392767j -0.00259416+0.000532743j 0.00353388-0.00766817j -0.00357431-0.000129745j -0.00247345+0.00528335j -0.00465774-0.00381827j 0.00152123-0.00943825j -0.00245503-0.000415261j 0.00608557+0.00270857j 0.00283236+0.000551028j -0.00196469-0.00391026j 0.00768273+0.0134079j -0.00135543+0.00384003j -0.00196296+0.00315167j -0.00813766-0.00958459j -0.00301734+0.00011372j -0.00768311-0.0046728j -0.00457245+2.50491e-05j -0.00188482+1.51898e-05j -0.00264078-0.0125238j 0.00441464+0.00168115j 0.00446093+0.00214949j -0.000323002+0.000648323j -0.00038743+0.0056388j 0.00307605-0.00229241j 0.000478319-0.00270729j 0.00033475+0.000321718j 0.000486613+0.000162719j -0.000283446-0.000348028j -0.00146038-0.00235154j 0.00175569-0.00191325j 0.000337449-0.000218607j 0.00239086+0.00173158j 0.000814493+0.000111597j -0.002404-0.000891762j 0.00132524+0.000755841j -0.0022051+0.00198098j 0.000412629-0.0001142j 
9.44581e-05+0.00128685j -0.000502101-0.000653429j -0.000278911+8.45108e-06j -0.000100935+0.000874368j 0.000579166-0.00144945j 0.00317084-0.00126746j 0.00394553+0.00422281j -0.000534484-0.0017867j -0.00162147-0.00812671j -0.000386686-0.00263304j 0.00577305-0.00929423j 0.00411036-0.00195478j 0.00377258-0.00511916j 0.00663173+0.00718646j 0.00577054-0.000534005j -0.0129736+0.00389152j 0.00343908+0.00343001j -0.012935+0.0200093j 0.000323155-0.00662512j -0.000535023-0.000222691j -0.00430583+0.00496418j -0.00242717+0.00347167j 0.00896002-0.00579798j 0.00412597-0.00584677j -0.0141409+0.00764137j -9.05574e-05+0.00149338j 0.00584522-0.00927028j -0.0005565-0.00590059j 0.0019748+0.00363665j 0.00161792-0.00712889j -0.00231015+0.00104507j -0.00319162+0.000527996j -0.00438976-0.00640025j -0.00813194-0.00170662j -0.000856107+0.00256377j 0.00197032-0.00718565j -0.00270203-0.0012773j -0.00136283+0.000651737j 0.000331608+0.00252764j -0.00340447-0.00113387j 0.00219363+0.00143133j 0.00462318-0.000680087j 0.00143453-0.000366448j -0.00012795-0.00335112j -0.00015186+0.00381948j 0.00270988+4.84635e-05j 0.00218273-8.44708e-05j 0.00167836+0.000181933j 0.000639523+0.00373337j 0.00101656-0.00241661j 0.000465459-0.000279794j -0.000937724+0.000698183j 0.00177683+0.000766334j -0.000575936+0.000752945j 0.0016129+0.00108233j -0.00113189-0.000301286j 
0.000459655+0.000327496j 0.000833391+0.0001567j -0.000124836-0.000696212j 0.00385797+0.000498822j -0.00171045+0.0019032j -0.000210518+0.000838547j 0.00490824+0.00718262j 0.00411984-0.00249191j -0.00388099+0.00597769j -0.00519258+0.00261364j -0.00217872-0.00422738j 0.00420102+0.00485646j -0.0111562+0.00887382j -0.00632712+0.00311613j 0.00495162-0.00555974j 0.0067751-0.00531436j -0.00181528+0.00217178j 0.0131887-0.00255221j -0.00471594+0.00366484j -0.00644068+0.0133217j 0.00503279-0.00581667j -0.00414311+0.000910819j -0.0087287+0.00173117j -0.00809437-0.0042227j 0.011136-0.00108054j -0.00799734+0.00214579j -0.00552057+0.00609651j 0.00031595-0.00359262j -0.00198014+0.00550109j -0.00102211+0.00585788j -0.00122493-3.27801e-05j -0.00482391+0.00963539j 0.00114732+0.00163129j -0.00507215-0.000381712j 0.00277524-0.00376446j 0.000589094-0.00233436j -0.00472708-0.00228234j 0.00547461-0.000796872j 0.00619023+0.000934347j -0.00734473+0.00542516j -0.00140683-6.92961e-05j 0.00767927-0.00086968j 0.00271939+0.00598683j -0.00529392+0.000321531j 0.00427211+0.00260924j 0.000657462-0.00312619j 0.00284734+0.000803693j -0.000221738+0.0048093j 0.000877649-0.000699632j 0.00224458-0.000802796j 0.000437518+0.00244926j 0.00214054+0.00590588j 0.000772869+0.00123371j -0.00200047-0.00353647j 0.00130449+0.0016371j -0.00232352+0.000269868j 
0.00188945+0.00277084j 0.00441012-0.00296549j -0.000384252-0.00230415j -0.00102366-0.00114786j -0.0012213-0.000605234j 0.000576754+0.0028402j 0.00422748+0.00217617j -0.00331784+0.00104306j -0.00232764-0.00274097j 0.00301699+0.000664251j -0.00724073+0.00608956j -0.0102824+0.000422843j -0.00391652+3.94661e-05j 0.00445553+0.00785288j 0.00632045+0.00254268j 0.000456986+0.00622139j -0.0102169+0.00759515j -0.00698338+0.012552j 0.00266828-0.00128576j 0.000108031-0.00732333j -0.00118018-0.00417409j -0.00211911+0.00237415j 0.00931219-0.00109596j 0.0071045+0.00271637j -0.00241072-0.00169359j -0.00333751+0.00766346j -0.00738461-0.000608488j -0.00967544+0.000860489j 0.00224427+0.000492009j 0.0040003-0.00549855j -0.0032215-0.000127155j -0.00604738+0.0025074j 0.00322157+0.00205861j -0.00549615+0.00157406j 0.00225455-0.00303651j -0.00094906-0.000977891j 0.00178699+0.000485287j -0.00212707-0.00104613j 0.00502195-0.00410812j -0.009136-0.00199812j -0.00356104-0.00357658j -0.00175628-0.00381068j 0.00241127-0.000859702j 0.0038383+0.00179352j -0.000829745-0.000818231j 0.00203117+0.0011799j -0.00310692-0.00166248j -7.82282e-05+0.00301786j -0.00251037+0.000462817j 0.00219677-0.00110202j 0.0019382-0.00277026j -0.000542472+0.00387821j 0.00207964-0.00335059j -0.00175752+0.000741897j 0.00332887+0.0038184j -0.000599972+0.00188034j 
-0.000659386+0.000747561j 0.00600154-0.00131245j -0.000331358+3.30868e-05j 0.00224695-0.0062233j -0.00345289+0.00402213j 0.000812183-0.00856179j -0.00179622-0.000759971j -0.000693778+0.00353341j 0.00833982-0.00222347j 0.00484511-0.000919142j -0.00582445-0.00547991j 0.00414965-0.0113915j 0.0120289-0.0135243j 0.00226434+0.00921908j 0.000524909+0.00809535j -0.00446759-0.00724889j -0.00163511-0.00795302j -0.00826067+0.00420155j -0.000168041+0.0113531j 0.00183751-0.00451894j -0.00121957+0.00214048j 0.00313968+0.00173082j 0.0104762+0.00740661j -0.00992656-0.00503959j -0.00335639+0.00461937j -0.000343618-0.00219335j 0.0131597-0.000120769j 0.00449065-0.00435272j 0.0105975+0.00547743j 0.00448906+0.0133688j 0.0106992-0.000339978j 0.00323178-0.0052497j -0.00171526-0.00297684j -0.00383577-0.000687992j -0.000110729+0.00124654j -0.000741931-0.0017899j -0.00132425+0.00418074j 0.00362387-0.00334681j 0.0030753-0.000691353j -0.00117693+0.00629199j -0.00405575+0.00266162j 0.00200841-0.00172209j 0.00166442+0.000483801j -0.00312184-0.00170312j 0.00381285-0.00349865j 3.76367e-06+0.0030708j -7.33249e-05-0.00238699j 0.000976951+0.00429686j 0.00142286-0.0050635j -0.00235618+0.00221607j 0.00207679+0.00295049j 0.00478448+0.00542774j -0.00216881-0.00274766j 0.000443146-0.00244089j -0.00120383+0.00420035j 0.000475832+0.00237325j 
-0.00177126-0.00305188j 0.000189537-0.00268963j -0.00074114-0.00383419j 0.00150913-0.00428076j 0.00079767+0.00449046j -0.000991038-0.0056455j -0.00425501-0.00179827j -0.0036999+0.00662347j -0.00280184-0.00558096j -0.00185388+0.000267664j -0.000663145+0.000348572j 0.00597939+0.00363251j 0.00875725+0.00669335j -0.00161697+0.000288703j 0.00212736+0.00495515j 0.00119781+0.00555785j -0.00300627+0.00609725j 0.00266004+0.00437906j -0.00802965-0.00741885j 0.00154711-0.000996544j -0.00345104+0.0010306j 0.00101132+0.000745696j -0.00415736-0.0058103j 0.0018003-0.00303357j 0.00544454+0.00643587j 0.00438591-0.00216867j -0.0134435-0.00121646j -0.00611077+0.00347381j -0.00564973+0.0065413j -0.00280732+0.00155716j 0.000249773+0.00463093j 0.00283528+0.00233434j -0.00511527-0.00065381j -0.00276391-0.00525683j -0.00234836+0.000663562j -0.00110936+0.00259365j 0.00186892-0.00179337j 0.00462696+0.00400706j -0.0101248-0.00435517j 0.000213421+0.00445378j 0.00262228+0.00069233j -0.00272778+0.00187867j -0.00775977-0.00316407j 0.00531046-0.000435939j -0.0022278+0.00303137j 0.00506198-0.00177849j 6.50616e-05+2.04421e-05j -0.000713521+0.00485828j 0.000436365-0.000486791j -0.00168668+0.000834449j 0.000200154-0.00464753j -0.000206328-0.000841827j -0.00104724+0.000292175j 0.00136196+0.000234502j 0.000122015+0.00133518j 0.00308444-0.000308911j 
0.00142533+0.00271079j 0.00164269-0.00289506j 0.000369496+0.000840967j 0.000479177+0.00129784j 0.00491507-0.00188088j 3.74279e-05-0.00408749j -0.00441462+0.00285855j 0.00147993+0.00869053j 0.00110363+0.00332262j 0.00239362+0.00375877j 0.00071278-0.00123228j -0.00204897+0.00500459j -0.00274351-0.00868027j 0.00344893+0.00321528j -0.00280124+0.00835563j 0.00222768-0.00225763j 0.00799644-0.00202245j 0.00308395+0.00604126j 0.00042965-0.00513238j -0.0052735-0.000253079j -0.0018376-0.00442843j -0.00148757-0.00276592j 0.00104011-0.00487377j -0.0101895-0.0011646j 0.00566656+0.00346728j 0.00149312-0.005337j 0.000848409-0.00239072j 0.00150561+0.00710476j 0.000147841-0.000908777j 0.00668563+0.00641217j -0.00130197+0.00326862j 0.00510514+0.00189515j 0.001863-0.00279307j 0.00513529-0.00714251j 0.00213065-0.00626676j -0.00250238+0.00487681j 0.00257138+0.00223487j 0.00385935-0.00701491j 0.00201535-0.00519486j 0.00255809+0.00169092j 0.000799872+0.00177894j -0.00116726+0.00155085j 0.00210415-0.000876435j 0.000225409+0.00187451j -0.000323292-0.00335197j 0.0035083+0.0024096j -0.00173031-0.00046983j 0.000148334-0.000353725j 0.000502848-0.00254173j 0.000784218+0.00263175j 0.00066937-0.00177617j 0.00326035+0.000578228j -0.00249242-0.0010504j -0.00129593+0.000862473j 0.00125868+0.00298895j -0.000277783+0.000304946j 
0.00060974-0.000614832j -0.00195133-0.00309128j -0.00356669-0.00145309j -0.000479259-0.00306103j 6.98434e-05+0.000417348j 8.53566e-06-0.00119815j -0.000316401-0.000546948j 0.00307292+0.000746069j 0.00511427-0.00474186j 0.00350571-0.00905972j -0.00236696+0.00627924j 0.00317254+0.00161527j -0.000984651-0.000438033j 0.00446967-2.19298e-05j 0.00207737-0.0013628j 0.000620399-0.000306777j 0.00719838-0.00641437j 0.00360089+0.0200052j 0.000267847-0.00438809j 0.00456937+0.0109135j -0.00732755+0.00617368j -0.00301579+0.00448131j -0.00219788-0.0081655j -0.0124464-0.00301188j -0.00606519+0.0122814j 0.00270891+0.00262572j 0.00397723-0.00476208j 0.00560725-0.00649528j -0.00103071-0.00750472j 0.00610647-0.00501037j 0.00116073-0.00145026j 0.00879969+0.0146513j -0.00451123-0.00452574j 0.00547896+0.00504194j -0.00387893-0.00312441j 0.0073019-0.00423065j 0.00179378+0.00439448j -0.00867366-0.002203j 0.00144051-0.00257046j 0.00595583+0.00597297j 0.00438659-0.000896098j 0.00556303+0.00181948j -0.00257357-0.001802j -0.000986361+0.0031847j -0.00179388-0.00225677j -0.00239379-0.00276857j 0.00209425-0.000114002j -0.00224526+0.0016497j -0.00526239-0.00354489j 0.00120459+0.00228207j 0.000906344+0.00232882j 0.00419348+0.00066434j -0.00317145+0.000891229j -0.000854009-0.00049103j -6.82172e-05-0.00202096j 0.00171322+4.08067e-05j 
0.00043118+0.0012743j 0.00126027-0.000838927j -0.000937411+0.000703717j -0.000439725-0.00345464j 0.000423861-0.00298624j -0.00308611-0.00314597j 0.00138745-0.00967782j 0.00251348-0.00109089j 0.00152209+0.000923879j 0.00621085-0.0113228j -0.00462685-0.00407381j 0.000386834+0.00421702j 0.0101612+0.00295009j -0.00573466+0.00622709j 0.000114259-0.006355j 0.00345202-0.00810539j 0.0106244+0.000684091j -0.00387687-0.00516369j 0.0130412+0.00405607j 0.00354066+0.000577269j -0.00277622+0.000235292j 0.00764737+0.00179668j 0.00402327+0.00623956j -0.0123903-0.00277149j 0.0029246-0.00941124j -0.0047886+0.00455311j -0.00212924+0.00623812j -0.00184891+0.000318925j 0.00592105-0.00185973j 0.00441363-0.000984141j 0.00360362+0.00070657j 0.00247651+0.00184761j -0.000483215-0.00267805j 0.00412922+0.0073925j 0.00504026+0.003555j -0.00383766-0.00207419j -0.000945958+0.0078801j -0.00548749+0.000731455j -0.000658395+0.0060672j -0.000143972+0.00606553j 0.00126693+0.00086588j -0.00316172+0.00283256j -0.00496643-0.00245621j 0.00133719-0.0045053j 0.000764131-0.00132436j -0.0035318-0.000940626j 0.00421125-0.00423652j -0.00106231+0.000866966j -0.00163515+0.000726891j -0.00322416+0.000477589j -0.00174634-0.000582177j 0.00126505-0.00189172j -0.00055904-0.000863719j 0.000541008+0.000978232j -0.00039328-0.00199376j -0.000195539+0.00246765j 
0.000965438+0.00259234j -0.000566513+0.000526784j -0.00332026+0.000313098j 0.000127126+0.00175627j -0.00749351+0.00457006j 0.00078494-0.000783286j -0.00103827+0.00431027j 0.00072818-0.00251974j 0.00215275-0.00336788j -0.00553939-0.00661239j 0.0061617+0.00462842j 0.00534175-0.00707201j 0.00970514-0.00225063j 0.00296063-0.00492493j -0.00268892+0.00192577j -0.00247918-0.0161782j 0.00102519-0.0114016j 0.00272626-0.0140367j -0.000333455-0.0016121j -0.00103262+0.00261816j -0.00118455-0.00256031j 0.00271187-0.0011903j 0.000103765+0.00983559j -0.00447708+0.00539299j -0.0070609-0.000480789j 5.10767e-05-0.0017595j 0.00170214+0.00840427j -0.00378812+0.000547452j -0.00194264+0.00352802j 0.0031994+0.00630915j 0.00078952+0.00148392j 0.00272989-0.00427458j -0.0083567+0.00221257j -0.000385096-0.00348008j 0.00509134-0.00360397j 0.00314215+0.00426892j -0.0030614-0.00305776j -2.97952e-05+0.00110284j 0.00563866+0.00288348j -0.000411066-0.00570438j 0.0013968+0.00125571j 0.00283819+0.00767939j -0.00190665+0.00443634j 0.001403-0.00208038j -0.00268639+0.00015873j 0.000463088+0.00124173j -0.000980145+0.00220374j 0.000862116-0.00164527j 0.00184549-0.00291287j 0.00464668+0.00328944j 0.00314791+0.00109147j -0.00131563+0.00395508j 0.00192796+0.000738541j -0.0013743-0.00184872j 0.00140151+0.00180431j -0.000121139-0.00181659j 
-0.000754219-0.00526289j -0.00225945+0.00153726j 0.0013973+0.00276258j -0.00122186+0.00414319j -0.00495349-0.00103427j 0.00379943-0.00393145j 0.00113621-0.00232479j -0.00150684-0.00285212j 0.00554529+0.00349931j -0.00175705+0.00194668j -0.00147336-0.010287j 0.00450859+0.00564496j 0.00437744+0.010147j -0.00443178-0.00276989j 0.00258967+0.00605324j 0.00780526-0.000970333j -0.00498538-0.00692654j -0.000754484+0.00327375j 0.00470642+0.00106408j -0.00787774+0.00153142j -0.00453485+0.000133122j 0.00237931-0.000467725j 0.010197-0.00942261j 0.00233207-0.00348374j 0.00862503+0.00508565j -0.00198943-0.00687351j -0.00370038-0.000683689j 0.000573754+0.00243j 0.0052753+0.00232599j 0.00112111-0.000624341j 0.00443913+0.00133282j -0.00916163-0.00135168j 0.00936813-0.00554058j -0.00176184-0.00679718j 0.00164849+0.00169677j -0.00382817+0.00561265j 0.00386522+0.00170548j 0.00305549+0.00488919j -0.00541501+0.000388039j -0.00993294-0.00296549j -0.00601369+0.00199417j 0.000394546+0.000696597j 0.000897245+0.00121222j -0.0039447-0.00310159j 0.000146853-0.000451893j 0.00251295+0.00293627j -0.0032379-0.000945163j 0.0060921+0.00119155j 0.00783778+0.00450201j -0.00492018-0.00745067j -0.00423054-0.00122625j -0.000541108+0.0018128j -0.00311761+0.000417666j -0.000231271+0.00224409j 0.00174758+0.000436073j 0.00255198-0.00281417j 
