0.00545895+0.00440402j -0.00496718+0.00575605j -0.00304363+0.00646752j 0.00604037+0.00309148j -0.00161326+0.00255875j -0.00287992+0.00344811j 0.00522046+0.00268652j -0.00135885+0.00548527j -0.00274815-0.00084318j -0.00109742-0.00084343j -0.00492668+0.000438741j -0.00165236+0.00388746j 0.00179822+0.00240048j -0.00117104+0.00406846j 0.00303581+0.00240584j 0.00207447+0.00241042j 0.000644671-0.00277407j -0.00333344+0.00136144j 0.000474905-0.00267749j 0.00469003-0.00144734j 0.00213078+0.000827846j -0.000750758-0.000686617j -0.00126169+0.00499457j -0.00245946-0.000543543j -0.000802635+0.000583708j 0.00259281+0.00350138j 0.00191226-0.000885383j -0.0014419+0.000306303j -0.000975381-0.00458999j -0.00108955+0.000126314j 0.00347194+0.0010218j 0.00126057-0.00225344j 0.00172393+0.00119508j -0.00150093-0.000544357j -0.00239704+0.000252368j -0.00233732+0.000181825j 0.00151276+0.000942022j 0.0020121-0.000691985j -0.000186402+0.00100311j 0.00116302+0.0033383j -2.86135e-05-5.14254e-05j -0.00224245-0.00152958j -0.000694142+0.00109832j -0.000656008-0.00252372j -0.000507134-0.00324162j 0.00264313-0.00106847j 0.00235203+0.000546885j 0.00310565-0.00291762j -0.000332354+0.00406703j -0.00874175-0.00317523j -0.00315653+0.0113265j 0.0053768-0.00200007j 0.00991144+0.00471367j -0.0019567+0.00978663j -0.0154513+0.018621j 0.0179281+0.014988j 
-0.00209566-0.00379696j 0.00206242+0.000555448j -0.00109896-0.00416626j -0.0041692-0.0037263j 0.00199619+0.00185119j 0.00367667+0.00283947j 0.0039265+0.00876408j 7.6285e-05+2.5575e-05j -0.00936326+0.00128322j 0.00621768+5.05066e-05j -0.0144432-0.00380789j 0.0172486+0.00847246j 0.00474431-0.00272891j -0.0012091+0.00823434j 0.00975253-3.06124e-05j -0.0112754-0.00969957j 0.00548+0.00575672j -0.00565104+0.00210378j -0.00280537-0.00536236j 0.0108064-0.00334746j 0.00410358-0.00534693j -0.00170826+0.000886552j -0.001987-0.00545207j 0.0028149+0.000768137j 0.000753391-0.00267988j 0.00302329+0.00354023j 0.00337564-0.0038626j -0.00249818-0.000281347j -0.00210567-0.00415964j 0.00407947-0.000268289j -0.000264303-0.000631121j -0.00120042+0.00108899j 0.000238107-0.005155j -0.00463804-0.00476395j -0.00533657+0.00248784j 0.00206125+0.00292487j 0.00186219+0.00193221j 0.00511898+0.00523939j 0.00345363+0.00105541j 0.00221205-0.000553392j -0.000960152+0.00111571j 0.00443832+0.00310627j 0.0084471-0.00250315j 0.000353536+0.00267001j 0.00531276-0.000727759j 0.000494866+0.00210696j -0.00441565-0.00578926j -0.00193757-0.00219706j -0.00198965+0.000897314j -0.000881815+0.000980278j 0.00425527+0.00261933j 0.00187865+0.00326478j -0.00155835-0.00338528j 0.000772491-0.0025704j -0.000250312+0.00223562j 0.00231617-9.3324e-07j 
-0.0017562-0.000325878j -0.00369278-0.00807852j -0.000283121+0.000372046j 0.000580665-0.000629339j -0.000401031-0.0013515j 0.00422579+0.00821536j -0.0104026-0.0104471j 0.00452793-0.00230491j -0.00971532+0.00511342j -0.00777546+0.00384898j 0.00699963-0.000438407j -0.00752856-0.00374982j -0.00648153+0.00571493j 0.00437485+0.00626488j 0.000473052+0.0174229j 0.0121745+0.00745139j -0.00797228+0.00541463j 0.009797+0.00304546j 5.43632e-05+0.00303312j -0.000799246-0.00377536j 0.00705292+0.0040032j -0.00271425-0.0053624j 0.00304733+0.00017549j -0.00123924-0.00380424j 0.00433556-0.00415612j -0.00120015-0.00104995j -0.00195424-0.00106414j -0.00356659-0.00183085j 0.00174252+0.0029961j -0.00226514+0.00211232j -0.000366782+0.00184127j 0.00237719-0.00454202j 0.00189044-0.00526148j -0.00125839-0.0029916j -0.00504143-0.00623712j -0.00439951-0.00311115j -0.00369346-0.00341383j -0.00401586+0.00263285j -0.00520512-0.00157071j -0.000205396+0.00284573j -0.00184095-0.000843662j -0.00343185-0.00205796j 0.00201053+0.00377659j -0.000107075-0.00140405j -0.00031045+0.00285361j -0.000833229+0.00467401j 0.00308442-0.000655766j 0.00648751-0.00114803j -0.00155574-0.000707301j 0.00010487-0.000759978j -0.0018111+0.00632531j 0.00142684+0.000425979j -0.000598579+0.00400061j -0.00270431+0.0017967j 0.00244771-0.000255661j 0.00074764-0.00155399j 
-0.00146183-0.00716743j 5.21691e-06+0.000394672j -0.00232852-0.00714902j 0.00340342+0.0060198j -0.00464569-0.00435949j 0.00449653-0.00399724j -0.00307009+0.00624705j 0.00195037+0.00711712j -0.0184404+0.00204703j 0.00503518-0.00245772j 0.00659547+0.010699j 0.0138439+0.0107177j 0.0120655-0.00513757j -0.0100814-0.00250636j -0.00155027+0.00222098j 0.00966036-0.00359253j -0.0103856-0.0104935j -0.0098399+0.00491008j 0.00129488+0.01023j -0.00362587+0.00721263j 0.00701468-0.000243973j 0.00673011-0.00217636j 0.000373942-0.0026231j 0.00435742-0.000283605j 0.00483081+0.00339137j -0.00498424-0.000279548j 0.0031819+0.000513304j 0.00123242-0.00635052j -0.00112284-0.00788556j -0.000836571+0.00258861j -0.00180479-0.00383125j -0.00102831+0.00267786j 0.00151116-0.00328978j -0.00972832+0.00155813j 0.005437-0.00513556j 0.00250227+0.00274788j 0.0023531+0.000752287j 0.00180073-0.000787787j 0.00310607-0.00658768j -0.00456593-0.00323466j -0.0018241-0.00437088j -0.000333617+0.00187137j 0.00520319-0.00100165j -0.00184625+8.12266e-05j -0.00167837+0.00108821j -0.00543884-0.00194809j 0.000585269-0.0011581j 0.00216764+0.00552687j 0.00477092-0.00763826j 0.00563329+0.00241203j -0.00169113-0.00185672j -0.0040653+0.0033882j -0.00139849+0.000351198j 0.00211661-0.00200329j -0.000836321+0.000489935j 0.00261561+0.000278369j 
-0.0044229+0.00765031j -0.00124347+0.000683304j -0.00250794+0.0111917j -0.000641596-0.0110069j 0.00624198-0.00509987j -0.00769422-0.00645935j 0.00798951-0.0167107j 0.00260019-0.00353836j -0.00847942-0.00875307j -0.000477686+0.00645233j 0.00306999+0.00187905j -0.00248857-0.00238902j 0.00610654+0.00601955j -0.00262333-0.000620909j 0.0112031+0.00452122j 0.004506-0.00101448j -0.00255425+0.00102307j 0.000930863-0.00442674j -0.00447276-0.00258633j -0.00206028-0.000524531j 0.00361396+0.00117407j -0.00215675-0.000790085j -0.00305387+0.000716858j 0.00117135+0.000528216j 0.00270938-0.000299523j -0.00352417-0.000195258j -0.00186155+0.00192698j 0.000627491+0.000258497j 0.00617281+0.000832813j -0.00360619-0.00033247j 0.00235565-0.00139502j -0.00458651+0.000649719j 0.00187634-0.00220129j -0.00556927-0.00163126j -0.000615365-0.00269126j 0.000486758+0.00019064j 0.000178446+0.000275193j 0.00229907+0.00451007j 0.00602353-0.000443993j -0.00265991+0.000438101j 0.00257034-0.00473202j -0.00397339+0.000724647j 0.00161462+0.00154499j 0.00295772-0.0034725j -0.000629545-0.0038062j -0.00451358-0.00334617j -0.00309615-0.00324239j -0.000596669+0.000320412j 0.000225394+0.00188255j 0.00280066+0.00352912j 0.00223232-0.00429819j -0.000118791-3.35921e-05j -1.79082e-05-0.00188018j -0.00230929-0.000764518j -0.00013446+0.00305757j 0.000680446-0.000383358j 
0.00102663+0.00105646j 6.34556e-05+0.00644768j 0.000969565-0.0066251j 0.00495359-0.0100402j 0.00111414-0.0124864j 0.00840658-0.0125301j 0.00239705+0.000898914j -0.0031217+0.00290385j 0.0128118+0.00649996j -0.00980971-0.00664808j -0.00602888+0.00411993j -0.00447145+0.000999927j -0.00449991+0.00779175j -0.00194043+0.00441869j -0.0104103+0.0109579j -0.00268357+0.00971619j -0.00376992-0.00638911j -0.00035946-0.000343447j -0.00105734+0.000288873j -0.00314822-0.00703416j -0.00142796+0.00365436j -0.000773354-0.00584854j 0.000722652+0.00150913j 0.00620927-0.0016122j -0.00401158-0.00432543j 0.00563681-0.00304622j 0.000643945+0.00288907j -8.28289e-05+0.000475275j -0.0073294+0.0034165j 0.00482598-0.00235484j -0.00100177+0.00305867j -0.000154688-0.00142489j 0.00446514-0.00280473j -0.0021884-0.00311918j -0.00481688-0.00308554j 0.00150176+0.00110333j 0.0045817-0.00288799j 0.000700395+0.00339866j -0.000123745+0.000593588j 0.00228317+0.000573469j 0.000924288+0.00365703j 0.000295366+0.00128303j 0.000378836-0.00199248j 0.000904827+0.00368895j 0.0015317+8.11578e-05j 0.00207138+0.00142646j 0.000964917-0.00332809j 0.000700342+0.000759815j -0.00270318-0.00295857j -0.00139905+0.00144407j 0.0010376+0.00356547j 0.000519738+0.00212766j 0.00147099-0.000919612j 0.000629636-0.00250658j -0.00218289-0.00100064j -0.00134684+0.00119478j 
-0.00247818+0.00266579j -0.00169938-0.00585681j 0.000206899+0.0044799j 0.000370493-0.0005305j 0.0017914-5.15407e-05j -0.0102067+0.000908107j -0.00762276-0.00645434j -0.00459882-0.0060174j -0.00542479+0.00445233j -0.0192957-0.000735575j -0.00382556-0.0068346j -0.00151581-0.0182995j -0.00442954-0.0173352j 0.00864188+0.0152375j -0.00453315+0.00212263j -0.00611831+0.00997872j -0.00943196-0.00698661j 0.00233467+0.0145057j -0.00357737-0.00639108j -0.00359796-0.00293735j -0.00419966+0.0028244j 0.00306039-0.00613433j -0.00178593-0.0052757j 0.00664795-0.000970636j -0.00169228+0.00375457j 0.00638208+0.00491122j 0.00563242-0.00685983j -0.000282908-0.0062717j -0.00197253-0.000805059j 0.00179056-0.00260989j -0.00376105-0.00633058j 0.00329427+0.00303362j 0.00188193+0.00133973j -7.58397e-05+0.00286099j 0.0023084-0.0023589j 0.00631669-0.00514178j 0.00266611-0.00248506j 0.00430403-0.00465042j -0.00122862-0.00157843j 5.86093e-05-0.00161883j 0.00213616-0.00150043j 0.0060504-0.00210441j -0.0054425-0.00443989j 0.00161437+0.000341337j -0.00309474-0.000773775j 0.00145633+0.000218977j -0.00123375+0.0014757j 0.00119114-0.000762541j -0.00139726+0.00129418j 0.000587051-0.00213229j -0.00423097+0.000295732j 0.00011085+7.78497e-05j -0.00144232+0.000667395j -0.00156156+0.000442497j 0.0011428-0.00121004j 0.000691404-0.000843271j 
0.00109908+0.00259072j -0.00324549-0.00598749j -0.00336763-0.00136409j -0.00118412-0.00120074j -0.00466827-0.00491498j -0.00199102+0.0022023j 0.00494622+0.0037922j -0.00239046-0.00120643j -0.00146886-0.00461104j 0.00255506-0.00503389j -9.39499e-05-0.00148203j 0.00132973+0.00359403j -0.00769736+0.00454954j 0.000542992-0.0016538j 0.00648075+0.00163922j 0.00395535-0.0028754j 0.00460698-0.00517781j 0.000264431+0.00464777j 0.000586525-0.000163793j -0.00231737+0.00430794j -0.00439912-0.00398214j -0.00185293+0.00508086j -0.000506248-0.00346595j -0.0045772+0.00278222j -0.00214254+0.00319609j -0.00219862-0.000755199j -0.00567822+0.00206379j 0.00144677-0.000307659j -0.000758472-0.00281563j -0.00225548-0.00313369j 3.09319e-05-7.64554e-05j -0.00129033+0.000963944j -0.00088197-0.00232759j 0.00298266+0.000524755j 0.000983598+0.00111135j 0.000591427-0.00211682j -0.00175703-0.000205799j -0.00273378+0.00061861j 0.00163463+0.00175047j -0.00202435-0.00423478j 0.00253539+0.00264105j 0.00245559+0.00231495j 0.000203329-0.00036567j 0.00133444+0.00202385j 0.00161259+0.000802986j -0.000689115-0.000496686j 0.000424345-2.36967e-05j -0.00319775+0.00165959j -0.00240096-0.00114412j -0.00100786+0.000291153j -0.000950533+0.00144611j 0.00307698+0.00273736j -0.0025009-0.0044567j 0.000288497-0.00206464j 0.000227952-0.00370361j -0.000841003+0.00387585j 
0.00443498+0.00314645j -0.00485354+0.0061491j -0.00200786-0.00467117j -0.000574095-0.00332713j 0.00392211-0.00247376j 0.00358054-0.0109027j 0.00228026+0.00492566j 8.22505e-05+0.00148778j 0.00548374-0.00915749j 0.00349536-0.0131836j -0.00813605-0.00910134j -0.0100049+0.00492621j -0.0106123+0.000787357j -0.00509853+0.00635066j 0.0108771-0.00550763j 0.00177196-0.000967925j 0.00135048+0.00248472j 0.00535055+0.00967296j -0.000529045-0.000813946j 0.00461199+0.000176808j -0.00254852+0.00174683j -0.00205302+0.00223014j -0.00380944-0.00319131j -0.0056158+0.0026424j 0.0065817+0.000229068j -0.00615683+0.00192411j -0.0127569-0.0018297j -0.00100082-0.00342141j -0.000713788-0.000492515j -0.000433956-0.00160044j 0.00338393+0.00165937j -0.00513171+0.000779657j 0.000102338-0.00288514j 0.00168163-0.000149134j -0.00136141-0.00140333j 0.00123582-0.0053218j -0.00149535+0.000922806j -0.00222228+0.00162185j -0.00166178+0.00143257j -0.00368435+0.00154154j 0.0038086+0.000975171j 0.00195546+0.0012757j -3.78484e-05-0.00261914j 0.00297227+0.00128631j 0.000761178+0.00241396j 0.000325862-0.00112341j -0.000991537-0.00142428j -0.00257465-0.000563393j -0.00440549-0.00148935j 0.00128061-0.00161928j -2.33404e-05-0.00050436j 0.00129304-0.000887678j -0.00060732+0.000773727j 2.63127e-05-0.00198513j -0.00107129-0.00144793j -0.00105828+0.000675349j 
-0.00151126+0.00382546j -0.00701323+0.00406357j -0.00169088+0.00340894j -0.00200669-0.00746277j 0.0103762-0.00747347j -0.0035629-0.0046226j 0.0165345+0.00337729j -0.00335138-0.00686598j 0.00692704-0.00570964j -0.00445399+0.00822302j 0.0118068-0.0152932j -0.00793077-0.0062059j 0.0013881+0.00216765j -0.00215293-0.00150255j -0.000405729+0.00322122j -0.000809885-0.00753761j 0.00353985-0.00163148j -0.00498755+0.00867272j 0.00426932+0.00373148j -0.00205988+0.00490098j -0.00887168-0.00482254j 0.00757353+0.00427317j 0.00537563-0.0068827j -0.000260183+0.00456904j -0.00762738+0.00637292j 0.00174049+0.000314221j 0.00458897-0.000763013j 0.00092642-0.00130816j 0.00740089-0.00402257j 0.00180864+4.04274e-05j 0.00454018-0.000548018j -1.36081e-05-0.0020986j 0.00123012-0.00032107j 0.00316022+0.00683974j 0.0051523-0.000559556j 0.00302349+0.0030255j -0.00541763-0.00123603j 0.000706694-0.0023531j -0.00323484-0.000360641j -0.000256561-0.00361367j 0.0041196+0.00625149j 0.0013148+0.00162679j 0.000368475-0.0040169j -0.00166653-0.00324355j 0.000186586-0.00565513j 0.00124913-0.00126625j 0.00576308+0.00231222j -0.000439043-0.00164538j 0.00264604+0.00235384j -0.00565447-0.00159293j -0.00266435-0.00225022j -0.00181885-0.000898138j 0.00198468+0.000206305j 0.000299432+0.00138616j -0.0019111-0.00295073j -0.000916037-2.1122e-06j 
-0.00198129+0.00468538j 0.00160593-0.00360722j -0.00467637+0.00713257j 0.00293842+0.0154086j -0.00360057-0.00522445j -0.00974706+0.0106285j -0.00327201-0.00435362j -0.00138021-0.0130092j -0.00225943+0.0105869j -0.00674118-0.000431701j 0.00485605+0.00865399j 0.00344343-0.00449099j -0.00721189+0.00677017j -0.0107348-0.00507257j -0.00852481+0.00479297j 0.00262434+0.00316268j -0.00605388-0.0012277j -0.00472586+0.00273526j -0.00604878+0.00448609j -0.00251707-0.00346682j -0.00138499-0.00102955j -0.00487125-0.000650997j 0.00090311+0.00338089j 0.00190116-0.00153423j 0.000983095+0.00415493j -0.000640531-0.00693104j -0.00370755-0.00307888j -0.000375756+0.00164166j -0.00197928+0.00288992j 0.0038545+0.00243007j -0.0040846+0.00333435j -0.00311866-0.00260335j 0.00327158+0.00127645j 0.00234439-0.00498596j 0.000178355-0.00107461j 0.00268343+0.00142709j -0.00106831-0.00322959j 0.00172131+0.000338613j 0.00076081-0.000641027j -0.000136902-0.000726604j -0.00230311+0.00301989j -0.0031889+0.000671661j 0.00472365-0.00175474j -0.000730478-0.000288866j -0.00184428+0.000449395j -0.000486563+0.000419769j 0.000965687+0.000581286j -0.00251174+0.000594069j 0.00236864-0.00271258j -0.0006076+0.00289541j -0.00204831-0.00166861j 0.000521933-0.00101099j -0.00222171-0.00318328j 0.00247022-0.00205825j -0.00111732-0.00136539j -0.00133027+0.00292721j 
0.00203195+0.00814138j -0.00300693+0.00164961j -0.000858238+0.00106353j 0.000110669-0.00648605j 0.000801886-0.0060303j -0.00100353-0.00390276j 0.0151616+0.00239534j 0.0175061+0.0081176j 0.0131294-0.00407054j -0.00197074+0.00651684j 0.00423198+0.00180212j 0.013646+0.00651244j -0.0141338-0.0086871j 0.00602298-0.00933851j -0.0152441+7.30529e-05j -0.0117768+0.0050528j 0.00178948+0.00330754j 0.000385116-0.0047434j 0.000926152+0.00619566j 0.00980594-1.08595e-05j 0.00533525+0.000653525j -0.0015653+0.00204822j -0.00515552+0.000879557j -0.00463412-0.00757202j 0.00178036+0.00238038j 0.00378807-0.00529725j 0.00269326-0.00650574j -0.00118282+0.000419692j -0.00262039-0.00535571j -0.0016148+0.000675109j -0.00248025-0.00161456j 0.00742736-0.00021799j -0.00318709+6.47879e-05j 0.00146318-0.000618764j -0.000929053+0.000974806j -0.00146471+0.000411915j 0.00425022+0.00173124j -0.00441558-0.0044089j -0.00130615+4.02123e-05j 0.001699-0.00132176j -0.00697215-0.00162141j -0.00213033-0.00360568j -0.00216519+0.00167054j 0.000550956-0.000488491j 0.00240185-0.00111247j 0.00311242-0.000761881j -0.00133144+0.00141049j 0.00226409+0.000219072j -0.00178839+0.000749036j -0.000891715-0.000332511j 0.00282948+0.000230714j 0.00156538+0.00103799j 0.00200032+1.65788e-05j -0.000886784+0.000544682j 0.00516124+0.00319575j -0.0022481-0.00181814j 
0.000107152-0.00636997j 0.00451111+0.000471683j 0.00442987-0.0014303j 0.00110358-0.00752727j 0.00653684+0.0110065j -0.00336457-0.00371653j -0.0031253+0.00367199j -0.00451199-0.00544088j -0.00648633-0.00785681j 0.00633379+0.00126525j -0.00191324-0.00442899j -0.0099563-0.0113761j -0.00831008+0.00496386j -0.000570215-0.00533001j 0.00366559+0.0130379j 0.0020376+0.0019739j 0.000623347-0.000132256j 0.00229911-0.000490584j -0.000465046-0.00817214j -0.00288507-0.00232939j 0.0029731-0.00234148j -0.000395032-0.000746356j 0.0035331-0.0022064j -0.00370942+0.00478875j 0.00247534+0.00320613j -0.000264467-0.0031901j -0.00239998-0.00549532j 0.000198614+0.00208845j -0.00170921+0.00500622j 0.00204122+0.00095917j 0.000459044+0.000279358j -0.000158569-0.00387768j 0.00380451+0.00389102j 0.00100337+0.000457017j 0.000472261+0.00171963j -0.000685751+0.00323308j 0.000319014-0.00125656j -0.00165132-0.00321294j 0.000227691-0.000656396j 0.000869674+0.00165643j -0.00042411+0.00329696j -0.0028695+0.000353306j 0.000385128+0.000855707j -0.000716421+0.000618037j -0.000267206-0.00226402j -0.0026002-0.0052537j 0.00106444+0.00042158j 0.000503115-0.000161337j 0.000938625+0.000827311j -0.000655776+0.000431461j -0.000280875-0.00272789j 7.48949e-05-0.00274323j -0.000576181-0.00016888j 0.000121489-0.00202733j -0.00278908-0.000676513j 0.00117917+0.00227804j 
-0.00211775-0.000134497j -0.00319378-0.00942375j -0.00316674-0.00349567j -0.00397636-0.00495343j -0.00560133+1.81779e-05j -0.00770982-0.00118447j 0.00562731+0.00310533j 0.00467657-0.00233401j -0.0199833-0.00774893j -0.0168934-0.0139339j 0.00280861+0.00800464j 0.0222149-0.00797375j -0.0134603+0.00926479j -0.00609674+0.00245701j -0.00812909+0.00129637j -0.00198468+0.00598966j -0.00484307-0.00796217j 0.0021687+0.00234892j 0.00116147+0.00441641j 0.00223697-0.00370866j -9.09195e-05-0.00686228j 0.00547913+0.00611467j -0.00115196+0.000217482j 0.00459392+0.00824988j 0.00441008-0.00137371j 0.00271597+0.00199544j -0.000761154+0.00704843j -0.0018795-0.000939771j -0.0107554-0.00233637j 0.00232767+0.00216215j -0.00266379-0.00381187j -0.00236579+0.00428334j 0.00242063+0.00196331j 0.000992049+0.0017622j 0.000860631+0.000898303j 0.000214377+0.00218543j 0.00270145+0.0032992j 0.00386629+0.00160825j 0.00382919+0.000642901j -0.000484994-0.0010995j -0.00370687+0.00113754j 0.00369599+0.00298815j 0.000782921-0.000428601j 0.00110136-0.00247079j 0.00304176-0.0011726j -0.0020065-0.00553508j -0.00333258+0.000660813j 0.0016133+0.0035265j -0.00217804+0.0013873j 0.00035017-0.0018119j -0.00204209-5.2986e-05j 0.0031144-0.000458333j -0.00472947-7.32415e-05j -0.00264781-0.00425242j 0.00139791-0.0028849j 0.00122755+0.000806467j 
0.00107001+0.00256371j 0.00334145-0.00305597j 0.00488858+0.00384236j 0.00434097-0.0017272j -0.00852134-0.00104729j -0.0110195-0.00289785j 0.00719857-0.000491523j 0.0134374+0.00498455j 0.00776035+0.00573108j 0.00333326-0.0120407j 0.005025-0.0162627j 0.00243876+0.00205207j -0.00933534-0.0109094j -0.0106013+0.00842813j -0.00725276-0.00408251j -0.00584396-0.0069466j 0.0015471-0.00745546j -5.31155e-05+0.00546729j 0.00833452-0.00238888j 0.00282498-0.00368432j 0.00244358-0.00417609j 0.000994886-0.00315249j 0.0027907-0.00302605j -0.00268186+0.00400041j 0.00269687-0.00235999j -0.0100536+0.0016325j -0.000633245-0.00213635j 0.00512483+0.00228964j -0.00190792-0.00426424j 0.000658031-0.00269833j 0.00279312-0.000148079j -0.00269584-0.00477025j 0.00129001-0.000804033j 0.00156889-0.00193578j 0.00438743-0.0032965j 0.00291283+1.28839e-05j 0.00683692+0.00143941j -0.00357482-0.000425782j -0.00284554-0.00293233j 0.00219835-0.00156534j -0.000300254+0.00111231j -0.0066556+0.00568281j 0.00186637+0.00125275j -0.00256693+0.000616214j -0.00340427+0.00414256j -0.00295784-0.000300276j 0.00366795-0.00121776j 0.00161235-0.000231242j 0.00034889-0.00106483j 0.00155772+0.00200023j -0.00199994-0.00405432j -0.00497794-0.0012184j 0.00428673-0.00293161j 0.00239479+0.00429731j -0.000269698+0.000925659j -6.32472e-05+0.00413338j 
-0.000312455+0.00238881j -0.000485075-0.00285897j -0.00652084-0.00191164j 0.0015264+0.0061232j -0.00684779-0.00548029j 0.0125078+0.0040132j 0.00983697-0.000147112j -0.00250865-0.00422609j 0.0193285+0.000476262j 0.00178119-0.00579306j 0.0125819+0.00198721j 0.0116748-0.0056905j 0.00245011+0.00192161j -0.00131188-0.000220928j 0.00413657+0.00348986j -0.00544822+0.00369259j 0.00464977-0.000952174j -0.00467925+0.00454267j -0.000302013-0.00204862j 0.000272713-0.00518725j -0.00475263-0.00118331j -0.000555141+0.00189623j -0.000799872-0.00222193j -0.00358508+0.00142204j -0.00866631+0.00279929j 0.00172949-0.00280022j 0.00455913-0.00186913j 0.00517439+0.00231563j -0.000719745+0.00406867j -0.00599467-0.00354295j 0.000548121+0.00212944j 0.00360282-0.00514922j -0.00334221-0.00287972j 0.00192979-0.00361034j -0.00160017-0.000267903j 0.00260843-0.00397176j -0.00281856-0.00563233j -0.00227348+0.000587104j -0.0020678-0.00154684j 0.00210011-0.00223379j 0.00254492+0.00540115j 0.00113117-0.0018681j 0.00261375-0.00101241j -4.46162e-05+0.00466743j 0.000685071+0.000646817j 0.00437652+0.00394558j 0.00252125+0.000954577j 0.00209943+4.90248e-05j -0.00188339-0.000110839j -0.00137149-0.00287308j -0.00032403+0.00381931j 0.00463525+0.00041879j -0.00255569+0.000176307j 0.000716652-0.00406448j 0.00169737-0.000678453j -0.00216642+0.000214249j 
0.00202956-0.000330044j -0.000708944+8.97476e-06j 0.00383392-0.00302884j -0.00467408-0.00632681j 0.00710636+0.00699789j 0.0129255-0.000491082j 0.00383566+6.0016e-05j -0.00449965+0.00541002j -0.0142888-0.00211021j 0.0100293-0.000997657j 0.0171198-0.00269104j -0.00398068-0.0227339j 0.00425328-0.00416187j -0.0102936-0.00359046j 0.00449089+0.00863861j -2.77325e-05-0.000878633j 0.0107694+0.00201322j -0.00595804-0.000345247j 0.00197517-0.00189899j 0.000957608-0.00805503j 0.00426922+0.000187204j 0.00717667+0.000695812j 0.00234373+0.00179321j 0.00161187-0.00103777j 0.000482677+0.00344326j -0.00208628-0.00514311j 0.00331483-0.00293774j 0.00126468+0.00590917j -0.00222495+0.00339831j 6.54477e-05-0.000889601j -0.00198877+0.00371696j 0.00276341-0.00466384j 0.000975362+0.00251152j -0.00104519+0.00290165j 0.00348203-0.000749559j -0.0011796+0.00307755j -0.00252498-0.00135537j -0.00182766-0.00521328j -1.91591e-05-0.00109337j -0.00091608+0.000443574j -0.000534441+0.00341614j -0.00282889-0.00218672j 0.0018876-0.000180257j -0.000968915-0.00249307j -0.000959548-0.00248341j 0.000218223-0.00524499j 0.00193968+0.00259704j 0.00130734-0.00250078j 0.000773667+0.00139491j -0.00168172-0.00073253j 0.00129044-0.00241906j 0.00190855-0.003081j 0.00113478+0.000807561j -0.00453715+0.00129011j 0.000829747-0.00220765j -0.00162718-0.000567567j 
-0.00233847+0.00482042j -0.00151146+0.00343048j -0.0040573+0.00556926j 0.0124863+0.00782468j 0.0202175+0.00337236j 0.00861383+0.000499075j -0.00922138-0.00465901j 0.00229505-0.0115639j -0.00444579+0.0195649j 0.00512748-0.00634945j 0.0059607+0.00929018j -0.00116634-0.00825394j -0.00729993-0.00726989j -0.00341838+0.000272632j 0.00317522-0.000897665j -0.00557497-0.00331627j -0.000409239+0.00362643j -0.00542776-0.00261506j 0.00250386-0.00444878j 0.00279173+0.000713534j 0.000305898-0.00157915j -0.00084391-0.0018125j -0.00192205+0.0024406j -0.00360958-0.000263018j 0.00120895-0.00288087j -0.00151715+0.00275313j 0.000900879+0.00296399j 0.00265082+0.00461537j -0.00253338+0.00185386j 0.00208635+0.00339475j -0.00178525-0.00100747j 0.000806266+0.00282524j -0.000747454+0.00324461j -0.000326866+0.00268467j 0.000348769-0.000463445j 0.00177539-0.0013524j 0.0056018+0.0030157j 0.00208934-0.000897932j -0.00127745-0.00708959j -0.0015749+0.0066699j -0.00663112-0.00216922j -0.00171396-0.00168187j 0.000454113-0.003287j -0.000973959+0.00237725j -0.00337951+0.00165587j -0.000531521+0.00234506j -0.00360982+0.00163984j 0.000808564+0.00299337j 0.00010963-0.00719879j 0.00476283-0.00119474j -0.000962726-0.00305174j 0.000949406+0.00219928j -0.000672101+0.0012127j -0.000665992-0.00217463j 0.0034797+0.00283123j -0.00119908-0.00290791j 
-0.00136974-0.00473121j 0.00675645+0.00256206j -0.000763747+0.000370474j 0.0056108+0.00522374j 0.0104226+0.00474394j 0.00555485+0.00313813j 0.00871624-0.00708241j -0.00921379-0.0019554j -0.00958149-0.0183624j 0.00983389-0.0004059j -0.00952879+0.00273221j -0.00155044-0.00100149j -0.00132488-0.000244314j -0.00257122+0.000713386j 0.00164762+0.00346793j -0.0040412-0.00195942j 0.00427639-0.00340098j 0.00843582+0.00165901j -0.00479708-0.00301979j -0.00132014-0.00310459j -0.00149268+0.00140757j 0.00366233+0.00139432j -0.00419868+0.000389893j 0.000318737+0.00513281j 0.00471124+0.00488413j 0.00136411-0.000546181j -0.00310418-0.00150054j 0.00257674+9.87639e-05j -0.000891698-0.00323597j -0.00343534+0.0031652j 0.00083422-0.00339012j -0.00206472+0.00102249j 0.00136081-3.84498e-05j 0.00229276-0.00674769j 0.00177638-0.00157451j -0.0012082-0.000915517j -0.00149991+0.00473754j -0.00391798-0.00164685j 0.00429081+0.00151109j -0.00326773+0.000139683j 0.00374946-0.00264257j 0.0014378+0.000462065j 0.000932899+0.00130321j -0.00129002+0.00391507j 2.73624e-05-0.00113568j -0.0023593-0.00400475j 0.000507933-0.00415395j -0.00264987+0.00469314j 0.00633772-0.0025056j -0.00117005+0.00202021j -0.000554704-0.00153044j -0.000956171+0.00430718j -0.00290648-0.00407742j 0.00287321-0.00516956j -0.000556832+0.00201526j 0.00144896+0.00208578j 
