-0.101423-0j -0.0146982-0j 0.702657-0j -0.00105411-0j 0.709938-0j -0.00106503-0j -0.00483821-0j 0.0822902-0j -0.00598698-0j -7.12736e-05-0j -0.00349241-0j 0.101829-0j -8.81966e-05-0j 0.0594002-0j -5.1448e-05-0j -0.00360593-0j -0.000600989-0j -0.00420692-0j 0.0711871-0j -0.0025762-0j 0.00722794-0j -0.00368105-0j -0.000701153-0j -4.4267e-06-0j -0.00151836-0j 0.0830516-0j -0.000429367-0j 0.0508585-0j 0.00843259-0j -0.000613509-0j 0.00516389-0j 0.0726701-0j -5.16448e-06-0j -0.00025306-0j 0.00737852-0j 0.0299749-0j -3.16259e-06-0j -4.51892e-06-0j 0.00304348-0j -1.86396e-06-0j -0.00286668-0j -0.000462608-0j -0.00323826-0j -0.00264402-0j 0.0363417-0j -5.45189e-05-0j -0.00267142-0j -0.000522571-0j 0.00913265-0j -0.00231352-0j 0.000535364-0j -0.00190856-0j -0.000426678-0j 0.0410524-0j -2.53975e-07-0j -0.000609793-0j -0.000431099-0j -6.15856e-05-0j 0.0335191-0j -0.000373343-0j 0.0103164-0j -5.02844e-05-0j 0.0338665-0j 0.000604758-0j -0.000307992-0j 0.0293292-0j 0.00842332-0j -5.08055e-05-0j -2.86895e-07-0j -9.8405e-05-0j 0.000493783-0j -4.39989e-05-0j 0.00851061-0j 0.0241954-0j 0.00737041-0j -2.34249e-07-0j 0.00773054-0j 0.0004989-0j -3.62972e-05-0j 0.00043206-0j 0.00608028-0j -1.15971e-05-0j -2.36676e-07-0j -2.04968e-07-0j 0.000356431-0j 0.00194268-0j -1.6909e-07-0j 0.000113882-0j -5.4025e-08-0j 
-0.000864146-0j 0.000170419-0j 6.12257e-05-0j 0.039538-0j 6.10789e-05-0j 0.0394432-0j 0.0060078-0j 0.000696695-0j -0.000104121-0j -0.00832564-0j -0.00848814-0j -1.20744e-05-0j 0.000144291-0j -0.000984327-0j 0.0117629-0j -3.07234e-05-0j -0.0713474-0j -5.10197e-07-0j -3.13569e-06-0j 6.51454e-05-0j -0.00286372-0j -2.99818e-05-0j -0.0011848-0j -0.00104144-0j 3.80737e-05-0j -5.20717e-08-0j 0.151284-0j 6.64887e-06-0j -4.75552e-05-0j -0.0696253-0j 0.00607217-0j -3.06001e-06-0j -1.72942e-05-0j 0.0884167-0j -0.00279459-0j 3.88589e-06-0j 0.00220824-0j -0.0010163-0j 0.00354884-0j 0.00129059-0j -2.44248e-05-0j 0.00037683-0j -3.92721e-07-0j 2.21663e-05-0j 0.000469027-0j 0.302886-0j 2.21132e-05-0j 6.05899e-06-0j 3.84601e-05-0j 8.3272e-07-0j -0.00064998-0j -3.13178e-05-0j -0.000341987-0j 7.54141e-06-0j -9.99316e-05-0j 2.04126e-05-0j -0.000341167-0j 0.00487005-0j -0.000425659-0j -1.28474e-05-0j 6.18393e-07-0j -0.27488-0j -0.000424639-0j -1.04509e-05-0j 0.000483177-0j -1.59907e-05-0j -3.49039e-05-0j -0.274221-0j -1.60678e-06-0j -0.000314929-0j 0.000589881-0j -0.0103264-0j -3.48202e-05-0j 0.000601394-0j -1.31123e-06-0j 9.06915e-05-0j -0.000391981-0j 0.000588467-0j 0.388365-0j 2.21599e-05-0j 4.93141e-05-0j -0.253132-0j 9.04741e-05-0j 3.40699e-06-0j -0.000833414-0j -3.21423e-05-0j -0.000128134-0j 0.00054321-0j 8.35161e-05-0j 
-0.00349241-0j 0.000990626-0j 0.0241954-0j -3.62972e-05-0j 0.0223881-0j -3.35859e-05-0j 0.0242802-0j 0.00283359-0j -0.0588076-0j -2.45424e-06-0j 0.0678607-0j -0.00686305-0j 5.94426e-06-0j 0.00791959-0j -6.85935e-06-0j -0.000124167-0j 0.00301602-0j 0.000283537-0j 0.00245126-0j -8.87093e-05-0j 0.000248888-0j -0.000116083-0j -0.00688713-0j -1.5243e-07-0j -6.08359e-05-0j -0.0055975-0j 0.00215475-0j 0.00175127-0j -0.000568339-0j 0.00281965-0j 0.000177814-0j 0.00229167-0j 3.48075e-07-0j 0.00147771-0j 0.000232683-0j 0.001201-0j -1.08901e-07-0j -1.42505e-07-0j 0.000121943-0j -7.46831e-08-0j -9.87115e-05-0j -1.59295e-05-0j 0.000218252-0j -9.10447e-05-0j -0.182379-0j 0.000273599-0j -8.42439e-05-0j 3.52202e-05-0j 0.000314475-0j 0.000155926-0j 1.84348e-05-0j -0.00025446-0j -1.46923e-05-0j 0.40324-0j -8.7454e-09-0j 0.000272059-0j -1.35948e-05-0j -0.000604929-0j -0.168213-0j 2.51625e-05-0j -0.000695305-0j 0.000252349-0j -0.155648-0j -4.07594e-05-0j -4.10634e-05-0j 0.288088-0j 0.00029005-0j 0.000233499-0j 1.93361e-08-0j 4.39033e-05-0j 1.7003e-05-0j -0.000432182-0j 0.000268384-0j -0.470139-0j -0.00049675-0j -8.06615e-09-0j 0.502654-0j 1.57329e-05-0j 0.000705289-0j -2.91199e-05-0j 0.000810659-0j -0.000754067-0j -7.46364e-09-0j 1.38144e-08-0j 4.75216e-05-0j -0.000866724-0j -2.2544e-08-0j -5.08082e-05-0j 2.41032e-08-0j 
-0.000748373-0j 7.30218e-05-0j -0.0102561-0j -0.000731686-0j -0.0102315-0j -0.000729932-0j -3.56999e-05-0j -0.0577426-0j 6.18713e-07-0j 7.56824e-05-0j 5.04387e-05-0j 0.00100073-0j -1.31165e-06-0j 0.0815817-0j -0.000106928-0j -2.66072e-05-0j 0.000209765-0j -4.41843e-07-0j -0.0502744-0j 5.64175e-05-0j -0.0102508-0j -2.5965e-05-0j 3.48339e-06-0j 6.27825e-06-0j 3.29728e-05-0j -0.000834864-0j -0.000444782-0j 0.106601-0j -0.000170227-0j 0.000204702-0j 0.0217357-0j -0.049061-0j 1.04257e-07-0j -0.00025995-0j -0.0100034-0j 0.0623022-0j -1.33123e-05-0j 6.12672e-06-0j 0.0127033-0j -7.78028e-06-0j -2.11525e-05-0j 0.000161466-0j -3.40107e-07-0j 1.91966e-05-0j 0.0005391-0j 3.84601e-05-0j 1.91506e-05-0j 2.59618e-06-0j 0.305089-0j 7.21156e-07-0j -0.00114287-0j -2.7122e-05-0j -0.000146536-0j 8.66809e-06-0j 4.50724e-07-0j 1.76778e-05-0j -0.000146185-0j 6.18393e-07-0j -0.000489252-0j -5.50489e-06-0j 0.00490548-0j -3.49039e-05-0j -0.000488079-0j -1.8376e-05-0j 0.000207033-0j -1.83797e-05-0j -0.27688-0j -3.48202e-05-0j 7.24711e-09-0j -0.000134942-0j 0.00103719-0j -1.31123e-06-0j -0.276216-0j 0.000691241-0j -0.0104015-0j -4.09048e-07-0j -0.000450543-0j 0.00103471-0j 4.93141e-05-0j 3.89641e-05-0j 0.39119-0j -3.21423e-05-0j -4.08068e-07-0j -1.53667e-08-0j -0.0014654-0j -0.254973-0j 5.77925e-07-0j 0.000955133-0j -3.76685e-07-0j 
3.25318e-06-0j -0.00011339-0j 2.34249e-07-0j 0.00156141-0j 2.36676e-07-0j 0.00157759-0j -3.09552e-07-0j 1.31612e-05-0j 1.92035e-07-0j 0.0301996-0j 1.1202e-07-0j -8.16476e-06-0j -0.0187347-0j -4.76278e-06-0j -0.0109286-0j 1.15662e-07-0j -4.63635e-06-0j -2.69162e-07-0j 1.18047e-08-0j 8.26328e-08-0j 0.000111278-0j 1.18071e-07-0j 1.07895e-05-0j 0.0889492-0j 4.8702e-08-0j -2.74712e-08-0j -3.31237e-06-0j 8.43367e-09-0j -0.00025896-0j -4.73295e-06-0j 7.95008e-05-0j 1.20506e-08-0j -0.206998-0j -1.95224e-06-0j 0.000113596-0j 4.97062e-09-0j 0.0635484-0j 0.0908023-0j 4.6856e-05-0j 0.037454-0j 9.19499e-08-0j -3.56881e-06-0j 1.03868e-07-0j -1.69167e-07-0j 1.21155e-08-0j 8.07569e-05-0j -1.7092e-07-0j -4.0314e-06-0j -3.6424e-07-0j 7.42072e-08-0j -0.00118197-0j 6.12178e-08-0j 6.56579e-06-0j 1.36859e-08-0j -0.230976-0j 1.95594e-08-0j 6.63383e-06-0j 9.12246e-05-0j -2.22897e-08-0j -2.88017e-06-0j -4.11453e-07-0j -0.000148574-0j -2.25206e-08-0j -0.00133518-0j -2.37602e-06-0j 9.77766e-09-0j 6.70118e-07-0j -0.000150114-0j -0.260915-0j -7.5915e-07-0j 0.00217455-0j 6.5174e-05-0j 6.77062e-07-0j 8.06615e-09-0j -2.93956e-07-0j 0.424943-0j 2.57718e-09-0j 0.00219709-0j 5.37658e-05-0j -0.000953897-0j -2.42502e-07-0j 1.71784e-05-0j 0.429347-0j -0.186407-0j -0.000786925-0j -7.74804e-08-0j -0.153778-0j -0.000251426-0j -0.0491328-0j 
0.000504085-0j 0.0136701-0j 3.62972e-05-0j 0.0234398-0j 3.35859e-05-0j 0.021689-0j -0.00350455-0j -0.000406405-0j 0.00848814-0j 0.00485663-0j -0.00979485-0j 0.000984327-0j -0.0117629-0j -0.00113586-0j 0.0135738-0j 1.7922e-05-0j 0.0416193-0j -4.09251e-05-0j 1.82915e-06-0j 1.28041e-05-0j 0.0016705-0j 1.67551e-05-0j -0.0950383-0j 0.000607505-0j 8.78091e-06-0j -4.1769e-06-0j 0.0297343-0j 1.30681e-06-0j -0.00381461-0j 0.0389095-0j 0.00119346-0j 1.71006e-06-0j -0.00138725-0j 0.0203915-0j 0.00156174-0j 8.96198e-07-0j 0.000434022-0j 0.000567951-0j 0.000818465-0j 0.000297648-0j 1.42478e-05-0j -0.000219818-0j -3.15019e-05-0j 1.31412e-05-0j -0.000273599-0j -0.176684-0j 1.21596e-05-0j 0.000486018-0j -2.2435e-05-0j -2.2506e-05-0j 0.000379155-0j 3.67282e-05-0j -0.000202745-0j 0.000604929-0j 5.82934e-05-0j -3.92683e-05-0j -0.0001876-0j 0.390648-0j -0.000252349-0j 0.000347228-0j 4.9604e-05-0j -0.162961-0j -0.000233499-0j -0.000838314-0j -0.00056665-0j 0.000432182-0j -2.06925e-05-0j -0.150788-0j -0.000128887-0j 0.00060584-0j 0.000349707-0j 0.279092-0j -1.91469e-05-0j -0.000705289-0j 3.54388e-05-0j 5.37658e-05-0j 0.000754067-0j 0.000323585-0j -0.455458-0j -0.00059892-0j -5.78335e-05-0j 0.486958-0j 4.97497e-05-0j -9.20813e-05-0j 0.000977393-0j 6.18333e-05-0j 0.00015027-0j -0.00104499-0j -0.000160663-0j 
0.000436551-0j 0.00585739-0j -0.00608028-0j -0.000433775-0j -0.0056261-0j -0.000401373-0j 2.0825e-05-0j 0.0336832-0j -5.04387e-05-0j -4.41481e-05-0j 5.82036e-05-0j -0.0815817-0j 0.000106928-0j 0.0941409-0j -0.000123389-0j 1.55209e-05-0j -0.000122363-0j -3.54422e-05-0j 0.0293267-0j 1.10887e-05-0j 0.00597965-0j 1.45104e-05-0j 0.000279418-0j -3.66231e-06-0j 7.60449e-06-0j -0.0669681-0j -8.74203e-05-0j 0.020952-0j -0.0136546-0j -0.000114396-0j 0.00427207-0j 0.0274173-0j 8.36295e-06-0j -5.99519e-05-0j 0.00559033-0j 0.0143687-0j -2.61648e-06-0j -3.42387e-06-0j 0.00292974-0j -1.79436e-06-0j 1.23389e-05-0j -9.41882e-05-0j -2.72814e-05-0j 1.13806e-05-0j -0.000314475-0j -2.2435e-05-0j 1.05305e-05-0j 0.000208251-0j -0.177969-0j -1.94908e-05-0j 0.000666674-0j 3.18075e-05-0j -8.68727e-05-0j 0.000695305-0j -2.62922e-07-0j -3.40074e-05-0j -8.03836e-05-0j 4.9604e-05-0j -0.00029005-0j 0.000148781-0j 0.39349-0j -2.06925e-05-0j -0.000268384-0j -0.00147402-0j -0.0002428-0j 0.00049675-0j -0.164146-0j -1.91469e-05-0j 5.81323e-07-0j 0.000259592-0j 0.000614894-0j 3.54388e-05-0j -0.151885-0j -0.000810659-0j 0.281123-0j -2.42502e-07-0j 0.000866724-0j 0.000568963-0j -5.78335e-05-0j -0.00105309-0j -0.458771-0j 6.18333e-05-0j -2.24387e-07-0j 4.15317e-07-0j 0.00171856-0j 0.4905-0j -6.77766e-07-0j -0.00183742-0j 7.24641e-07-0j 
8.81966e-05-0j -2.61809e-05-0j 0.000601224-0j -0.0123656-0j 0.000599783-0j -0.0123359-0j 4.20728e-06-0j 0.0102979-0j -7.2916e-08-0j -0.0393329-0j -5.94426e-06-0j -0.000178472-0j 0.000681675-0j -0.0145494-0j 0.0555715-0j 3.13569e-06-0j -7.52084e-05-0j 5.20717e-08-0j -6.19038e-05-0j -6.64887e-06-0j -0.0861723-0j 3.06001e-06-0j -1.24892e-06-0j -0.0100905-0j -3.88589e-06-0j -1.02798e-06-0j 0.000159471-0j 0.00013126-0j -0.00143099-0j -7.33931e-05-0j 0.182718-0j -6.04096e-05-0j -0.000167564-0j 9.32014e-05-0j -0.0840924-0j 7.67138e-05-0j 0.0213957-0j -0.00984695-0j 0.106788-0j 0.0125046-0j 2.49284e-06-0j -5.78913e-05-0j 4.0082e-08-0j -2.26234e-06-0j -3.16025e-05-0j 0.00064998-0j -2.25692e-06-0j -9.30823e-07-0j 0.00114287-0j -8.49891e-08-0j 0.295445-0j 3.19636e-06-0j 5.25384e-05-0j -5.08131e-07-0j -0.00146261-0j -2.08335e-06-0j 5.24124e-05-0j 1.04509e-05-0j 2.86804e-05-0j 1.9737e-06-0j 1.8376e-05-0j -0.000589881-0j 2.86117e-05-0j 0.0047504-0j -7.4229e-05-0j 1.07743e-06-0j -0.00103719-0j -0.000588467-0j -2.35171e-05-0j 4.83816e-05-0j -0.268127-0j -2.21599e-05-0j -0.00103471-0j -4.05212e-05-0j -3.89641e-05-0j 0.00132737-0j 2.64113e-05-0j -0.267484-0j 0.000833414-0j -0.0100727-0j 0.0014654-0j -0.00054321-0j 0.00132419-0j 4.98653e-05-0j 0.378823-0j -0.000955133-0j -0.00187539-0j -0.246913-0j 0.00122235-0j 
-4.0256e-06-0j 1.99719e-06-0j 2.85218e-07-0j 0.00190115-0j 2.84535e-07-0j 0.0018966-0j -1.92035e-07-0j 8.16476e-06-0j 3.32814e-09-0j 0.0187347-0j 2.71317e-07-0j -1.41503e-07-0j -0.00032469-0j -1.15356e-05-0j -0.0264694-0j -1.43124e-07-0j 5.7372e-06-0j -2.37674e-09-0j -1.46075e-08-0j 3.03478e-07-0j -0.000137699-0j -1.3967e-07-0j 9.52727e-08-0j -0.110069-0j 1.77366e-07-0j -2.42575e-10-0j -1.21651e-05-0j 3.09736e-08-0j -2.28665e-06-0j 5.59872e-06-0j 0.000291975-0j -1.4255e-08-0j -0.00182782-0j -7.10978e-06-0j -0.000134376-0j 1.81023e-08-0j 0.233388-0j -0.107412-0j 0.000170643-0j 0.136402-0j -1.13782e-07-0j 4.41618e-06-0j -1.82948e-09-0j 1.03261e-07-0j -1.49921e-08-0j -9.99316e-05-0j 1.03014e-07-0j 7.10069e-08-0j 4.50724e-07-0j 3.8792e-09-0j 0.00146261-0j -1.45893e-07-0j -4.00784e-06-0j -2.41056e-10-0j 0.285819-0j 9.50915e-08-0j -3.99823e-06-0j -1.60678e-06-0j 1.36059e-08-0j -1.50562e-07-0j 7.24711e-09-0j 9.06915e-05-0j 1.35733e-08-0j 2.35171e-05-0j 5.66249e-06-0j 5.1113e-10-0j -4.09048e-07-0j 9.04741e-05-0j 0.00459563-0j -3.69074e-06-0j -0.00132737-0j 3.40699e-06-0j -4.08068e-07-0j -1.92231e-08-0j -1.53667e-08-0j -0.259391-0j 1.25294e-08-0j -0.00132419-0j -0.000128134-0j -4.98653e-05-0j 5.77925e-07-0j 8.35161e-05-0j -0.258769-0j -0.00974449-0j 0.00187539-0j -3.76685e-07-0j 0.366481-0j -0.00122235-0j -0.238868-0j 
-5.1448e-05-0j -0.00210009-0j 0.000356431-0j -0.00733085-0j 0.000329807-0j -0.00678326-0j -2.45424e-06-0j -0.0060071-0j 5.94426e-06-0j 0.0229442-0j -6.85935e-06-0j 0.0145494-0j -0.0555715-0j -0.0167892-0j 0.0641265-0j -1.82915e-06-0j 4.38715e-05-0j 4.1769e-06-0j 3.61105e-05-0j -1.30681e-06-0j 0.0502672-0j -1.71006e-06-0j -0.000100181-0j 0.00588612-0j -8.96198e-07-0j -8.2459e-05-0j 3.13433e-05-0j 2.57986e-05-0j -0.114786-0j 4.10152e-05-0j 0.0359126-0j 3.37595e-05-0j -0.0134411-0j 2.14949e-05-0j 0.0469944-0j 1.76924e-05-0j 0.00420525-0j 0.00550289-0j 0.0246285-0j 0.00288392-0j -1.45416e-06-0j 3.37699e-05-0j 3.21515e-06-0j -1.34121e-06-0j 1.84348e-05-0j -0.000379155-0j -1.24103e-06-0j -7.46654e-05-0j -0.000666674-0j 2.29701e-06-0j -0.172343-0j -3.74855e-06-0j 3.1147e-05-0j -4.07594e-05-0j 0.000853192-0j 4.00781e-06-0j 2.88204e-05-0j 0.000838314-0j 1.7003e-05-0j -5.33435e-05-0j 0.00147402-0j -0.000349707-0j 1.57329e-05-0j 0.38105-0j 8.70526e-05-0j -2.91199e-05-0j -0.000614894-0j -0.000323585-0j -0.00188641-0j -9.30733e-05-0j -0.158957-0j 0.00059892-0j -0.000568963-0j 4.75216e-05-0j 0.00105309-0j 0.000786925-0j -5.08082e-05-0j -0.147083-0j -0.000977393-0j 0.272236-0j -0.00171856-0j 0.00104499-0j 0.000728144-0j -0.00134772-0j -0.444268-0j 0.00183742-0j 0.00219937-0j 0.474994-0j -0.00235148-0j 
2.34827e-06-0j 0.000160203-0j 1.6909e-07-0j 0.00112709-0j 1.56459e-07-0j 0.0010429-0j 1.1202e-07-0j -4.76278e-06-0j -2.71317e-07-0j -0.0109286-0j 3.13085e-07-0j 1.15356e-05-0j 0.0264694-0j -1.33115e-05-0j -0.0305443-0j 8.34891e-08-0j -3.3467e-06-0j -1.90649e-07-0j 8.52107e-09-0j 5.96475e-08-0j 8.03247e-05-0j 7.80533e-08-0j 7.64223e-06-0j 0.0642069-0j 4.09056e-08-0j -1.9458e-08-0j -2.391e-06-0j 6.08775e-09-0j -0.000183423-0j -3.1288e-06-0j 5.73867e-05-0j 7.96628e-09-0j -0.146617-0j -1.63972e-06-0j 7.50949e-05-0j 4.17491e-09-0j 0.0458716-0j 0.0600265-0j 3.93552e-05-0j 0.0314583-0j 6.63729e-08-0j -2.5761e-06-0j -1.46751e-07-0j 6.12178e-08-0j 8.7454e-09-0j 5.82934e-05-0j 5.6645e-08-0j 5.69578e-06-0j -2.62922e-07-0j -1.04844e-07-0j -0.000853192-0j 1.71097e-07-0j -2.37602e-06-0j -1.93361e-08-0j -0.166728-0j -1.82931e-07-0j -2.19854e-06-0j -0.000128887-0j 8.06615e-09-0j 4.06926e-06-0j 5.81323e-07-0j 5.37658e-05-0j 7.46364e-09-0j 0.00188641-0j -6.64073e-06-0j -1.38144e-08-0j -2.42502e-07-0j 4.97497e-05-0j 0.368635-0j 7.1e-06-0j -0.000786925-0j -9.20813e-05-0j -2.24387e-07-0j 2.2544e-08-0j 4.15317e-07-0j -0.153778-0j -2.41032e-08-0j -0.000728144-0j 0.00015027-0j 0.00134772-0j -6.77766e-07-0j -0.000160663-0j -0.142291-0j 0.263366-0j -0.00219937-0j 7.24641e-07-0j -0.429793-0j 0.00235148-0j 0.459518-0j 
0.0288474-0j 0.00418057-0j 0.00207719-0j 0.000299817-0j 0.00209872-0j 0.000302924-0j 0.00137612-0j 0.000243266-0j 0.00170286-0j 2.02722e-05-0j 0.000993337-0j 0.000301027-0j 2.50855e-05-0j 0.000175599-0j 1.46332e-05-0j -0.00309544-0j -0.000515906-0j 0.00119656-0j -0.000315927-0j 0.000732743-0j -6.44883e-05-0j 0.00104699-0j 0.000199427-0j -3.80001e-06-0j 0.000431863-0j 0.000122124-0j 0.000122124-0j 7.47853e-05-0j 2.49284e-05-0j 0.000174499-0j 1.52655e-05-0j 0.000106858-0j 1.46892e-06-0j 7.19771e-05-0j 2.18124e-05-0j 4.40768e-05-0j 8.99527e-07-0j 1.28531e-06-0j 8.99714e-06-0j 5.30162e-07-0j 0.000815362-0j 0.000131578-0j -0.00277981-0j 0.000752034-0j 0.000107433-0j 1.55067e-05-0j 0.000759827-0j -0.000448591-0j 1.34292e-05-0j 0.000658029-0j 1.58264e-06-0j 0.000542847-0j 0.000121359-0j -0.000366273-0j 7.22374e-08-0j 0.000173442-0j 0.000122617-0j -5.28669e-05-0j 9.90891e-05-0j 0.000106189-0j -4.57841e-05-0j 1.43023e-05-0j 0.000100116-0j -5.39571e-06-0j 8.76015e-05-0j 8.6703e-05-0j 1.23861e-05-0j 1.44505e-05-0j -2.46279e-07-0j 2.79891e-05-0j 1.45972e-06-0j 1.25145e-05-0j 1.25145e-05-0j 7.15263e-05-0j 1.08379e-05-0j 6.66268e-08-0j 2.2853e-05-0j 1.47485e-06-0j 1.03239e-05-0j 1.27726e-06-0j 8.94079e-06-0j 3.29855e-06-0j 6.73173e-08-0j 5.82985e-08-0j 1.05368e-06-0j 2.85663e-06-0j 4.80938e-08-0j 3.36657e-07-0j 1.53662e-08-0j 
-0.0336554-0j -6.94231e-05-0j -0.00242339-0j -0.000349786-0j 0.0023788-0j 0.00034335-0j 0.00320243-0j 0.000566116-0j -2.8278e-05-0j 4.71763e-05-0j 0.0022683-0j -4.99889e-06-0j -4.16574e-07-0j 0.000400983-0j 3.34152e-05-0j -0.00119656-0j -0.000199427-0j 3.96352e-05-0j -0.000122124-0j -0.000854867-0j -2.49284e-05-0j 0.00118672-0j 6.60587e-06-0j -1.46892e-06-0j 0.00148283-0j 4.04525e-06-0j -0.000142478-0j -8.72495e-05-0j 8.25734e-07-0j 0.000197787-0j -1.78097e-05-0j 0.000121119-0j 4.86568e-08-0j 0.000247139-0j 2.47233e-05-0j 0.000151341-0j -1.04945e-06-0j 1.45684e-06-0j 3.08924e-05-0j 1.82035e-06-0j -0.000951256-0j -0.000153508-0j -1.52951e-05-0j 0.00175009-0j -0.000125339-0j -1.80911e-05-0j -0.00171789-0j -2.46823e-06-0j -1.56674e-05-0j -1.09273e-05-0j -1.84642e-06-0j 0.0012396-0j 0.00028242-0j -2.0153e-06-0j -8.4277e-08-0j 0.000794995-0j -0.000277223-0j -2.90884e-07-0j 0.000230595-0j -1.76339e-06-0j -2.51913e-07-0j 3.32835e-05-0j -0.000226352-0j -2.96882e-08-0j 0.000200039-0j -1.4398e-06-0j 2.88243e-05-0j -3.26711e-05-0j -1.35507e-09-0j 0.000128292-0j 3.39698e-06-0j -2.07817e-07-0j -2.8294e-05-0j 0.000163331-0j -1.79975e-07-0j 1.5505e-07-0j 0.00010475-0j -3.33448e-06-0j 2.35749e-05-0j -2.12103e-08-0j 2.04164e-05-0j 1.51193e-05-0j -1.52197e-07-0j -9.68112e-10-0j 2.4061e-06-0j 1.30937e-05-0j 1.09823e-07-0j 1.54311e-06-0j 7.04331e-08-0j 
-0.0206096-0j -0.00298674-0j 0.00440444-0j 0.000635727-0j -0.0014994-0j -0.000216419-0j -0.000983149-0j -0.000173798-0j 0.00361072-0j -1.44831e-05-0j -0.000709674-0j 0.000638291-0j 5.3191e-05-0j -0.000125454-0j -1.04545e-05-0j -0.000732743-0j -0.000122124-0j -0.000854867-0j -7.47853e-05-0j -0.000490176-0j -1.52655e-05-0j 0.00222003-0j -0.000142478-0j -8.99527e-07-0j -0.000308538-0j -8.72495e-05-0j -8.1696e-05-0j -5.00284e-05-0j -1.78097e-05-0j 0.000370005-0j -1.0212e-05-0j 0.000226581-0j -1.04945e-06-0j -5.1423e-05-0j 4.62506e-05-0j -3.149e-05-0j -6.01748e-07-0j 2.72534e-06-0j -6.42787e-06-0j -3.78766e-07-0j -0.000582523-0j -9.40042e-05-0j -0.000658029-0j 0.0015946-0j -7.67541e-05-0j -1.10785e-05-0j -0.000542847-0j -0.000106189-0j -9.59426e-06-0j -0.000440196-0j -1.13069e-06-0j 0.00115104-0j 0.000257327-0j -8.6703e-05-0j -5.16089e-08-0j -0.000123913-0j -8.76015e-05-0j -1.25145e-05-0j 0.000210107-0j -7.10363e-05-0j -1.08379e-05-0j 3.03263e-05-0j -7.15263e-05-0j -1.27726e-06-0j 0.000185749-0j -5.80009e-05-0j 2.62634e-05-0j -1.03239e-05-0j -5.82985e-08-0j -1.99964e-05-0j 3.09517e-06-0j -8.37171e-06-0j -8.94079e-06-0j 0.000151663-0j -7.25011e-06-0j 1.41274e-07-0j -1.6327e-05-0j -1.05368e-06-0j 2.18907e-05-0j -8.54434e-07-0j 1.89579e-05-0j -2.3566e-06-0j -4.80938e-08-0j -3.89994e-08-0j 2.23421e-06-0j -2.04087e-06-0j 1.01977e-07-0j -2.40519e-07-0j -1.09781e-08-0j 
-0.00456118-0j 0.0312673-0j -0.000328433-0j 0.00453218-0j -0.000331836-0j 0.00457915-0j -0.000217584-0j 0.00181943-0j -0.000269246-0j 0.000461269-0j -0.00015706-0j 0.00225143-0j 0.000570791-0j 0.00131334-0j 0.000332962-0j 0.000489432-0j -0.00385856-0j -0.000189193-0j 4.99524e-05-0j -0.000115857-0j -0.000974837-0j -0.000165544-0j 0.00149155-0j -0.000115486-0j -6.82835e-05-0j -1.93095e-05-0j 0.000913387-0j -1.18246e-05-0j 0.00037683-0j 0.00130511-0j 0.00023076-0j -1.68958e-05-0j 4.46421e-05-0j 0.000538331-0j 0.000329726-0j -6.96916e-06-0j 2.73376e-05-0j 3.90619e-05-0j 0.000136005-0j 1.61122e-05-0j 0.0317994-0j 0.0009841-0j -0.108414-0j 0.0293295-0j -1.69867e-05-0j 0.000234406-0j 0.0296335-0j -0.00335509-0j 0.000100439-0j 0.0256633-0j 3.60111e-05-0j 0.0211712-0j 0.000907666-0j 5.79128e-05-0j 2.74707e-06-0j 0.00676429-0j 0.000917072-0j -0.000799162-0j -1.56674e-05-0j 0.000794208-0j -0.000342428-0j 0.0002162-0j -1.58297e-05-0j -0.000122773-0j 0.000655188-0j -1.37089e-05-0j 9.26383e-05-0j 0.000218441-0j -9.3656e-06-0j 0.000209336-0j 3.32142e-05-0j 0.000189175-0j 9.35983e-05-0j -1.13093e-05-0j 8.10585e-05-0j 2.53371e-06-0j -3.61338e-06-0j 3.35584e-05-0j 0.000156062-0j 2.90624e-05-0j 6.68699e-05-0j 4.98625e-05-0j 2.55997e-06-0j 2.217e-06-0j 2.39753e-05-0j 2.13652e-05-0j 1.82893e-06-0j 7.66021e-06-0j 5.84352e-07-0j 
