-0.00395712-7.18869e-15j 0.0371483+1.90958e-06j -0.0280243+0.00176346j -0.000495995-0.00204216j -0.00372176+0.000747456j -0.0012045-0.000520078j -0.0025176+0.000113653j -0.00637235-0.00350767j -0.0189367-0.00131377j -0.0197595-0.00105392j -0.0156693-0.000419867j 0.014289+0.00114776j -0.0232099-0.000715482j -0.0160135-0.000268669j -0.0200226-0.000819967j 0.0120199-0.000938388j 0.0141512-0.00288721j -0.0421306+0.000250626j -0.00338979+0.0030551j -0.0248263-0.00110793j -0.0138941+0.00251469j 0.0205471-0.00133765j 0.0479222+0.00236694j -0.0273944-0.00208365j -0.0242633+0.000512059j 0.0499879-0.00198722j 0.0271907-0.000800575j 0.0440095-0.00150799j -0.0145839+0.00949219j 0.0562538-0.00697814j -0.296861+0.000760131j -0.140752+0.0163861j -0.0906215+0.0225786j -0.22587-0.00366324j -0.0649907+0.000412892j -0.0405264+0.000899563j 0.122227-0.00802947j -0.00504591+0.0160899j 0.00803424-0.0024933j 0.0187661+0.000417756j 0.0234971+0.00978142j -0.0528098+0.00193231j 0.0249454+0.00488279j 0.0224177-0.0044271j -0.0450112-0.000916283j -0.0136204-0.00398674j -0.00544272+0.00405414j -0.0459727+0.00507845j -0.00882857+0.000243357j 0.0361337+0.00357742j -0.030213+0.00318873j -0.0393112+0.00455487j 0.0237363+0.000427339j -0.0115559-0.0037439j 0.00296897+0.000106252j 0.0234859-0.00646801j -0.000188093-0.00167599j 0.00632902+0.00522458j -0.0113395+0.00191732j -0.0167219-0.00147273j -0.0229914+0.00249804j -0.0119492-0.0111476j -0.0104797+0.00134576j -0.014208+0.00056146j 0.0165896+0.000364509j -0.00894301+0.0125141j 0.0363867+0.00101111j 0.0403125-0.0117374j -0.0143131+0.0171933j -0.0906829-0.00578082j 0.0234662-0.0189182j 0.132589+0.0177836j 
0.0499879+0.00198722j -0.0509994+0.000218428j -0.271006-0.000449895j -0.101143+0.00238119j 0.127694+0.00195142j 0.137978+0.00147214j 0.51422+0.00425544j 0.00704649-0.00321752j 0.114641-0.00205941j 0.0588522+0.0010689j -0.223528-0.00306473j -0.0842905-0.00559158j 0.0826056+0.00182054j 0.0767168+0.00382731j 0.198019+0.00333003j 0.14452+0.00138372j -0.0673311-0.00122636j 0.156202+0.00412116j -0.0428056+0.000281551j 0.121257-0.00206219j 0.0527482+0.000630982j 0.0207185+0.00237012j 0.083224-0.00169878j 0.162742+0.000725772j -0.0975158-0.00221951j 0.0831497-2.77989e-15j 0.12969+0.00208507j 0.0980896-0.00211389j 0.0643499-0.00312367j 0.0304405+0.00216099j 0.140664+0.00748343j -0.0987962+0.000120464j -0.12198+0.00624092j -0.158077+0.00879632j -0.062882-0.00398474j -0.132046+0.0176682j -0.181424+0.00622034j -0.0518611-0.0115472j -0.160169-0.0079418j -0.0697582+0.00396595j -0.0373032+0.00114158j 0.0926714-0.0131046j -0.015723+0.00207621j 0.0612934-0.00690315j 0.0742501-0.00823909j 0.102297-0.00168033j -0.0852396+0.0150819j -0.0245716+0.00766602j -0.0536188-0.00479217j -0.0704712-0.00890067j -0.0554353-0.00915215j -0.0297708+0.00462637j 0.00458594-0.000151041j -0.0209829+0.0109175j -0.00896899+0.00537981j 0.055364+0.005144j 0.0096589-0.0061745j -0.000507407-0.00261026j -0.0448984-0.00497067j -0.00524247-0.01026j -0.0124392-0.00780716j 0.0201829-0.00100025j -0.00695886+0.00536046j 0.00700489+0.000236307j 0.0255242+0.00105671j -0.0130886-0.00333182j -0.00487472+0.00329169j 0.0184915+0.00239768j 0.0247959-0.000115001j -0.0056328+0.00372671j 0.0020472+0.00406736j -0.000516551+0.0100577j 
0.0271907+0.000800575j 0.0199842+0.000140986j -0.0931683-0.00373475j -0.156532-0.00161897j -0.0576889-0.00348741j -0.507575-0.00335497j -0.0426854+0.00219435j 0.245789-0.00255853j 0.133427+0.00185864j 0.182741+0.000667993j 0.135508-0.000816204j 0.0951982+0.00208498j 0.196612+0.00021715j -0.0990674-0.00201595j -0.0505288+0.00258502j -0.0108947+0.000772361j 0.0335413-0.00213633j -0.00492412-0.000336681j -0.0594364-0.000252429j 0.0986072+0.000449448j 0.00442472-0.00124798j -0.0744132+0.00134072j -0.0828866+0.00109108j 0.0712348+0.000570763j 0.0262389-0.000425602j 0.12969-0.00208507j -0.147792+4.09653e-14j 0.137111+0.000397492j 0.0115605-0.00132891j -0.0252744+0.000598675j 0.235568+0.00497006j -0.188226+0.00510286j -0.0245722+0.00537302j 0.0124915+0.00856464j 0.0441753+0.00925597j 0.36-0.00286179j -0.0616297+0.0113891j -0.109917+0.00187503j 0.114951+0.00201175j -0.0299095+0.00477692j -0.147069+0.00289234j -0.00185629+0.00189034j -0.0669283-0.0115266j -0.0148155+0.0154494j 0.03888+0.00146986j 0.0727294-0.00366299j 0.0213498+0.0094554j -0.0188037-0.0054904j 0.0242578+0.011368j -0.0324028+0.00495325j -0.0579054+0.00464865j 0.00554414+0.00296891j -0.0464167-0.00614j 0.0269338-0.00661744j 0.0218158+0.00123921j 0.017885-0.00150722j -0.0150403-0.00163912j -0.0451914-0.00940824j -0.00444818-0.0011286j 0.0127672-0.00479492j 0.00842578-0.0074018j 0.0504204+0.0132021j 0.00159848-0.000338599j -0.0163474-0.00327532j -0.0183446-0.00196721j -0.0277089-0.00524738j -0.0281956+0.0124758j -0.00783369+0.00582417j 0.0577903-0.00307298j 0.0215777+0.0109097j -0.00664284+0.0143487j 0.00591935+0.00926801j 
0.0440095+0.00150799j -0.0556639-0.00262768j -0.0411928+0.00529543j -0.0346698+0.00193915j 0.277785+0.00709019j 0.121316-0.00306532j -0.0767455+0.00246137j 0.471338+0.00619957j -0.0590687+0.00131291j -0.0849437+0.00222175j 0.122311+0.00115913j 0.165479+0.00180582j -0.0500645+0.00360648j -0.0749511-0.0027161j -0.107159-0.00182997j 0.0978252-0.00157403j 0.0380107+0.00111939j -0.0486309+0.00125765j -0.00287917+0.000162621j -0.00534297+0.00164148j 0.0306529+0.000900863j 0.0469992-0.00411411j 0.171514-0.000539674j -0.0148396-0.000193892j -0.124564+0.00104161j 0.0980896+0.00211389j 0.137111-0.000397492j 0.0794779-5.99808e-15j -0.0376984+0.000564944j 0.0135038+0.00236509j -0.196031+0.0120291j -0.232287-0.00894443j -0.0702422-0.00956653j -0.083969+0.0094425j 0.130556-0.00894858j -0.133247-0.00247996j 0.22157+0.00716105j -0.275803+0.014925j 0.0304966-0.00671041j 0.0660341-0.0077883j 0.0197359-0.00397371j -0.0920216+0.00616655j 0.00984951-0.00403493j 0.066097+0.0104617j -0.134964+4.88601e-05j -0.0245264-0.00711175j -0.0156663-0.0094159j -0.10193+0.00276349j -0.00281477-0.00531959j 0.0438901+0.0163928j -0.0468561+0.00201858j -0.0570866-0.00902296j 0.0447829+0.000747522j -0.0211069+0.00101091j -0.000615379-0.00519758j 0.0247762-0.00436185j -0.0127037+0.00744832j 0.0118113+0.00318251j -0.0280251-0.00112979j -0.0288477+0.000562455j -0.0336319+0.00559128j -0.000643859-0.0128743j -0.0139981+3.52524e-06j -0.0181619-0.00202805j 0.0255071+0.00374819j -0.0177498+0.00600066j 0.0303305+0.00818617j 0.0452334-0.00868318j 0.0231322+0.0113313j -0.0645948+0.000430578j -0.00602891-0.0147718j -0.0101866+0.020757j 
-0.0145839-0.00949219j -0.000936416+0.000239171j -0.305978-0.0166538j -0.439941+0.00343536j 0.0483164-0.00285308j 0.00367436+0.0024501j 0.0518174-0.00192804j 0.0535308+0.00544472j -0.0527824-0.00230847j 0.0254261-0.00113976j -0.0370126+0.00386203j -0.0141551+0.00189921j 0.000824121-3.18726e-05j -0.0653822+0.00208978j -0.0403643+0.00148911j -0.0487718+0.00252233j 0.0960521-0.00183442j -0.0965156-6.76821e-05j -0.0643568-0.000451344j -0.0440771-0.000310389j -0.100073-0.00196894j -0.0378052+0.00412891j -0.11299+0.00217782j -0.0530039+0.00132642j 0.0923327-0.00291043j 0.0643499+0.00312367j 0.0115605+0.00132891j -0.0376984-0.000564944j -0.209231-1.95352e-15j -0.143756+0.00584162j -0.0197284-0.0141815j 0.0421375-0.0215323j 0.110175+0.00578658j -0.479572+0.00578729j -0.0633118+0.000447399j 0.100664+0.000976855j 0.0625166+0.00486352j 0.230103+0.004887j 0.0196844-0.0122961j 0.061962-0.000591262j 0.114411+0.00231501j -0.0304725+0.00557302j 0.0447999-0.00216719j -0.0325462+0.0034228j -0.0204937-0.000257784j -0.064731+0.00660446j 0.0377776+0.0027532j 0.0253595-0.00158436j 0.00249027+0.00538008j 0.0433078-0.00718911j 0.0145239+0.000837889j 0.00916923+0.00815617j 0.00814113-0.00326664j -0.0264995+0.00292224j 0.00904211-0.0030031j -0.0180343-0.0120872j -0.0131361-0.00600836j 0.0166329+0.00118136j 0.000602553+0.00415384j -0.0149951+0.00104386j 0.00624278+0.00254546j -0.0431648+0.00481508j 0.00957331+0.00241369j -0.0230958+0.00304793j -0.0166124-0.00544144j 0.00752483+0.00621122j 0.0353061-0.00909459j -0.00263807+0.00177653j -0.0497527+0.00301495j -0.0226613-0.00934922j 0.00971416-0.021688j -0.0143338-0.0125105j 
0.0562538+0.00697814j -0.0981745+0.00863831j 0.317141-0.000174783j -0.368167-0.0157834j 0.288361+0.010242j 0.0376787+0.00607359j 0.0354242+0.00859977j 0.065152+0.00405213j 0.00591396-0.000252729j -0.0563065+0.00202008j 0.0238525-0.00311475j 0.0309452+0.00195359j -0.0570904-0.000678038j -0.0254801-0.00568329j -0.0188954-0.00302917j 0.114831+0.000721052j -0.0788627+0.00317072j 0.00606118-0.00347289j 0.0139956-0.00153536j 0.055501-0.00184125j 0.0695919-0.00205487j 0.0126111-0.000335446j 0.032272+0.000825979j 0.0498154-0.00323928j -0.0379339+0.00219417j 0.0304405-0.00216099j -0.0252744-0.000598675j 0.0135038-0.00236509j -0.143756-0.00584162j 0.199649-1.22676e-14j 0.0284868-0.0194413j 0.0623018+0.0125121j 0.458128-0.00506155j 0.0726699+0.0165208j 0.297882-0.0163103j -0.0564612+0.00958571j -0.162759+0.0111881j 0.0277492+0.0131942j -0.0403615+0.00430288j -0.0368049-0.00468003j -0.0240631-0.0091287j 0.0430752-0.00391354j -0.011947-0.00534871j -0.0250507+0.0118395j 0.01554+0.0146093j 0.00193228+0.00181426j 0.0106747-0.00592363j 0.0248191+0.00333269j 0.0121451-0.00418158j -0.0173508+0.00195769j 0.0329328-0.000559021j 0.033366-0.00642285j -0.00380696+0.00145513j -0.0046511+0.00112335j -0.00695847-0.00114732j -0.0258564+0.00396225j 0.00171274+0.00231622j 0.00927042-0.0030783j -0.00110666-0.00488318j -0.000447169+0.000581589j 0.0119345+0.00019242j -0.0168287+0.00345485j 0.0189927-0.00188092j 0.0189191-0.00468984j 0.0281469-0.00144909j 0.014547-0.00930313j 0.00412209-0.00182706j -0.0400192-0.00179345j -0.029242-0.00984329j 0.0219663-0.00472842j 0.0227125+0.00768941j 0.00727396-0.0177358j 
-0.296861-0.000760131j -0.157988-0.0209643j 0.058207-0.00969568j -0.158404-0.00805269j 0.107659-0.00152561j 0.0375741-0.00965389j 0.0759442-0.00452004j -0.147175+0.00117515j -0.107095-0.00086228j 0.0670594-0.00678372j -0.0623118-0.000342646j 0.106024+1.09335e-05j 0.117271-0.00258787j 0.0460421-0.000782283j -0.107058+0.00199535j -0.0976724-0.00182668j 0.0204472-0.000669932j -0.18521+0.00492285j 0.0787107+0.000781821j -0.144685+0.00110376j 0.0181514+0.000399214j -0.0875559+0.000561619j 0.198972-0.00158024j -0.353847+0.000570429j 0.0379739+0.00261404j 0.140664-0.00748343j 0.235568-0.00497006j -0.196031-0.0120291j -0.0197284+0.0141815j 0.0284868+0.0194413j 0.314007-4.21538e-16j 0.0180069+0.00327443j -0.118847+0.00450103j 0.0274797+0.00661545j 0.0540522-0.0011845j -0.00598042-0.0161055j 0.0370615+0.0084311j 0.026806+0.00862012j 0.0307591-0.000249163j -0.0034865-0.00828578j -0.0126038-0.000863642j -0.0303425+0.00202086j -0.00206716+0.00421733j -0.0110444-0.00295115j 0.0477543+9.90015e-05j -0.0229425+0.0022315j 0.0316752+0.000359799j 0.0362017-0.00108157j 0.0122547+0.000424441j -0.0102416+0.00830997j 0.0383631-0.00181834j 0.034177-0.00270375j -0.00724912-0.000658146j 0.0278432-0.000936743j -0.00488833+0.00118243j -0.0199867+0.000540637j 0.01722+0.00132977j -0.00746116+0.000507641j 0.0412245+0.00518377j 0.0108824+0.00263025j -0.0183857+0.000201457j 0.0233878-0.00233151j -0.0107273-0.00526537j 0.041796+0.00154003j -0.0265263+0.00111975j 0.0443172+0.00247342j -0.0299941-0.000725078j 0.0159728-0.000369058j 0.00279031+0.00185737j 0.0363034+0.0120919j -9.33753e-05+0.00957525j 0.0258795+0.000275645j 
-0.140752-0.0163861j 0.247625+0.00234789j 0.274325+0.0114157j 0.0103201-0.0130127j 0.154729+0.0191828j -0.0158872+0.00243248j 0.178221+0.00243143j 0.0562661+0.00138546j 0.0340353+0.00104172j 0.0970851+0.00269085j -0.124502+0.00380663j -0.133626+0.00124744j 0.0614814+0.000124823j -0.00421639-0.000250493j 0.0823457-0.00212303j -0.163018-0.000491426j 0.149826-0.000671388j 0.0392075-5.05865e-05j -0.0896685+0.00135336j -0.0854511+0.000848868j -0.210601+0.0015348j 0.0673627-0.00151874j -0.180828-0.0013692j -0.108359+0.00442653j 0.165249-0.00121396j -0.0987962-0.000120464j -0.188226-0.00510286j -0.232287+0.00894443j 0.0421375+0.0215323j 0.0623018-0.0125121j 0.0180069-0.00327443j -0.350099-9.21138e-16j 0.0630461-0.0080962j -0.0292586+0.0111932j 0.116738-0.0280583j -0.160893+0.00429023j -0.0733884-0.00389421j -0.0597202+0.00964272j -0.0373589+0.000559485j -0.0857093+0.00154882j -0.0401538+0.00564569j 0.0638483+0.00548094j -0.00993048+0.00187293j -0.00487639+0.00017664j -0.0299842+0.0106826j 0.0515864+0.00243812j -0.00822918-0.00381804j -0.0130917+0.00522222j 0.00713727-0.00464903j 0.00146-0.00244347j -0.0348154-0.00482066j -0.0191446-0.00109845j -0.0306418-0.00221463j 0.0114602-0.00407718j 0.0149889+0.00253479j 0.00944075+0.0064134j -0.0124247+0.000121795j -0.0219113-0.00163396j 0.00673669-0.00405634j 0.0139713+0.00132907j 0.015909+0.00344223j 0.0193735+0.000406066j -0.00828202+0.00347417j -0.0303282-0.0010659j -0.0531202+0.00322946j -0.0199439+0.00226968j -0.0222762+0.00109936j 0.0123605+0.00675178j 0.0305344+0.00910804j 0.00502174+0.000195624j -0.0242308+0.00332995j 0.00716985+0.00708737j 
-0.0906215-0.0225786j 0.251885-0.00147564j -0.0180236+0.00186736j 0.0393597+0.00122502j -0.0237721+0.00531663j -0.042912+0.000689054j -0.0109659-0.00286372j 0.0998649+0.00710731j -0.0178847+0.00476576j 0.025425+0.00169129j -0.00351016+0.00446829j -0.0511402-0.00146716j 0.0681398+0.000169467j 0.0750653+0.000551817j 0.0441571+0.00174801j -0.080938+0.002603j 0.0738961-0.000579074j 0.0134893+0.00273337j -0.0432405-0.0017549j 0.0105606+0.00473563j -0.0588197+0.00106865j -0.0364543+4.70638e-05j -0.128522-0.00516066j 0.0159958+0.00992777j 0.085712-0.00137116j -0.12198-0.00624092j -0.0245722-0.00537302j -0.0702422+0.00956653j 0.110175-0.00578658j 0.458128+0.00506155j -0.118847-0.00450103j 0.0630461+0.0080962j -0.049761+3.14289e-15j -0.243514+0.000608825j -0.00456923-0.0108701j 0.0454628-0.0020102j 0.119506-0.00717851j 0.0302311+0.00403779j 0.010024-0.00268526j 0.0289333-0.000216956j 0.00350333+0.00756104j -0.0659379+0.0069762j 0.0122245+0.00216534j 0.0224152-0.00162702j -0.0268693+0.000272669j -0.00376936+0.00207749j -0.00890944+0.000180269j -0.0368195+0.00302487j -0.0153344+0.0010386j 0.00926411-6.15311e-06j -0.0231463+0.00104814j -0.0209995+0.00303195j 0.0358386-0.00317567j -0.00922522-0.00151627j -0.0132587+0.000715195j 0.00299715-0.00572031j -0.0161449-0.00282449j 0.0299251+0.00106156j -0.0302508+0.00179656j -0.0179893+0.000656301j -0.00224753+0.0049473j -0.0142974-0.00697558j 0.0217946-0.00138755j 0.000470968-0.000318669j 0.0822526-0.00501323j -0.0214077-0.00337415j 0.0274152-0.00460081j -0.0134496-0.0159151j 3.064e-05-0.00892898j -0.0211277+0.0052185j 0.00694391-0.0134253j -0.0468092+0.00541839j 
-0.22587+0.00366324j -0.105613-0.0220482j 0.0573022+0.000151624j 0.0167405-0.000389824j -0.0293451-0.00268446j -0.0177495-0.00494305j 0.0733364+0.00374167j -0.00831812+0.00243567j 0.0256391+0.000482676j 0.0797763+0.00138915j -0.0471059-0.00300476j 0.0260471-0.00417391j 0.0726325+0.00291532j -0.0046371+0.000997366j -0.0343587+0.00318369j -0.00304768-0.00559657j 0.0625113+0.000550625j -0.0719035+0.00409151j -0.0138965+0.000505507j -0.00305886-0.00148443j 0.0214578-0.00172076j -0.0240083-0.000585847j 0.0644098-0.00440596j -0.0670934-0.00379631j 0.000460418+0.00575843j -0.158077-0.00879632j 0.0124915-0.00856464j -0.083969-0.0094425j -0.479572-0.00578729j 0.0726699-0.0165208j 0.0274797-0.00661545j -0.0292586-0.0111932j -0.243514-0.000608825j 0.0638719+1.30972e-16j -0.0568581-0.00095929j 0.032879-0.0118419j 0.00248219+0.00678829j -0.147232+0.0031862j -0.0486066-0.00204807j 0.0181104-0.00191082j -0.00865049+0.00543047j 0.0438778-0.00279024j -0.0173811+0.00432098j 0.0255383-0.000220433j -0.0613859-0.00549187j 0.034358-0.000765758j -0.0595909+0.00444883j -0.0427136-0.00284776j -0.0144672+0.000752234j -0.0142381+0.00386005j -0.0393297+8.85941e-05j -0.0406891-0.000666556j -0.0109928+0.00234998j 0.000938826+0.000974321j -0.00155187-0.000875302j 0.0198827-0.00410443j -0.0117556-0.00102007j -0.0025818+0.00438848j -0.0215386+0.000577742j 0.0136674-0.00521569j 0.0378374-0.00582468j -0.0100642-0.00578143j -0.00337779+0.000289313j -0.046326-0.00120398j 0.00452372-0.00917597j -0.0630449+0.00319808j -0.00768849+0.0051102j -0.0374556+0.00211434j 0.00975083-0.013726j -0.00394813-0.0110509j -0.047106+0.00443502j -0.0102293+0.0120788j 
-0.0649907-0.000412892j -0.00445195-0.00633599j 0.0172704-0.00357483j -0.0447905-0.00139297j -0.00319636-0.00341131j -0.0997983-0.000937461j -0.0151569+0.00377632j -0.0469736+0.00136283j 0.025332+0.000494815j -0.0275548-0.00081302j -0.0286831-0.00630991j -0.0199642-0.0021775j -0.0354841-0.00282375j -0.0482361-0.0037304j -0.00132409+0.000420725j -0.0495739+0.00109567j 0.0639947+0.00416887j -0.000691889-0.00436915j -0.00312598-0.00405335j -0.0285443-0.00380462j -0.0458236-0.00686277j 0.0582831+0.00554846j 0.0857562+0.000111138j -0.0437197-0.00416522j -0.0745436-0.000355299j -0.062882+0.00398474j 0.0441753-0.00925597j 0.130556+0.00894858j -0.0633118-0.000447399j 0.297882+0.0163103j 0.0540522+0.0011845j 0.116738+0.0280583j -0.00456923+0.0108701j -0.0568581+0.00095929j -0.0126482+8.12891e-15j 0.0965309-0.00322499j 0.00373094-0.000420758j 0.0074671+0.00377452j -0.0133458-0.00120905j 0.0217056-0.00102554j -0.00107292+0.00382098j -0.0116651-0.000325589j -0.000240884+0.00097768j 0.00596728+0.000577649j -0.000187758-0.00198127j 0.0108887+0.00105687j -0.0255953+0.00361048j -0.0065338+1.41568e-05j -0.0153015+0.0012861j -0.0144531+0.000350731j 0.000814179+0.000643603j -0.000333504+0.00193817j 0.0154215+0.000315645j -0.00594979+0.00281508j -0.018458-0.000690879j -0.000982982-0.00647362j 0.00427933-0.00318197j 0.0164133+0.00204179j -0.022345-6.82671e-05j 0.00635366-0.00374045j 0.0281869-0.0028159j -0.0221274-0.00234282j 0.00830677+0.00126992j -0.00245399+0.00175436j 0.0314036-0.00587053j -0.013557-0.00411981j 0.0118897-0.000245422j -0.0096679-0.00101832j 0.0245347-0.00878419j 0.015366+0.00289584j 0.00202435+0.00438437j -0.00783213+0.00200099j 
-0.0405264-0.000899563j 0.00898236-0.0051546j 0.0812648-0.000469224j -0.0238891-0.00842167j 0.0259897-0.000753721j -0.0873777-0.00791483j -0.0749526-0.00280218j -0.0316554-0.000129816j 0.000428454+0.00393336j -0.0143768-0.0017719j 0.049516-0.00355015j -0.0199896-0.00111411j 0.0206369+2.25327e-05j 0.0443886-0.000872927j -0.00421391+0.00559037j -0.0720164-0.0017617j -0.0229335+0.000204678j 0.0544364+0.00751882j 0.0598918-0.00104458j 0.0097134+0.00132429j 0.00666622-0.00158475j -0.0706195+0.00366846j -0.0328904-0.00137734j 0.0740823-0.00242032j 0.00783225-0.000224664j -0.132046-0.0176682j 0.36+0.00286179j -0.133247+0.00247996j 0.100664-0.000976855j -0.0564612-0.00958571j -0.00598042+0.0161055j -0.160893-0.00429023j 0.0454628+0.0020102j 0.032879+0.0118419j 0.0965309+0.00322499j 0.100301+3.76522e-15j 0.00793589-0.00497016j 0.051079+0.00135436j 0.05615+0.00446484j 0.00296263-0.00333232j -0.0493822-0.0038556j -0.0467804+0.00260641j -0.0229265-0.00229707j -0.00533323-0.000994535j 0.0495405+0.00331471j -0.00478051-0.00114617j 0.0182788+0.00056124j 0.0314213+0.00269976j -0.011233+0.00180996j -0.017199+0.00443558j -0.00140688+0.000768043j 0.0309253-0.00119283j 0.0131234-0.00241975j -0.0260529+0.00198009j 0.0115466+0.00159589j 0.0448642-0.000622623j 0.0180406+0.0017583j -0.00907016-0.00793426j -0.00658013+0.00152491j 0.015262+0.000622277j -0.010405+0.00320857j 0.0218604+0.00113037j -0.028062-0.00182058j 0.0356664-0.00131796j 0.0126669-0.00547467j 0.024143-0.00146966j -0.0125591+0.0101718j 0.00749807-0.000668443j 0.00969365+7.69681e-07j -0.0136517+0.00986222j -0.00356537+0.00210258j 0.00254057+0.00574394j 
0.122227+0.00802947j -0.03912+0.0131167j -0.021553-0.0047481j -0.0590731-0.00208066j 0.0224954-0.0026795j -0.0203993+0.0075099j 0.0191404+0.00254878j -0.0407192-0.00122054j -0.0168983+0.000539451j -0.0434028+0.000296817j 0.00468391-0.00107122j 0.000247709+0.00174436j -0.0507215-0.000824028j -0.00297882-0.00083784j -0.0207338-0.00135808j -0.00571608+0.00236974j 0.0505223-0.00310106j -0.038805-0.00214968j -0.00987767+0.00222857j 0.0585411-0.000344473j -0.0253458+0.00454507j 0.00788336-0.00310081j 0.100905+0.00641844j -0.0570992-0.0114466j -0.0685908+0.000384014j -0.181424-0.00622034j -0.0616297-0.0113891j 0.22157-0.00716105j 0.0625166-0.00486352j -0.162759-0.0111881j 0.0370615-0.0084311j -0.0733884+0.00389421j 0.119506+0.00717851j 0.00248219-0.00678829j 0.00373094+0.000420758j 0.00793589+0.00497016j -0.0575029-1.10714e-14j 0.0444996+0.00269144j -0.0202371-0.00112948j -0.0249199+0.00223888j 0.0272885+0.00143522j 0.0135458-0.00156932j 0.0213337-0.00133025j -0.0112021+0.0012794j 0.00830839+0.000241638j 0.0137426+0.000235672j 0.0069407+0.00064081j 0.0192721+0.000457811j -0.00323633-0.00116717j -0.000383813-0.00412395j -0.000572924+0.000247448j 0.0165958+0.00228034j -0.00511411-0.000129707j 0.0122635-0.000643077j -0.00807719+0.000988005j -0.0192202+0.00247117j 0.00584157-0.000409832j 0.0128697-0.00205838j 0.0394449-0.00445363j 0.0214401-0.002834j 0.00610512-0.00268428j -0.00897626+0.00040351j -0.0359555+0.00032487j 0.0197336+0.00302078j -0.0256845-0.000855392j 0.00560668-0.00765345j -0.000200128-0.00382352j 0.00348235+0.00600758j -0.0207352+0.000739719j -0.0134971-0.00277084j 0.00987974+0.00560103j 0.0251568-0.00853382j 
-0.00504591-0.0160899j 0.137852+0.00344572j -0.0152271-0.00338133j -0.0352109+0.000591096j -0.0382757-0.00102756j -0.0466331-0.000166401j -0.0137852-0.000273291j -0.0048971+0.00277226j -0.0334328-0.00278929j -0.0565316-0.00478938j -0.0113629+0.00286517j 0.0254366-0.00131031j -0.0280373-0.00371453j -0.00468055+0.00203409j -0.00575619+0.000719627j 0.0218785+0.00357728j 0.00499629+0.000770832j -0.0199725+0.00176738j -0.0127558-0.00252404j 0.037584+0.00223999j 0.0359565+0.000163278j 0.0025113+0.00104909j 0.0579081-0.00156928j 0.0412229+0.0076275j -0.142659-0.00487199j -0.0518611+0.0115472j -0.109917-0.00187503j -0.275803-0.014925j 0.230103-0.004887j 0.0277492-0.0131942j 0.026806-0.00862012j -0.0597202-0.00964272j 0.0302311-0.00403779j -0.147232-0.0031862j 0.0074671-0.00377452j 0.051079-0.00135436j 0.0444996-0.00269144j 0.0801498+1.79544e-16j -0.000903368+0.000332197j 0.0227254-0.00231095j -0.00205958+7.80133e-05j -0.0518162+0.00278802j 0.0175739-0.000104114j -0.0196566-0.000293347j 0.0347292+0.00130656j -0.0447682+0.00199334j 0.00917017+0.000520537j 0.0110955+0.00216393j 0.00149122-0.00047932j 0.00633309+0.00130905j 0.0449646-0.00272748j 0.0201544-0.000569039j 0.0227215-0.00336613j -0.0220148+0.00057467j -0.0121526+0.00221363j 0.00897557+0.00123556j 0.039564+0.000529989j -0.00744149-0.00146226j -0.00109137+0.000212065j -0.00991488+0.0029596j -0.0367474+0.00261317j 0.00267006-2.89404e-05j -0.025657+0.00301331j 0.0378922-0.00278448j 0.00680535-0.00618551j 0.000322926+0.00287328j -0.00194227-0.00485371j 0.0116173-0.00170055j 0.0302552+0.00150694j -0.0272803+0.00569195j 0.0279535-0.00699247j -0.0104854-0.00357188j 
0.00803424+0.0024933j -0.0127573+0.000340093j -0.047831-0.00101024j -0.0489652+0.00445727j -0.0263077-0.00314675j -0.00557796+0.0018109j 0.0166797+0.00707093j 0.036248-0.000450982j 0.0285888+0.000820289j 0.0330345+0.0017033j 0.0227469-0.00584343j 0.00873733-0.002517j 0.0787691+0.000191909j 0.022894+0.00293052j 0.0231356-0.00152419j -0.0065293+0.00201209j -0.0503966-0.0016078j 0.0213891-0.0051629j 0.0229497-0.000237656j 0.0370444-0.00186438j -0.050301+0.00297151j 0.126539-0.00838496j -0.0312717-0.0021055j -0.0674539-0.0159014j -0.160921+0.004293j -0.160169+0.0079418j 0.114951-0.00201175j 0.0304966+0.00671041j 0.0196844+0.0122961j -0.0403615-0.00430288j 0.0307591+0.000249163j -0.0373589-0.000559485j 0.010024+0.00268526j -0.0486066+0.00204807j -0.0133458+0.00120905j 0.05615-0.00446484j -0.0202371+0.00112948j -0.000903368-0.000332197j 0.00991707+1.95904e-15j -0.0222368-0.000301026j -0.0184506+0.0011631j -0.0136969+0.000135607j 0.00378631-1.77026e-05j 0.0042117-0.00175555j 0.017372-0.00168296j 0.0128041-0.000928312j -0.0260428+0.00421267j 0.01565+6.23027e-05j -0.0208181+0.000976697j 0.0109239-0.00137637j -0.0090173-0.000744098j -0.00327396+0.0014644j 0.00780552-0.000628072j -0.0102639+0.00287492j -0.0169779+0.00187215j 0.0070866-0.000783426j 0.0204459-0.00169881j 0.00506108-0.00070476j -0.0164549+0.00224975j 0.00991438-0.000590744j 0.011806-0.00358728j -0.00242499+0.000237613j -0.00479113+0.00519302j 0.00964866+0.00357102j -0.00710427-7.36002e-05j 0.00747521-0.00163061j 0.00664423+0.00145362j -0.0146315+0.00555171j 0.0027034-0.00053476j 0.0055711-0.00137093j -0.00386626+0.00179813j -0.00322295-0.000304907j 
