-0.35418-0j -0.41321-0j 0.750996-0j 0.355759-0j -0.149135-0j -0.045438-0j -0.0513277-0j 0.0412366-0j -0.0423432-0j 0.108834-0j 0.0297662-0j -0.00966548-0j -0.0291464-0j -0.00420692-0j -0.0322591-0j -0.00465621-0j 0.025094-0j -0.0170021-0j 0.00362201-0j -0.0257674-0j -0.00245404-0j -0.0037192-0j 0.0292763-0j 0.0520912-0j 0.00422567-0j -0.0173563-0j 0.00751872-0j 0.0546367-0j -0.00250516-0j 0.00788613-0j 0.0105664-0j 0.00152513-0j -0.00280144-0j -0.000404353-0j -0.0218946-0j -0.00387046-0j -0.000322538-0j -0.0238939-0j -0.00422389-0j -0.000351991-0j 0.0182113-0j -0.0187-0j -0.0168956-0j 0.00321933-0j 0.000268277-0j -0.00330572-0j -0.00298674-0j 0.0205718-0j -0.000275477-0j -0.0139381-0j -0.000248895-0j -0.0121959-0j 0.0358251-0j 0.00363662-0j -0.00246394-0j 0.0169709-0j 0.000303052-0j -0.00215595-0j 0.00633304-0j 0.0427039-0j -0.000205328-0j -0.00711426-0j -0.000179662-0j 0.000527753-0j 0.00300006-0j 0.0258599-0j 0.00754905-0j 0.000250005-0j -0.00125763-0j 0.00387387-0j 0.000629088-0j 0.00457143-0j -0.000104803-0j -0.000868031-0j 0.000684809-0j 0.000380952-0j 5.70674e-05-0j -0.000153448-0j -1.27873e-05-0j 
0.000251475-0j 0.000568558-0j 0.000179662-0j -0.00025661-0j 0.000505587-0j -0.00464273-0j 0.00509522-0j 0.00854155-0j -0.00862657-0j 0.0036402-0j -0.00283078-0j -0.0104458-0j 2.06945e-05-0j 0.0409517-0j -2.22526e-05-0j -0.0440349-0j 1.81077e-05-0j -6.02309e-05-0j 0.0358328-0j -1.82879e-05-0j -0.119189-0j -0.0361894-0j 4.09396e-05-0j 7.46905e-06-0j 0.0810141-0j -2.25118e-05-0j 0.0147803-0j -1.30655e-05-0j -0.0445479-0j -0.025855-0j 3.64053e-05-0j 0.0720414-0j 3.64456e-05-0j 0.072121-0j 1.55456e-05-0j -0.000395473-0j -0.145332-0j -1.64822e-05-0j 0.0004193-0j 0.154088-0j 1.31412e-05-0j -1.3272e-05-0j -2.39287e-05-0j -0.000334305-0j -0.122854-0j 0.000337632-0j 0.000608736-0j -1.44219e-05-0j 0.124077-0j 4.79711e-05-0j 0.223704-0j 7.9303e-06-0j -1.70955e-05-0j 0.000366887-0j -0.00122036-0j 2.44174e-05-0j 0.134827-0j -0.000201743-0j 0.000434902-0j -5.94875e-06-0j -0.448471-0j -4.81085e-05-0j -0.0741386-0j 0.159822-0j -0.000621166-0j 5.66568e-06-0j 0.000151333-0j -0.228272-0j 0.00122386-0j 2.95666e-05-0j 0.0556135-0j -0.000144132-0j 0.449755-0j 1.72644e-05-0j -0.000752161-0j -0.0529672-0j -0.276412-0j -0.000439199-0j -0.161401-0j 
0.00389664-0j -0.0178608-0j 0.00278389-0j 0.0420735-0j -0.0306687-0j 0.000499903-0j -0.00221861-0j 0.000461076-0j 0.00492736-0j -0.00158505-0j -0.00431225-0j 0.0054044-0j 0.000320665-0j 4.6284e-05-0j -0.00139439-0j -0.000201262-0j 0.000280582-0j 0.000187055-0j 4.04985e-05-0j 0.00299848-0j 2.6999e-05-0j 0.000432793-0j -0.00128608-0j 0.000115734-0j -0.00018563-0j -0.00247408-0j 1.67048e-05-0j 0.00214222-0j -0.000357103-0j 0.000309202-0j -0.00220833-0j -0.000318746-0j 0.0044059-0j 0.000635937-0j -0.0351061-0j 4.25823e-05-0j 3.54852e-06-0j 0.150521-0j -0.000182576-0j -1.52146e-05-0j -0.0296763-0j -0.31714-0j -0.0270906-0j 3.59961e-05-0j 2.99967e-06-0j 0.000384677-0j 3.28598e-05-0j 0.131706-0j 3.20564e-05-0j 0.0878039-0j 2.73831e-06-0j 0.253367-0j -0.0193545-0j -0.000159754-0j -0.000106502-0j -0.292508-0j -1.33128e-05-0j -0.000307323-0j 2.34761e-05-0j 0.0543259-0j -8.8752e-06-0j 0.213218-0j -2.56103e-05-0j 1.95635e-06-0j 0.0003548-0j 0.181014-0j -6.5895e-05-0j 2.95666e-05-0j -0.000258625-0j -0.320827-0j -5.49125e-06-0j -0.000219562-0j -2.15521e-05-0j 0.023283-0j 0.00038915-0j -1.82969e-05-0j 3.24291e-05-0j -2.82413e-05-0j -2.35345e-06-0j 
0.000217783-0j 3.61654e-06-0j 0.000145689-0j 0.000641045-0j -0.000269886-0j -0.00402072-0j -6.46485e-05-0j 0.0110063-0j 0.0036402-0j -4.32473e-05-0j -0.0155503-0j 0.00336025-0j 1.7922e-05-0j 0.0354652-0j 2.82342e-07-0j 0.000558718-0j -4.65421e-05-0j 1.04545e-05-0j -0.0921006-0j -1.53932e-05-0j 0.020688-0j -0.0304611-0j -7.72884e-07-0j 8.22313e-05-0j -0.00152944-0j -2.08889e-05-0j 0.162725-0j -1.02974e-05-0j -0.0413363-0j -0.0203773-0j 5.7677e-05-0j 0.114135-0j -8.46585e-06-0j -0.0167528-0j 1.34629e-05-0j -0.000342489-0j -0.125861-0j 2.09127e-07-0j -5.3201e-06-0j -0.00195508-0j -3.37766e-05-0j -1.11712e-05-0j 1.0389e-05-0j 0.000859261-0j 0.31577-0j 0.00028419-0j -0.000264291-0j -5.43089e-07-0j 0.104437-0j 1.21991e-07-0j -0.0971244-0j -1.46781e-05-0j 6.94984e-06-0j 1.38159e-05-0j -3.10339e-06-0j 3.058e-05-0j 0.00507721-0j 0.000373405-0j -0.0001768-0j 9.59537e-07-0j -0.00114047-0j -1.28745e-05-0j 0.137223-0j -0.0649724-0j -0.000777941-0j -9.8191e-06-0j -2.44102e-05-0j -0.285886-0j 0.000327521-0j 2.82282e-05-0j -0.00897049-0j 0.000249793-0j 0.120361-0j -3.14931e-06-0j -0.000718113-0j 0.0917965-0j -0.263899-0j 8.01169e-05-0j 0.0294422-0j 
0.00215595-0j -0.00492313-0j -0.00457143-0j -0.00198324-0j 0.00105631-0j -0.0130833-0j 0.0289273-0j 0.0118736-0j -0.0111658-0j -0.0613369-0j 0.0331854-0j 0.0360589-0j -0.0170701-0j -0.00244827-0j 0.0369796-0j 0.00530377-0j 0.0146968-0j -0.00995758-0j 0.00210787-0j -0.0138207-0j -0.00142816-0j -0.00198222-0j -0.0335603-0j 0.0305082-0j -0.00481336-0j -0.0393581-0j 0.00437561-0j 0.0293051-0j -0.0056449-0j 0.00420306-0j 0.00720071-0j 0.00103276-0j 0.0725789-0j 0.0104096-0j 0.000133276-0j 0.107226-0j -0.000282539-0j -0.000284681-0j -0.229038-0j 0.000603513-0j -0.000110855-0j 0.000104247-0j 0.000102846-0j -0.0891871-0j 0.000235008-0j 0.0838705-0j 0.0827437-0j 0.0002451-0j -0.000220998-0j -0.000166064-0j -0.000218029-0j 0.000287443-0j -0.000218073-0j 0.197193-0j -0.133605-0j -9.46075e-05-0j -0.000519603-0j 0.23126-0j -0.175448-0j 0.00050879-0j 0.000352049-0j 5.03895e-05-0j -0.000609369-0j 0.000462305-0j -0.0761155-0j -0.00060949-0j 0.409342-0j 0.000200564-0j 0.0405404-0j 0.000305527-0j -0.00107861-0j -0.490359-0j -0.000106824-0j -0.000520047-0j 0.245809-0j 0.00129209-0j -0.000647705-0j -0.418399-0j 0.00110248-0j 
-0.000688835-0j 0.00315737-0j -0.000492127-0j -0.00743762-0j 0.00542151-0j 0.00418018-0j -0.018552-0j 0.00385551-0j 0.0412025-0j -0.0132542-0j -0.0360589-0j 0.0451915-0j 0.00545399-0j 0.000782234-0j -0.0237162-0j -0.00340148-0j 0.00477224-0j 0.0031815-0j 0.000684455-0j 0.0509993-0j 0.000456303-0j 0.00731453-0j -0.0218742-0j 0.00196845-0j -0.00313729-0j -0.0420802-0j 0.000282323-0j 0.0364357-0j -0.00603531-0j 0.00522575-0j -0.0375602-0j -0.00538704-0j 0.0749373-0j 0.0107478-0j -4.25823e-05-0j -0.0342591-0j 9.02727e-05-0j 0.000182576-0j 0.146889-0j -0.000387053-0j -3.59961e-05-0j -0.000384677-0j -3.28598e-05-0j -0.0289603-0j 7.63102e-05-0j -0.309488-0j -0.026437-0j 0.000159754-0j 0.0008155-0j 0.000106502-0j 6.96614e-05-0j 0.000307323-0j -2.34761e-05-0j 0.128528-0j 0.0856855-0j -0.0003548-0j -0.000338671-0j 0.247254-0j -0.0188875-0j 6.5895e-05-0j -0.000225781-0j 0.000258625-0j -0.000651513-0j 4.97685e-05-0j -0.285451-0j 0.000219562-0j 0.0530152-0j 0.000752161-0j 0.208074-0j -0.00038915-0j -0.000139695-0j 0.176647-0j -0.000548274-0j 2.82413e-05-0j -0.313086-0j -0.000465463-0j 0.000824981-0j 0.0227213-0j -5.98705e-05-0j 
-0.000179662-0j 0.000410261-0j 0.000380952-0j 0.00016527-0j -8.80258e-05-0j 0.00331693-0j -0.00733374-0j -0.00301023-0j 0.00283078-0j 0.0155503-0j -0.00841327-0j -0.00914179-0j -1.47849e-05-0j -0.0292573-0j 3.2029e-05-0j 0.0633811-0j 1.27292e-05-0j -8.62451e-06-0j 0.0251895-0j -1.19704e-05-0j -0.0170668-0j -0.0236879-0j -2.90674e-05-0j 2.64239e-05-0j -0.0575206-0j -3.40891e-05-0j 0.0522895-0j 2.53819e-05-0j -0.0674577-0j 0.0502274-0j 6.23672e-06-0j 0.0123416-0j 6.28624e-05-0j 0.124396-0j -1.11063e-05-0j 0.000282539-0j 0.10383-0j 2.37234e-05-0j -0.000603513-0j -0.221785-0j 9.2379e-06-0j -8.68721e-06-0j -8.57049e-06-0j -0.000235008-0j -0.086363-0j 0.000220998-0j 0.000218029-0j -2.0425e-05-0j 0.0812148-0j 1.38387e-05-0j 0.0801236-0j -2.39536e-05-0j 1.81727e-05-0j 0.000519603-0j -0.000352049-0j 7.88396e-06-0j 0.190949-0j 0.000609369-0j -0.000462305-0j -4.23992e-05-0j -0.129375-0j -4.19913e-06-0j 0.223937-0j -0.169893-0j -0.000200564-0j 5.07908e-05-0j 0.00107861-0j -0.0737053-0j 0.000106824-0j -2.54606e-05-0j 0.39638-0j -0.00129209-0j 0.0392567-0j 4.33372e-05-0j 0.000647705-0j -0.474832-0j 0.238025-0j -0.00110248-0j -0.40515-0j 
5.74029e-05-0j -0.000263114-0j 4.10106e-05-0j 0.000619802-0j -0.000451793-0j -0.00105977-0j 0.00470337-0j -0.000977463-0j -0.0104458-0j 0.00336025-0j 0.00914179-0j -0.0114571-0j 4.72384e-06-0j 0.00934785-0j -2.05412e-05-0j -0.0406484-0j 4.13336e-06-0j 2.75557e-06-0j 0.00817937-0j 4.41718e-05-0j 0.00545292-0j 0.0874101-0j -1.89458e-05-0j 1.70492e-06-0j -0.0374913-0j -3.64467e-05-0j 0.00337382-0j 3.15578e-05-0j -0.0721232-0j 0.0624488-0j -3.25318e-05-0j -0.0643762-0j 6.49051e-05-0j 0.128439-0j 3.54852e-06-0j -9.02727e-05-0j -0.0331743-0j -1.52146e-05-0j 0.000387053-0j 0.142238-0j 2.99967e-06-0j 3.20564e-05-0j 2.73831e-06-0j -7.63102e-05-0j -0.0280432-0j -0.0008155-0j -6.96614e-05-0j -1.33128e-05-0j -0.299688-0j -8.8752e-06-0j -0.0255999-0j -2.56103e-05-0j 1.95635e-06-0j 0.000338671-0j 0.000225781-0j 2.95666e-05-0j 0.124458-0j 0.000651513-0j -4.97685e-05-0j -5.49125e-06-0j 0.0829722-0j -2.15521e-05-0j 0.239425-0j -0.0182894-0j -0.000752161-0j -1.82969e-05-0j 0.000139695-0j -0.276412-0j 0.000548274-0j 3.24291e-05-0j 0.0513365-0j 0.000465463-0j 0.201485-0j -2.35345e-06-0j -0.000824981-0j 0.171053-0j -0.303173-0j 5.98705e-05-0j 0.0220018-0j 
0.0143912-0j 0.0167897-0j 0.0102816-0j 0.014691-0j 0.00605974-0j 0.00184626-0j 0.00208557-0j 0.00170286-0j 0.00172051-0j 0.00149001-0j 0.00122919-0j 0.000392733-0j -0.00604386-0j -0.000872357-0j 0.00131077-0j 0.000189193-0j 0.00103626-0j 0.000690837-0j 0.000149571-0j 0.00104699-0j 9.97137e-05-0j 0.000151121-0j 0.00120896-0j 0.000427433-0j 0.000174499-0j 0.000705229-0j 6.16947e-05-0j 0.000748008-0j 0.000101791-0j 0.000107966-0j 0.000436338-0j 6.298e-05-0j 0.00011383-0j 1.64299e-05-0j 0.000889633-0j 0.000157266-0j 1.31055e-05-0j -0.0049547-0j -0.000875876-0j -7.29897e-05-0j 0.000752034-0j 0.000759827-0j 0.00068651-0j 0.000132942-0j 1.10785e-05-0j 0.00013432-0j 0.000121359-0j 0.000849512-0j 1.11933e-05-0j 0.000566342-0j 1.01132e-05-0j 0.000495549-0j 0.000490466-0j 0.000150174-0j 0.000100116-0j 0.000700812-0j 1.25145e-05-0j 8.76015e-05-0j 8.6703e-05-0j 0.000350406-0j 8.343e-06-0j 0.00028907-0j 7.30012e-06-0j 7.22525e-06-0j 0.000123887-0j 0.000354037-0j 6.19436e-05-0j 1.03239e-05-0j 5.11009e-05-0j 0.000159971-0j 5.16197e-06-0j 6.25855e-05-0j 4.25841e-06-0j 3.52703e-05-0j 2.82791e-05-0j 5.21546e-06-0j 2.3566e-06-0j 6.23497e-06-0j 5.19581e-07-0j 
-0.00239854-0j -0.00279829-0j -0.0017136-0j -0.0024485-0j -0.00100996-0j 0.0145555-0j 0.0164422-0j 0.013425-0j 0.0135641-0j 0.0117468-0j 0.00969065-0j 0.00309621-0j 0.00100731-0j -0.0139003-0j -0.000218462-0j 0.00301464-0j -0.000172709-0j -0.000115139-0j 0.00238328-0j -0.000174499-0j 0.00158886-0j 0.00240798-0j -0.000201494-0j -7.12389e-05-0j 0.0027805-0j -0.000117538-0j 0.000983054-0j -0.000124668-0j 0.00162196-0j 0.00172035-0j -7.2723e-05-0j 0.00100353-0j -1.89716e-05-0j 0.000261797-0j 0.0216092-0j 0.00123985-0j 0.000314331-0j -0.12035-0j -0.0069052-0j -0.00175063-0j 0.0182669-0j 0.0184562-0j 0.0166753-0j 0.00104808-0j 0.000265713-0j 0.00105894-0j 0.000956764-0j 0.0206347-0j 0.000268467-0j 0.0137564-0j 0.000242562-0j 0.0120369-0j 0.0119134-0j 0.00118394-0j 0.00078929-0j 0.0170227-0j 0.000300155-0j 0.000690629-0j 0.000683545-0j 0.00851137-0j 0.000200104-0j 0.00702152-0j 0.000175091-0j 0.000173295-0j 0.000976697-0j 0.00859957-0j 0.000488348-0j 0.000247615-0j 0.000402867-0j 0.0038857-0j 0.000123808-0j 0.000493409-0j 0.000102136-0j 0.000856716-0j 0.000222946-0j 0.000125091-0j 5.6522e-05-0j 4.9155e-05-0j 1.24619e-05-0j 
-0.0014688-0j -0.0017136-0j -0.00104936-0j -0.0014994-0j -0.00061847-0j -0.000188433-0j -0.000212858-0j -0.000173798-0j -0.000175599-0j -0.000152073-0j -0.000125454-0j -4.00831e-05-0j -0.119316-0j 8.90345e-05-0j 0.0258768-0j -1.93095e-05-0j 0.0204574-0j 0.0136383-0j -1.52655e-05-0j 0.0206694-0j -1.0177e-05-0j -1.54237e-05-0j 0.023867-0j 0.00843824-0j -1.78097e-05-0j 0.0139224-0j -6.29669e-06-0j 0.0147669-0j -1.0389e-05-0j -1.10192e-05-0j 0.00861404-0j -6.42787e-06-0j 0.00224718-0j -1.67687e-06-0j -9.07978e-05-0j 0.0031047-0j -1.33758e-06-0j 0.000505687-0j -0.0172913-0j 7.44948e-06-0j -7.67541e-05-0j -7.75495e-05-0j -7.00666e-05-0j 0.0026245-0j -1.13069e-06-0j 0.00265169-0j 0.00239583-0j -8.6703e-05-0j -1.14241e-06-0j -5.7802e-05-0j -1.03218e-06-0j -5.05767e-05-0j -5.0058e-05-0j 0.00296468-0j 0.00197646-0j -7.15263e-05-0j -1.27726e-06-0j 0.0017294-0j 0.00171166-0j -3.57632e-05-0j -8.51504e-07-0j -2.95031e-05-0j -7.45066e-07-0j -7.37424e-07-0j 0.00244574-0j -3.61338e-05-0j 0.00122287-0j -1.05368e-06-0j 0.00100882-0j -1.6327e-05-0j -5.26841e-07-0j 0.00123554-0j -4.34622e-07-0j -3.59976e-06-0j 0.000558277-0j -5.32301e-07-0j -2.40519e-07-0j 0.000123089-0j -5.30295e-08-0j 
-0.0159282-0j -0.000264505-0j -0.0113796-0j 0.0157971-0j 0.0197388-0j 0.00828465-0j -3.2856e-05-0j -0.00188472-0j 0.00185005-0j -2.34735e-05-0j 0.00266284-0j 0.00170777-0j -0.00131077-0j -0.000189193-0j 8.37201e-05-0j 1.2084e-05-0j -0.00114692-0j -0.000764616-0j -0.000165544-0j 0.00112582-0j -0.000110363-0j 0.000162498-0j -1.9046e-05-0j -0.000473082-0j -2.74905e-06-0j 0.00152776-0j -6.82835e-05-0j 0.000804325-0j 0.000220513-0j 0.000116094-0j 0.00142132-0j 0.00020515-0j 0.000619172-0j 8.93697e-05-0j -0.000984643-0j -0.000174062-0j -1.45052e-05-0j -1.52951e-05-0j -2.70381e-06-0j -2.25318e-07-0j 0.00337457-0j -0.00331248-0j -0.000759827-0j 0.000596546-0j 4.97121e-05-0j -0.000585569-0j -0.00013432-0j -1.33832e-05-0j -4.87974e-05-0j -8.92212e-06-0j -1.11933e-05-0j 0.00107352-0j -0.000542847-0j -2.36584e-06-0j -1.57722e-06-0j 0.000753576-0j -1.97153e-07-0j 0.000189774-0j -9.59626e-05-0j -5.52028e-06-0j -1.31435e-07-0j 0.00094161-0j 1.58145e-05-0j -7.99689e-06-0j 0.000133215-0j 0.000766962-0j -9.75857e-07-0j 1.11012e-05-0j 0.000166455-0j 0.000695621-0j -8.13214e-08-0j 0.000135581-0j 1.38712e-05-0j 0.000230333-0j 0.00012297-0j 1.12984e-05-0j 1.02475e-05-0j 4.07175e-05-0j 3.39312e-06-0j 
0.000299817-0j 0.000349786-0j 0.0002142-0j 0.000306063-0j 0.000126245-0j -0.00367733-0j -0.00415399-0j -0.00339172-0j -0.00342686-0j -0.00296775-0j -0.00244827-0j -0.000782234-0j 0.0121147-0j -0.081312-0j -0.00262738-0j 0.0176346-0j -0.00207713-0j -0.00138475-0j 0.0139414-0j -0.00209865-0j 0.00929427-0j 0.0140859-0j -0.00242332-0j -0.000856772-0j 0.016265-0j -0.0014136-0j 0.00575054-0j -0.00149935-0j 0.0094879-0j 0.0100634-0j -0.000874622-0j 0.00587034-0j -0.000228167-0j 0.00153142-0j 1.8534e-05-0j 0.030138-0j 0.00374327-0j -0.000103223-0j -0.16785-0j -0.0208477-0j 1.56674e-05-0j 1.58297e-05-0j 1.43023e-05-0j 0.0254765-0j 0.0031643-0j 0.0257405-0j 0.0232568-0j 1.76982e-05-0j 0.00319709-0j 1.17988e-05-0j 0.00288859-0j 1.03239e-05-0j 1.0218e-05-0j 0.0287788-0j 0.0191859-0j 1.46002e-05-0j 0.00357445-0j 0.0167876-0j 0.0166154-0j 7.30012e-06-0j 0.00238297-0j 6.0223e-06-0j 0.0020851-0j 0.00206371-0j 0.0237413-0j 7.37577e-06-0j 0.0118706-0j 0.00294877-0j 0.00979279-0j 3.33273e-06-0j 0.00147439-0j 0.0119937-0j 0.00121631-0j 7.34798e-07-0j 0.00541931-0j 0.00148967-0j 0.000673103-0j 0.00119485-0j 0.000148405-0j 
-1.76669e-05-0j -2.06114e-05-0j -1.26218e-05-0j -1.80349e-05-0j -7.43903e-06-0j 0.000435644-0j 0.000492112-0j 0.000401808-0j 0.000405972-0j 0.000351582-0j 0.00029004-0j 9.26693e-05-0j 7.41954e-06-0j 0.0295704-0j -1.60912e-06-0j -0.00641312-0j -1.27212e-06-0j -8.48082e-07-0j -0.00507002-0j -1.28531e-06-0j -0.00338001-0j -0.00512256-0j -1.48414e-06-0j -5.24724e-07-0j -0.00591502-0j -8.6575e-07-0j -0.00209128-0j -9.18267e-07-0j -0.00345043-0j -0.00365973-0j -5.35656e-07-0j -0.00213484-0j -1.39739e-07-0j -0.000556927-0j -1.09213e-06-0j 3.71086e-05-0j 0.0421729-0j 6.08247e-06-0j -0.000206672-0j -0.234877-0j -9.23208e-07-0j -9.32776e-07-0j -8.4277e-07-0j 3.1369e-05-0j 0.03565-0j 3.16941e-05-0j 2.86359e-05-0j -1.04287e-06-0j 0.0360195-0j -6.9525e-07-0j 0.0325439-0j -6.08344e-07-0j -6.02104e-07-0j 3.54351e-05-0j 2.36234e-05-0j -8.60328e-07-0j 0.040271-0j 2.06705e-05-0j 2.04585e-05-0j -4.30164e-07-0j 0.0268473-0j -3.54867e-07-0j 0.0234914-0j 0.0232505-0j 2.92325e-05-0j -4.34622e-07-0j 1.46162e-05-0j 0.0332219-0j 1.20578e-05-0j -1.96383e-07-0j 0.0166109-0j 1.47677e-05-0j 0.0137033-0j -4.32984e-08-0j 6.67276e-06-0j 0.0167831-0j 0.0075834-0j 1.4712e-06-0j 0.00167198-0j 
0.0380048-0j -0.014691-0j 0.0267005-0j 0.0126484-0j -0.00530227-0j -0.00161548-0j 0.00550765-0j 0.0014661-0j -0.00150545-0j 0.00386944-0j 0.00105829-0j -0.000343641-0j -0.00103626-0j -0.000149571-0j -0.00114692-0j -0.000165544-0j -0.00269268-0j -0.000604482-0j -0.000388655-0j 0.00276494-0j -8.72495e-05-0j 0.000399084-0j 0.00104087-0j 0.00185202-0j 0.000150237-0j -0.000617075-0j 0.000267316-0j 0.00194252-0j -8.90672e-05-0j 0.000280379-0j 0.000375672-0j 5.42235e-05-0j -9.96009e-05-0j -1.43761e-05-0j -0.000778429-0j -0.000137608-0j -1.14673e-05-0j -0.000849512-0j -0.000150174-0j -1.25145e-05-0j 0.000647474-0j -0.000664849-0j 0.00181296-0j 0.000114458-0j 9.53819e-06-0j -0.00011753-0j 0.000320489-0j -0.00220743-0j -9.79414e-06-0j -0.000495549-0j 2.67074e-05-0j 0.00130866-0j 0.00127371-0j -0.000390223-0j -8.76015e-05-0j 0.000603374-0j -3.25186e-05-0j 0.000231341-0j 0.000225161-0j 0.00151827-0j -7.30012e-06-0j -0.000252936-0j 1.92784e-05-0j 1.87635e-05-0j 0.000106662-0j 0.000919409-0j 0.000268395-0j 8.88854e-06-0j -4.47133e-05-0j 0.000137729-0j 2.23662e-05-0j 0.00016253-0j -3.7261e-06-0j -3.08615e-05-0j 2.43473e-05-0j 1.35442e-05-0j 2.02894e-06-0j -5.4556e-06-0j -4.54633e-07-0j 
0.00265469-0j 4.40842e-05-0j 0.0018966-0j -0.00263285-0j -0.00328981-0j 0.0653142-0j -0.000259029-0j -0.0148587-0j 0.0145853-0j -0.000185059-0j 0.0209932-0j 0.0134636-0j 0.000218462-0j -0.00301464-0j -1.39533e-05-0j 0.000192548-0j 0.000191154-0j 0.000127436-0j -0.00263781-0j -0.000187637-0j -0.00175854-0j 0.00258928-0j 3.17433e-06-0j 7.8847e-05-0j -4.38039e-05-0j -0.000254627-0j -0.00108804-0j -0.000134054-0j 0.0035137-0j 0.00184987-0j -0.000236886-0j 0.00326889-0j -0.000103195-0j 0.00142403-0j -0.023917-0j -0.00137226-0j -0.000347901-0j -0.000371517-0j -2.13162e-05-0j -5.40415e-06-0j 0.0819684-0j -0.0804602-0j -0.0184562-0j 0.00470302-0j 0.00119233-0j -0.00461649-0j -0.00105894-0j -0.000325078-0j -0.00117039-0j -0.000216718-0j -0.000268467-0j 0.0260759-0j -0.0131858-0j -1.86517e-05-0j -1.24344e-05-0j 0.0183044-0j -4.72864e-06-0j 0.00149613-0j -0.000756546-0j -0.000134088-0j -3.15242e-06-0j 0.0228717-0j 0.000379304-0j -0.000191802-0j 0.00105023-0j 0.0186295-0j -7.69342e-06-0j 0.000266258-0j 0.00131229-0j 0.0168966-0j -1.95046e-06-0j 0.00106889-0j 0.000332696-0j 0.00559479-0j 0.000969462-0j 0.000270988-0j 0.000245781-0j 0.000321007-0j 8.13827e-05-0j 
-0.00839487-0j 0.0488662-0j -0.00599759-0j -0.00856977-0j -0.00353485-0j -0.00107699-0j -0.00121658-0j 0.00495615-0j 0.00500751-0j -0.00086917-0j -0.000717028-0j -0.000229094-0j -0.000690837-0j -9.97137e-05-0j -0.000764616-0j -0.000110363-0j -0.000604482-0j -0.00280384-0j -8.72495e-05-0j -0.000610746-0j -0.000404699-0j -8.81536e-05-0j 0.00351866-0j -0.000249336-0j 0.000507875-0j 0.00205255-0j -3.59886e-05-0j -0.000436338-0j 0.000296261-0j -6.298e-05-0j -0.000254531-0j -3.67383e-05-0j -6.64006e-05-0j -9.5841e-06-0j -0.000518952-0j -9.17387e-05-0j -7.64489e-06-0j -0.000566342-0j -0.000100116-0j -8.343e-06-0j -0.000438686-0j -0.000443232-0j 0.00199807-0j -7.75495e-05-0j -6.46246e-06-0j -7.83532e-05-0j 0.000353212-0j -0.000495549-0j -6.52943e-06-0j -0.00229856-0j 2.94344e-05-0j -0.00028907-0j 0.00142749-0j -8.76015e-05-0j -0.000406332-0j 0.0020397-0j -7.30012e-06-0j -5.11009e-05-0j 0.000252347-0j -0.000204403-0j -3.3861e-05-0j 0.000841332-0j -4.25841e-06-0j 2.10289e-05-0j 0.000360571-0j -0.000206522-0j -3.61338e-05-0j 3.00476e-05-0j 0.000148728-0j -9.33164e-05-0j -3.01115e-06-0j -3.65082e-05-0j 1.2394e-05-0j -2.05743e-05-0j -1.64962e-05-0j -3.04235e-06-0j -1.37468e-06-0j -3.63706e-06-0j -3.03089e-07-0j 
-0.0383986-0j -0.0144207-0j 0.00908961-0j -0.0129826-0j 0.0255791-0j 0.00163222-0j 0.00540631-0j 0.00150545-0j -0.00152043-0j -0.00127977-0j 0.000995203-0j 0.00367237-0j 0.00104699-0j 0.000151121-0j -0.00112582-0j -0.000162498-0j -0.00276494-0j 0.000610746-0j -0.000399084-0j 0.00279246-0j 8.81536e-05-0j 0.000403056-0j -0.00103838-0j 0.00037788-0j -0.000149877-0j 0.000570982-0j 5.45423e-05-0j -0.000661022-0j 8.24141e-05-0j -9.54103e-05-0j 0.00184185-0j 0.000265848-0j 0.00184388-0j 0.000266142-0j 0.000786496-0j 0.000139034-0j 1.15862e-05-0j -0.000833882-0j -0.000147411-0j -1.22842e-05-0j 0.000664849-0j -0.000671466-0j -0.00183174-0j 0.00011753-0j 9.79414e-06-0j -0.0001187-0j -0.00032381-0j 0.00220214-0j -9.89163e-06-0j -0.000486431-0j -2.69841e-05-0j -0.00121091-0j 0.000433605-0j 0.000389287-0j -8.59896e-05-0j -0.000619314-0j 3.24406e-05-0j -0.00021406-0j 7.66513e-05-0j -0.000300964-0j -7.1658e-06-0j 0.00122021-0j -1.78384e-05-0j 6.38761e-06-0j -0.00010948-0j 0.000286643-0j -5.32034e-05-0j -9.12336e-06-0j 0.000215704-0j 0.00149586-0j -4.43361e-06-0j 5.06718e-05-0j 1.79754e-05-0j 0.000873456-0j 0.000264433-0j 4.22265e-06-0j 2.20361e-05-0j 0.000154407-0j 1.28672e-05-0j 
