-0.201932-0j -0.223498-0j 0.533269-0j -0.117794-0j 0.538795-0j -0.206139-0j -0.0728812-0j -0.120248-0j -0.127542-0j -0.0743995-0j -0.0194089-0j -0.0268153-0j -0.029264-0j -0.0226678-0j -0.0229027-0j 0.0624527-0j 0.0772813-0j -0.0170707-0j 0.0450808-0j -0.0147836-0j -0.0211239-0j -0.0105619-0j -0.00871315-0j -0.0106714-0j -0.00482184-0j -0.00106312-0j -0.0176256-0j -0.00254403-0j -0.0190378-0j -0.00274787-0j -0.0145403-0j -0.00209872-0j -0.014691-0j -0.00212047-0j -0.0130053-0j 0.062651-0j -0.00187715-0j 0.00904289-0j -0.0160932-0j -0.00232286-0j -0.00938771-0j 0.0443389-0j -0.001355-0j 0.0271519-0j 0.00639977-0j -0.00848187-0j 0.00391904-0j 0.0387965-0j -0.00122425-0j -0.00856977-0j 0.0055998-0j 0.0160028-0j -0.0104958-0j -0.00123694-0j 0.0023098-0j -0.00262394-0j -0.00151493-0j -0.00865857-0j -0.00530227-0j -0.000378734-0j -0.00124976-0j -0.00276646-0j -0.000765317-0j -0.00378813-0j -0.000399304-0j -0.000546769-0j -0.00139756-0j -0.000201721-0j -0.000266852-0j -3.85167e-05-0j 
-0.00212047-0j 0.00228012-0j 0.0055998-0j -0.00123694-0j -0.00565554-0j 0.00210302-0j -0.000765317-0j -0.0011564-0j 0.00133876-0j -0.00373028-0j -0.0037344-0j 0.0269209-0j -0.0285429-0j 0.0227571-0j -0.0229836-0j -0.0626987-0j 0.075377-0j -0.01665-0j -0.0414481-0j 0.0148418-0j -0.0211985-0j -0.0103017-0j 0.0417664-0j 0.00981148-0j 0.0512017-0j 0.0298975-0j -0.000185084-0j -0.119523-0j 0.000194223-0j 0.125424-0j -0.000152687-0j -0.0986012-0j 0.000154206-0j 0.0995826-0j -0.000136567-0j 0.000657891-0j -0.0881916-0j 0.42485-0j 0.000164182-0j 0.106025-0j -9.02802e-05-0j -0.000452344-0j -0.0583007-0j 0.000285119-0j -0.292112-0j -8.90672e-05-0j 0.184123-0j -0.000407233-0j -0.0575174-0j 8.99537e-05-0j -0.262981-0j 0.000802354-0j 0.000107077-0j 0.0580899-0j 0.51814-0j -2.75538e-05-0j 0.0691479-0j -8.32682e-05-0j 5.5656e-05-0j -0.0177935-0j -0.0537725-0j -0.000307266-0j 0.0359413-0j -0.000189931-0j -0.198424-0j -0.122653-0j -0.0002689-0j -0.173649-0j -0.000111092-0j -0.0717405-0j 
0.0169637-0j 0.000267246-0j -0.0146052-0j -0.0493726-0j -0.0145702-0j 0.000483784-0j -0.030318-0j 0.0394391-0j 0.0308943-0j 0.0180994-0j -0.0080132-0j 0.00225268-0j 3.49922e-05-0j -0.00187371-0j -0.00186922-0j -0.00346746-0j -3.0127e-05-0j -0.000101844-0j -0.00245602-0j 0.00735234-0j -0.00338377-0j -6.2539e-05-0j 0.00429702-0j 0.0052077-0j 0.00156592-0j -0.000526958-0j -0.142461-0j 0.000213717-0j -0.00219024-0j 3.28574e-06-0j 0.115639-0j -0.000173479-0j 0.115362-0j -0.000173063-0j 0.209677-0j -0.0719689-0j -0.000314552-0j 0.000107966-0j 0.00182178-0j -2.73298e-06-0j 0.148515-0j 0.00337136-0j -0.000222798-0j 0.215811-0j -5.05762e-06-0j -0.336566-0j -0.000323754-0j -0.0993227-0j 0.000504907-0j -0.335759-0j 0.000149001-0j 0.126129-0j -0.00714857-0j 0.000503697-0j -0.000189216-0j 0.147098-0j 1.07241e-05-0j 0.268851-0j -0.206179-0j -0.000220673-0j -0.000403323-0j -0.175234-0j 0.000309303-0j -0.267442-0j 0.000262881-0j 0.00040121-0j -0.0546249-0j 8.19467e-05-0j 0.0148525-0j -2.22813e-05-0j 
0.00599759-0j 0.00663811-0j -0.0259869-0j 0.00349859-0j 0.00530227-0j -0.030318-0j 0.015455-0j 0.00357148-0j 0.0481577-0j -0.0109424-0j 0.000576465-0j 0.000796441-0j 0.00086917-0j -0.00333388-0j 0.000680233-0j 0.000614596-0j -0.00376602-0j 0.000507016-0j 0.000443639-0j 0.00558205-0j -0.00310681-0j 0.00223974-0j 0.000258789-0j 0.00402933-0j -0.000709176-0j 3.15756e-05-0j -0.0503677-0j 7.55603e-05-0j -0.0544034-0j 8.16144e-05-0j 0.205757-0j -0.00030867-0j -0.0419818-0j 6.298e-05-0j -0.0371646-0j -0.0254448-0j 5.57533e-05-0j 3.81716e-05-0j 0.227731-0j -0.000341636-0j -0.0268268-0j -0.0419818-0j 4.02448e-05-0j -0.326827-0j 6.298e-05-0j 0.120025-0j 0.000490297-0j 0.181903-0j -0.000180058-0j -0.0244894-0j -0.000272886-0j -0.015152-0j -0.381299-0j 3.67383e-05-0j 2.27307e-05-0j 0.513824-0j 0.000572014-0j 0.122525-0j -0.108182-0j -0.000770825-0j -0.000183809-0j -0.00790557-0j 0.000162292-0j -0.137618-0j 1.18597e-05-0j 0.000206451-0j 0.0197765-0j -2.96682e-05-0j -0.000762569-0j 1.14398e-06-0j 
-0.0024485-0j -3.85736e-05-0j 0.00210807-0j 0.00712632-0j 0.00210302-0j -6.98282e-05-0j 0.00437603-0j -0.00569254-0j -0.00445921-0j -0.00261242-0j 0.00115661-0j 0.0310856-0j 0.000482872-0j -0.0258561-0j -0.0257941-0j -0.0478489-0j -0.000415735-0j -0.00140539-0j -0.0338916-0j 0.101458-0j -0.046694-0j -0.000863001-0j 0.0592964-0j 0.0718631-0j 0.0216088-0j -0.0072717-0j -0.000213717-0j -0.138013-0j -3.28574e-06-0j -0.00212185-0j 0.000173479-0j 0.112028-0j 0.000173063-0j 0.11176-0j 0.000314552-0j -0.000107966-0j 0.20313-0j -0.0697216-0j 2.73298e-06-0j 0.00176489-0j 0.000222798-0j 5.05762e-06-0j 0.143878-0j 0.000323754-0j 0.00326608-0j -0.000504907-0j 0.209072-0j -0.000149001-0j -0.326056-0j -0.000503697-0j -0.0962213-0j 0.000189216-0j -1.07241e-05-0j -0.325275-0j 0.122191-0j 0.000220673-0j -0.00692535-0j 0.000403323-0j -0.000309303-0j 0.142505-0j 0.260456-0j -0.000262881-0j -0.19974-0j -0.00040121-0j -0.169762-0j -0.259091-0j -8.19467e-05-0j -0.0529191-0j 2.22813e-05-0j 0.0143887-0j 
-0.00989551-0j 0.021437-0j -0.00865857-0j 0.0288007-0j -0.00801181-0j -0.0394391-0j -0.00357148-0j 0.0455106-0j -0.00572391-0j -0.00424228-0j 0.0420738-0j -0.00131406-0j 0.00280688-0j -0.00111082-0j -0.00102784-0j 0.00202268-0j 0.00245602-0j -0.00816936-0j -0.00283411-0j 0.00144508-0j 0.00189099-0j 0.00101306-0j 0.000991018-0j -0.00202479-0j 0.00306152-0j 0.00512752-0j 0.0831025-0j -0.000124668-0j -0.175689-0j 0.000263564-0j 0.0685561-0j -0.000102846-0j 0.0634351-0j -9.51636e-05-0j -0.122312-0j 0.0419818-0j 0.000183488-0j -6.298e-05-0j -0.148515-0j 0.000222798-0j 0.171378-0j 0.270431-0j -0.000257097-0j 0.0424169-0j -0.000405694-0j -0.199531-0j -6.36327e-05-0j 0.0555057-0j 0.000299331-0j -0.184627-0j -8.32682e-05-0j 0.0290891-0j 0.193205-0j 0.000276972-0j -4.36386e-05-0j 0.0123716-0j -0.000289841-0j -0.315297-0j 0.022895-0j -1.85595e-05-0j 0.000473-0j 0.337103-0j -3.43464e-05-0j 0.0207822-0j -0.000505713-0j -3.11769e-05-0j -0.291487-0j 0.00043728-0j -0.22806-0j 0.000342129-0j 
-0.000865677-0j -0.000958129-0j 0.00375089-0j -0.000504978-0j -0.000765317-0j 0.00437603-0j -0.00223074-0j -0.000515499-0j -0.00695097-0j 0.00157939-0j -8.32056e-05-0j 0.0109904-0j 0.011994-0j -0.0460056-0j 0.00938681-0j 0.00848106-0j -0.0519688-0j 0.00699652-0j 0.00612195-0j 0.0770289-0j -0.0428721-0j 0.0309071-0j 0.00357114-0j 0.0556024-0j -0.00978621-0j 0.000435725-0j -7.55603e-05-0j -0.0487949-0j -8.16144e-05-0j -0.0527046-0j 0.00030867-0j 0.199332-0j -6.298e-05-0j -0.0406709-0j -5.57533e-05-0j -3.81716e-05-0j -0.0360041-0j -0.0246503-0j 0.000341636-0j 0.22062-0j -4.02448e-05-0j -6.298e-05-0j -0.0259891-0j -0.000490297-0j -0.0406709-0j 0.000180058-0j -0.316622-0j 0.000272886-0j 0.116277-0j -3.67383e-05-0j 0.176223-0j -2.27307e-05-0j -0.000572014-0j -0.0237247-0j -0.0146789-0j 0.000770825-0j -0.369392-0j 0.000183809-0j -0.000162292-0j 0.49778-0j 0.118699-0j -1.18597e-05-0j -0.104804-0j -0.000206451-0j -0.00765871-0j -0.133321-0j 2.96682e-05-0j 0.019159-0j -1.14398e-06-0j -0.000738757-0j 
-0.0104958-0j 0.011286-0j 0.0272568-0j -0.00612254-0j 0.00927522-0j -0.0308943-0j -0.0481577-0j -0.00572391-0j 0.00620476-0j 0.0547995-0j -0.0184844-0j -0.00139377-0j 0.00147775-0j 0.00349679-0j 0.00118993-0j -0.00107554-0j -0.0038376-0j 0.000862019-0j -0.000711007-0j -0.000719496-0j -0.0032573-0j 0.00678033-0j -0.00216237-0j -0.000475636-0j 0.00786753-0j -0.00154788-0j 0.0881435-0j -0.00013223-0j -0.0924956-0j 0.000138759-0j -0.215811-0j 0.000323754-0j -0.0734385-0j 0.00011017-0j 0.065038-0j 0.0445285-0j -9.75682e-05-0j -6.68004e-05-0j 0.232059-0j -0.000348129-0j 0.0429946-0j -0.0713768-0j -6.44993e-05-0j 0.0421263-0j 0.000107077-0j -0.12589-0j -6.31967e-05-0j 0.190714-0j 0.000188856-0j -0.0428391-0j -0.000286104-0j 0.126606-0j -0.0477482-0j 6.4266e-05-0j -0.000189931-0j 0.424649-0j 7.16306e-05-0j -0.117693-0j -0.336957-0j -0.000637046-0j 0.00017656-0j 0.146331-0j 0.000505494-0j 0.0846945-0j -0.000219521-0j -0.000127056-0j -0.38007-0j 0.000570171-0j 0.0529059-0j -7.9368e-05-0j 
0.00142829-0j -0.00309416-0j 0.00124976-0j -0.00415702-0j 0.0011564-0j 0.00569254-0j 0.000515499-0j -0.00656888-0j 0.000826175-0j 0.000612321-0j -0.00607282-0j -0.0181333-0j 0.0387332-0j -0.0153286-0j -0.0141836-0j 0.0279118-0j 0.0338916-0j -0.112732-0j -0.039109-0j 0.0199412-0j 0.0260946-0j 0.0139796-0j 0.0136755-0j -0.0279408-0j 0.0422472-0j 0.0707567-0j 0.000124668-0j 0.0805075-0j -0.000263564-0j -0.170203-0j 0.000102846-0j 0.0664153-0j 9.51636e-05-0j 0.0614543-0j -0.000183488-0j 6.298e-05-0j -0.118492-0j 0.0406709-0j -0.000222798-0j -0.143878-0j 0.000257097-0j 0.000405694-0j 0.166027-0j 6.36327e-05-0j 0.261987-0j -0.000299331-0j 0.0410924-0j 8.32682e-05-0j -0.1933-0j -0.000276972-0j 0.0537725-0j 4.36386e-05-0j 0.000289841-0j -0.178861-0j 0.0281807-0j 1.85595e-05-0j 0.187172-0j -0.000473-0j 3.43464e-05-0j 0.0119853-0j -0.305451-0j 0.000505713-0j 0.02218-0j 3.11769e-05-0j 0.326577-0j 0.0201333-0j -0.00043728-0j -0.282385-0j -0.000342129-0j -0.220938-0j 
0.00151493-0j -0.00162899-0j -0.00393418-0j 0.000883712-0j -0.00133876-0j 0.00445921-0j 0.00695097-0j 0.000826175-0j -0.000895579-0j -0.00790962-0j 0.00266799-0j -0.0192332-0j 0.020392-0j 0.0482537-0j 0.0164203-0j -0.0148418-0j -0.0529566-0j 0.0118953-0j -0.00981148-0j -0.00992862-0j -0.0449489-0j 0.0935646-0j -0.0298394-0j -0.00656349-0j 0.108567-0j -0.0213598-0j 0.00013223-0j 0.0853911-0j -0.000138759-0j -0.0896073-0j -0.000323754-0j -0.209072-0j -0.00011017-0j -0.0711453-0j 9.75682e-05-0j 6.68004e-05-0j 0.0630071-0j 0.043138-0j 0.000348129-0j 0.224813-0j 6.44993e-05-0j -0.000107077-0j 0.041652-0j 6.31967e-05-0j -0.0691479-0j -0.000188856-0j 0.0408109-0j 0.000286104-0j -0.121959-0j -6.4266e-05-0j 0.184759-0j 0.000189931-0j -7.16306e-05-0j -0.0415014-0j 0.122653-0j 0.000637046-0j -0.0462573-0j -0.00017656-0j -0.000505494-0j 0.411389-0j -0.114018-0j 0.000219521-0j -0.326435-0j 0.000127056-0j 0.141761-0j 0.0820498-0j -0.000570171-0j -0.368202-0j 7.9368e-05-0j 0.0512539-0j 
0.00612254-0j -0.0199434-0j -0.00527128-0j 0.00357148-0j 0.0258441-0j 0.0180994-0j -0.0109424-0j 0.00424228-0j -0.0547995-0j 0.0313043-0j 0.0190648-0j 0.000813034-0j -0.00261131-0j -0.000676257-0j 0.00331557-0j 0.0006274-0j 0.00224825-0j -0.00152327-0j 0.000526964-0j -0.00133033-0j -0.00300899-0j 0.00466701-0j -0.0037259-0j -0.00111737-0j 0.00268884-0j 0.00666661-0j -0.051417-0j 7.71344e-05-0j 0.163448-0j -0.000245201-0j 0.0417365-0j -6.26119e-05-0j -0.204626-0j 0.000306975-0j -0.0379388-0j -0.0259749-0j 5.69148e-05-0j 3.89669e-05-0j -0.135951-0j 0.000203951-0j -0.0318655-0j 0.126129-0j 4.78037e-05-0j 0.0778904-0j -0.000189216-0j 0.0243463-0j -0.000116849-0j 0.176176-0j -3.65236e-05-0j -0.119365-0j -0.000264294-0j 0.218151-0j -0.267442-0j 0.000179069-0j -0.000327264-0j 0.0530906-0j 0.00040121-0j 0.0289191-0j 0.365714-0j -7.9645e-05-0j -4.33836e-05-0j 0.150847-0j -0.000548634-0j -0.462563-0j -0.000226297-0j 0.000693925-0j 0.129962-0j -0.000194966-0j -0.463109-0j 0.000694744-0j 
-0.000883712-0j 0.00287858-0j 0.000760844-0j -0.000515499-0j -0.00373028-0j -0.00261242-0j 0.00157939-0j -0.000612321-0j 0.00790962-0j -0.00451838-0j -0.00275177-0j 0.0112194-0j -0.0360346-0j -0.00933195-0j 0.0457528-0j 0.00865775-0j 0.0310245-0j -0.0210202-0j 0.00727179-0j -0.0183577-0j -0.0415223-0j 0.064402-0j -0.0514153-0j -0.015419-0j 0.0371044-0j 0.0919953-0j -7.71344e-05-0j -0.0498115-0j 0.000245201-0j 0.158344-0j 6.26119e-05-0j 0.0404332-0j -0.000306975-0j -0.198237-0j -5.69148e-05-0j -3.89669e-05-0j -0.0367541-0j -0.0251638-0j -0.000203951-0j -0.131706-0j -4.78037e-05-0j 0.000189216-0j -0.0308705-0j 0.000116849-0j 0.122191-0j 3.65236e-05-0j 0.0754582-0j 0.000264294-0j 0.023586-0j -0.000179069-0j 0.170675-0j 0.000327264-0j -0.00040121-0j -0.115638-0j 0.211339-0j 7.9645e-05-0j -0.259091-0j 4.33836e-05-0j 0.000548634-0j 0.0514328-0j 0.028016-0j 0.000226297-0j 0.354294-0j -0.000693925-0j 0.146137-0j -0.448119-0j 0.000194966-0j 0.125904-0j -0.000694744-0j -0.448648-0j 
-0.00159721-0j 0.00868799-0j -0.00139756-0j -0.000931708-0j -0.0258727-0j 0.0080132-0j -0.000576465-0j 0.0420738-0j -0.0184844-0j -0.0190648-0j 0.0242013-0j -0.0002121-0j 0.00113757-0j -0.000179294-0j -0.00331923-0j -0.000163673-0j 0.000995376-0j 0.000663584-0j 0.00522628-0j -0.000116933-0j -0.00306143-0j 0.000410572-0j -0.00223274-0j 0.00373383-0j -0.00545202-0j 0.00843531-0j 0.0134134-0j -2.01224e-05-0j -0.0712033-0j 0.000106817-0j 0.0110655-0j -1.66001e-05-0j 0.204852-0j -0.000307314-0j 0.00989728-0j 0.0067762-0j -1.48476e-05-0j -1.01655e-05-0j -0.0601903-0j 9.02959e-05-0j -0.316033-0j -0.054946-0j 0.000474103-0j 0.00684642-0j 8.24285e-05-0j 0.00645487-0j -1.02708e-05-0j 0.179246-0j -9.68342e-06-0j 0.119497-0j -0.0002689-0j 0.130726-0j -0.0392553-0j -0.000179267-0j -0.000196112-0j 0.00199687-0j 5.88897e-05-0j -0.291487-0j 0.0739352-0j -2.99565e-06-0j 0.00043728-0j 0.300958-0j -0.000110916-0j 0.0933954-0j -0.00045149-0j -0.000140109-0j -0.167667-0j 0.000251529-0j -0.183624-0j 0.000275468-0j 
0.000230538-0j -0.001254-0j 0.000201721-0j 0.000134481-0j 0.0037344-0j -0.00115661-0j 8.32056e-05-0j -0.00607282-0j 0.00266799-0j 0.00275177-0j -0.00349316-0j -0.00292685-0j 0.0156978-0j -0.00247416-0j -0.0458034-0j -0.00225859-0j 0.0137356-0j 0.00915707-0j 0.0721195-0j -0.00161361-0j -0.0422459-0j 0.00566565-0j -0.0308105-0j 0.0515247-0j -0.0752347-0j 0.116402-0j 2.01224e-05-0j 0.0129946-0j -0.000106817-0j -0.0689799-0j 1.66001e-05-0j 0.01072-0j 0.000307314-0j 0.198456-0j 1.48476e-05-0j 1.01655e-05-0j 0.00958822-0j 0.00656461-0j -9.02959e-05-0j -0.0583108-0j -0.000474103-0j -8.24285e-05-0j -0.306164-0j 1.02708e-05-0j -0.0532302-0j 9.68342e-06-0j 0.00663264-0j 0.0002689-0j 0.00625331-0j 0.000179267-0j 0.173649-0j 0.000196112-0j -5.88897e-05-0j 0.115766-0j 0.126644-0j 2.99565e-06-0j -0.0380295-0j -0.00043728-0j 0.000110916-0j 0.00193452-0j -0.282385-0j 0.00045149-0j 0.0716265-0j 0.000140109-0j 0.291561-0j 0.090479-0j -0.000251529-0j -0.162431-0j -0.000275468-0j -0.17789-0j 
0.012483-0j 0.0138161-0j 0.0109226-0j 0.00728175-0j 0.0110358-0j 0.0127431-0j 0.00450535-0j 0.00743345-0j 0.00788437-0j 0.00459921-0j 0.00119982-0j -0.0102203-0j 0.00180904-0j 0.00140127-0j 0.00141579-0j 0.00127918-0j 0.00158291-0j 0.00105527-0j 0.000923362-0j 0.000913891-0j 0.00130583-0j 0.000652915-0j 0.000538628-0j 0.000659681-0j 0.000298076-0j 6.57195e-05-0j 0.00108957-0j 0.000157266-0j -0.00725597-0j -0.00104731-0j 0.000898852-0j 0.000129738-0j 0.000908167-0j 0.000131083-0j 0.000803958-0j 0.000550432-0j 0.000116041-0j 7.94481e-05-0j 0.000994847-0j 0.000143594-0j 0.000580327-0j 0.000908167-0j 8.3763e-05-0j 0.000556136-0j 0.000131083-0j 0.00052433-0j 8.02714e-05-0j 0.000794646-0j 7.56806e-05-0j 0.000529764-0j 0.000114697-0j 0.000327775-0j 0.000648826-0j 7.64648e-05-0j 4.73102e-05-0j 0.000162206-0j 9.36499e-05-0j 0.000535254-0j 0.000327775-0j 2.34125e-05-0j 7.72573e-05-0j 0.000171016-0j 4.73102e-05-0j 0.000234174-0j 2.46841e-05-0j 3.38e-05-0j 8.63942e-05-0j 1.24699e-05-0j 1.64962e-05-0j 2.38102e-06-0j 
-0.0022067-0j -0.00244237-0j -0.00193087-0j -0.00128724-0j -0.00195087-0j -0.00225268-0j -0.000796441-0j -0.00131406-0j -0.00139377-0j -0.000813034-0j -0.0002121-0j -0.0854617-0j 0.0151271-0j 0.0117174-0j 0.0118389-0j 0.0106965-0j 0.0132362-0j 0.00882416-0j 0.00772114-0j 0.00764194-0j 0.0109193-0j 0.00545967-0j 0.004504-0j 0.00551625-0j 0.00249251-0j 0.000549546-0j 0.0185319-0j 0.00265792-0j -0.123412-0j -0.0177003-0j 0.015288-0j 0.00219267-0j 0.0154465-0j 0.00221539-0j 0.013674-0j 0.00936197-0j 0.00196119-0j 0.00134273-0j 0.0169207-0j 0.00242684-0j 0.00987043-0j 0.0154465-0j 0.00141566-0j 0.00945898-0j 0.00221539-0j 0.00891802-0j 0.00135665-0j 0.0135156-0j 0.00127906-0j 0.00901043-0j 0.00193847-0j 0.00557492-0j 0.0110355-0j 0.00129231-0j 0.000799578-0j 0.00275887-0j 0.00158275-0j 0.00910381-0j 0.00557492-0j 0.000395689-0j 0.00130571-0j 0.00290871-0j 0.000799578-0j 0.00398292-0j 0.000417179-0j 0.000571246-0j 0.00146943-0j 0.000210751-0j 0.000280573-0j 4.0241e-05-0j 
0.000183892-0j 0.000203531-0j 0.000160905-0j 0.00010727-0j 0.000162573-0j 0.000187723-0j 6.63701e-05-0j 0.000109505-0j 0.000116148-0j 6.77528e-05-0j 1.7675e-05-0j 0.0216665-0j -0.00383508-0j -0.00297064-0j -0.00300143-0j -0.00271181-0j -0.0033557-0j -0.00223713-0j -0.00195749-0j -0.00193741-0j -0.00276831-0j -0.00138415-0j -0.00114187-0j -0.0013985-0j -0.000631909-0j -0.000139323-0j 1.60509e-05-0j 0.0317627-0j -0.000106891-0j -0.211522-0j 1.32413e-05-0j 0.0262029-0j 1.33786e-05-0j 0.0264744-0j 1.18434e-05-0j 8.10863e-06-0j 0.0234366-0j 0.0160459-0j 1.46555e-05-0j 0.0290013-0j 8.54903e-06-0j 1.33786e-05-0j 0.0169174-0j 8.19266e-06-0j 0.0264744-0j 7.72412e-06-0j 0.0162122-0j 1.17062e-05-0j 0.015285-0j 7.80416e-06-0j 0.0231651-0j 4.82858e-06-0j 9.55811e-06-0j 0.0154434-0j 0.00955512-0j 2.38953e-06-0j 0.0189142-0j 7.88504e-06-0j 4.82858e-06-0j 0.00472856-0j 0.0156034-0j 2.51931e-06-0j 0.00955512-0j 3.4497e-06-0j 0.00498538-0j 0.00682651-0j 1.27271e-06-0j 0.00251852-0j 2.43012e-07-0j 0.000480888-0j 
0.0695226-0j -0.000214615-0j -0.01192-0j -0.00794669-0j 0.0117007-0j -0.000197946-0j -0.00491677-0j 0.0158781-0j 0.0083594-0j 0.0147718-0j 0.00643508-0j -0.00180904-0j 0.000143409-0j -0.00152923-0j 0.00150109-0j -0.00139599-0j -2.45882e-05-0j -1.63922e-05-0j 0.00197233-0j -0.000997345-0j 0.00138451-0j -1.01421e-05-0j 0.00172997-0j 0.0014091-0j 0.00127803-0j 0.000423179-0j -0.00118907-0j -0.000171627-0j -1.82811e-05-0j -2.63865e-06-0j 0.00500605-0j 0.000722561-0j -0.00491394-0j -0.000709266-0j -0.000877373-0j -0.000600696-0j -0.000126638-0j -8.6703e-05-0j -1.54536e-05-0j -2.23053e-06-0j 0.0012396-0j -1.41071e-05-0j 0.000178921-0j -0.000606921-0j -2.03619e-06-0j -0.000572211-0j -8.76015e-05-0j 0.000842523-0j -8.25915e-05-0j 0.000561682-0j 0.000121608-0j 0.00105275-0j -1.00786e-05-0j 8.10718e-05-0j 0.000151952-0j -0.000177019-0j -1.45472e-06-0j 0.00114332-0j 0.000347523-0j -2.55504e-05-0j 0.000165024-0j 0.000733249-0j 5.01606e-05-0j 0.000752122-0j 0.000105835-0j 0.00010856-0j 0.000463365-0j 6.6881e-05-0j 0.000123968-0j 1.78932e-05-0j 
-0.01229-0j 3.79389e-05-0j 0.00210719-0j 0.00140479-0j -0.00206841-0j 3.49922e-05-0j 0.00086917-0j -0.00280688-0j -0.00147775-0j -0.00261131-0j -0.00113757-0j -0.0151271-0j 0.00119918-0j -0.0127874-0j 0.0125521-0j -0.0116733-0j -0.000205607-0j -0.000137071-0j 0.0164926-0j -0.00833978-0j 0.0115772-0j -8.48084e-05-0j 0.014466-0j 0.0117829-0j 0.0106869-0j 0.00353862-0j -0.0202242-0j -0.00290063-0j -0.000310932-0j -4.45952e-05-0j 0.0851448-0j 0.0122118-0j -0.0835782-0j -0.0119871-0j -0.0149227-0j -0.0102169-0j -0.00214027-0j -0.00146535-0j -0.00026284-0j -3.76976e-05-0j 0.0210836-0j -0.000239939-0j 0.00302389-0j -0.0103227-0j -3.44131e-05-0j -0.00973238-0j -0.00148053-0j 0.01433-0j -0.00139586-0j 0.00955331-0j 0.00205526-0j 0.0179056-0j -0.000171421-0j 0.00137017-0j 0.0025681-0j -0.0030108-0j -2.45859e-05-0j 0.019446-0j 0.00591081-0j -0.000431822-0j 0.00278903-0j 0.0124714-0j 0.000847752-0j 0.0127924-0j 0.0017887-0j 0.00183474-0j 0.0078811-0j 0.00113034-0j 0.00210849-0j 0.000302409-0j 
0.00102416-0j -3.16157e-06-0j -0.000175599-0j -0.000117066-0j 0.000172368-0j -2.91602e-06-0j -7.24308e-05-0j 0.000233906-0j 0.000123146-0j 0.00021761-0j 9.47977e-05-0j 0.00383508-0j -0.000304021-0j 0.00324191-0j -0.00318226-0j 0.00295945-0j 5.21261e-05-0j 3.47507e-05-0j -0.00418126-0j 0.00211433-0j -0.0029351-0j 2.15009e-05-0j -0.00366747-0j -0.00298724-0j -0.00270937-0j -0.000897122-0j -1.75166e-05-0j -0.0346631-0j -2.69306e-07-0j -0.000532921-0j 7.37461e-05-0j 0.145934-0j -7.23892e-05-0j -0.143249-0j -1.29249e-05-0j -8.84909e-06-0j -0.0255767-0j -0.0175112-0j -2.27653e-07-0j -0.000450494-0j 1.8261e-05-0j -2.07817e-07-0j 0.0361361-0j -8.94079e-06-0j -0.000411243-0j -8.42946e-06-0j -0.0176926-0j 1.24115e-05-0j -0.0166808-0j 8.27436e-06-0j 0.0245608-0j 1.55085e-05-0j -1.48472e-07-0j 0.0163739-0j 0.0306893-0j -2.60773e-06-0j -0.000293806-0j 1.68427e-05-0j 5.1195e-06-0j -0.00516035-0j 0.0333295-0j 1.08018e-05-0j 0.0101308-0j 1.10798e-05-0j 0.0213753-0j 0.0219255-0j 6.82601e-06-0j 0.0135078-0j 1.82622e-06-0j 0.00361385-0j 
-0.0105523-0j 0.0473507-0j 0.00908511-0j -0.00615548-0j -0.00932891-0j 0.0105993-0j 0.0188593-0j -0.00628372-0j 0.0197809-0j 0.00382549-0j -0.00101424-0j -0.00140127-0j -0.00152923-0j -0.00472541-0j 0.00485221-0j -0.00108133-0j 0.00131661-0j -0.000892052-0j -0.000780546-0j 0.00229283-0j 0.00108615-0j 0.00273308-0j -0.000455318-0j 0.00165506-0j 0.000247931-0j -5.55547e-05-0j -0.000921049-0j -0.000132942-0j -0.000994847-0j -0.000143594-0j 0.000747638-0j 0.000107912-0j -0.000767701-0j -0.000110808-0j 0.00275533-0j -0.000465297-0j 0.000397697-0j -6.71598e-05-0j -0.00335485-0j -0.000484231-0j 0.0019889-0j -0.000767701-0j 0.000287073-0j 0.00139527-0j -0.000110808-0j 0.000436122-0j 0.00020139-0j 0.000660963-0j 6.29488e-05-0j -0.000447826-0j 9.54018e-05-0j -0.000277078-0j 0.00162782-0j -6.46381e-05-0j -3.99928e-05-0j 0.000951028-0j 0.000234956-0j 0.000445208-0j 0.00137206-0j 0.000137269-0j 6.42603e-05-0j -0.000144565-0j 0.000198039-0j 0.000587511-0j -2.08662e-05-0j 8.48e-05-0j 7.18601e-05-0j 1.03721e-05-0j -1.39447e-05-0j -2.01275e-06-0j 
