-0.13423+2.14134e-14j -0.109758-0.0013248j -0.0462752+0.0492334j -0.0986347+0.103434j 0.0203948+0.000269135j 0.027839+0.0376536j -0.0296541-0.0285468j 0.00839582-0.103649j 0.0231449-0.0198446j 0.0111886+0.0817298j -0.00322795+0.0138142j 0.0128619-0.012781j -0.0329203-0.0838418j -0.0216073-0.0459774j -0.0124683-0.0103613j 0.0342616+0.0061545j 0.0108204+0.00378988j -0.000919373-0.0301502j -0.0198066+0.0031178j -0.030118-0.00636786j -0.0242646+0.0188428j -0.0191242-0.0333835j -0.0532515+0.0512816j -0.0182731+0.0336182j -0.0314581+0.0408306j 0.164-0.0119873j 0.0378753-0.139232j 0.0795179+0.0228102j -0.0818423-0.0182092j 0.01283-0.071382j -0.0482362-0.0621234j 0.0593707-0.0423825j 0.0288109-0.00273565j 0.083027-0.0983343j -0.013216-0.0788305j 0.0237876+0.0266011j -0.0506693+0.0559065j 0.00670565+0.0519689j 0.0186652-0.0103783j 0.00766359-0.012081j -0.0099422-0.0125814j 0.0415601+0.0195851j -0.0206896+0.0154499j -0.0014629-0.00593267j -0.000160852-0.0173163j -0.0121271+0.00662845j -0.0109815+0.0357724j -0.0323793+0.0415943j -0.00883217-0.00132334j 0.0131198-0.0401185j 0.0282425+0.0391826j 0.0169774-0.0695601j 0.0545535+0.0261713j 0.0247878-0.00740073j 0.0541075+0.012636j 0.00917864+0.0455452j -0.0365337+0.0132845j 0.0472023+0.0360715j 0.000206503-0.0177248j -0.00456074-0.00882844j 0.027827+0.0151704j -0.0289288-0.0514903j -0.0359523-0.00327267j -0.041194-0.109502j -0.103912-0.135705j -0.135112+0.224532j -0.267296+0.0627095j -0.0798638-0.0923708j 0.0486361+0.153449j 0.0533194-0.0292111j 0.0139515-0.000659859j 0.180863-0.0748812j 
0.164+0.0119873j 0.0227298-0.162211j -0.0378666+0.0631442j 0.0903079-0.0239525j 0.202381-0.107188j 0.0982888-0.0880487j 0.098147-0.116896j 0.0184716+0.0328933j -0.178162+0.0409603j -0.0842407-0.0229772j -0.0145685+0.0639438j 0.15056+0.0131283j 0.124094-0.00170831j 0.0229372-0.133202j -0.12721-0.0308715j 0.0518635-0.220838j -0.0369587-0.0592862j -0.0581586-0.00709962j 0.0431551-0.0876093j 0.115838+0.0844594j -0.0771463-0.139034j -0.0408505+0.00777425j 0.0108128-0.0971723j -0.187866-0.0231096j 0.0236515-0.071038j -0.0158792+4.4964e-15j 0.114549-0.133267j -0.188078+0.10722j -0.00872515+0.175805j -0.00475017+0.0360489j -0.0247254-0.0666999j -0.00411544-0.0639306j 0.158427+0.00849356j -0.0397231+0.0314809j 0.0848693-0.0100364j -0.0537011+0.0148892j -0.046+0.061035j -0.00258441+0.00959862j 0.0284782+0.016484j 0.00842061-0.0309866j 0.030213-0.00862767j 0.006978-0.0253019j -0.0356849-0.0252761j 0.00145975+0.018014j 0.0251937-0.0546685j 0.0217295-0.0337523j -0.00798925-0.0231882j -0.00240035+0.0312245j 0.0226318-0.0198764j -0.0012892+0.00287014j 0.0148146-0.0277775j -0.0198593-0.00317114j 0.0183708-0.0277762j 0.0266582+0.00648369j -0.0184443+0.00573603j 0.0215023+0.016571j 0.0153656+0.0189329j 0.00295098+0.019622j 0.0469408-0.00076221j -0.00251337-0.00887435j 0.0164925-0.00152351j 0.00605792-0.00590105j 0.0315515+0.0304222j -0.0245973-0.0156887j -0.0212799+0.0387443j 0.0149303+0.049695j 0.00108517+0.0381857j 0.00496918+0.0111284j 0.00193072+0.00813314j -0.0117829+0.00644348j -0.0249495+0.0144802j 0.00314406-0.0569554j 
0.0378753+0.139232j 0.149116+0.0237401j -0.00647298+0.0368306j -0.0120301-0.0956755j 0.0409197-0.0426894j -0.0944034-0.157531j 0.162161-0.00016758j 0.00284995+0.035291j -0.00856648+0.0543243j 0.164851+0.166011j 0.0202384+0.0234702j -0.0887994+0.0160945j -0.0981511-0.0837983j -0.0987911+0.106306j 0.0322713+0.083474j -0.00643243-0.0430904j 0.0783191-0.109938j 0.0145094-0.0711893j -0.00316433-0.0226341j 0.0772743+0.0312488j 0.111241-0.000532296j 0.103156+0.0188481j 0.0946617-0.0935833j -0.00237132-0.167993j 0.0305024+0.0159297j 0.114549+0.133267j 0.310369+5.23262e-14j -0.0531143-0.144067j 0.00251917+0.0587754j -0.0102163-0.0225243j 0.0772966+0.0285805j 0.0974322+0.0335903j 0.0379993+0.0241152j 0.0817195+0.13195j 0.0465767+0.00547544j 0.0615809+0.113315j -0.00732465+0.0296536j 0.0294572+0.019818j -0.0360076-0.0360117j -0.0301197-0.00546604j -0.0463052-0.0173535j 0.00950683-0.000395075j -0.00508698+0.00606578j 9.85603e-05-0.0332049j -0.0124724-0.035352j -0.0305152+0.0183362j 0.00518378+0.012573j 0.0254678+0.0383038j -0.0191049-0.0287398j -0.0115778+0.0128263j 0.0185738+0.00359576j 0.0306826-0.024608j -0.00697167-0.011161j 0.0308805+0.0262825j 0.0330238+0.0060891j 0.0147364+0.0252192j -0.00550412-0.015176j 0.0432944-0.0379663j -0.00392924-0.00965139j -0.0132393+0.00172279j 0.0318765-0.0220691j -0.00664579-0.0284244j -0.00990209+0.00742617j -0.0261973-0.0249848j -0.0245797+0.00795594j 0.00753521+0.0340584j -0.0618669+0.0812317j -0.058602+0.0372357j 0.0562545+0.0410703j 0.0219954+0.02626j -0.0580766+0.0547133j 0.0538776-0.0167471j 
0.0795179-0.0228102j -0.115195-0.0600725j 0.0176944+0.075048j -0.00502026+0.00418495j -0.180292+0.222213j -0.150046-0.092206j -0.1343+0.0386583j -0.107086+0.146856j 0.0039667-0.0715472j 0.00997773+0.0463828j -0.00866105+0.126707j 0.0807226-0.157566j -0.0942294+0.147585j 0.00350571-0.0555935j -0.071244+0.0307434j 0.0445567-0.0117654j -0.00145603-0.0631718j -0.0176507-0.125402j 0.018684-0.0214072j 0.0918899+0.0846957j 0.0196918-0.0222423j 0.0259621+0.0980302j 0.057399+0.0112465j -0.0711235-0.0627616j 0.0776386-0.00231843j -0.188078-0.10722j -0.0531143+0.144067j -0.0761666-2.48412e-15j 0.125769+0.0275669j 0.0372044+0.169744j 0.101538+0.0824161j -0.0872911+0.0711962j -0.00686599+0.175529j -0.0176255-0.018647j -0.0511081+0.136816j 0.0204202+0.0463412j 0.00771094+0.0221698j -0.0548389+0.108026j -0.0242241-0.0237474j -0.00143957-0.0200974j -0.000187486-0.00486731j -0.0183081+0.0146087j 0.00826515-0.022023j 0.0113073-0.018944j 0.015812+0.00945228j -0.000882141+0.0435727j -0.00994437-0.00979898j -0.00205047+0.0286541j 0.00253584-0.0206014j -0.0128799+0.00703065j 0.0133634+0.0161394j 0.00982425-0.00202257j 0.0119768-0.00810616j 0.000738089+0.0163138j 0.00614159-0.000119451j 0.0110274+0.0108929j 0.0190554-0.0167962j 0.0251668+0.00948312j -0.0212461-0.00343908j -0.0203469-0.00557557j 0.0169038+0.00755413j -0.0181149+0.0227355j 0.0270734-0.0123198j 0.0175256-0.0438366j -0.016695-0.0627325j -0.105982+0.0533556j -0.0520186-0.0158056j -0.0449832-0.0718306j 0.00827581+0.0333629j -0.0461691-0.0253315j 0.0670781-0.0123876j 0.0781317-0.0485766j 
-0.0818423+0.0182092j -0.0125966-0.0466369j -0.112652+0.049569j -0.0351904-0.0954408j 0.12065-0.0836291j -0.035839-0.0708033j 0.0806451-0.103525j 0.0897887-0.0540477j -0.113576+0.1749j 0.0625314+0.149973j 0.0121804+0.069553j -0.0232446+0.0213932j 0.0157816-0.157392j -0.0687298-0.0877123j 0.0119911+0.00455393j -0.032141+0.0461242j 0.112884-0.105099j -0.0372922-0.0597837j 0.0804301-0.0290587j -0.0110278+0.0632899j 0.0947429+0.0547307j 0.0637078+0.0269615j 0.0364019+0.0286102j 0.0144302-0.135473j 0.0258968+0.0767052j -0.00872515-0.175805j 0.00251917-0.0587754j 0.125769-0.0275669j -0.0707609+4.69763e-15j -0.101613+0.01356j -0.137079+0.205145j -0.0234228-0.131571j 0.0284673-0.0253238j -0.0189274+0.00557388j -0.00890865-0.0327326j 0.116181+0.0296832j 0.0370033-0.00947889j 0.0386112-0.00282586j 0.0478556-0.087994j -0.010043-0.0103443j 0.00623374-0.00451605j -0.0152341+0.0120263j -0.0134749+0.0125545j 0.00869516+0.0105894j 0.077721-0.0105842j 0.0228074+0.0100001j -0.0344166-0.0111045j -0.0345491+0.029909j -0.00914351-0.0340027j -0.0160433-0.0165452j -0.030173-0.0150883j 0.0398172-0.0116172j -0.012229-0.0178166j -0.0572992-0.0213229j -0.0138025-0.00834164j -0.0555482-0.037104j 0.00193008-0.0316388j -0.0106615+0.0148825j -0.0180106-0.0300731j 0.0113147+0.0117396j -0.0266137-0.0156061j -0.00797442+0.0427963j 0.0167354-0.0535762j 0.079673+0.0341088j 0.107423+0.0236312j -0.0351394-0.0638874j 0.0348873-0.0317149j 0.0207743-0.0532439j -0.0152786-0.073381j -0.0387542-0.0381155j 0.0802532-0.00700167j -0.00168061-0.0174972j 
0.01283+0.071382j -0.0329447+0.00166595j -0.0276003+0.00920597j 0.0410343-0.0688922j -0.0447123-0.0469606j -0.0262243+0.0964463j 0.125209-0.101202j 0.23722-0.239625j 0.0645553+0.0769672j -0.0073054-0.0943776j 0.108296-0.0520603j 0.0105689+0.0204417j 0.091829-0.0193743j 0.072261+0.184267j -0.0238217-0.0208039j 0.0350168+0.0138384j -0.0265637+0.0464774j -0.0398855+0.125263j -0.0232629-0.0245437j 0.0715916+0.0703629j 0.030568+0.0416818j 0.0235351+0.0647876j -0.00731596-0.0984524j -0.00554396+0.00310809j 0.012979-0.0600511j -0.00475017-0.0360489j -0.0102163+0.0225243j 0.0372044-0.169744j -0.101613-0.01356j 0.0665833-6.98053e-15j -0.0869455+0.117916j -0.0480196+0.170798j -0.0366251-0.0141654j -0.0243391+0.0458698j -0.03544-0.0573972j 0.00667691-0.0977454j -0.0133503-0.0348496j 0.10599-0.0556497j -0.0359911+0.00707293j -0.0162698+0.054472j 0.0459933+0.0402324j 0.0282047-0.0123388j -0.0297711+0.010004j -0.00779856-0.00626146j -0.013709+0.0107999j 0.000753164+0.00642725j 0.027325+0.0209246j 0.0195463-0.000267995j -0.0124946+0.00556325j 0.0324406+0.0129097j 0.0153153-0.00848834j -0.00928301-0.016314j 0.0206255+0.00740748j 0.0187928-0.00242749j 0.0245314-0.0209438j 0.02722-0.00195103j -0.0125057+0.0197297j 0.0457396-0.0187494j -0.0146433-0.00626881j -0.0223466-0.00856291j 0.0391124-0.015285j 0.0125075+0.00534176j -0.0112975+0.0419672j -0.0463563-0.0386662j -0.0930475-0.0967381j -0.0766622-0.0104376j 0.00129429-0.0235377j -0.0169526-0.0628376j 0.00641828+0.0465914j 0.0061472-0.036425j -0.0247404+0.00594671j 0.0266689-0.0207294j 
-0.0482362+0.0621234j 0.038508-0.00343212j 0.0873175-0.00214685j -0.119973+0.200526j 0.0255347-0.00825137j 0.00957129+0.105798j 0.181113+0.171239j -0.193802+0.0489692j 0.0972851+0.017711j -0.0788234-0.0744764j 0.0405034+0.0682608j 0.0582995-0.0384597j 0.0316314+0.0432027j -0.0179109-0.0109871j -0.0418558+0.0268508j -0.0322743-0.04869j 0.0378383-0.0888781j -0.059998+0.114328j 0.0329634-0.0735373j 0.00254684+0.013577j 0.0243761-0.041691j 0.0405099+0.0694014j 0.0347037-0.0391532j -0.0713528+0.0140303j 0.011344-0.0407337j -0.0247254+0.0666999j 0.0772966-0.0285805j 0.101538-0.0824161j -0.137079-0.205145j -0.0869455-0.117916j 0.0457964+9.98333e-16j 0.0585314-0.0560225j 0.0400825+0.0786908j 0.0820222-0.0798019j -0.0810534-0.0311143j 0.0584614-0.0613251j -0.109166-0.0495853j 0.0511874+0.0288494j 0.0460995+0.00810142j 0.0722522-0.0296205j 0.0363858-0.0402423j 0.0528961+0.0523402j -0.0257381+0.0038135j -0.0212564-0.00774544j 0.0818937+0.0489432j 0.0803009+0.0041711j -0.00500808+0.025936j -0.0260054-0.0157595j -0.00384747+0.00576789j -0.0100566+0.00386525j 0.0280636-0.0238229j 0.0023451-0.0392844j 0.0164036+0.000686442j -0.0504949-0.0155078j -0.00795014-0.0319139j -0.101009-0.0407612j -0.0829889+0.00671176j -0.0113978+0.00867835j -0.0234524+0.0382382j 0.0184301+0.00680374j 0.0219272+0.027768j 0.0312607+0.0338342j -0.0992737-0.0289667j 0.0344093-0.020519j 0.0110809-0.0705215j 0.0151099-0.0656832j 0.0379418+0.0233751j 0.00832422-0.00019998j -0.0087637-0.0555795j 0.0381944+0.0053674j -0.0608398-0.0732838j 0.0515545+0.0478393j 
0.0593707+0.0423825j 0.0546632-0.067202j 0.0650441-0.115568j 0.0170611-0.043255j -0.0183101+0.0233062j -0.0769448-0.143845j -0.0748925+0.12204j -0.0616139-0.185892j -0.128486+0.0583142j 0.160846-0.141786j 0.054588+0.0106531j 0.051514+0.0037089j -0.138983+0.0907565j 0.00542335+0.0910752j -0.0419724-0.0343227j 0.0468842-0.00494969j 0.0286122-0.0227913j -0.0493424+0.0842876j 0.0229276-0.0486956j -0.0326605+0.0151368j -0.0335136-0.0332741j -0.135433-0.000281721j 0.0784688+0.00801087j -0.0237349-0.144422j 0.0970862+0.0514929j -0.00411544+0.0639306j 0.0974322-0.0335903j -0.0872911-0.0711962j -0.0234228+0.131571j -0.0480196-0.170798j 0.0585314+0.0560225j -0.0279068+4.23446e-15j 0.0762765-0.0697509j -0.0205502-0.0320865j -0.0021066-0.0845486j 0.0556601+0.0537407j -0.0177835-0.0659608j -0.081917-0.0237838j -0.000957871+0.0263722j 0.0257607+0.0701433j -0.0209466-0.000687812j -0.0413185+0.0272783j 0.0325425-0.000904284j 0.0109083-0.0218244j -0.0123629-0.0210389j 0.0202784+0.0399859j -0.0296407+0.00452795j 0.0123705+0.00756955j -0.00553731+0.00645861j -0.0490574-0.042813j 0.0289799+0.0657193j 0.00664968-0.0342271j -0.0106042+0.0191684j -0.0330158-0.0308088j 0.000949508+0.00201853j -0.050023-0.0685356j -0.0401328-0.0632445j -0.0297938-0.0242783j -0.0489497-0.0266944j 0.0195679+0.0262162j -0.0427081-0.00421415j -0.0168061+0.0116535j -0.0135382-0.0854317j 0.0608449+0.0282009j 0.0935576+0.0378546j 0.0342924+0.00305502j -0.0583452+0.0623933j -0.0100116+0.0120045j 0.0289148+0.0181363j 0.0377888+0.0410492j 0.022834+0.0369275j 0.0584727+0.0835033j 
0.0288109+0.00273565j 0.113637+0.0728137j 0.0603717-0.048316j -0.0163199+0.0244695j -0.0320943-0.0284735j -0.103722-0.0692143j 0.0452669+0.144663j -0.0727585-0.0866152j -0.1143-0.020288j 0.0468089-0.0140676j 0.0304744+0.0429423j 0.0114776-0.0173165j -0.0164198+0.0381859j 0.0246248+0.058527j 0.0179142-0.0141503j -0.0311025-0.00946304j 0.0744858+0.00864316j -0.016472-0.0202562j 0.0550658+0.0114154j -0.0501989+0.0303658j 0.0564222+0.0576771j 0.0641899+0.0378684j 0.045724-0.00439806j 0.0876858+0.109017j -0.0556653-0.0208086j 0.158427-0.00849356j 0.0379993-0.0241152j -0.00686599-0.175529j 0.0284673+0.0253238j -0.0366251+0.0141654j 0.0400825-0.0786908j 0.0762765+0.0697509j -0.0776447+1.11577e-14j 0.133402-0.00528843j 0.110182-0.0321941j -0.034599+0.0531787j -0.0441897-0.0760069j -0.0433081-0.0548259j -0.113451-0.00180967j -0.0367999+0.0233784j 0.0217891+0.0343205j 0.0681663+0.0156985j -0.0327499-0.0249818j 0.089083+0.0414636j -0.0766814+0.0151217j -0.0610368-0.0644418j -0.00532236-0.0432995j -0.0478729-0.0324417j 0.00403819-0.0244046j 0.038629+0.010621j -0.0583668-0.068105j 0.0719274+0.0464248j 0.0243456-0.0155301j 0.122106+0.0525258j 0.0489964+0.0417131j 0.107828+0.0430838j 0.0506547+0.0355301j 0.00648392+0.100241j 0.073442+0.0373872j -0.0334047+0.0118138j 0.0904155-0.0204455j -0.0555138+0.0283921j 0.00323261+0.110274j -0.094077-0.0240246j -0.198398-0.129908j -0.0477006-0.0294078j 0.164048-0.0690087j 0.029091-0.00235943j 0.0667448+0.0369705j -0.114092-0.101007j 0.0827643-0.0758921j -0.104921-0.134468j 
0.083027+0.0983343j -0.0247606-0.0182797j 0.0688535-0.0227089j 0.0678503-0.070006j -0.00838083+0.0293715j -0.0260209-0.0875448j -0.097419-0.0803049j 0.0291332-0.0654306j -0.0997382-0.0680635j 0.0218955+0.0713564j -0.118896-0.00790817j -0.0567016-0.0218644j 0.0071709-0.0257864j 0.0499941+0.0157297j 0.048906+0.0426853j 0.0249963+0.0415955j 0.0199491+0.0109676j 0.0507429+0.0243171j 0.0161798+0.00317604j 0.0289141+0.0579666j 0.0299522+0.107055j 0.0707171+0.118065j 0.00683585+0.0356385j -0.192457-0.0498562j 0.036198-0.060035j -0.0397231-0.0314809j 0.0817195-0.13195j -0.0176255+0.018647j -0.0189274-0.00557388j -0.0243391-0.0458698j 0.0820222+0.0798019j -0.0205502+0.0320865j 0.133402+0.00528843j -0.00657652+4.45477e-15j -0.0195642+0.0119227j 0.0310409+0.0453345j 0.0243249+0.0455832j 0.0199525-0.0852938j 0.046002+0.035775j 0.0174153-0.0462963j 0.000451873-0.0323609j -0.0150568-0.0667196j 0.00848305+0.00743702j -0.00716538-0.0119139j -0.00261837+0.00786021j 0.0199624+0.0132263j 0.0174917-0.0179359j 0.0030878+0.00581696j -0.00266753+0.0164758j 0.0226514+0.0369301j -0.0470247-0.00957302j -0.0228047+0.0403912j -0.014764-0.017139j 0.0178137+0.00606017j -0.0534617+0.00154396j -0.0494863+0.005773j -0.0381498-0.00625928j -0.0571574-0.0172274j 0.0315669+0.1056j -0.0104165+0.0172075j 0.0957888+0.0658301j -0.0394248+0.0186812j -0.163259-0.0952334j -0.0439116-0.00407871j -0.0511694-0.143512j 0.0309399-0.100329j 0.0921277+0.078277j -0.122326-0.00832504j -0.037789-0.135861j -0.0553466-0.083656j -0.120147-0.159013j -0.0838253+0.111495j 
-0.013216+0.0788305j -0.0133456+0.00441634j 0.0580091-0.0121127j -0.0656857-0.0249807j 0.0325871+0.0182948j -0.0105693-0.0432294j 0.00438992-0.00941312j -0.0168988-0.0508262j 0.0183668-0.0136494j 0.0177546+0.0268279j -0.0265649+0.00842018j 0.0350351-0.0195882j -0.0332557-0.0202467j -0.0367627+0.00364767j 0.0179164+0.0237063j -0.0402505-0.00411883j 0.00087519-0.0193889j -0.0467133+0.00584295j 0.0147771-0.00415244j -0.0308447+0.043963j 0.00102127+0.0486281j 0.0712083+0.0681049j 0.0272247+0.0260238j -0.00169782+0.0932631j -0.0335297-0.0547268j 0.0848693+0.0100364j 0.0465767-0.00547544j -0.0511081-0.136816j -0.00890865+0.0327326j -0.03544+0.0573972j -0.0810534+0.0311143j -0.0021066+0.0845486j 0.110182+0.0321941j -0.0195642-0.0119227j -0.147612+2.70617e-16j 0.0995815+0.0236321j 0.0109322-0.0148157j 0.0693257-0.0681384j 0.050513+0.0564248j 0.044389-0.0385809j -0.0218669-0.0189281j 0.0010104-0.041385j 0.0609653-0.00455558j -0.0261641-0.016487j 0.0815307+0.0559122j 0.0826245-0.00806965j -0.00437083-0.0415516j 0.0282703-0.0328685j 0.00358756+0.0312166j -0.108571-0.00398873j 0.038774+0.0200022j -0.110465+0.0180223j -0.00157177-0.0171544j -0.0635074+0.00250389j -0.0604705+0.0325106j -0.0734515+0.00327622j 0.00885509+0.00348442j -0.0664905+0.013783j -0.0774207+0.0357356j 0.0635883+0.0585069j -0.23209-0.130435j 0.231555+0.0861735j -0.0691203+0.148173j 0.102147+0.0496791j 0.118672-0.0260876j 0.150467+0.176712j -0.0466246-0.156458j 0.113918+0.11907j -0.143966+0.0197778j 0.0874598+0.0689025j -0.0145045-0.100243j -0.025448+0.0470768j 
0.0237876-0.0266011j 0.0415727-0.0596828j 0.00172069+0.0241181j 0.0618521+0.045834j 0.0501605+0.0065847j 0.0691637+0.00411193j -0.0424133-0.0625494j -0.0248196+0.0402769j -0.0735024+0.0531814j -0.00256075+0.00845956j -0.0702228+0.0201959j -0.00626986-0.0119275j 0.0507604-0.0260127j 0.0536371-0.0556828j -0.0332726-0.0128383j -0.0747131+0.0288121j -0.000171918-0.0308039j -0.0278647-0.0821285j 0.0611037-0.0310109j -0.0369756-0.00530991j -0.0632527+0.019063j -0.0647313+0.0341486j 0.0298455+0.0598864j 0.00135642+0.0216527j 0.119875-0.02644j -0.0537011-0.0148892j 0.0615809-0.113315j 0.0204202-0.0463412j 0.116181-0.0296832j 0.00667691+0.0977454j 0.0584614+0.0613251j 0.0556601-0.0537407j -0.034599-0.0531787j 0.0310409-0.0453345j 0.0995815-0.0236321j 0.0679891-5.92582e-15j -0.0426635+0.0290128j -0.0752749+0.0380137j 0.0359723-0.00567377j -0.0341448+0.0142363j -0.00282075-0.00660953j 0.00698035+0.00525997j -0.071538-0.00803053j 0.0225264-0.063483j -0.151881-0.0202349j -0.0730869+0.0708132j -0.00715073+0.0551778j -0.0267929-0.019077j -0.0185362+0.0233456j -0.0474672+0.0069713j 0.00795825+0.0523032j -0.00470787+0.0453165j -0.026669+0.035498j 0.0644028+0.0300855j 0.0371783+0.0289271j 0.107696+0.0345638j 0.00662313-0.11533j 0.0939458-0.123867j -0.0944163-0.0505198j -0.0640074-0.064942j 0.0713997-0.065895j -0.0325767+0.114455j -0.0444955+0.0282379j -0.138442+0.0693536j 0.0784822-0.189181j 0.0426322-0.0533384j 0.0322332-0.0800407j -0.0263587+0.05571j 0.125245-0.00536064j 0.0648485-0.030703j -0.152731+0.171092j 0.0628518+0.186768j 
-0.0506693-0.0559065j 0.0198773-0.00997732j -0.0405429+0.0419281j -0.057454+0.0274252j 0.0329866-0.00697837j 0.00654169+0.0499561j 0.0803183-0.00101092j 0.0065096+0.0261579j 0.0186588+0.0253366j 0.0114253+0.00930114j -0.0101971+0.0229896j 0.0482396+0.00703865j 0.0111356-0.0480767j -0.00714336-0.0280178j -0.0100146+0.0114152j -0.00976018-0.00467918j -0.00386266-0.0689793j -0.0408583-0.00454816j -0.00288353-0.0481887j -0.0355275+0.0580525j -0.035331-0.0446921j -0.0248553+0.00137971j -0.0373188+0.0463211j -0.00010398+0.00497829j -0.0449095-0.00998297j -0.046-0.061035j -0.00732465-0.0296536j 0.00771094-0.0221698j 0.0370033+0.00947889j -0.0133503+0.0348496j -0.109166+0.0495853j -0.0177835+0.0659608j -0.0441897+0.0760069j 0.0243249-0.0455832j 0.0109322+0.0148157j -0.0426635-0.0290128j -0.0679195+7.77156e-16j 0.00355442-0.0530393j -0.152703+0.00743355j -0.0167725-0.039532j -0.0068018-0.0063604j 0.0688352-0.0358423j 0.029382-0.00430858j 0.0583324-0.0361626j -0.0239767-0.0953103j -0.0333896+0.0987148j 0.0550114+0.00992678j 0.0105588+0.0623919j -0.0337583+0.0464855j 0.0340874-0.0038197j -0.0775794+0.044558j -0.022617-0.0343005j 0.0384339-0.0129073j 0.120173-0.0103357j -0.0386952+0.00736635j -0.0189234+0.0597993j 0.0520288+0.0237622j -0.0196803-0.0272417j -0.0280008+0.0987802j -0.0435136+0.0570033j 0.0428399-0.0197478j -0.10202-0.00297388j -0.056103-0.0634435j -0.0296751-0.0575819j -0.137836-0.15266j -0.166302-0.0176926j -0.0119116-0.0796534j -0.0448102-0.108296j -0.0154934-0.0331996j -0.0145934-0.119382j 0.0105991-0.180427j -0.221821+0.10477j 
0.00670565-0.0519689j -0.0307549-0.0820492j -0.0715566+0.0451004j 0.0357576+0.00864343j 0.020048+0.0261028j 0.018095+0.0554304j -0.036489-0.049784j 0.0334664-0.00149713j 0.0521302-0.0024155j -0.0152491+0.0342407j -0.0187568-0.0620793j -0.0240753+0.00839829j 0.00877845-0.0161767j 0.00565352-0.0100906j -0.0445388+0.00411765j 0.0229636+0.0104161j 0.00959965-0.0124894j -0.0507829-0.0802271j -0.0220896-0.0025646j -0.0203631+0.0382508j -0.00882549+0.0168997j -0.0721822+0.0104096j -0.00993127-0.0266137j -0.0358878-0.0179852j 0.0375414-0.0746703j -0.00258441-0.00959862j 0.0294572-0.019818j -0.0548389-0.108026j 0.0386112+0.00282586j 0.10599+0.0556497j 0.0511874-0.0288494j -0.081917+0.0237838j -0.0433081+0.0548259j 0.0199525+0.0852938j 0.0693257+0.0681384j -0.0752749-0.0380137j 0.00355442+0.0530393j 0.100748-1.249e-15j -0.0276875+0.0106196j 0.0573523+0.0222507j 0.0110698+0.0276079j 0.0653467+0.00956572j -0.0124104+0.0373374j 0.0178427+0.0840951j -0.0124782+0.0331594j -0.037885+0.00656365j 0.0278982+0.0340436j -0.0733153-0.026829j 0.0313909-0.0297816j -0.0327456-0.1337j 0.0733185+0.0160513j -0.0169094-0.0788561j 0.0210848+0.0638034j 0.0312078+0.11269j 0.0719292+0.0584355j 0.0052136-0.0515632j -0.12841-0.0563029j -0.0433126+0.109476j -0.00247973+0.0170106j -0.0149314+0.110277j 0.0593767-0.124894j -0.0431715+0.0242971j 0.0436251-0.0467578j 0.0468406+0.029557j 0.0711622-0.0560014j 0.0972247+0.157189j -0.133961-0.0579427j 0.0253118+0.131061j 0.149786+0.162055j -0.0251986-0.131733j 0.196198+0.011733j 0.0447251-0.130027j 
0.0186652+0.0103783j 0.0455704-0.0396096j -0.0140774+0.0594962j 0.0548749-0.0498409j 0.00912136+0.0458139j -0.0419975-0.082315j 0.0230668-0.0433299j 0.0298534+0.000458568j -0.0244036+0.00511365j 0.0445014+0.0104651j 0.0203793-0.0458747j 0.0197471+0.00162143j 0.0197959-0.0150044j -0.0141868-0.0589893j 0.0441083+0.0441298j -0.00785751-0.0200273j -0.0055209-0.00963433j -0.00660845-0.0149567j 0.0082507+0.0363555j -0.0117493+0.0455404j -0.0338572-0.0122721j 0.032959+0.0637321j 0.00483625-0.0112467j -0.000466089-0.015397j -0.0658517+0.0108268j 0.0284782-0.016484j -0.0360076+0.0360117j -0.0242241+0.0237474j 0.0478556+0.087994j -0.0359911-0.00707293j 0.0460995-0.00810142j -0.000957871-0.0263722j -0.113451+0.00180967j 0.046002-0.035775j 0.050513-0.0564248j 0.0359723+0.00567377j -0.152703-0.00743355j -0.0276875-0.0106196j -0.102762-5.45224e-15j -0.00476558-0.0771942j -0.0104311-0.00709242j 0.0449058+0.0970122j -0.00556097+0.00326294j -0.0958204-0.0114917j -0.0404203+0.0499662j -0.0511597-0.0249222j -0.0306091-0.017368j 0.026649-0.0486213j -0.049763+0.106937j 0.0821783+0.00599162j -0.0690711+0.0393559j 0.0280407-0.0880723j 0.0507397+0.0238949j 0.191061-0.00632329j 0.023243+0.0852183j 0.0186247-0.071757j -0.0847241-0.0282618j -0.076694+0.0349633j -0.0852738-0.0710447j -0.0116641+0.110709j -0.110399-0.0426949j -0.0211985-0.0322719j -0.0274318-0.0452826j 0.080733-0.0293167j -0.0805054+0.0175244j 0.0891978+0.0206158j 0.0516728+0.0142737j 0.290253+0.0657737j -0.0566099+0.241424j 0.164066+0.175091j 0.00422579-0.0453424j -0.121098+0.0265451j 
