-0.104967-0.0713467j -0.0528173-0.0521745j 0.0070122+0.00254083j -0.147979+0.0415841j 0.0216607+0.0231299j -0.0425104+0.0253763j 0.0809143-0.0868183j -0.0304107+0.0153435j -0.0119406+0.0635065j 0.00656708-0.0265741j 0.0285774-0.0122252j -0.0421654+0.0597285j 0.0088544+0.0280348j 0.00914346+0.0265648j -0.0167256-0.0445648j -0.00354151-0.0653126j 0.000870983+0.00208212j -0.0142934-0.023636j -0.00192235-0.00796246j -0.0144211-0.0113125j 0.00217537+0.0252816j 0.0217312-0.0514171j -0.00350877-0.025708j 0.00381015+0.0216825j -0.00172504-0.00615852j 0.013616-0.00573846j -0.0256054-0.0161839j -0.00900786+0.0175096j 0.0115452+0.033168j 0.0233168+0.0446842j 0.0127906-0.0298513j -0.0115036+0.0420566j -0.0202496-0.0222979j 0.0164691+0.0122202j -0.029814-0.00415842j 0.0211719+0.0236322j -0.00126702-0.0136832j -0.0202711-0.00395566j -0.00707118-0.0178887j 0.0199135+0.0154834j -0.013311-0.0201542j 0.0306284+0.0405875j 0.0211905+0.046081j 0.0155612+0.00162445j -0.0215128+0.0498598j 0.00872373+0.0475187j -0.000196291+0.0235672j 0.02897+0.000718333j 0.0702354+0.0101357j 0.0159961-0.0230544j 0.039889+0.0119427j -0.018507-0.00357558j 0.0186915+0.00291884j 0.023363+0.024067j 0.01904-0.0278744j 0.0336229+0.0461933j 0.0106301-0.0517411j -0.0551848-0.000329764j 0.0438955+0.0745209j -0.00992277+0.0317842j 0.00228636+0.0404761j 0.0386855+0.0820289j -0.0352843-0.0375644j -0.0941563-0.0284824j -0.0867504+0.078641j -0.235842-0.153862j 0.0488679-0.212618j 0.178342-0.120297j 0.025306-0.0621565j -0.138364+0.0847177j -0.121444-0.0227445j -0.0654674-0.207266j 0.0190552+0.0102387j 0.0424553-0.106355j 0.0569673+0.15079j 0.0154356+0.0558001j 0.157965+0.152621j 
0.0128424-0.00319694j 0.0273012+0.0523332j 0.0227028-0.0118172j 0.00754655+0.0207386j -0.0340888-0.0194338j -0.0409853-0.0380434j 0.0312519+0.00605663j -0.0558817-0.0184209j -0.0596431-0.0843806j -0.0610204+0.038524j -0.034011+0.0271076j -0.0354843-0.09973j -0.110331-0.0383473j 0.0503381+0.00664554j -0.00478609-0.144459j 0.0496914+0.134388j -0.00419274+0.065123j 0.0200841+0.0586039j 0.052753-0.0997158j 0.0182452+0.190501j 0.0217944+0.079567j -0.0696313+0.0575428j 0.00303785+0.0997757j 0.121247-0.0291125j -0.0379855-0.00517087j -0.149286-0.0536661j -0.0344124-0.0474798j 0.0943553-0.0722268j -0.013975-0.0357067j 0.0358335+0.140409j 0.119903+0.0906745j -0.0871967+0.0315464j 0.0227725+0.0848887j 0.0173223+0.130609j 0.165012+0.0116089j -0.0972507-0.0799962j -0.138539+0.106732j -0.118818+0.00970427j -0.0409649-0.0413724j -0.0460727-0.0160971j -0.0605469+0.0283828j -0.000438156+0.165915j 0.022208-0.134402j -0.0285134+0.0746198j 0.0426134+0.010152j -0.00126395+0.00830471j 0.112169-0.0173353j -0.0879412-0.0490496j 0.12522+0.00316165j 0.00814715+0.0767589j 0.0176981-0.0742574j 0.00684337+0.043502j -0.158714+0.030725j 0.0766792-0.0486264j -0.074966+0.019554j 0.0349553+0.0418226j -0.0283665-0.0151647j -0.0466214+0.0556675j -0.0744217+0.0235006j 0.0676923-0.0442395j -0.0500767+0.0340268j 0.0106878+0.00754154j 0.0358697+0.0241525j -0.0589022+0.0411935j -0.00592888-0.0200129j 0.017409+0.00957036j 0.0282566+0.0315818j 0.00634511-0.00886318j 0.0292758-0.0471384j 0.0175482-0.023619j 0.0013651+0.0500093j -0.00683805+0.00573932j -0.00113707+0.0105004j 0.0324206-0.0205545j -0.00496682+0.02288j 0.0212063-0.0344364j -0.00454012+0.00221698j 
-0.0237067-0.00603088j -0.0365508+0.00644531j -0.0428881+0.0371213j -0.00358837-0.0617561j 0.0227009-0.0255092j 0.032396-0.00546867j -0.00741622+0.0858872j 0.0301752+0.0617664j -0.0477395+0.0103224j 0.00246198-0.0505405j -0.047278-0.0277361j -0.120737-0.0272341j 0.00732227-0.106037j -0.0755585-0.0172479j -0.0843032-0.0997786j -0.0931024-0.0676169j -0.0404588-0.0999537j -0.0538485-0.00826763j -0.189081-0.0889538j 0.145869-0.0554996j -0.0327503-0.120307j 0.199197+0.0148366j 0.0384254+0.0194496j -0.187083-0.0336791j -0.0741871+0.0240283j -0.0535482+0.0852858j 0.0820636+0.0797511j 0.102586+0.124754j 0.0313307+0.0474682j 0.144464+0.0500153j 0.0295223+0.10024j 0.15075+0.013311j 0.0543457-0.0982147j 0.0764966+0.120776j 0.103628-0.0269303j -0.0472972+0.0560561j -0.0295873+0.0566997j 0.113076-0.0525296j 0.098382+0.027469j 0.0491026-0.0137564j 0.0777294+0.0846401j 0.116192-0.03632j -0.0392288+0.0213606j -0.154724+0.0839424j -0.0303782+0.02351j -0.00345749+0.0478322j -0.0491841+0.0247436j -0.0386396+0.0534936j -0.0194708+0.0758668j 0.0209503-0.000585833j -0.0667503-0.0221046j -0.0506973-0.0655545j 0.0598808+0.0577984j 0.0312611-0.0904336j 0.00618827+0.0387654j -0.0786034+0.0186109j 0.0259577+0.0621648j 0.0167046+0.0727676j 0.0374327-0.0297692j -0.0118583-0.0196982j 0.0135422-0.0415215j -0.0459174+0.0313999j 0.0139124-0.0408919j 0.0529051+0.0292767j -0.0101977-0.0964346j 0.0363887-0.076575j 0.0296963-0.00198407j -0.0263727-0.0635734j -0.012923+0.010272j -0.0159355+0.037422j 0.00308801+0.069988j -0.00917683-0.00538957j -0.00296449-0.0470068j -0.0267072-0.0697076j 0.00492753-0.0584054j 0.0157186+0.0614413j 0.0204301+0.0146048j 
0.0114526+0.025283j -0.00857216-0.00716394j 2.31043e-05+0.00489372j 0.0321097-0.0249992j 0.0328558-0.0407461j -0.00911852+0.00508523j 0.0159255-0.0749383j -0.0177119+0.0114987j -0.0508437-0.0153124j -0.161979-0.112929j 0.142608-0.103248j -0.0670916-0.168605j -0.117936+0.113029j 0.191004-0.0559904j 0.0574008+0.0900456j -0.174735+0.025522j -0.0695808-0.133115j -0.135905-0.0482318j 0.0191604+0.064049j 0.1238-0.0767887j -0.0332804+0.0823279j -0.0100232+0.0910498j 0.0405816+0.0409878j -0.0902677+0.086888j -0.0746255-0.027466j 0.0593347+0.031699j 0.0133407+0.000177379j 0.02611+0.0111486j 0.0295476+0.19455j -0.0311455-0.149316j 0.120113-0.0100402j -0.148422-0.0888341j 0.124291+0.0948147j -0.108502+0.0318835j 0.123853+0.0200002j 0.137582-0.0126672j 0.0786945-0.0950192j 0.00825359-0.0396234j 0.0422529+0.0930293j 0.0377012-0.164713j -0.130833-0.0598368j 0.0333643-0.0566386j 0.198058-0.0212472j -0.00370092+0.0256614j -0.0412294+0.0807937j -0.00851982+0.0165912j 0.021231-0.115543j 0.0338642+0.0261806j 0.00100937+0.0236542j 0.0120542-0.0388355j -0.000202889+0.0198416j 0.0406836-0.0102992j -0.056523-0.00712249j 0.0265954+0.0356515j -0.0192326-0.0019909j 0.0230738+0.0155076j 0.0232649-0.000180444j -0.033756+0.0284859j -0.050617+0.000273034j -0.041582+0.00373038j 0.00833597-0.0290715j -0.0612114+0.00610143j 0.0234034-0.0250624j -0.0382443+0.00227656j -0.0274918+0.00925583j 0.0125503-0.0140283j 0.00256501+0.0703125j -0.0131251+0.0153495j -0.0346297+0.0612417j -0.0448983+0.00932791j -0.0202865+0.00211908j -0.0235649+0.0532865j 0.00934452+0.0191917j -0.011975+0.0331719j -0.0161219+0.0361287j 0.00288834-0.0108208j 0.00559053-0.0156132j 
0.0133494-0.0245812j 0.00615307+0.0266826j -0.0798361+0.0290075j -0.0280477+0.0105238j -0.125055-0.115633j -0.0626303-0.125205j 0.0402028+0.0631674j 0.0236698-0.00632338j -0.0779657-0.0958948j -0.0941035+0.17589j -0.0728437-0.0736524j -0.0403789-0.117634j -0.190761-0.0274406j 0.0775633-0.0950457j -0.0985533+0.0477925j -0.0190997+0.139583j 0.127567-0.0443517j 0.0323497-0.0959407j -0.10946+0.0839496j 0.0549697+0.0740146j 0.00224235+0.0109342j -0.0822123+0.118986j 0.102861+0.0943305j -0.156696-0.0594029j 0.0748862-0.127937j -0.0403337-0.0278422j -0.00954207-0.0587277j -0.0210714-0.0104024j -0.0117221+0.0378522j -0.0250074-0.0291633j 0.198077-0.0587622j 0.120307-0.103381j 0.0535612+0.0745458j -0.0515752-0.137168j 0.0685571-0.176876j -0.0665315+0.0526407j 0.124961-0.108754j -0.0167217-0.136395j -0.0809503-0.0395462j -0.0365151-0.0618164j -0.0406156+0.0284893j 0.0490037-0.0749332j -0.0218009-0.00537174j -0.0108681-0.0295735j -0.0268764-0.050698j 0.0387596+0.0681407j 0.0170216-0.0597081j -0.0185278-0.00985279j -0.017635+0.0228404j 0.0576468+0.0990408j 0.039197+0.0280791j 0.0588278+0.0344135j 0.0918975+0.00184101j -0.0258083+0.0221208j -0.0113322-0.00506308j 0.0411686-0.00196466j -0.0299252-0.0295167j 0.140948-0.0558052j -0.0593793-0.00341867j 0.0567295+0.027529j -0.0518339+0.00447594j 0.0566396+0.0187406j 0.0816808+0.079843j -0.0171775+0.0462864j -0.00722135-0.0524052j 0.0263307+0.0142079j 0.0808055-0.035839j -0.0045569-0.080905j -0.0386403-0.0719173j -0.0203394-0.00593541j -0.0118485+0.0720905j -0.0348161+0.0180221j 0.001518+0.0069821j 0.016185-0.048415j 0.0638471+0.0233251j 0.0272627+0.0301928j -0.00601685-0.0132552j 
0.0253019-0.00630461j -0.007635-0.0112396j 0.0179752-0.0454676j -0.026994+0.0201196j -0.0542903+0.043491j -0.0429147+0.0414595j 0.000499536-0.0419867j 0.0999547-0.0530445j 0.00239613-0.0362457j -0.0490732-0.106061j 0.148+0.260687j 0.190747-0.0359446j -0.0444984-0.0951267j 0.0965012+0.16809j -0.0631032+0.157451j -0.113621+0.0404823j -0.134117+0.00101744j 0.0535116-0.0923246j -0.0482812+0.0395779j 0.0987969-0.019329j -0.0365615+0.0624769j -0.0611019-0.0387699j 0.0679659-0.0295179j 0.0250351+0.060315j -0.0345087-0.0873567j -0.00857488-0.124035j -0.00755735+0.056789j 0.01921-0.0793952j 0.101668+0.064007j -0.114621-0.0380239j 0.0135675-0.114259j 0.0921601+0.107773j 0.217235-0.0387775j 0.145547+0.149851j -0.119551+0.044768j -0.0793024-0.0386249j 0.0755949+0.146238j 0.00300386+0.0469133j -0.00267311-0.041572j -0.110568+0.0795614j 0.0214012+0.140477j 0.0577099+0.0421552j -0.023934+0.0366607j -0.0268413-0.0527236j 0.0265801-0.0263166j -0.0466723+0.0169513j 0.0285139-0.0116442j 0.0338844+0.0188198j 0.00620982+0.0164176j 0.0131894+0.00965773j 0.0065626+0.0502413j 0.0717325-0.0242926j 0.0689647+0.0515152j -0.0465795+0.00378292j 0.0416678-0.0105769j -0.0344939+0.00590961j 0.0350126-0.0370213j 0.0293615-0.0304303j 0.0113009+0.0118967j 0.0232519-0.0583713j 0.0231492+0.0199324j 0.0394847-0.0628263j -0.00906835+0.0174196j -0.0475308-0.0320881j -0.0109876-0.00173849j -0.00942453-0.0155626j -0.0429745+0.0413756j -0.0392053+0.0725977j 0.0654517-0.00253544j 0.0426377-0.0568448j 0.0144208-0.0474468j 0.0205748+0.0333538j 0.0274384+0.0238622j 0.0290166+0.0254694j 0.0176729+0.0165936j 0.0107511+0.00872229j -0.02059-0.0114958j 
0.0180408+0.00285903j 0.0079834+0.00926329j -0.108098+0.0151449j 0.0198324-0.0171087j -0.189612-0.151993j 0.0566393-0.0552688j -0.0538054+0.0732975j 0.0718386-0.00372625j 0.0450684-0.116497j 0.029513+0.137366j -0.133693+0.0597406j -0.0201251+0.0235932j 0.0530067-0.12663j 0.026353+0.00702087j 0.172429+0.0815782j -0.117729+0.0992257j -0.0715297-0.0288164j -0.104846-0.12926j 0.0978184+0.0574053j -0.0477917-0.0369844j 0.0717337-0.0757723j 0.0541363+0.11933j 0.0110065-0.0269608j -0.0250505-0.189783j -0.0778629+0.0993743j -0.0680494-0.0395964j 0.0284673-0.0807566j -0.128393+0.0219053j -0.104349-0.019348j -0.0135239+0.0717055j -0.235475+0.081315j -0.0848149-0.00786984j 0.0342554-0.0407142j -0.0365439-0.0206281j -0.00609889+0.0742395j -0.0759478+0.0733053j -0.0761696-0.123983j 0.0310084+0.070238j 0.00951827+0.114864j 0.0656934+0.0659055j -0.0873398+0.0472901j 0.00797478+0.0204659j 0.0582534+0.0281858j -0.0130596+0.0434025j 0.0523884-0.0024333j 0.0155262+0.0322531j -0.0563788-0.000557097j 0.0246508+0.0703389j -0.0192157+0.0854577j 0.0799417+0.0302005j -0.0118269-0.00667541j 0.0130173-0.0178433j -0.020055-0.0127837j 0.0366626-0.0520616j -0.004829+0.0531223j 0.0117526-0.0354975j 0.0300415-0.0291596j 0.0540106-0.0127146j 0.0342112-0.0113055j 0.0733874+0.0104783j -0.0070604-0.0291017j 0.0362698-0.0215384j 0.0614646+0.0394969j 0.0222539+0.051994j 0.0254979-0.0629977j 0.0382874-0.0106135j 0.0604752-0.0220159j -0.0252667-0.0281755j -0.032181-0.0747088j -0.014816-0.0271987j 0.0118406+0.020772j -0.031266+0.0360672j 0.0269565-0.0496289j -0.0190432-0.0617046j 0.0367513+0.0212521j 0.0161419+0.0118264j -0.00422217-0.0377109j 
-0.0278542-0.00882119j 0.0402042-0.00672885j 0.0395167+0.00735531j -0.032999+0.0326852j 0.0345643+0.0531767j -0.0372362+0.0366005j -0.0720582-0.0545259j -0.143779-0.106466j -0.042513-0.0557039j -0.0680123+0.0294103j -0.089626-0.133882j -0.167891+0.226867j -0.0762812+0.179116j 0.0245449-0.047416j -0.00263874+0.013568j 0.0183036-0.0148895j -0.0913982-0.0588511j 0.125516+0.0383424j -0.0356503-0.0717731j 0.00954203+0.0438508j -0.00934281+0.163761j -0.00769765-0.017918j -0.150714+0.0875003j -0.0452609-0.150189j 0.157933-0.00851414j -0.10047-0.0612304j -0.137156+0.0385683j 0.0853143+0.0242618j -0.12315-0.00065861j 0.117832-0.110918j -0.0153084-0.0804543j -0.0349826+0.0503161j 0.0916797+0.105309j -0.0464529-0.0899141j 0.00996607+0.133162j 0.0182616+0.00725066j 0.0122963+0.033808j 0.0458673+0.068296j -0.0810365-0.0882086j -0.0255667-0.0891712j 0.0198929+0.0123576j 0.0525246-0.0424472j -0.038615-0.0501409j 0.0238833+0.0186525j -0.085623-0.0490156j 0.0218717-0.0344893j -0.0387943+0.0200324j 0.0147382+0.0180785j -0.0446827-0.0349098j 0.0114553-0.103983j 0.029702-0.0447524j -0.0978186+0.0131421j 0.000740093-0.045446j 0.016504-0.0229753j 0.0249573-0.0445366j 0.034813-0.035331j -0.010684+8.66265e-06j -0.0346376+0.0623701j -0.00390238-0.0278586j 0.023355+0.0438104j 0.00653587-0.0411245j 0.0453427-0.0545471j -0.0447177+0.043811j 0.0604389-0.0653826j -0.00650472+0.0379244j -0.0729297+0.0135429j -0.0268578+0.0996819j 0.0282317+0.0211767j -0.0317834+0.0301368j -0.0240627-0.0657287j 0.0480409-0.0608306j 0.0540793+0.0282887j -0.00776311+0.0934413j 0.0399209+0.0967004j -0.0196183+0.0649995j -0.0378216-0.0774881j 0.000159183+0.0333153j 
0.0535953+0.0674942j 0.0374759+0.0252034j -0.00680521+0.0046791j 0.0434777+0.0291241j 0.00120203-0.101241j 0.133892-0.0484387j -0.103591-0.0173326j 0.120718+0.0705447j -0.0724482-0.0430506j 0.0301323+0.136662j 0.156511+0.168759j -0.0141291+0.0480746j -0.0157011-0.0870811j -0.0552369+0.0428661j -0.0166656+0.0118552j -0.0618634+0.101304j 0.0595702-0.135264j 0.0526163+0.0479253j 0.084264+0.0226912j -0.00302901+0.0309781j -0.0747862-0.19587j 0.123561-0.00319386j 0.0275299+0.00184785j 0.0483397+0.0787143j -0.00178447+0.0166656j 0.202833+0.00558263j -0.0843734+0.0157079j 0.0883375+0.0215607j 0.0110277+0.0178893j 0.108493+0.0927019j -0.0111557-0.0418226j 0.0928119+0.131662j -0.0132225+0.105884j 0.106729+0.0344856j -0.0358289-0.0783796j -0.00962142-0.00256044j 0.0321451-0.0497631j -0.0179047+0.0784186j 0.0968669+0.0240492j 0.0196073-0.0250735j -0.0497276+0.0157091j -0.046102-0.0344486j 0.106704+0.0570541j -0.0493795-0.0282451j -0.0268772+0.0233166j 0.0324708+0.0140992j -0.0611384-0.00587129j -0.00357937-0.0079069j 0.0332667+0.027847j 0.0317149+0.0444816j -0.00217137-0.0204891j -0.0937553+0.036958j -0.0205521-0.0895811j 0.0467959-0.0169169j 0.048349+0.00686086j 0.0337251-0.0339375j -0.0616688-0.0102412j -0.0971118-0.0490071j -0.0252757+0.0751347j 0.0373462-0.0173115j -0.0612085-0.0236661j 0.0102325+0.0290151j -0.00155946-0.0202575j 0.0535905+0.0096199j -0.000437223+0.068708j 0.0136537+0.0317441j 0.066219-0.019528j 0.0790823+0.0207686j -0.0266647+0.00444852j -0.0230856-0.0188544j -0.0264681-0.0496952j -0.0172329-0.00164741j 0.026792+0.0111961j -0.0159769+0.0162514j -0.0277171+0.0370607j 0.0204011-0.0605864j -0.00589687-0.0651943j 
0.0144981+0.0350792j -0.0261057-0.0835704j 0.0442188+0.0243039j -0.041969+0.0793765j 9.69939e-05+0.13551j -0.139181-0.0262972j 0.00932406-0.0710257j -0.0639361-0.186611j -0.0465229+0.15091j -0.056364-0.0919072j -0.0200789+0.0704991j -0.127121-0.0173834j -0.0152855+0.0736697j -0.095676-0.0802528j -0.0678198+0.0647061j -0.0139791-0.111318j 0.241834-0.0547342j -0.0244844+0.0965875j -0.0223769-0.0078484j 0.0198457+0.0964273j -0.0457781-0.0758914j 0.070341-0.0650723j -0.0363959+0.0308808j -0.0338305-0.0166917j -0.00381564-0.0975034j 0.0896718+0.0524252j 0.0529181+0.0304299j -0.00954127+0.0960217j -0.0880942-0.00913976j -0.0945842+0.0396573j -0.0395026-0.0434629j 0.0191486-0.0625387j -0.0348709-0.052627j -0.0438504-0.166788j 0.0586457-0.0049157j -0.0324455-0.027605j 0.0373335-0.0655174j 0.0118942-0.0514969j 0.0288258+0.0242126j -0.0316443-0.0300374j 0.0189728-0.0473603j -0.0648203-0.0614201j -0.00319234-0.0263848j -0.0573366-0.0151825j -0.0865509+0.00694376j 0.0589098-0.0129762j 0.0490773-0.0166915j -0.031751+0.000288655j -0.0269982+0.0618765j -0.0109695-0.00366973j 0.0234955+0.0136009j 0.00802225-0.00723839j -0.108353-0.0783296j -0.00995145+0.00935034j -0.00543665-0.0513574j -0.01994-0.0413945j 0.0201335-0.035177j 0.0269189+0.0611491j 0.0166939-0.00109836j 0.0344155+0.00218264j -0.040719-0.0081081j -0.00553698-0.0304593j -0.0228314+0.0583206j -0.0190339-0.0277016j 0.00874567+0.0552291j 0.000679947+0.0287754j 0.0157566+0.0695945j -0.0634015+0.0512498j 0.0471086-0.00690536j 0.00101377-0.0374378j 0.0489405-0.0419958j 0.0220159-0.0145572j -0.0316353+0.0922567j -0.0230081+0.118588j -0.00896484+0.0318527j -0.0277019+0.00863264j 0.0148742-0.0261458j 
0.0157384-0.0274185j 0.0333879+0.00906619j -0.0423942-0.0377755j -0.0355758+0.0416974j 0.114902-0.0713093j 0.0719556-0.064729j -0.110426-0.147367j 0.142876+0.0387486j -0.0843994-0.137322j 0.0639776+0.0486506j -0.0488639+0.0122077j -0.0119668+0.0356894j 0.041202+0.0301131j -0.0230336-0.00919211j 0.00700757+0.0388439j -0.0304904-0.0239054j -0.0622113-0.109295j -0.028365-0.00931786j -0.0128257+0.184959j 0.0702334+0.115235j -0.160607-0.0764692j 0.0266046-0.0286538j -0.0725884-0.00834597j -0.0414823-0.00481666j -0.0859141+0.0980256j -0.00451454-0.0362295j -0.0316961-0.0503128j 0.0874439-0.0151701j -0.0779332+0.0422815j 0.149333-0.0343795j -0.0459805-0.0965779j 0.104468+0.038298j 0.0235668+0.0370813j -0.00187829-0.0576348j -0.0554076+0.0329927j -0.0353513+0.0950417j 0.00921522-0.0499802j 0.0578396+0.0689153j -0.0268863+0.00869513j 0.0752-0.0356898j 0.0462735+0.0675255j -0.0341139-0.0439169j 0.0295066-0.00405385j 0.0531001+0.0628748j -0.0216619+0.0418148j -0.0352958-0.078214j -0.0687197+0.0201487j 0.0684384+0.00118501j 0.0729145+0.00452604j 0.0163763-0.0473368j -0.0374574-0.000311424j -0.0197128+0.00533101j 0.0617648+0.0286583j 0.0220244-0.0155358j 0.0399813-0.00783735j -0.0246245-0.0181243j 0.0178786-0.0130805j -0.0830283+0.037055j -0.0191654+0.0378562j -0.0155807-0.00355681j 0.0684508-0.0139373j 0.0566758-0.0233369j 0.0291748-0.0364911j 0.0361253-0.0112739j -0.0301141+0.0241885j -0.0163589+0.0178938j -0.0956972+0.105711j 0.0710494+0.00567445j -0.0496088+0.0777505j 0.0521501-0.0366682j -0.0120779-0.0331846j 0.00308502+0.0344804j 0.00672396+0.0768968j 0.0286728+0.0510389j 0.0211521+0.0242876j 0.00710292-0.0405376j -0.035276-0.00590574j 
0.00437167-0.0261496j 0.0440939-0.0367127j -0.032399-0.14107j 0.214035+0.13283j 0.11579-0.152361j 0.110686+0.133316j -0.103343-0.112583j -0.040546+0.204786j -0.0043167-0.0967556j -0.0362305+0.0449907j 0.00995494+0.0213806j -0.0481695-0.0219441j -0.00844415-0.0366497j 0.0255523+0.0462036j -0.0719387-0.209421j 0.171416+0.18108j -0.0910624+0.0597105j -0.0173363-0.00302747j -0.0226187+0.123248j -0.0631173+0.0328468j -0.00248309+0.0301578j 0.0915451+0.0331639j 0.0067116+0.125514j -0.108222+0.0392804j 0.113804-0.0434448j -0.161928+0.0707593j 0.0397145+0.108447j -0.12695-0.104446j 0.0608047+0.0943851j 0.0239003-0.102251j 0.0334383+0.00703611j 0.0810534+0.0462728j -0.0605098-0.11053j -0.0604655-0.0655693j -0.0303262+0.0701648j 0.101991-0.0317376j -0.0145766-0.0133995j -0.0041028-0.0244999j -0.00197049-0.0093372j -0.00833879-0.0409283j 0.0276132-0.0131654j 0.0175453+0.0012156j 0.0215948+0.0380048j -0.0392846+0.00638515j 0.0165692+0.0326343j 0.018233-0.0340559j 0.0301021+0.0131039j -0.0622288-0.0144014j -0.00245584-0.0489532j -0.0241339-0.0655076j 0.00145007+0.000421962j -0.00661147+0.0206916j -0.052283-0.0506674j -0.0147703+0.0174965j 0.00461344-0.0627937j 0.0259372+0.0504753j 0.00563598+0.013599j -0.0228171+0.042344j -0.00643323+0.0394394j 0.0622174-0.0210577j 0.0645983-0.00883206j -0.0697455+0.0466253j 0.00427073-0.0356136j 0.0230462-0.0271213j -0.00468245+0.060133j 0.00686733-0.0421415j -0.0613079+0.00694617j -0.0315297+0.0504809j -0.0594928+0.0562111j 0.0426457-0.00441134j 0.0218589-0.0866533j 0.00962641-0.00328121j -0.00812584-0.0416592j -0.0389718-0.0183171j 0.0374984-0.0286294j -0.0138293-0.0282878j -0.038289-0.024485j 
0.0775205+0.0189562j -0.0252985-0.0695851j -0.314938-0.0969484j -0.0439351-0.252645j -0.00868702-0.0396171j 0.0208153-0.0233388j -0.0198518+0.202676j -0.0228108-0.0744497j 0.100492+0.162725j -0.0436261-0.14853j -0.0248014+0.0129385j 0.0682913+0.028645j 0.110693-0.0181537j -0.0983988-0.0616618j 0.0782896-0.0398261j -0.138542-0.0402247j -0.0376297+0.0313022j 0.206626+0.0201661j -0.108953-0.1681j 0.067524-0.0636952j 0.179322+0.123542j 0.0662777+0.0153898j 0.0397361-0.0407806j -0.13112+0.00311731j -0.0484816-0.00163076j -0.0146135-0.10361j -0.0412424+0.0578202j 0.0210899-0.0195012j -0.0105952-0.0262258j 0.0627758-0.0211959j 0.00692549+0.113595j -0.0218595-0.126961j -0.0221358-0.0304184j 0.0193815-0.00349607j -0.0662028-0.0541322j -0.0172821-0.0117772j 0.0274904-0.0275169j 0.0469679-0.0867237j -0.048122+0.0441198j 0.0297377-0.000398037j -0.043717+0.0146465j 0.0211841+0.0121215j 0.0457718+0.102353j -0.0176608+0.026356j -0.0386119+0.025618j -0.0188374-0.00597097j -0.0195026+0.00814518j 0.0234925+0.0279852j 0.0576286-0.00262295j 0.0242429+0.0410185j 0.0213134+0.0117825j -0.0722671+0.0119053j 0.0355489-0.0290023j 0.0798965+0.025631j 0.0122422+0.00881217j -0.0419645-0.0228288j 0.0162909-0.00430623j -0.0111464-0.0363838j 0.0164018+0.0735137j 0.0312301-0.0178352j 0.0174414-0.0281099j -0.0598613+0.0515164j 0.0682604-0.0351317j 0.0551867+0.0253503j 0.0144086+0.0185323j 0.0836629-0.00758858j 0.0375984-0.0622081j 0.0482+0.0172854j -0.013665-0.0175675j 0.0192738+0.0115938j -0.0492764-0.0128519j -0.0402546+0.0377299j 0.0255113-0.0843169j 0.0104095-0.0752581j 0.0555494+0.01192j 0.0247522+0.0945678j 0.0117502-0.0155968j 
0.0141697-0.112864j -0.0280863-0.0139885j 0.129892+0.126875j -0.174448-0.0107831j 0.0643635-0.127563j 0.091581+0.204177j -0.163441-0.00212848j 0.0779527+0.103266j -0.062066-0.0476182j 0.0604835+0.0309539j 0.0980455-0.00928562j 0.0444926-0.106417j -0.0390655-0.0824374j 0.116967+0.100109j -0.128663-0.0797797j -0.139759-0.0047823j -0.096076-0.103346j 0.131384+0.0739346j 0.19515-0.156453j 0.0680065-0.0685272j -0.0806941+0.165415j 0.0276164+0.18191j 0.0276925-0.0413245j -0.0164723+0.0508493j 0.0722804-0.13845j 0.0672846+0.173213j 0.0239409-0.0969959j 0.0328833+0.0199513j 0.0055679+0.1017j -0.00571823+0.0891775j -0.0848845+0.00886026j 0.0331309-0.0495514j -0.0238809-0.0491864j -0.00205-0.0258321j 0.0363752-0.0142905j -0.0652343+0.0589545j 0.0837336-0.0145168j -0.0742171+0.0583903j 0.0296676+0.00487449j 0.0114805-0.0252911j 0.00038364-0.0258843j -0.0224085-0.0267249j -0.00915899-0.00971166j -0.0106166-0.0285291j -0.0561768-0.0221891j -0.0617774+0.00740113j -0.0222371-0.0466943j 0.035324+0.0136306j -0.00442851-0.0276556j -0.0174489+0.0723736j 0.00742686-0.0306518j -0.0847449-0.0239125j 0.00438748+0.00816605j 0.0120464-0.0240612j -0.00194582+0.0590067j -0.059204-0.0862857j 0.0159446+0.0123798j 0.089301-0.0363488j 0.0611438+0.0192538j 0.0239655-0.00367225j 0.0100775+0.0220158j -0.02733+0.0193695j 0.000370293+0.0132883j 0.0441593+0.0445512j 0.0372011-0.061576j 0.0283556-0.0517203j 0.0129462-0.113932j -0.0622471+0.000545482j 0.0481561-0.031703j 0.0131168+0.0527847j 0.0139108+0.0618523j 0.0310323+0.0298293j 0.00320986-0.0976361j 0.0542549-0.0910966j 0.0132161-0.0418638j -0.00754938+0.0304298j -0.0100482+0.0935083j 
