-0.028308+0.00735596j 0.0350277+0.00899908j 0.017569+0.0108695j -0.0258745+0.00615195j -0.00411852-0.0224517j -0.000885299+0.0173835j 0.0120185-0.00337742j 0.0032663+0.000448541j 0.0280399-0.015815j -0.0144089-0.00604651j 0.00662802+0.0139433j 0.000542132+0.00600024j -0.00675383+0.00860338j 0.000113873-0.00580581j 0.00695781+0.00349843j 0.00252105+0.0110915j 0.0104319-0.000575796j -0.00232321-0.0171341j -0.0056863-0.00435049j -0.0119989-0.000105216j -0.00166074-0.0078816j 0.018923-0.00434499j 0.0101684-0.0110408j 0.0140556+0.00043119j 0.00811082-0.00835677j 0.00963202-0.000933044j 0.00564548-0.0024085j -0.00391609-0.00397528j -0.0136755+0.00780689j 0.00106064+0.0039531j 0.00895899-0.00224129j -0.00162846+0.0237318j -0.002695-0.0098303j 0.00874172+0.00143264j -0.0142772+0.00449796j -0.00229827-0.00640654j -0.00191894-0.00861753j 0.00355261-0.00470539j 0.0025246+0.00637312j 0.0166293+0.00426999j -0.0133701+0.00276825j 0.0119359+0.0100597j -0.000294696-0.00903503j -0.00198762+0.00531993j -0.00226167-0.00776021j -0.00392548+0.00459606j -0.00840786+0.0106333j 0.002088+0.00644138j -0.0289621-0.00673013j -0.00394008+0.013713j 0.00176982-0.00394627j -0.0078926-0.00788698j 0.000288636-0.00834062j 0.00337993+0.0004458j -0.00508843+0.000562019j 0.0106723-0.00673023j -0.012346-0.00414135j 0.0120728-0.0050778j 0.00428709-0.00242902j -0.0131428-0.000207733j 0.014789-0.0171244j -0.00207097+0.00371352j -0.0166425+0.00231447j 0.00785911-0.00732188j 0.00336682-0.00270186j 0.000343531+0.00798156j -0.0199757+0.00677398j 0.00910168+0.0033887j 0.00362641-0.0173723j 0.00460933+0.0090486j -0.0113599-0.00196727j 0.0316662-0.0185019j 0.0216298+0.0156071j 0.00320871+0.0114412j 0.0069393+0.00514827j -0.0217962+2.48509e-05j -0.00542356-0.00277363j -0.0171841-0.0111224j -0.0204111+0.015523j 0.00825071-0.00579337j -3.34597e-06+0.0116812j 0.00780767-0.0077109j -0.00711116+0.0282303j -0.0105533-0.000388329j -0.00657089+0.0025058j 0.0104564-0.0249558j -0.00573576+0.013908j 0.00486062-0.0363115j 0.00540227+0.0283673j -0.00544768+0.022457j -0.00392846-0.0121999j 0.000666402-0.225897j 0.00468973+0.0140296j -0.0027785+0.0169445j 0.0154684+0.030369j 0.0224248-0.113583j 0.20646+0.00272107j 
0.0803975-0.00353884j -0.0204157-0.00522126j -0.0235589+0.0345826j -0.0411876+0.0131668j 0.00740708-0.00976385j 0.033783-0.0603405j -0.0127006+0.0165548j 0.0162147+0.0861879j 0.123483+0.00922351j -0.0120262-0.0165971j -0.0031552-0.0472695j -0.0189305+0.00315447j -0.0164815+0.00493488j 0.00321926+0.00962528j 0.0179123-0.0419696j 0.0481727-0.0542363j 0.0109968+0.00362169j 0.00238181+0.0320546j -0.00867657+0.0067416j 0.00766845-0.00904848j 0.00697583+0.0171129j -0.000440578+0.0151067j -0.00234324+0.0305026j -0.0390122+0.0104183j 0.00716602+0.016503j -0.0109254+0.000829959j 0.0303058+0.000491421j -0.00255439+0.0185056j 0.0223229+0.00590222j 0.00276512-0.00839452j -0.0211134+0.0155323j -0.0154877-0.0633347j 0.00816619+0.0266569j -0.00543884-0.00219427j 0.00717076+0.0072312j -0.0254364+0.0190615j 0.0100108-0.027656j -0.0359995+4.08572e-05j -0.0182338-0.0149569j -0.0352845+0.0232521j 0.0196236-0.0128712j 0.0243804+0.0119681j -0.0123136-0.0919693j -0.0388463-0.0486848j 0.0507963+0.00708792j -0.0119133-0.0324468j 0.00588804+0.00688398j -3.13119e-06+0.00773721j 0.0125493+0.0422415j 0.0144057+0.0070664j -0.0178687-0.00153146j 0.0116677+0.0140806j 0.0132709+0.0167919j -0.0115525+0.0447586j 0.0215727-0.00906106j 0.0125575-0.032284j -0.000371212+0.0120949j 0.00361491-0.00640726j -8.91516e-05-0.00840477j 0.0131643+0.0139534j -0.00301248-0.0122891j -0.0169686+0.00187762j -0.00237077-0.00606528j 0.00757524-0.00755788j 0.00991479-0.00332648j 0.0028658+0.00972616j 0.00312485-0.0124434j -0.0027393-0.000634902j 0.0021474-5.17985e-05j 0.00337941+0.0145299j 0.00623176+0.0038174j 0.00644851-0.0069691j 0.00401271+0.00729649j 7.76774e-05+0.00291495j 0.000802998+0.0122051j -0.00561984-0.00749234j -0.0104116+0.0041163j -0.0089689-0.00360529j -0.00518469-0.000499682j 0.00525568-0.00616895j 0.000280944+0.00195156j 0.000283271-0.0121523j -0.010407+0.000977538j -0.00619197-0.00356282j -0.0132933-0.000170564j 0.00300973+0.00539267j -0.00956424+0.00484335j -0.00109749-0.0132324j 0.00286062+0.0092306j -0.0113847-0.00484371j 0.00521721-0.00340739j 0.0021906+0.00322962j -0.00808558+0.00951622j -0.0127957-0.00454994j 0.0107879+0.00960405j -0.0152781-0.00510158j -0.00181107-0.000842195j 
-0.0278388-0.0163967j -0.0730521+0.00282955j 0.046897+0.00461688j -0.0399225-0.00330919j -0.0668321+0.0557885j 0.00667413-0.00321887j 0.0851447+0.0566819j 0.128677+0.00641744j 0.0319414-0.0993339j -0.0093335+0.00636746j 0.00169431+0.0271628j 0.0195813-0.0290801j 0.00712776-0.0207277j 0.0157828-0.0126727j 0.01685-0.026251j 0.0108898-0.000404032j -0.0249395+0.0293127j 0.00170495-0.00363494j -0.0251122+0.00352904j -0.00747937+0.0105741j -0.0208231+0.0175536j 0.000595742+0.0027714j -0.0173642+0.0122427j -0.00562079+0.0159022j -0.00842763+0.0499655j -0.000124721+0.00446796j -0.0193994+0.0361509j 0.017185-0.00317053j 0.0208128+0.030952j 0.0278051+0.00533794j 0.0053411-0.0187844j 0.0145677+0.0115353j 0.0225978+0.0139571j 0.0326073+0.0261311j -0.0217391+0.0509175j 0.0108717-0.0252131j 0.00163518-0.0241821j -0.0346335-0.00479432j 0.015239+0.035701j 0.0231651-0.00774252j 0.00121539+0.0366133j 0.00754457-0.0163247j -0.0374032-0.0191873j 0.00419206-0.00129972j -0.0302745-0.0663887j 0.00722013+0.0140363j 0.0231633+0.0979622j -0.0165892+0.00841471j 0.017665-0.0232703j -0.00971071+0.0248698j 0.0167097-0.0094434j -0.00783313-0.0109873j 0.00626379-0.0165988j -0.00196912+0.0137154j -0.00868523-0.0110168j -0.00392759-0.00279778j 0.00554103-0.0137825j 4.83342e-05-0.00332796j -0.0122725+0.00513372j 0.00597269+0.00607205j -0.00542627-0.000342159j -0.012287+0.0204841j 0.00297059-0.0197082j 0.02411-0.00746476j 0.0201133-0.0168435j 0.00304791+0.0146727j 0.00489126-0.0236972j -0.000941766+0.0108599j -0.00365158-0.022402j -0.0114305+0.0186706j -0.000122464+0.0120038j 0.0053113-0.00994185j 0.00864046+0.00761338j -0.00197042-0.00129437j -0.00779777-0.00311959j 0.00303827-0.00439625j 0.00805313-0.00656929j 0.00956995-0.00320527j 0.00836456-0.00843333j -0.00984419+0.025637j 0.0110054+0.00196204j -0.00174075-0.00628992j -0.0108384+0.0116124j 0.00793039-0.00301402j -0.00563842+0.0129724j 0.00359047-0.00309376j -0.0059295+0.00182825j -0.0081561-0.00561547j -0.00580687-0.00560127j 0.00167529+0.00249298j -0.00088191-0.00302349j -0.0119651-0.00169742j -0.0075843-0.0210776j 0.00784968+0.00285528j 0.00280848+0.00210447j 0.0152963-0.0024898j -0.00493238+0.000711935j 
0.00810211-0.00295905j -0.00404521-0.0177093j 0.0233535-0.0426616j -0.0404094-0.010358j 0.0110884-0.0314748j 0.0184835-0.0176964j -0.1+0.0965341j 0.0593889+0.0290703j 0.0297152+0.0132112j -0.0104443+0.0643489j 0.022371+0.0346066j -0.00301442-0.0345973j -0.003555+0.0218857j 0.0317335-0.0139696j -0.00250827+0.0189169j 0.0112648+0.00347907j -0.00943684+0.0060195j -0.00113077-0.0326074j -0.00372324-0.00827824j 0.00598628+0.0113901j 0.0024176+0.00844227j -0.0101859+0.0354068j -0.00636119+0.00364565j -0.00974615-0.0152705j -0.00939932-0.0187188j -0.0168557-0.0176117j -0.00239745+0.0143544j -0.0236101-0.0174926j 0.028472+0.0294305j 0.021158+0.0028401j 0.0507974+0.0176573j 0.00850817+0.0242225j -0.0134997-0.0519053j -0.0200277-0.00870455j -0.0682731-0.0461142j 0.0310303+0.0263077j 0.0355193+0.0114994j 0.028499+0.0394771j -0.00636428-0.0483949j -0.0318071-0.0141197j -0.0153919+0.0115359j 0.00504817+0.00601956j -0.0151621-0.0218902j 0.00371991+0.00625093j -0.0060076-0.0290542j 0.0176861-0.039357j -0.0101241+0.0585068j -0.0134114+0.0145207j 0.00662628+0.0218166j 0.000167989+0.0040886j 0.0161833-0.0187094j -0.00392332+0.00848656j 0.0108592-0.0229625j -0.00420935+0.0127305j -0.00913916-0.000119805j 0.00194752+7.39041e-06j -0.000714164-0.0123595j 0.0101271-0.0157004j -0.00721677-0.0160537j 0.00400482+0.0109908j 0.00316081+0.00847253j 0.0104508+0.0157875j 0.00405257-0.00195377j -0.00865016-0.018055j -0.00216731-0.00698272j 0.00250477+0.00014787j 0.0020237-0.0158044j -0.00630491-0.00137363j 0.00273331-0.00721407j 0.000789478+0.00410116j -0.000263672+0.00730774j -0.000297157-0.0105477j 0.00690941-0.00286863j -0.00356783+0.000340115j 0.00548536-0.00817048j -0.00403406+0.00117476j 0.00976655+0.00515557j -0.00597545+0.00585072j 0.00883562+0.00776966j 0.000837897+0.0080644j -0.00838403-0.00439841j 0.00224346+0.00808428j 0.00375722+0.00200881j -0.0128016+0.00556822j 0.00375189+0.00254347j 0.000310943-0.0117742j -0.00985786-0.0124515j -0.0129752+0.00507566j -0.00134612+0.00224432j 0.00211687+0.00345222j -0.0117548+0.00438511j 0.00286767+0.00689172j -0.00591445-0.0106092j 0.0113841-0.00274293j -0.0081025+0.000325682j 0.00785034+0.00178736j -0.0038883+0.0017615j 
-0.111875-0.00835564j -0.0367671+0.0178468j -0.0253923+0.00826315j -0.0337074-0.00796573j 0.00644853+0.064554j 0.0261772+0.0889761j -0.105872+0.000397363j 0.0197462+0.0521565j 0.00792607+0.00367184j 0.0294418+0.0767234j 0.0354545+0.0121407j 0.0117127+0.00704591j 0.053195-0.00839673j 0.0494084+0.00421352j -0.0187349-0.0305779j 0.0292055-0.00949453j 0.000886206+0.0137154j -0.00528976+0.000653665j 0.0101256-0.0217398j 0.000240167+0.00939147j 0.00556103+0.0148961j -0.0238581+0.00762532j -0.00585797-0.00876396j 0.000948368-0.0145755j -0.014553-0.00409402j 0.0113329-0.0482141j 0.00244058-0.00341523j 0.0209584+0.00595706j -0.0156871+0.0255097j -0.0530572+0.0195839j -0.0157022-0.0287514j 0.0335092+0.0219334j 0.0492367-0.0209279j -0.00313293+0.0111641j 0.0606837-0.0560179j 0.00814485+0.00318898j -0.0017603+0.0238307j -0.00625053-0.0027381j 0.031288-0.0172623j 0.00508134-0.0350807j 0.0152609+0.00422397j 0.0070074-0.00202832j 0.021002-0.0574288j 0.0336624-0.0299364j 0.0131618-0.0360273j -0.0041473+0.0154154j 0.00682825+0.0205951j -0.0144237-0.0293813j 0.0310325+0.0452642j -0.00622117-0.0257088j 0.00570801+0.000836507j 0.0152447-0.00506688j -0.0119468-0.00091534j -0.00877628-0.00905299j 0.00745283+0.00576684j -0.0122334-0.0250554j 0.0125996-0.0138988j 0.00341232+0.0090085j -0.0168083-0.0131908j 0.0100205+0.0131525j -0.0126915+0.0360408j 0.00397527+0.000425007j 0.00791443-0.0154143j -0.0030856+0.0139311j -0.00254334-0.0339065j -0.00950125-0.0285621j 0.00360104-0.0277757j -0.000586567+0.0150906j 0.00527017-0.00590341j -0.0105709-0.0254331j -0.0030697-0.00556088j 0.00787208-0.00764141j 0.00547043-0.0131613j 0.00273228-0.00490363j -0.00256787-0.0168915j -0.0082519+0.00114488j -0.00274388-0.000364311j 0.0146889+0.0545985j 0.00559199-0.0230483j -0.00204291+0.0325942j -0.0212227-0.0222693j 0.00142341+0.0290148j 0.00866049-0.0250311j 0.000679608+0.00484721j -0.0135569-0.00189265j 0.0028176-0.0286669j -0.018689+0.000662594j -0.0107775+0.0205839j -0.00412579-0.022132j -0.0286775+0.0143625j -0.00983496+0.0188338j 0.00271637+0.0615963j -0.0158131+0.0126691j 0.0118588-0.00871677j -0.0261338-0.0108797j -0.0101233+0.0179254j -0.0495914-0.00202229j 
0.00110716-0.0239842j -0.133763-0.00610981j 0.00259813-0.011118j -0.035814+0.00614863j -0.0130809+0.0980529j 0.0218664-0.0397893j 0.0574608+0.0733915j -0.0349319+0.0184887j -0.0146203+0.0331958j 0.0123238-0.0343866j -0.0261055+0.0366712j 0.0228768-0.0261033j 0.00967424+0.0371697j -0.0207994-0.00324839j -0.0192373-5.22866e-05j 0.0586431-0.0077833j 0.000974869+0.0142221j -0.031444+0.0337487j 0.0156781+0.00548299j -0.000300525+0.0246805j -0.0219959+0.0179065j -0.0233044-0.0334616j -0.0371228+0.000456794j -0.0101069+0.00535028j 0.00800032+0.00792375j 0.0474384-0.0070151j -0.0203346+0.0244592j 0.0203277+0.0023217j 0.0411924+0.0319925j -0.038072-0.0105251j 0.00303297+0.00171703j -0.0148751+0.00859713j -0.0345505+0.0319994j 0.026482-0.0186468j -0.027306+0.0537251j -0.0169532-0.0316261j 0.0285152-0.0248397j -0.011685+0.0198748j 0.0409413-0.0302019j -0.0136424-0.0444307j 0.00854724+0.0268157j -0.028026+0.0245837j -0.0131744-0.00736834j -0.00442138-0.0495361j -0.00698737+0.0493955j -0.000594736+0.0159946j 8.30299e-05+0.0103561j 0.00492522-0.0157881j 0.0176526+0.0116981j 0.0194732-0.00580923j -0.000958151-0.00696422j -0.0119503-0.0241716j -0.00854664-0.0204717j 0.0234044-0.0112694j 0.0129016+0.00895422j -0.00596725-0.0509422j -0.00316665+0.0237636j -0.00408583-0.00263921j -0.00449199-0.0297158j -0.0199808-0.0521248j -0.000200681+0.000228302j 0.0124037+0.00461885j -0.0132057-0.0209556j -0.00672528+0.0151493j -0.0068587+0.00856994j 0.00847331-0.00302825j -0.00424457-0.00431921j 0.0100914-0.00221413j 0.00863818+0.0316724j -0.00313033-0.0111961j -0.0055099-0.0303565j 0.00636336+0.000861746j -0.0209695-0.00372811j 0.00517168+0.0223405j -0.00444598-0.00262715j 0.00452488+0.0133263j -0.00649342-0.00662594j 0.000653969+0.0173742j -0.00803226-0.0228478j 0.0071913+0.0156153j -0.0144889+0.0211212j 0.00332881+0.0178698j 0.00938527-0.0131992j -0.00573379-0.0200772j 0.0212504+0.000860529j 0.0018033+0.0362025j -0.00353361+0.0091995j 0.00883973+0.0334195j -0.00309773-0.0313316j -0.000907454-0.00203252j -0.0141144-0.0130331j 0.0158278+0.0178625j -0.00479434+0.0352941j 0.0126953+0.0202702j 0.0348886-0.016347j -0.0334941+0.00462595j -0.0145537-0.00986907j 
0.088566-0.00362151j -0.0567937-0.031429j 0.0370082-0.00183474j -0.0207187-0.0264785j 0.0521016+0.0395891j 0.0444996-0.0999609j -0.0746028-0.0292629j 0.0580451+0.0601985j 0.0181843+0.028744j -0.0204846+0.0490562j -0.00143122+0.00136495j 0.0043736+0.0206821j -0.0124181-0.00271013j -0.0309158+0.0132466j -0.0293142+0.033761j 0.00374061-0.0103109j 0.0074593+0.00492412j 0.0288619+0.0308427j -0.0167442+0.0191428j -0.0195885+0.0031701j -0.0429519+0.0109445j 0.0141549+0.00152607j -0.00363416+0.0105812j 0.00949076+0.00761569j 0.0255808+0.00657147j 0.0422733+0.00446122j -0.00370887+0.0311538j 0.0229208-0.0199787j -0.0182704+0.00775607j 0.0426757-0.0252256j 0.0206075+0.0100808j 9.1578e-05-0.00152679j 0.00157859-0.065784j -0.0182718-0.0374964j 0.0268323-0.0492691j -0.0318739+0.0346013j -0.0141875+0.0415825j 0.0170121+0.0218439j -0.000731243-0.00405411j 0.00827695-0.0359254j -0.0356052-0.00663206j 0.0145014-0.0241791j 0.0112361-0.0198152j -0.0026434+0.021402j -0.0150294-0.0480075j 0.00535604+0.0102917j -0.0289231-0.002396j -0.00476651+0.00966349j -0.00816342-0.00463496j -0.00106174+0.0228204j 0.00581334-0.00200538j 0.00162064-0.0241069j 0.000729277+0.0348861j 0.00534704-0.0156231j 0.0240436+0.04551j 0.00297852-0.0365235j 0.00464604+0.0177704j -0.00193365+0.00764308j 0.0014406-0.0124224j 0.00129065-0.00175154j 0.00352642-0.0103535j -0.00704388+0.00343565j -0.00465756+0.00524065j -0.00469761-0.00356237j 0.00164646+0.0257084j 0.00529753+0.00829902j 0.00510267+0.0165593j -0.00662752-0.0169284j -0.002976-0.00751648j -0.00246987-0.00884302j -0.0071542-0.0211858j 0.00412388-0.0115113j 0.00418004+0.0181988j 0.0130287+0.0196193j -0.00427398+0.000851543j -0.00351306-0.00754438j 0.00806136-0.0161165j -0.00588824-0.0282318j 0.00781785-0.00671962j -0.0037558-0.00778686j -0.0160308-0.00290158j -0.00175538-0.0131155j 0.0159933-0.0179991j -0.00137424-0.00632422j 0.0178007-0.0130266j -0.00420172+0.0034943j 0.00240685+0.00311374j -0.0053598-0.0221253j -0.00962988+0.0120612j -0.00943171-0.000791048j 0.00260756-0.00508662j -0.00353245-0.0384058j 0.00967253+0.0114219j -0.0119588+0.00169708j -0.00123749+0.0189662j -0.00740985-0.0121105j 0.0390272-0.00683233j 
-0.0507203-0.0105859j -0.0353039+0.000640964j 0.096327+0.0112342j 0.0865622-0.0153444j -0.0339873+0.0587952j 0.0228602+0.0362592j 0.0403016+0.0265904j -0.0178992+0.0100849j 0.0304926-0.0720053j -0.00610646-0.0623953j -0.0172891+0.00203526j 0.0668846+0.0105551j 0.0357158-0.00225543j 0.0151386-0.0167239j -0.0145097+0.036055j -0.0491431-0.00449179j 0.0279071-0.023638j 0.0447377-0.0161026j -0.00103152-0.0224233j -0.0297525+0.00366401j -0.00291791-0.000562412j -0.00804194-0.0770753j -0.00444138-0.022499j 0.0478417+0.00704741j -0.042049-0.0156643j 0.014724+0.00604873j 0.0113162+0.0144859j 0.0245698-0.0492745j -0.0163895+0.0195956j -0.0127509+0.0473019j 0.0260391+0.0671316j -0.0283161+0.0118625j 0.00166273+0.00778003j -0.0117979-0.00304688j -0.029302-0.0215124j -0.0065865+0.0143263j -0.0228257+0.0170369j -0.00152414-0.0317335j -0.00353392+0.0413208j -0.0110072+0.0137208j 0.00610596-0.00495427j -0.00386397-0.00449548j -0.00833379+0.017122j 0.0100869+0.0514513j 0.00604671-0.0162632j 0.00823194+0.000846982j -0.0235904-0.0163766j 0.00464669+0.0018075j -0.0242207-0.0213021j 0.00540825-0.0131031j -0.00454031-0.00626139j 0.0110247+0.0476261j 0.00257655-0.0351984j -0.00032359-0.0167919j -0.000179506-0.0180251j -0.00195911-0.0268479j 0.00401946+0.0250062j 0.00249942+0.00410543j 0.00234601-0.0379214j 0.0105025+0.00574671j 0.0119133-0.0116212j -0.0053161-0.00163438j 0.000695524-0.0153458j -0.00103039+0.0199443j -0.00413904-0.00348435j 0.00583313+0.0187464j 0.00124891+0.012855j -0.014936-0.0300536j 0.000313925-0.000489125j 0.00869086-0.00680948j -0.00101285-0.0587428j -0.00668139+0.0123143j -0.00794195+0.0140537j 0.00774597+0.0148077j -0.0084209-0.04391j -0.00548189-0.0176555j -0.00809897+0.00435613j -0.017537-0.0026696j 0.0047695+0.0165842j 0.0139513+0.0100336j -0.00272174-0.00146715j -0.00534305+0.0148986j 0.00920604+0.00317977j -0.0207758+0.0313405j -0.0037104-0.0413096j -0.0247362-0.0274766j 0.00593264-0.00814221j -0.00497369+0.0266659j -0.0152875+0.0199223j 0.0192058-0.0133598j -0.0158909+0.0101589j -0.00139252-0.0176441j -0.00268935+0.0063423j 0.0368363-0.0025352j -0.0120966-0.000637097j -0.00522055-0.00482147j 0.0169834-0.00544963j 
-0.00532671+0.0445886j 0.0380457-0.0269531j 0.00141029-0.121509j 0.123945-0.0344814j -0.00894916+0.0122157j 0.0303899+0.0447371j 0.0061711-0.00349796j -0.0146699+0.00333256j -0.00527811-0.0103382j 0.00990998-0.0493623j -0.00906266+0.0073536j 0.0110835+0.034106j -0.00433313-0.00520487j -0.0221167-0.0282074j 0.0259977-0.00071618j 0.00907383-0.00712641j -0.028757-0.00813071j -0.0605801-0.0202105j 0.00508464-0.0149687j 0.0177643-0.0108795j 0.00547866-0.0134238j -0.0450882-0.032247j -0.019828-0.0166196j 0.0134382+0.0230245j -0.00822972+0.000153487j 0.00547193+0.01867j -0.0213753-0.00543591j -0.0432407+0.0193837j 0.0104479+0.00886875j 0.00971398+0.0472001j 0.0542933+0.0261582j 0.0152066-0.0263171j -0.0154178+0.0286868j 0.0181075-0.00152284j -0.000237857-0.00618111j -0.0120542-0.00575546j 0.0111373-0.0218155j -0.00745351-0.0137555j -0.00841541+0.0307747j -0.0097157+0.0323438j 0.0075424+0.0213375j -0.00246653+0.0040707j 0.0152991+0.0123367j 0.0229269-0.0144326j -0.00193021+0.0244272j -0.00695102-0.0399665j 0.0162522+0.00745737j 0.0072538-0.00449117j 0.00564374+0.00210748j 0.00747938-0.0270262j -0.00119716+0.00365053j -0.00110511+0.00723803j -0.00425584+0.0303164j 0.00242652-0.00639588j -0.00143818+0.0109098j 0.00230457+0.019206j -0.0065778+0.0064685j -0.00533182+0.00204684j -0.00189029-0.0020509j -0.00593277-0.00405683j 0.00641927+0.0152886j 0.0154656-0.00782491j 0.0125541+0.00149989j -0.0153732+0.00472376j 0.000586986+0.0175994j -0.00351775-0.00355912j 0.00588627-0.00260594j 0.00075322-0.000314466j 0.000869984+0.0162939j -0.00649764-0.0091935j 0.00455856+0.0160472j -0.00799816+0.0118882j -0.0109737-0.00586934j 0.00213036-0.0111836j -0.000176914+0.00677865j 0.0131847+0.00353213j 0.0078236+0.00429069j 0.00546315+0.00216798j 0.0118758-0.00169307j -0.00416073-0.00856526j 0.00246137+0.00234926j 0.00858449-0.00266057j -0.00167329-0.012655j -0.00107219-0.00378009j 0.0106559+0.0064517j 0.00055844+0.0159558j 0.000600826-0.00307886j -0.00423738+0.00487749j -0.00758172-0.0102144j 0.00629973+0.000779378j 0.00213905-0.000812162j -0.00375952+0.0122073j 0.00831369-0.00501439j 0.00264099+0.00374742j 0.00275895-0.00537827j 0.00486305+0.0044913j -0.0155246+0.000644674j 
0.0331925-0.0246487j 0.00975782-0.0319871j -0.189658+0.029012j 0.0286467-0.121817j -0.0259992-0.0473214j -0.0048423+0.0251606j -0.0119525-0.0335346j -0.00538404-0.00970445j 0.00527402-0.0213009j -0.00105715-0.0384228j -0.0376815-0.099501j 0.00367086+0.0217462j -0.000405944+0.014535j 0.0109454+0.00525311j -0.021015-0.0472881j 0.0045264-0.0103165j -0.000151818+0.0315003j 0.00828488+0.0456025j -0.00517893-0.0124467j 0.00470353-0.00688287j 0.0104885-0.00414845j -0.0153579+0.0251425j -0.00799824-0.0118769j -0.00829815+0.0250036j -0.0157252-0.0222208j -0.00514599+0.0076j 0.00608698-0.00557735j -0.00112345+0.0682611j -0.0447442-0.0518731j 0.00313595+0.00126117j 0.00353786-0.0547009j -0.0435766-0.0391128j 0.0324857+0.0351464j 0.0414253+0.0418797j -0.00215821+0.0191561j -0.00254361-0.0221161j 0.0200903-0.013224j -0.000160395-0.00354962j 0.000828372-0.0420719j -0.00645412-0.000930634j -0.0177135+0.00981436j -0.00345952+0.0128504j -0.0107192+0.00420302j 0.00604988-0.0113639j -0.00509668+0.00730035j 0.0192103-0.0314734j -0.0108859+0.00925089j -0.004683+0.00493468j 0.0049718+0.0137497j 0.00285139-0.00866797j 0.0134478-0.0121806j -0.00597957+0.0176388j 0.00803759+0.015173j 0.0118018-0.018257j -0.0198871+0.0233871j -0.0126645+0.00271442j 0.000634861+0.00423778j 0.0108343-0.0198483j 0.0130712-0.0107966j -0.000383285-0.00374225j -0.0087378+0.00214451j 0.000735988-0.00814395j -0.0037084-0.00191874j -0.000190522-9.06811e-05j -0.0157853-0.00155643j 0.000917821-0.00445205j 0.000747833+0.00399198j 0.00259507-0.00291871j -0.00271438-0.00524296j 0.00292796-0.00897549j -0.00185861+0.00754729j -0.00312526-0.00667663j 0.00554974-0.0108839j -0.00587537-0.00298099j 0.00958903-0.0107424j -0.00604951+0.00633329j 0.00722147-0.00537526j 0.00149683+0.0150978j 0.000459311-0.0010684j -0.00760777-0.00276382j -0.00667584-0.000521684j -0.00164129+0.000940465j 0.00514821-0.00261621j 0.000395457+0.00833977j 0.00331822-0.00282596j 0.00574819-0.00891267j -0.00210464+0.0018362j -0.00220963+0.00595588j 0.00323576+3.39373e-06j 0.00128193+0.00527852j -0.00673017+0.00963552j 0.00867249+0.00680176j 0.00220379+0.00118067j 0.000255671-0.00556477j -0.0131257+0.000185984j 0.00559943+0.00339786j -0.00450221+0.00115884j 
-0.0165169-0.00733964j -0.0144534-0.00824633j 0.0163011+0.0553654j -0.184154-0.0498288j -0.00609377-0.0130122j -0.0255839-0.013806j -0.0386503+0.062973j 0.00420445-0.0572597j -0.0356153+0.0360356j 0.0475107+0.0136104j -0.00397953+0.116893j 0.0697365-0.0274215j -0.0200316-0.0106966j -0.047465+0.0434132j 0.0255379+0.00528955j -0.041296+0.0252366j -0.0399347+0.00425811j -0.066666+0.0140482j 0.00650881+0.0159388j -0.0162026-0.00953641j 0.00963093-0.0182223j -0.0365314+0.0213681j 0.0096844+0.00812509j -0.00559465+0.0271607j -0.000589321+0.0326541j 0.0117782-0.0283117j -0.00896857-0.0462944j -0.0155699-0.0151598j 0.0038916+0.0303203j -0.00210536-0.0179117j 0.00807851-0.0357999j -0.0161449+0.0576671j 0.0101712-0.053364j 0.0213025-0.0647921j -0.00714827+0.0553951j -0.0113749+0.00418622j -0.0190961-0.0123356j -0.000616957-0.0309685j -0.0173821-0.0154803j 0.0170883+0.00274505j 0.0103323+0.0169614j -0.0157948-0.0263102j 0.0161552-0.00955682j -0.00292573-0.0139246j 0.0114396-0.0261149j 0.0028499+0.0316169j -0.00590054-0.0405833j -0.00385467-0.0234985j -0.00537534-0.00232077j -0.00832108-0.0212058j 0.0020509+0.000147482j 0.00171337+0.0190284j 0.00878989+0.0216835j -0.00410215+0.0185013j 0.000101572-0.00598782j -0.00148075-0.00798199j -0.014273+0.00188981j -0.00836162-0.0178868j 0.0040737-0.00170724j -0.00625813-0.00329564j 0.00935938-0.00348426j -0.00976234+0.000230047j -0.0055255-0.00020246j 0.005923+0.00096394j -0.000501992+0.0133676j 0.0106221+0.0213538j 0.00325493+0.0177885j -0.00797631-0.0304308j -0.00125992+0.0296184j 0.0055772-0.00303668j 0.00468015+0.00925116j -0.0106107-0.00470517j -0.0155663-0.00535503j 0.00222083-0.0216717j -0.00328487+0.00460873j 0.00814582+0.0134119j -0.00905624+0.00860311j 0.000119411+0.00674463j -0.00465988+0.015174j 0.000242315-0.0117876j 0.0094662+0.00405878j -0.000657746-0.0239684j -0.00455888+0.00607889j 0.00921741+0.00467116j 0.00216392+0.0186595j 0.00643302+0.0376685j -0.00243664+0.00185054j 0.00840862+0.0235957j -0.00340486-0.0111633j 0.0197329+0.00528257j 0.0128701-0.00809932j 0.00650454+0.031245j -0.00173012-0.0289497j -0.0144142+0.00769485j 0.044501-0.0162851j 0.0184539+0.00665346j -0.0329848+0.0126464j 
