-0.028308+0.00735596j 0.0350277+0.00899908j 0.017569+0.0108695j -0.0258745+0.00615195j -0.00411852-0.0224517j -0.000885299+0.0173835j 0.0120185-0.00337742j 0.0032663+0.000448541j 0.0280399-0.015815j -0.0144089-0.00604651j 0.00662802+0.0139433j 0.000542132+0.00600024j -0.00675383+0.00860338j 0.000113873-0.00580581j 0.00695781+0.00349843j 0.00252105+0.0110915j 0.0104319-0.000575796j -0.00232321-0.0171341j -0.0056863-0.00435049j -0.0119989-0.000105216j -0.00166074-0.0078816j 0.018923-0.00434499j 0.0101684-0.0110408j 0.0140556+0.00043119j 0.00811082-0.00835677j 0.00963202-0.000933044j 0.00564548-0.0024085j -0.00391609-0.00397528j -0.0136755+0.00780689j 0.00106064+0.0039531j 0.00895899-0.00224129j -0.00162846+0.0237318j -0.002695-0.0098303j 0.00874172+0.00143264j -0.0142772+0.00449796j -0.00229827-0.00640654j -0.00191894-0.00861753j 0.00355261-0.00470539j 0.0025246+0.00637312j 0.0166293+0.00426999j -0.0133701+0.00276825j 0.0119359+0.0100597j -0.000294696-0.00903503j -0.00198762+0.00531993j -0.00226167-0.00776021j -0.00392548+0.00459606j -0.00840786+0.0106333j 0.002088+0.00644138j -0.0289621-0.00673013j -0.00394008+0.013713j 0.00176982-0.00394627j -0.0078926-0.00788698j 0.000288636-0.00834062j 0.00337993+0.0004458j -0.00508843+0.000562019j 0.0106723-0.00673023j -0.012346-0.00414135j 0.0120728-0.0050778j 0.00428709-0.00242902j -0.0131428-0.000207733j 0.014789-0.0171244j -0.00207097+0.00371352j -0.0166425+0.00231447j 0.00785911-0.00732188j 0.00336682-0.00270186j 0.000343531+0.00798156j -0.0199757+0.00677398j 0.00910168+0.0033887j 0.00362641-0.0173723j 0.00460933+0.0090486j -0.0113599-0.00196727j 0.0316662-0.0185019j 0.0216298+0.0156071j 0.00320871+0.0114412j 0.0069393+0.00514827j -0.0217962+2.48509e-05j -0.00542356-0.00277363j -0.0171841-0.0111224j -0.0204111+0.015523j 0.00825071-0.00579337j -3.34597e-06+0.0116812j 0.00780767-0.0077109j -0.00711116+0.0282303j -0.0105533-0.000388329j -0.00657089+0.0025058j 0.0104564-0.0249558j -0.00573576+0.013908j 0.00486062-0.0363115j 0.00540227+0.0283673j -0.00544768+0.022457j -0.00392846-0.0121999j 0.000666402-0.225897j 0.00468973+0.0140296j -0.0027785+0.0169445j 0.0154684+0.030369j 0.0224248-0.113583j 0.20646+0.00272107j 
-0.0213969+0.0113387j 0.036088+0.0094615j -0.0908994-0.014069j -0.0907415-0.0314336j -0.04659-0.0301075j 0.0133623+0.0207161j 0.0844529+0.037626j 0.0542286-0.0533666j -0.0159861-0.0174065j 0.0427585+0.0512701j 0.073522-0.0181057j -0.00652184-0.0102976j -0.0134607-0.0248924j -0.0115385+0.0505578j 0.0894071-0.0239616j -0.077227-0.0223111j -0.0455441+0.0558844j -0.0204358+0.0485641j 0.0281465+0.000571492j -0.0347015-0.00480595j 0.0117532-0.0066138j 0.0468876+0.0293617j 0.0561597-0.0057642j -0.00720438+0.010134j -0.0112134+0.0173821j 0.00806534-0.0203722j 0.029831+0.0307138j -0.0145021+0.0545313j -0.029953-0.0504616j 0.0361904-0.0170904j 0.0450033-0.0993635j 0.000120177+0.00793335j 0.0397522+0.0477936j -0.0607294-0.0223278j -0.0165103+0.0889284j 0.00286099-0.0308983j -0.0728019-0.0386517j 0.0870803-0.0549037j -0.00672856+0.00540874j 0.070721+0.0454567j 0.00173471+0.0154938j 0.0517166-0.0802549j 0.0541861+0.0541572j -0.0259625+0.0459981j 0.00632188-0.108264j -0.0115407+0.0434167j 0.047201+0.0393142j -0.0353573-0.0126066j 0.0424613-0.0418089j -0.0491668-0.010895j 0.0417008-0.0157771j 0.0260095-0.00824316j 0.0241683+0.0138631j -0.00315411+0.0038855j 0.0289886+0.0362644j 0.023337-4.61933e-05j -0.00129743-0.0602006j 0.040509+0.0371473j -0.0596871+0.0351763j 0.0470831+0.0502681j -0.0439975+0.0580926j 0.020238-0.0235105j 0.0368972+0.0363211j 0.0426537+0.00581976j 0.0769174+0.00966496j -0.0213317+0.0244905j -0.0346345+0.00414633j -0.0244513-0.071855j -0.0163134-0.0618544j 0.027927-0.0743919j -0.0201038-0.0147074j 0.0189468-0.0339425j 0.0311894+0.0156293j 0.103316-0.0135118j -0.0220503-0.0394689j 0.0185053+0.0131453j 0.030231-0.0476551j -0.0106659-0.000420347j 0.0140815+0.00167276j 0.00916588+0.010145j -0.00330727-0.0613401j 0.00593841-0.0019282j 0.0036005-0.024142j 0.00762121+0.0624443j 0.0152521-0.0637643j -0.0310867-0.0432252j 0.00866656+0.00129522j -0.0341045+0.00458714j -0.0613567+0.0488418j -0.0168171-0.00478244j -0.0399794+0.0383335j -0.00760226+0.0155166j -0.0174157-0.0180907j 0.00469195-0.0199923j -0.0250807+0.0235879j 0.00854397-0.000633194j -0.00886382+0.00270512j 
-0.0345363+0.00219482j -0.0168373+0.0096538j 0.000922223+0.0180607j -0.0109556+0.00891973j -0.0123196+0.0124879j -0.0529794+0.0311698j 0.00478042-0.0239322j -0.0363988-0.0313243j -0.0620765+0.00983181j -0.0215459+0.00355673j -0.0182476+0.0419428j -0.0668623-0.0145158j 0.0357971-0.00394835j -0.0161451-0.0428518j -0.0761777+0.00482567j 0.0172176-0.00147029j 0.0178131-0.0158049j -0.045686-0.0167879j -0.0249332+0.0117854j 0.0656988-0.00571167j 0.0165317-0.0470726j 0.0209084+0.0120176j -0.0399444+0.0336766j 0.01665-0.0120291j 0.01424-0.0258236j -0.0225001-0.0013411j -0.0527647-0.0167539j 0.030932-0.00354424j 0.030534-0.00586248j 0.0368555-0.00619439j 0.0210668-0.0111626j 0.0782219+0.0212174j 0.114996+0.0137191j 0.0797113-0.0362166j -0.0195872-0.00898098j 0.0248574+0.0176147j 0.0128057-0.0263897j -0.0119133+0.0021326j -0.0179176-0.0484087j -0.0402004-0.04575j -0.00847394-0.0179131j -0.033712+0.0392726j 0.0287909+0.0785162j -0.0673641-0.0283447j -0.015451+0.0626954j 0.0778876-0.00384994j -0.0136761-0.0226267j -0.000871429+0.0375461j -0.00673472-0.00757172j 0.0242984+0.0316969j 0.00219978+0.0317142j -0.0194005-0.0191821j -0.00479819+0.0223938j -0.0277276+0.0176125j -0.0120312-0.0169382j -0.0263628+0.0353462j 0.0338212-0.0439948j -0.0560708-0.0010481j 0.0336379-0.0240138j 0.04284+0.101391j 0.0533284+0.0762125j 0.00731735+0.0681116j 0.0310714+0.0330582j 0.0208313+0.0719739j 0.049108-0.0284793j -0.0390885+0.0939439j -0.0407684+0.0574542j -0.0205733+0.0260594j -0.0550116-0.0754958j 0.0302442+0.0339081j -0.0239605+0.0595848j -0.0622013+0.0221324j 0.045893-0.0242431j 0.0270252-0.100272j 0.0441838-0.0607131j 0.0325391+0.00030775j 0.00351642-0.0459936j -0.00328856-0.0193932j 0.0256687+0.00985546j -0.0423722-0.00674526j 0.0886222+0.00854538j 0.0600557+0.028235j -0.03552+0.0318789j -0.00658806+0.018323j 0.0128312-0.0213587j 0.00737391+0.0372539j 0.0135324-0.0211193j 0.00130441-0.0151967j 0.0191126-0.0233261j 0.0116436-0.0255912j -0.0335741-0.00881949j 0.0101994+0.00442039j 0.00538263+0.00295114j -0.0119034+0.0231372j -0.00150026-0.00129286j 0.00578131+0.00523578j -0.00407491-0.00528274j 
0.0291418-0.00312733j -0.0271146-0.00819788j -0.00476978-0.0218462j 0.0971781+0.0105275j 0.0353162+0.022072j 0.00968832-0.0337867j -0.00371696-0.0381031j -0.0525222-0.00428824j -0.108796-0.0134455j -0.0132798+0.00838136j 0.0378048-0.0558227j -0.0848769-0.00761913j 0.0163039+0.00703279j -0.0255543-0.0513904j -0.0115075+0.0497548j 0.00157596+0.0112815j 0.0633677-0.0334556j 0.0779884+0.00729723j 0.0282313+0.0120852j 0.0113779+0.0220748j -0.0132068-0.0042049j 0.0469335-0.0218019j 0.015858+0.0115469j 0.0365241-0.0324983j 0.00729558-0.0427844j -0.00395097-0.00428257j 0.0388368+0.0422325j 0.0102176+0.039528j -0.0168576-0.0339265j 0.0442951+0.00500287j -0.000565164-0.0286101j -0.0362911-0.0236997j -0.0872856+0.0430188j 0.0161161+0.00784994j -0.0100824-0.0488669j -0.0124288+0.0198028j -0.0225854+0.0361149j 0.0502589+0.0691812j 0.0691405-0.0229323j -0.0211367-0.0140259j -0.0251705-0.0664446j 0.0326842-0.00541246j -0.0426004+0.0871451j -0.0188428+0.049782j -0.00373752+0.0846004j -0.0574201-0.008153j 0.0178666-0.0412794j 0.0383311+0.0540851j -0.079702-0.031501j 0.0251092+0.0431059j -0.0210006-0.0144325j 0.02089-0.0243888j 0.0393537-0.0382752j -0.0548561-0.0528202j -0.0309118-0.0102437j 0.00258373+0.0482296j 0.0414872+0.0309429j 0.00129582-0.0327342j -0.0506804+0.0137713j -0.0431129-0.0426065j 0.0626658-0.0778684j 0.0402861-0.00961891j 0.0465008+0.080854j -0.0243051-0.0214507j -0.0199346+0.0154307j -0.0668574+0.034627j 0.0591463+0.0685109j 0.00461574+0.0464948j -0.0400264-0.0794243j -0.00270166+0.0682055j -0.0652647+0.0413762j -0.0738288+0.0457527j 0.0284168-0.00576437j -0.0377242+0.0775542j 0.0224594-0.00230455j 0.00252304-0.0212862j 0.059713-0.0400495j 0.0242423-0.023915j 0.0116201-0.0376206j 0.00261132+0.0093322j -0.009854-0.00166404j -0.0540299-0.0157715j 0.0375867-0.0799758j 0.0112424+0.000745181j 0.00160202-0.0187972j -0.00399023+0.00365964j 0.00239754-0.0116755j 0.0130188+0.0455534j -0.00794453+0.0100925j -0.0252641+0.0152682j 0.0205716-0.00238156j -0.00360057-0.00702917j 0.00387755-0.0275193j 0.028259-0.00586775j 0.0190551-0.0135614j 0.0249698-0.00554747j -0.00421081+0.0116178j 
0.0790683+0.00922896j -0.0072867-0.0202185j 0.0284699+0.0101835j 0.00543387+0.0221752j -0.00347306-0.0311036j -0.0393264-0.0706144j 0.106689-0.0177646j 0.0107839+0.0199081j -0.071254-0.00145133j -0.0382173-0.0391401j -0.0387752+0.0132754j -0.0592414-0.00594094j 0.0288962+0.0367277j -0.00555514+0.0254733j -0.0290743+0.0260535j 0.0355941-0.00608962j -0.0156082-0.0274311j 0.0103113-0.00177284j 0.0197915+0.0554742j 0.043239+0.0171601j -0.0384375-0.00694393j -0.00643499-0.0431225j -0.0564365+0.0216063j -0.0141856-0.0215599j -0.0201148+0.0310902j 0.0175854+0.00388247j -0.0660131+0.00290164j 0.013682-0.0169989j -0.00233181-0.0187597j -0.0204657-0.0285909j 0.00743151-0.0171902j -0.0313323+0.00708807j -0.0589342+0.00303397j 0.0448338+0.00664148j -0.0221069+0.0449636j 0.0207815-0.00436791j 0.0107601-0.00407038j -0.00375015+0.00607566j 0.0204426+0.0218494j 0.0166241+0.0203046j -0.0144396-0.0023039j -0.0694918+0.0042649j 0.0331435+0.0639109j -0.0388986+0.00693867j 0.0258443+0.0757667j -0.0276036-0.00749435j -0.0790488+0.000821341j 0.0111785+0.0183719j 0.0447548-0.0113321j -0.00414223+0.0322254j -0.0442191+0.0114761j -0.00946052-0.0847946j -9.96556e-06-0.0166548j 0.0231876+0.0271022j 0.0321303-0.0431216j -0.0498131-0.0235081j -0.0497395+0.00729654j 0.000202441+0.002581j 0.0583459-0.0215516j -0.00463364-0.0994508j -0.0353907-0.0410642j -0.0290725+0.00915678j -0.0590141-0.083765j -0.0784282-0.0195699j -0.0875993-0.000984656j 0.0362988-0.061053j 0.0561581-0.0459963j 0.0201866-0.032501j -0.0228338+0.108038j -0.041686+0.0604023j -0.00563183-0.0481205j 0.00396996+0.0122607j -0.0441376-0.0114057j -0.0226321+0.030115j -0.0349927+0.0226404j -0.0169588+0.0326378j -0.041134+0.00275831j -0.0516594+0.0422334j -0.0125437+0.0164631j 0.0236953+0.00829427j -0.0222829+0.0684432j -0.00613479+0.0375804j 0.00329111-0.0284333j -0.00769314-0.0237337j -0.0198769+0.00293106j -0.0153167+0.0235492j 0.0229297+0.00492473j 0.0157192+0.0361802j 0.0302658-0.0127571j 0.032039+0.0144452j -0.00801976+0.009207j 0.0188111+0.00980367j -0.00809773+0.0233934j 0.00637209+0.00245842j 0.0192021-0.00633682j -0.0126004+0.000568678j -0.00787118+3.33826e-05j 
0.0806797-0.00325556j -0.0321682-0.0239864j 0.0250859-0.0197097j 0.0595451+0.0107588j 0.03339+0.0109463j 0.0469495-0.0755702j 0.0142224-0.012089j -0.0185199+0.0392513j 0.0338404+0.00384874j -0.0579271-0.0285293j 0.0335059-0.0376938j -0.0392529-0.00783935j 0.0342416+0.0283323j 0.00379022-0.011338j 0.0388613+0.0511939j 0.0130172+0.00597189j 0.0562781-0.0158819j 0.0654551+0.00175266j 0.00270905-0.0130776j 0.0222577+0.0409504j -0.00903499+0.0295638j 0.0229287-0.0123802j -0.0413389+0.0104754j 0.00856564+0.00212573j -0.00564178+0.00898935j 0.0386157+0.0282512j 0.0824393+0.0440129j 0.0492505+0.0121455j -0.0564516+0.00571835j 0.0351072-0.0158458j 0.0443053-0.0336907j 0.00744804-0.0375979j -0.0471369+0.0152709j -0.0482804+0.0373025j 0.0216241-0.0068319j -0.00860946-0.0102758j 0.0582593+0.0247689j 0.0535849+0.0331276j 0.0190093+0.0127615j 0.0332331-0.0104777j 0.0487185-0.0425018j 0.0497082+0.0173033j -0.0139626-0.000760664j 0.024408+0.0182467j -0.0628477+0.0302571j -0.0668218-0.0145416j 0.0254387+0.00984834j 0.0349007+0.0167763j -0.00560966-0.00214572j -0.00714842+0.0541983j -0.0117975-0.0101106j 0.018057-0.0358244j 0.00873968-0.0374894j -0.00106216-0.0907003j 0.0119234+0.0640826j 0.0248212-0.010504j 0.0297563+0.0299773j -0.0387819-0.00433162j 0.0157416-0.00446354j -0.0910146-0.07395j 0.0103487-0.116934j 0.0414266-0.0313578j 0.0106342-0.0267924j -0.047963-0.0662519j -0.0662859+0.0246276j 0.00633742-0.0647886j 0.0456958-0.00958563j -0.00421806+0.0438163j -0.0376751-0.0258345j -0.0630583+0.0207015j -0.00688884-0.0384252j 0.00530262-0.0171698j -0.0135211-0.0218905j -0.0385861+0.0618424j -0.0447943+0.0037488j -0.0149176-0.00648433j 0.0405854-0.071179j 0.00855508-0.0211602j 0.00467494-0.0479566j -0.0463771+0.0194762j -0.0391865+0.045206j 0.00549035+0.00949112j 0.0568906+0.0296165j 0.00468442-0.00400667j 0.0220675-0.0485581j -0.0023036-0.0211908j -0.0021308-0.0299196j 0.00479404+0.0402838j 0.0533674-0.000229802j 0.0269053-0.0255416j -0.00316267+0.0166025j 0.00822558-0.00469904j -0.00365002-0.0114001j 0.0424276-0.0144796j 0.00799056-0.00538844j 0.012987-0.00405414j -0.0101907+0.00640972j 
0.0259578-0.00283516j -0.0205596-0.0114208j 0.00469277-0.0139924j -0.0470274+0.00116342j -0.00390556+0.0110767j 0.0165155-0.0306141j 0.0683071+0.0193979j 0.00810025+0.00483107j 0.0248313+0.00400462j 0.0185792-0.0157517j 0.0445496-0.000899967j 0.0321807+0.01533j 0.0443856+0.0125336j 0.00685968-0.00796547j 0.0477954+0.022835j -0.0182527+0.0191846j 0.0163783+0.00850365j -0.0138012+0.0180021j -0.0223269+0.0284188j -0.0148563+0.0175173j -0.00848009+0.0248168j 0.01286-0.0015225j -0.00195649+0.0322842j -0.0379879+0.0295981j -0.00151765+0.0228976j 0.0842698+0.0181047j 0.0772546+0.0540791j 0.0341301+0.0329496j -0.0584743-0.0155893j -0.0212335-0.0120688j 0.0601029-0.0296953j 0.0489182-0.000283362j 0.0172841+0.0126124j -0.020425-0.000342485j 0.00289342+0.0363001j 0.0836492-0.0242122j -0.0362385-0.0366336j -0.0220474-0.0305846j 0.0502963+0.0314629j -0.0446652+0.0149442j -0.0460703+0.0118562j 0.0431535-0.00622373j 0.0661715+0.00296878j -0.0316606-0.00546837j -0.0321166-0.0343123j -0.0233222+0.00127197j 0.0245057+0.00421413j 0.0148798+0.00502746j 0.0235029+0.00499309j -0.0441791+0.0295123j 0.00560142-0.0275684j 0.020365-0.0363562j -0.0244385+0.0116108j 0.0121853-0.0652416j 0.0199901+0.10307j 0.0524104-0.054923j 0.023862+0.0294639j 0.0120083-0.00761191j -0.00918559-0.0563844j 0.00756986+2.77117e-05j 0.0148406+0.00719629j 0.0232829+0.033396j 0.0635819-0.00400073j 0.00725195-0.000101989j -0.0243038-0.0359869j -0.0504707+0.0137259j 0.0120281+0.0016532j -0.00614151+0.0354935j -0.0307459-0.105809j -0.00902254+0.00236513j -0.0257198-0.0657749j 0.0148584+0.00566686j 0.0286816+0.0237969j -0.0255401+0.0463393j 0.0523724-0.111746j -0.0153078-0.0234376j 0.0615508-0.0860053j -0.0304255+0.0225327j 0.0503158+0.000324354j 0.00922358+0.00878774j -0.0293798-0.024474j 0.00968253-0.0211384j 0.0287927-0.0247606j -0.0338693-0.00121681j 0.0722046-0.00835995j 0.00933642-0.0297357j -0.0149951-0.0187673j -0.023887+0.0230946j -0.0307112+0.00797887j -0.00222694+0.0212966j 0.00914755+0.00380743j -0.00299123-0.00890164j -0.00161561-0.0108641j 0.0323345-0.0105094j -0.0107018-0.00255817j 0.00918833-0.00395418j 0.0080605+0.00301319j 
0.0180263-0.00966369j -0.0397287-0.00718417j 0.0125529+0.0237144j -0.0611714-0.00698712j -0.0447815+0.0177954j -0.00661943-0.0361218j 0.058595+0.0460722j 0.125824-0.0338135j -0.0882305-0.0391126j 0.0755067+0.0412207j 5.69464e-05+0.0291697j 0.113879-0.0285917j 0.0282993-0.0415073j -0.00487747+0.0856082j 0.0229375+0.0261593j -0.118401+0.0187719j -0.0634114-0.0441426j 0.045034+0.038017j -0.0152774-0.0127563j -0.0529215-0.0282154j 0.0156329+0.00346388j -0.00670031-0.04438j 0.040861+0.0150489j 0.0312514+0.0301943j -0.0765852+0.0105501j -0.0438238-0.00495178j -0.00306922+0.00451207j 0.00643637-0.0250824j 0.0540931-0.0128245j -0.0349375-0.0192869j 0.0560717-0.0188717j -0.0117894+0.0527837j 0.0882067+0.019349j -0.0511921-0.0526279j 0.0471049+0.050414j -0.000899507-0.0158982j -0.0450719+0.0275635j 0.0661713-0.0263462j -0.13275+0.0192036j 0.0462101+0.0870415j 0.00946478+0.0327161j -0.0470397-0.127762j -0.0604108+0.0574643j 0.00499817+0.0967059j 0.0727947-0.134208j 0.0603366+0.0590861j 0.00961287-0.0186905j 0.000118062-0.0810554j -0.0464476-0.104613j 0.0188009-0.0831424j -0.045656-0.0136287j -0.0158464+0.118419j 0.0123055-0.0539172j -0.00426789+0.00577249j -0.00472693-0.0929105j 0.0124445+0.0242929j -0.0166222-0.00321767j 0.027402-0.00847615j -0.00120652-0.0240644j -0.00252109-0.027505j -0.00175333+0.0413694j 0.0237335-0.0840188j 0.0164859+0.0361317j 0.0483858-0.0237637j -0.0247353-0.0546964j -0.0152834+0.0521802j 0.0265897-0.0137335j 0.00668574+0.00314678j -0.0109145+0.0484707j 0.0238465+0.0204503j 0.010189+0.0411577j -0.0135422+0.0185147j -0.0263704-0.0240507j -0.016474+0.00485889j 0.00461103-0.0353838j -0.00590167-0.028763j -0.0397284+0.0153925j -0.0143874+0.0199946j 0.0104056+0.0286078j 0.00788286+0.0207011j 0.0248514+0.029653j 0.000602846+0.020842j -0.00985904+0.0307616j -0.0303546+0.00406531j -0.0406327+0.00656102j 0.0058761+0.0163522j -0.0074661-0.0134738j -0.0099786-0.00559335j 0.0269809-0.0101076j 0.0499057-0.00313503j -0.0189206-0.00711093j 0.00835117+0.00566608j -0.00262884+0.00277881j -0.000945689+0.00545367j -0.000130784-0.000402286j -0.000229772+0.00126616j -0.00412315+0.00074848j 
0.021585+0.00833643j 0.0222576-0.00986741j -0.0872375-0.00920786j 0.101709-0.0300539j 0.109334-0.0125558j 0.0450331-0.0405839j -0.122034-0.0673137j 0.11532+0.0193713j -0.0860838-0.00387784j -0.0447361+0.0939973j 0.0658497-0.0949363j -0.0780822-0.0255462j 0.00242818-0.00917313j 0.140756+0.027788j -0.0415579-0.0147745j -0.0058029+0.011543j 0.0259637+3.85937e-05j 0.0696596-0.0010187j 0.0268457-0.00578467j 0.0141771-0.00914178j 0.0122082+0.0216577j 0.0445119+0.0414514j 0.015318+0.0126448j 0.127084-0.0305741j -0.0206593-0.041123j -0.0745078-0.0176189j -0.0630058+0.00906148j 0.0157885+0.0265741j -0.0647449-0.0188018j 0.0186063+0.0373813j -0.0205196-0.0326685j -0.000697114-0.0705724j 0.0438512-0.017946j -0.014946+0.00444811j -0.0492869-0.165287j 0.0691884+0.0741475j -0.0693222+0.10589j 0.00700228+0.123399j 0.0510617-0.0497373j 0.0211851-0.00953674j -0.0395118-0.05299j 0.0399478-0.0493727j 0.0152256+0.0226795j -0.0100521+0.074662j 0.0328884-0.0493442j 0.0530882-0.0289087j 0.0122885+0.0885825j 0.000165387+0.0326656j -0.0103823-0.00977051j -0.0162072+0.0103883j 0.0559209-0.017273j -0.000628956+0.000848628j 0.0536999-0.0785982j -0.031299+0.0213485j -0.0032222-0.069751j -0.00292217+0.0618974j -0.00274958-0.0478274j -0.000969284+0.0119635j -0.011024+0.0715991j -0.0146906+0.0423954j -0.0153465+0.0273614j -0.0134848+0.0208189j -0.0101483+0.0133358j 0.0138727+0.0332617j 0.0101915+0.0552857j 0.0264902+0.0157881j -0.00888481-0.0207053j -0.0550724+0.00103348j -0.0179386-0.00167257j 0.0127595-0.00399629j -0.026998+0.0403125j -0.00404129-0.00125022j 0.0163125-0.030975j -0.000530849-0.0438566j 0.00293074+0.0303768j 0.00846909-0.041129j -0.013226+0.0415451j 0.0501912+0.014799j -0.00573034+0.0291623j -0.00312365-0.0316942j 0.0171544-0.042648j -0.0283306-0.00645942j -0.0312316-0.0145943j 0.00703672+0.0154406j -0.0606976-0.00428598j -0.0265692+0.00269284j 0.006584+0.00196476j 0.0232703+0.0527316j -0.0145541+0.0084131j -0.0124544+0.0239249j 0.0205071+0.012996j 0.00254106+0.0121016j -0.00910976-0.0137457j 0.0065605-0.014326j 0.0221887-0.0205777j 0.0113284-0.00372316j -0.00435712+0.0137239j 
-0.00307106+0.00236081j 0.00141781-0.00340191j -0.0140449+0.0254603j -0.0298471-0.0152327j 0.0133484-0.000328853j -0.00498315-0.00711408j -0.0356884-0.0309294j 0.0633418+0.0181466j -0.0639289-0.00435162j -0.0788947+0.0463384j 0.0343768+0.0246459j -0.0270059-0.0226901j 0.0548677+0.00963555j 0.0433671-0.00710317j -0.0224033+0.0179171j 0.0151198-0.00143994j 0.0555223+0.0107276j 0.0436276-0.0177808j -0.00611549+0.0109855j 0.0317835+0.0417378j -0.00321623+0.0338883j -0.00557565+0.0603107j -0.0499962-0.0184068j 0.0581138-0.018048j -0.0216512-0.00674242j 0.00324941-0.0266537j -0.0419427+0.0109661j 0.0490307+0.0133954j -0.00794107+0.0136966j -0.0213917-0.00954481j 0.022188-0.0609562j 0.0108377+0.0209764j 0.0471941-0.0286758j -0.04051-0.0309373j -0.0098532-0.0468596j -0.0727844+0.0449331j 0.0867599+0.0163391j 0.0232263+0.0365714j -0.0107443-0.0195259j -0.00334443-0.0176478j -0.022256-0.0361563j 0.0223226+0.0069942j 0.0284707+0.0372051j -0.0177097+0.0236072j -0.0114105+0.0119112j 0.044307-0.0208736j 0.0278671+0.0204023j -0.0572058+0.0290167j -0.0288453+0.0274004j -0.00600309+0.0479344j 0.0267735-0.000150681j 0.00935591-0.00610177j 0.0132117-0.0749341j -0.0459761+0.00779969j -0.0255371+0.0154023j 0.0401002-0.0256589j -0.00683589-0.0403078j 0.00980007+0.0502734j -0.0172782-0.0149742j 0.00236529+0.0201255j -0.0298063+0.0644757j -0.0173135-0.0240372j 0.00637752+0.00393668j 0.015278+0.00767812j 0.00948959-0.000683127j -0.0306915-0.0251572j 0.0247527-0.00295005j 0.0192809+0.00772979j 0.00164037-0.0752716j -0.00900141-0.0382028j -0.00784045+0.0437774j 0.0366721-0.0407534j 0.0378988+0.0255521j 0.0243739+0.0222492j 0.033276+0.0206109j 0.0143962+3.6447e-05j 0.0261768-0.0371182j 0.0343051+0.00397997j -0.00769183-0.0193414j -0.0397656-0.00332987j -0.0549026-0.05232j -0.0116744+0.00640843j 0.00138397-0.0307868j 0.0108535-0.0576827j 0.0167787-0.00171494j -0.00294868-0.00869945j -0.00921965+0.00205613j 0.00272895+0.0211342j -0.0254371-0.0134599j -0.055314+0.0497466j 0.000615503+0.00259845j -0.0138327-0.010067j -0.0104299-0.0184308j 0.0194356-0.00244294j 0.00991322-0.0114145j 0.0153489-0.00713194j 0.010823+0.00492861j 
-0.0262726-0.00368433j -0.00552001-0.00859954j 0.0192626+0.0457692j -0.190343-0.0169674j 0.0175534+0.0194352j 0.0078523-0.0091711j -0.0424005+0.00400974j -0.100527-0.0197881j 0.00771584+0.0475238j -0.0666359+0.0164521j 0.0132444+0.120539j 0.0235422-0.0448612j -0.0116493-0.00313898j -0.0600778-0.0240586j 0.0157119+0.0243771j -0.0363566-0.0187871j 0.0274077+0.015647j -0.0666965+0.0206014j 0.0227145-0.0106788j 0.0360213+0.058757j 0.0219024-0.0477162j 0.00253721+0.0712742j -0.00114559+0.0254563j 0.0384448-0.00126023j 0.0294631+0.0212283j 0.0123934-0.0433852j 0.000815966-0.0315364j -0.0252439-0.0131519j -0.0496746+0.0433623j 0.0242766-0.0330685j 0.012108-0.0383434j 0.0191395+0.0807107j 0.0196409-0.0488751j -0.0210084-0.0764054j 0.00589634+0.0764477j -0.0427273-0.0276078j 0.0190166+0.00796379j 0.0627739-0.020153j -0.0284497-0.0556541j -0.0100661-0.021502j 0.0401483+0.00174704j -0.0184693+0.00897533j 0.0062486-0.0279153j -0.025112-0.0372984j -0.0071422+0.0436809j -0.00778014+0.0177413j 0.0641166-0.0552285j -0.0481474-0.0251317j -0.00638704-0.00451507j 0.00238173+0.0353709j -0.0120016+0.00179766j 0.0144169-6.37593e-05j -0.0121409-0.0039097j 0.0263671-0.00411503j 0.0305787+0.0332093j 0.0299647-0.0205975j -0.00804992-0.0303316j 0.0109287+0.0326083j 0.00211787+0.0259122j 0.0176305+0.00315122j 0.00438078+0.0601843j -0.0141663-0.025901j -0.0774936-0.00622608j -0.0119759+0.000475829j 0.0779129+0.0245384j 0.0051498-0.0719942j -0.0273544+0.11053j 0.0364029+0.000832064j 0.0039519-0.0174656j -0.00661648-0.0136139j -0.0687105+0.0499469j 0.0282372-0.0675349j 0.000827902+0.0380943j -0.00564979+0.0196417j 0.0100835+0.015997j -0.00731841-0.0239147j 0.00266227+0.0051046j 0.0485429-0.0143583j 0.00985618+0.0109027j -0.0376693-0.00763134j -0.0145554-0.0387282j -4.26278e-05-0.00844587j 0.0144009+0.00155948j 0.0122368+0.026935j -0.00565148-0.0212734j -0.00730576-0.0142718j -0.00347383-0.00384716j -0.00332472-0.0104267j -0.0229937+0.0197981j -0.0275048-0.00250886j -0.00162974+0.0122367j -0.00557787+0.0102738j -0.00431352-0.00634383j -0.00998213-0.00854372j -0.00701036+0.0139727j 0.000168301+0.00274074j -0.000889276-0.00340268j 
