-0.0754207-0.0560065j 0.0555509+0.0248358j -0.00327451+0.0033647j -0.096763+0.0311931j 0.0149203+0.00557259j 0.0373427+0.00815113j -0.0201719+0.0211589j -0.00217257-0.0544056j -0.0469567+0.023685j 0.0320897-0.0190657j -0.0200746+0.00682683j -0.0191445-0.017315j -0.0134137+0.00306953j 0.027185-0.0037548j 0.00972769+0.00597042j 0.0193452-0.00610664j -0.0118915+0.00648884j 0.00331359+0.0210649j -0.0162589-0.00351878j 0.00419069+0.0103688j 0.026345+0.0033989j 0.00532699-0.0100291j -0.0127141-0.00633358j -0.000979238-0.00879534j -0.0173417+0.00186326j -0.0157533+0.000756771j 0.00162107-0.0109436j 0.0175069-0.00338405j 0.00843069-0.0146966j -0.0121981-0.0206872j -0.00409657+0.0135273j 0.0186577-0.0257731j 0.0170871+0.00913775j -0.00776557-0.00204254j 0.0128296+0.0022731j -0.0228301+0.00657213j -0.011522+0.00304494j -0.00485522+0.0206425j 0.0052946+0.0170526j -0.00387036-0.00298607j 0.0148547-0.0218174j 0.0130337+0.00550673j 0.0119037-0.00278518j -0.0257673-0.0048625j 0.00842048-0.00271142j -0.00280913-0.0165345j 0.0148901+0.00493195j -0.00432395+0.000796473j -0.000801435-0.00820035j -0.00902065-0.00245193j 0.0155642+0.0167845j -0.0110425+0.00786161j -0.0132801+0.0166364j -0.0107416+0.000561688j 0.00116523-0.000507806j -0.00331476-0.00459729j 0.00467314+0.0153242j -0.000628843+0.00108861j -0.00454159-0.0205481j -0.000784417-0.00564553j 0.00316712+0.00604616j 0.0107772-0.0097873j -0.00230493+0.0137095j 0.038133+0.00964527j -0.0194055-0.0259171j -0.00186201-0.0174729j 0.0123259+0.00723216j 0.00438858-0.00393079j -0.00860466-0.00687025j 0.0255925+0.00113154j -0.00438806-0.0111345j 0.00633962+0.0157477j 0.00729761-0.00919608j -0.0101795+0.00298782j 0.00919756+0.0175478j 0.0187517+0.05458j 0.00076734+0.0310333j 0.00178242+0.0522106j -0.0154967+0.0221343j 0.0393262-0.0200914j -0.0825443-0.0028123j -0.00974336-0.0483105j -0.0884327-0.000304336j 0.00843942+0.0126246j 0.051706-0.122024j 0.0236853-0.00827073j 0.0386318+0.0266702j -0.0198414-0.0357099j -0.0753507-0.0348219j -0.00247325+0.101045j -0.0369646-0.0181103j -0.0107591+0.017994j -0.00766379-0.0176809j -0.039193+0.0079387j -0.0707963-0.147138j -0.0397712+0.0117805j -0.131699-0.1384j 
0.00279031+0.0109248j 0.0286038+0.0254449j -0.0200452-0.0213199j 0.00717663-0.018223j -0.0215014-0.0432832j -0.0603918-0.041786j -0.0489093-0.0181258j 0.0383725+0.0104846j 0.0343305-0.0553211j -0.0176711-0.014561j -0.00789332-0.0421481j -0.0116814-0.0054531j 0.0385026+0.0091338j 0.00661987+0.0260322j 0.00364283-0.00765112j 0.0251699-0.00139033j 0.00626456+0.016563j 0.0131258+0.0400367j 0.0131739+0.00356725j 0.0023625-0.00414929j 0.000820321-0.00182676j 0.00357106-0.0379499j 0.00516348+0.00692157j 0.014169-0.00419893j 0.0270948+0.011197j -0.00912872-0.0225955j 0.00683477-0.00271676j -0.00804878+0.0128343j 0.024718+0.000747375j -0.0129133-0.0265047j 0.0108806-0.00190598j -0.00320981+0.0135269j 0.0246087-0.0196537j 0.00756919+0.00113434j 0.0231985+0.0252794j -0.018311+0.00165477j 0.00133966+0.00701533j 0.00487296+0.0142196j -0.00404394-0.0146969j -0.00537408+0.00160508j -0.00114399+0.00189586j -0.0143674+0.00294329j 0.00332388-0.00499254j 0.00265497+0.00488207j 0.0316219+0.00677658j 0.0103739+0.0190742j -0.00903976+0.0225806j 0.000257391+0.00179759j -0.00437031+0.00878958j -0.00642434+0.00480371j -0.00371699-0.000419414j 0.0132932-0.0071435j 0.00309775+0.0169791j -0.00227233+0.0109059j -0.0114534+0.00644529j 0.000158749-0.0124521j -0.00826871-0.000217801j 0.00806966-0.00695186j -0.0102479+0.00227151j -0.00679885+0.0152834j 0.00488241+0.0217115j -0.0111864-0.0108646j 0.012667+0.0159361j -0.00127571+0.00400078j 0.0139095-0.00500349j -0.00208645-0.0112686j -0.00597005-0.00838739j 0.00834308-0.00320328j -0.00936921-0.0231204j 0.0068091-0.0171022j 0.00433137+0.00614986j 0.000832869-0.0123241j 0.0125997-0.00364162j -0.0091202-0.0049583j 0.000794933+0.00548892j -0.00682184-0.00988942j -0.0082523+0.0038606j 0.00110933+0.0025452j 0.00638783-0.00515541j 0.000462367-0.0146421j -4.13112e-05+0.00234875j -0.00686866+0.00716636j 0.0128958-0.00287178j 0.0129731+0.00100035j 0.0228415-0.00212719j -0.000672093-0.0105195j 0.00478377+0.00824559j -0.0172357+0.00432402j -0.00601756+0.00812846j -8.18608e-05+0.00224034j 0.0117461-0.00996604j -0.00291797+0.00225879j 0.000902788+0.0104118j 0.00592094+0.0167845j 0.0140007+0.000512153j 0.00844465-0.00346269j -0.0122016+0.00125271j 
-0.0416639-0.0261734j -0.00286542-0.00217064j -0.0254148-0.038667j 0.0266883+0.0464464j -0.0448258-0.0446259j 0.0139437+0.0242521j -0.0319041+0.015227j -0.0385909+0.0181812j -0.00363593+0.0257484j -0.04856-0.00611745j 0.0216129-0.0471579j 0.00903181+0.0198622j 0.0199181+0.0276438j 0.0102936-0.0189302j -0.000523973+0.0188224j -0.00136326+0.0127101j -0.00668875+0.0122377j -0.0442615+0.0223086j -0.0144841+0.0254754j 0.000952914+0.0145965j -0.0155212+0.00968807j 0.0307837+0.00909485j 0.00735587+0.00909805j -0.0031423-0.014027j 0.00912353+0.0124409j -0.00394786-0.0131082j -0.00360677+0.00715163j 0.00839336-8.09205e-05j 0.00762371+0.00450431j 0.0250335-0.00452278j 0.00567882+0.0203796j 0.00444484-0.00382602j 0.0182888+0.0175764j -0.009767+0.00244602j -0.00912639+0.0222805j 0.0183588-0.00594148j -0.00858185-0.00363763j -0.0122701+0.00935316j 0.00145445+0.00462693j 0.0133446-0.00825622j 0.00900138+0.011368j 0.0112878-0.000258555j 0.00310574+0.00887536j 0.00760356-0.00321374j 0.00305153+0.0122552j -0.0137+0.0209447j -0.0286979+0.00446685j 0.00603508+0.00756671j -0.0116756-0.00823504j 0.00763393-0.000696015j -0.00866636-0.0059884j 0.0192548+0.00727527j -0.00140681+0.0159683j -0.00258799-0.0162971j -0.00846086-0.00783453j 0.00784825-0.0138508j -0.00394687-0.00908206j 0.000610091-0.000989044j 0.000979747-0.0119484j -0.0127106+0.00411226j -0.0110693+0.00635421j 0.000831512+0.00187227j 0.00192615+0.00474268j 0.00362029+0.0088725j -0.00205147+0.00280848j -0.00796784-0.00249462j -0.000967874-0.00250524j 0.00379007+0.00325837j 0.00176383+0.00228351j -0.00231542+0.00336287j -0.01159-0.00199811j 0.00385641-0.00476035j -0.000271118+0.0102367j -0.00448282-0.00118686j -0.0103804-0.00984968j 0.00066845-0.00708415j -0.021367-0.00182889j 0.00513158-0.00296126j -0.00505387-0.00589171j 0.0120776+0.00250919j -0.00555233-0.00597923j 0.00899493-0.00229414j 0.00997693+0.00392438j 0.00916142+0.00312026j -0.00327033-0.00761293j 0.0104352+0.00583849j 0.0247951-0.000985492j -0.0104124+0.0108869j 0.0198083-0.000502646j -0.00553855+0.00451031j -0.00834993-0.0163691j -0.000963203-0.00198416j -0.00300422-0.00212351j 0.0175585+0.00805127j 0.0113383+0.00334155j -0.0107854-0.00144248j 0.00389635+0.00934941j 
-0.0913322-0.0549503j 0.0219706-0.0758528j -0.168466-0.0660029j 0.0698124+0.134532j -0.0313792-0.0566706j -0.0345562-0.0175304j -0.0283573-0.0109506j 0.00429859-0.0637256j -0.0256161-0.00547469j -0.0827021-0.0107769j -0.00896734-0.0182072j -0.0488994-0.065713j 0.0354751+0.00781707j 0.0662555-0.00676565j 0.00403126+0.00223656j -0.0434999+0.009424j -0.0136702-0.0158646j 0.0220332+0.037927j -0.0165058-0.00369034j 0.00126522+0.0227067j -0.00127762-0.00538648j -0.00488358-0.0644289j 0.0181337-0.0146382j -0.0134252+0.0418831j 0.0479266+0.0103788j -0.0406922-0.0411327j 0.0262713+0.0265621j -0.0209101-0.0163969j 0.082169+0.0418724j 0.00838195-0.0331798j -0.00627297-0.0228805j 0.00647442-0.0277449j -0.00593765+0.0083184j -0.00142051-0.0284642j 0.0283471+0.0090246j -0.00125306+0.0153246j 0.00755372-0.010023j -0.024264+0.0217574j -0.0399375-0.0535855j 0.00940302+0.00347351j 0.0220674+0.0290203j 0.0181934-0.000509098j -0.000230438-0.00728208j 0.0151472-0.0129759j 0.0325439+0.0288881j 0.0115721+0.0285579j -0.0161374+0.0185298j 0.0276035-0.00231292j -0.053672+0.00437671j 0.0164604-0.00757232j -0.0303152-0.0166636j 0.0344648+0.0241585j 0.0128812+0.0341503j 0.00334006+0.00119058j -0.0106808-0.0155301j -0.0182611+0.000307165j 0.00411838-1.58748e-05j -0.028203-0.00239853j -0.0209181-0.0111449j 0.0130393-0.0106514j 0.000470193+0.00850451j -0.0344879+0.00493456j 0.00673606+0.0193671j 0.0112806-0.00879822j -0.00273423-0.0219426j 0.0017265-0.00434367j -0.00227976-0.00691471j -0.00717817+0.00830106j -0.0092313-0.0106045j 0.0093845+0.00546818j -0.0293152-0.020667j 0.00188349+0.0141654j -0.00756521-0.0225318j -0.0124424+0.01765j 0.00904096-0.00440416j 0.00568322+0.0227031j -0.0224344-0.0069959j -0.0304514-0.000670632j -0.00236685+0.00185827j 0.0166371-0.00480723j -0.0186063-0.00495214j 0.0311924-0.0113071j 0.0112331+0.0122769j 0.0136658+0.00252137j -0.00277951+0.00139416j 0.0315159+0.0395493j 0.0407107+0.0115017j 0.0173131+0.015917j -0.000237343+0.0051058j -0.0170373-0.00428676j -0.020664-0.00968744j -0.0237769-0.00711516j -0.00896287+0.0241602j -0.00101074+0.0129972j 0.0232432+0.0479489j -0.0135995-0.0161124j 0.0181312+0.000447592j 
0.0451211+0.0603313j -0.0334626-0.00816225j 0.111407+0.088637j 0.0731573-0.00370178j -0.116749-0.0571608j -0.0477699+0.0684288j -0.026374-0.0902151j -0.0337674-0.0162527j -0.00679871-0.0898983j -0.0317139-0.00752107j 0.0266409-0.0677259j 0.0561862+0.00401506j -0.00407852+0.0218125j 0.0177589+0.002143j -0.00987674+0.0163218j 0.00447145-0.0059413j -0.0207432-0.00528567j -0.0131401+0.0170633j -0.0162916+0.0039494j -0.0316197+0.0111265j -0.0187882-0.011026j -0.0198583+0.0196885j -0.00688032+0.0341324j -0.0215088-0.0208909j 0.012949+0.013102j 0.0191475-0.0155175j 0.00317476+0.0533889j -0.0360543+0.0200574j -0.0522635+0.0401134j -0.0289604-0.0305496j -0.0123185+0.0540883j 0.0570001+0.0079619j 0.0084364-0.0222059j 0.0262331-0.0315576j -0.0247866+0.0595876j 0.0035609-0.0201713j 0.00327066+0.0234418j -0.001347-0.00804196j -0.011954+0.00496236j -0.0311351+0.0123851j -0.0229294+0.0323204j 0.0121147+0.0041885j -0.000821227+0.0174108j 0.0140477-0.00190954j 0.0169973+0.0153996j -0.00142465+0.00567964j -0.0232473+0.00762948j -0.00304741-0.00391933j 0.0200254-0.0325206j -0.0147077+0.006535j 0.0263655+0.00288233j 0.0247222-0.0227247j -0.000301144+0.0244601j 0.00340086+0.0196374j 0.000186073-0.00305513j -0.0143598-0.0196321j -0.0131958-0.0118314j 0.0227932-0.0213861j 0.000567583+0.00356797j 0.0382364+0.00712317j -0.000559233+0.0417507j 0.00439079+0.00144735j -0.0220251-0.0163197j 0.0109625-0.00237302j 0.00327583-0.0116544j -0.0123572+0.000243614j 0.00610603+0.023272j 0.00541044-0.0308313j -0.0058054-0.00270837j -0.0229772+0.00042808j -0.00942139+0.0194337j -0.0316217-0.0193634j 0.00976092+0.00907452j -0.00256205-0.00325678j -0.0205066-0.0020317j 0.0131161-0.0234277j -0.00873644+0.017683j 0.0473279-0.000626664j -0.0219245-0.0167789j 0.0281331+0.0128869j -0.000407199-0.016746j -0.0155589+0.0195079j 0.0410115+0.00616061j 0.0424787-0.0257049j 0.00707656-0.0258753j -0.0142301-0.0440825j -0.00808408+0.00788761j -0.0287795+0.0145776j 0.00746868+0.0318851j 0.0236648-0.0105217j 0.0385685-0.0301838j 0.0111768-0.00225836j -0.00718625+0.042722j -0.00514789+0.0340302j -0.0144001+0.0156576j 0.0210389+0.0361056j -0.00836589+0.0343803j 
0.0484415-0.0540198j 0.0464321+0.0540864j -0.00246182+0.0199788j -0.0408765-0.0194731j 0.0777518-0.0491342j -0.122063-0.125068j -0.0280499-0.0919511j 0.0516611+0.00570441j 0.0489546+0.0389358j -0.00433748-0.00692537j -0.0251754-0.0155196j -0.081352-0.00135199j 0.0144434-0.00623165j -0.00174302+0.00547118j -0.00108849+0.00377829j 0.0124199+0.0351699j 0.00331055+0.0354303j 0.0120403-0.0347645j -0.00283106-0.0258632j 0.0326683-0.0139981j -0.00924344-0.0206189j -0.0450877-0.037851j -0.0184554-0.0197686j 0.000180092-0.0103532j -0.02892-0.0200113j 0.017148+0.00500389j 0.0460908+0.0358567j -0.00580644-0.00146281j 0.0487445+0.023306j 0.0201066-0.0139552j 0.0394977+0.0220094j -0.0527615-0.00874748j 0.00285323-0.0391155j -0.00746224+0.0142436j 0.0608263+0.0016236j -0.0214498+0.0273997j 0.0155983+0.000892199j 0.0423266-0.00610144j -0.0336833+0.0226415j 0.00612847+0.024969j -0.0344491-0.017493j -0.026005+0.00268867j 0.00337422-0.0132752j -0.0209308+0.0219372j 0.0384786-0.00168653j 0.0221284-0.0174732j -0.000204237+0.00452671j 0.00483699+0.00990661j 0.0158293+0.0202321j 0.0053395+0.00251936j 0.00499891+0.00588185j -0.00369952-0.0184207j 0.00110951+0.00413824j 0.0159536+0.00602418j -0.0239133-0.00980046j 0.000996972+0.0234218j 0.0106592+0.026723j -0.00115273-0.023206j -0.00822985+0.0380189j -0.0166631-0.0221321j 0.0452725+0.012774j 0.0101589+0.00916456j 0.00377271+0.020605j -0.0115539+0.0168692j -0.00732538+0.00553762j 0.0121009-0.00647949j 0.00464454-0.0248701j -0.0159742+0.0187603j -0.0203163-0.0158308j 0.00517637-0.00517638j 0.0388812-0.00458669j -0.0100705-0.000451931j 0.00775463+0.0156998j -0.0132236-0.00856229j 0.0195059+0.0386268j -0.00740547-0.00606951j 0.0153901+0.00411501j -0.00231803-0.0122308j 0.020199-0.0117199j -0.0380505-0.0171438j -0.0146581+0.00902013j -0.0247651+0.00191452j -0.00544301-0.0162244j -0.0216755-0.00435305j -5.70371e-05-0.0111379j -0.0178226-0.0156075j 0.0125294+0.00208359j 0.00246355-0.0207805j 0.0123111+0.000245874j 0.000643856+0.00275172j 0.0203827-0.0109923j -0.0221865+0.0596159j 0.0115054-0.0108545j -0.0023302+0.00543031j 0.00288015+0.0054054j 0.0223918+0.024351j 0.00521791-0.00826773j 
0.0108681+0.00222771j 0.0658929-0.0995554j -0.0229772+0.0439053j 0.155522-0.0944032j 0.0615145+0.0642189j -0.00235064-0.0385175j -0.0510941-0.0967774j 0.0108509-0.0579442j -0.0549237-0.0596868j -0.0079573+0.0246227j -0.0240474+0.00334399j 0.00579663-0.0266458j -0.0266802-0.0322296j -0.0336938-0.00153995j 0.00779686+0.0424903j 0.0334833-0.00558477j 0.00146649+0.0174299j 0.0151411+0.00811491j 0.0134272-0.00540835j 0.0158996+0.0166015j 0.00639804+0.0288496j -0.00219187+0.0214608j -0.00212034+0.0133782j -0.0312533-0.00104997j -0.0309982-0.0621214j 0.0121024+0.0173349j 0.0314933+0.0361816j -0.00453349+0.00304901j -0.0322348-0.0173314j 0.00323418+0.00569731j -0.00368571-0.0312286j -0.0216363+0.0349914j 0.0442779+0.0203397j -0.0323012-0.000292765j -0.00248286+0.0294059j 0.0309619-0.00641551j 0.0213936-0.00593991j 0.0397903-0.0348302j -0.0298263-0.00539144j -0.0230812+0.0348956j -0.00235039+0.0192477j 0.00462868-0.0150286j 0.00857947+0.0420536j -0.0267476-0.04536j -0.028313-0.0143523j 0.0124808-0.00142687j 0.0153347-0.0382013j -0.0412895-0.010999j -0.0120491-0.0170167j -0.00232467-0.0174764j -0.0263448-0.00219453j 0.0171726-0.0273413j 0.00988805-0.0277359j 0.0314288+0.0111266j 0.0279835+0.00651351j -0.0258137+0.0158055j 0.0299573-0.00774709j -0.0274824+0.0244667j 0.00358576+0.027698j -0.00417558-0.0368204j -0.0320092+0.0283999j 0.0110605+0.0364724j -0.011279-0.0139043j -0.00668494-0.00858549j -0.0414323-0.0510286j 0.0148666+0.00386273j 0.00665388+0.0214579j -0.0515119-0.0072466j -0.00419433-0.0027559j 0.0126242+0.0195483j -0.0216169+0.00272747j -0.00887088+0.00275489j -0.0363891-0.0142833j 0.00706089+0.0170739j 0.0215709+0.0141405j 0.00653594+0.0090275j -0.0110625+0.00551807j 0.0199744-0.0265469j -0.00570207-0.0128821j -0.0130137+0.0168348j 0.00930984-0.0362267j 0.0164512+0.0226802j 0.000731753-0.0335668j -0.0210368-0.00422273j 0.00672565+0.0338797j 0.00488878+0.0127866j 0.00693659+0.0159649j 0.000846432-0.00380096j -0.00372135+0.0132254j 0.0274641-0.0443948j 0.0269816+0.027662j -0.00666306+0.00206787j -0.00908875+0.00932545j -3.74946e-05-0.0196868j 0.0363356-0.0065474j 0.0257163-0.0419063j -0.0203561+0.0361388j 
-0.0474891+0.131111j -0.072477-0.0182653j 0.144161-0.0553821j 0.0332869-0.00510969j 0.0411488+0.0238464j -0.012162-0.052807j 0.0376673-0.0068929j 0.031676+0.00367596j 0.0105508-0.0939919j 0.00268287+0.00575908j -0.0428977+0.00352593j -0.0150594-0.0157957j 0.00642958-0.029764j -0.0192688+0.00863978j -0.0236213-0.0122253j -0.00922066+0.0503451j -0.00372774+0.0143057j -0.0256607-0.0281907j -0.0112352-0.000273082j -0.0124485-0.00332651j -0.00505588+0.0263789j 0.0166853-0.00690861j -0.00605715-0.0120875j -0.0275261-0.025995j 0.0277385-0.0206964j -0.0181993+0.000337914j -0.0202821-0.00160574j 0.00609229-0.00671642j 0.0554836-0.000526783j 0.00862932+0.0130092j -0.00214755-0.0218004j -0.00381444+0.0292422j -0.064217+0.029855j 0.0344622-0.0137733j -0.00796918+0.0098643j -0.0194367+0.0299902j -0.00330171+0.000545969j 0.0235341-0.0114812j 0.013526-0.0221641j -0.0124113-0.009412j 0.00435713+0.03709j -0.00672967-0.0180676j -0.0445429+0.00946345j 0.032691-0.00418998j 0.0198378-0.0197063j 0.00478147+0.01264j 0.0262768+0.0112659j 0.0297962-0.0270914j 0.0108445-0.0284271j 0.0097679+0.0179712j -0.000173233-0.0240681j 0.00145465+0.0251528j 0.00358346-0.00958097j -0.0162917+0.0120029j 0.00679474+0.0155881j -0.00562287-0.0116415j -0.00951712+0.00355647j -0.006013-0.0139727j -0.000206427+0.0271961j 0.0224132+0.00817155j -0.00285237-0.0349117j -0.0161584+0.0222198j 0.0103008-0.016566j -0.00311513+0.000446415j 0.0564245-0.0300445j -0.0110817+0.0180731j -0.00696287+0.00279352j -0.00688956-0.0180943j 0.00202556-0.00488819j -0.0251199-0.00372693j 0.0141296-0.0226955j -0.0146563-0.0100053j 0.00452179-0.00845588j -0.0281728+0.0203029j 0.0176924-0.00523453j -0.00709085-0.0194085j 0.0291245-0.0166523j -0.0212682+0.0133981j -0.0325714+0.0205106j -0.0167157-0.00258741j 0.030194+0.0159677j -0.00880326+0.0202687j 0.0134689-0.00278838j 0.0360658-0.0364632j -0.0110098+0.0506318j -0.0274921+0.0241497j -0.0385163-0.00143288j -0.000898591+0.00644997j -0.0295943+0.0284426j -0.0201305-0.00939451j -0.0360513+0.0231141j 0.0156336-0.0172907j 0.00442122-0.0145316j 0.0204769-0.00787681j -0.00702227+0.0280071j -0.0213877+0.023195j 0.00452869+0.0669986j 
-0.0578698-0.0130761j 0.120243+0.0423771j 0.133138-0.157086j -0.126826-0.189334j -0.0237802-0.0520775j 0.00652339+0.0354192j 0.0170741+0.0535289j -0.00838197+0.0179264j 0.0590855-0.00673471j 0.0465653+0.0550431j -0.00276819+0.0617313j -0.0402158+0.0200999j 0.0165716-0.0116197j 0.00890872-0.00659633j -0.00200697+0.0106605j -0.00683517+0.0333699j -0.0319073-0.00729539j 0.0228174+0.00309766j -0.00885243+0.00633859j 0.00540203-0.00059352j 0.000577204-0.0101491j -0.0230408-0.0410734j -0.0255227-0.0099388j 0.0633417+0.0397216j -0.00163644-0.0173283j 0.010546+0.0165709j -0.0215719+0.0215756j -0.00813406+0.0362635j 0.0201935-0.0404088j -0.00129375+0.0041264j 0.0255894+0.0568771j -0.00957473-0.0159733j 0.0397957+0.0134274j 0.013337-0.0194677j -0.0245434+0.010374j -0.0148822+0.0114078j 0.00918636-0.000456201j 0.0321407+0.013534j 0.0122037+0.017792j -0.0529759-0.0227678j -0.0116569-0.0463367j 0.0130092-0.0114443j 0.000793343+0.0163918j 0.0180521-0.0240225j 0.00597814-0.0265965j 0.0278121-0.0106418j 0.0172313-0.0122506j -0.0118102-0.0285367j 0.027669+0.00668631j -0.0279124+0.0131897j 0.0112708+0.0359929j 0.027666-0.0212492j 0.0151689-0.0107564j 0.00169382+0.0203124j -0.0096367-0.0157239j 0.00347802-0.00404148j -0.00150142+0.0256471j -0.0065581-0.011685j -0.0213627+0.0266186j 0.00321324+0.00146461j -0.0278658+0.00186806j -0.013984+0.00491348j -0.000992265-0.0159751j -0.00529654-0.013324j 0.00691393-0.0135438j -0.000608149+0.0234901j -0.00731702+0.0123445j -0.0142824-0.0340497j -0.00576808+0.00528573j -0.0150326+0.0141529j 0.000143112+0.00609165j -0.0169731-0.00567559j 0.00577342+0.00726249j -0.0285298+0.00682119j -0.0123544+0.0156745j 0.00707038-0.0181094j -0.0055459-0.00637639j 0.0193994+0.0310399j 0.0114479+0.00256531j -0.00209318-0.0175227j -0.00627599-0.0108761j -0.0205363+0.0290841j 0.00456793+0.00576264j 0.0200459-0.015023j 0.0278446+0.0253206j 0.0202714-0.0251937j -0.000248563+0.00285855j -0.0202663-0.0050905j -0.0335344+0.0322657j 0.0277887+0.00103828j -0.0284568+0.0291145j 0.020698+0.00917266j -0.020825+0.0224124j 0.052926-0.0292553j -0.0168651-0.0395547j -0.0224351+0.0157984j -0.0521381-0.0245726j 
-0.0513523-0.0631145j 0.095804+0.0105348j 0.00338263-0.0382664j 0.0125099+0.0273827j 0.0325071+0.0603735j -0.0527246+0.0138365j -0.0894136+0.0394472j 0.0555503+0.0330499j 0.0418411-0.0764866j -0.0137814+0.0131047j 0.00688275-0.0627032j -0.0248452-0.00483091j 0.0415802-0.0166523j 0.0531893+0.018999j 0.0200908-0.0369319j 0.010318+0.0120499j 0.0266882-0.014185j -0.00853818+0.0650192j -0.00749166-0.00243055j 0.0167722-0.00799715j 0.0230389+0.00621992j -0.020944+0.00286752j 0.00288612-0.00196979j 0.0133507-0.0199334j 0.00912447-0.00677784j -0.000203557-0.0114039j 0.0104359+0.00328389j -0.0295647+0.0479857j 0.00721801+0.0183041j 0.0148468-0.0081116j -0.00980477+0.0127681j 0.00801185-0.0356663j 0.0178262-0.00601106j 0.00820153-0.00962735j 0.0030768+0.0336622j 0.00258061-0.0112964j 0.0286158-0.00767633j -0.00655733-0.00162792j -0.0210725+0.0318811j 0.0368904-0.0179588j -0.000543391+0.00077491j -0.0150596+0.00791113j -0.0157668+0.00535222j -0.0322246+0.024175j 0.0112248-0.0419777j 0.00319525-0.00279178j 0.000885527+0.0362432j -0.0181207-0.0109164j 0.0253043-0.00601193j 0.00170837-0.00346311j -0.0210091+0.000573087j 0.0122864+0.0204299j -0.019479-0.0335478j -0.0146686+0.0199166j 0.0185903+0.00888195j 0.0362933-0.00701637j -0.0135492+0.00991512j -0.0035295+0.00801117j -0.0257148-0.0158429j 0.0136997-0.0212959j -0.0050542+0.0159065j 0.00398458-0.00492448j -0.0188606-0.000988868j 0.0143209+0.00648056j 0.0118423-0.0141806j -0.00540242+0.022066j -0.00310824-0.00893251j 0.00405816+0.0213119j 7.65282e-05+0.00738099j -0.00420729-0.00147402j -0.0294489-0.0106452j 0.0164895+0.00668684j -0.00672359-0.00175437j 0.0015182-0.00519102j -0.0167843-0.0302262j -0.0135777-0.0126856j -0.012571-0.00622178j 0.0189692+0.00543783j -0.017663-0.0110933j -0.00129071+0.0194328j 0.017475+0.0168508j -0.00691027+0.0156435j -0.0230603+0.0028588j 0.0131825+0.0291426j 0.0444867+0.0210444j 0.00833734+0.00371553j 0.0106698+0.00670442j -0.0710358-0.0210327j -0.00810538-0.00494429j 0.00437812+0.0150745j 0.0127492+0.00760626j 0.0388288-0.0190353j 0.0428086-0.017747j 0.00269899-0.00150643j 0.0284757-0.0304813j 0.000487828-0.0317j -0.0123956-0.0142384j 
-0.111839-0.0246999j -0.0246348-0.0525501j 0.0321709-0.0331989j -0.0672017-0.00129013j -0.0663222+0.0260323j 0.0101565-0.0432895j -0.0472933-0.00951865j -0.0744889+0.0822096j 0.0209367+0.0455946j -0.0543764+0.0164803j 0.0498821-0.0384033j 0.0176076+0.0161592j 0.0455649+0.0315723j 0.00516128+0.0323312j 0.0272842+0.0359767j -0.021781+0.000572707j 0.0150524+0.0287707j -0.0309069-0.00965918j -0.0142434+0.0113537j -0.00035096+0.00910988j -0.0233553+0.00862032j 0.00952917-0.0267716j 0.0236688+0.0040981j 0.0139052-0.000216676j 0.0217363-0.0212718j 0.00616994-0.00423314j -0.00263838+0.0152046j -0.0156772-0.0191491j -0.0253886+0.00798568j -0.00296915+0.0416064j -0.0215306-0.00987805j 0.0443254-0.0129239j 0.00881562+0.0205499j -0.000922433+0.00471601j -0.0354449-0.00329223j 0.021666+0.00272141j -0.0040041+0.00507699j 0.00610768+0.00145222j -0.00419374-0.00421788j 0.0125668+0.0262988j 0.0102742+0.00106647j 0.00781141-0.0207233j 0.00778185-0.037429j -0.013623-0.0582405j 0.049971-0.0131872j 0.0011876-0.000580219j -0.0180016+0.00259598j 0.0144239-0.0211211j -0.00390853+0.0279076j 0.0107592+0.0168232j -0.000299539-0.00717998j -0.0189364+0.00508653j 0.00997602+0.00850054j -0.00854986-0.0161309j -0.00235474+0.0316838j 0.016928+0.036255j -0.017618-0.0109024j 0.00108313+0.00946747j 0.0121471-0.0243124j 0.0212567+0.00305229j -0.0183941-0.0123363j 0.00865887+0.0335048j 0.0140136-0.0273928j 0.00907215+0.0216019j -0.0194039+0.020115j -0.0088777+0.00215911j -0.0166505-0.00515731j -0.00152309-0.00147076j -0.011419-0.00291643j -0.00873991-0.00712056j -0.00998569-0.0256795j -0.0051342+0.00422745j 0.00795296+0.00719854j -0.00150188-0.00459861j 0.0178813-0.0109309j 0.0106457-0.0218829j -0.0220617-0.0277834j 0.0119076+0.0417695j -0.0235525-0.0408221j -0.00899461+0.00699881j -0.0209761+0.00128546j -0.0207233+0.00804359j 0.00307426-0.00248316j -0.0118151-0.00387556j -0.00789931+0.0082928j -0.033245-0.0164717j 0.0269602+0.00672697j -0.0014522-0.00883307j 0.0235747+0.00228555j -0.0190073-0.00479568j -0.0536946+0.00616937j -0.0350492+0.0217866j 0.027597-0.014579j 0.053817-0.0315406j 0.000437235-0.0181186j -0.0157971-0.00787107j -0.00765095+0.0180873j 
