-0.0754207-0.0560065j 0.0555509+0.0248358j -0.00327451+0.0033647j -0.096763+0.0311931j 0.0149203+0.00557259j 0.0373427+0.00815113j -0.0201719+0.0211589j -0.00217257-0.0544056j -0.0469567+0.023685j 0.0320897-0.0190657j -0.0200746+0.00682683j -0.0191445-0.017315j -0.0134137+0.00306953j 0.027185-0.0037548j 0.00972769+0.00597042j 0.0193452-0.00610664j -0.0118915+0.00648884j 0.00331359+0.0210649j -0.0162589-0.00351878j 0.00419069+0.0103688j 0.026345+0.0033989j 0.00532699-0.0100291j -0.0127141-0.00633358j -0.000979238-0.00879534j -0.0173417+0.00186326j -0.0157533+0.000756771j 0.00162107-0.0109436j 0.0175069-0.00338405j 0.00843069-0.0146966j -0.0121981-0.0206872j -0.00409657+0.0135273j 0.0186577-0.0257731j 0.0170871+0.00913775j -0.00776557-0.00204254j 0.0128296+0.0022731j -0.0228301+0.00657213j -0.011522+0.00304494j -0.00485522+0.0206425j 0.0052946+0.0170526j -0.00387036-0.00298607j 0.0148547-0.0218174j 0.0130337+0.00550673j 0.0119037-0.00278518j -0.0257673-0.0048625j 0.00842048-0.00271142j -0.00280913-0.0165345j 0.0148901+0.00493195j -0.00432395+0.000796473j -0.000801435-0.00820035j -0.00902065-0.00245193j 0.0155642+0.0167845j -0.0110425+0.00786161j -0.0132801+0.0166364j -0.0107416+0.000561688j 0.00116523-0.000507806j -0.00331476-0.00459729j 0.00467314+0.0153242j -0.000628843+0.00108861j -0.00454159-0.0205481j -0.000784417-0.00564553j 0.00316712+0.00604616j 0.0107772-0.0097873j -0.00230493+0.0137095j 0.038133+0.00964527j -0.0194055-0.0259171j -0.00186201-0.0174729j 0.0123259+0.00723216j 0.00438858-0.00393079j -0.00860466-0.00687025j 0.0255925+0.00113154j -0.00438806-0.0111345j 0.00633962+0.0157477j 0.00729761-0.00919608j -0.0101795+0.00298782j 0.00919756+0.0175478j 0.0187517+0.05458j 0.00076734+0.0310333j 0.00178242+0.0522106j -0.0154967+0.0221343j 0.0393262-0.0200914j -0.0825443-0.0028123j -0.00974336-0.0483105j -0.0884327-0.000304336j 0.00843942+0.0126246j 0.051706-0.122024j 0.0236853-0.00827073j 0.0386318+0.0266702j -0.0198414-0.0357099j -0.0753507-0.0348219j -0.00247325+0.101045j -0.0369646-0.0181103j -0.0107591+0.017994j -0.00766379-0.0176809j -0.039193+0.0079387j -0.0707963-0.147138j -0.0397712+0.0117805j -0.131699-0.1384j 
-0.0234756-0.0415357j 0.0351462+0.0107277j -0.0409758-0.0349756j 0.0059767+0.00739273j 0.0373652+0.00311646j -0.00655948-0.0185045j 0.00251127+0.0487477j 0.000307756+0.0402267j -0.027623-0.00110705j -0.00741565-0.0200659j 0.0126575-0.00302133j -0.0194914+0.0130621j -0.0400232+0.0231616j 0.0482853+0.0339024j -0.0246917-0.0272091j -0.0260801-0.0156178j -0.028295+0.0141391j 0.0110226+0.0211714j -0.0289125+0.00607506j -0.00482063+0.0132836j 0.0101759+0.0123971j 0.0371744-0.0548222j -0.00893481-0.0118367j -0.0281578-0.0167622j -0.00216778-0.0166735j 0.0190703+0.0430057j 0.00447611-0.0172553j 0.0606361-0.0164303j 0.0472739-0.0501693j -0.00187589+0.000239171j 0.0304696+0.0184075j 0.00560255-0.0306448j -0.0808772+0.0135034j -0.0539475-0.00163045j 0.0799678-0.0402143j -0.0302137-0.0183757j 0.0370789+0.0348828j -0.00828502+0.052891j -0.0130183+0.0512026j 0.0180437-0.030096j -0.0241777-0.0508014j 0.0405645-0.0579682j 0.0346737-0.0037157j -0.0059124-0.000738203j -0.0656841+0.00346609j -0.0194846+0.0162564j 0.0311012+0.00866529j -0.00478103-0.0138382j -0.0374198+0.0232551j -0.0161864+0.0127003j 0.0295695-0.00972913j 0.072687+0.0146194j -0.048198-0.022164j 0.098736-0.0327509j -0.129209+0.0137816j -0.110611-0.00450918j 0.00808152+0.0783617j 0.0458521-0.029013j -0.104111-0.0598801j -0.0966563+0.0737626j 0.0727625-0.0240895j 0.0164213+0.0669652j -0.0423883-0.0083586j 0.0478602+0.0289498j 0.0106637+0.083577j -0.00160594-0.0124271j -0.0926801+0.0301642j -0.0315296+0.0413261j -0.00335401-0.0295617j 0.0586871-0.0780201j 0.0861794-0.00397267j 0.0515135+0.0891452j 0.0178516-0.0179732j 0.0511301-0.032669j -0.0190807+0.0287519j -0.0734058+0.0537591j -0.0103232-0.114897j 0.0180563-0.0237305j -0.0014906-0.0479803j -0.0554849+0.0147214j 0.0158788+0.0313477j -0.0316662-0.0156224j 0.0180219-0.0204779j 0.0366381-0.0720199j -0.00486515-0.00324711j 0.0292716+0.00313671j -0.0366041-0.0112444j -0.0208-0.0175716j 0.0123008+0.0398794j 0.0360375+0.0237363j 0.0326109+0.0206712j 0.0215003+0.0222141j -0.00466959+0.00167343j 0.0361661+0.00476092j 0.00290161+0.0536401j 0.0188295+0.0216386j 0.0264671-0.0463958j 
0.0177579-0.0056959j 0.0334583+0.00277412j 0.031443-0.0012941j -0.00664431-0.0400448j -0.00381605-0.00858839j -0.0043303+0.0698365j -0.0489572-0.0358812j -0.0261088+0.00898887j 0.0281147-0.0583936j -0.0073253-0.00855487j 0.0111826-0.00229236j 0.0334577+0.0140267j -0.0300304+0.0105621j 0.0316444+0.0727557j -0.00760465-0.062712j 0.0281417-0.00429571j -0.0276927-0.0353143j -0.00481209+0.0356058j -0.0211514-0.0420161j -0.0223724-0.00443442j 0.0869968+0.0259208j 0.0194873-0.0194418j -0.0449978+0.00202814j -0.0144893-0.0335594j -0.0203689+0.0286429j 0.0197374+0.0251493j -0.0330938-0.00122595j 0.00677334+0.00744217j -0.0421249-0.0533131j -0.0111417+0.0726533j 0.00826351+0.0241963j -0.0159344+0.033097j 0.00964138-0.0553974j -0.0264507-0.0225916j -0.0123881+0.00944241j -0.0216683-0.0364835j 0.0453911-0.0060012j -0.0170412+0.0306865j 0.0190528+0.0393643j 0.044467-0.020507j 0.0222907-0.0419896j -0.097276-0.0578173j 0.0387658-0.0282033j -0.0123021+0.0321382j 0.0824366+0.0204941j 0.00393954+0.00730291j -0.0168813+0.0459861j -0.0132188-0.0173589j 0.0125958+0.0203555j 0.0138285+0.0249821j 0.0302449-0.00526399j -0.103834-0.0521936j 0.000422217+0.0171256j -0.00944253+0.0301001j -0.0229078+0.085662j 0.0406191-0.0258725j 0.00615711+0.0231785j -0.0444215-0.00871959j 0.0020214-0.00604132j 0.110402-0.00250231j 0.0176993-0.0458656j 0.00699055-0.0383532j 0.0357804+0.0349461j -0.0266568+0.00284462j -0.0236321-0.0147585j 0.0341286+0.0203143j 0.100696-0.0303289j 0.0150313+0.013968j -0.0779213-0.0120739j -0.0560436-0.0191585j -0.0266805+0.00397521j 0.054989-0.0744364j -0.00498891+0.00130996j -0.0446555-0.015012j -0.03865-0.0514699j -0.0401323+0.000211123j 0.0200926+0.0274341j 0.0364389+0.0563007j 0.0301853+0.0200032j -0.0142821-0.0118351j 0.0538017+0.0331107j -0.00976477+0.0299453j 0.00396721-0.0239553j -0.0054864+0.00916743j -0.00709744-0.0483221j 0.00659581-0.0410573j -0.0223512-0.0123071j -0.0132327+0.00491961j -0.00898445+0.0438192j 0.0325029-0.0330604j 0.0219228-0.0067697j 0.0366023+0.0228957j -0.0182671+0.0683827j -0.0192411+0.024709j -0.00845377+0.0154102j 0.00503707+0.0239231j 0.00807723+0.0103497j 
0.0303018+0.0407361j 0.0121573+0.0114349j 0.0443532+0.0156327j -0.0177242-0.0628887j 0.0222867-0.032618j -0.0662088-0.0711545j -0.0516941-0.0894957j 0.0413292-0.0286405j 0.0116309-0.0525379j -0.0129394-0.0109899j 0.0209482+0.000788926j -0.00543327-0.05819j -0.0298405-0.0544311j -0.0117268-0.00863561j 0.00894617-0.0568428j -0.0163853-0.0313814j -0.0635029-0.00438662j 0.0615491+0.0599939j 0.00861404-0.0266512j 0.00182218+0.0245478j -0.00230281+0.0209263j 0.0352202+0.0195451j -0.0200365+0.0231095j 0.00945741-0.01824j 0.00713112-0.0369335j 0.0593399+0.00218158j 0.0141716+0.001622j 0.0159642+0.0652958j -0.0197977+0.0259193j -0.0519291-0.0243856j 0.074751-0.00343586j 0.0066703+0.0213733j 0.0763322+0.00672804j 0.077862+0.0601511j 0.0232211-0.00407877j -0.0206317+0.0568254j 0.0199321-0.00368072j 0.0388326-0.0431391j -0.000238851+0.0476088j -0.0602748+0.0192314j -0.0195146+0.02362j -0.0107397+0.0481149j 0.0365567+0.0497841j 0.0173277+0.0902961j 0.03481-0.0883884j 0.0337167-0.0241746j -0.0348801+0.0319756j 0.0318174+0.0351499j -0.0415033-0.026372j -0.0445175+0.0302603j -0.0483186+0.00359888j 0.0739791+0.0159214j -0.0174456-0.0713039j -0.0113119-0.0661807j -0.0990941+0.0529411j -0.0995644-0.0551133j -0.0607933-0.0120816j 0.0843801+0.0204791j -0.0781593+0.0306272j -0.0396066-0.043614j -0.132964-0.106591j -0.0985533+0.112085j -0.0412091-0.00082874j 0.0476182-0.00610366j 0.00723602-0.0291291j 0.00713699-0.0629282j 0.0111173+0.0448761j -0.0337612-0.0126351j 0.0333146-0.0607471j 0.0990535-0.000980405j 0.0197299+0.0977616j -0.0855122+0.00635084j -0.0312027+0.00677088j -0.0254665+0.0673443j -0.00314086+0.0743566j 0.0432765-0.0617919j 0.00313521-0.00446784j 0.0522187-0.0106781j -0.0159269-0.0445833j 0.0671508+0.000501986j 0.010356+0.037109j 0.00459376+0.0638993j 0.00651312+0.0377461j -0.0367512-0.057353j 0.0343132+0.0136209j -0.0199336-0.0311515j -0.00366831-0.0220853j 0.00457481+0.016061j -0.0142642+0.0136695j 0.0325229-0.0123435j -0.00351064-0.0311842j -0.00335597+0.103071j -0.0143222+0.0304743j 0.0283015-0.00559922j -0.0138599-0.067134j 0.0204065-0.00205805j -0.0498261+0.0325456j 
0.0218186+0.0639237j -0.0208939-0.0184107j 0.0123446+0.0205162j -0.00661239+0.0129335j 0.0202763+0.00268464j 0.0449617+0.0412616j -0.0479494-0.0279524j 0.00534377+0.0291709j 0.0165529+0.0114621j 0.0896587+0.0122074j -0.0720905+0.0121669j 0.0577372-0.0222296j -0.065+0.0410105j 0.0181704+0.0441791j 0.0153214+0.0700979j 0.0139382-0.0133001j -0.00958652+0.0290279j 0.0612296-0.0371724j 0.00274394+0.00274215j -0.057794-0.0211698j -0.00476089+0.00652636j -0.0365826+0.0104746j -0.032342+0.0206678j -0.0158089+0.0349986j -0.0588761+0.0436514j -0.00182964-0.0390458j 0.0355077+0.0265302j 0.00975933-0.0322751j -0.0130542+0.0334301j 0.0116675+0.0521931j -0.0126974-0.03626j -0.0813352-0.0208237j 0.0254397-0.0351602j -0.00244963+0.0010372j 0.0585471-0.00658695j 0.00767205+0.0297298j -0.0130568-0.000921003j 0.00674427-0.044482j 0.0431794-0.0035978j -0.0463175+0.0785361j 0.00608101+0.0163461j -0.0468489-0.0319182j 0.00728641-0.0725664j 0.00214993-0.00981915j -0.0349954+0.0185213j -0.0732367-0.0379252j 0.0157172-0.0245034j -0.0227812-0.0157736j -0.021446+0.0648127j -0.0171542+0.00586552j -0.00941184+0.0166379j 0.0118628+0.108685j -0.0180141-0.0184443j 0.0186292+0.0975941j -0.00823604-0.0140547j -0.0314623+0.0877615j -0.0072335-0.0467832j -0.0235934-0.0724583j -0.0453599-0.0757104j -0.0656321+0.00332144j 0.0499736-0.0757895j -0.0113707-0.00307607j -0.0701666+0.0480468j -0.0196621-0.048951j 0.0330749+0.0400952j -0.0053933-0.00427933j -0.0792504+0.0574718j -0.058414-0.0251172j -0.0282908+0.039643j 0.026026-0.07496j -0.0652228-0.0348085j -0.0170502-0.0446145j 0.0180889+0.0724998j 0.00669875+0.0621912j -0.0900276+0.00105486j -0.0795689-0.00525132j -0.0246249-0.00453779j 0.0443826+0.0450915j 0.0476264-0.0255853j -0.0184908+0.0271957j 0.0780267+0.0273482j 0.00812168-0.063767j -0.023712+0.0485483j -0.0588515-0.0103977j 0.0696477+0.0114968j -0.00577721-0.0143384j -0.0712037-0.027713j 0.0515826-0.0637081j -0.0128844-0.0154396j 0.0602034+0.0182988j 0.0157692-0.00857646j 0.00934541-0.0346936j -0.0324422+0.00930705j 0.0659538+0.015813j -0.0638635-0.0746587j 0.050165-0.0439797j -0.0697111+0.00709907j 
-0.0445818-0.0236884j 0.0160206-0.081225j -0.0272937-0.0261453j -0.0053131-0.0205682j 0.00801825+0.000546917j 0.0219441+0.0360043j -0.0610311-0.0614559j 0.0192947-0.0183026j 0.0137464-0.00393075j 0.0212731+0.00468616j -0.0213733-0.00252256j 0.0156127-0.0234575j 0.00929793-0.00538374j 0.0469044+0.0363037j 0.0562756+0.0902833j 0.0128023-0.0197342j 0.0453687+0.0338492j 0.0384574+0.0089738j 0.00328278+0.021307j -0.0057932-0.0231227j 0.00712368-0.0281919j -0.0315994-0.0660622j 0.0121101-0.00183497j -0.00522311+0.011615j -0.00459079+0.0258727j 0.00691248-0.0722027j 0.0546959+0.0389652j 0.0199208+0.0150345j -0.0275113-0.00106881j 0.0223782-0.0543712j -0.00717808-0.0479653j -0.0549809-0.0628882j 0.0204723-0.0256643j 0.0543067+0.0964679j 0.0357872+0.030879j -0.0449887+0.0152633j -0.0232497-0.0192648j -0.0537073-0.00449353j -0.000984489-0.00935943j -0.0308786+0.0888741j 0.0780856-0.0155302j -0.0348565-0.0484293j 0.0429857-0.024741j -0.0879722-0.0217002j -0.00820681+0.0133474j -0.0839017-0.0290838j -0.00854963-0.0142068j 0.019702-0.0206892j -0.0872837+0.0682737j 0.0194716-0.0472799j -0.0429957+0.087323j -0.0605637+0.00876427j 0.0445484+0.0477862j -0.00920827+0.0157128j -0.0455585-0.12614j 0.0424687+0.0513315j 0.0100895-0.00569841j -0.0326746+0.0239107j -0.000600831+0.0592077j -0.0563532-0.0861524j 0.0230247+0.00882481j -0.0518804-0.0641777j -0.0404286+0.011595j -0.0626686-0.00651152j -0.0539742-0.0143942j 0.0206397+0.0582904j 0.0312354+0.0333964j 0.0570527-0.0573193j 0.0352073-0.0285739j -0.0539992-0.034453j -0.0418954-0.00784634j 0.0118854-0.0999085j -0.0200364+0.00417392j -0.0540721+0.0244616j 0.0057263-0.0127532j 0.0175768+0.0298866j 0.017014-0.0348644j 0.0696341+0.030733j 0.00264804-0.0604684j -0.00511579-0.0364521j -0.0298917+0.0199697j 0.00524994-0.0264838j -0.044144+0.0380003j -0.0183288+0.028037j 0.0393138+0.00874753j 0.00462744-0.0708849j -0.0434646-0.0189142j -0.000556781-0.0811436j -0.0539532+0.00244666j 0.0812908+0.0057754j 0.0257238+0.00153779j 0.0290566+0.00205762j -0.0546199+0.0575128j 0.0176912-0.00705112j -0.0250793-0.0718272j 0.0349399-0.0780707j -0.0509025-0.0406092j 
-0.0416241-0.0380806j 0.00998449-0.0373267j -0.00463601-0.0551831j -0.0225193-0.0227781j -0.011585-4.24278e-05j 0.00148495+0.0244601j 0.036443+0.0184866j -0.0275875-0.0397348j -0.032927-0.0195741j -0.0134371-0.00552494j 0.0414846+0.030507j -0.0587554-0.0193966j 0.00668478-0.0367462j 0.0233119-0.0332407j 0.0154098-0.0168532j -0.0672685-0.0047573j -0.0336556-0.0234631j -0.00676619-0.030625j -0.0231179+0.00876919j 0.0228299-0.00741544j -0.0158127-0.0126123j 0.00321572-0.0524938j -0.0100138-0.00482373j 0.018878-0.00473031j -0.0198847-0.0148269j 0.025038-0.0218766j 0.0110803-0.00661546j -0.0141553+0.00842131j -0.0235914-0.0184867j 0.0105149-0.0666533j -0.0138071-0.00673691j 0.00833888-0.0475421j -0.0589176-0.00330908j 0.0352604+0.0136289j -0.00671423-0.0402j -0.0301783-0.029323j 0.0140526-0.0308912j 0.00273067+0.0270342j 0.0446743-0.0598674j -0.016781-0.056481j -0.0440179-0.0504863j 0.0596952-0.0223852j -0.00924443+0.00568046j -0.0119971+0.000345624j 0.0217091+0.0128973j 0.00973213-0.0335586j -0.00831141-0.000506852j 0.0215058+0.00881754j 0.00372346-0.0670341j -0.00139606+0.0270547j -0.00426601+0.0554193j 0.0308762-0.0414084j -0.0135446-0.00370075j 0.0321874+0.000477328j -0.0368634-0.127583j -0.0686418-0.00399536j -0.00370927-0.00878849j 0.0205722+0.0523668j -0.0265833+0.0192948j 0.0500276-0.0469779j 0.038479+0.0306986j -0.00762031-0.030163j 0.0308568-0.0204914j 0.00232485-0.0365095j 0.0982673+0.00248652j -0.0502428+0.0597808j -0.00840624-0.0237993j 0.111699-0.0440391j 0.0537696+0.0369471j 0.0521582-0.0617887j 0.0444912-0.0852634j -0.0988779+0.0375036j -0.0485304-0.0185938j -0.0249652-0.0101354j 0.0358011+0.0287079j 0.0404691+0.00518959j -0.0119296-0.0134321j -0.0133647-0.000637435j 0.000262896-0.0252735j 0.0466946-0.00840992j 0.000881149+0.00822482j -0.00834153+0.0306209j -0.00228169-0.0497625j 0.0151467-0.0367517j 0.0255151+0.0720212j 0.0216034-0.018156j -0.0180886+0.000994036j 0.0214926-0.00338825j 0.0109226+0.0118422j 0.0149153-0.0332528j 0.00456133+0.0440455j 0.0153896+0.0114605j -0.0156848+0.0204191j -0.00445952-0.0504886j -0.00872374+0.0029119j -0.00277825-0.0333739j -0.00170949-0.0373262j 
0.0616412+0.0732469j -0.0187467+0.0157557j 0.060232+0.0672331j 0.0335582-0.0222214j -0.00428809+0.0427895j -0.0292981+0.0490712j -0.0328051-0.0709464j -0.0199691-0.0303111j 0.0365471-0.0516656j 0.062474-0.0418639j 0.00221715-0.0262305j 0.0162663+0.0316995j -0.00135519+0.0106717j 0.0307441-0.00258937j -0.00963697-0.0199265j 0.0142096-0.0604718j 0.0267443-0.0163624j 0.0435183+0.0486119j 0.0177716-0.0108672j 0.00284573+0.00775379j -0.010355-0.0224164j -0.0377174+0.0289543j -0.0195515+0.00929139j 0.026751+0.00367282j -0.0409081-0.0089152j 0.0378603+0.0116628j 0.0244426+0.0273675j -0.0176621+0.0461404j -0.0576662-0.000559009j -0.00127663+0.0453119j -0.0401344-0.034344j -0.0529259-0.0120462j 0.0135095-0.0518518j -0.00339012-0.0131283j -0.02714-0.0111639j 0.0259116+0.0232534j 0.0256344-0.0213652j -0.0167356-0.0506809j 0.0730471-0.0042587j -0.00107445-0.00600181j -0.0465466-0.000663945j -0.0237567+0.00162207j 0.0358443+0.0561385j 0.0247928+0.043032j -0.043761+0.0679002j -0.00414833+0.0321621j 0.00146357-0.0212887j -0.0639301-0.0172728j 0.00966751+0.0341954j -0.0676598+0.0336681j 0.00478829+0.0474596j 0.0237145-0.0105609j -0.0466815+0.0212931j 0.0465187+0.101166j -0.011037+0.0371461j 0.0338451-0.063815j -0.0326713-0.0554531j -0.015959+0.0247617j 0.000985299-0.133096j 0.0939097-0.0150851j 0.0495088+0.048469j 0.0803941+0.0303204j 0.113865-0.0195084j -0.0193181+0.0946362j 0.0501101+0.0467337j 0.0238083-0.051587j -0.0638785-0.0591874j 0.00805942+0.0100428j -0.0446674-0.0080355j 0.0203227-0.0399204j 0.0261502+0.0539408j -0.0419273-0.0141944j -0.0309294-0.0369521j 0.0528124+0.0171642j 0.00953703+0.00407547j 0.00307025-0.0857673j -0.020035-0.0283489j 0.00928725+0.015548j 0.0283656+0.0153937j 0.0345363-0.0221738j 0.0493945+0.016706j -0.042036-0.0161628j 0.0351141+0.00230559j -0.0653824-0.0561532j 0.0274387+0.00893039j -0.00261212-0.0250119j -0.0240127-0.0380773j -0.0662554+0.0288203j -0.0358632+0.00865779j 0.0335383-0.0427442j 0.00516476-0.044503j 0.0258256-0.0206171j -0.00543623+0.0117863j -0.00379712+0.0370194j -0.00951966-0.048935j 0.00357514-0.00163649j -0.0301967+0.070444j 
0.00804357+0.0759027j -0.0748963-0.0274537j -0.0153393+0.0305771j 0.038678+0.0848364j -0.0633626+0.0437609j 0.0571182+0.0377161j 0.0554971+0.0552749j -0.0258563-0.00963457j -0.0560609+0.00150135j 0.0531742+0.0196114j -0.0159797-0.0475135j 0.0141236-0.0263016j 0.0126056+0.00877368j 0.0158272+0.0670633j 0.0250472+0.035885j -0.0124789-0.0103859j 0.0260698-0.0181399j -0.000108639+0.000608573j 0.0201737+0.0428929j -0.0129373-0.0243235j -0.0177947-0.00575742j -0.0123278+0.0366758j 0.00798714+0.0395651j 0.00273093+0.0349649j 0.055802+0.0313295j -0.0251871-0.00590212j 0.00621636-0.0346228j -0.0439258-0.0385394j 0.0232228+0.0628641j -0.0160551+0.0217276j -0.0397182-0.070179j -0.013705+0.00919435j -0.00701918+0.0116687j 0.0115671-0.0454234j -0.0330459+0.013777j 0.0355563+0.0348653j -0.0571476-0.00623086j 0.0020422-0.0673j 0.00968658-0.0328279j 0.00733393-0.0185124j 0.0201947+0.0520931j 0.0472358+0.049146j -0.0361907-0.0348332j 0.0349598-0.0515755j -0.100638+0.058761j -0.0282581+0.0273703j -0.0160513-0.076801j -0.0644563-0.0458772j 0.00706844+0.0537958j -0.0960165+0.0054317j 0.0121982-0.0271296j 0.116099+0.135272j 0.0358693-0.0163527j -0.00612899+0.0727163j 0.0899531-0.0106243j 0.0209409+0.0465581j -0.00214809-0.0774664j -0.00525373-0.00549904j 0.084037-0.0974539j -0.0253776+0.078501j 0.0239196+0.0699764j -0.0260686+0.0189859j -0.00112006+0.0196357j -0.0138158-0.0383404j 0.00851851+0.0434j -0.00381546-0.0612268j -0.0834221+0.0226791j -0.051096+0.0199616j 0.0207759+0.0974186j -0.033423+0.0170612j -0.00871929-0.0438475j -0.00294728+0.0555737j 0.0577563+0.0222755j 0.0577368+0.016902j -0.0316213-0.0597644j -0.0188518+0.0389671j -0.079563+0.016197j -0.0405048-0.04836j 0.0145-0.0185909j 0.0293592-0.0140543j -0.00909751+0.00243005j 0.0301851-0.0829036j 0.0320818-0.00998602j -0.0333718-0.018152j -0.0244427-0.0230539j -0.0114974+0.0787812j 0.0286394+0.0109134j -0.0215662+0.0167221j 0.0167972-0.000196749j -0.0430824+0.0197896j -0.0317445+0.0137687j -0.0309815-0.0996386j -0.00455402-0.0371542j -0.0306196+0.0171723j 0.0585231+0.00573632j -0.0257878-0.020753j 0.00792912+0.0522004j 
0.0296498+0.015897j -0.00183415+0.0469433j 0.0282888+0.00849504j -0.0264843-0.00614008j 0.025325+0.00524236j -0.0179963-0.029379j -0.0641175+0.00598446j 0.017173-0.0107981j 0.0266301-0.0606333j 0.0237043-0.0111233j 0.0356259-0.00820053j 0.0500571+0.0412885j -0.0260287+0.027251j 0.0504873+0.0228536j -0.0135243-0.0637789j 0.0683591+0.0368645j -0.0298008-0.00723734j -0.0125113+0.0128044j 0.0524762+0.00592956j -0.0695085-0.0127989j 0.00547201+0.0316941j 0.0222575+0.0278659j -0.0591229+0.00219058j -0.0499942-0.0378044j 0.0831276+0.0325819j -0.0577052-0.0212685j -0.0681671-0.0336529j -0.00399366+0.0146729j 0.0221626+0.038431j -0.0601121+0.0595028j 0.0199908+0.00395326j 0.0111638+0.0309952j 0.0833076+0.0368346j 0.0389593-0.0419459j -0.0156155-0.0500531j -0.0751592-0.00602238j -0.0431485+0.00646921j -0.0522568-0.0174822j -0.0573746-0.0457781j -0.0364841-0.037854j 0.0265292+0.0447605j 0.0405218+0.0296378j -0.0630074+0.0158219j 0.0458972+0.0688057j 0.0643897+0.032752j -0.0329667-0.0254111j -0.0175607+0.0242288j 0.0802665-0.000800827j -0.0444429-0.038773j -0.0312684+0.078179j -0.00865786-0.0127972j 0.0171046-0.0215526j -0.0324597-0.00905175j -0.100026+0.00801186j -0.128821+0.0488778j -0.0238945-0.0959398j -0.0917579+0.0367508j 0.13465-0.0857654j 0.0291491-0.0218358j 0.0146155+0.0645768j -0.0127602-0.0586433j 0.0211309+0.0681192j 0.0174915-0.0222005j -0.108477-0.0742956j -0.0739282-0.0426072j -0.0529278-0.00284168j -0.00389432+0.000970806j -0.100426-0.0265398j 0.0366184-0.0145419j 0.0658711-0.134807j -0.0532626+0.0454477j -0.0475349-0.00420963j -0.0192869+0.0182744j -0.0625504+0.0139549j 0.0645896+0.0153418j 0.0374937-0.0637489j 0.00156232+0.0113756j 0.0286144+0.00316057j -0.00626052-0.0102768j -0.00223231-0.0536441j 0.00369269+0.0429084j -0.0312673-0.00682004j 0.0659314-0.0246811j 0.00725754+0.0443939j -0.0179435-0.0633831j -0.0268813+0.0109775j 0.00369117+0.0114386j -0.0253462+0.00420493j -0.0362688-0.0450298j -0.0185242+0.0246331j -0.0521133-0.00991851j 0.00928004+0.0203162j 0.00340246-0.0237477j 0.00841057-0.000869439j -0.0172515-0.00245813j -0.0134814+0.0336634j 0.00095219+0.0369137j 
0.0425003+0.0324235j -0.00140823+0.0576879j 0.047961-0.0255306j 0.0209695-0.00379175j 0.020801-0.0250233j 0.0030119-0.0169609j -0.0306796-0.0196461j 0.0607003-0.00103261j 0.0707898+0.0111914j 0.0442962+0.0756413j -0.0934241+0.0175686j 0.0466772-0.0278359j -0.0211683-0.010946j -0.0248462+0.0126455j 0.0095076+0.0511549j -0.005556+0.0106893j -0.0183942+0.00860663j 0.0570119-0.00746742j 0.00314629+0.00807144j -0.0262375-0.00814306j -0.0381005+0.031205j 0.026876-0.0059251j -0.00666424-0.0157379j 0.0186685+0.0176093j -0.0408497-0.00284446j 0.0307682-0.00817319j 0.00866243-0.0151022j 0.00282797-0.00661532j 0.0548089+0.0647271j -0.0167676+0.0434871j 0.0139012-0.033078j -0.0616893+0.0334784j -0.000493064+0.00431152j -0.0359449+0.025937j 0.0255517-0.0318979j 0.0120872+0.0107442j -0.0554719+0.0151639j 0.0404169+0.0193085j 0.0297221-0.0131128j 0.0478446+0.0484255j -0.111145-0.0292666j -0.0127523+0.000111449j -0.0315016-0.0511954j 0.0182285-0.0419639j -0.0471305-0.047646j -0.00518272-0.0262859j 0.0965642+0.0329399j -0.00531795-0.0538303j 0.0945675-0.0132429j -0.00234045-0.0235213j 0.0498238-0.0632127j -0.0255869+0.105055j -0.05585-0.0772672j 0.0578978-0.0152805j 0.0163147+0.0189487j -0.0660698-0.0531677j -0.0350918-0.0218244j 0.0700885-0.0096638j -0.0381922+0.0986903j -0.113794+0.00967972j -0.0351747+0.00399773j -0.0576474+0.0115044j -0.0421441+0.0345005j 0.0802338-0.00278145j -0.00374873-0.000903745j 0.0110466-0.0291402j 0.0328256+0.0776058j -0.0238228-0.0377363j -0.0308434-0.0740008j -0.0170154+0.00102918j -0.0264818-0.0465777j 0.0175894+0.0257259j -0.0133696+0.0695155j 0.0475441-0.0700196j 0.00947059+0.0466562j -0.06581-0.00285614j 0.0345089-0.0423577j 0.00682967-0.00673426j -0.0569803+0.0274865j -0.0284019-0.00917882j 0.0283609-0.0417276j -0.00432599-0.0135901j 0.0181838-0.0109475j 0.068381-0.0496638j -0.0307151+0.0668992j -0.00744295-0.00167357j -0.0576664+0.0124036j 0.00494664-0.0550592j -0.0209647-0.0363954j 0.00856038-0.0233939j -0.00969803+0.0114931j 0.0126846-0.0232316j -0.00875955+0.0148805j 0.0694164-0.0289503j -0.0861873-0.0109354j 0.0262266+0.0165165j -0.0126584+0.0194002j 
