-6.66966e-16-0.0363889j 4.80447e-15+0.115946j 5.07551e-17-0.0374998j 1.95905e-16+0.0183359j -3.98643e-16-0.0247129j -2.85462e-18+0.0926048j 2.51949e-16+0.04606j 4.8901e-17-0.0137719j 2.93065e-16-0.0412777j -6.23175e-17+0.0919933j -1.98889e-16-0.0703047j 2.43012e-16-0.0398189j 6.11917e-17+0.0206321j -3.09834e-17+0.0144505j -4.20518e-16+0.0113394j 5.5212e-15+0.0163837j 4.01423e-17-0.0127665j 6.05696e-17-0.0315844j 2.86095e-16-0.00731953j -2.09536e-16-0.00803559j 2.34575e-16+0.0116242j -3.40412e-16-0.0362264j 2.11947e-15-0.0219159j -3.79403e-16+0.0104343j 9.63194e-17-0.00213151j 1.43844e-16-0.00662815j 9.14432e-17-0.00643334j -6.20418e-17+0.00716325j -5.05688e-16-1.60988e-05j 2.64116e-16-0.00109991j 4.2437e-17-0.00960235j 1.52093e-16-0.00705975j -4.46197e-16+0.0124605j -2.64775e-16+0.018687j 4.01464e-16-0.0204572j 9.20069e-17-0.000929145j 2.77063e-16-0.0176046j 7.47606e-16+0.00332698j -2.72037e-16-0.0208405j -2.7566e-17-0.00765987j -2.01816e-17+0.00223166j 1.00184e-17+0.0030833j 7.7432e-18-0.0196519j -3.7588e-17+0.0402072j 1.14245e-16+0.00746284j -1.06383e-16-0.0108534j 1.35244e-16-0.0472671j 5.87329e-17-0.00252112j 6.12435e-17-0.0298424j -9.59088e-17-0.0266168j -1.30747e-17+0.0161292j -2.78326e-17-0.0161318j 1.98065e-16+0.0236363j 3.42586e-17-0.0350435j 1.41744e-14+0.0606176j 3.2147e-15+0.00061717j 
-2.81588e-16+0.039236j -6.85961e-16-0.0856479j -1.06448e-15+0.0396292j 1.82014e-15-0.0414522j -1.4315e-15+0.0395348j 2.17762e-15-0.0763994j 3.43168e-16-0.0205848j -6.5784e-17+0.00926382j 2.79043e-15-0.0796917j -1.26392e-15+0.0535538j -2.33547e-15+0.0693488j -5.47447e-15+0.143321j 4.37595e-15-0.128982j 1.86258e-15-0.037456j 9.96629e-15-0.0903975j -7.40056e-14-0.245964j -9.26186e-15+0.258953j 5.94923e-15-0.184656j 7.54103e-15-0.162157j -2.47711e-15+0.0586663j 1.35348e-15-0.0542747j 4.83232e-15-0.124766j -3.20506e-14+0.239929j 1.48034e-15-0.0234724j -5.63071e-15+0.212891j -4.00469e-15+0.102561j 1.15684e-14-0.345809j -1.13728e-14+0.0344891j -5.97639e-13+0.174095j -1.38183e-14+0.260435j 3.94494e-15-0.0984371j -9.55196e-16+0.0336411j 1.30495e-15-0.0270331j 3.14715e-15-0.113795j -3.4558e-15+0.0542846j 1.88287e-15-0.0409361j -1.7233e-15+0.0160911j 1.03064e-15+0.0306613j -6.01872e-16+0.00736935j 3.22461e-15-0.166351j -2.39649e-16-0.0954843j 3.14435e-15-0.115406j 5.32537e-16-0.0197465j 1.16253e-15-0.0368235j 1.69618e-15-0.05534j -2.17775e-16-0.00142529j 1.90857e-15-0.0677155j -1.44154e-15+0.0387932j -1.42148e-15+0.0460106j 1.05099e-15-0.0398447j 1.76815e-15-0.0455227j 7.8464e-16-0.0195229j -2.45676e-16+0.0147983j -7.52428e-16+0.026117j -1.08517e-15-0.018423j -1.98017e-15+0.0492646j 
-8.17412e-16+0.0665618j 1.20995e-15+0.0465066j -8.07358e-16+0.0479456j -6.52907e-17+0.121586j 3.26252e-16-0.0950447j 4.54408e-16+0.00953647j -9.97791e-16+0.124696j 2.98663e-16-0.0535242j 4.24642e-16-0.0974391j -9.79743e-16+0.172949j 1.20604e-15-0.127284j -3.92382e-15+0.199149j 5.02967e-16-0.154138j 7.19706e-16-0.0300858j 1.3581e-15-0.136976j -4.91557e-15-0.0255527j -8.94416e-16+0.0716374j -4.51677e-16+0.0149581j -4.71008e-16+0.0600212j 4.03769e-16+0.0778381j 3.63294e-16+0.148714j 7.45424e-17-0.0203452j -1.25046e-15+0.00257816j -2.82658e-15+0.0610174j 1.1523e-15+0.216288j -9.10788e-16-0.0649462j 2.19741e-17+0.123306j -1.41573e-14-0.039998j -8.30544e-13+0.246578j -7.92872e-15+0.185081j -2.4154e-15+0.142593j -9.2793e-16+0.0761516j -2.58974e-15+0.072918j -9.49226e-16+0.0142426j 6.24826e-16+0.0388335j 2.11802e-15-0.0985089j 1.24848e-15-0.198524j 5.42142e-15+0.0763429j -1.67167e-15-0.00291224j -5.30531e-16-0.0820886j 2.20976e-16+0.0160428j -6.11484e-16-0.00483024j -5.45381e-16+0.0420667j -6.68491e-17-0.0224791j 1.20343e-15+0.00731202j -5.41655e-16+0.121355j 4.94149e-16-0.0703945j 2.53528e-16-0.0324221j 1.37627e-16-0.0107288j 2.52907e-16-0.00689061j -2.19168e-16+0.066702j -3.31268e-16-0.0411608j -7.58902e-17+0.0316494j 1.43471e-16-0.0297416j 1.05539e-15+0.00426776j 3.60668e-16+0.00150421j 
6.76978e-16-0.0632359j -3.41342e-15-0.0772333j 1.02632e-15-0.0172073j -9.88563e-16-0.117672j 8.47809e-16+0.111777j -1.42643e-15+0.0370308j -2.04088e-16-0.0887327j -3.944e-17+0.123136j 6.40281e-16+0.0318762j -1.66412e-15-0.178612j 1.22396e-15+0.0803953j 2.27094e-15-0.146077j 1.66912e-15+0.0215962j 9.16967e-16+0.0494685j 3.93557e-15+0.0199778j -3.48246e-14-0.0964184j -7.93171e-16+0.0785098j 6.33835e-16+0.0492635j 6.8364e-16-0.0756982j 1.77307e-15+0.0911441j 1.29282e-15+0.00471118j 6.9268e-16-0.0202659j -8.09677e-15+0.0668567j -5.39602e-15+0.0973349j 1.92265e-15+0.119593j 1.02631e-16+0.0273819j -1.42874e-15-0.272095j 7.45645e-15+0.0800152j 3.79916e-13-0.114779j 2.17849e-15-0.12034j -3.03893e-16-0.0520275j 3.23599e-16+0.0858544j -5.97867e-16-0.0067993j -2.11516e-16+0.0343994j -1.9678e-16+0.0132748j -1.11789e-15-0.0825191j -3.70574e-16+0.0538268j -7.82893e-16-0.00909345j 1.68817e-16+0.0092945j 7.75891e-16+0.0417341j 4.45191e-16-0.0167818j 4.74017e-16+0.0672943j 7.28617e-16-0.0457505j 9.36216e-17+0.00257496j 1.10576e-15+0.0605392j -1.53896e-16-0.0377981j -1.30867e-16+0.0420871j 6.89443e-17+0.00596794j 1.41067e-16+4.86332e-05j 2.452e-17+0.0424339j -5.99501e-16-0.0321204j 6.13475e-16+0.0604974j -7.52466e-16-0.0718466j 5.49248e-16+0.0616619j -1.09626e-15-0.00559253j -2.36018e-16-0.000376553j 
-3.93855e-16-0.0863913j 3.63421e-15+0.0945439j 1.14914e-15-0.193503j 6.01308e-16-0.0540028j 2.82207e-16-0.0492025j -1.83091e-15+0.266106j 6.98059e-16-0.0809533j -1.5113e-15+0.123828j -4.38501e-16+0.0325607j 6.63931e-16+0.0160949j 4.94477e-16-0.257377j 3.71371e-15-0.245848j 8.07802e-17-0.138127j -2.27621e-18-0.0547612j -4.81732e-15-0.102323j 4.87468e-14+0.135705j -2.99896e-15+0.0769179j -1.81798e-15+0.133812j -2.85754e-15+0.146123j 8.88166e-16-0.0519425j 7.58373e-16+0.0095248j 7.26718e-16-0.150474j 7.81978e-15-0.0797097j -1.24738e-14+0.210575j 1.70564e-15-0.0677491j -3.65729e-16-0.000370389j 2.03862e-15-0.0188054j -8.25748e-15+0.0231602j -4.03774e-13+0.119497j -2.49212e-15+0.0444487j 1.34516e-15-0.0494134j -2.69203e-16+0.0740502j -4.64069e-15+0.131336j -7.60086e-16+0.122476j -2.21544e-15+0.0675858j -9.1312e-16+0.0336618j -1.69761e-15+0.0108666j -1.75329e-15+0.0173913j 4.9839e-16+0.0802312j 3.50628e-16+0.00151856j -1.66385e-15-0.0897476j 7.3919e-17-0.0276646j 9.08457e-16-0.0372755j 2.67888e-16+0.00871392j 2.08439e-16+0.00647499j 9.3033e-16+0.0239452j -1.27404e-16+0.0456221j -4.25349e-16+0.0051797j -2.21661e-16-0.0518031j -8.68997e-16+0.11591j -8.56851e-17+0.0426667j 1.0962e-16-0.0622686j 3.72663e-17+0.0522875j -3.36085e-16-0.0245469j -9.92088e-15-0.0446456j -2.56644e-15+0.00389696j 
-9.89002e-16+0.0165819j 5.68006e-16+0.0356282j 1.6237e-16-0.0517463j 5.70572e-16-0.187147j 8.43547e-16-0.0587074j -2.50445e-16+0.0353381j -4.38786e-16-0.0283521j -1.01287e-15+0.170208j -1.32758e-15+0.122278j 1.46553e-15-0.177334j 5.47002e-16-0.22048j 1.7356e-15-0.210325j -2.8462e-16+0.144053j -8.71441e-16+0.120079j -8.32449e-15-0.160353j 1.21373e-13+0.347124j -9.06661e-16-0.0243245j -1.32227e-16+0.0299377j 3.93438e-17+0.0544116j 1.76249e-16+0.0253744j -3.74438e-16+0.0390219j 5.23165e-16+0.0629009j 4.02709e-15-0.0276956j 9.49189e-15-0.158369j -2.00831e-15+0.0144393j -9.0795e-16+0.0150271j -1.30951e-15+0.249957j -5.12063e-17+0.0324381j 4.27871e-15-0.00172287j -1.65962e-15+0.0921152j -5.48283e-16+0.0555908j 5.22021e-16-0.0474047j 3.00947e-15-0.0978248j 1.14246e-15-0.158196j 1.44226e-15-0.0642373j 1.90841e-15-0.0497403j 5.91918e-16-0.0700976j 7.23925e-15+0.0764758j -2.46929e-15-0.0489707j -6.50501e-16-0.0723273j -6.63593e-16+0.0162652j -8.81309e-16+0.0036517j -4.15116e-17-0.0671392j -6.38652e-16+0.113033j 2.53383e-16+0.00941374j 5.61432e-17+0.133386j -1.40497e-16-0.0115479j 3.53305e-17-0.0681943j 1.30761e-15-0.107599j 8.76192e-16-0.125319j 3.43125e-16-0.0207417j -3.8046e-18+0.0302262j -3.21493e-16+0.00566171j 2.7571e-16-0.069483j 1.09518e-14+0.0456417j 1.94687e-15+0.0105078j 
1.23869e-15-0.0838672j -2.99445e-15-0.134316j -7.46909e-16+0.0357167j 1.59722e-16-0.150401j -2.00474e-15+0.248484j 1.28296e-15-0.110565j -2.87789e-16-0.0437418j 1.01905e-15-0.0565318j 5.79406e-16+0.04197j 1.40164e-15-0.165444j -2.46449e-15+0.154965j 1.90358e-15-0.118032j 1.22355e-15-0.215248j 9.15923e-17-0.0299288j 7.3802e-16-0.144527j -7.75898e-15-0.0402356j 2.79845e-15-0.266681j -6.58899e-16+0.00368775j -3.30084e-15+0.190626j 2.3252e-16-0.0529458j -5.05541e-16-0.122778j -5.33364e-16+0.0426659j 1.15895e-14-0.10961j -1.21465e-14+0.213159j 1.06146e-15+0.00994315j -3.39913e-16-0.0452355j -9.98463e-18+0.0621921j -1.21257e-14-0.173745j -6.90285e-13+0.208256j 7.74715e-16-0.109731j 7.00198e-17+0.0149706j -6.26363e-17+0.0282411j -3.81442e-15+0.127791j 5.06043e-16-0.0314805j 4.47999e-16-0.0288157j -3.27089e-16+0.0684037j 3.47608e-16-0.0513025j -2.4166e-15+0.0543034j -2.16617e-15+0.19699j 9.57498e-16+0.187234j 4.78363e-16+0.0513288j 6.97047e-16-0.0279933j -4.06879e-16+0.044085j 7.49367e-17+0.0321528j 8.58038e-16+0.0146271j 1.39266e-16+0.0993644j 2.81723e-16+0.0524239j -4.513e-16+0.0247623j 1.13197e-16-0.0615223j 3.31557e-16-0.00733049j 3.81398e-16-0.00117318j -2.35348e-16-0.00786705j -7.76933e-17-0.0538786j -2.37495e-16-0.0398158j -9.74663e-15-0.0318446j -1.96204e-15-0.0503281j 
5.72131e-16-0.0307695j 4.31655e-16+0.00810523j 3.38506e-16+0.0470714j 4.23326e-16-0.0665175j -1.30015e-15+0.116946j -1.95973e-16-0.0575477j -2.15253e-16+0.120963j 1.26468e-15-0.142246j 8.80599e-16-0.103621j -4.34996e-16-0.0189599j -6.40603e-16+0.16208j 1.71626e-15-0.0669452j 1.18744e-15-0.0379775j 5.40684e-16+0.0589408j 1.166e-15+0.248718j -1.51071e-14-0.0243863j -1.02233e-15+0.0386541j -2.01819e-15+0.0451253j -4.89426e-15+0.343012j 6.47342e-16-0.0934112j 8.32655e-16+0.200325j -2.27541e-16-0.0302025j 2.05424e-14-0.190346j -5.04159e-15+0.0684035j -1.53419e-15-0.245902j 1.97632e-15+0.0422805j 1.76633e-16+0.236067j 4.49323e-16+0.0289618j 1.09798e-13-0.0323748j 5.27902e-15-0.266475j 8.25797e-16-0.0468468j -1.89252e-15+0.0253264j -3.9809e-15+0.15433j 4.47951e-16-0.156078j -2.93245e-16+0.0126442j 1.50608e-15-0.0497047j 1.88228e-15-0.0573197j -2.95436e-15-0.0484229j 2.08383e-15+0.0385032j -2.18764e-15-0.200516j -2.13353e-15-0.0544984j 1.05855e-15-0.137895j 2.41498e-16-0.0613459j 1.83338e-16-0.0259879j -2.5558e-16-0.0142734j -6.41102e-17+0.0137676j 3.17138e-16-0.0326393j -8.12863e-16+0.0499355j 1.53356e-16+0.00955571j -9.83216e-16+0.0576653j 1.76182e-16+0.0113364j 9.0739e-16-0.0648449j -3.5063e-16+0.0232606j 1.29611e-16+0.00553492j 1.61862e-15-0.00267827j 4.25351e-17+0.0439806j 
-1.06134e-15+0.0258993j -2.22379e-15-0.0701268j -6.88463e-16+0.00354903j 8.91674e-16-0.0218797j 1.01639e-15+0.0771022j 2.5342e-15-0.0166137j -4.75116e-16-0.0868057j -4.18934e-16+0.112953j -3.12768e-15+0.162164j 2.33146e-15-0.047465j 1.27089e-15-0.240325j -2.91663e-15+0.0616415j -6.26213e-16-0.0301515j -1.64641e-15-0.0554283j -5.32347e-15-0.0952783j 8.90206e-14+0.251395j 2.95228e-16-0.15458j -1.7715e-15+0.0513931j -4.41119e-15+0.120613j -4.77248e-16-0.113421j -1.18051e-15+0.0450758j 2.02952e-15-0.095298j -4.99457e-15+0.0751122j 7.84743e-15-0.152094j -1.93531e-15-0.00449352j -1.05127e-15-0.0754425j -3.22272e-15+0.0129187j 1.25535e-15+0.0286039j 8.45158e-14-0.0259841j 3.90084e-16+0.109092j -1.44919e-15+0.0639934j -3.04312e-15+0.108239j 3.38599e-15-0.1105j 2.63902e-15-0.130411j -3.48987e-15+0.0399466j 6.02243e-16+0.0149832j 3.65183e-15-0.219762j -1.09829e-15-0.027937j -1.81245e-15-0.00721007j 7.17259e-17-0.0879125j -2.20344e-16+0.0479032j 2.64567e-15-0.145841j 6.36602e-16+0.018464j 8.55924e-16-0.098561j -3.49725e-15-0.0130924j -1.15529e-15-0.029182j 1.76855e-15-0.185258j -1.90455e-15+0.107522j 8.06629e-16+0.0228593j -1.18769e-15+0.0341413j 7.54186e-16-0.0477191j 4.83525e-16-0.0113469j -6.58515e-16+0.0990469j -2.68121e-16+0.0457083j 2.80946e-15+0.0038327j -3.50599e-16+0.0398589j 
1.17955e-15+0.128257j -2.14579e-15-0.0150076j 1.35017e-15+0.00929014j -3.31088e-16+0.0425011j 2.96722e-16-0.229457j -7.82488e-16-0.134479j 3.0975e-16-0.00433738j 1.14787e-15+0.0280886j 3.29082e-16+0.100359j -9.36793e-16-0.0389043j 4.1662e-15+0.0903405j -2.38996e-15+0.0422946j -1.31879e-15+0.0550724j -3.76879e-16+0.28416j 5.72571e-15+0.135676j -6.93482e-14-0.189769j 1.23899e-15+0.030338j 1.49448e-15+0.123133j -1.33382e-15+0.146344j 5.77136e-16+0.174338j 2.5193e-15+0.154541j 1.04578e-15+0.0129894j 1.58463e-14-0.166342j -4.74835e-15+0.162114j 1.84033e-15+0.144711j 1.90881e-15+0.0921603j -1.28547e-16+0.010883j 2.71321e-15+0.0889155j 2.23546e-13-0.0673361j 1.35915e-15-0.14956j -1.82023e-15-0.0025713j -2.75467e-15+0.204012j 2.56977e-15-0.0194796j 2.59028e-15-0.0651348j -1.98336e-15+0.126996j -1.01737e-15-0.0460156j 2.25035e-15-0.0544909j 4.91392e-15+0.113954j -2.20793e-15+0.118204j 5.69489e-16+0.105097j -1.09485e-15-0.00526363j 3.18251e-15-0.0958606j 4.24675e-16+0.0114407j 4.87142e-16-0.00818303j 1.30971e-15+0.252395j 1.0183e-15+0.0532704j 2.44965e-15+0.0282898j -1.83848e-15+0.0196713j 4.03958e-16-0.0101155j -9.30155e-16+0.0749493j 9.04435e-16+0.0127353j 7.58409e-16+0.0120884j -1.22988e-15+0.00750345j 1.60848e-16+0.0571182j -4.12013e-15-0.0257729j -9.47235e-16+0.0476748j 
-5.34888e-15-0.0658602j 1.00014e-14+0.110601j -4.87537e-15-0.10523j 5.39378e-15+0.118092j -2.47094e-15-0.111295j 1.00533e-14+0.193509j 2.17986e-15+0.0401888j -3.75026e-15-0.0776465j -3.96521e-15-0.0751031j 6.11096e-15+0.125667j -6.92963e-15-0.145134j 6.20052e-15+0.201219j 2.13668e-15+0.0501009j -1.80603e-15+0.0130779j 8.05117e-15+0.103788j -7.03147e-14-0.179694j 7.11886e-16+0.0105275j -1.5162e-14-0.284661j -4.22913e-16+0.00970031j 3.87968e-15+0.124642j -4.58991e-15-0.0616991j -9.15345e-15-0.189028j 1.04425e-15+0.035711j -1.15603e-15-0.14618j -3.97475e-15-0.049619j -1.37206e-15+0.00252194j -1.15706e-14-0.223224j 9.81638e-16+0.0516584j -2.75526e-14+0.00675653j 6.84007e-15+0.125749j -2.34238e-15-0.0726972j 5.59839e-16+0.0883681j -1.17046e-15-0.04333j -5.7753e-15-0.141621j -8.51418e-16+0.0295717j 3.7692e-15+0.0892238j -2.31724e-17+0.0151004j 8.03338e-15+0.0653794j -5.75132e-15-0.0333915j 4.14461e-15+0.0777893j -5.6248e-15-0.0669699j -8.05509e-15-0.2155j 1.82239e-16+0.00310124j 1.29605e-15+0.0338433j -3.42348e-16+0.0418095j -2.884e-15-0.0451319j -5.39965e-15-0.100322j 2.91594e-15+0.0556992j 7.74546e-16+0.0191328j -2.63135e-16+0.00306162j 5.01666e-16+0.0223043j -7.66484e-16-0.0112266j 1.29882e-15+0.0225298j -6.22985e-16-0.00313277j 1.0073e-14+0.0354122j 9.25433e-16-0.0080695j 
-9.01353e-16-0.0745168j -5.59424e-16-0.021652j -6.21305e-16-0.07855j -2.53811e-16+0.0615985j 1.76291e-15+0.10072j 1.52449e-17+0.156748j -1.41954e-15-0.21227j -6.90843e-16-0.0235172j -1.32516e-15-0.224051j -7.54393e-16+0.0391551j -2.33391e-15-0.103193j -1.45209e-16-0.0461512j 8.59463e-16-0.00507117j 9.17218e-16+0.143391j 3.31438e-15+0.252508j -1.49898e-14-0.0234633j -1.11245e-15-0.153095j 4.00914e-15+0.0376466j -2.07297e-15-0.117917j 2.8606e-15+0.0726988j 2.49861e-15+0.164263j 3.03778e-15+0.306423j -6.46253e-15+0.0866384j 3.9691e-15-0.0852742j 4.69394e-15+0.160941j -3.62249e-15-0.0375026j -1.43645e-15-0.05515j 1.08405e-14+0.0128872j 5.4823e-13-0.163476j 3.58248e-15-0.0792538j 6.09964e-16+0.0441927j 2.28867e-16+0.184921j 3.09411e-16-0.108345j 3.59286e-15-0.00867873j 3.08359e-15-0.248634j -6.67423e-16-0.0938026j -1.0915e-15-0.101512j -1.1595e-14-0.172424j 1.88334e-15-0.0565071j 2.8182e-15+0.142745j -1.16736e-15-0.0485103j 1.34104e-15+0.034956j 8.84698e-16+0.0135101j -7.6346e-16+0.00647064j -1.86116e-15-0.107589j 9.73198e-17-0.026648j -8.14457e-16-0.0337488j 3.48438e-16-0.0645557j -9.82789e-17+0.0353563j 7.29059e-16-0.044216j -5.32463e-16+0.0958136j -8.36536e-16+0.027198j 3.10802e-16-0.0199372j -1.08334e-16+0.0184935j -6.46711e-15-0.0272016j -1.28491e-15-0.00383583j 
-2.1954e-15-0.0891634j 2.83163e-15+0.0101928j 1.116e-15-0.0236169j -5.50617e-15-0.097621j 6.81563e-15+0.100674j 5.54847e-15-0.117581j 2.73373e-15+0.049802j -4.99103e-15-0.199729j -8.66107e-16-0.125086j -4.27103e-15+0.00253736j 1.2197e-17+0.00456174j 7.08478e-15-0.00636216j 3.42133e-15+0.094826j -4.13884e-15+0.0578474j -1.31547e-15+0.00772809j -7.23126e-14-0.197071j -9.72104e-16+0.0599297j -8.41711e-15+0.0636911j -6.59678e-15-0.254339j 8.62263e-15+0.173452j 4.09232e-16+0.0555136j -4.86777e-15+0.0755256j -1.40469e-14+0.116881j -6.00597e-15+0.0687372j 1.27899e-14+0.166648j -3.98449e-15-0.16278j -1.18466e-14+0.0520303j 7.94706e-15-0.00484534j 2.27226e-13-0.0694196j -3.62777e-15-0.0360994j -2.40482e-15+0.171592j 3.34189e-15-0.104017j 1.6303e-15-0.108327j -8.09698e-16+0.21049j 1.80842e-15+0.0632985j -7.30438e-15-0.1246j -8.53091e-16-0.102399j -4.779e-15-0.0908493j -8.74664e-16-0.071766j 3.82821e-15-0.0170583j 7.52067e-15+0.0761541j 5.38328e-15+0.105471j 4.88491e-15-0.0524736j 4.81919e-16-0.0188843j 8.05779e-16+0.0022481j -1.489e-15+0.0875121j -1.43802e-15-0.0171943j 4.39209e-15+0.0620771j -2.4592e-15-0.10387j -2.12406e-15+0.118777j -2.54297e-15-0.102919j -8.81556e-16-0.0731998j 4.5396e-18+0.0349215j -4.03644e-16-0.0477417j 6.78897e-15+0.0255758j 3.12805e-15-0.0194491j 
-4.02791e-15-0.0172493j -2.12274e-14-0.0396531j -3.47562e-14-0.0732597j 6.79932e-14+0.129362j -5.37268e-14-0.100555j -3.18997e-14-0.0739795j -6.46914e-14-0.12851j 4.7535e-14+0.0773058j -3.11541e-14-0.0768j 4.89492e-14+0.100432j -3.99641e-14-0.0771151j -8.59944e-14-0.178667j -4.18471e-14-0.0762412j 3.92843e-14+0.0855537j 8.83961e-14+0.184121j 6.04013e-14+0.0674142j 6.4795e-15+0.0208384j 1.08179e-13+0.222824j 6.09256e-14+0.105376j -7.19301e-14-0.130542j -2.67513e-15-0.000572457j 9.57285e-14+0.203414j 2.23732e-14+0.0651437j 8.44771e-16+0.0122276j -9.94238e-14-0.185748j 1.1509e-14+0.0105654j 1.19916e-13+0.245284j -4.38231e-14-0.0720991j -4.64359e-13+0.164051j 7.46736e-14+0.16292j 1.73923e-14+0.0497832j -2.39888e-14-0.0627773j -4.13509e-15-0.0161244j 2.20863e-14+0.063522j -5.17044e-14-0.103891j 7.3203e-14+0.14004j 7.29571e-15+0.00895899j -1.3109e-14-0.027051j 2.53266e-14+0.0427754j -3.05898e-14-0.0576368j -6.57501e-14-0.120144j -5.28407e-14-0.0966768j -4.15774e-14-0.0892105j -1.42682e-15-0.00502906j -3.60595e-14-0.0735163j 2.00918e-14+0.0474239j 1.99191e-15+0.00315648j -6.64304e-14-0.129734j 3.25229e-14+0.0569189j 1.54208e-14+0.040629j 3.59025e-14+0.0641257j 1.13213e-14+0.0173272j 4.33297e-15+0.0111993j -2.39019e-15-0.00911128j -2.89859e-14-0.0337342j -3.69663e-14-0.0721494j 
-3.15539e-16-0.0675431j 4.26013e-16-0.0127832j -1.50876e-17-0.0776062j -3.95895e-16-0.0312453j -7.09485e-16+0.062499j -1.09512e-16+0.0778432j 1.58778e-15-0.0975114j 2.10498e-16-0.115299j -6.21556e-16-0.154652j -4.41118e-16-0.015834j 4.51881e-16-0.115032j -9.4596e-16+0.111079j 1.78801e-17-0.00682764j 2.10347e-16+0.0625123j -1.56321e-15-0.244638j 1.2915e-14+0.0232358j 3.67863e-15+0.0312975j -1.11811e-15-0.283322j 3.27186e-15-0.0153586j 1.65411e-15-0.0068674j -3.58522e-16-0.104811j -1.99867e-15+0.0824141j 2.04858e-14-0.17986j 2.2132e-14-0.317388j -6.09307e-18+0.0326782j -3.88736e-17+0.149155j 5.21839e-16+0.145186j -8.08194e-15-0.0696928j -4.51351e-13+0.135853j -1.68453e-15-0.00875441j 1.05919e-15-0.00552338j 5.86215e-15-0.31703j -1.18644e-15+0.0331169j -4.59357e-16-0.202214j -2.00938e-15+0.123543j -2.69838e-15+0.173803j -2.58517e-15+0.0035903j 2.87607e-15+0.133917j -4.07441e-15+0.241351j -2.74325e-15+0.0317655j 2.37253e-15+0.0778525j -5.22528e-16-0.0573001j 1.7406e-15-0.143352j 8.29112e-16+0.0761881j -2.48583e-16-0.019068j 1.68752e-15-0.101275j 2.90421e-16-0.0885109j 2.06631e-16+0.0611733j 1.72005e-15-0.149929j -4.18453e-16+0.0277072j -5.96583e-16-0.0462992j -1.53544e-15+0.0446537j -1.44119e-16+0.0605498j -4.35087e-16-0.009604j 1.76697e-15+0.00986345j 6.0559e-16-0.0226576j 
-4.34683e-16-0.010393j -2.09777e-15+0.0723945j -5.79765e-15+0.0984678j 2.27985e-15-0.0317216j -7.22014e-15+0.115644j 3.26674e-15-0.0542863j -6.38348e-15+0.109476j 3.66271e-15-0.0436907j -3.79846e-15+0.0710581j -1.00029e-14+0.131532j -1.74136e-14+0.251773j 1.09659e-14-0.134646j -1.6685e-15+0.0286047j 5.26061e-16-0.0140862j -5.0013e-16+0.0889396j -1.91431e-14-0.0562146j 1.11657e-14-0.153753j 3.9058e-16+0.0149046j 1.38797e-14-0.172231j 1.11765e-14-0.159054j 4.19619e-15-0.0794506j -8.18443e-16-0.0159405j -1.56115e-14+0.111397j 1.39361e-14-0.118749j -1.34855e-15+0.0075199j -3.18703e-16-0.0249687j 1.88601e-14-0.319442j 1.17212e-14-0.114809j 2.05613e-13-0.0575078j 2.71467e-15-0.00462391j -5.4048e-16+0.0136574j 2.24123e-14-0.243454j 1.17681e-14-0.150773j 4.7951e-15-0.0784631j -3.86034e-15+0.0461007j 2.49706e-15-0.0686127j -1.27666e-14+0.165528j 2.80715e-15+0.136077j -2.28723e-15-0.0680063j -6.85461e-15+0.0947259j -7.7488e-16-0.014071j -1.10602e-14+0.116183j 1.05436e-14-0.162015j -6.46048e-15+0.13425j 1.13757e-15-0.00236102j 1.12028e-14-0.138805j -1.07624e-15+0.0237583j -1.79843e-15+0.00588859j 8.41901e-15-0.0954155j -4.71537e-15+0.0777361j -4.76624e-15+0.101386j -6.33797e-15+0.0880352j 4.58336e-17-0.0285786j -9.59717e-16+0.0148389j 2.59579e-15+0.0221012j 2.25178e-15-0.0260193j 
-1.75042e-15-0.112319j 1.53056e-16-0.0269733j -1.60491e-17+0.0077557j -1.99375e-15-0.0285101j 1.86778e-15+0.102008j -1.55238e-15-0.0593448j 6.75328e-16-0.00348609j -8.50874e-16-0.0229894j -1.50204e-15-0.052132j 7.16418e-16-0.0770876j 1.62263e-15-0.00529197j -1.61927e-15-0.0512465j 1.21254e-15+0.04931j 2.48187e-15+0.0434724j 7.01153e-15+0.0708992j -6.74961e-14-0.181411j 2.00457e-15+0.0252813j -3.32591e-15-0.121192j -4.85197e-16+0.0484543j 1.39613e-15+0.214155j -2.13032e-15-0.115913j 9.92209e-17-0.0605335j -6.76518e-15+0.109826j 5.81189e-15-0.186596j 1.78372e-16+0.0483094j -1.79944e-15-0.179417j -3.23709e-15-0.0404912j -1.93551e-14-0.0482217j -1.08392e-12+0.322767j -5.872e-15+0.340708j -1.57798e-15+0.00446458j -2.8979e-15+0.0652403j -1.3247e-15-0.130784j -4.75899e-15-0.13939j 2.09334e-15-0.00211281j -9.99555e-17-0.105171j 1.76785e-17-0.0372003j 2.75181e-14+0.298367j -1.02612e-14-0.0684596j -3.31677e-15-0.074546j -9.91588e-15-0.185088j -1.9749e-15-0.292012j -3.11326e-15-0.0860667j 2.85242e-15+0.21648j 2.48022e-15+0.138248j 2.03759e-15+0.283387j -5.23754e-16-0.0294627j -3.27466e-16-0.0817743j -4.03904e-16+0.0933803j 1.46332e-15+0.0601703j 7.00667e-16+0.112943j -1.22395e-15-0.0719256j -1.83482e-15-0.142135j -1.06118e-15-0.0306978j 9.92638e-15+0.0496177j 1.69396e-15-0.0429874j 
