-6.66966e-16-0.0363889j 4.80447e-15+0.115946j 5.07551e-17-0.0374998j 1.95905e-16+0.0183359j -3.98643e-16-0.0247129j -2.85462e-18+0.0926048j 2.51949e-16+0.04606j 4.8901e-17-0.0137719j 2.93065e-16-0.0412777j -6.23175e-17+0.0919933j -1.98889e-16-0.0703047j 2.43012e-16-0.0398189j 6.11917e-17+0.0206321j -3.09834e-17+0.0144505j -4.20518e-16+0.0113394j 5.5212e-15+0.0163837j 4.01423e-17-0.0127665j 6.05696e-17-0.0315844j 2.86095e-16-0.00731953j -2.09536e-16-0.00803559j 2.34575e-16+0.0116242j -3.40412e-16-0.0362264j 2.11947e-15-0.0219159j -3.79403e-16+0.0104343j 9.63194e-17-0.00213151j 1.43844e-16-0.00662815j 9.14432e-17-0.00643334j -6.20418e-17+0.00716325j -5.05688e-16-1.60988e-05j 2.64116e-16-0.00109991j 4.2437e-17-0.00960235j 1.52093e-16-0.00705975j -4.46197e-16+0.0124605j -2.64775e-16+0.018687j 4.01464e-16-0.0204572j 9.20069e-17-0.000929145j 2.77063e-16-0.0176046j 7.47606e-16+0.00332698j -2.72037e-16-0.0208405j -2.7566e-17-0.00765987j -2.01816e-17+0.00223166j 1.00184e-17+0.0030833j 7.7432e-18-0.0196519j -3.7588e-17+0.0402072j 1.14245e-16+0.00746284j -1.06383e-16-0.0108534j 1.35244e-16-0.0472671j 5.87329e-17-0.00252112j 6.12435e-17-0.0298424j -9.59088e-17-0.0266168j -1.30747e-17+0.0161292j -2.78326e-17-0.0161318j 1.98065e-16+0.0236363j 3.42586e-17-0.0350435j 1.41744e-14+0.0606176j 3.2147e-15+0.00061717j 
6.24175e-16-0.0203709j -3.58183e-16+0.00595395j 9.55587e-17-0.0178247j 1.4428e-15+0.057179j 1.09183e-15+0.0596554j 1.38591e-15+0.0971531j -2.7677e-15-0.0825127j -9.88413e-16-0.0347735j -1.41975e-16-0.0671349j -1.29905e-15+0.000163995j -1.86043e-15-0.125712j 3.97981e-17-0.0479314j -6.18449e-18-0.122511j -3.79371e-15-0.0794223j -5.75472e-15-0.155848j 2.24999e-14+0.0438777j 4.98349e-16+0.0135119j 1.14846e-15-0.0323971j -2.79674e-15+0.00128739j 2.63895e-15+0.117331j 1.23195e-15+0.0670444j 4.85567e-15+0.128293j 1.7979e-14-0.225987j 3.41581e-15-0.0934275j 1.19465e-15+0.15466j -3.94717e-15-0.0712895j -1.30787e-15-0.118221j -1.09306e-14-0.0665549j -5.74954e-13+0.17027j 8.6226e-16+0.249444j 1.01509e-15+0.0102482j -4.05203e-15-0.0113675j 2.19374e-15+0.0574452j -1.34342e-15-0.0846975j -2.98119e-16-0.103931j -1.30829e-15-0.193506j 4.61568e-16-0.0657385j 2.18643e-14+0.291903j -8.55586e-15+0.0581313j 4.23919e-15+0.0762492j -5.4057e-15-0.0522257j 5.3747e-15+0.0949974j 1.99598e-15+0.094188j -2.01532e-15+0.102708j -1.51569e-15-0.0574261j -1.56885e-16+0.0232643j -7.7332e-16-0.0997359j -2.08257e-15-0.161623j -7.24193e-16-0.0496992j 7.38286e-16+0.0320209j 1.01585e-15+0.10714j 2.52465e-15+0.128813j 1.64703e-15+0.0721474j 9.28921e-16+0.00274402j 3.56864e-15+0.0319194j 1.06036e-17-0.072583j 
2.41256e-15+0.0189474j -3.80687e-15-0.0716222j 2.45715e-15+0.0457896j 1.48684e-15+0.0334535j 7.86996e-16+0.0587455j -2.75412e-16-0.00591143j -1.27368e-15-0.0573741j 8.402e-16-0.0716048j 3.77003e-15+0.0595909j -1.18712e-15-0.162159j 8.67946e-16+0.0249309j -2.9818e-16+0.0512914j 1.40855e-15+0.136866j -4.55758e-15-0.224722j -7.26309e-15+0.00250613j 1.87321e-14+0.0441427j -3.07252e-15+0.0563506j 3.49622e-15-0.0357734j -3.38797e-15-0.143453j 7.80848e-17+0.117643j -3.31204e-15-0.0851694j 1.8058e-15+0.0514161j 1.15535e-14-0.105309j 7.82891e-15-0.218166j -1.2745e-15-0.219998j -5.97043e-15-0.188161j 4.75976e-15+0.0196833j 6.10846e-15+0.010243j 4.98638e-13-0.14831j -1.72903e-15+0.27055j 4.82056e-15+0.00841669j -3.37713e-16-0.0898433j -1.05531e-15+0.163618j 5.90398e-15+0.0129093j 3.53646e-15-0.112423j 1.87663e-15-0.111088j 1.42569e-15+0.116862j 2.50575e-15+0.0318513j 5.63232e-16-0.0636539j 5.46175e-15+0.0288077j -6.47602e-15-0.181465j 6.06191e-16+0.00836239j -2.70426e-15+0.0830614j 1.58623e-15-0.0544964j 5.81403e-15+0.0192287j 3.29964e-15+0.131287j 4.05705e-15+0.0371856j -1.37224e-15-0.107602j -3.58859e-16+0.0770523j 1.35674e-15+0.0114401j 2.86085e-15+0.0811843j 2.31568e-15+0.0599608j -2.92016e-15-0.044243j 1.57946e-15+0.0290819j -9.74765e-15-0.0318235j -2.21677e-15-0.0317421j 
1.17363e-15+0.0429275j -1.99084e-15-0.00617709j 1.69227e-15+0.0480537j 1.77592e-15+0.00809001j 1.79563e-15-0.0421445j 3.45916e-15-0.124924j -9.26835e-16-0.0317502j -6.74506e-16+0.11531j 1.22521e-15+0.102985j -4.33172e-15+0.0268989j -3.32016e-15+0.0927677j 5.54614e-15-0.0684402j 1.57009e-15+0.074273j -6.95804e-15+0.0742445j -8.72154e-15-0.0645034j 3.0329e-14+0.0677686j 2.10471e-15-0.102523j 8.38482e-16+0.149486j -3.95238e-15-0.054308j 2.19599e-15-0.156702j -4.24237e-19-0.198948j 1.03605e-15+0.084426j -4.64363e-15+0.00887547j -6.4523e-15+0.0135365j 1.55692e-15-0.0956036j -3.77085e-15+0.0111707j 3.93565e-15+0.121001j 6.26554e-15-0.0734574j 2.45206e-13-0.0724322j -5.35981e-15+0.156563j 3.98792e-15+0.0657269j 3.17603e-15-0.358725j 1.62526e-15+0.0478274j 3.35846e-15+0.012207j 9.04187e-16+0.0299452j -5.42426e-15+0.15377j -2.60334e-15+0.164337j 5.6426e-15+0.0929915j -2.66066e-15-0.00639774j 1.82528e-15+0.150889j -1.26515e-15-0.112975j 3.70387e-15+0.107434j 1.7531e-15-0.103673j 7.12679e-16-0.0729932j 1.80911e-15+0.0909738j 1.6566e-15+0.00234783j 2.02215e-15+0.0496133j -2.19442e-15+0.111676j 9.71913e-16+0.0101813j 2.11084e-15+0.0184039j 2.93182e-15-0.0544169j 2.56894e-15-0.0727501j -1.08124e-15-0.100558j 1.38644e-15+0.0257101j 1.24167e-15+0.00105945j -3.15354e-16+0.0446744j 
2.86877e-15+0.0291746j -3.49965e-15-0.029081j 1.81771e-15+0.0389674j 1.32662e-15+0.0194393j -9.59427e-16+0.0144787j -2.50626e-15+0.067612j -2.91305e-15+0.00389353j 6.39495e-16+0.0248523j 3.69739e-15+0.0513209j -2.10789e-15-0.0545923j 2.86924e-15-0.0642785j -1.60013e-15+0.102146j 3.13405e-15-0.0135446j -4.54119e-15-0.0932035j -6.65067e-15-0.249254j 4.20059e-14+0.0961428j 1.23181e-15+0.0287724j 2.51854e-15+0.0122839j -7.22526e-15-0.107092j -6.11156e-16+0.0370299j -5.19271e-15+0.0348717j 2.7185e-15-0.0652399j -7.83432e-15+0.0794878j 4.63052e-16-0.0665536j -2.91165e-15+0.224384j -3.73062e-15-0.0400378j 7.59984e-15+0.222966j -1.70131e-14-0.0605556j -6.93119e-13+0.208335j 6.54827e-15-0.339127j 1.23436e-15+0.136395j -4.28587e-15+0.162518j 4.10492e-15-0.0358174j 7.41221e-15+0.3157j -2.42586e-15+0.26483j 5.33322e-16+0.0465593j 5.84664e-15-0.0834972j -2.27223e-14-0.179818j 1.03152e-14+0.16461j -9.23126e-17-0.064362j 8.81355e-15+0.280562j -6.22678e-16-0.027573j -3.37326e-15-0.149856j 2.23837e-16+0.134435j 5.47846e-15+0.160546j 2.77258e-15-0.00580049j 4.09541e-15+0.157442j -2.48158e-15-0.0278679j -1.02143e-16-0.0534921j -1.44537e-16+0.0803158j 1.78139e-15+0.0584312j 2.89081e-15+0.0729827j -2.27285e-15-0.0458468j 1.64949e-15+0.0462873j -1.00476e-14-0.0346346j -2.18967e-15-0.0149061j 
8.19064e-17-0.0235209j -1.02511e-15-0.0837774j 1.64115e-15-0.0770676j 4.00078e-16-0.00945817j 2.55515e-15-0.0853248j 2.52315e-15-0.094204j 2.91987e-15-0.127266j -3.2685e-16+0.083093j 3.58816e-16-0.0541507j 2.406e-15-0.11178j -1.08603e-15-0.0239409j 1.55313e-15-0.0588769j -5.46624e-16+0.0762404j -3.35445e-16+0.104253j 3.3301e-15+0.0127328j -5.88313e-14-0.180027j -7.32638e-15+0.330784j 2.18108e-15+0.0253117j 6.03092e-15-0.158604j -2.53266e-15+0.185143j 2.40662e-15-0.00966225j -1.08518e-15+0.0643339j -5.01058e-15+0.0422583j -3.95969e-15+0.0412258j 2.35129e-15+0.10592j -2.353e-15+0.110243j 5.03407e-15-0.182362j 2.31683e-15+0.171315j 2.7249e-13-0.083604j -5.08871e-15+0.094185j 3.75237e-15-0.0736374j -1.81619e-16-0.026658j -1.7576e-15-0.0190698j -6.62307e-16+0.0548431j 2.97586e-15+0.0169645j -5.32821e-16-0.0236705j -2.36602e-15+0.00498904j 2.691e-15+0.0405996j -1.12039e-15+0.0485707j -7.61805e-16-0.119925j 1.50151e-15-0.0530767j 4.75661e-16+0.0281094j -2.69223e-15+0.00833805j 3.00839e-15-0.0815058j 1.76159e-15-0.00641858j -1.12542e-15+0.0320529j 1.45702e-15-0.0915459j 2.62993e-15-0.0764119j -1.1762e-15+0.0400446j 2.60383e-15+0.00611018j 1.36518e-15-0.0674249j -1.78106e-15+0.0690386j -1.58006e-15+0.0503369j 8.07018e-16-0.00183573j 2.05232e-15+0.0230231j 1.59398e-15-0.0659251j 
1.17576e-16-0.0345627j 2.28563e-16+0.0170165j -2.42013e-15+0.0352466j -9.47544e-16+0.034994j -3.72558e-15+0.0598603j -5.08252e-15+0.0783601j -2.20272e-15+0.03033j -2.78034e-15+0.123682j -7.82784e-16-0.0323574j 2.21438e-15-0.0276322j 2.73564e-15-0.0691409j -2.54393e-15+0.00792026j -1.71292e-15+0.0520894j 2.2623e-15+0.024152j 1.94695e-16-0.115545j 5.8425e-14+0.190774j -9.22377e-16+0.0678445j -4.78502e-15+0.134554j -4.76815e-15+0.112868j 1.81805e-15-0.0498829j -5.10832e-15+0.106656j 1.70011e-16+0.0284619j 2.38649e-14-0.163508j 1.07276e-14-0.0701544j -7.09922e-15+0.142925j 1.78217e-16+0.0539148j -9.53303e-16+0.00461104j 2.7147e-15+0.130422j 4.41861e-13-0.131858j 1.65827e-14-0.14347j -6.51371e-16+0.0164268j 4.04193e-15-0.20824j 5.69904e-15-0.0750377j -1.62485e-15-0.0411415j -7.13524e-15+0.131076j 7.94741e-15-0.131942j 4.21982e-15-0.0819412j 1.35633e-14+0.252549j -4.73218e-15-0.0877422j 2.721e-15-0.121534j -3.97714e-15+0.0947612j -1.22068e-14+0.293454j -2.31632e-15+0.017796j -5.66577e-16-0.0405773j 4.96998e-16-0.0385689j 3.90418e-15-0.105124j 8.71189e-16-0.0910496j -1.0241e-15+0.0648679j -1.28384e-15+0.0611725j -5.82409e-15+0.124048j -2.9265e-15+0.00143235j 1.39014e-15-0.0677564j 7.33668e-16-0.0306214j -1.01637e-15+0.0259945j 5.87777e-15+0.0222423j 1.37206e-15-0.000816208j 
-7.66632e-16+0.0178921j 3.20269e-15+0.066869j 5.91997e-16+0.00902497j -4.58628e-17-0.0305264j 9.41569e-16+0.0611288j 9.11998e-16-0.0290801j 7.32262e-16-0.0637906j 3.9553e-16-0.0379521j -1.23428e-15-0.0284963j 5.91904e-16+0.0585207j -1.35974e-15+0.0384956j 1.37753e-15-0.0872998j 6.26655e-17+0.00660963j -1.15044e-15-0.0587225j -2.457e-15+0.00243875j 1.48063e-14+0.0405703j 1.89703e-15+0.0765958j -1.49146e-15-0.0850732j 1.37992e-15-0.0564538j -1.58977e-15-0.122322j -3.80034e-16-0.053668j -1.64722e-15-0.0515235j 4.66047e-15-0.0371762j 1.71164e-15-0.0589666j -8.57984e-16-0.0925551j 9.95414e-16+0.0777891j 3.15794e-15+0.0819347j -4.50631e-15+0.0382638j -2.03362e-13+0.0609957j -8.48787e-16-0.0595616j 1.40072e-16-0.183683j 4.44979e-16+0.0897687j -3.2098e-15+0.112535j 1.31655e-15+0.0532328j 1.07451e-15-0.025493j -2.59035e-16+0.0357624j 8.74542e-16-0.0560759j -1.79822e-14-0.182524j 7.67989e-15+0.18237j -8.74096e-15-0.289759j 2.25013e-15+0.0428669j -1.04396e-15-0.16496j -1.38601e-15-0.0179621j 1.8307e-15+0.0284837j 7.9903e-16+0.0841158j 5.64407e-16+0.0273589j -1.3352e-16-0.0326696j -1.27828e-17-0.0972953j 1.05261e-15+0.00950587j -3.40352e-17-0.0872864j 1.76278e-16+0.060792j -9.796e-16-0.0764241j -3.67156e-16+0.0413798j 9.88656e-17-0.0508296j 1.66281e-14+0.0571851j 4.10219e-15+0.050135j 
1.86753e-16+0.0248161j 3.40302e-16+0.0299449j -3.09092e-16+0.0104426j -6.777e-16+0.0225955j -6.36238e-16+0.0120738j -1.84152e-16-0.0843206j 2.15735e-16-0.0907991j -1.32483e-15-0.0245957j 1.26914e-16+0.0511421j -9.06886e-16+0.046127j -4.70892e-16+0.0960899j 1.67414e-15-0.0622217j -4.52027e-16+0.0552883j -8.61415e-17+0.0041036j 6.46148e-16+0.0188823j -4.92555e-16+0.00328142j 5.82364e-16-0.0794254j -3.34845e-16-0.0619539j 1.20643e-15-0.127413j 1.26778e-15-0.0378324j 2.26976e-16-0.0745991j 5.48427e-16+0.0380681j 5.04613e-15-0.0318278j 6.22034e-15-0.0925927j 4.17856e-16+0.174813j -3.30304e-16+0.0967112j 6.75926e-16-0.215174j -3.7482e-15+0.0500791j -7.96097e-14+0.0236606j 5.02826e-15-0.210065j 1.53612e-15-0.235025j 2.52458e-15+0.152996j 7.79693e-15-0.346535j 1.79214e-15+0.0750805j 7.87491e-16+0.0187687j -7.20004e-16-0.083765j 5.19387e-16-0.0485507j 1.3708e-15+0.0777791j -5.20559e-16+0.0523162j -2.04885e-15-0.127071j 1.01392e-14+0.271474j -1.64478e-15+0.0793233j -1.93413e-15+0.175277j 4.76951e-16+0.176103j 2.26786e-16-0.00593125j 7.36415e-16-0.110494j 1.38491e-15+0.0343712j -7.74846e-16-0.159063j -1.45015e-15+0.0435048j -2.28878e-16+0.0031136j 7.74542e-16+0.0761982j 1.06601e-15-0.051034j 6.28642e-17+0.0431159j -1.42621e-16-0.0652905j 2.18457e-15+0.0205875j 4.16364e-16-0.0305139j 
2.48655e-16+0.0212443j -3.13002e-15-0.0619214j -3.73222e-16-0.0187635j 3.84176e-17-0.0190068j -8.30717e-16-0.103738j -6.89143e-17+0.0381818j 1.49992e-16+0.0865545j 4.27069e-16+0.02711j -1.08634e-15-0.023122j -6.95272e-16-0.04294j -1.62276e-17-0.0202124j -8.09105e-16-0.00868476j 8.73883e-16-0.0157212j -3.27155e-16+0.0281486j -6.219e-16+0.103926j 1.74363e-14+0.0587924j 1.73095e-15+0.14956j -1.63133e-15-0.0132381j -1.65863e-16+0.107259j 9.58268e-16+0.00571366j -2.21999e-16+0.131696j 5.97464e-16-0.00625331j -1.63014e-14+0.165365j 4.94051e-15-0.133693j -2.57447e-15-0.0999157j 1.55295e-15+0.0560997j 1.88755e-15+0.153417j -1.08933e-14-0.0619751j -5.65397e-13+0.170456j -2.31171e-15-0.0801479j -2.57077e-15+0.100626j 2.25317e-16+0.0229017j -1.01793e-15-0.139776j 1.31587e-15-0.07503j -1.69426e-15+0.0702929j -1.34224e-15+0.0513486j 1.6334e-15+0.120216j 2.50628e-15-0.0401245j -2.10347e-15-0.102039j -3.04712e-15-0.0637579j 9.07707e-16-0.0243554j 9.68611e-16-0.123227j 1.88556e-15-0.194587j 3.30028e-15+0.14162j -4.62229e-15-0.146843j -2.24089e-15-0.0453174j 1.60864e-15+0.125517j -1.71501e-15-0.0366327j 1.61098e-15-0.0285374j 5.11752e-17+0.0273404j -1.66888e-15-0.000716322j 1.13526e-16+0.171861j -3.67205e-17+0.00669897j 8.83793e-17+0.0487277j -2.09949e-14-0.0802737j -5.01615e-15-0.0446717j 
-1.756e-14+0.0728126j 6.00819e-15-0.0313762j 6.42435e-15-0.026086j 1.91218e-14-0.0791452j 1.82182e-14-0.0751748j -1.20168e-14+0.0482078j -6.54109e-15+0.0291455j 1.24652e-14-0.0510612j 3.21833e-15-0.0139299j -5.7131e-15+0.0273503j 5.90135e-15-0.0229451j -1.87845e-14+0.0729861j 1.12874e-14-0.0486554j 1.43562e-14-0.0567084j 1.88471e-14-0.0785718j 3.77998e-15+0.0162908j -2.18534e-14+0.0843854j 2.46466e-14-0.100528j 3.2199e-14-0.122585j -1.48214e-14+0.0580705j -2.47488e-15+0.00778072j -5.93252e-15+0.025396j -2.8407e-14+0.0868712j 3.80227e-14-0.129295j -2.61359e-14+0.109632j -9.17718e-15+0.035907j 5.49295e-14-0.233307j 3.72547e-15-0.0142679j -2.43513e-14+0.00618665j -8.2998e-14+0.32403j 5.21623e-15-0.0194643j 3.90509e-14-0.155555j 4.84873e-14-0.185304j 5.43453e-14-0.228887j 9.05953e-15-0.0355005j 4.12872e-14-0.163666j -3.76472e-14+0.143766j -2.97469e-14+0.212745j 4.51596e-14-0.220286j -1.50606e-14+0.0677191j 3.2025e-14-0.147724j -3.71814e-14+0.149472j -2.47724e-14+0.0994409j -7.02769e-15+0.0297012j 6.45023e-14-0.270832j -6.76618e-15+0.0227315j -2.05152e-14+0.0853871j -9.63063e-16+0.000661328j 5.21798e-15-0.0246627j 2.00462e-15-0.00789645j -9.38846e-15+0.0404925j 5.85926e-15-0.0260995j -1.02169e-14+0.0400745j 1.17517e-14-0.0503816j 2.10277e-15-0.144279j -1.11226e-14+0.0155897j 
1.10995e-15-0.0555297j -4.33421e-16-0.0401106j 1.92043e-16-0.0248687j -1.48588e-15+0.0288543j -6.58873e-17-0.023456j 1.0391e-15-0.0247936j 1.1998e-15-0.0103187j 1.12399e-17+0.0272644j -1.89207e-16-0.0478457j 1.81157e-16-0.0865223j -6.93614e-16-0.00677937j -1.27743e-15+0.00402912j 2.319e-16+0.037599j 1.54691e-15-0.0364827j -2.15477e-16-0.0109361j 7.69467e-15+0.0162874j 1.60249e-15+0.0556408j -9.24688e-16-0.0300959j -5.95368e-16+0.143769j -1.02784e-15+0.0782863j 4.18508e-15-0.0989807j -6.58634e-16+0.0461043j 9.91549e-15-0.0848523j -7.92301e-15+0.0824609j -5.09859e-16-0.0329534j 1.68127e-15-0.00665259j 2.95115e-15+0.108623j -8.81267e-15-0.0189423j -5.58774e-13+0.1659j -3.38053e-15-0.0264827j 2.75949e-15-0.113642j 2.1127e-15+0.0115748j 9.13579e-15-0.236738j -3.77201e-15+0.1135j 3.08926e-15-0.0606506j -1.50934e-15+0.00484798j -4.62923e-15+0.136587j 1.5711e-14+0.215893j -3.48143e-15-0.235008j -3.91612e-15+0.0232761j 2.24313e-15+0.0675493j -4.3571e-15+0.131441j -7.12828e-15+0.224615j -1.80776e-15+0.133189j 1.16837e-15-0.171366j 1.43262e-15-0.0675647j -2.26101e-15+0.11361j -1.33339e-15+0.00759275j -3.46801e-15+0.185539j -1.08476e-15+0.01815j 4.3976e-15-0.198819j 2.88102e-15-0.100822j 1.14552e-15-0.0598384j -7.11246e-16+0.00835226j 5.95372e-15+0.0291124j 1.03774e-15-0.00603128j 
-6.77948e-16+0.0283754j 2.25071e-16+0.0650503j -8.23014e-16+0.00702389j 4.56371e-16-0.0979045j -2.59806e-15+0.0319998j -3.30866e-15+0.0764338j -4.60162e-16-0.0049327j -6.7462e-16-0.0187026j 4.31634e-15-0.0744824j -1.21582e-15-0.065844j 1.79439e-15-0.0372829j 3.85863e-15-0.104689j 4.98626e-15-0.0354523j 1.68584e-16+0.00965157j 2.26263e-16-0.109448j 2.38823e-14+0.0672317j -8.05602e-15+0.14912j -1.37774e-15-0.0427765j -3.36207e-15+0.0646323j 9.78042e-16+0.0876027j -4.83744e-15+0.12296j 7.61238e-16+0.0155368j 2.25504e-14-0.186516j -9.8797e-16+0.0464299j -1.61507e-15+0.0785925j -1.57818e-15+0.0373956j -3.56324e-15+0.240113j -1.10521e-14+0.0251209j -4.59517e-13+0.13489j -3.08318e-15-0.0561902j -4.46442e-16-0.043209j -2.84374e-15+0.131284j -1.84527e-14+0.24176j 2.41724e-15+0.00622622j -3.01346e-16-0.0260227j 5.26652e-15-0.107086j 6.45335e-15-0.0581156j -4.59159e-15-0.0328598j -4.72514e-15+0.117793j 7.56671e-15-0.146754j 8.87028e-16-0.103332j 5.36258e-15-0.113016j 5.73509e-15-0.048189j 8.45944e-17+0.0898696j -2.39527e-15+0.0570287j -5.65944e-15+0.199946j 4.24547e-15-0.00806209j 3.23787e-15-0.0658854j 1.2072e-15-0.00104616j 1.48012e-15-0.126564j -7.14053e-15+0.095628j -7.32549e-16+0.000871075j -7.74011e-16+0.0244567j 9.00434e-16-0.0490513j 1.28154e-14+0.0488144j 2.36548e-15+0.0516971j 
4.55423e-16-0.0507752j -2.46567e-15-0.057737j -7.26243e-16+0.0239874j -7.27134e-16+0.108689j -2.74926e-15+0.0248565j -6.03189e-16-0.039465j 1.70488e-15+0.0515082j 2.16043e-16+0.0430758j 1.75647e-15-0.0610779j -1.46559e-15+0.0420503j 7.44788e-16+0.0340798j 2.1559e-15+0.0358833j 2.00568e-15-0.0856244j 1.22575e-15-0.0336338j 2.07784e-15+0.09281j -1.19244e-14-0.0247086j -5.29564e-15+0.0602488j -3.52952e-15+0.0322048j -2.17583e-15+0.0862304j 1.80435e-15-0.0943742j -2.73177e-15+0.0672913j 7.95467e-16-0.0102091j -3.50469e-15+0.0713902j 1.699e-15+0.00433706j -1.03221e-15-0.0658694j 7.8894e-16+0.0699195j -2.71943e-15-0.146398j -4.96879e-17+0.0699716j 9.43093e-14-0.0298907j 1.50981e-15-0.0795977j -1.66299e-16-0.0166076j 5.12497e-16+0.0193j -7.4028e-15+0.0260408j -3.24106e-16-0.0464191j -3.0166e-15-0.0339056j 2.66118e-15+0.0249966j 5.04557e-15-0.155102j -6.19271e-15-0.0625322j -3.75778e-15+0.0818421j 3.98492e-15-0.193596j 9.91625e-15+0.178631j 4.39818e-15+0.0644149j 4.99109e-15+0.0285223j 1.42696e-15-0.116728j -5.19883e-15-0.0397711j -3.47621e-15-0.131698j 3.66371e-15-0.11311j 1.55172e-15-0.142576j -9.06316e-17-0.0286134j -3.29183e-15+0.0178609j -5.61934e-15+0.025262j 1.8384e-16+0.0886822j -1.14781e-15+0.0097474j -4.43718e-16+0.000954355j -3.3027e-15+0.0126721j -8.60611e-16-0.118635j 
1.93607e-14-0.0324228j -1.95407e-14+0.0341381j -3.3692e-14+0.0564008j -6.35231e-14+0.107278j -4.11049e-14+0.0685657j -5.31837e-14+0.0878317j -2.5785e-14+0.0422859j -4.13217e-14+0.0688178j 6.97149e-14-0.112768j -8.59732e-14+0.142874j 2.10303e-14-0.0342878j -4.82715e-14+0.0810721j 7.41008e-14-0.121884j 2.81269e-14-0.0464114j 2.79294e-14-0.0452294j 8.98165e-15-0.0335898j -2.36465e-14+0.0376672j 1.97467e-14-0.0328299j -2.17401e-14+0.0323748j 4.04321e-14-0.0680415j -4.75508e-15+0.0050473j 3.42713e-14-0.0594884j -6.83198e-14+0.0990288j 1.02582e-15-0.00656929j -4.05343e-14+0.0684813j 1.14036e-14-0.021795j 2.19518e-14-0.0401113j 2.19225e-14-0.0535547j -7.05257e-13+0.177739j -7.76262e-14+0.125058j -2.72285e-14+0.0475433j 1.66991e-15-0.00709095j -7.69153e-14+0.122306j -7.19455e-17-0.00419499j 1.02212e-14-0.0112509j -1.60861e-14+0.0281183j 2.93707e-14-0.0485998j -2.24594e-15+0.00680777j -4.33146e-15+0.00952737j 3.8776e-14-0.0641021j 1.87463e-14-0.0362657j 2.34245e-14-0.0417541j 5.57507e-14-0.0971523j 5.34011e-15-0.0101564j -2.8322e-14+0.0521333j 3.11556e-14-0.0501373j 4.60997e-14-0.0774986j -1.12013e-14+0.0209919j -2.08098e-14+0.0340981j 7.90087e-15-0.00841838j -4.37257e-15+0.0113403j 2.38468e-15-0.00411461j 4.51123e-14-0.0762727j -3.70659e-14+0.0625481j -2.36642e-14+0.0646288j -1.29101e-14+0.0269334j 
-1.32301e-15+0.0195756j 4.68704e-16+0.000722742j 1.99314e-15-0.0229716j -2.0125e-15+0.0240303j -3.15549e-15+0.0339252j 1.93319e-15-0.0225711j 8.37608e-15-0.103822j 4.74655e-15-0.0587274j -2.98961e-15+0.0501068j -1.40157e-15+0.0260291j 2.83575e-15-0.0331467j 8.19933e-15-0.0787582j -1.01813e-16+0.0144339j 1.99773e-15-0.0278596j -1.6087e-15+0.0101355j 2.14891e-15+0.0161696j -1.02953e-14+0.0835202j -1.31977e-14+0.151022j -1.94239e-15-0.0141463j 2.89395e-15-0.0212349j -6.07456e-15+0.0436313j 2.38285e-15-0.03185j 2.52141e-14-0.123208j 2.23174e-14-0.150636j -2.36526e-16-0.00728793j 3.1653e-15-0.068236j -3.46893e-15+0.0389189j -6.88251e-15+0.0135306j -1.67898e-13+0.0483729j -1.16743e-15+0.0337819j 2.40829e-16+0.010051j 4.90299e-15-0.0708319j -1.26835e-15-0.0135043j -3.39891e-15+0.0542774j -2.328e-14+0.237703j 8.10022e-15-0.0901261j 5.43373e-15-0.0197342j -4.5161e-15+0.127912j -1.7465e-14+0.137494j 1.40655e-14-0.12002j 1.39705e-15-0.0983361j 1.04297e-14-0.122697j 1.229e-14-0.140041j -2.05177e-15+0.0413278j -1.05727e-14+0.135005j -4.71458e-15+0.0573084j 2.02743e-15-0.00602667j 3.13449e-15+0.0081204j 7.11257e-16+0.00603387j -2.37991e-14+0.280847j -1.64343e-14+0.160342j 2.95553e-15-0.0474306j -5.99135e-15+0.0652718j -2.20789e-15+0.0430058j -9.11857e-15-0.0705434j -2.9758e-15+0.017891j 
-3.18922e-16+0.00977102j -6.98391e-16-0.0153691j 6.40249e-16+0.0149302j 7.61354e-16+0.004796j 1.10533e-15-0.0577975j 5.79839e-16-0.0421339j -1.32437e-16+0.0571338j 2.92582e-16+0.0385704j -1.20087e-15+0.0582444j 2.98482e-16-0.0209443j 1.63544e-15-0.0517787j -2.08754e-15+0.165155j -5.93744e-16+0.0756586j -3.7366e-16+0.0219402j 4.08599e-16-0.0543358j -6.1899e-15-0.0219407j 5.54817e-16+0.00471244j -1.85775e-15-0.0674377j 7.17125e-16+0.0212344j 1.13641e-16+0.0490615j -2.70209e-16-0.0796871j 1.16141e-15-0.153401j -1.15737e-14+0.109963j 6.54068e-15-0.109435j 2.45553e-16+0.0347113j -1.404e-16-0.0205669j -1.1305e-15-0.0145011j 6.51206e-16+0.104822j 4.70373e-14-0.015849j -2.61769e-15+0.131795j -1.17447e-15+0.00345224j 4.97562e-16+0.00703843j 7.00752e-16-0.0396323j 8.23363e-16-0.118741j -2.89283e-15+0.111707j -3.81289e-16+0.0119924j 9.73354e-16-0.144185j 5.07928e-15+0.0487201j -2.00429e-15+0.0149556j -1.72799e-15-0.139033j 2.14701e-15+0.0415219j 1.39088e-15-0.0968849j 1.37693e-15+0.0177257j 1.50756e-15-0.0828107j 6.86122e-16+0.160108j -1.06459e-15+0.152305j 4.13213e-17-0.022828j -5.78471e-16+0.011266j 1.20411e-15+0.0211198j -7.94132e-16+0.0147433j -1.18945e-15+0.0635002j 8.33287e-16-0.16735j -1.04193e-15-0.0972182j 5.60323e-16-0.0579772j -7.20925e-15-0.0379649j -1.76538e-15+0.00931803j 
