7.64938e-14+0.177815j 6.8251e-15-0.177325j -2.52233e-16+0.121767j 5.79832e-16-0.011914j -1.01927e-15+0.0260188j -1.13146e-15+0.255877j -5.84919e-16+0.0492954j 5.29105e-17-0.0154291j -3.43438e-16+0.118639j -1.4933e-15+0.167583j 2.37669e-16+0.193088j 1.53743e-17-0.0406174j 3.99533e-16-0.029796j -1.36889e-16+0.0297058j -3.228e-16+0.0363931j 4.41752e-16-0.00846076j 6.87227e-16-0.0471474j 3.25301e-16+0.0027464j -4.55689e-17-0.0211093j 5.24793e-16-0.0570291j 5.73082e-17-0.0104951j 3.89015e-16-0.0672327j -8.82945e-17+0.00636992j -8.40437e-17-0.0427906j 1.63493e-16+0.0063096j -1.59848e-16+0.014956j 1.58545e-16+0.0069097j -1.16255e-15+0.0210585j 2.88363e-16-0.0405075j -4.74887e-19-0.000447377j -2.14722e-16+0.00913336j 7.13544e-16-0.0120963j -2.73651e-16+0.00636578j 3.28533e-17-0.0300231j 3.56783e-16-0.00438704j 2.5219e-16+0.00379072j 8.32095e-17+0.000856708j -1.01176e-14+0.021253j -6.78049e-14-0.0208061j -5.59053e-14-0.00325446j 4.60562e-17+0.00287045j -2.94037e-15+0.0168017j 4.08851e-16-0.0102852j -5.48749e-16+0.0251204j 6.04347e-16-0.0326451j -2.18882e-15+0.0241677j 3.77533e-16-0.00880583j 3.03389e-16-0.0106245j 4.77234e-17+0.000100953j 5.61386e-16-0.00237518j 2.59366e-16-0.0365595j -1.63408e-16+0.00605465j -5.69864e-17-0.0192251j 6.57138e-17-0.00407376j -4.57472e-17-0.0304009j 2.94943e-16-0.0209343j -9.66705e-16+0.0544217j 1.88737e-16-0.0269919j 1.02563e-16+0.00388577j -1.92186e-17-0.0149878j 1.86312e-16-0.0124787j -4.78208e-17-0.000551267j -4.49129e-18-0.00817791j 1.28568e-16-0.0044816j -3.452e-16+0.0759721j -7.5202e-19-0.0202687j 5.26552e-17+0.0152422j -3.1656e-17-0.0632403j -9.62672e-17+0.0216936j 3.70446e-16-0.055966j 1.87744e-16+0.00122431j -3.24687e-16+0.0376534j -1.92038e-16+0.0290323j -1.86468e-16+0.000439542j 3.64605e-17-0.071852j 8.92155e-16+0.0794038j -2.35151e-14-0.0438362j 
1.45481e-14+0.0285416j 1.87777e-15+0.0256999j 1.72766e-15+0.0593431j -2.85797e-15-0.0683427j 2.1391e-15+0.0583975j -2.61472e-15-0.068543j -1.38517e-15-0.0346041j 1.61452e-15+0.008108j 9.07322e-17-0.0132581j 1.3631e-16-0.0175529j 3.00189e-15+0.0961195j 3.41285e-15+0.115834j 3.25731e-15+0.0843409j 3.03828e-15+0.0913536j 3.28649e-15+0.129001j 3.27952e-15+0.188018j 1.00563e-14+0.297332j 2.6076e-15+0.128911j 5.46787e-15+0.120331j -8.33641e-16-0.0424239j -4.98562e-15-0.148608j -4.55218e-15-0.119849j 1.07388e-14+0.253023j 1.06717e-14+0.27804j 8.40044e-15+0.249317j 1.77008e-15+0.0634999j 4.49424e-15+0.00205724j 4.56228e-15+0.0314465j 8.68725e-15+0.0997682j 1.09572e-14+0.287211j -1.44019e-14-0.436887j 1.84879e-15+0.0926287j 3.01068e-15+0.106904j -6.3986e-15-0.081241j 2.29791e-15+0.121391j -1.99599e-14-0.171225j 4.83321e-15+0.109183j -1.35489e-13+0.213874j 3.21248e-13-0.0248517j 3.82743e-13+0.188433j 3.37968e-15-0.0144513j -2.5187e-14+0.195409j -4.69835e-15-0.060316j -1.45857e-15-0.109375j 1.82971e-15+0.0273436j 2.14671e-15+0.0179287j -4.34627e-15-0.071796j 2.32493e-15+0.093803j 1.12651e-15+0.0290486j 3.3676e-16-0.0413201j -2.74783e-15-0.0799374j -1.99441e-15-0.0715119j 2.64188e-15+0.0329093j -2.54785e-15-0.0770911j 1.89266e-15+0.0277287j -4.01171e-15-0.0858516j -7.51544e-16-0.0149031j 1.5505e-15+0.00535039j -3.50682e-15-0.0482541j 2.36334e-15+0.03719j 2.00684e-16+0.0202445j -5.66131e-16+0.0204755j 1.75842e-15+0.0220854j -1.32378e-15-0.0262908j -1.45477e-15-0.0343745j 2.16955e-15+0.0852457j 6.82611e-16+0.0292112j 1.92493e-16+0.00292508j 5.21518e-16-0.00106885j 3.76252e-15+0.0843643j 2.72767e-15+0.0581809j -2.02284e-15-0.059616j 1.80346e-15+0.0553697j -1.10698e-15-0.0250128j 1.00477e-15+0.00972455j 1.0854e-15+0.0184266j -7.01213e-15-0.0128081j 
1.70008e-14+0.0370246j 1.35517e-15-0.0101019j 5.08241e-16+0.0605832j 8.3613e-16-0.0111735j -1.55793e-17-0.000938118j -2.95027e-16-0.117938j -1.78592e-16-0.082752j -2.14489e-16-0.0369372j -5.37198e-16-0.0575394j -8.53754e-16+0.02757j 1.48739e-16+0.0113671j -1.36927e-15-0.134631j -1.41891e-16-0.0769281j 3.92921e-17+0.131675j -6.90079e-16+0.310748j 3.5135e-16+0.17144j -2.18187e-15-0.0205361j 3.28895e-16-0.160706j -1.27283e-15-0.144527j 6.04744e-16-0.00856358j 5.47092e-15+0.261223j 1.36251e-15-0.0452219j -2.65884e-15-0.211999j -1.98012e-15+0.060944j -2.10017e-15-0.149123j -3.55281e-17-0.0881377j -6.02989e-15-0.0910114j 1.08239e-14-0.293361j -1.28097e-15-0.0284332j -1.92376e-15-0.0270833j 1.52912e-15-0.18727j 3.04061e-15-0.12239j 1.18347e-16-0.065886j -4.1471e-15-0.343974j -9.16682e-16+0.090418j -5.33234e-15-0.0753195j 1.17174e-15+0.0760424j -1.72921e-13+0.0403586j 7.1648e-13+0.385059j 7.09422e-13-0.101871j -1.55509e-15-0.0296476j 2.25748e-14-0.148068j -3.7776e-15+0.0861122j 1.17712e-15-0.249162j 1.06333e-15-0.0171576j -3.14827e-15+0.0423663j -6.34089e-16-0.0764326j 1.1362e-17-0.0641597j -1.50591e-15+0.00478596j 2.90176e-15-0.0531462j -1.69425e-15-0.103158j 5.24137e-16+0.0118956j 5.0832e-16+0.0715145j 1.03945e-15-0.070575j -9.43785e-16-0.0556248j 1.59924e-15+0.0589173j -9.14631e-16+0.0205793j -5.65649e-16-0.171624j 1.32018e-15+0.124179j -8.44757e-16-0.0496383j 9.36922e-16+0.174689j 8.27771e-16+0.0871149j -1.08529e-16-0.0307672j 7.26414e-16+0.0413865j 3.25729e-16+0.0246614j -7.41195e-17+0.00650675j -2.97969e-16-0.0215045j 2.99463e-16-0.0193696j -2.31871e-16+0.0352969j -1.10703e-15-0.0305994j -8.80682e-17+0.018528j 1.2769e-17+0.0518067j -2.98403e-16+0.00679706j 2.22406e-16+0.0445415j -5.42104e-16-0.0244844j 9.69713e-16+0.00168136j -2.02282e-14-0.0414798j 
7.07989e-15+0.0131016j 1.84644e-16+0.0268554j -5.99278e-16-0.0316331j -2.84626e-16-0.0690027j -3.11932e-16-0.0324334j 1.26303e-16-0.00598719j 5.96822e-16-0.014437j 9.6183e-16+0.0365971j 6.24506e-16+0.133335j 9.02891e-16+0.185118j -6.4682e-16-0.058926j -2.02263e-16+0.103556j 3.30079e-16+0.103897j 5.42108e-16-0.0368139j 1.07837e-15-0.0768256j -6.76664e-17-0.029351j -1.47323e-15+0.134064j -2.22097e-15+0.0475035j 1.05179e-15-0.310791j -8.95973e-16+0.292536j 1.47319e-15+0.0693087j -4.34301e-16-0.0253526j 5.87969e-16+0.353983j 2.95207e-15+0.0803054j -1.14084e-15+0.0206743j 1.70253e-15-0.0977403j -1.56072e-15-0.24272j -5.82023e-16-0.0684596j 1.31804e-16+0.21855j -2.08643e-15+0.018076j -2.30321e-15-0.152125j -2.88302e-15+0.23332j 3.2809e-16-0.180693j -5.10527e-15-0.34319j 4.13939e-15-0.284425j 1.02941e-14+0.142744j 2.52275e-15-0.016546j -1.00384e-13+0.0448739j 3.36806e-13+0.1838j 3.47482e-13-0.0464039j -2.73525e-15-0.0289385j 1.48299e-14-0.0956403j 2.74364e-15-0.119739j -1.93073e-15+0.17012j -1.11184e-15-0.101656j -3.68728e-15+0.0469061j -4.80182e-16+0.0281873j 1.27607e-15+0.0223297j 3.08055e-16-0.0433051j -2.74625e-16+0.0192697j -2.69936e-16-0.108185j -1.54623e-16+0.00698404j -1.59657e-15+0.0759081j -1.90219e-16-0.0543191j 5.85285e-16-0.0616024j 9.62418e-16+0.0379266j -9.4319e-16+0.0402238j -1.00908e-15+0.0553519j -2.69255e-16+0.0387115j 8.13909e-16+0.0246029j -2.18987e-15+0.00253463j 1.67844e-16+0.0209066j 1.49343e-15+0.0938348j -7.11402e-16+0.0107721j -6.1117e-16+0.00699906j -3.20721e-17-0.00969352j -3.74591e-16-0.00749493j -4.41939e-16-0.0136576j -5.71398e-16+0.0119976j 4.07206e-16+0.0276709j -6.06789e-16-0.0296872j -4.5018e-16+0.00860827j 4.51531e-16-0.00825674j -3.8955e-16-0.0746434j -2.0021e-17-0.00257359j 9.28668e-16+0.00612415j -9.53799e-15-0.0202973j 
1.30581e-14+0.0258272j 1.57904e-15+0.0298683j 7.39007e-16+0.0620093j 2.92172e-16+0.0541195j 6.54727e-16+0.100704j -1.32677e-16-0.139422j 1.931e-16+0.0260072j -3.45869e-16-0.192434j -1.54131e-15+0.0406383j -2.16415e-15+0.0376521j 1.88913e-16-0.0817376j 5.44584e-16+0.0416926j 8.30014e-16-0.0574305j -2.46044e-16-0.0545006j -1.67564e-15+0.0989448j 1.40456e-15-0.0187142j -6.28976e-15+0.314548j 7.41245e-16+0.106982j 1.42131e-15-0.281933j -5.25646e-16+0.0143226j -1.9659e-15-0.0731457j 8.17972e-16+0.0941712j -1.88662e-15+0.199185j -2.45248e-15-0.35601j -1.34019e-15+0.297494j 1.58881e-15+0.0415344j 6.74879e-15-0.0381061j -8.83658e-15+0.1792j 4.46241e-16+0.137832j 3.62289e-15-0.0842534j -4.3029e-15+0.0674778j -4.00655e-15+0.0517942j 4.0834e-15-0.0474097j -1.73548e-15-0.0501797j 2.25657e-15-0.13095j 6.34092e-15+0.107151j -3.58644e-15-0.0350336j 3.66866e-14+0.0255157j -1.62603e-13-0.147079j -1.5608e-13+0.0900237j -5.62851e-16+0.197782j 6.60955e-16-0.00218404j 2.37653e-15-0.0982733j -7.01318e-15+0.063304j -8.17101e-16+0.101878j 1.11888e-14-0.155588j -6.12984e-16-0.0215878j -8.07257e-16-0.126951j -9.64384e-16-0.129622j 1.20063e-15-0.0431005j -2.5433e-15+0.130638j 2.43044e-15-0.151799j 1.97792e-15+0.113539j 2.29341e-15+0.0444889j -4.09306e-16+0.0903044j -3.69334e-16-0.0964072j 5.16694e-16-0.0701827j 1.81495e-15+0.0118235j 2.67488e-15-0.145985j -1.78362e-15-0.0892866j 1.44054e-15+0.0967596j 4.31747e-16-0.1199j 9.59808e-18-0.240038j 8.45905e-16-0.0221217j -2.52824e-16+0.0141324j 1.26878e-15+0.0273255j -4.91266e-16+0.0879504j 1.25777e-15-0.0213565j -6.11784e-16-0.0169828j -5.38225e-16-0.0179842j 8.52613e-16+0.0367481j -7.97876e-16-0.0678459j 6.14e-16+0.00214194j -5.03301e-16+0.0486709j -4.09283e-16-0.0251751j 4.97983e-17-0.00784256j -9.21994e-15-0.0186438j 
-7.49365e-15-0.0112401j 2.0308e-15-0.0733525j 4.00879e-16-0.0476406j 2.00534e-16-0.0399279j 2.68462e-15-0.104741j 1.60464e-15+0.020119j 2.41273e-15-0.0484541j 1.2076e-15+0.0412175j -2.06272e-15+0.0541975j -4.92257e-15+0.147278j 2.21519e-15-0.0636022j 3.17209e-15-0.0755317j 2.62325e-15-0.0200748j -3.1932e-15+0.0715256j -5.57797e-15+0.0663852j 2.022e-15-0.0754624j -4.73461e-15+0.0874933j 7.4538e-15-0.215934j 4.96835e-15-0.0480257j 2.00661e-15-0.0734383j -2.94487e-16+0.0157459j 4.39264e-15-0.152408j 1.84568e-15-0.0561413j 3.32285e-16+0.127607j -1.25159e-16-0.0442731j 8.42351e-15-0.168956j 4.4329e-15-0.101025j -1.4495e-14+0.127192j -1.25913e-15-0.0440787j 2.82389e-15-0.208275j -4.71628e-15+0.0750217j -1.15197e-14+0.158826j 1.3218e-14-0.340359j -1.61821e-15+0.0588357j -1.87949e-15+0.0814043j 6.8522e-15+0.161881j -1.02156e-14+0.33809j 5.39193e-15+0.0308037j -1.1797e-13-0.0746662j -1.09922e-13+0.0324187j -1.38003e-15+0.0292349j -1.19357e-14+0.0617921j 1.45892e-15+0.0458762j -6.40051e-15+0.24816j -5.22501e-15+0.09782j 2.3478e-15+0.0203259j -4.29094e-15+0.118277j -5.30654e-15+0.12252j -4.22185e-16+0.11048j -5.78471e-15+0.0552845j -7.45043e-15+0.215898j 5.75497e-15-0.061937j -5.403e-16-0.0396408j 4.2281e-15-0.139276j -1.3512e-15+0.0173114j 1.39672e-15-0.0405778j -5.04904e-15+0.105381j 3.93545e-15-0.0947426j 6.21547e-15-0.162252j 4.66232e-16+0.0488619j 8.17456e-16-0.0481173j 3.99735e-15-0.0796147j 1.05901e-15+0.0509461j 1.04803e-15-0.0311513j -2.40754e-15+0.0469852j 4.34072e-15-0.12124j -9.76788e-16+0.0101284j 3.83697e-15-0.125022j -4.0837e-15+0.101378j -7.72973e-18+0.0337162j 2.84088e-16-0.0245848j -3.3472e-15+0.106497j 6.34737e-16-0.0263799j -3.08084e-15+0.0605927j 6.94138e-17+0.0191789j -2.94838e-15+0.054996j 1.27899e-14+0.0321347j 
-2.59061e-15-0.00225992j -1.51818e-15+0.0112498j 1.16923e-15-0.0098718j 2.01984e-15+0.0210379j 4.29675e-15-0.0906756j 3.83062e-16-0.00402584j 1.00021e-15-0.0691353j -7.2487e-16-0.0897653j 2.78969e-15-0.084087j 4.91223e-16-0.0370461j 6.27612e-15-0.0483502j -1.42118e-15+0.0674844j -5.54742e-15+0.0292459j -1.78109e-15+0.0293892j 9.11798e-15-0.162453j -6.59208e-15+0.093263j 4.20295e-15-0.101842j -9.24334e-15+0.162768j 8.10819e-15-0.132618j 1.45174e-15+0.0830562j 7.93979e-15-0.164775j 4.71683e-15-0.25601j 4.64443e-15+0.0533419j 4.37983e-15-0.0399707j 1.63373e-15-0.0430187j 9.0481e-15-0.25459j 1.0241e-14-0.139947j -1.81909e-14+0.0547199j 6.60696e-15-0.114076j -1.45599e-15+0.235632j -8.5954e-16-0.235432j 2.62864e-15+0.0384692j 6.54638e-15-0.0463785j 3.00487e-15-0.165282j 2.42367e-15+0.0676791j -7.44579e-15+0.0160515j -6.53737e-15+0.136836j 5.58198e-14-0.137164j 1.2168e-13+0.143772j 8.77762e-14-0.117131j -1.37361e-14+0.20949j -2.03304e-14+0.135808j -2.84226e-15+0.000917365j 1.11897e-14-0.255326j -1.35103e-14+0.291692j 9.79051e-15-0.0803599j -4.27311e-15+0.0459647j 7.14213e-15-0.127925j 1.43721e-15-0.00186873j -1.84628e-14+0.159319j 4.49317e-15-0.0923781j 1.70939e-15-0.081777j -7.208e-15+0.144291j 2.81971e-15-0.0291915j 2.53458e-15-0.0535163j 3.55952e-15-0.0562074j -1.21799e-16+0.0263766j -1.65846e-15+0.0266396j -5.38766e-15+0.111744j 7.85423e-15-0.09127j -7.4903e-15+0.159015j -1.79516e-15+0.0277221j -3.23471e-15-0.0535264j -2.94792e-15+0.0786404j -8.10903e-16+0.100267j 3.6981e-16+0.00561671j 9.71129e-16-0.000721707j 2.44446e-15+1.37148e-05j -1.86467e-15+0.0412023j -1.80004e-15-0.0387913j -1.70431e-15+0.0365089j -9.24092e-16+0.06486j -1.46986e-15-0.00246385j 8.22033e-16+0.024554j 6.56734e-17-0.0154244j -6.88734e-16+0.00211697j -8.14181e-15-0.0213994j 
-2.27949e-14-0.0544138j 1.94554e-15-0.0250557j 2.82365e-16-0.00101241j -2.17213e-15+0.062884j -1.19935e-15+0.0100749j -4.50905e-15+0.0198377j 1.9094e-15-0.0211757j -7.4654e-16-0.0960042j -7.55536e-15+0.0066467j -5.40903e-15-0.00148217j -1.00226e-14+0.124645j -9.25726e-16+0.0479375j 6.09276e-15-0.121891j 9.62149e-16-0.00699196j -7.90438e-15+0.0268661j 1.06565e-14-0.109306j 1.22863e-15+0.00116142j 1.13625e-14-0.0857796j -1.13738e-14+0.0864665j -7.03976e-15+0.141198j -9.39939e-15+0.0991446j -1.32083e-15-0.178602j -1.29999e-14+0.179896j -8.24595e-15+0.17206j 6.12214e-15-0.0604438j -1.58159e-15-0.0480141j -1.90057e-14-0.00363537j 3.526e-14-0.305703j -9.29369e-15+0.0543575j -9.75017e-15+0.189878j 2.21048e-14-0.287156j -1.79577e-14+0.156131j -6.24448e-15+0.051424j -1.22553e-16-0.030753j -7.45346e-15+0.138461j -3.59653e-15-0.208464j 9.90624e-15-0.100013j -5.67159e-14+0.036256j 4.65312e-13+0.0841069j 4.27754e-13+0.107726j 1.79752e-14-0.110924j -1.81892e-14+0.104018j 8.74994e-15-0.0285591j -2.2133e-15+0.0455574j 9.89638e-15-0.0778577j 8.90002e-15-0.0647432j 1.14368e-14-0.0819325j -4.30433e-15+0.096282j -5.5645e-15+0.0872521j 2.23631e-14-0.164469j -1.23762e-14+0.124579j 4.90247e-15-0.0474807j 8.83206e-15-0.0626043j -5.95949e-15+0.0149313j 1.10337e-15-0.0208463j -6.84634e-15+0.0628828j -8.49979e-15+0.0920313j -1.48975e-16-0.0241109j 4.0843e-15-0.033666j -8.93731e-15+0.179638j 1.19467e-14-0.027313j 4.26755e-15+0.0041706j 5.74735e-15-0.139085j 4.83314e-15+0.00248312j -4.6765e-15+0.0524009j 2.55575e-15-0.00914855j -1.26952e-16+0.0425279j -7.44629e-16+0.0612435j -8.57521e-17-0.00301474j 3.59271e-15-0.0847881j 3.90708e-15-0.0143583j -3.66114e-15+0.0534589j 3.13309e-15-0.0643743j -1.52308e-16+0.0387395j -2.34336e-16-0.000354644j -1.58816e-16-0.0365267j 9.78294e-15+0.0266109j 
-5.70418e-15-0.0129727j -2.97966e-15+0.0455133j -1.32435e-15+0.0121676j 2.394e-16+0.0358368j -1.77437e-15+0.0770315j 3.85424e-15-0.112563j -1.29041e-15+0.0912362j 2.09067e-15-0.141689j 5.37861e-15-0.139355j 5.09161e-15-0.110565j 4.02438e-15-0.0600935j 8.8203e-16+0.0128384j -1.21252e-15-0.0991282j 2.09865e-17-0.0147617j 1.00964e-15+0.00555419j -5.42911e-15-0.0352377j -4.7833e-15+0.174511j -3.76807e-15-0.0256802j 5.52291e-15-0.0845329j 2.95254e-15-0.0265864j 3.41077e-15+0.0210561j -1.01255e-15-0.124552j 8.21397e-15-0.0550485j 2.78615e-15+0.139276j -9.46679e-15+0.104838j -5.86293e-15+0.172661j 3.25898e-15-0.311684j -1.27884e-14-0.0707883j -3.83422e-16-0.0390472j 1.00465e-14-0.164022j -1.66538e-14+0.171466j 1.31935e-14-0.18201j 1.55313e-15-0.0666121j -6.76516e-15+0.0961615j 5.03746e-15+0.129867j -9.09563e-15-0.0288708j -3.87082e-15+0.00908711j -2.42787e-14-0.00938557j -1.06657e-13+0.0697315j -8.34961e-14-0.117939j -5.32961e-15+0.0654052j 3.59066e-15+0.0114753j -6.35637e-15+0.157216j -1.06116e-14+0.329989j 8.10034e-16-0.125577j -9.81214e-15+0.0507234j -1.05541e-14+0.0710352j -6.03073e-15+0.188738j 3.33364e-15+0.0147042j -6.8846e-15+0.0069659j 8.27971e-15-0.0718009j -5.06582e-15+0.0850544j -3.65096e-15-0.0178372j 3.20277e-15-0.0630308j -2.04137e-15+0.103451j 3.44432e-15-0.0375214j 4.18029e-15-0.0508777j 2.54933e-16-0.117741j -1.20431e-15-0.0647888j 6.83612e-16+0.191218j -8.80664e-15+0.130992j -2.72284e-15+0.109712j -3.25376e-15-0.0767009j -2.44444e-15+0.0415053j 4.97823e-15-0.146732j -4.1285e-15+0.0669259j -1.70343e-15+0.0744871j -1.22054e-15+0.0806528j 8.78709e-16-0.0709058j -1.19587e-15-0.0277339j -2.48465e-15+0.0489651j 3.20657e-15-0.0741279j -1.20105e-15-0.0389318j -4.67916e-16+0.0561485j -1.86421e-17+0.0121536j 2.26719e-15-0.0509818j -1.77824e-14-0.0456884j 
-1.14773e-15-0.0219688j -1.02886e-14+0.0264113j -2.144e-14+0.0614766j -9.90575e-15+0.0264372j -2.61511e-15+0.0078855j -7.91539e-15+0.0257504j 4.39551e-14-0.125152j 1.1746e-14-0.0283016j 1.77028e-14-0.0454078j 3.67389e-14-0.1018j -4.25384e-14+0.131067j -5.9045e-15+0.0185387j 5.00959e-15-0.0195188j 7.46474e-15-0.0248575j -1.67197e-15+0.00904788j -4.21267e-14+0.117378j 1.33416e-14-0.0455261j 4.48467e-15-0.00577864j -1.08096e-14+0.0449939j -5.0123e-14+0.142808j -7.23666e-15+0.0268655j 5.78153e-16+0.000686256j 2.34335e-14-0.0704576j 2.11447e-14-0.0689211j -8.73419e-14+0.243179j 2.25563e-14-0.0758602j -7.84772e-14+0.250754j -3.72432e-14+0.0939984j -2.39847e-14+0.0670973j 6.97448e-14-0.196228j -1.39535e-13+0.380046j -2.10381e-14+0.0460345j 7.34675e-16-0.0020629j -1.82852e-13+0.54222j 1.50672e-13-0.428724j -4.72071e-14+0.150767j -3.93702e-14+0.114793j 6.55598e-14-0.0542106j -5.89289e-13-0.054253j -5.15836e-13-0.20262j 1.69758e-14-0.0445585j 6.80071e-14-0.141123j -6.84733e-14+0.196413j -1.20311e-13+0.322493j 2.06855e-14-0.0529491j -7.44175e-14+0.178446j -1.50593e-13+0.443086j -8.3746e-14+0.206047j 1.41922e-14-0.0413678j -3.09099e-14+0.082349j 2.77852e-14-0.0882789j 2.05632e-14-0.0713948j -2.60982e-14+0.0684682j 2.79674e-14-0.0876218j 3.4815e-14-0.112243j 6.87984e-15-0.0219966j -1.86674e-14+0.0482887j -4.76753e-14+0.142901j -1.73759e-14+0.0476607j -2.30248e-14+0.0571524j -7.10884e-14+0.193713j -9.84418e-16-0.00672308j -1.47743e-14+0.0458921j -1.53687e-14+0.0460655j -3.23306e-15+0.0153557j -4.05284e-14+0.105915j -3.07415e-14+0.0863504j -2.65405e-14+0.0726373j -2.70315e-14+0.0800858j 3.92607e-15-0.00802115j -1.54947e-14+0.0460971j -2.06474e-14+0.0590548j 4.81092e-15-0.0119205j -1.33743e-15+0.00161455j 1.62751e-16-0.000384202j 1.00435e-14-0.0262711j -6.06047e-16-0.010682j 
-1.71183e-14-0.0361857j -1.62592e-15-0.00902852j -1.04176e-15+0.00317829j -2.8785e-17+0.0422994j -1.5706e-15-0.0706109j -2.77493e-16+0.0166094j 4.52899e-16-0.0945672j -1.72845e-17-0.0353008j -7.21939e-16-0.0759542j 9.46913e-16-0.0509495j -5.19332e-15-0.0960436j -6.87113e-16-0.042127j 2.44998e-15+0.122021j 1.57099e-15+0.102247j -6.63069e-16-0.0388043j -2.82347e-16+0.0670814j 8.6598e-16-0.0394667j -2.34802e-15-0.161999j -4.38839e-15-0.133056j -7.50998e-16+0.094637j -3.77494e-15-0.108844j -4.02819e-16-0.0425561j 5.05889e-16+0.00622813j 3.06698e-15+0.140622j -3.15919e-15+0.0489708j 3.5184e-15+0.124071j 9.04005e-16-0.123028j -1.29822e-14+0.310038j 2.19303e-16+0.0290543j 4.93e-15+0.0815964j -5.48301e-15+0.0806727j -1.45826e-15+0.0552313j 3.16735e-15+0.15931j -8.99642e-15-0.0114263j 7.41585e-15+0.0430583j 3.25264e-14+0.343091j 2.30526e-16+0.073301j 7.00404e-14-0.0212623j 1.63317e-13-0.114774j 1.33589e-13+0.183793j 1.45326e-15-0.207535j -2.81136e-14+0.191998j -3.16803e-15-0.105979j -7.30765e-15+0.135617j -2.84903e-16+0.0112537j 1.10367e-15-0.0889839j -1.71694e-14-0.417975j 3.71928e-15+0.12224j 1.78236e-15+0.0509951j -2.66418e-15+0.0217413j 4.57255e-15+0.139544j -9.59942e-16+0.147999j 2.01468e-15+0.180254j 4.12437e-15+0.172151j 3.58976e-15+0.0979268j 2.47423e-15+0.127988j 3.60202e-16+0.154509j -2.44135e-15-0.0241449j 1.11373e-15+0.0974699j 5.08548e-16+0.0513995j -3.5647e-15+0.0595786j 4.22466e-15+0.149336j 1.29592e-15+0.0273819j -1.24779e-15-0.0422718j -1.58416e-15-0.0459704j -1.06087e-16+0.136683j -2.71229e-15-0.0419646j -1.31016e-16+0.0651193j -2.11732e-15-0.0273706j -8.71319e-16-0.0812095j -1.6002e-15-0.0411992j -3.07632e-16+0.0672373j 3.08885e-16-0.0188072j 5.57654e-17+0.0124011j -1.34919e-16-0.00467369j -9.29157e-16-0.021593j 1.75735e-14+0.0338387j 
-1.86739e-14-0.0389494j -1.19591e-15-0.019052j 1.71206e-16+0.0262624j 1.22857e-16+0.0582471j -4.30429e-16-0.0347666j 1.90623e-16-0.00580923j -4.89171e-16-0.0905003j -5.8704e-16-0.100358j -8.38543e-16-0.0117809j -6.92322e-16-0.0638261j 7.44503e-17-0.00801269j 6.42916e-16-0.0037336j -2.65112e-17-0.020599j -1.06566e-16-0.0497137j -1.1775e-15-0.0149145j 6.14955e-16+0.01859j -1.78154e-15+0.0868158j -3.82602e-17+0.0101403j -5.97486e-16+0.00589429j 1.63347e-15+0.0845757j 9.78412e-16+0.102876j -1.93253e-15-0.108214j -1.53198e-16-0.000321066j -1.00308e-15-0.0397234j 1.41797e-15-0.0146968j -1.28635e-15+0.0615857j 2.23784e-15+0.2932j 6.42957e-15+0.0371243j 2.25833e-15-0.0369327j 9.71723e-16-0.0206599j 9.58667e-16-0.259394j 8.81905e-15-0.322627j -2.4665e-15+0.0685368j -2.56631e-15-0.158208j -1.87006e-15+0.108443j -1.70028e-14-0.213138j 1.19075e-16+0.209961j -1.3898e-14+0.0923532j 4.05163e-13-0.0990336j 3.9094e-13+0.281479j 2.65534e-15-0.158598j 8.33661e-15-0.0482835j -1.77533e-15-0.0195951j -3.49935e-15-0.0439496j 4.37378e-15+0.0275638j -1.80309e-14+0.260927j -1.05935e-15-0.0313984j -1.17977e-15-0.0528299j -1.73016e-16-0.0132584j 7.80115e-15-0.120601j 5.56262e-16+0.0468027j -2.78291e-17+0.00653672j 1.96205e-15-0.110665j -7.69944e-16+0.0249599j 4.81385e-16+0.0988202j 6.77974e-16-0.0319313j 2.95873e-15-0.100656j -4.09403e-16-0.00968239j 9.09381e-16+0.0830575j -1.58498e-16+0.0737645j 8.46035e-16+0.00843033j -1.09896e-16+0.0233274j 4.96736e-16+0.206056j -2.32557e-17+0.0139505j -9.63203e-16-0.0535403j 6.36045e-16+0.0864267j 4.23289e-16+0.00513703j 1.22404e-16-0.00744686j 5.14274e-17-0.010111j -3.36627e-16-0.0804258j 1.99952e-16-0.0563311j 3.33117e-16-0.0215952j 3.81406e-16+0.0481758j 1.22184e-16+0.0683725j -4.52014e-16-0.0463324j -1.55887e-15-0.000831194j 2.18789e-14+0.0457028j 
