7.64938e-14+0.177815j 6.8251e-15-0.177325j -2.52233e-16+0.121767j 5.79832e-16-0.011914j -1.01927e-15+0.0260188j -1.13146e-15+0.255877j -5.84919e-16+0.0492954j 5.29105e-17-0.0154291j -3.43438e-16+0.118639j -1.4933e-15+0.167583j 2.37669e-16+0.193088j 1.53743e-17-0.0406174j 3.99533e-16-0.029796j -1.36889e-16+0.0297058j -3.228e-16+0.0363931j 4.41752e-16-0.00846076j 6.87227e-16-0.0471474j 3.25301e-16+0.0027464j -4.55689e-17-0.0211093j 5.24793e-16-0.0570291j 5.73082e-17-0.0104951j 3.89015e-16-0.0672327j -8.82945e-17+0.00636992j -8.40437e-17-0.0427906j 1.63493e-16+0.0063096j -1.59848e-16+0.014956j 1.58545e-16+0.0069097j -1.16255e-15+0.0210585j 2.88363e-16-0.0405075j -4.74887e-19-0.000447377j -2.14722e-16+0.00913336j 7.13544e-16-0.0120963j -2.73651e-16+0.00636578j 3.28533e-17-0.0300231j 3.56783e-16-0.00438704j 2.5219e-16+0.00379072j 8.32095e-17+0.000856708j -1.01176e-14+0.021253j -6.78049e-14-0.0208061j -5.59053e-14-0.00325446j 4.60562e-17+0.00287045j -2.94037e-15+0.0168017j 4.08851e-16-0.0102852j -5.48749e-16+0.0251204j 6.04347e-16-0.0326451j -2.18882e-15+0.0241677j 3.77533e-16-0.00880583j 3.03389e-16-0.0106245j 4.77234e-17+0.000100953j 5.61386e-16-0.00237518j 2.59366e-16-0.0365595j -1.63408e-16+0.00605465j -5.69864e-17-0.0192251j 6.57138e-17-0.00407376j -4.57472e-17-0.0304009j 2.94943e-16-0.0209343j -9.66705e-16+0.0544217j 1.88737e-16-0.0269919j 1.02563e-16+0.00388577j -1.92186e-17-0.0149878j 1.86312e-16-0.0124787j -4.78208e-17-0.000551267j -4.49129e-18-0.00817791j 1.28568e-16-0.0044816j -3.452e-16+0.0759721j -7.5202e-19-0.0202687j 5.26552e-17+0.0152422j -3.1656e-17-0.0632403j -9.62672e-17+0.0216936j 3.70446e-16-0.055966j 1.87744e-16+0.00122431j -3.24687e-16+0.0376534j -1.92038e-16+0.0290323j -1.86468e-16+0.000439542j 3.64605e-17-0.071852j 8.92155e-16+0.0794038j -2.35151e-14-0.0438362j 
4.64877e-16+0.00227208j 1.42161e-16-0.0175662j 4.32759e-17+0.00461462j -3.32491e-16+0.0400698j 6.40618e-17-3.62246e-05j 1.55779e-16-0.0376278j 2.30144e-16-0.0326062j 1.88413e-16-0.0269623j 1.23384e-16-0.0238754j 4.04471e-16-0.0420867j -1.57861e-16+0.00104421j 3.06395e-16-0.0396748j 2.93766e-16-0.039044j 2.64431e-16-0.0356642j -2.06268e-16+0.0162415j -5.39253e-16+0.0342722j -1.68612e-16-0.00166434j -2.43422e-16-0.000956222j 7.89762e-17+0.00396841j -2.55245e-16+0.0679209j -1.80355e-16-0.0354111j 2.06075e-16-0.0348596j -3.61167e-16+0.00462233j -2.74584e-17-0.0283417j -5.75064e-16+0.0515399j -2.51057e-16-0.00905563j 8.71079e-17+0.0148383j 8.89562e-16-0.00172592j 2.63682e-17+0.0200586j 2.21653e-16-0.0354615j 8.94299e-16-0.00420789j 3.35711e-15-0.103212j -1.3738e-15+0.079609j 9.25477e-16+0.0585853j 1.87826e-16-0.0310459j 1.3659e-15+0.0183091j 8.20686e-16-0.0497254j -1.92781e-14+0.0417136j -1.83234e-13-0.0459643j -1.55446e-13-0.0216559j -6.20622e-16+0.0248242j 6.39806e-15-0.0389347j -4.05031e-16+0.071483j -4.127e-16+0.0843691j 6.68976e-16+0.0379325j -6.12332e-15+0.0878545j -8.91491e-16+0.0873056j -2.0491e-15+0.0605375j -1.3299e-16+0.00742969j 2.84237e-15-0.0605967j 1.0055e-15-0.0033286j 3.85065e-16-0.0349465j -1.90535e-16+0.00221549j 1.4193e-16-0.0471632j 9.69395e-19-0.0210218j 7.55433e-16-0.153404j 1.90208e-16-0.0143633j -3.62437e-16+0.0701594j 6.64659e-17-0.0663156j -5.85891e-16+0.0817946j -1.11689e-15+0.0906018j 4.23558e-17+0.0444718j 9.38107e-17+0.0170275j -1.17411e-16+0.0557317j -4.836e-16+0.0531064j -9.51729e-16+0.0398128j -4.5029e-16+0.0813413j -1.15801e-16+0.0621305j 4.34288e-16-0.0789465j -6.57132e-16+0.102529j 9.4569e-17-0.0199848j 4.1038e-16-0.0339949j -5.46723e-16+0.0850024j 4.31479e-16-0.0229092j -4.88368e-17-0.0584245j -1.1253e-15+0.00737899j 1.40693e-14+0.0306755j 
6.68941e-15+0.017224j 1.16191e-15-0.032802j 6.32373e-16-0.0369742j -2.7567e-16+0.01721j 4.15709e-16-0.0148862j 1.09973e-15-0.0570563j -5.21299e-16+0.0340123j -3.94017e-16+0.0130886j 4.1585e-16-0.0225244j 2.54605e-16-0.0255048j -9.00401e-16+0.0655365j 4.09956e-16-0.0199121j 9.52555e-16-0.0556269j 1.94767e-16-0.00755388j 5.84681e-17-0.000824743j -1.14836e-16+0.00290088j -6.64855e-16+0.0178844j -9.34152e-16+0.0397732j 2.02598e-16-0.00879137j 1.51059e-16-0.0136257j 2.22595e-16-0.0370095j 7.23373e-16-0.0420361j -6.56768e-16+0.0257677j 6.92134e-16-0.0517866j -1.83414e-15+0.0898139j -1.2558e-15+0.0510738j 6.61636e-16-0.00278824j 2.32965e-16+0.0057554j -5.45783e-16+0.0657104j 8.81156e-16+0.0316828j 1.51401e-16+0.00561043j 1.80432e-16+0.00723683j -1.50019e-15+0.084434j -1.89398e-16+0.0227118j 8.84007e-16-0.0311803j -4.97402e-16-0.0051345j 1.02155e-15-0.05137j -2.20262e-14+0.035817j -1.24618e-13-0.0255694j -1.02198e-13-0.0197149j -1.2468e-15+0.0648387j -5.94616e-15+0.0356382j 8.50965e-18+0.0441038j -2.11508e-15+0.0771225j 2.66539e-16+0.013582j -9.98538e-16+0.0143672j 1.97717e-16+0.00745917j 2.47126e-16-0.0299806j -2.32597e-16+0.0496252j -2.24708e-15+0.038314j -1.01214e-15+0.0733127j -3.57582e-16+0.016268j 4.516e-16-0.0356757j -1.3407e-15+0.0488274j 4.03622e-16-0.0179323j 2.33115e-15-0.136372j 1.69881e-16-0.00409319j 8.23069e-16-0.0306298j 2.08587e-15-0.114491j -1.50332e-15+0.067007j -3.75132e-15+0.169183j -5.90345e-16+0.0478242j 1.89324e-15-0.121207j 1.56743e-15-0.0766247j -1.69085e-15+0.11233j 1.16869e-15-0.0521098j -1.89729e-15+0.0995962j 2.6985e-15-0.199639j 2.26381e-15-0.115984j -1.66044e-15+0.0726822j 1.97404e-15-0.100728j 2.78175e-15-0.127637j 4.31626e-15-0.22127j -2.01485e-15+0.0931781j -6.47778e-16+0.0413025j -3.66575e-15+0.198445j -5.16629e-15+0.00278255j 
-8.72684e-15-0.0193677j -5.02069e-16+0.0103553j 1.47981e-16+0.0242007j 1.1125e-16-0.0596677j 1.09011e-16+0.0457863j 1.2124e-16-0.0560323j -1.56799e-16-0.0119888j -1.27438e-16-0.00346904j -7.02764e-17-0.0407134j -1.95464e-16-0.0150547j -5.75452e-17+0.00785712j 6.65298e-17+0.0315088j 2.65903e-17+0.0316158j -1.14034e-16+0.00856256j -8.50356e-17+0.0181988j -1.5076e-16+0.0154882j 7.53926e-17+0.0064164j 2.41152e-16-0.0267392j -5.25963e-17+0.00641852j 3.76288e-16+0.00770462j 4.09568e-16+0.0404288j 2.55957e-18+0.0096704j 4.9299e-17-0.0629342j 3.07374e-16+0.0849771j -8.38767e-17-0.0015697j -2.75855e-16+0.0769069j 9.33671e-16-0.0234231j -2.64878e-15+0.0408716j -1.69681e-16-0.0210111j 3.78929e-17+0.00310334j 5.08099e-16-0.00412197j 5.99639e-16-0.0385525j 2.24254e-17+0.0105535j 4.42711e-16+0.0247569j -1.54835e-16-0.00904416j 2.70328e-15+0.0315216j 1.11627e-16+0.0284491j -3.97684e-14+0.0663012j 8.88361e-14-0.0208887j 1.04577e-13+0.0674761j 8.62266e-16-0.0490246j -4.36401e-15+0.0219633j -5.29539e-16+0.067056j 2.96105e-16+0.0339609j 5.34402e-17-0.0708313j 1.70456e-16-0.00952451j -1.18389e-15-0.0263578j -3.17995e-16+0.0696316j -1.2647e-16-0.0348448j -1.12407e-15+0.0112414j -2.11085e-16+0.0285628j -9.11849e-16+0.0349473j 2.43053e-16+0.00796718j -4.62727e-16+0.0865299j 7.06496e-17+0.0341973j 2.50773e-16+0.0151487j -3.51971e-16+0.0425866j 5.95035e-16-0.101483j 3.44381e-16+0.00332272j -3.23328e-16-0.0450852j -4.18567e-16+0.0752788j -1.80628e-16+0.00540715j 3.756e-16+0.0780712j 1.88302e-16-0.0406278j -4.68778e-16-0.142477j 5.36671e-16+0.0157566j -4.76164e-16+0.225087j 4.60045e-16-0.058362j 3.8346e-16+0.019208j -2.28637e-16+0.0778456j 3.90218e-17-0.0950259j 3.4906e-16+0.180863j 7.27133e-16-0.0389593j -2.32937e-16+0.10221j -1.01258e-15-0.117787j 3.09339e-15-0.00865379j -5.48565e-14-0.115326j 
-2.92451e-14-0.0641944j -2.46699e-15+0.0171338j -3.48107e-16+0.00299971j -4.26977e-16+0.0621779j -3.1078e-16-0.0102066j -4.50672e-16+0.0423845j -3.6396e-17-0.0673575j 6.89858e-16-0.00970499j 8.82792e-17-0.0170242j 5.81618e-16-0.00635381j 4.34448e-17-0.0785783j 1.06116e-16+0.0731869j -4.26004e-16+0.00976092j 2.34597e-17+0.0121861j -1.15408e-16+0.0226628j -6.72893e-16+0.056777j -4.15344e-19-0.0145388j 1.97672e-16-0.00990251j 2.87381e-17+0.0168166j -2.28189e-16-0.0130269j -8.03708e-16-0.0374929j -2.78767e-17+0.0630148j -1.85185e-17+0.0358807j 1.46587e-16+0.0180683j -1.21954e-16-0.0538548j -2.57763e-16+0.0424285j -3.67989e-16+0.00514382j 1.42941e-15-0.0256579j -1.63065e-16-0.0542533j 3.03353e-16+0.0308905j 8.09734e-16+0.0173332j 1.87785e-15-0.0757358j -1.98276e-16+0.0319918j 6.12398e-16+0.0125276j -3.40819e-16-0.011441j 3.72556e-15+0.0376166j -2.49978e-16-0.0639538j 6.31769e-14-0.0816239j 1.12025e-13+0.00854848j 7.17551e-14+0.0257982j -7.01675e-17-0.0200649j 7.9188e-16+0.000544107j -1.19755e-15+0.0908492j 6.09898e-16+0.0323918j -2.98999e-16+0.04079j -1.26092e-15+0.0220294j -6.44475e-16+0.0163823j -1.49697e-16+0.0340255j 1.2555e-16-0.0521194j 1.60756e-15-0.0459601j 1.82526e-16+0.0260864j -3.32008e-16-0.00588381j -3.85345e-17+0.0482247j -3.54463e-16+0.033241j -3.14384e-16+0.0410241j -3.77575e-16+0.000162139j 7.36671e-16-0.0249935j -4.82731e-16+0.0402195j -4.10065e-16+0.0257675j -2.37043e-16-0.0155344j -5.28157e-16-0.0297871j 8.37025e-17-0.0355865j 4.46329e-16-0.0175744j -9.18962e-17-0.0410441j -1.74941e-16-0.0843663j -1.56098e-15+0.220375j -7.43162e-16-0.159038j -1.16839e-15+0.258596j -2.45665e-16-0.13894j 3.35603e-16-0.0165419j -6.47042e-16+0.13023j -2.12397e-15-0.0481555j -2.01805e-15+0.382508j 1.14434e-15-0.187751j 1.32428e-15+0.0288277j -5.16893e-15-0.191573j 1.1294e-13+0.222572j 
2.05282e-14+0.0388175j 6.36868e-16+0.0793533j -2.89099e-16+0.064183j -5.39664e-16+0.0335274j -3.28802e-16+0.0544298j -5.01594e-16+0.0341042j -4.04722e-18+0.0548741j 7.91211e-16-0.0941162j 1.21666e-16-0.0175729j 3.99886e-16-0.0751895j 7.10067e-16-0.00528938j -6.91566e-17-0.0521523j -6.82369e-16+0.0826403j -9.74768e-17-0.00771051j -1.7851e-16-0.0135467j -5.09438e-16+0.00418998j 5.87273e-17+0.00947076j 3.75238e-16-0.0175235j -2.17344e-16-0.00328516j 9.59611e-17-0.00236132j 3.53226e-16+0.0559189j -5.61851e-16+0.028552j -5.38551e-17-0.00542407j -2.94819e-16-0.0176442j -2.78981e-17+0.0246686j -7.16886e-16+0.0196238j 1.58803e-16-0.107259j -4.26597e-16-0.0247877j -1.97638e-16+0.00395657j -3.03913e-16+0.014696j 4.76455e-16-0.0205042j -5.03171e-16+0.0225974j -2.82498e-17-0.0325472j -2.28596e-16+0.0743654j -1.02892e-15+0.052644j -4.30806e-15-0.0558115j 2.65444e-16-0.0774974j 4.17338e-15-0.00228557j -7.82174e-14-0.0107612j -7.27737e-14-0.0210678j -5.18829e-16+0.0536185j 7.69924e-16-1.71523e-05j -2.03025e-15+0.0430676j 1.06132e-15-0.0657609j -8.38691e-17-0.00177443j 1.13463e-15-0.0180645j 7.96433e-18-0.00876476j 4.48161e-16-0.0365006j 3.20427e-16-0.0524511j 6.37126e-16-0.00436536j -4.36281e-16-0.0103741j -1.53072e-16+0.00996489j 6.4927e-18-0.00689964j -8.43797e-16+0.071111j -5.76757e-16+0.0674415j -5.95306e-16+0.08591j 9.76936e-16-0.0370413j -3.45903e-16+0.0219312j -6.86083e-16+0.00722078j -1.60211e-16+0.02235j -9.49319e-16+0.127331j 8.85444e-17-0.0606494j 1.06708e-15-0.0990113j 4.78153e-16-0.0270108j 3.53939e-16+0.00278697j -1.77235e-15-0.0225239j -1.47045e-15+0.303961j -1.7696e-15+0.261683j 1.67372e-16+0.0881169j 3.42473e-16-0.011432j -1.3243e-15+0.0515498j -2.96266e-15+0.370369j -2.8774e-15+0.0151331j 1.8182e-15-0.022762j 2.52403e-16-0.167153j 9.54156e-15-0.238332j -9.34328e-14-0.211605j 
-2.22676e-14-0.0519068j -1.70976e-15+0.0430567j 3.03699e-16-0.0271468j -4.60285e-16+0.0475582j 1.94522e-16-0.0256343j 3.54332e-16-0.050198j 7.52482e-17-0.0306499j 9.98864e-18+0.00424036j 6.27897e-16-0.0693101j 3.98335e-16-0.0723275j 1.63194e-16-0.00279025j -5.44938e-16+0.0702574j 5.45715e-16-0.0580681j 7.86044e-17-0.0102408j 2.60055e-16-0.00427669j -7.4186e-16+0.0349268j -8.1662e-16+0.0512537j -5.09299e-16+0.0272047j 5.2669e-17+0.0224852j -1.00025e-16+0.0113899j -7.66089e-18-0.00703143j -6.86641e-17+0.0224467j -3.1265e-16+0.0232977j 1.21484e-16+0.0113854j -3.76786e-16+0.0459518j -9.92876e-16+0.0880471j 4.23061e-17+0.00552571j 1.19639e-15-0.0136649j 2.88589e-16+0.0174328j 6.06197e-16+0.00300069j 9.22552e-17+0.022723j 1.79478e-15-0.066303j -6.34002e-16+0.0150798j 6.3921e-16+0.0179937j 4.96755e-16-0.034445j -7.96909e-16-0.0143782j 2.83868e-16-0.0323947j -2.17782e-14-0.0157843j 3.07289e-13+0.102986j 2.86652e-13+0.017011j 2.80757e-16-0.00242235j -7.94181e-15+0.0531043j -2.33504e-16-0.000425869j 4.5642e-17-0.0170537j 8.59693e-16-0.0652475j -2.14633e-15+0.0138981j 9.34164e-16-0.0900517j 1.83945e-15-0.0141554j 1.01787e-17-0.0117118j -2.74559e-15+0.0814409j -6.44769e-16-0.0611293j -5.4282e-16-0.00117315j 4.78678e-17+0.0537146j 1.00176e-15-0.0411691j -4.77263e-16+0.0683443j -2.01245e-16+0.0132882j 2.54858e-16-0.00538582j -3.96545e-17-0.0210832j 1.78196e-16-0.0198176j -6.60676e-17+0.0297009j -2.4258e-16+0.011533j -1.44155e-16+0.0181268j 6.64353e-16-0.0488521j 1.67507e-16-0.0448366j 1.07268e-16-0.0770829j -8.85374e-16+0.101151j 1.09034e-15-0.123124j 1.4955e-16-0.00727305j 1.54527e-15-0.167063j 3.38527e-17-0.000746348j -9.52938e-17+0.0669045j 1.76976e-15-0.22325j -8.37504e-17+0.0487633j -2.23789e-16-0.0181845j -2.26763e-16+0.131528j -5.2273e-15+0.0147288j 7.24074e-14+0.154863j 
-1.00581e-14-0.0183525j -7.40789e-16-0.0546911j -3.92483e-17-0.0415261j -2.64984e-16+0.00651487j 2.05653e-17+0.016439j 7.39706e-17-0.0175769j 5.7439e-17+0.0489384j 2.08608e-17+0.000791655j 1.95454e-16-0.0532067j 3.99764e-16+0.00310658j -2.4319e-16-0.0300751j -5.40679e-17-0.028613j 2.55427e-16-0.0256367j 1.45083e-16+0.000273175j 3.62756e-17-0.0223627j -2.19361e-18+0.010567j 4.53173e-16-0.0660921j -2.25931e-17-0.0109594j -1.86124e-16-0.0244873j -1.49837e-16+0.00328125j -7.64404e-17-0.0161087j 1.56899e-16-0.0424863j -2.22501e-16+0.0161878j 2.71764e-17-0.0115328j -1.76668e-16-0.0621423j -2.2109e-16-0.00776095j -8.701e-17-0.0206695j -1.41045e-15+0.0161991j -6.24136e-16-0.0110149j -4.25865e-16-0.0350696j 4.55646e-16-0.0102266j 8.76812e-16-0.0173097j -3.40634e-16+0.0835327j 4.77062e-16+0.0364043j -5.20162e-16+0.0320135j -1.58783e-15-0.0210958j -4.33989e-16+0.00915108j 3.50916e-14-0.0207636j -4.4955e-14-0.0469011j -5.46136e-14+0.0276194j 1.29303e-16-0.0976741j 1.22597e-14-0.0855826j -1.83897e-16-0.0303279j -6.59455e-16-0.00781561j 4.13816e-16-0.0165465j -3.05867e-15+0.0363451j 1.0242e-15-0.0580452j 1.4706e-15-0.0430734j -4.55734e-16+0.0156682j 4.81609e-15-0.111794j 1.42088e-15-0.0781851j -4.98061e-16+0.0282155j -6.20119e-16-0.035189j 3.73872e-16-0.0386181j 2.13217e-16+0.058971j 3.91542e-16+0.0376779j 9.61563e-16-0.0713233j -1.78084e-16-0.000881741j -1.2298e-16+0.0555815j 1.42322e-16-0.020101j -2.42673e-16-0.0108325j 4.9351e-16+0.0780938j 1.87168e-16-0.0665734j 4.09074e-17+0.0409429j 2.42847e-16+0.130399j -3.87444e-16-0.00626636j 3.41178e-16-0.0133022j -7.88657e-16-0.089687j 8.81486e-17-0.0119586j 4.70089e-17-0.0117512j -3.16175e-16-0.0893091j 6.90212e-16+0.0122959j 1.90012e-16-0.170068j 1.66066e-16+0.0712991j -4.90203e-16-0.00673204j 1.11866e-15+0.108411j -1.97401e-14-0.0332916j 
-5.9073e-16-0.000944354j -2.09539e-17-0.00571081j 1.32125e-16+0.0358986j 3.69561e-18+0.0402336j 4.74377e-18+0.023235j 1.22239e-16+0.0646256j 4.38402e-17-0.0103539j -1.05198e-16-0.0410609j 9.58386e-17+0.0667527j 9.19921e-17+0.0322505j 1.90194e-16+0.0481911j 3.95711e-17+0.0273976j 6.32635e-17+0.0310198j 1.45267e-17+0.00581887j 2.93898e-17+0.0297448j 1.02949e-17+0.00465232j -5.53973e-17+0.00436368j -6.39896e-17+0.0244773j -2.77237e-17-0.0132723j -1.3474e-16-0.0152492j 4.98995e-16+0.0295561j -1.90677e-16-0.00756915j 9.40166e-17+0.0226233j 5.75747e-17-0.0250875j 2.18887e-17+0.030348j -1.82857e-16-0.00135805j -3.82485e-16+0.0290345j 2.54798e-15-0.028724j 4.67748e-16+0.03612j 4.49846e-16+0.0104734j -9.40627e-16+0.0034909j -1.08177e-15+0.0654288j -3.44518e-17-0.00451045j -1.07169e-15-0.0470093j 4.84331e-16-0.0659997j -4.81665e-15-0.0555869j 2.19901e-16-0.00383768j -2.27269e-14+0.0142612j 6.39198e-14+0.0334743j 6.81029e-14-0.00651193j 1.18106e-16+0.0478643j -1.03654e-14+0.0710759j 6.0319e-16+0.0648663j 1.63215e-16+0.0602743j 1.1132e-15+0.114419j -3.28056e-15+0.0684247j 1.97764e-15-0.0124845j 1.12897e-15-0.117753j 8.0678e-16-0.021394j -2.80552e-15+0.0352889j 4.81467e-16+0.160766j 3.63553e-16-0.0128566j -2.50268e-16+0.0097963j 2.58078e-16-0.0797842j -5.09555e-16-0.0015867j -3.4168e-16+0.0170952j -9.1855e-17+0.0135583j 9.57739e-17+0.0187353j -1.33415e-18-0.144049j -3.88124e-16-0.03379j 3.20706e-16+0.058504j -4.50781e-16-0.0282516j -1.7377e-17-0.0276349j 1.1986e-17+0.038551j -2.24329e-16+0.0193025j -4.91115e-16+0.0727427j -1.83228e-16+0.14748j 8.39504e-16+0.104987j 4.85859e-17+0.0128142j 2.52379e-17+0.0126978j -2.39955e-17-0.00538367j 8.42971e-17+0.0886068j 9.20868e-17+0.143632j 9.69232e-18-0.0675644j -3.60302e-16-0.0725301j -1.58859e-15-0.0979677j 2.1838e-14+0.0391437j 
7.23979e-15+0.0138497j 5.05512e-16+0.0269656j -1.17195e-16-0.0171914j -1.64171e-17-0.0556279j 4.90828e-17-0.0138858j -1.88172e-17-0.0043926j 6.95296e-17+0.0467868j -3.41228e-17-0.00957714j 2.93808e-18-0.0338777j 1.01605e-16+0.0362542j -4.65748e-16-0.0635351j -2.55769e-17+0.0426523j -1.09023e-17+0.0316758j 1.43093e-16-0.0271766j 1.76627e-16-0.0121298j -1.56875e-16+0.044009j 4.3219e-16-0.00977857j 1.25623e-16-0.0613501j -3.51125e-16-0.0374611j -1.51573e-16-0.0323295j 1.82072e-16+0.0084269j 2.74166e-16+0.0220062j -1.19909e-16-0.0291907j -2.00302e-16-0.00356762j -2.28705e-16-0.00444449j 2.16947e-17-0.0220289j -7.96455e-16-0.0999512j -1.54628e-15-0.0171021j -7.5394e-16+0.016458j -1.11075e-15-0.0428636j 1.02067e-16-0.0376692j 4.65263e-16-0.0133083j -4.56049e-16-0.0370861j -5.94993e-16-0.0261914j 2.13722e-16+0.00255808j -1.59412e-15-0.0182726j 4.98596e-17+0.0246465j 3.42842e-14-0.0229746j -1.21052e-13-0.0486023j -1.25309e-13-0.00238292j 2.04382e-16-0.0078163j -2.95858e-15+0.0168057j 2.31628e-15-0.112773j -2.1402e-15+0.11322j -1.87214e-15+0.0261837j 1.10173e-14-0.153767j -1.0191e-16+0.0532926j -1.1494e-15+0.0376468j -6.26401e-16-0.0925959j 4.9647e-16-0.0183758j -2.26983e-16-0.00639582j 8.48433e-16-0.0484886j 4.42389e-16-0.0044199j -7.91934e-17+0.0233175j -8.16787e-17-0.120904j -1.17092e-16+0.00886356j 4.27311e-16-0.0442558j 1.62232e-16+0.0608644j 8.05042e-17-0.103108j 2.85631e-17+0.0658554j -2.11477e-16+0.104682j 4.1238e-16+0.0585701j -2.80003e-16+0.0277648j -1.48025e-16-0.0270355j 5.80235e-17-0.0641728j 2.70949e-16-0.114721j 2.39467e-16+0.0404598j -6.18183e-16-0.0980108j -8.44589e-17-0.110423j 4.46881e-17+0.0542544j 5.98956e-17+0.0373851j 1.61681e-16+0.0779385j -7.70803e-17-0.034115j -3.70835e-17+0.0439955j -7.34088e-17-0.000509031j 1.9093e-15-0.0381088j -2.97476e-14-0.0646153j 
1.67529e-14+0.0380506j 1.09233e-15-0.0285682j 8.22214e-17+0.0119984j 2.35472e-17+0.0449609j 6.37116e-17+0.0129241j 1.0159e-17-0.00329177j 1.47661e-17+0.0513488j -7.81567e-17-0.0143359j 2.78452e-17-0.0279884j 4.83362e-17-0.00388346j 2.5021e-16+0.036436j 7.20648e-17+0.0115443j 1.33637e-18-0.0439174j -1.66577e-17+0.0448062j 7.56289e-17-0.0447532j -2.85318e-16+0.041276j 3.57808e-16-0.0371606j 1.49182e-16-0.0106334j -1.17308e-16+0.00657666j -3.97995e-17+0.019155j -6.73242e-17-0.00520638j -5.51528e-17+0.0149651j 4.33332e-17+0.0318128j -1.09151e-16+0.00783968j -1.195e-17-0.00598626j -2.97787e-16+0.0629861j 5.14012e-16-0.00496871j -1.53784e-15+0.0259014j 8.00359e-18-0.0430247j -2.60177e-16+0.0119315j 3.95706e-16+0.00434068j 1.0039e-15-0.0441049j -2.11541e-16-0.0100348j 3.11177e-16-0.00024926j 1.0808e-16-0.0215779j -2.29949e-15-0.0281039j -3.49215e-16-0.00845901j 5.02757e-15-0.00396488j 3.57735e-14-0.00211401j 3.10697e-14+0.0163094j 4.97838e-16-0.0293847j -6.46569e-15+0.0399482j 3.24448e-17+0.0127384j 7.48017e-17+0.0147416j 5.58507e-17+0.00646923j 9.81592e-16-0.0123674j 1.74054e-16+0.0210619j -4.02251e-16-0.00659107j -1.86662e-17+0.0120932j -9.06742e-16+0.0334283j -4.09809e-16-0.00764315j 1.07026e-15-0.0170256j 1.73814e-16-0.152544j -8.73343e-16+0.14159j 2.48986e-16+0.0205446j 2.4227e-16+0.018067j 6.71424e-16-0.049465j 9.21511e-17+0.0438037j -2.29813e-16+0.0924239j 9.30094e-17-0.00504079j -1.36641e-16-0.00717614j 2.7398e-16+0.041025j 1.16875e-17+0.0195855j -6.78451e-17-0.120392j -4.97108e-18+0.0273303j -2.24293e-16+0.0556369j 7.89718e-17+0.00690132j -1.56227e-16-0.00473357j -6.36283e-17-0.0411038j 4.83951e-17-0.158894j 3.69568e-17+0.0438467j 1.8075e-17-0.00178161j -4.71106e-17-0.00745074j 1.03078e-16-0.00915294j -1.218e-16-0.0237412j 1.08063e-15+0.0140825j -1.62888e-14-0.0330996j 
-2.32143e-14-0.0457683j -1.53876e-15-0.0659698j -7.78482e-18-0.0101505j 2.65246e-17+0.0192408j -3.13344e-18+0.033641j 5.45716e-17+0.0229763j 1.23302e-17+0.0276471j -2.19983e-17-0.0182739j -1.96666e-17-0.000444348j 1.19574e-16+0.0669239j 1.25553e-16+0.0153978j 5.04234e-17+0.00474393j 3.32009e-17+0.0120999j -4.97447e-17+0.0450308j -1.06478e-16-0.0175276j 3.82191e-16-0.0328135j 4.62869e-16-0.0373475j 2.5494e-16-0.0178522j -1.42066e-16-0.0245211j -4.27942e-18-0.03805j 3.33594e-16+0.0215848j -9.24177e-17-0.0220103j 2.48982e-16+0.0247285j 2.47182e-16+0.0127221j 1.86795e-16-0.0356676j 2.31645e-17+0.0257206j -1.86433e-17+0.0551844j 9.017e-16+0.00562498j 8.90786e-17-0.021664j 2.18006e-16+0.0118405j -5.31882e-16+0.0225151j -1.15214e-15+0.0464303j 4.34226e-16+0.00897251j -6.28919e-16-0.0214724j -1.07045e-16-0.00327191j -3.84118e-15-0.0494323j -3.36924e-16+0.0458794j 4.97517e-14-0.0655262j 5.63186e-14+0.00775406j 2.61539e-14+0.00595031j 2.51419e-16-0.00955291j -8.91107e-16+0.00764729j -1.03405e-16+0.022529j -1.2398e-16+0.0146179j -1.47812e-17-0.00304802j 6.98511e-16-0.0111958j 5.11663e-16+0.0137696j 2.15675e-17-0.0394497j 3.12953e-16-0.0288515j -2.3588e-15+0.0498523j -5.47901e-16+0.0612586j -1.92953e-15+0.117714j -5.46626e-16+0.0302963j -2.59417e-16+0.0494879j -2.53023e-16-0.00287045j 2.75569e-16+0.120964j -1.78167e-16+0.0268648j -6.43736e-17-0.168746j 8.87228e-17+0.0617144j -1.00417e-16-0.0641416j 1.90091e-16+0.0143742j -8.32719e-16-0.107621j 1.79025e-16-0.075714j -2.41355e-17-0.0454835j -1.12272e-16-0.0589683j 6.34056e-17+0.0436047j -4.00198e-17+0.0154446j -6.96146e-16-0.0863174j -6.38282e-17+0.0787132j -2.50936e-17-0.11241j -4.30881e-16-0.130821j 5.32475e-17+0.065913j 9.0361e-17-0.0964532j 2.3375e-17+0.0652633j -2.6898e-16-0.0225156j -3.91534e-16+0.0493717j 5.98435e-15+0.0157811j 
