-8.90273e-16-0.036845j -9.94694e-16-0.156099j 1.18586e-16+0.0453j -2.20431e-17-0.0110402j 4.2895e-16-0.0457556j -4.14378e-16-0.106369j 2.51936e-16+0.0496855j -4.51447e-17-0.0261087j -5.62631e-17-0.0625538j 6.34119e-16-0.124757j 1.54079e-16-0.0355024j 6.13597e-17-0.0403038j -1.4003e-17+0.0430747j 2.9403e-16+0.0659326j -1.8949e-16-0.0228201j 1.10352e-16+0.0105723j 1.19711e-16+0.043395j -1.8213e-16-0.0263076j 1.7078e-16+0.0210627j 2.17995e-16+0.0307695j 1.08523e-16+0.0155535j 3.41584e-17-0.0120659j 8.6628e-16-0.0256093j -4.69599e-17+0.0253371j 4.15388e-16+0.0333509j 2.93591e-16+0.031644j 5.97975e-16+0.00283541j 1.0064e-15+0.0247203j -1.12129e-15+0.00511157j 7.40705e-16+0.0238695j -1.10653e-15-0.00426383j -2.08507e-16+0.0065662j -8.21751e-17-0.00963479j 5.60169e-17+0.0103582j -2.46431e-16-0.0083026j -4.58649e-17+0.0146144j -6.59955e-17-0.00176609j -5.62504e-16+0.0201089j -1.41267e-17-0.0127119j -1.69366e-15-0.020004j -1.04279e-15+0.0169845j 1.46242e-14-0.00954108j 6.08097e-16+0.0142591j -2.50227e-16-0.00823777j 1.59272e-16-0.000353999j -6.01602e-17-0.0193532j -3.12976e-16-0.0194787j -2.22085e-16-0.0197536j 3.79009e-17+0.00791882j 1.11481e-16+0.0181109j -9.16926e-18-0.00224877j 1.91843e-16+0.0299968j 7.13511e-16+0.00472085j 3.00004e-18-0.00336742j 3.78115e-18-0.019525j 1.43937e-16+0.0155476j 3.21593e-16+0.0127878j 1.56068e-16+0.034909j -1.26407e-16-0.00821517j -1.675e-16-0.0068393j 3.47684e-16+0.0329746j 3.07039e-17-0.00189579j -1.46016e-16-0.0611019j -1.90475e-17-0.0144508j -8.54313e-17-0.0312076j -1.7948e-16-0.0521116j -9.07277e-19+0.00475378j -2.74785e-16-0.0400934j 2.29265e-16+0.0699318j -2.4993e-17-0.00652578j 2.82314e-16+0.0609618j -3.79198e-16-0.0641658j 
5.11026e-17+0.0211612j -5.01528e-17-0.0376751j 3.60006e-17-0.0479992j 8.22711e-17+0.02203j -1.17547e-15+0.0835248j -7.84246e-17+0.0264434j 8.96524e-18+0.0773329j -7.39544e-17-0.14497j -4.80313e-17+0.00306534j 3.81918e-17+0.000377073j 8.05296e-17-0.035283j 6.34531e-17-0.0135008j -5.83832e-16+0.0209524j 4.84378e-17-0.105167j -7.10923e-17-0.0251377j -3.57692e-17+0.0927178j -4.49078e-17+0.0680187j -2.5232e-16-0.0198924j 1.48925e-16+0.0348998j 1.24611e-16-0.00283407j -1.3487e-16-0.0839919j 4.10364e-16+0.00854669j 3.44019e-17+0.000155414j -3.87033e-16+0.0294668j 2.34263e-16+0.0105074j -7.65286e-16-0.052021j -2.1931e-15-0.0494417j -7.44054e-16-0.0010102j 2.15379e-15+0.0166876j -8.69694e-16-0.0509276j 2.1896e-14+0.0650131j 9.09813e-16+0.00841979j -1.14211e-16-0.0182876j 3.13204e-16-0.00487611j 9.51508e-16+0.0182056j 2.91047e-16-0.0166909j -3.38292e-16+0.00624839j -4.25955e-16+0.0387996j 1.2897e-15+0.0476512j -1.49684e-14-0.0699306j -1.22523e-14+0.0158154j -2.15096e-14+0.0144576j 4.17844e-16+0.00316626j -3.72677e-17-0.00632357j -2.21669e-17-0.0392732j -2.42404e-16-0.01075j 2.49971e-16+0.0203697j 1.3481e-16-0.00596488j 3.44525e-17+0.00945166j -1.55654e-16+0.000740888j 9.47603e-17+0.00562776j -8.38027e-17-0.00365907j -2.00571e-15-0.0207741j 8.14694e-17+0.0421453j -3.88228e-17-0.00805337j -1.73652e-16-0.00965461j -6.34323e-16-0.0407087j -6.31951e-17+0.0672212j -6.86751e-17-0.0105764j -8.88458e-17+0.00826962j -4.10218e-16-0.0465695j -7.58117e-17-0.000583393j 6.77739e-17+0.00579098j 1.23262e-16-0.0241005j -8.7923e-17-0.0376209j -1.88263e-17+0.0204168j 1.03757e-16+0.0194089j 6.81402e-17+0.0119492j 6.36752e-17+0.0409105j -9.84314e-17+0.0141748j -9.04684e-17-0.01772j -2.19898e-17-0.0315748j 
1.09726e-15+0.085129j 4.02422e-16+0.122732j 8.78189e-17-0.0976593j -8.62436e-17-0.0248603j -6.10974e-16+0.00887505j 1.44083e-16+0.17527j 2.0836e-17-0.0184237j 3.30007e-17-0.0357594j -9.15751e-17+0.120016j 3.85587e-16-0.0808199j -1.55507e-16+0.0389468j 6.68176e-17+0.075414j 5.83429e-16-0.0282789j -9.25151e-17-0.116488j 2.87697e-17+0.0380062j -2.70323e-16+0.00535336j -5.70536e-17-0.0373086j 5.09435e-17+0.0361045j 4.08862e-16+0.0370946j -1.71348e-17+0.056249j 1.36834e-16-0.124407j 6.37961e-16-0.0329246j -8.83431e-16+0.0216336j 2.52893e-16-0.00571918j -3.12075e-16+0.00639295j 1.82823e-17+0.00624978j 5.4437e-17+0.00989354j 2.27929e-16-0.0233838j 4.44233e-16-0.0242548j -1.11944e-15-0.0350929j -1.41365e-14-0.0387793j 3.63235e-16-0.0534968j 3.53122e-16-0.0132593j 4.20481e-16-0.031455j -1.43713e-15-0.014905j 2.17825e-16-0.0722833j 3.85468e-16-0.0134842j -7.42792e-16+0.0543734j 7.59825e-16+0.0517753j -7.19561e-15+0.0174168j -7.44009e-15-0.0541103j 1.1015e-13-0.0731005j 2.2826e-15+0.0642527j -7.17975e-16-0.0186457j 1.93346e-18+0.0360773j 6.79082e-16+0.0465582j -1.81192e-16-0.00743794j -5.865e-16+0.0266325j -3.72053e-16-0.053796j -1.522e-16+0.026037j -1.80033e-16-0.0582842j -1.76845e-16-0.0431861j 4.37987e-15+0.046395j -8.23419e-17-0.00710829j 1.29506e-16+0.00546439j 1.33311e-16+0.0133795j 4.32166e-16+0.0175575j -9.42113e-17-0.0118889j -2.3255e-16-0.0159872j 5.13819e-17-0.0111729j -3.68258e-16-0.0430826j -1.19811e-16+0.0416256j 3.06594e-17-0.0170083j -1.09207e-16-0.0643392j 4.82984e-17+0.0387081j -6.0662e-18+0.0742108j -1.13224e-16-0.0657611j 1.71115e-17+0.0260362j 2.07232e-16-0.0267939j 9.48092e-18+0.0211001j -1.23245e-16-0.040273j 1.10639e-17+0.033159j 
2.68177e-16+0.0945373j 5.03966e-16-0.0820173j -5.46038e-17-0.0402939j 2.03141e-16-0.103992j 2.67404e-15-0.1859j 3.52485e-16+0.0348217j -1.36711e-16+0.0858059j -5.05487e-17-0.0452291j 4.08138e-16-0.0400034j 1.0563e-15-0.131145j 6.30354e-16-0.0488572j 7.22359e-16-0.0108613j -1.66528e-15+0.187457j 3.90636e-16-0.0607657j -2.1474e-16-0.0119404j 1.10786e-17-0.0213358j -1.43248e-16-0.0435363j -4.50123e-17-0.043965j 2.91081e-16+0.00481021j 1.50329e-16+0.046495j 1.05169e-16+0.0127157j 3.94566e-16-0.0364035j 9.94412e-16-0.0242639j -1.53423e-16-0.0253885j -1.38655e-16+0.00270311j -5.02615e-16-0.0947986j -1.23887e-15-0.00507502j 1.95952e-15+0.0343892j -7.46102e-16-0.0138151j -7.28616e-16-0.0629809j 1.29109e-14+0.0394479j 1.09576e-15-0.0181058j -4.27327e-16+0.0242215j 3.45402e-16-0.0338571j 5.34581e-16+0.021624j 5.79926e-16-0.0841131j 4.22797e-16-0.0463442j -6.47312e-16+0.0336421j 1.14607e-15+0.0677087j 2.04313e-15-0.0212403j 1.83334e-15+0.033049j 8.0463e-15-0.00538733j -3.66099e-16-0.0354503j -2.42778e-17-0.0501034j 6.62684e-17+0.00922796j -1.57414e-16-0.0166127j -4.21818e-16-0.00410734j 1.43679e-17-0.0633395j -2.20803e-16+0.0464655j -3.84367e-17-0.0298153j -7.22235e-17+0.00117757j -2.92154e-16+0.0144096j -4.72191e-15-0.0512269j -3.42741e-18+0.0146038j 3.14257e-17+0.0265199j 2.79037e-16+0.046081j -2.19076e-16-0.00970176j -1.04039e-16-0.0356256j 5.09987e-16-0.0106123j 3.80171e-16+0.0683219j -3.30794e-16-0.0592272j -7.55838e-17+0.0353625j 7.15168e-18-0.0133794j -9.09257e-17-0.0359682j 5.13952e-17+0.0256525j 2.57078e-16-0.0235857j -1.33661e-16-0.0230707j 3.69183e-17+0.0364189j -8.20656e-17+0.0815026j -1.15461e-16+0.0287586j -3.90656e-17-0.0157451j 8.43857e-17-0.0341003j 
3.53468e-16+0.00886967j 2.8694e-16+0.0576888j 9.04096e-18-0.00254692j 1.48786e-16-0.0225709j -1.22741e-16-0.00973966j 5.83315e-16+0.103013j 2.96185e-17+0.0233748j -1.08101e-16-0.0780513j 6.30699e-17-0.0117848j 1.95956e-17+0.00952578j -4.36174e-16+0.152107j 3.94949e-16-0.00981841j -4.17628e-16+0.0794144j 2.12129e-16-0.0289165j -7.7361e-16-0.0517104j -2.7643e-17+0.0255493j -1.5185e-16-0.0207151j -5.0305e-17-0.0336389j 1.14298e-17-0.0348069j -1.25857e-16-0.0165659j 1.9166e-17-0.0376575j -6.94871e-17+0.0128661j -1.30658e-15+0.035044j 1.06796e-17+0.0104059j -4.50033e-16-0.0337982j -1.18999e-15-0.0153059j -2.91487e-15-0.0608685j 3.24691e-15-0.0112119j -7.29838e-15-0.102769j 3.76857e-15+0.0333819j -1.07208e-14-0.0351762j -1.05266e-15+0.0298912j -1.52447e-16-0.00221804j -3.51893e-16-0.0406781j -5.06484e-15-0.0803724j -4.12001e-16+0.000657763j 1.1226e-16-0.0120556j 2.45495e-16-0.012879j 2.54021e-16+0.035455j 3.20679e-14+0.0925298j 2.71428e-14+0.0330125j 3.85425e-14-0.0254724j 1.46228e-15+0.0410191j -9.7914e-16-0.058568j 1.19402e-16+0.0334136j -7.42732e-17-0.00829696j 2.15867e-16+0.0176395j 5.1994e-17-0.0082718j -1.13679e-17+0.0281668j -2.35486e-16-0.0662121j -5.22692e-16-0.0829179j -2.83571e-16-0.0245804j 2.4126e-15+0.0258793j -4.68724e-17-0.0415917j 2.82723e-16+0.0282904j 8.85111e-16+0.098364j -3.47358e-16-0.0197478j -4.23475e-16-0.0621007j 8.62458e-16+0.104647j 1.2553e-15+0.0445121j -7.74591e-17-0.0215297j -4.10241e-17+0.112173j -3.49434e-17-0.0773074j -2.36726e-16-0.0594978j 2.11815e-16+0.0328542j 2.63863e-16+0.0104883j -3.04574e-16-0.0510868j -2.24155e-16+0.0122925j 2.17728e-16+0.0885171j -4.32999e-17-0.011432j -1.12776e-16+0.0129207j 4.37311e-17+0.0327282j 
-3.53017e-16-0.00871885j -4.84934e-16-0.0598471j -8.56485e-17-0.0272191j -2.3932e-16-0.0903797j -3.5704e-16+0.044004j -9.43054e-16-0.163789j 2.93937e-16+0.041261j 3.47526e-16-0.00960976j 1.12661e-16-0.0433629j 4.92307e-16-0.0950005j -9.51251e-17+0.0377702j 5.46119e-16+0.0123177j -2.45822e-16+0.0192165j 2.36768e-16-0.0273347j 5.13149e-16+0.0883039j 3.45749e-16+0.0948724j 6.76223e-17+0.049537j 2.47218e-16-0.0133842j 4.03212e-16+0.0661024j -2.53151e-17-0.0103024j -7.37566e-17-0.00519804j -2.61322e-16-0.00939766j -1.09475e-15+0.0130879j 6.98254e-16+0.0148961j 1.22977e-16+0.102694j 1.24073e-15-0.021737j 1.76062e-15+0.0596386j -7.25086e-16-0.0627056j 1.4771e-16-0.0224481j 1.12401e-15+0.0196856j 8.99376e-17-0.000196281j 7.37671e-17-0.0480756j 3.19347e-16+0.0194088j -2.97326e-17+0.00148998j 9.76541e-16+0.00954976j 2.11403e-16+0.0356125j 1.36305e-16+0.016802j -2.42549e-16+0.0114534j 1.90737e-16+0.00902287j -2.86683e-15-0.013731j -2.03632e-15+0.00421469j -5.76055e-14+0.0384464j 1.8786e-15+0.0512389j -7.51963e-16-0.0313522j -5.53803e-16-0.0733457j 2.05632e-16+0.0170268j 2.19557e-16+0.0105606j 2.99038e-16+0.0281013j 5.52908e-16+0.0604122j 2.40241e-16-0.00396548j 2.13911e-16-0.00736873j 3.63437e-16+0.067396j -1.84327e-15-0.0216664j 2.92359e-16+0.0286593j -2.38604e-16-0.0985474j -1.05546e-16-0.00373318j -5.95812e-16-0.0371366j 3.35311e-16+0.0494513j -6.96896e-16-0.0372606j -9.82443e-16-0.0572426j 6.43312e-16+0.0464481j -1.19668e-16+0.0460583j 2.0348e-17-0.0194571j 3.57019e-16+0.0671155j -1.87192e-16-0.0478531j -4.66252e-16-0.108529j 4.99058e-16+0.126823j 9.304e-16+0.127062j -2.72729e-16-0.031623j 3.08277e-17-0.00454243j 1.78663e-16+0.0339876j -5.23503e-17+0.0152701j 
1.70178e-16-0.0769055j -5.15783e-16+0.0794134j 2.08942e-17-0.000396118j 1.35717e-16-0.0233874j -3.42895e-15+0.194461j -1.19368e-16+0.0115843j 4.45745e-16-0.120832j -3.19979e-16+0.0729607j 2.49559e-16-0.0537224j -3.57631e-16+0.0575646j -1.04298e-17-0.0214679j 5.45821e-16-0.0797681j -5.29547e-16+0.0372943j 2.42028e-16+0.0211001j -3.27567e-16+0.0634007j 2.4657e-16-0.0249418j 3.04714e-16-0.0403538j 4.69682e-16-0.0121326j 3.59763e-16-0.0377572j -2.10581e-16+0.0249901j -9.56561e-17-0.00338568j -5.81807e-16+0.0351883j -2.79589e-15+0.0651678j 1.10726e-15-0.0331865j -5.76806e-16-0.0257083j 1.11882e-15-0.0351179j 8.90756e-16+0.0584323j -4.44955e-15-0.112335j 6.08479e-15+0.0314936j -1.58686e-15-0.000315384j 1.02406e-14+0.0298268j 1.222e-15-0.0108736j 3.19332e-16+0.0260506j 4.4626e-16-0.0215639j 2.61126e-15+0.0658553j 1.06055e-15-0.0872654j 2.14362e-16+0.00949617j 8.0081e-16-0.0204495j 4.36172e-18+0.0387909j 1.32593e-14+0.0397902j 1.09616e-14+0.0120782j 3.52962e-14-0.0232736j -8.77988e-16+0.000261673j -2.07719e-17+0.0371747j -1.79952e-16-0.0206195j -2.12418e-16-0.00240496j 5.32299e-16+0.0385016j 1.52679e-16+0.0482874j 5.83227e-17+0.0179028j -1.7821e-17+0.0269382j 1.71157e-16-0.0303794j 1.23873e-17+0.0625893j 2.44745e-15+0.0248426j 1.62742e-17+0.00166345j 7.01213e-17-0.0214262j 1.49166e-17+0.0530713j -1.4666e-16-0.0104915j -1.91307e-16+0.0316658j 1.07957e-16+0.0536896j 6.52889e-16+0.047327j 1.75591e-17+0.0242681j -5.73265e-17-0.000585743j 7.91964e-17+0.00640663j 3.72533e-16-0.0610351j -2.19707e-16+0.0487584j 3.46162e-17+0.0136552j 2.82211e-16-0.04816j -4.19667e-19-0.0586926j 5.12823e-16-0.123659j -2.3128e-16+0.0552819j -2.70849e-16+0.0488046j 2.43232e-17-0.027826j 
-1.11063e-15+0.0720299j 4.25135e-16+0.000371334j 1.65411e-15-0.0787733j 7.42857e-16-0.0375396j 7.15263e-16-0.0173634j -4.28283e-16+0.0100293j -4.86689e-16+0.0256754j -2.34123e-15+0.12893j -2.0409e-15+0.0954j 1.33326e-15-0.0508483j -8.69918e-16+0.0632088j -2.96573e-15+0.159975j -1.97541e-15+0.107614j -2.37837e-15+0.119843j -2.49501e-15+0.128758j 6.7743e-16-0.0374196j 2.85062e-16-0.0401104j -4.61289e-16+0.0354853j -2.45845e-15+0.152074j -4.81875e-16+0.0260136j -1.04941e-15+0.0222573j -3.69926e-16+0.0309505j -3.42411e-16-0.0258064j 2.70621e-15-0.0835314j -2.63182e-15+0.133059j 7.08781e-16+0.069946j 2.11072e-15+0.148221j 1.69163e-15+0.065858j -6.15732e-15+0.0189964j 7.79869e-16+0.15163j 6.72003e-15+0.0178026j 3.81366e-15-0.0948932j -2.02239e-15+0.11919j 1.97972e-15-0.076125j 1.24968e-16+0.0303615j 9.91479e-16-0.0242169j 1.39965e-15-0.0297335j -8.41695e-16+0.016313j -6.34186e-17-0.0174314j 1.20183e-15+0.0518447j 1.63859e-15-0.054331j 1.12437e-14-0.00760308j 5.28469e-16-0.0443161j 2.43656e-15-0.132968j 8.94902e-17-0.044172j -4.95539e-16+0.006987j -6.4438e-16+0.0791473j 8.54602e-16-0.0562711j -1.17782e-15+0.049544j -1.7168e-15+0.0770284j 2.38345e-15-0.139886j 9.25234e-17-0.0180249j -3.74986e-15-0.050501j 6.55347e-16-0.0354266j 8.19575e-16-0.0406238j -1.77876e-15+0.144366j 7.78159e-17+0.00323846j 6.88401e-16-0.0414351j -1.16322e-16+0.0238414j 4.12712e-17+0.013121j 2.78393e-17-0.00302975j 7.60704e-16-0.0464948j 7.65394e-16-0.0358007j 1.38262e-15-0.0615341j -2.37271e-16+0.00547013j 4.38038e-16-0.0272092j 1.7296e-15-0.0814626j 4.81357e-16-0.0250338j 7.05581e-16-0.0476152j -1.54278e-15+0.0712391j -2.34083e-16+0.0162897j 1.52766e-15-0.0757051j 
1.82889e-17-0.0364588j -3.43692e-16+0.0307534j 5.36075e-17+0.0393835j 2.14632e-16+0.0493121j -1.12698e-15+0.112789j -2.32555e-16-0.0954827j -8.98445e-16-0.0887897j -4.67926e-16+0.0170792j -5.59161e-16-0.0546043j -9.79805e-16+0.0568584j -2.77932e-16+0.0419042j -3.8134e-16+0.0677559j 3.79224e-16+0.0710885j 9.73937e-16+0.0617697j -9.42715e-17+0.00888944j 1.8968e-16+0.0549828j -5.4103e-16+0.0165732j 2.05444e-16-0.0141586j 1.53807e-15+0.108551j 1.3247e-16-0.0250509j -9.33454e-16-0.0465219j -7.67971e-17+0.0831698j -1.69577e-15+0.0192182j -2.4263e-17+0.0297624j 8.69243e-17+0.0379407j 2.5012e-16+0.0148214j 2.35445e-15+0.0385939j 6.22287e-17+0.0157525j -1.87318e-15-0.00472957j 1.96295e-15+0.0466213j 1.61349e-15+0.0038116j 7.98181e-17+0.0165755j 5.1336e-16+0.00753166j 2.84579e-16-0.00869118j 2.86471e-15+0.0421309j -1.17792e-16+0.130777j -9.06962e-16-0.0164675j -2.05476e-16+0.0184582j 5.82024e-16-0.03296j 6.74561e-15+0.0235338j 5.36497e-15+0.00280998j 2.22353e-14-0.0144335j -1.08399e-16+0.0022604j 2.32128e-16+0.0423961j -2.70355e-16-0.0661282j 9.02021e-16+0.0923123j -9.04469e-17+0.00730021j -5.49706e-16+0.00926298j -5.0914e-16-0.0617123j -3.9706e-18+0.00907046j -7.12472e-16-0.00955748j 2.13518e-16-0.0638246j 8.05638e-15+0.0903632j -4.79961e-16+0.0425575j -4.78801e-16+0.0270329j 1.17504e-16-0.0104155j -6.93893e-16-0.0516072j 5.91249e-16+0.0079201j 3.03603e-16-0.0197119j 4.32603e-16+0.0487913j 4.69622e-17+0.022349j 5.2372e-16+0.0592063j -4.56471e-16-0.0328008j -1.13938e-17-0.103536j 5.32882e-18-0.0361044j 2.38353e-16+0.0673493j 1.86848e-16+0.00533507j -3.45482e-16-0.0267117j 5.07952e-16-0.0071378j 3.51281e-17+0.0179462j -1.64728e-16-0.0425225j -2.59467e-16-0.0091471j 
2.2887e-15-0.0157794j -7.73618e-15+0.0633666j 3.68136e-15-0.032429j 1.51929e-15-0.01432j 2.36367e-15-0.0208179j -6.62751e-15+0.0567717j -1.8706e-14+0.159864j -1.52092e-14+0.124888j -1.34241e-14+0.112458j -1.17976e-14+0.0898968j -2.63538e-15+0.0181192j -1.17453e-14+0.0939407j 1.13821e-14-0.0929685j 1.44041e-14-0.124387j -3.71329e-15+0.0290451j -1.56022e-15+0.0116188j -8.09812e-15+0.0655312j 1.16696e-14-0.0974248j 1.94968e-14-0.167021j -5.53482e-15+0.0472301j -3.04286e-15+0.0309286j -4.7582e-15+0.0311917j -1.01437e-14+0.0603733j 1.04489e-15-0.0133094j -4.74561e-15+0.0516813j -1.38842e-14+0.0986809j 1.18505e-14-0.12189j -1.13296e-14+0.146001j -1.46988e-15-0.0390701j 7.96431e-15-0.057629j 1.09508e-14+0.0558793j 9.49271e-15-0.0606638j 2.25989e-15-0.0275019j -2.88052e-15+0.0322046j -7.02151e-15+0.122634j -1.95033e-15+0.0190796j -2.79386e-15+0.0160992j 4.7122e-15-0.0344015j 7.00709e-15-0.0666941j -5.94845e-15-0.00516316j -3.5858e-15-0.0237344j 1.11164e-13-0.0678547j 4.46142e-15-0.059061j -5.98565e-15+0.0560326j -3.05449e-15+0.0292699j -2.34298e-16-0.00469079j -1.30128e-15+0.0155165j -7.52909e-15+0.0655185j -8.89763e-16+0.0139016j -2.55928e-15+0.0193963j -7.285e-15+0.0622609j 1.18732e-15-0.00306218j -3.13526e-15+0.0991091j -1.1265e-14+0.0920892j -3.36018e-15+0.025741j 3.81531e-15-0.0336806j 6.92255e-15-0.0684581j 1.37911e-14-0.116848j 1.40049e-15-0.00952835j -3.75273e-15+0.031893j -4.14211e-15+0.0350066j 5.07245e-15-0.0415622j -1.2437e-14+0.102166j 3.52536e-15-0.0251318j 2.18289e-15-0.0171277j 6.89287e-15-0.0602525j 7.88468e-15-0.0650624j -5.29658e-15+0.0482467j 1.16532e-14-0.0952696j -4.09361e-16+0.00300624j -3.09757e-15+0.0267295j -4.84643e-15+0.0410575j 
1.86224e-16+0.00587339j 6.6784e-17+0.0574187j -4.83083e-17+0.0182322j -2.45766e-16+0.0154039j 3.25628e-16-0.0363642j 3.80713e-17-0.0896107j 1.52734e-16+0.00258964j 1.24929e-16+0.0119588j -4.6831e-16-0.122155j -1.3971e-15+0.115765j -8.27985e-16+0.179025j 1.05882e-16+0.120031j -3.99758e-17+0.0978307j 3.36896e-16-0.04445j -1.35641e-16-0.0239403j -2.27897e-16-0.144175j -5.58555e-16-0.122356j -4.80658e-16+0.0721864j 9.21521e-17+0.100683j 1.10664e-16-0.163431j -1.07377e-15+0.0466812j 8.78491e-16+0.0961344j 4.00904e-15-0.124524j -1.74104e-15-0.00468447j 1.1889e-16-0.114805j -2.64773e-15-0.133599j -4.81483e-15-0.103031j 4.16923e-15+0.0437515j -1.14946e-14-0.0835921j 6.8106e-15+0.0968584j 2.12444e-14+0.0601423j 4.58539e-16-0.00325101j 5.22723e-16+0.0179044j -3.98012e-16-0.0545614j -5.56866e-15-0.111221j -1.68664e-15+0.203566j -3.46355e-16+0.0144609j -1.55094e-15+0.0760436j 9.10643e-16-0.0524921j 8.83665e-15+0.0167924j 8.18528e-15+0.0226066j -1.29159e-13+0.085708j 1.08738e-15+0.019216j -6.10381e-16-0.0673856j -1.56106e-16-0.0704964j 8.17077e-16+0.0735266j 6.43174e-16+0.0527151j -5.35995e-16-0.113693j -2.62624e-16-0.0173389j 1.08585e-17-0.0682824j -2.09237e-16+0.017495j 2.1846e-16-0.0330899j -2.03016e-15-0.0162283j -1.98118e-16-0.0729366j -1.30096e-16+0.00818703j 8.33925e-16+0.0790114j 5.56088e-16+0.0169071j 5.51127e-17-0.0820927j -3.88997e-16+0.00820884j -4.79139e-16-0.0865941j -7.52304e-16-0.054519j -4.92229e-17-0.0445091j -5.15326e-17+0.0135604j 9.93591e-17+0.0270629j 1.70607e-16+0.00416146j -1.77978e-16-0.0159094j -1.52771e-16+0.0434553j -3.13042e-16-0.049582j -1.09998e-16-0.0560989j 5.2568e-17-0.0348824j 1.15063e-16-0.0614195j 8.11842e-17+0.0318088j 
3.65521e-16+0.084171j 1.8876e-16+0.0462484j 4.78992e-16-0.101567j -2.2478e-16+0.0960635j -1.58466e-15+0.104441j -5.15901e-16+0.12921j -1.7863e-16+0.0964098j 2.77658e-16-0.0777179j -1.14835e-15+0.253202j -2.50286e-15+0.195861j -4.19069e-16+0.0418405j -5.1958e-16+0.0829914j 1.68656e-15-0.168594j -6.19892e-16+0.0289345j -1.5156e-16-0.146476j -9.94379e-18+0.333255j -3.50695e-16+0.175627j -4.2029e-16+0.0506115j -8.01768e-16+0.0335636j 2.63893e-16-0.0504598j -2.89411e-16-0.0742055j -1.50931e-15+0.0439063j -4.15571e-15+0.0952499j 4.06211e-16+0.171241j 3.90674e-16+0.136752j 1.50094e-15+0.0962947j 3.90104e-15+0.0832763j 3.14429e-15+0.0371758j -3.68896e-15-0.0237681j 2.07731e-15+0.0592993j -2.2755e-14-0.0729176j -4.10111e-15+0.0962077j -3.65583e-16-0.00115304j -1.08303e-15+0.0309467j -1.97133e-15-0.0486472j -7.96997e-16+0.0630491j -1.25376e-16+0.0555015j 9.65664e-17-0.0164593j -7.64237e-16-0.0475828j -6.25808e-15+0.0128197j -4.65017e-15-0.0425089j -1.86443e-13+0.122715j -3.32449e-15-0.120318j 1.34921e-15+0.000108279j 9.48995e-17+0.0473943j -1.9586e-16+0.0348746j 1.21545e-15+0.0470262j 3.9979e-16+0.0613895j 1.99745e-16+0.0187271j 4.63059e-17-0.0530571j 2.397e-16+0.0445009j -4.77852e-16-0.013925j -5.33852e-15-0.0589168j 7.9195e-17+0.0412957j -6.07286e-17-0.000542135j 8.54115e-17-0.0305846j -2.09439e-16-0.0168934j -3.79102e-17+0.0226858j 6.13871e-18-0.03141j -3.43231e-17-0.0154806j -3.04677e-16-0.0509133j 2.37131e-17+3.50297e-05j -4.18104e-16+0.039772j -4.28214e-16+0.0455454j 1.01343e-17-0.0193654j 2.71274e-16+0.00419628j -3.0523e-17+0.0275007j -1.15158e-16+0.0711969j 3.35176e-17+0.0247992j -7.10516e-17+0.015441j 6.34323e-17-0.061839j -5.13104e-19+0.00154758j 
-4.75858e-15+0.0868052j -8.50099e-16+0.033505j 6.15444e-15-0.102409j -9.20437e-16+0.0195467j -1.6853e-16+0.00698992j -9.13194e-15+0.152064j 1.17156e-17-0.00494851j 1.59579e-15-0.00688646j -1.11385e-14+0.160727j -3.60294e-15+0.0595163j 2.65238e-15-0.0522407j 7.39492e-15-0.131793j 5.3123e-15-0.0820074j 3.36323e-15-0.0676977j -1.94976e-15+0.0585011j 6.22963e-15-0.150552j -2.85192e-15+0.0259556j -5.11746e-15+0.0565412j 2.22179e-15-0.0392922j 3.24362e-15-0.0598915j -3.51265e-15+0.0803172j -3.1552e-15+0.0264202j -5.89081e-15+0.0508264j 1.39944e-15-0.0462387j 9.70515e-15-0.183611j 1.2812e-15-0.0163078j -1.92784e-15+0.080276j 6.30893e-16-0.167921j 6.31299e-15+0.0402489j -2.46827e-15-0.0260681j 8.72341e-15+0.0216465j -7.61501e-15+0.0865652j 3.86909e-16-0.00392716j -3.07479e-15+0.0362456j 5.9508e-17+0.0206605j 2.97045e-15-0.0494262j -1.19797e-15-0.0123425j 1.8234e-15-0.024135j 1.21014e-15-0.0142606j 1.03099e-14+0.00331168j 6.02977e-15+0.0398496j -3.0149e-14+0.0189281j -1.06401e-15+0.0133728j -4.10025e-15+0.0674635j 9.74162e-16-0.0118635j -4.57606e-16-0.00597145j 5.42974e-15-0.108002j -5.83623e-16+0.0163115j -4.31227e-15+0.0926771j -2.46011e-15+0.0184254j -4.8994e-16+0.00566132j -3.19419e-15+0.0569253j -1.82385e-15-0.0300546j 6.68164e-16-0.00443339j 1.76058e-16-0.00642249j 1.99817e-15-0.0232362j -1.66087e-15+0.0255625j -1.2097e-15+0.0119753j -1.13428e-15+0.00594456j 4.2451e-15-0.0799405j -8.06922e-16+0.00794347j 3.84916e-15-0.0449424j -3.51244e-15+0.0496241j -5.91907e-17+0.00996141j 5.69128e-17-0.00246886j 3.97927e-15-0.0708676j 2.17247e-15-0.035784j -1.79702e-15+0.0414524j 1.39079e-15-0.0288467j -2.02667e-15+0.0307042j -3.3289e-16+0.00540487j 2.48773e-15-0.0340543j 
