-8.90273e-16-0.036845j -9.94694e-16-0.156099j 1.18586e-16+0.0453j -2.20431e-17-0.0110402j 4.2895e-16-0.0457556j -4.14378e-16-0.106369j 2.51936e-16+0.0496855j -4.51447e-17-0.0261087j -5.62631e-17-0.0625538j 6.34119e-16-0.124757j 1.54079e-16-0.0355024j 6.13597e-17-0.0403038j -1.4003e-17+0.0430747j 2.9403e-16+0.0659326j -1.8949e-16-0.0228201j 1.10352e-16+0.0105723j 1.19711e-16+0.043395j -1.8213e-16-0.0263076j 1.7078e-16+0.0210627j 2.17995e-16+0.0307695j 1.08523e-16+0.0155535j 3.41584e-17-0.0120659j 8.6628e-16-0.0256093j -4.69599e-17+0.0253371j 4.15388e-16+0.0333509j 2.93591e-16+0.031644j 5.97975e-16+0.00283541j 1.0064e-15+0.0247203j -1.12129e-15+0.00511157j 7.40705e-16+0.0238695j -1.10653e-15-0.00426383j -2.08507e-16+0.0065662j -8.21751e-17-0.00963479j 5.60169e-17+0.0103582j -2.46431e-16-0.0083026j -4.58649e-17+0.0146144j -6.59955e-17-0.00176609j -5.62504e-16+0.0201089j -1.41267e-17-0.0127119j -1.69366e-15-0.020004j -1.04279e-15+0.0169845j 1.46242e-14-0.00954108j 6.08097e-16+0.0142591j -2.50227e-16-0.00823777j 1.59272e-16-0.000353999j -6.01602e-17-0.0193532j -3.12976e-16-0.0194787j -2.22085e-16-0.0197536j 3.79009e-17+0.00791882j 1.11481e-16+0.0181109j -9.16926e-18-0.00224877j 1.91843e-16+0.0299968j 7.13511e-16+0.00472085j 3.00004e-18-0.00336742j 3.78115e-18-0.019525j 1.43937e-16+0.0155476j 3.21593e-16+0.0127878j 1.56068e-16+0.034909j -1.26407e-16-0.00821517j -1.675e-16-0.0068393j 3.47684e-16+0.0329746j 3.07039e-17-0.00189579j -1.46016e-16-0.0611019j -1.90475e-17-0.0144508j -8.54313e-17-0.0312076j -1.7948e-16-0.0521116j -9.07277e-19+0.00475378j -2.74785e-16-0.0400934j 2.29265e-16+0.0699318j -2.4993e-17-0.00652578j 2.82314e-16+0.0609618j -3.79198e-16-0.0641658j 
2.77599e-15-0.0120124j -3.77454e-15+0.024766j 3.34319e-15-0.0293645j 9.52621e-15-0.0593542j -7.24438e-15+0.036417j 8.40289e-16+0.00416081j -2.26204e-15+0.0321168j -4.47635e-15+0.035167j -7.44989e-16+0.0204422j -2.80485e-15+0.023195j -8.99286e-15+0.0525669j -1.25137e-15+0.0155509j -7.58747e-16-0.00196278j 3.22805e-15-0.0333672j 2.78919e-15-0.0219402j -4.65121e-15+0.0281396j -4.24889e-15+0.0327054j -8.91078e-16+0.00943954j 5.35606e-15-0.0391469j 2.07033e-15-0.00997596j -6.10442e-16+0.00750688j 1.92333e-15-0.00103074j -2.27221e-15+0.0193042j -6.39624e-15+0.0347891j -2.66752e-15+0.0111451j 7.09198e-15-0.0400839j 4.17221e-16-0.0146867j 2.63404e-15+0.0048214j 4.74746e-15-0.0455291j 2.16195e-15-0.0110099j -3.2504e-15-0.0264854j -1.61219e-15+0.0112707j 1.69662e-15-0.0109621j -3.3259e-15+0.0211564j 4.60055e-16+0.00235628j -7.64802e-15+0.046762j 3.07198e-17-0.000642292j 2.77199e-15-0.0107038j 2.30326e-15-0.0327975j 3.64182e-15+0.0143423j 4.05539e-15+0.0155143j -1.47408e-14+0.00843408j -2.41369e-15+0.00335984j -3.36861e-15+0.0311698j 3.96685e-16-0.00415106j -3.97649e-15+0.0303129j -3.00612e-15+0.0138096j -9.07321e-16+0.00327895j -4.95539e-15+0.0270276j 3.50393e-15-0.0202502j -2.21063e-15+0.0267306j 1.67061e-16+0.00369496j -1.74016e-15+0.0468746j -1.14752e-15+0.0130229j 2.76749e-15-0.0147206j 5.35877e-15-0.0343022j 6.18758e-15-0.0450885j 4.2218e-15-0.0365031j 7.07762e-15-0.0427363j -1.70592e-15+0.00673209j -2.10997e-14+0.12644j -5.33728e-15+0.0225818j 1.01996e-14-0.0490027j 1.21978e-14-0.0782289j 3.09131e-15-0.0124085j -4.46835e-15+0.0159197j 1.16505e-14-0.0741791j -1.62788e-14+0.0961554j 4.39203e-15-0.0380788j -1.10508e-14+0.0666773j -9.5961e-15+0.057951j 5.83122e-16-0.00530848j 
-4.44177e-16-0.0157892j -1.23198e-15-0.0113897j 1.77665e-15+0.0350516j 2.25581e-15+0.0126311j -1.79074e-15+0.0182156j 2.80327e-16-0.0335409j -1.45649e-15-0.0539619j -2.14334e-15-0.0368561j -1.34568e-15-0.0593518j -9.03478e-16-0.0142631j -2.01389e-15-0.0117367j -1.15225e-15-0.0359986j -9.24138e-16+0.0259847j 1.56299e-15+0.0575282j 2.58438e-16+0.0267064j -1.0579e-15+0.0109795j -1.7218e-15-0.00865938j -1.02225e-15-0.0271683j 1.29665e-15+0.0284279j 3.05512e-16-0.0190965j -8.0652e-16+0.0020266j 7.36204e-17-0.0362001j -6.61593e-16-0.0131029j -1.21841e-15+0.000815196j -9.88862e-16+0.0198147j 2.10643e-15-0.0168378j -3.61565e-16+0.0175256j -1.07951e-15-0.0442103j 3.48591e-15-0.00147198j -3.70421e-16+0.00457403j -5.90147e-15-0.020272j -5.42856e-16-0.00382852j 5.37859e-19-0.00579992j -1.20609e-15-0.000919357j -9.54127e-16-0.00227118j -1.61474e-15-0.0115714j 6.53347e-16-0.0173105j 7.46809e-16-0.0263174j 2.13113e-15+0.0507162j -1.25227e-15-0.00589878j -6.47096e-16+0.00457262j -3.76546e-14+0.0249109j 2.51058e-15+0.0418708j -2.05827e-15-0.0174037j 7.09953e-16+0.016676j -2.61512e-15-0.0222272j -1.95229e-16+0.0150262j 1.80389e-15+0.0405299j -7.55138e-16+0.0524219j 7.43798e-16-0.00905181j -6.3866e-16-0.0330859j 3.73225e-16-0.000198219j -1.82064e-15-0.00188876j -1.38851e-15-0.0054681j 1.23043e-15-0.00694504j 5.02704e-16-0.0453116j 3.067e-15-0.00745488j 1.87496e-15+0.0335625j 1.97242e-15-0.0183487j -2.24161e-16+0.0370671j -4.02202e-15+0.070379j 7.71373e-16+0.0962926j 9.50243e-16-0.0417787j 3.39922e-15-0.0187978j 7.87333e-16-0.0668013j -1.496e-15+0.0440916j 2.13958e-15-0.032997j -2.59441e-15+0.0770687j 2.83934e-15+0.0740961j -3.11327e-15+0.0218062j -9.1538e-16+0.0138689j 7.40126e-16+0.00195765j 
-2.10699e-15-0.0566231j -2.75291e-16-0.00086845j 2.08616e-15+0.036708j 3.35986e-16-0.0274384j -5.34514e-16-0.0234128j 1.05968e-15+0.0296112j -1.14965e-15+0.0128826j -1.46947e-15-0.00777326j -2.156e-15-0.0245863j -5.67373e-16-0.0363381j -1.82617e-16+0.0332242j -9.50473e-16-0.0108674j -5.93753e-17-0.0290094j 1.59387e-15-0.00897108j -1.00967e-15-0.0645697j -1.82951e-16-0.000773857j -1.71138e-15-0.0208871j -2.69357e-16+0.00510464j -1.12472e-15-0.0496157j -1.29105e-15-0.0199369j -4.77965e-16-0.0267977j -4.5858e-16+0.00658472j -6.62332e-16-0.00958392j 1.04135e-15+0.0506654j 6.24731e-17-0.0121412j 9.93764e-17+0.035397j -1.94507e-17-0.0137222j 5.96251e-16+0.0192998j -6.604e-16-0.0126322j 4.2407e-16-0.00864156j -5.33476e-15-0.0133045j -1.02618e-15-6.05953e-05j -4.04352e-16-0.0279554j -3.64943e-16+0.0196278j -2.02446e-15-0.0165178j -1.43474e-15+0.0180854j 1.83132e-15+0.0500956j -6.9545e-16-0.00880451j 1.01441e-15-0.0175163j -1.91657e-17+0.0196369j -1.08782e-15-0.0238879j 4.46043e-15-0.00254708j 9.12719e-16+0.0115092j -8.93188e-16+0.00997748j 2.83665e-15+0.0665313j -8.67215e-16+0.00349863j -1.36334e-15-0.0470527j 2.13007e-15+0.0494607j -6.46467e-16-0.0619856j 2.67487e-16+0.0042759j -1.72284e-15-0.0173482j 1.09076e-15+0.0289696j 3.7068e-15+0.038964j -3.34369e-15-0.0906941j -9.98772e-16-0.0493757j 1.38243e-15+0.0597817j 5.36467e-15+0.106345j 3.65461e-16-0.0177489j 2.35322e-15+0.0695887j 7.86794e-16-0.00801672j -3.48529e-15-0.108417j 2.62581e-15+0.0537801j -1.72736e-15-0.0561703j 1.7434e-15+0.0526175j 1.92068e-15+0.117602j -7.32592e-16-0.0784258j -5.95747e-16+0.020585j -1.78227e-15-0.0774045j 2.73603e-15+0.0229409j -2.15442e-15-0.0854636j 1.37822e-15+0.055286j 1.53317e-15+0.0529083j 
2.36846e-16+0.0127262j 2.00828e-16-0.0168384j -1.15299e-16-0.0140277j -8.44979e-17-0.00229623j 8.90284e-16-0.0279843j 6.36942e-16-0.0394152j -8.61035e-16+0.062125j -2.30785e-16+0.0281425j 8.74668e-17+0.0204152j 5.27195e-16-0.0199067j -2.10162e-16-0.00890844j -4.03222e-16+0.0354279j 1.05285e-16+0.00342608j 9.31789e-16-0.0454981j 2.45826e-16+0.00274133j -4.16508e-18+0.00120759j -3.07196e-16+0.0403959j 2.13985e-16+0.00196429j 3.27626e-16+0.00758825j 2.64422e-16-2.11634e-06j -4.25664e-17+0.0132104j -1.13541e-15+0.0153231j -1.97248e-15+0.0380114j -6.16749e-16-3.66397e-05j 4.04088e-16+0.0231255j -3.99183e-16+0.0378356j 7.69204e-16+0.00929106j 1.95812e-15+0.0241143j -1.94866e-15-0.0311716j 8.07748e-16-0.00692898j 6.4511e-15+0.0191088j 2.37102e-16+0.0087862j 7.80178e-16-0.0294067j 8.72526e-16+0.0207002j 3.44091e-15+0.0553432j -3.69418e-16+0.0240831j -3.93901e-16-0.0214388j -1.92029e-15+0.0430331j 7.50102e-16-0.0507453j -1.34399e-14-0.0391022j -1.16189e-14-0.0135729j 2.6314e-14-0.0173007j -6.78629e-16-0.00750198j -4.11708e-16+0.0326527j 3.69302e-16-0.0165363j -7.77902e-16+0.0625452j 3.77115e-17+0.0068897j -3.6925e-16-0.0106776j 1.5751e-16+0.00196348j 1.33229e-16+0.000841702j 6.01229e-16-0.0243396j -3.93804e-17-0.00828445j 2.90366e-15+0.0349074j -4.36987e-16+0.0476072j -5.17755e-16+0.000457468j -3.12377e-16-0.0167628j -4.76083e-16-0.0497211j 6.50721e-16-0.0302552j 8.38725e-16-0.0597038j 8.36968e-17+0.0111133j 5.16518e-16-0.00254468j 7.83633e-16-0.0375454j -6.20731e-16+0.0459634j -1.05372e-15+0.0183823j 5.51347e-16-0.0475624j 8.70871e-16-0.015263j -1.22425e-15+0.0391559j 8.3656e-16-0.00828807j 9.76152e-16-0.0481853j 1.06049e-15-0.0150602j 4.32326e-16-0.0331736j -4.63357e-16+0.00522882j 
2.68386e-15+0.0236921j -1.33899e-17+0.00521097j -1.73845e-15-0.0218455j 3.05672e-15+0.0350491j -1.43287e-16+0.00205286j 2.87894e-15+0.01909j -1.49571e-16+0.00182473j 8.15202e-16+0.0164403j 3.87542e-15+0.0395641j 1.81188e-15+0.0255891j -1.45835e-15-0.0122203j 9.77048e-16+0.011626j -2.91533e-16-0.0249635j 5.02208e-16-0.0172061j -1.17074e-16-0.00550596j -1.79284e-15-0.0177789j -1.06935e-17-0.00660932j 5.15626e-16+0.0116108j 3.36376e-16-0.00670826j 1.04366e-15+0.019646j 7.94395e-17+0.00140756j 1.0938e-15+0.0234313j -1.14727e-15-0.00405095j -2.87106e-16+0.00743819j -1.36615e-15-0.0211743j 7.02059e-16-0.0011758j 8.78371e-16+0.00247835j 1.90202e-15+0.0147802j 3.4385e-16+0.00929644j 2.51786e-15+0.0239951j 4.00257e-15+0.00631206j 8.75853e-16+0.00142719j -5.98088e-17-0.00643771j -1.65488e-15-0.0258716j 5.6197e-16+0.00620762j -3.88869e-17+0.00707242j -2.74586e-16+0.00699368j 6.93724e-17+0.030072j -1.29611e-15-0.0189273j 5.36701e-15+0.0205373j 3.05437e-15-0.00425174j -3.82104e-15+0.00281029j -1.152e-15-0.00836552j 4.70234e-16+0.00320666j -4.47343e-16-0.0146762j 1.24473e-15+0.0291977j 3.97745e-16+0.0155522j -2.63393e-15-0.0353487j -9.09324e-16-0.0312432j 1.01917e-15-0.00297327j 7.00642e-16+0.0297548j -1.45927e-15-0.000770443j -3.66308e-15-0.0249496j 1.47026e-15+0.0248479j 3.57885e-15+0.0510206j 1.34731e-15+0.0519273j 4.30178e-18+0.0066851j -2.4106e-16+0.0084718j -1.05402e-15-0.00223224j -1.61058e-15-0.0503397j -9.79022e-16-0.0588339j -5.41869e-15-0.0865462j 1.82822e-15+0.0322337j -2.48741e-15+0.0197171j -8.3813e-16+0.0186122j 1.69789e-15-0.023979j -2.36725e-15+0.0334852j -4.32642e-15-0.0688019j -1.36916e-15-0.0447912j 1.93861e-15-0.0111282j -2.06948e-15-0.0344797j -3.48793e-15-0.0213209j 
1.47505e-15+0.0545602j -2.8574e-18-0.0111936j -6.76879e-16-0.0345332j 1.27491e-15+0.0395339j -3.50752e-16-0.0136237j 8.4496e-16+0.066857j 2.9268e-16+0.00902893j 4.17507e-16+0.0208913j 1.74002e-15+0.0832972j 1.66544e-16+0.0153858j -4.46872e-16-0.0244295j 5.14636e-16+0.0413687j -4.98082e-16+0.0403755j -1.97831e-16+0.0335013j -2.22774e-16-0.0025395j -4.67097e-16-0.0315544j 3.22758e-16+0.020379j -1.22588e-17-0.00962748j 1.6503e-16+0.0254142j 6.80311e-16-0.00596924j 6.13974e-18-0.0011004j 4.87004e-16+0.0104506j 4.87815e-16-0.0188641j -3.97163e-17-0.00108804j 1.33872e-16-0.0019733j 1.20551e-15+0.0520472j 1.74523e-15+0.0213267j 2.37154e-15+0.046944j -2.0871e-15+0.00229045j 1.73761e-15+0.0196339j 1.57215e-14+0.0430932j 7.9129e-16+0.0123983j -5.36095e-16-0.000788649j -2.17666e-16-0.00359915j 1.94255e-15+0.0185679j 4.7364e-16+0.0110001j -6.87251e-16-0.0305237j 3.9204e-16+0.00417474j -9.85166e-16-0.02068j -9.40714e-15-0.0140011j -8.63141e-15-0.0265116j -6.27303e-15+0.00378882j -1.29583e-15-0.0270339j 9.56166e-16+0.0176803j 7.80958e-17+0.015282j 6.70272e-16-0.00149841j -3.62216e-16-0.020541j -7.46761e-16-0.00231634j -3.14797e-16+0.0470175j 1.68981e-16+0.045928j 3.37457e-16-0.0505868j -6.83619e-16-0.0535439j 2.84735e-15+0.0296956j 9.77636e-16+0.019969j 1.34391e-15+0.0426515j -1.83994e-16-0.0750552j -1.13428e-15-0.0386953j -1.86844e-16-0.0537675j -4.37824e-16-0.0641209j -2.12458e-16+0.0640016j 3.59071e-16+0.130273j -1.69314e-15-0.0474711j 1.27587e-15+0.0308976j -4.27695e-16-0.147534j -4.33856e-16-0.0924624j 3.23337e-16+0.125048j -2.17142e-17-0.172536j -1.89294e-15-0.0325431j -7.08928e-16-0.00219845j 1.26782e-16+0.107399j -1.23902e-15-0.0195498j -1.18476e-15-0.0996384j 
-3.12053e-16-0.0201681j -4.23e-16-0.0229344j 3.58388e-16+0.0442316j 5.17273e-16+0.0498194j -2.81829e-16-0.00589967j -1.52052e-16-0.0280729j 7.5382e-16+0.0184825j -4.32923e-16-0.0464072j -1.32818e-16-0.0465834j 2.69431e-16-0.00255234j 7.75616e-17+0.0300728j 5.47219e-16+0.0110848j 3.24782e-16+0.0294965j 5.63604e-16+0.044295j -2.9576e-16-0.0186679j 5.17316e-16+0.0367415j 4.18629e-16+0.0230829j -3.32124e-16-0.0312858j 4.16545e-16+0.0283316j -4.92897e-16-0.0166068j 4.10723e-16+0.00869622j -6.09197e-18-0.000161853j -2.6865e-16-0.00772699j 3.86081e-16+0.0267098j 2.36519e-16+0.0372843j 5.2127e-16+0.000488754j 1.42054e-15+0.0308039j 1.94807e-15+0.00597303j -3.71642e-15-0.0328518j 2.07837e-15+0.0303963j -5.37045e-15-0.0199478j -2.40586e-16+0.00544271j -5.44028e-16-0.0162879j -4.25247e-16-0.00498966j 3.77449e-17-0.00715796j 5.91347e-16+0.0533497j -5.22422e-16-0.0328864j -5.56756e-16-0.0166459j -1.22471e-15-0.0217066j 1.32807e-14+0.0354255j 1.17488e-14+0.0181798j 6.86529e-15-0.00443467j 2.71235e-16+0.00635568j 5.96917e-16+0.0115637j 9.38491e-17+0.00368687j 1.34684e-15+0.034402j -7.97661e-16-0.02702j -4.63607e-16-0.0198835j -4.63548e-16-0.0144264j -4.15217e-16-0.0513688j -1.17576e-15-0.0628316j -7.75274e-16-0.0448056j 2.08765e-15+0.0195336j 3.91915e-16-0.000901739j 2.08501e-16-0.0143349j 5.21773e-17+0.0309134j -1.58486e-15-0.04252j -3.64637e-16-0.0121571j 1.14769e-16+0.0206483j 1.10644e-15+0.0272827j -9.64048e-17-0.0334297j 9.06458e-16+0.0986163j -9.72119e-16-0.0884163j -2.18996e-16-0.00562824j -6.86401e-16-0.0247105j 5.90256e-17+0.00677793j -4.47091e-18+0.0299893j 8.7965e-16+0.0105773j 1.39349e-15+0.110241j -4.18342e-16-0.0510992j -2.04004e-17-0.0113295j 5.12801e-16+0.0318123j 
-3.08441e-16-0.000697298j -3.1507e-16-0.00769461j 4.52707e-17+0.00202244j -2.13558e-16-0.00713295j 5.62584e-16-0.00116577j -9.40432e-16-0.0600013j 1.52037e-16+0.018579j 1.14906e-16+0.025193j -5.98046e-16-0.0011441j -3.17917e-16+0.0210279j 1.3858e-16+0.0183536j -2.26518e-16+0.0344925j 2.19637e-16+0.0141741j 1.16288e-17-0.0209496j 8.34487e-17+0.00899333j 1.22538e-16+0.00280618j 1.53739e-16+0.0313681j -2.86831e-16-0.00478408j 1.56715e-16-0.00832755j -6.49613e-17-0.0282768j 3.54629e-16+0.0137796j -2.50794e-16+0.00944622j -5.84947e-16+0.00822065j -4.21822e-16+0.00725659j 6.05464e-16+0.0284409j -4.61276e-16+0.0106657j 6.40411e-16-0.00137441j 2.22202e-15+0.043168j -3.63936e-15-0.0225078j 1.42391e-15+0.00628856j 5.38377e-15+0.0142756j 9.14236e-17+0.0131773j -5.13427e-16-0.0221271j 2.85919e-16+0.0226934j 3.69914e-15+0.0474984j 4.44931e-16+0.0727421j -1.04576e-15+0.0101274j -5.17841e-16+0.00922294j -7.53934e-16-0.0458073j -5.10647e-15-0.0113242j -4.2017e-15-0.00924153j -3.28835e-14+0.0219774j 6.04335e-16+0.00849022j 5.63541e-16+0.0119344j -3.93545e-16-0.0415302j 5.41845e-16+0.0482444j -3.30477e-16-0.00219404j -4.19318e-16-0.0112905j 2.88911e-16+0.0113417j -5.09636e-16+0.00257891j -3.87049e-16-0.0146879j 9.0185e-17-0.0263164j 2.33825e-15+0.0237197j 2.47587e-16+0.0342935j -4.94871e-16+0.0187906j -6.33002e-16-0.0322175j -1.74858e-15-0.0536695j -1.92175e-16-0.0295398j -3.66493e-16-0.0482495j -1.01826e-16+0.00355796j 1.34239e-15+0.0628224j 5.9961e-16-0.0400773j -4.51001e-16+0.0215151j -2.72232e-16-0.0182131j -4.57621e-16-0.0537305j -1.04677e-16+0.0193379j 1.91849e-16+0.0140245j 5.50343e-16+0.012145j -6.59999e-17-0.0378658j 2.04088e-16+0.0173653j 2.39647e-16-0.0184914j -1.06668e-16-0.00852804j 
-1.69888e-16+0.00517567j -2.30529e-16-0.0130514j 7.59958e-17-0.00727304j -4.28343e-16-0.000194209j -2.33798e-16+0.0220946j -7.23915e-16-0.0139141j -1.69811e-16-0.00691271j 3.9122e-17-0.013409j -5.93314e-16-0.0210638j -2.93731e-16-0.0135591j 1.51873e-16+0.00180052j -3.09003e-17-0.0152142j 1.96304e-16+0.0309706j -1.97369e-16+0.00502583j 4.04471e-18+0.0104407j 3.4019e-16+0.0216038j -2.08788e-17+0.00906587j -2.06321e-16-0.00104891j 2.04869e-16+0.0238769j 1.48662e-16+0.012998j -3.14182e-16-0.00519078j 3.88766e-16+0.00810938j -4.18321e-17+0.0115004j 3.41727e-16+0.00735055j -5.20309e-17+0.0120567j -3.31828e-16-0.0463328j 9.59059e-17+0.0241711j -5.07639e-16-0.020058j 1.02368e-15+0.00583526j -5.00724e-16+0.00478307j -7.8471e-15-0.023123j -2.04467e-16+0.0319139j -3.22302e-16-0.00560254j -1.3193e-16-0.0133076j 5.66794e-16+0.00722365j 4.53373e-16+0.00161177j 4.44112e-16+0.0025537j 3.35687e-16-0.00475513j -3.03554e-16-0.000154833j 1.40813e-14+0.0239526j 1.2615e-14+0.0352695j -2.83946e-14+0.0192185j 1.25351e-15+0.0202459j 3.92362e-16+0.0311577j -3.41857e-16-0.00921628j 7.64017e-16+0.0115149j -9.14297e-16-0.038087j 6.12756e-16+0.00443229j 5.76886e-16+0.0274208j -3.01242e-16-0.0206678j 7.70155e-17-0.0110157j 8.0834e-16+0.0256854j 3.49783e-15+0.0265455j 2.77417e-16+0.0100914j 4.57006e-16-0.0217581j -1.57781e-15-0.0689495j -7.27713e-16-0.0252911j -4.30096e-16-0.0225619j -8.89586e-16-0.0220323j 4.28508e-17+0.0113048j 2.08162e-15+0.07104j 1.1627e-15+0.0742827j -1.25763e-16-0.0235395j -9.69762e-16-0.0826623j -8.09164e-16-0.0443685j -3.19499e-16+0.00960424j -7.94382e-16-0.0655743j 1.03217e-15+0.0438332j -4.82243e-17+0.0252517j 4.52159e-16+0.0399265j 4.64067e-16+0.015983j -2.71028e-16-0.0276091j 
1.88485e-16+0.0279017j 1.94836e-16-0.00118688j -4.79049e-17-0.011739j -3.85827e-17+0.00993765j -1.46061e-16-0.0116077j 7.1027e-16-0.0100777j -1.46178e-16-0.0220665j -3.52938e-17+0.00422891j 2.0143e-16+0.0206887j -7.06645e-17+0.000156632j -3.67734e-16+0.0139058j -1.63014e-16+0.00352611j -5.59862e-16+0.0223916j -6.62692e-17-0.0224304j -7.23059e-17+0.00504108j -5.13512e-16-0.00521315j -4.81406e-16+0.00404053j 1.67961e-16-0.00242935j -2.40279e-16-0.00545957j 9.52445e-17+0.000729128j -5.18234e-16-0.0221659j -3.53295e-17+0.0495347j -1.15575e-15+0.0295657j -3.20176e-16+0.0386506j -3.02448e-16-0.0281325j -3.31032e-16-0.00202747j -7.93869e-16-0.0163921j -8.38305e-17+0.0196314j 1.82577e-15+0.0255188j -1.15158e-15+0.007242j -1.72251e-14-0.0479146j -8.58612e-16+0.00956524j 1.74111e-16+0.0215286j 1.88504e-16+0.00764857j 2.01377e-15+0.0272883j -5.51394e-16+0.0509495j 4.84186e-16+0.0377637j 2.63717e-17+0.0214531j 1.11836e-15+0.020014j 9.18106e-15+0.0361045j 7.41236e-15-0.00058411j 6.62542e-16-0.000415506j -5.00371e-16-0.00252585j -3.64082e-16+0.0128658j 8.25848e-18-0.0333069j -4.69876e-16+0.0117608j -5.49632e-16-0.0369031j 3.28072e-16-0.000168856j 1.06751e-16+0.00717561j 4.6368e-16+0.0169392j 1.1942e-16-0.00292843j 5.09263e-16-2.61171e-05j 5.2419e-16+0.00833651j -7.23793e-16+0.0106592j -4.78267e-17+0.0310698j -1.45541e-16-0.0282559j 9.96498e-16-0.000549999j 7.54709e-17-0.0261422j 2.07972e-16-0.0207668j -4.23931e-16-0.0187725j -5.27936e-16+0.0251034j -1.24128e-16-0.0423168j 3.70576e-16+0.0552429j 3.58753e-16-0.0291021j 5.71131e-16-0.026839j -4.2144e-16+0.00606713j -4.32888e-16-0.00599994j -7.29355e-16-0.0510632j -6.87772e-17-0.0392413j -1.73663e-16+0.015885j 2.67087e-16-0.0372194j -3.62189e-17-0.0341184j 
2.2147e-16-0.0190806j -1.47548e-16-0.000326483j -3.93432e-16+0.0265118j 3.77188e-16+0.00151486j 4.41029e-16-0.0234606j 7.3077e-16+0.0189498j -1.20044e-16+0.0110689j 1.40455e-16-0.0387119j 4.46347e-16+0.0170062j 1.27893e-16-0.0103718j -4.79182e-16+0.00565512j -2.3867e-16-0.00812035j 4.1124e-16-0.0242188j -1.46599e-17-0.0101004j 1.23316e-16-0.00996314j -8.21647e-16+0.00987738j -2.73674e-16+0.0338852j 2.54509e-16-0.008507j 1.41338e-17-0.0290792j 1.96836e-16+0.00458021j 1.50754e-16-0.0231592j 2.13073e-16+0.00619861j -1.26167e-15+0.0298858j -2.35463e-17+0.00255389j -6.01956e-16-0.0132492j -6.99906e-16+0.0397692j -7.02629e-16-0.0377991j 2.81382e-17+0.0273771j 1.11833e-15+0.0112513j -4.43637e-16-0.0154995j -5.65676e-15-0.0170621j -7.28578e-16+0.0213117j 1.79754e-16-0.0191532j -2.9458e-16+0.0124668j 1.64188e-15+0.0237711j -4.36954e-16+0.0210599j -4.48862e-16+0.0112628j 6.30483e-16-0.0243866j -5.95249e-17-0.0142856j -1.73116e-15-0.0121369j -1.59311e-15+0.00655972j 6.43664e-14-0.0424548j 6.04958e-16+0.032812j 1.49771e-16+0.0152221j 2.92778e-16-0.00450037j -1.29434e-16+0.0160544j -3.32221e-16-0.0152194j -4.91721e-16+0.0217178j 6.67277e-17-0.0402806j 5.3419e-16+0.0246696j -5.67545e-16-0.00478211j 1.66921e-16-0.0337942j 3.8182e-15+0.0443811j -2.5716e-16+0.00186262j 4.45922e-17+0.0397694j -1.98898e-16+0.00544319j 3.12131e-16+0.0105161j -2.39117e-16+0.0196106j -6.91374e-17+0.0257473j 2.82622e-16+0.0146492j 1.58028e-16-0.0345156j -1.17384e-15+0.0372154j 6.51972e-16-0.0427562j -6.33307e-16+0.0145235j -2.80811e-16+0.0172592j 5.22573e-16-0.0234658j -1.08748e-15+0.0279593j -1.0339e-15+0.0296242j -6.13132e-16+0.0668425j 6.42595e-16-0.0478773j -1.56241e-16+0.0180775j -8.85231e-16+0.0473922j 
-6.07384e-16-0.0145409j -5.6908e-16-0.0390031j 2.32485e-16-0.00304558j 4.69137e-16+0.00558944j -4.21201e-16+0.0200635j 5.86791e-16-0.00516961j 1.38507e-16+0.00986467j 4.35199e-16+0.00416088j 1.25992e-16-0.011727j 1.10608e-16-0.0288434j -4.64826e-16-0.0119822j -3.17171e-17-0.0212796j -1.55139e-16+0.0388866j 1.13802e-15+0.00545255j -3.27693e-16-0.0169769j -1.22835e-15-0.0311089j -3.88827e-16-0.00345467j 2.29433e-16-0.0159642j 4.94466e-16+0.0150531j 2.91489e-16+0.0278242j 1.15101e-16-0.00225812j 2.07644e-16+0.0445985j -4.0758e-17-0.0223189j -1.04126e-15+0.00394325j -3.62191e-16-0.0460308j 5.39176e-16-0.0158742j 7.79209e-16+0.011419j -1.0028e-15-0.0103935j 1.96485e-15+0.0238429j 6.79526e-16+0.0216025j 9.92132e-15+0.0274851j 8.22801e-16-0.00661452j 5.87389e-16+0.00855302j -2.89137e-16-0.0475756j -7.30483e-17+0.00151142j -7.43266e-16+0.0113234j -6.45049e-16-0.0298603j -7.67048e-16+0.00225973j -5.81794e-16-0.0159756j 1.20087e-14+0.0293073j 9.6582e-15+0.0191084j 4.07719e-14-0.0270314j -5.9732e-16+0.000603035j 2.3827e-16+0.0428052j -4.52845e-17-0.0299217j -4.70793e-16+0.00021283j 4.26123e-16-0.00272351j -1.00147e-15-0.0371212j -3.5413e-16-0.0185207j 6.87896e-16+0.0141638j -1.90061e-15-0.0281412j -3.98688e-16+0.00104484j -1.34794e-15-0.00666008j -9.7703e-16-0.00161502j -5.94955e-17+0.0216194j 4.63002e-16+0.0277267j 4.27631e-16-0.00266565j -1.33496e-16+0.0010511j 7.96632e-17-0.00633966j 5.9622e-16+0.00093908j -2.26158e-16-0.00186402j -9.58786e-16-0.0414088j -5.26671e-16-0.0315833j 3.88449e-16-0.0226663j 1.52619e-16+0.00997239j 1.72013e-16-0.02381j -7.24006e-16-0.00773695j -1.70665e-15-0.0729668j 4.74569e-17-0.0166258j -2.15718e-16+0.000164635j 5.69079e-16+0.0226462j -4.58902e-16-0.0400604j 
