-0.0416381-0j -0.00736065-0j -0.000613387-0j -0.0363191-0j -0.00605318-0j -0.0037068-0j -0.000756647-0j -4.45859e-05-0j -0.0228981-0j -0.0231354-0j -0.00369517-0j -0.00373346-0j -0.00301709-0j -0.00304836-0j -0.00043548-0j -0.000377137-0j -0.000439993-0j -0.000381045-0j -4.4446e-05-0j -4.49066e-05-0j -2.02867e-06-0j -2.0497e-06-0j -0.0170137-0j -0.0210534-0j -0.0122812-0j -0.00269011-0j -0.00332884-0j -0.00212672-0j -0.00194182-0j -0.00141781-0j -0.000306965-0j -0.00263168-0j -0.00175445-0j -0.000354453-0j -0.00153514-0j -0.00037985-0j -0.000125318-0j -0.00102343-0j -2.95377e-05-0j -0.000221579-0j -3.13295e-05-0j -0.000438613-0j -0.000155073-0j -0.000255857-0j -3.65511e-05-0j -2.61079e-06-0j -9.04593e-05-0j -3.87683e-05-0j -2.13215e-05-0j -9.72984e-08-0j -3.23069e-06-0j -2.26148e-05-0j -1.20401e-07-0j -1.88457e-06-0j -7.02337e-08-0j 
-0.00050806-0j 0.00855938-0j -0.101962-0j -7.67809e-06-0j 0.000121956-0j -7.83642e-07-0j -0.000711094-0j -0.000258624-0j 0.000271445-0j 0.000272512-0j -0.00417463-0j -0.00419105-0j 3.5766e-05-0j 3.59066e-05-0j 0.022949-0j -0.000426072-0j 0.0230393-0j -0.000427747-0j 0.00717785-0j 0.00720607-0j 0.0011036-0j 0.00110794-0j 0.000408264-0j 4.32413e-06-0j 0.000291916-0j -0.00615195-0j -6.51585e-05-0j 5.10329e-05-0j -0.00439876-0j 3.4022e-05-0j 0.032745-0j 5.40516e-07-0j 3.60344e-07-0j -0.000810591-0j 3.64895e-05-0j 0.000346819-0j 3.00715e-06-0j 2.43263e-05-0j 0.00965602-0j 0.0234132-0j 0.00334202-0j -8.58538e-06-0j 3.18502e-08-0j -0.000579587-0j 0.000102272-0j 0.00171896-0j 2.15016e-06-0j 3.5397e-05-0j 0.00690423-0j 0.000161051-0j 1.82064e-05-0j 0.0023896-0j 1.70577e-06-0j 0.00122909-0j 0.000115154-0j 
-0.000179626-0j 0.0030262-0j -0.036049-0j -0.00015668-0j 0.00248866-0j -1.59911e-05-0j -0.0145107-0j -0.00527752-0j 0.000485475-0j -9.9806e-05-0j -0.00746628-0j 0.00153495-0j 6.3967e-05-0j -1.31506e-05-0j 0.041044-0j -0.000762024-0j -0.008438-0j 0.00015666-0j 0.0128375-0j -0.00263918-0j 0.00197377-0j -0.000405776-0j -7.33971e-05-0j 0.000446365-0j -5.29808e-05-0j 0.00110599-0j -0.00672608-0j -9.17463e-06-0j 0.000798346-0j -6.11642e-06-0j -0.00588685-0j 5.57956e-05-0j 3.7197e-05-0j 0.000145727-0j -6.6226e-06-0j 0.0358009-0j -5.40621e-07-0j -4.41507e-06-0j -0.00173595-0j -0.00424935-0j -0.000600824-0j -0.000886239-0j 3.28779e-06-0j 0.000105191-0j 0.0105572-0j -0.000309033-0j -3.90241e-07-0j 0.00365391-0j -0.00125307-0j -2.89535e-05-0j 0.00187938-0j -0.000433698-0j 0.000176081-0j -0.000223072-0j -2.08997e-05-0j 
-0.00217785-0j 0.0368074-0j -3.20828e-05-0j 0.00183382-0j 0.000305637-0j -0.0359747-0j -0.00365255-0j 2.25123e-06-0j 0.00352483-0j 0.00120936-0j 0.000568817-0j 0.000195159-0j -0.0444025-0j -0.0152344-0j 6.70357e-05-0j -0.0111587-0j 2.29997e-05-0j -0.00382851-0j -0.000654111-0j -0.000224423-0j 3.12284e-07-0j 1.07144e-07-0j -0.000889892-0j -0.00312856-0j -0.000576739-0j -0.000140704-0j -0.000494669-0j 0.0106348-0j -9.11904e-05-0j -7.41577e-05-0j -1.60556e-05-0j 0.0373883-0j -0.000260713-0j 0.00177246-0j 0.00689239-0j -5.64461e-05-0j 0.00189309-0j -4.80616e-05-0j -1.54495e-06-0j -1.04056e-05-0j 0.000314969-0j 0.00623138-0j 0.00665546-0j 0.00114873-0j -5.43153e-06-0j 1.30554e-05-0j 0.00122691-0j 0.00110732-0j -1.00128e-06-0j -5.08913e-09-0j 4.58984e-05-0j 0.000204131-0j -1.78917e-08-0j 8.46121e-06-0j -3.29826e-09-0j 
0.000296368-0j -0.00499297-0j 0.0594779-0j -0.000503581-0j 0.00799872-0j -5.13965e-05-0j -0.0466383-0j -0.0169623-0j 0.000162983-0j 0.00014785-0j -0.00250656-0j -0.00227383-0j 2.14748e-05-0j 1.94809e-05-0j 0.0137792-0j -0.000255825-0j 0.0124998-0j -0.000232071-0j 0.00430977-0j 0.00390961-0j 0.000662629-0j 0.000601104-0j -0.000238154-0j -0.000291916-0j 0.000336028-0j 0.00358864-0j 0.00439876-0j -2.97692e-05-0j -0.00506346-0j -1.98461e-05-0j -0.0191012-0j -3.64895e-05-0j -2.43263e-05-0j 0.000472845-0j 4.20034e-05-0j -0.0234132-0j -1.75417e-06-0j 2.80023e-05-0j -0.00563268-0j 0.0269513-0j -0.00194951-0j 0.000579587-0j -2.15016e-06-0j -0.000667169-0j -0.00690423-0j -0.00100273-0j 2.47508e-06-0j -0.0023896-0j 0.00794753-0j -9.39463e-05-0j -0.00122909-0j 0.0027507-0j -0.000115154-0j 0.00141482-0j 0.000132555-0j 
0.000314346-0j -0.00529585-0j 0.0630858-0j -0.000264689-0j 0.00420423-0j -2.70147e-05-0j -0.0245137-0j -0.00891562-0j -0.000508765-0j -0.000174556-0j 0.00782445-0j 0.00268455-0j -6.70357e-05-0j -2.29997e-05-0j -0.043013-0j 0.00079858-0j -0.0147576-0j 0.00027399-0j -0.0134533-0j -0.0046158-0j -0.00206846-0j -0.000709681-0j 0.000128445-0j 0.000451569-0j 8.32451e-05-0j -0.00193548-0j -0.0068045-0j 1.60556e-05-0j -0.00125438-0j 1.07037e-05-0j 0.010302-0j 5.64461e-05-0j 3.76307e-05-0j -0.000255022-0j 1.04056e-05-0j 0.0362183-0j 9.46086e-07-0j 6.93709e-06-0j 0.00303791-0j 0.00667671-0j 0.00105144-0j -0.000896571-0j 3.32612e-06-0j -0.00016528-0j 0.0106802-0j 0.000540807-0j 6.13158e-07-0j 0.00369651-0j 0.00196887-0j 5.06686e-05-0j 0.0019013-0j 0.000681439-0j 0.000178134-0j 0.000350497-0j 3.28383e-05-0j 
0.00127041-0j -0.021471-0j 1.8715e-05-0j -0.00324758-0j -0.000541264-0j 0.063709-0j 0.00646844-0j -3.98678e-06-0j -0.000678754-0j 0.00333627-0j -0.000109533-0j 0.000538389-0j 0.00855031-0j -0.0420273-0j -1.29086e-05-0j 0.00214876-0j 6.34497e-05-0j -0.0105618-0j 0.000125958-0j -0.000619121-0j -6.01345e-08-0j 2.95579e-07-0j 0.000519104-0j 0.00182897-0j 0.000448612-0j 8.20775e-05-0j 0.000289185-0j -0.00620362-0j 7.09318e-05-0j 4.32587e-05-0j 9.36577e-06-0j -0.0218573-0j 0.000152414-0j -0.00103394-0j -0.0053612-0j 3.29985e-05-0j -0.0011043-0j 3.73843e-05-0j 9.01222e-07-0j 8.09395e-06-0j -0.000183732-0j -0.00364288-0j -0.0038908-0j -0.000893533-0j 3.17529e-06-0j -7.61566e-06-0j -0.000954344-0j -0.000647345-0j 7.78841e-07-0j 2.96866e-09-0j -2.68324e-05-0j -0.000158782-0j 1.04595e-08-0j -6.5815e-06-0j 2.56553e-09-0j 
-0.000183369-0j 0.00308924-0j -0.0368001-0j 0.000468748-0j -0.00744544-0j 4.78414e-05-0j 0.0434123-0j 0.015789-0j 9.79696e-05-0j -0.00048155-0j -0.0015067-0j 0.0074059-0j 1.29086e-05-0j -6.34497e-05-0j 0.00828275-0j -0.000153777-0j -0.0407121-0j 0.000755861-0j 0.00259062-0j -0.0127337-0j 0.00039831-0j -0.00195781-0j -7.49262e-05-0j -0.000263988-0j -6.47516e-05-0j 0.00112903-0j 0.00397793-0j -9.36577e-06-0j 0.000975714-0j -6.24385e-06-0j -0.00600949-0j -3.29985e-05-0j -2.1999e-05-0j 0.000148763-0j -8.09395e-06-0j -0.0211733-0j -5.51883e-07-0j -5.39597e-06-0j -0.00177211-0j -0.00519343-0j -0.000613341-0j 0.000524138-0j -1.94446e-06-0j 0.000128562-0j -0.0062437-0j -0.000315471-0j -4.7694e-07-0j -0.00216099-0j -0.00153147-0j -2.95567e-05-0j -0.0011115-0j -0.000530053-0j -0.000104137-0j -0.000272632-0j -2.5543e-05-0j 
-0.000331419-0j 0.00560123-0j -4.88226e-06-0j 0.00141536-0j 0.000235893-0j -0.0277656-0j -0.00281907-0j 1.73752e-06-0j -0.000182258-0j -0.0033473-0j -2.94118e-05-0j -0.000540169-0j 0.00229592-0j 0.0421662-0j -3.46621e-06-0j 0.000576981-0j -6.36595e-05-0j 0.0105967-0j 3.38221e-05-0j 0.000621167-0j -1.61472e-08-0j -2.96556e-07-0j -0.000135421-0j 0.000820454-0j 0.00426687-0j -2.14119e-05-0j 0.000129725-0j 0.00161837-0j 0.000674651-0j -1.12851e-05-0j -2.44329e-06-0j -0.00980495-0j 6.83712e-05-0j 0.000269728-0j -0.0509918-0j 1.48028e-05-0j 0.000288085-0j 0.000355572-0j -2.35106e-07-0j 7.69837e-05-0j 4.7931e-05-0j -0.00163416-0j -0.00174537-0j -0.00849863-0j 1.4244e-06-0j 1.98673e-06-0j -0.00907702-0j -0.000290392-0j 7.40776e-06-0j -7.74448e-10-0j -1.20367e-05-0j -0.00151022-0j 4.69203e-09-0j -6.25983e-05-0j 2.44014e-08-0j 
4.78362e-05-0j -0.000805905-0j 0.0096002-0j -0.000204289-0j 0.00324487-0j -2.08502e-05-0j -0.0189199-0j -0.00688116-0j 2.63067e-05-0j 0.000483142-0j -0.000404578-0j -0.00743038-0j 3.46621e-06-0j 6.36595e-05-0j 0.00222407-0j -4.12921e-05-0j 0.0408467-0j -0.00075836-0j 0.00069563-0j 0.0127758-0j 0.000106954-0j 0.00196428-0j 1.95463e-05-0j -0.000118422-0j -0.000615869-0j -0.000294536-0j 0.00178446-0j 2.44329e-06-0j 0.00928028-0j 1.62886e-06-0j 0.00156772-0j -1.48028e-05-0j -9.86853e-06-0j -3.88085e-05-0j -7.69837e-05-0j -0.00949813-0j 1.43972e-07-0j -5.13224e-05-0j 0.000462299-0j -0.0493961-0j 0.000160005-0j 0.000235123-0j -8.72263e-07-0j 0.00122278-0j -0.00280086-0j 8.22984e-05-0j -4.53631e-06-0j -0.000969399-0j -0.0145662-0j 7.71059e-06-0j -0.000498609-0j -0.00504147-0j -4.6715e-05-0j -0.00259307-0j -0.000242947-0j 
-0.375107-0j 0.000459328-0j 3.82773e-05-0j 0.00226642-0j -0.0545315-0j 0.000231316-0j 4.72172e-05-0j 2.7823e-06-0j 0.00142892-0j 0.00144372-0j 0.00023059-0j 0.00023298-0j -0.0271802-0j -0.0274619-0j -0.00392313-0j 2.35345e-05-0j -0.00396378-0j 2.37784e-05-0j 2.77357e-06-0j 2.80231e-06-0j 1.26596e-07-0j 1.27908e-07-0j 0.00106171-0j 0.0013138-0j 0.000766383-0j 0.000167871-0j 0.00020773-0j 0.000132714-0j 0.000121176-0j -0.0256339-0j 1.91556e-05-0j 0.000164225-0j -0.0317203-0j -0.00319317-0j 9.57979e-05-0j 2.37038e-05-0j 7.82024e-06-0j -0.0185035-0j -0.000266098-0j 1.38272e-05-0j 1.95506e-06-0j -0.00395135-0j 9.67705e-06-0j -0.00230495-0j -0.000329279-0j 1.62922e-07-0j 5.64495e-06-0j 2.41926e-06-0j -0.00019208-0j 6.07173e-09-0j 2.01605e-07-0j 1.41124e-06-0j 7.51338e-09-0j 1.17603e-07-0j 4.38281e-09-0j 
-0.000459328-0j -0.366033-0j 0.00097068-0j -0.000400651-0j 0.00314852-0j 0.00785972-0j -0.0760516-0j 9.42396e-05-0j -0.000252599-0j -0.000255217-0j 0.00192202-0j 0.00194194-0j 0.00318201-0j 0.00321498-0j 0.000457828-0j -0.0377049-0j 0.000462572-0j -0.0380957-0j -0.00672443-0j -0.00679411-0j 5.36552e-06-0j 5.42112e-06-0j -0.000187686-0j -0.000232249-0j -0.000135479-0j 0.00139924-0j 0.00173147-0j 0.00224296-0j 0.00101003-0j -1.56405e-05-0j 0.000322718-0j 0.00277553-0j -1.93541e-05-0j -0.0176263-0j 0.00161906-0j 0.000399343-0j 0.000399268-0j -1.12899e-05-0j 4.67432e-05-0j 0.00023295-0j -0.00633087-0j -0.0218115-0j 0.00049407-0j -0.0127234-0j 5.78418e-05-0j -0.000527581-0j 0.000288207-0j -0.00783406-0j 3.3741e-05-0j 3.09021e-07-0j -0.000652849-0j -0.00456987-0j 3.82394e-07-0j -0.000380828-0j 2.23063e-07-0j 
3.82773e-05-0j -0.00097068-0j -0.354417-0j 3.33876e-05-0j -0.000798259-0j 3.40761e-06-0j 0.00947597-0j -0.106421-0j 2.10499e-05-0j 2.12681e-05-0j -0.000487298-0j -0.000492348-0j 2.77357e-06-0j 2.80231e-06-0j 0.00545379-0j -4.97347e-05-0j 0.00551031-0j -5.02501e-05-0j -0.025681-0j -0.0259471-0j -0.0122339-0j -0.0123606-0j 1.56405e-05-0j 1.93541e-05-0j 1.12899e-05-0j -0.000354756-0j -0.000438988-0j 1.95506e-06-0j -0.000256076-0j 1.30337e-06-0j 0.00384432-0j 2.41926e-06-0j 1.61284e-06-0j -4.67432e-05-0j 1.41124e-06-0j 0.0047571-0j 1.15203e-07-0j 9.40824e-07-0j -0.017067-0j 0.00277498-0j 0.000392359-0j -5.78418e-05-0j 1.42556e-07-0j -3.3741e-05-0j -0.0211193-0j -0.00623164-0j 8.31579e-08-0j 0.00048552-0j -0.0123196-0j -0.00117968-0j -0.00771127-0j 0.00028322-0j -0.00145978-0j -0.00449824-0j -0.00085154-0j 
0.40936-0j -0.000501272-0j -4.17727e-05-0j -4.28535e-05-0j 0.00103108-0j -4.37372e-06-0j -8.92781e-07-0j -5.26077e-08-0j -0.0015594-0j 0.00152096-0j -0.000251647-0j 0.000245445-0j 0.0296622-0j -0.0289311-0j 0.00428138-0j -2.56836e-05-0j -0.00417585-0j 2.50506e-05-0j -3.02684e-06-0j 2.95224e-06-0j -1.38156e-07-0j 1.34751e-07-0j -0.00115866-0j -2.48413e-05-0j 0.00162926-0j -0.000183201-0j -3.92776e-06-0j -0.000144833-0j 0.000257609-0j 0.0279747-0j -2.09048e-05-0j -3.10516e-06-0j 0.000599767-0j 0.00348476-0j 0.000203658-0j -4.48192e-07-0j -8.53436e-06-0j -0.0393368-0j 0.000290397-0j 2.93955e-05-0j -2.13359e-06-0j 7.47121e-05-0j -1.82974e-07-0j -0.00490013-0j 6.22601e-06-0j -1.77799e-07-0j 1.20006e-05-0j -4.57434e-08-0j -0.000408344-0j -6.62618e-09-0j -3.81195e-09-0j 3.00016e-06-0j -1.42063e-10-0j 2.50013e-07-0j 9.31745e-09-0j 
0.000501272-0j 0.399457-0j -0.00105932-0j 7.5755e-06-0j -5.95321e-05-0j -0.000148611-0j 0.00143798-0j -1.78188e-06-0j 0.000275666-0j -0.000268871-0j -0.00209753-0j 0.00204583-0j -0.00347258-0j 0.00338699-0j -0.000499635-0j 0.041148-0j 0.00048732-0j -0.0401338-0j 0.00733848-0j -0.0071576-0j -5.85548e-06-0j 5.71115e-06-0j 0.000204825-0j 4.39136e-06-0j -0.000288015-0j -0.00152701-0j -3.27386e-05-0j -0.00244778-0j 0.00214722-0j 1.70687e-05-0j -0.000352187-0j -5.24796e-05-0j 3.65947e-07-0j 0.0192359-0j 0.00344197-0j -7.55077e-06-0j -0.000435728-0j -2.40013e-05-0j -5.10117e-05-0j 0.000495231-0j 0.00690899-0j 0.000412411-0j -9.34186e-06-0j -0.0270487-0j -1.09367e-06-0j 0.000575758-0j 0.000612703-0j 0.000148126-0j 7.17304e-05-0j -3.3724e-07-0j 1.23441e-05-0j -0.00971512-0j -7.23031e-09-0j -0.000809607-0j 4.74213e-07-0j 
-4.17727e-05-0j 0.00105932-0j 0.386781-0j -6.31292e-07-0j 1.50935e-05-0j -6.4431e-08-0j -0.000179171-0j 0.00201221-0j -2.29721e-05-0j 2.24059e-05-0j 0.000531797-0j -0.000518689-0j -3.02684e-06-0j 2.95224e-06-0j -0.00595182-0j 5.42763e-05-0j 0.00580512-0j -5.29385e-05-0j 0.0280261-0j -0.0273353-0j 0.013351-0j -0.013022-0j -1.70687e-05-0j -3.65947e-07-0j 2.40013e-05-0j 0.000387151-0j 8.30038e-06-0j -2.13359e-06-0j -0.000544395-0j -1.42239e-06-0j -0.00419537-0j -4.57434e-08-0j -3.04956e-08-0j 5.10117e-05-0j 3.00016e-06-0j -8.99472e-05-0j -1.25723e-07-0j 2.00011e-06-0j 0.0186255-0j 0.00589935-0j -0.000428188-0j 1.09367e-06-0j -2.69545e-09-0j -7.17304e-05-0j 0.000399323-0j 0.0068007-0j 1.76786e-07-0j -9.1802e-06-0j -0.0261903-0j 0.00128741-0j 0.000145805-0j 0.000602099-0j 2.76015e-05-0j -0.00956285-0j -0.0018103-0j 
0.317089-0j -0.000388283-0j -3.2357e-05-0j -0.00191588-0j 0.0460971-0j -0.000195538-0j -3.99141e-05-0j -2.35196e-06-0j 0.00117352-0j -0.00122042-0j 0.000189376-0j -0.000196945-0j -0.0223222-0j 0.0232144-0j -0.00322193-0j 1.93281e-05-0j 0.00335071-0j -2.01006e-05-0j 2.27784e-06-0j -2.36888e-06-0j 1.03969e-07-0j -1.08124e-07-0j -0.000897496-0j 0.00107898-0j -0.000647847-0j -0.000141907-0j 0.000170602-0j -0.000112187-0j -0.000102434-0j 0.0216691-0j -1.61928e-05-0j 0.000134872-0j -0.0260508-0j 0.00269929-0j -8.09809e-05-0j 1.94671e-05-0j -6.61068e-06-0j 0.0156416-0j 0.000224941-0j -1.16886e-05-0j -1.65267e-06-0j -0.00324511-0j 7.94743e-06-0j 0.00194845-0j -0.000270426-0j -1.37723e-07-0j -4.77184e-06-0j 1.98686e-06-0j 0.000162371-0j -5.13262e-09-0j 1.65571e-07-0j -1.19296e-06-0j 6.17048e-09-0j -9.94134e-08-0j -3.70492e-09-0j 
-0.320375-0j 0.000392307-0j 3.26923e-05-0j -0.00186865-0j 0.0449609-0j -0.000190719-0j -3.89303e-05-0j -2.29399e-06-0j 0.00122042-0j -0.00123233-0j 0.000196945-0j -0.000198866-0j -0.0232144-0j 0.0234409-0j -0.00335071-0j 2.01006e-05-0j 0.0033834-0j -2.02967e-05-0j 2.36888e-06-0j -2.39199e-06-0j 1.08124e-07-0j -1.09179e-07-0j 0.000906797-0j -0.00108322-0j 0.000587695-0j 0.000143377-0j -0.000171272-0j 0.00011335-0j 9.29227e-05-0j -0.0218936-0j 1.63606e-05-0j -0.000135403-0j 0.0261532-0j -0.00272726-0j 7.34618e-05-0j -1.95437e-05-0j 6.67919e-06-0j -0.0141893-0j -0.000227272-0j 1.06033e-05-0j 1.6698e-06-0j 0.00325787-0j -7.97868e-06-0j -0.00176754-0j 0.000271489-0j 1.3915e-07-0j 4.32878e-06-0j -1.99467e-06-0j -0.000147295-0j 5.18581e-09-0j -1.66222e-07-0j 1.08219e-06-0j -6.19474e-09-0j 9.01829e-08-0j 3.36092e-09-0j 
0.289462-0j -0.000354453-0j -2.95377e-05-0j -0.00174895-0j 0.0420807-0j -0.000178501-0j -3.64364e-05-0j -2.14704e-06-0j -0.00110266-0j -0.00111409-0j -0.000177941-0j -0.000179785-0j 0.0209744-0j 0.0211917-0j 0.00302739-0j -1.81611e-05-0j 0.00305876-0j -1.83493e-05-0j -2.1403e-06-0j -2.16248e-06-0j -9.7691e-08-0j -9.87034e-08-0j 0.00161123-0j -0.00101383-0j -0.000591401-0j 0.000254759-0j -0.000160301-0j 0.000201404-0j -9.35087e-05-0j -0.0389015-0j 2.90702e-05-0j -0.000126729-0j 0.0244778-0j -0.00484591-0j -7.39251e-05-0j -1.82917e-05-0j 1.18679e-05-0j 0.0142787-0j -0.000403826-0j -1.06702e-05-0j 2.96697e-06-0j 0.00304917-0j -7.46756e-06-0j 0.00177868-0j 0.000254097-0j 2.47247e-07-0j -4.35608e-06-0j -1.86689e-06-0j 0.000148223-0j 9.21436e-09-0j -1.55574e-07-0j -1.08902e-06-0j -5.79791e-09-0j -9.07516e-08-0j -3.38211e-09-0j 
0.000388283-0j 0.309418-0j -0.000820545-0j 0.000338682-0j -0.00266154-0j -0.00664406-0j 0.0642887-0j -7.96636e-05-0j -0.000207451-0j 0.000215742-0j 0.00157849-0j -0.00164158-0j 0.00261328-0j -0.00271772-0j 0.000375998-0j -0.0309658-0j -0.000391026-0j 0.0322034-0j -0.00552254-0j 0.00574327-0j 4.40652e-06-0j -4.58264e-06-0j 0.000158656-0j -0.000190738-0j 0.000114524-0j -0.00118282-0j 0.001422-0j -0.00189604-0j -0.000853805-0j 1.32214e-05-0j -0.000272803-0j 0.00227944-0j -1.58949e-05-0j 0.0149001-0j -0.00136864-0j 0.000327967-0j -0.000337514-0j 9.54369e-06-0j -3.95135e-05-0j -0.00019692-0j 0.00535168-0j -0.017913-0j 0.000405762-0j 0.0107554-0j 4.75035e-05-0j 0.000445981-0j -0.00024363-0j -0.00643384-0j -2.85223e-05-0j -2.61225e-07-0j -0.000536162-0j 0.00386305-0j 3.14047e-07-0j 0.000321926-0j -1.88562e-07-0j 
-0.000392307-0j -0.312625-0j 0.000829049-0j 0.000330335-0j -0.00259594-0j -0.0064803-0j 0.0627041-0j -7.77001e-05-0j -0.000215742-0j 0.000217847-0j 0.00164158-0j -0.00165759-0j 0.00271772-0j -0.00274424-0j 0.000391026-0j -0.0322034-0j -0.000394841-0j 0.0325176-0j -0.00574327-0j 0.0057993-0j 4.58264e-06-0j -4.62735e-06-0j -0.000160301-0j 0.000191488-0j -0.000103891-0j 0.00119508-0j -0.00142759-0j 0.00191569-0j 0.000774529-0j -1.33584e-05-0j 0.00027563-0j -0.00228841-0j 1.59574e-05-0j -0.0150545-0j 0.00124156-0j -0.000329256-0j 0.000341011-0j -8.65756e-06-0j 3.99229e-05-0j 0.000178636-0j -0.00540714-0j 0.0179835-0j -0.000407358-0j -0.00975681-0j -4.76902e-05-0j -0.000450602-0j 0.000221009-0j 0.00645914-0j 2.5874e-05-0j 2.63932e-07-0j 0.00053827-0j -0.00350436-0j -3.15282e-07-0j -0.000292035-0j 1.71054e-07-0j 
-3.2357e-05-0j 0.000820545-0j 0.299599-0j -2.82235e-05-0j 0.000674792-0j -2.88055e-06-0j -0.00801032-0j 0.089961-0j 1.72876e-05-0j -1.79785e-05-0j -0.000400201-0j 0.000416197-0j 2.27784e-06-0j -2.36888e-06-0j 0.00447901-0j -4.08454e-05-0j -0.00465803-0j 4.24779e-05-0j -0.0210909-0j 0.0219339-0j -0.0100473-0j 0.0104488-0j -1.32214e-05-0j 1.58949e-05-0j -9.54369e-06-0j 0.000299886-0j -0.000360526-0j -1.65267e-06-0j 0.000216469-0j -1.10178e-06-0j -0.00324972-0j 1.98686e-06-0j 1.32457e-06-0j 3.95135e-05-0j -1.19296e-06-0j 0.00390684-0j -9.73846e-08-0j -7.95307e-07-0j 0.0144272-0j -0.00234577-0j -0.000331673-0j -4.75035e-05-0j 1.17077e-07-0j 2.85223e-05-0j -0.0173446-0j 0.0052678-0j -7.02959e-08-0j 0.000398741-0j 0.0104141-0j 0.000997221-0j -0.006333-0j -0.000239414-0j -0.00119887-0j 0.0038025-0j 0.000719832-0j 
-0.35819-0j 0.000438613-0j 3.65511e-05-0j 3.74968e-05-0j -0.000902196-0j 3.827e-06-0j 7.81184e-07-0j 4.60317e-08-0j -0.00132563-0j -0.00133084-0j -0.000213923-0j -0.000214764-0j 0.0252156-0j 0.0253147-0j 0.00363956-0j -2.18334e-05-0j 0.00365387-0j -2.19193e-05-0j -2.57309e-06-0j -2.58321e-06-0j -1.17445e-07-0j -1.17907e-07-0j 0.00101383-0j -2.11174e-05-0j -0.0014256-0j 0.000160301-0j -3.33895e-06-0j 0.000126729-0j -0.000225408-0j -0.0244778-0j 1.82917e-05-0j -2.63967e-06-0j 0.000509856-0j -0.00304917-0j -0.0001782-0j -3.81004e-07-0j 7.46756e-06-0j 0.0344197-0j -0.000254097-0j -2.5721e-05-0j 1.86689e-06-0j 6.35121e-05-0j -1.55544e-07-0j 0.00428761-0j 5.29267e-06-0j 1.55574e-07-0j -1.05006e-05-0j -3.8886e-08-0j 0.000357301-0j 5.79791e-09-0j -3.2405e-09-0j -2.62514e-06-0j -1.20766e-10-0j -2.18762e-07-0j -8.15277e-09-0j 
0.000354453-0j 0.282459-0j -0.000749052-0j 0.000309173-0j -0.00242964-0j -0.00606517-0j 0.0586873-0j -7.27226e-05-0j 0.000194925-0j 0.000196945-0j -0.00148318-0j -0.00149855-0j -0.00245549-0j -0.00248093-0j -0.000353295-0j 0.029096-0j -0.000356957-0j 0.0293976-0j 0.00518909-0j 0.00524286-0j -4.14045e-06-0j -4.18336e-06-0j -0.000284829-0j 0.000179221-0j 0.000104546-0j 0.00212346-0j -0.00133614-0j 0.00340388-0j -0.000779414-0j -2.37357e-05-0j 0.000489751-0j -0.00214181-0j 1.49351e-05-0j -0.0267494-0j -0.00124939-0j -0.000308164-0j 0.000605923-0j 8.71215e-06-0j 7.09367e-05-0j -0.000179762-0j -0.00960763-0j 0.0168314-0j -0.000381262-0j 0.00981833-0j -4.46352e-05-0j -0.000800649-0j -0.000222403-0j 0.00604536-0j -2.60372e-05-0j 4.68966e-07-0j 0.000503789-0j 0.00352646-0j -2.95085e-07-0j 0.000293877-0j -1.72133e-07-0j 
3.26923e-05-0j -0.000829049-0j -0.302704-0j -2.75279e-05-0j 0.00065816-0j -2.80955e-06-0j -0.00781289-0j 0.0877436-0j 1.79785e-05-0j -1.81539e-05-0j -0.000416197-0j 0.000420257-0j 2.36888e-06-0j -2.39199e-06-0j 0.00465803-0j -4.24779e-05-0j -0.00470348-0j 4.28923e-05-0j -0.0219339-0j 0.0221479-0j -0.0104488-0j 0.0105508-0j 1.33584e-05-0j -1.59574e-05-0j 8.65756e-06-0j -0.000302994-0j 0.000361944-0j 1.6698e-06-0j -0.00019637-0j 1.1132e-06-0j 0.00328339-0j -1.99467e-06-0j -1.32978e-06-0j -3.99229e-05-0j 1.08219e-06-0j -0.0039222-0j 9.83938e-08-0j 7.21463e-07-0j -0.0145767-0j 0.00212797-0j 0.00033511-0j 4.76902e-05-0j -1.17537e-07-0j -2.5874e-05-0j 0.0174128-0j -0.00532239-0j 6.37689e-08-0j -0.000400308-0j -0.00944718-0j -0.00100756-0j 0.0063579-0j 0.000217185-0j 0.00120358-0j -0.00344944-0j -0.000652996-0j 
-0.238794-0j 0.000292409-0j 2.43674e-05-0j 2.49979e-05-0j -0.000601464-0j 2.55134e-06-0j 5.20789e-07-0j 3.06878e-08-0j 0.00090965-0j -0.000887229-0j 0.000146794-0j -0.000143176-0j -0.017303-0j 0.0168765-0j -0.00249747-0j 1.49821e-05-0j 0.00243591-0j -1.46128e-05-0j 1.76566e-06-0j -1.72214e-06-0j 8.05909e-08-0j -7.86046e-08-0j -0.00333429-0j 1.44908e-05-0j -0.000950402-0j -0.000527197-0j 2.29119e-06-0j -0.000416786-0j -0.000150272-0j 0.0805028-0j -6.01579e-05-0j 1.81135e-06-0j -0.000349864-0j 0.0100281-0j -0.0001188-0j 2.61445e-07-0j -2.45594e-05-0j 0.0229465-0j 0.000835677-0j -1.71473e-05-0j -6.13984e-06-0j -4.3582e-05-0j 1.06735e-07-0j 0.00285841-0j -3.63184e-06-0j -5.11653e-07-0j -7.00038e-06-0j 2.66836e-08-0j 0.000238201-0j -1.90682e-08-0j 2.22364e-09-0j -1.75009e-06-0j 8.287e-11-0j -1.45841e-07-0j -5.43518e-09-0j 
