-0.38487-0j -0.00831314-0j -0.325342-0j 0.315702-0j -0.296996-0j -0.007274-0j -0.00484933-0j 0.416036-0j -0.212184-0j 0.291182-0j -0.00300037-0j 0.365269-0j 0.297231-0j 0.269976-0j 0.0894371-0j -0.0519308-0j -0.00111019-0j -0.0428407-0j 0.0415712-0j -0.0383179-0j -0.0262345-0j -0.000938479-0j 0.0536763-0j -0.000856711-0j -0.0265063-0j -0.0249904-0j 0.0363748-0j 0.0242499-0j 0.04563-0j -0.000612064-0j -0.00773101-0j 0.0495073-0j 0.0150039-0j 0.031797-0j 0.0325996-0j 0.0200994-0j 0.00537914-0j -0.0345988-0j -0.0049939-0j -0.000733862-0j -0.000105924-0j -0.0280282-0j -0.00404552-0j 0.0271977-0j 0.00392565-0j -0.0247186-0j -0.00356782-0j -0.0234501-0j -0.000605405-0j -0.00338473-0j -8.73827e-05-0j 0.0346261-0j 0.00499785-0j -0.000541491-0j -0.000370734-0j -0.0167535-0j -7.81575e-05-0j -5.35108e-05-0j -0.00241817-0j 0.022991-0j -0.0216287-0j 0.00331847-0j 0.0288408-0j -0.00832491-0j -0.00312184-0j 0.0209878-0j 0.00416281-0j -0.0012016-0j -0.000374575-0j 0.00302933-0j -0.000353153-0j -5.40653e-05-0j 0.0302979-0j -0.0089214-0j -5.09733e-05-0j 0.0201986-0j 0.00437312-0j 0.0194594-0j -0.00128769-0j 0.0149944-0j 0.00291541-0j 0.00280872-0j -0.000109251-0j 0.0266008-0j 0.00216426-0j -1.5769e-05-0j 0.0124972-0j 0.00383949-0j 0.0115971-0j 0.00180382-0j 0.0139024-0j 0.0016739-0j 0.00651327-0j 0.00200664-0j 0.000940109-0j 0.00146363-0j 0.000211256-0j 
-2.00335e-05-0j -4.3272e-07-0j 1.62854e-05-0j 1.64331e-05-0j 3.0058e-05-0j 3.64108e-07-0j 1.23399e-06-0j 2.16557e-05-0j -6.27761e-05-0j 2.83393e-05-0j 7.62915e-07-0j -3.69677e-05-0j -4.5228e-05-0j -1.3514e-05-0j 4.65543e-06-0j 0.000386792-0j 8.26896e-06-0j -0.000306849-0j -0.000309632-0j -0.000554909-0j 0.0001954-0j -6.72192e-06-0j -0.000399793-0j -1.24066e-05-0j -0.000577132-0j 0.000875044-0j 0.000260537-0j 0.000882979-0j -0.000339862-0j 2.59113e-05-0j -0.000394242-0j -0.000689454-0j 0.000545902-0j 0.000460475-0j 0.000709803-0j 0.000143963-0j -4.0065e-05-0j 0.000171308-0j -0.00352335-0j 3.63355e-06-0j -7.47325e-05-0j -0.000133453-0j 0.00274477-0j -0.000134663-0j 0.00276966-0j -0.000237962-0j 0.00489425-0j 0.000116108-0j -2.88256e-06-0j -0.00238803-0j 5.92867e-05-0j -0.000171443-0j 0.00352614-0j -5.21286e-06-0j 1.8356e-06-0j -0.000242491-0j 0.000107215-0j -3.77535e-05-0j 0.0049874-0j 0.000109469-0j 0.000200231-0j -0.00225148-0j -0.000142799-0j -0.000322866-0j -0.00411822-0j 0.000202047-0j 0.00293699-0j 0.00664049-0j -5.42162e-06-0j -0.00415557-0j 8.22023e-06-0j 0.000111508-0j 0.00014426-0j 0.000419544-0j -0.000169068-0j 0.000488906-0j -0.00296704-0j -9.63486e-05-0j -0.0086289-0j -0.000421975-0j -0.0100555-0j 0.00198164-0j -3.70354e-06-0j -0.00024626-0j 0.00867891-0j 7.6172e-05-0j 0.000302267-0j 0.00506492-0j 0.000111644-0j -0.00621682-0j 0.000201224-0j -0.00229622-0j 3.10121e-05-0j -0.00413865-0j -0.000637837-0j -7.24681e-06-0j 0.000149048-0j 
-0.00049082-0j 0.00156451-0j 0.000398992-0j -0.00196524-0j -0.000378755-0j -0.00131645-0j 0.000912633-0j -0.00033453-0j 0.00079103-0j 0.00174308-0j -0.00275834-0j 0.00219472-0j 0.000698666-0j -0.00157515-0j -0.00389218-0j -6.62266e-05-0j 0.000208936-0j 5.25388e-05-0j -0.00025878-0j -4.88663e-05-0j -3.34565e-05-0j -0.000169846-0j -4.31605e-05-0j 0.000161231-0j 9.88166e-05-0j 3.06476e-05-0j 0.000217749-0j -0.000150955-0j 0.000274168-0j -0.000336731-0j 6.75023e-05-0j 3.82815e-05-0j 0.000456248-0j 0.000192916-0j -0.000572601-0j 0.000155004-0j -0.000579134-0j 0.00419705-0j -6.36866e-06-0j -0.0131372-0j 1.99346e-05-0j -0.0032696-0j 4.96133e-06-0j 0.0161044-0j -2.44371e-05-0j 0.00299851-0j -4.54999e-06-0j 0.00284464-0j 0.010422-0j -4.3165e-06-0j -1.58145e-05-0j 0.0026484-0j -4.01871e-06-0j -0.0096935-0j -0.00663668-0j -0.00594104-0j 1.47091e-05-0j 1.00706e-05-0j 9.01502e-06-0j -0.0130914-0j -0.00252307-0j 1.98651e-05-0j -0.0164835-0j 0.00100986-0j 3.82855e-06-0j 0.0124274-0j 2.50123e-05-0j -1.53238e-06-0j 0.019602-0j -1.88576e-05-0j 0.0060795-0j -2.97444e-05-0j -0.00222847-0j -0.00528659-0j -9.22513e-06-0j 0.0015449-0j 3.38151e-06-0j -0.0112302-0j 8.02194e-06-0j -0.0259547-0j -2.34425e-06-0j 1.70408e-05-0j 0.0133903-0j 0.0146201-0j 3.93841e-05-0j -2.03186e-05-0j -0.0046693-0j -2.21848e-05-0j 0.00884645-0j 7.08527e-06-0j 0.0234542-0j -1.34237e-05-0j -0.0259278-0j -3.55897e-05-0j 3.93432e-05-0j 0.0289123-0j -4.38719e-05-0j 
-0.000121446-0j 0.00012729-0j 0.000300112-0j 0.000103645-0j -9.37175e-05-0j -0.000325593-0j 7.42525e-05-0j -5.97742e-05-0j -5.68803e-05-0j -0.000279452-0j 0.000565928-0j -0.000184998-0j -3.6279e-05-0j 0.000664826-0j -0.000133039-0j 0.00155774-0j -0.00161595-0j -0.00375663-0j -0.00129737-0j 0.0011494-0j 0.000786941-0j 0.00399325-0j 0.000733103-0j -0.00124699-0j 0.000675458-0j -0.00219137-0j 0.00331852-0j -0.000756798-0j 0.00219686-0j -0.00075684-0j 0.00730113-0j -0.00197662-0j -0.00576807-0j 0.00254622-0j 0.00133335-0j -0.0065216-0j 0.000922658-0j -1.09177e-05-0j -0.0069694-0j 1.12368e-05-0j 0.00717312-0j 2.58546e-05-0j 0.0165045-0j 8.929e-06-0j 0.0056999-0j -7.79998e-06-0j -0.00497918-0j -7.39971e-06-0j -2.70987e-05-0j -0.00472366-0j -0.0172987-0j -4.97493e-06-0j -0.00317579-0j 8.29126e-06-0j 5.67664e-06-0j -4.49114e-06-0j 0.00529279-0j 0.00362373-0j -0.00286695-0j -2.20649e-05-0j 1.99514e-05-0j -0.0140853-0j -1.4607e-05-0j -2.62694e-06-0j 0.0127362-0j 6.89031e-06-0j -0.00932449-0j -0.00167693-0j 4.87245e-06-0j 0.00439848-0j -1.58076e-05-0j 0.00311037-0j 1.27253e-05-0j -3.46785e-05-0j -0.0100909-0j -2.90204e-06-0j 0.00812329-0j -1.63923e-05-0j -0.0221373-0j 4.18196e-06-0j -0.00185254-0j -0.0104641-0j 5.2667e-05-0j 3.93841e-05-0j 0.00266959-0j 0.0336204-0j -2.21184e-05-0j 0.0251411-0j -1.35409e-05-0j -0.0141195-0j -9.94902e-06-0j -0.00864397-0j 2.83226e-05-0j -0.00635104-0j 0.0180799-0j -3.10194e-06-0j -0.00198015-0j 
-7.0829e-06-0j -7.72969e-06-0j 2.9248e-05-0j -6.04944e-06-0j -5.46571e-06-0j 3.30392e-05-0j -4.50898e-06-0j -3.94536e-06-0j -4.81023e-05-0j 2.72559e-05-0j -2.04186e-05-0j -2.30146e-06-0j -3.47221e-05-0j 6.22158e-06-0j -2.80808e-07-0j 0.000136752-0j 0.000147709-0j -0.000551091-0j 0.000113983-0j 0.000100904-0j 6.90844e-05-0j -0.000609946-0j 7.28365e-05-0j 0.000113983-0j 0.000859833-0j -0.00032147-0j -0.000487202-0j 6.64903e-05-0j 4.11388e-05-0j 0.00100314-0j -0.00132685-0j -0.000328167-0j 0.000301096-0j 2.14641e-05-0j 0.000362052-0j -5.29688e-05-0j 2.07042e-06-0j 6.05665e-05-0j -0.00124569-0j 6.49062e-05-0j -0.00133495-0j -0.000239677-0j 0.00492952-0j 4.95729e-05-0j -0.00101958-0j 4.32708e-05-0j -0.000889966-0j 4.10503e-05-0j -0.000261564-0j -0.000844295-0j 0.00537967-0j 3.12345e-05-0j -0.000642411-0j 4.7892e-05-0j 3.27894e-05-0j 0.000361273-0j -0.000985011-0j -0.000674391-0j -0.00743043-0j -0.000204706-0j -0.000184953-0j 0.00421026-0j 1.72851e-05-0j 1.45731e-05-0j 0.003804-0j 3.82543e-05-0j -0.000355509-0j -0.000299729-0j 0.000408101-0j -0.00078679-0j -0.000152579-0j -0.00839356-0j -0.000133506-0j 0.000114303-0j 0.00313814-0j 1.82201e-05-0j 0.00274587-0j 8.73213e-06-0j -0.00235092-0j 0.000336666-0j -0.00037474-0j -0.000179597-0j -0.00062976-0j -7.78788e-05-0j -0.00692434-0j 0.0129525-0j 8.25085e-05-0j 0.00160176-0j 4.15902e-06-0j -0.00169698-0j 7.68493e-05-0j -8.55401e-05-0j -9.50222e-06-0j -0.00158059-0j 0.000195435-0j 3.27561e-07-0j -6.73705e-06-0j 
-0.000105176-0j 0.000110236-0j 0.000259905-0j 8.97592e-05-0j -8.11617e-05-0j -0.000281972-0j 6.43046e-05-0j -5.1766e-05-0j -4.92598e-05-0j -0.000242013-0j 0.000490108-0j -0.000160213-0j -3.14185e-05-0j 0.000575756-0j -0.000115215-0j 0.000667425-0j -0.000692364-0j -0.00160956-0j -0.000555867-0j 0.000492469-0j 0.000337171-0j 0.00171094-0j 0.000314103-0j -0.000534282-0j 0.000289405-0j -0.000938909-0j 0.00142184-0j -0.000324256-0j 0.000941263-0j -0.000324274-0j 0.00312822-0j -0.0008469-0j -0.00247137-0j 0.00109095-0j 0.000571285-0j -0.00279423-0j 0.00039532-0j 0.00180819-0j 0.00012973-0j -0.00186104-0j -0.000133522-0j -0.00428204-0j -0.000307219-0j -0.00147882-0j -0.000106099-0j 0.00129183-0j 9.26836e-05-0j 0.00122554-0j 0.00448808-0j 8.79274e-05-0j 0.000322001-0j 0.000823948-0j 5.91148e-05-0j -0.0013732-0j -0.000940164-0j 0.000743822-0j -9.85213e-05-0j -6.74529e-05-0j 5.33661e-05-0j 0.00365439-0j -0.00330436-0j 0.000262187-0j 0.00241921-0j 0.000435073-0j -0.000237074-0j -0.00114117-0j 0.000173568-0j 3.12147e-05-0j -0.000806975-0j -8.18744e-05-0j 0.00261805-0j -5.78971e-05-0j -0.00210756-0j 0.00574345-0j 0.000187834-0j 0.000480636-0j -0.000151209-0j 0.00271489-0j 0.000412069-0j -0.000692616-0j 3.44836e-05-0j 0.000194782-0j -0.00872271-0j -0.00652278-0j -4.96923e-05-0j -0.000625818-0j 0.00366325-0j -0.000467983-0j 0.00224265-0j 0.000262823-0j 0.00164776-0j 0.000160901-0j -0.00469078-0j 0.00011822-0j -0.000336544-0j 0.000513743-0j 3.6859e-05-0j 
1.16862e-05-0j -2.47494e-05-0j 9.87869e-06-0j 8.81922e-06-0j -1.75338e-05-0j -2.16557e-05-0j 7.0578e-05-0j 2.48788e-05-0j -1.25268e-05-0j -1.58156e-05-0j -8.93253e-06-0j -9.03379e-06-0j 1.77743e-05-0j -2.63977e-05-0j -4.46161e-05-0j -0.000225629-0j 0.000472943-0j -0.000186134-0j -0.000166172-0j 0.000323697-0j -0.000113983-0j 0.000399793-0j -0.000459295-0j -0.000709598-0j -0.000115165-0j 0.0005308-0j -0.0001454-0j 0.000473873-0j -8.3052e-05-0j -0.000506961-0j -3.35897e-05-0j 0.000823657-0j -5.99745e-05-0j -0.000864979-0j -5.93352e-05-0j 0.000772618-0j 0.000606518-0j -9.99296e-05-0j 0.00205529-0j 0.000207821-0j -0.00427432-0j -8.09523e-05-0j 0.00166497-0j -7.22703e-05-0j 0.00148641-0j 0.000138811-0j -0.00285498-0j -6.77295e-05-0j 0.000171443-0j 0.00139302-0j -0.00352614-0j -0.00019696-0j 0.00405094-0j -0.000298149-0j 0.000104987-0j -4.83883e-05-0j 0.00613214-0j -0.00215931-0j 0.000995219-0j -6.10923e-05-0j 0.00012146-0j 0.00125651-0j -3.48957e-05-0j 0.000188338-0j -0.00249811-0j 0.000108434-0j 0.000717711-0j -0.00387362-0j 0.000106075-0j -0.00223019-0j -0.000488906-0j -0.00218169-0j -0.00017234-0j 5.00996e-05-0j 0.0100555-0j 0.000561672-0j 0.00354457-0j 0.000180986-0j -0.00103042-0j 7.74687e-05-0j -0.0115521-0j -0.0037224-0j 3.09386e-05-0j 6.25787e-05-0j -0.00159332-0j -0.000636325-0j -7.10865e-05-0j -0.00128708-0j -0.000576187-0j 0.00146206-0j 0.000129303-0j 0.0118506-0j 0.000309063-0j -0.00265941-0j -0.00635661-0j 0.000158131-0j -0.00325234-0j 
7.08437e-05-0j -0.000225818-0j -5.75896e-05-0j 0.000283658-0j 5.46685e-05-0j 0.000190013-0j -0.000131727-0j 4.82852e-05-0j -0.000114175-0j -0.000251592-0j 0.000398133-0j -0.000316781-0j -0.000100844-0j 0.000227354-0j 0.000561788-0j -0.000908681-0j 0.00286676-0j 0.000720873-0j -0.00355067-0j -0.000670484-0j -0.000459049-0j -0.00233042-0j -0.000592195-0j 0.00221221-0j 0.00135584-0j 0.000420509-0j 0.00298768-0j -0.00207122-0j 0.0037618-0j -0.00462021-0j 0.000926184-0j 0.000525252-0j 0.00626007-0j 0.00264695-0j -0.00785653-0j 0.00212678-0j -0.00794617-0j 6.36866e-06-0j 0.00406548-0j -1.99346e-05-0j -0.0127254-0j -4.96133e-06-0j -0.00316711-0j 2.44371e-05-0j 0.0155996-0j 4.54999e-06-0j 0.00290452-0j 4.3165e-06-0j 1.58145e-05-0j 0.00275547-0j 0.0100953-0j 4.01871e-06-0j 0.00256538-0j -1.47091e-05-0j -1.00706e-05-0j -9.01502e-06-0j -0.00938964-0j -0.00642865-0j -0.00575481-0j -1.98651e-05-0j -3.82855e-06-0j -0.0126811-0j -2.50123e-05-0j 1.53238e-06-0j -0.00244398-0j 1.88576e-05-0j -0.0159668-0j 0.000978207-0j 2.97444e-05-0j 0.0120379-0j 9.22513e-06-0j 0.0189876-0j -3.38151e-06-0j -8.02194e-06-0j 0.00588893-0j 2.34425e-06-0j -0.00215862-0j -1.70408e-05-0j -0.00512087-0j -3.93841e-05-0j 0.00149647-0j -0.0108781-0j 2.03186e-05-0j 2.21848e-05-0j -0.0251411-0j 0.0129705-0j -7.08527e-06-0j 0.0141619-0j 1.34237e-05-0j -0.00452294-0j 3.55897e-05-0j 0.00856914-0j -3.93432e-05-0j 0.022719-0j -0.025115-0j 4.38719e-05-0j 0.028006-0j 
0.000128042-0j -0.00068208-0j 0.000108238-0j 0.00197523-0j 9.88075e-05-0j -0.00059682-0j -0.00039788-0j -0.00308015-0j 7.05915e-05-0j 0.00182181-0j -0.000246176-0j 0.00127706-0j -0.00220057-0j 0.00321981-0j -0.00492473-0j 1.72768e-05-0j -9.10895e-05-0j 1.42527e-05-0j 0.000260095-0j 1.2748e-05-0j 8.72794e-06-0j -7.70007e-05-0j -0.000397396-0j -7.02917e-05-0j 8.81839e-06-0j 8.31406e-06-0j 0.000227583-0j 0.000151722-0j 0.000159533-0j -5.02188e-05-0j 2.57203e-06-0j -0.000366531-0j 9.38734e-05-0j 0.00037922-0j 0.000113976-0j -0.000202294-0j -0.000237465-0j -0.0010949-0j 1.66142e-06-0j 0.00572743-0j -8.69089e-06-0j -0.000886972-0j 1.3459e-06-0j -0.0161863-0j 2.45613e-05-0j -0.000782236-0j 1.18698e-06-0j -0.000742094-0j 0.00472489-0j 1.12606e-06-0j -7.16961e-06-0j 0.0243848-0j -3.70019e-05-0j 0.00422607-0j 0.00289339-0j -0.000530178-0j -6.4127e-06-0j -4.39047e-06-0j 8.045e-07-0j -0.0136827-0j -0.000684457-0j 2.07624e-05-0j -0.0095914-0j -0.000263447-0j 1.0386e-06-0j -0.0124906-0j 1.45541e-05-0j 3.99759e-07-0j 0.00292338-0j 1.89534e-05-0j 0.00275618-0j -4.43597e-06-0j 0.0213367-0j -0.000282324-0j -4.18228e-06-0j 0.0142245-0j -3.23767e-05-0j -0.0220755-0j 4.28402e-07-0j -0.00892369-0j -2.15845e-05-0j 3.34976e-05-0j 0.000852651-0j -0.00884645-0j 1.35409e-05-0j -1.29383e-06-0j 0.00880096-0j 1.34237e-05-0j 0.0111026-0j -1.33547e-05-0j -0.0157715-0j -1.68472e-05-0j 0.0341145-0j 2.39319e-05-0j -5.17658e-05-0j -0.0291332-0j 4.42071e-05-0j 
9.14398e-07-0j 1.97509e-08-0j -7.43323e-07-0j -7.50064e-07-0j -1.37195e-06-0j -1.66192e-08-0j -5.63237e-08-0j -9.88444e-07-0j 2.86533e-06-0j -1.29351e-06-0j -3.48221e-08-0j 1.68734e-06-0j 2.06437e-06-0j 6.16825e-07-0j -2.1249e-07-0j -2.95065e-05-0j -6.308e-07-0j 2.34081e-05-0j 2.36203e-05-0j 4.23314e-05-0j -1.49061e-05-0j 5.12783e-07-0j 3.04983e-05-0j 9.46444e-07-0j 4.40266e-05-0j -6.67529e-05-0j -1.98751e-05-0j -6.73583e-05-0j 2.59265e-05-0j -1.97665e-06-0j 3.00749e-05-0j 5.25952e-05-0j -4.16443e-05-0j -3.51275e-05-0j -5.41475e-05-0j -1.09823e-05-0j 3.05637e-06-0j 8.22019e-08-0j 0.000541732-0j 1.74355e-09-0j 1.14905e-05-0j -6.40372e-08-0j -0.000422022-0j -6.46179e-08-0j -0.000425849-0j -1.14186e-07-0j -0.000752514-0j 5.57142e-08-0j -1.38319e-09-0j 0.000367171-0j -9.11561e-06-0j -8.22669e-08-0j -0.00054216-0j -2.50138e-09-0j 8.80812e-10-0j -1.16359e-07-0j -1.64848e-05-0j 5.80478e-06-0j -0.000766837-0j 5.25285e-08-0j 9.60806e-08-0j 0.000346176-0j -6.85218e-08-0j -1.54927e-07-0j 0.000633196-0j 9.69519e-08-0j -0.000451576-0j -0.00102101-0j -2.60156e-09-0j 0.000638938-0j 3.94446e-09-0j -1.71449e-05-0j 6.92228e-08-0j 2.01317e-07-0j 2.5995e-05-0j 2.34601e-07-0j 0.000456196-0j -4.62327e-08-0j 0.00132673-0j -2.02484e-07-0j 0.00154608-0j -0.000304686-0j -1.77714e-09-0j -1.18168e-07-0j -0.00133442-0j -1.17118e-05-0j 1.45042e-07-0j -0.000778756-0j 5.35722e-08-0j 0.000955865-0j 9.65572e-08-0j 0.000353054-0j 1.48811e-08-0j 0.000636337-0j 9.80705e-05-0j -3.47737e-09-0j -2.29168e-05-0j 
6.13525e-05-0j -0.000195564-0j -4.9874e-05-0j 0.000245655-0j 4.73443e-05-0j 0.000164556-0j -0.000114079-0j 4.18162e-05-0j -9.88787e-05-0j -0.000217885-0j 0.000344793-0j -0.00027434-0j -8.73333e-05-0j 0.000196894-0j 0.000486523-0j -0.000389331-0j 0.00122828-0j 0.000308864-0j -0.00152131-0j -0.000287274-0j -0.000196683-0j -0.000998484-0j -0.000253731-0j 0.000947839-0j 0.00058092-0j 0.00018017-0j 0.00128009-0j -0.000887431-0j 0.00161177-0j -0.00197956-0j 0.000396831-0j 0.000225048-0j 0.00268218-0j 0.00113411-0j -0.00336619-0j 0.000911233-0j -0.0034046-0j -0.00105478-0j -7.56758e-05-0j 0.00330157-0j 0.000236874-0j 0.000821696-0j 5.89532e-05-0j -0.00404727-0j -0.000290375-0j -0.000753569-0j -5.40654e-05-0j -0.000714898-0j -0.0026192-0j -5.1291e-05-0j -0.000187916-0j -0.000665579-0j -4.77525e-05-0j 0.00243611-0j 0.00166789-0j 0.00149307-0j 0.000174781-0j 0.000119664-0j 0.000107121-0j 0.00329006-0j 0.000634084-0j 0.000236048-0j 0.00414253-0j -0.000253793-0j 4.54929e-05-0j -0.00312319-0j 0.00029721-0j -1.82086e-05-0j -0.00492627-0j -0.000224076-0j -0.00152786-0j -0.000353439-0j 0.000560046-0j 0.00132859-0j -0.000109618-0j -0.000388255-0j 4.0181e-05-0j 0.0028223-0j 9.53211e-05-0j 0.00652278-0j -2.78557e-05-0j 0.000202488-0j -0.00336517-0j -0.00367425-0j 0.000467983-0j -0.000241437-0j 0.00117346-0j -0.000263612-0j -0.00222324-0j 8.4191e-05-0j -0.00589437-0j -0.000159508-0j 0.00651601-0j -0.000422897-0j 0.000467497-0j -0.00726607-0j -0.00052131-0j 
3.23289e-07-0j 3.5281e-07-0j -1.33498e-06-0j 2.76118e-07-0j 2.49475e-07-0j -1.50803e-06-0j 2.05806e-07-0j 1.8008e-07-0j 2.19556e-06-0j -1.24406e-06-0j 9.31977e-07-0j 1.05047e-07-0j 1.58484e-06-0j -2.83975e-07-0j 1.28171e-08-0j -1.04321e-05-0j -1.1268e-05-0j 4.20401e-05-0j -8.69525e-06-0j -7.6975e-06-0j -5.27012e-06-0j 4.65299e-05-0j -5.55635e-06-0j -8.69525e-06-0j -6.55926e-05-0j 2.45234e-05-0j 3.71663e-05-0j -5.07223e-06-0j -3.13828e-06-0j -7.65247e-05-0j 0.000101219-0j 2.50343e-05-0j -2.29692e-05-0j -1.6374e-06-0j -2.76192e-05-0j 4.04074e-06-0j -1.57943e-07-0j 2.90628e-08-0j 0.000191531-0j 3.11452e-08-0j 0.000205255-0j -1.15009e-07-0j -0.000757937-0j 2.37875e-08-0j 0.000156766-0j 2.07634e-08-0j 0.000136836-0j 1.96979e-08-0j -1.25511e-07-0j 0.000129814-0j -0.00082715-0j 1.49878e-08-0j 9.87737e-05-0j 2.29809e-08-0j 1.5734e-08-0j 1.73356e-07-0j 0.00015145-0j 0.000103691-0j 0.00114246-0j -9.82279e-08-0j -8.87497e-08-0j -0.000647347-0j 8.29425e-09-0j 6.99287e-09-0j -0.000584883-0j 1.83563e-08-0j 5.46612e-05-0j 4.60848e-05-0j 1.95827e-07-0j 0.000120973-0j -7.32147e-08-0j 0.00129055-0j -6.40629e-08-0j 5.48483e-08-0j -0.000482504-0j 8.74291e-09-0j -0.000422191-0j 4.1901e-09-0j 0.000361464-0j 1.61549e-07-0j 5.7618e-05-0j 2.76138e-05-0j -3.0219e-07-0j -3.737e-08-0j 0.00106465-0j -0.00199151-0j 3.95916e-08-0j -0.000246278-0j 1.9957e-09-0j 0.000260919-0j 3.6876e-08-0j 1.31522e-05-0j -4.55963e-09-0j 0.000243022-0j -3.00491e-05-0j 1.5718e-10-0j 1.03585e-06-0j 
1.23951e-05-0j -1.29915e-05-0j -3.06301e-05-0j -1.05782e-05-0j 9.565e-06-0j 3.32307e-05-0j -7.57837e-06-0j 6.10068e-06-0j 5.80532e-06-0j 2.85215e-05-0j -5.77598e-05-0j 1.88813e-05-0j 3.70271e-06-0j -6.78535e-05-0j 1.35782e-05-0j -0.000239315-0j 0.000248258-0j 0.000577132-0j 0.000199315-0j -0.000176582-0j -0.000120898-0j -0.000613482-0j -0.000112627-0j 0.000191575-0j -0.000103771-0j 0.00033666-0j -0.000509824-0j 0.000116267-0j -0.000337504-0j 0.000116273-0j -0.00112167-0j 0.000303669-0j 0.000886148-0j -0.000391175-0j -0.000204843-0j 0.00100191-0j -0.000141748-0j -0.000105991-0j 0.00217996-0j 0.00010909-0j -0.00224368-0j 0.000251002-0j -0.00516245-0j 8.66847e-05-0j -0.00178287-0j -7.57239e-05-0j 0.00155744-0j -7.1838e-05-0j -0.00026308-0j 0.00147752-0j 0.00541085-0j -4.82977e-05-0j 0.000993355-0j 8.04934e-05-0j 5.511e-05-0j -4.36009e-05-0j -0.00165553-0j -0.00113347-0j 0.000896755-0j -0.000214211-0j 0.000193693-0j 0.00440575-0j -0.000141808-0j -2.55029e-05-0j -0.00398375-0j 6.68926e-05-0j 0.00291661-0j 0.000524526-0j 4.73028e-05-0j -0.0013758-0j -0.000153463-0j -0.000972894-0j 0.00012354-0j -0.000336666-0j 0.00315633-0j -2.81737e-05-0j -0.00254089-0j -0.00015914-0j 0.00692434-0j 4.05994e-05-0j 0.000579457-0j 0.00327308-0j 0.000511303-0j 0.000382349-0j -0.000835022-0j -0.0105161-0j -0.00021473-0j -0.0078639-0j -0.000131458-0j 0.00441643-0j -9.65873e-05-0j 0.00270375-0j 0.000274962-0j 0.00198654-0j -0.00565523-0j -3.01143e-05-0j 0.000619372-0j 
-1.84813e-05-0j 9.84498e-05-0j -1.56228e-05-0j -0.000285099-0j -1.42616e-05-0j 8.61436e-05-0j 5.7429e-05-0j 0.000444581-0j -1.0189e-05-0j -0.000262956-0j 3.55324e-05-0j -0.000184328-0j 0.000317624-0j -0.00046474-0j 0.000710824-0j 0.000237052-0j -0.00124982-0j 0.000195558-0j 0.00356871-0j 0.000174912-0j 0.000119754-0j -0.00105651-0j -0.00545258-0j -0.000964457-0j 0.000120995-0j 0.000114075-0j 0.00312262-0j 0.00208175-0j 0.00218891-0j -0.000689042-0j 3.52903e-05-0j -0.00502908-0j 0.00128802-0j 0.0052032-0j 0.00156384-0j -0.00277563-0j -0.0032582-0j -1.66142e-06-0j -0.00106058-0j 8.69089e-06-0j 0.0055479-0j -1.3459e-06-0j -0.000859169-0j -2.45613e-05-0j -0.0156789-0j -1.18698e-06-0j -0.000757716-0j -1.12606e-06-0j 7.16961e-06-0j -0.000718832-0j 0.00457678-0j 3.70019e-05-0j 0.0236205-0j 6.4127e-06-0j 4.39047e-06-0j -8.045e-07-0j 0.0040936-0j 0.00280269-0j -0.000513559-0j -2.07624e-05-0j -1.0386e-06-0j -0.0132538-0j -1.45541e-05-0j -3.99759e-07-0j -0.000663001-0j -1.89534e-05-0j -0.00929075-0j -0.000255189-0j 4.43597e-06-0j -0.012099-0j 4.18228e-06-0j 0.00283174-0j 3.23767e-05-0j -4.28402e-07-0j 0.00266979-0j 2.15845e-05-0j 0.0206679-0j -3.34976e-05-0j -0.000273474-0j -1.35409e-05-0j 0.0137786-0j -0.0213835-0j 1.29383e-06-0j -1.34237e-05-0j -0.00864397-0j 0.000825924-0j 1.33547e-05-0j -0.00856914-0j 1.68472e-05-0j 0.00852508-0j -2.39319e-05-0j 0.0107546-0j 5.17658e-05-0j -0.0152771-0j 0.0330451-0j -4.42071e-05-0j -0.0282199-0j 
