-0.38487-0j -0.00831314-0j -0.325342-0j 0.315702-0j -0.296996-0j -0.007274-0j -0.00484933-0j 0.416036-0j -0.212184-0j 0.291182-0j -0.00300037-0j 0.365269-0j 0.297231-0j 0.269976-0j 0.0894371-0j -0.0519308-0j -0.00111019-0j -0.0428407-0j 0.0415712-0j -0.0383179-0j -0.0262345-0j -0.000938479-0j 0.0536763-0j -0.000856711-0j -0.0265063-0j -0.0249904-0j 0.0363748-0j 0.0242499-0j 0.04563-0j -0.000612064-0j -0.00773101-0j 0.0495073-0j 0.0150039-0j 0.031797-0j 0.0325996-0j 0.0200994-0j 0.00537914-0j -0.0345988-0j -0.0049939-0j -0.000733862-0j -0.000105924-0j -0.0280282-0j -0.00404552-0j 0.0271977-0j 0.00392565-0j -0.0247186-0j -0.00356782-0j -0.0234501-0j -0.000605405-0j -0.00338473-0j -8.73827e-05-0j 0.0346261-0j 0.00499785-0j -0.000541491-0j -0.000370734-0j -0.0167535-0j -7.81575e-05-0j -5.35108e-05-0j -0.00241817-0j 0.022991-0j -0.0216287-0j 0.00331847-0j 0.0288408-0j -0.00832491-0j -0.00312184-0j 0.0209878-0j 0.00416281-0j -0.0012016-0j -0.000374575-0j 0.00302933-0j -0.000353153-0j -5.40653e-05-0j 0.0302979-0j -0.0089214-0j -5.09733e-05-0j 0.0201986-0j 0.00437312-0j 0.0194594-0j -0.00128769-0j 0.0149944-0j 0.00291541-0j 0.00280872-0j -0.000109251-0j 0.0266008-0j 0.00216426-0j -1.5769e-05-0j 0.0124972-0j 0.00383949-0j 0.0115971-0j 0.00180382-0j 0.0139024-0j 0.0016739-0j 0.00651327-0j 0.00200664-0j 0.000940109-0j 0.00146363-0j 0.000211256-0j 
8.95737e-07-0j -4.78967e-06-0j 7.57194e-07-0j 7.65041e-07-0j 6.9122e-07-0j 8.55341e-07-0j 5.70228e-07-0j 4.98949e-07-0j 4.93832e-07-0j 7.05621e-07-0j 3.5281e-07-0j 2.91054e-07-0j 3.56466e-07-0j 1.61069e-07-0j 3.55123e-08-0j -2.89043e-05-0j -3.12203e-05-0j 0.000116834-0j 0.000118045-0j -2.13275e-05-0j -1.46019e-05-0j -2.63914e-05-0j -1.5395e-05-0j -2.4092e-05-0j -1.47533e-05-0j -1.39095e-05-0j -2.10805e-05-0j -1.40536e-05-0j -8.69525e-06-0j -1.72121e-05-0j -4.30303e-06-0j -1.41993e-05-0j -8.69525e-06-0j -4.53674e-06-0j -6.21219e-06-0j -2.29188e-06-0j -4.37613e-07-0j 8.05243e-08-0j 0.000530676-0j 8.6294e-08-0j 0.0005687-0j 6.52321e-08-0j 0.000429897-0j 6.59081e-08-0j 0.000434352-0j -2.81879e-07-0j -0.00185766-0j 5.45771e-08-0j -3.48808e-07-0j 0.000359677-0j -0.00229873-0j -2.03471e-07-0j -0.00134093-0j 6.36733e-08-0j 4.35941e-08-0j 3.89918e-08-0j 0.000419624-0j 0.000287297-0j 0.000256966-0j 5.57142e-08-0j 5.03382e-08-0j 0.000367171-0j 2.29809e-08-0j 1.93752e-08-0j 0.000331742-0j 5.08598e-08-0j 0.00015145-0j 0.000127687-0j 4.40459e-08-0j 0.000335179-0j 4.15269e-08-0j 0.000290274-0j 3.6336e-08-0j 2.07634e-08-0j 0.000273673-0j 2.4224e-08-0j 0.000239464-0j 1.16095e-08-0j 0.000136836-0j 3.6336e-08-0j 0.000159642-0j 7.65098e-05-0j 1.28467e-08-0j 2.1196e-08-0j 0.000239464-0j 8.46632e-05-0j 1.49878e-08-0j 0.000139687-0j 5.5295e-09-0j 9.87737e-05-0j 8.29425e-09-0j 3.64408e-05-0j 2.58619e-09-0j 5.46612e-05-0j 1.70436e-05-0j 4.35498e-10-0j 2.87004e-06-0j 
0.00147443-0j 3.18476e-05-0j -0.00487756-0j 0.00473303-0j 0.00113779-0j 2.78666e-05-0j 1.85778e-05-0j -0.00159383-0j 0.000812875-0j -0.00111551-0j 1.14944e-05-0j -0.00139934-0j -0.00113869-0j -0.00103428-0j -0.000342633-0j 0.000198946-0j 4.25314e-06-0j 0.000164122-0j -0.000159259-0j -0.000574465-0j 0.000100504-0j -1.40698e-05-0j 0.00080472-0j 3.28205e-06-0j 0.000101546-0j 9.57381e-05-0j -0.000139352-0j -9.29011e-05-0j -0.000174808-0j 2.34481e-06-0j 2.96175e-05-0j -0.000189662-0j -5.74796e-05-0j -0.000121814-0j -0.000124889-0j -7.70007e-05-0j -2.06074e-05-0j -0.012608-0j 1.91316e-05-0j -0.000267424-0j 4.05793e-07-0j -0.0102137-0j 1.54984e-05-0j 0.00991101-0j -1.50391e-05-0j -0.00900761-0j 1.36683e-05-0j 0.0334412-0j -0.000220614-0j -5.07441e-05-0j 3.34763e-07-0j 0.012618-0j -1.91467e-05-0j 0.000772198-0j -0.000135098-0j 0.0238915-0j -1.17174e-06-0j 2.04999e-07-0j -3.62534e-05-0j -0.0327865-0j -0.00788166-0j 4.97508e-05-0j -0.0411287-0j -0.00303365-0j 1.19597e-05-0j 0.00764811-0j 6.24092e-05-0j 4.60331e-06-0j -0.000136498-0j -1.16053e-05-0j -0.000128691-0j 2.07124e-07-0j 0.0110407-0j -0.00325102-0j 1.95278e-07-0j 0.0073605-0j -1.67534e-05-0j 0.00709112-0j 4.93314e-06-0j 0.00546407-0j -1.11689e-05-0j -1.07602e-05-0j -3.98119e-05-0j 0.0096935-0j -8.29126e-06-0j 6.04111e-08-0j 0.00455408-0j -1.47091e-05-0j 0.00422607-0j -6.91042e-06-0j 0.00506614-0j -6.4127e-06-0j 0.00237348-0j -7.68744e-06-0j -3.60155e-06-0j 0.000533355-0j -8.09321e-07-0j 
0.010321-0j 0.000222933-0j -0.00839007-0j -0.00846616-0j -0.0154856-0j -0.000187585-0j -0.00063574-0j -0.0111568-0j 0.0323416-0j -0.0146001-0j -0.000393046-0j 0.0190454-0j 0.023301-0j 0.00696226-0j -0.00239843-0j 0.00139262-0j 2.9772e-05-0j -0.00110479-0j -0.00111481-0j -0.00199792-0j 0.000703528-0j -2.42019e-05-0j -0.00143943-0j -4.46695e-05-0j -0.00207793-0j 0.00315055-0j 0.00093805-0j 0.00317912-0j -0.00122366-0j 9.32924e-05-0j -0.00141945-0j -0.00248235-0j 0.00196549-0j 0.00165792-0j 0.00255561-0j 0.000518333-0j -0.000144252-0j 0.000927833-0j 0.000133921-0j 1.96799e-05-0j 2.84055e-06-0j -0.000722804-0j -0.000104328-0j -0.000729358-0j -0.000105274-0j -0.00128884-0j -0.000186029-0j 0.000628859-0j -1.56125e-05-0j 9.0768e-05-0j -2.25346e-06-0j -0.000928567-0j -0.000134027-0j -2.82337e-05-0j 9.94194e-06-0j -0.00131337-0j -4.07519e-06-0j 1.435e-06-0j -0.000189569-0j 0.000592902-0j 0.00108449-0j 8.55781e-05-0j -0.000773422-0j -0.0017487-0j 0.000156532-0j 0.00109432-0j -0.000111634-0j -0.000252403-0j -2.93644e-05-0j 0.000157952-0j 4.45222e-05-0j -4.23839e-06-0j 0.000781335-0j 0.00227232-0j 6.42622e-06-0j 0.002648-0j 0.000112776-0j -0.000521841-0j 0.000327981-0j -0.00228549-0j 0.000382206-0j -7.53212e-05-0j -2.0059e-05-0j -0.00133379-0j -0.000329882-0j -2.89527e-06-0j 0.00163713-0j -0.000192516-0j 0.000604682-0j 0.000236299-0j 0.00108987-0j 8.72784e-05-0j 0.000167967-0j 0.000157308-0j 2.42439e-05-0j -3.925e-05-0j -5.66525e-06-0j 
0.00142762-0j 0.00155798-0j -0.00116052-0j 0.00121931-0j -0.00322591-0j 0.00383876-0j 0.000908822-0j -0.00232858-0j -0.00230082-0j -0.00108148-0j -0.00274683-0j 0.000463878-0j -0.00166082-0j -0.000246864-0j 5.65991e-05-0j -0.00905937-0j -0.00978524-0j 0.00718697-0j -0.00755105-0j -0.00668459-0j 0.0313794-0j 0.00795452-0j -0.00482519-0j 0.0221112-0j -0.0395822-0j 0.0041924-0j -0.0186053-0j -0.00440478-0j 0.00798035-0j 0.0157704-0j 0.00923388-0j 0.00427974-0j 0.013313-0j -0.00142193-0j 0.00569183-0j 0.000690784-0j -0.000137159-0j 0.000128339-0j -0.00176091-0j 0.000137534-0j -0.00188708-0j -9.99788e-05-0j 0.00137179-0j 0.000105044-0j -0.00144128-0j 9.16896e-05-0j -0.00125805-0j -0.00025471-0j -0.000109109-0j 0.00349482-0j 0.00149705-0j 6.6185e-05-0j -0.00090811-0j 0.000101482-0j -0.000476385-0j -0.000181667-0j -0.00139241-0j 0.00653638-0j 0.00249261-0j -8.53909e-05-0j 0.000225917-0j 0.00117163-0j 3.66267e-05-0j 3.08799e-05-0j -0.00309975-0j -0.000237361-0j -0.000502547-0j -0.000423696-0j 0.000600916-0j 0.00325678-0j -6.36467e-05-0j -0.00824503-0j 0.000163075-0j -0.000161655-0j 0.000873282-0j 3.86079e-05-0j -0.00223752-0j -5.41814e-05-0j 0.00221803-0j -0.000169294-0j -0.000529731-0j 0.000743411-0j -0.000140184-0j -3.24863e-05-0j 0.00232284-0j 0.00192343-0j -0.000116689-0j 0.000445737-0j 8.81285e-06-0j 0.00160106-0j -3.86438e-05-0j -0.000120919-0j -3.96375e-06-0j 0.000530224-0j 5.43857e-05-0j 6.94091e-07-0j -9.52347e-06-0j 
0.00364904-0j 0.00398226-0j -0.0150683-0j 0.00311661-0j 0.00281588-0j -0.0170215-0j 0.00232298-0j 0.00203261-0j 0.0247819-0j -0.014042-0j 0.0105195-0j 0.00118569-0j 0.0178885-0j -0.0032053-0j 0.000144669-0j 0.000492367-0j 0.000531817-0j -0.00198418-0j 0.000410391-0j 0.0003633-0j 0.000248735-0j -0.00219608-0j 0.000262244-0j 0.000410391-0j 0.00309579-0j -0.00115744-0j -0.00175415-0j 0.000239395-0j 0.000148118-0j 0.00361175-0j -0.00477725-0j -0.00118155-0j 0.00108408-0j 7.72805e-05-0j 0.00130355-0j -0.000190711-0j 7.45445e-06-0j 0.000328039-0j 4.73483e-05-0j 0.000351543-0j 5.07409e-05-0j -0.00129813-0j -0.000187369-0j 0.000268496-0j 3.8754e-05-0j 0.000234362-0j 3.38273e-05-0j 0.000222335-0j -0.00141667-0j 3.20914e-05-0j -0.000204479-0j 0.000169172-0j 2.44178e-05-0j 0.000259391-0j 0.000177593-0j 0.00195672-0j 3.74399e-05-0j 2.56334e-05-0j 0.000282428-0j -0.00110872-0j -0.00100174-0j -0.00016003-0j 9.36193e-05-0j 7.89303e-05-0j -0.000144589-0j 0.000207192-0j 1.35128e-05-0j 1.13926e-05-0j 0.00221035-0j 2.99056e-05-0j -0.000826393-0j 0.000319036-0j -0.000723094-0j 0.000619086-0j -0.00011928-0j 9.86834e-05-0j -0.00010437-0j 4.72947e-05-0j 8.93574e-05-0j 0.00182344-0j 1.42437e-05-0j 6.82641e-06-0j -0.00341089-0j -0.000421805-0j 0.000263191-0j -0.00049232-0j 0.00044688-0j -6.08823e-05-0j 2.2526e-05-0j 6.45016e-05-0j 0.000416229-0j 3.25135e-06-0j -5.14656e-05-0j 6.00774e-05-0j -7.42842e-06-0j 1.77412e-06-0j 2.56073e-07-0j 
-0.000212816-0j -4.5968e-06-0j 0.000704016-0j -0.000683154-0j -0.000164226-0j -4.0222e-06-0j -2.68147e-06-0j 0.00023005-0j -0.000117328-0j 0.000161011-0j -1.65907e-06-0j 0.000201978-0j 0.000164355-0j 0.000149285-0j 4.94548e-05-0j 0.0027297-0j 5.83564e-05-0j 0.00225189-0j -0.00218516-0j -0.00788211-0j 0.00137899-0j -0.000193048-0j 0.0110414-0j 4.50323e-05-0j 0.00139328-0j 0.0013136-0j -0.00191201-0j -0.00127468-0j -0.0023985-0j 3.21726e-05-0j 0.000406374-0j -0.00260231-0j -0.000788665-0j -0.00167138-0j -0.00171357-0j -0.00105651-0j -0.00028275-0j -1.91316e-05-0j -0.0122128-0j -4.05793e-07-0j -0.000259041-0j -1.54984e-05-0j -0.00989351-0j 1.50391e-05-0j 0.00960034-0j -1.36683e-05-0j -0.00872525-0j 5.07441e-05-0j -3.34763e-07-0j 0.0323929-0j -0.000213698-0j 1.91467e-05-0j 0.0122225-0j 1.17174e-06-0j -2.04999e-07-0j 3.62534e-05-0j 0.000747992-0j -0.000130863-0j 0.0231426-0j -4.97508e-05-0j -1.19597e-05-0j -0.0317588-0j -6.24092e-05-0j -4.60331e-06-0j -0.0076346-0j 1.16053e-05-0j -0.0398394-0j -0.00293856-0j -2.07124e-07-0j 0.00740837-0j -1.95278e-07-0j -0.000132219-0j 1.67534e-05-0j -4.93314e-06-0j -0.000124657-0j 1.11689e-05-0j 0.0106947-0j 1.07602e-05-0j -0.00314911-0j 8.29126e-06-0j 0.00712977-0j 0.00686884-0j -6.04111e-08-0j 1.47091e-05-0j 0.00529279-0j -3.85639e-05-0j 6.91042e-06-0j 0.00938964-0j 6.4127e-06-0j 0.00441132-0j 7.68744e-06-0j 0.0040936-0j 3.60155e-06-0j 0.00490734-0j 0.00229908-0j 8.09321e-07-0j 0.000516637-0j 
-0.00602061-0j 0.0127506-0j -0.0050894-0j -0.00454358-0j 0.00903325-0j 0.0111568-0j -0.0363611-0j -0.0128173-0j 0.00645366-0j 0.00814802-0j 0.00460195-0j 0.00465412-0j -0.00915713-0j 0.0135998-0j 0.0229857-0j -0.000812364-0j 0.00170281-0j -0.000670166-0j -0.000598293-0j 0.00116545-0j -0.000410391-0j 0.00143943-0j -0.00165367-0j -0.00255487-0j -0.000414644-0j 0.00191112-0j -0.000523506-0j 0.00170616-0j -0.000299025-0j -0.00182529-0j -0.000120938-0j 0.00296553-0j -0.000215935-0j -0.00311431-0j -0.000213634-0j 0.00278177-0j 0.00218374-0j -0.000541236-0j -7.81207e-05-0j 0.00112559-0j 0.000162465-0j -0.000438451-0j -6.3285e-05-0j -0.000391428-0j -5.64978e-05-0j 0.000751825-0j 0.000108517-0j -0.000366835-0j 0.000928567-0j -5.2948e-05-0j 0.000134027-0j -0.00106677-0j -0.000153975-0j -0.00161483-0j 0.000568629-0j -0.000262079-0j -0.00023308-0j 8.20745e-05-0j -3.78279e-05-0j -0.000330886-0j 0.000657847-0j -4.77593e-05-0j -0.000189001-0j 0.00102007-0j 9.49521e-05-0j 0.000587295-0j -2.72799e-05-0j 0.000147235-0j 0.000574522-0j 8.47687e-05-0j -0.002648-0j 8.2925e-05-0j -0.000933422-0j 0.000271348-0j -0.000382206-0j 0.00304211-0j -0.000134728-0j 0.00098025-0j 3.91657e-05-0j 0.000419583-0j 0.000439091-0j 0.000141487-0j 0.000167569-0j 0.000338937-0j 6.05617e-05-0j 2.41865e-05-0j -0.000385017-0j 4.89213e-05-0j -0.00312073-0j -5.55724e-05-0j 0.000700325-0j -0.000450438-0j 0.00167394-0j 0.000101083-0j 0.000241612-0j 0.000856467-0j 0.00012362-0j 
0.000951743-0j 0.00103865-0j 0.000804538-0j 0.000812875-0j -0.00359041-0j 0.000908822-0j 0.00397504-0j 0.000530146-0j -0.00256511-0j -0.00366521-0j 0.00037487-0j -0.00151182-0j 0.000378755-0j 0.00017114-0j 3.77327e-05-0j -0.00603958-0j -0.0065235-0j -0.0049824-0j -0.00503403-0j 0.0217857-0j -0.00305109-0j -0.00551451-0j -0.0032168-0j 0.0246096-0j -0.0030827-0j -0.0190682-0j -0.00440478-0j -0.0192658-0j -0.00181688-0j 0.0175819-0j -0.000899122-0j 0.0145044-0j -0.00181688-0j 0.00463421-0j -0.00129804-0j -0.000478889-0j -9.14395e-05-0j 8.55591e-05-0j -0.00117394-0j 9.16896e-05-0j -0.00125805-0j 6.93108e-05-0j -0.000950998-0j 7.00291e-05-0j -0.000960853-0j -0.000298825-0j 0.00410011-0j 5.79896e-05-0j 7.564e-05-0j -0.000795662-0j -0.00103784-0j 4.41234e-05-0j -0.000605407-0j -0.000330739-0j 4.63199e-05-0j 4.14298e-05-0j 0.00453799-0j -0.000635545-0j -0.000568448-0j 5.91977e-05-0j -0.000261472-0j -0.000812238-0j 2.44178e-05-0j 0.0007277-0j 0.0035876-0j -0.000264181-0j -0.000335031-0j -0.00998461-0j 4.67999e-05-0j 0.00362477-0j 0.000289483-0j -0.000642131-0j 3.86079e-05-0j -0.000107852-0j -0.00397193-0j 0.000168865-0j -0.000529731-0j 1.23354e-05-0j 0.00147981-0j -0.00018874-0j -0.00231696-0j -0.000169252-0j 1.365e-05-0j -0.000110099-0j 0.00258966-0j -0.000187288-0j 1.5925e-05-0j 0.00151064-0j -2.87219e-05-0j -0.000218503-0j 8.81285e-06-0j 0.000394087-0j 2.74789e-06-0j -0.000120919-0j -3.77032e-05-0j 4.62728e-07-0j -6.34898e-06-0j 
-0.00144241-0j 0.00151181-0j -0.00121931-0j 0.00123098-0j 0.00325934-0j -0.00387357-0j 0.000881891-0j 0.00207885-0j -0.000795219-0j 0.00113537-0j 0.000545642-0j -0.00219721-0j -0.000507201-0j -0.00270109-0j -0.00158009-0j 0.00915326-0j -0.00949528-0j 0.00755105-0j -0.00762333-0j 0.00675387-0j -0.0317046-0j -0.00802665-0j 0.0043077-0j 0.021456-0j -0.0136806-0j 0.00440478-0j 0.0195325-0j -0.00444694-0j -0.0377998-0j -0.00523487-0j 0.00136266-0j 0.00397313-0j -0.0027514-0j 0.0149615-0j 0.00922246-0j 0.0131088-0j 0.00542153-0j -0.000129669-0j 0.00177915-0j 0.000133459-0j -0.00183116-0j -0.000105044-0j 0.00144128-0j 0.000106049-0j -0.00145507-0j -9.26398e-05-0j 0.00127109-0j 0.00025735-0j 0.000110098-0j -0.00353104-0j -0.00151063-0j -5.90868e-05-0j 0.000810717-0j 9.84746e-05-0j -0.000462269-0j -6.27886e-05-0j -0.00135115-0j 0.00634269-0j 0.000861509-0j 8.96464e-05-0j 0.000237361-0j -0.00123002-0j -0.000173486-0j -3.11999e-05-0j -0.00325678-0j -0.000239633-0j 0.00238037-0j 0.000428087-0j -0.00019947-0j 0.00328796-0j 6.42238e-05-0j 0.00273688-0j 0.000151392-0j -3.34355e-05-0j -0.000881201-0j -3.44673e-05-0j -0.00207722-0j 0.000570096-0j 0.00045876-0j 5.84662e-05-0j 0.000472918-0j -0.00782215-0j 1.98682e-05-0j -0.000160012-0j -0.000802202-0j -0.000272608-0j -2.13256e-05-0j 0.00219548-0j -0.000160825-0j 0.000292603-0j -0.000139093-0j 0.00220664-0j -0.000115071-0j 0.00190846-0j 0.00157886-0j -3.68415e-05-0j 0.000505494-0j 
-0.000184304-0j -3.98095e-06-0j 0.000609695-0j -0.000591629-0j -0.000142223-0j -3.48333e-06-0j -2.32222e-06-0j 0.000199229-0j -0.000101609-0j 0.000139439-0j -1.4368e-06-0j 0.000174918-0j 0.000142336-0j 0.000129284-0j 4.28291e-05-0j 0.00116956-0j 2.50032e-05-0j 0.000964838-0j -0.000936248-0j -0.00337715-0j 0.00059084-0j -8.27129e-05-0j 0.00473076-0j 1.92944e-05-0j 0.000596963-0j 0.000562822-0j -0.000819217-0j -0.000546144-0j -0.00102766-0j 1.37846e-05-0j 0.000174114-0j -0.00111498-0j -0.00033791-0j -0.000716116-0j -0.000734193-0j -0.00045267-0j -0.000121146-0j 0.00316857-0j 0.000227332-0j 6.72075e-05-0j 4.82186e-06-0j 0.00256684-0j 0.00018416-0j -0.00249078-0j -0.000178703-0j 0.00226374-0j 0.000162414-0j -0.00840424-0j 5.54433e-05-0j -0.000602969-0j 3.97783e-06-0j -0.00317108-0j -0.000227512-0j -0.000194064-0j 3.3952e-05-0j -0.00600428-0j -1.39233e-05-0j 2.43591e-06-0j -0.000430782-0j 0.00823972-0j 0.00198077-0j 0.000591166-0j 0.0103362-0j 0.000762399-0j 0.000142112-0j -0.00192208-0j 0.00074158-0j 5.4699e-05-0j 3.43038e-05-0j -0.000137901-0j 3.2342e-05-0j 2.46116e-06-0j -0.0027747-0j 0.000817027-0j 2.3204e-06-0j -0.0018498-0j -0.000199073-0j -0.0017821-0j 5.86183e-05-0j -0.0013732-0j -0.000132715-0j -0.000127858-0j 1.00053e-05-0j -0.00243611-0j -9.85213e-05-0j 7.17837e-07-0j -0.0011445-0j -0.000174781-0j -0.00106207-0j -8.21134e-05-0j -0.00127319-0j -7.61992e-05-0j -0.000596489-0j -9.13463e-05-0j -4.27956e-05-0j -0.00013404-0j -9.61679e-06-0j 
-0.00638582-0j 0.00669309-0j 0.0157803-0j 0.00544979-0j -0.00492779-0j -0.0171201-0j 0.0039043-0j -0.00314301-0j -0.00299085-0j -0.014694-0j 0.0297573-0j -0.00972744-0j -0.0019076-0j 0.0349575-0j -0.00699538-0j -0.000861643-0j 0.000893839-0j 0.00207793-0j 0.000717622-0j -0.000635776-0j -0.000435286-0j -0.00220881-0j -0.000405506-0j 0.000689756-0j -0.000373621-0j 0.00121213-0j -0.00183559-0j 0.000418613-0j -0.00121517-0j 0.000418636-0j -0.00403852-0j 0.00109334-0j 0.00319053-0j -0.00140841-0j -0.000737526-0j 0.00360734-0j -0.000510356-0j -0.000574068-0j -8.28595e-05-0j 0.000590848-0j 8.52815e-05-0j 0.00135947-0j 0.000196223-0j 0.000469499-0j 6.77663e-05-0j -0.000410134-0j -5.91977e-05-0j -0.000389087-0j -0.00142489-0j -5.61599e-05-0j -0.000205665-0j -0.000261589-0j -3.77571e-05-0j 0.000435966-0j 0.000298485-0j -0.00023615-0j 6.29262e-05-0j 4.30827e-05-0j -3.40853e-05-0j -0.0011602-0j 0.00104907-0j -0.000167461-0j -0.000768056-0j -0.000138128-0j 0.000151421-0j 0.000362302-0j -0.000110859-0j -1.99371e-05-0j 0.0002562-0j 5.22938e-05-0j -0.000831183-0j 3.69793e-05-0j 0.000669113-0j -0.00182344-0j -0.000119971-0j -0.000152593-0j 9.65781e-05-0j -0.000861928-0j -0.000263191-0j 0.000219893-0j -2.2025e-05-0j -0.000124409-0j 0.00276931-0j 0.00207087-0j 3.17389e-05-0j 0.000399715-0j -0.00116302-0j 0.000298904-0j -0.000712001-0j -0.000167867-0j -0.000523133-0j -0.000102769-0j 0.00148924-0j -7.55078e-05-0j 0.000214953-0j -0.000163104-0j -2.35421e-05-0j 
0.00116564-0j 0.00127209-0j -0.000947562-0j 0.000995564-0j -0.00263394-0j 0.00313433-0j 0.00074205-0j -0.00190128-0j -0.00187861-0j -0.000883023-0j -0.00224277-0j 0.000378755-0j -0.00135605-0j -0.000201563-0j 4.6213e-05-0j 0.000157281-0j 0.000169883-0j -0.000124774-0j 0.000131095-0j 0.000116052-0j -0.000544782-0j -0.000138099-0j 8.37708e-05-0j -0.000383875-0j 0.000687192-0j -7.27848e-05-0j 0.000323008-0j 7.64719e-05-0j -0.000138548-0j -0.000273792-0j -0.00016031-0j -7.43011e-05-0j -0.000231129-0j 2.46864e-05-0j -9.88166e-05-0j -1.19928e-05-0j 2.38124e-06-0j -0.00996752-0j 1.51249e-05-0j -0.0106817-0j 1.62086e-05-0j 0.00776493-0j -1.17826e-05-0j -0.00815829-0j 1.23795e-05-0j -0.00712114-0j 1.08057e-05-0j 0.0197822-0j 0.008474-0j -3.00179e-05-0j -1.28586e-05-0j -0.00514031-0j 7.79998e-06-0j -0.00788166-0j 0.0369988-0j 0.0141093-0j 1.19597e-05-0j -5.61425e-05-0j -2.14097e-05-0j 0.00663195-0j -0.017546-0j -1.00634e-05-0j -0.00284464-0j -0.00239831-0j 2.66246e-05-0j 0.0184349-0j 4.3165e-06-0j 3.63923e-06-0j -0.0466706-0j -2.79733e-05-0j 0.00494316-0j 7.08186e-05-0j -0.0126654-0j 0.0125551-0j -7.50083e-06-0j -0.00299851-0j 1.92186e-05-0j 0.00420804-0j -1.90512e-05-0j 0.0131483-0j 4.54999e-06-0j -6.38534e-06-0j 0.0108875-0j 0.00252307-0j -1.99514e-05-0j -1.65208e-05-0j 0.00906272-0j -3.82855e-06-0j -0.000684457-0j -1.37519e-05-0j 0.0030013-0j 1.0386e-06-0j 0.000307848-0j -4.55422e-06-0j -4.67132e-07-0j -5.39071e-05-0j 8.17995e-08-0j 
2.17205e-05-0j 4.69159e-07-0j -7.18533e-05-0j 6.97241e-05-0j 1.67612e-05-0j 4.10514e-07-0j 2.73676e-07-0j -2.34793e-05-0j 1.19748e-05-0j -1.64331e-05-0j 1.69328e-07-0j -2.06143e-05-0j -1.67745e-05-0j -1.52363e-05-0j -5.04746e-06-0j -0.000419363-0j -8.96529e-06-0j -0.000345957-0j 0.000335706-0j 0.00121093-0j -0.000211855-0j 2.9658e-05-0j -0.00169629-0j -6.91831e-06-0j -0.00021405-0j -0.000201808-0j 0.000293743-0j 0.000195828-0j 0.000368482-0j -4.94268e-06-0j -6.24313e-05-0j 0.000399793-0j 0.000121163-0j 0.000256774-0j 0.000263256-0j 0.000162312-0j 4.34389e-05-0j -0.000185734-0j 0.00382005-0j -3.93953e-06-0j 8.10257e-05-0j -0.000150462-0j 0.00309459-0j 0.000146003-0j -0.00300289-0j -0.000132695-0j 0.00272918-0j 0.000492635-0j -3.24995e-06-0j -0.0101322-0j 6.68428e-05-0j 0.000185881-0j -0.00382307-0j 1.13755e-05-0j -1.99018e-06-0j 0.000351956-0j -0.000233965-0j 4.09327e-05-0j -0.00723879-0j -0.000482991-0j -0.000116108-0j 0.00993385-0j -0.000605882-0j -4.46899e-05-0j 0.00238803-0j 0.000112667-0j 0.0124614-0j 0.000919153-0j -2.0108e-06-0j -0.00231727-0j -1.8958e-06-0j 4.13569e-05-0j 0.000162646-0j -4.7892e-05-0j 3.89916e-05-0j 0.00010843-0j -0.00334519-0j 0.000104462-0j 0.000985011-0j 8.04934e-05-0j -0.00223012-0j -0.00214851-0j -5.86484e-07-0j 0.000142799-0j -0.00165553-0j 1.20624e-05-0j 6.70879e-05-0j -0.00293699-0j 6.22559e-05-0j -0.00137982-0j 7.46313e-05-0j -0.00128044-0j 3.49646e-05-0j -0.00153497-0j -0.00071913-0j 7.85706e-06-0j -0.000161599-0j 
0.00372506-0j -0.0118738-0j -0.00302814-0j 0.0149151-0j 0.00287455-0j 0.00999112-0j -0.0069264-0j 0.0025389-0j -0.0060035-0j -0.0132291-0j 0.0209344-0j -0.0166568-0j -0.0053025-0j 0.0119546-0j 0.0295396-0j 0.000502625-0j -0.00158571-0j -0.000398742-0j 0.00196401-0j 0.000370869-0j 0.000253917-0j 0.00128904-0j 0.000327565-0j -0.00122366-0j -0.000749966-0j -0.000232599-0j -0.0016526-0j 0.00114567-0j -0.00208079-0j 0.00255561-0j -0.000512306-0j -0.000290536-0j -0.00346268-0j -0.00146413-0j 0.00434573-0j -0.0011764-0j 0.00439532-0j 0.000334873-0j 4.83347e-05-0j -0.00104819-0j -0.000151293-0j -0.000260874-0j -3.76539e-05-0j 0.00128494-0j 0.000185465-0j 0.000239245-0j 3.4532e-05-0j 0.000226967-0j 0.000831548-0j 3.27599e-05-0j 0.000120024-0j 0.00021131-0j 3.04999e-05-0j -0.000773422-0j -0.000529526-0j -0.000474022-0j -0.000111634-0j -7.64305e-05-0j -6.84192e-05-0j -0.00104454-0j -0.00020131-0j -0.000150766-0j -0.00131518-0j 8.05746e-05-0j -2.90566e-05-0j 0.000991556-0j -0.00018983-0j 1.16299e-05-0j 0.001564-0j 0.000143119-0j 0.00048507-0j 0.000225744-0j -0.000177805-0j -0.000421805-0j 7.00138e-05-0j 0.000123264-0j -2.56639e-05-0j -0.000896028-0j -6.08823e-05-0j -0.00207087-0j 1.77916e-05-0j -0.000129331-0j 0.00106838-0j 0.00116651-0j -0.000298904-0j 0.000154207-0j -0.000372553-0j 0.000168371-0j 0.000705838-0j -5.37734e-05-0j 0.00187136-0j 0.000101879-0j -0.00206872-0j 0.000270107-0j -0.000298594-0j 0.00230685-0j 0.000332965-0j 
