-0.0415727-0j -0.0420036-0j -0.00488403-0j -0.00604367-0j -0.00352548-0j -0.00298146-0j -0.000430337-0j -0.00347837-0j -0.00213006-0j -0.00050206-0j -0.000307448-0j -0.00304358-0j -0.000439302-0j -0.00125541-0j -0.000181203-0j -0.00217052-0j -0.000383698-0j -3.19748e-05-0j -0.00245187-0j -0.00200194-0j -0.000433433-0j -0.00202269-0j -3.61194e-05-0j -0.000353896-0j -0.0017517-0j -2.94914e-05-0j -0.000357564-0j -0.00144508-0j -0.000309659-0j -2.9797e-05-0j -0.000461709-0j -2.58049e-05-0j -0.000255456-0j -8.16194e-05-0j -2.1288e-05-0j -6.80162e-06-0j -0.00171057-0j -0.000285094-0j -0.000174584-0j -0.00189325-0j -3.56368e-05-0j -2.09992e-06-0j -0.00149675-0j -0.000315542-0j -0.00099783-0j -0.00151226-0j -0.000193229-0j -3.94427e-05-0j -0.000249458-0j -0.0017462-0j -2.32418e-06-0j -0.000166305-0j -0.000152761-0j -0.000617376-0j -0.000252043-0j -0.00101862-0j -0.000101841-0j -0.000154344-0j -3.11822e-05-0j -0.00108041-0j -0.000291034-0j -2.07881e-05-0j -1.83743e-06-0j -3.15053e-05-0j -0.000630238-0j -0.000102896-0j -0.000178221-0j -0.00016977-0j -1.22495e-06-0j -1.85647e-06-0j -0.000164413-0j -6.30107e-05-0j -0.000180068-0j -3.63792e-05-0j -0.000103962-0j -1.2862e-05-0j -0.000110269-0j -0.00010504-0j -2.12212e-05-0j -2.14367e-06-0j -2.25085e-05-0j -7.57901e-07-0j -6.43234e-05-0j -2.74022e-05-0j -1.25047e-06-0j -1.313e-05-0j -1.32633e-06-0j -1.67803e-05-0j -7.7369e-07-0j -3.42527e-06-0j -2.01836e-07-0j 
1.30635e-08-0j -1.27415e-08-0j -5.15752e-07-0j -1.10575e-08-0j 7.25228e-07-0j 9.36869e-10-0j 1.30769e-05-0j 1.89374e-11-0j 6.69332e-10-0j 2.64331e-07-0j 9.34262e-06-0j -9.23247e-10-0j -1.28868e-05-0j -1.15613e-09-0j -1.61374e-05-0j 6.82046e-10-0j -4.05184e-08-0j -0.000232631-0j 1.33488e-11-0j 6.29073e-10-0j -7.93011e-10-0j -6.13567e-10-0j -4.55296e-06-0j -3.73714e-08-0j 9.53681e-12-0j -0.000214563-0j 3.64502e-08-0j -8.84575e-10-0j -5.66554e-10-0j 0.000209274-0j -5.67766e-10-0j -3.25279e-06-0j 5.255e-08-0j 3.37293e-08-0j 0.000301709-0j 0.000193652-0j 5.37514e-10-0j -3.01059e-08-0j 5.48598e-11-0j 1.03075e-11-0j 1.08292e-06-0j 0.00291808-0j 4.70325e-10-0j -5.77317e-10-0j 3.1355e-10-0j -4.58732e-10-0j 1.052e-12-0j 2.07663e-08-0j -2.63427e-08-0j 9.5069e-12-0j 5.59576e-05-0j -1.75618e-08-0j 4.80023e-11-0j 1.93999e-10-0j 2.56934e-08-0j -6.23527e-10-0j 3.20015e-11-0j -4.68191e-11-0j 9.47555e-07-0j -3.27734e-10-0j -5.32477e-10-0j 6.31703e-07-0j 0.00255332-0j -9.242e-07-0j -5.80397e-10-0j -1.08658e-08-0j 9.70294e-13-0j 3.49235e-08-0j 0.00170221-0j -0.00249038-0j -2.52948e-10-0j 1.97999e-11-0j 1.83562e-08-0j 1.91534e-08-0j -6.36385e-11-0j 3.90847e-07-0j -3.34492e-11-0j 3.25078e-08-0j -1.25621e-06-0j 5.16114e-05-0j -6.6028e-07-0j 0.00105319-0j -5.92365e-11-0j 1.41675e-08-0j -0.00338503-0j -1.16932e-06-0j -0.00177922-0j -2.58164e-11-0j -0.00315088-0j -5.0961e-07-0j -0.00137322-0j 
-0.0248331-0j 0.0258256-0j 0.00300291-0j -0.00361013-0j 0.00216762-0j 0.00183313-0j 0.00026459-0j 0.00213865-0j -0.00385439-0j 0.000308688-0j -0.000556334-0j -0.00181805-0j -0.000262413-0j 0.000771881-0j 0.000111411-0j 0.00133453-0j 0.000235914-0j 1.96595e-05-0j 0.00150751-0j -0.00119584-0j 0.000266493-0j 0.00124363-0j 2.22078e-05-0j -0.000211396-0j -0.00316974-0j -1.76164e-05-0j 0.000219846-0j -0.000863202-0j -0.000560336-0j 1.83205e-05-0j 0.000283879-0j -4.66946e-05-0j -0.000152594-0j 5.01831e-05-0j -1.27162e-05-0j 4.18193e-06-0j 0.00105173-0j 0.000175288-0j 0.000107342-0j 0.00116405-0j 2.1911e-05-0j 1.29112e-06-0j -0.000894066-0j 0.000194009-0j 0.000613509-0j 0.0009298-0j 0.000118806-0j 2.42511e-05-0j -0.000149011-0j -0.00104308-0j 1.42901e-06-0j 0.000102252-0j -9.12502e-05-0j -0.00186553-0j 0.000154967-0j 0.000626291-0j 6.2616e-05-0j 9.48974e-05-0j -1.86264e-05-0j -0.00195502-0j -0.000173846-0j 1.27814e-05-0j -1.09757e-06-0j 1.93708e-05-0j -0.000376466-0j -0.000310921-0j -0.000106459-0j 0.000104382-0j 7.53154e-07-0j 1.14144e-06-0j 0.000101088-0j -0.0001904-0j -0.000325837-0j -2.17308e-05-0j 6.39205e-05-0j -3.88652e-05-0j -0.000199534-0j -6.27444e-05-0j 1.30477e-05-0j -1.2805e-06-0j -4.07297e-05-0j -2.29015e-06-0j -3.84229e-05-0j 1.6848e-05-0j 7.68844e-07-0j -7.84305e-06-0j -2.40002e-06-0j 1.03173e-05-0j -4.62156e-07-0j 2.10601e-06-0j 1.24098e-07-0j 
-0.0258256-0j 0.0260776-0j -0.00303403-0j 0.00362432-0j -0.00196635-0j -0.00185213-0j -0.000267332-0j 0.00208594-0j -0.00132322-0j 0.00030108-0j -0.000190991-0j 0.00188958-0j 0.000272737-0j -0.00368602-0j -0.00053203-0j -0.00134836-0j -0.000238359-0j -1.98632e-05-0j 0.00147036-0j -0.00124363-0j 0.000259925-0j 0.00125577-0j 2.16604e-05-0j -0.000219846-0j 0.00105047-0j -1.83205e-05-0j 0.000221991-0j -0.000805999-0j 0.000185699-0j 1.84992e-05-0j -0.00300766-0j 1.54749e-05-0j -0.000142482-0j -0.000531685-0j -1.18735e-05-0j -4.43071e-05-0j -0.00106263-0j -0.000177105-0j -0.000108454-0j 0.00113536-0j -2.21381e-05-0j -1.3045e-06-0j -0.0009298-0j 0.000189227-0j -0.000619867-0j 0.000938872-0j 0.000115877-0j 2.36533e-05-0j -0.000154967-0j 0.00104718-0j 1.39379e-06-0j -0.000103311-0j -9.48974e-05-0j -0.000383523-0j 0.000156479-0j -0.00056814-0j -6.32649e-05-0j 9.58232e-05-0j -1.93708e-05-0j 0.000670762-0j 0.00017453-0j -1.29139e-05-0j -1.14144e-06-0j 1.95598e-05-0j -0.00185044-0j -6.39205e-05-0j 0.000106877-0j -9.469e-05-0j -7.60958e-07-0j 1.15257e-06-0j -0.00185656-0j -3.91432e-05-0j 0.000111794-0j 2.18162e-05-0j -5.79855e-05-0j -7.99006e-06-0j 6.84594e-05-0j -0.000308407-0j -1.18362e-05-0j 1.28553e-06-0j 1.39742e-05-0j -4.70819e-07-0j -0.00018886-0j -0.000309427-0j -6.97457e-07-0j -3.85509e-05-0j 8.23439e-07-0j -0.000189484-0j -2.27163e-06-0j -3.86783e-05-0j -2.27914e-06-0j 
0.00383182-0j -0.00398498-0j 0.0218479-0j -0.0262657-0j 0.0157706-0j -0.000282858-0j 0.00389091-0j -0.000330001-0j 0.000594746-0j 0.00453939-0j -0.00818112-0j 0.000280531-0j -0.00385889-0j -0.000119104-0j 0.00163835-0j -0.000205923-0j 0.00171641-0j 0.000435169-0j -0.000232614-0j 0.000184522-0j 0.00193889-0j -0.000191897-0j 0.000491575-0j -0.00153803-0j 0.000489101-0j -0.000389944-0j 0.0015995-0j 0.000133195-0j -0.00407676-0j 0.000405529-0j -4.38034e-05-0j -0.0010336-0j -0.00111021-0j 0.00036511-0j -0.000281476-0j 9.25682e-05-0j -0.000162285-0j 0.00127532-0j -1.65632e-05-0j -0.000179617-0j 0.000322211-0j 3.81722e-05-0j 0.000137957-0j 0.00141152-0j -9.46665e-05-0j -0.000143471-0j -1.83321e-05-0j 0.000356622-0j -0.00108414-0j 0.00016095-0j 4.22489e-05-0j 0.000743937-0j 1.40802e-05-0j 0.000287857-0j 0.00112747-0j -9.66387e-05-0j -9.66186e-06-0j -1.4643e-05-0j -0.000273909-0j 0.000301667-0j -0.00126483-0j 0.000187957-0j -3.24498e-05-0j 0.000284857-0j 5.809e-05-0j -0.00226213-0j 1.64269e-05-0j 0.000759436-0j 2.22671e-05-0j 3.37468e-05-0j -1.55983e-05-0j 2.93793e-05-0j -0.00237065-0j -0.00031956-0j -9.86315e-06-0j -0.000571529-0j 3.07887e-05-0j -0.000456501-0j 0.000191872-0j -3.78581e-05-0j -0.000598947-0j -6.77087e-05-0j 5.92879e-06-0j 0.000122579-0j 2.2731e-05-0j -0.000115335-0j -7.09569e-05-0j -1.59199e-06-0j -1.36637e-05-0j 3.09697e-05-0j 3.66896e-06-0j 
0.00398498-0j -0.00402386-0j -0.0220743-0j 0.026369-0j -0.0143063-0j 0.00028579-0j -0.00393123-0j -0.000321868-0j 0.000204178-0j 0.0044275-0j -0.0028086-0j -0.000291568-0j 0.00401072-0j 0.000568764-0j -0.00782374-0j 0.000208057-0j -0.00173419-0j -0.000439678-0j -0.000226881-0j 0.000191897-0j 0.0018911-0j -0.000193769-0j 0.000479459-0j -0.0015995-0j -0.000162092-0j -0.000405529-0j 0.00161511-0j 0.000124368-0j 0.00135107-0j 0.000409485-0j 0.000464093-0j 0.000342542-0j -0.00103664-0j -0.00386831-0j -0.000262823-0j -0.00098075-0j 0.000163967-0j -0.00128854-0j 1.67348e-05-0j -0.00017519-0j -0.00032555-0j -3.85678e-05-0j 0.000143471-0j 0.00137673-0j 9.56475e-05-0j -0.000144871-0j -1.78802e-05-0j 0.000347833-0j -0.00112747-0j -0.000161583-0j 4.12075e-05-0j -0.000751647-0j 1.4643e-05-0j 5.91789e-05-0j 0.00113847-0j 8.76659e-05-0j 9.76199e-06-0j -1.47858e-05-0j -0.000284857-0j -0.000103501-0j 0.0012698-0j -0.000189904-0j -3.37468e-05-0j 0.000287636-0j 0.00028553-0j -0.000465058-0j -1.64915e-05-0j -0.000688923-0j -2.24979e-05-0j 3.4076e-05-0j 0.000286473-0j 6.03992e-06-0j 0.000813362-0j 0.000320817-0j 8.94736e-06-0j -0.000117497-0j -1.05635e-05-0j -0.00224384-0j -0.000174057-0j 3.8007e-05-0j 0.000205497-0j -1.39198e-05-0j 2.91417e-05-0j -0.00225125-0j -2.06204e-05-0j -0.000566908-0j 2.43451e-05-0j 2.92381e-05-0j -6.71612e-05-0j -0.000568782-0j -6.73832e-05-0j 
0.0029266-0j -0.00304358-0j -0.000353896-0j 0.000425458-0j -0.000255456-0j 0.0206542-0j -3.11822e-05-0j 0.0240966-0j -0.0434281-0j -3.63792e-05-0j 6.55645e-05-0j -0.0204843-0j 3.09257e-05-0j 0.00869691-0j -1.313e-05-0j -0.000157276-0j 0.00265808-0j -2.31689e-06-0j -0.000177662-0j 0.000140931-0j 0.00300262-0j -0.000146564-0j -2.61721e-06-0j -0.00238184-0j 0.000373557-0j 2.07611e-06-0j 0.00247704-0j 0.000101729-0j -0.0063134-0j -2.15909e-06-0j -3.34554e-05-0j 5.50302e-06-0j -0.0017193-0j 0.000565422-0j 1.49861e-06-0j -4.92845e-07-0j -0.000123948-0j -2.06579e-05-0j 0.00243152-0j -0.000137185-0j 0.000246875-0j -1.5216e-07-0j 0.000105367-0j -2.28641e-05-0j -7.23027e-05-0j -0.000109578-0j 0.0026912-0j 0.000273241-0j 1.75611e-05-0j 0.000122928-0j -1.6841e-07-0j -1.20505e-05-0j -0.00206702-0j 0.000219855-0j -1.8263e-05-0j -7.38091e-05-0j 0.00141839-0j 0.00214963-0j -0.000209866-0j 0.000230402-0j 2.0488e-05-0j 0.000144011-0j 1.2935e-07-0j 0.000218255-0j 4.4367e-05-0j 3.66424e-05-0j -0.00241152-0j -1.23015e-05-0j -8.876e-08-0j -1.3452e-07-0j -1.19134e-05-0j -0.00431297-0j 3.84003e-05-0j -0.000244844-0j 0.00144794-0j -0.000437901-0j -0.00451988-0j 7.3945e-06-0j 0.000147011-0j 1.50908e-07-0j -0.000458908-0j 2.69897e-07-0j -0.000870364-0j -1.98556e-06-0j -9.06092e-08-0j -8.83689e-05-0j 2.82845e-07-0j 0.000233709-0j 5.44656e-08-0j 2.37287e-05-0j -1.4625e-08-0j 
-0.000422419-0j 0.000439302-0j -0.00486808-0j 0.00585246-0j -0.00351397-0j 3.11822e-05-0j 0.0200079-0j 3.63792e-05-0j -6.55645e-05-0j 0.0233425-0j -0.0420691-0j -3.09257e-05-0j -0.0198433-0j 1.313e-05-0j 0.00842476-0j 2.27008e-05-0j -0.000382445-0j 0.00455581-0j 2.56433e-05-0j -2.03416e-05-0j -0.000432018-0j 2.11547e-05-0j 0.00514633-0j 0.000342699-0j -5.39183e-05-0j -0.00408234-0j -0.000356396-0j -1.46834e-05-0j 0.000908372-0j 0.00424551-0j 4.82887e-06-0j -0.0108208-0j 0.000247373-0j -8.13529e-05-0j -0.00294679-0j 0.000969102-0j 1.78903e-05-0j -0.000284164-0j 1.82592e-06-0j 1.98009e-05-0j 0.00165688-0j 0.000602606-0j -1.52084e-05-0j -0.000314511-0j 1.0436e-05-0j 1.58162e-05-0j 2.02092e-06-0j 0.00183383-0j 0.000241565-0j -1.77431e-05-0j 0.000666962-0j -0.000165762-0j -1.5522e-06-0j -3.17333e-05-0j -0.00025122-0j 1.06534e-05-0j 1.06512e-06-0j 1.61424e-06-0j -0.0014085-0j -3.32556e-05-0j 0.000281826-0j 0.000966513-0j -0.00051227-0j 0.00146479-0j -6.40382e-06-0j 0.000504041-0j -1.8109e-06-0j -0.000169215-0j 0.00035152-0j 0.000532744-0j 1.71955e-06-0j -3.23877e-06-0j 0.000528222-0j -0.00164325-0j 1.08731e-06-0j -0.00293893-0j -3.39414e-06-0j 0.000101716-0j 0.000986649-0j -0.000597648-0j -0.00307991-0j -0.00106889-0j -6.53587e-07-0j -2.73127e-05-0j 0.000358843-0j -0.000593079-0j -0.00112016-0j 1.755e-07-0j -0.000215702-0j 0.000159253-0j 5.79202e-05-0j 
0.00304358-0j -0.00307327-0j 0.000357564-0j -0.000427131-0j 0.000231737-0j -0.0208682-0j 3.15053e-05-0j 0.0235026-0j -0.014909-0j -3.54826e-05-0j 2.25085e-05-0j 0.0212902-0j -3.21424e-05-0j -0.0415309-0j 6.27004e-05-0j 0.000158906-0j -0.00268563-0j 2.3409e-06-0j -0.000173283-0j 0.000146564-0j 0.00292861-0j -0.000147994-0j -2.5527e-06-0j -0.00247704-0j -0.000123799-0j 2.15909e-06-0j 0.0025012-0j 9.49879e-05-0j 0.0020923-0j -2.18015e-06-0j 0.000354457-0j -1.82374e-06-0j -0.00160537-0j -0.00599058-0j 1.3993e-06-0j 5.22164e-06-0j 0.000125232-0j 2.0872e-05-0j -0.00245672-0j -0.000133804-0j -0.000249434-0j 1.53737e-07-0j 0.000109578-0j -2.23006e-05-0j 7.3052e-05-0j -0.000110647-0j 0.00262487-0j 0.000266506-0j 1.8263e-05-0j -0.000123411-0j -1.64259e-07-0j 1.21753e-05-0j -0.00214963-0j 4.51986e-05-0j -1.84412e-05-0j 6.69559e-05-0j -0.00143309-0j 0.00217061-0j -0.000218255-0j -7.90501e-05-0j -2.05685e-05-0j -0.000145503-0j 1.3452e-07-0j 0.000220384-0j 0.000218077-0j 7.5331e-06-0j 0.002421-0j 1.11593e-05-0j 8.96798e-08-0j -1.35832e-07-0j 0.000218798-0j -0.000886678-0j -1.3175e-05-0j 0.000245807-0j -0.0013135-0j -9.00254e-05-0j 0.00155076-0j 3.63461e-05-0j -0.000133361-0j -1.51501e-07-0j 0.00015745-0j 5.54866e-08-0j -0.00427809-0j 3.64663e-05-0j 8.21961e-08-0j -0.000434359-0j -9.70432e-08-0j -0.00429224-0j 2.67715e-07-0j -0.000435795-0j 2.686e-07-0j 
-0.000439302-0j 0.000443588-0j 0.00491853-0j -0.00587547-0j 0.0031877-0j -3.15053e-05-0j -0.0202152-0j 3.54826e-05-0j -2.25085e-05-0j 0.0227672-0j -0.0144424-0j 3.21424e-05-0j 0.020624-0j -6.27004e-05-0j -0.0402313-0j -2.29361e-05-0j 0.000386408-0j -0.00460302-0j 2.50113e-05-0j -2.11547e-05-0j -0.000421369-0j 2.1361e-05-0j 0.00501949-0j 0.000356396-0j 1.78689e-05-0j -0.00424551-0j -0.000359874-0j -1.37103e-05-0j -0.000301041-0j 0.00428693-0j -5.11614e-05-0j 0.00358609-0j 0.00023098-0j 0.000861926-0j -0.00275151-0j -0.0102675-0j -1.80757e-05-0j 0.000287108-0j -1.84484e-06-0j 1.93129e-05-0j -0.00167405-0j -0.00060885-0j -1.58162e-05-0j -0.000306759-0j -1.05442e-05-0j 1.59705e-05-0j 1.97111e-06-0j 0.00178863-0j 0.00025122-0j 1.78129e-05-0j 0.000650523-0j 0.00016748-0j -1.61424e-06-0j -6.52386e-06-0j -0.000253671-0j -9.66425e-06-0j -1.07616e-06-0j 1.62999e-06-0j -0.00146479-0j 1.14099e-05-0j -0.000282934-0j -0.000976529-0j -0.000532744-0j 0.00147908-0j -3.14767e-05-0j 0.000103623-0j 1.81802e-06-0j 0.000153504-0j -0.000355163-0j 0.000537942-0j -3.15807e-05-0j -6.65839e-07-0j -0.000181231-0j 0.00164971-0j -9.86354e-07-0j -0.000604196-0j 1.16452e-06-0j 0.000499965-0j -0.000895039-0j 0.000599998-0j 0.00105671-0j -0.000219746-0j -3.21258e-06-0j 0.000501618-0j -0.000325525-0j -0.00291516-0j 0.000384324-0j -3.22319e-06-0j -0.00106024-0j -0.0029248-0j -0.00106375-0j 
0.00261763-0j -0.00272226-0j -0.000316535-0j 0.000380541-0j -0.000228487-0j -0.000193229-0j -2.78902e-05-0j -0.000225434-0j 0.000406289-0j -3.25386e-05-0j 5.86427e-05-0j 0.000191639-0j 2.76607e-05-0j -8.13634e-05-0j -1.17438e-05-0j 0.0203079-0j -2.48675e-05-0j -2.07229e-06-0j 0.0229402-0j -0.0181974-0j -2.80908e-05-0j 0.0189247-0j -2.3409e-06-0j 2.22831e-05-0j -0.0482347-0j 1.85693e-06-0j -2.31738e-05-0j -0.0131356-0j 5.90646e-05-0j -1.93115e-06-0j 0.00431985-0j 4.92205e-06-0j 1.60848e-05-0j -5.28977e-06-0j 1.3404e-06-0j -4.40814e-07-0j -0.000110862-0j 0.00266741-0j -1.13148e-05-0j -0.000122702-0j -2.30963e-06-0j -1.36096e-07-0j 9.42428e-05-0j 0.00295228-0j -6.46695e-05-0j -9.80096e-05-0j -1.25232e-05-0j -2.55629e-06-0j -0.00226754-0j 0.00010995-0j -1.50631e-07-0j 0.00155599-0j 9.61862e-06-0j 0.000196644-0j 0.00235817-0j -6.60168e-05-0j -6.60031e-06-0j -1.00031e-05-0j 1.96339e-06-0j 0.000206078-0j -0.00264546-0j -1.34728e-06-0j 1.15694e-07-0j -2.04187e-06-0j 3.9683e-05-0j -0.00473137-0j 1.12217e-05-0j 0.0015884-0j -7.93894e-08-0j -1.20318e-07-0j -1.06556e-05-0j 2.00699e-05-0j -0.00495835-0j 2.29062e-06-0j -6.73781e-06-0j 4.09675e-06-0j 2.10327e-05-0j -0.000954798-0j -1.37535e-06-0j 1.34976e-07-0j 4.29328e-06-0j 2.41403e-07-0j 4.05013e-06-0j 0.000256381-0j -8.10433e-08-0j 8.2673e-07-0j 2.52984e-07-0j -1.08754e-06-0j 4.87155e-08-0j -2.21992e-07-0j -1.3081e-08-0j 
0.00179217-0j -0.0018638-0j -0.000216716-0j 0.000260539-0j -0.000156434-0j -0.000132295-0j -1.90951e-05-0j -0.000154344-0j 0.000278167-0j -2.22776e-05-0j 4.01499e-05-0j 0.000131206-0j 1.8938e-05-0j -5.57057e-05-0j -8.04043e-06-0j -9.63115e-05-0j -1.70256e-05-0j -1.4188e-06-0j -0.000108795-0j 8.63022e-05-0j -1.92325e-05-0j -8.97516e-05-0j -1.60271e-06-0j 1.52562e-05-0j 0.000228756-0j 1.27135e-06-0j -1.5866e-05-0j 6.22962e-05-0j 4.04387e-05-0j -1.32217e-06-0j -2.04872e-05-0j 3.3699e-06-0j 1.10125e-05-0j -3.62165e-06-0j 9.1771e-07-0j -3.01805e-07-0j 0.0294391-0j -1.26503e-05-0j -7.74672e-06-0j 0.0325831-0j -1.58129e-06-0j -9.31786e-08-0j -0.0250259-0j -1.40014e-05-0j 0.0171728-0j 0.0260261-0j -8.57405e-06-0j -1.75017e-06-0j 1.07539e-05-0j -0.0291969-0j -1.0313e-07-0j -7.37937e-06-0j 6.58542e-06-0j -0.0522182-0j -1.11838e-05-0j 0.0175306-0j -4.51892e-06-0j -6.84863e-06-0j 1.34424e-06-0j -0.0547232-0j 1.25463e-05-0j -9.22421e-07-0j 7.92103e-08-0j -1.39797e-06-0j -0.0105377-0j 2.24388e-05-0j 7.68299e-06-0j -7.5331e-06-0j -5.43542e-08-0j -8.23762e-08-0j 0.00282957-0j 1.37409e-05-0j 2.35153e-05-0j 1.56828e-06-0j -4.61307e-06-0j 2.80485e-06-0j 1.44001e-05-0j 4.52819e-06-0j -9.41638e-07-0j 9.2412e-08-0j 2.93941e-06-0j 1.65278e-07-0j 2.77294e-06-0j -1.2159e-06-0j -5.54866e-08-0j 5.66023e-07-0j 1.73206e-07-0j -7.44585e-07-0j 3.33532e-08-0j -1.51988e-07-0j -8.95597e-09-0j 
0.00272226-0j -0.00274882-0j 0.000319815-0j -0.000382037-0j 0.000207272-0j 0.000195231-0j 2.81792e-05-0j -0.000219877-0j 0.00013948-0j -3.17366e-05-0j 2.01322e-05-0j -0.000199179-0j -2.8749e-05-0j 0.00038854-0j 5.60809e-05-0j -0.0205183-0j 2.51252e-05-0j 2.09377e-06-0j 0.0223748-0j -0.0189247-0j -2.73985e-05-0j 0.0191093-0j -2.28321e-06-0j 2.31738e-05-0j 0.0159853-0j 1.93115e-06-0j -2.33999e-05-0j -0.0122651-0j -1.95744e-05-0j -1.94999e-06-0j -0.0457684-0j -1.6312e-06-0j 1.50189e-05-0j 5.60445e-05-0j 1.25158e-06-0j 4.67038e-06-0j 0.000112011-0j -0.00269505-0j 1.14321e-05-0j -0.000119677-0j 2.33356e-06-0j 1.37506e-07-0j 9.80096e-05-0j 0.00287951-0j 6.53397e-05-0j -9.89658e-05-0j -1.22145e-05-0j -2.49328e-06-0j -0.00235817-0j -0.000110382-0j -1.46918e-07-0j -0.00157211-0j 1.00031e-05-0j 4.04269e-05-0j 0.00238118-0j 5.98872e-05-0j 6.66871e-06-0j -1.01007e-05-0j 2.04187e-06-0j -7.07046e-05-0j 0.00265586-0j 1.36124e-06-0j 1.20318e-07-0j -2.06179e-06-0j 0.000195054-0j -0.000972695-0j -1.12658e-05-0j -0.00144092-0j 8.02121e-08-0j -1.21492e-07-0j 0.000195699-0j 4.12605e-06-0j 0.00170119-0j -2.29963e-06-0j 6.11221e-06-0j 8.42227e-07-0j -7.21625e-06-0j -0.00469311-0j 1.24765e-06-0j -1.35507e-07-0j -1.47301e-06-0j 4.96287e-08-0j 1.99076e-05-0j -0.00470863-0j 7.35185e-08-0j 4.06362e-06-0j -8.67981e-08-0j 1.99734e-05-0j 2.39451e-07-0j 4.07705e-06-0j 2.40243e-07-0j 
0.0018638-0j -0.00188199-0j 0.000218962-0j -0.000261563-0j 0.000141909-0j 0.000133666-0j 1.9293e-05-0j -0.00015054-0j 9.54955e-05-0j -2.17285e-05-0j 1.37836e-05-0j -0.000136369-0j -1.96831e-05-0j 0.000266015-0j 3.8396e-05-0j 9.73095e-05-0j 1.72021e-05-0j 1.4335e-06-0j -0.000106114-0j 8.97516e-05-0j -1.87584e-05-0j -9.06273e-05-0j -1.5632e-06-0j 1.5866e-05-0j -7.58114e-05-0j 1.32217e-06-0j -1.60208e-05-0j 5.8168e-05-0j -1.34017e-05-0j -1.33507e-06-0j 0.000217059-0j -1.11681e-06-0j 1.02827e-05-0j 3.83711e-05-0j 8.56895e-07-0j 3.19759e-06-0j -0.0297441-0j 1.27814e-05-0j 7.827e-06-0j 0.03178-0j 1.59768e-06-0j 9.41442e-08-0j -0.0260261-0j -1.36563e-05-0j -0.0173508-0j 0.02628-0j -8.36272e-06-0j -1.70703e-06-0j 1.11838e-05-0j 0.0293117-0j -1.00588e-07-0j 7.45584e-06-0j 6.84863e-06-0j -0.0107352-0j -1.12929e-05-0j -0.0159029-0j 4.56575e-06-0j -6.91544e-06-0j 1.39797e-06-0j 0.0187754-0j -1.25956e-05-0j 9.3198e-07-0j 8.23762e-08-0j -1.41161e-06-0j -0.0517959-0j 4.61307e-06-0j -7.71319e-06-0j 6.83366e-06-0j 5.49174e-08-0j -8.31799e-08-0j -0.0519671-0j 2.82491e-06-0j -8.06802e-06-0j -1.57445e-06-0j 4.18474e-06-0j 5.76633e-07-0j -4.94063e-06-0j 2.22574e-05-0j 8.54207e-07-0j -9.27753e-08-0j -1.0085e-06-0j 3.39784e-08-0j 1.36298e-05-0j 2.23309e-05-0j 5.03347e-08-0j 2.78217e-06-0j -5.94266e-08-0j 1.36749e-05-0j 1.63941e-07-0j 2.79137e-06-0j 1.64483e-07-0j 
-0.000462737-0j 0.000481232-0j -0.00263838-0j 0.00317189-0j -0.00190448-0j -0.00326572-0j -0.000469871-0j -0.00381-0j 0.00686658-0j -0.000548183-0j 0.000987964-0j 0.00323885-0j 0.000466006-0j -0.0013751-0j -0.00019785-0j 2.48675e-05-0j 0.0198166-0j -5.25516e-05-0j 2.80908e-05-0j -2.22831e-05-0j 0.0223853-0j 2.31738e-05-0j -5.93634e-05-0j -0.0177572-0j -5.90646e-05-0j 4.70902e-05-0j 0.0184669-0j -1.60848e-05-0j -0.0470678-0j -4.89723e-05-0j 5.28977e-06-0j 0.000124819-0j -0.0128178-0j 0.00421535-0j 3.39915e-05-0j -1.11787e-05-0j 1.95978e-05-0j -0.00015401-0j -0.000384458-0j 2.16908e-05-0j 0.00372006-0j -4.60973e-06-0j -1.66599e-05-0j -0.000170457-0j 1.14321e-05-0j 1.73258e-05-0j -0.000425517-0j 0.00411735-0j 0.000130922-0j -1.94366e-05-0j -5.10203e-06-0j -8.9839e-05-0j 0.000326824-0j -3.47621e-05-0j -0.000136155-0j 1.16702e-05-0j -0.000224267-0j -0.000339887-0j -0.00316239-0j -3.64297e-05-0j 0.000152743-0j 0.00217004-0j 3.91869e-06-0j 0.00328879-0j -7.01504e-06-0j 0.000273178-0j 0.000381295-0j -9.17106e-05-0j -2.68901e-06-0j -4.07531e-06-0j 1.88367e-06-0j 0.000681941-0j 0.000286283-0j -0.00368945-0j -0.000228939-0j -0.00659854-0j 0.000714655-0j 5.51277e-05-0j 0.00221524-0j 4.5718e-06-0j -0.00691509-0j 8.17661e-06-0j 0.000137617-0j -1.48028e-05-0j -2.74503e-06-0j -0.00133159-0j 8.56886e-06-0j -3.69526e-05-0j 1.65005e-06-0j 0.000357558-0j -4.4307e-07-0j 
