0.00832943-0.00470664j 0.00385234+0.00241522j -0.00978551-0.000603383j -0.00788388+0.00478494j -0.00405637+0.00371967j 0.00681303+0.00175459j 0.00209627-0.00121388j -0.0137488+0.00425815j 0.00598092-0.00189638j 0.00351624-0.00100877j 0.00153937-0.00145668j -0.0167546+0.0069107j 0.00244631+0.00499729j 0.0152925-0.00115193j 0.00461619-0.000393639j -0.0155362+0.00329098j 0.0066889-0.00359231j -0.000633138-0.00263636j 0.0158016-0.00697646j 0.0116072+0.00214847j 0.00502743-0.00427519j 0.00865756-0.00017816j -0.00144568-0.00121218j -0.00127616+0.00232753j -0.0047634-0.00307431j -0.00604713-0.00313067j -0.00445712-1.13323e-05j 0.00259502-0.00388074j 0.00674362-0.000403785j 0.00218468+0.000358635j -0.00364313-0.001698j -0.00395369-0.000178993j 0.0071825+0.000180245j 0.0148578+0.00157633j 0.000995427+0.00156958j -0.00326929+0.000331314j 0.00184321-0.00107046j 0.000373916+0.00198296j 0.00703798-5.91198e-05j 0.00268124+0.000332184j 0.00101917-0.00186306j -0.002351-0.00231314j 0.00298304+0.00192935j 0.00910904+0.00439999j -0.00610339-0.00400912j -0.00379508-0.00228266j -0.000858082-0.00166889j 0.00424067+0.00249027j -0.00259124-0.00100191j 0.00412435+0.00133163j -0.00440624-0.00206319j -0.000312401-0.000927982j -0.00263602+0.00026053j -0.00044975-0.00129906j -0.000244446+0.000649927j -0.00258411-0.00280685j 0.00342574+0.00273542j 0.00161064+0.00223456j 0.00176672+0.00372245j -0.000749028+8.5711e-05j 0.00764396+0.00308023j -0.0031549-0.00476136j 0.00162237-0.00149925j 0.0021675+0.00513047j -0.00330736-0.000732744j -0.0043371+0.000361503j 0.00341939+0.00082382j 0.00285574+0.00265119j -0.0028862-0.00638878j -0.00520268+0.0022054j -0.00301714-0.00336584j 0.00351054+0.000787256j -0.00471982-0.00298446j -0.000927448-0.0061158j 0.00635725+0.00295879j 0.00730133+0.00393993j 0.0015089-0.00423504j 
0.000604879+0.000362933j 0.00117155+0.000816654j -0.00215412-0.00127319j -0.000190729+0.000168587j -0.00153404+0.00140553j 0.00130417+0.00297747j -0.000350659+0.000366008j -0.00143262-0.000794388j -0.000623035-0.000942544j -0.00192996-0.00012589j 0.00148062+0.00120419j 0.00460184-0.00187229j 0.00174725-0.00197824j -0.00123185+4.0132e-05j 0.00208848+0.00121286j 0.000961284-0.00029926j -0.00113819-0.00179923j -0.000961511+0.0059095j -0.0039911+0.00664578j 0.000416955+0.00245359j 0.00528948+0.0014944j -0.00305852-0.00358029j -0.00413584+0.00599162j -0.000353208-0.00597888j -0.00543871-0.00197595j -0.00552538+0.00124915j -0.00401172-0.00861956j -0.000689777-0.00627519j -0.00187716-0.00776479j 0.00361436+0.00148262j 0.00274692+0.00262106j -0.000673517-0.00284264j -0.00147047-0.00682459j 0.00139613-0.00254339j 0.00459115+0.000450954j 0.000638438+0.0036163j 0.00570769+0.00244841j -0.00516965-0.00219926j 0.00125813-0.00327341j 0.00816121+0.00252464j 0.000567854-0.00614092j -0.00537683+0.00277143j -0.00126252+0.000812073j 0.00190387+0.00653013j 0.00609848-0.00626023j -0.00188537-0.000850298j -0.00414164-0.0118712j -0.00195192-0.0102386j -0.00436901+0.00601457j 0.00134719+0.00330657j -0.00329588+0.00966739j 0.00594142+0.00736871j -0.0057132-0.00070678j -0.00102287+0.00448776j 0.00229764-0.00119292j 0.00135488-0.00840399j 0.00408633+0.00178414j 0.00369241-0.00277831j -0.00631207+0.00287147j 0.00113563+0.00434402j -0.00112508-0.000302983j 0.000707753-0.000271262j 0.00703081-0.00284451j -0.00223671-0.000539167j -0.00840352+0.00598348j -0.00169092-0.00333947j 0.0021611-0.000716925j 0.00531844+0.00321793j 0.00392183+0.00127476j 0.00349552-0.00393334j -0.00082784+0.00260832j -0.00280061-0.00285736j 0.00206544-0.000819571j -0.00178399+0.00209811j -0.000466975-0.000498635j 0.00100439+0.00014924j -5.74898e-06+0.00113551j 
0.00064338-0.000928186j -0.000673368-0.00248348j 0.000989646+0.00166545j 0.000551583+0.00138841j -4.48264e-05+0.000350175j -0.000895235+0.000441889j -0.00112592-0.00150871j -0.00061842-0.000854409j -0.00222491-0.00626165j -0.00074136+0.00206757j 0.00130969-0.000312055j -8.97586e-05-0.000350646j -3.5851e-05+0.000422715j -0.000289844-0.00176718j -0.000929869+0.000127125j -0.00325355+0.00127635j -3.81986e-05+0.00276733j 0.000136081+0.00139467j -0.00110558+0.00437942j 0.0043865+0.00796796j -7.13689e-05+0.00279876j 0.00022745-0.00373579j 0.00199999+0.00585606j -0.000156576+0.0030183j 0.00111708-0.00561522j -0.00179502-0.00228114j -5.10553e-05+0.00236178j -0.00136274-0.00110658j 0.00115799+8.28847e-05j 0.00143742-0.00330034j -0.000757323-0.00963486j -0.00154943-0.00316877j 0.000245965-0.00377429j 0.000262021-0.00128531j -0.000172575+0.00193569j -0.000815076+0.00223632j -0.00358952-0.00467781j -0.000424567+0.00526102j 0.00386846-0.00375028j 0.000888906-0.00387144j -0.000119816+0.00138767j -0.000588424-1.95231e-05j -0.000996348-0.00144681j 0.00114753-0.000675137j 0.00069839+0.000915021j -0.00168431+0.00432186j -0.000429093-0.00027678j 0.000784373+0.00360043j -0.00208552-0.00325857j -0.000472396+0.00580659j 0.00257287+0.0123983j 0.00305207+0.00322638j -0.000395291+0.00373348j 0.000123866+0.00355316j -0.000882739-0.00575986j 0.000375266+0.0011319j 0.000448149-0.00327061j -0.000912628+0.001587j -0.00192417+0.00498754j 0.000933977-0.00191388j -0.00474749-0.00223662j -0.00327906+0.00247796j 0.0021021+0.00185685j 0.00288754-0.00312697j -0.00175107+0.00177033j 0.00214974-0.00181613j -0.000339036+0.00154455j -0.000873691+0.00126566j 0.000282781-0.00145449j 0.00635635-0.00648807j 0.00115746+0.00200363j -0.00266732+0.00110807j -0.000181441+0.00295739j -0.000450213+0.00130585j -0.00271921+0.0028853j -0.00096202+0.00194343j 0.00409668-0.00234722j 
0.000176697+0.00618827j -0.000331426-0.000493872j 0.00060909+0.00579278j 0.00162562-0.00044673j 0.000733529+0.00172888j -0.00289165+0.000422869j 0.0022377-0.00464761j -0.00138934-0.00168891j -0.000332195-0.0016809j -0.000829647-0.00595531j -0.00117777+0.00312309j 0.000784064+0.00303616j 0.000191458+0.000875231j 0.00171705+0.00211531j 0.0013874+0.0045163j 0.00285457-0.00170506j -0.00165055-0.00569956j -0.0011712-0.00163316j 0.000120488-0.00652526j 0.000113595-0.00388951j -0.00346921-0.00219031j -0.000763645+0.00425489j -0.00244879-0.0102879j -0.000302734-0.00103522j 0.000285136+0.00141732j 0.000884744-0.00519068j -0.00241609-0.00299309j -0.000848791-0.0022897j -0.00260394-0.00340095j 0.00234599+0.00538705j 0.00617167+0.0122406j -0.00138457+0.00341895j -0.000316347+0.00162975j 0.00291663+0.00466753j 0.00178022-0.00256516j -0.0009484-0.00282901j 0.00365129+0.0061222j -0.00436559-0.0132641j 0.00112801+0.00802585j 0.00164841+0.00987939j -0.000505176-0.00143633j 0.00159544+0.000452223j 0.00290893-0.00283665j -0.00171042+0.00628908j -0.000550981+0.00195748j 0.0019995-0.00686713j -0.000987984-0.00113642j -0.00109089-0.00788446j 0.00224205+0.000264135j 0.00366887-0.000148868j 0.00154389-0.00505005j -0.000160379+0.00503702j 0.0045037-0.00954269j -0.00250803+0.00200452j 0.000972792+0.00383056j -0.00178358-0.000456803j 0.00230576+0.00376337j -0.00187724-0.00524987j 0.00616687-0.00524595j -0.00380591+0.00575406j -0.00117856-0.000193091j -3.99766e-05-4.92516e-06j 0.00264679-0.00108325j -0.00261428+0.00395987j 0.000960652+0.00116783j 0.0039188+0.000760588j 0.00035773-0.000975186j -0.00162228+0.000511496j -0.0018972+0.00366733j -0.00177838+0.00297691j -0.0025724-0.00215019j 0.00288639-0.00135499j -1.37684e-05+0.000742524j 0.000409671-0.000376562j -0.00449417+0.00338165j 0.00418643+5.2331e-05j 0.00311792-3.47285e-06j 
-0.000706134+0.000233504j -0.00307433+0.00036267j 0.000955168+0.000414036j -0.000638161-0.000257269j -0.0019168-0.00100818j -0.00104952+0.00306262j 0.000862556-0.00171742j 0.0027575-0.0014239j -0.00372028-0.000707795j 0.00168021+0.000705638j -0.00265861-0.00123493j 0.00292044-0.000281345j -0.00129625+0.000733619j -0.000998281+0.00200838j 0.00217485-0.00314883j 0.00385356-0.00200727j -0.000950424+0.00619448j 0.000186026+0.000580746j 0.00259893-0.00148907j 0.0025035+0.00300125j 0.000254793+0.00303965j 0.00127784-0.00480851j 0.00190452-0.000160641j 0.00207703+0.00120969j -0.000843998-0.00432977j -0.00090307-0.00266295j 0.000758229+0.00542202j 0.00156003-0.000217759j 0.00313888-0.000511454j 0.00110775-0.00802569j -0.00336985-0.0126311j -0.00648894+0.00277548j -0.00602777+0.00292543j 0.00181578-0.00181132j -0.0019708+0.00257766j -0.00222492+0.00246918j 0.000882855-0.00568664j -0.0112982+0.0124348j 0.00407185-0.00560152j -0.00423843-0.0033378j 0.00324105+0.00465145j 0.00146745-0.00484665j 0.000502126-0.00385637j -0.00375806-0.00438775j -0.00175605+0.00670375j -0.00455349+0.00740877j 0.00182194+0.00289646j -0.00112795+0.0048788j 0.00429396-0.0054286j 0.00925109+0.00391304j 0.00079512+0.00558079j -0.000983096+0.00127223j -0.0031355+0.00193977j 0.00642459+0.000353357j -0.000329283-0.0013556j -0.000192641+0.00306981j 0.00488398-0.00206632j -0.00521975+0.00460414j 0.00170112+0.00220494j 0.000611042-0.00172364j 0.000537848+0.00198543j -0.00133991+0.00375554j -0.0050884+0.00254917j 0.00509943-0.000921013j -0.00123755-0.000911148j 0.00154046-0.0021705j -0.000284474+0.0030229j 0.000286048+0.00194163j -0.00081478-0.00302757j 0.000765025-0.00228328j -0.00151491-0.000772914j 0.00161296+0.00363568j -0.00054173+0.00349598j -9.91592e-05+0.000656768j -0.00158963-0.0011737j -0.000177751-0.000568155j -0.000832493-0.00317044j 
-0.00156744+0.000262458j 0.000851199+0.00268725j -0.0012191-0.00528718j 0.00126477-0.000829811j 0.00247663-0.00268157j -0.00343813+0.00322723j 0.00261981-0.000781692j 0.00167291-0.00118319j -0.00167124+0.00356909j -0.000997523-0.0014675j -0.00042395+0.000681368j -0.00324443-0.00246623j 0.000618935+0.000503034j 0.000606485+9.55486e-05j 0.002534-0.00514743j -0.000762726-0.00577336j -0.000961732+0.00373884j 0.00119871-0.000186167j -0.00511473-0.002867j -0.00230875+0.00288631j -0.0010547-0.000264439j 0.00271887-0.00257941j -0.00220416+0.000474244j -0.000865222-0.00361282j -0.00304322+0.00626121j 0.00216961-0.00086648j -0.00457728+0.0036788j -0.00127825-0.000199208j 0.00109755+0.000938407j 0.00462785-0.00487525j 0.00619067-0.00620537j 0.00161827+0.0031019j 0.00270728+0.00412379j 0.00547645-0.00333474j 0.00403651+0.00315548j -0.0058819+0.00313874j 0.00633221-0.00702442j 0.00084604+0.00837988j 0.00508567-0.00773005j 0.00852337-0.000453565j -0.0034002-0.00184064j -0.00449643-0.00491394j -0.000275649+0.000980978j -0.00594434-0.000124552j -0.00066346+0.00221338j -0.00435021+0.00462672j -0.00513893+0.000482366j -0.00478337+0.00236631j 0.0031186-0.00149309j -0.0013455-0.0057149j 9.95882e-05-0.00166349j 0.00205689+0.000391182j -0.00737677+0.00328189j 0.00436563-0.00157142j 0.00405707-0.000449912j -0.00935766-0.00108444j 0.00344101-0.00173502j -0.000549041-0.00264814j -0.00869608-0.00510782j 0.00505419-0.00201591j -0.00547576-0.00234096j 0.000102695+0.00168148j 0.00147135+0.00549636j 0.00260962+0.000127187j -6.25971e-05+0.00234819j 0.00362023+0.00112771j -0.00146017+0.00162694j 0.00269691-0.000777589j 0.00178358+0.00477424j -0.000593372-0.00222555j -0.00144316-0.00194862j 0.0027135-0.00148874j 0.0028076-0.00295199j -0.00171246-0.000506631j 0.00414974+0.000926294j 0.000986969+0.0028576j -0.0016835+0.00331312j 
-0.00110454+0.00118387j -0.000544567+7.12644e-05j -0.000173947+0.00133776j 4.79601e-05-0.00131259j -0.00209229-0.000331038j -0.000482458+0.00230905j -0.000429978-0.000489492j 0.0011313-0.000101349j 0.0023624+0.0024378j -0.00117877+0.00300442j 0.000372205-0.000526475j 0.00394388-0.00485284j -0.00291735+0.000895885j -0.00292132+0.00469835j 0.00139128-0.00089853j 0.00464687-0.00194838j -0.000455931-0.0037192j -0.000948624+0.00502722j 0.00366719+0.000890693j 0.00254049-0.00606899j -0.00135059-0.00257635j 0.00180899-0.000979078j -0.00080817+0.00253857j -0.00176772-0.00287068j 0.00244731-0.00419316j 0.00134866+0.00347302j 0.00109394-0.002799j 0.00108521-0.00187944j 0.00512903-0.00402208j 0.00169616-0.00210709j 0.00282504+0.0012856j -0.00344514+0.00373796j -0.00324585-0.000959226j -0.00276172-0.00191601j 0.00244474-0.00286338j -0.00183219-0.000257362j 0.00269023+0.00110329j -0.0121797+0.00249017j -0.00174762+0.00300387j -0.00327434+8.10503e-05j -0.00190983-0.000640601j 0.00845464+0.0030134j 0.00141768+0.00054238j 0.00170304-0.0011907j 0.0018508-0.00566783j -0.00353509-0.000321954j 0.00501626-0.00602268j -0.00132318-0.00491945j 0.00467233+0.00719195j 0.00940356-0.000886056j -0.00175364+0.000489158j -0.000422179-0.000917681j -0.00101464-0.00122662j -0.000852051+0.00189872j 0.00200118+0.00136205j 0.00741742-0.000253166j 0.00343166+0.000962601j -0.00185094-0.00234796j 0.00299552+0.00101375j -0.0028422+0.00195208j 0.00333666+0.00151818j 0.00211431-0.000274133j -0.00174114-0.00403346j 0.00104777+0.0017713j -0.00770618+0.000749916j -0.00715297+0.00128573j 0.00126267-0.00394259j 0.00649924-0.000895862j -0.000885258-0.00381516j -0.000811191+0.00296745j -0.00379778+0.00113934j -0.000476306-0.000607008j 0.000241746-0.000395567j -0.000456933-0.000375955j 0.000480247-0.00283756j 0.00114953-0.00166657j -0.00151876-0.000656364j 
-0.000799908+0.000116511j 0.00272454-0.00156786j -0.00131937+0.00122577j 0.00187333+0.000674831j 0.00128561+0.00176198j -0.00173849-0.00203102j -0.00102807+0.00123685j -0.00351621+0.000518636j 0.00453937-0.00228242j -0.00461118+0.00342799j 0.0045177-0.00157302j -0.00168421-0.00396334j -0.00029157+0.00346368j -0.00229978+0.000513938j -0.000243787+0.00069961j -0.00434543-0.00353968j 0.0024656+3.83386e-05j -0.00104007-0.000164318j -0.00159707-0.0036891j 0.00305938-0.00315756j -0.00233701-0.002209j -0.00107061+0.00313086j -0.00376565+0.00145052j -0.00189807+0.00100872j 0.00512335+0.000469913j 0.00119057+4.7799e-05j -0.00142293+0.00699275j -0.00673856+0.00264034j 0.00201321+0.00170974j 0.00413008-0.000342255j 0.00614852+0.000222372j 0.000636084+0.000425696j 0.00903033+0.00160021j 0.00290622+0.000744251j 0.00738599-0.00241399j -0.00359421-0.000673705j -0.00144851-0.00419961j 0.00175728+0.00789434j -0.00624077+0.00172314j 0.00661198+0.00173911j -0.0117212-0.00351189j 0.00893913-0.00159319j -0.000465305-0.000979045j 0.00473454-0.000641595j 0.00461419+0.000845377j 0.00108952+0.00221454j -0.0024744+0.00222509j -0.00343481+0.00443429j -0.00117737-0.00162728j -0.00105341-0.00355858j 0.0043244-0.000326025j 0.00496355+0.000346172j 0.00032191+0.0011716j -0.00223707-0.00316076j 0.00266524-0.00150548j 0.000721516+0.00322974j -0.00224514+0.000386375j -0.000937252-0.00121037j 0.00184887-0.00265978j 0.0019121-0.00186065j -0.010127-0.0045151j 0.00149536+0.0019526j -0.00162235+0.00425998j 0.00183553-0.00101076j -0.00154519-0.00201768j -0.00305933-0.000186901j 0.000104613-0.00156438j -0.000163758-0.000478617j -0.00305072+0.00415207j 0.000366136-8.86201e-05j 0.0024737-0.000259381j -0.00296204-0.00326296j 0.000364415-0.00197446j 0.000517695-0.000974028j 0.000625922+0.00344794j 8.04272e-05+0.00346932j 0.00322897+0.00282203j 
0.000138655+0.00175048j -0.000842323-0.00069978j 0.0011751+0.00423405j 0.00156044+0.00163751j 0.000960972+0.00176936j -0.0021984-0.00187013j -0.00026426-0.00508778j -9.60903e-05+0.000299419j -0.000791486+0.000724856j -0.0018586-0.00284007j 0.000130461+0.00241381j -0.00197826-0.00391159j -0.00163778-0.0047637j 0.0010201-0.0021294j -0.00190634-0.00359338j 8.57422e-05-0.00327191j -0.00320981+0.000273669j 0.000316362+0.000527933j 0.000605284+0.00270813j -0.00112712+0.00658692j -0.00322103-0.011802j 0.00438225+0.00549174j 0.0023175+0.00656056j 0.000938011-0.00426455j 0.00236907+0.00745356j 0.000599761+0.00542695j 0.00156133+0.000226564j 0.00353977+0.00121902j 0.000890284+0.00885604j -0.000665982-0.0016579j 0.00576777-0.00106528j 0.00310301+0.0078128j 0.000702233+0.00201325j -0.000916259-0.00330866j -0.00148566-9.80899e-05j -0.000586944-0.00215372j -0.000502868-0.00620953j -0.00132232+0.00141005j 0.00282972+0.00508542j -0.00318276-0.0117436j 0.00194905+0.000854006j -0.00214915+0.00989853j -0.00096749+0.00578038j -0.00180186+0.000589758j 0.000443-0.00751708j -0.00513582-0.00443267j 0.00135912+0.00992148j 0.00196958+0.00342323j -0.00146402+0.00637276j 0.000336149-0.000851663j -0.00285054+0.00145357j 0.000502863-0.00741474j -0.00146569+0.00467073j -0.0024387+0.00182168j 0.00273673-0.000572737j -0.00385372+0.00701706j 0.00379857-0.00724701j 0.00459771-0.00549837j -0.00331957+0.000250495j 0.0031445-0.00493572j 0.00333296-0.00521745j -0.00278152-0.00504844j 0.00637739-0.00074078j -6.32874e-05+0.004394j -0.000414049-0.00109011j -0.00144692+0.00389875j 0.00181686-0.00438682j 0.00306215-0.00202368j 0.0021159-0.00257512j 0.00121597+0.00157427j -0.00245788-7.3063e-05j -0.000805656-0.00148274j 0.00154756-0.000421366j 0.00125707-0.00077686j -0.00328128+0.00345455j 0.000943113+0.000597386j 0.00195253-0.00105493j 
-0.000742242-0.00105041j -0.00128445-0.000393641j -0.000761871-0.000704768j -0.000202542-0.000373803j -0.00195178-0.00176971j -0.000149218+0.000476791j -0.000104026+0.000763778j -0.000752802-0.000472174j 0.000539439+0.000590073j 0.000400677+0.00103198j 0.000914743-0.000189835j 0.000103297+0.00158729j 0.0014062+0.00148055j -0.00163057-0.000210381j -0.000478315-0.000995646j 0.000894085+0.00224558j -0.00276315+0.000248394j 0.000272894+0.000223102j 0.000329945+0.00129211j -0.000859253-0.00112571j 0.00158747+0.00322162j -0.000112176-0.00116543j 0.000255089-0.000188702j 0.00180768+0.00263971j -0.00321429-0.00205183j 6.2122e-06-0.00127438j -0.00225259+0.00016695j -0.00116052-0.000269902j -0.000129803-0.00013514j 0.00154224+0.00174159j 0.000996748-0.00177916j -0.0026125-0.00151289j -0.00185848-0.000868462j 0.00152709+0.00238392j 0.000560624+0.00172775j -0.00160743-0.000499088j 0.00232465+0.000642536j -0.00507763-0.00211026j -0.000396172-0.00182754j 0.00248519+0.000471143j -0.00123524+0.0016999j 0.00200881-0.00203187j 0.00122005-0.00139216j -0.000172012-0.0013622j -0.00202958+0.00154719j -0.00212325-7.94449e-05j -0.00448841-0.005162j -0.00185728+0.000248091j 0.000644925-0.000850194j -0.000898129+0.00320563j -0.000282987-0.0019653j 0.000587137+0.00176294j -0.00249458-0.00175396j 0.0022252+0.00242936j -0.000171496-0.00120763j -0.00138531-0.00184358j 0.000204389+0.00195422j -0.000446253+0.00217606j -0.000280709+0.000422206j 0.00215176+0.00283122j -0.00128302-0.000848412j 0.0010324-0.000183313j -0.00245694-0.00102766j 0.000204866-0.00123136j 0.00117096-0.000685135j 0.00038376-0.000285326j -0.00147056+0.000368845j -0.00189994-0.00110171j -0.000729745+0.00157738j 0.000122581-0.00110168j 0.00047155+0.00148154j -0.000280334-0.00246458j 0.000183703+0.000657732j -9.65344e-05-9.86489e-05j 0.00154767-0.00198513j -0.000604373+0.000605371j -0.000489337-0.000741837j 
0.000534088-0.00124157j 0.000666198-0.00037495j 3.55666e-06-0.00438091j 0.000284702+0.000251557j 0.00185579-0.00264002j -0.00267783+0.00221516j 0.000329164-0.00219634j 0.000822756+0.00143086j 0.000947571-0.00428139j 0.00152326-0.000541561j -0.00100157-0.00158243j -0.00374841+0.00228324j 0.00102096+0.000988102j -0.000919629-0.0017054j -0.00244846+0.000273382j -0.00408276+0.000279381j 0.0034426+0.000877157j -0.00278606-0.00197321j -0.00468929-0.0055982j 0.000541259+0.000523347j -0.0054639+0.00212546j 0.00300747+0.00314403j -0.000912993+0.00140736j 0.00117597-0.00220556j 0.00588586-0.00443575j 0.00106122-3.89783e-05j 0.00877409-0.000601048j 0.00543662+0.00277218j 0.00647562-0.000882079j -0.00290716-0.00479384j -0.00483511-0.00798052j 0.00182448-9.04357e-05j 0.00498141-0.00555116j 0.00064738-0.00291151j 0.00281442-0.00287141j -0.000232317+0.00231276j -0.00878466+0.00463918j 0.00992168+0.00172137j -0.00114569+0.00343376j -0.00216185-0.000365063j -0.000927915+0.00850962j -0.00326833-0.00683699j 0.00272822+3.90612e-05j -0.00587573+0.0019418j 0.00273412-0.00218399j 0.00232715+0.000354447j 0.0120668+0.0025567j 0.00977569+0.00315577j -0.0015158-0.0044419j -0.0054697-3.16449e-05j -0.00381477+0.00101423j -0.00625489-0.000626747j 0.00299636+0.00154037j -0.00527368-0.00124525j -0.000421617+0.000301293j 0.0081974+0.00260995j -0.00401291-0.00055297j 0.00198282+0.00125255j -0.00117248-0.00318685j -0.00623377-0.00438858j -0.00339811+0.00356361j 0.000771133+0.000480022j 0.00476677+0.00511858j 0.000430042-0.00132139j -0.00635174-0.00408591j 0.00351503+0.00218285j -0.00292566+0.0023707j -0.00222952+0.00256266j 0.00247835+0.00214401j 0.00598967+0.00061077j -0.00268024-0.00167065j 0.00187486+0.000168437j -0.000709767+6.26743e-05j -0.00259627-0.000888546j 0.0028556+0.000195697j -0.000421764+0.00113062j 0.000934203+0.000793337j 
-0.00047196+0.00309745j 0.000681066-0.000205588j -0.00100261+0.00553864j 0.00203498-0.00169635j -0.00107864+0.00246379j 0.00134157-0.00120731j -0.00325298+0.00538389j 0.00230511-0.00400536j 0.000191118+0.00499555j -0.00326513+0.00455181j -0.000767505+0.000833798j 0.000746808+0.000835459j -0.0017387+0.000670511j -0.000440954+0.00160357j -0.00167173+0.00068215j -0.00458787+0.0019735j 0.00536094-0.00078697j -0.0046102+0.00152318j -0.00866235+0.00474476j -0.00267792-0.00185341j -0.00347419+0.00340718j 0.007483-0.0094002j -0.00196098-0.0013379j -0.00318535+0.00408384j 0.00286979-0.00137819j 0.00153433-0.0073772j 0.00857911+0.00103079j 0.00450037-0.000581914j 0.00601635-0.0010962j -0.00735044+0.00596867j -0.00507845+0.00480974j 0.00980307-0.00155423j 0.00709502+0.00171039j -0.00292435-0.000904471j -0.00732565+0.00125738j -0.00455182+0.00190175j 0.00113394-0.00281857j 0.00880753-0.00100253j 0.00584044-0.00162355j -0.00635491+0.000557566j 0.00942372-0.00378431j -0.00287018+0.0018071j -0.00580277-0.000773036j 0.00429734-0.00235982j 0.00268118+0.00614785j 0.00192739+0.000590066j 0.0084816-0.000680111j 0.00468506+0.00170886j -0.00831769-0.00126022j -0.00255389-0.00201577j -0.00244685-0.00534253j -0.00216803-0.00022371j 0.00422565-0.00126256j -0.0033454-0.00432756j 0.0039675+0.00104666j 0.00247468+0.00244871j -0.00288906+0.000417338j -0.00337122+0.00340723j -0.00781945-0.00248369j -0.00219636+0.000372647j 0.00183466+0.000184451j -0.000472679-0.000889418j 0.00174086+0.00351544j 0.00317574-0.001716j 0.000296614-0.00241493j -0.00186598-0.00221412j 0.00582657-0.000315452j -0.000121033+0.00104647j -0.00468329+0.00107377j -0.00501224+0.00387684j 0.000634234-0.00112913j -0.000245501-0.000966205j -0.00194674-0.000335269j 0.000912856-0.000613455j -0.00087987+0.000248733j 0.00239608-0.000438024j 0.000815912+0.000269991j 
0.000505196+0.000433925j 0.00100848-0.00139126j 0.000617805+0.00184666j 0.000643878-0.00103879j 0.00208574-0.00153279j 0.00301273-0.000259232j -0.000350073+2.53236e-05j -0.000762936-2.76237e-05j -0.00129446-0.00125303j 0.00154253-0.000917024j -0.00173664+0.00345075j -0.000721296-0.00227931j 0.00220052-0.00514952j 0.00307784+0.0046884j -0.000215032+0.0073446j -0.00493242-0.00304523j 0.00363802+0.00193223j 0.00156451-0.00198562j -0.00161148+0.000964697j -0.000657986-0.0057141j 0.00311537-0.00343546j -0.00314507+0.00068976j 0.00367572-0.000702556j -0.00664547+0.00463421j -0.000388092-0.000433957j 0.00105528-0.00108309j 0.00363916-0.0054961j -0.00547896+0.00329376j -0.00264129-0.010602j -0.00317299-0.00954229j -0.00339312+0.000919247j -0.00185595+0.0106078j -0.000689252+0.00374526j -0.00137901-0.00421631j 0.00404994-0.00725096j 0.00434226+0.00355313j -0.000318884-0.00263219j 0.00812716+0.0123141j -0.00619596+0.00746659j 0.00420013+0.00136461j 0.00394375-0.00279229j -0.00311496-0.0015298j -0.00371458+0.000830631j -0.000673529+0.00197787j 0.000986607-0.00111191j 0.008905+0.0018402j -0.00856677+0.0043777j 0.0024419-0.00480935j -0.00479226-0.00133035j 0.00432546-0.0119781j 0.00961246+0.000828763j -0.00141099+0.00043212j 0.00455235+0.000950822j 0.00395041-0.0041374j -0.00425607+1.58167e-06j 0.00386837-0.00501336j -0.00286237+0.000436605j 0.00451733-0.000863531j 0.00198595-0.000989538j -0.00417631+0.00180645j 0.00539412+0.00230144j 0.000117573-4.77212e-06j 0.00432231-0.00033094j -0.00386812-0.00224736j 0.00102657+0.00724637j -0.000866902-0.000211558j 0.00272025-0.000872833j 0.00149727-0.00130694j 0.000246546-4.48863e-05j -0.00180506-0.00153992j 0.000910113+0.000509854j 0.00126791+0.00290898j -0.000851583+9.4678e-06j 0.00131692+0.000547653j 0.00037024+0.00153008j 0.000742682-0.00134082j 0.000368591-0.000300379j 
