0.00832943-0.00470664j 0.00385234+0.00241522j -0.00978551-0.000603383j -0.00788388+0.00478494j -0.00405637+0.00371967j 0.00681303+0.00175459j 0.00209627-0.00121388j -0.0137488+0.00425815j 0.00598092-0.00189638j 0.00351624-0.00100877j 0.00153937-0.00145668j -0.0167546+0.0069107j 0.00244631+0.00499729j 0.0152925-0.00115193j 0.00461619-0.000393639j -0.0155362+0.00329098j 0.0066889-0.00359231j -0.000633138-0.00263636j 0.0158016-0.00697646j 0.0116072+0.00214847j 0.00502743-0.00427519j 0.00865756-0.00017816j -0.00144568-0.00121218j -0.00127616+0.00232753j -0.0047634-0.00307431j -0.00604713-0.00313067j -0.00445712-1.13323e-05j 0.00259502-0.00388074j 0.00674362-0.000403785j 0.00218468+0.000358635j -0.00364313-0.001698j -0.00395369-0.000178993j 0.0071825+0.000180245j 0.0148578+0.00157633j 0.000995427+0.00156958j -0.00326929+0.000331314j 0.00184321-0.00107046j 0.000373916+0.00198296j 0.00703798-5.91198e-05j 0.00268124+0.000332184j 0.00101917-0.00186306j -0.002351-0.00231314j 0.00298304+0.00192935j 0.00910904+0.00439999j -0.00610339-0.00400912j -0.00379508-0.00228266j -0.000858082-0.00166889j 0.00424067+0.00249027j -0.00259124-0.00100191j 0.00412435+0.00133163j -0.00440624-0.00206319j -0.000312401-0.000927982j -0.00263602+0.00026053j -0.00044975-0.00129906j -0.000244446+0.000649927j -0.00258411-0.00280685j 0.00342574+0.00273542j 0.00161064+0.00223456j 0.00176672+0.00372245j -0.000749028+8.5711e-05j 0.00764396+0.00308023j -0.0031549-0.00476136j 0.00162237-0.00149925j 0.0021675+0.00513047j -0.00330736-0.000732744j -0.0043371+0.000361503j 0.00341939+0.00082382j 0.00285574+0.00265119j -0.0028862-0.00638878j -0.00520268+0.0022054j -0.00301714-0.00336584j 0.00351054+0.000787256j -0.00471982-0.00298446j -0.000927448-0.0061158j 0.00635725+0.00295879j 0.00730133+0.00393993j 0.0015089-0.00423504j 
-0.000633896-0.000441386j -0.000270109-0.00119293j 9.77019e-05+0.00214622j 0.00025287+0.00116119j 0.000151285+0.00154321j 0.000611012-0.00126036j 0.000768591+0.000878717j -0.000461103+0.00203893j -0.000694788-0.00355173j 0.00288241+0.00301697j -0.00105915-0.00158255j -0.0013127-0.00227303j 0.00162519+0.000720025j 0.00145719+0.00320895j 0.00216802-0.000314574j 0.000205779+0.001027j -0.000396174-0.00227777j 0.000717283+0.00244227j -0.00117981+0.000547813j -0.005016-0.00204571j 0.000276693-0.000615051j 0.00129429+0.00158783j 0.00055544+0.00297678j 0.00146907+0.00138006j -0.00298088-0.00335518j -7.46405e-05+0.0017691j 0.0023103-0.000948107j 0.00202692+0.00260653j -0.00321734+0.000138631j -0.00281005-0.00055545j -0.00102976+0.00096477j -0.000562755+0.00272862j -0.00168485-0.00126373j -0.000157786-0.000329516j -0.002512-0.00407125j 0.00032343-0.000602977j 0.000787805+0.000643281j 0.00340948+0.00350648j 0.00118173+0.00583992j 0.00237756-0.00239257j -0.000959788+0.00442075j -0.00156965-0.00378478j -0.00223722-0.000278254j 0.00050557-0.00448078j 0.000376957-0.00371132j 3.16369e-05-0.00210868j -0.00146908-8.93818e-05j -0.000474658+0.00129768j -0.00119126+0.000831148j 0.000146958-0.00262001j 0.000568019-0.00122576j 0.0022982-0.00177913j -0.00123444-0.000770373j -0.00173525+0.000851325j 0.00122161-4.1368e-05j -0.000376898-0.00509287j 0.00251238+0.0011397j 0.00207319+0.00132961j 0.000728754-0.0029826j 0.00189248+0.00177153j 0.00149201+0.00196504j 0.00184736-0.00211391j -0.000493753+0.00267286j -0.000986897-0.000209438j -0.00140334+0.00357174j -0.0025151+0.00367968j -0.000380609-0.000631797j 0.0013208-0.000117828j 0.000552662+0.00101767j 0.00120685-0.000252975j 0.00106007+2.47991e-06j -0.0014605+0.00191978j -0.0003539+0.000955734j 0.000667941-0.000330586j -0.00109187+3.66273e-05j -0.000210595+0.000740162j 0.00108189-0.000715042j 
-0.00123472-9.31872e-05j 0.00127707-0.00221477j 0.00124585+0.00064916j 0.00406277+0.00131886j 0.00457473+0.00197408j -0.00223808-0.00214116j -0.00382171+0.000289962j -0.00237914+0.00465898j -0.000895533-0.00328877j -0.000691448+0.000178228j -0.000454513+7.77532e-05j 0.00202013-0.000729148j 0.00139445+0.00239191j -0.00728367+0.000964509j -0.00586511+0.00321463j 0.00303671-0.00331533j 0.0011741-0.00289073j -0.000280024-0.000754837j 0.00124381-0.00421146j 0.0114299-0.00485695j -0.00231496-0.000710908j 0.00148247+0.00400206j 0.00385816-0.0013717j -0.00467655-0.0054471j 0.00160167+0.00114728j 0.0048878+0.00354163j 0.003451+0.00401548j -0.00264485-0.00151804j 0.00873335+0.00292665j 0.00472068+0.00294064j -0.00147569+0.00562471j -0.00848007-0.00224803j -0.00269935-0.00105131j 0.0037844+0.00273441j 0.00757872+0.00018028j -0.00350697-0.00355486j 4.66838e-05+0.00561827j -0.00650293-0.00273525j -0.00552791+0.00255383j -0.0010101+0.00530477j -0.00135445+0.00270043j 0.00848823+0.0010975j 0.000950319-0.00271561j 0.00138897-0.000154632j -0.00122927-0.00322418j -0.00143708+0.000543168j 0.00107258-0.00318595j 0.00504661+0.000512293j -0.000347703+0.000415985j 0.0106266+0.00355448j 0.00736418+0.00252549j 0.00264181-0.00412208j 0.00345408-0.000257629j 0.000935641+0.00477253j -0.00102621+2.18003e-05j 0.00433857+0.00305666j -0.00478446-0.000602582j 0.00261834-0.00133275j 0.00948883-0.00246321j -0.00211847-0.00280485j -0.00500055+0.00259731j 0.00124437+0.0007178j -0.000530329-0.000323022j -0.00172482+0.00032881j -0.00224423-0.00225249j -0.0028977-5.05472e-05j 0.000218105+1.97355e-05j 0.000872432+0.00190242j -0.00191537-0.000495337j -0.000858909-0.00315011j 0.00246906-0.00122881j -0.0013913+0.0011565j 0.00138749-0.00124347j 0.000963402-0.000994289j 0.00158158+0.00623594j 0.00214358+0.00207955j 0.000994395-0.00209804j 
-0.000307095-0.00171923j -0.000399017-0.00256423j 0.00012319-0.00103617j 0.000298247+0.00135865j -0.000331148-0.00110032j -0.00123284-0.00310539j -0.00237603+0.00125285j -0.00166595+0.00127398j -0.000969733-0.00222933j -7.28232e-05+0.00276022j 0.00189366-0.000408829j -0.00251861+0.0023199j -0.00793494-0.000487389j -0.0020356-0.0034238j 0.0061211+0.00170405j -0.0016589+0.00595831j 0.00496098+0.00185152j -0.00382334-0.00152885j 0.000880848-0.00211217j 0.000138254+0.00147879j -0.0107374+1.83552e-05j 0.00495215+0.00152376j 0.00617705-0.00241065j 0.00209616+0.00480844j 0.000509949-0.00397384j 0.00249187-0.00242088j -0.0043696-0.000420941j 0.0068971+0.00487477j -0.0065951+0.00244112j -0.0131144+3.33941e-05j -0.00599468-0.0061225j 0.00777186-0.00296118j -0.000833107-0.00283065j -0.00317693+0.00315176j -0.00516434-0.00306359j 0.00132091-0.00537451j -0.00306345+0.00291373j 0.00974221-0.00303979j 0.00874937+0.005645j -0.00274856-0.0014099j -0.00317982-0.000295924j 0.00316575-7.20341e-05j 0.00457017-0.000157516j 0.0031101-0.00349957j -0.00647568+0.000230054j -0.00205707-0.00598318j 0.00732271+0.0089751j -0.00353122-0.0010137j 0.00104858+0.0016739j -0.00753957+0.00196839j 0.00479386-0.00337616j -0.000895419+0.00435486j 0.00363495-0.00426772j -0.00161018-0.00183687j 0.00165649+0.00480528j -0.00211969-0.00679363j -0.00202727+0.00415784j -0.00524918-0.00273746j 0.00249755+0.000963218j -0.000372414+0.00480257j -0.00340927-0.00471504j -0.00212575+0.00352589j -0.00410417-0.00506776j -0.000159149+0.00365541j 0.00498344-8.50297e-05j 0.00136719+0.000378213j -0.00321458-0.000688284j -0.00362483+5.30663e-05j -0.00241579-0.000148547j 0.000584875-0.00143203j 0.00330107-0.00122051j 0.000696544+0.00184825j -0.00194344+0.000954336j 0.000375917-0.000205643j 0.000920169+0.00129226j -0.00146363+0.000879614j 0.00182248-0.00105827j 
-0.00236655-0.000535419j 0.000186936+0.00113393j 0.00024824-0.00166834j 0.000545402+0.00114945j -8.56857e-05+1.34621e-05j -0.00214029-0.000900853j 0.00189552+0.00169338j -0.00210934+0.000888292j -0.00132838+0.000263339j 0.00507445+0.00284757j -0.00298835+9.72429e-05j 0.00156073+3.41548e-05j 0.0005709-0.0048003j -0.00154659+0.00126318j 0.00327069+0.000705727j 0.00514696+0.00232478j 0.00295172+0.00540205j -0.00184977+0.00184167j -0.00155512+0.0017475j -0.00561924+0.00384287j 0.000339605-0.00158389j 0.00261009-0.00268862j 0.00372225+0.00411289j 0.00531872-0.00258731j -0.00697536+0.000543257j -0.00101124+0.00154925j 0.00153393-0.00418797j 0.00679541+0.00254881j 3.94639e-05-0.0010916j -0.00256435-0.00418534j -0.00402793-0.00486008j -0.000519177+0.00260372j -0.00381548-0.00121699j 0.00310312-0.00306286j 0.000579749+0.00108067j -0.00211425+0.00176652j 0.00474984-0.00112242j 0.00127102+0.00688088j 0.00428034+0.00234581j 0.00247682-0.00255017j 0.00403773-0.000239743j -0.00532725-0.00169739j -0.00212382+0.0019532j -0.00490738-0.00626306j 0.000762591-0.00114858j -0.00386005-0.00127089j -0.00413115+0.00495173j 0.00207529-0.00155454j -0.0041789+0.00429316j 0.00260039+0.000780573j -0.0026831-0.00102259j 0.000210403+0.00167914j -0.00447729+0.000484984j 0.00249769-0.00121087j 0.00264692+0.00362625j -0.00300502-0.00744575j 0.00312556+0.0037409j 0.00594283-3.05348e-05j -0.00387386-1.51262e-05j 0.00382712+0.00121926j 0.00104715-0.000509652j -0.000905358-0.000606553j 0.00135629+0.00257721j -0.00320546+0.000243056j -0.00282368+0.0018271j -0.000456761+0.00128913j 0.000926764+0.00070049j 0.0021114+0.00480441j 0.0029156+0.00271654j -4.90903e-05-0.000465988j 0.00180801-0.00149577j -0.00144251+0.00151207j 0.00177436-0.000160179j -0.000658976-0.00126476j 0.000962089-0.000673483j 0.000686106+0.002007j -0.00193778+0.000511736j 
0.000735095+0.00014756j -0.00132451+0.00485546j 0.00224847+0.00603063j -0.00051014+0.0016922j -0.00358185-0.00117432j -0.00376122+0.0024527j 0.00517474+0.00124465j -0.000593739-0.00123694j 0.00275752-4.60246e-05j -0.000955787+0.00257232j 0.00553372+3.67317e-05j -0.00114327+0.00407949j 0.000832407+0.000405998j 0.00385201+0.00777593j 0.00251349+0.00154471j -0.00071173+0.00883714j -0.00181672+0.00103391j 0.00172353+0.002574j 0.00701196+0.00662664j -0.00385777-0.000879524j -0.001958+0.00515192j -0.00478896-0.00416014j -0.00386022-0.00419993j 0.00578743+0.00700918j 0.00792405-0.00450424j -0.00955038+0.00219282j -9.9184e-05-0.0074587j -0.00107679-0.00350211j -9.39611e-05-0.00281343j 0.00759263+0.0030995j 0.00589641+0.00308278j 0.00140972-5.79835e-05j 0.00413836+0.00261193j 0.00102171+0.0012843j 0.00533906+0.000882221j 0.000765476+0.00138401j -0.00668487-0.00116068j -0.00472892+0.00180871j -0.00670259+0.00200032j -0.00270224+0.0040478j -0.00755244-0.00592646j 0.00321543+0.000649441j 0.00165643+0.00311458j -0.000489453+4.35632e-05j 0.00635568+0.00245804j 0.0019853+0.00200184j -0.0016987+0.00309148j -0.00305335-0.00298373j 0.00481361+0.00487818j 0.000658078-0.000929944j -0.00455089-0.00169143j -0.00118287+0.00327876j -0.000143336-0.00238029j -0.00164635-0.00324776j -0.00217166-0.00314791j 0.00274013+0.00381649j 0.000899377+0.00245627j 0.00170442-0.00210661j 0.00490514+0.00354058j 0.000426723-0.00140598j -0.00431933-0.00452642j -0.00188822+0.00298488j -0.00160487+0.000141681j -0.00033414-0.00273577j -0.00553939-0.00310475j 0.00185733+0.000920077j -0.00177062-0.00306917j -0.00246258+0.00161674j -0.000823305+0.00206919j -0.00159371+0.00630466j -0.00243455-7.47516e-05j -0.00335961-0.000994258j 0.00206193+0.000291434j 0.000984721-0.00191807j -0.00338503-0.000127428j 0.000873163+0.00052159j -0.00176975-0.000668369j 
0.00108638-0.00247172j -0.00102459-0.00176053j 0.00149361+0.000267125j 6.09682e-05+0.000892395j 0.00455884+0.00270881j 0.00128024-0.00293471j 0.003094+3.14616e-05j 0.00532745+0.0025505j -0.00309846-0.00257631j -0.0064626-0.00378308j 0.000845832-0.00161572j 0.0048167-0.00480654j -0.00417463-0.00256376j 0.00385711-0.00424557j 0.00851091+0.000424128j -0.00252345-0.00147379j -0.000799854-0.00433794j -0.00122838+0.000533138j 0.00133952-0.000542445j 0.00142537+0.00363655j 0.00696364-0.00498954j -0.000848687+0.00669429j -0.0103788+0.00203094j -0.00186382-0.00123778j 0.0061347+0.000963874j -0.00052726+0.00534466j -0.00628459+0.00157865j -0.00532483+6.56599e-05j -0.00461275+0.00512521j 0.00767412+0.00114692j 0.0110416+0.00596445j -0.000473476-0.00175269j 0.00558974+0.000159047j -0.00222395-0.000636689j -0.00481206-0.000800307j 0.00320226-0.00453765j 0.00120483+0.00015634j 0.000853217-0.00473882j 0.00465892+0.00263196j 0.00425188-0.00242266j -0.0048345-0.00478366j -0.00139976+0.00375706j -0.00329128+0.0035434j 0.00658226+0.00172253j 0.00511258-0.00274148j 0.00157034-0.00289742j 0.0086151+0.00328496j -0.00420617-0.000818084j -0.000657408+0.00347704j -0.00427808-0.000721986j -0.0009791+0.00843057j 0.00272516-0.00151548j -0.00146878-0.000749728j -0.00448196+6.32654e-05j -0.0015982-0.000785896j 0.00142637+0.00187039j 0.00308716-0.00105296j -0.00212122-0.00430668j -0.00203794-0.00316093j -0.000262191-0.00337707j 0.00287863-0.000173661j -0.0018258+0.0012278j -0.00030643-0.000297587j 0.00155157+0.00521903j -0.00130977-0.00172805j -0.00467994-0.00381551j 0.00179069-0.00230407j 0.00500001+0.00299506j 0.00266356-0.00418683j 0.0034891-0.000399062j -0.000994876-0.00402109j 0.000819244+0.00604646j -0.00152927+0.00153067j 0.00256218+0.000451423j -0.000182004+0.00396608j -0.00334617-0.0021009j 0.000342217-0.000481606j 
-0.000111644+0.00225736j 0.00047696-0.00433627j -0.000787615-0.003244j -0.00148571-0.0035184j -0.000540752-0.000885614j 0.00148537+9.84738e-05j -0.00265931-0.00220866j -0.00307001-0.00301698j 0.00370572+0.00160512j -0.000408653-0.00145297j -0.000783897+0.00144839j 0.00297721-0.00382773j -0.000372816+0.000931359j -0.00435526-0.0036517j -0.00448721+0.00135069j 0.00108858-0.00772829j 0.000729086-0.00133437j -0.00168833-0.0023911j -0.000328127-0.00389707j 0.00649714-0.00341265j 0.00236699-0.00479876j -0.00375835+0.00140289j 0.00059884+0.00100332j -0.00206453-0.000955099j -0.00308734+0.00221291j 0.00257149-0.00586511j 0.00025606+0.00573328j -0.00321911+0.00384985j 0.0014677-0.0047734j -0.00116071-0.00512881j -0.00102531-0.00457372j -0.00492589+0.0019981j -0.000808494-0.00259043j -0.000182142-0.000287652j 0.0038048-0.000629511j -0.000739971+0.00286034j 0.00134122-0.00363406j -0.00682571+0.00140488j -0.00385084-0.00388827j 0.00308494-0.000909092j 0.000488981-0.000376844j 0.00570521-0.000241076j 0.000543107-0.00315871j -0.000454577+0.00305844j 0.000547586+0.00136383j 0.000696532-2.00853e-05j -0.00302977-0.00359365j 0.00132275+0.000249484j -0.00170876-0.00283631j 0.00420293+0.000975695j 0.0028487-0.00048513j 0.000942291+0.000692908j 0.000605367-0.000309719j 0.00180339+0.00112271j 0.000484998+0.00114352j 0.00271053+0.00275796j -0.000686079-0.000910926j -0.00228973+0.00312999j 0.000772728+0.00189658j -0.00203564+0.00272978j 0.000631239+0.00119316j 0.00231884-0.000326647j 0.00101566-0.00266865j -2.38e-05-0.000674473j 0.00162869-0.00218763j -0.00297548-0.00253882j 0.00218675-0.000602584j 0.000109065-0.00168156j -0.00170028+0.000576873j 0.000900655-0.000611572j -0.000903244+0.00161792j 0.00235089-0.00479576j -0.00120177+0.00100912j -0.00191603+0.00153571j 0.00131255-0.00198842j 0.00106327-0.000994655j 0.00233693-0.000402188j 
-0.00105162-0.00263647j -8.80431e-05+0.0023422j -0.00152859+0.000282508j 0.00280339+0.00345893j -0.0043043-0.00479836j -0.00221943+0.00384471j -0.00848538-0.00681905j -0.000931709+0.00328762j -0.00636513-0.000220097j -0.00627068-0.00494497j 0.00201931+0.00413955j 0.00200718+0.00421133j -0.000891752-0.0039039j -0.00290556+0.000648045j -0.000152367+0.000623332j -0.000315802+0.000195474j 0.00280915+0.00325948j -0.00385239-0.00257292j -0.00678604-0.00157007j 0.00303878+0.000467335j -0.00628073-0.000357933j 0.0115877+0.00480065j 0.00150029-0.00199267j -0.00129542-0.00126423j 0.00206879+0.000324563j 0.00132079+0.0045906j -0.00176917-0.000488824j 0.00218302+0.00216898j 0.00287078+0.00540705j -0.00517048-0.00570705j -0.00499239-0.00346243j 0.0039078+0.0103108j -0.00175179+0.00575653j 0.00169707-0.00392195j 0.0012996-0.00514951j -0.00149441-0.00597369j 0.00264936+0.00212398j -0.00264114+0.00373422j 0.00435289+0.00755793j 9.073e-05-0.00444352j 0.00567804+0.00432807j -0.00167922+0.00541521j 0.00130817-0.00349092j 0.00117271+0.00863437j -0.00235721-0.000566833j -0.00344621-0.0025493j 0.00248054+0.00719466j -0.000179545-0.00148997j -0.00283906-0.00258899j 0.00375017-0.000834398j 0.00399046-0.00213952j 0.00189904+0.00242153j -0.00182393+0.000331203j 0.00249215-0.000237697j -0.0010441+0.00337116j -0.000539582+0.00217149j -7.13221e-05-0.00234874j 0.00294251-0.00641338j 0.00357083-0.00594104j 0.00140896+0.000910042j 0.000431686-0.00315914j -0.000574549+0.000844355j 0.000987574-0.00329449j 0.000866268+0.00272516j 0.000200221-0.000133449j 0.00364198-0.00566378j 0.00125729+0.00396218j 0.000691551+0.00354655j 0.0020827-0.00591277j -0.0013824-0.00565759j -0.00161+0.00465563j -0.000279613-0.00458391j 0.00456382-0.00105843j 0.000682522-0.000524466j 0.000490808+0.0030829j 0.000705964+0.00296353j -0.000818438-0.00296007j 
-0.000371832-0.00345557j 0.000667426+0.00255415j -0.00454602-0.000311881j -3.92795e-05+0.00202306j 0.00132359-0.00105435j 0.00231926+0.000815608j 0.00171102+0.00184793j 0.00610546+0.00183427j -0.00167715-0.00116474j -0.000268532+0.00186069j 9.66818e-06-0.00288156j -0.00491886+0.000911757j 0.00391944+0.00391728j 0.00185647+0.00281379j -0.00186613-0.00353238j -0.00461162+0.00382964j -0.00404956-0.0018876j 0.00433237+0.00115011j -0.000798553+0.00112343j -0.0013195-0.00247451j 0.00269568+0.00400309j 0.00105601+0.000727693j -0.00177042+0.00141707j -0.00524232+0.00146715j 0.00421859-0.00293211j 0.00167994+0.00374222j 0.00291767-0.000337678j -0.00345651-0.00386424j 0.00189365+0.00392714j 0.00426932+0.00303143j 0.000884002+0.00445529j -0.00183706-0.00263508j 3.49893e-05+0.00131332j -0.00169482+0.000478513j -0.000910002-6.71826e-05j 0.00178981-0.00148754j -0.00192681+0.00503747j 0.00374991-0.00363663j -0.00604151-0.00178986j -0.00142689+0.000175786j -0.00130283+0.00551296j -0.00413251-0.0015469j 0.000190489+0.000395856j 0.00201595-0.000780006j -0.00275242-0.00111753j 0.00392791+0.00404118j 0.00027581-0.00769518j 0.000541944+0.00247807j 0.00360186-0.00324587j -0.00397152-0.000257781j 0.00139645+0.00217391j -0.00245725-0.00440755j 0.00246132+0.00363786j -0.00144289+0.000746675j -0.00254323-0.00399392j 0.000533392+0.000640969j -0.00322927-0.00072127j -0.000200143+0.00058323j -0.000215037-0.00119507j -0.00254974-0.00412941j 0.00141824+0.00434093j 0.00153308-0.00137496j -0.00141046+0.00422302j 0.00196464-0.00177618j -0.00121408+0.00210742j 0.00130695+0.00376986j -0.00242781+0.00308182j -0.000369465-0.00378812j -1.60984e-05-0.00257724j -0.00139728-0.00290808j 0.000253864-0.000828863j 0.000831277+0.00343997j -0.00103402-0.00129439j 0.000800774+0.000589112j 0.000845649-0.00288968j -0.0028138+0.00114037j -0.000713179+0.00288755j 
0.00119649-0.00489743j 0.000812378+0.00294277j -0.000440044+0.00621187j 0.00203897-0.00244995j 0.00289788+0.000134762j -0.000171952+0.00276346j -0.00328663-0.000151826j 0.00114527+0.0012008j -0.00298183-0.000429713j -0.00216332-0.00834128j -0.0052188-0.00399124j -0.00695124+0.000352701j 0.00387579+0.002417j -0.00403254+0.00240313j -0.00373429-0.0006422j -0.00283215-0.000967087j 0.00310722-0.00505321j 0.0035777-0.00155909j -0.0104798+0.00277388j 0.00112558-0.00434953j -0.00586525+0.00461204j 0.00619402+0.00206986j 0.00558902-0.00269501j -0.0092301-2.7157e-05j 0.000642305+0.00471712j -0.00196179+0.00511715j 0.00113323+0.00216734j 0.00167765-0.00365978j 0.00677282+0.00208982j 0.00250755+0.000188224j -0.00719876+0.00422581j 0.00175763-0.000489027j -0.0029342+0.00187583j -0.00365175+0.0035431j -0.00335772+0.003051j 0.000947794-0.00146587j 0.00558596+0.000749896j 0.00412623-0.00421695j 0.00357248-0.000305474j -0.00526045+0.00118004j 0.00742672+0.00438963j -0.00473747-0.000939549j -0.000481944+0.000878844j -0.00035655-0.00128795j -0.00384116-0.00180852j -0.000469129-0.00143816j 0.000429436-0.00400525j 5.04402e-05+0.00461764j 0.000347951-0.00267601j -0.000780482+0.00348659j 0.00308378-0.0015425j -0.000298552-0.00299442j -0.00099844+0.00126217j -0.00150425+0.00538676j -0.00207718-0.000692511j -0.00381009-0.00057483j -0.000869284-0.00320204j 0.0025399+0.000797518j -0.00054579-0.00142995j 0.00167408-0.0013926j 0.0027816+0.00231064j -0.000406142-0.00165723j 0.000826456+0.00255576j 0.00495833-0.00207643j 0.00135735+0.00466472j 0.00684308+0.000864702j 0.000592609+0.0020521j 0.000624389-0.00303472j -0.000697383+1.31799e-05j -0.00378878-0.00235636j -0.00133591+0.00117745j -0.000583587+0.00248367j -4.15734e-05-0.000327031j 0.00334055-0.0015239j 0.00129778+0.00167022j -0.00155424+0.00114281j -0.000637576-0.000206618j 
0.000535676+0.00522939j -0.00132339+0.00269362j -0.00223121-0.00139373j 0.00158777+0.00580224j 0.00262873-0.00334497j 0.000453442-0.00193037j -0.000573998-0.00235231j 0.00444875-0.000632094j -0.00617384+0.00164268j -0.00325321+0.0122839j 0.00143076+0.00693971j -0.000248903+0.0033248j -0.000820311+0.00112294j 0.00324068+0.00110494j 0.0020635-0.00787048j -0.00347334+0.00582555j -0.00884636+0.00644656j -0.00172279+0.00353788j -0.000308149-0.00161596j -0.0024216+0.00227293j -0.00153945-0.000895578j 0.00754127-0.00226936j -0.00617989+0.00560039j -0.00274515+0.000780531j 0.00419068-0.00765835j 0.00638631-0.00235317j 0.00596474-0.00114157j -0.00166292-0.00112727j -0.00170863+0.00647043j -0.00270548+0.00133664j 0.00799499-0.000937895j 0.00122476+0.00149855j 0.000716276+0.00224647j 0.00587418-0.00321476j -0.00149159-0.00181044j -0.00340104-0.00410561j -0.000846784+0.00382285j -0.00276138+8.84152e-05j -0.000445862+4.00924e-05j 0.00159129-0.00156022j -0.0016715+0.00513101j -0.00526291+0.00423188j 0.000146569-0.00216537j 0.00399893+0.000962949j -0.00282584-0.000325934j -0.000641756+0.00264395j 0.00262533-0.00362297j 0.00125962-0.0013525j 0.000432671-0.00369698j 0.00174862-0.00443014j 0.00407799+0.00268913j -0.00072711-0.0023598j 0.00243727-0.000232478j 0.00315015-0.00162951j 0.00389857-0.00180718j 0.000832052+0.000868377j -0.00191056-0.00179455j -0.00505871-9.28377e-05j -0.00265044-0.00450422j -0.00382586-0.000232529j 0.00169608+0.00172699j 0.000826048+2.51977e-06j 0.000999164+0.000973184j 0.00103463+0.00330338j 0.000299429+0.00156034j -0.00268299+0.00196158j -0.00180367+0.00265434j 0.000883783-0.00106855j 0.000836351-0.0039287j -0.00144678-0.00232843j -0.00164016-0.00109399j 0.00544555-0.000248212j 0.00148517-0.00141571j -0.000424862+0.00060419j -0.000165691+0.00224511j 0.00078084-0.000575557j -0.000652377+0.00118884j 
-9.03162e-05-0.00518225j -0.00110423-0.000800216j -0.00152258+0.00169671j -0.000394171-0.00253686j -0.00141686-0.00455669j -0.00283444+0.0011894j 0.000746336-0.000119907j -0.00135657-0.00227441j 0.00141055-0.000756151j -0.00538623+0.000160999j 0.00161767-0.00327598j 6.81399e-05-0.0053254j -0.0024608-7.37034e-05j -0.00578834+0.00131201j 0.00502912+0.00339028j -0.00449643+0.0023391j 0.00346377-0.00116638j -0.0037163-0.000214947j -0.00245761+0.00183067j 0.00229324-0.00800677j -0.00276371-0.0035365j 0.00105357+0.00381981j -0.000706525+0.00304545j -0.00158106+0.00841281j 0.00503944-0.0055942j -0.00420862-5.32425e-05j 0.000208461+0.00274836j -0.000842565+0.00800217j 0.00117069-0.00463933j 0.00304018-0.0117332j 0.000495368-0.00911997j -0.00369436+0.00463058j 0.000851366-0.00350234j -0.00268664-0.000634882j 0.00224133-0.00254188j 0.000115977+8.06929e-05j 0.000387501-0.00330418j -0.00477813+0.00724766j -0.00297201+0.00371778j 0.00306937-0.00419424j -0.00675807-0.000825597j 0.00541363-0.0026565j -0.000381695+0.00195605j 0.00529594-0.00430588j 0.00433734-0.00154149j 0.00137702-0.00383077j 0.000132962+0.00208897j -0.00355839+0.00110414j -0.0010852+0.00196638j 0.00010045+0.00170174j 0.00565923-0.00124077j 0.000353271+0.00246071j -0.00171736-0.00216701j -0.00113591-0.000657497j -0.00248177+0.00316909j 0.00622639-0.00209728j -9.11787e-05+0.00373242j -0.000607942+0.000912711j 0.000647738+0.00126916j -0.00107381+0.00345211j -0.0005616-0.00228509j 0.000718412+0.00336371j -0.00352814-0.00103885j 0.00258226-0.00112731j -0.00501107-0.00214361j -0.0041058-0.00191574j 0.00130985-0.00302462j 0.00288645+0.00076055j -0.00246081+0.000394749j 0.000788676-0.000704486j -0.00279618+0.000974038j -0.000978765-0.00171642j -0.000401808+0.00234263j 0.00178554-0.00128095j 0.00395952-0.00161865j -0.00302269+0.00143602j 0.000447334-0.00105484j 
