-0.0120974-0.010091j -0.01296+0.000512465j -0.00978483-0.00163054j 0.00862153+0.00184973j 0.00146217+0.00294999j -0.0130621-0.00818712j -0.00356659+0.00256765j 0.0232681+0.00419073j -0.00562157-0.00292059j -0.00287805-0.00773332j 0.00549703+0.00819432j 0.00305545+0.0025272j -0.0140002+0.00334499j -0.0149674-0.000466824j -0.00404482-0.00232053j -0.00811461-0.00458199j -0.00640687+0.00110252j -0.00577064-0.000886729j 0.0155182-0.00297605j -0.00286526+0.00455336j 0.00350858-1.9039e-06j -7.24324e-05+0.00363635j -0.0052825-0.000223945j 0.00225502+9.99223e-05j -0.00554181+0.00516658j -0.00452726-0.000722651j 0.00307035-0.000292603j -0.00574554+0.00372992j 0.00969712-0.00241439j 0.000493067+0.000900263j -0.00202724+0.00127049j -0.000271339+0.00150416j -0.000630688-0.00141633j -0.00922638+0.00297471j 0.000129791+0.000784387j -0.000359008-0.00292604j 0.00192642-0.00151871j 0.00234545-0.0019432j 0.00220668-0.00235j 0.00523487-0.00641292j -0.00299381+0.000104567j -0.000131303-0.0016275j -0.000710006+0.00223699j -0.00171199-0.00143656j -0.00374233+0.000746441j -0.00420948+0.00318853j 0.00492339-0.00348838j 0.000166784-0.00373279j -0.00215783-0.00245787j 0.00420095+0.000933744j -0.00533016+0.00485081j -0.00348593+0.000749089j -0.00573262+0.00402343j -0.000851856+0.00276611j 0.0123046-0.00167049j -0.00335481+0.0100681j 
0.00194833-0.00480759j 0.000112355-0.00276794j 0.000127829+8.64345e-05j 0.000372563+0.000332892j 0.000541715-0.0015279j -0.00221957+0.000842938j -0.00232997+0.00125309j -0.00361998+0.00367442j -0.00141298-0.000287134j 0.00644073-0.00385321j -0.00270661+0.00250331j 0.00494276-0.00328036j 0.00169004-0.0029168j -0.00216604+0.00357663j -0.00766722+0.00530733j -0.00521123+0.000527244j -0.00133171-0.0025998j 0.00214064-0.00054083j 0.000647221-0.00186445j 0.00361807-0.00274045j -0.00305688-0.00669138j 0.00154094-0.00280567j -0.00404648-0.000294835j -0.00529742-0.00562002j 0.000728042-0.00317513j -0.00552708-0.00182983j 0.010833-0.00801122j 0.00178548-0.00200207j 0.00087089-0.00710563j -0.0111291+0.00222185j 0.00746738-0.00098981j -0.00122094+0.00126959j 0.00650534+0.00202126j -0.00147794-0.00297718j -0.00570674-0.00240229j 0.00124125+0.00945585j 0.000138509-0.00562934j -0.00307541-0.00135502j -0.00299556-0.00195721j 0.00135201-0.00354584j 0.00432005-0.00408696j 0.00254238-0.00789533j -0.00333481+0.00213884j -0.00283121+0.00684504j -6.0269e-05+0.00136342j -0.00332375+0.00130172j -0.00553824+0.00520743j -5.26749e-05+0.0013493j -0.00110103+0.000466716j 1.24323e-05-0.000896382j 0.00246114+0.000110572j -0.00140092+0.000587808j 2.58659e-05+0.00101056j 0.000767761+0.00171222j -0.00189888-0.00235457j -0.00114145+0.000661262j 
0.00017833+9.25314e-05j -0.000290584+0.000847085j -0.00218664+0.00307189j -0.000563856-0.000576164j 0.000497706+0.000394837j 0.00358308+5.06488e-05j -0.00191803+0.00288526j 0.000428481+0.00225226j -0.00239431-0.000690814j -0.00529712+0.00163247j -0.00608112+0.00515635j -0.00432544-0.00238371j -0.00516533+0.0029998j 2.37327e-05+0.00189888j 0.000493069-0.00482266j 0.00737491-0.00437483j 0.00498513+0.000717861j -0.00668024+0.00817802j 0.00164737+0.00454599j 0.00560385-0.00572911j 0.00496191-0.00334458j -0.00432373+0.00308116j 0.0035566-0.00168244j 0.00583549+0.000276455j -3.48814e-06+0.00413541j 0.00191355-0.00100152j -0.00678506+0.00102319j -0.000849494+0.00497607j -0.00112268-0.00154247j 0.0137175-0.00710668j -0.00564612+0.00211808j 0.00300808-0.00202758j -0.00909588+0.00811395j -0.00311063+0.00466782j 0.00557945+0.00143128j -0.00155371-0.00159144j -0.000999413-0.00350764j 0.00340984-0.00410518j 0.00191381+0.000419291j -0.00669718+0.00343756j 0.00283264+0.00231302j 0.000959241+0.00652329j 0.000907033-0.000607925j 0.00413616-0.00304853j 0.00215714-0.00263283j 0.00346554-0.00559577j 0.00454578+0.00295369j -0.00112632+0.00615253j 0.00303769-0.00289049j 0.00202454-0.00427155j -0.000384824+0.000230242j -0.00263734-0.000580649j 0.000491431-0.00200623j -0.00193329+0.00187153j 0.000967567-0.000491892j 0.000219306+2.2651e-06j 
0.000483394+0.000114144j -0.00163313+0.00301785j 0.000857737+0.00167904j 0.00190201-0.00073083j 0.00103786+0.00194345j -0.00700712+0.00479376j 0.00427766+0.00283319j 0.00255665-0.00411283j -0.00291666-0.00242066j -0.000149868-0.000370436j -0.00174711+0.00192536j -0.00505919+0.00182064j -0.00636003-0.000939359j 0.00151143+0.00247976j -0.00295073-0.00666913j 0.00095445-0.00248953j 0.0034339+0.00849176j -0.000296943+0.00179994j -0.000253934+0.00270152j -0.00675126+0.00123408j -0.000520558+0.00671329j 0.0095072+0.00170486j 0.0022898+0.00241688j 0.00188967+0.00891206j 0.00383705+0.00119974j 0.00382899+8.35476e-05j -0.0129131+0.00525904j 0.00102361-0.00147714j -0.00216939+0.00696475j -0.0012377+0.00265861j -0.00339202+0.0014376j 0.0012763+0.00848616j -0.00191101-0.0118593j 0.00799597-0.00158775j -0.000460828+0.0100961j 0.00317576+0.00393017j -0.00242951-0.00082185j -0.00134873+0.00765158j 0.00742146-0.000491942j -0.00101808+0.0042188j -0.000783439+0.00157931j -0.00905713-0.0021914j 0.000921172+0.00181881j 0.00509099+0.0072223j 0.00313698+0.00159871j 0.00812029-0.00272715j 0.00281265-0.00339684j 0.00488096-0.00329876j 0.00017117-0.00373838j -0.00207556+0.0058581j -0.0035528+0.00146341j -0.0031968-0.00556595j -0.00237708+0.000948105j 0.000793394-0.00175367j -0.00136358-0.000635194j -0.000504911-0.00696806j 
0.000803502-0.00353409j -0.00134288-0.000389194j -0.00197029+0.00123094j 0.00106312+0.000634845j -0.00249512-0.00126897j 0.0026134-0.00132732j 0.00301787-0.00376335j -0.00267192+0.00427057j -0.00874965+0.00175094j -0.00138875+0.00143542j 0.00687474-0.00302902j -0.000235894-0.00369298j -0.00476701+0.00248466j 0.00190909-0.00165211j -0.00219387+0.00488812j -0.00194157+0.00409946j 0.00330098-0.00553315j -0.00271407-0.00230461j -0.00644785+0.00120582j -0.00675801+0.00254996j -0.00497183+0.00361406j -0.00338059-0.00166741j -6.57615e-05+5.93694e-05j 0.000218577-0.00363121j -0.00432047-0.00090486j -0.00226307+0.000147193j -0.00304228-0.00189003j -0.00266537+0.00271094j -0.000281052-0.00407245j -0.00181295+0.00483834j 0.00533518-0.0042242j 0.000683566-0.00105163j -0.00451282+0.00346598j 0.000905825-0.0017649j -0.000622959+0.00218798j 0.00524009-0.00693441j -0.000645805-0.000230913j -0.00110077+0.00372476j -0.00351156+0.00199442j 0.00187401-0.00424895j -0.00421208-0.000624663j -0.00420003+0.00612465j 0.000927885+0.00112042j 0.0024403-0.00385429j -0.000936347+0.00909608j -0.00247983+0.00150286j 0.00288368+0.000272934j -0.00112377-0.00277084j 0.000236828+0.0027502j -0.00225324-0.00586571j 0.00188911-0.00175205j 0.000843426+0.000923188j 0.00285068+0.00270819j 0.000572581-0.00161986j 8.51984e-06+0.00112599j 7.25903e-05-9.93913e-05j 
-0.000429909-0.00061266j -0.000100375+0.00152569j 0.000402744-0.000140431j 7.75019e-07-0.000144413j -0.00101157-0.000487296j 0.00161624+0.000863571j 0.005974-0.00420265j -0.000647362-0.00109876j 0.00028714-0.000554434j -0.00164053+0.000748553j -0.00284299-0.000158337j -0.00196321-0.00207447j 0.00819127-0.00392439j 0.00285952-0.00279939j -0.000843492+0.00508386j 0.00551276-0.00186613j -0.00512913-0.00124232j -6.98514e-05-0.000101875j 0.00636149-0.00177139j 0.00102454+0.00284917j 0.00886649+0.000462801j -0.00215311+0.00269481j -0.00209878+0.00156513j 0.00404426-0.00110953j -0.00295198-0.00151643j -0.00360687-0.00186898j -0.00572184-0.000223124j 0.00193127+0.00164676j 0.00406934+0.00113425j 0.00776328+0.00408243j -0.00701041+0.00142597j 0.00283193-0.0017123j 0.000550669-0.00395571j -0.000302656-0.000893004j 0.00344821-0.00560121j -0.00688341+0.00289476j 0.000401809-0.00172711j 0.0075632-0.00366578j 0.00288877-0.000457087j -0.00293563+0.0019945j -0.00338999+0.00336575j 0.0025966-0.005186j -0.000643617-0.00598863j -0.00189332-0.00629179j 0.00479096-0.00688281j 0.00235054+0.00128595j 0.00383248-0.00833135j -0.00321875+0.00876137j -0.000428798-0.000255434j 0.00036376-0.000277519j -0.000726245+0.00471718j -0.000581307+0.00425893j 0.00106921-0.00107034j -0.0013161+1.74261e-05j 0.00135663-0.000320858j -3.56612e-05+0.000642988j 
0.000520408-0.000153565j 0.000284663+0.000150145j 0.00280724-0.000627354j 0.00184031-0.00095596j 0.00394157+0.00107936j -0.00197579-0.00268836j -0.00292497+0.00015467j -0.00325067+0.000577804j -0.00210958+0.00161816j 0.000493103+0.00170177j -0.00330077+0.00217406j 0.00528537+0.00412907j 0.000488598+0.00429694j 0.00490458-0.00188287j -0.0152871-0.00112709j 0.00407556+0.00516355j 0.00534649-0.00254852j 0.000752953+0.0013303j -0.00214875-0.00710141j -0.00239787-0.00273643j 0.000186305-0.000144449j 0.000253418+0.000274828j 0.00131574+0.000821503j -0.0079737-0.00565543j 0.00295431+0.000462934j 0.00737437+0.000496825j 0.0110598+0.00422124j -0.0040333-0.00488888j -0.000578155+0.00111834j -0.00792233-0.00210865j 0.00214159-0.00159096j -0.0044486+0.00366183j -0.0167454-0.0018498j -0.00870205-0.00421574j 0.0109715-0.000564774j 0.000481509+3.42796e-05j 0.00260006+0.00069288j 0.00290582-0.0021815j -0.00122852-0.00212425j 0.00749525+2.35434e-05j -0.00722739-0.00338049j -0.000371785-0.00106456j 0.00605934+0.000200274j 0.00639823-0.000343867j 0.000587338-0.000283996j -0.00166779-0.0039295j -0.00278507+0.0028724j 0.000735946-0.000503903j -0.000498011-0.000862152j -0.00132679-0.00147873j 0.00199424-0.00124336j -0.00238619+0.00433345j -0.00268689+0.00146889j 0.00163708+0.00110843j 0.000718336-0.001099j -0.00195155+0.00136222j 
0.000768262-7.7634e-06j 1.35533e-05+0.00031355j -0.00443008+0.00200829j -0.00159074-0.000337111j -0.00206706+0.000587864j -0.0035185-0.000550228j 0.00262255-0.00290458j 0.00574726+0.000183763j -0.00291258+0.00107837j -0.00393783-0.000191595j 0.00447184-0.00294189j 0.000183011+0.00451728j 0.00240196-0.000597013j -0.00250344-0.00122427j 0.00701719-0.00867213j 0.00999032+0.00275619j -0.00740996+0.000675831j 0.00130316-0.00170825j -0.00147764-0.00153451j -0.00737969+0.00366909j -0.00503543-0.00222307j -0.00299874+0.00351568j 2.88177e-05+0.00305029j -0.00831016-0.00213346j 0.00367752+0.00403072j 0.00681122+0.000821268j -0.00390025+0.00902942j 0.00142195-0.00037886j -0.00799546+0.00305644j 0.00191209-0.00361379j -0.00466799+0.00622236j -0.00551107+0.00419311j -0.00316963-0.00698094j -0.00285408-0.00198166j 0.00368717-0.00249817j -0.00453629+0.00234162j 0.000241636+0.00395864j -0.00386109-0.00141456j -0.0024333-0.00104915j -7.13008e-05+0.00311425j -0.003707+0.003779j 0.0063466-0.00189377j 0.00137984-0.00464434j 0.0025001-0.00215104j -0.00290821-0.000961029j 0.0023974-0.00138387j -0.00233569-0.00478917j 0.00434368+0.0012738j 0.00127497-0.00012303j 0.000740345-0.00150121j 0.00133328+0.00281339j 0.00136606-0.0027097j 0.00155116-0.000279249j -0.00122477-0.000638986j -0.00050071+0.000823485j 0.000488968-0.00270133j 
-0.00100578+0.00148129j -0.000701297-0.000840723j -0.000828649-8.78979e-05j -0.00173019+0.000961795j 0.000456525-0.000571345j 0.000250954+0.000349548j 0.000820645+0.00126141j 0.00139691+8.60582e-05j 0.000989766-0.00156236j -0.00372801-0.00444561j -0.000955844-0.00219022j -0.000578317-0.00683035j 0.00200235-0.00437202j 0.00265753-0.000108254j -0.000608863+0.00255773j 0.0073912+0.0058862j -0.00115313+0.00278541j -0.000988283-0.00508213j 0.000580059-0.000574503j 0.000410514-0.000143103j 0.00209259+0.00665209j -0.00246037-0.000717687j 0.000887777+0.00243474j -0.00270179+0.00673361j -0.00338929-0.00263687j 0.00268755+0.000867803j -0.00184839-0.0148885j -0.00454872+0.00201352j -0.00119354+0.00122547j 0.00524332+0.0139266j -0.00347389-0.0080338j 0.00369832+0.00161011j -0.00596405-0.00340174j -0.00454688+0.00190422j 0.00411593-0.00158061j 0.000395447-0.000708904j -0.000390115+0.00121831j 0.00436462+0.00345267j 0.00216065+0.00411675j -0.00390483-0.00329301j -0.00584473+0.000516336j -0.00572009-0.00258607j 0.00283331-0.000914362j 0.00467035-0.00298371j 0.00396555-0.00125132j 0.0043922+0.00377878j 0.00708696+0.00374818j -0.0050522+0.00343839j 0.00280651+0.00029475j 0.000890173+0.000132887j -0.00219953+1.53987e-05j 0.00026322+0.000149525j 0.00049769+0.000954986j 0.000340476-0.000643199j 0.00138055+0.00144587j 0.00173234+0.00255056j 
-0.000722031-0.00123708j -0.00196255+0.00161584j 0.000690391+0.00192582j 0.00366836+0.000237946j -0.000419231-0.00143606j -0.00237975+0.000950224j 0.00529102+0.00095251j -0.00278074+0.000740319j -0.00466426+0.00183348j 0.00368109+0.00438108j -0.00201798+0.000299652j -0.000848567+0.00141738j 0.00121591+0.00502991j 0.00438948-0.00218552j -0.00668808+0.00447871j -0.002119-0.00766683j 5.30501e-05-0.00459385j -0.000793756+0.00456628j 0.000392449+0.00423718j -0.0038156+0.00185645j 0.000967238-0.00117893j 0.000696308+0.00423982j -0.00239138-0.00139801j 0.00203339+0.00055769j -5.53562e-05+0.00148962j -0.00576077-0.00480912j -0.00260998-0.000291245j 0.00320924+0.00165477j 0.00405926+0.000569873j -0.00652533-0.00378732j 0.000768399+0.000147072j -5.95732e-05-0.000388239j 0.00769967+0.00543068j 0.0087262+0.00130471j -0.00385796-0.00148249j -0.00298518+0.00021098j 0.00159754-0.00419537j -0.000598466-0.000982514j 0.00100147+0.000840201j 0.000384618-0.000200273j 0.000342628+7.51103e-05j 0.00421316-0.00171964j -0.000791161-0.00212932j -0.00257914-0.00302494j 0.000816969+0.00203545j -0.00250924+0.00106676j 0.00530068-0.0040952j 0.0012889+0.000902305j -0.00242052+0.000331475j -0.00345376-0.00041647j -0.00116334-0.000295231j -0.000869609+0.000860535j 0.00174974-0.000731686j 0.000602025-0.00132488j -0.000100339+9.50305e-05j 0.00065962-0.00222621j 
-0.000127932+0.00144338j -0.00124439+0.00498579j -4.10747e-06+0.00594732j -0.00444302+0.00443301j 0.00390003-0.00456122j 0.00153315+0.00141927j -0.004504-5.86026e-05j -0.00679725-0.000189438j 0.0072746-0.00539756j -0.000389806+0.00511517j -0.00441837-0.00180981j 0.00564972+0.0018101j 0.00410004+0.000464363j -0.00173556+0.00199666j -0.00132812-0.00733197j -0.00176893+0.000172076j 0.00219144+0.00487377j -0.00400485+0.000576849j 0.00454836-0.00521601j 0.00858518-0.00145132j 0.00505344+0.00286361j -0.00121911+0.00168087j 0.000998119-0.00227485j 0.000609497+0.00105635j 0.000147589+0.00124808j 0.0012551-0.00262934j 0.0085474+0.000388131j 0.000783019-0.00447471j 0.00266785+0.00698235j -0.00208071-0.00603217j 0.00136469-0.000898492j 0.00107778-0.00195829j -0.00398352-0.00861636j -0.00171241+0.000810038j 0.000414276+0.00113871j -0.000148118+0.000844953j 0.00231019+0.00160095j 0.00597366+0.00121865j -0.00149958+0.000202352j 0.00505734-0.00183323j -0.000593955-0.0047825j 0.00335115-0.00281847j 0.000663555+0.00365386j -0.0014462+0.00280381j -0.00153727-0.00280258j -0.00259828-0.000249373j -0.0012105+0.00526714j -0.00428449+0.00383051j 0.000716279+0.000644874j 0.00223851-0.000855996j 0.000259261-0.00174145j -0.00348818-0.00122016j 0.00246583+0.00414177j -0.000935219-0.000528195j 0.00464289+0.0032172j -0.00327652+0.0017521j 
0.00261048-0.00361597j 0.00401416-0.00381927j -0.00590366+0.004819j -0.00620317+0.00163396j -0.0033478-0.00208649j -0.00132207+0.000393975j -0.000419225-0.00414706j 0.00389373+0.00516347j -0.0085451+0.00254414j 0.000554801-0.0071654j 0.0107722-0.00351024j -0.00430526-0.00433902j -0.000493797-0.00512395j -0.00694711+0.00272269j 0.0121329-0.00219035j 0.00010549+0.00823582j -0.00307904+5.49641e-05j 0.00523116-0.00551581j -0.000119104+0.00226049j -0.00345051+0.0027411j -0.00481655-0.00148989j 0.000258215-0.00530398j 0.00111862+0.00120202j -0.00519132-0.00619352j -0.000868393+0.00115376j -0.000109244-2.51751e-05j -0.00472658-0.00344189j 0.000325989+0.00379495j -0.00790507-0.00590207j 0.00401842+0.00519101j -0.00215197+0.000382448j 0.00179417-0.00147105j 0.000784496-0.000832474j -0.00389711-0.00498245j -0.00172526-0.0004586j 0.00364784+0.00577549j -0.007451+0.0027299j -0.00317598+0.00163565j -0.00252404-0.00161424j -0.00242553-0.00248703j 6.43362e-05+0.00315852j -0.000684585+0.00301296j -0.00138893+0.00026205j -0.000121197+0.00505544j -0.00109058+0.0037171j 0.000857349-0.00167214j -0.00277108+0.000363168j 0.00328367+0.00260026j 0.00230467+0.000484462j 0.000185417-0.000626642j 0.00173097+0.00310508j 0.00117172-0.00615076j 0.00317008+0.00404935j -0.00073348+0.00102399j -0.00124961-0.000793884j -9.76865e-05+4.16969e-05j 
0.0037958-0.00213071j 0.00148314+0.000753955j 0.00341056-0.00257397j -0.00678635-3.18126e-05j -0.000564392-0.00176477j 0.0056046+0.002202j -0.00482513-0.00203077j 0.00275555-0.000152304j 0.0131737-0.00314932j -0.000808455-0.00116395j 0.00777808+0.00355105j 0.00208948-0.00372756j 0.00179454-0.00500078j -0.0127524+0.00342709j 0.012854+0.00164847j -0.0102861+0.00369769j 0.000166946+0.00396334j 0.00420015-0.00186742j 0.00423835-0.00510306j 0.0049658-0.00181107j -0.00157538+0.0040629j 0.00599693-0.00848719j 0.00160923-0.00320918j 0.0058043-7.58928e-05j 0.00289586-0.00610149j 0.000308456+0.00125162j 0.000284293+0.00451652j 0.000683108-0.00139039j -0.00132677+0.000670133j 0.00670869+0.00235384j 3.4871e-05+7.66592e-05j 0.00345915+4.10715e-05j 0.00711465-0.000856821j -0.00283912+0.000117624j -0.00338042+0.00360382j 0.00441407-0.00214434j -0.0052177+0.00280952j -0.000653155+0.0033197j -0.000391494-0.00324344j -0.000271671+0.000582545j 0.005715+0.00146993j -0.0017047+0.00474469j -0.00391716+0.00432042j -0.00414696+0.0043829j 0.00123678-0.00184083j -0.00134381-0.0016062j -0.00783919+0.0005283j -0.00264857-0.00450859j 0.000582857-0.00238472j 0.00330534+0.00319312j -0.000755239+0.00163093j -0.000151747-0.000579189j -0.00165495+0.00360265j -0.00149906+0.000156015j -0.000287614-0.00132725j -0.00354754+8.39589e-05j 
0.00181182+0.000455559j 0.00262532-0.00195883j -0.00547654+0.000787198j 0.00117014-0.00248774j 0.000816648+0.00370369j -0.000293082+0.00323849j -0.00167849-0.000646607j -0.00218235-0.00686111j -0.00552153+0.004215j 0.000128502+0.00130614j -0.00333642-0.00680953j 0.000587426+0.00197674j -0.00284885+0.00415879j -0.000982009+0.000779949j -0.000589154-0.0072862j 0.00299807-0.00695556j 0.00124643+0.00223066j -0.00572845-0.00169839j -0.00330269+0.0106805j 0.00630408+0.0114428j 0.00258731+0.00320026j -0.0013885-0.000323086j 0.00213682-0.00248785j 0.00441278+0.00371004j -0.00108842-8.79151e-05j 0.000770363-0.00993143j 0.00470634+0.00538883j -0.00024542+0.00362339j 0.00350085+0.00288555j 0.00439934-0.003291j 0.00296763+0.00444485j 0.00422271+0.00203562j -0.00258404+0.00811583j -0.000765177-0.000354376j -0.00230748-0.000380831j -0.00312559+0.000950416j 0.00532963-0.00260419j 0.00285152+0.00320709j -0.0015379+0.000339342j -0.000786474-0.00112099j 0.00662682+0.00297473j 0.00283741+0.00318088j -0.00279216-0.00105304j -0.00361321-0.00133084j 0.00137369+0.00488177j -0.00154781-0.00519965j -0.00440878+0.00297281j -0.00564522-0.0017803j -0.00154137-0.000369226j 0.00160034-0.000239519j 0.000669002-0.000177752j -0.00218354-0.00234396j -0.000269292-0.00175769j -0.00251206+0.00216929j -0.000346612-0.000872217j -0.00217525-0.00120244j 
0.00487678-0.00380152j 0.00144539-0.00335279j -0.00048304+0.00117153j -0.00120333-0.000146441j -0.00502445+0.00324945j 0.00691811-0.00232416j 0.000550124-0.00114191j 0.00292007-0.000884236j 0.00404053-0.00109257j -0.00310382-0.00146875j -0.000733682-0.00540002j 0.00557035-0.00610091j 0.00949187-0.00164198j -0.00438431+0.00869272j 0.00221459-0.0125726j 0.0034593+0.0098315j -0.00573473+0.000674785j -0.00260577-0.00207552j 0.00681922-0.000749893j 0.0078622-0.0013948j 0.000524682+0.00881885j -0.00666696+0.00117275j -0.00476344-0.00137505j 0.00088343-0.00805215j 0.00146052-0.00541894j -0.00205132-0.0012025j 0.00312206+0.00328823j 0.000939847-0.000146904j 0.000302451+0.000895142j 0.00228883+0.00172459j 0.000348795-0.00175715j -0.0030634+0.00128255j 0.000685253-0.00727729j -0.00722539-0.00183941j 0.00531064+0.00501353j -0.00857954-0.00241524j 0.00339721-0.00165897j 0.00718906+0.00175286j -0.00259243+0.00431188j -0.0054207+0.000301493j -0.000990929-0.00375298j 0.0108534-0.00574436j 0.00223051-0.000643909j 0.000548335-0.000152175j 0.00794093+0.00390019j -0.00211329+0.00381998j 0.000189314+0.00167539j -0.0100968+0.00432549j 0.000578777-0.000198438j 0.00145483-0.00586963j -0.000439116+0.00237629j -0.0039303+0.00432089j 0.000967616-0.0051659j -0.00374358+0.00343078j 0.000990848-0.00233709j -0.00216329+0.00142606j 
-0.00194208-0.000256625j -0.00333858+0.000940064j -0.00169916-0.000368004j 0.000458876-0.00107527j 0.00358379-0.000849016j -0.00121628-0.00206576j -0.00321753+0.00096114j -0.00385014+0.00292839j 0.00249833-0.00215793j 0.00304207-9.95725e-05j -0.00618315+0.00363059j -0.00137747-0.000248086j -0.000942829-0.000669862j 0.00177279-0.000292428j -0.00080673+0.00511085j -0.0030088+0.000114328j 0.000511759-0.000405497j -0.00193828+0.00320381j 0.00229098-0.00228672j 0.0049551-0.00526841j 0.00457639-0.00419152j -0.000330801+0.00150181j -0.000337218+0.0010102j -0.00167769-0.00285555j -0.00321447+0.00310184j -0.00240522+0.00454792j 0.00318655-0.00446751j 0.00223235-0.00203396j 7.61521e-05-0.00407736j -0.00137948-0.00202134j 2.32957e-06-0.0030591j -0.000679464-0.00339645j 0.00296079-0.00230615j 0.00212224+0.000459519j -0.000837416+0.000567587j -0.00160923+0.00322262j -0.00100537-0.00315691j -3.24615e-05-0.00344283j 0.00214182-0.000691533j 0.000722688-0.000515817j 0.00115718-0.00348177j -0.000985164-0.001538j -0.000863745+0.00295126j -0.00219853+0.004552j 0.000251392-0.00436379j 0.00240473+0.00216772j -0.000521542+0.00213961j -0.000169898+0.0037031j 0.00115927+0.00118076j -0.00100939+0.00147098j -0.000120044-0.00182331j 0.00149515-0.00108287j -0.00114479+0.000310384j 0.000921223+5.1986e-05j 0.00014763+0.000682233j 0.00165435+0.000391888j 
0.00479783-0.00531538j -0.0066893+0.00433549j 0.00655987-0.000616987j -0.00187651+0.00104381j 0.000894554-0.00280897j 0.00208008-0.00131697j -0.000137772+0.00228146j 0.00257217+0.00339719j 0.0131308-0.0059089j -0.00245298+0.00714598j 0.00392365+0.0101911j 0.0049602-0.00551794j 0.00244743-0.00207236j -0.00652513+0.00203253j -0.00378108+0.00547173j -0.00247981-0.00266533j 0.00116246-0.000325938j 0.000708657+0.00606289j 0.00121852-0.00976884j -0.00568341-0.0104346j -0.00382175+0.0046419j 0.00725935+0.00287759j 0.000670858-0.00180837j -0.00092038+0.00351161j 0.00625679-0.00549728j 0.00432022-0.000200213j -0.00503362+0.0023944j 0.000757857-0.00174649j -0.00309674+0.00340146j -0.0034944-0.000465434j -8.14827e-05-0.00104054j -0.00165376+0.00565104j 0.00034556+0.00381604j 0.00111329+0.00873239j 0.000515614+0.0001125j 0.00269958-0.0036207j -0.00214414-0.00207267j -0.00351399-0.000279919j 0.00160833-0.00108281j 0.00115964+0.00300659j -0.00208088+0.00239457j -0.00256977+9.62308e-05j -5.71377e-05-0.00128974j 0.000474195-0.00321847j 0.000954778+3.42752e-05j -0.00116242+0.000386249j 0.00240224-0.00445296j 0.00317918-0.00382153j 0.000790596-0.00382921j -0.00293245-0.00293763j -0.000667746-0.000959962j -0.000597709+0.00317725j -0.00145375+0.00283666j 0.000884774-0.00260927j 0.000476596-0.000982423j -0.00086882-0.00381096j 
0.000929874+0.00260518j 0.00187638+0.00070681j 0.0025962+0.00138757j -0.0056726+0.00125519j 0.00275368-0.00324389j -0.0032635+0.00149071j 0.00732376+0.00216043j 0.00104575-0.0012669j 0.00466332+0.00340148j 0.00215247-0.000136817j 0.00865546-0.00183697j 0.00330884+0.0039695j 0.0111815+0.00799566j -0.000154777-0.00308565j -0.00320832+0.00048085j -0.00559218+0.00263313j -0.00281235-0.00671024j 0.0115186+0.000728334j 0.00859503+0.0050587j -0.00733538+0.00243973j -0.00372729+0.00417224j 0.00454726-0.003759j -0.00316074-0.00271731j 0.000781435-0.000936473j 0.00467221-0.00195216j 0.00153796-0.00358069j 0.00305471+0.000908051j 0.00139027+0.00208682j -0.00287544+0.0035807j -0.0106367+0.00269119j 0.000775509-0.00235424j 0.00167199+0.00101258j 0.0140293-0.000300201j 0.00291202-0.003083j 0.00536823-0.00241446j -0.00317513-0.00344389j -0.00473007+0.00524735j -0.000109391+0.0053886j 0.000147283-0.000481461j 0.00483607+0.000736886j -0.0027197-0.00238773j 0.00865994+0.00247772j 0.00295223-0.00355381j 0.000476306-0.00318342j 0.00417276+0.00100191j -0.00712397+0.00184219j 0.00471445-0.0028762j -0.00397048-0.00358352j -0.00101761+0.000356672j -0.000834807+0.00345129j -0.00425171+0.00148144j -0.00110313-0.000385217j 0.000452846+0.00634794j 0.0015743-0.0031136j 0.00117919+0.00297701j -0.00228492+0.00175936j 
0.00279538-0.00273816j -0.00046646-0.000166941j 0.000403945+1.88286e-05j -0.00137425-0.00132237j 0.00119348-0.00174775j -0.00945439-0.00224316j -0.00689353+0.00579057j 0.00599617+0.00291227j 0.00796187-0.000101299j 0.00610816-0.00233113j -0.00484027+0.00160312j 0.000682907-0.00345621j 0.00489603-0.00339633j -0.00955256+0.00274233j 0.00441872+0.00410544j 0.00644856+0.0018166j -0.00704343-0.000399234j 0.00245548+0.00182132j -0.000314736-0.00149266j 0.00325455-0.00179005j 0.00415196+0.0010733j 0.00592055+0.00122228j -0.000625942-0.00132687j -0.0103923+0.00262581j 0.00423364+0.00149917j 0.00648228-0.00354995j 0.00194139-0.00498546j 0.00335713+0.000882551j -0.00644482+0.00179381j -0.00241783+0.00292877j -0.00600894-0.00367401j -0.0048439+0.00483004j 0.00236654+0.00711293j -0.00363282+0.00400133j -0.000256492-0.00457396j -0.00828053+0.00598431j 0.00148855-0.00130382j -0.000759524-0.00232311j 0.00443712-0.000240416j -0.0033894-0.00300602j 0.000679145+0.0050498j 0.0058807-0.00312681j 0.000651689-0.00143419j -0.0055519+0.00609538j 0.00610657-0.00238661j 0.00441172+0.00169793j -0.00296491+0.000216335j 0.000795031+0.00171995j 0.00241275-0.00519375j -0.00681063+0.00671463j -0.00453974-0.0020151j 0.00146436-0.00469517j -0.00112023-0.00133107j -0.000923657+0.00175821j -0.000449534-0.00573722j 0.00267209-0.00314664j 
