-0.0120974-0.010091j -0.01296+0.000512465j -0.00978483-0.00163054j 0.00862153+0.00184973j 0.00146217+0.00294999j -0.0130621-0.00818712j -0.00356659+0.00256765j 0.0232681+0.00419073j -0.00562157-0.00292059j -0.00287805-0.00773332j 0.00549703+0.00819432j 0.00305545+0.0025272j -0.0140002+0.00334499j -0.0149674-0.000466824j -0.00404482-0.00232053j -0.00811461-0.00458199j -0.00640687+0.00110252j -0.00577064-0.000886729j 0.0155182-0.00297605j -0.00286526+0.00455336j 0.00350858-1.9039e-06j -7.24324e-05+0.00363635j -0.0052825-0.000223945j 0.00225502+9.99223e-05j -0.00554181+0.00516658j -0.00452726-0.000722651j 0.00307035-0.000292603j -0.00574554+0.00372992j 0.00969712-0.00241439j 0.000493067+0.000900263j -0.00202724+0.00127049j -0.000271339+0.00150416j -0.000630688-0.00141633j -0.00922638+0.00297471j 0.000129791+0.000784387j -0.000359008-0.00292604j 0.00192642-0.00151871j 0.00234545-0.0019432j 0.00220668-0.00235j 0.00523487-0.00641292j -0.00299381+0.000104567j -0.000131303-0.0016275j -0.000710006+0.00223699j -0.00171199-0.00143656j -0.00374233+0.000746441j -0.00420948+0.00318853j 0.00492339-0.00348838j 0.000166784-0.00373279j -0.00215783-0.00245787j 0.00420095+0.000933744j -0.00533016+0.00485081j -0.00348593+0.000749089j -0.00573262+0.00402343j -0.000851856+0.00276611j 0.0123046-0.00167049j -0.00335481+0.0100681j 
0.000108945+0.0011513j 0.00105907-0.000647663j 0.00148171-0.00169011j 5.62959e-05-0.00114296j -0.00120435+0.00213034j -0.0012346-0.000207792j 5.54659e-05-0.00074725j -0.000763159-9.33895e-05j 0.00105276+0.00158364j -0.000873518-0.000423987j 0.00229874+0.00072389j -0.00109114-0.000667761j -0.00093953-0.00144442j -0.000253727-0.000761834j -0.00101131-0.00144036j 0.0010806+0.000741843j 0.000911412+0.0012178j 0.000251243-0.000880009j 0.0020301-0.000706102j 0.000834132-0.000873849j -0.00195565+0.000636912j -0.00245341-0.000234182j -3.26254e-06+0.000791144j -0.000960956-0.00104097j -0.001669+0.00127906j -0.00422489+0.000327678j 0.00273746+0.0013901j -9.24261e-05+0.00150104j 0.000902298-0.00365318j -0.00178273-0.000625576j 0.00256849+0.00019699j 0.00416523+0.00397806j 0.000262915-0.000195666j -0.00557199+0.000176796j 0.00255651-0.00254684j 0.00251603+0.001224j 0.00729749+0.00646917j 0.00244493+0.00154715j 0.00203872-0.000318576j 0.00745186+0.00164201j -0.00432536-0.00358336j -0.00476789-0.00270752j 0.00470977+0.000676273j 0.000859313-0.00130273j 0.00448793+0.000720733j 0.00592024-0.00116889j -0.00249819+0.000188052j -0.00265488+0.00101018j 0.000578963+0.000918594j -0.00283906+0.000653057j 0.00314787-0.00291153j -0.000306274+0.0057405j -0.000395607+0.00403383j 0.00299804-0.00291131j -0.00169404-0.00284271j 0.00168915-0.000978079j 
0.00261995+3.67488e-05j 0.00165737-0.00131787j -0.000806224-0.00266673j -0.00219102-0.00129593j 0.00304988+0.00191657j -0.0046241-0.000212326j -0.00336519+0.000502344j -0.00246335-0.000254475j 0.00170486-0.000574886j -0.000365451+0.000570465j -0.000388377-0.00162036j -0.00106402+0.0013918j -0.00404481-0.000520835j -0.0052819+3.72556e-05j 0.00140321-0.000598822j 0.00110562-0.000741433j -9.57795e-05+0.00155288j -0.00371607-0.0001716j -0.00117248-8.77725e-06j -0.00141666-0.0015288j -0.00181516+0.00213026j 0.00321473+0.0021081j 0.0013178-0.000390956j -0.000240419-0.000235858j 0.00844616-0.00151194j 0.00134628+0.00484983j -0.00209484-0.000990097j 0.00600553-0.00240098j -0.0017641-0.00524108j -0.00841265+0.00482571j 0.000779206-0.00449787j -0.00211578+0.00321461j -0.000341369+0.00255808j -0.00131171-0.00344609j 0.00151107-0.00596059j -0.000904717+0.0032865j 0.00444936-0.00170152j -0.00372123+0.00913973j 0.00572724-0.00888404j 0.00373495-0.00319531j 0.00285747-0.00182524j 5.91792e-05+0.000651368j -0.00103421+0.00468299j -0.003433-0.00102185j 0.00280324-0.00529375j -0.00215127+0.00249581j -0.00184359+0.00256925j 0.00260389-0.00396196j -0.00248945-0.00589684j -0.000963485-0.00123227j 0.000800787+0.00145619j 0.00318244-0.0030211j -0.00118903+0.004276j 0.000899129-0.000722658j -0.00139558-0.000238197j -0.00152284+0.000706934j 
-0.001846+0.00113915j 0.004296+0.00530149j 0.00675172+0.00647472j 0.00150921+0.00321628j -0.00464883-0.0042208j -0.000903795-0.00186178j -0.00492307-0.00274321j 0.0022764+0.00199133j -0.00263434-0.000366902j 0.00387803-0.0002011j 0.00124754-0.00673965j -0.00339811+0.00116122j 0.000496516-0.00485896j -0.0023097-0.00406779j 0.00131373-0.00135855j 0.00112085+0.00420857j -0.000431193-0.000250856j 0.000875321-0.00103475j -0.00101844+0.00416732j 0.00172478+0.00285081j -0.00103222-0.00296709j 0.00147457-0.000956997j -0.00103952-0.00266133j 0.00193929+0.00564633j 0.00154014+0.00776964j 0.00118144-0.00031763j -0.00228026+0.00206735j -0.000231186+0.00390618j 0.00530205+0.00221748j -0.00593714+0.000515865j 0.00215071+0.00384954j -0.000156422-0.00304873j 0.00288995-0.00305507j -0.00169393-0.00610941j 0.00535435+0.00117304j -0.00378309-0.00452187j 0.00440233+0.0135317j -0.00163096+0.00181573j 0.0103182+0.00271847j 0.00378726-0.00612507j 0.00227489+0.00334981j -0.00287545+0.00138929j 0.000506835-0.000227236j -0.000936454-0.00055612j 0.0043332+0.00716357j 0.00336042+0.00317486j -0.00301131-0.00569111j -0.00220492+0.000388586j 0.00824619-0.00241004j 0.00198435+0.00079354j 0.00016031-0.000492432j -0.00588156+0.00113698j 0.00305665-0.00103102j 0.000778688+0.00215808j 0.00291263-0.00504529j 0.000920608-0.00184871j 
-0.00247828-0.00307078j -0.000837008+0.00312478j 0.00236122+0.00285057j -1.12915e-05-0.00131057j -2.82918e-05+0.000336737j 0.000507054+0.00169565j -0.002431-0.00102972j 0.00188572-0.00164378j -0.000404828-0.00183728j 0.00273985-0.00458872j 0.000823697+0.000614734j -0.00202912-0.00165845j 0.0025432+0.00434748j 0.00366803+0.00660711j 0.000410059+0.00205942j -0.00238969+0.00170893j 0.000974798-0.00333423j 0.00354536-0.00106307j -0.00552245-0.00112281j -0.000142808+0.00729399j 0.0027117-0.00455724j 0.00122358-0.00449575j -0.00124287-0.00330154j -0.00244525+0.00358755j -0.00396727+0.000231517j 0.00513777+0.00396237j -0.00114306-0.00302628j -0.00375445+0.000662892j -0.00203307+0.00477445j 0.00332618-0.00482085j -0.00857178+0.00410957j -0.000390649-0.00604712j 0.0018768+0.00312769j 0.0047542-0.00326213j -0.00701179+0.00876873j 0.00114572-0.00293037j -0.00475052-0.00795572j 0.00274288-0.00689577j -0.00030294+0.00999908j -0.00234121+0.00863662j 0.00160655+0.00668284j -0.000751184+0.00170322j -0.00274222-0.0105156j -0.000177045-0.00165899j 0.00126823+0.00437946j -0.00450363-0.016j -0.00258418-0.0045805j -0.0034491-0.00408333j 0.0028824+0.00855104j 0.00480256+0.00866202j -0.00632735-0.00263304j -0.00254306-0.00196597j -0.00355638-0.00462162j -0.00560013+0.00141365j 0.00235133+0.00257063j -0.00754505+0.000437984j 
0.000691307+0.00245233j -0.00146367+0.00141605j -0.00183167+0.00182339j 0.00185399+0.00116505j -0.00197784-0.00203729j 0.00186287-0.0018551j 0.00247355-0.00257595j -8.97671e-05-0.00166776j -0.00320041-0.00129787j -0.00247838-0.000982805j -0.00310226+0.00122407j 0.00404255-0.00226287j 0.000463227+0.000533832j 2.46307e-05-0.00105443j 0.00122015+0.00138354j -0.000127627+0.00131734j -0.0036986-0.00354761j 0.000319119-0.00292974j 0.00532336+0.00188144j 0.00162075+0.00434456j -0.00707576-0.00266331j -0.00652621-0.00218645j 0.00295439+0.00388556j 0.00412075-0.00188442j 0.00145364+0.00139615j 0.000814917-0.00376067j 0.00119296-0.000846368j 0.000413536+0.00256288j 0.000894339+0.00160796j 0.00336789-0.00548702j 0.00323774+0.00446983j -0.00445482-0.00293718j -0.00143942-0.00353331j 0.00306447-0.00492074j 0.00424951+0.00456192j -0.00551431+0.000805207j -0.00235677+0.00431029j -0.00945822+0.000209451j 0.000111181+0.00692667j -0.00195974+0.00972591j 0.00774469-0.000357323j 0.00740811-0.00144601j -0.00828688-0.000698122j 0.00298864-0.00256753j -0.000705693+0.0087045j 0.00369156+0.000861275j -0.00258939-0.00191591j -0.00411151-0.0028874j 0.00631651+0.00161141j 0.00283919-0.00690823j 0.00109481+0.00267742j -0.00647261-0.00628694j -0.0042683-0.0027752j -3.54041e-05+0.00287611j 0.00510922+0.00252937j 0.00073101-0.000404497j 
2.01405e-06+0.00399088j -0.00263425-0.00132095j -0.00403898-0.00132009j -0.00120865-0.000721201j 0.00357229+0.00107931j -0.00310981-0.00600388j -0.000994948-0.0022694j -0.00249209-0.00318452j 0.00234981+0.00125065j 0.000973277-0.000595631j 0.00513041+0.00691623j -0.00371775-0.00546029j 0.00119244-0.00234866j -5.43124e-06-0.000858912j 0.00382716+0.00448632j -0.000653597+0.00391982j -0.00054254-0.00156665j 0.00259964-0.00770612j -0.00500952-0.00294346j 0.000344117+0.00032236j 0.00129037+0.00196386j 0.000192378-0.000765314j -0.000211087-0.000366413j -0.00561803-0.00210057j -0.00249451+9.58912e-05j -0.00104551-2.95646e-05j -0.00433512-0.00299581j 0.00238629+0.00386582j 0.00144983+0.00394888j -0.0067813-0.0118739j -0.000520958+0.00344531j 0.001069+0.00232095j 0.0013753+0.00393018j 0.00456257+0.00177702j 0.00162613+0.00531681j 0.00296637+0.00442232j -0.00622539+0.00570627j -0.00289204+0.000489305j 0.00982962+0.00931169j 0.00842502+0.0145535j -0.000856894+0.000800136j -0.0058881-0.00282726j 0.00064785-0.00171407j 0.00238252+0.00518499j -1.32576e-05+0.00939977j 0.00244573+0.000252557j 0.00468267-0.00512167j 0.00148397-0.0078563j 0.0029628+0.00481972j -0.00187539+0.00393547j 0.00210412+0.0029113j -0.00321977-0.00770262j -0.00747487+0.00234089j 0.00138751-0.00111675j 0.00497227+0.0048723j 0.00205803+0.00182661j 
-0.0035906+6.86612e-05j -0.000148467-0.00227916j -0.00113577-0.00112965j -0.00200238+0.00113357j 0.00119952-0.000259071j 0.00037073-0.000441012j -0.000294325+0.000873683j 0.00186066+0.000529502j 0.00136696+0.00139704j 0.00264702+0.00192251j 0.00114669-0.000507793j -0.0019342+0.000980486j 0.000133252-0.00164885j 0.000647557-0.00140516j -0.000257312-0.00109856j -0.000929709-0.00119846j 0.00246855+0.00400648j 0.00256292+0.00389668j -0.00212248+0.00335946j -0.000492667-0.00572975j 0.00186355+0.00256908j 0.00479275-0.000544982j -0.00102197-0.0011293j -0.000907991-0.000767899j -0.00107581-0.00507126j -0.000425164-0.00104756j 0.000201326+0.00385265j -0.00111837-0.00466067j -1.62019e-05-0.00259058j -0.00222932+0.00645972j -0.00105968-0.00210735j 0.00591995+0.0060377j 0.00420286+0.00214889j -0.00802028-0.00174293j 0.00268113-0.00509743j 0.002445+0.00154j -0.00420058+0.0054802j 0.00410853+0.00511556j -0.00192061-0.0082273j 0.00405414-0.00607427j -0.00377967-0.0034912j -0.0039131-0.00256776j 0.00823693+0.00614593j -0.00269589+0.00487727j -0.00712233-0.00274446j 0.00512253+0.0136926j 0.00324321+0.000644838j -0.000406452-0.00524269j -0.0063313-0.00283853j -0.00569983+0.00115667j 0.00665036+0.00249103j -0.00197611-0.00103809j 0.00267988+0.00218449j 0.00414273-0.000241402j -0.00181442-6.14709e-05j 0.00602441+0.00235262j 
-0.00315075-0.00187903j 0.00224442+0.000504753j 0.00207473+0.00162049j -0.00117776+0.00133192j -0.000745573-0.00246672j 0.00377427+0.000416591j 0.000420612+0.00076595j -0.000277924-0.000305577j -0.00224988-0.00163964j -0.00233328-0.00162806j -0.00388443-0.00133918j 0.00236457-0.000541577j 0.00314263+0.00158407j 0.00267571+0.00192541j -0.00323899-0.00152846j 0.000564703+0.00184691j -0.000565412-0.00107785j 0.00440473+0.00442756j 0.0044721+0.00464179j 0.00139085+0.00267237j -0.00136322-0.00373544j -0.000875188-0.0039996j -0.0019077-0.0025324j 0.00479184+0.000858735j -0.0033413-0.00669719j 0.00675508-0.00198543j 0.00136503-7.54295e-05j -0.00395719+0.000239349j -0.00218022+0.000956682j 0.00645003+0.00566938j 0.00049406+0.0060235j -2.50695e-05+0.00157582j 0.0020885+0.000288822j -0.00805875-0.00897876j 0.000470347+0.000912235j -0.0013602-0.00126918j -0.00268162+0.00564967j 0.00823831+0.00540824j -0.0038946+0.00275631j -0.00584361+0.00444103j 0.00340453-0.00458429j 0.00128814-0.0059154j 0.00270789+0.00283153j -0.00219068-0.00148435j -0.00431809+0.000333184j 0.00222356+0.00823561j 0.00234423-0.000497681j -0.00927628-0.00327288j -0.00284766+0.00430049j 0.00229771-0.00373889j 0.00175098+0.00401184j -0.00667753-0.001106j 0.000297605-0.000289359j 0.00191577+0.00352984j 0.00127342-0.000312552j -0.000604975+0.00550036j 
0.00240124-0.000711011j -0.000715862+0.00104755j -0.000530162+0.000984281j 0.00129113-0.000377597j -0.00170042-1.45158e-05j 0.000177801+0.00137309j 0.00130912+0.000926445j 0.000233944+0.00135985j -0.000461343-0.000173687j -0.00237021+0.000487163j -0.00318707-0.00226733j 0.00228877+0.00129157j -0.00178554+0.000785364j -0.00178469+0.00025872j -0.000982625-0.00230614j 0.00256272+0.000547442j -0.00115585+0.00158287j -0.00196358-0.000469398j 0.00643374-0.00475664j 0.00125176+1.92764e-05j 0.000317458+0.0034434j -0.00174064+0.00614253j 0.00081136-0.00318603j 0.000816696+6.95665e-05j 0.000602309-0.000326388j 0.00173149+0.00426715j 0.000925051-0.00454395j 0.00591607+0.00374498j -0.00130104-8.95804e-05j -0.00247197+0.000365136j 0.00630086-0.00355197j -0.00145112-0.00305688j -0.00689053-0.00340997j 0.00385903+0.00329053j 0.00307611-0.00477339j -0.00372735+0.000825397j 0.00417499-0.00492577j 0.00178145+0.00465344j 0.00352041-0.00132475j -0.00565542-0.00373037j 0.002545-0.00364042j 0.00137141-2.40976e-05j -0.00294102+0.00339842j -0.00103872-0.00609511j 0.00386315-0.0066206j -0.00140947-0.00385187j 0.00352981+0.00250585j 0.00140613+0.00929618j -0.000567404-0.00445793j -0.000732606-0.00383356j -0.00368329-0.00253846j 0.00359746+0.00388634j 0.00355141-0.0010656j -0.00114891-0.00176409j -0.00205697-0.00156078j -0.00106488-0.00372734j 
-0.00173726-0.00060711j 0.00119513+0.00266751j -0.000665917+0.00148898j -0.00235458-0.000412526j 0.00452272+0.0011284j -0.000187165-0.00137618j -0.00597804-0.00266117j 0.000526602-0.000454017j -0.00102156+0.00103546j 0.00450932+0.0021843j -0.000152047-0.000766059j -0.00131921-0.000875235j 0.00241419+0.00180206j -0.00172305-0.00186262j -0.000246911-0.000623274j -0.00895513-2.67321e-05j 0.00218658+0.00303865j 0.00566771+0.00358728j 0.00292457-0.00150747j -0.000786497+0.00261954j -0.00546763+0.00490744j 0.00327528+0.00107287j 0.0100251-0.00378433j -0.00305054-0.00157254j 0.00581067+0.00130563j -0.00154517+0.00445561j 0.00298801-0.00495385j -0.00602592+0.000954742j -0.00801791-0.000855893j 0.00529128-0.00541103j -0.0075465-0.000412791j -0.000249576+0.00305159j 0.00393537-0.00264349j -0.0047188-0.00248936j -0.00579849+0.00211432j -0.00108497+0.00227234j -0.00346384-0.0015744j -0.00788767+0.00982063j -0.00458375+0.00686462j 0.00278002-0.00356158j 0.000739973+0.000767023j 0.00217202-0.00574117j -0.0017968+0.00608018j -0.00702189+0.00189207j -0.00136799+0.000881074j -0.00266108-0.00276582j -0.00262997+0.0112707j 0.000694155-0.000365266j 0.00164505-0.00337247j -0.00400068+0.00258531j -0.00163325-0.00293318j 0.0017481-0.00359567j 0.000689369+0.00292916j -0.000327044+0.000240429j 0.000113026-0.000341922j -0.00149725+0.000106263j 
-0.000765304+0.00270153j -0.0011443-0.00101854j -0.000991566+0.00072613j 0.00170109+0.00274714j -0.000485476-0.00350524j 0.000190894-0.00369909j -0.000976155-0.000948146j 0.000280991-0.00105847j -0.000911436+0.00167854j 0.00105156+0.000869917j 0.000356667+0.00349084j -0.000446625-0.00267073j 0.00137907-0.00292845j 7.70905e-05-0.00262673j 0.00325318+0.00307748j -0.000665701+0.00355775j -0.00247857-0.000974553j 0.000127148-0.00120301j 0.000411605+0.00484256j 0.00151566-0.000382752j -0.00156233+0.00202705j -0.00220795-0.00354462j 0.001+0.000122298j -0.000628263-0.00112642j -0.000968696-0.0041306j -0.0002895-0.00624595j -0.000953895+0.00373098j -0.0016512+0.000695345j 0.00141321+0.00325538j -0.00164799-0.00368925j 0.000257891+0.00627829j -0.000656957+0.00523648j 0.00240703-0.0020082j -0.00134912-0.00307753j 0.00478097+0.00399622j -0.000622698+0.0031244j -0.00794707+0.0126776j -0.00450351+0.0065443j 0.00103044+0.00405203j 0.000387586+0.00510739j 0.00486422-0.00306436j 0.00142434-0.00646679j 0.000194185+0.00656725j 0.0027087+0.00699603j -0.00265125+0.00878618j 0.0052997+0.0148198j 0.00223601-0.00101556j -0.00245629-0.00811945j -0.000209521-0.00138701j -0.00154245-0.00429734j 0.00683497+0.00540669j -0.010223-0.00663031j -0.00451877+0.00105238j 0.00541042+0.00419194j 0.00659369+0.0014186j 0.00442647+0.00333098j 
0.00250202+0.0032653j 0.00126062-0.00440426j -0.00193311-0.00570474j 0.000209679-0.00159516j 0.00283585+0.00198443j -0.00305846-0.00241609j -0.00131093+0.00293579j -0.00168441-0.00297291j 0.00069456+0.00323713j -0.00041102-0.000765769j -0.00422279+0.00223953j 0.000537254+0.000970185j -0.00191114-0.00382602j -0.00554209-0.00335405j -0.00109903+0.00253281j 0.000794143+0.00259438j 0.000268094+0.00149611j 0.00222516-0.00638604j 0.00900303-0.00148295j 0.00390117-0.000614593j -0.00296948+0.00647434j -0.000296094-0.00240402j -0.000894393+0.00305022j 0.00214347-0.00393708j 0.00282853+0.00456951j -0.000194255-0.00630351j -0.000846545+0.00324508j 0.00493578+0.00952592j -0.000488659+0.00321826j 0.00251986-0.00807728j 0.00497315+0.000276089j 0.00021188+0.00148725j -0.00145219-0.0117953j -0.00201259+0.0106012j 0.00508865+0.00651787j -0.00544973+0.00528693j 0.00223775-0.000513412j -0.00259982-0.00402141j 0.00798639+0.000635104j -0.0032121+0.00169201j 0.00362451-0.00119362j -0.000402532+0.00322321j -0.00357967+0.000225923j 0.00170132+0.00930623j 0.00741137+0.000480495j 0.00144771-0.00152766j -0.00179517+0.00411367j 0.0036975+0.0100279j 0.00357512-0.00593988j 0.000926592-0.00267573j -0.000377229+0.000319282j 0.00557482+0.000659498j -0.00294113-0.000198527j 0.00192377+0.00059895j -0.00501068-0.000912182j 0.00241518-0.0031699j 
0.00365684+0.00175682j 0.000705415-0.00130018j -0.00247491-0.00284087j -0.00103578-0.000781251j 0.00403677+0.0017375j -0.00248867+0.000892918j 3.67441e-05+0.00238635j -0.00348024-0.00174712j -0.00108681-0.00242519j -0.00319927-0.0011447j -0.00386932-0.00158886j 0.000507043+0.00237707j -0.000152959+0.00103955j -0.000753088-0.00194796j -0.00381834-0.00473993j 0.00136721-0.000541209j 0.0015811+0.00117726j 0.000649733-9.72113e-05j 0.00411807+0.0019343j -0.00171387-0.00059252j -0.000467259-0.00198472j 0.00290334-0.00154712j -0.00422585+0.00116738j 0.00219314+8.71777e-05j -0.00317325+0.000261047j 0.0111729-0.00280135j -0.00792813+0.000984857j -0.000177655+9.47824e-05j -0.0062721-0.00100066j 0.00530695+0.00703788j -0.00126505+9.56838e-05j -0.00237116+0.00330512j 0.0051753-0.000372613j -0.00678887-0.00192387j -0.00353398+0.000614869j -0.00218244+0.00315032j -0.00105579-0.00229122j 0.00746443+0.00113387j 0.000600142-0.00695884j -0.000717789+0.000695846j 0.000836415-0.00400491j -0.00133075+0.00431422j 0.00153915+0.00036138j -0.00536117+0.00313041j -0.00159422+0.000154694j 0.00193742-0.00147845j -0.0022394-0.00231554j -0.00801408+0.00368823j -0.00154186+0.00137951j 0.00336252-3.63317e-05j 0.000362103+0.00216397j -0.00116146+0.000946435j -0.000533536+0.00351592j -0.000534627-0.00143445j 0.000483667-0.000505738j -0.000104722+0.000206996j 
0.00152394+0.00147826j 0.000515797+0.00412417j 0.000537522+0.00258235j -0.00120855-0.000682777j 0.00215666+0.00286401j -0.00269488-0.0040444j -0.00253461-0.0054396j -0.00135338-3.77479e-05j -0.00155574-0.00108649j -0.000369829+0.0047465j 0.000313244-0.00309594j -0.00296159-0.00107677j -6.03146e-05-0.00123028j -2.58676e-05-0.00689081j -0.00187204-0.00283868j -0.00170231-0.00349232j -0.00116503+0.00415236j 0.000217367+0.00185418j -0.000428799-0.000287953j -0.00223928-0.00112607j -0.00552822-0.00310497j 0.00643806+0.00621598j 0.000442912+0.000687261j -0.000376447+0.000520736j -0.00193015+0.00782743j 0.0062321+0.00217288j -0.0066072-0.00424134j 6.68228e-05-0.000956764j -0.00385064-0.00418529j -3.79769e-05+0.00263986j -0.00117792-0.00689692j -0.00568575+0.000700846j 0.00643596+0.00422066j 0.00100091-0.00909512j -0.00708403-0.00267389j -0.00211148+0.000547387j -0.00231+0.000411512j -0.00289431-0.000305672j 0.00300019-0.000434105j 0.00643336+0.000567741j -0.00190556-6.15867e-06j -0.000456142+0.00116155j -0.00308441+0.00316542j -0.0112784-0.00203169j -0.00116673+0.00157607j -0.000820685-0.000349146j -0.005529-0.00496606j 0.000314577+0.00192581j 0.0047524-0.000410123j -0.00329073-0.000148042j -0.000351606+0.000352357j 0.00250704-0.000660994j -0.00210726+0.00260753j -0.00155879-0.000104139j 0.00449064-0.00201717j 0.000444159-0.000396333j 
-0.00149717-0.000570748j 0.00198935+0.00111069j 0.0020561+0.0031031j -0.000285864+0.00294252j -0.00125366-0.00487567j 0.000403031-0.00375868j -0.000284358-0.00128872j -0.00118558+0.00103385j -0.00143857+0.00197498j 0.000650958+0.00433427j -0.00138265+0.00329368j 0.00199913-0.00238547j 0.00175505-0.00210184j -0.00262643-0.00314819j -0.00137786+0.00709693j -0.00076979+0.00321494j 0.0010944-0.000548159j 0.00477356-0.00365805j -0.00135713-0.0128362j -0.000798802+0.00144954j 0.00128522+0.00588145j 0.00290822+0.00154815j -0.00345943-0.00644152j -0.0018589-0.00307321j -0.00502573-0.00163434j 0.00422538-0.00420533j -0.0066062-0.00508041j 0.00126054+0.000760663j -0.00403021+0.00812127j 0.0041657-0.00574585j 0.00142263-0.00304449j -0.00143414-0.000478866j -0.00477501-0.000145845j -0.0059867+0.00388709j -0.0067605-0.00116136j 0.00197943+0.00196862j 0.00100336+0.00441691j 0.0130326+0.00255318j -0.00127771+0.00648179j -0.00384742+0.00377397j -0.0081177-0.00536682j -0.00797683-0.00630844j 0.0103966+0.00487854j -0.00851897+0.0044041j -0.00875632+0.00294339j 0.00405349+0.00413992j 0.0102692-0.00205399j 0.00539611+0.00470757j -0.0060822+0.00242726j -0.00891816+7.18235e-05j -0.000557341+2.06597e-05j 0.000978067-0.000990116j 0.00263086-0.00106802j 0.00364824+0.000160846j -0.000750824+0.000318362j 0.000806427+0.000535074j 
-0.000641702-0.00327427j -0.000820245+0.00312879j 0.000747364+0.00506133j -0.000867323-0.000192601j -0.00204278-0.0022187j -0.00193492+0.00268837j -0.000614574-0.000179529j -0.00181275+0.00199794j 0.00163943+0.00161432j 6.1474e-05+0.00234128j 0.00247205+0.000314497j -0.00371028-0.000760099j 0.000946869+0.00175428j 0.000739398+0.00471889j 0.00644706-0.00186276j 0.00537666+0.000806086j -0.00125094+0.00431657j -0.00631028-0.000473497j -0.001855-0.00719956j 0.0083786-0.00096733j 0.00961788+0.00805657j -0.00111613+0.00428158j 0.00310823-0.00271257j -0.00194479+4.40166e-07j 0.00157386-0.000320468j -0.0040699-0.000953885j -0.00156903+0.000273082j 0.00868086-0.00450003j 0.00844423+0.00484383j -0.0103509-0.0013003j -9.09381e-05-0.00853549j -0.000659431-0.000538835j -0.0129979+0.000541951j 0.00743333-0.0046702j 0.0115366-0.00258236j 0.00103065+0.00240522j 0.00089795-0.00183836j 0.00332308+0.00333576j 0.0119171-0.00597022j 0.00825822+0.00261974j -0.00233738-0.00589027j -0.000558488-0.000279151j 0.000235334+0.0061105j 0.00350568-0.00432865j 0.00876423-0.00954506j -0.00655728-0.00299243j 0.00281994-0.00111093j 0.00591704+0.00189906j 5.2289e-05-0.00720136j -0.00513617-0.000510977j -0.00231606+0.000976612j -0.00391062+0.000559508j -0.000320942+0.00387357j 0.00156073+0.000569195j 0.00168452-0.000762176j -0.00386524+0.000427186j 
-0.00136227-0.00252761j -0.00202487+0.00261761j -0.00303438+0.00425386j -0.0028207+0.00122162j 0.00391902-0.00369176j 0.00108388+0.00202031j 0.000154782-0.000790533j 0.000939969+0.000276463j 0.00211385-0.000766767j 0.00455249-0.000405824j -0.00332474+0.000290131j -0.000476853-0.00069941j 0.00391774+0.00342776j -0.00159725+0.00325133j -0.00314415+0.00204073j -0.00131551+0.00302077j 0.0057205-0.00166167j 0.0031698+0.00158619j 0.00519975-0.00209108j -0.000385222+0.00293817j 0.0110752+0.00168145j 0.00240516-0.00676977j 0.00431027-0.00155207j 0.000316101-0.000725931j 0.000475311-0.000504855j -0.00192873-0.00305547j 0.00328294+0.00200987j -0.000761973-0.000549798j -0.000497701+0.00420236j 0.00892553+0.000422758j -0.0127304-0.00141862j 0.00855017-0.000971721j -0.00291064-0.0030618j 0.00106303-0.00253528j 0.00374753-0.00132813j -0.00171603+0.00200539j -0.00426502+0.00368305j 0.00612524+0.000896476j -0.00546096-2.33212e-05j -0.00589198+0.00213233j -0.00337503+0.00117595j 0.00654119+0.000709879j 0.0073614-0.00201324j 0.00479608+0.0023352j -0.00124069-0.00195038j 0.00586452-0.000610367j 0.00313246-0.000709907j 0.000273669-0.00145189j -0.00340866+0.00158593j -0.000854283+0.00375206j 0.000953816+0.000232038j -0.00253175-0.00576027j 0.00399566-0.00137489j -0.00312154-0.000974011j 0.00111611+0.00345881j -0.00240918-0.00121695j 
-0.00375047-5.22695e-05j -0.000767826-1.31226e-05j -0.000232902-0.00183048j -0.00161744-0.00265285j 0.00248481+0.0066234j 0.00116966-0.00370777j -0.0019114-0.00561234j 0.00328347-0.00218053j 0.00212514+0.0023958j 0.00207165+0.00235732j -0.00284467+0.000358348j -0.00335922-0.0034744j 0.00158369+0.000781907j 0.00155533-0.00102071j -0.00194096+0.00259185j -0.00329095-0.00713699j -0.00158559+0.00422036j 0.00458453+0.00449734j 0.00770344+0.00270706j 0.00166495-0.000191855j 0.00211022-0.00480596j 0.0040197-0.00049436j 0.00297749+0.00812217j 0.0010562-0.00456343j -0.00382204+0.00569228j -0.00208783-0.00206482j 0.00808254-0.000378366j 0.00177599-0.00182967j -0.000163995-0.00572031j 0.00908915+0.00471815j -0.00130929-0.00877542j 0.000964927-0.00110137j 0.00567467+0.0064396j 0.00165271-0.00433391j -0.000544731-0.00705629j -0.00578021+0.00301209j -0.00564869+0.000293688j -0.00607202-0.00833195j -0.000527448-0.00188261j -0.00103603+0.00894347j 0.00266425-0.000724104j 0.00394858+0.00179848j -0.00510161+0.000348469j -0.00549742-0.00113977j -2.9948e-05-0.00411171j 0.00492823-0.000560772j -0.0108055-0.00350587j 0.00187694+0.00203009j 0.00406702+0.00185081j -0.00485076+0.000336349j 0.00241811-0.000191911j 0.00512192-0.00142768j -0.00476533-0.00150545j 0.000582076+0.000644047j -0.00104573+0.00177566j -6.47718e-05+0.000267889j 
