-0.26913+0.0779484j 0.0467705+0.251669j -0.288615+0.0902483j -0.230257-0.350383j -0.223934+0.216201j 0.0619089-0.053721j 0.134152-0.0272838j -0.107824+0.0432765j 0.133355+0.274044j -0.166921-0.033065j 0.100073-0.142991j 0.140069+0.0556808j 0.216073-0.134727j -0.291468-0.0422337j -0.0184569+0.358329j -0.134392+0.00718646j 0.00636676+0.13264j -0.0578148+0.0285665j 0.0191168+0.0739439j 0.037057-0.00341208j -0.0360196-0.012595j 0.00445882-0.0353921j 0.0302075+0.00349595j 0.019797+0.0133716j -0.0153606+0.0271133j -0.01821-0.01914j 0.00906787-0.034241j 0.0105675-0.00205126j -0.00276283+0.00914778j -0.0309422+0.0121371j 0.0352876+0.0069745j 0.0088973-0.0139332j 0.0107579+0.0157638j -0.0151971+0.0211468j 0.0286538+0.0226982j -0.0136664-0.00495349j -0.0139101+0.0150313j -0.00666463+0.00487086j 0.00566694+0.00739697j -0.0102246+0.0456853j -0.0418566-0.00969701j 0.0302619+0.00121041j 0.00491671-0.0122412j -0.00352344-0.0119687j 0.00122307+0.0180711j 0.00251702+0.0171311j -0.0108232+0.0215148j 0.0274585+0.0132734j 0.00324101+0.00727474j 0.00971923-0.0201604j 0.00795951+0.00664075j 0.015675-0.00462916j -0.00409767-0.00617776j -0.0175306-0.0102034j 0.00329429-0.00957312j 0.0113298+0.00366536j -0.00844489-0.00463421j -0.00927892-0.0172764j -0.0015962+0.00404898j 0.000932628-0.00548023j 0.00172892+0.00192102j 0.00374494-0.0011957j 0.00723263+0.0191375j 0.00324248-0.011275j 0.0102111+0.00187497j -0.00531624-0.00868883j -0.00321617-0.00851406j 0.00713331-0.00553286j 0.0125485-0.0110577j 0.0020198+0.0140466j -0.00263174+0.0048079j 0.00771103+0.00796317j 0.000901981-0.00105651j 0.0124125-0.00874347j -0.0194916+0.0116276j -0.0103963+0.00791927j -0.00368112+0.00145383j 0.00160598-0.00302663j 0.00747088+0.0108342j -0.00236527-0.00553395j -0.00011659-0.00316793j -0.00271845+0.00156364j 0.00218764-0.0060489j -0.00301086+0.00310993j 0.0157475+0.0222915j -0.01563+0.00622277j 0.0130959+0.00038857j 0.00375089+0.00209081j -0.00106912-0.00849394j 0.0175363-0.00246816j 0.000334951+0.0155324j 0.00263731+0.00181025j -0.00378286-0.00392149j -0.00755981+0.00584705j -0.00545553-0.0102059j 
-0.000855959-0.0107674j -0.00750748+0.00298161j 0.000726701+0.0038653j -0.000712519+0.0117634j 0.00519575-0.00467061j 0.00040446-0.00530192j 0.00206526-0.00787837j 0.00602292-0.00947202j -0.00103874-0.00390082j 0.00296553+0.000288672j -0.00380753+0.00718215j 0.00386818-0.000951019j 0.00275092+0.00542409j -0.00247724+0.0112391j 0.0023397+0.00444011j -0.000388113-0.0028401j -0.00249156+0.00985472j -0.00127474-0.00157071j 0.000337-0.00187371j 0.00345935-0.00588725j 9.61243e-05+0.00642148j -0.00525632-0.00252791j 0.00297564-0.00391671j -0.0033148+0.000339974j -0.00502006-0.00213438j 0.000411186-0.00373515j -0.000263941-0.00516198j 0.000606168-0.00183304j -0.000904567-0.0016532j 0.00228933-0.000285911j -0.00222556+0.00106346j 0.000163776-0.000520111j -0.0043184+0.000716345j -0.000271609+0.000608907j -0.000479409+0.00124902j -0.0021183+0.00063822j -0.000150818-0.00114613j 0.00269324+0.00202287j 0.00278215+0.00129736j 0.00163413-0.00796095j -0.0108251+0.00814331j 0.0120425-0.00499246j 0.000348959+0.00298313j -0.0007623-0.000423925j 0.00451913-0.000100843j -0.00447309-0.000966209j 0.000640941-0.00222754j -0.000110967-0.00193696j -0.000184341-0.00157139j 0.000687175+0.000955814j -0.00445631-0.00107548j -0.00246751-0.0023974j 0.000193933-0.00372341j 0.00505629-0.00215707j 0.00548826+0.00211681j -0.000376521-0.000142481j 0.00252702+0.00297201j 0.00303444+0.00133486j 0.00341763-0.00108607j 0.00901799+0.0123413j -0.00397182-0.000614696j 0.00987942+0.0132139j -0.000910133-0.000548354j 0.00846321+0.0017725j -0.00274199+0.00152883j -0.00310767-0.00639322j 0.000919653+0.00608423j 0.00414763-0.000569013j 0.00179741+0.00208704j 0.000622806+0.00268439j 0.00495853-0.00277465j -0.00287323+0.00143039j -0.00112225-0.00130295j 0.00017693-0.00144842j -0.000940516-0.00115547j 0.00169757+0.00158322j -0.000956236-0.000544971j 0.00335688-0.00304936j 0.0012507-0.000686574j 0.00130564-0.00765964j -0.0025798+0.000481418j 0.000389458-0.00147562j -0.00278477+0.00319782j 0.000246719+0.000349718j 0.000162831+0.000518722j 0.00480796-0.00617482j 0.00121406-0.00062961j 0.00113439+0.00171964j -0.000400763-0.0017078j 0.00350831-0.000754103j 0.000922371+0.00273366j -0.00077281-0.00126752j -0.00109573+0.00195834j 0.000424704-0.000690494j 0.000517472+9.08851e-05j 
-0.00345368-0.00358842j -0.0019296-0.00314211j -0.00358441+0.00037356j 0.00510221+0.00434066j 0.00156534-0.00462191j 0.010061+0.00358193j -0.000397239-0.00424695j -0.00185761+0.00288456j 0.0032676+0.000730717j 0.00169335+0.00784535j 0.00253312-0.00103478j 0.00482211-0.00251977j 2.74221e-05+0.00491736j 0.000135608+0.000687607j -0.000443858+0.00258586j -0.000573146-0.00127927j -0.00101029+0.00147682j -0.00147491+0.000554364j -0.00140697+0.00117203j -0.00087506+4.25779e-05j -0.00279729-0.000501032j 0.00148795+0.00170352j -0.00192897+0.00410446j 0.00166803-0.00312855j 0.00441327+0.00131403j 0.00679349+0.00237572j 0.000601577+0.00124871j -0.000548615+0.00650964j -0.00116374-3.93208e-05j -0.0059976+0.00250013j 0.00284865+0.000767997j -0.00153637-0.00126421j 0.000527606-0.00275384j -0.00139372-0.000214664j -0.00140514-0.0021133j -0.00246732-0.000664305j -0.000645439-0.00230839j 0.0001943-0.00157496j 0.00107618-0.00279145j 0.00243559-0.00449128j -0.00377919+0.00477239j 0.00372689-0.0019142j 0.00101698-0.00226477j 0.00270965+0.00290326j -0.00238587+0.000391395j -0.000805398+0.00126247j -0.00106757-0.00268533j -0.000392728-6.14274e-05j 0.0018948-0.00134482j 0.000176587+0.00520279j -0.00127397-0.00218413j -0.00175732+0.0014755j -0.00119292+0.000193422j 0.00531329+0.00197411j -5.71182e-05+0.00456618j 0.00155337+0.00168458j -0.000188018+0.00116141j 0.00622636-0.0099532j 0.0078127-0.013837j -0.00104353-0.001878j 0.00572226+0.00124501j -0.00415352-0.0115691j -0.00137709-0.0105982j 0.00364921-0.00805434j 0.00302489+0.00398914j 0.00864924+0.0132215j -0.000731489-0.0114724j -0.00289337+0.00186988j 0.00256852+0.00225846j -0.00267991+0.0030682j -0.00273897+0.00642316j 0.00694328+0.00805118j 0.00775502+0.00165669j -0.00426746+0.00419895j -0.00520862+0.00707181j -0.000880087+0.00584014j -0.00456677-0.00225464j -0.00720215-0.000971182j -0.00207574+0.00141948j 0.00506901+0.00174859j -0.00303417-0.00239371j -0.00663889+0.000970787j -0.00439275+0.00320644j -0.00349696+0.00385819j -0.000842053+0.00317831j -0.000478511-0.0016658j -0.00343266-0.00258629j -0.00238655-0.00419451j 0.00311515-0.000886866j 0.000687639-0.00182477j 0.0018151+0.00224363j 0.000285377+0.000334117j -0.000285295+0.000345069j 0.00117839-0.000104184j 0.000119009-0.00272724j 
0.00201436-0.00395695j 0.00195247-0.00121098j -0.00572247+0.00452194j -0.00396605+0.00685155j 0.00154277+0.00248032j 0.00326805-0.00123381j -0.00708892-0.00151252j 0.00267781-0.00664307j -0.00400561+0.00182379j -0.00871546+0.00017403j -0.000127838-0.00716469j 0.00225877-0.00393009j 0.00694219-0.00288447j -0.0102301+0.00218825j -0.00252813-0.0057657j -0.0024555+0.000578043j -0.000449229-0.00210431j -0.00216571-0.00203287j -0.000902014+0.00447427j 0.00271795+0.00433276j -0.00193418-0.000260484j 0.0038627-0.00106365j -0.00291228-0.000718754j 0.00469542-0.0031625j 0.00425894+0.00579016j 0.002598+0.00897636j -0.00211726+0.000271161j -0.00989109+0.00195096j -0.00411559-0.00701198j 0.000550819-0.000566279j 0.00132374-0.00706299j -0.00198422-0.0031211j 0.00206848-0.00130218j -0.000544529-0.00494114j -0.00382468-0.00210686j -0.00201127+0.00442275j -0.00386114-0.0041057j -0.00498622+0.00324382j 0.000943405-6.7904e-05j 0.000617935+5.12334e-05j 0.000504249+0.00338208j 0.00297131-0.00107356j 0.00394154+0.00161943j 0.000640173+0.00382625j -0.000964891-0.00317211j -0.000225395-0.00172974j 0.00123789-0.000602067j 0.000636596+0.000296824j 0.000176504+0.00160624j 0.00265881-0.00174598j -0.00170609+0.00272229j 0.00122634-0.00436677j -0.00262221+0.000829222j 0.00365468+0.0060399j -0.00126976-0.00126339j -0.00131165-0.00110986j 0.00251589+0.00441742j 0.00626442-0.00173965j 0.00402141-0.00530405j -0.00659978-0.000602451j -0.00258427-0.0043873j -0.00182409-0.00766328j 0.00565118+0.00226328j 0.00767376-0.00102344j -0.0025156+0.00220734j -0.0029861+0.00123514j 0.00242377-0.0101771j 0.00529934+0.00134468j 0.000275442-0.00285176j 0.00493782+0.00398764j 0.000153395+0.00730471j -0.00198295+0.00372218j -0.00386676+0.00111936j 0.00633619+0.000599094j 0.00277512-0.0028804j -0.00369552-0.000896043j 0.00191847-0.0034843j 0.00402075-0.00755054j -0.00685404-0.00230048j -0.00154112+0.0010737j 0.00204821+0.00398657j 0.00300312-0.00115066j 0.00064144+0.0009586j -0.00106791-0.00223443j -0.00319092-0.00298252j 0.00326959-0.000372155j 0.00151467+0.000392454j 0.00520529+0.00110723j -0.000627455+0.00207276j 9.26068e-05+0.000176533j 0.000360844-0.000766623j 0.000246285+0.00179742j 0.00336533-0.000184649j -0.00315058-0.000305757j 0.000956679+0.00159045j 
-0.0069496-0.00116439j -0.00434974-0.00457172j 0.0161355-0.0125886j 0.00652676-0.0150349j 0.00980948-0.000845548j -0.00077709+0.00927301j -0.00309644-0.00484169j 0.00683993-0.000415434j -0.000806016+0.00496571j 0.000416034-0.00142923j 0.0026771-0.00280467j 0.000558271+2.00596e-05j 0.000795383-0.000889755j -0.00242853+0.000596179j -0.00273699-0.00318319j -0.00446377+0.00434442j 0.00382254+0.00197139j -0.00250215+0.0056184j -0.00445115-0.00339264j 0.00685211-0.00350648j 0.000677386-0.000433565j -0.0156253+0.00090709j 0.00197799-0.00190844j 0.000506509-0.00418407j 0.000821668+0.00248311j -0.00790899-0.0060529j -0.00566444+0.00851635j 0.00451476-0.000231165j -0.0062781-0.00354607j 0.00295126-0.00330225j 0.000714316-0.000820258j -0.00177623+0.00284933j 0.00272624-0.00169439j -0.000561335-0.000567424j -0.00269629+0.00202615j -0.00514411+0.00123337j 0.0054641-0.00305002j 0.00313719+0.0013254j 0.00401358+0.000973726j 0.00420284-0.00638219j -0.00766409+0.00186495j 0.00227608-0.00310211j -0.00537298+0.00468242j 0.000521007-0.00187938j -0.00415444-0.00143677j 0.00819688-0.00253166j 0.00266921-0.00167143j 0.00155872+0.00219698j -0.00111936-0.000904584j 0.00633492+0.00323763j -1.37324e-06+0.00470014j -0.00102872+0.000631491j 0.00212591+0.00439037j -0.00145564+0.00301478j -0.0104442+0.0091186j -0.00338612-0.00457883j -0.00163485+0.0043501j 0.0131467-0.000522909j 0.00457064-0.00783053j -0.00212128-0.00863403j 8.97099e-05-0.00124083j 0.00630651-0.00322815j -0.00735084-0.000133257j 0.00120616-0.000617189j 0.00702486+0.00219801j 0.00735798-0.0044752j -0.00197771-0.00188579j -0.00177608+0.00451673j 0.00556635-0.00487421j -0.00246655+0.00160174j -0.0019238-0.000895918j -0.00240475+0.00230183j -0.00136349-0.00268388j 0.00347195-0.00195788j -0.00206836+0.000322152j -0.00474275-0.00130494j -0.000271149-0.00109316j 0.00294246-0.00669611j -0.00217465-0.000512732j -0.0048273-0.00168629j -0.00367898-0.00220093j 0.00301748-0.000764001j -4.23482e-05+0.00292089j 0.00166989-0.00238243j -0.00148185-0.00203293j 0.00249106-0.000646588j -0.00190569+0.000395752j -0.00305437+0.00266227j 0.00128136+0.00127397j 0.00220987-0.00150712j 0.00331764+0.00100555j 0.000311065+0.00247046j 0.000668082+0.00198906j -0.000503162-0.0015977j 0.000645261+0.000226742j 
0.0090792-0.00106677j -0.00484946+0.0043149j 0.00193567+0.00725402j -0.00710933+0.00525132j 0.00254352-0.00500074j 0.000167495-0.00956875j 0.000738638-0.00617592j 0.00468634-0.0023062j 0.00618628-0.00200308j -0.00195028+0.000284835j 0.00184122+0.000149947j -0.00300505-0.00377517j 0.00514617+0.00262677j -0.00496854+0.00118052j -0.000153893+0.00144592j 0.00514336-0.00205536j -0.00386574+0.00299044j -0.00146188-0.000806891j -2.24859e-05+0.00135663j 0.0049417-0.000106192j -0.00588306+0.00407395j 0.0020849+0.00151569j -0.00647375+0.0012127j -0.00284107-0.00266228j -0.00434327+0.00200036j 0.00395068+9.81476e-05j 0.00206119+0.0044268j -0.00391665-0.000276539j 0.000196787+0.000430871j 0.00197533-0.0025453j 0.00191516-0.00617795j -0.00124271-0.00117579j 0.0016555-0.001151j 0.00194476-0.00200211j -0.00117963+0.00119997j 0.00212483-0.00055219j -0.00191685-0.000117978j -0.00467136+0.000789916j 0.00249061+0.000191004j -0.00207032+8.48709e-05j 0.000124044+0.00564473j 0.00364813+0.00103609j 0.00358031-0.00258905j -0.0036621+0.00603322j 0.00183788+0.00848872j -0.00722789-0.000743574j 0.00348671-0.0043388j 0.00062067-0.00423941j 0.00266592+0.00291736j -0.00248575+0.00318197j 0.00261075-0.0030672j -0.000233072-0.00229348j -0.00150696-0.00382577j 0.00931486-0.0050861j -0.00200784-8.21112e-05j -0.00143631+0.0063379j -0.00461599-0.0038229j 0.00205029+0.000649582j 0.00785841+0.00441531j -0.00614264+0.00249936j 0.00115437+0.010028j 0.00370356-0.00133341j 0.00339748-0.000980868j -0.00589943+0.00218305j -0.000769435+0.0083606j 0.00898015-0.00233797j 0.00218764-0.000590121j -0.00907793-0.00292935j -0.000710549+0.000660687j -0.00629626+0.00404356j 0.00293135-0.00526276j 0.00522493-0.00284751j -0.000242704+0.00418568j 0.000820502-0.00287973j -0.00247329-0.00285027j -0.00151391-0.00204612j 0.00247401-0.0015861j -0.00658048-0.00323189j -0.00205515+0.00214181j 0.00193527-0.000656441j 0.0018188-0.00309717j -0.00176908+0.00371705j -9.53898e-05+0.000749115j -0.00292298+0.00578405j 0.00119354-0.00208168j -0.000956542+0.00165345j 0.00060139+0.00408481j -0.00451071+0.00013712j -0.00184096-7.08726e-06j 0.00207767+0.000456867j -0.00118843+0.00132741j -0.000362319-0.00104114j 0.00134556+0.00048083j -5.5535e-05+0.00107009j -0.00322968-0.00140352j 
0.00054058-0.00508682j 0.00977745+0.00270484j -0.000565308+0.00162737j 0.000876565-0.00690746j -0.000259531+0.000596838j 0.00279484-0.000846578j 0.00612123-0.00620778j -0.00423253-0.0011098j -0.00528762+0.00424442j 0.00161299-0.00503151j 0.000860394+0.00477583j -0.00480306+0.00773366j -0.00794272-0.00247243j 0.00350905+0.00151748j -0.00253974+8.32386e-05j -0.00218024+0.0016449j -0.00209993-0.00490405j -0.00630772-0.00045544j 0.00386912+0.00383524j -0.00240792+0.00325045j -0.000126001+0.00347077j 0.00670572+0.00122929j -0.00132979+0.0076488j -0.0061187-0.00376736j 0.00182077-0.00345431j 0.0116421+0.000439908j 0.00295788+0.00449379j -0.000733771-0.00096583j 0.00501102+0.00125045j -0.00169118+0.000632577j 0.00105959+0.00177394j 0.00213645+0.00301129j 0.00211972-0.00424423j 0.00103579-0.00143326j 0.000857109-0.00159439j 0.00258157-0.0016466j -0.00437044+0.000228093j -0.00406486-0.000334565j -0.00130928-0.00514831j 0.00611872-0.000601032j 0.000910659-0.000633197j 0.00402677+0.00169893j -0.00220088-0.00230208j 0.00464791+0.000886467j -0.000145865+0.00181666j -0.00385276+0.000262387j -0.000652133-0.00588933j -0.00504985+0.00353012j 0.00537012-0.00431494j 0.00126984+0.0018896j -0.00359246-0.00200263j -0.00358338-0.00878962j 0.00907254-0.00205212j 0.0095441+0.0020977j 0.00265287-0.00229609j 0.00110373-0.00445191j 0.00712287-0.00251088j 0.00369035-0.00743166j 0.0031723-0.00990759j 0.0124842+0.0033507j 0.00975578-0.00332773j -0.000285472+0.000684065j 0.00204594+0.00011977j 0.00499528+0.0033834j -0.00415357+0.00736546j 0.00116748-0.00478614j 0.00207099-0.00243914j 0.00401476+0.00372534j 0.00821846-0.00499673j 0.000706199+0.000521758j 0.00171898+0.0045364j -0.00899326+0.00152777j 0.00821921-0.000507022j 0.00262381-0.00878749j 7.45549e-05+0.0067565j 0.00421841+0.00241618j 0.000335891+0.00491776j 0.000952225+0.000622013j -0.0013963-0.000579513j 0.0037652-0.00416881j -0.00565489+0.00320497j -0.00388925+5.35986e-05j -0.0018285-0.00274406j 0.00454781-0.000630593j 0.00243299+0.00329076j 0.00350194+0.000473904j -0.00105881-0.00136962j 0.00472226-0.000442798j 0.00282852+0.00163356j 0.00207067-0.00329401j 0.00292338+0.00349695j 0.000795142-0.000804979j 0.000839078-0.00164127j 0.00147642-8.09696e-05j -0.000708823-0.00150496j 
0.0132678-0.000527378j -0.000136337-0.00231706j -0.0111291+0.0102619j -0.0120791+0.00977115j 0.00278199+0.00253014j 0.00599743-0.00562222j 0.00882915-0.00663483j 0.00175533-0.00014719j 6.67288e-05+0.00202792j -0.00834358+1.66176e-06j 0.00247654+0.00448874j -0.000525551-0.00160896j 0.00271049+0.00190226j -0.00262898-0.00404566j -0.00324697+0.00262176j 0.00211149-0.0070905j 0.00384604-0.000307418j 0.00142536+0.00609794j -0.00613803-0.0028293j 0.00199794+0.000540061j -0.00256903-0.00720998j -0.00594619-0.00675016j 0.00159012+0.00359209j -0.000119061-0.0025837j 0.00905112+0.00357557j -0.00993381-0.00252387j -0.000469909+0.00301561j 0.00503612-0.00423457j -0.00224097-0.0011214j 0.00242238+0.00169471j -0.000417324+0.00412288j -0.000294545+0.000404283j 0.00321622+0.000273446j 0.000556957-0.00479335j -0.00153549-0.000323632j -0.00297689+0.00113606j 0.00249562-0.000703501j -0.00207018-0.00204322j 0.00325405+0.000852868j -0.0118295+0.0074491j -0.000806705+0.0041491j -0.0021838-0.00788476j 0.000409799-0.00428628j 0.00202614-0.00257322j -0.00184493-0.000374108j 0.00434555+0.00175367j -0.00344518+0.00228991j -0.00180978+0.00178807j -0.00219303+0.0017913j 0.00972732-0.00137356j -0.00159536-0.00467463j 0.00168577-0.00609284j 0.00195408+0.00441175j 0.00467827+0.00908775j -0.00137764-0.00431367j 0.000969131-0.00935967j 0.00221903-0.000797989j 0.0073103+0.00361793j -0.00212688+0.00559605j -0.00489913+0.00649552j 0.00757357-0.00656654j -0.00171154+0.000786993j -0.000744552+0.00264011j 0.00510806+0.00812423j 0.00434714+0.00446711j 0.00363032+0.00384375j -0.00366389-0.00160517j -0.00143239+0.00310741j 0.00784354-0.00368774j 0.00404115+0.00521017j -0.00105042+0.00410048j 0.000743247+0.000251487j -0.000261183-0.00599125j -0.0030664+0.0034187j -0.00115102+0.00383747j -0.00106719+0.00378417j -0.00109639+0.00328438j 0.00212366+0.00254916j 0.000868783-0.00648428j -0.00345426-0.00344661j -0.00421286+0.000979686j 0.000817917-0.00343223j 0.00250887+0.00332651j 0.00490537-0.000740034j 0.000217433-0.00272169j 0.00373626+0.00069436j -0.00368056-0.00378607j -0.000778125-0.00153247j 0.00116368-4.00716e-05j 0.00219383+0.00128966j -0.000602175-0.00149019j 0.00159327-0.00125365j 0.000558382+0.00108533j 0.0014907+0.00078334j -4.69753e-05+0.000494652j 
0.000416351+0.0024265j -0.00816164-0.00519836j -7.36956e-05-0.00267195j -0.00728661+0.0108515j 0.00967084+0.00195518j -0.00237305-0.00181768j 0.00222374-0.000660567j -0.00109774-0.00676875j -0.0020514+0.00415357j -0.00223173-0.000523277j -0.00348999+0.00199524j -0.00427551+0.00162259j -0.00234199+0.00260034j 0.00161397+0.00183743j -0.000368968+0.00514985j -0.00359903-0.00431124j 0.000220065-0.00207443j 0.00455005+0.0112764j -0.00421671-0.00197688j 0.000961551+0.000481966j -0.00255698-0.00471076j -0.00867217-0.0018483j -0.000242751-0.000947739j 0.00341448+0.00799554j -0.00254855-0.00442123j -0.00387855-0.00740457j -0.00173003-0.000531798j 0.000331067+0.00759589j 0.000690226+0.0028886j 0.000267047-0.00270952j 0.00131559-0.00128273j -0.00274949-0.00089539j -0.00315661+0.000910396j -0.00110281+0.00347634j -0.000607917+0.00235812j -0.00443808+0.000838196j -3.32508e-05-0.000945857j 0.000640692-0.00207935j 0.00268452+0.00159498j -0.00788198+0.00544627j 0.00182911-0.00185126j -0.00170829-0.00477577j -3.78212e-05-0.00192007j -0.00178808-0.00449976j -0.000111613-0.00266061j 0.00564301+0.00264244j -0.00313109+0.000626719j 0.00164642+0.000794506j -0.00660612-0.00213731j -0.00546685-0.000654943j 0.0065138-0.00339502j 0.000774931+0.00544979j -0.00447511+0.00433857j -0.00594395-0.00038339j -0.0041687-0.00424744j 0.000754097-0.00149083j 0.000462179+0.00280718j 0.00167847+0.00796393j -0.000147257-0.00292366j -0.000305519+0.000374867j -0.00614362-0.00183062j -0.00729935+0.00342622j 0.00113458-0.00186175j 0.00311898-0.00315633j -0.0010397+0.00187435j -0.00568615+0.00492807j 0.00318335-0.00298296j 0.00747939-0.00636402j -0.00318044+0.00482448j 0.0022167-0.00562784j -0.00246552+0.00184946j -0.00639667+0.00392093j 9.38726e-05-0.00347979j 0.00329405+0.00131352j 0.00332678-0.00405847j 0.00213995+0.00427109j -0.00127546+0.00362406j 0.00124174-0.00148037j -4.36871e-05+0.00186155j 0.0019783+0.00327494j 0.00217574-0.00192789j 0.00360275-0.00247647j 0.00237188+0.000949097j -0.00100558-0.00064463j 0.0013839-0.00175333j -0.00240212+0.000771154j 0.00581182-0.000302831j 0.000721876-0.000767277j -0.0003067-0.000655466j -0.00199572-0.000130771j -0.00243284+0.000799016j -7.95987e-05+0.000302369j -0.000788603-0.000467625j -0.000345133-0.000807539j -0.00124301+0.000949369j 
-0.00159067+0.0046972j -0.00173543+0.00352244j 0.00279076+0.00323018j 0.0073702-0.00698881j 0.00243923-0.0058304j -0.00269717+0.00361803j -0.00295179+0.00411513j -0.00496702+0.00285295j 0.00524234+0.00875629j -0.00611795+0.00107703j -0.000228672+0.00251028j 0.007157+0.000463513j 0.00061851-0.00354331j -0.0023242+0.00248106j -0.00134481-0.00580877j 0.00516084+0.00582785j 0.00144872+0.00571883j -0.00359452-0.00708267j -0.00152036+0.0014674j 0.00206865-0.0022628j 0.000555173+0.0038825j 0.00162769+0.00781854j -0.00155335-0.00257526j -0.00176119-0.00897164j 0.00341464+0.00592069j -0.00107006+0.00751048j -0.00167272+0.000164033j 0.000171894-0.00635458j -0.00190869-0.00325988j 0.00169017+0.00359722j 1.96526e-05+0.00137062j 0.000883267-5.1783e-05j 0.000558122-0.000487476j 0.00175501-0.00402121j -0.000567199-0.000229761j 0.0015922-0.00109244j 0.00343036-0.00110991j -0.000477656+0.00319035j 0.00147383-0.000523662j 0.00273416-0.00445919j -0.000669907+0.0023305j 0.00287142+0.001013j -0.00290263-4.5656e-06j -0.00426897-0.00157966j 0.00499843+0.00959052j -0.00841859-0.00177767j 0.00311663-0.000466242j -0.0010635-0.00605996j 0.00783738+0.00395366j -0.000235258+0.0035776j 0.00805211-0.00327033j 0.00209699-0.00263527j -0.00404218+0.00158296j 0.00210821-0.0080651j 0.00197279-0.00372842j 0.00226589+0.00941306j 0.000353878+0.00420726j -0.000778629+0.00132703j -0.00811378+0.00498769j 0.000715507+0.00207636j 0.0025384-0.00642214j 0.00494449+0.00060699j -0.00256648-0.00547099j 0.00045717-0.00328495j -0.00529887-0.000562709j -0.00029203+0.00120329j 0.00350488-0.00813392j 0.00596563-0.00496956j -0.000364592-0.000909612j 0.00763068+0.0017735j -0.000670971+0.00719117j -0.000962499-0.0038244j -0.00168789+0.00321683j 0.00144796+0.00657675j 0.00176958-0.00553037j -0.00168159+0.000687496j 0.000973598+0.00222982j -0.000103487+0.00631095j 0.00213306-0.00181527j 0.00224562-0.00609449j -0.00265139+0.0057405j 0.00153028-0.00395084j 0.00748176+0.00300208j 0.00469531+0.00185571j -0.00174115+0.000890018j 0.00497677-0.00123109j -0.00172834+0.00257849j -0.000690323-0.00214451j -0.00315673-0.00018565j 0.00320386-0.00125373j -0.000632792-0.00254937j -0.00143133-0.0015817j 0.00164853+0.00196928j 0.00200608+0.00328574j -0.00345415-0.0015147j 
-0.00229281-0.000281639j -0.0013845-0.00274644j -3.33426e-05-0.00015978j 0.00126397+0.000124558j 0.00101188-0.00448765j 0.00550745-0.000257027j -0.00433143-0.00377237j -0.00078533-0.000229737j 0.00292328+0.00243247j -8.60773e-05+0.00367059j 0.00335492-0.00468883j -0.00152949-0.00272258j -0.00120063+0.00181572j -0.000729807-0.000362721j -0.00106771+0.000356541j -0.000558852-0.000785377j 0.000395522-0.000634294j 0.00193739-0.00106172j 0.00290513-0.00222684j -0.00336534-0.00257178j 0.00565145+0.00147988j -0.00381879-0.000173755j 0.00543634-0.0024043j 0.000165991+0.00531304j -0.00454827-0.00115504j -0.00125983-0.00453636j 0.00224568-0.00375538j 0.00116612-0.00245206j 0.00103005-0.0024242j 0.000896684-0.00123171j -0.00175305+0.00589069j 0.00100364-0.000265276j -0.00459232-0.000683257j -0.00121246+0.00240921j 0.000751016-0.00180355j -0.00178624+0.00300516j -0.000696082-0.000631499j 0.0030541+0.0013174j 0.00158387-0.000161193j 0.000219077+0.000667098j 0.000713656+0.00111634j -0.00154783+0.000579079j 0.00165929-0.000442864j 0.000804812-0.00160371j -0.000207866-0.00255576j 0.00241059-0.00256106j -0.000997885+0.00367247j -0.00146416+0.0044641j -0.00661863+0.000725191j -0.00595498+0.00236316j -0.0081054-0.00335233j 0.0101206+0.00202556j -0.00463691-0.00491371j 0.00501754-0.000489098j -0.00386527-0.0140228j -0.000644388+0.00582163j 0.0036685+0.00709673j -0.000920908-0.000272587j 0.000922878-0.00527342j 0.00348095-0.00239469j -0.010397-0.00967141j -0.00547984-0.00555685j 0.00451347+0.0017601j -0.00086358+0.00110768j -0.00709601-0.00530029j 0.00350588-0.00304127j -0.00387056-0.00414007j 0.00171348+0.00539968j 0.00372213-0.00521085j 0.000746447+0.00495639j -0.00291258+0.00200149j 0.00543596-0.00520151j 0.00318498-0.00117366j 0.000131577+0.00136489j -0.00337425-0.00248597j 0.00272638-0.000696171j 0.00331323+0.00486089j 0.00182003-0.00506762j -0.00636237-0.00365783j -0.000573507-0.000112148j -0.00156061+0.0040725j -0.00226868+0.000671319j -0.00267848-0.00128279j -0.00057941+0.00139892j -0.00023937+0.000606644j 0.00123621-1.84061e-05j -0.000739248-0.00349617j 0.00410144+0.000575706j 0.00419714+0.000619228j 0.000311988-0.00214501j -0.000942692-0.00138927j 0.00269569-0.000410188j -0.00038419-0.000493339j 0.000218527-0.000276993j 0.00172759+0.00145457j 
