-0.26913+0.0779484j 0.0467705+0.251669j -0.288615+0.0902483j -0.230257-0.350383j -0.223934+0.216201j 0.0619089-0.053721j 0.134152-0.0272838j -0.107824+0.0432765j 0.133355+0.274044j -0.166921-0.033065j 0.100073-0.142991j 0.140069+0.0556808j 0.216073-0.134727j -0.291468-0.0422337j -0.0184569+0.358329j -0.134392+0.00718646j 0.00636676+0.13264j -0.0578148+0.0285665j 0.0191168+0.0739439j 0.037057-0.00341208j -0.0360196-0.012595j 0.00445882-0.0353921j 0.0302075+0.00349595j 0.019797+0.0133716j -0.0153606+0.0271133j -0.01821-0.01914j 0.00906787-0.034241j 0.0105675-0.00205126j -0.00276283+0.00914778j -0.0309422+0.0121371j 0.0352876+0.0069745j 0.0088973-0.0139332j 0.0107579+0.0157638j -0.0151971+0.0211468j 0.0286538+0.0226982j -0.0136664-0.00495349j -0.0139101+0.0150313j -0.00666463+0.00487086j 0.00566694+0.00739697j -0.0102246+0.0456853j -0.0418566-0.00969701j 0.0302619+0.00121041j 0.00491671-0.0122412j -0.00352344-0.0119687j 0.00122307+0.0180711j 0.00251702+0.0171311j -0.0108232+0.0215148j 0.0274585+0.0132734j 0.00324101+0.00727474j 0.00971923-0.0201604j 0.00795951+0.00664075j 0.015675-0.00462916j -0.00409767-0.00617776j -0.0175306-0.0102034j 0.00329429-0.00957312j 0.0113298+0.00366536j -0.00844489-0.00463421j -0.00927892-0.0172764j -0.0015962+0.00404898j 0.000932628-0.00548023j 0.00172892+0.00192102j 0.00374494-0.0011957j 0.00723263+0.0191375j 0.00324248-0.011275j 0.0102111+0.00187497j -0.00531624-0.00868883j -0.00321617-0.00851406j 0.00713331-0.00553286j 0.0125485-0.0110577j 0.0020198+0.0140466j -0.00263174+0.0048079j 0.00771103+0.00796317j 0.000901981-0.00105651j 0.0124125-0.00874347j -0.0194916+0.0116276j -0.0103963+0.00791927j -0.00368112+0.00145383j 0.00160598-0.00302663j 0.00747088+0.0108342j -0.00236527-0.00553395j -0.00011659-0.00316793j -0.00271845+0.00156364j 0.00218764-0.0060489j -0.00301086+0.00310993j 0.0157475+0.0222915j -0.01563+0.00622277j 0.0130959+0.00038857j 0.00375089+0.00209081j -0.00106912-0.00849394j 0.0175363-0.00246816j 0.000334951+0.0155324j 0.00263731+0.00181025j -0.00378286-0.00392149j -0.00755981+0.00584705j -0.00545553-0.0102059j 
-0.00121523+0.00243242j 0.00255189+0.00551589j -0.00362275+0.00397195j 0.00186939-0.0050653j 0.00134219+0.000202777j -0.00153246-0.0018951j 0.00197747-0.000682762j -4.50193e-05-0.000759974j -0.00277543+0.0050267j -0.0018987-0.00666068j -0.00380399+0.00258035j 0.00352718+0.00369298j 0.0031848-0.000937679j -0.00383568+0.0044187j -0.00224401-0.00363638j 0.00820762-0.00460936j -0.00228756+0.00505119j 0.0097013-0.0058076j -0.000262846+0.0027708j 0.00470329-0.00084497j 9.11327e-05+0.00124079j 0.00175831-0.00378485j 0.000781463-0.00150957j -0.00169803-0.000160361j -0.000712626-0.00127754j -0.00665797+0.000796725j -0.003253+0.00189395j 0.00419908+0.000796157j -0.00581196-0.000183613j 0.00505182-0.00364932j -0.00265013+0.00267679j 0.00149463-0.00281188j -0.00258783+0.0112857j -0.00111879-0.000661535j 0.00349574+0.00207088j 0.0113026-0.00755922j 0.00323669+0.00387104j 0.00185031-0.00311363j 0.00341663+0.00304638j -0.000928042-0.00314979j 0.00360639-0.00332413j -0.000301589-0.000276861j 0.000504389-0.00347172j -0.00286741+0.00323971j -0.00293224+0.000242276j -0.00604072+0.000235271j 0.00553272-0.00395867j -0.00247772+0.000676926j -0.00119799+0.000169179j 0.00176065-0.00659053j 0.00448094+0.00312042j -0.00292899+0.00492995j -0.00500273-0.00512965j 0.000873672-0.00198825j -0.00216054-0.00196433j -0.00355464-0.00517414j -0.00161597-0.000641135j -0.00844291+0.00162919j 0.00496984+0.00202386j 0.00195577+0.00369912j 0.000769866-0.00171575j -0.00216-0.00570549j 0.0100567-5.59085e-05j 0.00456741+0.00567138j -0.00325038+0.00601181j 0.000930574-0.00276035j 0.0040244-0.000261999j 0.00187693-0.00511159j 0.000894205+0.00209223j -0.00357917-0.00201707j 0.0110831+0.00432188j -0.00162104-0.00620405j -0.0019154+0.00617163j 0.00651191-0.00153649j 0.00085595+0.000424852j -0.0037118-0.00331746j -0.00478089-0.00040702j -0.00190147-0.0088607j -0.00216226+0.000874846j -0.0049804+0.00256908j 0.00612892+0.00284388j 0.00376163+0.00431093j 0.00342401-0.00901266j -0.00498425-0.00434031j -0.00288379+0.00225j -0.000351186-0.00332872j 0.00192253+0.00482197j -0.000710377+0.000400404j 0.00124922+0.000949384j 0.000258562+0.00168522j 0.00645649+0.00228282j -0.000192128+0.00590792j 0.000391363-0.00460097j 0.00278917+0.00394837j -0.00584966-0.00529404j 
-0.000734445+0.00292299j -0.00138888+0.00299274j -0.00370121-3.2555e-05j 6.30421e-05+0.00152869j -0.00158838+0.00102386j -0.00145675+0.000695691j -0.00207635+0.00124986j -0.00153499+0.00200874j 0.000987545+0.00197533j -0.00198575-0.00186674j 0.00128211+0.000353388j 0.0066876-0.000546414j 0.00138455-0.000587266j -0.000949504+0.00047825j 0.00261642-0.000914369j -0.000436419+0.00318836j -6.46591e-05+0.000950177j -2.51055e-05+0.0039145j 0.000456919+0.000350142j 0.00354302-0.000655046j 0.000689724-0.00208472j -0.000787939+0.0017643j -0.0042273-0.000713229j -0.00203482+0.00117825j 0.00547169-0.00158665j -0.00129576+0.00144762j 0.00210671-0.000492152j 0.001231+0.00541311j -0.00497641+0.00633822j -5.54199e-05-0.000913908j -0.00132652-0.00292537j -0.00440762-0.00315708j -0.00253817+0.00329592j -0.0044978+0.00276056j -0.00179323+0.00249276j 0.00778059-0.00316618j 0.000947705+0.00214467j -0.0013348+0.00207668j -0.00672263+0.0020603j -0.00487756+0.00585258j 0.0014649+0.00264838j -0.00600097+0.000893058j 7.08791e-05+0.00508879j -0.000691296-0.00560295j -0.00127371-0.000122993j 0.000574936-0.00212497j -0.00472216+0.00108939j -0.00316377+0.000800417j -0.005858+0.00430435j 0.0022231+0.00887354j 0.00101924-0.00707872j -0.00102685-0.00528007j 3.56878e-05-0.00349994j -0.00255683+0.000528327j -0.00773912+0.00105137j -0.000348871-0.00490661j 0.0030885-0.00777325j 0.00661134-0.00727114j 0.00175855-0.00626111j -0.00120512+0.00104224j 0.00685516+0.00651193j -0.000141918+0.00466335j 0.000416727-0.000459399j -0.00215769-0.00567198j 0.0039631-0.00242201j -0.000533023+0.000622191j -0.00124782+0.00140834j -0.0039538+0.00601736j -1.73872e-05+0.00397723j -0.00010885+0.00904497j 0.00579109-0.00346241j -0.00368939-0.00167558j -0.00263766+0.00570104j 0.001163+0.00667989j 0.00134617-0.00160583j 0.00622063+0.00541063j -0.00641238+0.00196519j 0.00718056+0.00607923j 0.00989634+0.00348427j 0.00737175-0.00281664j -0.00134591-0.00799712j 0.00757138+0.0018405j 0.00323762+0.000331967j -0.00497912-0.00211621j 0.00280099+0.00586052j -0.0023446+0.00302487j 0.00584504-0.00502992j 0.00360775+0.00468318j -0.00253785+0.0060201j -0.0102422-0.00674361j 0.00243404+0.00114902j -0.00617455+0.00387054j 0.00449781+0.00550414j -0.00352745-0.00662354j -0.00376686+0.00235845j 
-0.000157014-0.000495495j 0.00176133-0.000906976j 0.000977182+0.00089281j 0.000850013-0.00155467j 0.000594344-0.00103587j 0.00112796-0.000630922j 0.00216522-0.00222719j 0.00150996+0.000888096j -0.000763355-0.000563426j 0.00181202-0.00200989j 2.77231e-05+0.00148576j -0.00119851+0.00195153j 0.000689995+0.00275786j 0.000666776-6.83248e-05j -0.00124925+1.22141e-05j 0.00301327-0.00317766j -0.00285175+0.00114187j 0.000902064-0.00498456j -0.00136812-0.0020603j 0.00279197-0.00297489j -0.00148255+0.000853741j 0.00114713-0.000627046j -0.0010235-0.00341177j -0.00223213-0.000334666j 0.000951465-0.00293489j 1.22912e-05+0.00123592j 0.00285861-0.000322924j -0.00037805+0.000632004j 0.00114045+0.00441796j -0.000381367+0.0030506j -0.000281045-0.00127934j 0.000845612-0.00144122j -0.00166896+0.0018015j 0.000726011+0.00548501j 0.000207025+0.00306151j 0.00235969+0.000740685j -9.73207e-05+0.00220012j 0.000997067+0.00208325j -0.000875715-0.00232416j 0.00417729-0.00443596j 5.5393e-05-0.00377212j 0.000857022-0.00244813j 0.00100046-0.0048508j -0.00189629+0.00511435j -0.000337959-0.00885388j 0.00311522+0.00537391j 0.00402464+0.00257487j -0.00187608+0.00110505j -0.00106155+0.00460404j -0.00216012-0.00489074j -0.00854638+0.00694057j 0.00395032+0.00817882j -0.00242867+0.000527167j -0.00693459+0.0059014j 0.00212629-0.00266155j 0.00239291-0.00429015j 0.00178183+0.00118755j 0.00249825+0.00846054j 0.00177599-0.00199332j 0.00134741-0.00117248j -0.000303502+0.00561045j 0.00133438-0.00503054j 0.00128864+0.000496717j -0.00118922-0.00351303j -0.00264234-0.000302321j 0.000744934-0.000632848j -0.000921477-0.00102283j 0.00314324-0.000354269j -0.00124053-0.00308306j 0.00575982-0.000765848j -0.00194109+0.00506475j -0.000153355-0.00421291j -0.00230447+0.00136833j 0.000785167-0.00501698j 0.000395854-0.00158754j -0.00537884-0.00170219j -0.00259224-0.00124795j -0.00888696+0.00490206j -0.00472183-0.000125277j 0.00328556-0.00344942j -0.00533972-0.000898496j 0.00594357+0.00104848j 0.000692566+8.60573e-05j 0.00143899+0.00482614j -0.00552723-0.00253673j 0.00108388-0.00356946j 0.00332706-0.00203745j -0.000901031-0.00138661j 0.00460283+0.00109376j 0.00591751+0.0067157j -0.00096704-0.000836401j -0.00102691+0.00217783j 0.00545917-0.00245134j 0.00269431+0.00536062j 0.00157278-0.00106521j 
0.00385701+0.0036793j -0.000971374-0.000507918j 0.00258689+0.0015375j 0.00219562-0.00186496j 0.00529903-0.00445105j 0.00345548-0.00112393j 0.00629973-0.00179921j -0.00341432-0.000712821j 0.00155642+0.00449803j 0.00285742+0.000749698j -0.00166628+0.00436778j -0.00763682+0.00123352j -0.00666166+0.00235393j 0.00563393+0.000684767j -0.00209372+0.000349595j -0.00061355-0.00162657j -0.000565438+0.00377029j 0.00431312-0.00054839j 0.00624593+0.00243146j 0.00434782+0.0027824j 0.00851569+0.00684006j 0.00200933-0.0048787j 0.00253846+0.00269771j 0.00243066+0.00154752j 0.00504309+0.00831451j -0.009558+0.00498708j -0.000105469-0.00259354j -0.00504203-0.00153526j -0.000455356-0.0037094j -0.00350098-0.0080669j -0.0111531+0.00295622j 0.00741979-0.000127631j -0.00234833-0.00207274j -0.00303667-0.00410957j -0.000457616-0.000529532j 0.000879479-0.00219161j -0.000314774-0.000204766j 0.0052732-0.00326556j -2.27686e-05+4.09459e-05j -0.00172545-0.00336192j -0.00216311-0.000893114j 0.00134875-0.00220481j -0.000752887+0.00158184j -0.0120758-0.00145903j -0.000940625-0.00440935j 0.000816066+0.002119j -0.0024132-0.00261495j -0.0042611-0.00287704j -0.000813137+0.00374089j -0.00828842-0.00525871j -0.000344691+0.00821781j -0.00838144+0.00346572j -0.00284093+0.00331264j -0.00726307-0.00188911j 0.00126788+0.002178j 0.00212616-0.00400711j -0.00437437+0.0013577j 0.000280309+0.00991169j 0.000203101-0.00187821j -0.00611008-0.00305288j 0.00296649+0.00836253j 0.00258284+0.000480205j 0.00149386-0.00135983j 0.00339027-0.0070011j -0.00101518+0.00138698j -0.000348216+0.00401166j 0.00136776-0.00499928j 0.0011254-0.00792037j 7.31975e-05-0.000654836j -0.000461017-0.000412842j -0.00150685-4.10331e-05j 0.00605091+0.00284104j -0.00285387+0.00835854j 0.000896835-0.00675261j 0.00050434-0.00371407j -0.00506961-0.000870704j -0.00248768-0.0035863j -0.00782302+0.000389045j -0.00561046+0.00314596j 0.00579905-0.000217272j -0.00153985+0.00138176j -0.000813617-0.0064881j 0.00146944+0.00460271j -0.000644581+0.00324968j -0.00126514-0.00255332j -0.000319742+0.00195406j 0.000633978-0.00110305j -0.0137331-0.00404791j -0.00135138+0.00792041j 0.000705341-0.00135809j -0.00382048-0.00362429j -0.00240695+0.00204961j 0.00091025+0.00694129j 0.00540702+0.0049081j 0.00339447+0.00371885j 
-0.00213098+0.00932071j -0.000730188+0.00260641j -0.00212558+0.000526793j -0.00528572+0.000936855j 0.000946044+0.000236874j -0.00233678-0.00250352j -0.00352636-0.00219474j -0.00344942-0.0029073j -0.00112854+0.00202573j -0.00256734-0.00351804j 0.00606193-0.000648116j -0.0023736-0.00741679j -0.00172698-0.00552215j 0.0023989-0.00259305j 0.00703184-0.00271887j 0.00542253+0.00213886j 0.000552473+0.00418661j 0.00446462-0.000570778j -0.000453436-0.0054874j 0.00497568-0.00405213j -0.000961362-0.00261672j 0.00380776-0.00413927j 0.00256208-0.00754462j 0.000426407-0.00387188j -0.00322062-0.00193081j 0.00177961+0.00148652j -0.00323986-0.000273493j 0.00450877-0.00070835j -0.00111113+0.00406341j -0.00108137+0.00361403j -0.0054264-0.00578873j 0.00775205-0.00423309j 0.00556386-0.00312534j 0.00162952+0.000219411j 0.00278687+0.00527863j -0.0107574-0.000284509j 0.0010898+0.00157224j 0.00251253+0.0018831j 0.000902438+0.0013987j -0.00911709+0.00194977j 0.00168132-0.00208474j 0.000854569-0.000383845j 0.000413809-0.00134104j 0.000892813-0.0019012j -0.00224045+0.00597509j 0.00299179+0.00347152j -0.00245032-0.00010266j 0.00511621+0.00325077j 0.000320371-0.00391173j -0.00197246+0.00606996j -0.000832442-0.00319454j -0.00377931-0.0033643j -0.0053248-0.00852753j 0.000535129+0.00340769j -0.000862874+0.00471993j -0.00562654-0.0036538j 0.000281001+0.00333321j -0.00256126-0.00466676j 0.00162411-0.00343477j 0.00395957-0.00127183j 0.000989172-0.00536454j 0.00163637+0.00528917j 0.00174432-0.00220507j 0.00271695+0.000161177j -0.00159444-0.00238918j 0.00211482-0.00108315j 0.0071452-0.000121981j 0.000315488+0.000210096j 0.0108229-0.00640735j -0.0017489+0.00463102j 0.00375883-0.00258371j -0.00464449-0.00106818j 0.00438482+0.0134845j 0.0134028+0.00360027j -0.00421619+0.00561372j 0.00413496-0.00352542j 0.0112673-0.000634167j -0.00247274-0.00773758j 0.00609729-0.00562269j 0.0132439+0.00396154j 0.00395719+0.00419256j -0.000376186+0.00178594j -0.00262981-0.0014835j 0.00261727-0.00400176j 0.00808005+0.00219042j 0.00311762+0.0032141j 0.000325578-0.00123526j -0.00315904-0.00015825j 0.00286269-0.00129917j -0.0161477-0.0194782j -0.0115662+0.00015931j 0.00730577+0.00335963j -0.00511428-0.00714153j 0.00613855+0.00218352j -0.00594761-0.00926909j 
0.00254868-0.00454382j -0.00177178+0.00607363j -0.00232148+0.00231372j 0.00194992-0.0027752j -0.00161494-0.00120653j -0.00205065+6.93654e-05j 0.00134838-0.000175622j -0.00432085-5.12091e-05j 0.000244895+0.00341253j -0.000138677+0.00332353j -0.00263802+0.00282168j 0.00408692+0.00834069j -0.00352208-0.0122052j -0.00308165+0.00122811j 0.00456461+0.00723467j -0.00573913+0.000915646j 0.00266063+0.00122925j -0.00442791+0.00390415j -0.00134348-0.000685082j -0.00155691-0.00116862j 0.0024825-0.00566731j -0.00114153-0.000656236j -0.000255021-0.000259603j 0.00182166-0.00132522j 0.00176097+0.00448702j -0.00267744-0.00284689j -0.0024397-0.000217543j -0.000863251-0.00238395j -0.00359304-0.000806988j 0.00114508+0.0019128j 0.00258413-0.00485898j 0.00249538+0.00217207j 0.00757891+0.00276103j 0.00209575-0.0035206j -0.00245964-0.000545016j -0.00752988+0.00431383j -0.0074461-0.00137961j -0.00363875+0.0015012j 0.0011929-0.00481663j 0.00609594-0.00233928j 0.00450925-0.00196112j 0.00138796-0.00173667j -0.000289146-0.00271071j 0.00391116+0.00194443j -0.0011332-0.00464183j 0.0041104+0.00375405j -0.00218636+5.72516e-05j -0.00147039-0.00126433j -0.00286798-0.00284154j 0.00223308+0.00244446j 0.00482753+0.00555383j 0.00196423-0.000435326j -0.00104406-0.0031181j 0.000471797+0.000704862j -0.00378842+0.00144658j 0.00463877+0.00511407j -0.000888979-0.00555795j -0.000320978+0.00667795j -0.00320802-0.00129216j -0.0018285-0.00247028j 0.00272642-0.00120786j 0.00189452+0.0042092j -0.0019933+0.0022869j 0.000323586+0.00175274j -0.0063026-0.00180844j 0.00220574+0.00525254j 0.00203121+0.00129662j 0.00229363+0.00137082j 0.00709783+0.00843024j -0.0151599+0.00547509j -0.00595824+0.00426175j -0.00105696+0.00272212j -0.0097598-0.00477126j -0.00348967+0.00556938j -0.00521646+0.000376279j 0.00426364+0.0023047j -0.00148179+0.0137525j -0.00119169-0.00165128j -0.00363995+0.0135706j 0.00701372+0.00221716j -0.000895865+0.00470312j -0.00596546+0.000115741j 0.00937202+0.00920316j -0.00344501-0.00309271j 0.00313114+0.00106001j 0.00491733-0.00548606j 0.0025069-0.0129555j 0.0131646-0.00775805j 0.00901195+0.00196233j -0.00339132+0.00239352j 0.0133896+0.0133257j -0.000237275-0.00184593j 0.00072592+0.0039212j -0.00590394-0.00956628j -0.0083184-0.00510105j 
-0.00179763-0.00551549j -0.00237758-0.00311831j 1.43028e-05-0.0032859j 0.00209709+0.00226544j -0.001873+0.00019779j 0.00102927+0.001086j -0.000563337+0.00225674j 0.00263505+0.00212508j -0.00039979-0.00399405j -0.000438269+0.00110304j -0.00461884-7.82502e-05j 0.00189572+0.00295997j 0.00317002+0.00424804j -0.0013253+0.00124257j -0.00305002-0.000347086j 0.00194458+0.00665145j 0.00378256-0.00535723j -0.00526513+0.00141534j -0.000453339-0.00780725j 0.00089454-0.00233827j -0.000499086-0.00613628j 0.000133874-0.00545797j 0.00059137-0.00151271j 0.00180659-0.000474606j 0.00427885+0.00170633j -0.00110445-0.00120188j -0.000508119+0.000690408j -0.00229604+0.000615241j 0.000832422-0.00187533j 0.00526074+0.00084365j -0.0121635-0.00760257j -0.00225169+0.000718495j 0.00240801-0.00844598j -0.00115957+0.00116479j 0.00216905+0.00497112j -0.00540936+0.00458016j 0.00769824+0.00216872j -0.00340715+0.00514688j -0.00286086-0.00107382j -0.00140959+0.000742974j -0.00714174-0.00153241j 0.00194584-0.000469343j 0.00121517+0.0042573j 0.00243938-0.00310317j 0.00342144+0.00364206j -0.00611994-0.000111845j 0.00254386+0.00851235j 0.0034023+0.00153583j 0.00504246+0.00596162j 0.00126108-0.00059707j -0.00227474-0.00500419j -0.00155307+0.00233349j 0.00591046+0.000637086j 0.000555519+0.00437383j -0.00299553+0.00366361j -0.00307307+0.00545846j 0.00288299-0.00369082j 8.7855e-05+0.00379994j -0.0057509-0.00104851j -0.000205711-0.000545732j -0.00244708+0.00291365j 0.00654483-0.00388318j -0.000326747-0.00358069j -0.00338383-0.00252949j 0.000211443-0.00270654j 0.00121769+0.00128182j 0.0011701-0.00353178j -0.000879225+0.00189763j 0.00588956-0.00627326j 0.013636+0.00108761j -0.0115972-0.000480786j 0.01008+0.0025797j -0.000631153-0.000879234j 0.000886692-0.00397729j 0.00696489-4.63481e-05j 0.00425597-0.0138139j -0.000104462-0.000953545j -0.00237011+0.00822133j 0.0108947-0.0100281j 0.00701028-0.000204368j -0.0045318-0.0101812j -0.00759645-0.000267806j -0.0050782-0.00805112j -0.00551434-0.0135227j -0.00134192+0.00108849j 0.00450378-0.000924419j -0.000975763-0.0123336j 0.0114944+0.00139062j -0.00314784+0.0039249j 0.014223+0.00404234j -0.0135545-0.0230596j -0.0091806+0.00373553j -0.00273352+0.000506974j -0.00256678-0.00303504j -0.005561-0.00708729j 
0.000757539-0.00180894j -0.00071906-0.000386291j -0.00126215-0.00112971j 0.00241982+0.00145691j -0.00197445+0.000927655j -4.68423e-05+0.00100195j -0.00461041-0.000744445j 0.00210594+0.00189123j -0.000602359-0.00252299j -0.00161876-0.000147962j 0.00137003-0.00599037j 0.0037227+0.000268047j 0.00573404-0.00217008j -0.00618449-0.00200026j 0.00163864-0.00136397j -0.0028146+0.000360015j 0.00130948+0.00203585j -0.000315513+0.00822027j 0.000656076+0.00206492j 0.00133-0.00488025j -0.00107374-0.00199164j 0.00236802-0.000426032j -0.00364443+0.00136693j -0.00128038+0.00197284j 0.00330717+0.00113416j 0.00153566+0.00489668j 0.00365184-0.00745583j -0.00300687+0.00481358j -0.00272471+0.00707387j -0.00537143-0.00154228j -0.00161245-0.00412675j 0.00281725+0.00384046j 0.00251328+0.002124j 0.00280482-0.000755962j -0.00156604+0.00741276j -0.00271195-0.000298297j -0.00914842+0.00334994j -0.00164153+0.00140506j -9.02955e-05+0.00377412j 0.00161232+0.000667339j -0.00170772-0.00084137j -0.00155821+0.000174269j 0.00120169+0.00248304j -0.0044364-0.00795219j -0.00164987-0.00464381j -0.00825631+0.000144575j -0.00193244-0.000604719j 0.000421997-0.0015747j 0.00184627+0.00381516j -0.000352228+0.000854784j -0.0019888+0.00154099j -0.00288714-0.000962707j 0.00246343-0.00361071j -0.00189836+0.00721023j -0.000384012+0.0037147j -0.00449409-0.0033463j 0.00322207-0.00604167j 0.00631406-0.00254019j 0.000754187-0.00613389j 0.0002809-0.00331189j 0.00100621+0.00610615j -0.000574347+0.00340564j -0.00121063-0.00235524j -0.00179232-0.00805204j -0.00337175+0.00418958j -0.00222656+0.00301734j 0.000415624+0.00331971j 0.0009906-0.00542601j -8.14721e-05+0.00300584j -0.000420966-0.00107971j -0.000111669-0.000640909j -0.00766278+0.00378148j 0.0026279-0.000798566j -0.00262125+0.00453232j -0.0037153-0.00591153j -0.00468509+0.00820882j 0.00700116+0.00699131j -0.00118845+0.000745798j 0.00248675+0.000964851j 0.00757493-0.000135905j -0.0138891-0.0017399j 0.00234876-0.000908862j 0.00337615+0.0059622j 0.00131986+0.00169233j 0.00454955+0.00151416j -0.00461952+0.00415695j -0.00172945-0.000964308j -0.00941225-0.0106038j -0.00473765+0.0016085j -0.00546849-0.000361192j 0.0020822+0.00604337j 0.000586375+0.00709287j 0.000211618+0.00330293j -0.00353965-0.00845722j -0.00103123+0.00111027j 
-0.00262176+0.00453701j 0.00173896+0.00355483j -0.00306598+0.00234255j -0.00290635-0.000463904j 0.000115702+0.00327684j -0.00460425+6.4268e-05j -0.00454683+0.000864184j 0.00134222-0.00159094j -0.000930421+0.00318524j -0.00478279-0.00274796j 0.00523266+0.0013198j 0.00639041-0.00436617j 0.00384165-0.00327403j -0.00184351-0.00258439j 0.00416163-0.00248314j 0.00402918+0.00012719j -0.00846631-0.00174607j 0.00293745-0.00864153j -0.00329937-0.00400079j 0.00626859+0.00214517j -0.0047729+0.00151765j -0.00213965+1.83007e-05j -0.00328894-0.0021556j 6.799e-05-0.000363878j -0.0052449-0.00263918j 0.00179675+0.000140193j 0.00391138+0.00124405j 0.00367922+0.000125142j 0.00970496-1.75991e-05j 1.4002e-05+0.00211346j -0.00530111+0.0070227j -0.00329855-0.00626872j -0.00730971-0.00483558j 0.000891432+0.00807492j 0.00559013-0.00342353j 0.00756778-1.35172e-05j 0.0101557-0.00111954j 0.000559502-0.00110458j -0.00294968-0.0047489j 0.00242829+0.00467472j 0.000178766-0.00406718j 0.00268761-0.00241431j -0.000835137+0.000878009j -0.00514464-0.00177354j -0.00214575+0.00401205j -0.00187348+0.000225638j -0.00271538+0.00271707j -0.000668818-0.00377738j 0.00102893+0.00181106j 0.00148025+0.0012373j -0.00176872+0.00154513j -0.00158609+0.00339369j -0.00205384+0.000385068j 0.0012471+0.00196876j 0.000563333-0.00534868j -0.00426456-0.00438742j -5.76533e-05-0.000853598j -0.00186103-0.0018889j 0.00157193-0.00281189j 0.00431863+0.00272846j -0.000407986+0.00599577j -0.00170089-0.00669594j 0.00207072+0.000763868j -0.000700971+0.00675592j 0.000668218+0.0047237j 0.00115784+0.002144j 0.000386529+0.00165104j 0.00624071-0.00178792j -0.00516092+0.000147648j -0.00473493-0.0028619j -0.00296343+0.000139737j 0.000498164-0.00108235j -0.00339263-0.00528469j -0.0056361-0.00716267j 0.00565963+0.000281155j -0.00507197+0.000243528j -0.00501646+0.00431373j -0.0072554+0.00667924j -0.0055691-0.00193448j -0.00594544-0.0066305j 0.00115017+0.000771025j 0.00318058-0.0041791j -0.00622863+0.00330062j -0.00142621-0.00112484j -0.00177203-2.60445e-05j -0.00354242+0.00653333j 0.00104277-0.00445265j 0.00139436-0.00112113j 0.00076976+0.00028594j 0.00444485+0.0151168j 0.0103473+0.000742857j -0.00451416-0.00308616j 0.00263816-0.00366372j 0.00609577+0.00876163j -0.000283107+0.000666245j 
0.00508666+0.00434654j 0.000824491-0.000763866j 0.00370133+0.0010549j 0.000688503-0.00119781j 0.00342718-0.00178244j 0.00103692-0.00119287j 0.00196277+0.00117397j 8.65666e-05+0.00160236j 0.0036336+0.00334551j -0.0025599-0.00401108j -0.000970868-0.00019671j -0.00211842-0.000728878j 0.00208558+0.010744j 0.00146633+0.00436962j -0.00973054-0.0054086j 0.000451861-0.000338337j -0.00158405+0.000794627j 0.00453381+0.0014567j 0.00271403+0.00478705j 9.49667e-05+0.000469203j 0.00434622+0.00354243j -0.000883102+0.00354096j -0.00409059+0.00293256j -0.00279392+0.00250016j 0.00463867-0.000966481j -0.00744313+0.00219923j 0.00184703-0.00210864j 0.00437881+0.000607902j -0.00852511+0.00721019j -0.00085349-0.0070382j 0.00044018+0.00645839j -0.00287128+0.00343423j -0.00216465+0.0184215j -0.00661417+0.000251013j -0.00229438-0.000934751j 0.0190638-0.0115086j -0.00171125+0.0043159j -0.00206492-0.00215309j -0.00600242+0.00573055j -0.00108736+0.00311541j 0.00172506+0.00388142j 0.00143186+0.00312403j 0.00488592+0.00438136j 0.00178482+0.000871013j -0.000109858+0.00254736j -0.00114787-0.00623387j -0.00131851-0.00136912j 0.00157525+0.0013456j 0.00259846-0.000357946j -0.00363665+0.00100246j 0.0010555-0.00223071j -0.00352705-0.000276997j -0.000535281-0.00481301j -7.88697e-05-0.00105663j -0.00245815-0.00239375j 0.000475061+0.00183852j 0.00260492+0.00188678j 0.000967494+0.00032835j -0.00127659-0.00454257j 0.000876976+0.00440693j 0.000445234+0.000884149j 0.00283749+0.000833475j -0.000627744-0.00250717j -0.00310476-0.00329785j 0.000714006-0.00689286j 0.00142174-0.001051j 0.00409437-0.00146694j 0.0021054-0.00197573j -0.000918044+0.00202996j -0.00186175+0.00110211j 0.000791406-0.002622j 0.00252615-0.00424314j 0.00515126-0.000157064j 0.00157681-0.00363906j 0.00460586-0.00399641j 0.00627276+7.11395e-05j -0.00120227+0.00496035j 0.0116492-0.00613808j -0.000225363+0.000350425j 0.00541156+0.00857233j -0.00260032-0.00291639j -0.00750331+0.00239372j 0.00340837+0.00608741j 0.000136948+0.00336043j 0.00166508+0.00247613j -0.00114309+0.00527726j 0.00447295+0.00225053j 0.00475167+0.00496757j -0.000321321-0.000343043j -0.00628084-0.00454609j -0.00816507+0.00018316j -0.000663373-9.0368e-05j 0.0059788+0.00189239j -0.011579-0.00820839j 0.000389053+0.0107276j 
