-0.00974258-0.0119461j 0.0109762-0.00943267j 0.022639-0.00186882j -0.00117002+0.0205025j -0.00129855+0.00991834j 0.000827778+0.00691086j -0.0194133+0.00882175j -0.0119008-0.0219966j -0.00928143-0.00392361j 0.00549911-0.00596031j -0.0048467+0.00279722j 0.000201551+0.0092556j -0.00561625+0.0094719j 0.00193456-0.00578592j -0.00643603-0.00469758j -0.00594393-0.0080904j -0.00552932-0.002721j 0.00257679-0.00462891j 0.00180513-0.0108942j -0.00660294-0.0119985j 0.0016979-0.00412875j -0.0036096-0.00608744j 0.00283167-0.000842697j -0.004229-0.00104919j 0.00203384-0.00157663j -0.0110824+0.000709013j 0.00227105+0.00160569j 0.000274634-0.000284206j 0.00246664-0.0038555j -0.00146606+0.00295396j 0.00119204+0.00134723j -0.00627076+0.00311805j 0.00597167+0.00127631j 0.00819089-0.0016775j -0.00223725+0.000292391j -0.00509264-0.0081051j -0.00222988-0.00217451j 0.000489903+0.00168564j -0.00253202-0.00563386j -0.00872713-0.00126473j 0.00934259+0.00328872j 0.00201763+0.00323795j 0.00298301+0.00445923j 0.00600526+0.00345189j -0.0117872+0.00111954j 0.00604113+0.00253462j -0.000185514-0.00107753j 0.000487872+0.00674891j -0.00646405-0.0108389j -0.00746879+0.00133638j -0.0078592-0.0121759j -0.0169005+0.015299j 0.00105871+0.0161093j 0.0191988-4.968e-05j 0.00426046-0.0162056j -0.0176071-0.0064572j 
0.0292576+0.0327352j -0.0325461+0.0274517j 0.0278697+0.0296271j -0.0269549+0.0334685j 0.0277368-0.00689802j -0.0120074+0.0167951j 0.00320575-0.0272382j 0.0146655+0.0100031j -0.0573921+0.0297475j -0.0714508-0.0211106j 0.0455857+0.047883j 0.0221451+0.0609934j -0.0586011-0.0105579j 0.0408432-0.0875939j -0.00408503-0.0051843j -0.0155745+0.0557263j 0.0133748+0.00304945j -0.027438+0.0310928j -0.0333084-0.0409353j 0.00180481+0.0116729j 0.0388473+0.0222919j -0.0319936+0.0416614j -0.0220006+0.0244082j -0.02971+0.0110984j -0.0475992-0.00661633j -0.0446613-0.0122485j -0.0261493+0.0100149j 0.025512+0.0121346j -0.000499165+0.0451124j -0.0386905-0.0147791j 0.0613103+0.015952j -0.0172964+0.00123348j 0.00760187+0.0199507j 0.00664638+0.0055052j -0.0157625+0.0239112j 0.029347+0.0457192j 0.00453424+0.0311274j -0.00996757-0.0276353j 0.0415725-0.0581867j 0.00646543-0.00754434j 0.00675354-0.0209221j 0.00570801-0.0424012j 0.00604945-0.0782731j 0.0443776+0.0325015j 0.08548-0.0412041j -0.0318194-0.0282879j 0.0581485-0.0229614j 0.0350861+0.0469957j 0.00344227+0.0197073j -0.00721546-0.00191375j 0.00818266+0.0466556j 0.0558009-0.00487996j 0.0299652+0.0346639j 0.0392399-0.0340221j 0.0294743+0.0294759j 0.0261023-0.0278695j 
-0.0423132-0.00363074j 0.00661335-0.0447374j -0.00281458-0.025978j 0.0365852-0.00710056j -0.0263668-0.0680598j 0.0860064-0.0195412j 0.00697264+0.0349782j 0.0204059-0.00448549j 0.047635-0.020363j 0.0960464+0.0102904j -0.107978-0.114036j -0.00525108-0.131587j 0.095391+0.0192847j -0.054777+0.137382j 0.0485304-0.0249154j 0.0528972-0.0549524j -0.0177464+0.0428098j 0.0609692-0.0299266j 0.0529467+0.0264011j 0.0179614-0.0144979j -0.0808835+0.00766474j 0.0240613-0.0683337j -0.0337598-0.0428737j 0.0419691+0.0160633j 0.021282+0.00142792j 0.0647101+0.0171619j 0.0710088+0.0117014j -0.0327211-0.0265235j -0.0383407-0.0657884j 0.045418+0.0374722j -0.0529942+0.00697849j 0.0697563+0.00323088j 0.0203583-0.0494557j -0.0125441-0.00780807j -0.0049347-0.0096386j -0.00995352-0.02157j 0.0179642-0.0653771j -0.0161213+0.0396783j -0.0676689+0.0966859j -0.0397818+0.03188j -0.026997-0.0249683j -0.0157627+0.0382781j 0.0302269+0.0604374j -0.0503409+0.0154006j -0.0619984-0.00949492j -0.0170406-0.00843047j -0.0796714+0.0671783j -0.0593307-0.0339555j 0.0211769-0.0999774j -0.0835025-0.00693525j 0.0284119-0.0148533j -0.0866365-0.0395096j -0.0365577-0.0371277j -0.0309193+0.0384685j -0.0632773-0.046802j -0.040341+0.0657661j 
0.00128687-0.0660433j 0.0671147-0.00281714j 0.109983+0.00494096j -0.0189615+0.098777j 0.00877773+0.0904643j -0.0626712-9.44281e-06j -0.0103766+0.00607656j -0.0774076-0.0414706j -0.0325781-0.00856713j 0.0779276-0.0576249j -0.0325407-0.0225401j -0.0262579+0.0843847j -0.0761893+0.012617j 0.0261869-0.0517874j -0.0190328-0.0515004j -0.00768573-0.0770974j 0.0233194-0.0316345j 0.0412885+0.0157068j 0.00206842-0.0956894j -0.0263601-0.0387612j 0.0158216-0.074383j 0.0381804+0.00848741j 0.0565851-0.00897941j -0.0487986-0.00936804j 0.0286347-0.0326915j -0.0916206-0.0305511j -0.0166739+0.00202952j 0.0155843-0.00835853j 0.0466745-0.00217282j -0.00082846+0.0449401j 0.0110826-0.0343491j -0.0320941+0.0150466j 0.0419003+0.0303456j 0.0350247+0.0163526j -0.0153514-0.00980473j -0.0096091-0.107761j -0.0333046+0.0363863j -0.0220081-0.0106423j -0.0180299-0.0244348j -0.0435379+0.0255253j 0.077067-0.030583j -0.0118793-0.01256j 0.0713105+0.020802j 0.0736974+0.0133523j 8.03106e-05+0.0434736j -0.00382782-0.0629312j 0.0375882-0.00688751j 0.0377853+0.037663j -0.0437021+0.0125141j 0.0925739+0.0639693j -0.0131059-0.107962j -0.0299659+0.0469436j 0.0257155+0.0665783j 0.0593811-0.0468612j 0.0265773-0.0762587j -0.0710535-0.0275705j 
-0.0144338-0.0266219j 0.0267198-0.0161882j 0.0876953-0.0103287j 0.0131652+0.0832813j -0.0220058+0.0220186j -0.01415-0.0835799j 0.131493+0.0125541j -0.0514343+0.0853419j -0.00176622+0.0198094j 0.138435-0.0668915j -0.0955198-0.175555j 0.0282891-0.0147392j -0.0442488+0.00566541j -0.0360987+0.0473579j 0.0490924-0.0394058j 0.047899-0.097363j 0.0527577+0.0273309j 0.0864374+0.0354511j 0.0405496-0.0266615j 0.00285829+0.0236677j -0.0519325+0.00737009j 0.0712471-0.03278j 0.0158315-0.0330783j 0.00235446+0.048681j 0.0331654-0.0413239j -0.0211028-0.0580974j 0.0636728+0.00221839j -0.0323312-0.068469j -0.046046-0.0449748j 0.0404881+0.0620987j 0.00769024-0.0425018j 0.0785974+0.0240895j 0.0203964+0.014924j -0.0624246+0.0363943j -0.039866-0.0121724j -0.00682479-0.0624074j -0.0209948-0.00272963j -0.0370844-0.00254482j -0.0506716+0.0751577j -0.0403562+0.106858j 0.0268624-0.0473761j -0.0423338+0.00673415j 0.117837+0.00757184j 0.0747674+0.0406182j 0.0222989+0.00074269j -0.0190113-0.11636j -0.0352875+0.00977269j -0.00253426+0.0691816j 0.0412662+0.007558j 0.0818988+0.0527692j 0.112016-0.134241j -0.103813-0.0694068j 0.0033668+0.0158102j 0.0362173+0.00566007j -0.04799-0.0516621j -0.0532994+0.0441123j 
0.0672469-0.0315759j 0.0295953+0.0729513j -0.0262319-0.0438181j 0.0290941-0.00553739j 0.0306633+0.117345j -0.100427-0.0848479j 0.204093+0.0536201j -0.116207+0.195253j 0.031857-0.00502778j 0.103407-0.0971984j -0.0191055-0.132441j 0.100979+0.00427409j -0.0473219-0.0189922j -0.00265054+0.028307j -0.0155853-0.0423451j 0.039977-0.0558112j 0.126121+0.0234643j 0.0685037+0.0494858j 0.0324297+0.0519788j -0.000441355+0.0659112j -0.0140982+0.00474181j 0.0260746+0.0132577j 0.101624-0.00908j 0.0737809+0.0564791j 0.0329486-0.0117293j -0.00295325-0.101541j 0.0755798+0.00304981j -0.0231034-0.104861j -0.0396119+0.0382215j 0.0432118+0.00471767j -0.0360568-0.114563j 0.0523196-0.0139432j -0.0301885+0.0604768j -0.0929198+0.0327127j -0.00150046+0.026387j 0.00402798-0.0814659j -0.0734069+0.0723046j -0.0411703-0.0689062j -0.0252503+0.124277j 0.0336163+0.0568791j 0.0702924-0.037848j -0.032371-0.0250476j 0.10531+0.0314382j 0.0716814+0.0038667j 0.0960222+0.0184809j 0.00675872-0.0901489j 0.0186224-0.0186962j -0.0676419+0.0460814j 0.026173+0.14758j 0.22304+0.045j 0.118174-0.174558j -0.0832803-0.110553j -0.0186825-0.0810552j -0.08963+0.0314304j 0.0156348+0.0110225j 0.00747646-0.0136516j 
-0.095786-0.0200555j 0.0215142-0.0971565j 0.00742596+0.0198056j -0.0199675-0.00398894j -0.184428+0.0957927j -0.113518-0.214838j 0.120738-0.0794866j -0.00413322-0.00169242j -0.0186254+0.099066j -0.0812374+0.0689156j 0.106467+0.0119724j -0.0609239+0.0974509j -0.160409+0.00680835j -0.122905-0.0879325j -0.0138695+0.200972j -0.124264-0.0372988j 0.000731344-0.16364j -0.125557-0.0647924j -0.0512039+0.0537647j 0.0540162+0.0396606j 0.017884+0.0942139j 0.0349143-0.00704021j 0.0884947+0.0818696j -0.0651515-0.0010812j 0.122086-0.0540345j 0.0183432-0.0390003j -0.0908782-0.0752068j -0.0732008+0.0562222j 0.0561108-0.0221184j 0.086335-0.105597j 0.0215829-0.106125j 0.0277746+0.045868j -0.0582663+0.0508852j 0.00951643-0.0488824j -0.0344222-0.0758294j -0.0503043-0.0202449j 0.00373447-0.0380073j 0.166529+0.109213j 0.0875007-0.0828281j 0.0778873+0.00188598j -0.0591761+0.147481j -0.030538+0.124844j -0.0624273-0.0069472j 0.106375-0.0363014j -0.121497+0.127621j 0.217857-0.0171019j -0.115074-0.246876j 0.0688743-0.028184j 0.106012+0.124366j 0.141284-0.04515j 0.0187602-0.056955j 0.0530668-0.0502104j -0.0129198+0.1394j 0.132854+0.0216323j -0.0513947+0.016435j 0.0180488+0.0503756j 
0.0116614-0.0757193j 0.0722226+0.0145498j -0.111967-0.0734073j 0.0486368-0.119269j -0.0282896+0.0975283j -0.0719488+0.0286409j -0.0937279+0.0522053j -0.0647165-0.062108j 0.12604-0.0474697j 0.0464691+0.0756609j 0.0246714+0.0578651j -0.0286235-0.048357j 0.118858+0.00468944j 0.00207738+0.0791402j -0.0859506+0.000839657j -0.0184994-0.0266289j -0.0245193-0.0630175j -0.0139605-0.0860233j 0.0347239+0.0939785j -0.014152-0.0111416j 0.00263163-0.0933113j -0.00035544-0.00254439j 0.09695+0.000521485j 0.0903422-0.0440783j 0.0943745+0.0698505j 0.0290426+0.049388j -0.0162897-0.00593241j -0.0165463-0.0183546j 0.0795938-0.0240989j 0.0638965-0.0475466j -0.13333-0.0168845j -0.0757732-0.0366717j -0.0701+0.0123471j 0.0689298-0.0371016j 0.0817282-0.0219139j -0.0511111-0.108749j -0.0319262+0.0315353j 0.0388367+0.016458j -0.0556138+0.0886608j 0.0253578-0.109426j 0.00918849+0.0467144j 0.00476528+0.0468071j -0.0686678+0.156469j -0.130997-0.11637j -0.123512+0.144159j 0.0875765+0.12474j -0.0253868+0.0343134j -0.0463632-0.0777442j -0.0717452+0.0593069j 0.0728699-0.0286446j -0.0901806-0.0440915j -0.0176044+0.097715j -0.0597699-0.109943j -0.108044+0.0451347j 0.0391728-0.0116076j -0.017342-0.0402474j 
0.00429598-0.0308148j 0.0267089+0.0049161j -0.0967753-0.0392333j 0.0305561-0.100783j -0.0243508+0.0392631j -0.0442171-0.00237229j -0.0402775+0.00801414j -0.0195736-0.0224782j 0.0859064-0.00872803j 0.0139082+0.0788556j 0.0388487+0.0287501j -0.021128-0.0408584j 0.084015-0.00281988j -0.0249254+0.0451706j -0.0462807+0.0239184j -0.0181951-0.00665277j -0.0175364-0.0370251j -0.0182041-0.0726189j 0.018808+0.0705589j 0.00460899+0.0160994j -0.0100866-0.0389952j -0.00103407-0.00212927j 0.0430238+0.00559262j 0.0501602-0.0357185j 0.0589368+0.040154j 0.0316897+0.0382547j -0.013346+0.000962512j -0.0219566-0.00484709j 0.0320536-0.0187765j 0.0505341-0.0489578j -0.0736162-0.00719474j -0.0452668-0.021608j -0.0520097+0.00602679j 0.0396883-0.0297923j 0.0589825-0.00370612j -0.0383676-0.0473534j -0.0163066+0.0103796j 0.039568+0.0280665j -0.0212782+0.0665573j 0.0376284-0.0655439j -0.0210231+0.0386783j -0.000587775+0.0278014j -0.0568173+0.0824055j -0.0902964-0.0820894j -0.08758+0.102185j 0.071861+0.0885275j -0.0388906+0.014255j -0.0473139-0.0502801j -0.023704+0.0425956j 0.0278041-0.0254177j -0.0399378-0.00268576j -0.0175467+0.0382334j -0.0354117-0.0644964j -0.0760317+0.0294563j 0.0125821+0.00917245j 0.0123745-0.0137985j 
0.108196+0.0205887j -0.0257856+0.112121j -0.0571178+0.0098378j -0.0303535-0.0385104j 0.0824537+0.0714711j -0.100526+0.0423565j 0.0417731-0.00985963j -0.0423033+0.0959829j -0.0291908-0.00860906j -0.0853821-0.0514444j 0.115464+0.109007j 0.0606495+0.129969j -0.0790442-0.0324173j 0.0824232-0.130617j -0.0570779-0.0161006j -0.00618393+0.0793409j 0.068763-0.00624961j -0.0437883+0.0653037j -0.0452996-0.0206402j -0.0107554+0.0448412j 0.0694076-0.0228004j -0.0628652+0.0932934j 0.0640042+0.0586436j -0.00388989-0.0057761j -0.0527866+0.00917208j -0.0753126-0.0643025j -0.0409165+0.014958j 0.0542948+0.00328055j 0.0195022+0.107438j -0.0554035-0.0324663j 0.0481252-0.022925j -0.0646343-0.037945j -0.026924+0.0642454j -0.026427+0.0210999j 0.014644+0.0520951j 0.0349195+0.0247687j -0.0511541+0.113407j -0.0221896-0.101298j 0.0681762-0.0453195j 0.0624002-0.0250404j 0.0407747-0.0179865j 0.0291015-0.0787898j -0.00554739-0.0682018j 0.0485882-0.0036229j 0.127965-0.0221413j -0.0262461-0.00599097j 0.109957-0.0400263j 0.00563472+0.0375902j -0.0137872+0.163433j 0.114656+0.00852639j 0.0121665+0.0116439j 0.07755+0.0223809j 0.0285661-0.0382576j -0.0759068-0.0479166j 0.0970623+0.0781467j 0.0799664-0.0953199j 
-0.00236762+0.0838878j -0.0814085+0.00203833j -0.0618563+0.0132851j 0.00638858-0.0463297j 0.0094878-0.0968718j 0.0590479-0.00844741j 0.0540865-0.0332897j 0.0978566+0.0720859j -0.0135857+0.0027313j -0.0774907+0.0195041j 0.0242497+0.00488402j 0.0289873-0.0655735j 0.0565285-0.0281308j -0.0162488+0.0345168j 0.0604821+0.0198531j 0.0125475+0.0873488j -0.0086013+0.0451938j -0.0295305+0.0213614j -0.0319534+0.0334142j 0.0421186+0.028168j -0.0277863+0.0850208j -0.0462417-0.00328172j -0.0781776+0.00152761j 0.00671246+0.0164346j -0.0620714-0.00348626j 0.0560292+0.0148924j 0.0122725+0.00149829j 0.016631+0.0308573j -0.0576821+0.016337j -0.0292361-0.00254022j 0.027692+0.0431837j 0.0455138-0.000607689j -0.0106903-0.0437711j -0.0313577-0.00611584j -0.0254063-0.000752838j 0.0343655+0.12542j 0.0335663-0.0287823j -0.0117843-0.00835567j 0.0458399-0.00808576j 0.0129268+0.0070311j -0.0683498+0.00906j -0.00121139-0.0268893j -0.037666-0.0614054j -0.0373165+0.0149219j 0.030462-0.0817382j -0.0415137+0.0220782j -0.000244439-0.00140178j -0.00722693-0.00725112j 0.0681019-0.0413203j -0.0898569-0.0272405j 0.0550218+0.106089j 0.0629401-0.0796184j 0.0088227-0.0177858j -0.0319229+0.0277501j -0.0424258+0.0676011j 0.0703124+0.0387542j 
0.00223899+0.0525027j -0.0551157+0.00803191j -0.0869494-0.0218895j 0.0274053-0.0708956j -0.0312788-0.0436427j 0.0232044-0.065068j 0.111223+0.00898597j 0.0289882+0.121153j 0.0411085+0.0254165j -0.023956+0.0100165j 0.0151097-0.0599516j 0.065559-0.0650023j 0.0233296-0.012513j -0.0543041+0.0660168j 0.0262414+0.0417373j 0.0281101+0.0268849j 0.0367045+0.0372628j -0.0113463+0.00132879j 0.00282948+0.099845j 0.0366045+0.0621126j -0.0428281+0.0796824j -0.0173692-0.000248041j -0.0147402-0.00194775j 0.0466325+0.0373226j -0.00629263+0.00374928j 0.076989-0.0426419j 0.0321811+0.000766552j -0.0365398-0.0432751j -0.0439748+0.00875243j 0.0319064-0.0447442j -0.0232957-0.00712307j 0.0718905-0.0120808j -0.0501929-0.0210693j -0.0780903-0.000399257j -0.0107162-0.00304553j 0.0214844+0.0586567j 0.00902548-0.00500676j 0.0015213+0.00358936j 0.0204485+0.0571985j 0.0523093+0.025435j -0.0670083+0.0389567j -0.00909549+0.0186895j 0.00516927-0.00126928j -0.0142377-0.00283816j 0.0365673-0.0184902j 0.00970041+0.00221272j -0.0343115-0.0170372j -0.0521036-0.0173585j 0.0903812+0.0210185j 0.00279087-0.0308983j 0.0785885-0.00718163j 0.00725243-0.0935114j -0.0280936-0.052648j -0.0698728+0.053138j -0.0411328+0.0665397j 0.0624253+0.0383694j 
-0.029333-0.020545j 0.0221046-0.0320726j 0.0838906+0.0138545j -0.0108898+0.0755621j 0.00429133+0.00382383j 0.0127491+0.0135702j -0.025814-0.0137749j 0.00418795-0.0444685j -0.0140463-0.018727j 0.050576+0.00104028j -0.0282773-0.0345083j -0.019366+0.0452935j -0.0492541+0.0242297j 0.0170465-0.0114868j 0.029513-0.0210061j 0.000928053-0.0414258j -0.0180804+0.016716j 0.0275448+0.0262209j 0.0144626-0.0534353j -0.0326864-0.0371222j 0.00630632-0.00782786j 0.0373506-0.0167214j -0.0350512-0.0224089j -0.049154-0.0136302j 0.010836-0.0205177j -0.0248013-0.0034915j 0.0164201-0.00598881j 0.00959365-0.00793633j -0.0136568-0.0186683j -0.0207588+0.0504177j 0.0166416+0.0125097j -0.00553913+0.0273017j 0.0390694+0.00299602j -0.0100842+0.013239j -0.0155767-0.0234353j -0.0127857-0.0154415j -0.0102135-0.0388526j -0.0193613+0.018389j -0.0186224-0.0185894j -0.0434917+0.0432582j 0.0239231-0.0312219j -0.00882676-0.00626056j 0.0496527-0.0212143j 0.0290347+0.0122355j -0.038449-0.00929342j -0.0296285-0.00311136j 0.0123507+0.00370112j 0.0486688+0.0454716j -0.0122104-0.0487475j -0.0136371+0.0246422j -0.0201645-0.0262277j -0.0204214+0.0172415j 0.0246796+0.0502552j 0.0600369-0.0296978j -0.0100695-0.0393423j -0.0388273+0.0116527j 
-0.0100041+0.00844924j -0.0065595-0.00855335j 0.00487375+0.0211467j -0.0149863+0.000608078j -0.00259283-0.0231692j 0.0131575+0.0170287j -0.0277455-0.0129864j 0.0227863-0.0279283j -0.0202468+0.0171891j -0.0283306+0.0149598j 0.00400636+0.00601118j -0.0118796-0.0271301j 0.0184084+0.000202964j -0.0162511-0.0204827j -0.0038062+0.00880733j -0.0163093+0.0269905j -0.00903268-0.00635802j -0.00658097-0.0360238j -0.0047659-0.0182484j 0.0256292+0.00129705j -0.0147819+0.00819177j -0.0226256-0.00247132j -0.0333084-0.00756302j -0.0196403-0.0247018j -0.0234534-0.0140133j -0.00602881+0.0213661j -0.0166797+0.0154499j -0.000418598+0.0331322j 0.00289701+0.00362046j -0.00572525-0.0103604j 0.0200157+0.0159591j -0.0050184+0.00716419j 0.0271809-0.0225053j 0.0392291-0.0191283j -0.00175372+0.00653662j 0.00435192+0.0156395j 0.0112422-0.0194498j 0.0193114+0.0419611j 0.023021-0.0266875j -0.0022876-0.00919389j -0.00705435+0.0147741j -0.00272644+0.00397673j 0.00341972-0.0325095j -0.025589-0.00776841j -0.0223999-0.00390764j 0.000755087+0.000697473j -0.0361616+0.022802j -0.0240566-0.0133641j -0.0112115-0.00789896j -0.0376384+0.01866j 0.00230092+0.0326907j 0.0134936-0.00724355j 0.0115039+0.00417204j 0.0115738-0.00884134j -0.000868442+0.00094185j -0.00119765+0.00329747j 
0.0190121+0.00590182j -0.00750556+0.0177967j -0.0154504+0.000529601j -0.00174122-0.00827969j 0.0308354-0.0152295j 0.0162311+0.0331617j -0.0189389+0.00827536j 0.00527234-0.00220194j -0.0206587-0.0113194j -0.0192042-0.0272538j -0.0172255+0.0343885j -0.00602428-0.0206106j 0.0399156-0.0178727j 0.0257345+0.00176056j 0.00142243-0.00420115j -0.00013073+0.026908j -0.0146283+0.00916917j -0.000306597+0.0205386j -0.0125336+0.00587789j -0.00348638+0.000951777j 0.0194848-0.0276908j 0.0224408-0.0071782j -0.0114353-0.00984969j 0.019905+0.0143769j -0.031608+0.00954507j 0.015631+0.032436j -0.00496524-0.0248719j 0.00899231+0.0168708j -0.00366425-0.00225916j -0.025495+0.00639813j -0.012505+0.0208179j 0.00111616-0.00747881j -0.00218391-0.00910725j 0.00215394+0.0261558j 0.00678273-0.00453618j 0.00916473+0.0248515j 0.0252835+0.00672515j -0.0196884-0.0351965j -0.00524351-0.0261516j -0.0103061-0.00663322j 0.014731-0.00463661j -0.000473404-0.0214666j -0.0394202+0.0055128j -0.0205865+0.00168611j 0.0386055-0.0342316j -0.0135215+0.0179873j 0.0112187+0.0422192j -0.00692548-0.0270447j -0.0306941-0.00669027j -0.0160292+0.0143653j 0.00650915+0.0150277j 0.0105024+0.00192523j -0.00713664-0.00891911j -0.0160086+0.00860176j 0.00386958+0.00933517j 0.00929568-0.00460237j 
0.0316807-0.00298661j 0.00066555+0.0360668j -0.0450343-0.00628233j 0.00228217-0.0412605j 0.0233552+0.010883j -0.0163599+0.0117819j 0.0196639+0.020751j -0.0208077+0.0457871j 0.0345349-0.0200226j 0.0248109-0.0187901j -0.0152306-0.00733182j 0.00680025-0.0237808j 0.0219281-0.0143685j 0.00894197+0.0171765j -0.0124334-0.0209413j 0.0208751-0.000180942j 0.0254839+0.00228017j 0.0278208+0.0199675j 0.0144739+0.0404454j -0.00624584+0.0202368j 0.0151264-0.00963j 0.0143756-0.0036223j 0.0151077-0.0175455j 0.0313135+0.00840956j 0.00161538+0.0204436j 0.0204283-0.00980378j 0.0112469+0.00893953j -0.00305992-0.0333791j 0.00760079+0.00874461j -0.0027427+0.00844755j -0.0122038-0.00461537j 0.0170521-0.0150237j -0.00749294-0.00499007j -0.0406495+0.01657j 0.01248+0.0221729j -0.0152921-0.0051729j -0.019946+0.0256966j -0.026752-0.0165489j -0.0290693+0.0131982j 0.00491346+0.00999392j 0.0153565-0.0060626j 0.0160152-0.00793467j 0.00041377+0.0302044j -0.0226027-0.016006j 0.0231886-0.000507817j -0.0141736-0.0146219j 0.00248661+0.0104421j -0.0236986-0.00809659j -0.0195248+0.0427366j 0.0400554+0.0204406j 0.00131022-0.0243634j 0.00366054+0.0138474j -0.0113366-0.0540361j -0.0762097+0.0150313j 0.0129698+0.020657j 0.0243947-0.0148128j 
0.000349255-0.0230791j 0.0210703-0.00107428j 0.0158808-0.00817855j 0.00437927+0.00881062j 0.000200725+0.00147951j 0.0033854+0.00527508j -0.0131812+0.0122096j -0.025286-0.012144j 0.0115964-0.0109516j 0.0355143-0.0121894j -0.0240123-0.0048123j -0.0195953+0.023967j -0.00963616+0.00658434j 0.0015861+0.0109741j -0.00807884-0.013192j 0.0233311-0.0418192j 0.00367411-0.0111826j 0.00543933+0.0122016j 0.000193139-0.0353192j -0.00981618-0.0127554j -0.00254058-0.0461467j 0.00934261+0.0145281j 0.0491215+0.00974687j -0.0144143-0.0216734j 0.0111174-0.0115425j -0.0351295-0.0149758j -0.00665221+0.00997119j 0.00615873+0.0111143j 0.0130624-0.00234326j 0.0145899+0.0176624j -0.00994576-0.0264624j -0.0268666-0.00103202j 0.0103293-4.80313e-05j 0.0106026+0.00415736j -0.00883706-0.0048323j 0.0159244-0.0416307j -0.00256851+0.00782204j 0.00746138-0.0169899j 0.00612525-0.00271386j -0.0114776+0.00144266j 0.0273446+0.00687174j 0.00959357+0.0292487j 0.0324865+0.0147957j 0.017455+0.00960407j -0.00847845+0.00458783j -0.0071143-0.000703802j 0.00763442+0.00133579j -0.0078946-0.0144121j -0.035105+0.00678524j 0.0190616-0.00964864j -0.0365218-0.0150719j -0.0234865+0.0136487j 0.016975-0.00740614j 0.00759181-0.00506448j -0.000319364-0.0289216j -0.0328088-0.00693015j 
-0.00248245-9.58622e-05j 0.00260076-0.00825631j 0.00407793+0.0123352j -0.0025463-0.00112889j -0.00899911-0.0365881j 0.0279997-0.0169214j 0.013142-0.0196994j 0.0174363-0.0136575j -0.0198811+0.0304696j 0.00545952+0.018386j -0.0129357-0.0392981j -0.0156596-0.0105038j -0.0185771+0.0053822j -0.0107395+0.00310036j 0.00192312+0.0223001j 0.00615081-0.0281922j -0.015846-0.0111743j -0.00343658-0.0148461j 0.0215966-0.0107626j 0.0095698+0.0051415j -0.0206263+0.0052766j 0.0307151-0.00619244j -0.00199352+0.00602939j -0.00722526+0.0117789j 0.0103462+0.00384193j 0.00696086+0.0132245j 0.00597643-0.0107438j -0.0134256-0.0135154j -0.00208772-0.0274596j 0.0330306-0.0234385j -0.00590946-0.000469989j 0.027343+0.00830958j 0.00932617-0.00422751j 0.0198433+0.00131534j -0.0275096-0.0203452j 0.000606641+0.00435849j 0.00751277-0.0102643j 0.0243077+0.0149036j -0.0175774-0.000303857j -0.0126083+0.0236045j -0.013949-0.000775376j 0.00730759+0.0267628j 0.00712414+0.0027975j 0.0238188+0.0101841j -0.00596082+0.00565057j 0.00348277-0.0323578j -0.0300379-0.00104391j -0.00241045+0.000286719j -0.00385541-0.0327612j -0.00874035+0.00876611j -0.00415218+3.70466e-07j 0.00142439+0.00291846j 0.00319897+0.0134883j -0.000663801-0.00591169j -0.0168883-0.00452455j 0.00539066+0.017038j 
0.0117653-0.0019164j 0.0034945+0.0142836j 0.00433587-0.00756661j 0.0091958+0.00495269j 0.00790618-0.011602j -0.000241141+0.000206686j 0.00935853-0.00703762j 0.0125566+0.00480416j -0.0254134-0.012502j -0.0125711-0.00777503j 0.011865+0.00953754j 0.0273869+0.0201892j -0.0109901+0.00224578j 0.0400318+0.0107344j 0.0121527+0.00353637j 0.00659878+0.0216567j -0.00559075-0.00399878j -0.0316651+0.0295723j 0.00592025-0.0073845j -0.00814902-0.00155226j -0.0121767-0.0150209j 0.00360704+0.000261503j 0.00837596+0.0323254j 0.017115+0.0108322j -0.0010863+0.00420604j -0.00901269+0.00667302j 0.0243674-0.0342914j 0.0186578+0.00249143j -0.00431537-0.0153588j 0.00495317+0.000771911j -0.0169755+0.0104169j -0.00532543-0.00350017j -0.0187206+0.0154427j 0.0088897+0.00433913j -0.0364279-0.0402664j 0.0213535+0.0191839j 0.00875993+0.0171476j 0.0220097-0.0380711j -0.00452834+0.0162756j -0.0168909+0.00571126j -0.000955603-0.00564739j 0.000560453-0.00249573j -0.00721954-0.0218352j 0.00605247-0.00212538j 0.00213682-0.0229801j -0.0164484+0.00459213j 0.0104411-0.011064j 0.00463887+0.0125951j 0.00757538+0.00815472j 0.00145489+0.00872366j -0.000308704+0.00452925j 0.00642076+0.00506513j -0.000324537-0.00600987j -0.00483706-0.00618999j 0.00568425+0.0115316j 0.00937742-0.00200648j 
