-0.00974258-0.0119461j 0.0109762-0.00943267j 0.022639-0.00186882j -0.00117002+0.0205025j -0.00129855+0.00991834j 0.000827778+0.00691086j -0.0194133+0.00882175j -0.0119008-0.0219966j -0.00928143-0.00392361j 0.00549911-0.00596031j -0.0048467+0.00279722j 0.000201551+0.0092556j -0.00561625+0.0094719j 0.00193456-0.00578592j -0.00643603-0.00469758j -0.00594393-0.0080904j -0.00552932-0.002721j 0.00257679-0.00462891j 0.00180513-0.0108942j -0.00660294-0.0119985j 0.0016979-0.00412875j -0.0036096-0.00608744j 0.00283167-0.000842697j -0.004229-0.00104919j 0.00203384-0.00157663j -0.0110824+0.000709013j 0.00227105+0.00160569j 0.000274634-0.000284206j 0.00246664-0.0038555j -0.00146606+0.00295396j 0.00119204+0.00134723j -0.00627076+0.00311805j 0.00597167+0.00127631j 0.00819089-0.0016775j -0.00223725+0.000292391j -0.00509264-0.0081051j -0.00222988-0.00217451j 0.000489903+0.00168564j -0.00253202-0.00563386j -0.00872713-0.00126473j 0.00934259+0.00328872j 0.00201763+0.00323795j 0.00298301+0.00445923j 0.00600526+0.00345189j -0.0117872+0.00111954j 0.00604113+0.00253462j -0.000185514-0.00107753j 0.000487872+0.00674891j -0.00646405-0.0108389j -0.00746879+0.00133638j -0.0078592-0.0121759j -0.0169005+0.015299j 0.00105871+0.0161093j 0.0191988-4.968e-05j 0.00426046-0.0162056j -0.0176071-0.0064572j 
0.00246019-0.00355954j 0.00299966+0.00548794j -0.00549751-0.000986969j 0.00317271-0.00870184j 0.00231413+0.00521982j -0.00455359-0.000379007j 0.00468203+0.000472301j -0.00317326+0.00475127j 0.00803829-0.00471057j 0.000922142+0.00184215j 0.0102246-0.00130161j -0.00366157-0.0061066j 0.00280087+0.00351383j -5.8005e-05+0.000333712j -0.00301788-0.00124247j 0.00151926-0.00689053j 0.00492872+0.00172848j -0.000342048+0.00650675j -0.00117303+0.0077561j -0.0015736-0.00279685j -0.00205269-0.00903937j -0.000837636-0.00310474j 0.00125929+0.00417346j 0.00714351-0.000902211j 0.0030225+0.00342444j -0.00437096+0.00644103j -0.00127416+2.26056e-05j -0.00435708-0.00325746j 0.00186074+0.00318206j 0.00517925-0.00188235j -0.00683557-0.00451756j 0.00182589-0.00472934j -0.00379694+0.000621428j -0.00289114-0.000611916j -0.00011678-0.00372587j -0.00229921+0.00834059j -0.00193447-1.56975e-05j 2.73823e-06-0.00143877j 0.00234537+0.00560418j -0.00064845-0.00391029j 0.00547297+0.00124295j -0.000933162-0.00106034j -0.0036039+0.0030547j -0.00318767-0.00405536j -0.00502263+0.00873463j -0.00354587+0.00229597j 0.00159081-0.000983533j -0.00706691-0.0043463j -0.00168096+0.00685067j 0.00895836-0.000689633j 0.00312317-0.00324037j -0.000215067+0.000888425j -0.00256565-0.00679037j -0.00974703+0.0024724j 0.00250362+0.00175309j 0.00334363-0.00237536j 
-0.00243487+0.00203359j 0.000153615-0.00386686j 0.00800885+0.00307646j -0.00380601+0.00248213j -0.00768651-0.00536219j 0.000711814+0.00198724j -0.00539486-0.000400753j 0.0014568-0.0033165j -0.000515021+0.00372575j -0.00683653-0.00284965j -0.00199752-0.00404571j -0.00434272+0.00141949j -0.00505773+0.00762807j 0.00150607-0.00521139j -0.00210737-0.00254337j 0.00293292+0.00487473j -0.000917771-0.00924713j 0.00255262-0.00515224j -0.00466768+0.00479639j -0.00527216+0.00127337j 0.00139218+0.003951j 0.00166948+0.00546148j 0.000108858-0.00229804j -0.00386516+0.000578814j -0.00248069-0.00585249j 0.00127241-0.00744098j 0.00044647-0.00278245j 0.00154632+0.00359942j -0.00388485-0.00381687j -0.000584289+0.00274238j 0.00647968+0.00329542j -0.00522268+0.000240186j 0.00419631-0.000477678j 0.00439907+0.000882491j -0.00125388-0.000788544j -0.00311807-0.00181971j 0.00125551-0.00470964j 0.00313775-0.000940559j 0.000226803-0.00401535j -3.06541e-05+0.00125276j 0.000182851+0.00159879j -2.83012e-05+0.0013583j 0.0028016-0.00121381j 0.00437917+0.00197472j 0.00433528-0.000980445j 0.00289723-0.00157239j -0.000899456-0.00272435j 0.000943844+0.00249353j -0.000488267-0.000866866j -0.00319413+0.00145439j -0.00506446+0.00224402j 0.00208941+0.00113141j 0.000896601+0.00403391j 0.00608021-0.00102902j -0.00169531-0.00195806j -0.00171083+0.000240296j 
0.00171678+0.00275344j -0.00557475+0.000846133j -0.00199914+0.000386415j 0.00684404+0.0012201j -0.00262301-0.0117322j 0.00956659+0.00240277j -0.00024811-0.00503494j -0.00617118-0.000151877j 0.00426812-0.00228504j 0.00540019+0.000711542j -0.0049255+0.00210755j 0.000726037-0.0191595j 0.00576398+0.00242365j -0.00528758+0.0131261j 0.000639055-0.0135468j 0.00502347+0.00739789j 0.00524671+0.00768074j 0.00402252-0.00441586j 0.0129329+0.00336545j 0.00309029-0.00313594j -5.96267e-05-0.00568458j -0.002378-0.000437778j -0.00131183-0.00175552j 0.00604537-0.00390232j -0.00323045+0.00737487j 0.00513675-0.00143345j 0.00370104+0.00470412j 0.00563243-0.00221247j -0.00779264-0.00207012j 0.00539735-0.00226696j -0.00635716+0.00105421j 0.00378641+0.00361515j 0.00447018-0.00578175j -0.00116196+0.00218779j 0.00247103-0.00448724j 0.0063769+0.00448169j 0.00618853-0.00143963j 0.00238934-0.00296034j -0.00824468+0.0127698j -0.00314409+7.04574e-05j -0.00435989-0.00639931j 0.00195722+0.0016508j 0.00605058+0.00117728j -0.00731699-0.000823401j 0.000550274-0.00351744j -0.00414158-0.000174206j -0.0054643+0.0105658j -0.00889965-0.00343909j 0.00465258-0.0118575j -0.00813381-0.00331943j 0.00524831+0.00646053j -0.00139524-0.00671319j -0.00238198-0.00411273j -0.00633813+0.0032035j -0.00335543-9.19217e-05j -0.000769895+0.00357002j 
-0.00288464+0.0009739j 0.00115365-0.00124601j 0.00397208+0.00186995j -0.004969-0.0018093j 0.00199864-0.00488495j 0.00277195-0.00367962j -0.000693981-0.003858j 0.00632117-0.00355377j -0.00132732+0.00433575j -0.00185041-0.00205609j 0.00768434-0.00975615j -0.00957788+0.00160534j -0.000742841+0.00681089j 0.00184788-0.00394386j 0.00554244+0.00157218j 0.00424594+0.00445556j -0.00880246-0.00356094j -0.00155226-0.00469086j -0.00983406+0.00087894j -0.00228008+0.0017523j 4.40908e-05+0.00347245j 0.000671387-0.00135665j -0.00254339-0.00447393j -0.00142462+0.00202011j 0.0025658-0.00221133j 0.00260567+0.00321376j 0.00171531-0.00359651j -0.00468451+0.00199138j -0.00218764+0.00320281j 0.000226554-0.00055559j 0.00593125+0.00545496j -0.000518876-0.00479932j 0.00325306-0.00134068j 0.00394518+0.000736335j 0.000422294-0.00347951j -0.00645014+0.0021942j 0.000926247-0.00464155j 0.0017751-0.000412774j 0.000118229-0.00435539j 4.55506e-05+0.00273833j -0.00150091+0.0027837j -0.00220706+0.00071076j -0.00401688-0.00333037j 0.000724283-0.00155447j -0.00166963-0.0018725j -0.000793136+0.00138651j -0.00139341-0.00421302j 0.00286478+0.00112333j -0.000560762-9.23708e-05j -0.00541529+0.00104685j 0.00253447+0.00213864j 0.00162076+0.000380394j 0.000524302+0.0031358j 0.00299416-0.000281562j -0.00216827+0.000368317j 0.000834218+0.000300249j 
-0.00249876+0.00184978j -0.00506327-0.00214061j -0.00387105+0.0030253j 0.00691415-0.00483538j 0.00456725-0.00589855j 0.008032+0.00415755j -0.0104197+0.00648684j 0.00602068-0.00198536j -0.00147017-0.00125558j 0.00271759-0.000777561j 0.00622144+0.0101942j -0.00329633-0.00923105j -0.000850478+0.00512929j 0.00419252+0.00606196j 0.00389647-0.00350198j 0.00363042+0.00856676j -0.00941269+0.00556341j -0.00102712-0.00787383j -0.000484367+0.00219614j 0.00241009-0.000866943j -0.00157952+0.00105825j -0.00579579+0.000330225j -0.0056336+0.000627248j -0.00227017-0.00367365j -0.0028589+0.0051087j 0.00628003+0.000380079j -0.000427999+0.00563875j -0.000845269+0.00259563j -0.000939495+0.00213782j 0.00336249-0.000538555j -0.00690699+0.00784344j -0.0065333-0.00400637j 0.00310699-0.00206116j -0.00111965+0.000894595j 0.00581083+0.00472195j 0.000389562+0.00350251j 0.00665709-0.00441117j -0.000313321+0.00184298j -0.000618658-0.00151283j 0.000804592-0.00188013j -0.00408625-0.000191954j 0.00602639-0.00185631j -0.00435943+0.00340438j -0.00545225-0.00597597j -0.0032232-0.00180048j -0.00188774+0.00877406j 0.00523317+0.0055076j 0.00122652-0.000565875j -0.00194994-0.00537187j -0.0105452-0.00828069j -0.0068903+0.00934393j 0.00380394+0.00458671j -0.00151933-0.00268879j -0.0028724+0.00121048j -0.000306801-0.000116333j 0.002046+0.00022308j 
-0.000996562+0.00100275j -0.00194831-1.4877e-05j -0.00326905-0.000711956j -0.000840312-0.00465447j -0.000114215+0.0096279j -0.00344982-0.00804654j 0.00649812+0.000400878j 0.0079744+0.00881483j -0.00102176-0.00129533j 0.000524965+0.00891589j -0.00345498+0.00417267j 0.00661252-0.00214319j -0.00602193-0.00543784j -0.00570462-0.000219711j 0.00480507+0.00493174j -0.00220609+0.00447308j -0.00132955-0.00699422j 0.00454796+0.00223131j -0.00383633-0.00291881j 0.000346103+0.00831503j -0.00276287+0.00956179j -0.00171241+0.000775796j 0.000417061+0.00434406j -7.11158e-05+0.00282662j -0.0031152+0.00206499j 0.0104967-0.00615607j -0.00066519-0.000229797j -0.00216006-0.00155278j 0.00421251-0.00286052j -5.94721e-05+0.00181321j 0.00143069-0.00145697j -0.00506801+0.00441117j -0.00566248+0.00188623j -0.00283368-0.00101892j -0.00289622+0.0031465j -0.0019917+0.00182624j -0.00129621+0.00388712j 0.00165113+0.00488119j 0.00402581-0.000938046j 0.00180649+0.0027305j -0.00550876+8.5734e-05j 0.0031081+0.000988665j 0.000520359+0.00171695j 0.0075061-0.00580976j 0.00332473+0.00103883j 0.0063847-0.000599927j 0.00127979-0.00515592j 0.0040217+0.00494903j 0.00207642+0.00975631j 0.00475149-0.00316932j 0.003926-0.000202486j 0.00367885-6.68252e-06j -0.000947269-0.00135249j -0.00252942+0.000713186j -0.000945913+0.00389227j 0.00494256+0.000844238j 
-0.00212469+0.00935228j 0.0108305+0.00617612j 0.00265732-0.0178257j -0.0155211-0.0151821j -0.00447954-0.00576947j -0.00255881+0.0047645j 0.00244465-0.0066031j -0.00505011-0.0108904j 0.00367058-0.00275071j 0.000368413+0.0126837j 0.00360069-0.00134751j -0.00239153-0.0159847j -0.0011251+0.00475681j 0.000320357+0.0131269j -0.00260814-0.00265876j 0.00807053-0.00521555j -0.00723997-0.00625703j 0.000149917+0.00970821j -0.0105494+0.00411393j 0.00130664-0.00861125j 0.00346187+0.000738943j 0.00540995+0.00977157j 0.00481683+0.0028799j 0.00277162+0.00198908j 0.00759492+0.00837268j 0.00852002+0.00599647j -0.00488745+0.0061012j -0.0027053+0.000448474j 0.00206269-0.00215728j 0.00110419-0.00516122j -0.00441107-0.00272676j -0.00215434+0.00238001j -0.00120894-0.00036474j 0.00219497-9.24686e-05j 0.00288802-0.00359501j -0.000447234+0.00634269j 0.0027931-0.00273559j 0.00923238+0.00948827j -0.00294334+0.00164981j -0.000327594-0.00283319j -0.00405737-0.00170287j 0.00173185+0.00424121j -0.00530622-0.001364j -0.00265198-0.00195957j -0.00826668+0.00105179j 0.00333169+0.00631474j -0.00425967-0.00162528j -0.00125192-0.00918491j 0.00338155-0.00560434j -0.00543011-0.0023425j 0.00064449+0.00121713j -9.02826e-05-0.000145134j -0.000909737-0.00277904j -0.00484413+0.00536736j -0.000758714-0.000875997j 0.000612278+0.000529801j 
-0.0108972-0.00276704j -0.0100038+0.00472991j 0.0110027+0.0171235j 0.0120131-0.0132947j 0.0137042-0.0106325j 0.0101208-0.00832457j 0.0015106+0.0106031j 0.020478+0.00414619j -0.00550305+0.00695861j -0.00895951-0.0109786j 0.00167133+0.00113455j 0.000400056-0.0069905j -0.00403942+0.00242519j -0.00828432-0.00572352j 0.00986352+0.000451606j -0.0067069-0.00241608j -0.00412662+0.0113725j 0.0169127-0.00131975j -0.00165371+0.00516901j 0.00397063+0.00288467j -0.014562+0.000862349j -0.00360531-0.00319049j -0.00981158-0.000178713j -0.00229374+0.00656851j -0.00313674-0.000294248j 0.00824733+0.00476935j 0.00162098-0.00885367j 0.00383139-0.00195467j -0.00547003+0.0034566j -0.0058956-0.00461269j 0.00399524+0.00713795j 0.00498161-0.00139089j 0.00114573-0.000597722j -0.00839977-0.000478063j -0.00273433+0.00239065j 0.00292341+0.00638505j 0.00680683-0.00344489j -0.00345818+0.00150731j 0.00632975-0.00428137j -0.00191479+0.00862628j -0.00249551+0.00353659j 0.002289-0.00486785j -0.000554196-0.00748j 0.000453591+0.00231834j 0.00963345-0.0100041j -0.0103039-0.00373598j 0.00494777-0.0012704j 0.00513475+0.00100283j 0.00445397+0.00127141j -0.00825141-0.00470141j 0.00424846+0.00890852j 0.00504515-0.00628008j -0.00182109+0.00340212j -0.00156595+0.00107153j -0.0043492+0.00150346j 0.00460001+0.00479485j 
0.00530275-0.0039442j -0.00707922-0.00143544j -0.0105371+0.00678146j 0.0086348+0.00375543j 0.0029733+0.00872561j 0.0011087-0.00122595j -0.00399808+0.00265701j -0.00421562+0.00989842j -0.00237507-0.00187298j 0.00283423+0.00399376j 5.74586e-05+0.00808655j 0.000416378-0.00245437j 0.00201791+0.0037786j 0.00280714-0.00400458j -0.00421962+0.00345997j -0.00510907+0.00827895j 0.00771046-0.000717155j -0.00398442-0.00320279j 0.00662846+0.00543769j -0.00280583+0.00113989j -0.00101845+0.00199679j -0.0124997-0.0027183j -0.00373112+0.00200615j 0.00656292-0.00218927j -0.00307639+0.000681966j -0.00351571-0.00410984j -0.000349495+0.00305181j 0.00525961-0.00176882j -0.000740417+0.0034665j 0.0054497-0.00198713j -0.00111413+0.00045397j 0.000945174-0.00379112j -0.00182163+0.00410653j -0.00189732-0.000143144j 0.0033207+0.000444263j 0.00178201+0.000337455j -0.00247737+0.00164827j -0.00405415-0.00270833j 0.00123067+0.00343608j 0.00172632-0.00429635j 0.0017669-0.00143799j -0.000423791-0.000363328j -0.000439315+0.0033554j -0.00199287-0.00770061j 0.00472379+0.00255402j 0.000703926+0.000222293j 0.00266446+0.00109317j -0.00496697+0.00451059j -0.00476001+0.00691198j 0.00600921-0.00373287j -0.00147372+0.000692442j 0.00366069+0.00012435j -0.00303069-0.00411801j -0.00775424+0.000726714j 0.0038751+0.00314471j 0.00322084-0.00303603j 
0.0157449+0.00505134j -0.00260832-0.00555498j -0.0294474-0.00682058j 0.00119073+0.00844084j -0.00319289+0.0112506j -0.00420886+0.006224j -0.000433549+0.00151482j -0.00600289+0.0111435j 0.00538976-0.00109072j 0.00500727+0.00339869j 0.00198333+0.00957374j -0.00123234-0.000115204j 0.00286078-0.00239528j 0.00733041+0.0058141j -0.00759481+0.00918942j -0.00182103+0.0136116j 0.00809491-0.00403501j -0.016655-0.00239242j 0.00284623-0.00125487j 0.000694743-0.000430728j 0.00742787-0.00180219j -0.00763454+0.00788671j 0.000655272+0.00439277j 0.00125188-0.00285626j 0.00131291-0.00301953j -0.00346476-0.010222j -0.00197551+0.0113663j 0.00450395+0.00202108j 0.00360044+0.0039576j 0.00631131-0.00410744j -0.00602018-0.00148044j -0.00633818-0.00472742j -0.00715757+0.0101832j 0.00255136+0.00204209j 0.00507853+0.00455692j 0.000613019-0.00475426j -0.00362089+0.00852116j -0.00198014+0.000385753j -0.00145504+0.000522479j 0.00257842-0.0014361j -0.00194415-0.000675875j 0.00511518-0.00386172j -0.0082848+0.0089115j -0.0022518-0.00535659j -0.00144342+0.0151164j 0.00366155+0.0019141j 0.00698029+0.00279624j -0.00326413+0.00126843j -0.0061569+0.00711954j 0.0106824-0.00119947j -0.0081321-0.00180447j 0.000731594+0.00470337j 6.55524e-05-0.00878953j -0.0060823-0.00107204j 0.00505184+0.00316601j 0.00623632-0.00404981j 
-0.00537958+0.0014496j 0.00668328-5.49689e-05j 0.0100782-0.00513185j -0.00614887+0.00372905j -0.00241241-0.00124449j -0.00743143-0.0120519j -0.00135731-0.000868582j 0.00177533-0.00503512j -0.000234801-0.000337143j 0.00686719+0.00501968j -0.00470952-0.00429808j 0.000482013+0.00137745j -0.00913529+0.00310947j -0.00187237+0.00282112j 0.00492572-0.00362014j 0.000268366-0.00774921j -0.00105883-0.00315513j 0.00244327+0.00636824j -0.00149562-0.00642836j 0.000407625-0.00504378j -0.00258683-0.000905054j 0.00762025+5.0339e-05j 0.000527533+0.00282421j -0.000201619+0.00433j 0.00526289-0.000971254j 0.00465088+0.00414164j 0.001043+0.000156781j -0.00260335+0.000151267j 0.00324045-0.00565233j 0.00215523+0.0012269j -0.000468827-0.00328011j 0.000189029+0.00242526j 0.000736485+0.00299429j 0.00143705+0.00206487j -0.00399113-0.00711871j -0.000947466-0.00274365j 0.000324001-0.00151422j 0.002295+0.00595492j -0.000975243+6.16528e-05j -0.00475974+0.0026737j 0.00200233-0.00554575j -0.00100826+0.00377949j 0.00390749-0.00174123j 0.00457582+0.0039928j -0.00575303+0.00116397j 0.00509558-0.0046294j -0.00358957-0.0031379j 0.00351681+0.00165597j 0.00280767-0.00521099j -0.00179586+0.00212247j 0.00117975-0.00455616j -0.0029003-0.00230844j 0.00346472+0.00812673j 0.00511607+0.00117039j -0.0023179-0.00471482j -0.0030661+0.00359107j 
0.00664282-0.000231172j -0.00859915+0.00282603j -0.0125326+0.00508687j 0.00674942-0.00332013j 0.000975552+0.00380703j 0.00644014+0.00059525j 0.0092054-0.00904439j -0.00126191+0.0122939j 0.00390904+0.000743931j -0.00547094-0.00164449j 0.00256529-0.000549367j 0.00644988-0.00644854j 0.00418681-0.00784994j -0.00677332-0.000695591j -0.00536596-0.000750215j -0.000905816+0.00571938j 0.00299508+0.000492123j -0.00150775+0.00337005j 0.00460534+0.000119906j 0.00343396+0.0111015j 0.00112735+0.003292j -0.00558343+0.000975837j -0.00348853+0.00338135j 0.0016497-0.00571094j -0.00629104+0.00382554j 0.000802624-0.0064261j -0.000182099+0.00247841j 0.00338237-2.52608e-05j -0.00135434+0.000417657j 0.00252727-0.00479656j -0.000665577+0.00104045j 0.00172223+0.00246893j -0.00208154-0.00509172j -0.00577941-0.000635193j -0.00147006+0.000608462j 0.00221694+0.00783261j -0.00206914+0.00493242j -0.000852318-0.00096661j 0.00372307+0.00503161j 0.0047574-0.000131937j -0.00273962+0.00159004j 0.000824308-0.00325049j 0.00135368+0.00206012j 0.000671084-0.00689787j 0.00754432+0.000998114j -0.00319818-0.000727961j 0.000871158+0.00154362j -0.00347106+0.000853146j 0.00132986+0.0106778j 0.00684994-0.00153529j 0.0086668+0.00202511j 0.00641189-0.000990239j -0.00338515-0.00935058j -0.00968847-0.00144334j 0.000800455+0.00820192j 0.00691513-0.00082628j 
-0.0012708-0.00281783j 0.00201483-0.000912289j 0.00896233+0.000107575j -0.00326412+0.00835056j 0.00133939+0.00154182j -0.00112506-0.00393723j 0.000825213-0.00644079j -0.00278046+0.00144101j -0.0116428+0.00495138j 0.00804453-0.00203503j -0.0100464-0.00410185j 0.00299741+0.00884442j -0.000759066-0.00303361j 0.00182478-0.00375119j 0.00864301-0.00188102j -0.000644653+0.000268004j -0.00113619-0.00312188j 0.00409083-0.00058654j 0.00116283-0.00706777j 9.34478e-05-0.00159635j -0.00149707+0.00234117j 0.000114869-0.00190291j 0.00409525-0.00385328j -0.00493047+0.00485335j 0.00272025-0.000715133j -0.00222654-0.00235022j 0.0003934-0.00329625j 0.000210915+0.00171384j -0.0011868-0.00533256j -0.00363339+0.00249296j 0.00349475-0.0037059j -0.00395464+0.00486098j 0.000757193-0.000540094j 0.00731595-6.05078e-05j -0.00305331-0.0030202j 0.00101172-0.00973706j 0.000445201+0.000190488j 0.000336729-0.00157488j -0.00558368+0.00494j -0.000729607+0.000911594j -0.00156425-0.00167262j -0.00340086-0.00262357j 0.00567378-0.00186865j 0.00721804+0.00359154j 0.002902-0.00373206j 0.00426785-0.00293432j -0.00210434-0.00214851j 0.00327376+0.00523602j -0.000366016-0.00328808j -0.0024674+0.00486667j 0.00416577-0.00547934j -0.00481207-0.00282667j 0.00267432+0.00722829j 0.00989191-0.00331204j -0.00113264-0.00293375j -0.0066268+0.00137151j 
0.00966388+0.00585322j -0.00267535+0.00306923j -0.010869-6.35156e-05j -0.000164907+0.00509032j 0.00455544-0.00416537j -0.00775004+0.00258649j 0.00535534-0.00441814j 0.00104561+0.00420577j 0.000321503+0.0025778j 0.000606166-0.00239142j 0.00696984+0.00346577j 0.00302406+0.00846659j 0.00131322-0.00536006j 0.00535046-0.00139555j -0.00239924-0.00140817j 0.00131045+0.000736342j -0.00214984-0.0016001j -0.00266191+0.00892184j 0.0015518-0.0106946j 0.00148271+0.0052415j 0.00305924-0.00257553j 0.00103323+0.00623377j -0.00219212+0.00786298j -0.00257074+0.00104877j -0.00102214+0.00115526j -0.00752206-0.00255134j -0.000122977+0.00652484j 0.000534745-0.0014621j -0.0019039+0.00150633j -0.00191386-0.000645666j -0.00132521+0.00330936j -0.00243818-0.000738431j -0.00431033+0.00167831j -0.00125105+0.00128228j -0.00462476+0.00410686j 0.00136387+0.00591009j -0.00499104+0.00399389j -0.00480043-0.000941261j 0.00282199-0.00313447j 0.00140832-0.0014112j 0.00391528-0.00780648j -7.25851e-05-0.00779427j 0.000571382-0.00281136j 0.00700574+0.00406967j 0.00496729+0.00397397j -0.00309787-0.00308756j 0.00807313+0.00341923j 0.00103531+0.0055801j -0.00145503+0.00109464j 0.0029053+0.000847426j 0.000969559+0.00234989j 0.00336435+0.00318266j 0.00546862-0.002408j 0.000117235-0.00429648j 0.00318616+0.00425386j 0.00587727-0.00244224j 
0.0113947+0.000669078j 0.0104277+0.00949239j -0.00560051-0.0112011j -0.0119469-0.000114694j 0.00942664+0.00767223j -0.00382749+0.00538646j -0.00672248+0.00561231j -0.00359846+0.00409384j -0.00614472-0.0062163j 0.00442929-0.00660631j -0.0023224+0.00202048j -0.00636809+0.00416054j 0.00406769+0.000872197j 0.00977814+0.00463493j -0.00463846-0.0157j 0.00732255-0.00373152j -0.00153335+0.00118363j 0.00136596+0.00752634j 3.85144e-05-0.00557438j 0.000538917-0.00613866j 0.0054942-0.0117123j 0.0013082+0.00562964j 0.0122104+0.00275958j 0.00373305+0.0030081j 0.00313843-0.00192709j -0.00946329-0.000145505j 0.00195904+0.0101576j 0.00143671+0.000887422j 0.000589676+0.00178646j -0.00337549+0.001666j -0.00174696-0.00345328j -0.00684036-0.00169539j 0.0031108+0.00226859j 0.00729202+0.00226307j -0.0024159+0.00229408j -0.000226395-0.00676998j -0.00453762+0.00660744j -0.00203159-0.00523455j -0.00977553+0.00753349j 0.000611939-0.00470766j 0.0076636-0.00620481j -0.00109936-0.00313578j 0.00124509+0.0065312j 0.000175998-0.00221402j -0.000468512+0.00308971j 0.00104624-0.00374022j 0.000591083+0.00813955j -0.00825019-0.000438998j -0.0103292+0.00242821j 0.00417218+0.00798718j -0.00404832-0.00727028j -0.00303651+0.00975099j 0.00172327-0.00934234j -0.0058457-0.00392512j 0.00874832-0.0012032j -0.00346195-0.00632435j 
0.00553824+0.00457765j -0.00826345+0.00517817j -0.0120077+0.00464612j 0.00387164-0.0133308j -0.00114705-0.00762959j 0.00554+0.0105098j 0.00886598-0.00628557j -0.00115566+0.00713821j 0.0054935+0.00492445j -0.00737505-0.00243442j 0.0133547+0.00268414j -0.00134313-0.00889134j 0.010064-0.00369995j -0.00181697-0.00421396j -0.00700282+0.00474263j 0.00221314+0.00548679j -0.00160107-0.00102164j -0.000197811+0.00131164j 0.00189326+0.00927295j 5.73626e-06+0.00779296j 0.0018029+0.003064j -0.0076424+0.00259041j -0.00231319+0.00252967j 0.00110224+0.00302704j -0.00338978+0.00667773j 0.00171434+0.00184792j -0.00325826-0.000657718j 0.000508469-0.00214017j -0.00465993+0.00577932j -0.0010723-0.00700156j -0.00148723+0.00396259j 0.00237641-0.00293728j -0.00305853-0.00439125j -0.00524522-0.00172116j 0.000887632+0.00646217j -0.000804381+0.015002j 0.000882805+0.0013347j -0.000475943-0.00153685j 0.00299417-0.00104704j 0.00846111-0.00432189j -0.00416105+0.000647648j 0.00176953-0.00406757j -0.00808488-0.00337626j -0.000338031-0.000751011j 0.00936511-0.00101506j -0.00547+0.00217373j 0.00578727+0.00134895j -0.00257886-0.00204166j 0.00172602+0.00450502j -0.000813862-0.00674731j 0.00454653+0.0109674j 0.00495823+0.000522166j -0.00215803-0.00933264j -0.00784954+0.00212888j 0.000346892+0.00908946j 0.00978403-0.00233299j 
-0.0059843-0.00735188j 0.00698607+0.00140286j 0.0131884-0.00127095j -0.00708767+0.000868117j -0.00666003+0.00942825j 0.00832431-0.000772134j -0.0187117-0.0106066j -0.00675496+0.00253828j 0.00273333-0.0013039j 0.0108933+0.00126747j 0.000182227-0.0026964j -0.00570556+0.00239947j -0.00262717+0.00228288j -0.00335548-0.00642698j 0.000960776-0.00677314j -7.27803e-05-0.01213j -0.00299146-0.00524497j 0.00337117+0.00232429j 0.0043864-0.00259467j -0.0111307-0.00974598j -0.000482851-0.00286145j 0.00090012-0.00183793j 0.00523653-0.00372512j 0.000386365-0.00267184j -0.00077267-0.00367035j -0.00285155+0.00435817j -0.0048207+0.000374784j -0.00418585+0.00254036j 0.00305754-0.0065352j 0.00153516+0.00423567j 0.000749751-0.00703537j -0.000401366+0.00133538j 0.00353209-0.00323176j 0.00281147+0.000575795j -0.000609439-0.00877031j -0.00188735-0.00834029j -0.000867058-0.00149941j 0.00164073+0.00193342j -0.00508237+0.00783715j 0.00241751-0.00356239j 0.00300975+0.000651544j -0.00451112-0.00232316j -5.33001e-05+0.00328604j -0.000164313-0.00180091j -0.00777987+0.00226199j 0.00701168-0.00198579j -0.00367605-0.00156899j 0.000950367+0.000841817j -0.00458574-0.00161152j -0.0042023+0.00372028j -0.00140251-0.00716109j -0.00703948+0.00772272j 0.000970591+0.00385799j 0.00497241-0.00234223j 0.00253187-0.00478806j -0.00914976-0.000789865j 
-0.0019702-0.00432558j 0.000752817+0.000829308j -0.00466028+6.82413e-05j 0.00351339-0.00815711j -0.00405727+0.0057967j -0.00535178-0.0033308j 0.0152382-0.00515909j -0.00469346+0.00954191j 0.00518322-0.000798824j 0.00743369+0.0062908j -0.00300489+0.00127792j 0.00259461-0.0157832j 0.0064969-0.00718707j -0.0120751+0.00251201j -0.000430624+0.00487576j -0.00603031-0.00333263j 0.00811836-0.00410253j 0.00331797-0.000328743j 0.00304327+0.00485954j 0.0010471-0.00147225j -0.00310038+0.000766182j -0.000490046-0.00626441j 0.00448058+9.94571e-05j 0.00469632+0.0029482j 0.00398819+0.00113204j 0.00691497-0.00112113j 0.00140183-0.0051839j 3.36877e-05-0.00235978j 0.00220809-0.00364989j 0.000921419+0.00140113j -0.00384376-0.00727665j 0.00549595+0.00669227j -0.00402037-0.00442203j -0.00556179-0.00269157j -0.000309876-0.00237929j -0.000630692+0.0020299j -0.000801035+0.000481553j 0.00510841+0.00202588j -0.000599849+0.00756616j 0.00125299-0.000511555j -0.00356326+0.00478113j -0.00134188+0.0035015j -0.00059824+0.00234666j -0.00225684-0.0046115j -0.00360142+0.00103338j 0.00408034-0.000552089j -0.00737469-0.00424846j -0.0030856-0.00670831j 0.00408064+0.00658544j 0.00968296+0.00174873j 0.0094721-0.00345101j -0.0031115-0.00940307j -0.00361106-0.00512446j -0.00621007+0.00532607j -0.00354+0.00229122j 0.00107059+0.00327599j 
