-0.00878072+0.01741j -0.0172243-0.00958483j -0.0248176-0.00392795j 0.000499478+0.0255233j -0.0120579+0.0159053j -0.00263474+0.0164892j -0.0244102-0.0267472j 0.0270418-0.0276256j 0.0174641-0.00877468j 0.00381698+0.00907361j -0.00249405+0.00749028j 0.0175873-0.0129488j 0.0205592+0.0249499j 0.0127045-0.0242122j -0.018505+0.0131841j -0.00188489+0.00504318j -0.000131486+0.00603222j 0.00295821+0.0126363j 0.00343658+0.000578082j 0.0272115-0.00703734j -0.0191081-0.0106599j 0.0110949-0.00668196j 3.03332e-05+0.00590132j 0.0128416-0.0158953j 0.00158776-0.0111878j 0.00429914+0.0119916j 0.00295086+0.00588249j -0.010326+0.00471866j 0.0065077-0.00617919j 0.00657308+0.00609753j 0.0109659-0.012454j 0.00924125+0.0274286j -0.010609-0.00582294j -0.0104946+0.00434198j -0.00643405+0.00434919j 0.00562848-0.00589625j -0.00117179+0.00168311j -0.0210648+0.0032711j 0.014845+0.00524666j 0.00705057+0.00362808j 0.00320405+0.00212026j 0.0080807-0.0110166j 0.0229822+0.00886319j 0.0141708-0.00218348j 0.00437368-0.0039067j -0.011134+0.0021986j 0.0108725-0.00236612j 0.00302439+0.00735938j 0.00933113+0.0137776j 0.0036019+0.00044816j 0.0103842-0.010432j 0.00307935-0.000827691j -0.00460426-0.00418741j 0.00601565-0.0103617j -0.0070694-0.00615487j 0.0146716+0.00572441j -0.00682303-0.00272618j 0.00822005+0.0078061j -0.00507483-0.0118634j -0.00459417-0.00220771j -0.00676688+0.00775851j 0.00255825-0.00445424j -0.0211156+0.0109636j -0.012625+0.0125712j -0.00662879-0.00158028j 0.0106577+0.00536437j -0.0265976-0.00107283j -0.00203245-0.000532864j 0.0219998+0.0262747j 0.00288896-0.0149394j 0.017343+0.00541971j 0.00957435-0.021124j -0.0428104-0.0203837j 0.0109227+0.0168496j -0.0213037+0.00734168j -0.0217409-0.0180993j -0.0177159+0.0213247j 
0.000176426+0.00348113j -0.00418316-0.000159225j 6.22924e-05-0.00369711j 0.00202587-0.0030132j 0.00541773+0.0104759j 0.0072136-0.00378204j 0.00984593+0.00226171j -0.000888168+0.0129892j -0.00210965-0.00554401j 0.0122902-0.00420885j 0.00529236+0.00730502j 0.00481862+0.00717614j -0.00552647-0.00622454j 0.0168243+0.0122132j 0.0155749-0.0131007j 0.00147405+0.00346425j -0.0246988+0.0139446j 0.00860362+0.0042471j -0.00456678-0.00919433j 0.000111559-0.00273411j -0.0104454+0.0114443j -0.0164646-0.0147784j 0.00767269+0.00949509j -0.000634973-0.000317709j -0.0143778+9.51611e-05j 0.000625302+0.00157212j -0.0190998-0.00145967j 0.00683161-0.00311019j -0.00482407-0.00094584j -0.0138145-0.0130097j 0.00183713+0.000232976j -0.00533323+0.00156381j -0.00310205+0.00561275j -0.00112524-0.0126717j -0.00385405-0.000395303j -0.00918074+0.00971208j 0.0123743+0.00639761j 0.0033668+0.0111596j 0.00932117-0.00305768j 0.00245665+0.0133462j -0.00418216+0.00490515j -0.0107022-0.000848692j -0.00942258+0.00467028j -0.00352038+0.0181655j 0.00177433+0.0051472j 0.0100556+0.0101831j 0.00345259-0.00307559j 0.00799438+0.000453503j -0.00401683+0.00455632j -0.0101911+0.00797591j 0.00444126-0.000427988j -0.00760237-0.00578985j 0.00243324-0.00451323j 0.00437299+0.00116873j 0.000439829+0.00442152j 0.0100817+0.00298399j 0.00949847-0.00277874j -0.00270288-0.00483365j 0.00604159-0.000240585j -0.0014558-0.00593963j -0.00754885-0.00131042j -0.00944531+0.00457877j -0.0034277-0.00597632j 0.00707943+0.00328513j 0.00699262-0.00333865j 0.00209891+0.00515065j -0.00495141+0.00059535j 0.00391858-0.0046802j 0.00491141-0.00700315j 0.00101117+0.00938813j -0.0107473+0.00240363j -0.00863609-0.00280206j -0.00342103+0.0094024j 0.000119722-0.00243143j 0.00317069-0.00088952j 0.00206515-0.00117648j -0.00163746-0.00186454j 
0.00948993+0.000500808j -0.000879168+0.00918074j 0.0143907-0.00105022j 0.00171028-0.010729j -0.00781666+0.000393758j -0.000745271+0.00497061j 0.0154326+0.0116727j -0.00943524+0.0181423j -0.00349337-0.00542109j 0.00461335+0.000397558j -0.0153707-0.00832451j 0.00183306+0.000928044j -0.00332383-0.00127943j -6.76728e-07+0.0145166j 0.0124112+0.000939254j -0.00355745-0.00146254j 0.016233-0.00803459j -0.012123-0.0090298j 0.00189416-0.00516488j 0.00402435-0.00195896j 0.00578805-0.00287544j 0.000600446-0.00342763j -0.00902521-0.00761621j -0.00455768-0.00556048j -0.00430904+0.00221566j -0.0041532-0.00616557j -0.00175598-0.00355324j 0.0053441-0.0129635j 0.000599041-0.0031752j 0.00830067+0.00363371j -0.00210834-0.0070921j 0.000311582-0.00541798j 0.00146052+0.00335684j -0.00419319+0.00231508j 0.00247969+0.00447169j -0.00779858+0.000426629j -0.00196685-0.00961459j -0.00795254+0.00401258j 0.00348194-0.00977141j 0.00509076-0.00258516j -0.00356509-0.0066095j -0.0133615+0.00272391j -0.00136431+0.00473898j 0.00785466-0.00771174j -0.00395381-0.00110805j 0.00248968-0.00155599j 0.00440179+0.00661634j 0.0134522-0.00419137j -0.00455897+0.00561217j -0.00443128-0.00464879j -0.00472564+0.00433031j 0.00680582+0.00172108j 0.000229633-0.00514038j -0.00170722+0.00043432j -0.00296106-0.000992485j 0.0192742+0.00753104j 0.00273416+0.0053726j -0.00113118-0.00911325j 0.00191484+0.00878557j -0.00619409-0.00555896j 0.010612-0.00545784j -0.000623212+0.0113098j -0.000871866-0.00433726j -0.00247899-0.00944401j 0.00113301-0.00743824j 0.00859415+0.00486807j 0.00184766+0.000809702j -0.00212126-0.00264237j 0.00189674-0.000323113j 0.00106972+0.0137297j -0.008024+0.00575748j -0.00398892+0.00406903j 0.00353812+0.00131767j -0.00768918-0.0147877j 0.0148055-0.00682108j -0.00101713+0.00749892j 0.00715188+0.00148145j 
-0.00281492-0.00131301j 0.00109019-0.00157012j -0.00191683-0.00261741j -0.00219586-0.00244999j 0.00957863-0.00802388j -0.00876493+0.0102242j -0.00455595-0.00637684j 0.00299601+0.00115914j -0.00899634+0.00325769j 0.00189406+0.0161811j -0.00167184+0.00549874j 0.00149574-0.00414334j 0.00163646-0.00220511j -0.0025135-0.00255744j 0.00260997+0.0113723j 0.0027027-0.00380672j 0.00619885-0.00293468j -0.00851589-0.00526516j -0.00693295+0.00249556j -0.00197772-0.0051535j 0.00314181+0.000759156j 0.00450675-0.0131705j 0.000922237-0.00982644j -0.000216903-0.00947627j 0.00199585-0.00626772j 0.000817566+0.00772548j -0.00121146+0.00163679j 0.00693062-0.00699854j 0.010743+0.00359535j 0.00926784+0.00644327j -0.00227566-0.00381798j -0.00207764-0.0037039j 0.000253245-0.00445352j -0.00424795+0.00741869j -0.00615323+0.00167944j -0.00488647-0.000118385j 0.000582472-0.00289652j 0.0019476-0.00411605j 0.00828131-0.00319438j -0.00937417+0.000672109j -0.00244136-0.0083332j -0.000468565-0.000315368j -0.0031524+0.00387706j 0.00337466-0.00588095j 0.00210784-0.00382075j 0.00131427-0.00469845j 0.00225513+0.00315995j -0.00105534-3.85232e-05j -0.000571554+0.00747796j 0.00787709-0.00319931j 0.00231538-0.00241382j -0.000617666-0.0014619j 0.00236495+0.000546434j 0.00530898+0.0018027j 0.00314512+0.00167153j 0.00130924-0.00982964j -0.00637815-0.003204j 0.0036695+0.00652638j 0.00193635+0.00233003j 0.00500022-0.00294407j 0.00425037-0.00199391j 0.00580326+0.00360508j 0.000407788+0.0039416j -0.00148398+0.00779473j -0.00122447+0.00567157j 0.000804228+0.00322869j -0.00362177+0.00351503j 0.00214573+0.00456001j 0.00279326-0.00314432j -0.00369699-0.005471j 0.00898119-0.00704682j 0.00870173+0.00271383j -0.00104331-0.00358502j -0.0012129+0.00151709j -0.00125917+0.00168034j 0.00103955-0.00455336j -0.0039486-0.000925649j 
0.00825393-0.00180062j 0.00193938+0.0102983j 0.0141578+0.00969508j 0.00578825-0.0150506j -0.000889126-0.0107921j -0.00152354+0.0185711j 0.00453397+0.00981517j 0.00387883+0.00545291j -0.00521858+0.0150919j -0.00269001+0.0164664j -0.0157288-0.00378213j -0.00275452+0.00745339j -0.0050804-0.0122502j 0.0122324+0.0273824j -0.0186316+0.00312227j -0.00610646+0.0132805j 0.00886915+0.00467487j 0.00542836-0.00837968j -0.00177828+0.0054745j 0.00945237-0.00182765j -0.00193644+0.000508673j 0.0153813+0.00433666j 0.0131309-0.00345459j -0.00676829+0.00524704j 0.012091+0.0174734j 0.0106637+0.00417629j -0.00273184+0.000228228j -0.00145207-0.00399194j 0.00154111+0.00496703j 0.00066357+0.00915908j 0.00198099+0.0168074j 0.00498577+0.00468031j 0.00257687+0.00120371j -0.00454163-0.00317949j -0.00348384+0.00734691j -0.000852744+0.00319868j 0.00611765+0.0123244j -0.00280455+0.00114272j -0.00689268-0.0156854j -0.0112886+0.000530969j 0.00440345-0.0017085j -0.00254714-0.00710644j 0.0101554-0.00237512j -0.00562541-0.00337669j 0.00372308-0.0123712j 0.00469028-0.000139249j -0.00391717-0.00139865j -0.00400725+0.00806567j 0.01478+0.00865494j 0.0039124-0.020132j -0.00809487-0.00282701j 0.00331692-0.00382464j -0.00142368-0.000564997j 0.00219457-0.00273237j 0.00234962-0.00805366j 0.00164046-0.00378228j 0.000964701-0.00283088j -0.00751534+0.00733743j -0.00164751-0.00293199j 0.00655705-0.00524144j 0.0121806-0.00863057j -0.000492142+0.00152263j -0.00102139+0.00456717j 0.00276798-0.00779098j -0.00239793+0.00200147j -0.00738878-0.00243794j 0.0144024-0.00375209j 0.000760353+0.0154338j 0.000605568+0.000617226j 0.0101008+0.00829726j -0.00172165+0.00745752j 0.00181925-0.000523043j 0.00586622-0.00751386j -0.00400493-0.00821106j 0.00828504-0.000470184j -0.00151541+0.00787039j 0.00808563+0.00159182j 
0.00519129+0.00401421j -0.00466286+0.00364408j 0.00390066-0.0062054j 0.00294832+0.000971741j -0.0125472+0.00646329j -0.0141053-0.000178852j -0.00448581-0.0147621j -0.00746532+0.0036406j 0.00938021-0.0163987j -0.0087471+0.000500965j 0.0107512+0.00579025j -0.00332745+0.00666763j -0.00573165+0.00831959j -0.00994347-0.00832269j 0.0100721-0.00731393j -0.000881465-0.00883384j 0.0109076-0.00667596j 0.00413724+0.00612669j 0.00624512-0.00290438j 0.0123228-0.0122387j 0.00744375+0.00316906j 8.35713e-05-0.0110397j -0.0199805+0.00204098j -0.0148617+0.00596921j -0.000195036-0.0116615j -0.00168021-0.0102584j -0.00175806+0.00129589j -0.00333908-0.0133641j 0.00353266+0.00491699j 0.0169484+0.00364947j -0.00832947-0.00309387j -0.000259354+0.00746389j -0.0114915+0.00395625j -0.000864386+0.0133127j 0.0127546-0.00534483j 0.00667068-0.00162302j 0.00748587-0.00823847j -0.00932552+0.00187247j 0.0111863-0.00241864j -0.00315035+0.00246719j 0.00173444-0.000282407j 0.00503398-0.00158003j 0.00299589-0.00324885j 0.00607844+0.00656372j -0.011953+0.00608169j -0.00157233+0.00425592j -0.00495548+0.0097903j 0.00422902+0.000293626j -0.0111826+0.00925612j 0.00215523+0.00543046j 0.00404253+0.00259016j -0.0023328+0.000644068j -0.00404211-0.00717267j -0.00568096-0.00582792j 0.00106914+0.00388432j 0.00816089+0.00343187j -0.00979742+0.00961289j 0.0136253-0.00190717j 0.00601136+0.0137778j -0.00156503-0.00700228j 0.00330371+0.00280129j 0.000482331-0.000433712j -0.00641941+0.000239934j -0.00829196+0.00387015j -0.00970505-0.0098279j 0.00982874-0.00106182j 0.00271447+0.0025535j 0.00179802+0.0050208j 0.0143986-0.00385101j 0.000529416+0.00461569j -0.00085711+0.000997347j -0.00177438+0.00287562j -0.00294318-0.00083861j 0.000428608-0.00727693j 0.00648102-0.000718813j -0.00407814-0.00378549j -0.00448504+0.00427161j 
-0.00480063+0.00218753j -0.00465103-0.00434587j -0.00461344-0.00404278j 0.000440494-0.00212685j 0.00681427+0.0175869j -6.79228e-05+0.0046515j 0.00361134-0.00380578j 0.0101336+0.00418937j 0.00143791-0.00424125j -0.00138897+0.015362j 0.0115317-0.00649547j -0.0031263+0.00324248j 0.00351542-0.00690369j 0.0110381+0.0119272j -0.00292062-0.00372517j -0.00350285-0.00377531j -0.00865065+0.00195113j 0.0133191-0.000476658j 0.00564921+0.00314241j -0.00314929+0.0108958j 0.00855422-0.00475572j 0.00527636+0.00543218j 0.0106073-0.00791287j 0.00108972+0.000113953j -0.00119877+0.00482941j 0.0144262+0.00879185j -0.00416654-0.00337652j 0.00703888-0.000471278j -0.000940066-0.0113781j -0.00249927-0.0043958j 0.00460252+0.00432952j 0.00346964-0.00709132j -0.00172786-0.0145854j -0.00722429-0.00281939j -0.00763747+0.00552783j -0.00325854-0.00949015j 0.00280885+0.00939787j 0.0101812+0.00351455j -0.00609282-0.00233958j 0.00728303+0.00402798j -0.00695702+0.00387266j -0.00281368-0.000401886j -0.000723882+0.00166836j 0.00147094+0.000364892j 0.00872095+0.00723201j -0.00412561+0.0113657j -0.000901801-0.00379126j -0.00595768-0.00640004j -0.00236154+0.00850095j 0.00192745+0.0129034j -0.00457887+0.00488855j 0.001797-0.0105116j 0.00335821+0.00643039j 5.64321e-05-0.00188584j -0.000465775+0.00753039j -0.00766923+0.0067327j -0.00661402+0.00563224j -0.00326042+0.00503868j -0.00175899-0.0068175j 0.00431283+0.0034931j -0.0034755+0.00764281j -0.00404422-0.00334198j -0.00482292-0.00188101j 0.00619953+0.0069136j 0.00966244-0.00535831j 0.00604047+0.00362913j -0.00483036-0.00383687j 0.000987651-0.000665762j -0.000219534-0.00827921j 0.000571016+0.00241177j -0.0113473+0.0045868j -0.000763647-0.00738781j -0.00113789+0.00502384j 0.00563308+0.001784j -0.00499507+0.00483712j 0.00307025-0.00453229j -0.00429856-0.00228769j 
-0.00305787-0.00305522j 0.00214755-0.00349048j 0.00130079-0.00297997j 0.00333417-0.0069622j 0.00537189+0.00828077j -0.0103548-0.000366708j -0.0129398+0.00239037j -0.00117325+0.0134103j -0.0224909-0.000975663j -0.00309937-0.00401706j 0.0024813-0.0142236j -0.00221293+0.011422j 0.00836293+0.0048105j -0.0156136+0.0286796j -0.0103801+0.00850464j -0.0145689-0.000575022j -0.002736+0.0124363j 0.000411761-0.0144673j 0.005561+0.0204004j 0.00260027+0.00567069j -0.00115597-0.00482397j 0.0096291-0.00144963j -0.00396095-0.0113878j 0.00106258+0.00658099j 0.0118872+0.000287445j -0.000516362-0.00799629j -0.0149734-0.00240268j -0.00842617-0.010298j -0.00286257-0.0123206j -0.00556963+0.00372314j 0.00526426+0.00547355j 0.00524884+0.000232643j -0.00874438-0.0098589j -0.00945458-0.00378773j 0.00858721-0.00406601j -0.000872465-0.00818689j -0.00174738-0.00561042j 0.00741382+0.0119881j -0.00883431-0.00915709j -0.000962402-0.00227353j -0.00535396-0.00162669j 0.00176329-0.00253149j 0.00333979-0.000342252j -0.00828572+0.000995373j 0.0041574+0.00197345j 0.00402185-0.00460121j -0.000199872-0.00239487j -0.0103318+0.00494154j -0.00940381-0.0024759j 0.00123111-0.00230151j -0.0046708+0.00533923j 0.00527814-0.00915526j -0.00011371+0.000502378j 0.000912196-0.00568035j 0.00077714+0.00440003j -0.00905779-0.00530924j -0.00117424+0.00406869j -0.0133265+0.00360117j 0.000587793-0.00871835j -0.00359061+0.00060967j 0.00764122-0.000132116j 0.00250837-0.00655979j 0.000224474-0.00202855j 0.000110229-0.00283681j 0.000987887+0.00254331j -0.00119799+0.00666741j -0.000435688+0.00188008j -0.000434334-0.00388031j 0.000967428-0.00112392j 0.000360283+0.00200594j -0.00322542-0.00844412j 0.00447838+0.00411882j 0.00254533-0.000997508j 0.00320325-0.00336429j 0.00273544+0.000920554j 0.0019161+0.00105707j -1.31916e-05-0.00162657j 
-0.00431345+0.000571616j -0.00148955-0.00373134j 0.000177114-0.00176461j 0.00449822-0.00545937j 0.00445544+0.00533883j -0.00991035+0.00902281j -0.0124867-0.0131594j -0.000370353+0.00376811j -0.0149286-0.00774691j -0.00338317+0.00334642j 0.00267578+0.0053212j -0.00589078+0.00201562j 0.000367734+0.00406265j -0.0134848+0.00336913j -0.00990246+0.00468737j -0.00544117+0.0048778j 0.0087611+0.00240011j -0.00196219-0.00724351j -2.2089e-05+0.0114306j 0.0012161-0.00339752j 0.00281236+0.000870523j 0.00744918-0.00160786j -0.00497644-0.0102896j -0.00478483+0.0011j 0.0109405-0.00198954j 0.00437528+0.00122169j -0.00840363+0.000602565j -0.00514624-0.00423695j 0.00510031-0.00383951j 0.00425457+0.0068928j 0.00466949+0.0050784j 1.26785e-05+0.00159582j -0.0105362-0.00270492j -0.00520864+0.00313186j 0.00127225-0.00479986j 0.000790691-0.00549575j -0.00260873-0.00117995j 0.00521495+0.00136894j -0.00183652-0.000505445j -0.00756675-0.00490574j 0.00206583+0.000466721j 0.00643613-0.00235047j 0.00763347-0.000610275j -0.00519814+0.00184812j -0.00126029+0.00382849j -0.000583676-0.000121644j 0.000296651+0.000674207j -0.00968258+0.0083122j -0.00518558+0.00752476j 0.000701517-0.000519718j 0.00110184-0.0004928j 0.00261786-0.0101825j -0.00145524+0.00297968j 0.00143339-0.00912136j 0.00316463+0.00816107j -0.0117427-0.00883077j -0.0111432+0.00363104j -0.00492077+0.00673622j 0.00159805-0.00540577j 0.000873837-0.00439682j 0.00483682-0.000705577j 0.0027288-0.00461654j -0.00725154+0.00189896j -0.00167422+0.0051431j -0.00193727-0.00133724j 0.00294354+0.00441511j -0.00242993+0.00123833j 0.00312638+0.00336672j 0.00591293-0.00214643j 0.00161609+0.000683088j 0.00118977-0.00575615j 0.00914646+0.0010957j -0.00109939-0.00818975j 0.00380406-0.00273475j 0.00182128+0.00354764j -0.00132942-0.00243513j -0.00270462+0.00149609j 
0.00461542+0.00531577j -0.00544118+0.00531387j 0.00485658+0.00280392j 0.00574441-0.00565658j -0.00189511+0.00045249j 0.00319458+0.00382655j 0.00754319-0.00687063j 0.00541125+0.00658789j 0.0109802+0.00217193j 0.00514347+0.0165283j 0.00522931+0.00264587j -0.00760184+0.00469105j -0.0050826+0.00176974j -0.0014596+0.00882637j -0.0102944-0.000842263j 0.00376226+0.00220883j 0.0127588-0.00637943j 0.00254572-0.00460065j -0.00324697-0.00678729j 0.00450791-0.00094559j 0.0137792+0.00199593j 0.00488216-0.00171882j 0.00614343-0.00519331j -0.00124336-0.0017697j 0.000786475+0.00621919j 0.00527274+0.0115829j -0.00321726+0.0136702j 0.00534583+0.00360872j 0.00398547-0.00164932j 0.000276118+0.0104109j 0.000140182+0.00503947j -0.00067472+0.00392516j -0.0073041+0.000602453j -0.00554199-0.00276885j -0.00864044+0.000455868j -0.00300964-0.0022586j 0.000447626+0.00323995j -0.00106091+0.00122416j 0.00800408-0.0126575j -0.00251584-0.00106889j 0.00589008-0.00126444j -0.00530055+0.00166938j -0.00410902-0.000338214j 0.00257213+0.00110084j 0.00187754+0.00386223j -0.00481119+0.0035938j 0.00141731+5.91435e-06j -0.00774234+0.000125515j 0.00674609+0.00425174j -0.00138871-0.00164137j -0.000129222+0.0027774j 0.00364075-0.00600079j 0.000855-0.00300495j -0.000633101-0.000845151j 0.00141621+0.002565j 0.00290621+0.00078325j 0.000563402+0.00363585j 0.000611688+0.00340941j 0.00241792+0.00646344j 0.00514519-0.00458592j -0.000218325+0.00259228j 0.00211813-0.00597132j -0.00781526+0.000303116j 0.00366308+0.00705717j -0.000128903-0.0045811j 0.00193248-0.000959272j 0.00644042-0.00159265j 0.00667287+0.00984766j 0.0104673-0.00730721j 0.0101882+0.00841903j -0.00463933+0.00697276j -0.00373172-0.00436161j -0.00376642-0.000603267j 0.00181029-0.0052691j 0.00558635+0.00343672j -0.00232507-0.000355907j -0.000578701+0.00235737j 
-0.00276351+0.00635905j -0.00579514-0.0028361j -0.000682801+0.000116193j 0.00197037+6.15408e-05j -0.00467267+0.0135242j 0.015404-0.00999594j 0.0129557+0.00206003j 0.00135304+0.0102698j 0.00652667-0.00883753j 0.00953968+0.00010907j 0.00178966+0.00659603j -0.00814606+0.019412j -0.00679163-0.00196084j 0.00430913+0.0196041j -0.00614076+0.000507633j -0.000676322+7.43347e-05j -0.01918-0.00401362j 0.00156765-0.00518316j -0.0079753-0.0122818j -0.00198282-0.00422364j -0.00318157+0.00774439j 0.00231685-0.0151663j 0.00104555+0.00840736j 0.00731669-0.0101775j -0.0032684-0.00211385j -0.00142245+0.00291003j -0.00930561+0.00513145j 0.0039688+0.00565796j -0.00982998-0.0014087j -0.0141363-0.00291513j 0.00181867+0.0010054j -0.0148859-0.00484416j -0.00178723+0.00417256j 0.00179728-0.00490392j -0.00856694-0.000799732j -0.00804598+0.00133841j 0.00208433+0.00715465j 0.000267677+0.00784694j 0.00626689-0.0124947j 0.00606192+0.00969643j 0.00212433+0.00486759j -0.00541424-0.00094544j -0.00682753+0.0103291j 0.000540559+0.00681662j 0.00676065+0.00637765j 0.00552787-0.00126706j 0.0061638-0.00451285j -0.00261217-0.00109537j -0.00158784+0.00195327j -0.00826919+0.00743914j 0.00043789+0.00164937j -0.000865523+0.00153148j 0.00412925+0.00259263j 0.00276502+0.000589334j -0.00141531+0.0085877j 0.00209258+9.78737e-05j 0.00249015+0.00788008j -0.00628006-0.00420932j 0.000166152-0.000974826j -0.00103706-0.00830329j -0.00826543+0.000841544j -0.00952433-0.00202548j -0.00377522-0.00480171j 0.00617904+0.00586716j 0.00893731-0.010212j 0.00797666+0.00894701j -0.00257866+0.000882705j 0.00736878-0.0050271j 0.00477843-0.00817193j 0.00423396+0.0109395j -0.0150129+0.0033067j -0.012337-0.00870636j -0.00392459+0.0137286j 0.00305568+0.000502594j 0.00244713+0.00352323j 0.00152806-0.00232609j -0.0027479-0.00144907j 
0.00240877+0.00193483j -0.000267975+0.00243991j -0.0114607-0.000812603j -0.00130699+0.0156993j -0.00168448-0.00513127j 0.00330079-0.00304705j -0.00663762-0.00890181j 0.00427163-0.0119627j 0.0157226+0.0108144j 0.00456613+0.00459328j -0.00486545+0.0025194j 0.00683133-0.00630104j 0.00368094+0.007945j -0.00416006-0.00950313j -0.000738792+0.00714061j 0.00584115-0.00832827j -0.00276581+0.00107258j 0.00485242-0.0013422j -0.00136384-0.00498833j 0.0103292-0.00509561j -0.00741784-0.00941589j 0.0114571-0.00343246j -0.00501561+0.00973075j 0.00513444-0.00145176j -0.00578963-8.44258e-05j -0.00435774+0.00515341j 0.00572473+0.0133346j -0.0035182+0.00224502j 0.00438133+0.00647629j 0.00407781+0.0130745j -0.00927562-0.00665331j 0.0103975+0.0168716j -0.00199256+0.00378922j -0.00460697+0.00476524j 0.00410665-0.00492861j 0.00794859+0.00275688j -0.000790955-0.0023939j -0.0113045-0.00317128j 0.0145705-0.00646171j 0.00538677-0.00296866j -0.00552462+0.00198775j -0.00253127+0.00341134j 0.00168029-0.00208955j 0.00413531+0.00131196j -0.00662387-0.0144218j -0.0041955-0.00468261j 0.000363803+0.00135951j 0.002283+0.00356576j 0.0133373-0.0100314j 0.00842185-0.00845136j 0.00260104-0.00436844j -2.08937e-05+0.00634068j 0.00143906-0.00726716j 0.00623606+0.00574422j -0.000894924-0.0130426j 0.0122478+0.000773866j 0.00936633-0.00491827j 0.0125696-0.000853697j -0.00385769+0.00843963j 0.000822298-5.18826e-05j -0.00917716+0.00212317j 0.00587741-0.00552197j 0.00213102+0.00757364j -0.00552192+0.00044276j -0.0096433+0.00924974j -0.00655064-0.00189471j 0.0024114+0.00432643j -0.00313491+0.00766904j 0.00346811+0.0135521j 0.00237492-0.0113066j 0.0174523-0.00129287j -0.0024553-0.00330698j -0.00968463-0.00492163j -0.00223129+0.0115041j -0.0111493-0.000184194j -0.00583724-0.00364259j -0.00382792+0.00514178j 
0.00305449-0.00335471j 0.00202927+0.00917594j -0.00414105-0.000623242j -0.00291221-0.0257389j 0.000761556-0.0146992j 0.010164+0.0122944j 0.00321178-0.0111244j -0.00607983+0.0202017j 0.0210164-0.0031738j -0.000922695-0.00651812j -0.00833488+0.0124629j -0.00233332-0.00659898j -0.00543846+0.00183874j 0.00225651-0.00525758j 0.00233486+0.000543107j 0.00149861-0.0026868j 0.0115107-0.00494486j -0.00489407-0.00389222j -0.00056567+0.00717956j -0.000276581-0.00670131j 0.00657485+0.00628535j 0.00377797-0.00340927j 0.00464392-0.00995396j -0.000221712+0.00213054j 0.00458244+0.00294655j -0.0124179-0.00443729j 0.00686273+0.00356262j 0.0065398-0.00594159j -0.00135727+0.0116246j -0.00104031-0.00242705j -0.00116302-0.00140343j 0.00141876+0.00412405j -0.0167832+0.0029378j 0.00669441-0.00372922j 0.00330431+0.00203376j 0.000599401-0.0144061j -0.000930309-0.00455565j 0.000757005-0.00248447j -0.00273796-0.0046703j -0.000621875-0.00579324j -0.00578106-0.00481945j 0.00280713+0.00423103j -0.00144426-0.00903202j 0.00471835-0.00401317j -0.0105729+0.00266678j 0.00553511+0.00638879j -0.00286209-0.00120371j 0.00749372+1.21418e-05j -0.00200396+0.00320475j -0.00135143-0.00471828j -0.00292299-0.00611744j 0.012107-0.00336327j -0.00487343-0.00569077j -0.00734812-0.00776967j -0.00217514-0.000924343j 0.00581859+0.00315207j -0.0112608+0.00199725j 0.00198712+0.00423409j 0.00240717+0.0122493j 0.00185375-0.00107227j 0.00792913-0.0010089j 0.00276399-0.00172354j -0.00332096-0.00840095j -0.00152505-0.00503079j -0.00346368-0.002136j 0.000648517+0.00646492j 0.00261815-0.00172428j -0.00394465+0.0060941j 0.00614194+0.00201645j 0.00358825+0.00150738j -0.00378547-0.00116249j 0.00610407+0.00445548j 0.00323678-0.00441869j -0.00117722-0.00936834j 0.0076961-0.0011735j -0.00182745+0.00523271j 0.00462619+0.00296594j 
