-0.00878072+0.01741j -0.0172243-0.00958483j -0.0248176-0.00392795j 0.000499478+0.0255233j -0.0120579+0.0159053j -0.00263474+0.0164892j -0.0244102-0.0267472j 0.0270418-0.0276256j 0.0174641-0.00877468j 0.00381698+0.00907361j -0.00249405+0.00749028j 0.0175873-0.0129488j 0.0205592+0.0249499j 0.0127045-0.0242122j -0.018505+0.0131841j -0.00188489+0.00504318j -0.000131486+0.00603222j 0.00295821+0.0126363j 0.00343658+0.000578082j 0.0272115-0.00703734j -0.0191081-0.0106599j 0.0110949-0.00668196j 3.03332e-05+0.00590132j 0.0128416-0.0158953j 0.00158776-0.0111878j 0.00429914+0.0119916j 0.00295086+0.00588249j -0.010326+0.00471866j 0.0065077-0.00617919j 0.00657308+0.00609753j 0.0109659-0.012454j 0.00924125+0.0274286j -0.010609-0.00582294j -0.0104946+0.00434198j -0.00643405+0.00434919j 0.00562848-0.00589625j -0.00117179+0.00168311j -0.0210648+0.0032711j 0.014845+0.00524666j 0.00705057+0.00362808j 0.00320405+0.00212026j 0.0080807-0.0110166j 0.0229822+0.00886319j 0.0141708-0.00218348j 0.00437368-0.0039067j -0.011134+0.0021986j 0.0108725-0.00236612j 0.00302439+0.00735938j 0.00933113+0.0137776j 0.0036019+0.00044816j 0.0103842-0.010432j 0.00307935-0.000827691j -0.00460426-0.00418741j 0.00601565-0.0103617j -0.0070694-0.00615487j 0.0146716+0.00572441j -0.00682303-0.00272618j 0.00822005+0.0078061j -0.00507483-0.0118634j -0.00459417-0.00220771j -0.00676688+0.00775851j 0.00255825-0.00445424j -0.0211156+0.0109636j -0.012625+0.0125712j -0.00662879-0.00158028j 0.0106577+0.00536437j -0.0265976-0.00107283j -0.00203245-0.000532864j 0.0219998+0.0262747j 0.00288896-0.0149394j 0.017343+0.00541971j 0.00957435-0.021124j -0.0428104-0.0203837j 0.0109227+0.0168496j -0.0213037+0.00734168j -0.0217409-0.0180993j -0.0177159+0.0213247j 
0.00371436+0.004093j -0.00495211+0.00316343j 0.00351343+0.00024031j 0.00519527-0.00269471j -0.0027944+0.000416709j -0.0102235+0.0113365j -0.00344593-0.0148508j 0.00469424-0.0014505j 0.00661288-0.00777419j 0.0104908+0.00781798j 0.00157972+0.00556247j 0.000927913-0.00776716j 0.00230998+0.00837303j -0.00408299+0.00302216j -0.0025229-0.00268383j 0.00830117+0.0137417j 0.00761869+0.0109166j -0.00193023+0.00247042j -0.0129918+0.00271649j 0.00365977+0.000470639j 0.0130487-0.00211319j 0.00183621-0.00663856j -0.00658997-0.00475926j 0.000848641+0.0026088j 0.00221598-0.00167544j 0.000240054+0.00843664j -0.00235828+0.00555653j -0.00191488-0.00466357j 0.0128026+0.0135934j 0.00252686-0.00652344j -0.00362016+0.0030107j 0.00552298+0.00340209j -0.0132193-0.00154132j -0.00158124+0.00247468j -0.00241588+0.00257341j -0.00117591-0.00706782j -0.00380161+0.00921341j -0.00618545-0.00317035j 0.00165721+0.00151997j 0.000104002-0.00540042j -0.00141172+0.00123843j -0.00743585-0.00377244j -0.0060323-0.00562691j 0.00159496+0.00339336j 0.00379525+0.00959311j -0.021407+0.00519979j 0.00569312+0.00288017j -0.000844309+0.00318486j 0.00655675+0.0114801j 0.00298598-0.00384037j 0.00834065+0.00228744j 0.000173612-0.0153759j -0.00107183-0.0121665j -0.00974945+0.00018803j 0.0150507+0.00390793j 0.004655+0.00134382j 0.000691792-0.00245525j 0.0122339+0.00940498j 0.00527559+0.0083101j 0.0126823+0.00126713j 0.00627491-0.00220485j 0.00533748-0.000300988j -0.00481151+0.00841062j 0.00173191+0.00994646j -0.00231182-0.000619098j 0.000626155-0.00456343j 0.00839996+0.00425645j 0.000592324+0.00910677j 0.0151939-0.00428527j 0.0061682-0.00270916j 0.00555064+0.00551403j 0.00564466+0.00337016j -0.00689116-0.0113529j 0.00319258-0.00977179j 0.00633621+0.000834819j -0.00623869-0.00176044j -0.00222403+0.00618754j 
-0.00257517+0.0029483j -0.0015753-0.00224855j 0.00160542-0.00859433j -0.00690341-0.00398665j 0.00590284-0.0158291j -0.00944813+0.00285434j -0.00716433-0.00102155j -0.0040786+0.00204329j -0.00688725+0.00267116j 0.00939037+0.00752584j -0.00899292+0.00521042j 0.00218567-0.0142083j -0.00525506+0.000617783j 0.00389068-0.0165915j 0.00448614+0.00844673j -0.020275-0.0185326j 0.00114932+0.0146864j -0.0118582-0.00585886j 0.0065337-0.00596013j 0.0152724-0.00326113j 0.003767+0.000226627j 0.00598339-0.0331445j 0.013405-0.0164997j -0.0204873-0.015213j 0.0107464+0.0120754j -0.01732-0.0145331j 0.00502777-0.0007775j 0.0165833-0.00768979j 0.0170119-0.00277556j -0.00300923+0.0125727j 0.012903-0.00409622j -0.000331958+0.0108009j 0.00305157+0.00733045j -0.0120854-0.0154723j -0.00484458-0.00372863j 0.0111199-0.00182915j -0.00939242-0.00444908j -0.0266355+0.0292755j 0.011125+0.00266088j -0.0074018-0.000810586j -0.00199827-0.0126125j 0.00131003+0.00884768j -0.00166182+0.00641401j 0.00457842+0.00803778j -0.00222198+0.00709355j 0.00709593-0.00477718j 0.00101919+0.00447573j 0.00993982-0.00321426j -0.0128472+0.00292932j -0.00771222+0.00196281j 0.00748455-0.0201852j 0.0138413+0.00562988j -0.0141565-0.00620903j 0.000445439-0.00359662j 0.0166464-0.00088565j 0.00256892-0.0186454j -0.00818701+0.0069955j 0.00376321+0.00850699j 0.00119797+0.00249571j -0.000767029-0.000611615j -1.15019e-05-0.00297807j 0.00683465-0.00381476j -0.0047734-0.000625149j -0.000223952+0.00945223j -0.0074944-0.00243522j -0.00445657+0.000708881j -0.00684433+0.00904945j 0.000377126-0.00814598j -0.00163094+0.0017739j -0.00507264-0.00525338j 0.00871872-0.0146807j 0.00874625+0.00609538j -0.00950809-0.00708312j -0.00172839-0.00397256j 0.000676485-2.67667e-05j -0.00202795-0.00324339j -0.0048193+0.00242539j 
-0.000195411+0.00218723j -0.00159089-0.000504697j 0.00994575-0.0044397j -0.00393584-0.0121672j -0.00457973-0.0122208j -0.00571558+0.0116806j -0.00748224+0.000731117j -0.00927585+0.00674726j -0.0188957-0.00723914j 0.0168339-0.00492689j 0.00433448+0.00314861j -0.00390766-0.0119816j -0.000478688-0.00238637j -0.00749567+0.00112183j -0.00198764-0.00679438j -0.00489779+0.00266266j -0.00175427-0.00179743j -0.00423725+0.00808401j -0.0112038+0.0206194j -0.006101+0.00293821j 0.00476434+0.00302776j 0.00795566-0.00241341j 0.000991459-0.013737j 0.003716-0.0127867j -0.000232599+0.00950885j 0.00476168-0.000431534j 0.00064936+0.00271795j 0.00675364-0.00617577j 0.0154549+0.00239324j -0.0107642-0.00205452j 0.00899272-0.000442721j -0.00136578-0.000790057j -0.00504529+0.000140074j -0.00516853-0.00396538j -0.00229685+0.00454922j -0.00947657-0.00279502j 0.00916092-0.00331262j -0.0151685-0.000187769j -0.00278134+0.00712435j -0.0077767+0.000292387j -0.00888464-0.0104353j -0.00016165-0.00722377j 0.0166755+0.00195258j 0.0154261+0.00816324j -0.00535876+0.0177927j -0.0080701+0.0150759j -0.00577959+0.00804921j 0.0138114-0.00647578j -0.0232376+0.0125146j 0.00831971+0.00730649j -0.00651306-0.00200863j 0.0104313-0.00758703j -0.00260217-0.00493221j -0.00121452-0.0103014j 0.00640756-0.00946009j 0.0128319-0.0133914j -0.0103663-0.00680891j -0.00251369+0.013978j -0.00296299+0.00363359j -0.00276702+0.00134155j 0.00201798-0.0127077j 0.00734494+0.0108457j -0.00597066+0.000218443j 0.00127058+0.00855927j -0.00155939-0.00133834j 0.00224201-0.00397671j -0.0113718+0.00850806j 0.000513202-0.00346477j -0.00705822-0.00816107j 0.00318722-0.00994165j 0.00239031-0.0106313j 0.0060542+0.00456996j 0.00398564-0.00520208j -0.00167232-0.0082161j 0.00924314-0.0043506j -0.000238992-0.000664374j -0.00107154+0.00010931j 
0.00398858+0.00588786j -0.00640786+0.00431969j 0.00577474-0.00132259j -0.00071972-0.00487143j -0.0117818-0.00269976j -0.00346115+0.0100321j 0.000165157-0.00239935j -0.001219+0.000489458j 0.0057977-0.00444383j -0.000819067+0.00793309j 0.00651886-0.000259869j 0.00188034+0.00333399j 0.00537925+0.00373143j 0.00454686+0.000793681j -0.00176977-0.00398389j -0.00552371+0.00542916j 0.0117693-0.00997828j -0.00753563+0.0110958j 0.00118056+0.00866717j 0.0105309+0.0019987j -0.00016067-0.0021994j -0.00258856-0.00423031j 0.005251-0.00204115j -0.00768596+0.00098784j 0.00562663+0.00345451j -0.00306058+0.00153533j 0.00463384+0.00224241j 0.00591952-0.00535232j 0.00319863-0.00095239j -0.00874689+0.00749974j 0.00818073-0.00282556j 0.00279255+0.00383803j -0.00935583+0.00189647j -0.0053399-0.0137961j 0.00524884+0.0068002j -0.00747488-0.00541369j 0.0105415-0.00198765j -0.00502025+0.0117018j 0.00322749+0.0064396j 0.0137488+0.00954503j 0.0106116-0.00503033j 0.0069945-0.00620336j 0.00480763-0.000918582j 0.00696461+0.00660272j -0.00257303-0.0047402j -0.000965761+0.0159198j -0.0118056+0.0113272j 0.00235775-0.00402233j -0.0147484+0.000369901j 0.00644814+0.00333749j -0.00845436+0.000473194j 0.0104715-0.00833431j -0.00553229-0.00308143j -0.00343259-0.0125843j -0.000175116-0.0148978j 0.0142959-0.00789593j -0.00765949+0.0103782j -0.000570062+0.00510216j -0.00233486+0.00303847j -0.00642237-0.00679579j -0.00313001-0.0158429j 0.0119647+0.00122635j -0.00814101-0.00371732j -0.00133358+0.0102552j 0.00461737-0.0106322j 0.00561877-0.0101785j -0.00411794-0.000278595j 0.00519481+0.00513649j 0.00118479-0.00639132j 0.00624348+0.00417617j -0.0076307+0.00367423j -0.00178895-0.00663761j 0.000407004-0.00482765j 0.00386343-0.0100081j 0.00943553+0.000536616j -0.00560734+0.00122329j 0.00101503+0.00479045j 
-0.00233755+0.00360732j -0.00354926-0.00270383j -0.0167535-0.00227642j 0.00155192+0.0137683j 0.0135875+0.0133823j 0.0176255-0.00416795j -0.00149+0.000359168j 0.00968274+0.00382712j 0.0100756+0.00735559j 0.0195116+0.0141187j 0.0103876+0.00106509j -0.00669079+0.00496471j -0.0170258+0.0163081j 0.0128259+0.00857615j -0.00741759+0.00291561j 0.00138254-0.0047564j -0.0154579+0.0107017j 0.0156007+0.00262738j 0.00540794-0.0172779j 0.00902596+0.00126601j -0.018998+0.0029578j 0.00228702+0.00498744j -0.006623-0.00491435j -0.000108365-0.0194161j 0.00953024+0.00162638j -0.00444664+0.0132781j -0.00369804+0.0127972j 0.00901406+0.00131514j -0.00363434-0.00220477j 0.00523525-0.00335027j -0.00218665+0.00411649j 0.00641849-0.00720938j -0.0043812-0.0064736j -0.00894616-0.00409384j -0.00491816+0.00314758j 0.00165577+0.00116995j 0.00887284+0.00811476j -0.00895197+0.00776355j -0.000577468-0.013523j 0.0154159+0.0071444j 0.00422661+0.00801851j 0.00407707+0.00115529j -0.0133575+0.00859807j 0.00175512-0.00654036j 0.00769729+0.00652277j -0.0141094+0.00800962j 0.00280577+0.00761865j 0.00705164-0.0114643j 0.0129405-0.00602078j -0.00297305+0.00666808j 0.00205725+0.00137311j -0.00432622+0.00799661j 0.00203462+0.00964506j -0.000105043+0.00797157j -0.00517062+0.00998305j 0.00141936+0.0118623j 0.0134894-0.0109638j 0.00138476-0.00896579j 0.00238142-0.0044111j 0.0153259-0.00371846j -0.0113032+0.0179267j -0.000891621+0.00879695j 0.00512782+0.00531014j -0.00114849-0.00331178j -0.00209659+0.00566085j 0.002869+0.00919787j 0.00649199-0.00202544j 0.00339254-0.0021679j 0.00403365+0.00305538j -0.00357647+0.000676925j -0.00486057+0.0105409j -0.0184231-0.0122781j -0.0170708+0.0140052j 0.00072507+0.0149169j -0.0166678+0.00197404j -0.000347469-0.00729191j -0.00754965+0.000721177j 
-0.00174796-0.00535205j 0.00526293-0.00142178j 0.00950403+0.00175711j 0.00196584-0.00649089j 0.00703839+0.00612212j -0.00316405-0.00616011j 0.008388-0.00361137j -0.00934524+0.00242067j -0.00570283-0.000465077j -0.00908986+0.0111594j 0.00239779+0.00362331j -0.00482403+0.00858151j -0.0181275-0.010869j -0.00677631+0.00537443j -0.00257575+0.00996548j -0.00241985-0.00640103j 0.00362968-0.00104442j 0.0054318-0.0062666j 0.00887172-0.00246923j -0.0131648-0.00409867j 0.0113958+0.00362559j -0.00376136-0.00634696j -0.00754829+0.00886868j -0.0157293+0.00258075j -0.00171141-0.000843306j 0.00960817-0.00247164j -0.000261855-0.00647253j -0.0080544-0.00265434j 0.00102235-0.00216605j 0.000393484+0.00479104j 0.0082897+0.0014905j -0.00321535-0.0127259j -0.00387331+0.00754514j 0.00763951-0.00723729j -0.000947819+0.00248016j -0.000966926+0.00665555j 0.00451901+0.00361633j 0.00511927-0.00607184j -0.00153958+0.00317214j 0.00150221-0.010631j 0.0125924+0.00202622j 0.00572661+0.0042787j -0.0243014+0.00087969j -0.011145+0.00146269j 0.00309082-0.00309293j 0.00565856-0.00615347j -0.00687222+0.00162133j -0.0067896+0.00629676j -0.0013657+0.000688018j -0.00536918-0.00197508j 0.000216258-0.00142079j 0.000821014-0.00353962j -0.00318916+0.00882897j 0.00361176+0.00318693j 0.00517906+0.00911609j -0.00863457-0.00594579j -0.00164656+0.00566794j -0.00561347+0.00312831j 0.00650896+0.000328054j 0.00571451+0.00635795j -0.00356547+0.0026588j -0.00149473-0.0101728j 0.00513671-0.0065858j 0.00461928-0.000730682j 0.00262048+0.00117625j -0.007417-0.00175054j 0.00545644-0.00366537j 0.00623035+0.00425133j 0.00231128-0.00688853j -0.00472079+0.00629208j -0.00255693-0.00343545j 0.000364925+0.00729602j 0.0146694+0.00414345j -4.88211e-05-0.00224465j 0.00390332+0.00296658j 0.00760258+0.00211158j 0.00247765-0.00754887j 
0.00493313+0.0010325j 0.000437256+0.00388569j 0.0187748+0.00274675j 0.000321691-0.013613j -0.0171403-0.00802808j 0.0002485-0.000867649j 0.0167277+0.0024602j -0.00519252+0.0172401j 0.00236184-0.00908275j 0.0180607-0.00994677j 0.00231474+0.00214143j -0.0130958+0.00422532j -0.00754787-0.00404232j -0.00455305+0.00902147j -0.000157659-0.0132698j -0.00497586+0.00636282j 0.00373504+0.00226038j 0.0112534-0.00175632j -0.0114159+0.0121181j -0.00297118+0.0041573j 0.0147991+0.00556225j 0.00270961+0.000381137j -0.00728836+0.00198065j 0.0161276-0.00541892j -0.012791-0.000566768j -0.00292247+0.00526405j -0.0114823+0.0082862j 0.00185596+0.0185754j 0.00410165+0.0232909j 0.0138332-0.0029991j 0.00880127-0.00369464j -0.00238357-0.00206277j -0.0197588+0.011348j 0.0175411-0.00125587j -0.0114026+0.00236693j -0.00629519-0.00499648j 0.00534018+0.00506005j -0.00557178+0.00131598j -0.0101147-0.00653893j -0.00334696-0.0227155j 0.00949522-0.00396057j -0.0171992+0.00416065j -0.00592233-0.000282065j 0.00283765-0.000110716j 0.00730799+0.00951831j -0.00350104+0.00380935j -0.00904352+0.00131679j 0.0104585+0.0132141j -0.008236+0.0185496j -0.000772616-0.0012834j 0.00107146+0.00087409j 0.00680475+0.00587745j -0.00810362+0.00408678j -0.00283002+0.00805125j 0.0123072-0.000670872j 0.0125387-0.00239946j 0.00353779+0.00468534j -0.00596781+0.0140824j 0.00100425+0.00233079j 0.0075706+0.00601948j 0.00927661+0.00083111j -0.00935741+0.00404266j -0.00262761+0.00383915j 0.00747415-0.000688705j -0.0067943-0.0017978j -0.00486894+0.00750293j -0.00159257+0.00826272j -0.00426659-0.00455916j 0.000270494-0.0051478j 0.00441918+0.00503677j -0.00708874-0.00530628j 0.00305078+0.00414315j 0.00399583+0.000207707j -0.00372475-0.0147705j 0.014582-0.00158967j 0.00174327+0.00213976j 0.00115391-0.000686129j 
0.011377+0.00607653j -0.00376937+0.0106899j 0.0160807+0.00560182j 0.00248522-0.00906718j -0.0241123-0.00129801j 0.00554083-0.00959635j 0.0158206+0.00206234j 0.00887621+0.00643776j 0.0109268-0.00612982j -0.00167766+0.00308502j -0.00119222-0.00611623j -0.00536377+0.00902091j 0.000344147-0.00728114j 0.00399862+0.00986705j -0.0100318-0.00732862j 0.00517593-0.00360573j -0.00315921-0.00847545j -9.07165e-06-0.0110812j 0.000704867-0.0067508j -0.00425823-0.00869545j 0.0109143+0.00757689j 0.00321727+0.0101412j 0.00565694+0.00686204j -0.00485549+0.00986133j -0.00207182+0.00236541j -0.000284176-0.0122386j 0.00124757-0.0051814j -0.00751368+0.00551746j -0.0152312-0.0135587j 0.00931724+9.78566e-05j 0.00455481+0.000509208j -0.0106873+0.00626443j 0.00297881-0.00418382j 0.0107389-0.00617485j 0.00104286+0.0181828j 0.0150386+0.00140179j -0.00629265-0.00421875j 0.00843236+0.00187631j 0.0092007-0.0176631j -0.0168431-0.0183059j 0.000276907-0.012408j -0.0160563+0.00507166j 0.00464749+0.00371062j 0.00364245-0.0181527j 0.00981965+0.00865359j -0.0018562+0.0101075j 0.00710475-0.0049834j 0.00827075+0.00222267j 0.00825892+0.012003j -0.0116149-0.00497315j 0.00156226+0.000935386j -0.00220071-1.68898e-05j 0.000924355-0.00362927j -0.00368574+0.00494931j -0.0062603+0.00567264j -0.00135215+0.0123241j 5.14669e-05-0.0189527j -0.00329989+0.00314281j 0.00259748+0.0100036j 0.00129774-0.0121057j 0.00614913+0.006038j 0.00204228+0.000857563j -0.010889+0.00195168j 0.00213002-0.00268192j 0.00254329-0.000371395j 0.0100867+0.0058137j 0.00920476+0.00133718j 0.00595731+0.00771744j 0.00554932-0.00354513j 0.0146135+0.0139699j -0.0169192-1.29253e-05j -0.0080953-0.00433747j 0.00490688+0.00423069j 0.00206551-0.00629915j 0.0145671+0.000250215j -0.00178815+0.00372488j 0.00351098+0.00142308j 
-0.0101695+0.000186062j -0.000109198-0.00974282j -0.0215747-0.00915645j -0.0112646+0.0168377j 0.0118261+0.00454923j 0.0154161-0.0100344j -0.00319835+0.00717976j 0.00563056-0.00149134j -0.00594369+0.00718641j 0.00553498-0.0178379j 0.0014273-0.00360987j -0.00348907+0.00613467j 0.00750101+0.00568593j 0.00830098-0.00646964j 0.0013017-0.00154469j -0.0123838-0.00517346j -0.00516314-0.00413941j 0.00737527-0.00798922j 0.00810143-0.00955061j 0.00939383+0.00326023j -0.00745801-0.00917364j 0.00458727-0.00209064j -0.0059626+0.00127711j 0.00443202-0.0112715j -0.00457838-0.001968j -0.00596965+0.00296466j 0.00479688+0.012509j 0.00197646+0.001107j -0.00158773-0.0012066j -0.00457957+0.00551724j 0.0106432-0.00300505j 0.00753428+0.00380259j -0.000335893+0.00285474j -0.00279037+0.0148269j 0.00444756-0.00814192j -0.00534351-0.00258003j 0.00819819-0.00332723j -0.0047262+0.0051187j -0.00037204+0.0035931j 0.0136488+0.00918853j -0.00865519+0.0145391j -0.00192085+0.00531948j 0.00721376-0.00151114j 0.00394314+0.00769914j -0.00301161+0.00283771j 0.00302816-0.00772404j -0.00393701-0.000717646j -0.0151532+0.00910087j -0.0115405-0.0168617j -0.00265764+0.0185768j -0.0121091+0.00500962j 0.00512948+0.017678j 0.00888757+0.0107433j 0.0100648+0.00525878j -0.0143823-0.00778813j 0.00268614-0.00235153j 0.0075441+0.00866848j 0.000620302-0.0108425j -0.0106995-0.00603162j -0.00537443-0.00246212j -0.00458073-0.00398981j 0.000644319+0.00836581j 0.00875497+0.00312747j -0.00128403-0.00346903j 0.00535615+0.00498279j 0.0034311+0.0105146j -0.0107583+0.00463382j -0.00938471-0.0147199j -0.010273+0.0121634j -0.0140024-0.00826234j 0.00596994-0.00595265j -0.00737926-0.00400843j -0.00741194+0.0129363j -0.000995277+0.0151135j -0.0186177+0.00107431j 0.00308886-0.00607554j -0.00648322-0.00285871j 
0.00597201+0.00744995j -0.00681211+0.00430465j 0.0078405-0.000726417j 0.00215116-0.0034294j -0.017733+0.00586168j -0.00106267+0.00525046j 0.00654422+6.02878e-05j 0.00165056+0.00191317j 0.00717156-0.00563859j 0.0019374+0.0104716j -0.00220231+0.0056467j 3.98363e-05-0.00427469j -0.0076417-0.00149357j -0.00151932+0.000554519j -0.00854363-0.000344541j -0.00419551-0.00634958j 0.000608891+0.00734969j -0.00401089-0.00137367j -0.00160456-0.00448507j -0.00228756-0.00517719j 0.00199943-0.000235699j 0.00178113-0.00309237j 0.00421964+0.00701417j -0.00952186-1.89688e-05j 0.000493869-0.00813542j 0.00282085+0.00667546j 0.00878071+0.00309487j -0.00487289-0.006035j 0.000767114-0.0158444j 0.00362512+0.0101396j 0.0142918+0.00114371j -0.0015577+0.00284284j 0.000407675-0.00109041j 0.000822055-0.0181728j -0.000479168+0.0223006j -0.00511755+0.00377597j 0.0236235+0.0150898j 0.00709777+0.00211473j 0.00797313-0.00433342j 0.0126413+0.0197142j 0.0107555+0.00710381j -0.000190956+0.00397708j -0.00988171+0.00426124j 0.00936249-0.00848457j 0.0107425-2.0007e-05j -0.00420316+0.023588j -0.00546234+0.0123249j 0.00458006+0.000665927j 0.000476338+0.00305218j 0.00932105+0.00267005j -0.00249454-0.00082502j 0.00172576+0.002006j 0.0069561+0.01597j -0.00254343-0.0117688j -0.0117385-0.0075865j 0.0029025+0.00933975j -0.0095838+0.00498175j -0.00567774-0.0063095j 0.00687173+0.0116754j 0.00486691-0.00255418j 0.0112701-0.00803935j 0.0036712+0.0101865j 0.00112009-0.000243711j -0.0100749+0.0136341j 0.00397243+0.00507476j 0.0162362+0.00309615j 0.000232067+0.000440704j -0.00559601+0.00268666j 0.0130057-0.00393419j 0.0127389+0.00181918j -0.00713119+0.00443741j 0.00127388-0.00441111j -0.00674037-0.00326372j -0.000246325-0.00433443j 0.00673761-0.00349938j -0.0028295+0.0003081j 0.000146325+0.00306877j 
0.00491737+0.00259515j -0.00234344+0.00491469j 0.00629218+0.00017416j 0.0025835-0.00231781j -0.00626784+0.00800745j 0.00661931+0.00833477j 0.00603278+0.00276358j -0.00676096+0.00886874j 0.000817761+0.00137194j 0.00434355+0.0106165j -0.0121514-0.000302133j 0.00922574-0.0101751j -0.00886298+0.00770838j -0.00101601+0.0103689j -0.00657723+0.00376586j 0.00185849-0.00224085j -0.00987539-0.00168353j 0.00435911+0.00753136j -0.00489007-0.0101035j 0.00585353+0.00303195j -0.00125132-0.00534404j -0.00189228-0.000651651j -0.000507288+0.0100495j -0.0137121-0.00530597j 0.00687052+0.00479723j 0.0119782+0.0140625j 0.00713702-0.00208351j -0.00216947-0.0144583j 0.00938507-0.0110828j 0.000560928+0.0117923j 0.0153433-0.000315876j 0.00186295+8.47238e-05j 0.0148941-0.0015591j -0.00925964+0.0174342j 0.000716491+0.00961612j -0.00568444-0.00866851j 0.00151723-0.00403641j -0.00716017-0.00620047j -0.00507873-0.010581j -0.00896999+0.00367033j -7.81335e-05+0.00113504j -0.0247219-0.00266241j 0.00917139-0.0122301j 0.0129549-0.0041671j -0.0126896+0.00370327j 0.016383+0.00629707j 0.00745971-0.00852929j 0.0057133-0.0075339j -0.000828071-0.00822587j 0.00307034+0.000603283j -0.00796572+0.0113673j 0.0059025+0.00710222j 0.00383659-0.00217986j 0.00439077+0.0103751j 0.000436085+0.00779597j 0.0084258+0.00102524j -0.00255952-0.00192905j -0.00271034+0.00523113j 0.00174861+0.00600911j -0.00333806-0.00371887j 0.00334141+0.00969153j 0.000949704-0.000161083j -0.00536174+0.00547593j -0.00378877-0.00522168j 0.00277727-0.00360295j 0.00589802+0.00582501j -0.000600844-0.00124056j 0.00117997+0.00045417j -0.00145711+0.0015792j 0.00757623+0.00424958j -0.00617881+0.0118663j -0.00982103-0.00747059j 0.0016929-0.000266907j -0.00342484-0.00218444j 0.00465166-0.00467324j -0.00281388+0.00481082j 0.00504299+0.00214807j 
-0.00183747-0.00562428j 0.00678109-0.00108j -0.000375693+0.00886514j 0.00534441-0.00334123j 0.00700843-0.0133582j 0.00853979-0.00692367j -0.00821935-0.000188972j 0.00761817+0.00455904j -0.00011595+0.0131663j 0.00353387-0.00626881j 0.0239468+0.0021847j -0.0114394+0.0157824j 0.00123862+0.00529855j -0.00601073+0.00962537j -0.00630158-0.00399683j 0.0150845+0.00773608j 0.00377089-0.00641197j 0.00608783-0.00183427j -0.010276+0.00777947j -0.00102892+0.00691011j 0.0051581+0.00677164j -0.00345599-0.0023065j 0.00297401-0.00154829j 0.0186364+0.00202065j 0.00230338+0.00427956j 0.0121296+0.00360725j -0.0142419-0.00669212j 0.0039517+0.0153646j 0.00268872+0.0126845j 0.00835151-0.00705758j -0.0130833+0.0162926j -0.00282998-0.00213343j 0.00263505-0.00575325j 0.00596794-0.00924059j 0.007551-0.00598869j -0.00378915+0.0125716j -0.0047939+0.00235217j 0.00234872+0.001738j -0.0212564-0.0144977j -0.0026024+0.0205016j 0.0202201+9.02013e-06j 0.00881415-0.0128455j 0.000278645-0.011503j -0.0147436-0.00647431j 0.00456373-0.0158079j -0.00598288-0.0099108j 0.000296451+0.00534132j -0.00897103+0.00371946j 0.00536379+0.00227646j 0.00758992-0.00852352j 0.00837543+0.0104353j -0.00605481-0.000766365j 0.00238654-0.00738682j -0.00316046-0.00229745j 0.00768374+0.00706271j -0.0129849-0.00630588j 0.00167199+3.725e-05j -0.00839724+0.00260196j 0.0123328-0.00290162j -0.000894441+0.00818307j -0.0090465+0.000550187j -0.00239559-0.00988796j 0.0176753-0.0029825j 0.00288522+0.00512984j 0.00284749-0.00147274j -0.00755504-0.00375655j 0.00795018-0.00193747j 0.00623859+0.00680231j 0.00508825-0.00683472j -0.000441594+0.00269011j 0.00160224-0.00256298j -0.0021148+0.00472679j 0.00504565+0.0036246j 0.00132695+0.00363086j 0.00091226+0.00294587j 0.00366369+0.000317224j 0.000353208-0.00412651j 
