-0.00398731+0.00364871j 0.00780719-0.000908748j 0.00307531+0.00226377j -0.0129748+0.00428507j 0.00901683+0.000176958j 0.00685129-0.00410938j -0.0049369+0.00309312j -0.0101867-0.000430528j 0.00122198+0.000243275j 0.00222059-0.00183977j -0.00640227+0.00285863j -0.000487292-0.00177268j -0.00162501-0.000988707j -0.00445097-0.00231009j -0.00193144+0.000936163j -0.00889424+0.00222339j 0.00795802-0.00142963j 0.000914301+0.000635813j 0.000507596-0.000550042j 0.00109143-0.00373586j -0.00169122+0.000455866j -0.00449046+0.0012517j 0.000931783+0.00113753j -0.00738497+0.00315953j -0.000773959+0.000282462j 0.00790308-0.0033103j 0.0108075-0.00189731j -0.000703869+0.00117397j -0.007745+0.00270882j 0.00587948+0.000529142j 0.00769552-0.00493697j -0.00319576-0.00399376j -0.00278926-0.00237684j 0.0100836-0.00181526j -0.000556028-0.00308192j -0.0025361+0.00249992j 0.00743009-0.00147235j -0.00966085+0.000950459j 0.00656396-0.00716271j 0.00657681-0.000499051j 0.00607012-0.00145993j 0.00327362-0.00102991j -0.00253191+9.21015e-05j 0.00298436+1.4972e-05j -0.00654483+0.000496082j 0.00573152-0.00361447j -0.00892234+0.00418493j -0.00528147-0.000270074j 0.00123547-0.0019959j -0.00448031-0.00469892j -0.00288641+0.00158658j -0.00623557-0.00336353j -0.0102094-0.001849j 0.00755636+0.00138115j 0.00266229+0.00270885j -0.00433929-0.000672044j 0.00103822+0.00401216j 0.00550211+0.00332737j 0.00101309+0.00366076j -0.00519377-0.00147772j -0.0100467-0.00254122j 0.00619141+0.0045992j -0.000259187-0.00485859j 0.00129237-0.00120091j 0.0043858-0.00279381j 0.00335578+0.0014657j 0.00122135-0.00605771j -0.0143154-0.0088571j -0.00522928+0.00174893j -0.00925945-0.00793438j 
0.00192401+0.00181191j -0.0024897-0.00651224j 0.00137556+0.00154225j -0.000215613+0.00211859j 0.000424978-0.00220041j -0.00341811-0.00503893j -0.00149704+0.0004453j -0.000699598-0.00377612j -0.00144574-0.00434063j -0.00231119-0.00442917j -0.000863901-0.00803529j 3.19352e-05+0.00271358j -0.00244384-0.00865338j 0.00146166+0.00526131j -0.00185027-0.0116018j 0.00603273+0.00908556j 0.000715606+0.000487045j -0.00261871-0.00742857j 0.00487266+0.00836834j -0.00415752-0.00314636j -0.000885825-0.0058857j -0.000284751+0.00108756j 0.00455058+0.00894265j 0.00295553+0.0128205j -0.0026426-0.000843325j 0.00114091+0.00657313j -0.00119144-0.00119487j 0.00144097+0.00471528j 0.000437505+0.00907795j -0.0011945+0.00230578j -0.000559651+0.00352319j -0.00146292-0.0123808j -0.0021347-0.00775905j 0.000431333+0.00110479j 0.0125703-0.00903395j 0.00165696+0.00954411j 0.00053003+0.0069219j -0.000236163-0.00571609j 6.63e-05+0.0176258j -0.00181297+0.000399287j 0.00203472+0.00895823j -0.00238342-0.00141855j -0.00500996+0.00482942j 0.000258721+0.0020958j -0.000308614+0.00184194j -0.00115568+0.00575881j -0.00166442+0.00496698j 0.00402413-0.00821054j 0.0018687-0.00908519j 0.000186399-0.00341923j -0.00343764+0.00849617j 0.00267716-0.00507811j -0.000318215+0.00290341j 0.00180773-0.00527j 0.00730783-0.0156173j -0.0018187-0.00818048j -0.000390013+0.00426334j -0.0106514+0.0120457j 0.00361224-0.00578073j -0.00113188+0.00285347j 0.000242674+0.00483716j -0.00258572-0.00148211j -0.00420908+0.00693447j 0.0024466-0.0110894j 0.00328061-0.0019938j 1.44362e-05+0.00331753j 0.00119898-8.42365e-05j -0.000334188-0.00220734j -0.00292325+0.00483875j -0.0024203+0.00221897j 
0.0013755+0.000479596j -0.00300725-0.00699123j 0.000947709+0.00125782j -0.00146416-0.000245048j -5.95527e-05-0.00350998j -0.00274123-0.00133986j 0.000432529+0.00393246j -0.00222874-0.00566839j -0.000454284-0.00275924j -0.003746-0.00861311j -0.000888766-0.00152603j -0.00281521-0.00768849j 0.0028459+1.36571e-05j 0.0016648+0.00158347j -0.00210304-0.00405527j 0.00237555+0.0128728j -0.000920792-0.00377287j 0.00400319+0.00803347j 0.00202803+0.00215813j 0.0028896+0.00891015j 9.27311e-05+0.00224542j -0.00331571-0.0078865j -0.000981506-0.00833461j -0.000722296-0.00420441j -0.00310591-0.01135j -0.00304832-0.00969692j -0.00121513-0.00385025j 0.000244956-0.00644256j -0.0053039-0.0153915j 0.00226493+0.016938j -0.00216994-0.000607347j -0.000691712+0.00174264j -0.00131847+0.00751693j -0.00187201+0.0062452j -0.00116428-0.00108507j 0.00165975-6.04544e-05j 8.06247e-06-0.00107975j 0.0019568-0.00183957j 2.17785e-05-0.00762916j -0.0028583+0.00314092j 0.000860962+0.0209881j -0.00153684+0.00107479j -0.00199747+0.0106868j -0.000684344-0.0041013j 0.00174534-0.00178106j 0.00425138-0.0149994j -0.00141191+0.00813381j 0.00104015-0.00416241j -0.00249045+0.0110345j 0.000189654+0.00501826j 0.00176125-0.0039226j 0.00426867-0.0042856j -0.00260165+0.00256431j -0.00952129+0.0142452j 0.00348896-0.00278794j 0.00182858-0.00248791j 0.000699288-0.000554616j -0.000288378-0.00215819j 0.000329431+0.00206076j 0.00397369-0.0132496j -0.00177568+0.000685757j 0.00139452-0.00403883j -0.0011614+0.00515006j -0.00154172-0.00618801j 0.00490542-0.00791288j 0.00170223+0.00127104j -3.54278e-05+0.00155911j 0.000677418-0.00298936j -0.00209727+0.00421681j -0.00291586+0.00305317j 
-0.000817954-0.00223055j -0.00173332-0.0017171j -0.00354671-0.00762806j 0.000443464-0.00396601j -0.0010873-0.00520347j -0.00576499-0.00776725j 0.000853744+0.00669622j -0.00323852-0.0105738j -0.00016598+0.00320526j 0.00153954+0.00290494j -0.00170307-0.00845956j -0.000153725-0.00274373j 0.00492072+0.0032593j -0.00403644-0.00448064j 0.00116189-0.00217516j 0.00240993+0.000479811j -0.00288123-0.00795031j 0.000145342+0.00232533j 0.00148136+0.00621775j -0.00337615-0.00843925j -0.000986164+0.00282325j -0.00338484-0.0170157j 0.00128249+0.0130997j -0.00286806-0.0105539j 0.00218734+0.0178146j -0.00138063-0.00373742j 0.00507452+0.00596403j 0.001567-0.00518837j 0.00140735+0.00665848j -0.000526743-0.00185055j -0.000665072+0.00315292j 0.00117637+0.007971j 0.000939127+0.00459064j -0.000287966+0.0158861j -0.0158082+0.00591736j 0.00275128+0.0108508j 0.00414406-0.0186198j -0.0021127+0.00698314j 0.000260302+0.00480035j -0.00304764+0.00536445j -0.000781582+0.0111866j 0.00020482-0.00932482j 0.00382782-0.00317374j -0.00104069+0.00299401j -0.00256832+0.0131041j 0.00171401-0.00198745j 0.000255119+0.00786785j 9.58472e-05+0.0050646j -0.000963846+0.000685807j 0.00466486-0.0144386j 0.00471848-0.00229352j -0.00267792+0.00173853j 0.00119927+0.00062589j 0.0020803-0.00242935j 0.00338765-0.00246374j 0.000328303-0.00383783j -0.000337797+0.000624702j 0.000688365-0.00852971j 0.00341504+0.000352994j 0.000438607+0.00107732j 0.00511538-0.0112383j -0.00287089+0.0092974j -0.00118724+0.00425182j 0.000411469-0.00402811j 0.00605494-0.0100988j -0.00157643+0.00576987j -0.00285747+0.00229904j -0.000802195+0.00360536j 0.000486824+4.02288e-05j -0.000778143+0.00149807j 
-0.000629096+0.000302214j 0.00151205+0.00357516j -0.00118359-0.00239316j 0.00132871+0.000569387j 0.00119964+0.000966703j -0.00135729-0.00524638j -0.00125645-0.000468942j 0.000384209+0.0005734j 0.0030413+0.00491522j 0.00373482+0.00299717j -0.00338675-0.0117361j 0.00248553+0.0053762j -0.00451944-0.00591641j 5.3724e-05+0.00290415j 2.93952e-05+0.00472956j -0.00174587-0.00797753j -0.00820321-0.0158992j 0.00142677+0.00180112j 0.00219748+0.00016385j -0.00185042-0.00829028j -0.000836143-0.00856611j 0.00384518+0.0143034j -0.00137939+0.00171676j -0.000613615+0.00138027j -0.00245587-0.0117534j 8.06651e-05-0.00359305j 0.00124598-0.00304048j -0.000201881+0.00596077j 0.00051303-0.00134103j 0.000765326+0.0121918j 0.000283058+0.000261744j 0.00107819+0.0159245j 0.000889674-0.000618821j 0.0020756-0.00110834j 0.00220798-0.00171331j 0.0012769+0.00571443j 0.00274238+0.00121265j -0.000164784-0.00755336j 0.000410829-0.00531396j -0.00102473+3.58817e-06j -0.00334857+0.0129481j -0.0050815+0.0185404j 0.00302958-0.0104184j -0.000673767-0.00190079j 0.00168803-0.00976186j 0.000907583-0.00984133j 0.00237533-0.0102945j -0.00407915+0.0154747j 0.00195771-0.00529328j 0.000856394-0.00484687j -0.0050146+0.0106491j -0.0018261+0.00517552j -0.00389837+0.0105863j 0.00105765+0.00120381j -0.0019479-0.00514388j -0.000502866+0.0042213j 0.00139304-0.000931043j -0.00147837+0.0016868j 0.00204964-0.00698719j -0.000622921+0.00584165j 0.00237702-0.00605807j 0.000395737+0.00315774j -0.000866625-0.000196392j 0.0017052-0.000598258j -0.00032291+0.00160845j -0.00067194+0.00227685j -2.26172e-05-0.000903641j -0.000996223+0.003005j 0.000509816-0.00168792j 0.00162265-0.00181377j 
0.000380945-0.00364436j -0.00456696-0.00877979j 0.00316058+0.00582718j -0.00305107-0.0027267j -0.00152116-0.00212831j -0.000751706+0.00146143j -0.00306757-0.00902368j 0.00458225+0.00082663j -0.00172733-0.00578691j -0.00490538-0.0125331j -0.00156497-0.00620495j -0.000733326-0.00022953j -0.00326014-0.0119037j -0.00199875-0.0016811j -0.00295236-0.000151051j -0.00422506-0.00853864j -0.000544693-6.05017e-05j -0.000568003-0.00336565j -0.0012656+0.000783634j -0.00561977-0.008084j -0.000497607+0.00488144j -0.00453424-0.0121821j -0.000505238-0.010471j -0.000729452-0.00534207j -0.000875139+0.00218169j -0.00297703-0.00288867j -0.00109764+0.00166242j -0.00180749-0.0039691j 0.000796068+0.000650603j 0.00127083-0.0161913j -0.00066303-0.00273335j -0.00300611+0.0201338j 0.000374328-0.00264827j -0.000220683-0.00152511j 0.012361-0.00366233j -0.000494414+0.013942j 0.00292875-0.00847621j 0.00216197-0.00263979j 0.0017019-0.0122719j -0.00335224+0.0127956j 0.000513222-0.00254656j 0.0046026-0.00480608j -0.00252712+0.00354722j 0.00255297-0.000971177j 0.00169975-0.0013172j -0.000933324+0.004958j 0.000885988-0.00388719j -0.0013492-0.000174045j 0.000686414-0.00138875j 0.00193934-0.0108222j 0.0011183-0.00765723j -0.00208949+0.00161654j -0.000374788+0.00530102j -0.00378623+0.0023777j -0.00184312+0.0120063j 0.00111771+0.00541706j -0.00329922+0.00999793j -0.00492138+0.00644583j 0.00325326-0.00298378j 0.000680359+0.000613813j -0.00130163+0.00145722j 0.000368283-0.00725708j -0.00146275+0.00463268j -6.98254e-05-0.00635323j 0.00045099-0.000847252j 0.000996107-0.00346758j 0.000707835+0.00134001j 0.00260482-0.00762555j 0.000108994+0.0028461j -0.00386774+0.005607j 
0.00319235+0.0078491j 0.00405022+0.0032584j -0.00173999-0.00795008j 0.0056559+0.0101389j -0.000393673+0.00291108j 0.00324893+0.00460683j -0.000814356-0.00372944j -0.00281737-0.00160111j -0.00116956-0.00902549j 0.00300189+0.00929394j -0.000148694+0.000576148j -0.00347623-0.00893655j -0.00500263-0.00494925j 0.00453776+0.0132266j 0.000800217+0.0033994j 0.00134278-0.00271064j 0.00262166-0.000320823j 0.00082239+0.000826236j 0.000678416+0.000934179j -0.0016026-0.00979457j -0.0043462-0.0164201j -0.0020387-0.0169111j -0.00375162+0.00114098j 0.00199436-0.018913j 0.00204369+0.0125876j -0.000382581-0.0220782j 0.000123086-0.00264429j -0.00126127-0.0090421j 0.00115121-0.0108251j -0.000490704-0.0103132j 0.000210361+0.0137868j 0.00403132-0.0104727j -0.00374873-0.000994445j -0.00453898+0.015895j 0.0101158-0.00167313j -0.00210799+0.0148695j -0.000311857-0.0117432j -2.02973e-05-0.00262929j 0.00109371-0.00501478j 0.000981411+0.00231775j -0.000306363+0.00483321j -0.00180136-0.00106901j 0.000908773+0.00309186j -0.00155982+0.0039413j -0.00325208+0.00550615j 0.000489184-0.00483645j 0.00190456+0.00186158j 0.000887723+0.00149856j 0.000986827+0.00145305j -0.00188415+0.0015112j -0.00394028+0.00525505j 0.000543955+0.00283021j -0.000442901-0.00163238j 0.000186707+0.00122857j -0.00278363-0.0021193j -0.00161151+0.00125103j -0.000864873-0.00256653j 8.59204e-05+0.00478462j -0.00165756-0.000740903j 0.000841297-0.00397326j -0.00302113+0.00930045j -0.00107511+0.00349023j 0.000891421-0.00387386j -0.000752178+0.00582773j -0.00252921+0.00609122j -0.00236146+0.00461353j -0.000539674-0.00151464j -0.00354598+0.00796771j -0.00205708+0.00126712j 0.00150095-0.00475898j 
0.00290829+0.00236626j -0.00110186-0.00427201j -0.00457688-0.00856559j 0.00167976+6.06006e-05j 0.000853146+0.0086372j 0.00220567+0.00461069j -0.00302019-0.00245427j -0.00612829-0.00959233j 0.0060086+0.00364708j -0.00411441-0.00681848j 0.0035927+0.0055386j 0.00344556+0.00307326j -0.000756349-0.00155148j 0.000147156+0.00678313j -0.00318116-0.00213657j 0.00113266-0.00551717j -0.000457401-0.0062314j -0.00222233-0.0121291j -0.00355655-0.00345979j 0.000363623+0.00530162j -0.000653202+0.0188665j 0.00103089+0.0135401j -0.000174839+0.0123546j -0.00147151-0.0132592j -0.000954708-0.00828726j -0.00222177+0.0103403j 0.00350612-0.0152224j 0.00280433-0.0183039j 0.001579+0.0045135j 0.00103907-0.00277713j 0.00329151-0.00765351j 0.000434051-0.000933845j -0.00123798-0.00715869j -0.00352817-0.0063761j -0.00342489+0.0039691j 0.00183271-0.00230818j 0.000597776+0.0069313j 0.0024057-0.00992201j -0.00175638-0.000595051j 0.00404057-0.00469296j -0.000718578+0.00111386j -0.00173647+0.000100316j -0.00273011+0.00636021j -0.00276199+0.0032883j 0.000523411+0.00374208j 0.000267619-0.00397037j 0.00138486-0.00187392j 0.000356799+0.00162667j 0.00132692+0.00105265j 0.00155102-0.0124041j -0.00038537-0.000411869j -0.00401499+0.0121344j 0.00135653-0.00468241j -0.00162494+0.00454292j -0.000921262+0.000289975j 0.00151128-0.00326692j -3.89619e-05-0.00248057j -0.00177519+0.00601867j -0.00179498+0.00361618j 0.000671937-0.0029551j -0.00150933+0.00537272j -0.00194843+0.00504927j 0.00152407-0.00361125j -1.83455e-05+0.00130301j 0.000145772+0.00105637j -0.00205638+0.00526772j -0.00119113+0.00203964j -0.000363942+0.00242023j -0.000689406+0.00248077j -0.0010949+0.00033712j 
0.00358845-0.00365293j -0.00432448+0.00534009j -0.000324041+0.000240517j 0.00572829-0.00130778j -0.00548936+0.00441246j 0.00062837-0.00196236j 0.00261518+0.00162295j 0.00591222-0.00151304j 0.00148355+0.00354924j 0.00233089-0.00186712j -0.000468745+0.00217371j 0.00275265-0.00375691j 0.00442477-0.00197956j 0.00413756-0.00348607j -0.00107353+0.00234164j 0.00260698-0.00145446j 0.000343569+0.0022447j 0.000756581+0.00320082j 0.000878364+0.000583959j -0.0006879-0.00339227j 0.000280926-0.00180296j 0.0024284+0.00657318j -0.00160858-0.00218119j -0.00152619+0.00452095j -0.000712243+0.00375767j 0.00139344-0.00112034j -0.00155247+0.0013569j -0.00167044+0.000922019j 0.00281842+0.00167515j -0.000856888+0.00382692j -0.00121588-0.000482833j 0.00419816-0.00479142j -0.00109386-0.00220618j -0.0024279-0.000477502j 0.00606707+0.000603561j 8.17076e-05-0.000292358j 0.000313839-0.00365439j 0.000823054+0.00106844j 0.00352056-0.00967548j 0.000994961+0.000766819j 0.00242631+0.00137369j -8.06289e-05-0.00247342j 0.00216627-0.000534966j 0.0015631+0.00677535j -0.000974777+0.007374j 0.00298162+5.3449e-05j 0.00093388+0.00772153j 0.000403661+0.00571817j 0.00063048+0.00475154j -0.00826486+0.00198237j -0.0078494+0.00636705j 0.00730063-0.00557375j 0.00352495+0.000512652j 0.00286291-0.00344313j 0.00946438-0.00170049j 0.00838549+0.00079224j 0.00187428+0.00669651j 0.00238007-0.00424675j 0.00855536+0.00552609j 0.00719418+0.0048454j -0.00170039-0.0164531j -0.000958108+0.00127919j -0.00197766-0.00289355j -0.00109426+0.00421187j -0.00555627-0.00203157j -0.00151163-0.00568217j -0.00674077-0.0120508j -0.00113825+0.00350424j 0.005447+0.0116219j -0.0083929-0.00532438j 
-0.00410458+0.00561472j -0.00365872+0.00249272j -0.0050135+0.00616969j 0.000420319+0.000961868j -0.00114356+0.00325089j 0.00294382-0.0016545j -0.00434122+0.00171192j 0.00143129-0.00447797j 0.00106393-0.00288606j -0.000137059+0.00118362j -0.00118971-3.85451e-05j -0.00607905-0.00142804j 0.00109872+0.000927953j -0.00196128+0.00091075j 0.000467353-0.00349376j 0.000198959+0.000251077j 5.46115e-05-0.00251902j 0.00111745-0.000926973j 0.00127737-0.00420361j -0.00154566-0.00348886j -0.00151815+0.000827927j 0.00381775-0.0039512j -0.000560157+0.00268625j 0.00598859-0.00270656j 0.00320522-0.00226946j -0.00200132-0.0028834j 0.00205029-0.00301127j -0.000405938+0.00732053j -0.00115555-1.20735e-05j 0.00172786+0.00106999j 0.00108704-0.00272751j -0.00112676-0.00642989j -0.0021704+0.00282573j -0.00225162+0.000690476j 0.00429363-8.06134e-05j -0.000699873-0.00124698j 0.00102831+0.00193666j -0.000690558-0.000151956j -0.00110676-0.00743463j 0.000829888+0.0026299j 0.00289867-0.00652104j -0.00221399+0.000718854j 0.000614729-0.00546259j 0.00410068-0.0065303j 0.00536036+0.00114281j -0.000789331-0.00466413j -0.004688-7.5064e-06j 0.00397325-0.00458658j 0.00132355-0.00233328j 0.00565547-0.00975525j 0.000947708+0.0029163j 0.00980581-0.00550511j -0.00249135-0.00638922j -0.000852268+0.00225903j 0.00345431-0.000716478j -0.00948892-0.00416876j 0.0118214-0.000490419j -0.0019291-0.000333107j -0.000916881-0.00976619j 0.00384107-0.00622896j -0.00890092-0.0107938j -0.00721225-0.0080814j 0.000968368+0.0046733j 0.00696632+0.0128123j -0.000852503+0.00706892j 0.000675079+0.00666615j -0.00296036+0.00163602j 0.00561123+0.00406253j 0.00858734+0.00765123j 0.00572048+0.0115352j 
-0.004454+0.00436256j -0.00148323+0.00207024j -0.00145537+0.00270103j 0.00458935-0.00349292j -0.000353046+0.00184856j -0.00217172+0.000268366j 0.000429582-0.00291131j 0.00868857-0.00582994j 0.00485468-0.00497433j -0.00652479+0.00253921j 0.00483604-0.00177547j 0.00148211-0.00227059j 0.00267502+0.00137555j 0.00702408-0.000891908j 0.00117-0.00392416j 0.00112377+0.001163j -0.00140072-0.00251648j 0.00189687-0.0016807j 0.0032948-0.00145257j 0.000881653-0.000903356j -0.00398126+0.00231631j 0.00101446-0.00266467j -0.000841165+0.00176984j -0.00751644-7.11732e-05j 0.00343923-0.00274099j 0.00229663-0.00159942j -0.000702286-0.00599519j 0.00210352+0.00291581j 0.00131525+0.00278158j -0.000502835-0.00184305j 0.00159936-0.00424786j -0.000490576+0.00107935j 0.0012596+0.00105526j 0.000912622-0.000578021j -0.00069057-0.0001448j 0.000681294-0.00307025j -0.00130623-0.000655927j 0.00123958-0.00155605j 0.000988046-0.00335935j -0.00408681+0.000549456j 0.00185447-0.00339318j 0.000315895+0.00179623j -0.0122343+0.00688526j -0.00317471+0.00149424j -0.00251993-0.00374857j -0.00376439+0.00371209j 0.00359976+0.00251791j -0.0159513+0.00567138j -0.00341621-0.00319791j 0.00415147-0.000534228j 0.00364707-0.000261984j -0.00920021-0.00400509j 0.00678913-0.00345028j -0.000645115-0.000110582j -0.00192618-0.00276712j 0.00129462-0.0073458j -0.00306891-0.00143666j -0.00101463+0.00176737j -0.00913595-0.00504798j -0.0038072-0.00588142j 0.00184597+0.000481297j 0.00611697+0.00649515j -0.00960719-0.0116475j 0.00396425-0.00424769j -0.00400349+0.000145695j 0.00679732-0.00133973j -0.00630827-0.00542252j -0.00768762-0.00684272j 0.00568313+0.00083195j 0.0068166+0.00432096j 
-0.00125706+0.00770463j 0.00364935-0.00205963j -0.00038323+0.00379037j 0.00296384-0.0048159j 0.0017939-0.00193729j -0.00567309+0.00287972j -0.00125317+0.000584942j 0.00200996-0.00215749j -0.00339519-0.00266169j -0.00212835+0.00287578j 0.00274563-0.00043815j -0.00195546+0.00648393j 0.000527795+0.00140196j 0.00186404-0.000383091j -0.00191691-0.00198588j -0.00167558+0.00106832j -0.0016679-0.00127898j -0.000511717-0.00066935j -0.00121376+0.000703818j 0.000403305+0.001974j 0.00507497-0.0022456j 0.000600963-0.00417387j -0.000541999+0.00310868j 0.00237603-0.00238492j 0.000653901-0.00555549j -0.000138939-0.000323869j -0.00179793-0.00409915j -0.00115916+0.0021798j 0.000637858+0.000699073j -0.00154475-0.00469536j 0.00361739-0.00459869j 0.000254496+0.00359877j 0.000626046-0.000230329j 0.000368264-2.90715e-05j -0.00411602+0.00140846j -0.000251691+0.00118381j -0.00320114+0.00265659j -0.00296033+0.000525694j 0.00107648+0.00248471j -0.00750391+0.00719478j -0.000780215-0.00225612j -0.00264129+0.00142464j 0.00479893+0.00369758j -0.00806796-0.00256659j -0.0130927-0.00104196j 0.00299502-0.00224603j 0.00606645+0.00433256j 0.0113139+0.00155375j -0.00562655+0.003008j -0.015434-0.00816982j -0.00721301-0.00597163j 0.00401328-0.00354771j -0.0137627-0.0020146j 0.00595455-0.00393041j 0.00436198+0.00255794j -0.00175109+0.00775211j -0.00586917-0.00814767j 0.00407413+0.00414117j 0.000997459+0.00787829j -0.00170283+0.00435963j -0.00816486-0.00274545j -0.00782817-0.00414058j -3.8976e-05+0.00137323j 0.00127221-0.00497951j 0.00636038+0.00185022j 0.00509435-0.00319612j -0.00736353-0.00478008j -0.00477513-0.000695799j -0.00374831-0.00357275j 0.0103899-0.00482493j 
0.000309372+0.000757667j -0.00402062-0.00490064j -0.00165309-0.00373218j 0.00382164+0.00401934j -0.00249318-0.00609752j 0.000142116+0.00129648j 0.000667812-0.000401893j 0.004308+0.00613045j 0.0018803-9.83241e-05j -0.000262793+0.00162791j 0.000775531-0.000440224j 0.00102339+0.00150907j 0.00135568+0.00406938j 0.00203279+0.00319381j 0.0015194+6.84872e-05j -0.000470661+0.00212241j 0.000681692-0.000662616j 0.000765722+0.00101998j 0.00384448+0.00233204j 0.00145436+0.000198148j 6.37e-05-0.000493968j 0.000210801+0.00227014j -0.000285361-0.00108995j 0.000564287+0.00137038j 0.00078995+0.000780195j 0.000405862-0.00045403j -0.000745025-0.00118253j -0.00214662-0.00215929j -0.00116855+0.00125854j -0.00177115-0.0013139j 0.00185763-0.000153968j 0.00262872+0.0041185j -0.000901715-0.00244011j -0.00063951-0.00484704j -0.00510172+0.00473609j -0.000343367-0.00117237j 0.000850445+0.00339741j -0.00133175-0.00168858j 0.00433116+0.0039586j -0.00100786-0.000417356j 0.00247583+0.00361258j -0.000508494-0.000758386j 0.000321633+0.00375033j 0.000212191+0.00373286j -0.000348432+0.000662083j -0.00134122+0.00180811j -0.00604179-0.00395256j -0.00478872+0.00344644j -0.00333217+0.000118214j 0.00593591-0.00929424j -2.65949e-05-0.00819911j 0.00693124+0.0163394j 0.00279158-0.00110069j 0.00083912+0.004465j -0.000537242+0.0167734j -0.00488318-0.000661955j 0.00088734+0.0140948j 0.00167263+0.00318063j -0.00110858+0.00445529j -0.00301213+0.00663935j 0.0139932-0.0120616j 0.00242341-0.0110395j -0.00189757-0.00546907j -0.00503879+0.0073483j -0.00215963-0.00501596j 0.00426556+0.00383858j 0.0038525-0.0103707j -0.00638674+0.00268297j -0.00732349+0.0104578j -0.00158456+0.00015547j 
0.00471418+0.00187555j -0.000687041+0.00161356j 0.00226901+0.00274046j -0.00108654+0.00494104j -0.00257934-0.000939892j 0.00179032-0.00388702j 0.00218932+0.00371392j -0.000573451+0.00343417j -0.000708475+0.000647008j 0.00185805-0.000743116j -1.22423e-05+0.000984324j 0.00567686+0.00408084j 0.000797425+0.00188244j -1.54161e-05+0.00546071j 0.000464592-0.00109971j 0.00169142+0.00118316j -0.00145095-0.000395676j 0.000381126-0.000957543j -0.00161193-0.00314422j 0.000470571-0.000831078j -0.00415948+0.00271114j -0.00347179-0.00122695j 0.00237618-0.00148935j -0.00501981-0.00780427j -0.00280306-0.000761055j 9.32747e-05+0.00407736j -0.000956189+1.65201e-06j 0.0023818+0.00105543j -0.000137963+0.00256741j -0.000440139+0.00130263j -0.00428066-0.00036963j -0.000271942+0.00136179j 0.000180668+0.00202721j -0.00306871+0.000335697j 0.00312094+0.00224459j -0.000158524-0.000780546j 0.00655754-0.00119211j 0.000173677+0.00139009j 0.00029181+0.00131144j 0.00533057-0.00396868j -0.00282712-0.000728798j 0.00326591+0.00108144j -0.002397-0.00595355j 0.00132684-0.00351719j 0.0070939-0.00568919j -0.00364361+0.00433695j -0.00446042+0.00502616j -0.00845133-0.00445952j 0.00272805+0.000147921j -0.00167904-0.0135991j -0.000247887-0.00405105j 0.00224999-0.00678996j 0.00724824+0.007024j -0.00139073+0.00394093j 0.00304592+0.00295607j 0.000842496+0.0187237j 0.00788032-0.00880112j 0.00107083-0.000344418j -0.00749253+0.0026688j -0.00219479+8.12442e-05j 0.0026224+0.00442308j -0.00927482+0.010478j 0.0022938-0.0039012j 0.0082684-0.0039259j -0.00224613-0.00509706j 0.00895334-0.00310242j 0.00888515-0.00116294j 0.00636937-0.00374833j -0.000698296+0.000410877j 0.00285581-0.00894239j 
2.68103e-06+0.00273905j -0.000811134+0.000386626j -0.0032757+0.00234151j -0.000320039-0.00375736j -0.00276933+0.000395104j 0.000255608+0.00421321j 0.00122074-0.00107044j -0.00217684-0.0006294j -0.0030529-0.00074034j 0.000524649+0.00236485j -0.00341921+0.000778994j 0.000597306+0.00011543j 0.00482617-0.00251991j 0.000990021-0.00151158j -0.00561604+0.00284827j -0.00630195+0.0057804j -0.0023881-0.000238436j 0.0105669-0.00461755j -0.0064997+0.00270087j -0.000148993-0.00331202j -2.04868e-05-0.00122317j 0.00158946+0.000373339j -0.00239091+0.00272197j -0.00350663+0.00318864j -0.0015741-0.00154201j -0.00186572-0.00036105j 0.000445236-0.00192346j 0.00410743-0.00308899j -0.000384235+0.0025832j -0.00208461-0.00147145j 0.00842662-0.00795738j -0.00513914+0.00118507j 2.51275e-05-0.000294038j -0.0036051+0.00212554j 0.00322753+3.02388e-05j 0.00357054-0.00122239j 0.0110453+0.000602887j 0.0122003-0.00547634j 0.00448037-3.4046e-05j 0.00148412+0.00424434j -0.000841787-0.00328634j 0.00697461+0.002238j 0.0171056+0.000293355j -0.00544305+0.00433434j 0.00888652+0.00247253j -0.00386263+0.00242554j 0.00479142-0.00385387j 0.00660866-0.000882156j -0.00553016+0.00129788j 0.00974191+0.00123704j -0.00191579-0.000165421j -0.00695567+0.000768919j -0.00321949+0.0022448j -0.0087408-0.00105747j -0.00101067-0.00100426j 0.00812417+0.00484109j -0.00446516+0.00529292j 0.0130054+0.00669806j -0.00447425+0.000454803j 0.000413571-0.0017513j -4.43007e-05-0.000951153j 0.00704806+0.00261781j 0.0049694+0.00417571j -0.00659182-0.000797923j 0.000658331-0.00456561j 0.00369045-0.000894552j -0.00566022+0.00248643j 0.000705742+0.00513963j 0.000736305+0.000739164j 0.00254336-0.00173195j 
