-0.00398731+0.00364871j 0.00780719-0.000908748j 0.00307531+0.00226377j -0.0129748+0.00428507j 0.00901683+0.000176958j 0.00685129-0.00410938j -0.0049369+0.00309312j -0.0101867-0.000430528j 0.00122198+0.000243275j 0.00222059-0.00183977j -0.00640227+0.00285863j -0.000487292-0.00177268j -0.00162501-0.000988707j -0.00445097-0.00231009j -0.00193144+0.000936163j -0.00889424+0.00222339j 0.00795802-0.00142963j 0.000914301+0.000635813j 0.000507596-0.000550042j 0.00109143-0.00373586j -0.00169122+0.000455866j -0.00449046+0.0012517j 0.000931783+0.00113753j -0.00738497+0.00315953j -0.000773959+0.000282462j 0.00790308-0.0033103j 0.0108075-0.00189731j -0.000703869+0.00117397j -0.007745+0.00270882j 0.00587948+0.000529142j 0.00769552-0.00493697j -0.00319576-0.00399376j -0.00278926-0.00237684j 0.0100836-0.00181526j -0.000556028-0.00308192j -0.0025361+0.00249992j 0.00743009-0.00147235j -0.00966085+0.000950459j 0.00656396-0.00716271j 0.00657681-0.000499051j 0.00607012-0.00145993j 0.00327362-0.00102991j -0.00253191+9.21015e-05j 0.00298436+1.4972e-05j -0.00654483+0.000496082j 0.00573152-0.00361447j -0.00892234+0.00418493j -0.00528147-0.000270074j 0.00123547-0.0019959j -0.00448031-0.00469892j -0.00288641+0.00158658j -0.00623557-0.00336353j -0.0102094-0.001849j 0.00755636+0.00138115j 0.00266229+0.00270885j -0.00433929-0.000672044j 0.00103822+0.00401216j 0.00550211+0.00332737j 0.00101309+0.00366076j -0.00519377-0.00147772j -0.0100467-0.00254122j 0.00619141+0.0045992j -0.000259187-0.00485859j 0.00129237-0.00120091j 0.0043858-0.00279381j 0.00335578+0.0014657j 0.00122135-0.00605771j -0.0143154-0.0088571j -0.00522928+0.00174893j -0.00925945-0.00793438j 
-0.00105287+0.00200556j 3.9047e-05-0.00124284j -0.000460765-0.00123656j 0.000982103+0.00133066j -0.000629994-0.000529612j 6.23823e-05-0.00755162j 0.000110662+0.000577149j 0.000415097-0.00150091j 0.00186705-0.00286443j -0.000666368-0.00744837j -0.00206187-0.01039j 0.00148468+0.00210467j -0.00195144+0.00252645j -0.00133997+0.00299449j -0.000362629+0.00352331j 0.00351937+0.00320353j 0.00371061-0.0133887j -0.00151732-0.00382302j -0.000161236-0.0028556j 0.0110399-0.00868588j 0.00292947+0.000740135j -0.00281083-0.00180874j 0.000777708-0.00534119j -0.00129172-0.000357308j 0.00031951+0.0027633j 0.00714604-0.0067446j -0.00775304+0.0109134j 0.00146627-0.00321331j 0.00348819-0.0127334j 0.000425057-0.00577984j 0.00379643+1.22596e-05j -0.00182839-0.00345302j -0.00256723-0.00224645j 0.000766902-0.00324072j -0.0045374-0.00627993j 0.007792-0.00943354j 0.00341512-0.00292684j 0.00687686-0.0104163j 0.00224972-0.00180874j 0.00311286+0.00304908j 0.00184623-0.00268187j 0.00343829+0.00174034j 0.00275612-7.03709e-05j 0.00370917-0.000371702j 0.0060129-0.00714007j -0.00152467+0.00215601j -0.000129321+0.00237346j -0.000594+0.00278474j -0.00457211+0.00318276j -0.000833768+0.00132005j 0.00562546-0.00262312j 0.000544957-0.000617777j 0.000815166+0.000828366j -0.000615152-0.000473994j 0.00464614-0.00289318j -0.00173467+0.00379326j -0.00175011+0.00361934j -0.00135776-0.00242499j 0.00389666-0.00010757j -0.00332053+0.00458837j 0.00105996-0.00140549j 1.81027e-05+0.000138736j 0.00021337-0.00157716j 0.000184514-0.00195931j -0.00245096+0.00344496j 0.000866069+0.00129291j 0.00111388-0.00060475j 0.000309944-0.000151481j 0.000583148+0.000792737j 0.00123017-0.000545876j 
0.000144391-0.000588524j -0.000184998-0.00348968j 0.000200109+0.00227364j -0.000338191+0.00827575j -0.00351111+0.00504545j 0.000535093+0.000617539j 0.0012917+2.71474e-06j -0.00158398-0.00256754j -0.0001649-0.00624374j -0.00281731-0.00010052j -0.00254797+0.00597932j 0.00235748+0.00227337j -0.00182798+0.00822247j 0.00101427-0.00111552j -0.000721033+0.0036819j -0.000419937+0.00972463j 0.00305777-0.00372877j 5.1569e-05+0.00216016j 0.00242153-0.011326j -0.000957587+0.010027j 0.000414733+0.00382071j -0.000675164+0.0043248j -0.00939136+0.0164776j -0.00762279+0.00765228j -0.000792993+0.0119889j -0.00307243+0.00246071j 0.00235317-0.00111193j 0.0013264-0.00132712j -0.000493213-0.00388739j 8.68028e-05-0.00235312j -0.00951224+0.00857693j -0.00028037+0.0067464j 0.00289003-0.00500363j -0.00103269+0.00644084j 0.002731+0.000875355j -0.00265795+0.00616367j -0.00663948+0.0105985j -0.00301835+0.00068499j 0.00327834-0.00583945j -0.00175612+0.00272517j -0.0020928+0.000316942j -0.000989648+0.00444301j 0.00179933-0.00155916j -0.00174712+0.00403668j -0.00206072-0.00440269j -0.00239629+0.00329826j -0.00235811+0.00267024j -0.00141001+0.0020416j -0.00589956+0.00312366j 0.00188352-0.000795249j 0.00614644-0.00115743j -0.00117975-0.00112261j 0.000853772+0.000265798j 0.00281049-0.00262773j -0.00332066+0.00283788j 0.0021552-0.00237975j -0.000962057+0.000219471j -0.00372555+0.000413193j 0.00487103-0.00254821j 0.00353916-0.00214712j -0.000526121-0.00222086j 0.00495241-0.00397952j -0.000781006-0.000184956j -0.000191768-0.00305281j -0.000163178+0.00126905j 0.00393145+0.000139994j -0.00168371+0.000795076j 0.00303675-0.00121356j -0.00157596+0.00148596j 0.00108152-0.00138377j 
-0.00109074+0.000533714j 0.00100729-0.00137622j -7.11463e-05-0.00108801j -0.000586143-0.00130688j 0.00286096-0.000557667j 0.00216619-0.000351542j -0.00373143+0.0022303j 0.00170242-1.84673e-05j -4.18288e-05-0.0010164j 0.000196733-0.00012937j 0.00274122+0.00085537j -0.00423632+0.00260713j -0.00207103+0.0039099j -0.00262779-0.00467086j 0.00802974+0.00488161j -0.000388543+0.00029245j -0.0102843+0.000575303j -0.0047533-0.00301523j 0.00699238+0.00356701j 0.00305767+0.00790283j 0.00293115-0.00175967j 0.00650862+0.00432716j -0.0060504+0.00167476j -0.00264299+0.00336315j -0.0129601-0.00288372j 0.00722729+0.00173449j 0.000611329+0.00314911j -0.000226292+0.00513555j 0.00734433+0.00693073j -0.00716517-0.00385225j -0.00957895+0.00730792j -0.0256295-0.00864546j -0.00275206+0.00654559j -0.00356655+0.00207926j 0.00205666-0.00196333j -3.27181e-05+0.00180737j -0.00873626-0.00261823j -0.00413643-0.00556465j 0.0126537+0.000684207j 0.00587782+0.00230713j 0.00743663+0.00125912j -0.00534644+0.000673554j 0.008647+0.000422245j 0.000324558-0.00211169j 0.00637709+0.00660672j 0.00218745+0.00140252j -0.00117194+0.00100415j -0.00110651-0.00317569j 0.00324606-0.000497232j -0.00204386-0.00460214j -0.00427034-0.00533529j -0.00493786-0.00260786j 0.00096492+0.00125171j -0.00300098-0.00184935j 0.000327104-0.00138335j 0.00433838+0.00232703j -0.00254113-0.00210284j -0.00266737-0.000572721j -0.000373527-0.00158725j 0.000755065-0.00365871j -0.00193543-0.00231609j -6.53625e-05+0.000580654j -0.000133537-0.000191793j 0.00135034+0.00312695j -0.00290983-0.00244163j -0.00235624-0.00160354j 0.000120881-0.000513961j -0.00145731+0.000824678j -0.000515384-0.000101504j 0.00201189+0.00132072j 
0.000882647-0.000700123j 0.000894259-0.00130671j 0.00201102-0.000523485j 0.000674842+0.00107185j -0.00105513+0.000405924j 0.000545671-0.000761122j 0.00121594+0.00154095j 0.000233211-0.00180839j -0.00118752-0.00223967j -0.00385711-0.000611805j 0.00339448-0.00122534j 0.00183501+0.00437075j -0.00330892+0.00255828j -0.00821718+0.00264242j 0.00303212+0.00245398j 0.00124571+0.000154479j 0.00920613+0.000516537j -0.000719138+3.68402e-05j -0.00324418+0.000362372j -0.0123467+0.00360859j -0.00484176+0.00212977j 0.006336+4.45901e-05j -0.00327664+0.00451988j -0.006479-0.00246515j 0.00116636+0.00591554j 0.00406507-0.00351899j -0.0119217-0.00221278j 0.0105919+9.04835e-05j 0.00173835-0.0064355j 0.00169043-0.0012035j -0.00363562-0.0020756j 0.0029219+0.00694276j -0.01131-0.00390672j 0.00566947+0.00105906j 0.00582606+0.00649752j 0.0026005+0.00226453j -0.00211724+0.00395165j 0.0102601+0.00766486j 0.00550991-0.00360935j -0.00182612-0.00188332j 0.00131118-0.00266444j -0.00133561+0.00305505j -0.00794209-0.00736803j -0.00189502-3.96145e-05j 0.00420799-0.00191513j -0.00563543-0.00231494j -0.00625522-0.000644417j -0.00681862-0.00124259j -0.000274178+0.000863606j 0.00624405+0.00223708j 0.000273079-6.16665e-05j -0.00173449-0.000190999j -0.00501428-0.00169562j 0.00347067+0.00137542j -0.00451227-0.00515363j -0.000364396+0.00214803j -0.00329126-0.000973165j -0.00133171-0.000493144j -0.00106119-0.00187036j -0.00273782-0.00254643j -0.00363829-0.00249762j 9.38064e-05-0.00235137j 0.00128828+0.00142263j 0.000490778-0.00101669j -0.00305383-0.000734234j -0.00161582+0.000680819j 0.000912638+0.00121686j -0.000553839-0.00134199j -0.00198506-0.000823891j -0.000195641-0.00138082j 
-0.000146966-0.00128605j -0.000837178+0.00159444j -0.00276552+0.000889503j 0.000672403+0.000582689j -0.00446936-0.000939471j 0.000523404+0.00295619j 0.000492296-0.00159918j 0.00135723+0.00180372j -0.00587445+0.00181758j -0.00182965+0.0033202j 0.00376055-0.000628574j 0.00309977+0.00216872j -0.00937485-0.00921972j 0.00285847+0.00464722j 0.0122958-0.0103423j 0.0073013-0.00118595j -0.00977191+0.000351084j -0.00418+0.000471607j -0.00602046-0.00830261j 0.00170041-0.0069637j 0.00697995-0.000294115j 0.00352822-0.0056777j 0.00293353-0.00526064j 0.00427276+0.00759886j 0.00524508+0.00081099j 0.00452011+0.000149598j 0.00222019+0.00128041j 0.0104701-0.00859846j -0.0130658-0.0115046j -0.011939-0.00214878j -0.00138465-0.00341418j -0.00455044+0.00572795j -0.00397153-0.00836566j 0.00851394+0.00229255j -0.00179236+0.00577321j -0.00162838-0.000389769j 0.00978638+0.0047685j -0.0031722-0.000853861j 0.00150481-0.000531221j 0.011525-0.00288848j -0.00107943+0.000689123j 0.00435724+0.0056276j -0.00262147+0.00146371j 0.00191266+0.00130324j 0.00143312+0.00309874j 0.00440461-0.000281267j 0.00285394+0.00470324j 0.00159435-0.00431016j 0.0038098-0.0037445j -0.00548518-0.00348782j -0.00213975-0.000242846j -0.00442408-0.00206952j 0.000309167-0.00270263j -0.000825792-0.00170845j -0.00544518-0.0025044j 0.00469231+0.00284392j -0.00366478-0.00324344j -0.0036631-0.00693831j -0.00189463+0.001465j -0.00361875-0.00137548j -0.00319969-0.0026542j -8.38993e-05-0.00299561j 1.50435e-05-0.0024852j 0.00108316-0.00231065j 0.00125315-0.000929972j 0.00203437+0.00211416j -0.00321972-0.00323447j 0.00139723+0.00145769j -8.26467e-05+0.000341711j -0.000639148+0.000187747j 
0.000100722-0.00017848j 0.000962854-0.000241477j 0.00302541+0.00293178j -0.000968508+0.00512872j 0.00289346+0.00734415j 2.6606e-05-0.000961873j -0.00234121-0.00557026j -0.00100647-0.000201779j 0.00454836-0.000683799j -0.00109803+0.00146297j -0.00397915+0.00569769j -0.00429969+0.00164699j 0.0023625-0.00681728j -0.000469573+0.0128693j -0.00028111-0.00251471j -0.00627509-0.00329789j -0.00311148-0.00460363j -0.00541011+0.0117405j 0.0143773-0.00493021j -0.0052992-0.0122518j -0.00414561-0.00329449j 0.00319013-0.00573994j -0.00800687-0.00163385j -0.0122171+0.00617689j -0.0100852-0.00141711j 0.00171293-0.00104524j 0.00561971+0.0043241j 0.00299226-0.00742171j 0.00875281-0.0032422j 0.000278003+0.00361539j 0.000367257-0.00949125j -0.0154244+0.00520404j 0.00546804+0.00809362j -0.0116107-0.00122226j -0.00142172-0.000296443j 0.000196968-0.0068818j -0.0119244-0.00450092j -0.00602233+5.4601e-06j 0.00129584+0.00589072j -0.00123661-0.00601803j 0.000506549+0.00173914j -0.010072-0.000647849j -0.00482547+0.00566006j -0.0100061+0.000414204j -0.00166162+0.00410031j -0.00363433+0.00243931j -0.0022446-0.0021427j -0.00123263-0.000353147j 0.00238034+0.00108218j 0.00692471-0.0016916j -0.00166376-0.00333726j -0.000241702-0.00192487j 0.0027921-0.00236807j 0.00182354-0.000904399j -0.00101043+0.00111792j -0.000866158+0.000972376j 0.00180117+0.00260991j 0.00141042+0.00293603j 0.00218436-0.00277923j 0.00391768+0.00203681j 0.000461515+0.000858608j 0.00292325-0.000189112j 0.000497363-9.74041e-05j -0.000857745+0.00311742j -0.000867071+0.000245087j 0.000361401-0.00423211j 0.00118021+0.0031645j 0.00124459-0.00343434j -0.000206984-0.000710966j 0.000422881+0.000479461j 
0.00112506-0.000323131j -0.00172635+0.00076816j -0.000528002+0.00061202j 0.000422429+0.000163381j -3.31995e-05+0.000187877j 0.000558732+6.26237e-05j 0.00202+0.00124738j -0.000248949-0.00115908j 0.00171579+0.00360972j 0.00669643+0.000880156j -0.00129799-0.00333546j 0.00996731-0.00310999j -0.00103924+0.00701441j 0.000247739+0.00186557j -0.00162842+0.00182472j -0.0063895+5.36101e-05j -0.0158823-1.38657e-05j 0.00501877-0.00174978j 0.00434412+0.00145678j -0.0104918+0.00482058j -0.00718504-0.000519725j -0.0025117+0.00193743j -0.00884159+0.000367722j 0.00953759+0.000872284j -0.00477766-0.00896736j -1.3261e-06-0.00372189j 0.00779552+0.00718919j -0.00171439-0.0029048j -0.00486311+0.0084292j -0.00551609-0.00382495j 0.000273778+0.00319463j 0.00448871-0.00757909j 0.00791415+0.009611j 0.00302074-0.00392963j 0.00202674+0.0107742j -0.0101114-0.00397883j -0.00605875-0.0109639j -0.0069056-0.0127246j -0.00467611-1.17543e-05j -0.0112554-0.00449615j 0.000457258+0.000225331j 0.0034594-0.00183782j -0.00326017-0.000544114j -0.00349399-0.00453613j 0.00418904+0.000601798j 0.00225898+0.00117288j 0.00284439-0.00189782j -0.00537424+0.000576847j -0.00289375-0.00064876j -0.0020977-0.00344428j -0.0020612-0.00289666j -0.00453723-0.00340144j -0.00695566-0.00410513j -0.00137598-0.0042718j -0.00115834+0.00331473j -0.00371209-0.0031279j -0.000442492+0.0014894j -0.000849991+0.00124337j 0.000255228+0.00109641j -0.0033593-0.00096269j 0.0021092+0.00463966j -0.0019986-0.000116473j 8.07417e-05+0.000983762j 4.44892e-05-8.01963e-05j 0.000770703+0.000898907j 0.00131077+0.000935798j -0.00124551-8.2808e-05j 0.0014916+0.00100797j 0.000130993+0.000617062j -0.00184463-0.00193399j 
-0.00213239+0.00199175j -0.00195538-0.00191819j 0.00141223-7.87931e-05j 0.00437352-0.00220393j -0.00286256-0.00562107j -0.000250293+0.00352986j 0.00681952+0.0055141j -0.00073324+0.00646589j 0.00345242+0.0024322j -0.00694547-0.00719827j -0.00799707-0.0016005j -0.00195927+0.000839554j -0.0119265-0.000600246j -0.00222473-0.00523554j 0.00038481-0.00889574j -0.00292622+0.00078312j -0.0065569-0.00457585j -0.00536054-0.00977751j -0.00528041-0.0023212j -0.00926265+0.00224768j -0.00414487+0.00399076j -0.00208688+0.00310194j -0.0125295-0.00366305j -0.0122822+0.0038266j -0.00500232+0.00136149j -0.00466399-0.000985765j -0.000737391+0.00361731j -0.00587155-0.00429968j -0.00579793-0.0103504j -0.00234122-0.0105574j -0.00345029-0.00133562j -0.00208446-0.00988116j -0.00369848-0.0099568j -0.00706806-0.000244552j -0.000919909+0.00409893j -0.0099486-0.00101564j -0.00552444-0.00305687j 0.000885527-0.00961977j 0.00659759-0.000850166j -0.000431849-0.0058609j -0.000773978+0.00245133j -0.000866302-0.00354187j 0.000495066-0.0017802j -0.000682201+0.000195432j -0.00312491-0.000800562j -0.000742049+0.00111636j -0.00114263+0.00214399j -0.00129692-0.000132575j -0.000744056-0.000139635j 0.00263968+0.00493966j -0.0019828+0.00178178j -0.000412873+0.0026408j 0.000881133-0.000599045j 0.00051402+0.00150407j -0.00176519-0.0070324j 0.00336435+0.000754912j 0.00422194+0.00168804j 0.000174166-0.00863717j 0.000636148+0.0035487j 0.00132436+0.0012261j -0.00202657-0.00590712j -0.000557309+0.000523182j -0.000303889+0.00101003j -0.00212873-0.00636519j 0.00321518+0.000882j -0.00142884+0.00321678j 0.00320129+0.00380833j -0.00221576-0.00190347j 0.000485042+0.00298551j 0.000829596-0.00262202j 
0.00208061+0.00583819j -0.000100812+0.0014523j 0.00068132+0.00240398j 0.000516042-0.00630554j 0.00761646+0.00288303j 0.00108422-0.0015447j 0.000165662+0.00191351j -0.000236772+0.00713212j -0.00168974+0.00978104j -0.000195536+0.00350052j 0.00601575+0.00795416j 0.00310403+0.00217503j 0.00420205+0.0092983j -0.000525974+0.00285028j 0.00341516-0.0159893j 0.00160056+0.0036982j 0.000865984+0.000985168j 0.0113759+0.000358958j -0.0040211-0.00385961j 0.00263102+0.00100437j -0.000808553+0.000408114j -0.00314899+0.00368373j 0.0134093+0.00819484j 0.00211045+0.0173259j 0.00470257+0.00803981j -0.000694086+0.00208557j -0.00338175+0.0026679j 0.000754729-0.00428526j 0.00155627+0.000552998j 0.00526584+0.00239499j 0.000355587+0.00744466j 0.00568913+0.00311498j -0.000929469+0.00334899j 0.00226648+0.0032521j 0.00222433-0.000127326j 0.00335682+0.00284549j 0.00843963+0.00113306j 0.00636201+0.00564497j -0.00125088+3.266e-06j -1.89073e-05-3.41381e-05j -0.00153628-0.000965723j 0.00461644+0.00173953j -0.00311174-0.000232271j 0.00191545-0.000712839j -0.00263314+0.00178824j 0.000620865-0.000333372j 0.00192923-0.00145073j -0.000187358+0.00107641j 0.00198977+0.000964071j -0.000614218-0.00464963j -0.0013498+0.00054065j -0.00147739+0.00476599j 0.000787217-0.00489595j -0.0014704+0.000928628j 0.00229398+0.00294077j 0.00189755-0.00435315j 0.00104369-0.00161444j -0.000532736+0.00414161j -0.0025225-0.00463248j -0.000174966-0.00240236j -0.00164694+0.00306028j -0.00461929+0.00233126j 0.000792494+0.000623027j -0.00330351+0.00646928j 0.00103325-0.00228914j -0.00134135-0.00249157j 0.00141556-0.000460063j -0.00188914-2.44734e-05j 0.00209006-0.00313006j 0.000919484-0.00266629j 
0.000969581-0.00291041j -7.33246e-05+0.000494388j 0.000425919-0.00277004j 0.000684371+0.0014234j -0.00163799+0.000419471j -0.00494553+0.00065145j -0.0030768-0.00149924j -0.000271679-0.00832298j -0.000679604-0.000461254j -0.00450009+0.00470387j -0.000323016+0.00151117j 0.0013757+0.00730922j -0.000478884+0.00222739j 0.00447181+0.00280133j -0.00833423+0.00600962j 0.00354357-0.00307763j -0.0014726-0.00312727j -0.00313383+0.00193519j -0.0055236+0.0070726j -0.00581332-0.00637101j 0.00393893-0.00158005j -0.000213386+0.000188046j -0.0010117-0.000560643j 0.00530921+0.00431086j 0.0119706-0.00740043j -0.00132598-0.00240864j 0.00124426+0.00583609j -0.00558904+0.00104346j -0.0153745+0.0016141j 4.85934e-05-0.000108995j -0.00334444-0.00394466j 0.00548207-0.000688226j -0.0131823+0.0085872j 0.000402811+0.00226025j -0.00114024-1.42785e-05j 0.000343593-0.00674837j 0.00603674-0.00462115j 0.00393185-0.000901721j -0.000230837-0.000638487j 0.00238923-0.00260932j -0.000728866-0.000602958j 0.000616709+0.000197184j 0.00213913-0.000404248j 0.00293209-0.00221964j -0.00319352-0.000226262j -0.00122377+0.00194213j 2.16101e-05+0.00250424j 0.00286887-0.00128998j 0.00221815+0.00100521j 0.00339997-0.00148926j 0.00217256-0.00402765j 0.00487392-0.00270887j -0.000514181+0.000255273j 0.00338057-0.00148767j -0.0054965+0.000178446j 0.0016675+0.00117743j -0.000829135+0.00185475j -0.0017051-0.000161026j -0.000394165-0.00119963j 0.00328335+0.00078458j -0.00399815+0.000928328j 0.000824575-0.0019169j -0.00240438+9.9139e-05j 0.000177038-0.00123527j 0.000351926+0.00173288j 0.000203367-5.54066e-05j -0.000400799-0.00158781j -0.00105843-0.0004002j -0.00105621-0.000414589j -0.0010974+0.000655103j 
0.000301965-0.00183153j -0.000497175+0.00509538j 0.00114822-0.00307958j 0.0018005+0.00117483j -0.00269274-0.00445322j -0.00142681+0.00183227j -0.000157464-0.00129589j -0.00394706-0.0110587j 0.0045886+0.0104812j -0.00245409-0.00545986j 0.00204163+0.00628826j -0.00231485+0.00946332j 0.00504337+0.00346865j -0.00393407+0.00780667j -0.00472569-0.00230619j -0.000770568+0.00976352j -0.0053946+0.0169768j -0.00373768-0.00811734j 0.00164687-0.00697259j 0.00895214-0.00548246j -0.00213364+0.0073846j 0.0040461+0.00296899j -0.00407935+0.0124737j 0.00187353+0.00980848j 0.00487764+0.00141038j -0.000998855-0.00408304j 0.00351604-0.000707351j -0.00110562+0.00386428j 0.00203088-0.00644099j -0.00279461-0.00111678j 0.00640346+0.000530763j -0.00507117+0.00118341j -0.00114822+0.000829005j -0.00649172+0.00793269j 0.0061883+0.000724837j 0.000524703-0.000387726j -0.0012895+0.000490557j -0.00904051+0.00635243j -0.00105152+0.00175049j -0.000384413+0.00331743j 0.00222499-0.00133287j -0.00389486+0.00105042j 0.00223017-0.00517141j -0.000977446+0.00112578j 0.0010484-0.00322634j 0.000483087-0.000768345j -0.00277259+0.000842513j 0.00261416+0.000124949j 0.00245209+0.000592094j -0.000994958+0.00199675j -0.0020804-0.000587611j 0.0025693+0.00137189j -0.00240672+0.00342467j -0.00011197-0.000667899j -0.00176969+0.000238152j -0.0036573+0.00252571j -0.00124407+0.00331583j 0.00302395-0.00213645j -0.00181692+0.00119541j -0.00137828+0.000493204j 0.000195688-0.00152045j 0.000577491+0.000675114j -0.00134841+0.00224824j 0.00213259-0.0020835j 0.000914124-0.000102046j -0.000707172+8.67073e-06j 0.00164079+0.000422803j 0.00056452-0.00170422j 0.00104103-0.000551048j -0.0025187+0.000509667j 
-0.00292109-0.00185994j -0.000683123+0.000368665j 0.00133505+0.00078772j 0.000438921+0.00350424j -0.0023179-0.000450497j 0.00941935+0.00398135j 0.00288455-0.000642059j -0.000993004-0.000156982j 0.00228627+0.00876301j 0.00751867-0.00136127j 0.00905217-0.000660071j -0.00269966+0.001483j -0.000750469-0.00284355j -0.0088664-0.00223572j -0.00244163-0.00137386j -0.00297094+0.000374361j 0.00421799-0.00403954j -0.00202926-0.00565085j 0.00546097+0.00106384j 0.0173403+0.00576584j -0.000457597+0.00131042j 0.00581339-0.00111992j 0.00145901-0.00516923j -0.00387195+0.00290068j 0.000581406-0.00920424j 0.00538346+0.0053929j -0.00893228-0.000370409j 0.00446252-0.000842838j 0.0119026+0.00409439j 0.000691741-0.00794428j 0.00495678+0.0061089j -0.000118467-0.0140883j 0.000285695+0.00333763j -0.000105461-0.00301709j 0.00176943-0.00352337j 0.0111783+0.00368847j 0.00531739-0.00878772j 0.00620139-0.00548795j -0.00208855+0.0025774j 0.00206332-0.0018064j 0.00303633+0.00658654j -0.00221846-0.00106738j -0.000690934-0.000297512j 0.00114357+0.00151531j 0.00244158+0.00501967j -0.00126985+0.00156437j -0.000236495+0.000277136j -0.000536994-0.00221264j -0.00212873-0.00481883j -0.00100388+0.000723325j 0.00237455+0.00243219j 0.00158723-0.00230032j 0.0026893+0.000117879j 0.00168056-0.00406706j 0.00252645+0.00538685j -0.00480182-0.00403723j -0.00399139-0.000570644j 0.00302426-0.00192519j -0.000305675+0.00490366j -0.00429336-0.00549379j 0.00119036-0.000511749j -3.96573e-05-0.000604496j 0.000711047+0.00190302j 0.000595511-0.00244443j -0.00159327-0.00306889j 0.000299236+0.000379736j -0.000299472+0.00366135j 0.00195585-0.000755717j -0.000318066+0.00270052j -0.000258963+0.000677439j 
-0.00162854-0.000365848j 0.00354107+0.000931626j 0.00124389-0.000630643j -0.00127329-0.000778285j 0.00123348+0.000369732j 0.00500613+0.000723782j -0.00661066-0.00189322j 0.00413771-0.00219931j 0.00343824+0.00328534j 0.00564162-0.00274606j 0.00409486+0.00148322j -0.00318563+0.002307j -0.0170067+0.00222018j 0.00976578-0.00325195j -0.0147363-0.00597476j -0.00799582+0.00118932j 0.00279412+0.00967162j 0.00720145+0.00176095j -0.00371923-0.000718474j -0.0107033+0.0035429j -0.0024181+0.000308383j -0.0100955-0.000850021j -0.0117176-0.00286863j 0.00182025+0.000853434j -0.00534279-0.00132852j 0.00135138+0.000907609j -0.00276427-0.00814623j -0.0110069-0.00641654j -0.00415404+0.005696j 0.00448214+0.00419691j -0.013559-0.0044989j 0.00577601+0.00303026j -0.00268083-0.00353442j -0.00380594+0.00199455j 0.00597297+0.00103523j -0.00139358+0.00457897j 0.000295505-0.00348801j 0.00258627+0.00639697j 0.00506488+0.00354354j -0.00613347-0.00451914j 0.00325831+0.00390886j -3.90295e-06+0.00247445j 0.0084188+0.00813322j 0.00232549+0.00579472j 0.00652324+0.00383077j -0.000241888-0.00128922j 0.00034819-0.000840869j -0.00188052-0.00334853j -0.00379867-0.00725133j -0.00291736+0.00176711j 0.00174178+0.00472074j 0.000508594+0.00117028j -0.00272214-0.000156465j 0.000136669+0.000720124j 8.24118e-05+0.00363337j 0.00101856-0.000963796j -0.00228344-0.00173687j -0.00200938-0.0012835j 0.00118876+0.00357487j 0.00112651+0.000470651j 0.00129633+0.000367218j -0.000685255+0.000656675j -0.00162814-0.00139869j 0.00131383+0.000696573j -0.00183196-0.00341016j -0.000299847-0.000528311j -0.000643081+0.000329952j -0.000409244-0.000194612j -0.000179511-0.00120636j 0.00111141+0.00308552j 
-0.000658203-0.00208299j -0.00405765-0.00230403j 0.00439564+0.000715478j 0.00455354+0.00437978j -0.0044079+0.00245424j 0.00559+0.00315404j 0.00840357-0.00225304j 0.00178082+0.00341039j 0.00481734-0.00644422j -0.00505186+0.00465337j 0.0028543+0.00227815j 0.000354776-0.00290513j 0.00323753+0.00207776j -0.0041446-0.00380684j -0.00806977+0.00531044j 0.00537341+0.000680474j 0.00252091+0.000427513j -0.0118596+0.00327041j -0.00679303+0.00102525j 0.00763323+0.0129634j 0.00379578+0.00382563j 0.00960556-0.0011878j 0.00409742+0.00858692j 0.0055001+0.00491192j 0.00441488+0.000757229j -0.000713494+0.00522094j 0.0032991-0.00321565j -0.00523086+0.00338916j -0.00412156+0.00495913j -0.00791433-0.00075563j 0.00663445+0.00641444j -0.00497038-0.00344778j -0.00424554-0.00135192j 0.00257207+0.0017669j 0.00357858-0.00377771j 0.00229583+0.0107374j -0.00322484+0.0053002j -0.00316485-0.000141817j 0.000793227-0.00415091j -0.00305503+0.000884503j 0.000918805+0.00315624j -0.00270573+0.000293971j -0.003114-0.00233637j -0.00144249+0.00359433j -0.00240474+0.00188836j -0.00026122+0.00219968j 0.00124053+9.08863e-06j -0.0012254+0.00293459j -0.0018693+0.00135664j 0.00393604-0.000638929j 0.000520607+0.0021454j 0.00215947+0.00196612j 0.0011037-0.000357043j 0.00170978-0.00229034j -0.00217209+0.00326755j -0.00277282-0.00332518j 0.00248951-0.000836757j -0.00307199-0.00216621j 0.0027516+0.00045336j 8.97917e-05-0.00462637j -0.00481528-0.0016987j 0.00159855-0.00321237j 0.000243093+0.00232397j -0.00375024-0.00456709j 0.000633352-0.000608859j 0.00155575-0.000155426j 0.00276793+0.00448787j -0.000486587-0.00294105j 0.000299015+0.00460474j -0.00221744-0.00251155j 
