-0.112399+0.257969j -0.261712-0.103802j -0.0814948-0.210946j 0.169108-0.0519875j -0.0524763-0.102085j 0.113068-0.0857397j 0.201007+0.0738545j -0.0637957+0.143182j -0.00752052+0.0149059j 0.181932-0.0739367j -0.0663092+0.0152003j -0.0182424+0.0608261j 0.0103563-0.0826604j -0.00425267-0.075734j 0.0416382-0.0747503j 0.158454+0.11267j -0.0443736+0.0836845j 0.00518153+0.0119721j 0.0825937-0.0394813j -0.145375-0.113783j -0.0136868+0.0377843j -0.00561475+0.121619j 0.074389+0.110367j 0.0701389-0.0848374j -0.0175801+0.0924728j -0.0712599-0.0430667j -0.00575728-0.00597816j 0.00216447+0.0483326j 0.00840517-0.0814167j 0.0273305-0.0324719j 0.00607633+0.0348347j 0.0447128-0.106016j 0.0354157+0.0720856j -0.0813475-0.0288821j 0.0071351-0.0191616j 0.0102971-0.161833j 0.0568303-0.00394764j -0.0890626+0.0814086j 0.0408011-0.0490827j -0.00482268+0.030637j -0.083176+0.0297884j 0.0120895+0.0264016j 0.088957-0.0337049j 0.121239-0.0309088j 0.0309169+0.0133868j 0.00578433+0.0287853j 0.0633355+0.0375732j -0.0194925+0.0822721j -0.129992+0.0594749j 0.056566+0.0995519j -0.0287101+0.00020301j 0.090443+0.0673179j -0.0851137+0.157295j 0.142412+0.0712011j 0.2784-0.0361402j -0.0366429-0.278933j 
0.00108325+0.000293418j -0.00291277+0.00267767j -0.00459846+0.0065268j 0.0051115+0.00440639j 0.00448656-0.0126619j 0.0125268+0.00581958j 0.000419282-0.000363622j 0.0100207-0.00554604j 0.0066104-0.00487211j -0.0137691+0.00054727j -0.00110719+0.0155077j -0.000446914-0.0012247j -0.00184315-0.00141409j 0.00266108-0.00948305j 0.00985002+0.00733036j 0.00269672+0.0081239j -0.00464871+0.0104548j 0.00470553+0.00123522j -0.00645563-0.0113135j 0.00491573+0.00168862j 0.00159552-0.00139531j 0.00605122+0.00451691j 0.0105406-0.00293386j 0.00645496-0.001917j -0.000969848+0.00338604j 0.0110948-0.00419858j 0.00609104-0.00050366j 0.00462296+0.00488329j 0.00646227+0.0108273j -0.00532972+0.00207202j 0.00478631+0.00702412j 0.00135881+0.0121139j -0.00958151-0.00138483j -0.0041403+0.00918329j -0.00525385+0.00458058j 0.0091887+0.00165376j -0.000685752-0.00574482j -0.000798079-0.00129904j 0.00213766+0.00409879j 0.000531379+0.00430646j -0.000986488+0.00322734j 0.00183364+0.00418046j 0.000216079+0.00106438j -1.1992e-05-0.00131944j -0.00347465+0.00620027j -0.00178674+0.00019266j -0.00200877-0.00187075j 0.00264225-0.00331246j 0.00482371-0.00114462j -0.00229442-0.00088995j 0.000883634+2.17005e-05j 0.00263591-0.00242194j 0.00336598+0.00376925j 0.00149519-0.000599505j -0.00192432+0.00236576j 0.00289174+0.00190903j 
-0.000393361+0.000716731j -0.000249917-0.000530085j 0.00205293-0.000235016j 0.00068984-0.000747165j -0.00165405+0.000554606j -0.00168043-0.00158932j 0.00053917-0.000136817j 0.000245711-0.00130747j 0.000213465-0.000982414j -0.0005197+0.000325434j 0.0023967+0.00118279j -0.00108757-0.00150498j 0.0026403-0.002601j -0.000423323-0.0037243j 0.000400577-0.00183682j 0.00299158+0.00118185j 0.00160157-0.00414705j 0.000765924+0.00587102j 0.00409714+0.000844056j -0.000346907-0.0024236j -0.000861109-0.000671263j -0.00124753+0.00327457j -0.00226189+0.000217554j -0.00155793+0.00158732j 0.000547199+0.00125213j 0.00091748+0.00405102j 0.00157629-0.0018927j 0.000862092-0.000426295j 5.29828e-05-0.00172731j -0.000356354+2.55994e-05j -0.00220275-0.00175502j -0.00087529+0.00427197j 0.00147415+0.000853244j 0.00228906+1.2323e-05j 0.000845329-0.00183194j -0.000805855+0.000497955j 0.000788199+0.00522519j -0.00340345+0.00268149j -7.90921e-05+5.25134e-05j -0.000232882-0.00201556j -0.000385778-0.00280896j -0.0026419-0.000283516j -0.00231023-0.00464791j 4.25598e-05-0.00130749j 0.00280599-0.00246244j -0.000473289-0.00268415j -0.000821594-0.000865755j -0.000525356-0.00404195j 0.000639475+0.00251935j 0.00245646+0.000148244j 0.00120262-0.000345514j -0.000711472+0.00212634j -0.00105194-0.0019362j 0.000602458-0.000271405j -2.93639e-05-0.000637298j -0.00111915-9.655e-05j 
-4.50531e-05-0.000171566j 3.30331e-05-3.33705e-05j 0.000876938+0.0008931j 0.00026158+0.000418911j -0.00106712-0.00178815j -0.000410275+0.000300122j 0.000424927-0.0010908j 0.00230621-0.00194547j 0.0017103+0.000459817j -0.000968974+0.000534283j -0.000387672+0.00067165j -0.000430638-0.000296441j 0.0013746-0.00111998j -0.000534669-0.00162303j 0.00418517-0.000308649j 0.00603987+0.00288686j -0.00279338+0.00196676j 0.00165043+0.00153176j -0.00266458-0.00278327j 0.00170737-4.49303e-05j -0.00148093-0.00262128j -0.00306971+0.00324612j -0.000742884+5.06959e-05j 0.00268086-0.00129011j 0.00296874-0.00437069j 0.00356291+0.00327707j 0.00444161-0.00104843j 0.00301601+0.00178759j 0.00186161+0.00249466j 0.00388476+0.00151049j -0.00349104-0.00133391j 0.00164579+0.0037796j 0.00325368+0.00405442j 0.00243669+0.00113605j -0.00297343-0.00387911j -0.000342588-0.000737612j 0.00389888+0.000893359j -0.00110709+0.000542009j -0.00221879+0.00139975j 0.00335358-0.000829922j 5.55399e-06+0.00387306j -0.00182822-0.000598126j 0.00175369-0.00174578j -0.00502295-0.000552638j -0.000639121-0.00161957j -0.000738059-0.00196786j -8.97641e-05+0.00189906j 0.000829875-0.00335183j 0.0019611-0.00084566j 0.00207672+0.000674647j 0.000691688-0.00174036j 0.000117243+0.00187627j -0.000138979+0.000684067j -0.000131253-0.00189377j -0.000626083+0.000304609j 0.00039763+0.000806509j 
-0.00241707+0.00240357j -8.36526e-05-0.00278761j 0.0025941-0.00129258j 0.00174185-0.00450353j -0.00278555+0.00431027j -0.0060696-0.00560703j 0.00282045+2.70582e-05j -0.0024336+0.00126265j -0.00311322-0.00505431j -0.00217047-0.000895571j 0.00110105-0.00029713j 0.00190388+0.000721525j 0.0032731+2.346e-05j 0.000269219-0.00424503j -0.00166056-0.00505656j 0.00101152+0.00469089j 0.000402143-0.00119352j -0.000314974-0.00118462j 0.00351588+0.00322613j -0.00132394-0.00253483j 0.00148127-0.00484015j -0.00412586-0.00470845j 0.000485755+0.00561658j -0.00257585-8.52419e-05j 0.00211014-0.0012131j 0.00373849-0.00512095j -0.00248915+0.00536122j -0.00168242+0.00629235j -0.00134848+0.00105933j -0.00135143+0.00105973j 0.00295481+0.00126868j 0.00181203+0.00291145j -0.00684233+0.000323278j -0.00390435-0.00276781j -0.00078246-0.00452838j -0.00125257-0.00291731j 0.00345481-0.00404048j -0.00321382-0.00396129j -0.00491954-0.00130735j -0.00175666-0.00489498j 0.00207278+0.00296596j 0.00780623-0.00183717j 0.00430174-0.0019371j 0.00387135-0.00103643j 0.000333788+0.000479863j 0.0079476-0.000865829j 0.000555903-0.000836621j 0.00493309+0.00277264j -0.00361014+0.00255481j 0.000771222-0.00159686j -0.0016436+0.00105832j -0.000377306-0.00165343j -0.00389625-0.00219517j 0.00554426+0.000972068j 0.00162789-0.00129471j -0.00233238-0.00181676j 
-0.000570599+0.00147031j -0.000185793-0.000955973j 0.00251608-0.00134754j 0.00136976-0.0015717j -0.00250961+0.00318959j -0.00125781-0.000451126j 0.00135273+0.000948562j -0.00035042+5.37748e-05j -0.00337498-0.0044506j -0.00251333+0.00116458j 0.00266356-4.98122e-05j -0.00709885+0.000109343j -0.000264197-0.00135395j -0.000346486-0.000672787j -0.000395239-0.00480806j -0.00101951+0.00345268j 0.00522412-0.000994376j -0.000214057+0.00144151j 0.00137248+0.00372359j -0.00620268+0.00178973j -0.00197398-0.00194992j -0.000648388+0.00143904j -0.00100298-2.38587e-05j 0.00224849+0.00429203j 0.00314148+2.46306e-07j -0.00127045+0.000278181j 0.00304394-4.91183e-05j -0.00168881-0.00169486j 0.00119512-0.000705818j -0.00216614+0.00617398j 0.00274701+0.00326451j 0.000366145-0.000759717j 0.00103583-0.00162944j -0.000990939-0.00253857j -0.00549781+0.004485j 0.00582885+0.000529274j 0.00316666-0.00204196j 0.00187759+0.00060066j 0.00207638-0.00069509j 0.00265966-0.00122013j 0.00283765+0.00194124j -0.00279454+0.00602919j 0.00179085-0.00311265j -0.00198492-0.00636543j -0.000766909-0.00277419j 0.00189766-0.00118948j -0.000336009+0.00252936j -0.000549337+0.00222194j 0.00033073-0.00040234j 0.00291639+0.000802515j -0.000359021-0.000878498j -0.000342561+0.000949395j -0.00245775-0.0017317j 0.00148422-0.00075246j 0.000805302-0.000709053j -0.00116983-0.000778516j 
0.000130062+0.000692403j -0.00109147-0.000160688j -0.00100228-0.000823905j 0.000490808+0.000753587j 0.000515648-0.000520168j 0.000159371+0.00217803j 0.000868415-0.00165156j 0.00222779-0.000490362j -0.00145953-0.000302353j 0.00164036+0.00685958j 0.00304461+0.00229495j 0.00287768-0.00333536j 0.00313145-0.00043819j 0.000326728-0.0033959j -0.00141975-0.00022725j 0.00322795-0.00581093j -0.0071742-0.00171797j 0.00521565-0.00484232j -0.000443156-0.00372434j -0.000231019+0.000713169j 0.00530787+0.0031651j -0.000799487-0.00544244j -0.00161821+0.000186784j -0.00197222-0.00152084j -0.00441995-0.00104865j 0.00120916-0.000830487j -0.00614601+0.00132431j 0.00349486-0.000178896j 0.00115708+0.00246015j -0.00203559-0.00924357j -0.00680734+0.00309287j -0.0025279-0.00215489j -0.00506536+0.00262649j 0.00224355+0.000761233j 0.00282222-0.00629415j -0.000892995-0.00428757j -0.00170777+0.00109695j -0.00300105+0.00191881j -0.00252248-0.00017124j -0.00632027-0.000868327j 0.00143786-0.000301163j 0.00230076-0.00261771j -0.00270258-0.00149963j -0.000400475-0.000401759j 0.00462293-7.09069e-05j -0.0037975+0.000883948j -0.00300284+0.0010647j 0.00359135-0.00124764j -1.56726e-05+0.000127178j 0.00116116+0.00150735j 0.000786278-0.00300568j -2.73813e-05+0.00324004j -0.000142267-0.000762401j -0.0005226-0.000903954j 0.000226665+0.000418791j 0.000281666-0.000197465j 
-0.000492005+0.00284831j -0.00229364+0.000483813j -0.00119378-0.000854866j 0.00231154-0.000486838j -0.00380718+0.000329293j -0.00197844-0.00161723j -0.00196071+0.000434717j -0.000810492-0.000333957j 0.000512975-0.00126355j -0.000185876+0.00170345j -0.000635776-0.00334945j -0.000823778-0.000487009j -0.0010006-0.00128411j 0.000535131+1.63132e-05j -0.000881022-0.00128769j 0.00252593-0.000694632j -0.00403972-0.00349936j 0.00125087+0.000709855j -0.000334367-1.48959e-07j -0.00359934-0.00209056j 3.82553e-05+0.00463505j -0.00345768+0.00505011j -0.00222008+0.00294157j 0.00045983+0.00255553j 0.00041026+0.00113474j 0.00345559+0.00233085j 0.00394478-0.000544525j -0.00499909+0.000557384j 0.00223829+0.00318799j 0.00290625-0.00162954j -0.00137802+0.0029529j -0.00830607+0.00609205j -0.000191244-0.00303212j 0.00183007-0.000897006j -0.00396698+0.00433833j 0.00276224-0.00119617j -0.0026424+0.00403552j -0.00426592+0.00389997j 0.00561665+0.00168536j -0.000106801-0.00294015j 0.00264554-0.00140517j -0.000671911+0.00416768j -0.000267865-0.00519358j 0.00251168-0.00483568j 0.00191766+0.00235529j -0.000252497-0.00203861j -0.00138174-0.00396406j -0.00339477-0.00197033j 0.000642923+0.00500935j 0.00127321+0.00143038j 0.00183253+0.000324668j -0.00233134+0.000448125j 0.00233547-0.00284023j 0.00437373+0.00433152j 0.000581446-6.84836e-05j -0.000769488-0.00166763j 
6.14373e-05-0.000133291j 0.000141065+0.000311932j -0.000772921+0.000805075j 0.00122906+0.00200198j 0.0017258-0.00112901j 0.00260645+0.000917926j -0.000658284+0.000120196j 0.00362466+0.000594191j -0.001484+0.00113541j 0.00255218-0.00052677j -0.000305279-0.000728819j -0.00537885-5.94645e-05j 0.000875456+0.0040175j 0.00113435+0.00421296j 0.000496447-0.00349305j -0.00408799+0.000498051j -0.00117489+0.00112814j -0.000685528-0.00415363j -0.00453186-1.49355e-05j 0.000461136+0.00400869j 0.00197673+0.00530823j 0.000569248-0.00218643j 0.00111273-0.0046649j 0.00428578+0.00198613j 4.1526e-05-0.00453323j -0.00617102+0.00136854j -0.00492838-0.00131636j 0.00640609-0.00085039j -0.00043935+0.00504988j -0.00363217-0.00052285j 0.00173833+0.0027146j -0.000817319-0.00545842j -0.000448134+0.00138519j -0.00100844-0.00332211j -0.00309527+0.00119971j 0.00413247-0.00376767j 0.00105527-0.00319454j 0.00207403+0.00155079j -0.00536719+0.000485126j -0.00137722-0.00249582j -0.000969001+0.0041332j 0.000111945+0.00489911j -0.00290583+0.000656842j -0.00268208+0.00165453j -0.000346266-0.00179317j 0.00285715+0.00131116j -0.00119553+0.00402484j 0.00358116+0.00451071j 0.000416091-0.00310484j -0.000118679+0.00134787j 0.00138908-0.00280748j -0.000826403+0.00289987j 0.000214448-0.0017904j -1.82098e-05-0.00177837j -0.000333417+0.000258753j 0.000309058+0.00052161j 
0.000415644-0.000422851j 0.000460778+0.000614011j 0.000770552+0.00148945j -7.10596e-05+0.00111754j -0.000830763-0.00155228j 0.000179361+0.00118171j 0.000995432+0.00044143j -0.00040392-0.000559678j 0.000157065+0.000498704j -0.00111269+0.000501725j -0.00121056-0.000131205j -0.000583087-0.00417784j -0.0023374-0.00148029j 0.00200782+0.00120233j -0.00164643-0.00281901j 0.00470036-0.00267216j 0.000175409+0.00530736j 0.000248108-0.00241465j 0.00199936-0.0018391j 0.000490679+0.0025855j 0.000379225-0.00715717j -0.00416946+0.000367991j 0.000686146+0.000963152j 6.95259e-05+0.00289473j 0.00278555+0.000710998j 0.00660262-0.00447609j 0.00517621+0.000567526j -0.00458745+0.0039312j 0.00301326-0.00271799j 0.00679609+0.0020739j -0.00507018+0.00149031j -0.000957009-0.00463791j -0.00141534+0.00135451j 0.00226905-0.00352614j 0.00404104+0.000323258j -0.00598295+0.00310017j 0.00338799-0.00154316j 0.00274694-0.00373572j 0.00517014-0.00191578j 0.00377241+0.00409564j 0.00916099+0.000958618j -0.00340377-0.00573983j 0.00569782+0.000652312j -0.00265274-0.00160454j -0.00236484-0.000237552j -0.00373158+0.00183014j 0.000457467+0.000782461j -0.00558886+0.00109981j 0.00260047-0.00215055j 0.00154591-0.000560852j -0.00131532-0.000513846j 0.00177525-0.000605923j -0.00105229+0.000132633j -0.000712848+0.000131496j 0.000208958-0.00061027j -0.000393421-4.23597e-05j 
9.03608e-05-0.0013928j 0.000922827+9.70761e-05j -0.00034879+0.00019749j -0.000706003-0.000612301j -0.00159275-0.000412429j 9.1212e-05+0.000514007j -0.00179929-0.00208935j 0.000101327-0.00252986j 0.000921493+0.00148546j 0.00235067+0.000388069j -0.000419899-0.00121137j 0.000752286+0.00391686j -0.000869817-0.00023896j -0.00212614+0.00142321j 0.00303102+0.00223502j 0.00206248-0.00024352j -0.00271018+0.00235746j 0.00111361+0.000677639j -0.00465131-0.00170946j 0.00414584+0.000257403j -0.00218951-0.0012377j -0.000316549+0.00128219j -0.000682762+0.000274704j 0.00107884-0.00551163j 0.000980661-0.00570334j 0.00145411+0.00217438j -3.51364e-05-0.000490824j 0.00436775-0.000403157j -0.000869525+0.00182273j 0.0034759-0.00132403j -0.00104083-0.00225324j 0.00409463+0.00184681j 0.00523755+0.00272826j 0.000819717+0.00057789j -0.00387413-0.00308652j -0.000385538-0.00113036j 2.88876e-05-0.00207751j 0.00164477-0.000531365j -0.00355768+0.00348642j 0.00194371-0.000300834j -0.00251863+0.00278884j 0.00110512+0.000526845j -0.000475491+0.00195473j -0.0037995+0.00286806j -0.00241109-0.000454483j 0.000203919-0.000813956j 0.00189085+0.00211315j 0.00147039-0.00269418j -0.000267935-0.00318026j 9.55139e-05-0.00105877j 0.000395563-0.000647839j 0.00109978-0.00035527j 0.00120257+0.00294838j -0.00262555-0.000954978j -0.00152287+0.000850364j 0.00156986+0.00167704j 
-0.000852316+0.00137527j -0.000830525-0.000993803j -0.000298262-0.00126873j 0.000646035+0.000582584j 0.000818137+0.00140755j -0.00319301+0.000813193j 0.00174843-0.000161612j 0.000879636+0.0034651j 0.000754879-0.00173658j -0.00319923-6.60228e-05j -0.00294462+0.000357114j 0.00221096-0.0045122j 0.00223957+0.00022893j 0.000298724+0.000998997j 0.000512009-0.0058688j 0.00534717+0.00351331j -0.0018473+0.00173906j 0.000995764-0.00432545j -0.00118472+0.00139399j -0.00368752-0.00169091j 0.00108438+0.00103938j -0.00735203+0.000662269j -0.000753905+0.00147854j 0.00190698+0.00187748j 0.000265458-0.00261429j 0.00327718-0.00384424j 0.00262516+0.00202364j -0.00213394+0.00288528j 0.00477572+0.00335745j 0.00184949+0.00100478j -0.00158415+0.00312694j -0.00138144+0.00166346j -0.00220013+2.45355e-05j 0.00130527+0.000172165j -0.0033521-0.000665453j -0.00245785-0.00149124j 0.00357022-0.00232763j -0.00401226-0.000785375j 0.000684243+5.38048e-05j 0.000172014-0.00249727j 0.00518937+0.00606848j 0.00110045-0.00091431j 0.00499448-0.00300667j 0.000951707-0.00211469j 0.000380837+0.000194852j 0.00266437-0.000697749j -0.000251759-0.000662221j 0.00032108+0.00141065j 0.000155313+0.00325449j 0.00106349+0.00181505j -0.00141321+0.000352694j 8.1266e-05+0.000377766j -0.000862028-0.00143814j 0.0032832+0.000386773j 0.00132352-0.000410292j -0.000957064-0.00140771j 
-0.000192959+0.000571054j -0.000944339+0.000245815j -0.00121311-4.31474e-05j 0.00125263-0.000189496j -0.000113647-0.00118188j 0.00126119-0.000718752j -0.00159864-0.000757781j 0.000139965-0.000983253j 0.000365906+0.00121327j 0.00299914+0.000329122j 0.00194353-0.000131656j 0.000822241+0.000442817j 0.000511694+0.000572992j -0.00112553-0.000892829j 0.00039805+0.000728057j -0.00334379-0.00218596j -0.00248808-0.000907201j -0.000324887-1.12169e-05j -0.00150449-0.000374857j 0.000850225-0.00202257j 0.00243295+0.00287762j -1.5153e-05-0.00150365j 0.0012284+0.000118853j -0.00294906-0.00068172j -0.0026641+0.00100686j -0.00219498+0.000901867j -0.00422363+0.000570877j 0.00366381-0.00100555j -0.00167225+0.002152j -0.00543174-0.00386979j 0.000795717+0.00108699j -0.00156506+0.000810935j -0.00223939+0.000528704j -0.000153998+0.000520084j -0.00167498-0.00111735j 0.000486653-0.00176167j -0.00345596+0.00193846j -0.00190738+0.00222761j -0.00242198+0.00251019j -0.00408232-0.00017452j -0.00284222-0.000768372j 0.00149909+0.000491538j -0.0027057-0.000711791j 0.00269557+0.00151994j 0.00253052+0.00084936j 0.00131361+0.000454259j -0.000951148-0.000902205j 0.00171947-0.00214494j -0.00147517+0.0016843j -0.00161687+5.89951e-05j 0.00038666-0.000366851j -0.000508289+0.000790871j 0.000895271-0.000943232j 0.000624299+0.00142441j 9.73763e-05+0.00028261j 7.15719e-05-0.000384591j 
0.000369363-0.00124365j 0.000716664-0.000169253j 6.97443e-05-0.000242532j -0.00127811-0.0003246j 0.00192159+0.000218957j 0.00100564+0.00081538j 0.00149742-0.000238129j 0.000839322+0.000455196j 0.000806496-0.00110269j -0.00448222-0.000430226j 0.000642225+0.00285956j 0.00157927+0.00139541j 0.000834682-0.000659171j -0.00112321-0.00194552j 0.00308735+0.00143587j 0.000866973+0.00394813j 0.0037417-7.95543e-06j 7.72472e-05+0.00201028j -0.000581239+0.00226348j -0.00115213-0.00121558j -0.00298703-6.61231e-05j 0.00338814+0.000292481j -0.000336037-0.000470287j 0.00076156-0.00273506j -0.000249868+0.0004814j -0.000601862-0.000509313j 0.0012656-0.00104825j -0.000901702-0.00283414j 0.00109187-0.00127175j -0.000413181+0.00352952j 0.00337749-0.00208583j 0.00443495+0.00233318j 0.00197493-0.00227652j -0.000762872+0.00498229j -0.0013008+0.000976002j 0.00229594+0.000976326j 0.000422918-0.00200275j 7.75489e-05-0.00106961j 0.000590141-0.000257103j 0.00159841-1.01615e-05j -0.00235702+0.000944317j 0.00132582+0.00164201j 0.000990734+0.0011254j 0.000615605+0.000718226j -0.00150672+0.000371367j 0.000176944-0.00118965j 0.000545805-0.000162361j 0.00127556-0.000805843j -0.00121866+0.000444401j -0.000909993+9.57702e-05j -0.0011373+0.00129852j 0.000445675-0.00130238j 4.08032e-05+0.0019599j -0.00170333-0.00140304j 0.000143506+0.000177637j 0.000438655+0.000137721j 
0.000400564+0.000898101j -0.00202576+9.50192e-05j -0.00336921-0.00257511j 0.000481191+0.00250622j 0.00459576+0.00231535j 0.000413795+0.00352847j 0.000735249-0.00344599j 0.00183878+0.00166624j -0.00587367-0.00015145j 0.00199128+0.00341047j 0.00152194-0.00302244j -0.00100586-0.00188043j 0.000726579-0.000834885j -0.00192175+0.000316219j 0.000508962-0.00470593j -0.00193757+0.00111865j -0.00144228-0.000872261j 0.0029289-0.000156218j -0.00258158+0.00178091j -0.00412364+0.00239543j 0.00472881+0.00252747j -0.00665456+0.000877112j 0.00141084+0.00277702j 0.00160566+8.79754e-05j -0.000832805-0.000462827j -0.00202234-0.00293299j -0.00536481-0.0034119j -0.000559088-0.00180415j 0.00203125-2.49321e-05j -0.000531093-0.00133959j 0.00135484+0.00306362j -0.00573418+0.00292781j -0.00610716+0.00109489j 0.00235724+0.00189673j -0.00287246+0.00141879j 0.00308605-0.00322035j -0.00193195+0.00260573j 2.70628e-05+0.00325508j 0.00110692+0.00307865j -0.00379844+0.000818232j 0.00380945+0.00172605j 0.00104408+0.00835785j 0.000842382-0.00592419j 0.00173175-0.00288965j 0.00133343-0.000439571j 0.001468+0.00196936j -0.000485837-0.00270707j -0.0018438-0.00192415j -0.00173085+0.00286597j -0.00141495-0.00247454j -0.00148844+0.0012201j 0.000309295+0.000203467j 0.00165646-0.0019509j 0.00084342+0.00328359j 0.000730221-0.000532965j -0.001241-0.00121644j 
0.000140194-0.000333464j -0.000401401-0.000146904j -0.00233537-0.000680772j -0.00045732+0.00280668j 0.00613704-0.0011782j 0.00117217+0.00188413j 0.000345765+0.000782722j 0.00408227+0.00513517j 0.00121923+0.0044938j -0.000526868-0.00315108j -0.00271637+0.000472514j 0.000563307-0.00359739j 0.0019676+0.00311353j 0.00227306+0.00547453j 0.000382235-0.00298083j 0.000739361+0.00155525j 0.00123907-0.0025478j -0.0032894-0.00492502j -0.00173686+0.00334814j -0.00284905-0.00216437j -0.00102159+0.00862592j -0.000738395-0.000293081j -0.00211881-0.00169517j 0.00243416+7.14654e-05j -0.00212131-0.00123388j -0.00500034+0.00162066j -0.000301912-0.00213817j -0.000683699-0.00195918j 0.00229381+0.00210847j 0.00143345+0.00120298j 0.00194499-0.0021392j -0.00190255-0.00161881j 0.00274056-0.000741579j 0.00190064+0.00114592j 0.000627269+0.00294334j -0.0012788-0.000814293j 0.000632834-0.000486379j -0.00307974+0.0026485j 0.000704205-0.00182272j 0.000499279-0.00242789j -0.00226989+0.00393255j -0.00186238-0.000526564j -0.00115756+0.000110765j 0.00268709+0.00162118j 0.00127098-0.00134719j 0.00233361-0.00119049j -0.000786603+0.000738898j 0.0005053+0.00219227j 0.000462302+0.00188938j -0.00126152+0.00393855j -0.000301232-3.66631e-05j -0.00299018-4.1848e-05j 0.000744413-0.000500012j 0.00162494+0.000198136j 0.00150206-0.0001674j -0.000237808-0.00152534j 
-0.00045873+0.00131351j 3.73538e-05-0.000904819j 0.00141503-0.00254981j -0.000534722-0.00035926j -0.0027625+0.00506583j -0.0071097-0.000132375j -0.000788188-0.00135343j -0.00317675+0.00235378j -0.00308662+0.00218459j 0.00677929-0.0017317j -0.00412549-0.00732104j -0.000977271+0.000780861j -0.000132669+5.45464e-05j 0.00120357+0.00431364j -0.0043731-0.00359583j 0.0018159-0.00148822j -0.00348648-0.000611557j -0.000547123-0.00130985j 0.00154814+0.00113628j -0.000251435+0.000747638j 0.00116992-0.00227445j -0.00700548+0.00253878j -0.00162066+0.00453935j 0.00039003+0.00234964j 0.00210631-0.00476754j 0.00158657-0.00022354j -9.03698e-05+0.00101487j -0.00103956+0.00297756j -0.00113708-0.000755217j 0.00443927-0.00145811j -0.00365597+0.000737234j -0.00293711-0.00131029j 0.00133928+0.00221111j 0.000921314-0.00621708j -0.000554705-0.00271011j -0.00424843-0.0017856j 0.0033827+0.000637478j 0.000850407-0.000496579j -0.00103934+0.00030629j -9.13514e-05-0.00159402j 0.00443248+0.00122331j 0.00031437-0.00116265j 0.00203284-0.00234136j -0.00250394-0.000893091j -0.000542741-0.0019943j 0.00218725+0.000216929j 0.00152623+0.000466563j -0.00188308+0.00122623j -0.000212718-3.269e-05j 0.00132904-0.00136688j -0.000160003-0.00107102j 0.000706067+0.00138194j -0.00199393-0.0020889j 0.00159494+0.00124505j 0.000581509-0.00133338j -0.00179799-0.000669477j 
0.000526354-0.000254737j 0.000880606+0.000440856j 0.000461993+0.0016882j -0.000344003-0.000491092j -0.00131623-0.000541215j -0.00065914+0.000419668j 6.92531e-05+0.00113522j 0.000616138-0.00190035j -0.00188364-0.00282472j -0.00253762+0.00290329j 0.000940015+0.00238156j -0.00117772-0.00126447j 2.5871e-05-0.00113158j -0.000182968-0.00137358j -0.00103377-0.000575056j 0.00284997-0.000960509j -0.00193489+0.00136695j 0.00127025-0.00244528j -7.53281e-05-0.000584792j -0.00221457+0.00267368j 0.00103085-0.000596742j 0.000182315+0.00127042j -0.000342895-0.00133502j 0.00176328+0.000202134j -0.000935923-0.00100164j 0.00071936-0.000595021j 0.00158223+0.0014127j 0.000280179-0.000300971j 0.00307126+0.000291875j -0.000460187-6.93632e-05j -0.00150179+0.00153623j 0.0017557+5.30308e-06j -0.000314084+0.000637511j 0.00148545-0.000699597j -0.00058149+0.00110347j 0.00193371-0.000814555j 0.000145818-0.00171948j 0.000476186+0.00049946j 0.000952589-0.000168585j 6.9828e-05-0.000597363j 0.00233782+0.00109445j -0.00019111-0.00115376j -0.000670259+0.000861404j -0.00195387-0.00217956j 0.000578964-0.000317505j -0.00197292-0.00168411j -0.0017726+0.00175981j 0.000289175+0.000298608j 0.00209902-0.00104487j 0.00212417+0.00186088j 0.000575574-0.00203417j -8.27572e-06+0.00126805j -0.000669284-0.000648375j 0.000372422-0.0015721j -0.000581734+0.00059109j 0.000572317+0.000657024j 
0.000576571+0.00276364j -0.00123174+8.07276e-06j 0.00178828-0.00270436j 0.00149966-0.00192618j -0.00379021+0.00291261j -0.00414208-0.00068374j -0.00162521+0.00141115j -0.000404267+5.51866e-06j -0.00294569-0.00192474j 0.00184362+0.000138917j 0.00148803-0.00053039j -0.00353035+0.0024508j 0.00191668-0.00117109j -0.000660398-0.000990677j -0.0016455+0.00187284j -0.00037186+0.00046371j -0.00308181-0.00737039j -2.34674e-05+0.00165712j 0.0023846+0.000198544j -0.00405662-0.00182981j 0.00117741+0.00466059j 0.00185323+0.00160619j -0.00301359-0.000574056j 0.00104527+0.00163117j -0.00118702+0.000854763j -0.00403848+0.00682987j 0.00055771+0.00316819j 0.00130931-0.00400393j -0.00121608+0.00197296j -0.00376422+0.00119721j 0.000863855-0.00101755j -0.00176275+0.0013009j 0.00379798+0.000298189j -2.60461e-05-0.0015952j -0.00354331+0.000194165j 0.00501863-0.00260208j -0.00101373+0.00303915j -0.00224564+0.00569398j -0.00167039+0.000498635j -0.00177526-0.00379731j -0.00519004-0.00075832j -0.00143779+0.000857176j -0.00412461-0.000380164j 0.00126989-0.00439829j 0.00339133-0.00171738j 0.000260786-0.00506742j -0.00172767+0.00170144j 0.00251843-0.000674757j -0.000120396+0.00110733j 0.00217744+0.00323844j 0.00365563-0.00314022j -0.00339528+0.00421119j -0.00206823-0.00301133j 0.00151874-0.000159219j 0.00151984-0.000650857j -0.00111566-0.00181486j 
