-0.112399+0.257969j -0.261712-0.103802j -0.0814948-0.210946j 0.169108-0.0519875j -0.0524763-0.102085j 0.113068-0.0857397j 0.201007+0.0738545j -0.0637957+0.143182j -0.00752052+0.0149059j 0.181932-0.0739367j -0.0663092+0.0152003j -0.0182424+0.0608261j 0.0103563-0.0826604j -0.00425267-0.075734j 0.0416382-0.0747503j 0.158454+0.11267j -0.0443736+0.0836845j 0.00518153+0.0119721j 0.0825937-0.0394813j -0.145375-0.113783j -0.0136868+0.0377843j -0.00561475+0.121619j 0.074389+0.110367j 0.0701389-0.0848374j -0.0175801+0.0924728j -0.0712599-0.0430667j -0.00575728-0.00597816j 0.00216447+0.0483326j 0.00840517-0.0814167j 0.0273305-0.0324719j 0.00607633+0.0348347j 0.0447128-0.106016j 0.0354157+0.0720856j -0.0813475-0.0288821j 0.0071351-0.0191616j 0.0102971-0.161833j 0.0568303-0.00394764j -0.0890626+0.0814086j 0.0408011-0.0490827j -0.00482268+0.030637j -0.083176+0.0297884j 0.0120895+0.0264016j 0.088957-0.0337049j 0.121239-0.0309088j 0.0309169+0.0133868j 0.00578433+0.0287853j 0.0633355+0.0375732j -0.0194925+0.0822721j -0.129992+0.0594749j 0.056566+0.0995519j -0.0287101+0.00020301j 0.090443+0.0673179j -0.0851137+0.157295j 0.142412+0.0712011j 0.2784-0.0361402j -0.0366429-0.278933j 
-0.00577851-0.0013872j 0.00109681-0.00565754j -0.000921498-0.00867154j 0.00697034-0.000786422j 0.00519708+0.00528242j 0.0139234+0.0035026j -0.00891202+0.017894j -0.00229297-0.0102426j -0.00776182-0.00174709j -0.000843128-0.00473458j 0.000659578-0.00831825j 0.0040017-0.00986555j 0.0101707+0.00437926j 0.000899783-0.00533985j -0.00347578+0.0014691j -0.00238056-0.00813768j 0.00985654-0.00213226j 0.00512594-7.44395e-05j -0.00319306-0.00257086j 0.000363469-0.00376666j -0.00129712+0.00542805j 0.0025147+0.00191639j 0.00626962-0.000497852j 0.0108124-0.00429764j 0.00558957-0.00162618j 0.0107682+0.00663408j -0.00313418+0.00456064j -0.0047586-0.00186562j -0.00167874-0.00245481j -0.0040512-0.00350476j -0.00367492-0.00623995j -1.67494e-05-0.00181193j 0.00414018+0.00759502j -0.00199042+0.00334253j -0.00169441+0.00641885j -0.00842555-0.00547187j -0.000824821-0.00596401j -0.00202581-0.00174745j 0.000298159-0.00219284j -0.00244561+0.00433931j -0.00501516+0.0029756j -0.00245339-0.00278637j 0.00638659-0.00696413j 0.00827243-0.0114822j 0.00830207+0.000606321j -0.00107496+0.00544758j 0.014347+0.00827081j 0.00270463+0.00597714j 0.0114885+0.00196901j 0.0135645-0.0167985j 0.0111277+0.0138661j -0.00544738-0.00134333j 0.00341705+0.00031623j 0.000146865-0.00305074j -0.00209009-0.000969557j -0.00102582+0.00208824j 
-0.00953717+0.00176643j -0.00209742-0.00934821j -0.0016566-0.00290383j 0.000488083-0.0025524j 0.0143962+0.00816313j 0.0243429-0.000291319j -0.00881072+0.0323868j -0.0110774-0.00994727j -0.00759239-0.0069023j -0.00818161-0.00587788j 0.000372171-0.00618037j -0.00148445-0.0152609j 0.00558322-0.00599677j -0.00580988-0.00231831j 0.00309118+0.00020597j -0.0137074-0.0135386j 0.0142304-0.00928801j -0.00159696-0.0051565j -0.00433683-0.0008902j -0.00482742-0.00549926j -0.000167715+0.00753832j -6.97322e-05-0.00104654j 0.0115613-0.0141939j 0.011954-0.00988621j 0.00295449-0.00668626j 0.0133447+0.00483644j -0.00667884+0.0132131j -0.00748332+0.00290788j -0.00230896-0.00790194j -0.00633533+0.00828338j -0.0102215-0.00586462j -0.00718021+0.00324786j 0.0145173+0.00816397j -0.00517793+0.00457184j 0.00416929+0.00383796j -0.0189888-0.00421401j 0.00187298-0.00481114j -0.00519633-0.00136515j -0.00597631+0.000111119j -0.00365584-0.00378947j -0.00345399+0.00665841j 0.00239913+0.00263365j 0.0030093-0.00726781j -0.00317397-0.0201697j 0.00861547+0.0105029j -0.0104928+0.0083913j 0.0207553-0.0032503j 0.0106603+0.00763354j 0.0160429-0.00328539j 0.00640605-0.036065j 0.029666+0.0104485j -0.00773466+0.00566661j 0.00333951+0.000330213j 0.000690829-0.00340188j -0.00526152+0.0016409j 0.00150076+0.00528964j 
-0.00583077+0.00955627j -0.0101721-0.00616261j 0.00480478+0.0106335j -0.0129962+0.00102611j 0.0062899+0.00202591j -0.00975918+0.000235279j -0.00395064-0.017484j 0.0150864+0.00880649j 0.0147961-0.0203588j 0.00486489+0.00602427j 0.00687689+0.00661667j -0.00220013+0.00295786j -0.017706-0.0100173j -0.00599674+0.00597731j 0.0209369-0.0119982j -0.00846924-0.00409333j -0.00725415+0.0094578j -0.0142282-0.000206717j 0.00984613+0.00625606j -0.00376551-0.00150059j -0.00877865-0.00371019j -0.00349913+0.0039432j 0.00303901-0.0127964j -0.00347272+0.00449718j -0.00757428+0.00122301j -0.0208693-0.00648959j -0.00916051+0.00490448j -9.79935e-05+0.00192709j 0.0058791-0.000899572j 0.00540642+0.0233848j 0.0016045-0.000924122j -0.00966607+0.00881403j 0.00758316-0.00742755j -0.00908571-0.00932192j 0.00751687-0.0186176j -0.00607687-0.00554081j 0.0101619+0.0117933j -0.00635225+0.000149319j -0.00168769-0.00201764j -0.00211335-0.0189095j 0.00855531-0.00496504j 0.0119531+0.00918217j -4.6283e-05+0.0177283j -0.0157868+0.00584309j -0.0142362+0.0292994j -0.0255947-0.00773572j -0.0190002-0.0122721j 0.000152173+0.00259608j -0.00954694+0.0134685j -0.00327222+0.00872746j -0.00185484-0.0124797j 0.0140049+0.00497907j -0.00567839+0.00537814j 0.00432427+0.00434551j -0.0051041+0.00154173j 0.00149689+0.00499343j 
-0.0100354+0.00184736j -0.0020923-0.00913891j 0.00546572+0.00776858j -0.0130986+0.00603801j 0.015656-0.0084808j 0.00343795-0.0102007j -0.00287986+0.00901604j 0.00154915-0.00204432j -0.0104639-0.0224917j 0.00408457-0.00515185j 0.00597372+0.000258059j 0.00100572-0.00599645j -0.00992727-0.00242427j 0.000220904+0.00148734j 0.00958711-0.00788139j -0.00764337-0.00841047j -0.000105833-0.000322161j -0.0114716+0.00421925j -0.0010079+0.0022568j -0.00910205-0.00239985j -0.0102245+0.00421021j 0.000844443+0.00880852j 0.00563526-0.0196658j 0.00470893+0.00248627j -0.00125825-0.00131993j -0.00526806-0.00105483j -0.00900384+0.00850572j -0.00447248-0.000244223j -0.0053005-0.00302969j 0.00293697+0.0129639j -0.00143478-0.000627025j -0.00620947+0.012906j 0.0152607-0.00429986j -0.00798579+0.00274859j 0.00387227-0.0120685j -0.013542-0.00565083j -0.000828715-0.00412736j -0.00502971-0.00418868j -0.00197022-0.00333357j -0.0150518-0.010334j 0.00621356+0.00456596j 0.00778123+0.00346773j 0.0096403+0.0122084j -0.0147739-0.000869419j 0.00564166+0.01998j -0.0188838+0.00626465j -0.0117344+0.000135525j 0.0055359-0.000199478j 0.0105894+0.0111154j 0.00190298-0.0183915j 0.0145071-0.00613347j 0.00885485+0.00473946j -0.0123846+0.00873695j 0.00708815+0.0113022j -0.00240013-0.00448524j -0.00475898+0.00249874j 
-0.00111365+0.00164635j -0.00180553-0.0016578j 0.00208957-0.0060671j 0.00624278+0.00162306j -0.00343109+0.00382562j -0.00140076+0.00229892j 0.00205555-0.0035876j 0.00543793-0.00321705j 0.00112248+0.00418749j 0.00391508+0.00195215j -0.00155243-0.00181751j -0.000275519-0.00306103j 0.00719439+0.00131561j -0.00386098-0.00469537j -0.000604622-0.00291687j -0.00678689+0.00205724j -0.000165615-1.45541e-05j 0.00357189-0.000574427j 0.00325785-0.000983085j 0.00300457-0.00143627j 0.00307196-0.000658003j 0.00298772+2.88695e-05j -7.26383e-05+0.00413156j 0.00110672-0.00638597j 0.00113071-4.76698e-05j -0.000192728-0.00207642j 0.000648074+0.000729364j 0.000355114-0.00267225j 0.00171437+0.00480118j 0.000438062+0.00295104j -0.00255596-0.0036451j 0.00192943-0.00224962j -0.00252997-0.00236336j -0.000272582-0.00208743j -0.0013093+0.00028268j -0.000504016+0.00183603j 0.000154112+0.000992395j -0.000494223+0.00221703j 0.00373604-0.00104753j 0.00512007+0.00381124j 0.000865725-0.00280031j -0.00059288-0.00114827j -0.00067221-0.00204071j -0.000400193-0.00196168j 0.00193907-0.00102847j 0.000656045-0.000625085j 0.00361216-0.00149218j -0.00032058+0.00294771j 0.00277597-0.00398889j -0.0037504-0.00114949j -0.00117816-0.00379868j -0.000424189-0.00468434j 0.00455193-0.00328643j -0.00233163-0.00464439j -0.00711611-0.00133376j -0.00145688+0.00697296j 
-0.00169145-0.000880593j 0.000787691-0.00246345j 0.00514057-0.00313243j 0.00317498+0.00388139j -0.00262696+0.00253243j 2.46479e-05+0.00168675j 0.00298558-0.000354159j 0.00137613+0.00554002j 0.00279606+0.00297246j -0.00175037+0.00176792j 0.00399777-1.15665e-05j -0.000317798-0.00116813j 0.000499565+0.00105794j -0.00135809-5.06595e-05j 0.000836084+0.00203375j -0.000133308-0.00192888j -0.00180495+0.000266815j 0.000397023+0.00235367j 8.29237e-05+0.00104987j -0.000971751+0.00086809j 0.00078601-0.00211371j -0.000810853+0.00141526j 0.000137991+0.000456798j 0.00301352-0.00227801j -0.000195304+0.00127382j 0.00103626-5.72682e-06j -0.000727645+0.00024592j 0.000911782-0.000467033j -0.000211851+0.000500292j -0.00108823+0.000810863j 0.000901848+0.00095793j -4.45767e-08-0.001556j 0.000282363+0.000749813j 0.000802545-0.00109219j 0.000998587+0.00048883j -5.76794e-05-0.00304813j 0.000481048+0.00143149j -0.000127621-0.000114149j 0.00251349+0.00103203j -4.05034e-05+0.00180502j -0.000147515-0.00142675j 0.000576684+0.00014328j 0.000354967-0.000106294j 0.00156775+0.000460736j -0.00158867+7.15156e-05j 0.000290685-0.00156973j 0.00178625-0.00163803j -0.00145475-0.000145918j -0.00325026-0.00383415j -0.0020213-0.000402907j 0.00192179+0.000673862j -0.0028252+0.00214269j 0.00199599+0.00324331j 0.00370306-0.00288458j -0.000786635-0.00515113j -0.00519115+0.000772529j 
0.00465279-0.00827284j 0.0101829+0.0058327j -5.58603e-05+0.0120904j -0.00917769+0.00265613j -0.000406802-0.00520711j -3.84133e-05-0.00472683j -0.00619608+0.00555557j -0.0101146-0.00339014j -0.00902895-0.0004041j 0.00183285-0.0100825j -0.00524475+0.0106693j 0.00242325+0.00189453j -0.00545054-0.00221427j -0.00094636-0.00367137j -0.00443907+0.00128398j 0.0100225+0.000111403j -0.00437418-0.00825604j -0.00763259-0.00140258j -0.00390379-0.00076977j -0.00235605-0.00415321j 0.00116888+0.00216928j -0.00388271+0.00438756j 0.00346492-0.0034812j 0.00161326+0.0147035j -6.85686e-05-0.00121366j -0.000217912-0.000558105j -0.00159805-0.00131211j -0.000294461+0.0039056j -0.00712174+0.000942934j -0.00173035-0.0039334j -0.00219162+0.00221747j -0.000222379+0.000857581j 0.00340553+0.0025234j 0.00230063+0.00305997j 0.000959336+0.000655852j 0.00896935-0.00256101j -0.00736577-0.00196188j 0.00110573-0.00407961j -0.00279989+0.00335623j -0.00502771-0.00347278j 0.00384709+0.00500868j -0.00338099-0.00129951j 0.000436594+0.00565081j -0.00343311+0.00267611j -0.000567787-0.0041145j -0.00116929-0.00076204j -0.00145389+0.00484802j -0.000607+0.000304093j 0.00584624-0.00213581j 0.000698223-0.00320601j 0.00285318+0.000884772j -0.00140215+0.00167404j -0.00591566-0.00331416j -0.00227695+0.0058424j 0.0034126-0.00455826j -0.00443711-0.00311945j 
-0.00195181-0.00781965j 0.00641071-0.00180741j 0.003212-0.00338306j -0.000244297+0.00377242j 0.000495108+0.00482759j 0.00392977-0.00108521j 0.0043224-0.00272639j 0.0116386-0.000424127j 0.00251679-0.00466264j 0.00497789+0.00983066j 0.000695978-0.00754655j 0.00227581-0.00115011j 0.0027664+0.00291381j 0.00786674+1.17149e-05j 0.00438373-0.00122346j -0.011928-0.0038643j -0.00172234+0.00183189j 0.00571349-0.00247525j -0.00107511-0.00792415j 0.00907631+0.00499549j -0.00188333+0.00023194j 0.00503046+0.00252397j -0.00171657+0.00250725j -0.00136448-0.00819612j 0.00514888-0.00519542j 0.002813-0.00605542j 0.000957558-0.0012113j 0.00393909-0.0122864j 0.000554699+0.00372622j -0.00227008+0.0067192j 0.000548934-0.00416153j -0.00440296+0.00210847j 0.000711678-0.00514976j -0.00363819+0.000532431j -0.00206314-0.000945958j -0.00751975+0.00370438j -0.00276675-0.00362224j 0.00103376-0.00132519j 0.00815168-0.000228647j 0.00720843+0.00422738j 0.000995998-0.00207039j 0.00379519-0.00340767j -0.00486419+0.00112639j 2.97759e-05-0.00167246j 0.00212618+0.00152173j -0.00121726-0.00417729j -0.00679164-0.00139114j -0.00106495-0.00148176j 0.0020866+0.00360509j -0.00037893-0.00283704j 0.00279546-0.000222237j -0.00706598+0.000998178j 0.00335944-0.0028951j -0.000815235-0.00378494j -0.00739903-0.00217212j -0.00269858+0.00713194j 
0.000412833+0.0123794j -0.0135367-0.000744054j -0.000993299-0.0128271j 0.0116009-0.004835j -0.00159669+0.00422127j -0.000326222+0.00750353j 0.00212277-0.0064485j 0.00265536+0.00372436j 0.0100503+0.00143621j -0.00219579+0.00147204j 0.00383364-0.00459639j -0.00580855-0.000705863j 0.00343905-0.00233977j -0.00410509+0.00440524j -0.00148243+0.0009972j -7.90127e-06+0.00709839j 0.00698146+0.00487638j 0.00226361+0.000781306j 0.00144688+0.00343095j -0.00340533-0.000805238j -0.00078211-0.00600434j -0.00382215-0.00700639j 0.00222753-0.000332724j -0.00670197-0.00768819j -0.00384715+0.00432708j -0.0011158+0.00637753j 0.000876865+0.00236069j -0.005356+0.00344454j 0.00630228-0.00705815j 0.00590393-0.00153218j 0.00047709+0.00231787j 0.002024-0.00345578j -0.00430619+0.00481901j 0.00135113-0.00217302j 0.00237961+0.00235858j 0.000929233+0.00232565j 0.00668797-8.77333e-05j 0.00168385+0.00323549j -0.00363246-0.0047955j 0.000730899-0.00662737j -0.00765723-0.000638899j -0.000312484-0.00104547j 0.000548198+0.000342864j 0.000305147+0.00137128j 0.00185652-0.00232449j 0.000281302-0.0023059j -0.000490957-0.00128706j 0.00104481+0.00114174j -0.00290598-0.00613196j 0.000644895-0.00109616j -0.000191253+7.2097e-05j -0.00366657-0.0012061j -0.00682637+0.00502948j 0.00493062+0.00421107j 0.0106562-0.000140882j -0.000431261-0.0107132j 
-0.0049163-0.00314138j 0.00354537-0.0045311j -0.0064796+0.00459335j -0.00480667-0.00567348j 0.00657724-0.00482738j -0.00183245-0.00710733j 0.00154832+0.00360067j 0.000608473-0.000616312j -0.0028599-0.00422823j -0.000100167+0.00284534j -0.00190262+0.000828457j 0.00292868-0.00158135j -0.00387081+0.00417944j 0.00213798-0.00010396j -0.000847391+0.00491096j -0.00348225-0.00341604j -0.00397018+0.00689549j 0.00139881+0.00131039j -0.00940625+0.000745737j -0.00313795-0.00367965j -0.00823076+4.37173e-05j 0.00276884-0.00251349j -0.000834872-0.0100841j 0.00250233-0.00330134j -0.00406799+9.259e-05j -0.00175344+0.00220236j 0.000707928-0.000423646j -0.00172876-0.00242261j 0.00550135+0.00332536j -0.00212152+0.00224635j 0.00238894+0.00602378j 0.0021284+0.00301153j 0.00119756-0.00187221j 0.00771263+0.000988884j 0.000858282+0.00297083j -0.00781067-0.00105657j -6.29469e-05+0.00335469j -0.000336822-0.000938488j 0.00250731-0.00790194j 0.00171661-0.000468703j -0.00227883+0.000847474j 0.00162605+0.000896427j 0.00505516+0.00179964j -0.00134184+0.00122867j -0.00426057-0.000620228j -0.0014625+0.00184772j 0.00167616-0.000196292j 0.00383081+0.00503992j -0.00462773+0.00335095j 0.00345979+0.00508861j -0.00235469+0.00153335j 0.0031191-0.00254971j 0.00660807+0.0027478j 0.000780024-0.0041385j -0.00597365+0.00500606j 0.00557065+0.00594856j 
-0.00375821+0.00331896j -0.00410434-0.0030169j -0.000824188-0.00471243j 0.00163526+0.00172052j -0.00213039+0.0043654j 0.00554777-0.00668743j 0.0104658-0.00310335j 0.00807432+0.0034139j 0.000895361-0.00213591j 0.00350991+0.00285476j -0.00354632-0.00392977j 0.00659085-0.000296294j 0.00387848+0.00294167j 0.00749629-0.00499352j 0.00359156+0.000108098j -0.00520438+0.00641794j 0.00528419+0.00844314j 0.00393689-0.00953202j -0.00942272-0.000789992j -0.00342185+0.00310616j -0.00640283+0.00201853j -0.000386282-0.00577377j -0.00688881-0.00369424j -0.00944737-0.0086714j -0.00266794+0.00342744j 0.000152957+0.000335952j 0.00262276-0.00440377j -0.00645126-0.00871176j 0.00672549-0.0104815j 0.00289978+0.00474228j 0.00514355+0.00129307j 0.000760719+0.0038019j -0.00155719+0.00391968j 0.00231146-0.00912814j 0.00275992+0.00332697j -0.00634041+0.00760974j 0.00424068+0.00377284j -0.000343672-0.00211068j -0.00199803-0.0078082j 0.00341397-0.00370701j -0.00652675+0.00358639j -0.000569322-0.00144331j 0.00118674-0.00282643j 0.00182748+0.00354444j -0.0052196-0.00182169j -0.00653237+0.00116647j -0.00605468+0.00374829j 0.0101114-0.00493927j 0.000521363-0.00244499j -0.00360895-0.00099686j -0.0058327+0.00338991j -0.0188932-0.000431251j -0.00431738+0.00626766j 0.0111644+0.00207306j 0.0086126-0.00329415j -0.00436859-0.00837412j 
-0.00241444+0.0026135j -0.00313327-0.00182654j -0.000661964-0.00147778j -0.00115458+0.000834054j -0.00742091+0.00234746j 0.0075817-0.000256193j 0.00631604-0.00140447j 0.0089113+0.00342378j -0.000821337-0.000817166j 0.0083547+0.00330962j -0.00780899-0.00417031j 0.0027645-0.000720934j 0.00604843+0.00890892j 0.00418623-0.0112144j -0.0009041+0.0110284j -0.00561881+0.0104086j 0.00751942+0.00847917j 0.0127728-0.00448521j -0.012515+0.00430706j -0.0133399-0.00501621j -0.0192379+0.00505408j -0.0117952-0.00306758j -0.0083434-0.0187214j -0.00373118-0.00769545j -0.00660714+0.0131633j 0.0081822+0.00640806j 0.00446868-0.00403713j -0.00386002-0.00241993j 0.011095-0.0157875j -0.00278991-0.00222946j 0.0105971+0.00929822j 0.00473156+0.00405958j -0.00223823+0.00676356j 0.0195567-0.02039j 0.00758355+0.0093074j -0.00630027+0.00413203j 0.00384649+0.00446847j 0.00599991-0.00499209j -0.00670889-0.00802621j -0.00744195-0.00383651j -0.013777+0.00958279j 0.0028165-0.00189904j 0.0098459-0.00176422j 0.000327717+0.00524582j -0.0117372-0.000938446j -0.0128243-0.000588391j -0.00506701-0.000283543j 0.0182802+0.00415388j -0.00137325-9.22293e-05j -0.00614349-0.00443911j -0.00788592-0.00566381j -0.0120342-0.0139295j 0.000882099-0.00058377j 0.00443189+0.00197682j 0.00439097-0.00806614j -0.00886412-0.00473702j 
0.000478586-1.94052e-05j 0.000942245+0.000760303j -0.00378352+0.00723904j -0.00597012-0.00130472j 0.000286762-0.000522712j 0.00138784-0.00781563j 0.00159839+0.00512565j 0.00040812-0.00260424j -0.00695594+0.00648901j -0.00103637+0.000234677j -0.00732954+0.00549171j 0.0124887+0.00614882j -0.00278722+0.0061954j 0.00250235-0.0110267j -0.000791464+0.000940094j -4.91128e-05+0.00114157j -0.00798993+0.00633899j 0.00559232-0.000921426j -0.0070367-0.00142132j -0.0052951-0.00120555j -0.00807313+0.00300192j -0.00167369-0.000777963j -0.0071725-0.0115602j 0.000780942+0.00393759j -0.00714393+0.00530961j -0.00188485-0.000363255j 0.00320527-0.00674021j 5.06543e-05-0.00691286j 0.00711806-0.00285874j -4.53971e-05+7.72158e-06j 0.00464752+0.00896134j 0.00270417+0.00285001j 0.00133287+0.00127326j 0.00669899-0.0105835j -0.000724619+0.00361687j -0.00648686+0.00306175j 0.00167749+0.00755808j 0.00185365-0.00167809j 0.00163618-0.0092047j -0.0016017+0.00398664j -0.00651645-0.00363091j 0.00261128+0.00257609j 0.00868975-0.00164695j 0.00232091+2.16149e-05j -0.013663+0.00381538j -0.00278216+0.00718464j 0.00135512+0.00177832j 0.0118393-0.00225091j -0.00380932+0.0048842j -0.00249872+0.000851483j 0.000503868+0.00249774j -0.00424849+0.0043776j 0.00694992-0.00608437j -0.00586909-0.00692783j 0.00284723+0.00192564j 0.00223108-0.00246765j 
0.000737646-0.00439578j 0.00532302+0.00149478j 0.000669468+0.00900514j -0.00623632+0.00589788j 0.000699053+0.00976668j 0.0041695-0.00794465j 0.00315276+0.00351034j -0.000806101-0.0027231j -0.00255499+0.00505044j -0.00201338-0.000820798j -0.000805699+0.00554103j 0.00995407+0.00235815j -0.00988205+0.000816217j 0.0111412-0.0120588j -0.000838097-0.00503724j -0.00993458-0.00311397j -0.00805536+0.00903136j 0.00350936-0.00931803j -0.0170573-0.0220478j 0.0169371+0.0101871j 0.00327904+0.00676395j 0.0151132-0.00665345j 0.000378559+0.00339743j 0.000403717-0.00133646j 0.00150639-0.0205087j -0.00918232-0.0123106j -0.000696042-0.00687283j -0.00183419-0.0280836j 0.00161799+0.00280569j 0.00245845+0.00988327j -1.40729e-05+0.00123496j -0.0048892+0.00854474j 0.00134448-0.00738182j -0.0176823+0.000738711j -0.00795334+0.00419315j -0.0137743+0.00755849j -0.00218635+0.00169j 0.0014367-0.000241193j 0.0136619-0.00954012j 0.0181745+0.00849042j -0.000871858-0.00196418j 0.00467195-0.00615737j -0.00424509+0.000700951j 0.00321042-0.0084891j -0.00445131+0.0139446j 5.3335e-06+0.0104964j -3.79516e-06+0.0100305j -0.000864321-0.0161047j 0.00137889+0.000259507j -0.00498218+0.0104791j -0.000816159+0.00789931j -0.0116462+0.0253682j 0.000139627+0.003707j 0.00500635-0.00855834j 0.00555238+0.006905j 0.00675759-0.0042806j 
0.00231969-0.00148259j 0.00240072+0.00277379j -0.0021723+0.00482719j -0.00534999+0.000948312j 0.00374812-0.0054648j 0.00113211-0.00492185j -5.26007e-05+0.0063254j 0.00055768+0.00284546j -0.00755829-0.00876338j 0.00549036-0.00692004j 0.00298854+0.00250108j -0.00364629-0.00653114j 0.00177161+0.00383507j -0.00652333-0.000800755j 0.00603539+0.00593642j 0.00311676-0.00243774j 0.000859697+0.00271866j -0.00120804+0.0020646j -0.00444357+0.0123796j -0.00878306-0.00415105j -0.00108516+0.00566698j -0.00169084+0.000181099j -0.00503051-0.000941201j 0.00936511-0.0042671j 0.00244071+0.00783724j 0.000841032+0.00267919j -0.00146714+0.00333563j -0.0053767+0.0095072j -0.00215395+0.00145857j -0.000874862+0.00133058j 0.00476637-0.00365943j 0.00633953-0.00246015j -0.000795988-0.00162518j 0.00875364-0.00028594j 0.00214935+0.000672499j -0.00727012-0.00210407j 0.00751916+0.00641235j -0.00464242-0.00435804j -0.00638598+0.00334519j -0.000308311-0.00161131j 0.0051635-0.00258012j -0.000967267+5.27083e-05j -0.00118017-0.0096685j 0.00314+0.00263681j -0.0031922-0.00244722j -0.00302055+0.00399261j 0.00869337-0.00530429j 0.00340579+0.0113401j -0.0110829+0.00240245j 0.000177232+0.0129953j -0.00794083+0.0023921j 0.00430354-0.0019595j 0.00518072-0.00861398j -0.0113938-0.00256759j 0.000800298+0.000683066j 0.00158165-0.000604864j 
-0.00145756-0.00257144j 0.00215705-0.00124013j -0.00506219-0.00320993j 0.000496857-0.00549065j 0.00515649-0.00881177j -0.00938631-0.00986697j 0.00497176-0.00203616j 0.00196668-0.000933844j -0.00395082-0.00154068j -0.00590883+0.00801629j 9.14961e-05+0.000556423j 0.0198393-0.00368481j 0.00523738-0.00160398j 0.00794149+0.012634j 0.00203101-0.0101996j 0.00341796-0.00701151j -0.00108194+0.0052548j -0.0148698-0.00381936j 0.0097074+0.00396082j -0.00347258+0.00508114j -0.000540365-0.0123931j 0.00188184-0.00337766j -0.00453528+0.0102454j -0.0103775+0.00479158j 0.00409955+0.0132376j -0.00195296+0.00980059j -0.00110503-0.00436269j 0.000105376+0.00271492j 0.00834893-0.000273087j 0.00277912+0.00587702j -0.00173763-0.00361978j -2.6851e-05-0.0056814j -5.20028e-05+0.00620772j -0.00152328+0.00749239j -0.0058104-0.00706873j 0.00632301+0.000993778j 0.0113519+0.000665675j -0.00861399+0.00390147j -0.00560991-0.00398565j 0.0043708-0.00353878j -0.000984077-0.0108053j 0.00359735+0.0163661j 0.00415295-0.00437896j 0.0061357+0.0146217j -0.00206289-0.00915731j 0.00427368-0.00296163j -0.00298237+0.00623338j 1.32732e-05+0.0047309j -0.00068401-0.00403865j -0.00385241-0.0161984j 0.0160083-8.97899e-05j -0.00994195+0.00542729j 0.00266901-0.00453748j -0.00214222-0.00302164j -0.00144871-3.85435e-05j -0.000411868+0.00138356j 
-0.000292082+0.00497812j -0.00460144-0.00178668j -0.00110461+0.00580604j -0.00198191-0.00604799j 0.00348274+0.00219984j 0.00182207+0.00497912j -0.00911273+0.0119726j -0.0143599-0.00913606j 0.0103445+0.015268j -0.0063256+0.00857288j -0.0101976+0.021217j 0.016823+0.00901179j -0.00653034+0.00263907j -0.0183261-0.00734255j -0.00839585-0.00503978j 0.00365032+0.000877824j -0.0129805+0.00198217j 0.00904659+0.00600455j 0.00874132-0.00304301j -0.00434947+0.000660006j -0.00437423+0.000410274j -0.00567144+0.00768733j -0.00823194-0.0168779j 0.00694468+0.0142242j -0.0130973+0.0129693j -0.00488306-0.00049026j -0.00643506-0.00912986j 0.0072339-0.000201736j -0.00206802+0.00172622j 0.00347311-0.0100585j 0.0101751+0.0173067j -0.00293074-0.00224771j 0.00821332+0.000865033j -0.00467468-0.0146374j 0.000595634-0.00283881j 0.00476081-0.00579733j -0.00676388+0.00503634j 0.0108249+0.00303811j 0.0014336-0.0122286j -0.00649577+0.010008j -0.00784729+0.0043729j 0.00288898-0.000367469j 0.0188269+0.00107695j -0.00499392-0.0113974j -0.0101993+0.0114546j 0.0196579-0.00157248j 0.00387384+0.0012831j -0.00326958-0.0171298j 0.0097558+0.00597594j 0.000480901-0.00518929j 0.00604278-0.00497865j 0.0164327-0.0044888j 0.0109259-0.00736815j -0.0107316-0.00824987j -0.00557803+0.00614447j 0.0071167+0.00514563j 
0.00462974+0.00452038j -0.00419189+0.00366135j -0.000448255+0.0116516j -0.00747925-0.00389772j 0.00165174-0.00160612j -0.00553635-0.00722212j 0.0029278-0.00299075j 0.00129932+0.000362312j 0.00206719+0.0116677j -0.0083855-0.0108764j 0.0069614-0.010205j 0.00206902+0.00525811j 0.00700446+0.00534917j -0.000622984-0.00901177j -0.00330413+0.0120791j 0.0122126+0.00404853j -0.00797259+0.000797085j 0.0107479+0.000887365j -0.00284157-0.010152j -0.000889701-0.00391589j 0.00323036+0.003748j -0.0110959+0.00553412j 0.00470085-0.000297351j 0.0142747+0.00714379j -0.00197929-0.00741728j -0.00123618-0.000885603j 0.0108091+0.00262962j -0.00202951-0.00995404j 0.00410336-0.00664558j -0.0112736-0.00663695j -0.00725449-0.00067142j 0.00887129+0.00498536j -0.00528133+0.00191046j -0.00617122-0.0146587j -0.00808471+0.0110508j 0.00317645+0.00235037j -0.00922945-0.00252325j 0.00316663-0.00659389j -0.00335672+0.00894363j 0.000259569+0.00954628j -0.00198058-0.00628683j -0.00144249+0.00675297j -0.00269931+0.0033467j -0.00626233+0.00501892j 0.0111748+0.0202589j -0.0170297+0.00628028j -0.000709128-0.00819018j -0.0042652+0.0103306j -0.00434818-0.00123514j -0.000314712-7.8564e-05j 0.00588535-0.00162069j 0.00649955+0.00276971j 0.00238157-0.00242907j -0.00365775-0.00181441j -0.00257646+0.00238528j 0.00283835+0.00232544j 
