0.0369339+0.0228858j 0.0635832-0.0226884j -0.0868992-0.0361665j 0.00655759+0.0744689j 0.116626+0.0523643j -0.101495-0.067004j 0.0223995-0.153745j -0.141189-0.157585j -0.0737435+0.0506415j -0.0503757+0.0454872j 0.0486969+0.188938j -0.246307+0.292189j 0.116587+0.0138418j 0.101969+0.0480639j 0.0666094-0.0630173j 0.043284-0.137027j 0.0448763-0.147813j -0.126131+0.069706j 0.050341-0.0287446j 0.0820624-0.0377644j -0.0768715-0.0524965j 0.127003+0.11673j -0.165968-0.0554929j 0.0326483+0.0564512j -0.212233-0.114186j 0.0988771-0.0914598j -0.0799778-0.0708213j 0.0105241-0.085745j -0.162192-0.0585535j 0.1058-0.0274685j -0.0503434+0.171142j 0.017486+0.0419898j -0.0708651-0.0818258j 0.076203-0.10554j 0.135611-0.0703193j 0.0027921+0.124302j -0.0266416-0.064173j -0.0415958+0.0467125j 0.0450465+0.0705036j -0.0657684+0.0333962j 0.0179631-0.0209818j -0.0657522+0.0253187j 0.0102188-0.0390101j -0.0523191+0.122891j -0.0258925-0.00494054j -0.110241+0.0849777j -0.0225745-0.0204954j -0.214799+0.254431j -0.0158725+0.0890804j -0.0867427-0.021571j 0.0829208+0.148807j -0.104346+0.028281j 
-6.24022e-05-0.0026924j -0.00106998-0.00145677j -0.000425737+0.00400705j 0.000821467+0.00319458j 8.35797e-05-0.00247304j -0.00167861+0.00255372j 0.00222239+0.00396271j -0.00224333+0.00444674j -0.000880906-0.005339j -0.00354217+0.0057231j 0.00461119+0.00562119j -0.0061026-0.0011281j -0.00451321+0.00301815j 0.00296954-0.000315774j 0.00645448-0.00606012j -0.022884-0.00692216j -0.00367955-0.000613005j -0.0153423-0.00234564j -0.00969104+0.00498855j -0.00622781-0.0016096j 0.00736058-0.00647216j 0.0195558-0.000374954j -0.00198281-0.00734102j -0.00209711+0.00256215j 0.00228073+0.00814172j 0.0131638-0.0023188j -0.00511109-0.00315025j -0.00358535+0.00600498j 0.0114032-0.00233486j 0.0101586-0.0112244j 0.0112215-0.00459713j -0.00247506+0.011472j 0.0285115+0.0238326j 0.00409392+0.00912791j 0.00232615+0.00549992j -0.00294676-0.00805818j 0.00830512-0.0124805j 0.011177-0.00258676j -0.010126+0.00984609j 0.0123369-0.00990079j -0.000246453-0.0147528j 0.00858795-0.00746147j 0.0137492-0.00131885j 0.0020561+0.00496012j -0.00520669-0.00052735j -0.00720464-0.00106438j 0.00562061-0.00153586j -0.00296102-0.000644011j 0.000128402+0.00248277j 0.000831437+0.0013126j 0.00114992-0.00335185j 0.00248899+0.000457945j 
-0.000551678-0.00404448j -0.00412349+0.000917404j 0.00421086-0.00124871j -0.00306243-0.00102306j -0.00213188-0.00346506j 0.00188304+0.00117471j 0.00112432+0.00253956j -0.000584204-0.00281172j -0.000985535+0.00456653j 0.000364123+0.00490034j 0.00717626+0.00584317j -0.00643063+0.00615018j 0.0101524-0.00179533j 0.0126606-0.00183066j -0.00420097-0.00385807j -0.0107993-0.0134832j -0.00201123-0.00194614j -0.00365389-0.00817641j 0.00443299-0.00175342j -0.00824608-0.00472982j 0.0040106-0.00154414j 0.0141606+0.00895658j -0.00603984+0.0122183j 3.64114e-05+0.0135353j 0.00319297-0.00387777j -0.0167362+0.00872245j 5.01898e-06+0.000185544j 0.0136061+0.00705173j 0.0148399+0.00593179j 0.0124269+0.00999685j 0.00172832-0.0236146j -0.00571129+0.00775848j 0.018797+0.00979482j 0.00205335+0.00408949j 0.0158718+0.0141156j -0.0053448+0.00467935j 0.00228241-0.0116031j -0.0101888+0.00961622j -0.00945193+0.000288665j 0.00660322-0.0152642j 0.00378725-0.00327027j 0.0122501+0.000881337j 0.0120305-0.00088264j 0.00454046+0.00120899j -0.00721675+0.000972501j -0.00112501-0.00417511j -1.10159e-05-0.00134017j -0.00279993+0.00194006j -0.00421228+0.0059183j -0.0016535-0.00181528j -0.00275866+0.000293473j 2.52525e-05-0.00213595j 
-0.00253431+0.00152759j 0.001424+0.00342287j 0.00343741-5.33475e-05j -0.0044562-0.00338862j 0.0015542+0.0023576j -0.00706803+0.000432245j 0.00215255-0.00100181j 0.000830313-0.00154621j -0.00673342+0.00232585j -0.00721679+0.00059192j -0.00326223-0.0097125j 0.00913582+0.00669468j 0.00611117+0.000784117j -0.00209326+0.000500387j -0.0270585+0.00348298j 0.0140878-0.0104674j -0.00355455-0.000292172j -0.00579239-0.00414957j 0.00925312-0.00310473j -0.0223026-0.00408701j 0.00655415+0.00820673j -0.00699793+0.0218692j -0.00352566+0.0127982j 0.0182829+0.0120885j 0.00237938-0.00737359j -0.00466447+0.00103385j -0.00111391+0.000335534j 0.0170784-0.0150466j -0.00396699+0.00789202j 0.00212567-0.00427114j -0.0122222-0.00780587j 0.00431837-0.0167592j 0.00502247-0.0154753j -0.0111456-0.00311802j -0.0084004+0.00687282j 0.00161662+0.000659843j -0.00862844+0.0109649j -0.00364648+0.0238j -0.0170959-0.0140963j -0.0147521+0.0163113j 4.56345e-05+0.00595562j 0.00676223-0.000930289j 0.00854851+0.00349692j -0.00881755+0.00359368j -0.0054746+0.0014365j 0.00487501+0.000139255j 0.00125496+0.00773769j -0.00328255+0.0032091j -0.00195342-0.00325581j 0.000421249+0.0030054j -0.00128028+0.00266932j -0.00105311-0.000350348j 
-3.95573e-05+0.00104568j 0.00111039-0.00261331j 0.00145254+0.0042899j -0.00164789+0.00310786j 0.00371761+0.00522309j -0.00313521+0.00656904j 0.00349234+0.000582274j 0.00142855+0.00106073j -0.00601546-0.00603207j -0.00278563+0.00415156j -0.00328995+0.000684897j 0.000850251+0.00264123j 0.00561885+0.0219385j -0.0126924+0.0137381j -0.00247972+0.0110711j 0.00509732+0.0146237j -0.00159674+0.00481087j -0.011315+0.00288511j -0.014886+0.00543533j -0.000661943-0.0128765j 0.0117646+0.0115519j 0.00477412-0.00109319j 0.0012601-0.0167224j 0.0129436-0.00406649j 0.00819541+0.0173019j 0.00485672-0.0100663j -0.00774623+0.00370237j -0.00587837+0.00435913j -0.0167402-0.00124092j -0.00205046-0.00203914j 0.0140982+0.0137926j 0.00834232-0.00962657j 0.0162544+0.00112793j 0.00153402-0.000315127j -0.00693349-0.0020547j 0.00105177+0.00206483j -0.0120407-0.00568555j 0.0235505-0.00243894j -0.00901545-0.00613326j 0.000832643+0.00763303j -0.00699899+0.0011624j -0.00324076+0.00729594j 0.00721681+0.0034164j -0.00401105-0.00256614j 0.000448276+0.000446987j 0.00358032+0.00400359j 0.00827912+0.000247492j -0.002151+0.00365606j -0.000942483-0.0029305j 0.000165358+0.0015197j 0.000911388-0.00377422j 0.0027646+0.00179236j 
-0.000967572-0.00228779j -0.00252152+0.000776072j 0.000232216-0.0018332j -0.00388175-0.00428436j -0.00210841+0.000358924j 0.00175509+0.000263315j -0.00055269+0.00338873j -0.00373312-0.00545753j 0.000750088-0.00121655j -0.00190953-0.00493723j 0.0118858+0.00674067j -0.00234803+0.00474097j 0.00663905-0.00995281j -0.00754567-0.000689351j 0.0102423+0.0269895j 0.00649663-0.00169093j 0.00764831-0.00671773j 0.0071651-0.0164708j 0.00118073-0.00471815j -0.011715-0.00342817j -0.0121194+0.000443286j 0.00961883-0.0199424j -0.0115086+0.0139158j -0.0188521+0.0142591j 0.0146233-0.00303457j -0.0143271+0.0174457j 0.0148286-0.00661797j 0.00598274+0.00785828j -0.0027808+0.0188789j 0.00355668+0.0249569j -0.0161671+0.014271j -0.000827057-0.00274084j 0.00763976-0.0116034j 0.0112303+0.00339365j 0.00153349+0.012438j 0.00439094-1.10048e-05j -0.000177787-0.0112798j 0.0111406+0.011566j 0.00971633+0.00971893j -0.0110385-0.00674856j -0.00423384+0.00511672j 0.00286668+0.00335759j -0.00485393-0.0021105j -0.00051453-0.00125944j 0.00145274+0.00395578j -0.000532683-0.00385536j -0.00521702+0.00338032j 0.00324632+0.000302484j -0.0014514+0.00414677j -0.00540004-0.00255418j -0.00439292-2.82791e-05j -0.000801671-0.00378806j 
0.00218763-0.00199417j -0.0035092-0.0034482j 0.00713873-0.00279873j 0.00116968+0.00122086j -0.0019169+0.000757312j 0.00704221+0.00632124j 0.00265338+0.00518272j 0.00784113-0.00253691j 0.000644975-0.0011125j 0.017567-0.000654007j -0.0072297-0.00437453j 0.00416772+0.0102507j 0.00710112+0.00933078j 0.0118456-0.00139638j 0.00252162+0.00752875j 0.00168499+0.00836206j -0.00546032+0.00575057j -0.000890428-0.00341713j -0.00133104+0.00252249j 0.0258004-0.0238423j -0.000358217+0.0135102j 0.0144513+0.0100476j 0.0123183+0.0138552j 0.0107761+0.0102598j 0.00132539+0.00296851j -0.0113173+0.0139511j 0.00908943+0.00351185j 0.00119291+0.00920594j 0.0109518-0.000448116j 0.00482382+0.0120296j 0.0120424-0.0100641j -0.0141841-0.00221334j -0.00226755+0.00333402j 0.0063804+0.00349788j 0.0155426+0.00455493j -0.0102717-0.00337914j -0.0211564-0.000305879j -0.00401384+0.0159917j -0.00535873+0.000125256j -0.00210205-0.00765472j -0.00272683+0.00302605j -0.00114339-0.000441974j -0.00575613-0.00671084j 0.00400211-0.00401118j 0.00122196+0.00806973j -0.00305085+0.00184015j -0.00356507-0.00270193j 0.00128034+0.00173021j -0.000622722+0.00125589j 0.000826904-0.0024424j 0.000149792-0.00220805j 0.00114096+0.000674963j 
-0.000112788-0.000729943j -0.00163508-0.00119128j 0.00197926+0.00132711j -0.00169899+0.000431482j 0.00276156-0.00246706j -0.00175413+0.00170595j 0.00373624-0.000584412j -0.00300937-0.000246996j -0.00473048+0.000733483j -0.00451421+0.00584199j 0.00820119-0.00350917j -0.00408786+0.00690786j 0.00846515+0.00907405j -0.0126478+0.0157885j 0.010539+0.0141551j 0.00517714-0.000145589j 0.00179153+0.00813842j 0.000179716-0.00355171j -0.00961648+0.00681371j -0.00489022-0.0076831j 0.00690008+0.0118272j 0.00212328-0.0114192j -0.00360227+0.00401315j 0.00246422+0.00328244j 0.0175099+0.00623804j 0.0050189+0.00431896j 0.000899166-0.01417j 0.00512378+0.00413368j -0.0166003+0.0100875j 0.00351186+0.00613698j 0.00980677+0.012825j 0.00704314-0.00762494j 0.0127426-0.00584591j 0.00748492+0.00402164j -0.000231812+0.00589448j 0.00499218+0.00255684j -0.00865878-0.00698357j 0.0172308-0.00567303j -0.00159325-0.000816776j -0.00538071+0.00193085j -0.00177174+0.00577265j 0.00106732+0.00788569j 0.0038246+0.00172939j -0.00411621+0.00022187j 0.00118398+0.00164698j 0.00195318-0.00229412j 0.00164989+0.000221605j 1.04777e-05+0.00278458j -0.00241226+0.00170615j -0.00218144+1.36791e-05j -0.00102033-0.00190054j 0.00109915+0.000163407j 
-0.000431753+0.00271931j 0.00207939+0.000452314j -0.0034818-0.00237077j 0.0045962+0.000917697j -0.00396702-0.000941764j 0.00809318+0.00423066j -0.00456755-0.00235194j 0.00316348-0.00274586j -0.0066822-0.00731813j 0.0127509-0.0116235j -0.0084289+0.00993506j 0.0141092-0.00602366j 0.0162534+0.0127004j 0.00538192-0.0100118j -0.00530404+0.010397j 0.00813433+0.0212592j -0.0055052-0.0188034j -0.0211611+0.00237832j -0.00233809-0.00583837j 0.00684309-0.0140401j 0.0012359+0.0114554j 0.00847183+0.0134855j 0.00830548-0.0133962j 0.0113254+0.00389962j -0.00948321+0.00659786j -0.00762333-0.0024962j -0.00265976+0.0244992j -0.000729174+0.0040636j 0.0116433+0.000561885j 0.00595259+0.00825275j 0.00439793+0.000433109j -0.0144255+0.00115324j -0.00668378-0.00601014j 0.00116245-0.0103282j 0.00447636-0.00343844j -0.00265178-0.00104958j -0.0141572+0.00733331j 0.00580964+0.00574692j -0.00334723+0.00134787j 0.00366104-0.00215023j -0.0120448+0.00106533j -0.00367663+0.0102607j -0.00669377-0.00602147j -0.000524029-0.00197478j 0.00429054-0.00111325j -0.00129499+0.00509533j 0.0015732-0.00202917j 0.00207146-0.00111913j 0.00522305-0.00226863j 0.00264076+0.00183855j 0.00214397-7.47082e-05j -0.000139501+0.0021194j 
0.00105141+7.65515e-05j -0.00202773-0.0016426j 0.00273754-0.00241948j 0.00204468-0.0015952j -0.000421513-0.00520349j 0.00805557-0.00970746j 0.00473292+0.00335429j 0.00784571+0.00370625j 0.0025179+0.0115406j 0.0121476+0.00630765j -0.00239458-0.0134823j -0.00485499+0.00658956j 0.00395459+0.00381208j 0.0010583+0.013034j 0.00367632-0.00997093j 0.00485345-0.00510163j -0.00306089+0.025992j 0.0158782+0.00738197j -0.00355614+0.015674j 0.0251233-0.016013j 0.00655959+0.00831488j -0.00180477+0.00349637j 0.00753727+0.0168575j 0.00847339-0.00813586j 0.0037159+0.00513699j 0.0137276+0.0115849j 0.00498318-0.0218708j 0.00210955-0.000421799j -0.0160198-0.011288j -0.00714848-0.0124388j 0.0131437-0.0124115j 0.00730068-0.0022536j -0.00472195+0.0058433j -0.00122751+0.0152035j 0.0116767-0.00390824j -0.00369547+0.00708013j -0.00466064+0.0102799j -0.00806117+0.0017074j -0.00470263-0.00106964j 0.00087105+0.00187542j 0.0035167+0.00214613j -0.00216588+0.00184027j -0.00307858-0.00267611j 0.00410072-0.000387631j 0.00239627+0.00742264j -0.000325533+0.00414348j -0.000332597+8.33526e-05j 0.00491131+0.000738619j -0.00153611-0.0003467j 0.000768891-0.00341272j -0.000233716-0.0018483j 0.00101314+0.00113047j 
-0.000923262+0.00338802j 0.00227723+0.00283688j -0.0012689-0.0038472j 0.00942831+0.00128236j 0.00825603-0.0182619j 0.0146474-0.00590377j -0.0147881-0.0108488j -0.0049669-0.00297676j -0.013093+0.00843395j 0.00456347+0.000137415j 0.0131933-0.000636416j 0.00848158-0.0156676j 0.0133799+0.0151956j -0.0121689-0.00543876j -0.00673402+0.00381323j -0.00280936-0.0122616j -0.00762755-0.00418792j 0.00214187-0.0078872j -0.00270109-0.00379177j -0.00441976+0.00313562j 0.000583129+0.0211235j -0.00387493+0.0184972j -0.00199211-0.00285115j 0.00791106+0.0132821j -0.00775827+0.0062613j 0.0172008+0.00424483j -0.00117236-8.21753e-05j 0.012612-0.0105499j -0.0107432+0.0107217j 0.0146358-0.00904267j -0.00480877-0.00524677j 0.00242877+0.0104771j 0.0089303-0.0100963j -0.00790051+0.00482714j 0.00036941+0.0105661j 0.00566574+0.000551199j 0.00859626-0.00523604j -0.0141137-0.00490673j 0.00283476+0.0019561j 0.0113128-0.000956102j -0.00311252+0.00452619j 0.000815822+0.00965955j -0.000505249-0.00731067j -0.0028282+0.00650654j 0.00113808+0.00140005j -0.00361202+0.00130689j 0.00401211-0.00291688j 0.00436501-0.00672824j 0.00192119+0.00235188j 0.00234523+4.71915e-05j 0.005684+0.00147934j -0.000504972+0.00448381j 
0.00133421+0.0014433j 0.00342381-0.000373588j -0.0127444+0.00151198j 0.00102077-0.0057918j -0.0158882-0.00186931j -0.00701597-0.0134734j -0.00854834+0.00848818j -0.00850414+0.0061893j 0.00218416+0.00714783j -0.00459032-0.00822668j 0.00705322-0.00486267j -0.0150385-0.00835811j 0.0236375-0.00925212j -0.00842837+0.00901298j -0.0136882+0.00327882j 0.0107317+0.0165676j -0.00594866-0.0174143j -0.0180573+0.00129143j 0.000895288+0.00515909j 0.00710507+0.00788058j -0.00791076+0.00789622j 0.00292316+0.017653j -0.00588703+0.0174075j -0.0111731-0.00285987j -0.00679927-0.0029205j -0.0083626+0.000100368j -0.0212763-0.0015818j 0.00789209+0.00511523j 0.0018564+0.00171892j 0.0060226+0.000526838j -0.000505929+0.00721906j 0.00602227+0.00775067j -0.00704076-0.00383821j 0.0073493+0.00612495j -0.00102511-0.00371129j 0.00298974-0.00455794j 0.00452894+0.00908243j -0.00319826-0.000864629j 0.000127407+0.000418639j -0.00473636-0.00507506j -0.00697296+0.000945906j 0.00520651+0.00440194j -0.00096372+0.000270084j -0.00600901+0.00130855j -0.00151993-0.00464312j 0.00117233+0.00300069j 0.00140628-0.000158778j 0.000928737-0.00711364j 0.000710259-0.00325361j 0.000660093-0.0003748j 0.0029949+0.0016522j -0.00221223+0.00137177j 
0.000305932+0.0015768j 0.00122153+0.000197643j -0.00371382-0.00221654j 0.0015448-0.00321311j -0.00251424-0.00713656j -0.000376241-0.00730286j -0.00112294-0.000940278j -0.00114728+0.00242917j 0.000613718+0.00389278j 0.00245604+0.000992423j 0.00131333-0.00572854j -0.00400702+0.00199542j 0.00645559+0.00012704j -0.000461812+0.00418044j -0.0021116-0.00361074j -0.000272282-0.00215322j 0.00124756+0.00164387j 0.00245643-0.00186828j 0.00263848+0.00619636j 0.00648144-0.00176876j -0.00102925+0.00342383j -0.00219955+0.00740687j 0.000996707+0.0100312j -0.00314848-0.000535651j 2.74037e-05-0.000983964j 0.00738866+9.77725e-06j -0.00810365-0.0101662j 0.00516727-0.00207484j -0.00761622+0.0032922j -0.00288243-0.00297495j 0.000173434-0.00209037j 0.00262736-0.000904514j -0.00156828-0.000120316j 0.00436176+0.00698293j 0.00200849-0.00144873j 0.00347713+2.29735e-05j 0.00426544+0.00141376j -0.00562388-0.000523026j -0.000495482+0.00219789j -0.00152278-0.000625307j -0.000576634-0.000362496j 0.000805791+0.00366404j 0.000604822-0.00183733j -0.00237044+0.00119813j -0.000307776+0.00107856j -0.00131966+0.00156817j -0.000183061+0.000606867j 0.00146563-0.0025411j 0.000541647-0.000131961j 0.000419084-0.000830935j 0.00116029+0.00122034j -0.00133147+0.00116508j 
-0.00155045+0.00195986j 0.0011638+0.00186575j 0.00814197-0.00293392j -0.00162363-0.00267753j 0.00749973-0.00877698j 0.00844204-0.00261706j -0.00796746-0.00569732j 0.00841368-0.00337662j -0.00438683+0.00255908j 0.0100818+0.000561906j 0.00164062+0.00250458j 0.00966578-0.00618092j -0.00212151+0.00663899j 0.00340376-0.00486956j 0.00617999+0.00536385j -0.00618176-0.0124722j -1.66527e-05+0.00619784j 0.00892683-0.00535302j -0.00227709-0.00144165j -0.00332471-0.00401207j 0.00811685+0.00338899j 0.00034557+0.00144007j 0.000936583-0.00788785j 0.0116894+0.00698602j -0.00142407+0.00627036j 0.00809959+0.00107837j 0.00895294+0.00462093j -0.0033204-0.00678237j -0.000841943+0.00838842j 0.00490947-0.00536683j -0.00531705-0.00698495j 4.27919e-05-9.162e-05j 0.00129145-0.00750063j -0.00588964+0.00245707j 0.00507447+0.00827306j -0.00050789+0.0024035j 2.25806e-05-0.00944376j -0.00585766+0.000575872j 0.000603222-0.000864107j 0.00536148+0.00176484j 0.00200761+0.00306203j 0.000233685+0.00426207j -0.00261033-0.00227605j 0.0051524-0.000655805j -0.00107973+0.0053461j -0.00112545+0.00178901j -0.00175817-0.00166642j 0.00236913+0.000978739j 0.00281454-0.00162963j 0.00313099+0.000891378j -0.000703973-0.000242856j 0.000350433-2.94184e-05j 
-0.00429763-0.00364644j 0.00133876+0.00380899j 0.0119987+0.0149015j -0.0112465+0.0146865j -0.0033579+0.010474j -0.0116019-0.00846593j -0.0154459+0.0103878j 0.00838885-0.00677279j 0.00505878+0.0110118j 0.00576885+0.00294094j -0.00114355+0.00608213j -0.00554154-0.00234786j 0.00618797-0.00530394j -0.00653307+0.0138578j 0.00496253+0.00528995j 0.0140896+0.0103476j 0.0127293-0.0100508j -0.0107852-0.00514702j -0.00607775-0.000566901j -0.00185941-0.00607384j -0.00328773-0.00812276j -0.00201567-0.00146296j 0.00599704-0.00255129j -0.0114335-0.000843487j -0.00255728+0.000934296j 0.00582228+0.0104339j -0.0128544+0.00751371j 0.000440363+0.00322822j -0.0045499+0.00201252j 0.0103422-0.00921395j -0.00181994+0.00116706j 0.0137733-0.00186185j -0.00387085-0.00453324j 0.00296313+0.000116886j -0.00458384+0.00274096j -0.00340004+0.00169344j -0.00184792-0.00240458j -0.000521019+0.00222867j -0.0051335-0.000401323j 0.00579808+0.000897396j -0.00192191-0.00318059j -0.000186787-0.000619213j 0.00180108+0.00164414j 0.00262421+0.00226613j -0.000831954-0.00186914j -0.00222417-0.00723579j -0.00100678+0.00234295j -0.00121668+0.000213758j -0.000871388+0.00220034j -0.00280713+0.00283078j -0.0029803+0.000393386j -0.000112128-0.00278849j 
0.000832145-0.00275095j -0.00637002-0.00620594j 0.0146542-0.0241665j 0.026434+0.00815042j -0.000504682-0.0074314j -0.00668303+0.0191887j 0.00814045+0.0242681j -0.0192741-0.00545061j 0.0226002+0.00940215j -0.00777459+0.000832228j 0.00259481-0.0108963j -0.00297267-0.0106098j -0.00348638+0.00223878j -0.0202993+0.0093405j -0.0255903+0.00397366j 0.00208926+0.00338417j 0.00253346+0.0138456j 0.0145544-0.00720917j -0.0148148-0.0175067j -0.00606138+0.00832589j -0.000825658+0.0167406j -0.000161311-0.00271153j 0.0134317+0.000498077j 0.00288589-0.0138018j 0.00487379-0.0146789j -0.01076+0.0054466j -0.00641721+5.57312e-05j 0.0105295-0.00282093j -0.00631727-0.00264291j -0.000399199+0.00196814j 0.00260519-0.00147073j -0.00851098+0.00356788j 0.00759585+0.0103258j 0.000550396-0.00795281j -0.00222444+0.00824106j -0.0058294+0.00356938j -0.00123504+0.00124145j -0.00261525+0.000360068j 0.00262993-0.000133621j 0.000269413-0.000944955j 0.00987846+0.00322314j -0.00349596-0.00462965j 0.000375734-0.000656251j 0.00058636-0.00246142j 0.00519515+0.010036j 0.0018339+0.00166821j -0.00164721-0.00396618j 0.0039824+0.0062629j -0.00443248+0.00268468j 0.00106047-0.00575941j 0.00113676-0.00522842j 0.00600063-0.000425033j 
-0.00539716-0.00166361j 0.00267435+0.00229404j 0.0239662+0.00347402j -0.0059742+0.0196382j 0.00918202+0.00173187j -0.00342018-0.00657467j -0.0182744+0.0131431j 0.00770502-0.013121j 0.00476146+0.0148876j 0.0155749+0.00408775j -0.00442397+0.00928394j 0.00067431-0.00342352j 0.00297827+0.00433507j -0.00745141+0.0133416j 0.0121158+0.00238167j 0.00734185+0.0079409j 0.0197536-0.00303416j -0.00190213-0.0130909j -0.0143931-0.00419486j 0.00164328-0.00945994j -0.00321919-0.0086406j -0.00308896-0.00469923j 0.00727002-0.00957326j -0.00295855-0.00344639j -0.0011441+0.000906689j 0.00832013+0.0132201j -0.0043925+0.00659682j -0.00520637+0.00103821j -0.00592775+0.00105681j 0.00856519-0.00871893j -0.00607703-3.19837e-05j 0.00728096-0.00700264j -0.00724971-0.00388747j 0.0018584+0.00175367j 0.00156857+0.00366874j -0.00192979+0.00571928j -0.00570374-0.00804487j -0.00180295+0.00237659j -0.00375477+0.00191358j 0.00859925+0.00253053j 0.003968-0.00129803j -0.00434647+0.00102663j 0.00265752-0.000281633j 0.00552731-0.00170337j -0.00301979+0.00498676j -0.00580494-0.00374806j -0.00216817+0.002565j -0.00113683+0.0045153j 0.00195742+0.00331776j -0.000648584+0.00235936j -0.00480223+0.00079765j -0.000524252-0.00376798j 
-0.00170044+0.000833024j -0.00116379+0.0015136j -0.00265207-0.00604323j 0.00450872-0.0040234j -0.00408501-0.00529205j 0.00165882+0.00213469j 0.00431394+0.00483668j -0.0043468+0.00539561j 0.00265996+0.00191284j -0.00393276+0.0044828j -0.00155237+0.00046279j -0.00107728-0.00151737j -0.00161527-0.00034825j -0.0100571+0.00432353j -0.00845744+0.00399819j 0.00327281+0.00414263j 0.00374074+0.00194892j 0.000522775-0.00163412j -0.0041681-0.00721155j -0.00223881+0.00513098j 0.00166696-2.36616e-05j -0.00314161-0.000955339j 0.0019918+0.000135398j -0.00203212-0.00139204j -0.00109961-0.00516291j -0.00276214+0.00274573j -0.00273624+0.00245382j 0.00588889-0.00265048j -0.00112184-0.0022398j -0.00253456-0.000302595j -0.00219494-7.91268e-05j 0.0012051-0.000604762j 0.00111511+0.000167783j 0.0004208-0.00188203j 0.00198954+0.00269351j -0.000915938+0.00463186j 0.00147502+0.000702849j -0.000383635+0.000932507j -0.000977815-0.000488569j 0.000143235+0.00170451j 0.00157206-0.00326654j -0.00241937+0.00201159j 0.00158584-0.000547216j -6.59862e-05-0.000310036j 0.00251178+0.00194741j 0.00114888+0.000568641j -0.000748676+0.00120235j 0.00279157+0.00215317j -0.000121646-3.38995e-05j -0.00103228-0.000887048j -0.00139202-0.000905406j 0.00119209-0.00152111j 
-0.000571987+0.00170786j 0.00242369-0.00133525j 0.00450622-0.00373837j 0.00273332+0.00153358j 0.00606642+5.86724e-05j 0.000364148+0.000134722j -0.00092894+0.00518133j -0.00223283-0.00103186j 0.00145679-0.00216739j 0.00233545-0.000232989j -0.00379595+0.00159955j -0.0030449+0.00162321j 0.00206244-0.000491229j 0.00210406+0.00349768j 0.00478432+0.0049692j 0.0058464-0.000148379j 0.00390616-0.00354591j -0.00166813-0.00202805j -0.00206736+0.00298671j 0.00370493-0.0007992j -0.00146443-0.00214376j -0.00120447+0.00349116j -0.000381885-0.000875978j 0.00109043-0.000512333j -0.00205221+0.00293788j 0.00309627+0.0022788j -0.00223754+0.00422021j -0.00173783-9.7192e-05j -0.00339229+0.00102162j 0.00131685-0.00287945j -0.00193494+0.00338009j 0.00110797-0.00344035j -0.0048367-0.000877161j 0.00174781+0.00105408j 0.000174581-0.00106101j 0.00216867+0.000563136j -0.000478458-0.00182078j -0.000699637-0.000475922j -0.000175994+0.00139872j 0.00032283+0.000857213j 0.00164408+0.00174044j -0.000954382+0.00101895j 0.00161098-0.000487639j -0.000721393-0.000759297j -0.00246336+0.00210619j -0.00216878+0.00158126j 0.00012393+0.000688026j -0.00112454+0.000441655j 0.00198571+9.35279e-05j 0.00110221+0.000635333j -0.000644568+0.00112415j -0.00150865-0.00065401j 
-0.000815866+0.00125606j 0.000732555+0.000519366j 0.000599207-0.0017711j -0.00124109-0.0018072j -0.00100251-0.00222189j 0.000650603-0.00164647j 0.00130024+0.00200243j 0.00270809+0.00213448j -1.52681e-05+0.000214705j 0.00167737+0.000136325j 0.000357646+0.00195972j 0.00118968-0.00154908j -0.000719099-0.00094636j -0.00094789+0.00128543j -0.000902145+0.000259522j 0.000931809+0.00159753j 0.00109147+0.00071594j -0.000319946-0.000656652j -0.0018566-0.000293214j -0.00176395-0.00120744j 0.00128662-0.00219313j -0.000166496-0.00152635j 4.74079e-05+0.000291757j -0.0005504-0.000470958j 0.000422832-0.000707131j -0.000993005+0.000465334j -0.00147178+0.000407329j -9.26845e-05+0.000380311j 0.00124171-0.000431611j -0.000592051-0.000560497j -0.000564692-0.00135076j -0.000582302-0.00255302j 0.00196996+0.000995026j 0.00122537-0.00122628j -0.00122853-0.00143246j 0.00192607-0.000607997j 0.00259393-0.00043611j 0.00194714-0.00287118j 0.000935689+0.000625347j -0.000485778+0.000928666j -0.000543001-0.00030998j 0.00220261+0.00236171j 0.000973882-0.000736721j 0.00190665-0.00137352j 7.18958e-07+0.00292044j -0.00105045+0.00218977j 0.00231985+0.00196203j 0.00151867+0.0031339j -0.000104296-0.00343007j 0.000437034+0.0025649j -0.00161929+5.89488e-05j -4.38221e-05-0.00190025j 
