-0.0972495-0.0123007j -0.029277+0.0832301j -0.14546+0.135294j 0.155299+0.184189j 0.0656824+0.0830031j 0.15523+0.0658321j -0.0403238+0.350021j 0.175377+0.0125457j -0.0471837-0.0325901j 0.0289029-0.0571391j 0.133068+0.0526007j -0.136567+0.0459258j -0.191342-0.0303314j -0.0545659+0.0580255j 0.111349+0.0543681j -0.275625-0.00207483j 0.133066+0.0608265j 0.059413+0.0299705j -0.0299168+0.119092j -0.0739482-0.00878864j 0.103302-0.124117j 0.0570345+0.0690875j 0.0285231+0.113306j 0.0829429+0.0407329j 0.0421035-0.139484j 0.0550839-0.136802j -0.0409768-0.00631883j 0.0423176+0.0276466j 0.102829-0.0297585j 0.0878216+0.0047349j -0.0302527-0.0817342j 0.0392388-0.0304172j -0.0975626+0.0116372j 0.0739664-0.00563776j 0.0219225+0.0320711j 0.171522-0.186697j 0.106552-0.167747j -0.0232061-0.00380791j 0.0808659+0.276347j 0.217704-0.0184151j 0.0577824-0.0296175j 0.0714592+0.0136261j 0.121537+0.0373167j -0.0537437+0.11512j -0.0246227-0.030107j -0.0187292-0.0310037j 0.0787702-0.04135j 0.0539902+0.0669833j 0.0148571-0.000122816j -0.0215443+0.00993995j 0.00572545-0.012625j 0.00340443+0.0321549j -0.00251699-0.0135105j 0.0123529+0.0271518j 0.00207147+0.0161816j 0.00234252-0.0111153j 0.010557+0.0161675j 0.0295414+0.0101772j 0.0149644+0.00372131j 0.00975184+0.0284237j 0.0169874-0.0174536j 0.0310566+0.0114519j 0.0165394+0.0114097j 0.00866864-0.0124035j -0.0367644+0.000556685j -0.00162601+0.00775138j 0.0056956+0.0323414j -0.0097096-0.0133326j 0.0263413+0.00549194j 0.00255331+0.0112317j -0.0225417-0.0204717j 0.00274313-0.00685274j -0.00534998-0.0115244j 0.00973349-0.0260924j -0.0163516-0.00864476j 0.0098998+0.0133529j 0.0128558+0.00272011j 0.000283283+0.00944167j -0.00158069-0.0172997j -0.0085666+0.00933587j 0.00986016+0.00124359j -0.0175921-0.0241089j 0.0191979-0.00607721j -0.0198079-0.00593428j 0.00617634-0.00250894j -0.0193686-0.0261011j 0.0090961-0.0104164j -0.0508822-0.00255901j -0.00874989+0.0356859j 0.0208572+0.0148619j 0.035426+0.0131637j 0.00674337+0.0289493j 
-0.00205946+0.00113154j 3.81509e-05+0.000946384j -0.00217775+0.00371993j 0.0018003+0.00170696j 0.000703725+0.00274542j 0.00209929-6.6008e-05j 8.58863e-05+0.00303117j 0.00132839-1.02766e-05j -0.00167117+0.00115229j -0.000202964-3.57731e-05j 0.00215348+0.000719219j -0.00167535+0.00115885j -0.000728631-0.000230809j -0.00112263+0.000357955j 0.00156469-0.000273195j -0.000363676+0.000876308j 4.62705e-05-0.000281138j 0.000473347+0.000832672j 0.000884689+0.00207533j 0.000157926+0.000895902j 0.000595889-0.000524519j -0.000218608-0.000352755j -7.43537e-05+0.000623215j -0.00150615-0.000398543j -0.000335476-0.00268732j 0.00091693-0.000573431j 6.31328e-05-7.0565e-05j 0.00067286-0.00243863j 7.04185e-05+0.0013194j 0.00135814+0.00106724j -0.00385806+0.000694288j 0.00042089-0.00159119j 0.001468-0.0028479j -0.00190724+0.00156915j 0.000604414-0.000939088j 0.00242785-0.000717122j 0.00258719-0.00409985j 0.000486042+8.71479e-05j -0.000173659-0.000724653j 0.000970852-0.00262434j 0.000331371+6.72086e-05j 0.00342392-0.00219501j -0.00288588+0.00430187j 0.00280257-0.00293122j -0.000715496+0.00319173j 0.000279043+0.00199297j 0.00198103+0.00259318j -0.00706088-0.00441075j 0.00244226+0.000556784j -0.00205955-0.000396724j 0.000976241-0.000724727j -0.00109923+0.00537654j 0.000656099+0.00188373j -0.00043965+0.000320921j -0.00191091+0.00200064j -0.000461329-0.00742781j -0.00039403+0.00265389j -0.00246504-0.00161391j 0.00207217-0.00280467j -0.00255931+0.000505148j -0.00219094+0.000102793j 0.00118629-0.000398902j 0.00589891-0.000738053j 0.00157736+0.00347322j -0.00596621+0.00136726j -0.00139699+0.00209755j -0.00645742+0.000653656j -0.000891304-0.00462988j 0.00214311-0.00439866j -0.000239477-0.00178427j -0.00054443-0.00386732j -0.00231251-0.00974624j -0.0042379-0.005544j -0.00363924-0.00154063j 0.0034443+0.00435568j -0.00502202-0.00116019j 0.00478691+0.00673272j 0.0121189-0.00920295j -0.00477081+0.00455223j -0.00202907-0.00185897j -0.00173579+0.000787904j 0.000475634-0.0077918j -0.00509416+0.00300254j -0.00397842+0.000696025j 0.0087202+0.000586004j -0.00635979-0.000887904j 0.00219354-0.0063508j -0.00638771+0.00440936j -0.00467044-0.00117941j 0.010765+0.00294702j 0.003658+0.00615241j 0.00404897+0.00498186j 
0.000433341-0.000993192j 0.000543914-0.00254434j 0.00317087-0.00277866j -0.000695574-0.000548285j 0.00197005-0.000393044j 0.000596913-0.001362j -0.00143204-0.00510458j -0.00128704-0.000672542j -0.000480107+0.000256518j -0.000855037+0.00108769j 0.00131829+0.00280241j 0.000905518-0.00174141j 0.00170451-0.000438094j -0.00270708-0.000917006j -0.000612818-0.00179363j 0.00328138+0.00154762j -0.000260012-0.00151871j -0.00130054-0.00141188j -0.000312484+6.39359e-05j 0.00267177+0.00248773j -0.000311865+0.000920131j -0.00235844-0.000545814j 0.000125664-0.00181526j -0.000510834+0.0012629j -0.000366914-0.00279648j 0.00115667-0.00137269j -0.000391814-6.48816e-05j 0.00104227+0.00126317j 5.4573e-05-0.00157646j -0.00270315-0.00398142j 0.00168363+0.000511182j 0.00109796+0.00161291j -0.000769001+3.83512e-05j -0.00170747-0.00299918j 0.00112313-0.00350702j 0.000400747+0.000993373j -0.00282887-0.000798015j 0.00166496+0.00162348j -0.00154363-0.00321705j 0.000438878+0.00219597j 0.000569439-0.00218699j -0.00406362+0.00161104j 0.0006604-0.000223249j -0.00269956-0.0015551j 0.00161291-0.00432415j -0.00730215+0.00180555j 0.00241404-0.000858227j -0.00177766-0.00137704j 0.00345853+0.00177483j 0.00903192+0.00113556j -0.00284407-0.000700133j 0.00182046+0.0032755j -0.00168281+0.00313222j -0.000183723-0.00231629j -0.00458542+0.00175773j -0.00177235-0.00377321j -0.00294054-0.00177092j -0.00578661-0.000996413j -0.0091809-0.00641418j 0.00040619+0.00271915j 0.000640094+0.00348783j -0.00390833-0.0036136j 0.00436801-0.00270197j 0.00425667+0.00503279j -0.00194436+0.0018992j 0.00322366-0.00628575j -0.00394008-0.00461358j -0.0013605-0.00180443j 0.00274432-0.00480148j 0.000437902-0.000622179j 0.00080935-0.00348553j 0.00318285+0.0028665j -0.0017911-0.000119377j 0.00432353-0.0026542j 0.00496944+0.00813443j 0.00852001+0.00492693j -0.00814644+0.0100392j 0.00733372-3.88702e-05j -0.00730756-0.00749214j 2.37428e-05+0.00239921j -0.00185272-0.00866454j 0.00582081+0.00159026j -0.00193196-0.00334546j -0.00352045+0.00233524j 0.0018376-0.00036306j -0.00367131+0.00484099j 4.05914e-05-0.00449967j 0.0016741+0.00151465j -0.000508204+0.00411113j -0.00160321+0.00303194j -0.00665873+0.000253512j -0.000631018-0.000131115j 
0.00158335-0.00178499j -0.00153215-0.0039489j 0.00568225-0.00705904j -0.00297966-0.00336841j 0.0007192-0.00414912j -0.000686751+0.000283196j -0.00257334-0.0090162j -0.00473824-0.00212733j -0.000521769-0.0022723j -4.56149e-06+0.000179454j 0.00151088+0.00383568j 0.00143227-0.0047266j 0.00160104-0.00140827j -0.0019828-0.000739943j -0.001095-0.00303768j 0.00464477+0.00272368j -0.000869573-0.00100709j -0.000485412-0.0018829j 0.000904079-0.000731311j 0.00286835+0.00273238j -3.87118e-05-0.000326432j -0.00425862-0.000838041j -0.000404346-0.00293321j -0.00036448+0.00233299j -0.00185238-0.00485681j 0.000955245-0.000571848j -0.000708926+2.56825e-05j -0.000486759+0.00327946j -0.000602153-0.00354322j -0.000846613-0.00743293j 0.00521002+0.00350878j 0.000675052+0.00122939j -0.00244023-0.00256547j -0.000558568-0.00455366j 0.00262809-0.00314201j -0.00299424+0.00112335j -0.00268874+0.00050171j 0.00149328+0.00459417j -0.00236515-0.00651242j -0.000797529+0.000977221j -0.0021046+0.00141239j -0.00609067+0.00697092j 0.00354882-0.00173545j -0.000769818+0.00595775j 0.0015092-0.0134282j -0.00810867+0.00675437j 0.00526018-0.00856041j 0.00540772+0.00677519j 0.0011027-0.00340636j 0.0129154-0.00446774j -0.00284292+0.00330811j 0.00663951-0.00161081j -0.00412762+0.000209806j 0.00734689+0.00300006j -0.00843443-0.00263989j -0.000872806+8.96859e-05j -0.00574412-0.00157867j -0.00247268+0.00785595j -0.00841938-0.0017522j -0.00318982+0.00266943j -0.000386285+0.00244332j -0.00928669-0.00124293j -0.00109852-0.00144024j 0.0088847+0.00197443j 0.00718512+0.00156767j -0.000237546-0.00128765j -0.00434272-0.00286223j 0.00351084-0.000931038j -0.00372436-0.00642868j -0.004682-0.000302509j -0.00381713-0.00164762j 0.000666353+5.19024e-05j -0.00100586+0.0027535j 0.00775171+0.00903196j 0.00417168-0.00338233j 0.00571296+0.00284726j -0.000336074+0.00212669j -0.00315309-0.0049998j 0.00403578-0.00528233j -0.00108921+0.0023019j 0.00116906-0.00395178j 0.00339537+0.00653957j 0.00285912+0.00289524j -0.000982915+0.00283786j -0.00545587+0.00195785j -0.000865164+0.00368416j 0.00341736+0.00531755j 0.0041438+0.00969019j 0.0146887-0.000898314j -0.00589026-0.00356236j -0.0132358-0.002356j 0.00248096+0.00179731j 
0.00451435-0.00676953j -0.00361206-0.00239371j 0.00182071-0.00488315j -0.00691442-0.00387077j 0.00731476+0.000126797j 0.000371137+0.00502892j 0.000898982-0.00447634j 0.00218108+0.000216254j 0.00111876-0.00308759j -0.000794843+0.00338087j 9.014e-05+0.00132567j -0.00378611+0.0038954j 0.000288609+0.00098354j -0.0016422-0.000403571j -0.000528726+0.00103752j -0.000388289-0.00217696j -0.00200131-2.20206e-05j -0.00216888-0.000459802j -0.00545635-0.00267792j -0.000825771+0.000331803j -0.0011258+0.00167586j 0.00338761+0.00167181j -0.0013919+0.000541597j 0.000615622+0.00146755j 0.00191283+0.00725814j 0.000229899-0.00273126j 0.000272086+0.00168268j 0.00590057+0.00614396j -0.00267804-0.00377706j -0.00588149+0.00594807j 0.00261971-0.00838303j 0.00677536+0.000688744j -0.00432327+0.0127358j 0.00114606-0.00790882j -0.00313874+0.00130511j -0.000639532-0.00410941j -0.00505787+0.00770942j 0.00139679+0.000862504j -0.000442182+0.00414576j 0.00150391+0.00822639j 0.00861907-0.00638498j -0.00897568+0.00359753j 0.00564376-0.00293398j 0.00137541+0.00405793j 0.00962779-0.00400524j -0.00138277+0.00456671j 0.00231942-0.00673442j 0.00633088+0.00189417j -0.00648485+0.00100522j 0.00478941+0.00243389j -0.000321711+0.0106167j -0.00598212+0.00465047j -0.00221773-0.00476329j -0.000834378+0.000558322j -0.00922286+0.000255622j 0.00159439+0.00242573j -0.00606252+0.00335382j 0.0129159+0.00404275j -0.0023922+0.000656476j 0.000860589+0.00459995j 0.00241413+0.00757711j 0.00305815+0.00482458j 0.00384+0.00290501j 0.00629217+0.00355469j 0.00211346-0.00427678j -0.00524442-0.00150916j 0.0116125+0.00118207j -0.00153752-0.00102794j 5.45392e-05+0.00272716j 0.00563555+5.64999e-07j 0.00432389-0.000670143j 0.0142569+0.00775565j 0.00110394+0.000617068j 0.00834246-0.00562132j -0.0058218-0.00102582j 0.00415316-0.0110588j -0.000252668+0.00244488j 0.00405957+0.00675303j -0.00623956-0.00679633j 0.0122541+0.00957158j 0.00714002+0.000853146j 0.000227046+0.00839224j 0.00691287-0.00559411j 0.0020208-0.001484j -0.00753665+0.00202923j -0.00080021+0.00694387j 0.00714765+0.0134208j -0.00814779+0.0045221j -0.00411381+0.00131511j -0.0113257-0.0205332j -0.00456376-0.00618091j -0.0218503-0.00832245j 
-0.000637555-0.00314395j -0.00417219+0.00417926j -0.00337978-0.0006882j 0.005338+0.00262446j 0.00366686+0.00251272j 0.00147949+0.000906913j 0.00127227+0.00870132j 0.00208526+0.00274536j -0.000142391+0.000898321j 0.00155537-0.00212106j 0.00215508-0.00129127j -0.00258997+0.00343781j -0.00290721+0.00131953j 0.00152564+0.0017155j 0.000788269-0.000313887j -0.00409215-0.000776525j -0.000428453-0.000643461j 0.00153883+0.00156136j 0.00136824+0.000843976j -0.00385072-0.00474699j 0.00262654-0.00152582j 0.0028246+0.000572121j -0.000498795+0.000832382j -0.00262163-0.00043269j 0.00164962-0.000898293j 0.000202708-0.00244055j 0.000821814+5.15004e-05j -0.000861846-0.00616318j -0.00180758+0.00192408j 0.00216671+0.00757252j -0.0116361+0.00223905j 3.67543e-05-0.00527696j -0.000510633+0.00148031j -0.00369109+0.00623944j -0.00153813+0.000623792j 0.00801206-0.00259441j 0.00187606-0.00666647j 0.00519238-0.00736901j 0.00733503+0.00722918j -0.00107732-0.00461234j 0.00645751-0.00229234j 0.00400672-0.00795045j 0.000441022-0.00415246j 0.000803121+0.000133034j 0.00410439+0.000105911j 0.000961543+0.0056644j -0.00286065+0.00664208j -0.00658836-0.00429469j -0.00756656-0.00294679j -0.00345019-0.00210029j 0.00291669-0.000771099j -0.00888777+0.00771135j 0.00391474+0.00211328j -0.0115299+0.00148393j -0.00416163+0.00233054j -0.00803621-0.00537032j 0.00482334+0.00475185j -0.00283684-0.00364731j 0.00257634+0.00128373j 0.000650878-0.00393277j 0.0105037+0.000510451j 0.00628937+0.0035727j -0.0052398-0.00302896j 0.00224563+0.0024155j 0.000379253+0.00255506j -0.00493501+0.00213107j -0.000581294-0.000248406j -0.00139347-0.000466253j 0.00487505+0.00168546j 0.00971414+0.00174292j 0.000244742-0.00491406j 0.00255488-0.00738504j -0.00847632-0.00163288j -0.00513787-0.00833245j 0.000940511+0.0104678j -0.0111925-0.00833583j 0.00598127+0.0101364j 0.0165153-0.00805648j -0.00617317-0.00189706j 0.00576186+0.000698329j 0.0021898+0.0105524j -0.00369328-0.00521918j 0.00231605-0.00135705j -0.0078081+0.00246101j -0.00654459-0.00305236j 9.70206e-05+0.00285427j 0.00136965-0.00725815j -0.00535156-0.00863003j -0.00746243-0.012644j 0.0158099-0.00513375j 0.0234237+0.0145182j -0.00507105-0.00664241j 
-0.00146157+0.00367071j 0.00311339+0.0029591j -0.00509604+0.00626102j 0.0024429-0.000913708j -0.0031044+0.000796833j 0.000783819+0.000896489j 0.00336238+0.00245991j 0.00264422-0.000279488j 0.00112926+0.000157088j -0.000193353-0.00135483j -0.0021906-0.000457691j 0.00243017+0.00160451j -0.000561091+0.00100924j 0.00104036+0.000399864j 0.000323233-0.000743979j -0.00369918+0.000598465j -0.000424645+0.00114458j 0.00089494+0.000210296j 0.000106874+0.000637683j -0.00408789-0.00178895j 0.00101853-0.00227778j 0.000774382+0.000119936j 0.0028118+0.00287043j 0.000938616-0.000107805j 0.00213661+0.00145623j 0.000978459+0.000628726j 0.00166001-0.00192834j -0.00187557-0.00151829j 0.00319289-0.000668755j 0.00361642+0.00371767j -0.00395481+0.00310328j -0.00101365+0.000257736j 0.00458209-0.00156753j 0.000533827+0.00163826j -0.0018772+0.00202841j 0.00124509-0.00043274j 0.00560536+0.000172065j -0.000866451+0.000939345j 0.00137412-0.000272703j 0.00816556+0.000969985j 0.00218549+0.00382773j 0.0085011-0.00398251j -0.00161901+0.0035716j -0.00387947+0.00132138j -0.00555427+0.00280541j -0.00186159-0.00153812j 0.0034282-0.00209718j 0.00168097+0.00103745j 0.00525877+0.000146037j -0.00121341+0.00104926j -0.00219372-0.000626563j 0.00215305-0.00322665j -0.00232215-0.000816724j 0.00617157+0.00147932j 0.00106975-0.000119707j 0.00214976-0.00240145j -0.00193474-0.000703369j 0.00109531+0.00596096j 0.00104575-0.000953438j 0.000995139+0.00114289j -0.00339883+0.0010051j -0.0019251-0.00427504j 0.00527488+0.00142214j 0.000388796+0.00127216j -0.000586623-0.000145893j 0.00147387+0.00339242j -0.00027819+0.00165792j 0.00403746-0.000791861j -0.00146775-0.00267397j -0.007656-0.00185968j -0.00249978+0.00128677j -0.00324016+0.00381712j 0.00566716-0.000956614j 0.000851641+0.00324427j -0.000242852-0.00560601j 0.00706925+0.00514214j -0.00744821-0.00224105j -0.00302235+0.00643897j 0.00170937-0.00332986j -0.00562187+0.00135424j -0.00350308-0.00770677j 0.00126239-0.00023471j -0.00471513+0.00218796j 0.0037212+0.0016643j 0.00665494+0.0010471j -0.00393187-0.00614192j -0.00251039+9.88036e-05j -0.000558901+0.000900036j 0.000986301+0.0103508j -0.0017526+0.00560424j -0.00795108-0.0111142j 0.00455412+0.00216964j 
0.00256412+0.00194168j 0.00160448-0.00438529j 0.0010594-0.00577992j 0.00104767-0.00345963j -0.00214454-0.00221986j -0.00463346+0.00199207j 0.00113248-0.0032462j -0.00270198+0.000416913j 0.00198201-0.000485456j 0.00050574-0.000711851j -0.000454072+0.00222393j 0.00112489-0.00248181j 0.000461009+0.000454742j 0.000710436+0.000224878j -0.00321314-0.00173684j 0.000872831+0.00190121j 0.000539718-0.000762923j -0.00148603-0.000502387j 0.0020212+0.000577749j 0.000208535+0.00105088j -0.000450207-0.0010345j -0.00144645+0.000985539j 0.00303109-0.00360869j 0.00177281+0.000237012j -0.000439805-0.00276539j 0.000249487-0.00289317j -0.00097162-0.00127521j -0.00230841+0.00015377j 0.00109985-0.00265574j -0.00225319-0.00538519j 0.00256076+0.00239835j 0.000669125+0.00409859j 0.000892502-0.00223397j 0.000281054+0.000375088j 0.000517269-0.00107068j 0.00126638+0.00115308j -0.00189633+0.00289746j -0.00299163-0.00132881j 0.0063678+0.0019654j 0.00233083+0.00320128j -0.00713164+0.00250057j -0.00221788+0.0050239j 0.00260604-0.00232028j 0.00146145+0.0043537j -0.00203387-0.000633801j -0.00445042+0.00286158j -0.0013384-0.00467821j 0.00747096-0.000117682j 0.000255936+0.00211584j 0.00418851+0.000652441j -0.00393741+0.00640741j -0.00573936+0.00102189j -0.00260632-0.0024023j 0.00269102+0.000335151j -0.00129952+0.000398288j 0.00703817+0.00279439j -0.0042761+0.000121052j 0.00585168+0.00329456j -0.00368268+0.0011728j 0.003784+0.000197944j 0.00284187+0.00129252j -0.00261304-0.00094061j 0.00574554-0.000256456j 0.00204596+0.00104694j -0.00210653-0.00348564j 0.0035433-0.000890157j 0.00338861-0.00203654j 0.000936116-0.000890512j 0.00125806+0.00533485j -0.00470447+0.00152846j 0.00185183-0.000361918j 0.0115931+0.012696j 0.00100689-0.0032585j 0.000650152-0.00818294j -0.00176493+0.0054428j 0.0105782-0.00324885j -0.00683775+0.00509114j 0.00509355+0.00663969j -0.00846556-0.00570048j 0.00440769-0.000304282j -0.00411784-0.00484196j 0.00166915+0.00849606j 0.000513437-0.00286759j 0.0061605-0.00104969j -0.00358058+0.0059867j -0.00352969+0.0023795j -0.00438145+0.00864382j 0.00062128-0.00329965j -0.00658183+0.0065768j -0.00649486-0.0117675j -0.0083818-0.00525878j -0.0121612-0.0120292j 
-0.00201381+0.00387518j 0.000678573+0.00306769j 0.00165145+0.00329823j 0.00333844+0.00133041j -0.00398425-0.00162774j -0.000971226-0.00234052j 0.000968625-0.00044666j -0.00271996-0.0021047j 0.000298188+0.000606843j 0.00188502-0.00183519j -0.00293611-0.00121442j 0.00274975-0.00300789j -0.00111064-0.00030072j 0.00323918+0.000378543j 0.00012753-0.00126829j -0.00131286+0.00093313j 0.00133641+0.000100565j 0.00233689+0.000773746j 0.00311767+0.000467604j 0.00163989-0.00139527j 2.79835e-06-0.00143914j -0.000968614-0.000559652j 0.000354566+0.000344387j 0.000252049-0.000713679j -0.0015208+0.000391767j -0.000828488+0.00133179j 0.000225669-0.00213475j -0.00513262-0.00182853j 0.00141324+0.00167425j 0.0054616-0.00684728j 0.00409785+0.00551j -0.00669648-0.000281882j 9.68023e-05-0.00663395j 0.00196195+0.00293883j 0.00454477+0.00376018j -0.00517941+0.00544067j 0.00634591-0.00215064j -0.00214424+0.00287742j 0.00351147-0.00410719j -0.0033807-0.00440682j -0.00749035+0.00980432j 0.00686199+0.000332986j 0.00147692+0.00124117j -0.00127507-0.00389895j -0.000550752-0.000965255j 0.000184634-0.00250501j -8.15175e-05-0.000319805j -0.000351846+0.00299346j 0.00232405-0.00123326j -0.000928054+0.00100341j 0.00439354-0.00456304j 0.00821713-0.00618529j -0.000518512-0.00228511j 0.00532363-0.000120611j 0.00308806-0.00128695j -0.00103469+0.000975219j 0.00225331+0.000458786j 0.000212232+0.000614195j 0.00583503-0.00357274j -0.00163008+0.00131285j -0.00458436+0.00172744j 0.000198097-0.0017783j -0.0038583-6.19634e-05j -0.00358269-0.00159157j 0.00534409+0.000601638j -0.00128299+0.00407121j 0.00327195+0.00194333j 0.00330812+0.0010439j -0.00326621-0.00118495j -0.000197711+0.00208983j -0.00317052+0.0037774j -0.00820797-0.00609411j 0.00203475+0.00354671j 0.000347595+0.0105603j -0.00242612-0.00886068j -0.00740581-0.00086272j 0.00488529-0.0131724j -0.0104718-0.000991043j 0.0117802+0.00494584j -0.00358783+0.00284211j 0.0032351-0.000437848j -0.000686083-0.000950389j -0.000933969-0.00136168j 0.00239587-0.00463639j 0.00754719-0.00503419j 0.00489638-0.00468233j 0.00916151+0.00337186j 0.00309376+0.0033646j 0.0123429-0.00137792j -0.00152043+0.00952226j -0.00236066-0.00142719j 0.0143083+0.00795363j 
-0.000231443+0.00353321j 0.00350279-0.000833972j -0.000792788+0.0034519j 0.00027561+0.000998552j -0.00247395-0.00086637j -0.0042607+0.00143271j 0.00109592-0.000505703j 0.00248296-0.00152176j 0.00214254-0.000276802j -0.00113834+0.00120858j -0.00271848-0.0015249j 0.0013627+0.00199242j 0.000590157+0.000564576j 0.000896483-0.00218655j 0.00233159-0.000532257j -0.0012967-0.000601358j 0.00189273+0.0018527j 0.00224945+0.00146522j -0.000262105-0.000696188j 0.00120779+0.00168698j -0.000236176+0.000178399j 0.00201005-0.00191756j 0.00120325+0.000720068j -0.000369386-0.00218715j 0.00240016+0.00557361j -0.00215634+0.00217404j -0.00142885+0.000647967j -0.00077158+0.00335148j 0.000407648-0.00160197j -0.00159341-0.00154831j 0.00486859-0.00799566j -0.000157859+0.00571783j 0.0036713+0.00140328j 0.00311931-0.00370856j 0.000252716+0.00144117j -0.00231712+0.00270463j -0.00108339+0.00450809j -0.00767397+0.00192743j -0.00283102+4.15579e-05j -0.0015593+0.00214803j -0.00587378-0.00028007j -0.000978447+0.00420879j -0.00729945+0.00236495j 0.00040839-0.00439247j -0.00250545+0.00832836j -0.000715327-0.00451204j -0.00353203+0.000382767j -0.00385102-0.00179679j 0.000940276+0.00301086j -0.00603143+0.00604474j -0.00106056-0.000348644j -0.000656062+0.00010078j 0.00278631-0.00199979j 0.000158415-0.000125852j 0.00726783+0.00213387j 0.00307414-0.00204877j 0.00255727+0.00107668j 0.00252957+0.00363377j 0.00512866+0.000991363j 0.00302383-0.00135774j -0.00141548+0.00272136j 0.000438135-0.00417516j 0.00332781+1.10799e-05j -0.00307726+0.0017906j -0.0044633-0.000499231j 0.000550304+0.00161968j 0.00436979+0.00107641j 0.00220219+0.00090067j 0.00457555+0.00574932j -0.00425597-0.000466017j 0.00219361-0.00202868j -3.15813e-05+0.00517417j 0.00602186+0.0007682j -0.00482411-0.00481271j 0.00303758-0.00262725j 0.0028252+0.00337436j -0.00964001+0.00204932j 0.0012503+0.00521263j -0.00303428-0.0039264j -0.00499874-0.00345969j -0.000145629-0.00241564j 0.000718312+0.000925665j -0.00273713-0.00178483j 0.00402069+0.00234636j 0.00401005+0.00466967j -0.00192134-0.000621017j -0.0043472-0.000316229j -0.000934402-0.00959852j -0.00680036+0.0133771j -0.00100289+0.00670724j -0.00470754-0.00468201j -0.00141082+0.000335544j 
-0.000525871-0.00266145j -0.00246226-0.000157888j 0.00222167-0.00444402j -0.00521691-0.0049703j 0.00234956+5.68443e-05j 0.00602284-0.00381094j -0.00336594-0.00344205j -0.00398419+0.000583436j -0.00290656-0.00240106j -0.00230604-0.000123182j 0.00215244-0.000587191j -0.00119376-0.00416515j 0.000386903-0.0012258j -0.00126634+0.00187593j -0.00307437+0.000400937j 0.00326865-0.000497139j -0.00137706+0.000949896j -0.000337884-0.0030686j -0.00267599-0.00161865j 0.000878562-0.0023914j -0.00228696+0.00016929j -0.000992867+0.00115307j -0.000918053+0.000900922j -0.000149418+0.00100997j -0.00135235-0.00197405j 0.000856581+0.000687966j -0.000242299+0.000560772j 0.00191646+0.00332884j -0.00517399-0.000816377j -0.000861681-0.00111982j 0.00321933+0.0040332j -0.000977036-0.00245956j -0.00497549+0.00176998j -0.00217387-0.000868156j 0.000825017-0.0026465j 0.000205847-0.00326188j -0.00286701+0.00278789j 0.00321711+0.00050169j -0.00123457-0.00360115j -0.00077072+0.00155999j 0.00226399-0.00134994j -0.00223307+0.00277531j 0.00911531+0.00022865j 0.00064442+0.00674936j 0.00631643-0.00702131j 0.00472119+0.00292429j 0.00728396-0.000664557j 0.00388679-0.0012315j -0.000202608-0.00366392j 0.000358696-0.00502092j 0.0027728+0.00209793j 9.8761e-05-0.00197583j -0.00426654+0.00389487j 0.00167145+0.00234829j -0.0045424-0.0037039j -0.00854046+0.00250144j -5.1093e-05-0.00206171j 0.00322507-0.00140875j -0.00321021+0.00044382j -0.00328328-0.00418184j -0.000862265-0.00457694j -0.00323894+0.00675474j -0.00355777+0.00525537j 0.00448007-0.0053312j 0.00459695+0.000344659j -0.000740715+0.000105498j 0.00400586-0.00179313j 0.000830898+0.000562811j -0.0061421-0.000231313j 0.000599396+0.00133876j 0.00680861+0.00995413j 0.00124668-0.00141241j 0.00212482-0.00361794j 0.00471349+0.0031144j -0.00458552+3.72618e-05j -0.00241059+0.00286933j -0.00109261+0.00310849j -0.00345161+0.0103315j -0.000274847+0.00701001j 0.00827872+0.00371289j -0.000611652+0.00611269j -0.000137156-0.00235064j 0.00537788+0.00312772j 0.00448758-0.00246012j -0.003443+0.00171301j 0.00619583+0.00481282j -0.00313953+0.00474235j -0.00445693+0.00765622j 0.00764352-0.00933033j -0.0110443-0.00720994j -0.00397947-0.00175011j -0.00229172-0.00033653j 
