-0.0972495-0.0123007j -0.029277+0.0832301j -0.14546+0.135294j 0.155299+0.184189j 0.0656824+0.0830031j 0.15523+0.0658321j -0.0403238+0.350021j 0.175377+0.0125457j -0.0471837-0.0325901j 0.0289029-0.0571391j 0.133068+0.0526007j -0.136567+0.0459258j -0.191342-0.0303314j -0.0545659+0.0580255j 0.111349+0.0543681j -0.275625-0.00207483j 0.133066+0.0608265j 0.059413+0.0299705j -0.0299168+0.119092j -0.0739482-0.00878864j 0.103302-0.124117j 0.0570345+0.0690875j 0.0285231+0.113306j 0.0829429+0.0407329j 0.0421035-0.139484j 0.0550839-0.136802j -0.0409768-0.00631883j 0.0423176+0.0276466j 0.102829-0.0297585j 0.0878216+0.0047349j -0.0302527-0.0817342j 0.0392388-0.0304172j -0.0975626+0.0116372j 0.0739664-0.00563776j 0.0219225+0.0320711j 0.171522-0.186697j 0.106552-0.167747j -0.0232061-0.00380791j 0.0808659+0.276347j 0.217704-0.0184151j 0.0577824-0.0296175j 0.0714592+0.0136261j 0.121537+0.0373167j -0.0537437+0.11512j -0.0246227-0.030107j -0.0187292-0.0310037j 0.0787702-0.04135j 0.0539902+0.0669833j 0.0148571-0.000122816j -0.0215443+0.00993995j 0.00572545-0.012625j 0.00340443+0.0321549j -0.00251699-0.0135105j 0.0123529+0.0271518j 0.00207147+0.0161816j 0.00234252-0.0111153j 0.010557+0.0161675j 0.0295414+0.0101772j 0.0149644+0.00372131j 0.00975184+0.0284237j 0.0169874-0.0174536j 0.0310566+0.0114519j 0.0165394+0.0114097j 0.00866864-0.0124035j -0.0367644+0.000556685j -0.00162601+0.00775138j 0.0056956+0.0323414j -0.0097096-0.0133326j 0.0263413+0.00549194j 0.00255331+0.0112317j -0.0225417-0.0204717j 0.00274313-0.00685274j -0.00534998-0.0115244j 0.00973349-0.0260924j -0.0163516-0.00864476j 0.0098998+0.0133529j 0.0128558+0.00272011j 0.000283283+0.00944167j -0.00158069-0.0172997j -0.0085666+0.00933587j 0.00986016+0.00124359j -0.0175921-0.0241089j 0.0191979-0.00607721j -0.0198079-0.00593428j 0.00617634-0.00250894j -0.0193686-0.0261011j 0.0090961-0.0104164j -0.0508822-0.00255901j -0.00874989+0.0356859j 0.0208572+0.0148619j 0.035426+0.0131637j 0.00674337+0.0289493j 
-0.000111377+0.000989544j 0.00049783+0.00178305j 3.09401e-05-0.00183082j -0.00248366-0.000226705j -0.000428948-0.000826918j -0.000776282+0.00098668j 0.00150164-0.000253838j -0.000790796+9.40262e-05j 0.00118365+0.000260559j 0.00307005-0.0037691j -0.000146042+0.000561745j 0.000749797-0.00137125j -0.00172639+0.00319673j 0.000840706+0.000558104j 0.000502001+0.00254665j -0.00308158-0.000726944j 0.00123113+0.00130821j 0.000797678-0.00118528j -0.00233052-0.00199306j -0.000419414-0.000586715j -0.000736056-0.00149082j 0.00095645+0.00139201j 0.000898854+0.00235914j -0.000719169+0.000317942j 0.00251468+0.00119461j 0.001249-0.00130567j 0.000406639+0.00213402j 4.55465e-05+0.00124393j 0.000186283-0.000914474j 0.00289241+0.00110354j 0.0013321-0.00179807j -0.000202698-0.000412257j 0.0014776+0.000245321j 0.000348059-0.000421052j -0.00102871-0.00113755j -0.00105732-0.00110239j 0.000414197+0.00102898j -0.00135019+0.000255268j -0.000732319+0.000706502j -0.0011309-0.000197664j 0.000911204+0.000920216j 0.00171656+0.000614221j 0.0012431+0.00115015j -0.00158452+0.000632606j -0.0029313-0.00100153j -0.00103227+0.00113816j 0.00283477-0.00285086j -0.00401509-0.00381274j -0.00710011-0.00319591j -0.00105582+0.00826968j 0.00917574-0.00250189j -0.00404434-0.00474141j -0.00135165+0.000538781j 0.00417222+0.000156472j 0.00720413-0.00116039j 0.00419937+0.00980357j -0.000575792+0.00680437j -0.00178066-0.00447758j 0.00327409+0.00419927j -0.00320254-0.000139026j 0.0070471+0.0019764j -0.00327999+0.000583037j 0.00132947+0.0064768j -0.00137157-0.00167231j -0.00695843-0.00645886j -0.00132413+0.00034135j 0.00362281-0.00167741j -0.00537154-0.00287005j -0.00253378-0.005625j -0.00100488+0.00314188j 0.00263793+0.00301666j 6.10538e-06+0.00314875j 0.00500067-0.00315109j 0.00505447-0.00150352j 0.00306702-0.00190511j 6.72865e-05-0.00158241j 0.00496518+0.00482098j -0.00189619-0.00461338j -0.000506909-0.000786924j 0.00297621-0.00136533j 0.00162209-0.000238244j -0.00161213-0.00296676j -0.0023776+0.000126578j 0.00133191-0.00101696j 0.000604322+0.00108584j 0.000824994+0.00130599j -0.00223515+0.000610387j -0.00137175+0.00347852j -0.000787596-0.00124919j -3.04253e-05+0.00108879j -0.000922102+3.72399e-05j 0.000873432-0.000932028j 
-0.000923293+0.000632354j 0.000478255-0.000681599j 0.00166208-0.00164079j -0.00155705-0.00185468j -0.00352695-0.000710307j 0.00154404+0.00254595j 0.00306752+0.000919955j 0.0033158+0.00369276j -0.00558188-0.00525854j -0.00516736+0.00424397j -0.00282647+0.00238442j 0.00734036+0.00302397j -0.00457102-0.00961247j -0.000474229-0.00349134j 0.00335147-0.000743547j 0.00309934-0.000984479j -0.000606965-0.00385401j -0.00414227+0.0028603j 0.000176247+0.000361386j 0.00236071+0.00185456j 0.00664641+0.000262351j -0.0045846+0.00117853j 0.0007532-0.00728966j -0.000483619-0.00231983j -0.0032742+0.00233495j -0.00047795+0.000438954j -0.00365163-0.00412967j 0.000506539+0.000594272j 0.00248759+0.000226033j -0.000622825-0.00293521j -0.00241904+0.00298836j 0.000899018-0.000320031j -0.00344999-0.000823539j -0.000394767+0.00119497j -0.00088417+0.00194415j 0.00032152-0.000284107j -0.000824152-0.000427278j -0.00101957-4.45417e-05j -0.00158068-0.000510699j -0.0013422-0.000330227j 0.000378288-0.000712635j 0.000838745+0.0030599j 0.00279936+0.000967412j 0.00175385+0.00250223j -0.00541281-0.00013063j -0.00445633+0.00203773j 0.00395805-0.00465275j -0.00677066-0.00651688j -0.00442199-0.00396249j -0.00471676+0.00919692j 0.00464692-0.000717275j 0.00274708-0.00724872j 0.00210574-0.00259854j -0.00738355+0.00739439j -0.00223173+0.00186506j 0.0126126+0.010492j -0.00356447+0.00543536j 0.00509181-0.00848835j -0.000315495+0.000840777j -0.00378707+0.00338187j 0.00318466-0.00187833j -0.0014655+0.00715672j -0.00498586-0.00850375j -0.00170835+0.00873172j -0.00408819-0.010157j -0.00390515+0.003126j -0.00337009+0.00473334j -0.0127612-0.00120345j -0.000961978-0.00400189j 3.17416e-05+0.00166685j 0.00251414+2.5242e-05j 0.00417092-0.00010003j 0.00609965+0.00277663j 0.0022493+0.000373709j 0.00253863-0.000132206j -0.000286769+0.00413954j 0.0059709-0.00103755j -0.000305237-0.00082192j 9.60079e-05-1.14953e-05j 0.00404247-0.00367473j 0.00198438-0.00085891j -0.00246636-0.00553143j 0.00114727+0.000878421j 0.000698182-0.00340871j -0.00105663-0.000592611j 0.00107165+0.000509175j -0.000783805+0.00344201j -0.000480798+0.00116385j -0.00283622+0.000334724j -0.000524731+0.0018629j -0.00157922-0.000190901j 2.76435e-05-0.000624209j 
-0.000388627+0.000503662j -9.31776e-05-0.000853264j 0.00143597+0.000706885j -0.00116085-0.00219787j -0.000268108-0.0011284j 0.000779393+0.00169492j -0.00176776-0.00147651j -0.00242497+0.00143444j 0.00515042-0.000744953j -0.00337571-0.00206398j -0.00150999-0.00107563j -0.00255975+0.00278159j 0.00217112-0.00250983j 0.00272296-0.0022898j -0.00150805-0.000357545j 0.00121459+0.00365099j 0.00281806+0.00133963j -0.000196927+0.00335531j -0.0059778-0.00436677j -0.00106997+0.000808911j 0.00613763+0.00671553j -0.00275682+0.000995806j 0.0100127+0.00152548j -0.00463445-0.00209597j 0.000150647+0.00112906j -0.00106923+0.00280407j -0.00300634+0.00508204j 4.88662e-05-0.000862007j 0.000210165-0.00271606j 0.00181588+0.00375987j 0.00219334-0.00341157j -0.00548207-0.0070432j 0.000924318+0.00150851j -0.00295484-0.000881618j -0.00176727-0.00262505j -0.00081328-0.00343433j -0.000634343+0.0014158j -0.000558742+0.00153132j -0.00185151-0.000408087j 0.000808335+9.79555e-05j -0.0012475+0.000277662j 0.00143502-0.00135887j 0.000976078+0.000938147j -0.000263342-0.000283447j 0.00169868+0.00249578j 0.000347454-0.0019809j -0.00114799-7.8042e-05j 0.000880069-0.00114663j -0.00192045-0.00217702j 0.00113239+0.00229736j 0.00267077+0.00312031j -2.51709e-06+0.00358138j 5.01e-05-0.00315952j 0.00179483-0.00110294j 0.00891575-0.00452078j 0.00821944+0.00131729j 0.00163803+0.00453659j -0.000829361-0.00402662j 0.00515052+0.00613463j 0.00117752+0.00286848j -0.000645272+0.00473768j -0.00554533-0.00631065j 0.0023349+0.00408317j -0.00189777-0.0112896j -0.00272809+0.00231102j -0.0077277+0.00025257j 0.00283768+0.00286743j 0.000575652-0.00122831j -0.00542854+0.000713927j 0.00577198+0.00351228j 0.0019507-0.00213348j 0.000682642+0.0030262j 0.00186367+0.0022941j 0.00307439+0.00183703j 0.00450857+0.00153673j -0.00190656+0.000620384j -0.00213054+0.00180836j 0.000564247+0.000628941j 0.00188896-0.00582076j -0.00185911-0.00373463j 0.00323463+0.000772381j -0.00164226+0.00162353j -0.00292953-0.0011923j 0.00211472+4.71558e-05j 0.00135888+0.0034355j -0.00228743+0.00105639j -0.0032802-0.001611j 0.00144764+0.00182301j 0.000468171+0.000768171j 0.000300883-0.000260435j -0.0014843+0.00152902j 3.31533e-05-0.00153103j 
-0.00085475-0.00138248j 0.000866217-0.000971963j -0.00017941+0.00123256j -0.000974471-0.00016777j 0.00067386-0.00112353j -0.0011134+0.00133093j 0.00352099-0.00128716j -0.0024534-0.000957983j 0.00664788+0.00254694j 0.00426289-0.000781603j 0.00116605-0.000605897j -0.00389776-0.00282115j -0.00135866+0.00371382j 0.00204436-0.00149466j -0.000798176-0.00205571j -2.90659e-05-0.000152455j -0.000807026-0.000101137j 0.00239388+0.00210276j -0.00116654-0.000293538j -0.00271126-0.00209291j -0.00286892-0.00232973j 0.00328927+0.00139215j 0.00358841+0.00220233j -0.00264114+0.00299982j 0.000508161+0.000613608j 0.00112546-0.000521546j 0.00118568+0.00252926j -0.000798465+0.00120049j -0.000836067+0.00212224j 0.000589112+0.00220896j 0.00173413-0.000838756j 0.00144415+0.00216282j 0.00166399-0.000865511j -0.000562845-0.000433127j -0.000449918+0.00104451j -0.00115249-0.000639514j 0.000398622+0.00156843j 0.000163889+0.000297558j 0.00105196-0.000122338j 0.00222744+0.000908311j -0.00147887+0.000851014j 0.000597231-0.00323974j -0.000619551+0.00138576j 0.00121768-0.000999508j 0.00199928+0.00241836j 0.00274633-0.00159896j -0.00180852-0.000648525j 0.000549162+0.00186001j 0.00158678-0.0007434j 7.0377e-05-0.00113075j -0.00793619-0.00184171j 0.00316444-0.00200016j 0.00391635+0.00185016j -0.000908895+0.00682844j 0.00271886+0.00323968j 0.00636476+0.000194548j -0.00623939+0.00794613j 0.000336995+0.00291798j -0.00254105-0.00238845j -0.000586994-0.00203905j -0.00896777-0.00909982j -0.0031602-0.00494578j 0.00262445-0.010937j -0.00473253-0.00148858j 0.00363085-0.00258243j -0.00450598+0.00327169j -0.00406931+0.00517569j -0.00520269+0.00296763j -0.000425847+0.00855221j 0.000408787-0.000558041j 0.000363743+0.00102023j 0.000326348-0.00197477j -0.000219905-0.00164466j 0.00298836-0.000605779j 0.000816472+0.00302113j 0.00885248-0.00569806j 0.00586633+0.0032823j -0.00145169-0.000169476j 0.00103093+0.00311455j -0.00481429-0.000316497j -0.0025175+0.00285327j -0.000876856+0.00188617j 0.00161903-0.000614592j 0.000563963+5.69592e-05j -0.000429355+0.000848801j -0.00425873+0.000115762j -0.00142578-0.0020515j 0.00165442-0.00157424j 0.000705326+0.00226892j 0.000848042-0.00112573j -0.00154403+1.66073e-05j 0.00121035+0.000366881j 
-0.00128704+0.0028847j -0.00424223-0.00507661j 0.00145437-0.00145092j 0.00318967+0.00143854j -0.00741702-0.00449401j -0.00605709+0.00658413j 0.0103943+0.000710457j 0.00308936+0.00388754j 0.00610764+0.00534276j -0.00594328+0.00370678j -0.00336168-0.00292263j 0.00635993-0.0044365j 0.00354689-0.000358451j 0.00473242-0.00122425j 0.00158123-0.00393173j 0.000150621+0.00255113j -0.00561134+0.00233547j -0.00297626+0.00226991j 0.00025729-0.000974715j -0.00177022+0.000945184j -0.00245306+0.0013259j 0.00141522-0.0025806j -0.00265978+0.00189592j -0.00143107-0.00242421j 0.00391623+0.00203407j 0.00125361+0.000879221j -0.00137377+0.00228944j -0.00280396+0.00465308j 0.00237965-0.00135113j 0.000589233+0.00367391j -0.00300654-0.00420488j 0.00205201+0.00116618j -0.00124898+0.00214549j 0.0017838-0.000333583j 0.00248125+0.00398601j -0.00127572+0.00256992j 0.00197978+0.000109219j -4.54967e-05+0.00212402j -0.00302509-0.00158061j 0.000426018+0.00034564j -0.000350943-0.00202879j 0.00679424+0.00135713j -0.00169357+0.00132308j 0.0015782+0.00112127j -0.00250548+0.00021745j 0.000499079-0.00302547j -0.00228222-0.000260814j 0.00161355+2.64667e-05j 0.0016374-0.00324873j -0.00430142-0.00137279j 0.0061928+0.00170595j 0.000581546-0.00104951j -0.00014407+0.00141181j 0.000464385-0.00160694j 0.0025379+0.00265574j -0.00401135+0.0029026j 0.000599872+2.82769e-05j 0.00100424+0.0012949j 0.000422025-0.00146742j -0.00268291+0.00242392j 0.00667774-0.00155701j 0.00478369-0.00111983j -0.000315606-0.00135588j 0.0041986+0.00222244j -0.00246974+0.00086496j 0.00225495+0.000459651j 0.00205675+0.0028253j -0.0010644-0.00353944j -0.00597572+0.000234107j 0.00312972-0.0027417j -0.00092409+0.00176601j -0.0020423+0.00309458j 0.000345605-0.00350148j -0.000319919-0.00130701j 0.00337836+0.00109171j -0.00100899+0.00240898j 0.00243688-0.00146508j 0.00119908-0.000416296j 0.000626461+0.00336532j 0.00199566+0.000582399j -0.00147388-0.00309966j -0.000187964-0.00129334j -0.000172703+0.000734125j 0.000388372+0.00499651j 0.00240574-0.00056552j 0.0011884-0.00165483j -0.00133076+0.000497737j -0.000347113+0.00377713j -0.00105086+5.11301e-05j 0.00144667+0.000219311j -0.000667787+0.000485285j 0.00195171+8.51182e-05j 
-0.00460983-0.00178872j -0.000668203-0.00536729j 0.000324973+0.000464856j 0.00144931-0.000415867j 0.00244577+0.00353933j 0.00324515-0.00339912j -0.0051007-0.00418979j -0.000676707-0.00152608j 0.00350606+0.00570085j -0.00016568+0.00445596j 0.000617187+0.00210196j -0.00865061-0.00192149j 0.00231616+0.000886128j -0.000305808+0.000901331j -0.00392883-0.00212882j 0.00362919+0.000474766j -4.79061e-05+0.000370169j -0.000194969-0.000121497j 0.000385785+0.000875151j -0.00267731-0.000609585j 0.00100748+0.0015703j 0.00145432-0.000116288j 0.00493658+0.000754116j 0.000321862+0.00294591j -0.00375286-0.00167039j -0.0028572+0.00117058j 0.000799918-0.000429299j -0.000741127-0.00323945j -0.00220815+0.000311368j -0.0042788+1.66925e-05j 0.00229023+0.00241456j -0.00532737-0.0020502j 2.97122e-05+0.00092789j -0.0023728+0.00258902j -0.00344257-0.00447496j 0.00163787-0.000817272j -0.0020908-0.000405052j 0.00192409-0.00220536j -0.00233148-0.00281702j 0.0042658+0.00107411j -0.0026396-0.00246433j 0.000754118+0.000913606j 0.00388933+0.00190655j -0.00241003+0.00333996j -0.00264964+9.15692e-05j 0.00352545+0.00681049j 0.000847714-0.00737273j -0.00741348+0.00395645j -0.0038234+0.00425727j 0.0067636-0.000288538j -0.00284476-0.00266623j -0.000908783+0.00322876j 0.00197201-0.00180454j 0.00159226+0.00066899j 0.000730136-0.0110946j 0.00866117+0.0021254j 0.00188864+0.00550313j -0.00355539-0.00566443j 0.0052295-0.00102179j -0.00240841+0.000263973j 0.00113251+0.000629019j -0.00855291+0.00213545j 0.00243969+0.00541227j 0.000442363-0.00385237j 0.000801857+0.00310369j -0.0034385-0.00457992j 0.00081806+9.73584e-05j 0.00427175-0.00415083j 0.00102088+0.00260078j -0.00101511+0.00622258j 0.000151498+0.000138202j 0.00237744+0.000422511j 0.00121012-1.02373e-05j 0.00136096-0.00179784j 0.000803883+0.00471073j 6.29299e-05+0.000366393j -0.0012761+0.00191228j -0.00167526-0.000244788j 0.00174273-0.00448888j -0.00259846-0.00215002j 0.00212705-0.000446005j -0.00414173+0.000708984j 0.000784723+0.000196751j -0.000255284-0.00225873j 0.000252128+0.00028811j -0.00103617-6.60647e-05j -0.00279414-0.00020519j 0.000801888+0.000362227j 0.000949306+0.00111925j -0.000136625-0.00039785j -0.00202871+0.000386453j -0.000135821-0.00111829j 
-0.00129646+0.0112146j -0.00992563-0.00896891j -0.00362795-0.000763277j 0.0070541-0.000107831j -0.00495788+0.00122695j 0.000212426+0.00269495j 0.00840692-0.00103822j 0.0099882+0.00357992j -0.000342434+0.0108148j -0.0138017+0.00409847j -0.00270978-0.00904687j 0.00689369-0.00934417j 0.00741574-0.000262419j 0.00209347+0.00167176j 0.00111431-0.0018397j 0.00338814+0.00328594j -0.00621434-2.74711e-05j -0.0032926-0.00319355j 0.0011492+0.00448055j -0.000761777+0.00659548j -0.00150733+0.00164256j 0.00314031-0.00287174j -0.00181399-0.00224744j 0.00162587+0.000411045j -0.00365197-0.00147594j -0.00129918-0.000138298j 0.00036868+3.85996e-05j 0.000358707+0.00170852j -0.000468752-0.00259701j -0.00318398+0.00290738j 0.000141519+0.00244281j -0.000917243+0.00141944j -0.00196926+0.00264497j 0.00362265+0.0010218j -0.00115865-0.000745429j 0.00326776+0.00229406j -0.00298655-0.00152652j -0.000305949-0.00216678j -0.00776201-0.00349074j -0.00263665-0.00422041j 0.00241423-0.000726353j 0.00817784+0.00640535j 0.00124849+0.00665999j 0.00262893-0.000151907j -0.000602799+0.00353765j 0.00659122+0.000380852j -0.0011388-0.00287493j -0.00408716+0.00426146j -0.000610619+0.00357596j 0.00579529-0.00451995j -0.00536121-0.00547209j 0.00129959+0.00117463j 0.00446756+0.00102528j -0.00395134+0.00180934j -0.000704645-0.00167629j 4.51072e-05+0.00605706j 0.00355872+0.00571301j 0.00187828-0.000131778j 0.00303483+0.00425239j -0.00296028+0.00201787j 0.00312343-0.00124879j -0.00322904+0.00154024j -0.000963974+0.00260277j 0.00373044-0.00335478j 0.00122403-0.000734061j 0.00172539-0.000424835j 0.00471964+0.00649365j -0.00155033+0.0022104j 0.000612692+0.00240408j 0.00105497+0.00185946j 0.00350121-0.00148561j 0.00265047-0.000557791j 0.00238396-0.00236908j -0.00357348-0.000268206j -0.00270366+0.00054548j -0.00288538-0.0025262j 0.00592053+0.00214784j -0.000237426-0.00117398j -0.00112115+9.70286e-05j -0.0020628+0.00181896j 0.00388478+0.000122468j -0.00144738-0.00250774j -0.000406589+0.000671592j -2.04557e-06-0.00167903j 0.000737095-0.00026121j 0.000620925-0.000801305j 0.000498337-0.000215747j -0.0016455+0.001166j 4.00891e-05+0.00161606j -0.000954839+0.00100178j 0.000412633+0.00034556j 0.00119386+0.000444348j 
0.00814009+0.00398695j 0.000218708+0.0108246j -0.00727926+0.000432254j -0.00247407+0.00322978j 0.00324254-0.00137833j 0.00245573-0.00147264j -0.00274289+0.00475491j 0.00327511+0.000939402j -0.012508-0.00756174j -0.00112578-0.00755257j 0.00609535-0.00758841j 0.00200179+0.00155228j -0.00281678+0.00152532j -0.00180649+0.000702555j 0.000803098+0.00441014j -0.00233852+0.000168099j 0.00462233-0.00550881j 0.00280222-0.00186854j -0.00234604+0.00113499j 0.00344094+0.00501781j 0.00061843-0.00240007j 0.00179186+0.00228676j 0.00143532+0.000272133j -0.00189554+0.00129718j -0.00489412-0.000630133j 0.00143041-0.00275197j -0.000376938-0.000370644j 0.00569907-0.00233549j -0.00427529+0.00153106j 0.00414768-0.00229051j 0.00540311+0.00296603j 0.000660852-0.000339869j 0.00347089-0.0024628j -0.000653076-0.00207747j -0.00242058-0.00320967j 5.80599e-05-0.00252076j -0.000980981+0.000642226j -0.00139194-0.00124368j 0.00324473+0.00512895j -0.00645225-0.0044224j 0.00585878+0.00440499j -0.00696835-0.00375027j -0.00242817-0.00431335j 0.00271286-0.00793477j 0.00588228-0.00306327j -0.00440859-0.00841378j -0.00273635+0.0108659j 0.007834-0.0024847j 0.0022803+0.0056941j -0.00479957+0.000936535j -0.00325173+0.000119j -0.00256508+0.00696931j 0.000239431-0.00101694j 0.00315144-0.00811811j 0.00352093+0.00533788j -0.00166733-0.00315904j -0.00229716-0.00454896j 0.00281057+0.00367713j 0.00103984+0.00664927j 0.00310536+0.00146785j -0.0053929+0.000349481j 0.00949012-0.00539536j 0.00239864+0.00324056j -0.0025958-0.0131594j 0.00315029+0.00248011j -0.00221853+0.000985517j -0.00101946-0.00174903j -0.004212+0.00268813j -0.00428072-0.00143239j -0.00473387-0.00409976j 0.00618716-0.00550697j -0.00255908-0.0005115j -0.00354154+0.00173264j 0.00420929+0.00307624j -0.00188992-0.00967925j 0.00505354-0.00432818j 0.00148067-0.000588127j -0.000677618+0.000277642j 0.000879127+0.0020253j -5.80392e-05-0.000638767j 0.00130254+0.00199446j 0.0025153+0.00384145j 0.000824901+0.000584224j -0.00380138-0.00578146j 0.00100353+0.00326268j 0.000130937+0.00198457j 0.00281834+0.00360238j -0.000883671-0.00451525j 0.000556969-0.00137023j 0.000135428+0.00197896j 0.00392213+0.00113859j -0.00213409+0.00223877j 
-0.00188091-0.00153608j -0.00233153-0.00443849j 0.000584915+0.00172168j 0.00221241+0.000584703j 0.00354174+0.00565061j -0.000266276-0.00822608j -0.0078847-0.000556368j -0.000977276+0.000226641j -6.00452e-05-0.00188002j -0.00406528+0.00804576j -0.00550302+0.00197832j -0.00279384+0.00299939j 0.00180276+0.00124738j -0.00228117-0.00139515j -0.00374465-0.00568895j -0.00078331-0.00182447j -0.000730936+0.0011484j 0.0020237-0.00261377j 0.00402513-0.000121195j -0.00322017+0.00108437j -0.00203034+0.00136197j 0.000244738-0.00353521j -0.000126716-0.000420083j 0.00219421+0.00186934j 0.00223207-0.00022359j -0.00245565+0.00552873j -0.00118141-0.000608709j 0.000604065-0.0023113j -0.0018091+0.00132454j -0.00257392-0.00348083j -0.00170865-0.000977397j -0.00534171+0.000791372j 0.000859738+0.000318484j -0.0031586+0.00150081j -0.000794339-0.00470986j 0.00118503+0.000571626j -0.000565531-0.00206786j 0.00315928-0.000533762j -0.000508251-0.00242869j 0.0012552+0.00039024j -6.28038e-05-0.000512801j 0.000994865+0.000633764j -0.000715606-0.00322949j 0.0009566+0.00193038j 0.0041284+0.000264497j 0.00238941-0.00194653j -0.00242775+0.00138394j 0.00126071+0.000903377j -0.000346869+0.00193573j 0.00357074+0.00111794j 0.00319697-0.0027229j -0.00464127-0.00133645j 0.000106304+0.000507691j -0.00262653+0.00363532j -0.000276386+0.00717874j -0.000919562+0.00241173j -0.00700653-0.00137852j -0.0022503-0.00533238j -0.00200747-0.00221384j 0.00422924-0.00171344j -0.00157145-0.00369349j 0.00532855-0.00492912j 0.00232155-0.000146971j 0.00257884+0.00309926j -0.00217686-0.0011399j -0.00186378-0.00289891j 0.00262286-0.00157161j -0.00367278+0.0047435j -0.00259995-0.0010687j -0.000233169-0.000780679j 0.00103609+0.00321807j 0.00127434-0.00557529j -0.0023192-0.000272897j 0.00320509+0.00175105j -0.00358813+0.00260441j 0.00229281+0.00165322j -0.00334315-0.00106004j -0.00068689+0.00141214j -0.000629232+0.00119244j 0.000848233-0.000665004j 8.25065e-05-0.000350941j 0.0040706+0.00107728j 0.00203368+0.00123489j -0.00173576+0.000477032j -0.000806254+0.00139726j 0.000848722+0.0011753j 0.00133726+0.00153911j -0.0002769-0.000104697j 8.60603e-05-0.00267328j 9.26222e-06-8.8111e-05j 0.000430508+0.00155928j -0.00166048+0.00131598j 
0.0104935+0.0152212j -0.00559162+0.00589376j -0.00400427+0.000897546j 0.00150381-0.00643132j -0.00179548-0.00210423j 0.00370478+0.00238604j 0.00733472-0.00155951j 0.00903413-0.00236279j -0.00886382+0.000611236j -0.00930014-0.00859448j -0.00191721-0.0125292j 0.0131281-0.000561924j 0.00199728-0.00193856j -0.00208959+0.00235032j 0.00255471+0.00354583j -0.00305238+0.00168299j 8.78691e-05+0.000532053j 0.00190987-0.00254793j -0.00124659+0.00301359j 0.00141598+0.00616672j 0.000987451+0.00101859j -0.000215404-0.000835814j 0.00416095-0.000775975j 0.000881131+0.000484401j 0.0036468-0.0018077j 0.00147629+0.00324889j 0.000579289+0.00217628j 0.00427275+0.00218126j -0.000706035-0.000978187j 0.00414209+0.00122359j -0.000512162-0.000112885j 0.00196021+0.00206902j 0.00408844+0.00267977j 0.00564271-0.00409307j 0.0021969+0.000590201j 0.00112012-0.000633729j -0.00183685+0.000652865j -0.00478667+4.66961e-05j -0.00168584+0.0010345j -0.0113709-0.0074778j 0.00885332+0.00986206j 0.00429939+0.00294392j 0.000715037+0.00410812j 0.00114607-0.00509584j 0.00220173+0.00369754j 0.011628-0.00136459j -0.00542962-0.00408222j -0.00270513+0.0103807j -0.000813607+0.00144649j 0.00657224-0.00405002j -0.00546105-0.00451522j 0.0017072+0.000267515j 0.00475624-0.000507524j -0.00885113+0.00538226j 0.00097721-0.00547166j 0.00187351+0.00864333j -0.00902561+0.00862797j 0.00113884+0.00300229j -0.00108485+0.000532798j -0.00185556-0.00391397j 0.00411401+0.00103084j -0.00794022-0.00414906j 0.00777497-0.000137517j 0.0021268+0.000972278j 0.0035521+0.000361479j -0.000614448-0.00152404j 0.00515719+0.00245139j 0.00101559+0.0043897j 0.00377529+0.00269966j -0.000493796+0.00207849j 0.000634709+0.00173439j 0.00754371-0.000734054j 0.00214475-0.000166526j -0.00147176+0.000274258j -0.00509523+0.00359672j 0.000257627-0.00175972j 0.000237558+0.000363915j 0.00118459+0.00250067j -0.00300788-0.000468922j -0.00128947+0.0015638j 0.00333187+0.00256625j 0.00121355-0.000348199j -0.00151574-0.00244789j -0.000276199+0.000432714j -0.00035345+0.00180624j 0.000256302+0.00213392j 0.000155858-0.00463697j 0.00116722+0.000652822j 0.00201689+0.00120005j -0.00157711+0.00108468j 0.000668588-0.00147549j 0.00198986-0.00121046j 
