-0.0614561+0.015979j 0.0163003-0.0345701j -0.0743835-0.0515193j -0.00770741+0.0490247j 0.0810822+0.0404414j 0.0590737-0.0233783j -0.0863325-0.161139j -0.091332-0.0450823j -0.0969216+0.0440134j -0.108789+0.0275361j -0.0429133+0.0155151j 0.0867224-0.230638j -0.0588835-0.0289608j 0.0256158+0.0524268j -0.0438444+0.0812967j -0.0113285-0.128074j -0.0747294+0.0486066j 0.149494+0.0172013j -0.125037-0.0169055j -0.087116-0.0281775j 0.0343328-0.116142j 0.0212666-0.0349451j -0.0154353-0.03361j -0.0677528-0.0508774j -0.0305057-0.0750494j 0.137794-0.0325493j 0.079677+0.0234502j 0.0673249-0.0382524j -0.00113015+0.104938j 0.0198284+0.0951107j 0.0198629+0.124053j 0.0870572+0.00394331j 0.172765+0.113479j 0.0905642-0.0660359j -0.0386836+0.0695037j -0.0473355-0.0254061j 0.0098496-0.0335195j 0.156611-0.0142107j -0.0839978+0.0297867j -0.170115-0.00333046j -0.0708374-0.130024j -0.0575344-0.0986588j -0.0892321+0.027754j 0.0282097-0.128502j -0.067625+0.0888129j 0.0324747-0.0356794j 0.0336208+0.0626774j 0.109409+0.00272627j -0.00758738-0.0912624j -0.0259869-0.117198j -0.0896766+0.0664052j 0.0441149+0.0239063j 0.0135453-0.0231541j -0.0752645+0.00419623j 0.0738056-0.0289427j 0.0242433+0.0279857j -0.00741065-0.099703j 0.0157572-0.0083022j 0.0140958+0.075285j -0.102792-0.0930767j 0.0593197+0.0801081j 0.2145-0.00287665j -0.0449217-0.0468375j 0.134136+0.128981j 0.0340824+0.0264184j 0.260592+0.0172397j 0.0225971+0.0900019j -0.0530182-0.000531062j -0.0969646-0.0835072j -0.0169747+0.0762663j 
-0.00366558+0.00390119j 0.00288104-0.00244656j 0.00291352-0.00114267j -0.00303992+0.00148474j -0.00192694-0.00082745j -0.000637234+0.00109833j -0.00143857-0.00063468j -0.00483242-0.00366976j -0.000790128+0.00221539j -0.000898149-0.00352493j 0.003907+0.00331403j 7.3328e-05-0.00467032j 0.000838674-0.00281294j -0.000924314+0.00862964j 0.00136806+0.00472593j 0.001939+0.00130765j -0.00253366-0.00229005j 0.0085378-0.00159262j 0.000551515-0.00281878j 0.000173707-0.00537601j -0.000613581-0.000888219j 0.00207888+0.00398742j 0.00063761+0.00143993j -0.00126075-0.000595257j -0.000188779-0.00254909j 0.00458081+0.000730263j 0.00290901-0.0013855j 0.000324197-0.00359023j 0.00190217+0.00155704j 0.00437558+0.00154365j -0.00347398+0.00417371j -0.00392866-0.00143372j 0.00392411+0.00201713j 0.000231662-0.00117455j 0.00156372+0.00160821j -0.00215594-0.000224605j 0.00177683-0.00176086j 0.00376182+0.000732367j -0.000204627+0.000930242j 0.000205494-0.00372525j 0.0014929-0.00248764j -0.00267613+0.00180854j 0.00285506+0.00175196j 0.00352213-0.001986j 0.00108724+0.000931177j 0.00360294-0.00162416j -0.00244894+0.00352496j 0.000324795-0.000586136j 1.73469e-05-0.00374613j -0.00189002-0.00124256j -0.000133696+0.00149805j 0.00437376+0.000550436j 0.00302214-0.0015949j -0.00385965+0.000566328j 0.00193968+0.00240541j -9.02386e-05-0.00420923j -0.00200443-6.12445e-05j 0.000928121+0.000394677j 0.00410374+0.000629996j 0.000700383+9.0394e-05j 0.000783738+0.0030738j 0.00293171+0.00111299j -0.0027-0.00248067j 0.000108381-0.000176155j 6.1039e-05-0.00312934j 0.00403034-0.00050438j 0.000195483+0.0037164j -0.00285543-0.00269875j -0.000183741-0.00146887j 5.62293e-05+0.000447687j 
-0.0191752+0.00982777j -0.00810803+0.0177015j -0.00154658+0.0153105j -0.0148124-0.000474236j 0.0074267-0.00895838j -0.00605713-0.00773304j -0.00724702+0.00547276j -0.00329588-0.0124399j 0.00586216+0.00326019j -0.00031784-0.00632185j -0.00195739-0.000585512j 0.00101274-0.00349141j -0.00326631-0.000538513j 0.00406194-0.00467468j -0.000623947+0.0181664j -0.0119183-0.0121874j -0.0139972+0.00674679j 0.00954298-0.00193218j -0.00101905-0.0122583j -0.00945097-0.00452652j 0.0117874-0.00761254j 0.00663653+2.13202e-05j -0.00125128+0.00476025j 0.00119304+0.00118134j 0.000353672+0.000516818j -0.000599305-0.00208393j -0.00208627-0.00161811j 0.00208273-0.00567169j -0.00128631+0.000768962j -0.000879471+9.10411e-05j -0.00374785+0.00159135j -0.00171914-0.00107542j 0.00168052-0.00265092j 0.00253492+0.00777285j -0.00445413-0.00445563j -0.000308734+0.000463016j 0.00506261+0.0055842j 0.00144998-0.00216448j -0.000396002-0.0020754j 0.00103259-0.00303883j 0.00159523-0.00306007j -0.00186169+0.00205494j -0.000401317-0.000830467j 0.00300816-0.00214981j 0.00157504+0.00140406j 0.000976115-0.00158259j -0.00186517-0.000698373j -0.000296203+0.00374789j -0.00225903+0.00371641j -0.00347966+0.00229124j 0.00155705-0.000114221j 0.00525544+0.000278873j -0.00120042+0.00123919j -0.00228268-0.000564812j 0.00369445+0.000378167j 0.00164243-0.00153742j 0.00579032-0.00291601j 0.0039041-0.00196664j 0.000358682+0.000736051j -0.000476938+0.00107937j 0.0033879+0.000603859j -0.000984061+0.000246438j -0.00427164-0.00243989j 0.00490109+0.00104573j 0.00157412-0.00273734j -0.0011249-0.00316951j 0.000992853+0.00270817j -0.000127128+0.00425637j 0.00483393-0.00172851j 0.000268904-0.00377027j 
-0.013117+0.0204202j 0.0149723-0.00597088j 0.0152406+0.00390592j -0.00427498+0.0138461j -0.00464137-0.0136624j -0.001877+0.00390572j 0.00568771+0.00683377j -0.0135412+0.00360233j 0.00193911-0.00555876j 0.000929743-0.00172879j -0.00269091-0.00153758j -0.0024219-0.000621144j 0.00234068+0.000517545j 0.00811478+0.00310714j -0.0122551-0.0011661j 0.0080921-0.018036j -0.00971251-0.0115062j 0.00243566+0.00740595j 0.0101371-0.0076769j 0.00714745-0.00398842j 0.00363935+0.00495051j 0.0040768+0.00865384j -0.00480378-7.81553e-05j -0.00699753+0.000251431j 0.00558725+0.00349552j 0.00217195+0.00322534j 0.000105202+0.00114513j -0.00413754-0.00296221j -0.00306223+0.00225901j 0.000166075+0.00091855j 0.00118149-0.00366669j -0.00131117+0.000584898j -0.00952773+0.0019899j 0.00856314-0.00419055j -0.00711862-0.000248608j -0.0014787+0.000917798j 0.00155982-0.000772353j -0.00349093+0.00219712j -0.00208884+0.00133598j 0.00485325+0.00256924j -0.00012226+0.00442759j 0.00542783+0.00332798j -0.000702875-0.00180337j -0.00625754+0.00375876j -0.00167842-0.000504144j 1.23275e-05-0.0024846j -0.00310655+0.00220298j -0.000457503+0.00278338j -0.000837971+0.00187514j -7.27678e-05+0.00193974j 0.00257247-0.00148114j 0.000450246-0.00465953j 0.00114682+0.00352735j 0.00122475+0.00201991j 0.00276406-0.00525412j 0.000717146-0.00276672j -8.83482e-05-0.00413345j 0.000641259+0.00128467j 0.00544276-0.00283154j -0.00404191-0.00102841j 0.00163757-0.0016626j 0.000110042-0.00174634j -0.00437686-0.000731942j -0.00258417-0.00110341j 0.00216651+0.00172656j -0.00579225-0.00380993j 0.000271836+0.00604401j -0.00247111+0.00123896j 0.0014997+0.00436418j 0.00544407-0.00355556j 
0.00378139+0.0081356j 0.0179707-0.0167557j 0.00875168-0.0104249j 0.00235914+0.0111496j -0.0128106-0.00823029j -0.00271725+0.00887228j 0.00589932-0.00797303j -0.00459617+0.00296488j 0.00194953-0.00376586j -0.00230066-0.000262573j -0.00109915+0.000934637j 0.00210886-0.00187924j -0.000178333-0.00231062j 0.0037308+0.0102619j -0.00791451-0.011346j 0.0107083-0.000890582j 0.0077762-0.0100206j 0.00216027+0.00739509j 0.00606619-0.00231422j 0.00791209-0.000556106j -0.00783526+0.00800667j 0.00291768+0.00568306j 0.00249628+6.09463e-05j -0.00214553+0.00271452j -0.000698252+0.00311599j 0.00148473+0.000195466j 0.00554261-0.00265029j -0.00393082-0.0013186j -0.000480978-0.00187197j 0.0026349-0.000744818j -7.47567e-05+0.00120904j -0.00283596-0.00459841j -0.00672652+0.0032322j 0.00119293-0.00242864j 0.00220336+0.0034148j 0.00117494+0.0021255j -0.003001-0.00366899j -0.00273686+0.0035584j -0.00238781+0.00536664j 0.0034999-0.000743572j -0.000608793+0.00286845j 0.000156413+0.00165832j 0.00186536+0.00166776j -0.000881328+0.000995543j 3.83594e-05-0.00197445j -0.00134234-0.000457972j -0.00103781+0.00337444j 0.000798332-0.00145598j 0.0030378-0.00194125j 0.00177149+0.000159134j -0.00190255-0.000984261j -0.00124993-0.0046126j 0.00254605-0.000177695j -0.00122774+0.00157675j 0.000318539-0.00283348j -0.00169459-0.00160951j -0.00331693+0.00147341j -0.000154103-0.000576203j 0.00307178-0.00329127j 0.00012854-5.11865e-05j -0.0038234-0.00250622j 0.000965216-0.00149042j -0.00192937-0.00145004j -0.00769386-6.10994e-05j 0.00128731+0.00204738j -0.000666919+0.00139675j -0.000351981+0.00413114j -0.00146118-0.00477568j -0.00455717+0.00370074j 0.00330207+0.00288868j 
-0.0138331+0.00850631j 0.00315229+0.00643412j 0.00423964+0.0106707j -0.00344883+0.0043021j 0.00764423-0.0100362j 0.00406946-0.007659j 0.00540723+0.00774561j 0.000319023+0.00669118j 0.00223376+0.00174743j 0.00466158-0.00390251j -0.00158446-0.00361889j -0.00415788+0.00394102j 2.12725e-05+0.000112538j 0.0115131-0.00571657j -0.000891092+0.00380145j 0.000720549-0.0110594j -0.00503016-0.00657363j -0.000272218-0.00597359j 0.00317999-0.00796258j 0.0052602+0.00312458j 0.00513737+0.000248018j 0.00594102+0.000836812j -0.00110223-0.0028583j -0.00493537-0.000272488j 0.0078142+0.00173255j -0.000545214+0.000770129j -0.00814158-0.00520687j 0.00124338+0.000951585j -0.00143196-0.000631775j -0.00541457+0.000309792j -0.000122589+0.000672548j -0.00207755+0.00239419j -0.00232809-0.00306877j 0.0035059+0.00302106j -0.00409617-0.000932339j 0.00305026-0.00410941j 0.00180235+0.000473336j -0.000277839+0.00204467j 0.00264492-0.00338443j -0.000489688+0.000711477j 0.0038778+0.000991258j 0.00105599+0.00189394j -0.00157046-0.00321463j 0.00118893+0.00159245j 0.00218754-0.00200197j -0.00233932+0.000654516j -0.00243678-0.00308836j -0.00220071+0.00452262j -0.00385411+0.00711102j 0.00452748+0.00312592j -0.000994737-0.00421067j 0.000375948-0.00228893j -0.00428106+0.00116782j 0.000554017-0.0029254j 0.00411424-0.00146145j -0.000563647+0.00233889j 0.00307484+0.000387102j 0.00206072-0.00128871j 0.00503214-0.000494795j -0.00158224+0.00238391j 0.00346315-0.00298106j -0.00368218-0.000549244j 0.000328177-0.000863527j 0.000557859-0.00593324j 0.00354154+0.00162444j -0.00429817-0.00706514j -0.00137307-0.000778938j 0.00406282+0.00168813j 0.00243205+0.00325502j 0.00308978-0.00449604j 
0.00542428+0.000171973j 0.00598939-0.00614789j 0.00163763-0.005456j 0.00295884+0.00262039j -0.00186641-0.000457877j -0.00245159+0.00185418j -0.000110045-0.00526315j 0.00131632-0.000338765j 4.92565e-05-0.000543801j -0.0028478-0.00271586j 0.00226268-0.0023004j 0.00241869-0.000532143j 0.000790493-0.00128562j -0.00219812+0.00118413j -0.00318504-0.00631482j 0.00160986+0.00204963j 0.00510369-0.000808492j -0.000920487+0.00238142j 0.00183085-0.000264871j 0.00181151+0.000882722j -0.00311446+0.00253344j -0.00138828-0.000275118j 0.0031472+0.00266915j 0.00127899+0.000768777j -0.00326733+0.000218747j -0.0018042-0.00294528j 0.00299704-0.00105833j -0.00028024-0.00113136j -0.000305341-0.00211844j 0.00120835-0.000371753j 0.00201576+0.000738278j -3.27302e-05-0.0023871j -5.8878e-05+0.00160988j -0.00093914-0.00190269j 0.00239198+0.0016154j -0.000543227-0.00103562j 0.000354925-0.00114582j -0.00143883+0.000340253j -0.00180078+0.003235j 0.00182488+0.00156384j -0.0012404+0.000464158j 0.000519824-0.00154813j 0.000894394+0.00022925j -0.00190875-0.00056006j 0.000598845-0.00307404j -0.00129869+0.00119932j 0.00118231+0.00135729j 0.000694429-0.00305027j -0.000188219-0.000929429j 0.00135566+0.000538584j -0.0015826-0.00142985j 0.000120741+0.000955259j 0.00147186-0.00308992j -0.00105905+0.000332849j -0.00318469-0.000314488j -0.00190516+0.00115094j -0.000615955+0.00200714j -2.71097e-05-0.000210311j -0.000717283-0.00169603j 0.00277821-0.00122492j -0.00237025+0.000433365j 0.000495076+0.00310701j 0.00157897+0.00129477j -0.00288049+0.000101824j -0.000658583+0.00155416j -0.00142847+0.002982j -0.000361224-8.35151e-05j 0.000889348-0.00173827j -0.00241183+0.00136402j -0.000419691+0.00269375j 
-0.00470132+0.00649474j 0.00983449-0.00327172j 0.00288172-0.000386527j -0.00385769+0.00828918j -0.00234707-0.00289562j -0.00370713-0.00184099j 0.00499339-0.00328135j 0.00153358+0.000400475j 0.00315768-0.00229075j 0.00434487-0.00613648j 0.00238414+0.00167857j 0.0016309+0.00101901j 0.000334747+0.00147893j 0.0064389-0.00131784j -0.00291386+0.00279448j 0.00645808+0.000399469j 0.00404462-0.00498984j 0.000718797-0.000321725j 0.00142015-0.00795335j 0.00390647+0.00241129j 5.78811e-05+0.00405664j 0.000388006+0.00695937j 0.0034127+3.45193e-05j -0.00344056+0.00325385j 0.00282173+0.00511988j -0.00236997-0.00256016j -0.000202562-0.00534885j -0.00148843-0.00269483j -0.000992286-0.00487267j 0.000134879-0.00529669j -0.00284192+7.98172e-05j -0.0049051-0.00118891j -0.000680936-0.00230844j 0.000625629+6.0545e-05j -0.00137355+0.000809351j -0.000490164+0.000669069j 0.000789154-0.00460389j -0.00242568+0.00165207j 0.0017927+0.00111621j 0.00407561-0.000157784j 0.00218545+0.00136737j 0.00300782+0.00248694j 0.0026311+0.00113958j -0.00276378-0.000704942j 0.00210743-0.00255919j -0.00237316+0.00145866j -0.000570764+0.00171791j -0.00251825-0.00186349j -0.00460446-0.000416643j 0.00414725+0.000116489j -0.000166162-0.00137464j -0.00273566-0.00029072j -7.89111e-05-0.00156816j -0.00153647+0.000815428j -0.000667351+0.00104236j -0.00068282-0.000923981j 0.00174322+0.000997569j -0.00012253+0.000947219j 0.00462218+0.000222179j 0.00602107+0.00217272j -0.0029214-0.00239596j -0.00345598+0.000260522j -0.0018503-0.00120289j -0.00452437-0.00486662j -0.00458446-0.000492575j -0.00533243+0.000380195j -0.000262772+0.0013007j 0.000660457-0.00159409j -0.00221695+0.00434447j 0.00215675+0.000669377j 
0.00144585-0.000751756j 0.00244929-0.000992117j 6.99726e-05-0.00215172j -0.000608206-0.00117812j -0.000497255-0.00324427j -0.00133992+0.000250125j -0.00110763-0.00204032j 0.00273992-0.00379902j 0.0020047-0.000572487j -0.00264735-0.00208456j 0.000573855-0.00131645j 0.00289624-0.00281519j -0.00054304-0.00143849j -0.00101745-0.00227676j -0.00290685-0.000210226j 0.000516537+0.00245655j 0.00307676+0.000517943j 0.00120215+0.00170575j 0.00113407-0.000978992j -0.00121957-0.00165446j -0.0019798+0.00158189j 0.000853275-0.000811683j 0.000318922+0.00136715j 0.00294015+0.00152731j -0.00317268+0.000159799j -0.00107447-0.00247341j 8.1515e-05+0.000267762j 0.00107014-0.00241708j 0.00126582-0.00142189j -0.000282089-0.000658052j -0.00277912+0.001427j -0.000922541-0.00243263j 0.00125789+0.000892612j -0.0017224+0.00188267j -0.000370929+0.000925359j 0.000509315+0.00123699j 0.000937863-0.000659356j -9.6795e-05-0.00105452j -0.000614172+0.0023003j 0.000533914-0.00174749j -2.4412e-05+4.69842e-05j -0.00204271-0.00118499j 0.000798852-0.00024793j 0.00104691-0.00146881j 0.000872755-3.39703e-05j -0.000948236+0.00127239j 0.00089417+0.00217932j 0.00127456-0.00166621j 0.00038561-0.000532075j 0.00106198+0.000515962j -0.00283097-0.000831087j 0.00190963+0.00147497j -0.00104673-0.00166079j -0.00165973+0.000234755j 0.00127436-0.000121592j -0.00217058+0.00216316j 0.00102822+0.00161413j -0.000828224-0.00178204j -0.00241331+0.000868795j 0.00183253+0.00159273j -0.000942658+0.00142302j 0.00135215+0.000844898j 0.00110895-0.00100677j -0.00198919-0.000548891j 0.000664611-0.000809834j -0.000139665+0.000653952j 0.000204715-0.00166522j 0.00215219-0.000906543j -0.00118143-0.000280472j -0.00106756+0.00159916j 
0.000446719-0.00449426j -0.00187259-0.00427893j -0.00766767-0.00118359j -0.00117541-0.00200617j -0.00904657+0.00381999j 0.000903866+0.00205015j 0.00369814-0.00779926j -0.00363303+0.00346478j 0.00271857-0.00218042j -0.000690775-0.00151296j -0.0027073+0.00481505j 0.000178867+0.00273559j -0.00111639-0.000300158j -0.00193851+0.00843726j 0.00195117-0.0063415j 0.00175465+4.33591e-06j 0.00365606-0.00283141j -0.00204028+0.00499546j 0.00347338+0.00328498j 0.00440031+0.00153059j -0.000869763-0.000921722j -0.00256316+0.0017698j 0.000976453-0.0011343j -0.00327793+0.00022109j -0.000397237+0.00062413j 0.00184008+0.00639322j 0.00218845-0.00102155j -0.00201492+0.00015625j 0.000815825+0.000689372j 0.00354036-0.00134056j 0.00389043-0.000682961j -0.00156411-0.00119339j -0.00698944+0.00180938j 0.00208353-0.0043709j 0.00219269+0.00249528j 0.00112097+0.00221153j -0.00272359-0.00108264j -0.00518337+0.00366053j -0.000483553+0.00319709j 0.00144385+0.00321741j -0.00272444+0.00258023j 0.00181792+0.00288033j 0.00125559+0.000557491j -0.00474001+0.00134681j -0.00271519-0.00189231j -0.000407541-0.000532532j 0.00140079-0.00146996j 0.000345185-0.00163396j 0.00308324-0.00220136j -0.000869532-0.00225707j 0.00345374+0.000316997j -0.00310652-0.00222449j 0.0053389-0.000796206j 0.00163732+0.00221837j -0.00186537-0.00227357j -0.000770723-0.00294014j -0.00299081-0.00163024j 0.000423369+0.000908826j -0.00161649-0.00561238j -0.000945727-0.00311569j -0.00477868-0.00180586j -0.00201283-0.000957403j -0.00270719+0.00130893j -0.00400622+0.00466715j 0.000385427+0.00299626j -0.00161877+0.00326736j -0.000606899+0.00439925j -0.00389165-0.000989537j -0.00129156+0.00212478j 0.00260561+0.00305064j 
5.91106e-05-0.00607535j -0.00131838+0.00664559j 2.26979e-05+0.00631755j -0.00468205-0.000553145j 0.00852924+0.0104741j 0.00204552-0.000476083j -0.00624494-0.00460218j 0.00527326-0.000960551j -0.00606615-0.00509157j -0.00363796+6.59921e-05j 0.00160161+0.0014095j 0.00597195-0.00177306j 0.000194732+0.00105188j 0.00102223-0.00237966j 0.00304323-0.00480523j -0.00476709+0.0079761j 0.00385356+0.00329066j -0.00159611+0.000311462j -0.0074371+0.00144792j 7.99942e-05+0.00249427j -0.00284565-0.000643324j -0.0028477-0.00558596j 0.001063+0.00323838j -0.00257345-0.000308635j -0.00315302-0.00640395j -0.00216882-0.000387224j 0.00370031+0.00100177j 0.000892904+0.00601194j 0.00392906-0.00218565j 0.00197956+0.00158224j -0.00123653+0.00113143j 0.0041663-0.00183938j 0.00708894-0.00103641j -0.00536371-0.000483127j 0.00446849+0.00424575j -8.00314e-05+0.00186998j -0.00162732-0.00245757j 0.00270215-0.00147748j 0.00171862-4.77719e-05j -0.00581982-0.00110069j -0.00234434-0.0037404j -0.00338239-0.00340479j -5.90936e-05+0.00122295j 0.000773201-0.00178978j 0.00284011+0.000634438j -0.00123645+0.0022454j -0.00225741-0.000732563j -0.000681705-0.00299935j -0.00018834-0.00217268j -0.00267551-0.00266579j -0.00199508+0.00193086j -0.00161139+0.00245664j -0.00218861-0.00427793j -0.00138178-0.00173695j 0.000412523+0.00433234j -0.000315797+0.002849j -0.00277836+0.00339432j -0.00140425+0.00129194j -0.0039732+0.00407957j -0.000187991-0.0036244j -0.00277811+0.00400105j 0.00213979+0.00386685j 0.00335668+0.00116508j 0.00167539+0.00167228j -2.29469e-05+0.00118548j 0.00629109+0.0036527j -0.000372199-0.0019444j 0.000961351-0.00150349j -0.00205303-0.00438262j -0.00197795+0.00311002j 
-0.00130941+0.00316671j -0.00189699+0.00457441j 0.0040001+0.00198643j 0.000812868+0.00181764j 0.00819117-0.00180618j -0.00322775-0.00184738j -0.00198279+0.00648156j -0.00316398-0.00117654j -0.00686396+0.00486387j 0.00100703+0.00714992j 0.00254142-0.00239395j -0.00397641-0.00294812j 0.000252224-0.000740374j -0.00236965-0.00114222j 0.00218212+0.00720343j -0.000320026-0.00208734j -0.00784005+0.00279962j 0.00252083-0.00462703j -0.00307437+0.00151917j -0.00620467-0.00186817j 0.00263464-0.00122348j 0.00147597-0.00171803j -0.00279126-0.000932141j 2.31261e-06-0.00348591j 0.00176843+0.000122051j 0.00110594-0.00132386j -0.000877993+0.00344079j 0.000949727+0.000239652j -0.00261147+0.00446564j -0.00191617+0.00314991j -0.00149367-0.000256416j 0.00126178+0.00390699j 0.0049092+0.000206823j 0.00168653+0.00152588j -0.00194584-0.0033807j -0.00185427-0.00153242j 0.00048506+0.00274222j 0.00665136-0.00222917j -0.000771781-0.00405664j -0.00189419-0.00239941j 0.00129781-0.00314358j 0.0011189-0.000470451j -0.00253608-0.000980589j 0.0030317-0.000761973j 0.000387993+0.00327896j 0.00353394-0.00273228j -0.000685235-3.13971e-05j 0.000728691+0.00319332j -1.85604e-05+0.00115777j -0.0029416+0.000574171j 0.000743923+0.00204906j 0.0021412+0.000389866j -0.00261646+0.00250369j 3.83742e-05-0.000556468j -0.000356309+0.000880852j 0.00427806-0.00110363j 0.000176149-0.00320533j 0.000997388+0.000209408j 0.00311642+0.00398683j -0.00235393-0.000275266j 0.0053827+0.000698374j 0.00317799-0.000736101j -0.00045137-0.000218629j 0.00642023+0.000493703j -0.000415733-0.00261594j 0.00459859-0.000857447j 0.00203295+0.000770873j -0.00126359+0.00143926j 0.00236349-0.00363043j -0.00161846-0.0033799j 
-0.000681882+0.00157126j 0.00253516-0.00131246j 0.00560709-9.54151e-05j 0.00214715-0.00341382j 0.000343433-0.00737128j 0.000800935+0.00276947j 0.00224182+0.00628315j 0.0046547+0.00286022j 0.00217236+0.00443628j 0.00725489-0.00399334j 0.000453384-0.00455736j -0.0042081+0.00657882j 0.00158794+0.000180664j 0.00460248-0.00272066j 1.24435e-05+0.000533711j 0.00011204-0.00305085j -0.00173274-0.001592j -0.0012893-0.00344343j 0.00395996-0.00358741j 0.00374469+0.00186156j -0.000840586+0.00121174j -0.000197378+0.00410042j -0.000637861-0.000478202j -0.00168485+0.00103373j 0.00272588+0.00185988j 0.00115022+0.00131818j -0.00274958-0.00106095j 6.80947e-06+0.000194734j -0.000968188-0.00191841j -0.00259144-0.000512892j -0.00109439+0.000285268j -0.0018834+0.00312367j -0.000772255-0.001967j -0.000573272+0.000764704j -0.000181553-0.00126639j 0.0015802-0.00196287j 0.000821991+0.000672569j -0.000197664+0.0019545j 0.00195724-0.00250554j 0.00308722+0.000994713j 0.00381667+0.00179932j 0.00159734-0.00021439j 0.0014221-0.0015132j 0.00152962+0.00407516j 0.000767002-0.000175419j 0.000596223-0.0010814j -0.0022205+0.000103304j -0.00193583+0.00117333j -0.00248562+0.000509028j 0.00305538+0.00242954j -0.0016998-0.00191687j 0.00225685-0.000968409j -0.00297979+0.00129703j 0.00132838-0.0029529j 0.000154267+0.000392839j -0.00142418+0.00109608j -0.000550367+0.00365947j -0.0021953+0.00108881j 0.00478704+0.000740997j 0.000125306+0.0051753j 0.00504865-0.00114211j -0.00226125+8.23743e-05j 0.00342721-0.00131544j 0.000789668-0.00819956j -5.0628e-05-0.00255798j -0.00218572-0.00666129j -0.000845017-0.00513572j 0.00319919-0.000743398j 0.00192247+0.00221782j 0.000287635-0.00355944j 
-0.000371804-0.00101914j -0.000964926-0.000425134j -0.00150127-0.00125524j 0.00018378+0.00568433j 0.00500537+0.0114711j 0.00346121-0.0040399j -0.00566763-0.00900581j 0.0010013-0.00384328j -0.000593214-0.00623814j -0.00408484-0.00362337j -0.000243023+0.00597786j 0.00709505-0.00328495j -0.00197076-9.62996e-05j 0.00294178+0.00325567j 0.00050556-0.00301138j -0.00425051+0.00352179j 0.00418675+0.000828028j 0.00206155+0.00383337j -0.00337952-0.00178482j 0.000838842+0.000330439j -0.00126698-0.0026509j -0.00162987-0.00223221j 1.02377e-05+0.00298761j -0.00237603+0.00144446j -0.00249984-0.00534613j 0.00112888-0.00141757j 0.00377335-0.00156575j -0.00140742+0.000441018j 0.00543124-0.00180689j 0.00397177+5.96757e-05j 0.00169972+0.00163591j 0.00241105-0.00325129j 0.00259971+0.00065949j -0.00287578-0.00309191j 0.00297456+0.00522367j 0.000595792+0.000589849j -0.00109724-0.00423218j 0.000117109+0.000207295j 0.00184304+0.00324032j -0.00455198-0.00153363j -0.00330651-0.0014243j -0.00231231-0.00141754j -0.000482928+0.00164576j -0.00181454-0.00224495j 0.00131784-0.00191727j -0.0026138+0.00269465j -0.00278851-0.000664689j -0.000511011-0.00328629j 3.43456e-05-0.0018761j -0.00214573-0.005264j -9.58921e-05+0.0017323j -0.00337318+0.000830949j 0.00106834-0.0040549j -0.00206457+0.000901902j 0.00128362+0.00239089j -0.000291261+0.000878104j -0.0021599+0.000445191j 0.00023692+0.000970353j -0.00332581-0.000197127j 0.000116527-0.00663042j -0.00673956+0.00210099j 0.00158306+0.00247954j -0.000615035+0.00140254j -0.00284305+0.00534052j 0.00076288+0.0048974j 0.00262779+0.00640542j -0.00150847+0.00413265j -0.00150214-0.000598601j -0.00319322-0.0016802j -9.70821e-05+0.00465969j 
