-0.0614561+0.015979j 0.0163003-0.0345701j -0.0743835-0.0515193j -0.00770741+0.0490247j 0.0810822+0.0404414j 0.0590737-0.0233783j -0.0863325-0.161139j -0.091332-0.0450823j -0.0969216+0.0440134j -0.108789+0.0275361j -0.0429133+0.0155151j 0.0867224-0.230638j -0.0588835-0.0289608j 0.0256158+0.0524268j -0.0438444+0.0812967j -0.0113285-0.128074j -0.0747294+0.0486066j 0.149494+0.0172013j -0.125037-0.0169055j -0.087116-0.0281775j 0.0343328-0.116142j 0.0212666-0.0349451j -0.0154353-0.03361j -0.0677528-0.0508774j -0.0305057-0.0750494j 0.137794-0.0325493j 0.079677+0.0234502j 0.0673249-0.0382524j -0.00113015+0.104938j 0.0198284+0.0951107j 0.0198629+0.124053j 0.0870572+0.00394331j 0.172765+0.113479j 0.0905642-0.0660359j -0.0386836+0.0695037j -0.0473355-0.0254061j 0.0098496-0.0335195j 0.156611-0.0142107j -0.0839978+0.0297867j -0.170115-0.00333046j -0.0708374-0.130024j -0.0575344-0.0986588j -0.0892321+0.027754j 0.0282097-0.128502j -0.067625+0.0888129j 0.0324747-0.0356794j 0.0336208+0.0626774j 0.109409+0.00272627j -0.00758738-0.0912624j -0.0259869-0.117198j -0.0896766+0.0664052j 0.0441149+0.0239063j 0.0135453-0.0231541j -0.0752645+0.00419623j 0.0738056-0.0289427j 0.0242433+0.0279857j -0.00741065-0.099703j 0.0157572-0.0083022j 0.0140958+0.075285j -0.102792-0.0930767j 0.0593197+0.0801081j 0.2145-0.00287665j -0.0449217-0.0468375j 0.134136+0.128981j 0.0340824+0.0264184j 0.260592+0.0172397j 0.0225971+0.0900019j -0.0530182-0.000531062j -0.0969646-0.0835072j -0.0169747+0.0762663j 
-0.000566233+0.000609018j -0.000128328+0.000320192j -0.000718401+0.000396323j -0.000909628+0.0026968j -0.000619754+0.00251319j 0.000166404+0.000214668j -0.000999207-0.00261099j -0.00164858-0.000689015j -1.03842e-05+0.000196124j -0.00115817-0.000156572j 0.00039787+0.00144552j 7.1844e-05-0.00104954j -0.000949804-0.00106608j -0.000212627+0.00176864j 0.000371967+0.00170991j -0.00131822-0.000516254j 0.00051542+0.00243062j 0.000881663+0.00110356j -0.000361641+0.00101926j -0.00146864+0.000279173j 0.000281133-0.000791233j -0.000253859-0.000487754j -0.000355203+0.000412767j -0.00153817+0.000108057j -0.000147286-0.000468515j 0.000185915-0.000677464j 0.00144311-0.0019116j 0.000547988+0.000593956j -0.000393036+0.00235757j 0.000707317-0.000169239j 0.000887518-0.000433744j 0.000548397-0.00113447j -1.61997e-05+0.000978639j -0.000146463-0.000969533j 0.00047366+0.000312827j -0.000175464+0.000539932j -0.00199726+0.000523483j -0.00105997+0.000439393j -0.00260999+3.09212e-05j -0.000871471+0.00221158j -0.000416423-0.000387093j -4.13159e-07+0.00134915j 0.000430891+0.00158851j 0.0012334-0.00161158j -0.000188632-0.000185934j 0.001653-0.000406814j 8.3481e-05-0.0012606j 0.00101574+0.00175479j 0.00215957+0.000258876j -0.000843789-0.000900424j 0.00216372+0.00139004j -0.00219218+0.00111356j 0.00146625+0.00175869j -0.00167896+0.000501888j -7.07098e-05+0.00192255j 0.00263789-0.00328641j -0.00107929-0.000418956j 0.00159368-0.000780446j 6.40525e-05-0.000976111j 0.000302917-0.0020937j -0.00249911-8.19328e-06j -0.000149128+0.00050839j -0.00363774+0.000648389j 0.000767941+0.000921687j -0.00102183+0.00183111j 0.0011604+8.31846e-05j 0.000586919+0.00094943j -0.0038297-0.000441459j -0.00138431-0.00116823j 0.000825233+0.00068878j 
-2.76628e-05+0.000841457j -0.000405473-0.000420834j -0.000340355-0.00127067j 0.00138034+0.00199758j 0.00256101+0.00243744j 0.000561633-0.00264867j -0.00133103-0.00215824j -0.00111285-0.00114018j 0.000200278+0.000737609j -0.00141428+8.28073e-05j 0.000218071+0.00169021j 0.001992-0.000979333j -0.000690665-0.00103788j 0.00278449+0.00253102j 0.000647694+0.00058041j -0.000880293-0.00216573j -0.00102992+0.0017749j 0.000513862-0.00157186j -0.00123254-0.00135219j -0.00032491+0.000136797j -0.000100446-0.00142217j 0.00127096-0.00218794j -6.5624e-05-0.00141092j -0.00225327-0.00104998j 0.000454075-0.00213051j 0.00163347-0.00018127j 0.000829751-0.00165631j -0.000737976+0.000197615j -0.00037903+0.000363477j 0.000358219+2.17454e-05j 0.00111926+0.000345608j -0.000328215+0.000649464j 2.32823e-05-0.00120729j -2.09938e-05+0.000100042j 0.000943863-0.000946639j 0.00102511-0.00147283j -0.00215228-0.000203121j 0.000506675-0.000487541j 0.000550655-0.00103275j -0.00312518-0.000780188j 0.000205585-0.000112809j 0.000141524+0.00139404j -0.000863305+0.000547387j 0.00172962+0.00018068j 0.00164364-0.00156092j 0.000239821+0.000398568j -0.00176895-0.00183014j -0.000326694+0.00163456j 0.000111335+0.00312035j -0.000629656+0.000331331j -0.000655605+0.00069656j -0.00102115-0.00360012j -0.00214095+0.000258978j -0.00230911-0.00183746j -0.00255681+0.000993357j 0.00116967+0.00135789j -0.00263204-0.00143889j -0.000910446+0.000107831j 0.000464993-0.00242861j 6.89552e-06-0.00244604j -0.0015094-0.00367777j 0.000797949+0.00186344j -0.00130567+0.000258994j 0.000919779+0.00097265j 8.7272e-05+0.00292832j 0.000564265+0.00254439j -0.00317267+0.00231769j -0.00154269+0.00108842j -0.000402517+0.000508266j -0.00211919-0.000472847j 
-0.000739061+0.000517211j -0.0027012-0.00141702j -0.00448793+0.00288029j 0.000208368+0.00169941j -0.00507885-0.00128961j -0.00398307+0.00266992j -0.00274942+0.0023487j -0.00416653+0.00196297j 0.00520061-0.000189907j 0.00198431-0.00158395j 0.0043564+0.00167082j -0.00807712+0.00155482j 0.000220143-0.000716136j -0.00179259-0.00058666j -0.000210714+0.00268703j -0.00184171+0.0019402j 0.00555604+0.0037796j -0.00212303+0.00360484j 0.00488229+0.00420445j 0.00209455+0.00191524j -0.000538966-7.39296e-05j -0.0040077+0.00360887j -0.00106057+0.0019662j 0.000406361+0.00543982j 0.000732908+0.00395236j -0.00201521-0.000545553j 0.000212222-0.00401921j 0.00413023-0.000659772j -0.00257307+0.00375391j -0.00116471-0.00325565j -0.00143124-0.00354266j -0.00171329-0.00259447j -0.00463951+0.0011287j 0.00103963-0.00231915j -0.00033407-0.00182356j 0.00124514+0.0023958j -0.00278702+0.00262986j -0.00436014+0.00224239j -0.00784186-0.000645212j 0.00482147+0.00644714j -0.000250691+0.0016466j 0.00492053+0.0008642j -0.00189661+0.00437991j -0.00353868+0.000875115j -0.00269764-0.00272969j 0.00271323-0.00382098j 0.000358736-0.00293751j 0.00153117+0.00414502j 0.00743647-0.00383088j 0.00407871+0.00516554j 0.00391342+0.000468703j 0.00136267+0.0058617j 0.00583804+0.00488079j -0.00019554-0.00441442j -0.0109844-0.00244985j 0.000697134-0.00134052j 0.00130695-0.00861168j 0.000504037+0.000162936j -0.00157145-0.00560199j 0.0012036+0.00250765j -0.00471949-0.00175016j -0.000790106-0.00103267j -0.00475869-0.00130591j 0.00522242+0.00222226j -0.002368+0.00123373j -0.00135964-0.00253827j 0.00383847+0.00882583j 0.00467195+0.00462985j 0.0109458+0.008437j 0.00289088+0.00653366j 
0.0066459+0.000407005j 0.00409411+0.00212061j 0.00412016-0.00119484j 0.00135904-0.0110161j 0.00441216-0.000837948j -0.00418276+0.006304j 0.00138472+0.0046716j 0.00530757-0.00503981j -0.00546666+0.00328613j 0.00477212+0.00533761j 0.00215569-0.00835958j 0.00525899-0.00429101j 0.00456218-0.00128784j -0.00236724-0.000273681j -0.0039121+0.00169119j 0.0103943-0.0020591j -0.0071354-0.00214576j 0.00628687-0.00257732j 0.000890986-0.00122738j -0.00243384-0.000763433j -0.000498047+0.00295632j 0.00621674+0.00353166j 0.000689385-0.00127436j -0.00643114-0.00472829j 0.00447824+0.00252938j 0.00710112+0.000901062j -0.0039477+0.00444495j 0.00269021-0.00127302j -0.0001976+0.00164245j -0.00256365+0.00417623j -0.00325644+0.00292052j -0.000212509+0.00552552j 0.00667475+0.00161863j 0.00267669+0.00449604j -0.0091476-0.00430139j -0.00121095-0.00339438j 0.00680307-0.000417032j 0.00813147+0.00192945j 0.00141529-0.00502525j -0.0028379-0.00554796j 0.00251887-0.00358856j 0.00155639-0.00192497j -0.00128679-0.00652489j 0.00311168+0.00298458j -0.00227599+0.00674373j -0.00358998-0.0039274j -0.0106566-0.00268349j 0.0045767+0.00450175j -0.00917235+0.00414041j 0.00920641-0.00550405j 0.00158311+0.00250772j 0.00095596-0.014983j -0.0118997+0.00627772j -0.00681131+0.011522j 0.00745124+0.017942j 0.0127247+0.00835418j -0.012875-0.00245332j -0.00429573-0.0014314j 0.00877999+0.0112462j -4.21213e-05+0.00304108j 0.00836154-0.00654775j 0.00177473-0.00661318j 0.0132392+0.000205097j 0.00129418-0.00250923j -0.00273947-0.00790401j 0.00850944+0.00729765j -0.00866328-0.0196034j -0.00824094+0.00689908j -0.013638-0.00373489j -0.0250293-0.024263j 
0.0033512+0.00166303j -0.00510177-0.00111706j 0.00362164+0.00798673j 0.00144375-0.00535694j -0.00491571-0.00357666j -0.0034725+0.0024412j -0.00247109+0.0130793j 0.00700724+0.00183105j 0.0086534+0.00202896j 0.00597286+0.00120639j 0.00136511-0.00515354j -0.00873477+0.00874652j 0.00766835+0.00211666j -0.00745791-0.0043343j -0.000667074-0.00212746j 0.00463388+0.000765054j 0.00106739-0.00107801j -0.00374564-0.0033132j 0.00603117+0.00458735j 0.00778181+0.000793198j -0.00519959+0.00422052j 0.00314006+0.00763582j 0.00291156+0.00232692j 0.00313223+0.00612822j 0.00269562+0.00642577j -0.00140829+0.00230945j -0.00306429+0.00309834j 0.000102813-0.00101064j -0.00400859-0.00517364j -0.00294103+0.00101925j -0.00618025-0.00389874j -0.00719441-0.00375862j -0.00595003-0.000439488j 0.000327946-0.00132696j -0.000783001-0.00203668j 0.00344466+0.000570881j -0.000305004-0.00441389j -0.000140355+0.0082465j 0.000627666-0.000302416j 0.00717685-0.000479771j 0.00250321+0.00554485j 0.00475127+0.00335722j -0.0011719-0.00179109j -0.00620343+0.00763604j -0.00251682-0.000588889j -0.0010225-0.00526495j 0.000254101-0.00242875j 0.000288815+0.00485983j -0.00281606-0.00395584j 0.0162322+0.0164221j -0.00697304-0.00399201j 0.00945164-0.00564242j -0.00258238-0.00606425j -0.00706827-0.0101836j -0.0175569+0.00276869j -0.0115217+0.017745j -0.000557157-0.00881014j -0.00603003-0.00271911j 0.00059459-0.00394244j 0.00346411+0.00975079j 0.000772857-0.00931882j -0.0105946+0.00270296j 0.00107118-0.00433909j 0.00432386-0.00181669j -0.00385914-0.0177179j 0.00237411-0.00969771j -0.0104402-0.000544332j 0.0148881+0.0182661j 0.0252271+0.0270658j -0.015858-0.00375883j 
0.0030585+0.00117104j 0.000283338+0.00206566j -0.00252758-0.0002368j -0.00108494-0.00540249j -0.00233904+0.00180643j -0.000663651+0.00348092j -0.000203905-0.00282567j -0.00143056-0.0025434j 0.000922139+0.000226308j -0.000580203+9.12391e-06j 0.00285742-0.00263383j 0.00361464-0.00602863j -0.000581146-0.00447135j -0.00018462+0.00225109j -0.001914+0.00276987j 0.00125218-0.00114988j 0.000472343+0.00224789j 0.00287737+0.00157936j 0.00299552-0.00296262j 0.000462868-0.00147047j -0.0007185-0.00172632j 0.00102392+0.000123521j 0.000372997-0.000205528j -0.00689204-0.000529409j 0.00291404-0.00128426j 0.00473726+0.00135323j -0.00203734-0.00178433j 0.00343481-0.000878676j -0.000226288+0.00368212j -0.0028075-0.000834483j -0.000687574+0.0018297j 0.00170475+0.00154746j -0.00203877+0.00199029j 0.00386311+0.000954519j -0.0045867-0.00299543j 0.000479446-0.00070969j 0.00120782+0.00401518j -0.00479898-0.00150202j -0.0095262-0.00295144j -0.00315175+0.0012672j 0.00111295-0.00234531j 0.00130129-0.00073372j -0.0013058+0.00187432j 0.00577641+0.00104948j 0.000525064-4.95073e-06j 0.000486294-0.00284093j -0.0067727-0.00251873j 0.00693817+0.00786593j 0.00310818+0.00215583j 0.00172478-0.00360866j 0.00789962+0.00586421j -0.00291056-0.00453968j 0.00177285+0.0114207j -0.00800037+0.00645471j 0.00135378+0.0114699j 0.012295-0.00534681j -0.0118755-0.00305066j 0.00132304+0.00178148j -0.000511617-0.000545531j -0.00216011+0.000254049j -0.00194876-0.00362626j 0.00560882-0.00983704j 0.00350345+6.98996e-05j 0.00441168+0.00147498j 0.00423303+0.00592792j 0.00280983+0.00479585j 2.40073e-06-0.00613757j -0.0103828+0.00252418j -0.00972234-0.00750259j -0.010101-0.0121198j 
0.000752469+0.00210327j -0.00388481+0.000160623j -0.00090939+0.00364402j -0.00325253-0.00127237j -0.000314678+0.0051147j -0.00315311-0.00197939j 0.000608626+0.000513912j 0.00010809-0.0015496j 0.000752029+0.00150979j -0.00296827+0.0028875j 0.00219806-0.000598529j -2.94118e-05+0.00101552j 0.00134635-0.0013126j -0.00140068+0.00358867j 0.00266846+0.000160492j 0.00396358-0.002316j -0.000923712+0.00184194j 0.00119379-3.81453e-05j -0.0038853-0.00135982j 0.00130665+0.000955651j -0.0033018+0.00127484j 0.00529497+0.00106971j 0.00352412-0.00102945j -0.00712487-3.29638e-05j 0.00262642+0.000549878j 0.00222671+0.00210636j 0.000660102-0.00337847j -0.00283698+0.00171408j -0.00406692+0.0014695j -1.47864e-05-0.000546815j -3.92325e-05+0.00103485j -0.00353309+0.000665883j -0.00373844+0.00158506j 0.00627084+7.50303e-05j 0.000666842+0.00106731j 0.000130163-0.000534827j -0.00300555-0.00129785j -0.000693524+0.0021785j -0.000194627-0.00427689j -0.00274463-0.00175271j 0.00285416+0.00125584j 0.00242827+0.00552652j 0.000975769-0.00163376j 0.00207365+0.00212124j 0.00318821-0.0025242j 0.00165899+0.000200336j -0.000288531-0.00178858j -0.00302354+0.00611477j 0.00256717+0.00383154j 0.00410991+0.00759245j -0.00237676+0.00658999j -0.00525277-0.0119996j -0.0034552+0.00136102j -0.0101648-0.00953633j -0.0150213+0.00991016j 0.00476231+0.0040631j -0.00800869-0.000626046j 0.00185243+0.00414869j -0.000219066-0.00177437j 0.00337978+0.00116968j -0.00128103-0.00790436j -0.00569953-0.00246493j -0.00294584-0.00599414j 0.00429064-0.00222394j 0.00432232-0.0044449j 0.00409111+0.00763551j -0.00845154+0.0037354j -0.0044873+0.00779261j 0.00621903+0.00894253j -0.0123384-0.00902229j 
-0.000542729+0.000328766j -0.000388334-0.000680365j 0.00260297+0.00109324j 0.00211552-0.000483228j 0.0024685-0.00155248j 0.00335589+1.04415e-05j -0.00229199+0.00185363j 0.00228978-0.00139624j 0.000220546-0.00239785j -0.000526129-0.000446388j -0.00241643+0.000356579j 0.00181266-0.00144113j 0.000232981-0.000478781j 0.000249749-0.00263725j -0.00225007-0.00099937j -0.00240853-0.00102325j 0.00110491-0.00166497j 0.00438739+0.00150527j 0.00254397+7.94446e-05j 0.00214261-0.00194215j 0.000150257+0.00116532j 0.00171309-0.00244665j -0.000227587-0.000670404j 0.00110899+0.000925608j -0.000146498-0.00131782j -0.00164945-0.000971275j -0.00206123+0.00263218j -0.000192089-0.00062225j 0.00404873-0.00281937j -0.000300209-9.16695e-05j -0.00210842-0.000782137j 0.000359324-0.000703253j 0.00228088-0.00203355j -0.00196853-0.0019662j -0.000440518+0.0013336j 0.00113546+0.00235291j 0.00338787-0.00418034j 0.00222925-0.00364218j 0.00193888+0.000462157j 0.000319666-0.00479358j 0.000395209+0.000103995j -0.0010079-0.00392679j -0.000322253-0.00263624j 0.000672258+0.00251726j 0.000315218+0.00254778j -0.000851976+0.00286632j -0.00092137+0.000795801j -0.000238854+0.00294489j 0.00181889-0.00108693j -0.000278025-0.00211888j -0.00529845-0.00384141j 0.00160558+0.000219008j -0.00242022+0.00056582j 0.000602387-0.00459611j 0.000463802+0.00119635j -0.00351542+0.00432633j 0.000334638+0.000435263j -0.0013201-0.00172468j -0.00151676+0.00184173j -0.00171119-0.000136722j -0.000204157+0.00102292j -0.00255515+0.000806932j -0.000394297-0.00133681j -0.00239906-0.00214858j 0.00243627-5.21431e-05j 0.00290234-0.00199443j -0.00198237-0.00128279j 0.00482107+0.000655898j 0.00326367+0.00199295j -0.000476358+0.000783909j 
-0.000525634+0.000112503j 7.39093e-05+4.38707e-05j 0.00169758+0.00158407j 0.000349634+0.00221383j -0.000356364-0.000343575j 0.00149141-0.00167357j -0.000563972-0.00126104j 0.00180096-0.000191759j -7.58631e-05+0.000300659j -0.000530357+0.000578244j -0.00154682+0.00103814j -0.00030184+0.000872794j -1.91061e-05-0.000444445j -0.00108041+0.000468379j -0.000433141-0.000964269j 0.000118913-0.00100428j -0.00101821-0.000340268j -0.00120561-0.00173511j -0.000714753+0.00160708j 7.58055e-05-0.000766756j -0.00197671-0.00113163j 0.000341962-0.00220364j 0.00096696-0.000325487j 0.00105561-0.00318105j -0.00103275-0.000142303j -0.00130906-0.0003844j 0.00187836+0.000402529j -0.00271028+0.00134406j -0.000694815-0.00129887j 0.000555704+0.00104918j 0.00123434+0.000314815j -0.000142204-0.000811242j -8.61891e-05-0.00175598j -0.000839749-0.00166297j 0.000159463+0.00147972j 0.00164975-0.00132534j -0.00101812-0.00359046j 0.00149945-0.00125869j 0.00389203+0.00123421j -0.00327653-0.00287143j -0.000679449+0.000854422j -0.00339189-0.000360475j 0.000432845-0.000935942j 0.00341856-5.93415e-05j 0.00258847+0.00113596j -0.00137287+0.00362631j 0.00280783-0.000326078j 1.77502e-05-0.000332225j -0.00217608+0.00452861j -0.000460599+0.000154176j -0.00612563-0.00360124j -4.16639e-05-0.00324842j -0.00286367-0.00221685j 0.00127735-0.00539939j -0.00284777-0.0016254j -0.00217157+0.00420719j 0.00155279+0.0010715j 0.000733522-0.00208844j 0.000210005+0.000173254j 0.00262755-0.000494667j 1.63935e-05-0.000161633j -0.0031141+0.00230809j -0.00335757-0.00241404j -0.000977783-0.00078014j 0.00231961-0.00332121j 0.00217846-4.16999e-05j -0.00346704-0.000350815j 0.00233134-0.00167504j 0.00242529+0.00294378j 0.000432178+0.00161423j 
-0.0012799+0.00115457j -0.00292478+0.00120197j -0.00341894-0.0016196j -0.00292093+0.00552703j -0.00291393+0.00604221j 0.000760303-0.00808583j 0.00390188-0.00851556j -0.000771402-7.50083e-05j 0.00332673+0.00145883j -0.00308325+0.00112797j -0.00352668+0.00825633j 3.20401e-05+0.00108418j -0.00237632+0.00201229j -0.000889165+0.00520732j 0.00927932-0.00344231j 0.00211856-0.000881963j -0.0019379+0.0013389j -0.00381146-0.00247611j -0.00592305-0.001024j -0.00179262+0.00148937j 0.00184368-0.00424082j 1.96689e-05-0.00397715j 0.00173129-0.00131688j 0.000416764-0.00300319j -0.00107725-0.000947141j 0.0012546+0.000850343j 0.00206575-0.000106503j -0.00746246+0.00445294j -0.00356977-0.00299418j 0.00344956-0.000396396j 0.00373463+0.00189446j -0.00153705+0.000553704j -0.00366019+0.00089579j 0.0051249+0.00047428j 0.00569108+0.000466307j -0.00336615-0.00289042j -0.00418768-0.00173157j -0.00210942+0.0019153j 0.00447459-0.00296678j -0.00373096-0.000292183j 0.00178922+0.00378936j 0.00361324+0.00798269j -0.000904229-0.00350328j -0.0032056-7.50079e-05j 0.000266683-0.00284876j 0.00345384-0.000522992j 0.0056605-0.00223669j -0.00472286-0.000316669j -0.00326824+0.00204133j -0.00103509+0.000918821j 0.00558473+0.00598534j -0.00203021-0.00366931j -0.00130224-0.00512749j -0.00264364+0.00431981j -0.00084378-0.00334136j -0.00378054-0.000123166j -2.52681e-05+0.000802081j 0.00334726+0.00243044j 4.56039e-05-0.00481276j -0.00135629-0.00130777j -0.00126593-0.00506673j -0.0037274+0.000640731j -0.00681189-0.00241542j -0.00440676+0.00439216j -0.0008801+0.00069925j -0.00713434+0.00346489j -0.00314749+0.00682362j -0.00601128+0.00184721j -0.00104047+0.000963668j 0.000776398+0.000318512j 
-0.00271236-0.000890172j 0.000691056-0.00136215j -0.000280582-0.00278898j -0.00170988+0.00214723j 0.00309151+0.00332997j -8.10718e-05-0.00187658j 0.00280247-0.00180505j -0.00177362-0.000891923j -0.00375045+0.0019493j -0.00271509+0.000774875j -0.0014123+0.00432025j 0.00262647+0.000970596j 0.00038581+0.00150577j 0.00316529+0.00196273j 0.00302258-0.000134296j -0.00193053-0.0003909j -0.00101785+0.00262645j 0.00448513+0.00156457j -0.00584961+0.000906693j -0.0035951+0.00394277j 0.00251385+0.00496056j 0.00423521+0.0015809j 0.000858906-0.00246873j -0.00215366+6.60091e-05j -0.000190691-0.000145667j 0.00167886+0.000625623j 0.000599035-0.00375139j -0.00130209+0.00201355j 0.00291393+0.00314396j 0.00635126-0.00100709j 0.00153967-0.000924479j -0.00336501+0.000390896j 0.00469242+0.00126618j 9.33712e-05+0.0034675j 0.00262692-0.000241126j -0.00551314+0.00316353j -0.00351981+0.000566165j 0.00378973+0.00151713j 0.0045221-0.0039445j -0.000438947+0.000868058j 0.00168501+0.00125022j 0.00211446+0.00519513j 0.000468908-0.000423144j -0.00314793-0.00226037j -0.000232707+0.000777591j 0.00331065+0.000507015j -0.0036808+0.00112484j -0.0104873-0.00303885j 0.00166681-0.00173044j -0.0023402+0.00240925j -0.00193297+0.00300075j -0.00675702-0.00368063j -0.00213814-0.000411961j 0.00136574-0.00473089j -0.00354635+0.00391662j 0.00218769+0.000509872j 0.00267674+0.000706781j -0.000196892+0.0048562j 0.00493362+0.00117809j -0.000322525+0.00146356j -0.00208867-0.00181719j -0.00111336+0.00683057j -0.00349745-0.00124706j -0.00137739-0.00473147j -0.0021549-0.00162278j 0.00328221+0.00545074j -0.00167632+0.00606171j -0.00326305-0.00182984j -0.00199027+0.000708002j 0.00141005+0.000581081j 
0.000714036-9.16034e-05j -0.000349945+0.000473062j 0.000735659-3.96495e-05j -0.000640235-0.00359227j -0.00355541-0.00251814j 0.000653041-0.00237746j 0.000893129-0.00333j 0.000506173-0.000798238j 0.00219088+0.00213205j -0.00173968-0.0012126j -0.000368223-0.000788315j -0.000179275+0.00193799j -0.000657914-0.0018398j -0.000417839+0.00315173j -0.000794584+0.000559521j -0.000879456-0.000330147j -0.00103943+0.00132329j -0.00414702-0.00342952j 0.000137214-0.00170397j 0.000391397-0.000772682j -0.00380739-0.00408296j -0.0036245-0.00162282j 0.000691288-0.00108884j -0.00208476-0.00320189j -0.0022531-0.00162302j 0.00215887+0.00225582j 0.00298397-0.000110812j -0.000638172+0.0019093j -0.00569628-0.00395349j -0.00282176+0.00115954j 0.00266568+0.00169459j 0.00215711-0.000856732j -0.00525318-0.00269801j -0.000204343-0.00293138j 0.00433135+0.000214143j 0.00292301-0.00414637j -0.00555873+0.000431033j -0.00448331+0.00226949j 0.000637019+0.00112254j -0.0077825+0.00284913j -0.00095128+0.000787614j -0.00124392+0.00250026j 0.000863681+0.00243206j 0.00535466-0.00183053j 0.00616773-0.0037296j 0.00149909-0.00234094j 0.00281508-0.000804218j 0.00608151+0.00102829j -0.00163795+0.00531623j 0.00013535-2.07296e-05j -0.00214247+0.00276592j 0.00276753-0.00158627j 0.00267712-0.00189372j -0.00350177-0.00201366j 0.00248591-0.00281686j -0.00287267-0.00168945j -0.00383041+0.00329397j 0.00104231-0.00143872j -0.0018711-0.0057664j 0.00421104-0.00208185j 0.00439543+0.00229185j 0.00144779-0.000926004j -0.00126903-0.00187636j 0.000799387-0.000883731j 0.00802117-0.00148979j -0.00155988-0.000977152j -0.00211663+0.000791368j -0.00246951-0.00321954j -0.000383318-0.001354j -0.00055097-0.000214149j 
-0.00233786+0.000229277j -0.00155556+0.000425113j 0.000117959+0.00156038j -0.000786052+0.000599177j -0.00250198-0.00139443j 0.00580479-0.00153692j 0.000544527-0.00528096j 0.000742945-0.00139227j 0.00228079-0.00144229j -0.0030878+0.000292522j -0.00751018+0.00447524j 0.00433997-0.00117202j -0.000732301-0.000562625j -0.00143816+0.00269818j 0.00238734-0.00176803j -0.00549873+0.000322047j 0.00145007-0.000996971j 0.00447763-0.00234884j 0.00216057-0.00119311j -7.79027e-05-0.000672078j -0.00187704+9.45165e-05j 0.000838316-0.00501913j 0.000599691-0.0014817j -0.00247301-0.000361435j -0.000372508-0.00292392j -0.0039995+0.00246196j -0.0005989+0.00492775j -0.00432314+0.000727004j 0.000241383-0.00496842j 0.00080997-0.000208053j 0.00209709+0.000177025j 0.00287752-0.00218737j -0.00500716-0.00155054j -0.00332824-0.00416276j 0.0036193+0.00135187j 0.00343328+0.00379603j -0.00299596-0.00902347j -0.00253366-0.00745553j 0.000796148-0.00364209j -0.003017-0.0058044j 0.00310136+0.00359292j -0.000266514-0.00338227j -0.00146597-0.00754299j 0.00339133+0.00456577j 0.00180647+0.00237245j 0.00434569+0.00272076j 0.00443287-0.00440555j -9.42009e-05+0.0107297j 0.00205941-0.00227188j -0.00644303-0.00417551j -0.00559737+0.00118527j -0.00553538-0.00410087j -0.00573314+0.00536538j -0.00329593-0.00888097j -0.00301567+0.00420046j -0.000537271+0.00125574j -0.000927793+0.00598694j -0.000755184+0.000449532j -0.00250249+0.00011573j -0.00644464-0.00955027j 0.00196686-0.00704054j -0.00894258+0.00160448j -0.0107383-0.00538931j -0.00725946-0.00446895j 0.0128537-0.0012918j 0.0036026+0.00197818j -0.0046776+0.00115832j -0.000389249-0.0015392j -2.11978e-05-0.000669768j 0.00122645-0.00171317j 
0.00250989+0.00285971j -0.00540219+0.00156101j -0.00241685+0.00252182j -0.00342279+0.00347119j 0.000270267+0.00300873j -0.00391449+0.00162476j -0.000124928+0.00512959j -0.0017421+0.00475767j 0.00288761+0.000523983j 0.000772565+0.00788723j 0.00453852-0.00422719j -0.00564364-0.000566827j -0.00318546+0.000727459j -0.00072416-0.00350698j 0.00282548-0.00431979j 0.00527441-0.000695509j 0.0045859-0.00329501j -0.00194903+0.00442399j -0.00198482-0.00104831j 0.00479866-0.00186959j -0.000913085-0.000457463j 0.00108664+0.00250655j 0.00136073+0.00108774j 0.00207955+0.00314936j 6.15672e-05+0.00271631j -0.0012353-0.00128427j -0.00577531-9.03579e-06j 0.000855244-0.00271807j -0.00103096+0.00336347j -0.00408094-0.00399743j -0.0041138+0.000760645j -0.00362843+0.00259133j -0.00142479+0.00437797j 0.0104354-0.00328194j -0.00558733-0.00228772j -0.00302359+0.00668739j 0.00774055+0.00743573j -0.00478435+0.000731056j -0.0114435+0.00220434j 0.0098179+0.00185927j 0.00161792-0.00454079j 0.00752639-0.00674057j -0.00286107+0.00445857j -0.00556319+0.00118639j -0.00724234-0.00327782j -0.00390197-0.0104146j 0.00284262+0.00730239j 0.00687109+0.00224314j 0.00177782-0.0105738j 0.00382093+0.00123068j 0.0183576-0.000388894j 0.00512506+0.00881937j 0.00430083+0.00378393j -0.00185958+0.0153556j -0.00181944-1.51613e-05j 0.000487805-0.00410818j 0.00217811-0.00622603j 0.00718923+0.0014647j -0.00611622+0.000271311j -0.00630991+0.0121316j -0.00411492-0.00328076j 0.00393311-0.0126095j 0.0127668-0.00222626j 0.0141805+0.0163834j -0.00816435+0.0178734j -0.0109071-0.00153077j 0.0104733+0.00174354j -0.00210126+0.0128268j 0.00492574-0.000470437j -0.0024963-0.000519429j 
