0.0057184+0.00211609j 0.00179714-0.00157879j 0.000893858+0.00224454j -0.0114205-4.62418e-05j 0.00320198+0.00395386j 0.0012985+0.00353294j -0.00250957+0.00476837j 0.0019657+0.000288075j 0.000999752-0.00249588j 0.00103472-0.00219607j 0.00148674-0.00282753j -0.0015876-0.00331992j 0.00642281+0.00597935j 0.0160008+0.00459429j -0.00697678-0.0005768j 0.047596-0.0094058j 0.0255041+0.023824j 0.0198517+0.00363676j -0.00879024+0.0149607j -0.0030282+0.0088438j -0.00469306+0.00985681j -0.00876683+0.00553533j 0.0075762-0.00397384j -0.0035089+0.00106119j 0.00721851+0.00307361j -0.00311399+0.00790259j -0.00389187+0.00880542j -0.00280867-0.0025101j 0.00199811-0.00560146j -0.00920972+0.00438879j 0.00243588-0.0106739j -0.00237789-0.00168158j -0.00627793-0.00704681j -0.00229192+0.00603446j 0.016205+0.0183306j 0.0179276-0.00272293j 0.00307876+0.0063696j -0.00974496+0.00306462j 0.00303916+0.0264495j -0.0118429-0.00657397j -0.00127699+0.0259993j 0.00782969+0.0196976j -0.0133409+0.0178139j 0.00939404+0.00669554j 0.00322236+0.0141185j 0.00383673-0.00569996j 0.00704734-0.0197099j -0.00870864-0.00893842j -0.00158568-0.00439331j -0.0023355-0.00472746j -0.00134358-0.00554903j -0.00174859-0.000137378j -0.00233753-0.00424103j 0.000258906-0.0102042j -0.00830917-0.000690566j -0.00572162-0.00327448j 0.00142755-0.00415692j 0.000559646-0.0090617j -0.00232127-0.00114246j -0.00265067-0.00723771j -0.00498008+0.00239706j -0.00894193-0.00242294j 0.00288899+0.0039678j -0.00205282+0.0125232j -0.00179193-0.00441238j -0.000637634+0.00679232j -0.000858604+0.00684546j -0.00827324-0.00287061j 0.00545024+0.00595132j 0.00237097+0.00237871j 0.00516093-8.31691e-05j -0.00662853+0.00740048j 0.00164835-0.00675827j -0.00307055-0.000245941j 0.00619601+0.00657017j 0.000519194-0.00958261j -0.00871042-0.0100074j -0.00709489+0.00109928j -0.00390691-9.10797e-05j -0.0076544+0.00676284j -0.00140415+0.00986869j -0.0127432+0.0110016j 0.00067495+0.00921178j 0.0133549-0.000138182j -0.00695126-0.0140904j -0.0149654-0.000512603j 0.0057977-0.0327767j -0.0133975-0.00664071j -0.0133519+0.00890467j -0.012309+0.0221893j 0.0247921+0.0181449j -0.0162616-0.273437j -0.146903-0.0736735j 0.00864201+0.0287283j -0.0405297-0.0345847j 0.06633+0.0431052j -0.630674+0.0233202j 
0.0167607+0.000244722j 0.0206003+0.00390526j -0.00486718+0.0342875j -0.00143826+0.0404113j 0.00586372-0.0372502j -0.00231091+0.00360116j -0.00341085-0.0604967j -0.010972+0.0448625j 0.0235496+0.00321624j 0.0102288-0.0982628j -0.00597463-0.0255858j 0.0168343+0.0314355j 0.00101-0.0737767j -0.000734303+0.00875239j 0.00326614+0.0257989j -0.00274742+0.0102472j -0.0184582+0.0100288j -0.00274608-0.0166108j 0.00427493+0.000200745j 0.0238995+0.0106632j -0.054324-0.00320263j -0.0503129+0.00177088j -0.130797-0.00593142j -0.0131684+0.00271629j -0.00912997-0.00422826j -0.0481859-0.00466069j -0.0444824-0.00782612j -0.130841-0.0108812j -0.0764186-0.00524394j 0.00955893-0.00683878j -0.0195679-0.00285301j 0.025026+2.7357e-05j -0.0279182+0.000715986j 0.0287455+0.0134747j 0.000618191-0.000589873j 0.0292193+0.0197285j -0.0255477+0.00650015j -0.0109492+0.0171987j 0.039556-0.00102001j 0.0461547+0.0414832j 0.0324694-0.0100956j 0.0928038+0.00133258j -0.12485+0.00820971j 0.0510605+0.145694j -0.128406+0.0616316j -0.0110882+0.0473685j 0.0609358-0.0102819j 0.0854623-0.0362017j 0.0919886+0.0956196j 0.173459+0.00191178j -0.12983+0.022848j 0.0466809+0.0758953j 0.025335+0.0686318j -0.174607-0.135477j 0.0267624+0.0516557j -0.0586601+0.189566j -0.319282-0.108803j -0.0680024-0.0465467j -0.101393+0.098425j 0.0235719+0.0943385j 0.0980413-0.270374j -0.0909195+0.157376j -0.0552695-0.0221249j -0.0908367-0.142702j -0.0218669-0.0380574j -0.00830886-0.18099j -0.00663705-0.122847j 0.155139+0.0117059j -0.0819671+0.122016j -0.109617-0.0335135j 0.0451917-0.209423j 0.0883967+0.00606933j -0.0885885-0.00558652j 0.0743764-0.0802361j 0.051027+0.139977j -0.0643307+0.0692782j 0.107925-0.0532322j -0.0950951+0.0225516j -0.037085-0.0421384j -0.078358+0.0698139j -0.0604181-0.034125j 0.0126211-0.00767412j 0.0383523+0.00974906j 0.0211725-0.0283558j 0.0411549-0.0288252j -0.065178+0.00158772j -0.00953473+0.00710388j 0.0144019+0.0104761j 0.0210925-0.0228046j 0.040761-0.00468044j 0.0150465-0.0104091j 0.00248076-0.0280351j -0.00382151-0.0300135j 0.00274389-0.00903682j 0.0244451-0.0168159j 0.0124257+0.00681137j -0.0106736+0.00979526j 
0.0475494+0.0183752j -0.0455056+0.0131867j 0.0293418-0.0248346j 0.025535-0.00288784j 0.019957-0.00184772j 0.0197056-0.0218993j 0.0404786+0.0351756j 0.00578283-0.0565574j 0.0113939+0.0513614j -0.00932793+0.00481116j -0.0145649-0.00933811j 0.0111164+0.0464028j 0.0327505+0.0300495j 0.0367345-0.00212178j -0.00683414-0.0123321j 0.001457+0.00732286j -0.0401186+0.017568j 0.0222073-0.00894806j -0.0827496-0.024467j 0.0256768-0.00992503j -0.0490825-0.018501j -0.146953+0.0148015j 0.0674759-0.00155258j -0.0531215+0.00622377j -0.110587-0.0186621j -0.0991984-0.00134868j -0.0376806-0.00113006j -0.0184769+0.00688705j -0.0553566+0.00232721j 0.0668071+0.00563823j 0.0297522+0.0103737j 0.0499613+0.00494737j -0.0245024+0.00703527j 0.0323224+0.00267681j -0.0349855-0.0227099j -0.0390228-0.0269089j -0.0351834+0.058091j 0.0333705+0.0356322j 0.0563637-0.0261143j 0.0404497+0.0809615j 0.00394038+0.0107728j 0.0303495-0.0198929j 0.0420548-0.0212866j 0.0377377+0.02136j -0.167423-0.00647036j -0.0362876-0.0604585j -0.138068-0.0433794j -0.110776+0.0164999j -0.0980268+0.135147j -0.094354-0.081377j 0.153495-0.0219469j -0.0416592-0.243654j -0.141718+0.0440787j -0.0958299-0.0491023j 0.0279118-0.0188617j -0.000872525-0.108046j 0.0300956-0.0113672j -0.187118-0.185428j -0.110474-0.000279437j -0.0948897-0.112629j -0.0793029+0.0542369j -0.117941+0.149899j 0.114611-0.122595j -0.0979359+0.166311j -0.00182703+0.143143j -0.12593-0.121871j -0.0571216-0.0704683j -0.0486885+0.139694j -0.0593137-0.00873032j 0.000153821+0.18131j 0.1108-0.036081j -0.0445455+0.0189502j -0.0400346+0.153281j -0.13614+0.037314j -0.0417893+0.0257289j 0.00471198+0.0417211j 0.0685075-0.0179607j 0.0439186-0.015523j -0.0458837-0.029145j 0.0132007-0.0649569j -0.0313275+0.0345483j 0.0398491-0.0242582j 0.00355665-0.0484781j -0.0247137-0.022646j 0.000210683-0.00303842j 0.0168214-0.03827j 0.0470207+0.0435053j 0.0303362+0.0237748j 0.0433313-0.018419j -0.00192161+0.0150774j -0.00188966-0.0305084j -0.0309843-0.00594654j 0.0189108+0.196913j 0.0329849-0.0498912j 0.015689+9.35287e-05j -0.116743+0.00744371j 0.0305216-0.0593704j 
0.00841884-0.0454002j 0.0930832+0.0093192j -0.00650983-0.0368658j -0.0313306-0.00572787j 0.00290744+0.032308j 0.0206452+0.00608099j -0.0317455-0.0504613j 0.0147169-0.0630767j 0.028093+0.0524392j 0.0431698+0.0165258j 0.0355087-0.00479585j -0.00975516-0.00138239j -0.0163172+0.029049j -0.0184314-0.0215071j -0.0185614+0.0309377j -0.0380664+0.00709932j 0.0174368-0.0206728j -0.0910242-0.0209237j -0.0124384+0.00672779j -0.0759129+0.0117728j -0.0341328+0.0122778j 0.100976+0.00326825j -0.110442-0.00429215j -0.0987842-0.00688611j -0.0689486+0.00407745j 0.089048+0.0161352j 0.0154972+0.00448449j -0.0113952+0.00120937j -0.100826-0.0109754j -0.0131279+0.00460325j -0.0659763-0.0244388j -0.0278505-0.00450487j -0.0417531-0.0178653j -0.0328286+0.00324523j 0.0290406+0.0275872j 0.0109928+0.0178281j 0.0187263-0.0496922j -0.0766377+0.0430539j -0.0151164+0.0668738j -0.0630412-0.0446048j -0.0436905-0.0994423j -0.146972+0.0212214j 0.0782635-0.0173501j -0.0235711-0.143921j 0.0509943-0.0347644j -0.0119147+0.0171709j -0.118659+0.0146717j 0.0418152-0.026586j 0.0709761-0.00702512j 0.205471+0.111582j 0.283167+0.0122493j -0.0847699-0.0290441j -0.152821-0.0648842j 0.0524275-0.00384725j -0.0548442+0.33419j 0.0377941-0.200871j -0.0577443+0.0384498j -0.0516879+0.106287j 0.0495484-0.053679j -0.0608588-0.0909751j -0.0310159-0.0647001j -0.0232211+0.0458892j -0.0159234-0.146598j -0.0725877-0.0714448j -0.0353741+0.0770456j 0.0185251-0.119944j -0.00934816-0.00480239j 0.080339-0.0501898j -0.0344131+0.122658j -0.00204865+0.08003j 0.0655313+0.0567309j 0.0619265+0.00984112j -0.0176053+0.0976819j -0.065085+0.0177043j -0.0268941-0.0264527j 0.0538734-0.0696991j -0.00268696+0.00169473j 0.0822336-0.0472992j -0.00506263-0.00419715j 0.0110959+0.0164362j 0.0466726-0.030225j -0.0142537-0.0172492j 0.0233177+0.00781462j -0.0293324-0.0212475j 0.00548621-0.0357888j -0.0244326+0.0333032j -0.0200769-0.0393765j -0.00713418-0.0203032j 0.0096428-0.0133096j 0.0485386-0.00684528j -0.00658982+0.0295685j 0.00911696-0.209765j -0.0461113-0.0944086j -0.00939827+0.0310504j 0.00181497-0.0337113j 0.0313678+0.0606886j -0.149672+0.0401168j 
-0.037693+0.0131161j -0.0177314-0.0149199j -0.0184425+0.0333436j -0.00256162-0.0228847j -0.0176752-0.0618165j -0.0243375+0.105846j 0.0137093+0.0310942j -0.0173945-0.0663224j -0.0165135+0.0614985j -0.00932532-0.06166j -0.0123482+0.0361822j 0.00252873+0.0201358j -0.00517325+0.0163882j -0.0142767-0.00328503j 0.0147442-0.0121095j 0.0233365-0.00733673j 0.0290531+0.00337384j 0.018508+0.0415587j 0.09145+0.0140905j 0.0595085+0.00528719j 0.0147555-0.0119246j 0.0662976+0.0162523j 0.122009+0.0184506j -0.12357-0.00565341j 0.0404203+0.00594622j -0.0636447-0.000521564j -0.00305223+0.00204908j 0.0542836+0.00365311j -0.0607669-0.00173877j -0.050102-0.0108457j 0.0377336+0.00580887j 0.0273323+0.00024984j 0.0471768+0.00620428j -0.0114299-0.00955428j 0.00112379+0.000818502j 0.00288193+0.00490308j 0.0281889-0.0153682j 0.0200429-0.0483326j -0.0433149-0.0121562j -0.0265025-0.0478732j 0.00773819+0.0407835j 0.0027642+0.00399711j -0.0372003+0.017049j -0.0175315+0.00412424j 0.168688+0.00296917j 0.105088+0.0774446j 0.149434+0.0348964j 0.262948+0.00578056j -0.08697-0.126192j -0.147452-0.0211182j 0.149187+0.156308j -0.0853629+0.165327j -0.169354+0.0599871j 0.0048908+0.0561468j 0.131679-0.0691073j 0.066463-0.290323j -0.163439-0.0908983j -0.146324-0.00178702j -0.0723907-0.211739j 0.0849969-0.0112372j 0.00775077-0.198424j -0.109823+0.209335j -0.0284126+0.0231114j 0.0654033+0.143531j 0.0032711-0.105291j -0.0331175-0.0161944j -0.0898778-0.0104093j -0.0736919+0.159702j -0.0110458+0.0174359j -0.0383526-0.00595529j 0.0523633-0.0305422j -0.0034387+0.0497336j -0.00426967+0.0767195j 0.0276207-0.04892j 0.0157055+0.0371778j -0.0289437-0.0358517j -0.00477674+0.0194931j 0.0281859+0.00532077j -0.0562517+0.0698829j -0.00629552-0.0172055j 0.0476717-0.00247863j -0.0156894+0.0207714j 0.0119594-0.00546513j 0.0251268+0.0195075j -0.014765+0.021592j 0.0313453-0.00245297j 0.00277992-0.00468351j -0.0111682-0.00799163j -0.0273899+0.0154825j -0.0269894-0.00665737j 0.010046+0.00532947j 0.0180791+0.111442j 0.0147715-0.0966782j -0.0119403+0.0182668j -0.0139186+0.021627j 0.0706346-0.0374493j 0.0569038+0.0218527j 
0.0630212+0.00209796j 0.0309818+0.0592343j 0.00882741+0.0785347j -0.00523888+0.00693713j 0.0336688+0.0334287j -0.016767+0.0711024j -0.0308669-0.0121236j 0.0482318+0.0353934j -0.00617413+0.00325344j 0.0253962+0.027549j -0.00276779+0.0384498j -0.0060302-0.0431233j -0.0154461-0.00393378j 0.0139596-0.0471285j -0.00499548+0.0321849j -0.0311428+0.0394579j -0.0386846-0.00745587j 0.0654395-0.0136987j -0.082641+0.000846725j 0.103256+0.0160263j -0.147179+0.00154944j 0.210519+0.0214122j 0.0913546+0.0043872j 0.0714824+0.00509521j -0.0808705-0.0132642j 0.0913388+0.00480612j 0.0417555+0.00862565j 0.0232516+0.00670436j -0.0462104-0.00651496j -0.0526576+0.00889408j -0.0212353-0.0109566j -0.013745-0.00145483j 0.0154966+0.0205309j -0.00351749+0.00248307j 0.00982557+0.00307306j 0.02742-0.00834905j -0.101532+0.0149948j -0.0238686+0.0686656j 0.0527551-0.00992575j 0.117833+0.108508j 0.0153724-0.0538645j 0.229511-0.0240931j -0.12019-0.0189812j -0.00450957+0.19383j 0.0322352+0.107613j 0.106975-0.109023j -0.18535-0.0462763j 0.208323+0.106291j -0.0270334-0.0483153j 0.0262472-0.0219188j -0.0692941+0.201311j 0.0240945+0.146688j -0.0196974+0.236184j 0.104365-0.0413023j -0.00457605+0.0112767j -0.00468992-0.00458726j 0.130825+0.0708828j -0.0410386+0.0139306j -0.0153419-0.129252j 0.0881198-0.0367834j -0.0717642+0.217854j -0.00347966+0.0285163j -0.101294-0.0484067j -0.0417923-0.119142j 0.0464018-0.144668j 0.035346-0.0705093j -0.0243622+0.0198122j 0.0731383-0.0268679j -0.0317678+0.0491667j -0.0232261-0.0571291j 0.0171884+0.043713j 0.0482607-0.0883178j 0.00286207+0.0623504j 0.0293642+0.008031j -0.0123835-0.012401j 0.0326685-0.0655491j 0.00970521-0.0404705j 0.0653463-0.0331723j 0.0060612-0.0140766j 0.0340052+0.0146961j -0.0156995-0.00823891j -0.0174604-0.0223385j -0.0201229-0.00414169j -0.00041675-0.00740437j -0.00671379+0.0105749j -0.0266246+0.0485886j -0.0261301-0.0397812j -0.00105661+0.0398163j 0.0156303-0.00346439j 0.00700182+0.0113753j -0.0272862+0.0193034j -0.0306196-0.0374694j -0.0118941+0.135154j -0.0253222-0.0137852j 0.00121547-0.0246083j -0.101565+0.0198059j -0.0100123-0.0394j 
0.0071378-0.0171765j -0.0550169+0.0250925j 0.0248584+0.0205737j 0.0450916-0.0563038j 0.0454639-0.0335388j 0.0653662+0.0350014j -0.0168148+0.00844024j 0.00189191-0.0320277j 0.024556+0.0228839j 0.00850228-0.0369812j 0.0220827-0.00181277j -0.0251116-0.00679439j 0.0188817+0.0339374j 0.00815675-0.00254758j 0.0036403+0.0174191j 0.0402952+0.00879096j -0.0290422-0.0510541j 0.0703042-0.00391539j -0.124465-0.0188071j -0.228955-0.0211831j 0.136415+0.0111525j 0.0975057-0.00279487j -0.152409-0.0161463j -0.00374593+0.00143762j -0.0392976-0.0149621j -0.0303261-0.00817165j 0.0678998-0.00687206j 0.0208434+0.00624853j -0.0125956+0.00439099j 0.0312269+0.0099424j -0.0435469-0.0078264j -0.00343256+0.00144763j -0.0174497-0.00532682j -0.00123693-0.0078478j 0.0109429-0.010906j -0.0290638-0.0386851j -0.00205309+0.0400407j 0.0563423-0.0233161j 0.0495807-0.0236041j 0.0226361+0.029676j 0.0332236+0.0498272j 0.112461+0.00407818j 0.0362458+0.0041504j -0.101498+0.0314011j 0.253721+0.0371598j -0.0241206-0.229054j 0.220789+0.0603711j -0.0632469+0.0125637j 0.0932807-0.113911j 0.0512566+0.0826911j 0.0738446-0.12592j -0.0494235+0.222728j 0.0175985-0.314653j 0.00943064+0.115762j -0.0264084+0.0583746j 0.0213298-0.0405494j -0.0635623-0.0152168j 0.0159112+0.0530271j -0.0421992-0.0106237j 0.086739+0.115802j 0.0337491-0.075987j -0.0142019+0.0788274j -0.0141942+0.0834701j 0.0103074-0.0792019j 0.0612507-0.00707981j -0.0249464-0.00112343j 0.0390843-0.047968j 0.0292452+0.0168974j -0.0235394-0.01172j -0.00824769+0.0625203j 0.00188845+0.0360352j -0.0101011-0.0289714j 0.00206604+0.0563188j -0.0492606+0.0418264j -0.0333605+0.0471174j 0.0279674+0.0109197j 0.0384952+0.00681898j 0.0342585-0.00752052j -0.00740302-0.0186698j -0.00557422-0.00657936j -0.0428024+0.0332482j 0.0364409-0.00889995j 0.00850452-0.0132333j -0.0100285-0.0305014j 0.0100393-0.0203986j -0.000598544-0.0199105j 0.0130949+0.0172521j 0.00727635+0.00102775j 0.0259158-0.00772712j -0.00529487-0.00142106j -0.00331481-0.0247257j -0.0315341+0.0600428j 0.0124648+0.239697j 0.0203406-0.0414066j -0.0127542+0.0125741j -0.128774-0.00549226j 0.0524356-0.0700081j 
0.0917259-0.0192938j 0.0521586+0.012658j -0.0204619+0.0179621j -0.043404-0.0664609j -0.044976-0.0581496j -0.0178694-0.00616771j -0.0167513+0.0256068j -0.0135185-0.00661684j 0.0124112+0.00240247j -0.0156745-0.0240445j -0.00840194-0.0132111j 0.0143992+0.0187668j -0.00754145+1.00069e-05j -0.00515743+0.00833215j -0.000734939+0.00779688j -0.0436784-0.0566239j -0.0745086-0.00813284j -0.0876662+0.0117036j -0.00196056+0.0139023j 0.125911+0.0117732j 0.185746+0.0137765j -0.0715151+0.00368243j 0.0510883+1.59515e-06j -0.025635+0.00210111j 0.0781931+0.00721283j 0.000408901+0.0082516j 0.0515002+0.00677491j -0.0244267-2.27519e-05j 6.39294e-05-0.00341136j -0.0155998+0.00637826j -0.017172-0.00438094j -0.0110403+0.00180006j -0.0194239-0.00594676j -0.0229344+0.00891818j 0.0311639+0.0183145j 0.0846278+0.0143831j -0.103765+0.0524768j -0.0568507+0.0887461j 0.0587605+0.00611947j 0.107774+0.111539j -0.00591516-0.0536678j 0.151622-0.0162059j 0.137029+0.0136459j 0.0267712+0.0149389j -0.0307701-0.000986267j -0.00255539-0.0405917j 0.200968-0.0113087j 0.00898001+0.0255948j -0.0909374+0.159741j -0.170141-0.214149j -0.0158739+0.00999727j -0.0431778+0.0802066j 0.00995846-0.0536565j -0.0301401+0.093853j 0.0618515-0.267794j 0.0208812-0.0956854j -0.0497618-0.122492j 0.0344502+0.0177667j 0.0504924+0.0078892j -0.0172502+0.0235561j 0.0573851-0.130108j 0.0376956-0.0497707j 0.000361091+0.0387674j 0.0210391-0.0148981j -0.0235157+0.0529449j 0.0143395+0.0633471j 0.0259648+0.0515492j 0.00988147+0.0115859j 0.0166246-0.00147433j 0.00557767-0.0262501j -0.00605182+0.0476142j 0.00726793+0.0356135j 0.0277718-0.00997188j 0.00679922-0.0323668j -0.00239037+0.000318785j 0.00977285-0.037224j -0.0272+0.0137309j 0.0335566-0.0120927j -0.0232944+0.0133578j 0.000638267+0.0279989j 0.0282574-0.0280006j -0.021855-0.023258j 0.0233721+0.0107853j -0.00869055+0.00241408j 0.0138772-0.00789622j -0.0102526+0.0305663j -0.0150652-0.0637252j -0.00220072+0.00301549j 0.0102551+0.0113853j 0.0431163+0.0208768j -0.00958058+0.0208281j -0.0131622-0.313496j -0.0519144+0.0706635j 0.00579661+0.00334166j 0.000913985-0.0528015j -0.0732356+0.093584j -0.173376-0.00546979j 
-0.0527618-0.0352134j -0.00332974+0.010623j 0.0574065+0.0596867j 0.110924-0.0418807j 0.0529573+0.0183103j 0.0622768+0.0451513j 0.0361634+0.0287319j 0.0260774+0.00915357j 0.00326616-0.000983563j -0.00575594-0.00890622j -0.0132005-0.00162904j -0.00789594-0.0127015j 0.0167362+0.0342146j 0.0322705+0.0434841j -0.0132166+0.00154424j -0.0791509+0.00936459j 0.035169+0.0188887j 0.166322+0.00418787j -0.268847-0.0121976j -0.109662-0.000748131j -0.0224862+0.0093718j -0.0340008-0.00762343j 0.0518849-0.00524676j 0.0255083-0.00238126j -0.0269097-0.00774487j -0.0430996+0.0022577j 0.00838745-0.00351518j -0.0146113+0.0066227j 0.0102647+0.000841483j 0.0247571+0.00376752j 0.0426593-0.00930373j 0.02379-0.00292779j 0.0613322-0.00365092j 0.0106088-0.0147914j -0.0751358-0.00804585j 0.0113838+0.00862588j -0.130117-0.0281578j -0.0969019+0.0205552j -0.0201426+0.0228151j 0.150284+0.0357787j -0.0266728-0.080104j 0.13278-0.0130486j 0.0267299-0.00194017j -0.100654+0.139501j 0.0889576+0.0975793j 0.00651981-0.399115j -0.0463803-0.0411129j -0.0543127+0.131505j 0.0128714-0.0671622j -0.0270261+0.00200741j -0.0207524-0.059334j 0.0170244-0.0157069j -0.00618721-0.0131266j -0.051019-0.0247638j 0.00151743-0.00198736j -0.0146307+0.0215986j -0.00518312+0.0262764j -0.0223552-0.0852855j -0.0527104+0.0222984j -0.00900679+0.012907j -0.0165086-0.00134817j -0.0421667+0.0433502j 0.0359105+0.000546685j 0.010521+0.108808j -0.0015842-0.00739343j 0.00206155+0.0291868j -0.000146047+0.0230784j -0.0607209+0.0237013j 0.0388654-0.00459639j 0.0162817+0.00571738j 0.000481749+0.00623951j -0.0117138+0.0260376j 0.00624444-0.0353041j -0.000350289-0.0331827j 0.0175217+0.0202019j -0.0116823+0.00876225j -0.0229986-0.0220503j -0.0206195-0.0146483j -0.003791-0.0199765j -0.0127375-0.0295975j 0.0121266+0.000978427j -0.0233711+0.0177081j 0.00901544-0.0114173j 0.022908-0.00449704j -0.0181629-0.0244052j -0.00781512-0.0375441j 0.0042679+0.0623509j -0.00596774-0.0981539j -0.0243794-0.00772609j 0.00448555+0.000693629j 0.0115975+0.00955552j 0.050075-0.0991778j -0.00887151-0.245335j 0.0168495+0.0426768j -0.00585951+0.016972j 0.1455+0.0158289j -0.0704308+0.0748782j 
0.0997967-0.0293226j 0.0611421+0.00504391j 0.0337725-0.0111343j -0.116081-0.127606j -0.016839-0.041609j 0.024644-0.0260285j -0.0180724-0.0261788j 0.0219145-0.00203976j 0.0262779+0.00903259j 0.0159795+0.00597998j 0.0299939+0.0113077j 0.000574724+0.00688566j 0.00684823-0.0046272j 0.0432616+0.00954968j -0.0239713-0.0182393j -0.0200917+0.0192665j 0.0121751-0.0139843j -0.316804+0.0109891j -0.170995-0.0132141j 0.0260591+0.00557706j 0.0472752+0.00293568j 0.00858244-0.00489408j -0.0117093-0.00440547j 0.00952046-0.00396854j -0.0472866+0.0112468j 0.01548+0.00693614j -0.0173954+0.00144759j 0.0317663-0.00151034j -0.00594768-0.00439856j 0.0278923+0.0122447j -0.0388634-0.00915847j -0.00368056+0.00334813j 0.0157965-0.00500709j 0.0169827+0.0126344j -0.00866752+0.0104595j -0.0979967+0.0222217j -0.0489026-0.0122679j -0.123973+0.0719196j -0.0524055+0.0039147j 0.0750264+0.0359935j -0.139087-0.147705j 0.136821-0.00558759j 0.182395-0.0117803j 0.0356167-0.222648j -0.0752887-0.0975298j 0.0512289-0.160837j 0.0794942+0.00314122j 0.0327582+0.122052j 0.00820098+0.306669j 0.081967-0.159939j 0.00829632+0.0602825j -0.0248063+0.134316j 0.00972199-0.0346548j 0.0191839-0.0290792j -0.0341944+0.0350766j -0.000971595+0.00250127j 0.0193449+0.0606331j -0.00801598+0.0165979j -0.00592034-0.0336894j 0.0108686+0.00069941j -0.0211936-0.0166822j -0.00671717-0.0182812j -0.0011795+0.017884j 0.0331355-0.00191123j 0.00667829-0.0166529j -0.00800866+0.00590304j -0.0145483-0.0217847j -0.0233394+0.00170979j -0.00480864-0.0181125j -0.00357204-0.0060413j 0.00252771-0.00868831j -0.0182149-0.0171093j -0.000970634+0.0142461j -0.0107022+0.0275077j -0.00560137-0.017764j 0.00501477+0.00229193j 0.00636757+0.0141151j -0.00445178+0.0122565j 0.00941152+0.0208353j -0.002226+0.00646031j -0.0273855-0.0136717j 0.0149787-0.0367602j 0.00342594+0.0110939j 0.00570369-0.00467414j 0.00044929+0.0239305j 0.000843122+0.00603303j -0.00650924+0.0227079j 0.0122758+0.105397j 0.00795682-0.0553889j -0.00885831-0.0333416j 0.0143121-0.00382064j -0.00132372+0.172808j 0.0319692-0.116196j -0.032432-0.00610497j 0.0450535-0.0137944j 0.0421907-0.0516876j 0.0967266+0.0232998j 
-0.249357-0.114431j 0.220503-0.0687136j -0.0223044+0.0102713j 0.0623229-0.00590753j -0.0478024+0.000145523j 0.00164215-0.00602555j 0.0156652-0.00624132j 0.0045341+0.00643794j 0.0100907+0.00755208j 0.0292239-0.00744782j 0.0531219-0.0188315j 0.0309592+0.015085j -0.0603086+0.00167331j -0.0197518+0.0188315j -0.11795-0.024839j -0.159886-0.0409087j 0.175923-0.0513766j 0.0343899-0.00500926j -0.0349018-0.0166783j 0.0173326-0.00113611j 0.00977952-0.00932813j -0.0584992-0.0175609j 0.0149319+0.00857639j -0.0125936-0.0118348j -0.00657793+0.00408113j -0.0252884+0.000507428j -0.0392505-0.0226184j -0.00256593+0.0147938j 0.014544+0.00641542j -0.0134758-0.0205288j 0.0313356-0.00295543j 0.00590697-0.00772542j -0.00440861-0.012675j -0.00650706-0.0102107j -0.0452969+0.0010596j -0.119206+0.00802734j -0.0214992-0.214231j -0.152774+0.0201059j 0.0128655+0.110023j 0.0698294-0.240502j -0.00515676-0.289291j 0.0183591+0.0401884j -0.0653792-0.079448j 0.00433722+0.125656j -0.0637172+0.0479938j -0.00547243-0.0408956j 0.0442672+0.00665419j -0.012124-0.00665831j -0.00833784+0.0553252j -0.0231712-0.049592j 0.0219014-0.0126917j 0.000836896-0.0228914j -0.00708566+0.00098929j -0.0158612-0.00743951j 0.0131601-0.0264339j 0.0080284-0.00110468j -0.0221666-0.0196615j 0.020137-0.0205236j 0.0168409+0.028043j -0.0227062-0.00301816j 0.0183292-0.0184939j 0.00975828+0.0107034j 0.007697-0.00716111j -0.00472756+0.00908436j -0.0208884+0.0305211j -0.00574632-0.00754009j -0.0118672-0.0116943j 0.00302067+0.00643659j -0.0104185-0.0153257j -0.00226476+0.00659279j -0.00944669-0.0357488j -0.00641486+0.0135234j 0.000852794-0.00617439j 0.0203681+0.00812823j 0.00132626-0.00123269j -0.0218413+0.017055j 0.0198287+0.0280095j -0.00216999+0.0264928j -0.00317254+0.0336272j 0.0185845-0.00750601j 0.0145448+0.033453j 0.0280044+0.0736832j -0.0236059+0.0256375j -0.0145457-0.00660658j -0.0114407-0.0420302j 0.0408743+0.0170175j 0.00968609-0.162275j -0.0384064-0.0234449j -0.0241569+0.100196j -0.00983743-0.0194209j 0.00412339+0.0340753j -0.0129017+0.102718j -0.012984+0.0655883j -0.0578392+0.0567824j -0.0895875+0.0278747j -0.0370759-0.0234585j -0.00135033-0.0196844j 
