0.0057184+0.00211609j 0.00179714-0.00157879j 0.000893858+0.00224454j -0.0114205-4.62418e-05j 0.00320198+0.00395386j 0.0012985+0.00353294j -0.00250957+0.00476837j 0.0019657+0.000288075j 0.000999752-0.00249588j 0.00103472-0.00219607j 0.00148674-0.00282753j -0.0015876-0.00331992j 0.00642281+0.00597935j 0.0160008+0.00459429j -0.00697678-0.0005768j 0.047596-0.0094058j 0.0255041+0.023824j 0.0198517+0.00363676j -0.00879024+0.0149607j -0.0030282+0.0088438j -0.00469306+0.00985681j -0.00876683+0.00553533j 0.0075762-0.00397384j -0.0035089+0.00106119j 0.00721851+0.00307361j -0.00311399+0.00790259j -0.00389187+0.00880542j -0.00280867-0.0025101j 0.00199811-0.00560146j -0.00920972+0.00438879j 0.00243588-0.0106739j -0.00237789-0.00168158j -0.00627793-0.00704681j -0.00229192+0.00603446j 0.016205+0.0183306j 0.0179276-0.00272293j 0.00307876+0.0063696j -0.00974496+0.00306462j 0.00303916+0.0264495j -0.0118429-0.00657397j -0.00127699+0.0259993j 0.00782969+0.0196976j -0.0133409+0.0178139j 0.00939404+0.00669554j 0.00322236+0.0141185j 0.00383673-0.00569996j 0.00704734-0.0197099j -0.00870864-0.00893842j -0.00158568-0.00439331j -0.0023355-0.00472746j -0.00134358-0.00554903j -0.00174859-0.000137378j -0.00233753-0.00424103j 0.000258906-0.0102042j -0.00830917-0.000690566j -0.00572162-0.00327448j 0.00142755-0.00415692j 0.000559646-0.0090617j -0.00232127-0.00114246j -0.00265067-0.00723771j -0.00498008+0.00239706j -0.00894193-0.00242294j 0.00288899+0.0039678j -0.00205282+0.0125232j -0.00179193-0.00441238j -0.000637634+0.00679232j -0.000858604+0.00684546j -0.00827324-0.00287061j 0.00545024+0.00595132j 0.00237097+0.00237871j 0.00516093-8.31691e-05j -0.00662853+0.00740048j 0.00164835-0.00675827j -0.00307055-0.000245941j 0.00619601+0.00657017j 0.000519194-0.00958261j -0.00871042-0.0100074j -0.00709489+0.00109928j -0.00390691-9.10797e-05j -0.0076544+0.00676284j -0.00140415+0.00986869j -0.0127432+0.0110016j 0.00067495+0.00921178j 0.0133549-0.000138182j -0.00695126-0.0140904j -0.0149654-0.000512603j 0.0057977-0.0327767j -0.0133975-0.00664071j -0.0133519+0.00890467j -0.012309+0.0221893j 0.0247921+0.0181449j -0.0162616-0.273437j -0.146903-0.0736735j 0.00864201+0.0287283j -0.0405297-0.0345847j 0.06633+0.0431052j -0.630674+0.0233202j 
-0.047082-0.00740257j -0.0079976-0.0143311j 0.0187075+0.00355573j 0.0279077+0.00287116j -0.00601071-0.0058651j -0.0111194+0.00710993j -0.00602699-0.00258492j -0.00127322-0.00643354j 0.0616625-0.00203905j -0.0285508-0.00139111j -0.0190327-0.00199502j -0.0421591-0.011413j -0.00285485+0.0135708j -0.014379+0.00586112j -0.013537-0.00778858j 0.00527472-0.00726937j 0.013063-0.00292929j 0.010578-0.000996772j -0.0120393-0.0026457j -0.0121333-0.000230266j 0.00403809-0.00219821j -0.011675-0.00397405j 0.014396-6.69607e-05j -8.06315e-05-0.00198576j -0.0041389-0.000272281j 0.00496085-0.00148514j -0.00501766-0.00217842j 0.00584592+0.00150128j 0.00151559+0.00101346j 0.00596938-0.00465475j 0.00393684+0.00261713j 0.00386886-0.000169576j 0.0100121-0.00293557j 0.00592071-0.00694148j 0.00536932-0.00659251j -0.00505372-0.00161686j 0.00526979-0.0137332j 0.00628724-0.0152862j -6.88229e-05+0.00392211j 0.00195757-0.0339979j 0.0143814-0.00546871j 0.000764296+0.0116709j 0.0216212-0.00250763j -0.00770265+0.020456j -0.000744439+0.00374812j -0.000212704-0.0242045j 0.00137772-0.000706124j -0.00085929-0.00213041j -0.00216428-0.000211214j -0.0246866+0.000767942j -0.00438971-0.00751044j -0.00410295-0.00280658j 0.00332076-0.0179238j -0.000271916-0.0187979j 0.00377351+0.0267019j 0.000103847-0.00264659j 0.023357+0.0031237j 0.00315979-0.00699638j 0.00199678+0.0142614j -0.00583102+0.00394131j -0.0106999-0.0362982j 0.00433459+0.0268383j 0.00145749-0.0143019j -0.0207602+0.01357j 0.00824851-0.0122792j -0.0471227+0.0529145j -0.0279803+0.0492398j 0.0118996-0.0400453j -0.0327208-0.0423462j -0.0126072-0.0705848j 0.0481319+0.0170545j 0.000465651-0.00854441j -0.0393058+0.0265421j -0.0209228-0.00216387j 0.0135694-0.033514j 0.004517+0.00589576j 0.0120694+0.0189628j -0.0420281+0.00546015j 0.013036+0.0348912j -0.0312028-0.0231863j -0.0274882+0.0248504j -0.00212919+0.00316865j 0.0123863+0.017281j 0.00282047+0.0142126j 0.0244767+0.0157115j -0.0346731+0.00389411j -0.0124536-0.0108274j 0.0129726+0.00685313j 0.0133236+0.0152423j -0.000520218+0.00569051j 0.0160384+0.00989483j -0.00749147-0.000965449j 0.00416619-0.000540783j 0.0213403+0.0060206j 0.0380816-0.00472969j -0.00838564+0.000846287j 0.00377281-0.000361667j 
0.0223175+0.00501895j -0.0135398+0.00645813j 0.0295914-0.0040464j 0.00160828-0.0115307j -0.0130828-0.0079206j 0.0197812+0.00543007j -0.021088-0.0069095j -0.0171804-0.00947557j 0.0543467+0.00235696j -0.00255412-0.00642179j -0.0350061-0.001747j -0.0394834+0.0131528j -0.0127722-0.00244316j 0.00303553-0.0031754j -0.00775517+0.0025657j 0.00893409+0.00919596j 0.00626715+0.0021927j -0.0057795+0.001403j -0.0124194-0.00563783j -0.00873826-0.00339548j -0.00657202-7.1437e-05j -0.00284348+0.00251661j -0.00281882-0.00428302j -0.000288251+0.00121582j -0.00135544-0.00273508j -0.00343231-0.000508921j -0.00208553+0.000383096j -0.00112814-0.00157126j -0.00260275-0.000392195j 0.00799111+0.00427221j -0.00735774-0.000525232j 0.000930349+0.00079682j -0.00241925+0.000977482j 0.00540404+0.00403762j 0.00223548+0.000720747j 0.00715383-0.00587776j -0.0079997+0.00842343j -0.00468821+0.00550502j -1.03627e-05+0.00136748j 0.00525523+0.0120191j -0.0108546+0.00729999j -0.00918228-0.000657325j 0.0124703+0.00850814j -0.00599132-0.00448191j 0.00397197-0.00277057j 0.00795034-0.017098j 9.28124e-05-0.00163954j 0.00699005+0.00283011j 0.00347863+0.018996j 0.00402677+0.0038522j -0.0173472-0.00611567j 0.00340228-0.000805977j -0.000512836-0.014904j -0.00807751+0.000832748j -0.0122481+0.0199164j -0.00905359+0.00923161j 0.000624192+0.00305642j 0.0248775-0.00688593j 0.0265952-0.0334445j -0.0303545+0.00405739j 0.00321211-0.000272484j 0.000648151+0.0650552j 0.00545044+0.0208199j -0.00764737+0.0113527j -0.020982-0.0223078j -0.014862+0.0113947j -0.00225551-0.0122893j 0.00699849-0.0179536j 0.00805412-0.0737087j -0.0299881+0.0479817j 0.0412167-0.0288675j 0.0478195+0.0126835j 0.0114363-0.0115762j 0.0308837+0.0336205j 0.00294959+0.0320596j 0.0194093+0.0390387j -0.0146429+0.00602141j 0.0566341+0.00853928j -0.0270356-0.000941427j 0.0220209+0.000649004j 0.0274929+0.0230158j -0.0228537+0.00208582j 0.00813173-0.00120947j -0.00278407-0.000282293j -0.0160392+0.0030466j -0.0123012-0.00670214j -0.00083212-0.000921891j 0.00155655-0.00544151j 0.00621463+0.00264542j 0.0200433+0.00333664j 0.0036735+0.00235538j 0.002588+0.000698251j -0.0067226-0.00655532j -0.00974932+0.00407812j 0.0096702+0.00592059j 0.00978272-0.00385953j -0.0169945-0.00110496j 
-0.00135398-0.00595657j 0.0302641+0.00276336j 0.00476449+0.0108957j -0.00172396-0.00943491j -0.0465683+0.00304262j -0.00874446+0.0130572j 0.0437703+0.00738691j 0.0219501-0.00816351j 0.0210142+0.00106931j -0.00979701-0.00824349j -0.00904637+0.00565381j 0.0105626+0.00613601j -0.0249435+0.00807584j 0.010671+6.6742e-05j 0.0160546-0.00665904j -0.00890943-0.00445351j -0.00056547+0.00833173j 0.0025906+0.0063044j 0.00677421+0.00458528j 0.0113281+0.00406925j 0.00146737+0.00156502j -0.00501612-0.00213456j 0.0105866+0.00361342j -0.00488588-0.00053824j 0.00402756+0.00181478j -0.00441009+0.00115229j -0.00319744-0.003405j 0.00322655+0.00252478j 0.00411893+0.000282088j -0.00164874-0.00255833j 0.00203965+0.00274486j 0.000817277+0.000511705j -0.000653791-0.000526362j -0.00616196-0.000743057j -0.00857519+8.53367e-05j 0.00112718+0.00326229j -0.00503341-0.00670626j -0.0095386+0.0154559j -0.00293833+0.00833031j -0.00430093+0.00379817j 0.000712142-0.0320812j 0.00332775-0.00265776j -0.00333852-0.00666243j 0.00184823+0.00169566j 0.00375508+0.00247876j -0.00195194-0.00388135j -0.0164668+0.00277192j 0.00739162+0.00141278j 0.000654379+0.0100145j 0.00997803-0.0214147j 0.0142545+0.0112907j -0.00743996+0.0244602j -0.0171051+0.00220106j -0.0167458+0.0209043j 0.0145121-0.0553557j 0.00659687+0.00747625j -0.00269604-0.0103714j 0.000768582+0.0166159j -0.0280506-0.0121747j 0.0359526-0.0291372j 0.0184018-0.0166069j 0.00436211-0.0690769j 0.0366607-0.027608j -0.0132848+0.0387323j 0.0492433-0.0390198j 0.0108658-0.0559462j 0.0817636+0.0109725j 0.00298272+0.0415094j 0.0388289+0.0160323j 0.0231518-0.0115346j -0.0496851-0.0476472j -0.013884+0.0535352j 0.0391446+0.0184328j 0.00792979-0.027866j -0.00717385-0.0379942j 0.0317767-0.0248367j -0.00253023-0.0105694j 0.012008+0.00877452j 0.00244353+0.0337944j -0.00600561-0.0170921j -0.0487724-0.0232733j 0.0226758+0.0253005j 0.0135237+0.0106163j -0.0109701+0.00654773j 0.0196277+0.0093648j -0.0117564-0.00498546j -0.0115238+0.00523224j -0.00862757+0.00244472j 0.00241929+0.00805479j 0.0156332+0.00495795j -0.00781073+0.00154185j 0.00529265-0.00226669j -0.000240867-0.00364485j 0.00147443-0.000427759j -0.0195498-0.00225119j 0.00720644-0.00141723j -0.00522402+0.00207052j 
0.000486478+0.00109726j -0.00579023+0.000681152j 0.00830285-0.00285431j 0.0204054+0.00773016j -0.00828895+0.00970436j -0.0143986+0.0127868j -0.0193905+0.00543123j -0.00338139-0.00414277j -0.0113764+0.0158445j 0.0195144+0.000706352j -0.031026+0.012004j -0.0150417-0.00286658j -0.00121541+0.000887663j -0.00201777-0.00112079j -0.00205945+0.00406261j -0.00784821+0.00231065j -0.00454721-0.00384143j 0.00158844+0.000400737j 0.00933223+0.00283351j -0.00197102+0.00219324j -0.00542318-0.000528634j 0.0115246+0.000861531j -0.00266856+0.00158513j 0.000121175+0.000304568j -0.00343663-0.00156946j 0.00151042+0.000924552j 0.00235932+0.000234754j 0.000922322-0.00164669j -0.000358518+0.00121304j -0.00475625+0.000303543j 0.00516947-0.00249705j -0.00178114-0.00200237j -0.00083901+0.000901304j 0.00271075-0.00222915j -0.00215466+0.00103405j -0.00600677+0.00155057j 0.00605407+0.000797654j 0.00877884-0.00487153j 0.00455275-0.00548195j 0.000924546+0.00292677j 0.00436504+0.0115006j 0.00898575-0.00137741j -0.0167349-0.000136127j 0.00143098-0.00906256j -0.000139833+0.0016332j -0.0044579+0.00777956j 0.0135464+0.00231958j 0.0101504-0.0054254j 0.00490687-0.0250785j 0.0121104+0.00780618j -0.00619438-0.00369817j -0.000491576-0.0218043j -0.00312556+0.00605574j -0.0118558+0.0167251j -0.0228317+0.00380229j -0.00182171-0.014138j -2.51908e-05-0.00398555j 0.0278674+0.00178573j 0.00238384-0.0291353j 0.00089182-0.0229j 0.00468625+0.00585033j 0.0113839+0.0323012j 0.0133217-0.0357052j 0.031855-0.0212334j 0.00998064-0.00260925j -0.0189815-0.0205225j -0.0105124+0.0235692j -0.0274672-0.00319488j -0.0133671+0.0261206j 0.00897557-0.0188815j -0.0131412+0.0208694j -0.0353007-0.0147053j -0.0242161+0.0306586j -0.0254693-0.0214246j -0.00879646+0.026294j -0.00520818-0.0277902j 0.000137762-0.0142842j -0.0342159-0.0224023j 0.0200386-0.00012407j 0.0113803+0.0137615j 0.011196-0.0238025j 0.0132369+0.00276264j -0.0107832-0.00909485j -0.0212697+0.00513638j 0.00162018+0.00478518j 0.0278622+0.00691361j 0.0173944+0.00176286j -0.000130747+0.00180546j -0.0109119-0.00618085j -0.0129122+0.00784307j 0.0164494-0.00218109j -0.0037776+0.000866529j 0.00719463+0.00365678j 0.00793404-0.00322812j -0.00310077-0.00281322j -0.0067816+0.00114279j 0.00925457+0.000196171j 
0.0305071-0.00553496j 0.0125244+0.0103169j 0.00758011-0.0118895j 0.0240064+0.0120371j -0.011888-0.00516087j -0.0294589-0.0058409j 0.0154098+0.00274767j 0.00904604-0.00708694j 0.0325682+0.0134577j -0.0333482+0.00776094j -0.0112035-0.00315661j 0.0123729+0.00798891j 0.0273333-0.00116651j 0.000724921-0.00431784j -0.0232644+0.0102367j -0.00820122+0.00464514j -0.00844358-0.0143595j 0.000809882+0.00174553j 0.00573298-0.00174127j -0.0189617-0.00361587j -0.00399697+0.00207804j 0.00775606-0.00288604j -0.0130394+0.00184885j -0.0039267+0.000159882j 0.00127915-0.00257542j 0.002785+0.000121556j 0.00255779-0.00239308j 0.00111108-0.00131694j -0.00187485-0.00308324j -0.0013491+0.00156952j 0.00839025-0.00589071j 0.00371311-0.000241628j -0.00366628-0.00140065j -0.000690303+0.00484989j 0.0010714+0.0070897j 0.00168625+0.00217795j -0.00554922+0.00637022j -0.00470589+0.00576466j 0.00273077-0.000583531j -0.00112449+0.022112j -0.0115028+0.0054602j -0.002321-0.0113288j -0.0155706+0.00282463j 0.00384996-0.0288609j -0.0131553-0.00597499j -0.00996516+0.0308761j -0.0149548+0.00994567j -0.0109848-0.0189658j 0.00618008-0.0226386j 0.0162672+0.0232233j 0.0277427-0.016326j -0.00361534+0.0360147j -0.00477482-0.0381626j -0.00772079+0.00378776j -0.0154267-0.0112616j 0.00738288+0.00535323j -0.0469663+0.00220524j 0.0452219-0.0303659j 0.0084167-0.0123892j 0.0345763-0.0361886j 0.0204947+0.0401747j -0.00240491+0.0139844j -0.0380168-0.0208602j 0.0511313-0.012858j -0.0130746+0.0418438j 0.0419722-0.0381165j 0.00269614-0.0480683j -0.0178769+0.0220389j 0.045533-0.0250006j 0.0186334+0.0233476j -0.0308479-0.002485j 0.0176868-0.0353131j 0.0128686+0.0500416j 0.0282497+0.0246859j 0.0239068-0.0123222j 0.00753792-0.0167202j -0.0478076-0.0629354j -0.0286045-0.0164118j -0.0164395-0.0177055j -0.0358155-0.00480999j 0.0259664-0.0132307j 0.0135763-0.0249678j 0.0160662+0.00191961j -0.019307-0.0108402j 0.0227362+0.00378656j 0.0375408+0.0126572j 0.0156039+0.000889564j 0.00305608-0.000904456j -0.012089-0.00857994j -0.0422986+0.00399644j 0.0205325+0.00543152j -0.00282541+0.00716845j -0.000117413+0.00101385j -0.00916778+0.00149448j 0.00288003+0.00719299j 0.0123411-0.000155005j 0.00292332-0.00413289j 
0.000214437-0.00281774j 0.00469042+0.000558239j -0.0022395+0.00306715j 0.0169233+0.00658354j -0.0203368-0.00555851j 0.0335987-0.00587659j -0.0386974-0.00382764j -0.00619693+0.00701991j -0.0299-0.00204476j -0.0484558-0.00332904j -0.00812627-0.00865946j -0.0242707+0.00288741j -0.0156105-0.00597892j 0.0145344+0.00273387j -0.0135575-0.00329958j -0.0036208+0.00195435j 0.00271999-0.000287305j 0.0118319+0.00274545j -0.00610444-0.00198161j -0.0113469-0.00557276j -0.00407744-0.000283365j -0.018314-0.00438543j -0.000570289+0.000986971j -0.00216802-0.00140921j 0.000964238-0.00279786j 0.00087435-0.00106793j 0.00509946-0.00545826j -0.00161819+0.00041727j -6.55743e-05+0.000263992j 0.0129986-0.00209985j 0.00569261+0.000665772j 0.00518239-0.000511242j -0.000297559+0.000339655j 0.00672547+0.000769481j 0.00952494-0.00254112j 0.0119149-0.0044217j -0.00834888+0.00215937j -0.00444302+0.00429571j -0.0018936+0.00443939j 0.000786652+0.000574908j -0.00236396-0.00138316j -0.00551392-0.000938259j 0.0144769+0.00100471j -0.00809459-0.00269516j -0.00224007+0.00189737j -0.00732439+0.0207185j -0.0412986+0.00278925j -0.0240326-0.0169146j -0.00606671+0.00940098j -0.0163935+0.0119795j 0.0423418-0.000822626j -0.00334839+0.0409054j -0.0105853-0.0119891j 0.0305331-0.044921j 0.0110394-0.00933848j 0.0223503+0.0306245j 0.00817015+0.000720433j 0.04356-0.059513j 0.0106354+0.0383274j 0.0406712-0.021765j 0.0229103-0.0387933j 0.0245998+0.0204015j -0.0206082-0.0289261j 0.0227859+0.0224549j 0.0276256+0.00661165j 0.00478249-0.0304786j 0.0260234-0.0231934j -0.00677981+0.00946388j 0.0245641-0.0187424j 0.0189092-0.0431375j 0.0145894-0.0902768j 0.00132101-0.0101635j 0.0194751+0.0194954j -0.0325572+0.00696752j -0.00718776-0.0262654j 0.054904+0.037791j -0.040968-0.0405912j 0.0181902+0.0130504j -0.0113849+0.00636086j -0.0316582-0.0100802j 0.00289999+0.0100604j 0.000318834-0.00515257j 0.0361749+0.0269431j 0.00352013-0.00393822j 0.0195507+0.017446j -0.00670644+0.00293466j 0.000567624-0.00633198j 0.0159224+0.00350129j 0.022807+0.0137277j 0.01016-0.00719683j 0.00901538+0.00823036j -0.000793372-0.00121045j -0.00730521-0.00246789j -0.00346897+0.00824894j 0.0194364+0.00925634j 0.00393905-0.00157848j -0.0116054-0.00119281j 
0.00569644+0.00904761j -0.0185612-0.00148141j 0.0257545+0.00388633j -0.0299623-0.0251411j 0.00993014-0.015026j 0.000989514-0.00959726j -0.00129833+0.0111867j 0.0413679-0.0119049j -0.0122759+0.00252343j -0.0302874+0.00194625j 0.0389061-0.013836j 0.0167029+0.00360783j 0.00998037-0.00711007j -0.0115755+0.00503501j 0.00796341-0.00372714j 0.0101601-0.00201058j 0.0062149+0.00583145j -0.00244265+0.00162142j -0.00368838-0.0016259j 0.00483624+0.00154255j 0.0114272-0.00188362j -0.0108822+0.00230294j -0.00207827-0.00185337j -0.00234363-0.000826818j -0.00296058+0.00235972j 0.00557368-0.00303739j -0.00137605+0.00116747j -0.000762098-0.00306186j -0.00928065+0.0023192j -0.00286079+0.00278928j -0.0105565+0.00442893j -0.00219772+0.000549988j -0.00353725+0.00355547j -0.0103324+0.00346881j 0.00595709-0.00235931j 0.00753243-0.00599503j -0.007859+0.00392644j 0.00168315-0.00419069j 0.00314719-0.00185598j 0.011455-0.00549603j -0.0010549+0.0084571j -0.00214603+0.00767121j 0.01407+0.00376313j 0.00705191-0.00368293j -0.02108-0.0127591j 0.00236425-0.022983j 0.000639301-0.00745423j -0.0183411+0.0165245j -0.00595099-0.00373787j -0.0110854-0.00583049j -0.00715163+0.0109504j -0.00605426+0.0205159j 0.0125108+0.000128479j -0.0151692+0.00116873j -0.00553021+0.0182156j -0.00817748-0.0014452j 0.0323342-0.0131643j -0.0199091+0.0253852j -0.00644592-0.0151865j -0.0126323+0.00329681j -0.0232941-0.0310741j -0.0202705+0.00895103j -0.0843955+0.0783717j -0.0595427+0.0305039j -0.0359479+0.0293103j 0.0689843+0.0555615j -0.0448228-0.0436948j 0.0508565+0.0329565j -0.0128253-0.0124854j 0.00918416+0.0344696j 0.00850592-0.000861794j 0.0284628+0.0200273j -0.0017724-0.0376389j 0.0169138+0.0126766j 0.000912357+0.00274477j 0.00167136+0.0203405j 0.0133482+0.0237348j 0.047471+0.00525407j -0.0206504+0.00413778j 0.0171536-0.00755775j 0.0077911+0.0117615j -0.0191332+0.00555642j -0.00456428-0.00683875j 0.0131886-0.00760044j -0.0172242-0.00846065j -0.0239354-0.0172972j -0.0222828-0.00211157j -0.00937493-0.00529198j 0.000262834-0.000852332j 0.000439378-0.00218287j -0.0341549+8.83866e-05j -0.00128766-0.00351032j -0.00897623-0.00167871j -0.0151062+0.00372465j 0.00684455-0.000116601j -0.00550465-0.000456175j -0.010881+0.00166373j 
-0.0185767+0.0034182j -0.0028173-0.00606724j -0.0414758+0.00496752j 0.0117558-0.00018566j 0.0103161+0.00857237j 0.0151608+0.00492628j -0.0323454+0.0217432j -0.0593023-0.00395089j 0.0226796-0.00708462j -0.00725613+0.0107721j 0.00145219-0.0024124j -0.0054863+0.00242178j 0.0150519+0.00102858j -0.00955009+0.0121196j 0.00972158-0.0126422j -0.00534486-0.00820988j 0.00270935+0.00864685j 0.0217028+0.00453296j -0.00178496+0.00465685j 0.00925796-0.000539337j -0.000653302+0.000136369j -0.0118208-0.000533752j 0.0100825+0.00281398j 0.00222281-0.000629673j -0.00146863-3.79287e-05j -0.00695655-0.00261937j 0.00525239-0.00546034j 0.000454049+0.000939991j 0.00105273+0.0020049j 0.00855663-0.00518773j 0.00282066+0.0038699j 0.00600565-0.000599596j -0.0108311+0.00444134j 0.00091403-0.00362805j -0.00322193-0.00545342j 0.00338574-0.00455685j -0.00110623+0.00104124j 0.00719344+0.00133374j 0.00697491-0.0027179j 0.00612223-0.00353256j 0.0118881+0.00154987j 0.0209086+0.00377094j -0.00379177-0.00554377j 0.0105463-0.0128766j -0.023262-0.00198001j -0.0132681-0.00774988j -0.0191853+0.000241765j 0.0031937+0.0102162j 0.0142335-0.0353322j 0.035719-0.00842025j 0.00157473-0.00783099j 0.00827198-0.00995409j 0.000672089+0.000827024j -0.0454748+0.0307116j -0.0120253-0.0459867j 0.0077718-0.0332776j -0.0188434-0.0092919j 0.0271742-0.00307476j -0.0608142-0.0096542j 0.0713803-0.0575088j 0.0240147-0.0040445j -0.00736068-0.037196j -0.0326043-0.0312783j -0.0104347+0.0696634j 0.038425+0.0243425j -0.0372316+0.0395058j -0.000184156+0.0359897j 0.0327009-0.000947856j -0.0266979-0.0390594j -0.018944-0.0416393j 0.0309317-0.0165466j 0.0118114+0.0341131j 0.000418252-0.0324485j -0.0240236-0.00799649j -0.0170784-0.0525152j 0.03233+0.00594377j 0.00837022+0.0108913j 0.0379986+0.00251054j -0.018765+0.0226249j -0.0121711-0.00495827j -0.0319904-0.00065066j 0.0193614+0.0159944j 0.0306333+0.020591j 0.005635+0.021288j 0.00739496+0.00811517j 0.00237234-0.0141287j 0.00478805-0.000625609j 0.00589669+0.00441629j 0.0270602+0.0105876j 0.0305-0.000711668j -0.000599618-0.00379381j 1.52793e-05-0.00849815j -0.00174112+0.00185944j 0.00475662+0.00289071j 0.00252776-0.00423797j -0.0163691+0.000108779j -0.00848943+0.00441252j 
-0.0160273-0.00702365j 0.0140849-0.00914189j 0.00333215+0.00186425j -0.000562784+0.00778366j 0.0240973-0.00476602j -0.0310283-4.75694e-05j 0.0166604-0.00586632j 0.0258953+0.00184686j -0.000236508-0.0091148j 0.0361175-0.0073013j 0.00702191-0.0112689j 0.00720477-0.00267984j 0.0153394-0.00901867j -0.0100306+0.0104603j -0.00140782-0.00636219j -0.00729429-0.00913606j -0.00200935-0.00155739j 0.00637719+0.00181551j 0.00863455+0.000301836j -0.00062989-0.00212274j 0.00500631-0.000625415j -0.00758774-0.00468774j -0.00288876+0.00113239j 0.00123554+9.62522e-05j 0.00570194+0.00243575j -0.0114384+0.00202806j 0.00501815-0.00439989j 0.00341742-0.000722126j 0.0055521+0.00203865j 0.00467227-0.00466057j 0.00678879+0.00287724j 0.00643904-0.00173208j -0.00132472+0.00110505j 0.00205431-0.0021629j -0.00354618+0.000182808j -0.00599684+0.00208977j 0.00626754-0.00379909j -0.00084591-0.00262244j -0.000305016+0.000419321j -0.00399144-0.00749719j 0.00308784-0.00771357j 0.00986312+0.000974626j -0.0120843-0.00467976j 0.00489634-0.00757195j -0.0114622-0.00275582j -0.0103852+0.0113585j -0.0309111+0.00362005j -0.0183617-0.0112975j -0.000210352-0.000966233j 0.00430932+0.000893943j 0.0121379-0.0152174j 0.00913245+0.0244154j 0.0225014-0.027458j 0.0420287-0.000995793j 0.0258121-0.0324879j 0.0152883-0.038055j 0.0117547-0.0130485j -0.0289735+0.000421335j -0.0256601+0.0529247j 0.0567249+0.0065401j -0.00238403-0.0412617j -0.0200301-0.0255405j 0.000784412-0.0297281j 0.0202314+0.000799182j 0.0295967+0.0200562j -0.0237538+0.00251421j 0.00906008+0.0158299j -0.0290461-0.00727971j 0.0025541+0.0145786j -0.00534814-0.0263003j -0.00425213-0.0213682j -0.0169621+0.0011964j -0.00677027-0.0291244j -0.0347069+0.00257071j -0.0194247-0.0138918j 0.0032081+0.0125033j 0.00406448-0.00374816j 0.0207458-0.00216038j -0.019746+0.00246359j -0.00143796+0.00495342j 0.000293004-0.00647251j 0.0152518-0.00490198j 0.017016+0.0125025j 0.00488696+0.00370677j 0.00311894+0.00616822j 0.0167669+0.00155417j 0.0159692-0.00349865j 0.00903557+0.00240781j 0.0152536-0.00182299j -0.0103371-0.00685208j 0.00441517+0.00191735j -0.00187717+0.00166613j 0.00204949+0.00486468j 0.0046159+0.0012084j -0.000190883+0.000869465j -0.00371135+0.00195715j 0.0104907-0.000154841j 
-0.023955-0.000553675j -0.00377723-0.0213248j 0.0419793-0.000759065j -0.0326219-0.000409069j -0.0342132+0.00180559j 0.0265545-0.0112805j 0.0059174-0.00823607j 0.0261909-0.0051334j 0.00898865+0.00444423j 0.00113295+0.000585732j 0.0207639-0.0119661j -0.00239006+0.0116494j -0.00220379-0.00711331j -0.0136289+0.00546441j 0.00276947-0.00656108j -0.0110771-0.0125796j -0.00727367+0.00441988j -0.00983147-0.000350141j 0.018251-0.00237335j 0.00653743-0.000778526j -0.00433537-0.001799j 0.00201083+0.00125217j 0.00223638-3.50708e-05j 0.00236985-0.00377118j -0.00276796+0.00551942j -0.0122017-0.00104771j -0.00944506+0.00074202j 0.0159318-0.0037415j 0.00787128-0.00113655j -0.00279791-0.00407507j 0.0075127+0.00396026j 0.00482684+5.80298e-05j -0.00180914+0.00197553j -7.62094e-05-0.000263821j -0.010554+0.00187252j -0.022092+0.0059927j 0.0203429-0.00514941j 0.00414325-0.0128085j -0.00353704-0.00302127j -0.00919819-0.0212968j 0.00470381-0.000148897j -0.00495341+0.0062294j -0.0215547-0.00264946j 0.00190831+0.00984272j 0.0134804+0.00570914j 0.0133297+0.0151134j -0.00772298-0.00229033j 0.0129258-0.0103949j -0.0167213+0.0393529j -0.00587756-0.0167977j -0.0362524+0.00306651j 0.00410071-0.000116612j 0.0193071-0.024827j 0.00305769+0.0295134j 0.0163124-0.00400913j -0.00626043-0.0128124j 0.0414395-0.0302226j -0.0422524+0.0403129j -0.0655331+0.0192195j 0.0395798-0.00414539j -0.0330288-0.0452837j -0.0281907-0.0338647j 0.00274242-0.0114292j 0.0409995-0.0480852j 0.0286874+0.0440529j -0.025807-0.00451002j -0.0299247+0.0045962j -0.0524196-0.0377951j 0.000791578+0.0263908j -0.00798936+0.0152525j 0.00137+0.0133398j -0.0152599+0.0220554j 0.00826478-0.0315937j 0.00537401-0.00879625j -0.0111077-0.00160049j -0.0247002-0.00476237j 0.0286716+0.00605649j 0.0144971-0.00285378j -0.017193-0.0140343j 0.0208028+0.0163122j -0.0153967-0.0143542j 0.0343887-0.00257552j -0.0147348-0.00616792j 0.00219529+0.00114277j -0.014236-0.0106228j 0.0322439+0.00491498j 0.0202282-0.00312081j 0.0012664-0.000635071j -0.00639904-0.00632842j -0.0140541-0.00809873j -0.0051043-0.000234573j -0.00266761+0.00751263j 0.00720315+0.00844874j -0.000508978-0.00196705j -0.0112344+0.000826292j -0.00445986+0.0039093j 0.0263685-0.000247534j 
