-0.12473-0.0430077j 0.0484147-0.126864j 0.217079-0.149533j 0.165888+0.230461j 0.140148+0.0807466j 0.0905687+0.209703j 0.22011-0.227815j -0.0965904+0.0956246j 0.125501-0.0421006j 0.185712-0.106557j -0.100098-0.211823j -0.0625172+0.10284j -0.152205-0.194547j -0.0108743+0.0147103j -0.0459345+0.144868j -0.0278227-0.0505521j 0.0684086+0.0646622j -0.140764-0.00594852j -0.029927+0.0201381j -0.177671-0.0106617j 0.182972-0.0342302j 0.00346018+0.138813j -0.0383204+0.0412104j -0.0953977-0.00569186j -0.0470367+0.152645j -0.0828914+0.210686j 0.152665+0.172932j 0.17716+0.16831j 0.198819-0.129776j 0.0797088+0.0186554j -0.0179447+0.0990236j 0.103322-0.0466881j 0.0350473+0.0854355j -0.0357917-0.0195831j 0.0140765+0.0384256j -0.0481164+0.0197099j -0.0311793-0.0208001j -0.00302136+0.00931318j -0.034823-0.0226699j -0.015303+0.0195064j -0.029988+0.0152595j -0.0311658+0.0224292j 0.0233479+0.0108121j -0.0250235-0.0140208j -0.00207944+0.0222618j 0.0224698+0.00596717j -0.00427646+0.005185j 0.0113362-0.00158598j -0.00837021+0.0111441j -0.000284746+0.0256259j -0.00443831+0.0136451j 0.0128195+0.0208854j -0.00515855+0.00725814j 0.011853+0.0272555j -0.0236187-0.0223499j 0.00899991-0.00156853j -0.0130402-0.0118261j 0.00874044+0.00889503j 0.0055173-0.00176475j -0.0184931+0.0179423j 0.018915-0.00383444j 0.00561199-0.000596077j -0.00590975-0.00290139j 0.0149183-0.0165997j -0.0285713-0.00290962j -0.0135955+0.0239839j 0.0126297+0.0178177j 0.0287589+0.00554369j -0.00353016-0.0219072j 
0.00389131+0.00477261j 0.000705216-0.00199393j 0.00169459+0.000828792j -0.00311341-0.00256506j -0.00156791-0.00514888j -0.00401218+0.000115371j -0.0031433-0.00386576j 0.00174266+0.00246633j 0.000405365-0.00785358j 0.000693855+0.00705418j -0.00282796+0.00416897j -0.00126654-0.00317193j 0.000806641-0.000481085j 0.00134444-0.00455167j 0.00104852-0.000123262j 0.0022117+0.000814693j -0.00609386-0.00476955j -0.000532333+0.000410194j 7.79044e-05-0.00149459j -0.0052698-0.00266127j 0.00600797-0.00366686j -0.00205152+0.00184919j 0.00103223+0.00349714j -0.00384185-0.00426087j 0.00252151+0.00182978j -0.00186561-0.000633469j 0.0015795-0.000605305j 2.414e-05-0.000451521j 3.34684e-05+1.8439e-05j -0.000679901-0.00149282j -0.00211815+0.00374776j -0.00499867+0.0003706j 0.00138942-0.000572404j -0.000542913-0.00340253j 0.00361988+0.00391323j -0.00121409-0.00989998j -0.00475456+0.00657486j 0.00844878-0.00336645j 0.000581767-0.00775421j 0.00928937-0.00385341j 0.00904052+0.00817929j 0.000341105-0.00566913j 0.00540201+0.00370319j -0.000569386-0.00224574j 0.0102785+0.0105587j 0.0030466-0.00264988j -0.00574413-0.00326998j 0.00186277-0.0013574j -0.00447422+5.81632e-05j 0.000515482+0.0017688j -0.000479851-0.00310665j -0.006059-0.00510487j -0.000695098+0.000659332j -0.00402029+0.00397696j 0.00353684-0.00332844j -0.00338441-0.00456131j 0.00207686+0.003531j -0.00129363-0.00206294j 0.00424938+0.00216898j -0.00301419+0.00354821j 0.00169282-0.000981838j 0.00457286+0.00176149j -0.00192204-0.00248302j -0.00363729+0.00220677j 0.000798517+0.00231934j -0.000275367+0.00216241j 0.00102133+0.000706976j -0.000277797+0.000448402j -0.000392632+0.000874331j 
0.00164233+0.00101792j -0.00204602-0.000953786j 0.00080478-0.00224682j 0.0025418-0.00325391j 0.00554915+0.00218476j -0.000571292-0.0114225j 0.00566733-0.00316839j -0.00395581+0.00222108j -0.00713418+0.00264946j -0.00332102+0.00144636j 0.00122399+0.00104277j 0.00309804-0.00197932j 0.00642721-0.0045588j 0.00120607-0.000935508j 0.000601951+0.00231577j 0.00019507-0.000460449j 0.00529221+0.00107941j -0.00123812-0.00317141j -0.00148512+0.00159291j 0.00556104+0.00235882j -0.00381942+0.000661914j 0.00288548+0.000538427j 0.00113174-0.001543j 0.00327221+0.00294833j -0.00122822+0.00473515j 0.000109582-0.00410501j 0.00292516+0.000854876j -0.0023293-0.00109575j -5.59272e-07-0.00214301j -0.00142228-0.000220547j 0.00292042+0.0025678j -0.00248331-0.00162729j 0.00228644+6.12596e-05j 0.00453755-0.00409727j 0.00841328+0.00113305j -0.00149647-0.00626896j -0.00171418+0.00323567j -8.4372e-05-0.00019243j 0.00267238+0.00156034j 0.00301985+0.00288269j -0.00157681+0.00332659j 0.000769029-0.00195583j -0.00022148+0.00484384j 0.00102034-0.0024669j 0.0016289+0.00144461j 0.000116255+0.0022477j -0.00349444-0.00135212j 0.00140777-0.00641425j -0.000328345-0.00151864j 0.000322874-0.000611172j -0.000315902-0.000356981j -0.00238452+0.00121353j 0.00160487-0.0026129j -0.000542788-0.000552098j 0.00180219-0.00218995j 0.00325411-0.00119888j 0.00157127+0.000882495j -0.000231338-0.00189096j 0.00317536+0.00286046j -0.00171614+0.000355637j 0.00545193+0.00161058j 0.000463485+0.000784468j -0.00105328+0.000830421j 0.00189931+0.0027737j 0.000587784+0.00113366j 0.00117874-6.78013e-05j -0.000405254-0.000638988j -0.00156158+0.000620503j 0.00142542-0.000476255j 
0.00391838+0.00441506j 0.00323602+0.000735097j 0.000217104-0.000230576j 0.000846497-0.00367155j 0.00202201+0.00129274j -0.00121133-0.00477958j 0.00356344+0.00139169j 0.000985248-0.000297897j -0.00309771+0.000837317j 0.00492566-0.00188412j 0.00614028+0.00307889j 0.00145057-0.000996374j -0.00381989-0.00235214j 0.00121767+0.000131861j 0.00706216-0.00106269j 0.00162408-0.00368238j -0.00504526+0.000611121j -0.000486289+1.89389e-05j 0.00287378+4.73912e-05j 0.000931728-0.000533288j -0.000154183+0.00582504j 0.00591621+0.00210146j 0.00339951-0.00283868j 0.00227049+0.00278931j -0.000244892+0.00268741j 0.000990894-0.000949715j -6.60521e-05+0.00136217j 0.00026606-0.0031231j 0.00272254+0.00113676j -0.00110666-0.0025238j 0.000172188+0.00015757j 0.000497747-0.00231801j 0.00167604+0.00287441j -0.000277242-0.00349919j -0.00638275-0.00124035j 0.00131592+0.00105969j -0.00116936+0.000200978j 0.00360705+0.00155048j 0.00900113-0.00773109j 0.00591827+0.00268877j 0.000934408+0.00224838j -0.00955135+0.00431984j -0.0112768-0.00263017j -0.00503214+0.00384047j -0.00111289-0.004418j -0.00257141+0.00172326j -0.00749477-0.00963972j 0.00289506+0.00287193j -0.00583988+0.00352882j -0.00196219+0.000662563j 0.00358142+0.00501368j -0.00376401-0.000557815j 0.00648357-0.000849748j 0.00140348-0.0112673j -0.00793608-0.00407081j -0.00493779-0.00297769j 0.00115894+0.001258j -0.00707258-0.00255318j 0.00179982+0.00168348j -0.00403785-0.00136219j 0.00333435-0.00743337j -0.00372808+0.00142276j -0.00415101-0.00119157j -0.00436381-0.00477925j 0.00097408+0.00239632j 0.00167874+0.000868806j 0.0012486-0.000474751j -0.00243252+0.00169914j 0.000155749+0.000793891j 
0.00359132+0.00476826j 0.000845039-0.00432875j -0.00359916-0.00111041j -0.000826708-0.00444911j 0.00146126-0.00898282j -0.00497802+0.000715795j -0.00467418-0.00213747j 0.00075459+0.00603095j 0.00371689-0.0024221j -0.00179355+0.00139458j 9.11705e-05+0.00105634j 0.00190769-0.00623662j 0.00051148-0.00458606j -0.000178203-0.00192285j 0.000258775+0.00453343j -0.00148321-0.00199448j -0.000860623-0.00354409j 0.000891361-0.00222823j 0.00254729-0.00102521j 0.0021615-0.00592141j 0.00778225-2.80102e-05j 0.00333659+0.00325918j -1.24467e-06+0.00561829j -0.00807597-0.00559225j 0.00156416-0.00565087j -0.00337277-0.0014621j 0.000514357+0.000885643j 0.00097815-0.00252637j 0.00124401-0.000606829j -0.00251212-8.71501e-05j -0.000362559+0.00040319j 0.000180776-0.00100417j 0.00157024-0.0013679j -0.00295703-0.00486986j 0.00683691-0.00756656j -0.00379757-0.000623546j 0.00640961+0.0036582j -0.00318225-0.00092138j -0.00316819+0.00605089j -0.00485757-0.00061221j -0.00719599-0.0025923j 0.000837783+0.00779198j -0.008418-0.00100028j 0.00481289-0.00150437j -0.00783029+0.00334031j -0.000350422+0.00578028j 0.00344088-0.00120748j -0.000272579+0.000288485j 0.00653726+0.00643998j 0.00634245+0.00344031j 0.000339847-0.00605263j -0.000331537+0.00765665j -0.00390971+0.000688549j -0.00282389-0.00372345j -0.00271229+0.000488358j 0.00502963+0.00402471j -0.00157562-0.00120208j -0.00226527-0.00185113j 0.00235864-0.000467826j 0.00174876-0.00271257j -0.00427987-0.00314072j -0.00285845-0.00242738j -0.000122828-0.00201862j 0.00266332-0.00427391j 0.00019109+0.00540429j -0.000883592+0.00177561j 0.00240568+0.000961371j -0.0010513-0.000659664j -0.00222056+0.00104882j 
0.0052074+0.00349433j 0.0074942-0.00221707j -0.00184767+0.000581669j 0.000835219+0.000749196j -0.00057927-0.000687745j 0.000683467-0.00478761j 0.00222779+0.00120072j 0.000588044+0.00497072j -0.00111506+0.000525996j 0.00475913+0.00675126j 0.00122228-0.00194667j 1.50775e-05-0.000163442j 0.00250715-0.00381731j 0.000768955-0.00257468j -0.00197303+0.00372034j 0.00201267+0.000258104j -0.00218676-0.00143949j -0.000858528+0.000195095j 0.00162718-0.000930972j 0.00019514+0.000579916j 0.00301418-0.00240628j 0.00033786+0.000435424j -0.00326794+0.00252347j -0.0023056-0.0017225j -0.000769004+0.000773549j 0.00110917-0.00109974j 0.00147436+0.00139147j -0.0010655+0.000267176j -0.000307093-0.000782256j -0.000276735-0.00314705j -0.000286617-0.00481344j 0.0085939-0.00123134j -0.00174747-0.00673837j 0.00199487+0.00497021j -0.0078218+0.00601334j 0.00444267-0.00357212j -0.00341785-6.50269e-05j 0.00396716-0.00160465j -0.00540954-0.00298433j 0.000844484-0.00535033j 0.0070395+0.00917244j 0.00199815-0.00492965j 0.0113659-0.0059664j -0.00175485+0.000186434j 0.00380932+0.00320001j 0.000190699-0.00767745j 0.00167955+0.00209896j -0.00247264+0.00272008j -0.00145029-0.00226993j -0.00409862+0.00138036j -7.05774e-05-0.00108079j -0.000587502-0.00465897j 0.00117585+0.00254207j -2.91279e-05+0.0086317j 0.00845496+0.000653816j -0.00135573-0.00167274j -0.000384152-0.00125043j -0.000213304+0.00283638j -0.00516329-0.000627533j 0.000338393+0.00273488j -0.000905462+0.003053j -0.000406013+3.68669e-05j 0.00356951+0.000119205j 0.00120112+0.00371059j -0.00209032+0.00115493j 0.000291406-0.0034592j -0.00168688-0.00134074j 0.00306158+0.000638353j 0.00189502-0.000125818j 
-0.00398666-0.0034708j 0.00357775+0.00159005j -0.00129877+0.00210502j 0.00108926+0.0057089j 0.000451955+0.00287855j 0.0016195-0.00175004j 0.00361339-0.000211738j 0.00366886-0.00160476j 0.000930407+0.00169076j 0.000645196+0.000395804j -0.00344577-0.00618211j 0.00182819+7.63973e-05j -0.00112065+0.00138867j 0.000143913+8.42475e-06j -0.00246571+0.00131545j 0.00174781+0.00188718j 0.00262573+0.00027388j -0.00113713-0.000673848j -0.000545181-0.000464311j 0.000869062+0.00310168j -0.00154271-0.00127717j -0.00172762-0.00139109j -0.00326461-0.00182794j 0.00161202+0.00106199j -0.00158909+0.000422866j 0.00187736-5.4191e-05j -0.000841996+0.000988834j -0.000108858+0.00172033j -0.000819798-0.00151918j 0.00662067+0.00108306j 0.00380958-0.00683765j 0.00714431-0.0014807j -0.00489541-0.00708085j -0.00495538+0.00467002j -0.00481737-0.00397309j 0.00278154+0.00308622j -0.000492351-0.00241239j -0.004342+0.00187262j -0.00529895-0.000297833j -0.00405946-0.00116084j -0.00425382+0.00404354j 0.00153782-0.00334019j 0.00403569-0.00492761j 0.00073365-0.00185319j -0.00632628+0.00102941j -0.00324711-0.000681288j -0.000402029-0.00141163j -0.00367109+0.00739809j 0.00244904-0.00148208j -0.00533511-0.00209838j 0.00345845-0.00108043j 0.0047832-0.0025188j -0.00161855-0.00081362j 0.000811392+0.00320127j -0.00358838+0.00169148j -0.00147402+0.00170681j 0.00212683-0.000606308j -0.00191274+0.00255971j -0.00104399-0.00320749j 0.00110515-0.00183776j -0.00323032+0.00123526j -0.00189852-0.00121163j -0.00142426-0.00149338j 0.0010707+0.00239466j -0.00139726-0.00390888j -0.00124115+9.66086e-05j -0.00110752-0.00180763j 0.00177813+1.00221e-05j 0.000895973-0.000913442j 
-0.00753442-0.00167138j 0.000481054-0.00164095j -0.00113628-0.00401029j -0.00584822+0.00329335j -0.000117783-0.00179336j 0.00032538+0.00169124j -0.00141019-0.00466671j 0.00222098-0.00172806j 0.00216944-0.000593502j -0.00274769-0.0032652j -0.0043614+0.00202428j 0.00205713-0.00337508j -0.0003286+0.00330814j -0.00106693+0.000787982j 0.000820332+0.000353568j 0.00233476+0.000778183j 0.00213995-0.00171695j 8.25304e-05-0.000540346j -0.00255112+0.00041922j 0.000224496-4.34106e-06j -0.00155407+0.000414199j -0.00269342+0.00121886j 0.00165902-4.15989e-06j 0.00109754-0.000300262j 0.0020679-0.000995554j 0.000166639+0.000690687j -0.00278695-0.00186119j -2.52545e-05-6.24972e-05j -0.000486413-0.000694531j -0.00417037+0.00828667j 0.00756931-0.00127783j 0.00188688+0.0112974j 0.00998805-0.00764852j -0.00679967-0.0125277j 0.004111-0.00412264j -0.00617334-0.00882321j 0.00513393+0.00138337j 0.0011789-0.00156598j -0.0108235+0.00385396j 0.00531958-0.000887156j 0.00670596+0.00799817j -0.00317407+0.00045776j -0.00307858-0.00405165j 0.00044156-0.00398713j 0.00143498+0.0176724j 0.00126616+0.00497891j -0.00266819+0.00371572j 0.00576495-0.000713682j 0.00312047+0.000874245j 0.00542616-0.00127952j -0.00129658-0.00687906j -0.000125348-0.00298976j -0.00126953-0.00240054j -0.000474075+0.00712545j 0.0034865+0.0013468j -0.000396319-0.000227j 0.000997541+0.00178348j -0.00435738-0.000175307j -0.00174109-0.00491874j 0.00258484+0.000393607j -0.00150941-0.000166706j -0.00193335-0.00265479j 0.00410342+7.39032e-07j 0.000888+0.00219184j -0.00141154+0.00130107j -0.000781206-0.00379606j -0.000651373+0.00178415j 0.00321427-0.000528901j -0.00169241-0.00240561j 
-0.00776617+0.000639691j 0.00589753+0.00812741j -0.000418612+0.0023653j -0.000899986+0.00149159j 0.0027052+0.000407179j -0.00115201-0.00196127j 0.00292759-0.000301688j 0.00818575-0.00417586j 9.33369e-05+6.96133e-05j 0.0051577-0.0034064j 5.35535e-05-0.00645946j 0.00128901-0.00126021j -0.00564039+0.00200022j -0.00142427+0.00126507j 0.00238333-0.00106913j 4.76522e-05-0.000923554j -0.0022617+9.04746e-05j 0.000223501-0.00114994j 0.00173406-0.000984911j 0.000470662+0.00199189j -0.000856705+0.00103043j 0.000604569+0.000605766j -0.00146473-0.00271243j 0.00169386+0.00164507j -0.00152795-0.000139349j 0.00214149+0.000986433j -0.00248942+0.000127878j 0.000807589+0.000450552j 0.000251894+0.000687981j 0.00527717+0.000712014j -0.00327395-0.0018558j 0.000197316+0.00173499j 0.00209252+0.00189623j -0.00101514-0.00242505j -0.00160061-0.00197095j -0.00479802+0.00101491j 0.00297216+0.00150409j 0.00218501-0.00313298j -0.000293437-0.00358251j 0.0030165-0.00276838j 0.00205071-0.00346516j 7.45509e-06-0.00178603j -0.000204308-0.00104797j 0.000418446-0.00174978j 0.00484487+0.000741118j 0.00206645-0.00111388j -0.00111253-0.00429526j -0.00186386+0.00102233j -0.00148153+0.00256153j 0.00100746-0.000934448j -0.00249467+0.0020449j -0.00114084-0.00245248j 0.000529693-0.000208082j -0.000935192-0.000847201j -0.000945038-0.00296942j -0.00500516-0.00140716j -0.00172675+0.000947891j 0.00057374-0.000371131j 0.00193615-0.00142401j 0.000469376+0.001686j -0.000598145-0.00132198j -0.000171091-0.000145777j -0.000383362-0.000253274j -0.00451954-0.000953696j -0.0010262-0.000509148j 0.0013705+0.000814628j 0.000114991+0.000390615j 0.000156372+0.00124613j -0.000537211+0.000794315j 
-0.00886343+0.00320372j -0.000288661+0.00557968j 0.00481232-0.00235795j -0.0030568-0.00395806j 0.00102304-0.00428607j -0.00129215-0.0024448j -0.000250864-0.00185725j 0.00147421+0.000137765j -0.000686463-0.00142193j 0.000794871-0.00097571j -0.00255311-0.0004639j 0.00133647-0.00189469j 0.000990587-0.000508296j 0.000516409+0.00108012j 0.000975312+0.000786326j 1.68008e-05+0.000730831j 0.00192418-0.00208837j -0.000711313-0.00251183j -0.00112416-0.000872244j 0.0011402+0.000758507j 8.45492e-05-0.00126476j -0.00130048+0.000317265j -0.000163966+0.000486153j 0.000326515+0.000683404j 4.26772e-05+0.00117991j -0.0013433+0.000642045j -0.00082505-0.00195715j -0.000225247+0.000594252j -0.000648979+0.000556974j -0.00625493+0.00437252j -0.00654916+0.00844215j -0.0124497+0.0109781j 0.0121354+0.0094676j -0.00116677-0.0145732j 0.0093946-0.00164379j -0.00884806-0.000281284j 0.00741345-0.00121038j 0.00425405-0.00431344j 0.00114117+0.00396706j 0.00541176+0.00352027j 0.00373644-0.00952324j 0.00117454+0.00361195j -0.00619242+0.00919275j 0.00245883+0.00164819j 0.00893646+0.00889535j 0.0104804+0.00432195j 0.00643775+0.00480974j 0.00509272-0.0114101j -0.00296527+0.000315814j 0.0130849-0.000142618j -0.00888863-0.00189471j -7.68762e-05-0.000254147j -0.00225051-0.000204868j 0.000721114+0.00101457j 0.00727164-0.000703315j -0.00185697-0.00108913j -0.00417209+0.00203717j 0.00494648-0.00456709j 0.00149958-0.00276932j 0.00186904+0.00247268j 0.00148095-0.000966212j 0.00354829+0.000188997j 0.0056018+0.00223132j -0.00169894-0.000289618j 0.00293931+0.00327308j -3.94345e-05-0.000910166j 0.000700254+0.00354841j -0.00015299-0.00150418j -0.00281983+0.00117041j 
0.00224849-0.0109732j -0.0172206+0.000679424j 0.000699398+0.00377148j 0.0020665-0.00347871j 0.00231398+0.0007082j 0.00155465+0.00565493j -0.00662445-0.000893024j -0.00521664-0.00431476j 0.000814672-0.00235079j -0.00568639-0.00327933j -0.0029455+0.00891888j -0.00182277+0.001017j 0.00234804+0.00273286j 0.00190403+0.00112541j -0.000586459-0.00238232j -1.38439e-05+0.00196478j 0.000317392-0.000514648j 0.00231469+0.00151472j -0.00570693+0.00098863j -0.00274698-0.00124119j 0.0005926-4.98441e-05j -0.00313969+0.00138688j 0.00564411+0.00217155j -0.000646881+0.000794712j 0.000634974-0.00129676j -0.00161075-0.00122917j 0.000768971-0.00431068j -0.00101936+0.00236278j 0.000221499-0.000869658j 0.00479887-0.00606883j -0.00719443+0.00849818j -0.0118587-0.015438j -0.0105119+0.0156505j 0.0144668+0.00511511j 0.00547251+0.00370929j -0.00264533+0.00212154j 0.000998474+0.00694543j 0.00140395-0.00284033j 0.00921331-0.000201619j -0.00651619-0.00281341j -0.00605482-0.0041982j 0.0106373-0.00466046j 0.00667622+0.00586996j 0.00338582-0.00308522j 0.00262569-0.0114066j 0.00521467-0.00484291j 0.00625131-0.0070778j -0.0087238-0.000610527j -0.00271968-0.00128574j -0.000590007+0.00909167j -0.00446718+0.00279272j -0.00170167+0.00219013j -0.00299107+0.00720615j -0.00836093-0.00349093j 0.00439607-0.00324949j 8.8163e-05+0.00188326j -0.0064657-0.00189315j 0.00850179-0.00445674j 0.00796866+0.00395816j -0.000645621+0.00543425j 0.00120161+9.49943e-05j 0.00430099+0.00268968j -0.00253982+0.00038078j -0.00190631-0.00155819j 0.000923864+0.00528959j 0.00219309+0.00471734j 0.00256863+0.000693319j -0.00403+0.00229386j 0.00171187+0.00173956j 
-0.0148759-0.000748848j 0.000134695+0.00939592j 0.00191227+0.00023951j -0.00464246+0.00284707j -0.000170392-0.00147792j 0.000651943+0.00200494j 0.000934612+0.000431786j 0.00614932-0.00578987j 0.00320118-0.00135222j -0.000738482-0.00670714j -0.00366185-0.00247868j -1.25217e-05+0.000446785j -0.00459199+0.00736684j -0.000729544+0.00318806j 0.000389711-0.00405816j 5.74848e-05+0.000232885j 0.00186469-0.000546124j 0.0015045+0.000494316j -0.000821629-0.00259091j -0.000252133+0.00176597j -0.00190716+0.000981801j -0.00360461-0.000296926j -0.00106744-0.00393134j 0.00143471+0.000880032j 0.00138298-0.00313878j 0.00106763+0.00302243j -0.0043614-0.00205863j 0.00116101+0.0010446j -0.00254196+0.00255993j -0.00346778+0.00597184j -0.0030417+0.00565741j -0.00811748+0.0133926j 0.00777163+0.00545005j 0.00130729-0.00430551j 0.00023422+0.0111135j 0.00821207+0.00522441j -0.0020411-0.00737061j 0.00369217+0.0008874j 0.00344005+0.00125639j 0.00194104+0.00733372j 0.00482936-0.00676257j -0.00133615+0.00244563j -0.00231995+0.00432073j 0.000355288+0.00892228j 0.000490921-0.00225334j 0.00345114-0.00213751j 0.00267941+0.00716927j 0.00689276-0.00842644j -0.00150685+0.00047322j 0.00720106+0.000289043j -0.00308841+0.00256033j 0.000737834-0.000808492j 0.00157412+1.02725e-05j 0.00834331-0.00158317j 0.00226804+0.00310955j -0.00120774-0.00235305j 0.0017748+0.000947493j 0.00137669-0.0025754j -0.00588499-0.0016149j 0.000783196-0.00102944j 0.00170061+0.000771293j 0.00486752-0.00153291j 0.00724426+0.00106089j -0.000903222+0.00158199j 0.00394273-0.0049383j -0.0020323-0.00320396j -0.000364994+0.00239693j 0.000280391-0.00238354j -0.00282912-0.000695497j 
-0.00165242-0.00801475j -0.00970227+0.00277315j -0.00103826-0.000253994j -0.00100497-0.00238725j 0.00168105+0.00423973j 0.0052694-0.00555059j 0.00185191+0.00290794j -0.00495678-0.00253749j -0.00405855+0.00508834j -0.00513946-0.00285031j -0.0021591+0.00320389j 0.00234404+0.00237705j 0.00804923+0.0011059j 0.00204241+0.00145876j -0.00352181-0.000598791j 0.00299778+0.00133283j 0.00895907+0.00114146j -0.00067995-0.00101459j -0.00505731+0.00140735j 0.00671076+0.00394293j -0.00681812+0.000930456j -0.00267371-0.00118501j 0.000792886-0.00100756j 0.00568603+0.0050215j 0.00123748+0.00305187j 0.00177148-0.00239052j 0.000653862-0.00495918j -0.00512763+0.0027813j -0.00217696-0.000602958j 0.00198862-0.000139565j -0.000302712+0.00271476j 0.00357263-0.00287381j 0.00355064+0.0102204j 0.000774149+0.00223771j -0.0080501+0.00147595j -5.9751e-05+0.0172692j -0.00383009-0.00664354j 0.00444022-0.00472807j 0.00204491-0.00558011j 0.00339387-0.00457628j 0.00831044-0.00990573j 0.0022091-0.00391918j 0.00282574-0.00347095j 0.00508962+0.00472924j 0.00493603+0.00091004j -0.0031901-0.0059452j 0.00449126+0.00181913j -0.00353989+0.00124451j -0.0033649-0.00144511j 0.00398242+0.000878193j -0.00428801+0.00294992j -0.00123673-0.00584009j 0.000212839-0.000441792j 0.00291518-0.000636063j -0.000298222+0.000561136j -0.00730445-0.00118726j -0.0022365-0.00205302j 0.00539214+0.000405833j -0.0055492-0.00488077j -0.000740953+0.00167621j -0.00293948+0.00231526j 0.00168269+0.00262842j 0.0057939+0.00658873j -0.00617335+0.000928532j 0.00761234-0.0040526j 0.00389573-0.00417196j -0.00639487-0.00292874j -0.00356453-0.00329346j 0.000544309+0.00440687j 
-0.00196271-0.000459379j 0.00181183+0.00143301j 0.00186112-0.000857932j -0.000460683-0.00136937j -0.000862563+0.00287825j 0.000149091+0.00307115j 3.31014e-05-9.25284e-06j 0.000402761-0.00197715j 0.00176284-0.00130636j 0.000943256+0.000509944j 0.000661043-0.000209725j -0.00167419+0.00234407j -0.00166318+0.000794473j -6.1536e-05+1.32316e-05j 0.000314283-0.00116142j -0.000950491+0.00032297j -0.00184319+0.00111026j 0.000467137+0.000666188j -0.000606575+0.000207914j -0.00394684-0.000142407j -0.000370539-0.00121437j -0.00105449-0.00106013j -7.12888e-06+0.000197019j 0.000484283-0.000487951j -0.00159148+0.000391158j 0.000460865+0.00190931j -0.000510191+0.000717977j 0.00184617+7.4229e-05j 0.000452397+0.000522672j -0.00414483-0.00180102j 0.00114348+0.00248503j -0.00376548+0.0024502j 0.00457916+0.00828052j 0.00669722+0.00513758j 0.00248063+0.00441337j 0.00447536-0.00677546j -0.00681953+0.00389418j -0.00227021+0.00214857j 0.00779201-0.00417224j -0.00254246+0.00516183j 0.000968278-0.000641153j -0.003166-0.00188747j 0.00263331+8.56353e-05j -0.00551064-0.00349559j -0.003497-0.00932065j 0.00289344-0.0028602j -0.00164333+0.00322312j -0.000379688+0.000217694j -0.00241874-0.00240326j -0.00241615-0.0034726j 0.00368726+0.00533931j 0.000485064+0.000752689j 0.00336355+0.00362588j -0.000437556-0.000622673j 0.00594484+0.00288045j 0.00587562-0.00285158j -0.00202627+0.0001282j 0.00469055+0.00468893j -0.00129583+0.00795323j -0.00160478+0.0002357j 0.00424778+0.000638278j -0.000713521-0.00209088j -0.0017271+0.00206283j 0.00440642-0.00059219j -0.00312251+0.00310246j 0.00217877-0.00239034j -0.000897202-0.00275372j 0.000782138+0.00199537j 0.00148746-0.00213175j 
-0.00339244+0.00133219j 0.0018594+0.00230768j -0.00276602-0.00197855j -0.00428361+0.00129962j 0.00042824-0.000636838j -0.000746532+0.0056902j -0.00428013-0.000906767j 0.00183367-0.00301829j 0.00231093-0.00197877j -0.000676153-0.00249109j -0.00216459+0.00152619j -0.00155435-0.000319527j -0.00242703+0.00402088j -0.00173526+0.00177492j 0.00127988-0.00387748j -0.000314273+0.000551441j -0.00253872+0.000413761j 0.00116787+0.00148989j -0.00137554+9.52849e-05j -0.00335539-0.00155211j 0.00172419+0.000992352j -0.00281968+0.000628462j 0.00198277+0.000866403j 0.000209506-0.000722696j 0.000741987-0.00213333j 0.00196987+0.00216409j -0.00186499-0.00185219j 0.000372359+0.00029676j 0.000128203+0.00192573j -0.00243907+0.00562288j 0.00100855+0.00293647j -0.000149789+0.00988385j 0.00594746-0.00425484j 0.00218893-0.000823015j 0.00267148+0.00206381j -0.00313919-0.000779899j 0.00186141-0.000585333j 0.000380953+1.86186e-05j 0.00392726+0.00516044j 0.00264363+0.00221747j -0.00234071+0.000609989j -0.00051592+0.00116385j -0.00158561+0.00608983j -0.00286141+0.000280134j 0.00483674-0.00205087j 0.00258549-0.000854506j -0.000913538+0.0028017j 0.00235749-0.00589177j -0.0017728-0.00339339j 0.000525353-0.000884543j -0.00347696+0.00273285j -0.00106806+0.00238693j 0.000692513-0.00145456j -0.000832269-0.00125138j 0.00348529-0.000434595j 0.00129141+0.00142622j -0.00283968+0.00180879j 0.00236167-0.0048962j -0.000799662+0.00149753j 0.000622778+0.00216558j 0.00424456-0.00152423j 0.00165579-0.000107371j 0.00341307+0.000871304j 0.00162907-0.000385277j 0.00091373+0.00116517j -0.00100121-0.000267536j 0.00115553+0.00211455j 0.000548634+0.000501542j -4.5766e-05-0.000821303j 
