-0.12473-0.0430077j 0.0484147-0.126864j 0.217079-0.149533j 0.165888+0.230461j 0.140148+0.0807466j 0.0905687+0.209703j 0.22011-0.227815j -0.0965904+0.0956246j 0.125501-0.0421006j 0.185712-0.106557j -0.100098-0.211823j -0.0625172+0.10284j -0.152205-0.194547j -0.0108743+0.0147103j -0.0459345+0.144868j -0.0278227-0.0505521j 0.0684086+0.0646622j -0.140764-0.00594852j -0.029927+0.0201381j -0.177671-0.0106617j 0.182972-0.0342302j 0.00346018+0.138813j -0.0383204+0.0412104j -0.0953977-0.00569186j -0.0470367+0.152645j -0.0828914+0.210686j 0.152665+0.172932j 0.17716+0.16831j 0.198819-0.129776j 0.0797088+0.0186554j -0.0179447+0.0990236j 0.103322-0.0466881j 0.0350473+0.0854355j -0.0357917-0.0195831j 0.0140765+0.0384256j -0.0481164+0.0197099j -0.0311793-0.0208001j -0.00302136+0.00931318j -0.034823-0.0226699j -0.015303+0.0195064j -0.029988+0.0152595j -0.0311658+0.0224292j 0.0233479+0.0108121j -0.0250235-0.0140208j -0.00207944+0.0222618j 0.0224698+0.00596717j -0.00427646+0.005185j 0.0113362-0.00158598j -0.00837021+0.0111441j -0.000284746+0.0256259j -0.00443831+0.0136451j 0.0128195+0.0208854j -0.00515855+0.00725814j 0.011853+0.0272555j -0.0236187-0.0223499j 0.00899991-0.00156853j -0.0130402-0.0118261j 0.00874044+0.00889503j 0.0055173-0.00176475j -0.0184931+0.0179423j 0.018915-0.00383444j 0.00561199-0.000596077j -0.00590975-0.00290139j 0.0149183-0.0165997j -0.0285713-0.00290962j -0.0135955+0.0239839j 0.0126297+0.0178177j 0.0287589+0.00554369j -0.00353016-0.0219072j 
0.00133281-0.00012938j -0.000655461+0.000548185j -0.000800508+0.00036488j 0.000106914+0.000991821j -0.000314632+0.000479681j -0.00154831+0.00218766j -0.00235352-0.00112144j -0.00107832-0.000191303j 0.00205611+0.00431993j 0.000278647+0.000798453j 0.000157868-0.00149237j 0.000969971+0.000870048j -0.00121942+0.00184777j 0.00182402-0.00114353j -0.000827864-0.00242947j -0.000637201+0.00156153j 0.00207293+0.00162932j -0.000197765+0.000693879j -0.00272339-0.000410922j -0.000775611+0.00335578j 0.000124131+0.00405012j 0.00149027-0.00292601j -0.000245593-0.00294241j 0.00107337-0.00123218j 0.00228257-0.0017423j 0.00130577-0.00089989j -0.0015882+0.00132289j 0.00113722-0.000592497j 0.00102573+0.00120184j 0.000630732+0.000850297j 0.00136764+0.00285677j 0.000851461-0.000162066j 0.00134841-0.00113021j -0.00177374+0.00106951j -0.00460793+0.00623951j 0.00373955+0.00227948j -0.0064791-0.000709267j -0.00218564+0.00350549j 0.00180046+0.00365662j 0.00133909+0.00145408j -0.000903674-0.000298424j 0.00291326-0.00286121j -0.000516879+0.00303733j -0.00914872-0.00763j 0.00336709-0.0130091j -0.00201366-0.00315662j 0.00104779-0.00332654j 0.00508645-0.00930969j -0.000317951+0.00155331j -0.00374844-0.000249598j 0.000750845-0.00218763j -0.00378182+0.00505324j 0.00161504+0.00823236j 0.00702806-0.00876448j -0.00223848-0.00244953j 0.0125096-0.0012844j 0.00108979+0.008547j -0.00898795+0.0021473j 0.00547269+0.00315025j -0.00677159-0.00221922j 0.00297167-0.00326668j 0.00398078+0.00198313j -0.000273819+0.00205294j -0.00667243+0.00243845j 0.00190933-8.62297e-05j -0.000486998-0.00363678j -0.000668844-0.00345103j -0.000294965+0.000103908j -0.000179427+0.00166459j 
0.00184744+0.0023967j 0.000800699+0.0054336j -0.00560223+0.00163636j 0.000985099+0.00103352j 0.00231368-0.00239038j -0.00602422+0.00878174j -0.00477021-0.00146863j 0.00427258+0.00204662j 0.00374491+0.00143969j -0.00125977-0.00641023j -1.4289e-05-0.00313329j -0.000780612-0.00262763j 0.00194911+0.000980853j -0.00395071+0.00164039j 0.00234547-0.0047402j 0.000205108+0.00344759j 0.00248675+0.00851766j -0.00344825-0.00419408j 0.000945972-0.00228087j 0.00312193-0.00220297j 0.00631447+0.00387637j 0.000597481-0.00724576j 0.00409825-0.00354435j -0.00463965+0.00362952j -0.00233573-0.00832749j -0.00350502+0.00626845j 0.00173049+0.00275456j 0.00432211+0.000177361j -0.00139395+0.00518432j 0.00496054-0.000915568j -0.00293306-0.00173682j -0.00282002+0.00141151j -0.00308103-0.00471393j 0.000507924+0.0036431j 0.000120818-0.00322222j 0.00123161+0.00448193j 0.0046611-0.00420752j -0.000628775-0.000644154j 0.0025195-0.00282003j -0.000968022-0.000625408j -0.0027395+0.00284875j -0.00351351+0.000344928j 0.00593365-0.00258973j 0.00168761+0.00587751j -0.00506076+0.0038745j -0.00366894-0.00210449j -0.000685454+0.00226473j -0.00372133-0.00502699j 0.00327938-0.00362869j 0.00164705+0.000154409j -0.00258169+0.0019315j -0.0064337+0.00107756j -0.00369226-0.00865084j -0.00402828-0.00277567j -0.00899817-0.00538097j -0.0130576+0.00601781j 0.00221422-0.0102038j 0.00050022-0.010647j 0.00144493-0.00283891j 0.00533352-0.003388j 0.00631216+0.00221692j -0.00118956+0.0029959j -0.00666706+0.00297114j -0.00855349-0.0056245j 0.00448321-0.0100037j -0.0029113+0.00908032j 0.0050585+0.00281684j 0.000830301+0.00254363j -0.000578205+0.0029132j 
0.00247285+0.00441391j 0.000854363+0.003555j -0.00055173+0.00347711j -0.000707664-0.00266108j -0.00171169-0.000169399j -2.83831e-05-0.00264343j 0.00119391+0.00240575j 0.00708811-0.00127975j -0.00126576-0.00330139j 0.00209525-0.000641204j 0.00286804+0.00239979j 0.00118556+3.76445e-05j -0.00451572-0.00033421j 0.00141502+0.00431691j 0.00668188-0.000402563j 0.00465219+0.00189708j -0.0045693+0.0012502j -0.0016932-0.00123487j 0.00465595-0.00228166j -0.00226485+0.000399349j -0.00219538+0.00248982j 0.00105452-0.00103403j 0.00537637-0.00527181j -0.00120294+0.00351813j -0.00213597+0.000765784j -0.000305956+0.00223335j 0.000104822+0.000601157j 0.00428422-0.00375643j 0.0012751+0.00375192j 0.00586521-0.00246687j -0.00378203+0.000143749j 0.00197714-0.00327933j -0.000541916+0.00292404j -0.00486673-0.00659624j -0.00295046-0.00495842j -0.00393769-0.00146788j -0.00226261+0.0038364j 0.00511617-0.00777135j -0.00306998-0.00677795j 0.000247885-0.00645682j -0.00195688+0.00106906j 0.00442908-0.00369436j -0.00541233+0.00145388j 0.0063722+0.000711149j 0.0026498+0.00663198j 0.00291834-0.00135839j 0.00561479-0.00552511j -0.00308507-0.000504669j -0.00701432-0.00294653j 0.00192955+0.00111244j -0.00136866+0.00533131j 0.00414392-0.00780381j -0.00152825-0.000667623j 0.00134989-0.00427525j 0.00125746-0.000976255j -0.0109349-0.000471722j -0.00918284-0.00347437j -0.0101226-0.00404724j 0.0084096-0.00088095j -0.00403271+0.00696859j -0.010221-0.00883435j 0.00241993-8.11721e-05j 0.000261958-0.00573077j -0.00862601+0.000622435j 0.00233474+0.00292538j 0.00126118+0.00449188j -0.00241044-0.000965918j -0.00212759-0.000553124j 0.00112217+0.00448346j 
0.00130047+0.000169601j 0.00141051-0.00335249j 0.000657838-0.00274024j 0.00109619+0.000222511j 0.00105195-0.00433702j -0.00366977+0.00472224j -0.0052212-0.00216239j -0.00187589+0.000989497j 0.0073164+0.00182072j 0.00449616-0.0010878j 0.000582796+0.00243491j 4.37281e-05+0.000584349j -0.00425712+0.000255473j -0.00101184-0.00150089j -0.00170704+0.00246561j -0.00163772-0.0021514j -0.0037687-0.00450745j 0.00309568+0.00367971j 0.000889089+0.00300429j -0.00225372-0.00158286j 0.00349162+0.00206104j 0.000614278+0.00191999j -0.00301808+0.00431252j -0.000459213-0.00967377j 0.00511581-0.00320896j -0.000442265-0.00196792j -0.0034332-0.000210415j 0.0029439-0.000744629j 0.00276642-0.00192589j -0.00129675-0.000502888j 0.00121146+0.004751j -0.000938768+4.97244e-05j -0.000677027-0.00164572j 0.00136765+0.000570714j 0.000318026-0.00260959j 0.0031622+0.000646469j 0.00302394-0.00257259j -0.00216995+0.000201022j 0.00387278-0.00276836j -0.00362085+0.0057817j 0.000171327+0.00267318j -0.00360989+0.00145431j -0.00299898-0.00275471j 0.000495292+0.00226165j -0.00113928-0.00191608j -0.00207161-0.000498268j -0.0049188-1.50924e-05j 0.000751005+0.00111582j -6.43142e-05-0.00319536j -0.00425588-0.000560927j 0.00160431+0.00563201j -0.00497062+0.00113848j -0.00247161-0.000217809j -0.00498676+0.00109956j -0.00285085+0.00375849j -0.00155607+0.00923318j -0.000545925-0.00202905j 0.000903914-0.00628825j -0.00122566+0.000549625j 0.00173604+0.000437717j 0.00644906-0.00185242j -0.00377956-0.0025044j -0.00373478-0.00680243j 0.00792551-0.00567935j 0.00295468+0.000608634j 0.000916854+0.000171874j 0.00619966+0.000983553j 0.00126077+0.00233198j -0.000536496-0.00216274j 
0.000138122-0.00407089j 0.00165185-0.000758572j 0.00240415-0.00261374j -0.000126453+0.000214114j 0.0030468-0.000360745j 0.00314109-0.00334364j 0.00441029-0.00120193j 0.00119911-0.00183514j -0.00462944-0.00423626j -0.00285896+0.00116186j -0.000692401+0.00108955j -0.00168221-0.00076965j 0.00349761-0.00477081j -0.00107067+0.00336395j -0.00200781-0.0012164j -0.000930929-0.00488971j -0.00522924-0.000794813j -0.00359634-0.00134258j 0.00236251+0.00537181j -0.00387429-0.0110034j 0.00455069-0.00800148j 0.00133751+0.00671511j -0.000190411+0.00384796j 0.00561019+0.00340974j -0.00617374+0.00609015j 0.00349148+0.000715806j 0.00222136-0.000775587j -0.00783433+0.00376196j 0.00545462-0.00904538j -0.00100681+0.00311534j -0.000383888+0.00202751j 0.000875837+0.00117366j -0.00109599-0.00202294j -0.00067537+0.00268704j 0.00142703-0.00400241j -0.000893683+0.0028389j 0.00319705-0.0027087j -0.00129092-0.00198405j 0.000471537-0.000897167j -0.00489626+0.00207525j 0.00270558-0.000225455j -0.00027293+0.000824065j 0.00241079-0.00247685j 0.0045187+0.00533294j 0.00217161+0.00361112j -0.00193632-0.0021519j -0.00461973+0.00469908j -0.00376001+0.00498328j 0.000945849-0.00114613j -0.00475405+0.000601299j 0.000384122+0.00302289j -0.00569543+0.00213161j -0.0051673+0.000657893j -0.00862707+0.0108134j 0.00121167+0.00993984j 0.000439808+0.00801352j 0.00142549-0.00375029j 0.00848295-0.00455355j -0.00582036-0.0025848j 0.00598214+0.00429401j 0.00107313+0.00155399j 0.000140398-0.0053171j 0.00380602-0.0089172j 0.0129518-0.00273373j 0.00396162+0.00315286j 0.00187528-0.000770142j 0.00436028+0.000242216j 0.000369735-0.000564473j -7.54664e-05-0.00302951j 
-0.00097734+0.00450444j -0.00224878+0.000152315j 0.000434655+0.00100975j 0.0020554-0.00261251j -0.000617797+0.00358259j 0.00190304-0.00600437j 0.00301953+0.00273615j 0.00371741+0.000502009j -0.00550057-0.00404333j -0.00497864-0.000308725j 0.0021763-0.000706573j 0.000894983+0.00137093j 0.0024482-0.00193894j -0.00293721+0.000860976j 0.00090102+0.0013218j 0.000557729+0.000585084j 0.00684682+0.00538417j 0.0015504+0.00105691j 0.00567656-0.00017199j 0.000816804+0.00476772j -0.0134087-0.00499835j -0.0047098-0.000947225j 0.000339362-0.00643981j 0.000726042+0.000266873j -9.6069e-05+0.00283471j -0.000936052+0.00260221j 0.00260268-0.000637803j 0.00873867-0.00556308j -0.00379872+0.00593714j 0.00270775-0.00181712j -0.00274756-0.000206994j -0.000772759+0.0015525j 0.00133225+0.000481725j 0.000647765+0.00230641j 0.0058621-0.00297724j -0.00249525+0.00162035j 0.0020194-0.0012839j -0.000519034-0.000656644j 0.00399498+0.00145792j 0.00399617-0.0029439j -0.00260006+0.00109088j -0.00414338+0.00358205j 0.00298601-0.00128107j 0.00487725-0.00262416j -0.00133988+0.00713655j -0.00329013+0.00563621j -0.00128673+0.00317696j 0.00200295-0.000988502j 0.00646153-0.000685623j 0.0106888-0.00241786j 0.000814765-0.0046534j -0.0051652-0.00149064j -0.00274513-0.011337j 0.00136139-0.00513985j -0.010396-0.00677932j -0.0102637-0.000734239j 0.00531816-0.00590959j 0.00497483-0.00896548j -0.00361527+0.00232012j 0.00237058-0.0111066j 0.00650881+0.00731827j -0.00320005+0.006187j -0.00626315+0.00688583j -0.0103618-0.00320404j 0.00137076-0.00799378j 0.000204394+0.0066342j -0.00123737+0.00517537j -0.00211057-0.000864088j -0.00170136+0.00391098j 
0.00276261+0.00234678j 6.99512e-06+0.00596434j -0.00667652+0.0068705j -0.0031115+3.668e-06j -0.00514105+0.00285421j -0.0044036-0.000546955j 0.00598747+0.0024556j -0.00141855+0.00145048j -0.00413298-0.00232253j -0.000559852-0.00320667j -0.00310211+0.00307679j 0.000459241+0.00390411j 0.0012135+0.00208733j 0.000579892-0.0019321j 0.00196465+0.00237227j 0.00604903-0.00303846j 0.0064734-0.000824081j 0.00745+0.011013j -0.00137304-0.0186413j 0.00697072+0.000359761j -0.00790648+0.00648521j -0.0164943+0.00536356j -0.00450711+0.00390823j -0.011956-0.00495986j 0.0120157-0.00213318j -0.00183471+0.00280328j 0.0059909-0.00897479j 0.00535299+0.00815021j -0.0264267+0.0198057j 0.00335117-0.00567441j 0.00374303-0.00663373j -0.00236902+0.000618747j 0.000248106-0.00330024j 0.00121248-0.00243358j -0.00155469-0.000652675j 0.001607-0.00397028j 0.00279315-0.00109959j -0.000919713-0.0025752j -0.000357574-0.00220441j -0.00465184+0.00583032j 0.00476504+0.00078849j 0.0026183-0.00160221j -0.00125497+0.00104746j 0.00173263+0.00306258j 0.00249788-0.00446329j 0.00233414-0.00105776j -0.00142692-0.00360672j -0.00423735-0.000709616j -0.00245396-0.000304481j -0.0011039+0.00258043j -0.00570708+0.00437052j 0.00338389+0.00441653j -0.00203913+0.00118288j -0.0100123-0.00471679j 0.00440203+0.00147612j -0.000738009+0.00789317j -0.0105966+0.00232725j -0.00436064+0.00573558j 0.00354373-0.00542667j -0.000977871+0.00713834j 0.0027023-0.00342259j -0.00320247-0.00430649j 0.00246699-0.00224932j 0.00725049-0.00219709j 0.00419941-0.00263932j -0.00752325-0.00223076j -0.000587359-0.0118403j 0.00493946+0.0079441j 0.00144126+0.00437285j 
0.0014626-0.00628898j 0.00235131+0.00703839j -0.00175071+0.000155608j -0.00521005+0.00365842j -0.000523713-0.000623131j 0.00060127+0.00627876j 0.00411615-0.00188165j -0.00669028-0.000550675j -0.00270933+0.00227382j 8.15336e-05-0.001645j -0.00604957-0.00158934j -0.00304783-0.00313217j 0.00783495+0.00230683j 0.00373848+0.00128343j -0.0012959-0.00494998j 0.0013149-0.00187628j -0.00423063+0.000621316j -0.00535564-0.00297395j -0.0107911-0.00791052j 0.00246242-0.0122186j 0.0177234+0.00280759j 0.00219303+0.00160675j -3.4357e-05+0.00817799j 0.000584914+0.0112198j -0.00532318+0.00198829j 0.00171563+0.00172465j 0.00406041-0.00345171j -0.0196788+0.0169507j -0.00498582-0.005345j 0.00304792+0.00756452j 0.00174822-0.00505523j -0.00182251+0.00207925j -0.00289924+0.00071181j 0.000980516+0.00130909j -0.00369444-0.000274322j -0.00115211+0.00167284j 0.00290815-0.00239593j 0.00105482-0.00268824j 0.000996518-0.00414127j 0.00229309+0.000630454j 0.00172428+0.000165334j 0.00119655-0.00284277j -0.00100819+0.000604387j 0.00169578+0.000829223j -0.00614781+0.00100745j -0.00168516-0.00182239j 0.00101656-0.000565519j -0.0043907-0.0058429j -0.000797334-0.00605624j -0.00299074+0.00129725j 0.00335549+0.0100374j 0.00415426-0.00463135j -0.000932677-0.000362418j -0.00191387-0.00286709j -0.00241789-0.00782417j -0.00246801+0.00433677j -0.0023912-0.000232249j -0.00234377+0.00211978j 0.00395242+0.0024359j 7.20617e-05+0.00265281j 0.000406124-0.006122j -0.000235392+0.00392832j -0.00635749+0.000843729j -0.00505573-0.00870515j 0.00512622-0.00238046j -0.00183049-0.00218114j 0.00739917+0.000134871j 0.000252308+0.0071561j -0.00191128-0.00398287j 
-0.00144009-0.00126712j -0.001903-0.00424433j 0.00154333-0.0010422j 0.0030533-0.00283823j 0.000610365-0.00164307j 0.00182248-0.0019405j -0.00423251-0.00094894j 0.0020107-0.000666583j 0.005063-0.00469803j -0.00264638+0.00481541j 0.00407203-0.001632j 0.00820097+0.00332089j -0.00327365+0.00206675j 0.00649428-0.00345583j -0.00560355-5.79257e-05j 0.000543775+0.000879416j 0.00353497+0.00353031j 0.00667863+0.00336293j 0.00125651+0.00140303j -0.0139415+0.0126189j -0.00152642-0.00645662j -0.00248966-0.000566924j -0.00608461-0.00291265j -0.00157672-0.0155924j 0.00511789-0.000830121j 0.00334957-0.00140806j -0.00460191-0.00128004j 0.0136482-0.0108352j 0.00693678+0.000190858j 0.0013583+3.20425e-05j -0.00154165+0.00566261j 0.00115027-0.00132014j -0.00118692+1.98361e-05j -0.00103792+0.00125203j -0.000577456-0.00428343j 0.00382793+0.0011267j -0.00169139+0.00139412j -0.00020378-0.00101048j 0.000132675-0.00425072j -0.00339023+0.0030392j -0.00267765-0.000996717j -0.00123153-0.00128889j -0.00120747+0.00294502j -0.00326808+0.00615597j -0.00199718-0.00251739j 0.00101862-0.00412141j 0.00484886+0.00472359j 0.0026703-0.0050728j -0.0075053-0.00443728j -0.00141601-0.00141333j 0.00129204+0.00229938j 0.000400451-0.000548895j 0.00247573+0.000555167j 0.00538482-0.00215519j 0.00445064+0.00525759j -0.00329175+0.00109911j -0.00458036-0.00567867j -0.00709675-0.00206754j 0.00497404-0.00328951j -0.00285674+0.00476293j -0.00786959-0.00511787j -0.000116065-0.00202362j -0.00260967-0.0054285j 0.0038574-0.000570491j 0.00109406-0.00101647j -0.000801397+0.00380385j -0.00374307-0.000294553j -0.00107644-0.00424373j 0.00215153+0.00175636j 
-0.000674318-0.000328143j 0.000143144-0.00239787j 0.00231918-0.00228738j 0.000788663+0.00255409j 0.00217922+0.00154089j -0.00226327-7.43208e-05j -0.00177292+0.001047j 4.70154e-05+0.00196854j 0.00417316-0.000642774j -0.000460787+0.00341387j -0.00427725-1.63029e-05j 0.00676767+0.00128118j -0.000496124+0.00285044j 0.00845717-0.00347163j 0.00485838-0.00610457j 0.00643744-0.00535345j -0.00335759+0.00602913j -0.00114888-0.00167603j 0.00482112+0.00105143j -0.00328686+0.000657115j -0.00108338-0.00193574j 0.00186994+0.00313047j 0.00190606-0.00204501j -0.00207624+0.00221106j 0.00278317-0.000469787j -0.00174058+0.000432086j -0.00293512+0.0011692j 0.00427307-0.0029059j 0.00345975-0.00200843j -0.000875937-0.00100358j -0.000209859+0.00294149j -0.00185215-0.000242395j 0.00211643-0.00394483j -0.00171143+0.00504614j -0.00308243+0.00155476j 0.000151033+0.00395577j 0.00301553-0.00229741j 0.00634745+0.00141758j 0.0014863-0.00402222j 0.00583466-0.00602982j 0.00282569+0.00212614j 0.000644975-0.00500628j -0.00685412-0.0031896j -0.00298568-0.00230053j 0.00148814+0.00100869j -0.00151627-0.0046459j -0.00970194-0.0150408j 0.00266787+0.00488789j 0.0106051+0.00107534j -0.000190106-0.00349964j -0.0151282+0.0073928j 0.0055037-0.00368661j 0.00585498+0.00437761j -0.00441478+0.00483482j -0.00451529-0.0108595j -0.00442063-0.000834044j 0.00742721+0.00867665j -0.000906366+0.00110629j -0.00210776+0.0036381j -0.0027317-0.00338337j 0.00617643-0.00171127j -0.000658316+0.00586652j -0.000846095+0.00211211j -0.00386617+0.0014699j 0.000758869-0.00119944j -3.93497e-05+0.000597122j 0.00257448+0.00569775j 0.00116903+0.000894299j 0.000203485-0.00105302j 
-0.000317612-9.85431e-05j -0.000633351+0.00297238j 0.00216938+0.0023299j -0.000523441+0.0026044j 3.12196e-05+0.00530375j 0.00280755-0.00257403j 0.0054027+0.00380315j -0.00175041-0.000470964j -0.00354415+0.00165372j 0.00174035+0.000177066j -0.00288441+0.000744378j -0.00151371-6.86915e-05j 0.000667515+0.00327381j 0.00183977+1.29254e-05j 0.00505072-0.00340285j 0.00146524+0.000595128j -0.00121339+0.00052762j -0.00494331-0.00418886j -0.00170456-0.00147406j 0.00431737+0.000586832j -0.00192162+0.00318339j 0.00460107-0.00263953j 0.00692224-0.0044248j 0.00337105+0.0151721j -0.00530148+0.00326635j -0.000184741-0.000825633j 0.000582147+0.0037281j -0.00616743+0.00230533j -0.000364141-0.00164658j 0.00119813+0.000137309j 0.00348897-0.00179719j 0.000980583-0.00114377j 0.000822727+0.00215342j 0.00107157-0.0047659j 0.00390678-0.00470118j -0.0021296-0.00159444j 0.00119895+0.000592203j -0.000459964-0.00370577j 0.00152291-0.0031918j -0.000946081+0.0028534j 0.00143671+0.000729335j -0.00122571+0.00121102j -0.00842799+0.0038519j 0.00646551-0.000959248j 0.00267517+0.00351359j 0.00220473+0.0013629j -0.00296014-0.00431222j -0.00108585+0.00331454j -0.00566551-0.000197299j -0.00124315+0.000285472j 0.00343014+0.00667139j -0.000501005-0.00357007j 7.16145e-05+0.000431917j -0.00168579+0.00103965j 0.00322385+0.00157998j -0.000992034+0.00670985j -0.00628125+0.000501705j -0.00238518-9.74667e-05j 0.00183942+0.000396437j -0.000392059+0.0033364j -0.00357613-0.00405009j -0.00200325-0.00188753j -8.02166e-05-0.00564325j 0.00894633-0.00178323j 0.00343013+0.00375608j 0.00174076+0.000467962j 0.00120259-0.00226294j -0.00140853+0.00219252j 0.000668975-0.00100361j 
-0.000821214+0.00385159j -0.00434114-0.00332757j 0.00390193-0.00255527j -7.9766e-05+0.00436835j -0.0012566+0.00481518j 0.000791665-0.00212032j 0.00247659+0.00207119j -0.00666542+0.0039044j 0.00131603+0.00742718j 0.00903043-0.00098151j -0.00358225+0.00199934j -0.00357167+0.00148234j -0.00590731+0.00474994j -0.00386344-0.00381494j 0.00378826+0.00443893j -0.00332895+0.00105338j -0.00248094-0.0119909j 0.00362793+0.00142322j -0.00166051+0.0014858j 0.0121628+0.00236083j -0.00754576+0.012927j 0.00388892+0.000925418j 0.00206577+0.000894476j 0.00347009+0.00319311j 0.00723717+0.000770053j -0.00433563-0.00548626j -0.00329267+0.00267851j -0.00562818+0.00210617j -0.00301824+0.00131071j -0.00310907-0.000144191j -0.000889102-0.000325083j -0.000313228+0.00241453j -0.000295743-0.00127298j 0.00100616-0.00102925j 0.000820753+0.0080024j -0.00077598+0.00309307j -0.00185502+5.89622e-05j 0.00141906+0.00474722j -0.000357475+0.00888501j -0.00125682-0.00671929j -0.00192208-0.00280875j 0.00166051-0.00132685j 0.000968211+0.000680465j -0.00598704-0.00271184j -0.00188365-0.000165541j 0.00244148+0.00492992j -0.000493551-0.00132698j 0.000587633-0.00283651j 0.00690374+0.00270404j 0.00207647-5.36775e-05j -0.00158659-0.00319279j 0.0036307-0.00298512j -0.000210934-0.0023669j 0.00805378-0.00480303j -0.00813764-0.00646126j 0.00221983-0.00865519j 0.010013+0.00180064j 0.00361694+0.00623242j -0.000128034+0.00438587j -0.00247314-0.00667099j 0.00360496+0.00314555j 0.00798658+0.00313283j 0.00638792+0.0113022j -0.00899624+0.00867465j -0.00363431-0.00096754j -0.00224614-0.00487328j 0.00404401+0.0063712j 0.00166848-0.0001819j -0.00402679-0.000179269j 
0.000252368-0.000764545j -0.000660386-0.00409219j 1.35059e-05-0.00303287j 0.00265804-0.00190987j 0.00376423-0.00474815j -0.00146275+0.00174899j -0.00247577-0.00294251j 0.000964938+0.00386004j 0.00138558-0.000518605j -0.00879339+0.000328067j -0.00690078-0.0012501j 0.00147402+0.00163806j 0.00789017-0.00559319j -0.00509558+0.00144847j -0.00614078+0.000137271j -0.00204496-0.00370916j 0.00546039+0.0045297j 0.000288437-0.00126787j 0.0101795+0.00445278j 0.00312328-0.00892177j -0.0056565-0.00745829j -0.00592718+0.00501148j -0.00334349+0.00474301j -0.00450646-0.00545434j 0.000486873-0.00343172j -0.0044311+0.00172843j 0.00377316-0.00106613j 0.00569508-0.000594743j -0.000596438-0.00128584j -0.00314583-0.00104979j 0.00155205+0.00435993j -0.00225225+0.000407696j 0.00322254-0.00128451j -0.000650484+0.00429244j -0.00557246-0.00150334j 0.00237165+0.0010405j 0.00255994-0.00437194j 0.00134399-0.00133385j 0.00188669-0.00125993j -0.0013497+0.00127992j 0.0013904-0.00109581j -0.00413162-0.000363492j -0.0122539-0.00110119j 0.000461924+0.00137353j 0.00400254+0.0011506j -0.00319911+0.00131112j -0.00713401-0.0060805j 0.00137832+0.00318083j 0.000359236-0.00510202j 0.00270448-0.00420013j -0.0065173+0.0141143j 0.00465268-0.000954052j 0.00692139-0.0020862j 0.00248806+0.00377255j -0.000390828-0.00361516j -0.00386347+0.00378224j -0.00221965+0.000888751j -0.00138131-7.77637e-05j -0.00514582+0.00367766j -0.000102971-0.00142033j 0.00253861-0.000612735j -0.00374471+0.00228978j -0.00422061-0.00158672j 0.00267417-0.00515714j 0.00188858-0.00166362j 0.000605428+0.000692833j 0.00247408+0.00135428j 0.00114017+0.00186904j 0.00202417-0.00163586j 
-0.000430676-0.00461108j -0.00082438+0.00275728j 0.00160949+7.66952e-05j 0.000521629+0.00257784j -0.00066576+0.00198286j 0.00416037+0.000502599j 0.000491893-0.00101499j -0.000803685-0.00551136j -0.00337289+0.00321336j 0.00407961-0.00649992j 0.00849297-0.000865382j -0.00196345+0.00166928j -0.00190238+0.00125077j -0.00291918+0.00438686j -0.00321804+0.00530322j -0.00201337+0.00451925j 0.00105305-0.000732659j 0.00246234+0.00249795j -0.00752334+0.00210149j -0.00228665+0.00847285j 0.00324536+0.000679878j 0.000437333-0.00237053j -0.00263262-0.00136268j 0.00280773-0.00490221j -0.00112094-9.00313e-05j 0.00493376-0.000315663j -0.00294404-0.000483125j -0.000377944-0.000616997j 0.00437643-0.00193732j 0.00443212+0.00259433j 0.00168179+0.00162018j 0.00069646-0.00364053j -0.00027161-0.00257506j 0.000971349-0.00132394j 0.00194538-0.0048289j 0.00070716-0.0038519j 0.00281238-0.00208917j -0.0015486-0.00128981j -0.000738392+0.00323965j -0.0019993+0.0027212j 0.00157456-0.00108931j -0.00355274+0.00400338j -0.000286321-0.00283568j -0.0003167+0.00713216j 0.00294271+0.00478568j -0.00797882-0.00159429j 0.00059997-0.000283249j -0.00449537-0.010171j 0.00119643-0.00119749j -0.000148795-0.00127587j -0.00294644-0.0018223j -0.0134572+0.0116267j -0.000347121+0.00154765j -0.0126038+0.00177712j -0.00186672+0.00194245j 0.00492243+0.00996308j -0.000441321-0.00294522j -0.00117084-0.00297806j 0.000190079-0.00512092j 0.00302093+0.0044489j 0.00162087+0.00346231j -0.00292487-0.000214j -0.00129161-0.00506719j 0.00262606-0.0019676j 0.000886722+0.000527258j -0.000754573+0.0039504j 0.00262841-0.00273695j -0.00147267+0.00157093j 0.00241069+0.000609942j 
