0.108884+0.0144261j 0.0129315-0.121667j -0.0608002-0.0787261j 0.107768-0.0831961j 0.0834868+0.0621334j 0.126329+0.000260655j 0.0059186-0.107774j -0.0452464-0.135749j 0.0738582-0.0459686j -0.06409+0.0139186j 0.012952-0.0512687j 0.022836+0.0911014j -0.141104+0.106701j 0.0671828+0.0903656j -0.0890816-0.0647731j -0.13169+0.0213083j -0.0199135-0.0595443j -0.0374848+0.0534353j -0.0107051+0.142676j 0.00317382+0.00674336j -0.180881+0.00405184j 0.0118948+0.173596j 0.0762036+0.0282496j 0.0309846-0.0597306j -0.145515-0.00183553j -0.047605-0.118751j -0.00758765-0.110369j -0.0701047+0.0448859j -0.0188796-0.0743954j -0.032184+0.0156021j -0.0764202-0.0268391j 0.0988518-0.0189061j 0.0283593-0.164671j 0.100793-0.0190412j 0.128433+0.00570482j -0.127584+0.0970469j 0.0255909+0.0414965j -0.102604-0.10644j 0.120072-0.0403568j -0.0350618+0.0816368j -0.00579666-0.0799345j 0.00379989+0.00399835j 0.0318985+0.0268474j 0.0256093+0.0439521j 0.0121812+0.283938j -0.0766646-0.10085j -0.00434084-0.0135613j -0.0249843+0.180787j 0.114589-0.0694773j 0.0217573+0.0439242j -0.0958904-0.0191189j 0.0747187+0.0372663j -0.00325236-0.00430143j 0.0278735+0.0116901j -0.0101928-0.0614418j -0.231709-0.0473907j 0.0989807-0.00683271j -0.014213+0.075464j 0.117622-0.152369j 0.0299142-0.0303571j 0.0632625-0.0593088j 0.0543396+0.111974j -0.0893022-0.121052j -0.0959157-0.0550625j -0.03545+0.0278507j -0.0479114-0.00608998j 0.0523476-0.0281062j 0.0469088-0.0872936j -0.0190337-0.00416828j 0.0285665-0.0181919j -0.0210855+0.0250465j 0.048878+0.0153811j 0.00965007+0.0646267j -0.0671814-0.0522125j 0.06172-0.0446667j 0.0092328-0.0414773j -0.0573722-0.0100576j 0.0134042-0.00335749j -0.051219+0.0243241j -0.000647738-0.0130499j -0.0131212-0.0272006j -0.00645296-0.0125476j -0.0205224+0.011202j 0.0263991-0.0294282j -0.0102751-0.0393005j 0.024873+0.00102021j -0.00651749+0.0124368j -0.0655423+0.0029798j 0.0244045-0.0785085j 0.0819901+0.0306959j 0.0143203-0.0624943j 0.0656581+0.0180725j 
0.00533433+0.00336991j 0.00550747-0.00358054j 0.00121323-0.0021932j 0.0085076-0.00411851j 0.00173348-0.00248608j 0.00511403-0.00424259j -0.000353818-0.00508593j 2.65599e-05+0.00159272j 0.0099834+0.00917932j 0.00300031+0.00554251j -0.00639844-0.0117789j 0.00188189-0.00409658j 0.000487163+0.0108711j 0.00789365+0.0113878j -0.0107479+0.00901696j -2.71745e-05+0.00056938j -0.0130375-0.00296262j -0.0086729-0.00036384j -0.00884636+0.00536431j -0.00165186+0.0098579j -0.00365388+0.00865489j 0.00496617+0.000102186j -0.000420554+0.00995718j 0.00893073-0.00033044j 0.00488982-0.00447505j -0.0113368+0.0201243j 0.0111295+0.00409419j -0.0078073+0.00723443j -0.0144434-0.00304196j 0.00232571+0.00660205j 0.00246455+0.00167477j -0.00380931+0.00554603j 0.00733234+0.000339008j 0.00839377-0.0006312j 0.0103844+0.00474364j 0.00133864+0.00173021j -0.0108084+0.00946622j 0.00455763-0.00180984j 0.000547056-0.000913357j 0.00517574+0.00114913j -0.0163334+0.000733222j -0.0238273+0.00608686j -0.00452378+0.00237951j 0.00621629-0.00294659j -0.000883218-0.00120675j 0.0248431-0.00164855j -0.0084553-0.00214165j 0.0097808-0.00283432j 0.00556417-0.00450078j 0.000179947+0.00211778j -0.00507574-0.00914496j 0.00386404+0.00794586j 0.00298222+0.00257849j 0.00417383+0.00424287j -0.00367476-0.000662213j -0.00496569+0.00563741j 0.00147866+0.0135981j 0.00776693+0.00904601j 0.00365827-0.00135174j 9.11629e-05+0.00503926j -0.00320962-0.00717009j -0.00293431+0.00242107j 0.00191431+0.00354478j -0.005919+0.00415589j 0.00337511+0.00792565j 0.00466517+0.00714926j 0.00512467+0.00395494j 0.00179603-0.00523363j 0.00659418+0.00703615j -0.000917786+0.00500684j -0.00647214+0.01026j 0.00237454+0.0094881j -0.00614234+0.0128506j 0.00221654-0.00410501j 0.00563061+0.0106029j 0.00152569+0.00512781j 0.0132848+0.000248297j -0.00451715+0.00832238j -0.000840616-0.00389903j -0.00588375+0.00093129j 0.00087643+0.0138819j -0.00549695-0.00799928j -0.0124558-0.0021513j 0.00347735+0.000542391j -0.00253903-0.000527768j 0.0034872-0.00220299j 0.0013552+0.000763186j 0.00137212+0.0015783j 0.00621901-0.00650399j 0.000287294+0.00627489j 0.00385722+0.00149428j 0.00159559+0.00356647j 
0.00053797+0.00430924j 0.00344261-0.00189497j -0.00261907-0.00249061j -0.00394443-0.000263897j 0.00712914+0.00876436j -0.00356813-0.000596138j 0.000854616+0.00549623j 0.000493722+0.00316656j 0.000785607-0.00749089j -0.00484358-0.00787832j -0.000859529+0.00760762j -0.00471331+0.00243205j 0.00445707+0.000576622j -0.00728383-0.00113768j 0.006002-0.00306973j -0.00465627+0.00185654j -0.00893868-0.00160658j 0.00123922+0.000853258j 0.00381072-0.00461864j -0.00374806+0.00292519j 0.00214948-0.000362535j 0.00568186-0.0099256j -0.00219401+0.00770884j 1.13114e-06-0.00382713j 0.00278024+0.000315061j 0.010743+0.00184816j 0.00607823+0.000448742j -0.00677933+0.00847723j -0.00978653-0.0134565j -2.1236e-05-0.000383402j 0.00766687+0.0103911j 0.00498172-0.00444292j -0.000143335-0.016754j -0.00118108-0.00374606j 0.00519418-0.000347736j 0.00375807+0.00130905j 0.00672324+0.0121606j -0.00731853+0.0040935j -0.0187074-0.00356584j 0.00411792+0.00258866j 0.00367288-0.00107119j -0.0154387-0.00429182j 0.00768656-0.00538799j 0.0113773-0.00183231j -0.00253666+0.00566805j -0.00103746+0.00815916j -0.00717422+0.0020288j -0.00299164+0.00719888j 0.00333634+0.0044331j -0.00576389-0.00776379j -0.00234225+0.00233464j -0.00142109+0.00153907j -0.00748137+0.00916605j 0.000912809+0.00593848j 0.0043902+0.00183201j -0.00284868-0.00347432j 0.00539967+0.00785514j 0.00204914+0.0099294j -0.00353527+0.00486134j 0.00513791+0.00282809j -0.00350163-0.00166643j 0.00640145+0.0018907j 0.000456613-0.00155444j 0.00349605-0.00568842j -0.000796031+0.0087023j -0.00744545+0.00121981j 0.00545489+0.00509818j 0.00380024+0.000834892j 0.00789039+0.00787463j 0.00150819+0.00250605j -0.00487819+0.0139488j 0.00478026-0.00255398j -0.00501748+0.0063622j 0.00193299+0.00583525j 0.00475124+0.00751379j -0.00456907+0.00544706j -0.000597447-0.000712963j -0.000730991+0.000489202j 0.00139366-0.0117799j -0.00153324-0.00409454j 0.00448245+0.0103296j 0.00288774+0.00208945j -0.0055118-0.000525194j -0.00658928-0.00379336j -0.00339462+0.00275631j 0.00365517+0.000665306j -0.00555946-0.00358807j 0.0045153-0.00548976j -0.00162448+0.00388088j 0.000769418-0.00116321j -0.000180665+0.00195644j -0.0029711-0.000753698j 
-0.00300292+0.00105225j -0.000698093+0.0030779j 6.7262e-05+0.00650842j -0.00272126+0.00277862j -0.00629273-0.00497268j 0.00200312+0.00285992j -0.00159638+0.00328734j 0.00277402+0.00594767j -0.00112775+0.00669049j -0.000335041+0.000728163j -0.00544784-0.000859593j 0.000471264+0.00254817j -0.00483297+0.00261979j 0.00891954+0.0053015j -0.00459998-0.00177598j 0.00192383+0.00521283j 0.00123628+0.00667353j -0.00477667+0.000164349j -0.00334814+0.00708411j -0.000846636-0.00262385j 0.00105723+0.00249349j -0.00510607-0.00433428j 0.00254824+9.06109e-05j 4.8584e-05+0.00209686j -0.00185805-0.000915561j 0.0013733+0.00221931j -0.00428278+0.00182531j 0.00330519-0.00588659j 0.000575314-0.00184754j -0.000147808+0.00170673j -0.00606859-0.000899043j -4.29669e-05+0.00155923j -0.00110344+0.000751626j 0.00349665-0.00233775j -0.00539054+0.00274427j -0.00272609+0.000879238j -0.00639663-0.004653j -0.000189099+0.0026661j 0.00800224+0.00132532j -0.0019964+0.00232665j -0.0041292+0.00549998j 0.0104425-0.00266307j -0.00642773+0.00427465j -0.00734302-0.00115785j 0.00424826-0.00260589j 0.010706-0.00306569j -0.00138187-0.00164503j -0.00690644+0.003981j -0.00483692-0.00502426j -0.0015947+0.0038589j -0.00206081-0.00530071j 0.00281079-0.000740888j -0.00321001-0.00191503j -0.00371049+0.00694441j -0.0023879-0.00432127j 0.00839089+0.0039081j -0.00141488+0.0035201j 0.00260628+0.00353648j -0.00400662+0.00922565j -0.00585322+0.00145435j -0.0101287-0.00365654j -0.00174076+0.0051465j 0.00273241+0.00165144j 0.00432317+0.00190837j 0.000164313+0.000931509j -0.000246431-0.000953793j 0.0024104+0.000782845j -0.00145573+0.00687645j -0.00233774+0.00270634j 0.00302751-0.011723j 0.00128226-2.11576e-06j -0.00133713-0.0013j 0.00549608-0.00319799j -0.0016445+0.00030821j -0.00102534-0.00220137j -0.00163826-0.00250925j -0.00482736-0.00325751j -0.00177617+0.00200425j -0.00667277-0.00101641j 0.00142726-0.00170564j -0.000628028-0.000642028j 0.00408369-0.00414818j 0.00776066+0.00285515j -0.00199211+0.00573176j 0.00624621-0.00179483j -0.00234671+0.0039189j -0.00631101-0.00565099j 0.000932432-0.00180674j -0.00475633+0.000780593j 0.00394975-0.0158553j -0.00116557+0.00505666j -0.0057354+0.00247009j 
0.00539793+0.00159762j 0.00292577-0.00713198j 0.00525545+0.00740637j -0.0162319-0.00799992j 0.00844756+0.00714038j -0.00671443+0.00415345j 0.00143898-0.00881644j -0.00532693-0.00684326j -0.0105306-0.00390938j -0.0062517-0.000573364j 0.00245087+0.000679519j -0.00911527-0.00161263j -0.00575738-0.00165464j -0.00380801-0.0020428j 0.00691621-0.002542j -0.00603447-0.00515278j -0.00257989-0.00926365j -0.00945214-0.00149824j -0.000884411+0.00482392j -0.00573664+0.00220858j 0.000265091-0.00298955j -0.0021942+0.00288033j -0.00707981-0.00167629j -0.00132242-0.00459863j -0.000783697+0.00654961j -0.0116888-0.00879361j -0.00555746+0.0029268j -0.00791692+0.00865508j -0.0065593-0.00568783j 0.0013168+0.00671619j 0.000533246+0.00159942j 0.00960691-0.00720931j 0.0018346+0.00150336j 0.000382879-0.00337798j -0.00687461+0.00681712j 0.00405898-0.0124675j 0.015346+0.0133192j -0.00488168+0.00604212j -0.00385132+0.00823059j 0.000793951-0.00494144j 0.00570157-0.00023953j -0.00406849-0.00165159j 0.0147309-0.00325967j 0.00420313-0.00162758j -0.00287626+0.00474054j -0.00566291-0.00682796j -0.00037313+0.00899963j -0.000280413-0.00110885j -0.00730795-0.00104745j 0.00428426-0.00479611j -0.00889012-0.000760705j 0.00450506-0.00555587j -0.00105594+0.000586783j 0.00384053-0.00414878j -0.0013164+0.00186625j 0.00106457-0.00433329j 0.00235637+0.00180915j 0.00273445+0.00032918j 0.00806412-0.00579792j -0.000865259+1.55073e-05j -0.00255927-0.00498736j 0.00790265+0.00317481j 0.00281841-0.00129672j -0.00831975+0.00595438j -0.00154587-0.00532605j -0.000681405-0.00764095j -0.00418711-0.00467606j 0.00299138-0.00630698j -0.00513545-0.000873015j -0.0030966-0.00380013j -0.00185002-0.00707884j 0.00868584+0.00995345j -0.00578722+0.0131642j 0.00846709+0.000187313j 0.0035069+0.0052551j 0.00277647-0.00912778j 0.0066481+0.00206774j -0.00362505+0.00259522j -0.00346759+0.000212515j -0.000991493+0.00856714j -0.00783737-0.00434142j -0.00683602-0.00469651j -0.00302375-0.00082618j 0.00405039+0.00207686j 0.00480319-0.00738425j -0.00736986+0.00270376j -0.00121941+0.00523683j -0.00154755-0.000185874j -0.00357407-0.00999454j 0.00517625-0.014508j 0.00832421+0.00272866j -0.000223032+0.00904144j 
-0.00530031-0.00752687j -0.00780584+0.00771129j -0.00358468-0.0116459j 0.0112555-0.0045232j 0.0042485+0.00779178j -0.0025151+0.000637284j 0.00614657+0.00357536j 0.00044459-0.0112998j 0.00654262-0.000324785j 0.000411928+0.0025543j 0.00494497+0.000655227j 0.0059833-4.53891e-05j 0.00276385+0.000953509j -0.00477649-0.000587217j -0.00204826+0.00318847j 0.00305393-0.00163593j -0.000943104+0.00196249j -0.000332895-0.0016228j 0.000322553-0.0016595j 0.00332272+0.00123166j -0.000358458+0.00309118j -0.000500416+0.00456953j 0.00402575+0.00344067j -0.000147562+0.000357005j -0.00293023-0.00439749j 0.000635968+0.00199241j 0.00545057+0.00316075j -0.00169302-0.00111168j -0.00184667-8.51932e-05j 0.00289449-0.00286766j 0.00503454-0.00408029j -0.00374981-0.00387064j -0.000283182+0.00573404j -0.00319597-0.00159029j 0.000290983-0.00451753j -0.000124435-0.00381444j 0.0027627+0.00049148j 0.00267453-0.000794717j -0.0074883-0.00202456j -0.000414903-0.00105365j 0.00134236+0.000817978j 0.000689692-0.000883891j 0.0010528-0.00134805j 0.00097928-0.00166298j -0.001091-0.000276822j 0.00272677+0.00443038j 0.00326991-0.00184878j 0.0054585+0.00124635j -0.003138-0.00109616j 0.00595645+0.000956856j -0.00586434-0.00545427j -0.00525399+0.0044906j -0.00406133-0.00322638j 0.000479548+0.00296404j 0.000768994+0.0037973j -0.00436792+0.000486228j -0.000108742+0.00139962j -0.00111121-0.00168451j -0.00176032-0.00616653j 0.0018686-0.00344438j 0.00923955-0.000186507j 0.00182303+0.00380779j -0.00243364-0.0017141j -0.00479488-0.000517986j -0.00106382+0.000259553j -0.000677938+0.00022581j -0.00231572-0.00141349j 0.00148364-0.00232486j -0.00192861-0.00101144j -0.00175084+0.00587021j -0.000269419+0.0009209j -0.00375916-0.00468751j -0.00361588-0.00569024j 0.00144249+0.00079028j -0.00150721-0.00654073j 0.000529005+0.000370716j -0.00675547+0.00296388j 0.00344989-0.00281823j 0.0028337+0.000233675j -0.00370087+0.00282984j 0.00561044+0.00425997j -0.00227889-0.000814407j -0.00395137+0.00170589j 0.000788348+0.00733944j 0.00353282+0.00311891j 0.00597426+0.00207357j 0.0035283-0.00201377j 0.00124817+0.00432904j 0.0115155+0.00873453j -0.0106561+0.0174128j -0.0161618-0.00466314j 0.0047681-0.0131533j 
-0.00141457-0.000573465j -0.000941471+0.00205566j 0.000552838-0.00481761j 0.002445+0.000806229j 0.00358736+0.00270948j 0.00416416-0.000144376j 0.00383265+9.02855e-05j -0.00124486-0.00076467j 0.000984326+0.000733095j 0.00015781+0.000663583j -0.000188235+0.000518175j 0.000653009-6.89238e-05j 0.000626703+0.00105306j -0.00295874-0.00157811j 0.000397589-0.000546468j -0.000313362-0.00153294j -0.00239693-0.00146135j -0.000847182+0.000505314j 0.000623589-0.00127316j 0.00243405+0.000922581j 0.00250475-0.000920375j 0.000478509+0.000440522j -0.00407926+0.00102906j -0.000852824-0.000943508j 0.000532874-0.000503792j -0.00389942+0.00457091j 0.00235457+0.00281824j -0.00175793+0.00394172j -0.00143513-0.00318439j -0.00286229-0.00014346j 0.00355987-0.00275697j 0.00234445-0.00257774j 0.000835606+0.00197699j -0.0040697+0.00252584j -0.000914686-0.00449155j 0.000288309-0.00188334j 0.00147879-0.000759312j 0.000143187-0.000688978j -0.00438818-0.000934061j -0.000585858+0.00128j -0.00414466+0.00198943j 0.00376739-0.000224839j -0.000388385-0.000939715j 0.00531615-0.00158113j -0.00418673-0.000212951j -0.00185833-0.0020136j 0.00196128+0.00224886j 0.00677142-0.00265713j 0.00129768-0.00145311j 0.000254619+0.00300163j -0.002325-0.00228058j 0.0013987-0.0019235j -0.00361701+0.00326921j 0.00113301-0.000413305j 0.00288429+0.00267489j -0.000705404-0.000780576j 0.00282111-0.00460942j 0.000480574-0.00458786j 0.000151711-0.0036108j 0.0029887+1.33477e-05j 0.0034403+0.00165793j 0.001318-0.00329677j -0.00159182-0.00181116j -0.000723447+0.000957277j 0.00402875-0.00122128j 0.00487943+0.00169587j -0.00263946-0.0036618j 0.00291883-0.00117316j 0.000653878+0.000452467j 0.00302636+0.00652954j -0.00444553-0.00071888j -0.00360013-0.000192282j -0.00119456-0.000853788j -0.00268169-0.00301135j 0.000298545-0.000503838j 0.000275676+5.62402e-05j 0.00241218+0.00368983j 0.00198267+0.002205j 0.00107866-0.00184678j -0.000928715+0.00344997j 0.0033504+0.000470926j 0.000955644-0.00358856j -0.00424776+0.00216333j 0.00256429-0.00132767j -0.00410443+0.000545097j -0.00265296+0.00173691j 0.000758732-0.00167295j -0.00221911-0.00142478j 0.00290423-0.000347098j -0.00272827+0.00506762j 0.000514439-0.000814003j 0.00068245+0.000466925j 
-0.0019956+0.00709036j 0.00877107+0.00364228j 0.00498465+0.00854498j -0.00640657+0.00153109j 0.000866265-0.00437591j -0.0029145-8.97034e-05j -0.0061309-0.00500809j 0.000568472+0.00376894j -0.00391242+0.0013947j -0.00368973+0.00228363j -0.000682278+0.00199614j 0.0017988+0.00286901j -0.00170409+0.00353152j 0.00158552+0.000222642j -0.00161545-0.00526661j 7.41809e-05-0.00311445j -0.00251175-0.00303531j 0.00109235+3.20325e-05j -0.0030887+0.00636454j -0.00239368+0.0044082j -0.00226486-0.00556299j -0.000122336-0.000825903j -0.00105138+0.00347691j -0.00101304+0.00711504j -0.00377457+0.00347653j 0.000216886+0.00292183j -0.00632732-0.00339152j 0.00260615+0.00565046j -0.00230509-0.000567828j 0.000219166-0.00156099j 0.00169644-0.000202458j -0.000270107+0.000560515j -0.0016094-0.000568151j -0.0004767+0.00507822j 0.00213711+0.00225648j 0.00366803+0.00589157j -0.00195133+0.00368049j 0.0006821+0.000384437j -0.000187088+0.00475316j -0.000547917+0.00287881j -0.00653123+0.00484749j 0.00403919+0.00128175j 0.00280244+0.00305718j 0.00683401-0.00172872j -0.00018615-0.00376764j 0.00698617-0.00470622j -0.00277828+0.00664221j -0.000385607+0.0038214j -0.00246397+0.00248348j 0.00379056-0.00297166j -0.000729826-0.00501985j 0.00329016-0.00513385j -0.0078575-8.58406e-05j -0.00696977+0.00240325j -0.00280597+0.000295823j 0.00294766-0.00634998j -0.000530942+0.0038115j -0.0022586-0.00210575j -0.00276183-0.00708156j 0.00300301-0.000311592j -0.00451813+0.0098307j 0.00548779-0.000210195j -0.0020748+0.00254412j 0.00750322+0.0037868j 0.00210624+0.00121767j -0.00110437+0.00457819j 0.00273269+0.00209496j -0.00285828+0.00766268j -0.00453837-9.77987e-05j 0.00105129-0.0027156j 0.00441935-0.00405646j 0.00358902+0.000823459j 0.00594568+0.00346672j -0.000998171+0.00207962j 0.00678781-0.00368072j -0.0023972+0.0021307j -0.0022323+0.00179701j 0.00940155+0.000663214j -0.00161056+0.00387727j -0.00308145+9.3455e-05j 0.00181214+0.00303075j -0.000560155+0.00768774j -0.000527029-0.00356221j -0.0054032-0.000601082j 0.00979312+0.00300483j 0.00796106-0.00243429j 0.00193671+0.00196404j 0.00939742+0.0123214j 0.00803968+0.00113114j 0.000218264-0.00245332j 0.00461234+0.00678656j -0.00618063+0.0045304j 
0.00147729-0.00138776j -0.00181478-0.00305221j 0.00162324-0.00448511j 0.00231802+0.000572465j -0.00144754+0.00834782j -0.000166591-0.00471862j 0.000687845+0.00104688j 0.00105002-0.00442401j 0.00448326-0.00690905j 0.00399396+0.00462297j 0.00192416-0.00367666j 0.0028581-0.000419998j -0.000193455-0.00332759j -0.00382458+0.00512759j -0.00270329+0.000487654j 0.000400157-0.00424152j -0.00378267+0.00751075j -0.00456339+0.000380643j 0.000712284-0.00224598j 0.00557406+0.000366133j 0.00318729+0.00349298j -0.000665988+0.00122295j 0.00262347-0.00378518j 0.00361841+0.000360549j -0.0072747+0.00292219j -0.00133843+0.000865343j 0.00186998-0.00250392j 0.000839473-0.00415583j 0.000345629+0.00413646j -0.00108657-0.00271902j 0.000557245+0.00103606j -0.0165004+0.000265444j 0.0014137+0.00160127j 0.00744734+0.00907057j -0.00805461-0.0105665j 0.00104453-0.0002021j 0.0065529+0.00830205j -0.000106304-0.003873j 0.000953537-0.00354343j -0.00644247-0.00357123j -0.00680911+0.00478644j 0.00382725+0.00875641j 4.7947e-05-0.00218665j 0.00224096-0.00406012j -0.00273388-0.00357794j -0.00473591-0.00602007j -0.00140196+0.0102468j 0.00155856+0.0107407j 0.00299781+0.00860875j 0.00100727+0.00246301j -0.00389758+0.00329842j -0.000357591-1.95762e-05j -0.000594461+0.00293954j -0.00287626+0.00647967j -0.00393354+0.000494355j 0.00459747+0.00365495j -0.000424708-0.0118329j 0.00436309+0.00231227j -0.00416418+0.000354952j -0.00311504+0.0014337j 0.011348-0.00323602j 0.0104946+0.00315133j 0.00126924-0.00833464j 0.00952416-9.19206e-05j 0.00182854+0.00160218j 0.00811311-0.000529648j -0.00236053-0.00303252j 0.00203091+0.000829686j 0.00656664-3.51118e-05j 0.0026251+0.00497611j 0.000706244+0.00479819j -0.00744166-0.00180288j -0.00709325+0.00480709j -0.00274946+0.0041701j -0.0112551+0.00517462j 0.00321414+0.000311563j 0.00426099-0.00578518j -0.00376305+0.00642794j 0.00135566-0.00100601j 0.00618805-0.00888184j 0.00922667+0.0103446j 0.00718344+0.0049191j 0.00511537+0.000686649j 0.0109579+0.010281j -0.00783072-0.00839795j -0.00655068+0.00778886j -0.00185187-0.00382921j -0.00451191-0.0110325j -0.00257015+0.00632865j 0.0144374-0.00919122j 0.00276025-0.00452788j -0.0019152+0.0034657j 
0.00442153+0.00859331j 0.0100424-0.0053985j 0.00456361+0.00891881j -0.00534096+0.00235875j 0.00625998-0.00417387j 0.000730747+0.00285743j -0.0064003-0.00389755j -0.00172796+0.00622235j -0.00275659+0.00135709j -0.00145937+0.00654892j -0.00394005+0.000643054j 0.00136869+0.00464751j -0.00135231-0.000863664j 0.00536501+0.00112999j -0.002393-0.00384675j -0.00231329-0.00202427j -0.00261745+0.00515429j -0.000534151+0.000629826j -0.0041755+0.00867112j -0.00170444-0.000179541j -0.00288828-0.00196949j -0.00270724-0.0056393j -0.000577936+0.000878041j 0.00427184+0.000109991j 0.0015043+0.00751023j 0.00238028+0.00227964j -0.00165937-0.00254895j -0.00266962+0.00276191j -0.00577236-0.00146091j -0.00196852-0.0107689j 0.00127253+0.00548552j -0.000223709+0.00595236j -0.0052057-0.00321261j 0.00111837+0.0020287j -0.00119376-0.0024393j 0.00317462+0.010498j 0.000645258-0.00294321j -2.50225e-05+0.00143188j 0.00218174+0.00150988j 0.00423707+0.00608896j -0.00500439+0.0038178j 0.0035806-0.0032667j 0.00342087+0.00206261j 0.00410495-0.0029577j -0.00340507-0.00671201j 0.00695804-0.00857225j -0.000507782-5.57263e-05j 0.0037449+0.00634613j -0.000403945+0.0028399j -0.00236904-0.00623833j -0.0108277-0.00145433j 0.00885486+0.00643333j -0.00763848+0.00610963j 0.00167233+0.0104945j -0.00188738-0.00482794j 0.00190926-0.00401641j 0.00371013+0.00510642j 0.00968941+0.00317244j -0.00390814+0.00215386j 0.00090078+0.00598167j -0.012092+0.0108293j 0.00272735-0.00127771j 0.00568413-0.00120369j -0.0022846-0.00968633j 0.00488598+0.00454155j -0.00100378+3.76851e-05j 0.0120144+0.00106558j 0.00378756+0.00257803j 0.00237475+0.0119804j 0.00192746-0.00957887j 0.00782243-0.00677583j 0.008539+0.00166036j 0.00432453+0.004069j 0.000688065+0.000793696j 0.000896138-0.00278054j -0.00762994+0.00334448j 0.00277786-4.66879e-05j 0.00388845+0.00392455j -0.0052089+0.000903482j 0.00153542-0.00643789j 0.00449366-0.00192871j -0.00386734+0.00021317j -0.00686239-0.00325598j -0.000143622-0.00554708j 0.0111267-0.000445517j -0.00268323+0.000767932j 0.000558084-0.00378695j 0.00359512+0.00217998j 0.0107075-0.00834208j 0.00130404-0.0263989j 0.00906254+0.00505106j -0.00253817+0.0148283j 
-0.00361144+0.00437005j 0.00541195+0.00455515j 0.00591406+0.00161458j -0.00162662+0.00388661j 0.00113866+0.000854282j -0.00082385+0.00382497j -0.00314049-0.00437514j -0.000719985-0.000691572j -0.00431591-0.000408523j -0.00582205+0.00152846j -0.000281301+0.00524808j 0.00212632+0.00156823j -0.00117381-0.000783412j 9.66491e-05-0.000218403j 0.000359882+0.00348711j 0.000288998-0.00361645j -0.00109687-0.000588855j 0.00301113-0.0011154j 0.000934899-0.00166746j -0.000815048-0.000197683j -0.000660388-0.0017266j 0.001392-0.00285498j -0.00180942+0.00235456j 0.00043054-0.001834j 0.00237784+0.00106466j 0.00019076+0.00061796j -0.00448854-0.00171441j 0.000341479+0.000900904j 0.00417854+0.00289624j 0.000182452-0.0016283j 0.0030051-0.00146079j -0.000553432+0.000983534j -0.00378075-0.000900241j -0.00411611-0.00321222j -0.00226957+0.00280079j 0.000711744+0.00175915j -0.00710736-0.000285432j 0.00120805+0.000707558j -0.00439866-0.00133921j -0.00167089-0.00347384j -0.00254415+0.00411413j 0.00363016+0.00193937j 0.00107601-0.000450236j 0.00305293-0.00548421j -0.00260532-0.000549998j 7.00693e-05+0.0007814j 0.00101703+0.00322192j 0.00343382+0.000272251j -0.000650614+0.00183129j 0.000557458+0.00125907j 0.000307806-0.00195248j 0.00561531-0.00771036j -0.00331421+0.000102155j 0.00652793+0.00281076j -0.00654144+0.000550631j 3.41449e-05-0.0037719j 0.00501228-0.00619643j -0.00229695-0.000579431j -0.00440081+0.00466496j -0.00079597+0.00396789j 0.000506555-0.000124148j 0.000269162-0.00248186j 0.00265766-0.00157529j 0.000618796-0.00198547j 0.00416122+0.00738742j 0.000798696+0.00844983j -0.00270453+0.00273996j -0.00462718-0.00300656j -0.00328208+0.00271998j 0.00847287+0.000612721j 0.00805218-0.00588041j 0.00670142-0.00197772j 0.00523643-0.00335599j -0.000739092-0.00731277j 0.00434809+0.000679547j 0.00193598+0.00935946j 0.00429446+0.0158623j 0.00381138+0.00390474j -0.00131746-0.00321707j 0.0103506-0.00264003j 0.0024428+0.00743115j -0.000218802+0.00738597j 0.00842682-0.00620613j -0.00294362-0.000938009j 0.00125686+0.00616652j -0.0040924+0.00215939j -0.00309518-0.00585377j 0.00168233+0.00196024j 0.00516905+0.000953949j -0.00799785-0.000354232j 0.00168458+0.00559961j -0.00421066+0.00169443j 
