0.108884+0.0144261j 0.0129315-0.121667j -0.0608002-0.0787261j 0.107768-0.0831961j 0.0834868+0.0621334j 0.126329+0.000260655j 0.0059186-0.107774j -0.0452464-0.135749j 0.0738582-0.0459686j -0.06409+0.0139186j 0.012952-0.0512687j 0.022836+0.0911014j -0.141104+0.106701j 0.0671828+0.0903656j -0.0890816-0.0647731j -0.13169+0.0213083j -0.0199135-0.0595443j -0.0374848+0.0534353j -0.0107051+0.142676j 0.00317382+0.00674336j -0.180881+0.00405184j 0.0118948+0.173596j 0.0762036+0.0282496j 0.0309846-0.0597306j -0.145515-0.00183553j -0.047605-0.118751j -0.00758765-0.110369j -0.0701047+0.0448859j -0.0188796-0.0743954j -0.032184+0.0156021j -0.0764202-0.0268391j 0.0988518-0.0189061j 0.0283593-0.164671j 0.100793-0.0190412j 0.128433+0.00570482j -0.127584+0.0970469j 0.0255909+0.0414965j -0.102604-0.10644j 0.120072-0.0403568j -0.0350618+0.0816368j -0.00579666-0.0799345j 0.00379989+0.00399835j 0.0318985+0.0268474j 0.0256093+0.0439521j 0.0121812+0.283938j -0.0766646-0.10085j -0.00434084-0.0135613j -0.0249843+0.180787j 0.114589-0.0694773j 0.0217573+0.0439242j -0.0958904-0.0191189j 0.0747187+0.0372663j -0.00325236-0.00430143j 0.0278735+0.0116901j -0.0101928-0.0614418j -0.231709-0.0473907j 0.0989807-0.00683271j -0.014213+0.075464j 0.117622-0.152369j 0.0299142-0.0303571j 0.0632625-0.0593088j 0.0543396+0.111974j -0.0893022-0.121052j -0.0959157-0.0550625j -0.03545+0.0278507j -0.0479114-0.00608998j 0.0523476-0.0281062j 0.0469088-0.0872936j -0.0190337-0.00416828j 0.0285665-0.0181919j -0.0210855+0.0250465j 0.048878+0.0153811j 0.00965007+0.0646267j -0.0671814-0.0522125j 0.06172-0.0446667j 0.0092328-0.0414773j -0.0573722-0.0100576j 0.0134042-0.00335749j -0.051219+0.0243241j -0.000647738-0.0130499j -0.0131212-0.0272006j -0.00645296-0.0125476j -0.0205224+0.011202j 0.0263991-0.0294282j -0.0102751-0.0393005j 0.024873+0.00102021j -0.00651749+0.0124368j -0.0655423+0.0029798j 0.0244045-0.0785085j 0.0819901+0.0306959j 0.0143203-0.0624943j 0.0656581+0.0180725j 
0.00197875+0.000890191j -0.00107958-0.00147253j -0.000946655+0.002068j -0.000316712-0.000598048j 0.00672488+0.00244736j 0.000603988+0.000553976j -0.00143865-0.00243144j 0.00257511-0.00507267j -0.00189573+0.00556068j 0.00382004+0.00295642j -0.00307117-0.00325684j 0.0010595-0.000758631j -0.00558035-0.00324063j -0.00165958-0.00392174j -0.00741523+0.0005625j -0.00213017+0.00639503j -0.00458709+0.00137012j -0.000197037+0.00210349j 0.00132612+0.00447619j 0.00109799-0.00878359j 0.00324997+0.00646286j 0.00313214+0.00151853j -9.84391e-05+0.00385443j 0.00562367-0.000958358j 0.0056512+0.00305836j 0.0102586+0.00448878j 0.00164597-0.0024495j -0.00541065+0.00154536j -9.84849e-05-0.00545791j -0.00438021-0.00542727j 0.00457636-0.00142317j -0.00359775-0.00467057j 0.0024795-0.0012919j 0.00384297+0.00297656j 0.00720212-0.00565094j 0.00754404-0.00138452j 0.00277289+0.000602894j 0.00661553+0.00166466j -0.00136245-0.00200202j -0.00355295-0.00257812j -0.0074918-0.0042318j -0.00183573-0.00152724j -0.00731957-0.00230616j -0.00233075+0.00813229j -0.0061314+0.00282243j -0.00324449+0.00114923j 0.00374778+0.00311655j 0.00378225+0.00414847j 0.00208297-0.00420987j 0.00726767+0.00377762j -0.00258403+0.0011162j 0.000798666+0.000438469j -0.00482457+0.000368958j 0.00263265-0.00641607j -0.00386012-0.00286338j 8.55273e-05-0.00217897j -0.00321654-0.00330326j -0.00807811+0.00241322j -0.000521624-0.00483364j 0.00160615+0.00087623j 0.000717002+0.00988247j -0.00728402+0.0059817j 0.00143529-0.000843464j 0.00664706-0.000125183j -0.00367433-0.00913592j 0.000538348-0.00181353j 0.00865374-0.00124444j -0.00284275-0.00263932j -0.00216364-0.00334496j -0.000694787-0.00299882j -0.00095546+0.00556293j -0.00446617+0.00615629j -0.00400082+0.00521842j 0.00333806+0.00386142j -0.0110619+0.00820183j -0.0164507-0.00240963j -0.00315963-0.0038724j -0.00584309+0.00240551j -0.00506739+0.00477767j 0.00359252+0.00297938j -0.00243186-0.00646968j -0.00231333-0.000565504j -0.00433323+0.00344252j -0.00415693+0.00376267j -0.00294513-0.00136905j -0.00117531-0.00543547j 0.000667864+0.0013416j -0.00604078+0.00270243j 0.00306654+0.00125603j 0.000751657+0.0037738j -0.00220504-0.00164418j 0.00214783-0.0007156j 
-0.000835076-0.000396033j -0.00192557+0.000430686j -0.00467196-0.00440379j 0.000676725-0.00301348j -0.0110028-0.0066218j 0.00225992+0.00218833j 0.0040789+0.00964706j -0.00434393+0.0011385j 0.00474006-0.00442811j -0.000571133+0.00431809j -0.00219867+0.002424j -0.00672749+0.000479548j 0.00637137+0.0023578j 0.000259753-0.00134567j 0.0124324+0.00373014j -0.000794901-0.00732092j -0.00633355-0.00255666j 0.0115806-0.00150375j -0.0088742-0.00961113j 0.00591598+0.00489733j -0.00593867-0.00918765j -0.00247449-0.00412314j -0.00193328-0.00735182j -0.00212643+0.00205986j -0.00136599-0.00529851j -0.00370119-0.00315358j -0.00606559+0.00339089j -0.0165217-0.00493218j -0.00218245+0.00648086j -0.00520736-0.00221951j -0.000498255-0.00367828j -0.00807207-0.00343061j -0.000635286-9.53851e-05j 0.00210908-0.00193807j 0.0136632-0.00692799j -0.00717165-0.0047667j -0.000629072+0.00135525j -0.0124761-0.00154345j -0.002615+0.00582634j 0.000823862+0.0106193j 0.0137743-0.00341987j 0.00274927+0.00716927j 0.00818728+0.00708335j 0.0125454-0.000776872j 0.000764786-0.0140171j -0.00277858-0.00459846j -0.013369-0.00686127j 0.00350067+0.00323101j -0.000903194+0.00238119j -0.00643209+0.0061894j -0.00143609-6.35272e-05j 0.00615112-0.00377927j 0.00422953-0.00870996j -0.0040882-0.0020469j 0.00770506+0.00322193j -0.00610122+0.00033628j 0.00225179+0.00193826j 0.000516558-0.000889705j -0.00039625-0.00663674j 0.00390315-0.00223804j -0.00592404-8.57048e-05j -0.000869294-0.00183721j -0.00518902+0.0028934j -0.0010441-0.00497483j 0.000560801-0.00239574j 0.00058291+0.00818023j -0.00702654+0.00362049j 0.00375692+0.00431366j -0.00647627-0.00307776j 0.00605158-0.00724626j -0.00219433-0.00187577j 0.00245966-0.0020589j 0.010547+0.000949951j 0.0114526-0.000556902j -0.00860513-0.000648728j 0.0094635-1.04203e-05j 0.00256276+0.00542784j -0.00203328-0.00682193j 0.00663229+0.00248393j 0.00089407-0.00810925j 0.00471303+0.00151514j -0.00514891-0.00319535j -0.0012074-0.00325692j 0.00265611+0.00166295j 0.000302055-0.00327982j -0.00186969+0.000280483j -0.00382962-0.00227621j 0.000646307+0.00450331j -0.00183941-0.000334175j -0.000480609+0.00219889j -0.00241236-0.000361796j 0.000101289-0.00102492j 
0.000794801-0.000808898j -0.000273205-0.000636794j 0.00320677-0.00076326j -0.000538177+0.00245841j -0.00103353-0.00729511j -0.00462503+0.00263204j 0.00695731-0.00216564j -0.00656918-0.00584219j -0.00146637+0.00270805j 0.00683155+0.0122437j 0.0111616-0.0017473j -0.00507007+0.000222056j -0.00382024-0.00854235j 0.00311155+0.00769645j 0.0075639+0.000939466j 0.00512927-0.00312j 0.00014776-0.00423267j 0.00614793+0.0134814j 0.00125831+0.00164103j 0.00310389-0.00531774j -0.00424038+0.00856082j 0.00129302-0.000873325j 0.00314867+0.0011686j -0.0117378+0.0053229j 0.00562474+0.00665485j 0.00628633+0.0053724j -0.000480118+0.00334946j -0.00274042-0.00470957j 0.00125502-0.00683079j -0.00462085+0.013539j 0.00298614+0.00128071j 0.00454552+0.00440839j -0.0122448+0.000301356j 0.0056111-0.00181538j -0.00374694-0.0019188j -0.00489463+0.000550086j -0.000922039+0.00511933j -0.00406996+0.00379566j -0.00367188+0.0101249j -0.00884253+0.00665789j 0.00366249+0.00741967j 0.000576493-0.000104873j -0.000253135-0.00143985j 0.00276942+0.00272159j -0.00382153-0.00479313j -0.000669308-0.00678574j -0.00720235-0.00493197j -0.00128259+0.00810711j -0.000654889+0.00400427j 0.00168638+0.0111592j -0.00585655+0.00406587j -2.53704e-06+0.00132772j -7.03533e-05+0.00359233j -0.00330729+0.00711184j -0.00101607-0.00830386j -0.00423318-0.00805958j -0.00139631-0.0100991j -0.000366933+0.00692055j 0.00431496-0.005969j 0.000345747+0.00389357j 0.00374509-0.00127747j 0.00218979+0.00517813j 0.00167709-0.00388381j -0.00413915+0.00649422j 0.0120027+0.00243246j 0.0018942-0.00521746j 0.0063332-0.00573543j -0.0141745+0.000151183j 0.0042996-0.0016207j 0.00158334+0.00219246j -0.00907358-0.000294713j -0.0101188+0.000442332j 0.0197171+0.000729993j 0.0230986+0.00272178j -0.010241-0.00602229j -0.0113205+0.000322731j 0.017665+0.00170564j 0.00834075+0.00740928j -0.00210057-0.00591191j 0.00774604+0.00247213j 0.00255082+0.00391637j 0.00755574+0.0025996j -0.00244141-0.00130057j -0.000879282+0.00029301j 0.00339523-0.000523997j 0.000201785-0.000220788j 0.000810928+0.00184571j -0.00185312-0.000199379j -0.000540207-0.000742228j 0.000312203-6.04507e-06j -0.000378999-1.87801e-05j -0.000113705+7.68183e-07j 
0.00455841+0.000426296j 7.29669e-05-0.00308177j -9.43396e-06+0.00373484j 0.000553393-0.000446522j 0.000810042+0.000276423j -0.000411804-0.00303302j 0.00312567-0.00327426j -0.00437663+0.00684832j -0.00394019-0.000684995j -0.00256711-0.000378449j -0.00308948+0.00117497j 0.000587791+0.00266773j -0.00261332+0.00170521j 0.00519287-0.00522547j 0.00181814+0.00526922j -0.0041943+0.00293509j 0.00644922+0.000396206j -0.000410768-0.00415878j -0.00718982-0.00614929j 0.00436117-0.00393747j 0.00667481-0.00634503j -0.00087409+0.00314092j 0.00613625-0.00365546j 0.00902048-0.0095661j -0.0027679+3.68623e-05j -0.00233861-0.00622238j -0.00126054-0.000903702j -0.0109001+0.00369151j 0.000371238-0.00238445j 0.00317461-0.00519487j -0.00197273+0.000363524j -0.00363885+0.00407244j -0.00181257+0.00339104j 0.00221026+0.00346419j 0.00255793+0.00560218j 0.00245542-0.000437179j 0.0062476-0.000299505j 0.00250718+0.00123181j -0.00428768-0.000727945j -0.000520945-0.00137862j -0.00405923-0.00178462j 0.00360711+0.00636419j -0.00221433+0.00463045j -0.000487732-0.00139896j -0.00191968-0.00255215j -0.00525178-0.000941563j 0.00458214+0.0030734j 0.00306038+0.000901971j 0.000516936-0.00361213j 0.00425715-0.0046529j -0.00700709-0.00549464j 0.00253134-0.00181876j -0.00401548+0.000133284j 0.00531634-0.00675141j -0.00397701+0.00158281j -0.00244105+0.00451466j -0.000463763+0.00581507j -0.0109991+0.00340833j 0.00276956-0.00231458j -0.00172754-0.000452124j 0.00792415+0.00917233j 0.00123734-0.00983813j 0.00275588-0.0024577j 0.00339306+0.00396503j 0.00736888-0.00253715j -0.0013083+0.00168643j 0.00993941+0.00181039j -0.000951352+0.000966426j -0.000305452-0.00484154j 0.00623148-0.00366661j 0.00920138-0.00183606j 0.00248727-0.00675813j -0.0160369+0.00475538j -0.0102095+0.00332613j 0.00173706-0.00236185j -0.00400278+0.00838756j 0.00626467-0.00535605j -0.00329149-0.00176767j -0.00835042-0.00346649j 0.0091477-0.00261431j -0.00643405+0.00155166j 0.00703634+0.00480051j -0.00594959+0.00018925j 0.00210626-0.00596435j -0.00456273-0.00240639j -0.0071816-0.00145296j -0.000370505+0.00668597j -0.00346297+0.00188398j -0.00317564-0.0030727j 0.00386087+0.00183358j 0.00197206-0.000498649j 0.000456797+0.00092913j 
0.00163737-0.00122143j -0.000193487-0.00175619j -0.00124687+7.85544e-05j -0.00220317-0.00184079j 0.00293381-0.00702438j -0.00637104+0.000894851j 0.00383861+0.000744312j 0.00710205+0.000277049j 0.00210604-0.00446634j -0.00362126+0.00278657j -0.00870351+0.00220164j -0.00393942-0.000153648j 0.0033477+0.00519043j 0.00580958-0.00957632j 0.00732184+0.00478876j -0.00255847+0.0114925j 0.00254398+0.00358451j 0.0133047-0.00362033j -0.00820482-0.00183212j 0.0146008-0.00562656j -0.00312484-0.0035038j 0.00505936-0.00713262j -0.00437666-0.00181767j 0.00190765-0.00221334j -0.00488593-0.00424549j 0.00152929+0.00240813j -0.00419947+0.00662745j -0.00916385+0.00747594j 0.00289913-0.000612913j -0.00688311-0.00247188j -0.000382439-0.00062666j 0.00555897+0.0056725j -0.00636668+0.00211606j 0.00249841-0.00114561j 0.00448893+0.012427j -0.00845053+0.00104496j 0.00302103+0.000873588j 0.0044026+0.0102827j -0.000416793+0.00166783j -0.0195918+0.00620883j -0.0048448-0.00136965j -0.00834137+0.00594968j -0.00308694+0.0071607j -0.0118008-0.00433721j 5.15863e-06-0.0094824j -0.00677261+0.000380825j -0.00336159-0.0118134j -0.00212363+0.000944125j 0.0021368-0.00516391j 0.0153251+0.00271443j 0.00571624-0.00205782j 0.00297429-0.00761094j -0.00530507+9.4952e-05j 0.00280115+0.000524415j -0.00206324-0.00210769j 0.00109372-0.00248459j 0.0040425+0.000178229j 0.00118444+0.00100655j 0.00893858+0.00318854j -0.00530777+0.00140885j 0.012015+0.00332785j 0.00166038-0.000437938j 0.00388832+0.00320176j 0.00128234+9.50017e-06j -0.00414667-0.00409785j 0.0032517-0.000169345j -0.00289683-0.00540408j -0.00600451-0.00415203j 0.00405547-0.00908255j -0.00438394-0.00240745j -0.00386769+0.0133765j -0.00765867+0.00377443j 0.000274038+0.000345799j 0.00436861-0.00118215j -0.000734978+0.00603678j -0.00599351-0.00534998j -0.00499889+0.00583919j 0.000489768+0.0062469j 0.00209557-0.00280198j 0.00277498-0.00137741j -0.00117996-0.00626214j -0.000101497+0.00103443j -0.000871841+0.00220852j -0.00344194+0.0027574j 0.000468761-0.000316209j 0.00477486-0.0021742j -0.00292161+0.00207609j -0.00166732-0.000530136j 0.000787582+0.00150801j 0.00122775-0.00151614j 0.000542258+6.0098e-05j -0.00015686-2.07081e-05j 
0.00529428-0.000989509j -0.000183166-0.0039849j -0.00188198+0.0013735j -0.00159844+0.00251878j -0.00164008-0.000614277j 0.00175162-0.00476036j -0.00169768-0.00394408j -0.00723571-0.00180753j 0.00236909+0.00609775j 0.00256683+0.00011763j -5.81241e-05-0.00293071j -0.00284134-0.00288791j -0.00378277-0.00334275j -0.00709494+0.0127241j -0.000978349+0.0015472j -0.000978956-0.00822547j -0.00662103+0.00884475j -0.00788892+0.00728041j 0.00532505+0.00324381j -0.00929368-0.00548372j 0.00283422-0.00106364j -0.000453156+0.00637592j 0.00235213+3.44531e-05j 0.00279421-0.0042363j 0.00937417-0.0014238j -0.00051037+0.00136475j -0.00402361-0.00154986j -0.00915873-0.00339122j 0.00283199+0.00287755j -0.0047906-0.0016296j 0.00440046-0.00259822j -0.000111221-0.00291903j -0.00269991+0.00180482j -0.00418517-0.00322245j 1.11233e-05+0.0056591j 0.00122411+0.00104514j 0.0123558+0.00502209j -0.00329011-0.00573548j -0.0066691+0.000709584j 0.0036186-0.00426854j 0.00306996-0.00223929j 0.0092943-0.00319452j 0.00546607-0.00500004j 0.0100564+0.0052937j -0.00182873+0.00453226j -0.000985171+0.00193869j -0.00119552+0.00215808j 0.00464699-0.00614793j -0.00774365-0.000189059j -0.0059485+0.00210575j -0.00532832+0.000866741j -0.00389103-0.00607961j 0.00575515-0.00344306j 0.0034881-0.00288144j -0.00604932-0.00434072j 0.00273307+0.00291381j -0.00985325-0.00757754j -0.000969213+0.00855137j 0.0115829-0.000973664j 0.00218195-0.00362558j -0.0117484+0.00149382j -0.00270633+0.00620389j 0.00188188+0.00208011j 0.00369495-0.00688551j -0.00644608-0.00594412j 0.0108446+0.00259714j 0.00067692-0.000615721j -0.00844865-0.00631202j -0.00070327-0.000921642j 0.00276043+0.000659894j -0.00435954+0.0046992j 0.00429625+0.00386362j 0.00480349-0.00181871j -0.00219221-0.00214443j -0.0021325+0.00944584j -0.00326324+0.000923987j -0.00148372+0.00834318j -0.0113719-0.00122475j -0.00837637+0.00269416j 0.0059036-0.00588426j -0.00356466-0.00230461j 0.0026076-0.0010878j -0.00619437-0.00735353j -0.00395076+0.00391346j 0.00595672+0.00089088j -0.00450926-0.00368477j 0.000232972+0.00593037j -0.00487096-0.00224307j -0.000822613+0.0014109j 0.00582944+0.00227603j 0.00280828-0.00357764j 0.00278288+0.00284281j 
-0.000741173+0.000922994j 0.000353508+0.00164354j -0.00278658+0.00388116j -0.0067872+0.0012035j -0.00512993-0.00210896j -0.00116761+0.00230561j -0.00575219+0.0104495j 0.00087527-0.000525235j 0.000903933-0.00148392j 0.00324034-0.00215012j 0.00187427-0.00248408j 0.000984155+0.00178386j 1.87276e-05-0.0029656j -0.00629969+0.0149493j -0.00216793-0.0089928j 0.00290737-0.00743381j -0.0069662+0.00188809j -0.00573357-0.000830828j 0.00498367+0.00571938j -0.00865519+0.00958756j -0.00561716+0.000483141j -0.00221473-0.00571513j 0.00129681+0.00198065j -0.00299231-0.00132189j -0.00182759+0.00353498j -0.00274177-0.00533525j -0.00396427+0.00291571j -0.00459978+0.00495912j -0.00481274-0.00189159j -0.000296382-0.00116762j 0.00463909+3.09691e-05j -0.0127054+0.00237965j -0.00191489-0.00550616j -0.00749554-0.00563938j 0.00120759+0.00170422j -0.00141586+0.00517484j 0.0030377+0.00752902j 0.00132944-0.00545104j 0.00440756+0.00377507j 0.00475729-0.00190385j 0.00910053+0.00387914j 0.0100447+0.00542251j 0.00267277-0.00244163j 0.00237358+0.00702342j 0.00296317+0.00522593j 0.00781514+0.000292899j -0.00620413+0.00539727j -0.00556547+0.000829036j -0.00655033-0.00691747j -0.00641343+0.00534357j 0.00511515+0.00128568j 0.000561428+0.00062627j 0.00538294+0.00394849j -0.00340897-0.00483316j -0.00282422-0.000519399j -0.00393031-0.00104815j 0.00108578+0.0107048j -0.00153259-0.00661016j -0.00270784+0.00318402j 0.000754227+0.000283101j 0.00164166+0.00871327j 0.00759696-0.00663824j -0.00465381+0.00248535j 0.00445421-0.000698568j -0.00626445+3.5104e-05j 0.00440765+0.00417048j -0.000332954-0.0012j 0.00173798-0.00156223j 0.00585417-0.00566683j -0.00131192-0.00440823j 0.00194314+0.00768997j -0.00274571-0.000755981j -0.00103891+0.00200422j 0.00205305+0.00709632j -0.000950294+0.000120149j -0.000508984-0.000131662j -0.00238716-0.00191976j 0.0076348+0.000814869j 0.00854013-0.00258193j 0.00294519-0.00188902j 0.00138145-0.00709452j -0.00218031+0.00265463j 0.00263751+0.00665959j 0.00442136-0.00440333j -0.00620238-0.00347449j 0.0027412-0.000711843j -0.00497132+0.00205946j -0.000282455+0.0051608j -0.0029125-0.00179862j -0.000665821-0.00375156j 0.000761889+0.00318962j -0.00234473-0.000235406j 
0.00138874-0.00114006j -0.000603977-0.0018165j 0.00218089+0.000722706j -0.00250279-0.00342233j 0.00636687+0.000943558j 0.00618008+0.00155599j 0.0015681-0.00597614j -0.00713088+0.000153129j 0.00163575+0.00310384j -0.00228047-0.000341488j 0.000802521+0.000682037j -0.00391896+0.00200334j -0.000970299-0.00169416j 0.00267333-0.0080697j 0.00267975+0.00362804j -0.00314669+0.00137881j 0.0034178-0.00498733j 0.00237533+0.000945668j -0.00329131-0.00232738j 0.0037314-0.0033795j 0.00412775-0.000968738j 0.000436516+0.00022831j -0.000509836+0.00159073j 0.00021908-0.00178259j 1.59527e-05-0.00147852j 0.00662811+0.00236263j 0.00568633-0.00321694j 0.0074666-0.00426278j -0.00160438+0.0031958j 0.00217091+0.00159622j -0.00103928+0.00159754j 0.00669933+0.00237341j -0.000240542-0.00125639j 0.00899608-0.000183432j -0.00240558-0.00100948j 0.00442962-0.000948414j -0.00441448-0.00421941j -0.00252185+0.00400024j -0.00154045-0.00193612j 0.0018714-0.00247661j -0.000961681-0.00381266j -0.00540884+0.00645475j -0.00147493-0.00182303j -0.00219476-0.00355515j -0.000925736-0.00304679j -0.00859406-0.00386145j 0.00474451+0.000601597j 0.000430117-0.000201422j 0.00474131+0.0011446j 0.0033335-0.000632101j -0.00370967+0.00196468j -0.00362971+0.000494684j 0.00210501-0.00256581j -0.00133127-0.00339428j 0.00511238-0.0010053j -0.000264526-0.000363105j -0.00703871-0.00400273j -0.00270761-0.000817466j 0.000336527-0.00627864j -0.00316246-8.38359e-05j -0.00100467-0.00496673j -0.000341948+0.00538366j 0.00174223-0.00335973j -0.00340505+0.000482229j 0.00236588-0.00112712j -0.00339135+0.000896731j -0.00176457+0.00440759j 0.00562774+0.000325241j 0.00296578+0.00650467j 0.00970245+0.00572364j 0.00496381-0.00708579j -0.00202531-0.000578968j 0.0110535+0.00041105j 0.00511552-0.0036026j 0.00442241+0.00171734j 0.0104526-0.000720188j 0.000980495-0.00105363j -0.00713529-0.00239146j -0.00840283+0.00080201j -0.00554659+0.0042062j 7.81388e-05+0.00507398j 0.00119639-0.0044183j 0.000370523-0.00627599j 0.00438738-0.000133414j 0.0040357-0.000427741j -0.00986469-0.00235094j -0.00117152+0.00563531j -0.0016393+2.54811e-05j -0.00733616-0.00251545j 0.00332071+0.000165148j 0.00186188-0.00207935j 0.00163414+0.000952821j 
-5.77198e-05+0.0014674j 0.00237092-0.000847575j 0.00135508+0.000660174j -0.00113318-0.00190215j 0.00497576+0.00155156j 0.00693973+0.003315j -0.00588268+0.00289899j -0.00172548-0.00714912j 0.00298776-0.00116787j 0.00163185+0.000697298j 0.00102584-0.00257225j -5.41033e-05+0.00163802j 0.00486879-0.00154044j 0.000347925-0.00297071j 0.00132589-0.00325027j -0.00148938+0.000353758j -0.00330802-0.00247023j 0.00240697-0.00511318j 0.000621969+0.0015737j 0.00233933+0.00399089j -0.00483518-0.000733434j -0.00123813-0.00543908j -0.00385159+0.00313317j -0.00286384+0.00521251j -0.00504558+0.000159734j 0.00340493-0.00086377j 0.00584909+0.00114958j 0.00912546-0.00114209j -0.000109583+0.00344359j -0.00876193-0.00154454j 0.00305761+0.00184973j 0.0036962-0.00400427j -0.00170456-0.00400975j 0.00445059-0.00122784j 0.000342736+0.00119932j 0.00749813+0.00145572j -0.0117305+0.000930461j -0.00170345+0.00245108j -0.000600337-0.00466645j 0.00158818-0.00312538j 0.000756532-0.00560167j -0.00378468+0.00263124j -0.00218387+0.000128037j -0.00413933+0.00214365j 0.0018544-0.000185001j -3.48799e-06+0.00107307j 0.000955862-0.00248769j -0.0070373-0.000527606j 0.00387546-0.00123243j 0.0010808+0.000809991j 0.00605117+0.00402362j -0.00583412+0.000712878j -0.00167108-0.00389044j -0.00693677-0.00219076j 0.00363068-0.00287909j -0.00481643-0.00417463j -0.00745549+0.000982824j 0.000622739-0.00347306j -0.00821501-0.00117069j -0.00271312+3.66922e-07j 0.00299342-0.00355859j 0.00509362+0.00307539j 0.00148553+0.00219228j -0.00745132+0.00165683j -0.0092873+0.000298404j 0.000328841+0.00322693j -0.00818297+0.00531348j -0.000793404-0.00194776j 0.00720253+0.00912637j -0.000571606+0.00134086j 0.00351018-0.00531938j -0.00387878+0.00263431j 0.00467271+0.000456839j 0.00158819-0.00391716j 0.00671858+0.0036721j 0.00964323-0.00263738j 0.00131184+0.00275264j 0.00321058-0.00147343j 0.00499588+0.00721958j -0.00237889+0.00694575j 0.01011-0.00514422j -0.00318377+0.000341072j 0.00568905-0.00305071j 0.00469861+0.00415167j -0.000718966+0.000820029j -0.00292798-0.000585707j -0.0042075-0.00213246j -0.00338675+0.000115951j 0.00157312-0.00304464j -0.000431903-0.00090038j 0.00166236-0.000149183j 4.91027e-05+0.000580267j 
0.00209746-0.000499665j -0.0043484-0.00242722j -0.00174754+0.00236821j 0.00442522-0.00482912j -0.00232251+0.00530933j 0.005639+0.00218232j 0.00303587-0.00399511j -0.000950687+0.00180886j -0.0103834-0.0003021j 0.00393406-0.00343285j -0.00569312-0.00488596j 0.00603494+0.00341106j -0.00371995-0.00639031j 0.0040465-0.00795444j -0.00134382-3.10206e-05j 0.00198485+0.000479651j 0.00504245-0.00505901j -0.00828277-0.00107428j -0.00283045-0.00298826j -0.00648757+0.000293521j -0.00028312-0.00954126j -0.00625744-0.00109906j 0.00629066-0.00545065j 0.00619254-0.000803699j -0.00576254+0.00828555j -0.00242856+0.00508479j 0.00341552-0.00367475j -0.00500577-0.00103084j -0.00166528-0.00350631j 0.0027691+0.00198856j 0.000724044+0.00165754j -0.0110366-0.00944934j 0.00222713-0.00574057j -0.00292729-0.00198607j 0.00659187-0.00855017j 0.00163056-0.00528705j 0.000467977-0.00251348j -0.00177861+0.00464438j 0.00168867+4.18924e-05j 0.012442-0.0102293j 0.00154165+0.00124064j 0.00261968-0.000574461j -0.00406588+0.00451939j 0.00434458-0.00495146j 0.00193437+0.00638289j 0.00472911+0.00156536j 0.000265407+0.00770761j 0.00209215+0.00944139j -0.000276279+0.00799034j -0.00323903+0.00328744j 0.00103068+0.00180321j 0.00198006-0.000378058j -0.0025854+0.00244442j 0.00181684-0.006799j -0.000360893-0.00145055j -0.000742272-0.0046442j -0.00259106-0.0022082j 0.000654494+0.0114248j 0.00374462-0.00157843j -0.000809564-0.00659203j -0.00128772-7.44066e-05j -0.00103717+0.00194166j -0.0017916-0.00159441j 0.00169988+0.00900891j 0.013498-0.00337878j -0.0027294-0.00464052j 0.0116978-0.00265337j 0.0051204+4.59909e-05j -0.00334486-0.00226734j -0.00574349-0.00222067j 0.00337275-0.000525674j 0.00681445+0.00370387j -0.00143679+0.00323885j -0.0011251+0.00110483j -0.0017353+0.00187371j 0.00343378+0.00308398j -0.00209956+0.00204422j -0.00215313+0.00314366j 0.000594589-0.00613014j 0.00100274+0.002935j 0.00134742+0.00291079j -0.00345408+0.000484259j -0.0045171-0.000306399j -0.00160006+0.00121068j 0.00143642-0.00266968j 8.45942e-05-0.00347492j -0.000716141+0.00288692j -0.00422496+0.00124083j 0.000975603-0.000686234j 0.00189548-0.000597458j -0.00302343-0.00257455j -0.000232589+0.000319299j 
