6.23765e-15+0.022045j 1.35675e-15-0.0041581j 3.60127e-17+0.00446979j -3.91912e-17-0.0052352j 1.56406e-17+0.00256238j 7.0995e-17+0.012875j 8.52253e-18-0.0141191j -4.10294e-18+0.00316319j -9.39379e-18-0.00975077j 1.11452e-17+0.00646438j -1.41221e-17-0.00823851j -1.35959e-17-0.00207394j -1.68641e-17-0.00109068j -3.5095e-17-0.010734j 3.48963e-17-0.00531671j -6.4141e-17-0.0111967j -1.15997e-16+0.00128351j 9.72892e-17-0.00430164j -5.29463e-17+0.00214097j 1.25247e-17-0.00974657j -3.02965e-17-0.016737j -1.32719e-16+0.0173621j 1.49736e-17-0.00797992j -1.06022e-19+0.0123304j 1.28053e-17-0.000645366j -5.89053e-17+0.00707704j 4.89521e-18-0.00203819j 1.66739e-16+0.0033141j 2.15539e-16+0.00683674j -1.48833e-17-0.00470539j 9.42759e-17-0.00185374j 1.72953e-17-0.00459588j -3.47717e-17+0.00137735j 1.67974e-17+0.00102749j 1.05097e-16+0.0203989j -1.08517e-17-0.00350636j -1.15906e-16-0.0110465j 1.19405e-16-0.000820269j 3.63212e-16-0.00949103j -1.23934e-16+0.0143559j 5.9687e-17+0.00480551j 1.07203e-16+0.00148048j -7.83017e-17+0.0121553j -7.38809e-18-0.00409156j 5.55339e-18-0.0026847j -3.29866e-17+0.00414709j 5.03273e-18-0.00678844j -3.19972e-17+0.00954357j -3.11546e-17+0.010513j 4.03965e-18+0.00880216j 8.28789e-18-0.0105245j -7.86589e-18+0.00182617j -2.73784e-17-0.0105207j -2.76388e-17+0.0020827j -1.40703e-15+0.0110142j 6.44839e-15+0.0185918j 
-1.75595e-15-0.00692783j -2.97005e-16+0.00358596j 6.5226e-17-0.000750649j -2.3552e-16-0.00285606j 8.93831e-17+0.000615845j 4.17029e-17-0.00378881j -7.60297e-17+0.00356969j 1.84771e-16+0.00293534j 6.96575e-17+0.00396299j -1.54805e-17-0.00249627j -5.6133e-17+0.00175236j 4.48154e-17+0.00115252j -8.51731e-17-0.00123653j 9.57489e-17+0.00479318j -1.25497e-16-0.000169779j -1.37536e-16+0.001849j 8.87513e-17-0.00409947j 2.92196e-17+0.00319913j 7.22857e-17-7.80452e-05j 6.61783e-17+0.00431903j -2.13335e-16+0.00176286j 5.68084e-17-0.00694958j -1.06759e-16+0.000274157j 1.54532e-16-0.00128635j -2.05022e-17-0.000953429j 1.87222e-16+0.000477267j -1.69326e-16-0.00180875j 1.31832e-16+0.000804104j 2.68956e-16+0.00170775j -4.26779e-17+3.62416e-05j -4.75315e-17-0.0017654j -1.2449e-16-0.00035341j -1.65802e-16-0.00391266j 1.52322e-16+0.00255054j 5.60877e-17-0.00609291j 1.50676e-16+0.00516807j 9.23372e-17+0.00398197j -2.47552e-18+0.000619685j -1.5969e-16+0.00193j 2.86407e-16-0.000790928j -6.74316e-17-0.00335354j 7.72927e-17+0.00146805j -1.50547e-17-0.00443759j -6.00054e-17+5.82286e-05j 1.12707e-17+0.000885883j -5.28417e-17-0.00284142j -7.57729e-18+0.00236201j -6.00571e-17-0.00400671j 2.19485e-16+0.000459411j -8.79665e-17-0.004855j 8.9942e-18+0.0043691j 3.89806e-17+0.000483818j -2.52906e-16-0.00105628j -2.26041e-17-0.00136188j 7.46503e-16-0.0018757j -2.97502e-15-0.00776863j 
3.35679e-15+0.0131975j 7.76241e-16-0.00900268j 1.2176e-17+0.0011745j -8.71359e-17+0.00981698j 8.90936e-17-0.00195533j 9.78164e-17+0.00741942j -2.81262e-17-0.00578277j 1.15291e-16-0.00952312j 8.25193e-17-0.00703359j 5.7798e-18+0.00507978j -2.58002e-17-0.00239198j 2.2582e-17-0.00217444j -7.178e-17+0.00353976j 9.93268e-17-0.00908802j 2.06276e-18+0.00203817j -1.44348e-16-0.00297249j -6.87762e-16+0.0124233j 1.91851e-16-0.0076266j -2.60309e-17-0.000134523j 1.05651e-16-0.00828092j -2.06315e-16-0.000622507j -8.98899e-17+0.0154167j -5.72634e-17+0.0020853j 5.39308e-17-0.000273667j 2.82434e-17+0.00395317j 1.15994e-16-0.00270983j -1.28135e-16+0.00457432j -8.0155e-17-0.00327106j -1.23574e-16-0.00685508j 2.90828e-17+0.00244567j -1.82958e-16+0.00628777j -1.64767e-16+0.00130905j -1.34824e-16+0.0104041j 1.28953e-16-0.00703376j 1.81801e-16+0.0120802j 1.31094e-16-0.0141805j -5.39318e-17-0.00695862j -1.67125e-17-0.00181068j 1.09673e-16-0.0024985j 1.52909e-16-0.000803089j 7.98158e-17+0.00909091j 1.08932e-16-0.00452721j -1.3293e-16+0.00766375j -1.82686e-17+0.00133542j 2.41999e-17-0.00125268j -8.45004e-17+0.00667706j 8.77333e-18-0.00461885j -1.13269e-16+0.00722367j 1.48037e-16-0.00413107j -4.81217e-17+0.0109952j -2.11865e-17-0.00975421j -3.7117e-18-0.00245071j -1.21342e-16+0.00591586j 3.19059e-17+0.00360835j -1.33358e-15+0.00213458j 6.40376e-15+0.0165979j 
3.15582e-15+0.012526j 6.84404e-16-0.00825735j -5.80776e-17-0.000711972j 5.28978e-17+0.00829391j -2.27523e-17-0.00464603j -6.15555e-18+0.00475364j 8.6562e-18-0.00659057j 5.63142e-18-0.00756819j -7.24841e-17-0.0136885j 1.89373e-17+0.00537762j 5.44294e-18-0.0031504j -5.72448e-17-0.00458806j 1.24234e-17+0.00482464j -9.23866e-17-0.0156954j 1.294e-17+0.00190398j 9.52325e-17+0.00237392j -3.60622e-16+0.00565096j 8.12771e-17-0.00818809j -8.22379e-17-0.00152478j -2.9092e-17-0.01364j 5.56035e-18+0.0020625j -1.15947e-16+0.0105229j -4.34263e-17-0.000793245j -1.59963e-17+0.00140654j -4.97489e-17-0.00177077j -6.58001e-17-0.00624546j 5.6546e-17+0.0102898j -1.82927e-16-0.00297093j -2.52021e-16-0.00639434j -2.8066e-17-0.00378369j -1.59914e-16+0.00209984j 3.99372e-17+0.00660863j 2.72775e-17+0.0113303j -1.46877e-17-0.00923525j 1.09843e-17+0.0074764j 5.38599e-17-0.0105495j -2.31153e-16-0.0123227j -2.59033e-17-0.000190751j 1.68156e-16-0.0034145j -7.95485e-17-0.00670604j -2.2797e-17+0.0034816j -3.81498e-17-0.00463104j -4.9114e-17+0.0143543j -1.34006e-17-0.000324993j -1.79627e-17-0.00365121j -2.27714e-17+0.00718865j 1.24132e-17-0.00486726j 2.85455e-17+0.0138391j -2.0801e-17-0.0051569j 1.86066e-17+0.0114376j 1.69756e-17-0.00694468j 1.72258e-17+0.000514989j 5.5975e-17+0.0063764j 8.34558e-18+0.00156954j -1.34148e-15+0.00185193j 6.08911e-15+0.0156987j 
-1.9529e-15-0.00751302j -4.69935e-16+0.00457672j -1.28077e-17-0.00128603j 1.03009e-16-0.00461567j -5.2861e-17+5.56923e-05j -5.69927e-17-0.00484487j 3.29773e-17+0.00326144j -1.07408e-16+0.004711j -2.39878e-17+0.00207059j -2.20646e-18-0.00263182j 3.03507e-17+0.00137629j -1.15204e-17+0.000493866j 4.94198e-17-0.00123417j -4.12887e-17+0.00308517j 6.33478e-18-0.000668933j 9.45177e-17+0.00339653j 4.72345e-16-0.00755063j -1.21857e-16+0.00361232j 9.98634e-18-0.000421252j -4.20955e-17+0.00298081j 1.41023e-16+0.00194126j 8.30837e-17-0.00936207j 5.93547e-17-0.00125006j -6.50017e-17-0.000144016j 1.57037e-17-0.0032681j -7.60881e-17-7.45157e-05j 6.63011e-17-0.000507011j -6.80515e-18+0.00139431j -3.07417e-18+0.0028846j 2.77846e-17-0.00247265j 1.25075e-16-0.00387547j 8.98559e-17+0.00103504j 1.06882e-16-0.00462924j -8.68431e-17+0.00260886j -1.0048e-16-0.00792437j -1.18844e-16+0.00767214j 2.97967e-17+0.00244509j -1.55075e-17+0.0013009j -4.45479e-17+0.00145617j -8.6839e-17-0.00198326j -1.72306e-17-0.00591612j -9.85827e-17+0.0019729j 3.23902e-17-0.00248914j 2.73188e-17-0.000811386j -2.49171e-18+0.000108316j 5.57483e-17-0.00317919j -8.35879e-19+0.00245096j 3.77179e-17-0.0021565j -1.12715e-16+0.00103425j 3.93504e-17-0.00545196j -4.68756e-18+0.00582267j -1.95094e-17+0.0017932j 1.1206e-16-0.00200226j -1.17046e-18-0.00230958j 6.89211e-16-0.00168673j -3.39031e-15-0.00894018j 
-1.47854e-15-0.00617065j -3.09673e-16+0.00532394j 2.01909e-17+7.57253e-05j -5.80744e-17-0.0067184j -1.49145e-17+0.00208363j -2.70489e-17-0.00297243j -1.62251e-17+0.00243827j 1.85437e-17+0.00621844j -3.30256e-17+0.00486675j -6.84244e-18-0.00270066j -1.34767e-17+0.000833026j 5.42213e-19+0.00167499j 4.23281e-18-0.00269326j -3.16252e-17+0.00610182j -3.56413e-17-0.00188527j 1.55309e-17-0.000290391j 2.99479e-16-0.00670953j -6.7815e-17+0.00465822j 3.11172e-17+0.000588965j -4.08841e-17+0.00543502j 2.37693e-17-0.00191338j 2.85294e-17-0.00731207j -1.43844e-17-0.0016693j 3.61146e-17+0.00117973j -3.48363e-17-0.00155464j -3.41885e-18+0.00322937j 1.84222e-17-0.00433627j 1.25262e-16+0.00244778j 2.01366e-16+0.00515077j -5.18359e-17-0.000902516j 7.53311e-17-0.0035174j 4.78429e-17-0.00238481j -2.21377e-18-0.00686895j -1.04835e-17+0.00516072j -6.24599e-17-0.00484914j 1.48817e-18+0.00823576j 4.47116e-17+0.00442717j 3.46332e-17+0.000786766j -7.22712e-17+0.000798911j -6.66897e-18+0.00321957j -6.5611e-17-0.0043668j 2.23303e-18+0.00315452j 7.74321e-17-0.00502912j -1.7654e-17-0.000994991j -1.40169e-17+0.00100061j 1.86621e-17-0.00404115j -8.40113e-18+0.00235328j 4.92407e-17-0.00500628j 2.44068e-18+0.00404513j -7.72691e-18-0.00636459j 2.26194e-17+0.00473167j 2.35443e-17+0.00123047j -3.93181e-17-0.00510895j -3.40728e-17-0.00175088j 7.62076e-16-0.000162912j -3.47209e-15-0.00873248j 
2.68715e-15+0.00911726j 5.65366e-16+4.85669e-05j 3.21116e-17+0.00195842j 1.37758e-17-0.00575225j 6.93355e-18+0.0015439j 3.32959e-17+0.0050411j 1.924e-17-0.0067189j -4.93583e-17+0.00455972j 2.66057e-17-0.00481935j 2.5167e-18+0.00244096j 5.70393e-18-0.00421764j 3.24861e-18-0.00100802j -1.14975e-18-0.00132978j 3.8726e-18-0.00484719j 1.16106e-17-0.00358484j -3.3466e-17-0.00480033j 2.18113e-16-0.00351827j 4.33672e-18-0.00059211j -1.3158e-17+0.00104033j 2.37479e-17-0.00429313j 1.63343e-17-0.00899055j -6.19197e-18+0.00520537j 4.40653e-17-0.00555183j -2.72092e-17+0.00738679j 4.58082e-17-0.00228364j -3.62534e-17+0.00418668j -1.31294e-17-0.00144016j 1.07019e-16+0.00278184j 1.51788e-16+0.00574129j 3.63004e-17-0.00429852j 1.38548e-16-0.00333206j 1.41312e-17-0.00213077j 1.13933e-17-0.00173559j -5.66245e-18+0.00204579j 4.44815e-17+0.00784382j -7.17245e-17+0.00220357j -1.96809e-17-0.00537659j 5.46895e-17+0.000250178j 1.91389e-16-0.00493147j -5.72202e-17+0.00748824j 5.17199e-17-0.000466039j 2.2105e-17+0.00199182j -7.33989e-17+0.00603855j 1.2413e-17-0.00294392j 1.69453e-17-0.00159143j -5.9431e-19+0.00073946j 3.75094e-18-0.00273677j -4.46506e-17+0.00464586j -4.83307e-17+0.00691126j 1.08651e-17+0.00228325j -1.19832e-17-0.00307517j -2.75165e-17+0.00213968j 1.24725e-17-0.00746245j -8.12725e-18-5.52e-05j -4.49791e-16+0.00570742j 1.99961e-15+0.00623403j 
-1.42984e-15-0.00586407j -2.83595e-16+0.00416596j 6.59043e-17-0.000523192j -1.00907e-16-0.00470107j 7.11453e-17+0.000896135j 4.23256e-17-0.00333741j -2.57099e-17+0.00248097j 5.35862e-17+0.00454219j 1.16733e-16+0.00300814j -1.4577e-17-0.00227517j -1.68381e-17+0.000982146j 5.42005e-17+0.000936335j -5.30581e-17-0.00164508j 1.24369e-16+0.00395575j -7.5146e-17-0.00103433j -1.24571e-16+0.00133777j 3.36561e-16-0.00593423j -1.74577e-17+0.00349283j 6.58547e-17+6.53329e-05j 9.22287e-17+0.00361876j -1.16403e-16+0.00010151j 1.19208e-16-0.00705918j -8.19262e-18-0.00115281j 5.52805e-17+0.000344181j 6.369e-17-0.00197831j 1.29626e-16+0.00129774j -1.53104e-16-0.00205043j 1.05838e-16+0.00158514j 2.03862e-16+0.00331682j 5.63678e-17-0.00134329j 8.64832e-17-0.0030561j -1.06724e-16-0.000569178j -8.08813e-17-0.00482747j 9.27073e-17+0.0032595j 5.90644e-17-0.00544771j 4.28459e-18+0.006658j 1.34201e-16+0.00298099j -1.32629e-17+0.000868822j -8.09621e-17+0.00101029j 2.11688e-16+0.000463209j 2.12982e-17-0.00429931j 2.42709e-17+0.0021374j -8.20147e-17-0.00326687j -8.77207e-18-0.000719472j 3.60604e-17+0.000496483j -2.05427e-17-0.00305194j -2.05047e-18+0.00205582j -1.06798e-16-0.00310092j 1.07138e-16+0.00206547j -4.77408e-17-0.00500506j -2.82768e-17+0.00446715j -1.8856e-17+0.0012352j -1.30516e-16-0.00291231j 5.14914e-18-0.00169998j 6.87377e-16-0.000842722j -2.92731e-15-0.00751026j 
1.80144e-15+0.00675531j 3.91378e-16-0.00308255j 3.52508e-18-0.000483722j 7.98809e-18+0.0016482j 2.28822e-17-0.00241787j 2.51272e-17+0.00211901j 4.45068e-18-0.00433227j -1.70016e-19-0.0014667j 3.19645e-17-0.00868211j 5.09139e-18+0.00277945j 3.12183e-18-0.00240222j -5.57907e-18-0.00284142j -1.57144e-17+0.00208196j 1.50316e-17-0.00948273j -2.36811e-17-2.80046e-05j -8.4122e-18+0.00167224j 4.08328e-17-0.000640604j 3.54428e-17-0.0036103j -2.1432e-17-0.000844818j 4.27088e-17-0.00813446j -4.07864e-17-0.000191499j 3.04716e-18+0.00376427j -7.49899e-18-0.0024143j -3.6329e-18+0.00266129j 2.74537e-17-0.00303898j 1.25606e-17-0.00278038j -4.9178e-17+0.0056923j -5.35882e-17-0.00051791j -4.43373e-17-0.00122609j 3.99856e-17-0.00443769j -9.5264e-18-0.00120204j -2.81759e-17+0.00392736j -8.26752e-18+0.00450698j 3.04617e-17-0.00400712j 4.84709e-17+0.00318245j -2.5524e-18-0.00262504j -7.58092e-17-0.00783198j -1.99687e-17+0.000497555j 1.14073e-16-0.00270959j 4.49238e-17-0.00303535j 2.2259e-17-0.000500104j -2.12878e-17-0.00148415j -1.07423e-16+0.00921856j -1.87036e-18-0.0012848j 1.64767e-17-0.002581j -2.07166e-17+0.00322178j 9.1352e-18-0.00261968j -5.92514e-17+0.00869372j 1.70799e-17-0.000959783j -4.91905e-18+0.00523886j -1.43996e-17-0.00254396j -1.54347e-17+0.00161308j -9.97874e-18+0.00115404j 1.31851e-17-3.50375e-05j -5.9743e-16+0.00185569j 2.77083e-15+0.00735664j 
-1.30445e-15-0.00452974j -1.77508e-16+0.000239925j -5.6975e-17+0.000218446j -2.37416e-16+0.00260302j -5.96916e-17+0.0011328j -8.2459e-17-0.00111858j -9.79454e-17+0.00381778j 2.43956e-16-0.00238002j -2.70103e-16+0.00666285j 5.53363e-18-0.00162591j -8.00994e-17+0.00245122j -7.62021e-17+0.00207085j -2.2845e-18-0.000494726j -2.30015e-16+0.00680879j -5.18258e-17+0.00145006j 1.25233e-16-0.000967447j -6.48595e-16+0.00463582j 4.4235e-17+0.00119914j -2.02391e-17+0.000412292j -2.09423e-16+0.00574899j -4.74278e-17+0.00225351j -2.37384e-16-0.000467733j -2.15833e-16+0.0039552j 1.89586e-16-0.00415316j -2.93805e-16+0.0041429j -2.15528e-17+0.000578593j 1.65398e-16-0.00322468j 7.0113e-17-0.00111048j 1.12336e-16-0.00218707j -3.3744e-16+0.0054299j -3.16393e-16+0.00347091j 1.29888e-16-0.00241797j -9.51316e-17-0.000647747j 8.00804e-18+0.00102378j -1.46916e-16-0.00150565j 3.16238e-16-0.00202453j -1.65183e-16+0.00610956j 7.35123e-17-0.000948534j -1.99462e-16+0.0028602j -8.678e-17+0.000458176j -2.84377e-16+0.00288991j 9.65509e-17-0.000427929j 3.45873e-16-0.00725492j -1.168e-16+0.0021606j -1.11813e-16+0.00223758j -2.2752e-17-0.00115638j -2.08599e-17+0.00168554j 2.8434e-16-0.00657986j 1.24744e-16-0.00199825j -4.09131e-17-0.00211567j 1.37105e-16+0.00037721j 1.73214e-16-0.00252285j -1.55523e-16+0.0024358j -1.00685e-16+0.000977532j 3.22494e-16-0.00243341j -1.22797e-15-0.00343025j 
1.56118e-15+0.00578344j 3.75839e-16-0.00237755j -1.75707e-17+4.62632e-05j -8.01556e-17+0.000986684j -1.13409e-17-0.00130762j -1.21714e-17+0.0023121j -3.02127e-17-0.00360815j 8.27843e-17-0.00100165j -8.93825e-17-0.00589159j 7.89305e-18+0.00220214j -2.74492e-17-0.00199626j -4.04068e-17-0.00185293j -8.88201e-18+0.00126535j -9.42126e-17-0.00649244j -3.73406e-17-0.000275844j 5.19687e-17+0.000148991j -1.65405e-16+0.000172802j 4.17952e-17-0.00264028j -3.26241e-17-0.000357904j -5.47684e-17-0.00562136j -3.61699e-17-0.00118971j -9.94611e-17+0.00384282j -8.45228e-17-0.00182048j 6.50018e-17+0.00230497j -9.36004e-17-0.00164912j -1.85411e-17-0.00126023j 3.68522e-17+0.00332942j 4.17174e-18-0.000211665j 3.81241e-17-0.000531711j -1.02448e-16-0.00276923j -1.05236e-16-0.000577522j 4.68559e-17+0.0020272j -3.36236e-17+0.00307698j 1.80402e-17-0.00251123j -2.12632e-17+0.00357432j 1.07639e-16-0.00226466j -1.46386e-16-0.0054795j 2.66349e-17+0.00016833j 5.96103e-17-0.00225679j -2.73647e-17-0.000877386j -9.39219e-17+0.00035228j 1.89925e-17-0.000932165j 4.36099e-17+0.00637658j -4.68072e-17-0.000950616j -3.15818e-17-0.00170678j -2.27835e-17+0.00237082j -7.40321e-20-0.00211317j 6.78588e-17+0.00589228j 4.392e-17-4.4679e-05j -1.43129e-17+0.00399014j 4.47081e-17-0.00249606j 5.41206e-17+0.000955851j -5.88284e-17+0.000222752j -3.44013e-17+0.000245305j -4.6388e-16+0.00184613j 2.22037e-15+0.00603932j 
-1.99235e-15-0.00731948j -4.68567e-16+0.0029212j -2.00175e-17-0.00345311j 9.67533e-17-0.00188049j -3.44749e-17-0.0036402j -5.87463e-17-0.00703181j 2.53239e-17+0.00284794j -8.39752e-17+0.00283723j -4.54858e-18-0.00515458j 1.49486e-20-0.00168398j 3.04907e-17+0.00119154j -2.05759e-17-0.00224055j 3.42599e-17+0.00139619j -3.35574e-17-0.00463083j -5.06474e-17+0.000775662j 1.18329e-16+0.00941588j 5.89568e-16-0.0100908j -1.17936e-16+0.00118369j 3.44208e-18-0.00216793j -1.22486e-17-0.00341501j 9.68742e-17+0.00710105j 1.20994e-16-0.0117262j 2.42716e-17-0.00200603j -4.77122e-17-0.000651998j 1.93455e-17-0.00735804j -4.15178e-17-0.00559321j 1.31961e-17+0.00692315j -1.04719e-16+2.21827e-05j -8.41179e-17-0.00013589j 5.12346e-17-0.00689308j 7.32046e-17-0.00548278j 6.60125e-17+0.00737403j 9.99928e-17-0.000417303j -5.22441e-17-0.00208857j -9.4381e-17-0.0116468j -9.47998e-17+0.00693992j -3.95515e-17-0.00328993j -7.05449e-17+0.00238885j -3.99357e-17+0.00128995j 9.22905e-18-0.0103505j -4.31932e-17-0.00904806j -1.57447e-16+8.54355e-05j -4.70577e-17+0.004587j 1.4386e-17-0.001287j 6.87378e-18-0.00219644j 4.0764e-17-0.00109664j 6.73654e-18+0.00176161j -1.04777e-18+0.00512948j -6.88483e-17-0.00310695j 2.64676e-17-0.00273678j -1.19906e-17+0.00696447j -1.9893e-17+0.00352818j 8.72704e-17+0.0022006j 1.11804e-17-0.00340003j 5.31156e-16-0.00305746j -2.59769e-15-0.00723737j 
2.0857e-15+0.00748222j 4.43994e-16-0.00183997j 9.838e-18+0.00211333j 1.24637e-17-0.000758386j 3.8402e-18+0.00172109j 3.08191e-17+0.0051958j 1.20394e-17-0.00425499j -2.11173e-17-3.28064e-05j 8.44064e-18-0.000793813j 3.41695e-18+0.00204982j 1.6079e-18-0.00234699j 3.80788e-18+0.000176691j -4.18119e-19-0.000700073j 6.00765e-18-0.00117931j 4.48556e-17-0.00153427j -3.91132e-17-0.00552276j -1.51043e-16+0.00326861j 4.29574e-17-0.001362j -1.78773e-17+0.00116939j 9.72258e-18-0.00130689j 2.28445e-18-0.00618864j -5.17863e-17+0.00765096j 2.88279e-17-0.0013499j -2.14242e-17+0.00319331j 2.08489e-17+0.00202421j -2.55446e-17+0.00340619j 1.13904e-17-0.00258838j 5.16184e-17+0.000814982j 3.54557e-17+0.0017361j 1.05135e-17+0.000905764j 3.48468e-17+0.00115819j -5.53138e-18-0.00332882j -5.74518e-18+0.00040836j -5.42377e-18+0.000908982j 4.89732e-17+0.00838177j -2.10657e-17-0.00285793j -4.47255e-18-0.00166676j 4.36666e-17-0.00090488j 1.16819e-16-0.00268034j -6.55974e-17+0.00658872j 5.45325e-17+0.00382922j 5.28757e-17+0.000356574j -1.81507e-17+0.00154489j 1.16838e-17-0.000616159j 5.07583e-18+1.05119e-05j -7.66636e-18+0.00130308j 8.3018e-19-0.00215407j -1.54088e-17+0.00075002j -2.8259e-17+0.00350477j 8.69564e-18+0.00290377j -5.35239e-18-0.00459287j -1.35104e-17-0.000599228j 1.55175e-17-0.00324437j -2.11894e-20+0.00150528j -5.14986e-16+0.00358093j 2.3243e-15+0.0066016j 
-9.84847e-16-0.00361493j -2.00696e-16+0.00125054j -4.9199e-18+0.000476202j -3.39369e-17-1.47066e-05j -1.0756e-17+0.0015612j -1.3264e-17-0.000775591j -1.37578e-17+0.00264269j 3.12745e-17-7.25016e-05j -3.38956e-17+0.0057273j -2.54821e-18-0.00151286j -1.12244e-17+0.0015666j 4.55896e-19+0.00188258j 2.85274e-18-0.00112688j -1.75842e-17+0.00608582j 1.16446e-17+0.000302174j -7.05068e-20-0.00154216j -1.44168e-16+0.00197615j -1.44906e-18+0.00181408j 1.08177e-17+0.000603833j -3.4266e-17+0.00516532j 2.41016e-18+0.000176829j -2.91365e-17-0.00107135j -1.76302e-17+0.00211593j 2.33128e-17-0.00211019j -3.84664e-17+0.00276327j 2.17717e-18+0.00171266j 3.24598e-17-0.00370488j 3.58217e-17-2.87463e-05j 2.97322e-17+4.60656e-05j -5.05484e-17+0.00365677j -3.53549e-17+0.00167516j 1.22476e-17-0.00275904j -1.6116e-17-0.00213185j -6.41633e-18+0.0021491j -2.56566e-17-0.00105827j 3.96699e-17+0.000276256j 3.39822e-17+0.00510679j 1.81331e-17-0.000587238j -8.17956e-17+0.00179249j -2.08509e-17+0.00208763j -2.93073e-17+0.00144453j 3.3549e-17+0.000556205j 8.62124e-17-0.00606918j -9.88241e-18+0.00115233j -1.72982e-17+0.00180268j 3.62522e-18-0.00163646j -6.99782e-18+0.00145086j 5.04722e-17-0.00571166j 1.37362e-17+0.000152105j -5.07406e-18-0.00265766j 1.8316e-17+0.000796658j 2.36206e-17-0.001519j -1.88424e-17-8.1806e-05j -1.3856e-17+0.000449553j 3.01039e-16-0.00120561j -1.35128e-15-0.00363223j 
4.21496e-16+0.00138699j 1.74829e-16-0.000748633j 5.79331e-17-0.000422264j -2.18068e-16+0.000497721j 1.03628e-16-0.00101922j 6.89146e-17+6.98101e-05j -6.92355e-17-0.000996109j 1.84811e-16-0.00035267j 8.30167e-17-0.0029097j -8.26534e-18+0.000687586j -5.33724e-17-0.000568304j 3.60801e-17-0.00100149j -9.46872e-17+0.000760194j 9.97046e-17-0.00311917j -1.15367e-16+0.000118289j -1.4788e-16+0.0012485j -8.06645e-17-0.000805025j 8.9423e-17-0.0010145j 4.01428e-17-0.000427063j 9.34851e-17-0.00263522j -2.4449e-16+0.000607807j 1.60123e-17+0.000253614j -1.10462e-16-0.000760319j 1.43201e-16+0.000618339j -5.29482e-18-0.00138129j 1.83013e-16-0.0013172j -1.8741e-16+0.00224267j 7.27122e-17-0.00021506j 1.84361e-16-0.000504317j -1.94532e-17-0.00173681j -8.99586e-17-0.000669693j -1.4825e-16+0.00174642j -1.74704e-16+0.00138951j 1.70252e-16-0.00141202j 1.10434e-16+2.58065e-05j 1.60898e-16-0.000381646j 1.56134e-17-0.00251153j -8.77319e-18+0.000308723j -4.065e-17-0.000641053j 2.84758e-16-0.00178535j -3.32123e-17-0.000754914j 8.39167e-17-0.000490584j -8.89123e-17+0.00301048j -5.83547e-17-0.000419658j 1.97628e-17-0.000906559j -7.4663e-17+0.000898215j -9.328e-20-0.000627218j -9.70457e-17+0.00291517j 2.24602e-16-0.000647707j -8.66479e-17+0.00137369j 1.985e-20-0.000245472j 2.84869e-17+0.000688418j -2.46042e-16+0.000657476j -9.18257e-18-0.0002393j -2.89166e-17+0.000243753j 5.88666e-16+0.00163678j 
-5.34946e-16-0.00281968j -9.0972e-17+0.00443581j 3.68763e-17+0.0003927j -9.77686e-17-0.00707752j 1.04797e-17+0.00186402j -1.93854e-18-0.00139553j -2.59166e-17+0.000239272j 4.78981e-17+0.00640539j -8.23838e-18+0.00220497j -6.89037e-18-0.00157274j -2.29963e-17-0.000442533j 7.26345e-18+0.000911836j -1.73574e-17-0.00242973j -9.11645e-18+0.00321344j -5.5881e-17-0.00245615j -2.32426e-17-0.000986544j 2.94067e-16-0.00695808j -3.81885e-17+0.00361783j 3.16712e-17+0.000624761j -1.21272e-17+0.00291343j -2.95773e-17-0.00359628j 2.41956e-17-0.00509868j -2.98618e-17-0.00300839j 5.89056e-17+0.00296602j -2.46862e-17-0.00233674j 2.7591e-17+0.00339405j -2.64078e-17-0.00342383j 1.49371e-16+0.00272921j 2.52424e-16+0.00570011j -4.4895e-17-0.00235225j 7.4638e-17-0.00407607j 1.51978e-17-0.00203488j -3.79898e-17-0.00598192j 2.70907e-17+0.00455185j -2.19543e-17-0.00239396j 2.34659e-17+0.00760877j 3.15211e-17+0.00181543j 4.13874e-17+0.000845771j -2.57818e-17-0.000663327j 4.23962e-17+0.00401307j -5.70302e-17-0.00417311j 2.46273e-17+0.00307489j 3.25204e-17-0.00202852j -2.71578e-17-0.00169664j -5.22959e-18+0.000214275j -7.18622e-19-0.00307975j -6.43243e-18+0.00121817j 1.42163e-17-0.0023662j 4.13412e-17+0.00496148j -2.3577e-17-0.00460044j 1.87331e-17+0.00334249j 2.25007e-17+0.00179908j -8.70256e-17-0.00601953j -3.50009e-17-0.00162214j 5.42464e-16+0.00127656j -2.38016e-15-0.00566157j 
