6.23765e-15+0.022045j 1.35675e-15-0.0041581j 3.60127e-17+0.00446979j -3.91912e-17-0.0052352j 1.56406e-17+0.00256238j 7.0995e-17+0.012875j 8.52253e-18-0.0141191j -4.10294e-18+0.00316319j -9.39379e-18-0.00975077j 1.11452e-17+0.00646438j -1.41221e-17-0.00823851j -1.35959e-17-0.00207394j -1.68641e-17-0.00109068j -3.5095e-17-0.010734j 3.48963e-17-0.00531671j -6.4141e-17-0.0111967j -1.15997e-16+0.00128351j 9.72892e-17-0.00430164j -5.29463e-17+0.00214097j 1.25247e-17-0.00974657j -3.02965e-17-0.016737j -1.32719e-16+0.0173621j 1.49736e-17-0.00797992j -1.06022e-19+0.0123304j 1.28053e-17-0.000645366j -5.89053e-17+0.00707704j 4.89521e-18-0.00203819j 1.66739e-16+0.0033141j 2.15539e-16+0.00683674j -1.48833e-17-0.00470539j 9.42759e-17-0.00185374j 1.72953e-17-0.00459588j -3.47717e-17+0.00137735j 1.67974e-17+0.00102749j 1.05097e-16+0.0203989j -1.08517e-17-0.00350636j -1.15906e-16-0.0110465j 1.19405e-16-0.000820269j 3.63212e-16-0.00949103j -1.23934e-16+0.0143559j 5.9687e-17+0.00480551j 1.07203e-16+0.00148048j -7.83017e-17+0.0121553j -7.38809e-18-0.00409156j 5.55339e-18-0.0026847j -3.29866e-17+0.00414709j 5.03273e-18-0.00678844j -3.19972e-17+0.00954357j -3.11546e-17+0.010513j 4.03965e-18+0.00880216j 8.28789e-18-0.0105245j -7.86589e-18+0.00182617j -2.73784e-17-0.0105207j -2.76388e-17+0.0020827j -1.40703e-15+0.0110142j 6.44839e-15+0.0185918j 
2.52359e-16+0.00126024j 2.41978e-16-0.000847888j -2.82738e-16+0.00131504j -3.77677e-16+0.00120079j -3.96474e-16+0.00168623j -3.89057e-16+0.00216791j -1.82228e-16+6.70036e-05j 4.31775e-16-0.00150171j -1.08427e-15+0.00381022j 4.96282e-17+9.63574e-05j -1.64806e-16+0.00025397j -3.7694e-16+0.00142058j 1.66621e-16-0.000715654j -1.05214e-15+0.00369385j -3.92731e-17+5.84952e-05j 7.74436e-16-0.0036888j -1.43927e-15+0.00473239j -2.06952e-17+2.41454e-05j -2.08937e-16+0.000915121j -8.65663e-16+0.00294701j 3.09826e-16-0.00202154j -8.42912e-16+0.00392807j -5.32798e-16+0.00175259j 3.61197e-16-0.000854648j -9.66215e-16+0.00374988j -4.94928e-16+0.00227717j 8.82934e-16-0.00350703j 1.26066e-16-0.000240653j 1.7826e-16-0.000399597j -1.07381e-15+0.00394752j -7.67892e-16+0.00283258j 7.94803e-16-0.00339819j 4.9013e-17-0.000214563j -2.86278e-16+0.00117878j -6.7932e-16+0.00368671j 7.02579e-16-0.00283913j -8.50214e-16+0.0029712j 2.94329e-16-0.00110228j -2.0039e-16+0.000327991j -8.72737e-16+0.00397166j -9.24371e-16+0.00394627j 8.642e-17-5.92462e-05j 1.13536e-15-0.0037689j -3.04531e-16+0.00102449j -3.99413e-16+0.00143096j 4.81672e-17-2.70401e-05j -5.16153e-17-0.000118051j 1.08342e-15-0.00378251j -5.14837e-17+0.000699589j 3.75874e-17+0.000244312j 4.65538e-16-0.00229527j 5.15779e-16-0.00192976j -5.55728e-17-0.000281607j -3.45251e-16+0.00145051j -1.00786e-16+0.00044697j 3.82002e-16+0.00145688j 
-2.87423e-15-0.0112934j -7.04012e-16+0.00746074j 4.16491e-17-0.00294157j 1.62737e-16-0.00836661j 6.30611e-18-0.00138171j -1.55674e-17-0.00864564j 6.20788e-17+0.00407038j -1.90839e-16+0.00868352j 1.53712e-16-0.00104474j -1.27599e-17-0.00369614j 6.03492e-17+0.00137868j 4.41861e-17-0.000722594j 2.59614e-17-0.00123354j 1.16294e-16+0.000537678j -3.86245e-17-0.00135074j 6.18131e-18+0.00800733j 1.09414e-15-0.0157851j -1.80188e-16+0.00517317j 5.7211e-17-0.00138771j 9.6397e-17+0.0011454j 1.1015e-16+0.00393111j 2.85395e-16-0.0168673j 1.41181e-16-0.00398178j -1.17689e-16+0.00126829j 1.75157e-16-0.00851714j 3.88131e-18-0.0018941j -9.36811e-17+0.00246482j -1.67202e-17+0.00250554j 3.42052e-17+0.00508893j 2.11777e-16-0.00773051j 3.10591e-16-0.00862289j -1.15277e-17+0.00454013j 1.22196e-16-0.00667985j -4.41219e-17+0.00285584j -3.189e-17-0.014311j -2.62344e-16+0.0140448j 1.55521e-16+0.000246255j -8.04466e-17+0.00296011j -2.75541e-17+0.00136011j 8.99981e-17-0.00598j 9.28805e-17-0.012388j -1.72923e-16+0.00310282j -1.75742e-16+0.000507134j 7.05502e-17-0.00241761j 6.61502e-17-0.00134532j 6.133e-17-0.00452771j 9.02462e-18+0.00342725j -1.43482e-16+0.000877958j -1.10086e-16+0.00146129j 3.24409e-17-0.00794914j -8.00747e-17+0.0103647j -1.04468e-16+0.00463186j 1.16519e-16-0.00331473j 4.70883e-17-0.00473915j 1.09385e-15-0.00236138j -5.24504e-15-0.0138141j 
8.29526e-15+0.0275943j 1.83286e-15+0.00218098j 1.14537e-16+0.00628209j -1.90125e-16-0.0214813j 3.11404e-17+0.00558493j 8.73654e-17+0.0152087j -1.99077e-17-0.0212284j 3.94927e-17+0.0174239j -2.59937e-17-0.0146386j 5.98061e-18+0.00704675j -4.88678e-17-0.0136046j -1.73545e-17-0.00291421j -4.40654e-17-0.00523454j -8.26691e-17-0.0142725j -6.60633e-17-0.0124682j -9.43319e-17-0.0153706j 5.95341e-16-0.0146271j 3.96717e-17-0.000285314j -2.86048e-17+0.00350295j -9.51823e-19-0.0125847j -6.18754e-17-0.0299604j -1.1417e-16+0.0139517j -1.68956e-17-0.0190951j 8.09835e-17+0.0248275j -9.58117e-18-0.00858817j -6.15785e-17+0.0146007j -3.89128e-17-0.00579431j 4.7826e-16+0.0100547j 7.46554e-16+0.020773j -7.4081e-17-0.0150073j 3.15035e-16-0.0126084j 7.88104e-17-0.0073827j -7.92288e-17-0.0081312j 5.46133e-17+0.00840575j 9.37587e-17+0.0235404j -1.98179e-17+0.0105854j -1.50608e-16-0.0165105j 2.30237e-16+0.00125786j 5.2701e-16-0.0159741j -1.13844e-16+0.0252152j -1.92405e-17-0.00364474j 1.43815e-16+0.00768441j -9.99986e-17+0.0185833j -5.24326e-17-0.0101779j 5.07655e-18-0.00507483j -3.7853e-17+0.000990713j 5.43976e-19-0.00814046j -3.41836e-17+0.0140145j -5.96679e-18+0.0240708j -2.37939e-17+0.00519807j 3.84618e-17-0.00809858j 1.55756e-17+0.00774447j -1.58813e-16-0.0263217j -9.87045e-17-0.00101007j -1.10997e-15+0.0186442j 5.20402e-15+0.0171717j 
9.61268e-16+0.00488458j 3.76272e-16-0.0084176j -5.55185e-17+0.00188245j -3.53794e-16+0.0143715j 2.21509e-17+0.000626785j 6.08496e-18+0.00570573j -1.40174e-16+0.0013065j 3.96116e-16-0.0137769j -2.16554e-16+0.00624206j 9.03969e-18+0.00198092j -1.16639e-16+0.00216104j -5.00761e-17+0.0020176j -7.30437e-17+0.00230011j -1.37317e-16+0.00450565j -2.63817e-17+0.00455434j -2.81668e-17-0.00560578j -1.60187e-15+0.0214853j 2.51194e-16-0.00514419j -3.69813e-17+0.000864616j -1.32888e-16+0.00317522j -2.60929e-16+0.00286064j -3.65546e-16+0.0150088j -2.91469e-16+0.00954835j 2.64667e-16-0.00791739j -3.0257e-16+0.0122305j 1.05063e-16-0.00091817j 6.83816e-17-0.00236931j -1.99708e-19-0.00517799j -3.06792e-17-0.0105718j -3.5582e-16+0.0131426j -5.66591e-16+0.0130052j -3.84192e-17-0.00402036j -2.52552e-16+0.00873091j 1.34453e-16-0.0045661j 1.98649e-17+0.00989759j 4.98447e-16-0.017971j -1.7696e-16+0.00509013j 6.67524e-17-0.00373455j -1.89581e-16+0.00281024j 5.17743e-17+0.00116595j -2.22649e-16+0.0149608j 2.47779e-16-0.00510937j 3.02442e-16-0.00668511j -1.4225e-16+0.00542249j -1.0465e-16+0.00319954j -1.07735e-16+0.00431183j -1.90708e-17-0.00143982j 2.1896e-16-0.00590435j 2.94478e-16-0.0073213j -9.51436e-17+0.00680396j 1.31446e-16-0.00929764j 1.92409e-16-0.00738997j -2.93434e-16+0.00992648j -7.54772e-17+0.00560298j -7.7424e-16-0.00217843j 4.12897e-15+0.0101543j 
4.30489e-15+0.0165729j 9.49328e-16-0.0092424j -1.31682e-17+0.0045684j -1.22407e-17+0.00885172j 2.65784e-17+0.00272146j 8.14046e-17+0.0125907j 8.06944e-19-0.00674606j 4.41007e-17-0.00968018j 1.12071e-18+0.00131818j 1.07567e-17+0.00515269j -1.35719e-17-0.00274593j 8.50857e-18+0.00111292j -2.12116e-17+0.000835357j 2.96847e-17-0.000629145j 1.2939e-16+0.000629573j -1.1575e-16-0.012327j -1.04397e-15+0.0196909j 1.98987e-16-0.00635604j -5.37162e-17+0.00229825j 2.12169e-17-0.00148041j -7.95115e-17-0.00800084j -2.04343e-16+0.0231461j 5.0925e-18+0.003861j -9.08635e-18+0.000243319j -8.1393e-19+0.0109634j -3.23833e-18+0.00430149j 2.58461e-17-0.00467097j -7.58197e-18-0.0023077j -1.35698e-16-0.00462804j -2.21231e-17+0.00952682j -1.51845e-16+0.0104515j -7.9644e-17-0.00731146j -7.80271e-17+0.00743378j 2.90102e-17-0.00240399j 1.49208e-16+0.0207368j 8.50209e-17-0.0172682j -2.41875e-17-0.000699534j 6.50971e-17-0.00388837j 1.56015e-16-0.00289724j -9.76268e-17+0.0107616j 1.18489e-16+0.0161872j 1.77809e-16-0.0031782j 1.17264e-17-0.000314869j 9.85984e-18+0.00244984j -4.78687e-18+0.00169843j -5.22323e-17+0.00562316j 8.23797e-20-0.00492204j -1.06179e-17-0.0011569j 2.28478e-17+0.000459358j -1.86933e-18+0.0102592j -8.25849e-19-0.0141439j 5.10602e-19-0.00566815j -7.25814e-18+0.00176226j 1.66892e-17+0.00620511j -1.53574e-15+0.00460554j 7.10196e-15+0.0188536j 
5.03786e-15+0.0184866j 1.17865e-15-0.00725105j 4.36055e-17+0.00611192j -2.21605e-16+0.00386652j 8.33806e-17+0.00515789j 1.24973e-16+0.014558j -5.98755e-17-0.00861703j 1.94731e-16-0.00559564j 1.10271e-17+0.0031928j 3.28219e-18+0.00507942j -6.78827e-17-0.00412962j 2.88964e-17+0.00210092j -8.37893e-17-0.00130806j 5.4986e-17+0.00172892j 5.53514e-17-0.00178229j -2.25097e-16-0.0163827j -1.07568e-15+0.0174159j 2.50252e-16-0.00452535j -1.93972e-17+0.00346845j 3.99395e-17+0.000464577j -2.33379e-16-0.0138415j -2.40856e-16+0.0240989j -8.13965e-17+0.00149j 1.19606e-16+0.003648j -4.55751e-17+0.0110675j 9.71528e-17+0.008714j -6.15919e-17-0.00895048j 1.8654e-16-9.03477e-05j 1.82669e-16+3.94895e-05j -1.02796e-16+0.00912042j -1.6406e-16+0.00876636j -1.36734e-16-0.0109734j -2.15409e-16+0.00348525j 1.34684e-16+0.00138608j 2.02793e-16+0.0238495j 2.14516e-16-0.0139794j -3.09169e-20+0.000323794j 1.29048e-16-0.00395911j 1.46256e-16-0.00457838j 2.97788e-17+0.0174616j 6.07197e-17+0.0159388j 2.92213e-16-0.000908965j 3.27073e-17-0.00169885j -4.65095e-17+0.00118958j -9.83197e-18+0.00212999j -9.84016e-17+0.00413262j -7.99461e-18-0.0051464j -2.1754e-17-0.00315778j 1.69859e-16+0.00568631j -6.46568e-17+0.00854913j 2.66993e-17-0.0145103j 4.56401e-17-0.00509949j -2.10278e-16-0.00398345j -2.60439e-17+0.00610035j -1.36844e-15+0.0072922j 6.66267e-15+0.0184324j 
1.19643e-15+0.00691442j 1.20474e-16-0.0118287j -1.48314e-16+0.000258216j 4.50336e-16+0.019591j -1.14508e-16-0.00284018j -4.26393e-17+0.00513101j 1.30233e-16+0.000552103j -2.85531e-16-0.0181103j -4.41528e-17-0.000205176j 2.49959e-17+0.00356945j 1.0649e-16+0.00204059j -4.1474e-17-0.000420072j 1.27135e-16+0.00531498j -4.5524e-17-0.00279961j 2.80848e-16+0.00663339j 1.60449e-16-0.00111454j -8.99959e-16+0.023046j 4.91112e-17-0.00871726j -1.18458e-16-0.000628187j -4.60762e-17-0.00302078j 2.84703e-16+0.00785663j -1.03593e-16+0.016195j 1.86191e-16+0.0102587j -2.86685e-16-0.00940225j 7.52138e-17+0.0104209j -2.28649e-16-0.0063088j 2.40497e-16+0.00452131j -4.48701e-16-0.00738537j -8.48275e-16-0.0152943j 1.3514e-16+0.0110057j -1.36229e-16+0.0137708j 7.02723e-17+0.00136317j 2.40232e-16+0.0146387j -2.2008e-16-0.0100748j -1.63584e-17+0.00889125j -1.95182e-16-0.0222311j -6.33454e-17-0.000139452j -8.9742e-17-0.00338502j 9.4219e-17+0.00277842j -3.78077e-16-0.00637478j 2.08393e-16+0.0148487j -1.00584e-16-0.00789482j 1.19818e-17-0.000370096j 1.29872e-16+0.00579799j -3.67649e-18+0.00138811j 6.32356e-17+0.00737611j 1.49399e-17-0.00268177j 4.80386e-17+0.00065857j -3.04712e-16-0.0123985j 1.38469e-16+0.0111629j -5.22927e-17-0.0103452j -8.69165e-17-0.00697218j 4.47872e-16+0.0155553j 1.0541e-16+0.00565517j -1.49351e-15-0.00349946j 6.17005e-15+0.01454j 
1.47075e-15+0.00508035j 3.10554e-16-0.00050706j 2.89721e-17+0.00121924j 4.44398e-18-0.00208325j 2.69156e-17+0.000964673j 4.05085e-17+0.00309059j 1.10034e-17-0.00339444j -2.34329e-17+0.00147632j 5.94275e-17-0.00184636j -9.32596e-19+0.0013785j 4.14065e-18-0.00203999j 2.02651e-17-0.000297907j -1.44877e-17-0.000616014j 5.23401e-17-0.00196593j 1.07397e-17-0.00159591j -6.56057e-17-0.00307987j 6.66654e-17-0.000258431j 2.24266e-17-0.000588671j 2.4536e-18+0.000657163j 5.09007e-17-0.00181177j -2.56241e-17-0.00464607j 1.56227e-17+0.00382813j 3.47979e-17-0.00220326j -1.7317e-17+0.00331209j 5.74483e-17-0.000209466j 1.49635e-17+0.00229118j -4.916e-17-0.00115021j 5.27927e-17+0.00113218j 6.84362e-17+0.00235061j 5.37636e-17-0.0011847j 7.69516e-17-0.000780289j -4.01779e-17-0.00158989j -1.47315e-17-0.000430661j 2.10625e-17+0.000896959j 6.39535e-17+0.00488986j -4.2888e-17-7.80921e-05j 2.9727e-17-0.00226381j 1.94343e-17-0.000163741j 9.755e-17-0.00236714j 1.78167e-17+0.00424539j 6.63749e-17+0.000896219j 2.83849e-17+0.000741956j -7.69704e-17+0.0024551j 1.47123e-17-0.00114096j 2.3663e-17-0.000533181j -1.01584e-17+0.000618538j 3.13556e-18-0.00150313j -6.7485e-17+0.00177756j -3.69278e-18+0.00322119j -2.44562e-18+0.00157543j -2.32164e-17-0.0022834j -3.01929e-17+0.000545554j -9.36082e-18-0.00332912j 9.81088e-18+0.000395161j -2.84127e-16+0.00286382j 1.31195e-15+0.0038974j 
6.72523e-15+0.0255231j 1.40798e-15-0.0121297j -3.20405e-17+0.00555686j 1.58288e-16+0.0089792j -7.87472e-18+0.00226418j 8.64617e-17+0.0170965j 6.36469e-17-0.0122728j -1.06853e-16-0.010217j 1.40723e-17-0.00491324j 2.06807e-17+0.00817705j 3.1026e-17-0.00584623j -5.82632e-18-0.00064604j 2.28224e-17+0.00164371j 1.32216e-17-0.00756498j 2.0921e-16-0.000509741j -7.08096e-17-0.0146291j -9.59584e-16+0.0207234j 1.90063e-16-0.00937303j -1.00885e-16+0.00248276j 2.94321e-17-0.00759829j 4.12246e-17-0.0121748j -2.0961e-16+0.0299904j 1.0668e-16+0.00116717j -1.31154e-16+0.00422598j 7.06219e-17+0.00995167j -1.13265e-16+0.00473977j 8.46956e-17-0.0026296j -7.09254e-17-0.00195816j -2.7044e-16-0.00397565j 6.6986e-17+0.00687936j -4.65184e-17+0.010032j -3.17358e-17-0.00681904j 2.77827e-17+0.0103022j -5.23129e-17-0.00423647j 1.64949e-16+0.027834j -6.28374e-17-0.0202256j -7.40484e-17-0.00691343j 6.99071e-17-0.00403745j 3.55856e-16-0.00642673j -2.56359e-16+0.013013j 2.18837e-16+0.0178668j 1.28024e-16-0.00374021j -7.05754e-17+0.0067531j 6.33843e-17+0.0010714j 1.2637e-17-3.69776e-05j -2.51075e-17+0.00838011j 1.01483e-17-0.00792782j -4.18277e-17+0.0050436j -1.27703e-16+0.00231576j 5.52988e-17+0.0152514j -3.14544e-17-0.0184249j -5.66719e-17-0.00479933j 1.57734e-16+0.000117269j 4.41748e-17+0.0069768j -2.28952e-15+0.00814863j 1.02617e-14+0.0274626j 
2.13332e-15+0.00816649j 4.78262e-16-0.00404105j -5.75346e-17+0.00052623j -9.42767e-18+0.00290079j -6.26773e-17-0.00125076j -4.43158e-17+0.0039864j -1.09104e-17-0.00449297j 3.73008e-17-0.00292895j -1.65873e-16-0.00613608j 1.58511e-17+0.00303734j -1.46067e-17-0.00230115j -7.262e-17-0.0018761j 3.04671e-17+0.00168781j -1.74666e-16-0.00709864j 1.64209e-17+9.33683e-05j 1.33472e-16-0.00114929j -3.36025e-16+0.00330608j 3.77122e-17-0.00387549j -6.90851e-17-0.00017714j -1.20217e-16-0.00627038j 5.50885e-17-0.00169576j -1.67468e-16+0.00722398j -6.9122e-17-0.00104309j 2.3679e-17+0.00201685j -1.32224e-16-0.000130937j -1.08639e-16-0.00120836j 1.44277e-16+0.00328253j -4.45824e-17-0.000818562j -7.12533e-17-0.00177902j -1.38652e-16-0.00143877j -1.3757e-16+0.00111847j 1.24235e-16+0.00147684j 2.6621e-17+0.00473693j -5.19302e-17-0.0034025j -7.00201e-17+0.00633867j 9.05556e-17-0.00524284j -2.1128e-16-0.00590018j 4.10234e-17-0.000381062j 9.70835e-17-0.00255749j -1.76966e-16-0.000147903j -1.06579e-16+0.00274205j 3.1247e-18-0.00169741j 1.11558e-16+0.00672546j -3.7245e-17-0.000479136j -5.54946e-17-0.00157337j -2.00821e-18+0.00344946j -3.62945e-19-0.0028762j 1.43589e-16+0.00617526j -3.76531e-17-0.000603462j 1.9979e-17+0.00582555j 6.29256e-17-0.00459325j 6.44362e-17+0.000100379j 3.38193e-17+0.00117203j -3.99423e-17+0.00116649j -7.55031e-16+0.0022598j 3.3883e-15+0.00904097j 
1.90278e-15+0.00521986j 6.68119e-16+0.00286129j 2.26306e-16+0.00371141j -7.29959e-16-0.00846447j 3.04313e-16+0.00541453j 2.34509e-16+0.0053662j -2.14143e-16-0.00400097j 5.56968e-16+0.00658778j 2.33455e-16+0.00499123j -3.36005e-17+0.00024737j -1.80967e-16-0.00273374j 1.39451e-16+0.00245385j -2.83147e-16-0.0042736j 3.04946e-16+0.00573748j -2.77909e-16-0.00452816j -5.45903e-16-0.00985575j -3.15259e-16-0.00132723j 2.65818e-16+0.0030581j 1.53509e-16+0.00270528j 2.43448e-16+0.00463163j -7.09293e-16-0.0123746j -1.54921e-17+0.00477362j -2.86484e-16-0.00363667j 4.45469e-16+0.00619984j -2.21134e-17+0.00226033j 5.24344e-16+0.00949151j -5.13529e-16-0.00969355j 5.2544e-16+0.00397914j 9.0757e-16+0.00842924j -1.19118e-16+0.00125921j -1.16745e-16-0.00150158j -4.21527e-16-0.00866074j -5.64054e-16-0.00708279j 4.90417e-16+0.00746292j 3.47394e-16+0.00863617j 4.61882e-16+0.00408527j 2.01016e-16+0.00293893j 1.14967e-16-0.000786528j -1.02423e-16-0.00328452j 7.29572e-16+0.0148817j -6.4537e-17+0.00201611j 4.07042e-16+0.00408167j -1.32152e-16-0.00397392j -1.7037e-16-0.00187326j 4.74441e-17+0.00143824j -2.11363e-16-0.00246174j -1.74283e-17-0.000805784j -2.41566e-16-0.00521087j 6.42089e-16+0.0102272j -2.61212e-16-0.00246714j 1.92765e-17-0.00246947j 9.47749e-17+1.95129e-05j -7.78822e-16-0.0109165j -7.14415e-17+0.000732923j 3.45065e-16+0.00558687j -2.16344e-16+0.000999811j 
4.86719e-16+0.00151766j 8.04379e-17-0.00176987j 3.22274e-16-0.0024682j -1.65905e-17+0.00200796j 5.04287e-16-0.00440389j 4.38557e-16-0.00213795j 4.44787e-17-0.00162943j -6.78048e-17-0.0011396j 1.05464e-15-0.0100285j -5.33981e-17+0.00150447j 5.71744e-17-0.000976177j 3.72519e-16-0.00365384j -2.93936e-16+0.00300136j 1.05233e-15-0.0105865j -1.57073e-16+0.00108014j -8.80799e-16+0.00697042j 1.05073e-15-0.00449104j 1.70128e-16-0.00295409j 2.33706e-16-0.0020519j 8.90559e-16-0.0087993j -6.62122e-16+0.00493288j 7.42089e-16-0.00265966j 2.66834e-16-0.0021618j -7.97478e-17+0.000813446j 8.11074e-16-0.00591105j 7.17531e-16-0.00621241j -1.05553e-15+0.00915632j -4.54648e-17-0.00109497j 7.39044e-17-0.00250001j 8.88154e-16-0.00667643j 4.71246e-16-0.00299654j -9.19348e-16+0.00773857j -3.18209e-16+0.00469162j 5.20137e-16-0.00539612j 7.56046e-16-0.00376243j -3.29407e-16+6.26483e-05j 7.19515e-16-0.00821103j -2.85894e-16+0.00153255j 1.04261e-16-0.00108897j 1.21384e-15-0.00932772j 7.29305e-16-0.00451903j 4.23932e-17-0.00186786j -1.1258e-15+0.0100509j 1.64337e-16-0.00125249j 3.71808e-16-0.00324992j -1.64843e-16+0.00257337j 4.64467e-17-0.00124675j -1.08211e-15+0.0100653j 4.10581e-16-0.00383129j -1.70642e-16+0.00352297j -3.97877e-16+0.0012673j -3.92844e-16+0.00277043j -3.40246e-16+0.00372975j 2.86567e-16-0.00157022j -9.38999e-17-0.000734158j 1.23287e-15+0.00276502j 
-7.14187e-17+0.00341649j -3.14315e-17+0.000119404j -2.25152e-15+0.00396367j 6.78093e-16-0.00159054j -3.39471e-15+0.00561979j -2.98269e-15+0.00579124j -1.26649e-16-0.000892021j 3.84805e-17+0.000248327j -6.86415e-15+0.0101809j 3.90161e-16-0.000136775j -2.14887e-16-0.000318886j -2.57392e-15+0.00398231j 2.04272e-15-0.00335824j -7.01754e-15+0.0103994j 9.2577e-16-0.00176292j 6.22776e-15-0.0109357j -5.43217e-15+0.00803081j -1.29291e-15+0.0018424j -1.69804e-15+0.00288423j -5.75379e-15+0.00840352j 4.63713e-15-0.00871168j -4.58407e-15+0.00845825j -1.62406e-15+0.00199647j 2.1276e-16+0.000636454j -5.13663e-15+0.00810773j -4.93845e-15+0.0084184j 6.92167e-15-0.0111383j -4.89711e-16+0.00129025j -1.38084e-15+0.00294988j -5.46157e-15+0.00825543j -2.9987e-15+0.0046358j 6.19023e-15-0.0102548j 2.49737e-15-0.00398045j -3.57525e-15+0.00579227j -5.06844e-15+0.00970851j 1.77088e-15-0.00301244j -5.26411e-15+0.0077023j 1.54351e-15-0.00237511j -2.17625e-16-0.000368333j -7.9997e-15+0.0137225j -4.73821e-15+0.00798272j -9.06133e-16+0.00180103j 6.80969e-15-0.00976578j -9.82621e-16+0.00125273j -2.3633e-15+0.00354249j 1.15173e-15-0.0015435j -2.36558e-16-0.000156638j 6.90358e-15-0.0102238j -3.01098e-15+0.00562442j 1.26032e-15-0.00135807j 2.5008e-15-0.00475911j 2.41912e-15-0.00369075j 2.7063e-15-0.00518874j -1.74636e-15+0.00290876j -1.35234e-15+0.00283604j 1.83937e-16+0.00193539j 
-2.67034e-15-0.00852672j -6.64064e-16+0.00152053j -4.81669e-16-0.002407j 3.58534e-16+0.00204221j -7.12583e-16-0.00206137j -6.40032e-16-0.00578352j 4.10447e-17+0.00515497j -1.71042e-16-0.00104129j -1.30596e-15+0.00129967j 7.67228e-17-0.00227215j 2.2872e-17+0.00295382j -5.06912e-16-0.00010203j 4.61926e-16+0.0010518j -1.35704e-15+0.00161792j 2.16471e-16+0.00219623j 1.32875e-15+0.00624384j -6.52832e-16-0.00229484j -3.71728e-16+0.0011883j -3.33679e-16-0.00135447j -1.11607e-15+0.00169034j 1.07247e-15+0.00766653j -7.52835e-16-0.00799901j -2.11196e-16+0.00232062j -9.65928e-17-0.00441061j -9.20962e-16-0.00154489j -1.03688e-15-0.00421417j 1.39588e-15+0.00302261j -2.93694e-16-0.00138676j -5.5753e-16-0.00292081j -9.37854e-16-0.000150251j -5.00429e-16-0.000414274j 1.25539e-15+0.00375966j 6.46082e-16+0.00024908j -8.01991e-16-0.00150728j -1.06967e-15-0.0092803j 1.6458e-16+0.00201946j -9.9007e-16+0.0022753j 2.00693e-16+0.000810261j -1.09547e-16+0.00340016j -1.61554e-15-0.00788921j -8.70511e-16-0.00346853j -3.50253e-16-0.000844713j 1.27412e-15-0.00222947j -1.25788e-16+0.00113811j -4.39968e-16+0.000192834j 2.88079e-16-0.00118734j -3.75014e-17+0.00244169j 1.32381e-15-0.00122084j -7.35605e-16-0.00479618j 3.06512e-16-0.00289145j 4.42458e-16+0.00477527j 4.08011e-16+0.000178995j 7.34072e-16+0.00468579j -2.88785e-16-0.00138234j 2.02951e-16-0.00444908j -2.44292e-15-0.00705261j 
-2.80574e-16+0.000862688j -2.52033e-16-0.00545691j -2.87618e-16-0.00161994j 5.91876e-16+0.0101847j -3.82921e-16-0.00362943j -2.9625e-16-0.000428884j 1.58085e-16+0.00131878j -4.09104e-16-0.00886252j -4.98464e-16-0.00349824j 4.77592e-17+0.00142136j 1.25564e-16+0.00150911j -2.26056e-16-0.00161799j 3.05566e-16+0.00386597j -5.51369e-16-0.00476508j 2.92925e-16+0.00409635j 6.79717e-16+0.00422075j -3.51834e-16+0.007816j -2.00712e-16-0.00462998j -2.15201e-16-0.00151033j -4.46648e-16-0.0041567j 7.32298e-16+0.00791434j -2.62214e-16+0.00358201j 1.40871e-16+0.00451615j -3.34456e-16-0.00533664j -2.24234e-16+0.0018839j -6.29573e-16-0.00657723j 7.22008e-16+0.00651294j -4.53367e-16-0.00417149j -8.34513e-16-0.00874371j -1.67809e-16+0.002311j -1.15418e-16+0.00486537j 5.8368e-16+0.00480351j 5.25993e-16+0.00841029j -5.3187e-16-0.00705608j -4.58125e-16-0.000521347j -2.39822e-16-0.00923586j -4.14971e-16-0.0024532j -7.43592e-18-0.000658682j 1.063e-16+0.00194214j -9.52296e-16-0.0090063j -1.37884e-16+0.00376007j -3.08531e-16-0.00451614j 4.17683e-16+0.00294423j 8.72977e-17+0.00248365j -1.48035e-16-0.000559431j 1.98389e-16+0.00388606j 3.24269e-18-0.000870811j 5.02449e-16+0.00374061j -6.20949e-16-0.00857671j 2.5799e-16+0.00537909j 1.00675e-16-0.00256316j 4.08242e-17-0.00199432j 7.23188e-16+0.0099108j -1.78503e-17+0.00146954j -8.19053e-16-0.00330597j 2.45019e-15+0.00522839j 
