0.000674558-0j -0.00506801-0j 0.00559876-0j -1.25001e-05-0j 2.08288e-09-0j 0.0234298-0j 0.00200726-0j -1.35447e-06-0j 8.98058e-11-0j 0.000155159-0j -5.17082e-08-0j -6.43589e-10-0j -0.0601849-0j 0.000232739-0j -5.48448e-08-0j 1.45601e-05-0j -1.67209e-09-0j 4.16885e-07-0j -0.0167137-0j 1.59498e-05-0j -1.2952e-09-0j 6.08899e-07-0j 1.3923e-08-0j -0.00204277-0j 6.8077e-07-0j 1.46761e-08-0j -0.000144906-0j 1.66411e-08-0j -6.33762e-06-0j 0.00175331-0j 0.0065206-0j -1.18311e-06-0j 7.84443e-11-0j -9.41681e-05-0j 0.000191668-0j -1.78301e-05-0j -6.3875e-08-0j -9.73702e-10-0j -5.67748e-05-0j 8.99302e-06-0j -1.03277e-09-0j 3.43064e-09-0j -0.0542948-0j 4.49318e-08-0j 0.000209962-0j 0.00116888-0j -4.94774e-08-0j -2.30763e-12-0j 1.31351e-05-0j -1.50845e-09-0j -1.11545e-06-0j 5.31866e-07-0j 8.88153e-09-0j 9.05796e-11-0j -0.015389-0j -0.00190384-0j 1.46855e-05-0j -1.19254e-09-0j -2.45855e-08-0j 5.60636e-07-0j 1.28194e-08-0j -0.00417367-0j -0.00190753-0j 0.0204657-0j 6.35701e-07-0j 1.37045e-08-0j 0.000638668-0j -0.000136715-0j 1.57005e-08-0j 
3.92665e-12-0j -1.3921e-10-0j 2.44673e-09-0j -2.03259e-08-0j 4.40829e-08-0j -6.76994e-07-0j 1.32676e-05-0j -8.69582e-05-0j -3.33131e-06-0j 0.0149857-0j -0.065002-0j -0.0123784-0j -2.63016e-08-0j 3.78448e-07-0j -1.16076e-06-0j 0.000934773-0j 6.20255e-05-0j 8.82312e-06-0j 3.19598e-07-0j -2.96237e-06-0j -1.38992e-07-0j -0.0044546-0j 1.49411e-06-0j -3.32167e-06-0j 1.44081e-05-0j -0.000544403-0j 2.69135e-05-0j 1.78581e-06-0j -0.000134132-0j 3.23859e-08-0j 9.5149e-07-0j -2.12263e-07-0j -8.13165e-09-0j -1.7394e-09-0j 0.000104066-0j -9.68087e-06-0j -0.000451398-0j 0.00599522-0j 1.76878e-13-0j 1.61345e-06-0j 1.07058e-07-0j 2.4244e-05-0j 2.29202e-08-0j 8.06128e-09-0j -3.29794e-07-0j 0.00128241-0j 1.01153e-06-0j 2.39212e-10-0j -0.000814597-0j -5.40514e-05-0j -0.0118867-0j -1.08736e-05-0j -9.20673e-07-0j -0.000557711-0j -2.84253e-07-0j 1.53728e-10-0j 2.63475e-06-0j 1.2362e-07-0j 0.0900856-0j 0.00396196-0j -1.32888e-06-0j -3.82801e-08-0j 2.99622e-06-0j -1.65253e-09-0j -1.29964e-05-0j 0.000491064-0j -7.21211e-12-0j -2.45282e-05-0j -1.62754e-06-0j 
-0.0502828-0j 0.0585147-0j -0.00023776-0j 8.39142e-08-0j -5.55967e-12-0j 0.0178905-0j -2.72364e-05-0j 5.4334e-09-0j -1.71053e-13-0j -1.0416e-06-0j 1.38021e-10-0j 1.22584e-12-0j 0.00255584-0j -1.5624e-06-0j 1.46393e-10-0j -5.84073e-08-0j 3.18483e-12-0j -1.11276e-09-0j 0.000226788-0j -6.3982e-08-0j 2.46696e-12-0j -1.62529e-09-0j -2.6519e-11-0j 1.37133e-05-0j -1.81713e-09-0j -2.79535e-11-0j 5.81285e-07-0j -3.16963e-11-0j 1.69165e-08-0j -2.37906e-05-0j -0.000276907-0j 4.74601e-09-0j -1.49412e-13-0j 1.27776e-06-0j -1.28668e-06-0j 1.19695e-07-0j 1.70497e-10-0j 1.85461e-12-0j 0.00710549-0j -3.60752e-08-0j 1.96711e-12-0j -9.15713e-12-0j 0.00230571-0j -1.80243e-10-0j -1.40949e-06-0j -1.58604e-05-0j 1.32066e-10-0j 4.39533e-15-0j -5.26912e-08-0j 2.87314e-12-0j 4.47458e-09-0j -1.41967e-09-0j -1.69166e-11-0j -1.72527e-13-0j 0.000208812-0j -0.00145373-0j -5.89106e-08-0j 2.27142e-12-0j 6.56242e-11-0j -1.49646e-09-0j -2.4417e-11-0j 0.0481888-0j 1.28054e-05-0j 0.0156272-0j -1.69683e-09-0j -2.61029e-11-0j -0.0234179-0j 5.48427e-07-0j -2.99046e-11-0j 
-8.24642e-08-0j 1.5624e-06-0j -1.09187e-05-0j 1.46247e-05-0j -1.51142e-08-0j -1.46219e-05-0j 8.49682e-05-0j 4.88285e-06-0j -1.08863e-09-0j -0.000181532-0j 3.75215e-07-0j 7.80163e-09-0j -0.0270086-0j 0.0626587-0j -9.15786e-05-0j 0.0120783-0j -4.66417e-06-0j 0.00139523-0j -0.000707502-0j -5.74989e-05-0j 1.57005e-08-0j -4.41841e-06-0j 3.8837e-05-0j 0.00238998-0j -4.93994e-06-0j -1.77904e-07-0j 0.000522386-0j -2.01725e-07-0j 4.59883e-05-0j -0.0170786-0j -1.27164e-05-0j -0.00098145-0j 2.18814e-07-0j -3.98618e-06-0j 0.0516015-0j 2.08607e-05-0j -0.000106657-0j -2.71606e-06-0j 4.94785e-09-0j 0.0149528-0j -5.77416e-06-0j -2.48941e-08-0j 0.000105885-0j -1.61979e-07-0j -0.000245649-0j 4.94791e-05-0j 3.59027e-07-0j 2.79732e-11-0j -4.73522e-05-0j 1.82856e-08-0j 4.02119e-06-0j 0.000888098-0j -1.07662e-07-0j -1.09801e-09-0j -0.000651423-0j 1.18813e-06-0j -5.29414e-05-0j 1.4456e-08-0j 1.78402e-07-0j -4.0682e-06-0j 3.57587e-05-0j 1.28668e-06-0j 0.00223175-0j 0.00293899-0j -4.6129e-06-0j -1.66127e-07-0j -1.17481e-07-0j 0.000492857-0j -1.90322e-07-0j 
8.31747e-08-0j -1.57586e-06-0j 1.10128e-05-0j -1.47507e-05-0j 1.52444e-08-0j 1.47479e-05-0j -8.57004e-05-0j -4.92493e-06-0j 1.09801e-09-0j 0.000183096-0j -3.78448e-07-0j -7.86885e-09-0j 0.0272414-0j -0.0631986-0j 9.23677e-05-0j -0.0121824-0j 4.70436e-06-0j -0.00140726-0j 0.000713598-0j 5.79944e-05-0j -1.58358e-08-0j 4.45648e-06-0j -3.91716e-05-0j -0.00241057-0j 4.9825e-06-0j 1.79437e-07-0j -0.000526887-0j 2.03463e-07-0j -4.63846e-05-0j -0.0166396-0j -1.23896e-05-0j -0.000956224-0j 2.1319e-07-0j -3.88373e-06-0j 0.0502752-0j 2.03245e-05-0j -0.000103916-0j -2.64625e-06-0j 4.82068e-09-0j 0.0145684-0j -5.62575e-06-0j -2.42542e-08-0j 0.000103164-0j -1.57816e-07-0j -0.000239335-0j 4.82074e-05-0j 3.49799e-07-0j 2.72542e-11-0j -4.61351e-05-0j 1.78156e-08-0j 3.91783e-06-0j 0.000865271-0j -1.04895e-07-0j -1.06979e-09-0j -0.00063468-0j 1.15759e-06-0j -5.15806e-05-0j 1.40844e-08-0j 1.73817e-07-0j -3.96363e-06-0j 3.48396e-05-0j 1.25361e-06-0j 0.00217439-0j 0.00286345-0j -4.49434e-06-0j -1.61857e-07-0j -1.14461e-07-0j 0.00048019-0j -1.8543e-07-0j 
-4.47544e-05-0j -0.0385185-0j 0.0854762-0j -0.000286673-0j 6.37368e-08-0j -0.00155448-0j 0.0152558-0j -2.06786e-05-0j 2.05958e-09-0j -1.02942e-05-0j -3.92999e-07-0j 4.26996e-11-0j 0.00399303-0j 0.00176889-0j -8.37315e-07-0j -9.66005e-07-0j -1.27084e-08-0j -2.76587e-08-0j 0.00110889-0j 0.000121223-0j -1.97738e-08-0j -4.03981e-08-0j -9.23735e-10-0j 0.00013553-0j 5.17407e-06-0j -9.73702e-10-0j 9.61394e-06-0j 1.26478e-07-0j 4.20477e-07-0j 0.0133257-0j 0.0495586-0j -1.80625e-05-0j 1.79901e-09-0j -0.00215962-0j -1.27164e-05-0j -0.000272212-0j -4.85471e-07-0j 6.46014e-11-0j 3.76679e-06-0j -5.96652e-07-0j -7.84936e-09-0j 7.86771e-08-0j 0.00360225-0j 1.37493e-06-0j 0.00159578-0j -7.75504e-05-0j -7.55371e-07-0j -8.8306e-11-0j -8.71466e-07-0j -1.14647e-08-0j -8.47775e-06-0j -3.52873e-08-0j -5.89255e-10-0j 1.38288e-09-0j 0.001021-0j -0.0290659-0j 0.000111615-0j -1.82064e-08-0j 1.63115e-09-0j -3.7196e-08-0j -8.50517e-10-0j 0.000276907-0j 0.000126557-0j -0.00135782-0j 4.83153e-06-0j -9.0924e-10-0j 0.00485408-0j 9.07051e-06-0j 1.19329e-07-0j 
-5.83965e-12-0j -2.37165e-08-0j 8.37315e-07-0j -1.0449e-05-0j 3.02375e-05-0j -2.91268e-09-0j -6.53905e-06-0j 8.60906e-05-0j 4.95427e-06-0j -3.75215e-07-0j -0.000186443-0j 1.02713e-07-0j -9.00087e-06-0j -0.0148363-0j 0.0914075-0j -0.000925447-0j 0.00703448-0j 0.00605198-0j -4.75302e-07-0j -0.000504685-0j -4.75654e-05-0j -1.91653e-05-0j 0.000511313-0j 4.93994e-06-0j 0.00245464-0j -2.34222e-06-0j -4.00254e-05-0j 0.00030424-0j 0.000199479-0j 0.00131434-0j 4.85471e-07-0j -0.0173042-0j -0.000995804-0j 9.25672e-07-0j 0.000106657-0j -9.92189e-06-0j 0.0529976-0j -3.57587e-05-0j 2.72316e-13-0j -0.00114569-0j 0.00870856-0j 3.73253e-05-0j 3.52873e-08-0j -5.72419e-06-0j 5.81646e-05-0j 3.32403e-08-0j -0.000358357-0j -2.12418e-07-0j 3.62815e-06-0j -2.75782e-05-0j 3.52952e-05-0j 0.00385222-0j -1.41744e-06-0j 3.32649e-06-0j -4.37628e-07-0j -5.44618e-08-0j -0.000464682-0j -4.37952e-05-0j 7.73838e-07-0j -1.76462e-05-0j 0.000470785-0j 1.70497e-10-0j 4.6129e-06-0j 5.85446e-07-0j 0.00229214-0j -2.18716e-06-0j 1.27197e-09-0j -3.7763e-05-0j 0.000287043-0j 
5.88997e-12-0j 2.39209e-08-0j -8.4453e-07-0j 1.0539e-05-0j -3.0498e-05-0j 2.93778e-09-0j 6.5954e-06-0j -8.68325e-05-0j -4.99696e-06-0j 3.78448e-07-0j 0.00018805-0j -1.03598e-07-0j 9.07842e-06-0j 0.0149641-0j -0.0921951-0j 0.000933421-0j -0.00709509-0j -0.00610413-0j 4.79398e-07-0j 0.000509034-0j 4.79753e-05-0j 1.93305e-05-0j -0.000515719-0j -4.9825e-06-0j -0.00247579-0j 2.3624e-06-0j 4.03703e-05-0j -0.000306861-0j -0.000201198-0j 0.00128056-0j 4.72993e-07-0j -0.0168594-0j -0.000970209-0j 9.01879e-07-0j 0.000103916-0j -9.66686e-06-0j 0.0516354-0j -3.48396e-05-0j 2.65317e-13-0j -0.00111624-0j 0.00848472-0j 3.6366e-05-0j 3.43803e-08-0j -5.57707e-06-0j 5.66696e-05-0j 3.23859e-08-0j -0.000349146-0j -2.06959e-07-0j 3.53489e-06-0j -2.68693e-05-0j 3.4388e-05-0j 0.0037532-0j -1.38101e-06-0j 3.24099e-06-0j -4.2638e-07-0j -5.30619e-08-0j -0.000452739-0j -4.26696e-05-0j 7.53949e-07-0j -1.71927e-05-0j 0.000458684-0j 1.66114e-10-0j 4.49434e-06-0j 5.70399e-07-0j 0.00223322-0j -2.13094e-06-0j 1.23928e-09-0j -3.67923e-05-0j 0.000279665-0j 
6.9832e-14-0j -3.18483e-12-0j 7.84443e-11-0j -1.08863e-09-0j 7.16625e-09-0j -9.01237e-09-0j 2.65317e-07-0j -3.49306e-06-0j 1.53294e-05-0j -4.67093e-06-0j 6.14956e-05-0j -0.000330848-0j 1.94041e-07-0j -4.66417e-06-0j 4.34211e-05-0j -0.00864051-0j 0.065678-0j -0.000661536-0j 1.28194e-08-0j -2.38684e-07-0j 1.28289e-06-0j -0.000361029-0j 0.00317338-0j -1.77904e-07-0j 2.34222e-06-0j 0.00250514-0j 2.16848e-06-0j -1.64829e-05-0j -2.18049e-05-0j 3.0945e-07-0j -1.57444e-08-0j -4.0741e-06-0j 1.78793e-05-0j 7.22265e-11-0j 0.000661949-0j 2.67603e-07-0j -0.00871496-0j 0.0767138-0j -2.93022e-15-0j 6.20704e-05-0j -0.000471808-0j -2.0341e-06-0j -7.60725e-10-0j -6.72392e-10-0j 1.82856e-08-0j 3.09898e-07-0j -1.70229e-07-0j 2.28569e-09-0j 3.38745e-05-0j -0.000257486-0j -5.76999e-06-0j -0.000421083-0j -8.79711e-06-0j 3.10128e-05-0j 1.18033e-08-0j -4.24944e-12-0j -2.19765e-07-0j 1.1812e-06-0j 4.3901e-05-0j -0.000332413-0j 0.00292184-0j 4.51997e-10-0j -1.66127e-07-0j -1.05115e-08-0j 2.18716e-06-0j 0.00233929-0j 1.49412e-13-0j 2.0459e-06-0j -1.55512e-05-0j 
-7.04337e-14-0j 3.21227e-12-0j -7.91202e-11-0j 1.09801e-09-0j -7.228e-09-0j 9.09003e-09-0j -2.67603e-07-0j 3.52316e-06-0j -1.54615e-05-0j 4.71118e-06-0j -6.20255e-05-0j 0.000333699-0j -1.95713e-07-0j 4.70436e-06-0j -4.37952e-05-0j 0.00871496-0j -0.0662439-0j 0.000667237-0j -1.29298e-08-0j 2.40741e-07-0j -1.29394e-06-0j 0.00036414-0j -0.00320072-0j 1.79437e-07-0j -2.3624e-06-0j -0.00252673-0j -2.18716e-06-0j 1.6625e-05-0j 2.19928e-05-0j 3.01496e-07-0j -1.53397e-08-0j -3.96938e-06-0j 1.74198e-05-0j 7.03701e-11-0j 0.000644935-0j 2.60725e-07-0j -0.00849096-0j 0.074742-0j -2.8549e-15-0j 6.0475e-05-0j -0.000459681-0j -1.98182e-06-0j -7.41172e-10-0j -6.5511e-10-0j 1.78156e-08-0j 3.01933e-07-0j -1.65854e-07-0j 2.22695e-09-0j 3.30038e-05-0j -0.000250868-0j -5.62168e-06-0j -0.000410259-0j -8.571e-06-0j 3.02156e-05-0j 1.14999e-08-0j -4.14021e-12-0j -2.14116e-07-0j 1.15084e-06-0j 4.27726e-05-0j -0.000323869-0j 0.00284674-0j 4.4038e-10-0j -1.61857e-07-0j -1.02413e-08-0j 2.13094e-06-0j 0.00227917-0j 1.45572e-13-0j 1.99332e-06-0j -1.51515e-05-0j 
-7.67132e-09-0j -3.34452e-05-0j -0.0266575-0j 0.108058-0j -0.000223997-0j -1.36022e-06-0j -0.00181886-0j 0.0119213-0j -8.04358e-06-0j -1.68872e-05-0j -8.03198e-06-0j 7.25754e-10-0j 1.09187e-05-0j 0.00582889-0j 0.000971643-0j -4.88285e-06-0j -4.3389e-07-0j -2.81411e-07-0j -6.58161e-05-0j 0.00123084-0j 3.83321e-05-0j -4.11027e-07-0j -1.57005e-08-0j 0.00022233-0j 0.000105746-0j -1.65497e-08-0j 4.85955e-05-0j 4.31818e-06-0j 4.27811e-06-0j -0.00158875-0j 0.000272212-0j 0.0104131-0j -7.02597e-06-0j -0.0294527-0j -2.08607e-05-0j 0.0509307-0j -9.92189e-06-0j 1.09801e-09-0j 4.60279e-10-0j -3.01589e-06-0j -2.67991e-07-0j -0.000183935-0j 9.85011e-06-0j -0.00240058-0j 0.00525844-0j 4.60285e-06-0j 0.000876553-0j 6.91954e-07-0j -4.40499e-06-0j -3.91427e-07-0j -8.60788e-05-0j -3.59027e-07-0j -1.00154e-08-0j -2.68076e-06-0j -6.05993e-05-0j 0.00290078-0j 0.00113328-0j 3.52938e-05-0j 1.65961e-08-0j -3.78448e-07-0j -1.4456e-08-0j 1.19695e-07-0j 0.000207611-0j -1.18813e-06-0j 9.87453e-05-0j -1.54541e-08-0j 2.51484e-06-0j 4.58486e-05-0j 4.0741e-06-0j 
2.40845e-09-0j -6.3982e-08-0j 7.48264e-07-0j -3.08819e-06-0j -1.18309e-07-0j 7.49567e-07-0j -8.78577e-06-0j 1.88307e-05-0j -1.28194e-08-0j 3.83326e-05-0j 2.93706e-06-0j 9.18695e-08-0j -8.0436e-06-0j 5.74989e-05-0j 3.11522e-06-0j -0.000202424-0j 2.38684e-07-0j -2.36794e-05-0j -0.0210608-0j 0.0638377-0j -5.3226e-05-0j 0.0099569-0j 0.000572162-0j -0.000504672-0j -3.86682e-05-0j -2.09495e-06-0j 0.00201458-0j -2.37545e-06-0j 0.000359982-0j -7.67426e-06-0j 8.71466e-07-0j 1.64484e-05-0j -1.11976e-08-0j 4.12174e-07-0j 4.73522e-05-0j -4.40499e-06-0j 3.62815e-06-0j 1.38992e-07-0j -1.26387e-10-0j -0.000125027-0j 1.47423e-07-0j -1.94863e-07-0j 0.00208904-0j -6.24672e-07-0j -0.0149333-0j -5.11617e-06-0j -0.000809069-0j 3.29404e-10-0j 0.0525724-0j -6.19896e-05-0j 1.55077e-05-0j 0.00869723-0j 0.000731238-0j -1.29298e-08-0j 6.73576e-05-0j -6.09076e-08-0j -0.000204168-0j 1.70229e-07-0j 1.39647e-06-0j -3.18445e-05-0j -1.82991e-06-0j -5.26912e-08-0j -0.000471262-0j 6.54737e-07-0j -3.61083e-05-0j -1.95626e-06-0j 4.00549e-09-0j 0.0019007-0j -2.24117e-06-0j 
-2.4292e-09-0j 6.45333e-08-0j -7.54712e-07-0j 3.1148e-06-0j 1.19329e-07-0j -7.56026e-07-0j 8.86147e-06-0j -1.8993e-05-0j 1.29298e-08-0j -3.86629e-05-0j -2.96237e-06-0j -9.26611e-08-0j 8.11291e-06-0j -5.79944e-05-0j -3.14207e-06-0j 0.000204168-0j -2.40741e-07-0j 2.38834e-05-0j 0.0212423-0j -0.0643878-0j 5.36846e-05-0j -0.0100427-0j -0.000577092-0j 0.000509021-0j 3.90014e-05-0j 2.113e-06-0j -0.00203194-0j 2.39591e-06-0j -0.000363083-0j -7.47701e-06-0j 8.49067e-07-0j 1.60256e-05-0j -1.09098e-08-0j 4.0158e-07-0j 4.61351e-05-0j -4.29177e-06-0j 3.53489e-06-0j 1.35419e-07-0j -1.23138e-10-0j -0.000121813-0j 1.43634e-07-0j -1.89854e-07-0j 0.00203534-0j -6.08617e-07-0j -0.0145495-0j -4.98467e-06-0j -0.000788273-0j 3.20937e-10-0j 0.0512212-0j -6.03963e-05-0j 1.51091e-05-0j 0.00847368-0j 0.000712443-0j -1.25975e-08-0j 6.56263e-05-0j -5.93421e-08-0j -0.000198921-0j 1.65854e-07-0j 1.36058e-06-0j -3.1026e-05-0j -1.78288e-06-0j -5.13369e-08-0j -0.000459149-0j 6.37909e-07-0j -3.51802e-05-0j -1.90597e-06-0j 3.90254e-09-0j 0.00185185-0j -2.18357e-06-0j 
7.64971e-14-0j 3.99662e-10-0j -1.97738e-08-0j 4.1222e-07-0j -3.6207e-06-0j 5.72876e-11-0j 1.93198e-07-0j -5.10934e-06-0j 3.36825e-05-0j 1.48025e-08-0j 2.23251e-05-0j 6.98315e-07-0j -9.23735e-10-0j -2.54357e-06-0j 4.75654e-05-0j -2.38684e-07-0j -0.000207835-0j 1.57121e-06-0j -4.0428e-06-0j -0.00862293-0j 0.0930983-0j -0.000660676-0j 0.0043491-0j -1.94885e-07-0j -0.000293924-0j -1.5924e-05-0j 2.37545e-06-0j 0.00206843-0j -2.38861e-05-0j 1.68756e-07-0j -1.14647e-08-0j -4.46295e-06-0j 2.94213e-05-0j -2.73492e-08-0j 1.82856e-08-0j 3.91427e-07-0j 2.75782e-05-0j 1.0565e-06-0j -3.20989e-15-0j -1.47423e-07-0j -0.000128369-0j -4.46941e-06-0j 2.39907e-07-0j 3.39722e-07-0j 0.000660602-0j -9.82092e-10-0j -0.0123534-0j -1.44417e-06-0j 6.19896e-05-0j 0.0539779-0j -2.09471e-06-0j -0.000577092-0j 0.00555826-0j 2.26158e-05-0j 1.29298e-08-0j 1.07117e-09-0j 2.75782e-05-0j -0.00029775-0j -9.26611e-08-0j 2.113e-06-0j -1.39095e-05-0j -2.87314e-12-0j -1.81983e-07-0j 5.004e-11-0j -0.000274465-0j -1.48698e-05-0j -1.87497e-11-0j 2.24117e-06-0j 0.00195151-0j 
-7.71563e-14-0j -4.03106e-10-0j 1.99442e-08-0j -4.15772e-07-0j 3.6519e-06-0j -5.77812e-11-0j -1.94863e-07-0j 5.15337e-06-0j -3.39728e-05-0j -1.49301e-08-0j -2.25175e-05-0j -7.04333e-07-0j 9.31694e-10-0j 2.56549e-06-0j -4.79753e-05-0j 2.40741e-07-0j 0.000209626-0j -1.58475e-06-0j 4.07764e-06-0j 0.00869723-0j -0.0939005-0j 0.000666369-0j -0.00438658-0j 1.96564e-07-0j 0.000296456-0j 1.60613e-05-0j -2.39591e-06-0j -0.00208626-0j 2.40919e-05-0j 1.64419e-07-0j -1.117e-08-0j -4.34824e-06-0j 2.86651e-05-0j -2.66463e-08-0j 1.78156e-08-0j 3.81366e-07-0j 2.68693e-05-0j 1.02934e-06-0j -3.12739e-15-0j -1.43634e-07-0j -0.00012507-0j -4.35454e-06-0j 2.33741e-07-0j 3.3099e-07-0j 0.000643623-0j -9.56849e-10-0j -0.0120359-0j -1.40705e-06-0j 6.03963e-05-0j 0.0525905-0j -2.04087e-06-0j -0.000562259-0j 0.0054154-0j 2.20345e-05-0j 1.25975e-08-0j 1.04364e-09-0j 2.68693e-05-0j -0.000290097-0j -9.02794e-08-0j 2.05869e-06-0j -1.35519e-05-0j -2.79929e-12-0j -1.77305e-07-0j 4.87538e-11-0j -0.000267411-0j -1.44876e-05-0j -1.82677e-11-0j 2.18357e-06-0j 0.00190136-0j 
7.73742e-09-0j 3.37334e-05-0j 0.0268872-0j -0.108989-0j 0.000225927-0j 1.37194e-06-0j 0.00183453-0j -0.012024-0j 8.11289e-06-0j 1.70327e-05-0j 8.10119e-06-0j -7.32008e-10-0j -1.10128e-05-0j -0.00587912-0j -0.000980016-0j 4.92493e-06-0j 4.37628e-07-0j 2.83836e-07-0j 6.63832e-05-0j -0.00124145-0j -3.86624e-05-0j 4.14569e-07-0j 1.58358e-08-0j -0.000224246-0j -0.000106657-0j 1.66924e-08-0j -4.90142e-05-0j -4.35539e-06-0j -4.31497e-06-0j -0.00154791-0j 0.000265215-0j 0.0101455-0j -6.84538e-06-0j -0.0286957-0j -2.03245e-05-0j 0.0496216-0j -9.66686e-06-0j 1.06979e-09-0j 4.48449e-10-0j -2.93837e-06-0j -2.61103e-07-0j -0.000179207-0j 9.59693e-06-0j -0.00233888-0j 0.00512329-0j 4.48454e-06-0j 0.000854023-0j 6.74168e-07-0j -4.29177e-06-0j -3.81366e-07-0j -8.38664e-05-0j -3.49799e-07-0j -9.75799e-09-0j -2.61185e-06-0j -5.90417e-05-0j 0.00282622-0j 0.00110415-0j 3.43867e-05-0j 1.61695e-08-0j -3.68721e-07-0j -1.40844e-08-0j 1.16619e-07-0j 0.000202275-0j -1.15759e-06-0j 9.62072e-05-0j -1.50569e-08-0j 2.4502e-06-0j 4.46701e-05-0j 3.96938e-06-0j 
-5.12551e-11-0j 1.81713e-09-0j -3.19375e-08-0j 2.65317e-07-0j -5.75421e-07-0j -2.55648e-08-0j 5.01012e-07-0j -3.28374e-06-0j -1.25797e-07-0j -3.29329e-06-0j 1.4285e-05-0j 9.01521e-07-0j 3.43318e-07-0j -4.93994e-06-0j 1.51515e-05-0j 3.52991e-05-0j 2.34222e-06-0j -0.000115169-0j -4.17176e-06-0j 3.86682e-05-0j 1.81428e-06-0j -0.000168216-0j -1.95029e-05-0j -0.0149875-0j 0.0650098-0j 0.00710616-0j -0.000351306-0j -2.33104e-05-0j 0.00175084-0j 4.37628e-07-0j -3.7196e-08-0j -2.8683e-06-0j -1.09883e-07-0j -2.35044e-08-0j -4.0682e-06-0j 3.78448e-07-0j 1.76462e-05-0j 1.36393e-06-0j 2.39014e-12-0j 2.18025e-05-0j 1.44667e-06-0j -9.47755e-07-0j 3.09719e-07-0j 1.08932e-07-0j -4.45648e-06-0j 2.91752e-07-0j 1.36687e-05-0j 3.23246e-09-0j 3.18445e-05-0j 2.113e-06-0j -2.70426e-06-0j -0.000146934-0j -1.2441e-05-0j -1.26881e-07-0j 0.00132774-0j 2.07732e-09-0j -0.0123069-0j -0.000577426-0j 6.79204e-06-0j 0.0535376-0j 0.00620715-0j 1.49646e-09-0j 4.04878e-05-0j -2.23305e-08-0j -0.00017562-0j -1.91969e-05-0j -9.74568e-11-0j -0.000331448-0j -2.19928e-05-0j 
5.16967e-11-0j -1.83278e-09-0j 3.22127e-08-0j -2.67603e-07-0j 5.80379e-07-0j 2.57851e-08-0j -5.0533e-07-0j 3.31203e-06-0j 1.26881e-07-0j 3.32167e-06-0j -1.44081e-05-0j -9.09289e-07-0j -3.46276e-07-0j 4.9825e-06-0j -1.52821e-05-0j -3.56033e-05-0j -2.3624e-06-0j 0.000116162-0j 4.20771e-06-0j -3.90014e-05-0j -1.82991e-06-0j 0.000169665-0j 1.96709e-05-0j 0.0151166-0j -0.06557-0j -0.00716739-0j 0.000354333-0j 2.35113e-05-0j -0.00176593-0j 4.2638e-07-0j -3.624e-08-0j -2.79458e-06-0j -1.07058e-07-0j -2.29003e-08-0j -3.96363e-06-0j 3.68721e-07-0j 1.71927e-05-0j 1.32888e-06-0j 2.32871e-12-0j 2.12421e-05-0j 1.40949e-06-0j -9.23395e-07-0j 3.01758e-07-0j 1.06132e-07-0j -4.34194e-06-0j 2.84253e-07-0j 1.33174e-05-0j 3.14938e-09-0j 3.1026e-05-0j 2.05869e-06-0j -2.63475e-06-0j -0.000143158-0j -1.21212e-05-0j -1.2362e-07-0j 0.00129361-0j 2.02393e-09-0j -0.0119905-0j -0.000562585-0j 6.61746e-06-0j 0.0521616-0j 0.0060476-0j 1.458e-09-0j 3.94471e-05-0j -2.17566e-08-0j -0.000171106-0j -1.87035e-05-0j -9.49519e-11-0j -0.000322929-0j -2.14275e-05-0j 
6.94987e-13-0j -3.16963e-11-0j 7.80698e-10-0j -1.08344e-08-0j 7.13204e-08-0j 5.20465e-10-0j -1.53221e-08-0j 2.01725e-07-0j -8.85276e-07-0j 1.34483e-07-0j -1.77055e-06-0j 6.34429e-06-0j -8.39225e-09-0j 2.01725e-07-0j -1.87795e-06-0j -2.16848e-06-0j 1.64829e-05-0j 1.42747e-05-0j 1.27582e-07-0j -2.37545e-06-0j 1.27676e-05-0j 2.08495e-05-0j -0.000137248-0j -1.77055e-06-0j 2.33104e-05-0j -0.000144672-0j -0.00870683-0j 0.0661821-0j -0.000217008-0j -1.33837e-08-0j 9.0924e-10-0j 1.76204e-07-0j -7.73278e-07-0j 7.18818e-10-0j 1.66127e-07-0j -1.54541e-08-0j -2.18716e-06-0j 9.59843e-06-0j -2.91623e-14-0j -1.33936e-06-0j 1.01807e-05-0j 1.17469e-07-0j -7.57094e-09-0j -6.69183e-09-0j 1.81983e-07-0j -8.92244e-09-0j -1.69417e-06-0j 2.27478e-08-0j -1.95626e-06-0j 1.48698e-05-0j 1.66127e-07-0j 1.82117e-05-0j -8.75512e-05-0j -8.92904e-07-0j 1.17469e-07-0j -4.22915e-11-0j -2.18716e-06-0j 1.17556e-05-0j -8.41838e-07-0j 1.91969e-05-0j -0.000126369-0j -2.61029e-11-0j 0.00066703-0j 4.5462e-10-0j -0.00878186-0j 0.0545031-0j 1.48699e-12-0j 2.03614e-05-0j -0.00015477-0j 
