-0.00488045+0.00291756j -0.00828156-0.0161281j -0.00380368-0.0166463j -0.00231104-0.0128875j 0.00873035+0.016141j 0.00247859-0.00929764j 0.000339964+0.0181961j -0.000546916-0.000761577j 0.00600765+0.03683j -0.00128068-0.0016048j 4.39958e-05-0.00645757j 9.44837e-05-0.0189444j 0.00976014-0.00939568j -0.016962-0.00521224j -0.0231122+0.0419305j 0.0120644-0.011162j -0.00502653+0.00509196j -0.00751599+0.00358358j 0.0142195-0.00711611j 0.0194842-0.00713184j 0.00379628-0.00486363j -0.00623045+0.00167549j -0.0102987+0.0059805j 0.00200584+0.000109465j 0.0206595-0.00496481j 0.0140547-0.00564001j -0.0202025+0.00684128j -0.0114949+0.00217674j -0.0105276-0.000817167j -0.00989623+0.00134876j -0.0110606-0.00299032j -0.00499635-0.00149261j -0.0112347+0.00172119j -0.0207759-0.00287329j 0.00667068+0.0118045j 0.0207796+0.0107743j -0.0171228+0.000504258j -0.0056609-0.000575908j 0.0058712+0.00740819j 0.00677317-0.00363938j 0.00507897-0.0039107j 0.00783602+0.0061368j 0.00219949-0.00763673j -0.000975111+0.00449345j 0.00765871+0.00503368j 0.00394384-0.00250329j -0.00061046+0.000717264j -0.00883965+0.000632872j -0.00330485-0.00867337j 0.00249512-0.00603957j -0.00544994+0.000879171j 0.00100082-0.00948365j -0.00394168+0.00492574j 0.00154456+0.0022897j 0.00766221+0.00482646j 0.00312592-0.00507326j -0.0059665+0.00984947j 0.00232109+0.0134991j 0.00620449-0.00332454j 0.0120627+0.00316507j -0.00219759+0.00125223j 0.00443827-0.000133558j -0.00207191-0.000328026j 0.0099468+0.00277219j -0.007683+0.00323375j -0.0049361-0.00220287j -0.00787371+0.000980983j -0.000491807-0.00235912j 0.00394626+0.00040677j -3.43989e-05-0.00178218j -0.00263524+0.00357463j -0.000325917-0.00576706j -0.00947828-0.000460305j -0.0140595+0.000112403j 0.00302381-0.00544915j 0.000968762+0.00201505j -0.0059771+0.00099217j -0.00258194-0.0099788j 0.00364728-0.00711637j 0.0047442-0.00635974j 0.00113996+0.00151864j 0.00296617+0.00622198j -0.00749012-0.00807317j 0.000623538+0.00595501j -0.00406518-0.00860573j -0.00950363-0.000534831j 0.00218223+0.00114911j -0.00240368-0.0107777j -0.00608029+0.00500346j 0.0141176+0.0055112j 0.00700267-0.00203772j -0.00288494+0.00224495j -0.00396145+0.00891278j 0.00192742-0.0130694j -0.00558571-0.000557381j 
-0.0160041+0.014505j -0.00660647-0.00731763j -0.00396094-0.00078134j 0.0123828-0.00427343j -7.20006e-06-0.00110323j -0.0124805-0.0102658j 0.0233745-0.0117783j -0.0180513-0.00411462j -0.00492075-0.00301177j -0.013137+0.0257736j -0.00302163+0.00549356j -0.0367146-0.0208907j 0.213825-0.113546j -0.151791-0.0907103j -0.0112771+0.0768901j 5.631e-05+0.01614j 0.0210326-0.001537j 0.0102876-0.0020109j 0.00972127+0.0113126j -0.00183064+0.0110362j 0.00209345-0.0168184j -0.0176823-0.00262383j -0.00788847-0.00292432j 0.00449716-0.0026843j -0.00772212+8.22757e-05j 0.00151832-0.0176758j -0.00531946-0.00833788j 0.00746409+0.0114249j -0.0313694-0.00421177j -0.00539205-0.00463981j 0.00891847+0.0188141j -0.0163972-0.000376125j 0.0134589+0.00627403j 0.0810526+0.00425626j 0.0635664+0.0444686j -0.0263891-0.0211796j -0.0121409+0.0568112j -0.00836036-0.0208787j 0.0237644-0.00739722j 0.00150034-0.00807122j -0.0140815-0.00531642j 0.00341771+0.00406686j -0.0025203+0.00674411j 0.00671425+0.00444362j -0.0116333+0.0055256j -0.0046584-0.015523j 0.00307797+0.0019017j -0.000875276-0.00193943j 0.0021396+0.00842634j -0.00301432+0.00228421j -0.00796925-0.00223796j 0.00452448-0.00122485j -0.00204075-0.000341418j -0.00175601-0.00045368j -0.00747661-0.00202348j -0.00372087+0.000172067j -0.00227053-0.00472024j -0.00257245+0.00395432j -0.000592048+0.00034335j -0.00125189+0.00606856j -0.00544533+0.000117947j -0.0011889-0.00376051j 0.00398164-0.00464569j -0.00146014+0.00187929j -0.00268197+0.00330721j 0.00507401-0.0040467j 0.00258829-0.00756781j -0.0021613-0.0033967j 0.00293636+0.00345244j -0.00461764+0.0115239j 0.000564246-0.00230952j 0.00983187-0.00211269j -0.00278309-0.00380254j -0.000390949+0.0044207j -0.00235742-0.00697923j 0.00211032-0.00144534j 0.00541461+0.0139351j 0.0030744+0.0144724j -0.00866591-0.0147952j -0.00491862+0.000610118j 0.00554796-0.00758958j -0.00128697+0.00201603j 0.0099957-0.0116901j 0.0114716+0.00697786j 0.00107045+0.0158338j -0.00489998+0.0198121j -0.00357871+0.0177548j -0.0161867+0.0294674j 0.008742-0.0222596j 0.0129694-0.010944j -0.00881451-0.0194371j 0.015411-0.0269157j -0.0183871-0.00209278j -0.00473661+0.00605659j 0.0377874-0.00320185j 
0.00834504+0.0272777j 0.040717+0.018942j 0.039573+0.00671615j 0.0380988+0.00574656j 0.0195837+0.0136688j 0.0239809-0.00584814j 0.0540405+0.0205076j -0.0409619-0.0310488j 0.0217041+0.0163042j -0.0455239+0.00494431j -0.0204771-0.00875035j -0.0602193-0.112911j 0.144389+0.0647349j -0.0134338-0.0941261j -0.0988501-0.290737j 0.00576363+0.00294872j -0.0389499+0.00875756j -0.0252061+0.0296536j -0.0234173+0.0217263j -0.016436+0.0141298j -0.00111039+0.000774476j 0.0195257-0.0227089j 0.00720389-0.0217187j -0.00451781-0.00532778j -0.012445+0.0118535j 0.0152391-0.0159903j 0.0136194-0.0203203j 0.000338416+0.00176704j 0.0191392-0.0383055j 0.0141134-0.0147762j -0.0141666+0.0236188j -0.0300075+0.0101428j -0.0199577+0.0393563j -0.0279508+0.0323655j 0.0125994+0.0340563j -0.00260109+0.0703169j 0.0227103+0.0324476j -0.0142505+0.0274834j -0.00431586-0.0156003j -0.00264476+0.00877733j 0.000383338+0.00851855j -0.00369709+0.00229957j 0.00593366-0.0215576j -0.00495047+0.0110286j -0.000338147+0.0023811j -0.00128266+0.00289032j 0.00289441+0.00296249j 0.000722927-0.00107743j 0.00497147-0.00922881j 0.000801108-0.00542096j -0.000245515-0.00282092j 0.0034683-0.00435819j -0.000924061+0.0133122j -0.00317123-0.000243803j -0.00096936+0.00208138j 0.00036964+0.00066052j -0.00122346-0.0039936j -0.00110038+0.00442426j -0.00135147+0.00158526j 0.00281295+0.00592879j -0.00217203+0.005727j -0.00184749-0.000586199j 0.000428612+0.00117482j 0.0010102+0.000683414j 0.000794033-0.00137828j -0.000449021-0.00532956j -0.0033453-0.00125214j -0.00186411+0.00261033j 0.00170076-0.00276533j -0.00140692+0.000865449j -0.00276321+0.00525795j 0.00547932-0.0106727j -0.00556473-0.00371914j 0.00143735-0.00284499j -0.00743504+0.0030309j -0.00119562+0.00194051j 0.00805181+0.00202779j 0.000556299-0.00435904j 0.00832173+0.0043652j 0.0113691-0.00645419j 0.000238932+0.0126445j 0.0029733-0.00413182j 0.0124547+0.00495943j 0.0054577-0.0156633j 0.00292886-0.0257795j -0.00154548+0.0186358j 0.0256567-0.012008j 0.0023246+0.00322011j -0.0158042-0.0106138j -0.00712971+0.0208934j 0.0185537-0.0109525j -0.021577-0.00572413j 0.0247764-0.035556j 0.0128593+0.00886382j 0.00244904-0.0102343j 
0.0577525+0.0234998j 0.0725609-0.0358422j 0.0701822-0.0128779j 0.0458811+0.00436758j 0.035592-0.0057041j 0.0377502-0.0256377j 0.0399335+5.46417e-05j -0.0410442-0.0238899j 0.0396512+0.00258184j -0.005608+0.0384477j 0.0162371-0.0186257j -0.161709-0.0293248j -0.123586-0.146294j 0.223568-0.319443j -0.0496134+0.162141j 0.0345656-0.019327j -0.05328+0.0408389j -0.023911+0.0417462j -0.00704282+0.0104266j -0.00655833+0.00993361j -0.00667559+0.0106888j 0.00299988-0.0171473j -0.000669279-0.0125881j -0.00333433-0.00284518j -0.0140469+0.022533j 0.00550247-0.0107374j 0.00426012-0.0119195j 0.00736056-0.00953315j -0.000602413-0.000919953j 0.00170694-0.0123285j -0.00203837+0.00894435j -0.00504025+0.0455842j -0.0122165+0.00527309j 0.00248106+0.0077794j -0.00563226-0.0445923j -0.0118487-0.038153j -0.00349193+0.0260648j 0.00290448+0.0131861j 0.00949434-0.0188399j 0.00922836-0.00237007j 0.00355899-0.00025944j 0.00356512-0.00254909j 0.0027003-0.0180409j -0.00311533+0.0127987j -0.000296669+0.000347094j 0.00502954-0.00444707j 0.00271528+0.00488974j -0.00365163+0.00110992j -0.00204958-0.00513057j 0.00251357-0.00227372j 0.00531716-0.00622881j 0.00164716+0.000232987j -0.00594616+0.0102525j -0.00383851-0.000274447j 0.00380479-0.00256515j -4.0933e-05-0.0011135j 0.00249527-0.00211883j -0.00353148+0.00277055j -0.00470546+0.000197495j -0.00101298+0.00727156j 0.000440288+0.00125509j -0.00356721+0.000994228j 0.0023495+0.00680057j 0.00493902-0.00221042j -0.00072659-0.00297704j -0.000862751-0.00152526j -0.000339364+0.000981296j 0.000678017+0.00042823j -0.00142457-0.00202021j 0.000621988-0.0097242j -0.00271052+3.99053e-05j -8.13001e-05-0.00116275j -0.00293586-0.000356569j 8.9549e-05-0.0038975j -0.00462876+0.00439233j -0.00076114+0.00484276j -0.00515518+0.00181001j -0.00403504+0.00404502j 0.00310368-0.00733554j -0.00554168+0.00614656j -0.000710162-0.00667786j -0.00296085-0.00912856j 0.0117495+0.0108734j -0.00156869+0.0142545j -0.0182398+0.0164974j 0.00193229+0.0133467j -0.00940257-0.0110609j -0.00756886-0.0040818j 0.00782079+0.0135709j 0.0103327-0.00514814j 0.012037-0.00964623j 0.0118232-0.0128764j 0.00349716+0.00988399j -0.012084+0.00602988j -0.00932782+0.0129928j 
0.019898-0.0293609j -0.0397755+0.0200794j -0.0206944+0.0086732j -0.0632653+0.0383563j -0.00725571+0.0144032j -0.00584032-0.00225812j -0.065328+0.0408937j 0.0442858-0.0367717j -0.0159417+0.0131658j 0.0654061-0.0182741j 0.0690987-0.00987216j 0.160044-0.157432j -0.0527075+0.122488j 0.0354986+0.0164709j -0.205045+0.209127j 0.034923-0.0263523j 0.0174174-0.0343897j -0.00099925-0.0183246j 0.00814622-0.0260018j -0.0102484-0.00588562j -0.00307617-0.00162536j -0.00497668+0.0337388j -0.0036659+0.0132964j -0.000966014-0.00697649j -0.0203712+0.0152906j 0.0143131+0.00253082j 0.00090387+0.0228021j 0.00284228-0.00986538j 0.0110412+0.0185636j 0.0162301+0.00386317j -0.0194031-0.00341809j -0.0537619+0.0167025j -0.0334765+0.0100595j -0.0265937-0.0138061j 0.0237354-0.0205629j -0.00738502-0.00975246j -0.0174627-0.0137148j -0.0115986-0.00359149j -0.00296063-0.0108243j -0.00484984+0.00432999j 0.00741586-0.0050038j -0.00696184-5.932e-05j -0.00149169-0.00112963j -0.0140449+0.00561506j 0.000727749+0.00475454j 0.00331694-0.0125187j 9.35569e-05-0.0120358j 0.00282297-0.00262994j 0.00190876-0.0125019j 4.31072e-05+0.00432511j -0.00479841-0.000462818j -0.00152154-0.0126277j 0.000461286+0.00735338j 0.000914911+0.00944889j -0.0010955-0.00120129j 0.00471556-0.0051529j 0.00169006+0.000699342j 0.00731037-0.00518502j 0.00195462+0.00447441j 0.00454069-0.00416186j -0.00186347+0.00467918j 0.000473212+0.00159435j -0.00313794+0.00648969j -0.00129317-0.00602491j 0.0035218-0.00349842j -0.00189718+0.00189612j -0.00608722+0.0101631j -0.000161435-0.00244314j -0.00322966+0.00368849j -0.00118158-0.00677162j 0.00317332+0.00702309j 0.00167223-0.00961243j -0.00472033-0.00119023j -0.00647945+0.0064627j 0.00329332+0.00601033j 0.00141727+0.00866119j 0.00204165+0.00682932j 0.00189055-0.00628855j -0.00189073-0.0104262j -0.00459031+0.00121231j -0.000760039+0.0113521j -0.00226776+0.00723564j 0.00312174-0.00646524j 0.00141902-0.00749432j 0.00123687+0.00514371j 0.0164854+0.00488001j 0.0124045-0.00011543j -0.00310898+0.0240438j -0.0065099-0.0197123j 0.0161194-0.00378275j -0.00684209-0.00622675j 0.00960739+0.0161905j 0.0137809-0.0173373j 0.0141577-0.0128676j -0.00874298+0.017581j 
-0.0491486+0.000991155j -0.0134888-0.000272955j -0.025485-0.00663576j -0.0205973-0.0126278j -0.0241835+0.00767265j 0.0111747+0.00589173j -0.0292609+0.002084j 0.0505891+0.00762267j -0.0132334-0.00745709j -0.0339514-0.023568j -0.018814+0.049966j 0.155365-0.0136893j 0.0403493+0.0847815j 0.205975-0.185515j 0.245833-0.136253j -0.0237635+0.0112011j -0.00304826+0.00147001j -0.0055337-0.0124747j 0.00718698-0.0108794j 0.0150587-0.0167788j -0.00934965+0.00489139j -0.0039693+0.0111325j -0.0031429+0.00626396j 0.000144225+0.00136362j 0.00137518-0.0129508j -0.0121732+0.017813j -0.0125489+0.0134763j 0.00488998-0.00213312j -0.00617754+0.00609437j -0.000207047+0.00474368j 0.0114944-0.011672j -0.0302618-0.0118971j 0.0133008-0.0198035j 0.0087863-0.00348457j 0.0418206+0.0109514j -0.03722+0.000262451j 0.0113948+0.0142056j -0.0167569-0.00469353j 0.00813578+0.00121304j -0.000519235-0.00761363j -0.0169108+0.00382456j -0.00333997+0.00236734j -0.00868266+0.0104081j -0.000186817-0.00381369j -0.00967013+0.000334484j -0.00893551+0.00398636j -0.00764382-0.00176878j 0.000218722+0.00361776j -0.00842714+0.00181897j 0.00244969-0.00059718j -0.0102505+0.00574734j -0.00270146+0.000926398j -0.00143916+0.00148426j 0.0043292+0.00144332j -0.00760843-0.000406648j 0.00410913+0.00256408j 0.0047841+0.00154728j 0.00320541-0.00446681j 0.00150314-0.000313924j 0.000884802-0.00822061j 0.00120611-0.00144846j -0.00277505+0.00641264j 0.00548547-0.00538969j -0.00386576-0.00104791j -0.0034949+0.000297481j 0.00468171+0.00248632j 0.00589641+0.002727j -0.00383538-0.000879625j -0.00154253+0.00310142j -0.00402937-0.00143981j 0.00516783-0.0053845j 0.00276053+0.00424951j -0.000168717+0.00724087j -0.00492896+0.00335923j 0.000550754+0.00371223j -0.00767442+0.00787549j 0.00346289+0.00504169j 0.00533424-0.0122019j 0.00496964-0.0021424j -0.00925216-0.000188634j 0.0207853+0.00202553j 0.0173603+0.00407827j 0.0121347-0.00498706j 0.0117162-0.00776076j -0.0195224-0.00562841j 0.00162501-0.0165729j 0.00496945+0.024353j 0.0147438-0.000823652j -0.00120466-0.00818913j 0.0262215+0.00990474j 0.00810216-0.0118575j 0.0188274-0.0207204j 0.00424715+0.0045056j -0.00538735+0.0345347j 0.00723191+0.00746277j 
-0.0184824+0.0116886j 0.0186628+0.0050067j 0.00284985+0.00660928j 0.00370742-0.00647713j -0.00318682+0.00615365j 0.0325917+0.0140901j 0.0150688-0.0063182j 0.0115021+0.00886584j 0.0115152-0.00418975j -0.0810202-0.00940599j -0.0563737+0.0726199j 0.0327004+0.0211659j 0.104872-0.00489015j 0.090289-0.0330214j -0.100807-0.0224769j -0.00670212+0.0120139j -0.00266603+0.00317282j 0.00611934-0.00028539j 0.0100004+0.00484553j 0.00615772-0.00301578j 0.000895506+0.00223693j -0.00501442-0.010881j -0.0048552-0.00811904j 0.00147359-0.000283215j 0.00502606-0.0149699j 0.00445292+0.0032863j -0.00703427-0.00521545j -0.00218896+0.00409477j 0.00257094-0.0168226j -0.0135449-8.87477e-06j 0.0180594-0.00450553j 0.00960367-0.0229091j 0.0174392-0.00739748j 0.0114751+0.00496363j -0.0335266+0.0269903j -0.00824038+0.0061045j -0.0506761+0.0204433j 0.0109504+0.000733494j 0.0145755-0.00261468j 0.0193707-0.0057012j -0.00124236+0.00186669j -0.000141335-0.00290627j -0.00872287+0.00367666j -0.00271581-9.71255e-05j -0.000729825+0.000401301j 0.00532922+0.0073515j -0.00694454-0.0018154j -0.00550302+0.00367782j -0.00248373+0.00364176j 0.00224822+0.0027074j 0.00255786+0.00436372j -0.00441831+0.00433888j -0.0101534-0.000633541j 0.00161864-0.000390177j 0.00794084+0.00144294j -0.00787881+0.0015642j -0.000181143-0.00146321j -0.00230467-0.00538758j 0.00157875+0.00170157j -0.000190624+6.00681e-05j 0.00973477+0.0024389j -0.00888219+0.00242079j -7.01345e-05-0.00339936j 0.00622629+0.00039609j 0.00334219+0.00531416j -0.00250367-0.00215006j 0.00182248-0.00624797j -0.000638451-0.00245131j 0.00326275-0.000972569j 0.0160801+0.00299772j 0.0122638-0.00287464j -0.00084467+0.0126249j -0.0111356+0.00082138j 0.00669841+0.000345685j 0.00547187+0.00298567j -0.000432881+0.00400234j 0.00696339+0.0013807j -0.00332217-0.00981924j -0.0189539+0.00726597j -0.0312684+0.0114139j 0.00184132-0.00423315j -0.0285751-0.000301723j -0.00549264+0.00554832j -0.0166565-0.0169567j 0.00706784-0.0332338j 0.0388182+0.0100757j 0.0061824-0.0134845j -0.00367296-0.0391655j 0.0159702-0.0141522j -0.00438424-0.0119939j -0.0399353-0.0162466j -0.00351413-0.000938858j -0.00766122+0.0262884j 0.00150861-0.00320461j 0.00240469+0.0302167j 
-0.0326789+0.0216162j -0.00611052-0.00616897j -0.0160709-0.00626649j -0.011671-0.0242593j -0.0135901+0.0121913j 0.0210801-0.00761383j -0.00999991-0.0177204j 0.0391015+0.00303612j -0.00366549-0.0140735j -0.0494212+0.0265779j -0.000877353+0.092463j 0.142658-0.033982j 0.00931004-0.0705973j 0.0646304-0.159853j 0.170775-0.102323j -0.0270266+0.0229467j -3.40407e-05+0.0117606j 0.000798464-0.000445535j -0.00861282+0.00192479j -0.000837183-0.0115297j 0.00306481+0.0015308j 0.00961696+0.00199518j 0.00441925-0.00338572j -0.000219962-0.00271247j 0.0011112-0.0112685j 0.000708203+0.0150806j -0.00639508+0.0104894j -0.00297955-0.00330068j 0.01247+0.00272218j 0.00907897-0.000814476j -0.0051137-0.00703077j -0.0336401-0.00670289j 0.000708549-0.0206726j -0.0567399-0.0027656j 0.0198897-0.000697091j 0.0423654-0.0228058j 0.000272109+0.0296072j -0.00340618-0.0067191j -0.0122907-0.0066882j -0.00308034-0.00734012j 0.00881536+0.000614081j -0.00439104+0.00264224j 0.00176875+0.0132743j -0.00810757+0.00502704j 0.0109615+0.00692683j -0.00170599-0.00731012j 0.00254299-0.000746491j -0.000335279-0.00103594j 0.00547874+0.000684405j 0.000881262+0.000177884j 0.00383828+0.00128905j -0.00393316-0.00380569j 0.00479085+0.00814644j 0.00172021+0.000940786j 0.00335208-0.00598396j 0.00281642+0.00178491j -0.0057763-0.0064028j 0.00335049-0.00456732j 0.0048716+0.00203731j 0.00517872-0.00189848j 0.00279712+0.00436247j 0.000893181+0.000795498j -0.00681049-0.00282949j -0.00272026-0.0023951j 0.00436915+0.00234105j -0.0055811+0.000684676j -0.00570769-4.48008e-05j 0.00674244-0.00343796j -0.00352641-0.00407609j 0.00324924-0.00250967j -0.0066879+0.00168648j -0.0122005+0.0074957j 0.000503333-0.00403831j -0.00234306-0.0012237j 0.00970579+0.00675984j 0.00398163+0.00771293j 0.000493247-0.00120024j 0.000250198-0.0114855j -0.00570681-0.00233502j 0.0134039+0.00702531j -0.0201276-0.00230319j -0.0142072+0.00963317j -0.0248917+0.000821126j -0.000647502-0.0165868j 0.0345645+0.0235264j -0.0146809+0.010838j -0.000522374-0.0377205j -0.0209507+0.0076737j -0.00238702-0.0153809j -0.0354367-0.00741711j 0.0107637-0.00433532j 0.023417+0.0146528j 0.014736-0.000758334j -0.00112915-0.010667j 0.0128585-0.00349371j 
-0.00600853+0.0210132j -0.0407559+0.0206967j -0.0290363+0.0188143j -0.00945058+0.0192001j -0.0106945+0.0049747j -0.0599585-0.00129388j -0.00781021+0.0100363j -0.0121424-0.0275015j -0.0427781+0.0231887j 0.0551855+0.0283731j 0.0639022-0.0854137j -0.000939889-0.105912j -0.143492-0.178135j -0.174466+0.074894j 0.25853-0.169412j -0.00980706+0.0246301j 0.0311221-0.0224291j 0.0106909-0.0118294j -0.00931455+0.000958776j -0.0174438+0.0044437j 0.0111977-0.0142995j -0.00329125+0.0100965j -0.000499051+0.00546447j -0.000635605-0.00355599j -0.0136219+0.0116347j 0.00916466-0.00484638j 0.00465713+0.00559152j 0.00220863+0.000418351j -0.00746614+0.0188475j 0.0104194+0.00139646j -0.0223385+0.0087039j -0.00173607+0.0196578j -0.035555+0.00496414j -0.0331088-0.0246294j -0.0251816-0.0247752j -0.00669525+0.02347j -0.0135399+0.0187422j 0.00262165+0.00393312j -0.00494389-0.00724062j -0.00361143+0.00518648j 0.00101565+0.00890453j -0.00525505+0.000718202j 0.000779615-0.000922084j -0.00218082-0.00286711j -0.00266403+0.00995745j 0.00544057-0.00617555j -0.00242831-0.00245947j 0.000765695-0.00115744j -0.000788443+0.00185124j 0.00284875+0.00010064j -0.00220092+0.00439616j -0.00132713-0.00567096j -0.00537108+0.00243474j -0.000480117+0.00772868j 0.00419101+0.00828564j -0.000496522-0.0135155j 0.00259366-0.0019197j -0.00137663-0.000334047j 0.00154212+0.00625811j 0.0030479+0.00169891j 0.00148526+0.000482509j -0.00238442+0.000887872j 0.00152347+0.00474762j 0.00294479-0.00327252j 0.00622417-0.00181538j -0.00120244-0.000800429j -0.00455179+0.00509484j 7.32596e-05+0.00125685j 0.00417519+0.000693605j 0.00491251-0.00549286j 0.00462346+0.0104774j 0.00245626-0.0133503j -0.000921343-0.00844509j 0.000232586-0.00416696j 0.00532193+0.00558703j 0.00355457+0.00217884j 0.000864273+0.0010944j 0.00163431+0.00548481j 0.00438951-0.0147124j -0.0210663+0.00675809j 0.0052895+0.00210615j -0.0073905-0.0227374j 0.00819385-0.00452907j -0.00970021+0.0162626j -0.00907833-0.00672193j 0.0223453+0.0250385j -0.00997288+0.0129553j -0.015628+0.00221104j 0.0134418+0.00793291j -0.00294857+0.00605905j -0.0190384-0.0067069j 0.00270181-0.0238468j 0.0260605-0.00189462j 0.0105498+0.0102553j 0.0037372-0.00464708j 
0.0560063+0.0123702j 0.0157749-0.00372017j 0.0525477-0.00238184j 0.0166102-0.0107612j 0.022618+0.00676761j 0.047886-0.00580805j 0.0264536-0.00366071j -0.0478222-0.0105345j 0.0490058-0.00799295j -0.0472846+0.0201823j -0.115377+0.171094j 0.0159168+0.0243501j -0.148201-0.0971725j -0.196126+0.111864j -0.0205395+0.0413863j 0.0353821-0.0112003j -0.00284935+0.00384541j -0.00643741+0.0272794j -0.00143488+0.0126723j -0.0091249+0.00854554j -0.00473751+0.00517533j 0.00710593-0.0155431j -0.00134178-0.0240869j 0.000816273-0.0109051j -0.0103754+0.000576823j 0.0155074-0.00837706j -0.0144129-0.00953765j 0.00925337-0.0133925j 0.0152198-0.0196245j -0.00938744-0.0104144j 0.0322369-0.00528507j -0.0459535-0.00366968j 0.0423567-0.00913561j -0.0346372-0.0242699j -0.0147232-0.0161256j -0.00608001+0.00569756j 0.000809531-0.000227549j -0.0027261+0.00907635j 0.00511752-0.0149324j -0.00256669+0.00491469j 0.000706316+0.0034128j 0.00402041-0.00249068j -0.0015169-0.0128034j -0.00352415+0.0076586j 0.00363131+0.00170972j -0.00432889+0.00556986j 0.000880186+0.00245429j -0.000569073-0.000653965j -0.00408454-0.00764497j 0.00394805+0.000372697j 0.00116097+0.00117648j 0.00189758-0.00257542j -0.000497078+0.00495281j -0.000942787+0.000444866j 0.00195057-0.00455j 0.00671267+0.00607792j 0.000790991-0.00629j 0.00201272-0.00569536j 0.000309198+0.00362617j -6.16712e-05+0.00217227j 0.00234006+0.0110592j -0.00270859-0.00116555j 0.00387109+1.7294e-05j -0.00408641+0.000700681j -0.0016572+0.00308819j -0.00367754-0.0021421j -0.000587625-0.00344238j -0.000438761-0.0019752j -0.00639269+0.00573924j 0.00301201-0.00313368j -0.00888806+0.00219419j -0.00710651+0.0270795j -0.00289515+0.00847273j 0.0050363+0.00321356j 0.00109256+0.0197159j 0.000129051+0.0263486j 0.010379-0.0104077j -0.00632482-0.0275921j 0.0118209+0.0103028j 0.000877366-0.0187054j 0.0201617-0.016864j 0.00775946+0.012646j 0.00173666+0.0209996j 0.00505732-0.0181851j -0.0190666-0.00131585j 0.0113289-0.00896444j 0.00909268-0.0221556j -0.00511713+0.00625195j 0.0121677-0.00908522j 0.00759803+0.0106648j 0.0034213+0.00194517j -0.00822179-0.00689575j 0.0117741-0.0124109j 0.00406767+1.28918e-06j -0.00114363-0.0167092j 
-0.0139438-0.0113063j -0.0198106-0.0299347j -0.0361054-0.0279343j -0.00581114-0.0159058j -0.00650333-0.0120309j -0.0874029-0.0591021j -0.0116091-0.0274944j -0.016732+0.0174798j -0.0447537-0.0416142j 0.119226+0.145201j 0.0865247+0.0914886j -0.183132-0.0726779j 0.0824271+0.15255j 0.0190534-0.0162357j 0.0509211-0.00314891j -0.0164229+0.00331654j 0.0233146+0.00646106j 0.0273302-0.0146848j 0.00929102-0.003338j -0.0104314+0.00872748j 0.00526536-0.0140383j -0.0210521+0.0236908j -0.0290769+0.0249459j -0.00743637+0.00648906j -0.0132551+0.0235363j 0.0117571-0.0171851j -0.0262085+0.0373283j 0.00798642-0.0167995j -0.0360995+0.0180376j -0.0173309+0.00674505j 0.0311015-0.0235571j -0.0212408+0.0481198j 0.0206916+0.00587665j 0.00404999+0.0535959j -0.00370355+0.01215j 0.00438083-0.00777142j 0.00527463-0.00861789j 0.0131483-0.0183824j 0.0055212+0.0125932j 0.00418091-0.00815991j -0.0021288-0.00934302j 0.0014153+0.00480224j -0.00312229+0.0145467j 0.00335853+0.00285589j -0.007227+0.00850572j 0.00415973-0.0188878j -0.00045264+0.00156801j 0.00201268-0.00421262j 0.00541272+0.00443959j -0.00194142+0.00243157j -0.00482832+0.00307646j 0.0036672-0.00237318j -0.00494414-0.00542278j -0.00279036+0.00809869j 0.00116943-0.00271903j -0.00482872-0.00502509j 0.00569005-0.0142749j 0.000738999-0.00530277j -0.00158517+0.0126313j -0.00512598+0.000240026j -0.00658809+0.00633326j 0.00336276-0.00291004j -0.00161126+0.0116822j -0.00497921-0.0140804j -0.00134943+0.010079j 0.00260342-4.14869e-05j -0.00324527-0.00818747j -0.0036049-0.00120337j -0.00261527-0.00122317j 0.00693873-0.00404174j -0.00431031-0.00799807j 0.00612918-0.00550444j -0.00588169+0.00208595j 0.0105663+0.0122906j -0.00445938+0.0234923j -0.00212847+0.0191015j 0.0084288+0.00566375j 0.0162858-0.0152087j -0.0136667+0.0261817j 0.00222514-0.023085j 0.00769874+0.00272922j 0.0150635-0.010282j -0.0167055+0.0198329j 0.0221607-0.0169817j 0.00758885-0.0126626j 0.00836806-0.00523656j 0.0237093-0.00931957j -0.0243711+0.0247002j 0.00463223+0.00336053j -0.00367506-0.00514959j -0.00162234-0.00547104j -0.00465757-0.00540033j -0.0100254+0.00344726j -0.0052541+0.00705722j 0.00642951-0.000242935j 
