-0.00488045+0.00291756j -0.00828156-0.0161281j -0.00380368-0.0166463j -0.00231104-0.0128875j 0.00873035+0.016141j 0.00247859-0.00929764j 0.000339964+0.0181961j -0.000546916-0.000761577j 0.00600765+0.03683j -0.00128068-0.0016048j 4.39958e-05-0.00645757j 9.44837e-05-0.0189444j 0.00976014-0.00939568j -0.016962-0.00521224j -0.0231122+0.0419305j 0.0120644-0.011162j -0.00502653+0.00509196j -0.00751599+0.00358358j 0.0142195-0.00711611j 0.0194842-0.00713184j 0.00379628-0.00486363j -0.00623045+0.00167549j -0.0102987+0.0059805j 0.00200584+0.000109465j 0.0206595-0.00496481j 0.0140547-0.00564001j -0.0202025+0.00684128j -0.0114949+0.00217674j -0.0105276-0.000817167j -0.00989623+0.00134876j -0.0110606-0.00299032j -0.00499635-0.00149261j -0.0112347+0.00172119j -0.0207759-0.00287329j 0.00667068+0.0118045j 0.0207796+0.0107743j -0.0171228+0.000504258j -0.0056609-0.000575908j 0.0058712+0.00740819j 0.00677317-0.00363938j 0.00507897-0.0039107j 0.00783602+0.0061368j 0.00219949-0.00763673j -0.000975111+0.00449345j 0.00765871+0.00503368j 0.00394384-0.00250329j -0.00061046+0.000717264j -0.00883965+0.000632872j -0.00330485-0.00867337j 0.00249512-0.00603957j -0.00544994+0.000879171j 0.00100082-0.00948365j -0.00394168+0.00492574j 0.00154456+0.0022897j 0.00766221+0.00482646j 0.00312592-0.00507326j -0.0059665+0.00984947j 0.00232109+0.0134991j 0.00620449-0.00332454j 0.0120627+0.00316507j -0.00219759+0.00125223j 0.00443827-0.000133558j -0.00207191-0.000328026j 0.0099468+0.00277219j -0.007683+0.00323375j -0.0049361-0.00220287j -0.00787371+0.000980983j -0.000491807-0.00235912j 0.00394626+0.00040677j -3.43989e-05-0.00178218j -0.00263524+0.00357463j -0.000325917-0.00576706j -0.00947828-0.000460305j -0.0140595+0.000112403j 0.00302381-0.00544915j 0.000968762+0.00201505j -0.0059771+0.00099217j -0.00258194-0.0099788j 0.00364728-0.00711637j 0.0047442-0.00635974j 0.00113996+0.00151864j 0.00296617+0.00622198j -0.00749012-0.00807317j 0.000623538+0.00595501j -0.00406518-0.00860573j -0.00950363-0.000534831j 0.00218223+0.00114911j -0.00240368-0.0107777j -0.00608029+0.00500346j 0.0141176+0.0055112j 0.00700267-0.00203772j -0.00288494+0.00224495j -0.00396145+0.00891278j 0.00192742-0.0130694j -0.00558571-0.000557381j 
0.0639228-0.0307043j -0.00235877-0.0297216j 0.0751234-0.0208215j 0.0686329-0.0209634j 0.014626-0.0189844j -0.016231-0.0136998j 0.039118-0.0241312j -0.0977898+0.0204513j 0.0679664+0.0179429j 0.127722+0.0302671j -0.140969-0.0604479j 0.00889203+0.207751j -0.201467+0.308525j -0.0825499-0.0767085j 0.16231-0.0468206j 0.0335697-0.043909j 0.00122193+0.0171611j -0.0121341+0.0374068j -0.0132535+0.0127085j -0.0108903+0.0222588j 0.000952589+0.00164793j -0.000953586-0.00276646j 0.00581962-0.00612508j 0.0049071-0.00523753j -0.00145228+0.0283626j -0.0021578-0.0189029j 0.00313917-0.0116796j 0.0038-0.0142841j -0.00716058+0.0219961j 0.00809508-0.00621067j -0.000819174+0.00495652j -0.013102+0.00599475j 0.0148653+0.0223391j 0.00699466-0.0116819j 0.0235772+0.0188842j 0.010467+0.00627775j -0.00989451-0.00484495j 0.00171872+0.000298299j 0.00361558-0.0159267j -0.00223625-0.00233524j -0.00263628-0.00322534j 0.00699156-0.00881223j 0.00266636-0.013158j 0.00190705+0.00576686j 0.00179652+0.000653237j 0.00418514-0.00373256j -0.000748599+0.00761002j -0.00143249+0.00267984j -0.0058604-0.000164875j 0.00477781-0.000673036j 0.000106919-0.00745966j 0.00158652-0.0013594j -0.0040619-0.000871466j -0.00250504+0.00209522j -0.000294557-0.00150972j 0.00843506-0.00313418j 0.00221076-0.000262181j -0.00169369+0.00211646j -0.00244599+0.00382713j -0.00251884+0.00598675j -0.00207401-0.00341102j -0.00161088+0.00507051j 0.00102408+0.00743443j 0.000581761-0.00109809j -0.00187363+0.00235011j -0.000983673-0.00489168j -0.0037688-0.00373805j -0.0019973-0.00187112j -0.0012738+0.00386692j -0.00633833-0.00131504j 0.000402133+0.00776413j 0.00834434+0.00375596j -0.00478468+0.00283855j 0.00235965+0.0097979j -0.00241551-0.0140221j 0.00806991+0.00737853j -0.00463936-0.00778193j -0.011934+0.0127714j -0.0232673-0.00263254j -0.00222671+0.00160209j -0.00694253+0.00606936j -0.000662549-0.000945844j 0.0111143-0.00952755j -0.00768688-0.00467061j 0.0239249-0.000791241j 0.0123499+2.00859e-05j -0.000450191+0.00378721j -0.00515703-0.0041421j 0.00975693-0.00808047j -0.00709676-0.00304714j -0.00462277-0.00691277j -0.00149654-0.000146528j -0.000386444+0.00324111j 0.00735194+0.0044074j 0.00221738+0.00896605j 
0.0668281-0.00130931j 0.0260415-0.0380021j 0.0745378-0.0192293j 0.0174056+0.00142187j 0.04849-0.00807687j 0.121627-0.0622766j 0.0659469-0.00740125j -0.0371226-0.0109146j 0.011756-0.0627053j -0.161643+0.155669j 0.281502+0.101818j 0.134806+0.0646787j -0.0402923+0.0922115j -0.103535-0.0211758j -0.000288396-0.00593865j 0.0287966-0.0235434j -0.0078945+0.0312738j -0.0117586+0.0427694j -0.00386251+0.00266972j -0.00350044-0.0106045j 0.00303556+0.0195063j 0.00231439-0.0358508j 0.00190436-0.0265771j 0.00289899-0.0056433j -0.00695089-0.0116478j 0.00854974+0.00100515j 0.00039332-0.0153803j -0.00525644+0.00383693j -0.0264464-0.0156572j -0.00529768+0.0143933j -0.011249-0.0203016j 0.00859391-0.0146539j -0.0448602-0.0420674j 0.0041642-0.00612506j -0.00908694+0.0169671j -0.00139921-0.00700213j -0.000378734-0.0120928j 0.00740335+0.00347782j 0.00406739-0.00874607j -7.52054e-05+0.000438278j 0.00607639+0.0020975j 0.00296446-0.00813478j 0.00237986-0.0166462j -0.00966127+0.000909546j 0.00141351+0.000329171j -0.00556816-0.00104975j 0.00641619+0.00377979j -0.00256272+0.00418955j -0.000701489-0.00244585j 0.000621508-0.000505057j 0.0021972+0.00313543j -0.00483721+0.0103683j 0.001277+0.00689398j -7.83101e-06-0.00365324j 0.00819001-0.00502122j -0.000426117-0.00298754j 0.00159227-0.00446742j -0.00306156+0.0010736j -0.00097073-0.00650547j 0.00588494-0.00057401j -0.00129078-0.000534732j -0.00212094-0.00665126j 0.00116143+0.00238394j 0.00675452-0.00205464j 0.00179232-0.000502996j -0.00316353+0.0058682j 0.00242783+0.0101319j 0.00491096-0.0120097j 0.0094497-0.0151114j -0.00188918+0.000166889j 0.00612604-0.00413298j -0.0140781-0.0123301j 0.00263228-0.0187627j -0.00602352+0.00362242j -0.0051546-0.00190252j -0.00528079-0.00583811j 0.00159242+0.00668548j 0.00897028+0.00451264j -0.00554606+0.0173434j 0.00890701+0.00871781j 0.00889479+0.00463408j -0.000459293+0.00841609j -0.0164604-0.0233577j 0.00417486+0.0173074j -0.00437515-0.00563485j 0.0107258+0.00171757j -0.00404378+0.00358246j 0.0123511+0.01822j -0.008866+0.00246832j 0.00108108-0.00325623j -0.00566866-0.00185174j 0.00335956-0.00897094j -0.00974081-0.000636977j -0.00124703+0.00262851j -0.0056195-0.00237554j 
-0.018537-0.0124883j -0.0011533-0.0287612j 0.00554945-0.0325288j 0.0550287-0.0544711j -0.02076-0.0143963j -0.0675863-0.019181j 0.0495917-0.0737115j -0.0413404+0.0782782j 0.017675-0.0132808j 0.0837215+0.0654338j -0.110566-0.0338757j 0.067709+0.196868j 0.152238-0.0938477j 0.106359+0.041468j -0.108291+0.0166078j -0.0175011+0.00268513j -0.0080698+0.0219318j 0.00576324+0.00701384j -0.00991151+0.0219896j -0.00949096+0.0175427j 0.00297987-0.0135449j -0.00295069+0.000273539j -0.00952067+0.00160965j -0.0082087+0.000372158j -0.00576201+0.00810894j 0.000733879-0.00719251j -0.00921493+0.00192487j -0.00664034+0.00174885j 0.0231229+0.00652001j 0.0132672+0.00364565j -0.0189951+0.00539171j -0.0289467-0.0208714j -0.0396772+0.020676j -0.05992-0.00649267j -0.0113572+0.014924j -0.0147717-0.0094208j -0.00350169+0.00197805j -0.00541319-0.00899109j -0.00935283+0.00745662j -0.00861269-0.00699284j 0.00188598-0.00388187j -0.000322911+0.00343095j 0.00355911+0.00844798j -0.00476936-0.000589482j 0.00979355+0.00459647j 0.00230099-0.00899862j 0.000160611+0.00636984j -0.000210731-0.000685706j 0.00586513+0.00727058j 0.0112541-0.0021157j 0.00240254-0.00139355j 0.000164006+0.000138834j -0.0072233-0.0059287j 0.000759486+0.000147041j 0.0104367+0.000388877j 0.0101364-0.00472583j -0.00201412-0.00580336j 0.000993563+0.00207519j 0.00944529+0.00412249j 0.00890556-0.00137825j 0.00127627-0.00371751j -0.00237874+0.00494864j -0.0042624+0.00102681j -0.00467076-0.000725656j 0.0114933+0.00756904j -0.00750901-0.00378415j -0.017862-0.00394305j 0.00926495-0.00348717j 0.00476129-0.00211705j 0.010816+0.00149636j -0.00546364+0.0148147j -0.0138342-0.00763855j 0.00712721-0.00755972j 0.00328194-0.00587868j 0.017206-0.00632135j 0.00622158+0.00799164j 0.0171723-0.00933862j 0.000319654+0.010677j 0.00625158-0.00047119j -0.0209248+0.00289105j 0.023516+0.00510876j 0.0153684-0.00311991j -0.00291843-0.0332264j -0.0163814-0.0150708j -0.0354097-0.00472923j 0.0180242+0.0112955j -0.00464759+0.00352153j -0.00434496+0.00600581j -0.0111407+0.000283627j 0.000343928-0.00593646j 0.00420977-0.00305285j 0.0127599-0.0115996j -0.00220196+0.0119896j -0.00423434+0.00432882j -7.55134e-05-3.12661e-05j 
-0.000652187+0.0119063j -0.00143449+0.00265763j 0.0277809+0.0113257j 0.0278974+0.0228472j -0.0242329-0.00997608j 0.00682237-0.0395918j 0.0128083+0.0120811j -0.0288945-0.057988j -0.0094724+0.0623507j -0.1106+0.164086j -0.202761-0.0699532j 0.18988-0.101538j 0.034821+0.0368143j 0.113385+0.109923j -0.109062-0.0423037j 0.00279052+0.0118064j 0.0051791-0.0132013j -0.00604213+0.00389606j 0.00172275+0.00222582j -0.00598233-0.00187595j 0.00489738-0.0168134j -0.0194065-0.000452621j -0.0123423-0.00853857j -0.00231854-0.00488132j -0.0330446+0.0018823j 0.015139-0.00354249j -0.00416372-0.015006j 0.0317617-0.00211196j -0.0491836+0.0214096j -0.00680467-0.000521808j 0.0238814+0.0163839j -0.0233488-0.0355303j -0.00131272+0.0180517j 0.0154273-0.0153632j 0.0150248+0.0160253j 0.0037715-0.022249j 0.00454815+0.0180785j 0.00465977-0.0128334j 0.0128374-0.000326065j 0.00639298+0.00403226j -0.00383344-9.00342e-05j 0.000559461+0.00177554j -0.00354641-0.00680104j -0.0003928+0.00124124j -0.00506698+0.00456773j 0.000878321-0.0159195j -0.0014289+0.00289096j -0.00103502-0.00424283j -0.00690712-0.000552471j -0.0035112-0.00256566j -0.00473454+0.00646138j -0.00233188-0.00662801j -0.00124241+0.00659209j 0.00108418+0.00494101j -0.00596808-0.000598504j 0.00276805-0.0171514j -0.00165265-0.00732369j -0.00445307-0.00493606j 0.00439795-0.00105976j -0.00413273+0.00899559j 0.0022325-0.00117206j 0.0036587-0.00373244j 0.00513796+0.00882734j -0.00268668+0.00740024j 0.00251613-0.00203477j 0.00164505+0.00262121j -0.000173195+0.00851809j -0.00857282+0.00671092j 0.00146321+0.0101776j -0.00950031-0.00512225j 0.00236922+0.00900611j 0.0150269-0.000898683j -0.00349568+0.0139504j 0.00582083+0.00236786j -0.00149736+0.00432472j 0.0135743-0.000726432j -0.00686661-0.0223649j -0.012255+0.0107136j -0.00908121+0.00877982j -0.00377302-0.00399623j -0.00720088-0.0209158j 0.00525095-0.0429735j 0.00718515+0.010921j -0.0029906+0.0142122j 0.0129901+0.00886053j -0.0161326-0.0140304j -0.00966905-0.0167909j -0.0195655+0.0129851j -0.0178653+0.0185152j 0.0158558-0.00124947j 0.0062428-0.00389261j 0.00950775-0.00129571j 0.00583943+0.00269992j -0.0137609+0.00303975j 0.00763882-0.000941705j 
-0.018912+0.0139823j 0.0115788-0.00512679j -0.0220567+0.00967042j -0.0298756+0.0111501j -0.00916376-0.00127322j 0.0422737-0.0184413j -0.0507329-0.00454752j 0.0516032-0.0461697j 0.0104273+0.0187078j -0.117581+0.0656134j -0.142313-0.0490345j -0.00802711-0.142619j -0.100273+0.105585j -0.0658147-0.145231j 0.0563423+0.0597423j -0.014276+0.00798505j 0.00417418+0.0108651j 0.00680502-0.00662123j 0.00597633-0.014453j 0.00848505-0.0222481j 0.00512319+0.00571309j -0.00503644+0.00812567j 0.000894252+0.00425064j 0.000237667+0.00447728j -0.000101679-0.00288705j 8.06376e-05+0.0208555j 0.00489391-0.000331194j 0.00774342-0.0010522j -0.010766-0.0018149j -0.00408966-0.00650756j 0.00805921+0.0180928j 0.0197611-0.00950439j 0.00939908+0.0239377j 0.00273681+0.012996j -0.0336894+0.00360819j -0.00179421+0.00966791j 0.00527542-0.0187937j 0.00598383-0.0028535j -0.00268786+0.00578978j 0.00638914-0.00268765j 0.00601791-0.00356983j 0.00138652+9.36386e-05j -0.00206175+0.00337345j 0.00244573-0.000835669j 0.00261933-0.000255467j -0.00210069-0.00720826j -0.00217635-0.00441519j -0.0017351+0.00129482j -0.000150015+0.00367253j -0.00199453+0.00239722j 0.00647966+0.000755288j -0.00374721-0.00103412j 0.00214125+0.0052412j -0.000524111+0.00209416j -8.04998e-05-0.00215412j -0.00280482-0.00716166j -0.00697498+0.0019766j 0.000462198-0.00388477j -0.000138041-0.00168425j -0.00234543+0.00477225j 0.00836448-0.0036346j 0.000458192+0.00287133j -0.00500707+0.000449443j 0.00286697+0.00323499j 0.00739163+0.00012474j -0.0055998-0.000152154j -0.0034512-0.00204316j -0.00498881+0.00513093j 0.00619966+0.0021138j 0.0277441-0.00201954j -0.00213341+0.00224139j -0.0129418+0.00690554j 0.00902593+0.00037374j 0.0189026-0.005811j 0.000676715-0.00583722j 0.0103896+0.00478787j 0.0093768+1.90719e-05j -0.000126274+0.0254933j 0.0458298+0.00725942j -0.0156025+0.0166113j -0.00293165-0.0052737j 0.0152007+0.00717358j -0.0251106-0.0149007j -0.0111811+0.00289524j -0.0214331-0.0195489j -0.0138217+0.0200591j 0.00276012+0.0191079j -0.00332921+0.00696792j 0.00351251-0.0221282j -0.0156121-0.0107747j -0.00762952-0.00357783j 0.00777432-0.0153595j -0.0188818-0.0168495j 0.00447661-0.00861508j 0.00164457+0.00367307j 
0.00602952-0.0168234j -0.00690768-0.0205638j 0.0141086-0.0164386j -0.00193945+0.00588781j 0.00770797-0.0137267j 0.00142568-0.0450919j 0.00481714+0.0154273j -0.0179168-0.0219478j -0.0338922-0.0287972j 0.00748031+0.0251272j 0.00503278-0.070754j 0.103294+0.0151846j 0.130976-0.096771j 0.105262-0.0317406j 0.245797+0.354387j -0.0173077-0.0311336j -0.00207101+0.0117016j -0.00775727+0.00866177j -0.00995967-0.0135109j -0.0021813-0.00138476j 0.000754503+0.00813978j 0.00526444+0.00268265j -0.00019571+0.00476195j -0.00209691+0.00144516j -0.00489479+0.00496502j 0.000704423-0.0122454j -0.00437273-0.00297999j 0.00634618+0.00284893j -0.00971555-0.0138828j 0.00152983+0.010258j 0.00361124-0.00386782j -0.0149476-0.00726297j 0.00634976+0.0202306j -0.0204092-0.041794j 0.00676727+0.0170343j 0.00442375+0.0752844j 0.00394109+0.00757876j -0.00260939+0.00513632j 0.00220224-0.0105932j -0.00144807-0.00270647j -0.00500645-0.00205888j -0.00151662-0.00540415j -0.00272269-0.003901j -0.00421985+0.00162973j -0.00331415-0.000201126j 0.000341518-0.00373286j -0.000888679-0.00394094j -0.000355698+0.00228209j -0.00192852-0.00200206j 0.00289892+0.00277514j -0.00211258+0.000396445j 0.00138077+0.000207607j -0.00474196-0.00241772j 0.000938784+0.00330204j 0.00316642+4.94283e-05j 0.00142779-0.00287533j 0.00178258-0.00117242j -0.00022234-0.000645924j 0.00247906+0.00145698j 0.00215968+0.00146398j -0.000358529+0.00393039j -0.000996286-0.00473398j 0.00466551+0.00320631j -0.00182676+0.000460024j -0.000196157+0.00126213j 0.000784975+0.00164344j -0.000848739+0.000152498j 0.00292293-0.00444561j -4.01764e-05+0.0053343j -0.00621011+0.00151502j -3.15949e-05+0.00438163j 0.00429281+0.00284112j 0.000571201+0.000308356j -0.000168004-0.00400951j 0.00636967+0.00320849j 0.00181851-0.00658718j 0.00120706-0.000569405j -0.00323282+0.00228721j -0.00160881+0.0113939j 0.00250749-0.0158011j 0.00377427+0.00929032j 0.00249154-0.00260802j 0.00436834+0.015301j 0.00682154+0.0037712j 0.0163588-0.0165301j 0.0026826+0.00234705j 0.0153244-0.0118476j -0.00143229-0.00101221j 0.0068087+0.00649755j -0.0209829+0.00936533j 0.0216461-0.00135704j -0.0212497-0.00813688j 0.00609467+0.00149737j 0.0104572+0.00820959j 0.0194003-0.00414437j 
0.0375041-0.0245503j -0.0166142+0.0257504j 0.0446397+0.0127457j 0.0267342+0.0311928j 0.0165962-0.00336594j -0.0284332+0.0281831j 0.0399218+0.054883j -0.0848959-0.00551991j 0.000441856+0.0511954j 0.124459-0.0923604j 0.10034+0.0293608j 0.0770886+0.0123864j 0.0647353+0.170861j 0.209006+0.201576j 0.0317889+0.00904435j 0.0158879-0.0316602j -0.00685947-0.0371617j -0.0185216+0.00470444j -0.007855-0.00131009j -0.000228416+0.0232733j -0.00318185-0.00470775j 0.0113139-0.00208576j 0.00665501-0.00175555j -0.000466147-0.00403331j 0.00675148+0.0124033j 0.00158275-0.0299778j 0.0188327-0.00902929j -0.00150473-0.00854056j 0.0155385+0.0107526j -0.00241921+0.00575442j 0.00313907-0.0144076j 0.0274686+0.0113376j 0.0136728-0.0237979j 0.00357311-0.0120817j -0.0106271+0.0289069j -0.00540907+0.000557596j 0.00539901+0.0492907j 0.00211003-0.00359575j -0.00428119-0.0196723j 0.000214563+0.0082874j 0.00350727-0.0025231j 0.00358467-0.00881352j 0.00302375-0.00723035j 0.00153845+0.00265748j 0.00423056-0.00133507j 0.00622083+0.000894387j -0.00109269+0.000928234j -0.00052733-0.000423801j -0.000322487-0.00253804j 0.00183425+0.00105217j 0.00524254-0.00623795j 0.00104985-0.0044286j -0.000508795-0.00391837j -0.00468018+0.00133835j 0.00605844-0.0011577j -0.00488355+2.52809e-05j 0.000694406+0.00188923j -0.00346664+0.00348705j -0.00680314+0.00227582j -0.00321708+0.0039976j 0.000502314+0.000897023j -0.00066818-0.00529932j -0.000371334+0.00470637j 0.00467859+0.00264407j -0.0021274-0.000257101j -0.00401852-0.00233432j 0.00384143-0.00714451j -0.00367995-0.00318362j -0.000298729-0.00846614j 0.0105414+0.00990218j 0.00527462-0.00417958j -0.0111868+0.0154913j -0.00773142-0.0140991j 0.00725656+0.0154666j -0.0155728-0.00345099j 0.000812076+0.00496649j 0.00374128+0.00128675j 0.000863305+0.00893595j 0.0239251-0.00771642j 0.00230662-0.00829502j 0.0144393-0.00583025j 0.00303443+0.003622j -0.0201029-0.00415869j -0.0114071+0.00361662j -0.0127531-0.00263403j -0.0179285+0.0229156j 0.00438239+0.00418269j -0.0121649-0.0056315j 0.0107073-0.00837257j 0.00295963-0.00579208j 0.0147273-0.00784243j 0.00875502-0.012265j 0.015068-0.00687828j -0.00585331-0.00323866j 0.0103712+0.00812443j 
-0.00317937-0.0362409j 0.0211706-0.0245659j -0.0196639-0.034986j -0.0231427-0.0158981j 0.0207324-0.0171379j 0.0508275-0.0492209j -0.0084414-0.0499486j 0.00714459+0.0661642j -0.000398579-0.199176j -0.18959+0.00254367j -0.114514-0.00399661j -0.114001+0.00426136j -0.118627+0.208578j 0.0832661+0.175857j -0.000724421+0.0268683j -0.00555877-0.0302855j -0.0182315+0.00595083j 0.00831631-0.00696152j 0.010727-0.00880558j 0.0105838-0.00952871j -0.00391799+0.00743487j -0.010418+0.00181587j -0.0111593-0.00721697j 0.000866086-0.00884012j 0.0108089-0.0127493j -0.00915054+0.0190039j -0.0361352+0.0106132j -0.019663+0.0212171j -0.0152323-0.0158389j -0.0179478-0.00245085j 0.00576761+0.0175099j -0.0100177-0.00447484j -0.0141354+0.0176618j 0.00188406+0.0080501j 0.0115441+0.0154925j -0.000773341+0.00556936j 0.0025579+0.035054j 0.00705432-0.00476643j 0.00431539+0.00499712j 0.00754446-0.00650744j 0.000784783-0.00914586j 0.000820536-0.00158267j -0.00417086+0.010288j -0.00382474-0.00220521j -0.00175867-3.13849e-05j -0.00340875+0.000197698j 0.000612144-0.00301336j -0.00145302+0.0011964j 0.00103474+0.00399311j -0.00144757+0.00500883j 0.00357182+0.00144988j -0.00169159+0.00738271j -0.00212301-0.00616855j 0.00615034-0.00350062j 0.00283023-0.00686213j -0.00381995+0.00940424j -0.000857089-0.00249449j 0.000477606-0.00897309j 0.00490427-0.00264296j 0.00147227-0.00436879j 7.92542e-05+0.00776149j -0.00162349-0.00416717j -0.000863307-0.00805385j -0.00211183-0.0034021j 0.00224598+0.00898764j 0.00297825+0.00259676j -0.00434935+0.00442781j 0.00877095-0.00872107j 0.00548921+0.00269108j 0.00123887-0.0170135j -0.00167471+0.0101213j 0.00898415-0.0167815j 0.00905763-0.0146812j -0.000281686-0.0269852j 0.0122631-0.00170918j -0.00503103-0.00173513j -0.00816043+0.0178623j 0.00882109-0.013851j 0.00410406-0.0278912j -0.00485421-0.000708709j -0.00344201+0.000819678j -0.0133585+0.00550034j 0.0116906-5.03769e-05j 0.0139708-0.0139166j -0.00225126-0.0015433j -0.00415568+0.00844074j -0.00703399+0.0004883j -0.0205242+0.0134185j 0.00491014-0.0034507j 0.00448046-0.00437923j 0.0136517-0.00646567j -0.00272472-0.00201333j 0.00359727+0.00483935j -0.011103+0.00482335j 0.00943726+0.0048327j 
-0.0169855-0.00392546j 0.00491604+0.00330249j 0.0178564+0.00843818j 0.0837536+0.0148981j 0.0352714-0.00673583j -0.0457854-0.0168614j 0.128331+0.029307j -0.0167951-0.0213563j -0.325552-0.0419363j -0.0477795+0.00644192j 0.0384725-0.251503j 0.0135304+0.0495299j -0.0727627-0.0394704j 0.015654-0.0297287j -0.0500178-0.0407481j -0.0073333+0.00738572j -0.00132841+0.0019047j -0.000792366+0.00241002j -0.0132443+0.0184844j -0.0168621+0.0260512j 0.00202777-0.00608629j 0.0114891-0.0183334j -0.00825015+0.00917157j 0.00081974+0.00150155j 0.00972298-0.029534j 0.0153726-0.0358264j -0.0138648+0.0181837j -0.012684+0.0412113j 0.00763983-0.00156285j -0.0190685+0.0317164j 0.019896-0.0255355j -0.012794-0.0121483j 0.0283317+0.0092506j 0.00459667-0.012284j 0.00205439-0.00316384j -0.00193143-0.0024284j -0.000542095-0.00757813j 0.000638773-0.00342344j -0.000664815+0.0061018j 0.00190172+0.00103375j -0.0027228-0.00313472j 0.001527+0.00467464j 0.00223287-0.00736267j 0.00515554+0.00448832j -0.00520616+0.00295148j 0.000133542-0.00533589j -0.00141337+0.00554462j -0.00352403-0.00270633j -0.000375977-0.0040126j 0.0035037-0.0030528j -0.00564905+0.00177782j -0.0051024-0.00142802j 0.00595834-0.000968081j -0.00627558+0.00519183j 0.00986655-0.0038963j -0.0136043+0.0088211j 0.00819965-0.00847526j -0.000952737+0.00610487j -0.00837031+0.00415942j -0.00225337-0.0106298j -0.00601805+0.00817867j -0.00419322-0.0171589j 0.00861975-0.00291004j -0.00196742-0.0109783j -0.0112784-0.000916299j 0.00720728+0.00655273j 0.00313271-0.0152921j 0.00639152-0.0082794j -0.00973376+0.0160647j 0.0145161-0.00792583j -0.0102916-0.0060608j 0.0169859-0.00455612j -0.00341005-0.0218387j 0.0150921+0.000475519j 0.0115797-0.00203047j -0.0061011-0.000181851j 0.00415202+0.000256521j 0.00596281-0.0167118j 0.0186384-0.00747244j 0.00940242-0.0100913j 0.016912-0.00822624j -0.00524909+0.00600473j -0.00548193-0.00238315j -0.00101061-0.00326725j 0.000853933+0.00243232j -0.00618794-0.00357637j 0.00393996+0.00119976j -0.0031158+0.00445722j -0.00248514-0.00539493j 0.00228058-0.00135378j -0.00330539-0.00189655j 0.00434344+0.00418369j -0.000842675-0.00187054j -0.00212968+0.000109378j -0.00144235+0.00595079j 
-0.00539575+0.00343831j 0.000917424+0.00913842j -0.0287326+0.0261698j -0.0446318+0.038359j 0.0104455-0.0164323j 0.0457542+0.00117082j -0.0520582+0.0311607j 0.0421212-0.0648567j -0.105521+0.0958299j -0.113494+0.0401977j 0.0927467-0.161339j -0.0789446-0.0022948j -0.0452701+0.145789j 0.0100729+0.0373436j -0.0062725-0.0344163j 0.00760565-0.0040314j -0.00950847-0.0118768j -0.00564019-0.0176987j 0.00109756-0.0164154j -0.00125722-0.0104068j -0.00559109+0.00988972j 0.0122868+0.00347333j 0.0113834-0.00129293j -0.00164593-0.00434616j -0.0208731-0.00416104j 0.0112853+0.00915704j 0.023857+0.0118781j 0.022235-0.000975831j 0.0133854-0.00672867j 0.0221877-0.000757828j -0.00866665+0.000862918j -0.0359192+0.0110331j 0.00422843-0.0020419j -0.0177754+0.0147005j 0.00794211+0.00455636j 0.00220636-0.00618416j -0.00565693+0.00873241j -0.0135562-0.00263307j 0.00227312-0.000705244j -0.00696187+0.00251474j 0.00285372-0.000765085j -0.00742365+0.000486872j 0.0021462+0.00347817j -0.0116694-0.00106338j 0.00123597-0.00673412j -0.000684529-0.00114088j 0.00320677-0.00715863j -9.82665e-06+0.000266481j 0.00326496+0.00506531j 0.00496763+0.00168714j -0.0016823-0.00156609j 0.00503387+0.00610786j -0.00786709+0.00140565j 0.00120549-0.00419443j 0.00654767+0.00180043j 0.0112319-0.0115346j -0.00268048+0.00377593j 0.0161696+0.00707827j 0.00719199-0.00880646j 0.0166288+0.000611671j -0.000193164-0.00593334j -0.00147226-0.000615822j 0.00399839-0.00248701j -0.00276928+0.00192054j 0.00993511+4.46069e-05j -0.00872882+0.00117477j -0.0177999-0.0143067j 0.0131491+0.00726479j -0.0173867-0.00183539j -0.00031425+0.018647j -0.0231817-0.0102453j -0.0197014+0.0259602j 0.00522744+0.00943844j -0.0112235-0.012063j 0.023497+0.00888127j -0.0100292-0.0156066j 0.0259125+5.41552e-05j -0.00690477+0.0308224j -0.00893917+0.0210164j -0.0140274-0.0119544j 0.0142272-0.00014275j -0.0023276-0.0103465j 0.0231722+0.00485428j 0.00476192+0.00955064j -0.0127718-0.00523549j 0.0251541+0.014449j -0.00601733+0.00215336j 0.0060502-0.0193417j 0.00329724+0.0142094j 0.000117184-0.0105528j 0.00534609+0.00318425j 0.00432146-0.0179062j -0.00852785+0.00309498j 0.00011956-0.00530085j 0.00316799+0.000966003j 
