0.00176257+0.00994146j -0.00967224-0.0101219j -0.00964981-0.0154202j 0.00219991+0.00345725j 0.00222813+0.0049241j -0.000975498-0.00468739j -0.00676979-0.0041933j -0.00386807-0.00979866j 0.00138756-0.00266098j -0.00266609-0.000637928j -0.00477067+0.00523124j -0.0081146-0.00159371j -0.00282574-0.00411644j -0.0025686-0.00237755j -0.00230845-0.00547332j 0.000117143+0.00335944j 0.00376895-0.00544118j -0.00245711-0.0069758j -0.00515448-0.00190887j 0.00528191+0.0223079j -0.0015329-0.00112676j 0.00266612-0.000956463j 0.00406362+0.00715529j 0.00853697+0.00820368j -0.0112193-0.00547162j -0.00206162+0.00364571j -0.00313131-0.000144507j 0.00356828-0.00487068j -0.0107628-0.00362139j 4.02914e-05+0.0274864j 0.00204955+0.0098863j 0.0130995-0.000768839j -0.00946437+0.0187234j -0.00666835+0.00474711j -0.00491674-0.00927925j 0.000928828+0.0212982j -0.0060756-0.00182337j -0.00717399+0.00825503j -0.00284781+0.0235653j -0.0137625+0.00196741j -0.0420973+0.0265337j -0.0180842-0.0341446j -0.0186399+0.018744j -0.00834737-0.0112897j -0.00516359+0.0052248j 0.00160777-0.00593001j -0.00132152-0.00637287j -0.0152157+0.00983174j -0.0039718+0.00170669j -0.00276582+0.0020587j 0.00476379-0.000632105j 0.0018569-0.001481j -0.00474524-0.00127291j 0.000551367+0.00165956j 0.00524156-0.00307983j 0.0012886-0.00102576j 0.00366412-0.000930097j 0.00155191-0.00365913j 0.0033474-0.0023445j -0.0111964+0.0108723j -0.0096513+0.000457817j -0.00507686-4.95274e-05j -0.0027522-0.00297751j -0.00609614+0.00541726j 0.00288975-0.00126181j 0.00145406-0.00097996j 0.00201324-0.00559516j 0.000691658+0.000858925j 0.00205329+0.00101742j 0.00502015-0.00181829j 0.00742398-0.00533908j -0.00539237+0.000729664j -0.0102244-0.000233876j 0.0222326-0.00493493j 0.000614206-0.000442647j 0.00731167-0.000835433j -0.00680253-0.00454771j 0.00155587+0.00440366j -0.0183498-0.00483387j 0.00602121+0.0023994j -0.0139502+0.00213789j -0.0101504-0.00176812j -0.0108472-0.00782069j 0.00564035+0.00115798j 0.0098571+0.00388788j -0.00814081-0.013601j -0.001351-0.00333572j -0.0180588+0.00817729j -0.00943001+0.00305164j 0.00878381+0.00218551j -0.00714829+0.0114073j -0.0281208+0.000736236j 
0.00149007-0.00382571j 0.00803013-0.0002179j -0.00988326-0.0044627j 7.53272e-05+0.00947552j -0.00501826-0.00580719j 0.00553975+0.00149327j -0.00506764-0.00647739j -0.00498284-0.00625738j 0.00320471-0.00810855j -0.0212264-0.0162456j 0.00368464+0.0131921j -0.0281167-0.0164482j 0.0124617-0.00179826j 0.00298702-0.000560714j 0.0301547-0.00209905j 0.00919722-0.00188536j 0.0456885-0.0102804j 0.0216471+0.002971j 0.0310993+0.0135472j -0.0366266+0.0417137j -0.0257486+0.010728j 0.0521856-0.0152276j -0.0128015+0.00021656j -0.0195915-0.0187263j -0.0143329+0.0074679j -0.0101528-0.000124393j 0.00664372-0.0137942j 0.0289746-0.0307216j -0.0142676+0.019847j -0.00856175+0.0128298j -0.00905963+0.0184992j 0.00944124+0.00852789j -0.0117687-0.00823716j 0.00747949-0.00993156j -0.00637665+0.00157446j 0.00745234-0.010549j -0.00945284-0.00192371j 0.0107797-0.00985439j 0.0144487-0.00387456j 0.00859225-0.00649727j -0.00614733+0.00620063j 0.00540687+0.0027025j 0.00537131+0.00356501j -0.00353976-0.00520687j -0.00277484-0.00244672j 0.00181212-0.00171384j -0.00301889-0.00587584j -0.00159075-0.000928677j -0.00119552-0.00524798j 0.00154151+0.00183158j -0.0039702-0.00684052j 0.00263501+0.00879352j -0.00147546-0.00609612j -0.00462635+0.00626368j 0.00174301+0.00432897j 0.00739312+0.00275742j -0.00145012-0.0010532j 0.00253866-0.00227194j 0.00149733+0.00204709j -0.00435302-3.87218e-05j -0.00167087-0.0303041j -0.00064294-0.0079746j 0.00326024-0.0054195j 0.00312238-0.0165082j -0.000570873-0.00405554j 0.000811234-0.0143642j 0.00184947+0.00120842j -0.00277528-0.016393j -0.00444652+0.0137892j -0.00298457-0.0345481j 0.00451919-0.0126679j -0.00240751+0.00119138j 0.00303035-0.0237631j -0.00320482+0.000458859j -0.00452701-0.0106563j -0.0015372+0.00286944j 0.00579414-0.0105645j 0.00374459-0.00559103j 0.000514569+0.0108135j -0.00839665-0.00852728j 0.00298547-0.0037065j 0.000133908-0.00188043j 0.000261264+0.00814973j -0.00341108+0.000978318j 0.00545824+0.00545822j -0.00191857+0.00220107j 0.000336942+0.00342128j -0.0033876-0.00233144j 0.00205371-0.00652326j -0.0020845-0.00544945j -0.00221643-0.000359977j -0.00104325+0.00166577j 
0.00341355+0.0011201j 0.000728739+0.00293203j -0.000317261+0.00314324j 0.00416054+0.00138141j -0.0137181-0.0113045j 0.0132733+0.0042045j -0.00983776+0.00755662j 0.0207108+0.0226918j -0.00810984-0.00961348j -0.00101824+0.00234278j 0.0472362+0.0350897j -0.00294456+0.0259762j 0.0055524+0.0144585j -0.0241243+0.00572748j 0.0062926+0.0159217j -0.0132614-0.0100945j 0.0269665+0.0124894j -0.0180957-0.0121447j 0.00962077-0.0142829j 0.00316532+0.000812601j -0.0309848-0.0147439j 0.0191192-0.0118462j -0.0245514-0.00809334j -0.00839086+0.0165442j 0.0137903-0.0102142j -0.00284853+0.00604916j 0.0049281+0.00983715j -0.00499257+0.0132063j 0.00666035-0.0149596j -0.00690926-0.00874671j -0.000665097-0.0062739j -0.00586832+0.00180939j 0.00714922+0.000815252j -0.00551355+0.000266135j -0.00366408-0.00238469j -0.000753015+0.00510818j -0.000855349-0.00100461j 0.00297839+0.00458921j 0.00251861+0.00616306j 0.00537757+0.00313508j -0.00161455-0.00261307j -0.00414545-0.000638666j -0.00284322-0.00175719j -0.00305786-0.00135862j -0.00368235-0.00450521j 0.00315499+0.00727395j 0.0029818-0.000122854j -0.0100808-0.00623224j 0.000762475+0.00304977j 0.000774476+0.00299433j -0.00632613-0.0247097j -0.00865268-0.0110024j -0.00142614+0.000471801j -0.00614267-0.00305873j 0.00175781+0.00389215j 0.000361461-0.0176923j 0.00166433+0.0200411j -0.00173147-0.0100047j -0.00205458-0.0274781j -0.00208507-0.00934284j 0.00170595-0.0144817j -0.000131271+0.00218064j -0.00586108+0.0179256j -0.00241009+0.0165179j -0.00264838+0.0407317j 0.00100801+0.00657589j -0.00239654-0.00828489j 0.0027209-0.0182001j 0.0042357-0.01168j 0.0025441-0.000635349j -0.000528615+0.00660715j -0.0012184+0.000740851j -0.001573+0.0026078j -0.00345512+0.0171209j 0.0060255+0.00129508j 0.0025744-0.00493656j -0.00148964+0.00477925j -0.0031849+0.0071112j -0.000443375-0.000994909j -0.000756614+0.00353969j -0.00347123+0.0017136j -0.00185514+0.00167773j 0.00115334-0.00237278j 0.000455544+0.00618081j 9.87327e-05-0.00134844j 0.00151152+0.000158936j -0.000535268+0.00132272j 0.000676696-0.000243017j -0.00106138+0.00122659j -0.000249779+0.00295972j -0.00167197-0.000824178j -0.00203462+0.000591542j 
-0.00166674-0.00294085j 0.000109327-0.00161714j 0.002324+0.00581616j 0.00187758-0.00264259j -0.00299773-0.00118162j 0.0061417+0.00253178j 0.00120885+0.00478153j 0.00419738+0.012998j -0.00375029-0.00588987j 0.00264542+0.0173346j 0.0197979+0.00403748j 0.019768+0.0188917j -0.00218128+0.00115832j 0.0116114-0.0108312j -0.00135141-0.00232332j -5.29625e-05-0.0117398j -0.00847559-0.0120252j -0.0173316+0.00575865j -0.0333743+0.021271j 0.0158596+0.00249993j 0.0206206-0.0336428j -0.0183221-0.0222361j 0.00868571+0.00180484j 0.0238395-0.0103049j -0.0203664+0.0362052j -0.0054136+0.0178555j 0.0244861-0.0421831j 0.0109698-0.011843j -0.0089186+0.0180209j 0.0142855-0.00799j 0.00117962+0.000397232j -0.00373619-0.00254431j -0.00990872+0.0139889j 6.8853e-05-0.00574712j -0.00288561+0.00556423j 4.92408e-05-0.000938359j -0.00047131+0.00276628j 0.00375853-0.00520641j 0.000141483-0.00499653j -0.000707674-0.00784003j -3.40758e-05+0.00385139j -0.000931077-0.00294743j -0.00371737-0.00369129j 0.00124252+0.00127052j -0.000746161-0.000684868j 0.00204625+0.0011194j 0.00560828+0.00449632j -0.00249511-0.00188362j 0.000822956+0.0112364j -0.00175112-0.00191676j 0.00100847-0.00468904j -0.00790888-0.0144663j 0.000834837+0.00383013j 7.24601e-06-0.00643572j -0.000310718-0.013377j -0.0035003-0.0164244j 0.000568366+0.0047856j -0.00245097+0.00922901j 0.00243614-0.00942784j -0.00207172-0.00933981j -0.00527349-0.0273013j 0.00172753+0.0149014j -0.000255589+0.0461753j 0.0026883+0.00111713j -0.00486637+0.00682774j -0.00268992-0.0213514j -0.000801515-0.0194929j -0.000226377-0.0179254j -0.00101493+0.0186668j -0.00408386-0.00435704j -0.00202269-0.00113759j -0.00211828+0.0210072j -0.00127048-0.0168532j -0.0015643-0.00876429j -0.0061939-0.00802302j -0.00432192+0.00553953j -0.000981893-0.00164397j 0.00574098-0.00806232j -0.00234899+0.014601j -5.01585e-06-0.000528466j 0.00564703-0.0104042j -0.000843625+0.00741594j 0.00164538+0.000808469j -0.000481668+0.000634916j -0.000318061+0.00574608j -0.000182207-0.00219982j 0.00127603-0.00405875j -0.0012967-0.00100768j -0.000880665-0.00163474j -0.000282024-0.0014262j 3.68481e-05-0.000767612j 0.000102865+0.00205162j 
0.0040408+0.0042413j -0.00501566-0.00173321j 0.00220964+0.00636272j 0.0103368+0.00435552j -0.0146636-0.00527407j 0.00463517-0.0108183j -0.00443213+0.00646426j 0.0287493+0.0223395j -0.0312765-0.000332754j 0.0488039+0.0300868j -0.0102962-0.0388558j 0.0051392+0.00645648j -0.0118034+0.00146015j -0.0167284-0.0202934j 0.0489109+0.0127993j 0.00280121-0.0147423j 0.0249439+0.021426j 0.0262697+0.0135013j -0.00856671-0.00157228j -0.00110388+0.00167333j 0.00058874-0.00932651j 0.00419821+0.00156242j -0.0122675+0.0154958j -0.0182701+0.00206768j 0.0193833-0.046066j 0.000573363+0.00343267j 0.00238295-0.0122628j 0.00670415-0.00104429j 0.00637654-0.0132644j -0.00388234+0.00551752j 0.00223487-0.0174625j -0.00930833+0.0127481j 0.0133143-0.0117377j 0.00353177+0.00705923j 0.00286995-0.0117116j -0.00237187+0.00825813j 0.00756595+0.00237627j 0.00354988+0.00758645j -0.00720676+0.00245797j 0.0026893-0.00244018j 0.00447286+0.00302397j -0.00428968+0.00183096j -0.00727404-0.00520871j -0.00591189-0.00129199j -0.00225114-0.00291147j -0.00101936-0.000646929j 0.00363645+0.00139033j -0.00942134+0.00136319j 0.0097093+0.0192909j -0.00399326+0.00626732j 0.00844214+0.00708144j 0.0011864-0.00792246j -0.00620278+0.00700817j 0.00165043+0.0230213j -0.00748994-0.00933886j 0.00208075-0.0101029j 0.00277078-0.0121529j 0.0034968-0.000927907j 0.00117414+0.00469896j 2.48248e-05+0.00314564j -0.00531873+0.0147256j 0.00137639-0.0206339j -0.000185062-0.00436547j 0.00221169-0.00583952j 0.00306287-0.0211533j 0.00512134+0.0211485j 0.00313563+0.0124639j 0.000538452-0.0199667j -0.00201763-0.00283906j -0.00398871+0.00744635j 0.00157075+0.0156388j -0.00129769+0.00832076j -0.00167541-0.0056595j -0.00446055+0.0160473j 0.0139851-0.00801764j 0.0016849-0.00044419j 0.000988725-0.000102645j 0.00178766-0.000866332j 0.000248373-0.00100864j 1.58422e-05+0.000241266j -0.0040661+0.000613421j 0.00101565-0.00252129j -0.00489991-0.00107494j 0.00341742+0.00421098j 0.00148417-0.0079641j 0.00219037+0.00549858j -0.000434235+0.000655129j 0.000514293-0.00184955j -0.0029331+0.00471832j 4.18475e-05+0.00526664j 0.000393268-0.00134672j -0.000835247-0.00134922j 
0.00170829-0.0029096j 0.00404093+0.00605275j 0.00358145-0.0100284j -0.0111975-0.00741867j 0.0119412+0.00606059j 0.0057219-0.000566069j 0.00792343+0.00209293j -0.0191208-0.024175j 0.0195516-0.0014005j -0.0132304-0.0138082j 0.0219131+0.018632j -0.00622603-0.0106688j -0.0155781+0.00876366j 0.00488364+0.0137831j -0.0121155-0.0143641j 0.0319409-0.0107653j -0.027728+0.0282559j -0.0144762+0.00407236j -0.0112061+0.0288553j 0.0108957+0.00328884j 0.0138135-0.0177934j 0.00298032+0.00691603j -0.00840623+0.0343093j -0.00442929+0.0254504j 0.0433927-0.0683922j -0.00402939+0.0036362j 0.0146993-0.0291752j 0.00424181-0.00917382j 0.00800626-0.0157999j 0.000314283+0.00300841j 0.0196233-0.0211733j -0.0102445+0.012854j 0.0177125-0.0162056j -0.00213907+0.00243507j 0.0147452-0.00765865j -0.00912477+0.00414937j 0.00440756-0.00941642j -0.00753565+0.00122083j -0.00413666+0.0156138j 0.00879185+0.000988215j -0.00331568-0.00517239j 0.000360265+0.00872751j 0.00340317+0.0104549j 0.00372615+0.00013991j 0.00227291+0.000947038j 0.00299023-0.00371084j -0.00454083-0.00466262j 0.00616435+0.00696752j -0.00412578-0.0150475j 0.00466756+0.0032699j -0.00690499-0.00205597j 0.00368485+0.0110577j 0.00436481-0.00457704j 0.00093882-0.00549628j 0.00508222+0.0176267j -0.00095749+0.000638398j -0.00318334+0.00593205j 0.0023866-0.00996809j -0.00355895-0.00746824j -0.00123602-0.00455859j 0.00319106+0.00105012j 0.00417784+0.0317855j 0.00411456+0.00915187j -0.00233278-0.0171895j -0.00226311-0.00284793j 0.0044386-0.00820281j 0.00617953+0.0150092j -0.00268203+0.00636622j -0.00556119-0.0100283j -0.000638489-0.0172508j -0.00242116+0.0135588j 0.000887611+0.00408817j -0.0106922+0.0014132j -0.0024087-0.00713116j 0.018175-0.00680543j -0.00044337-0.00989562j -0.00193003-0.0029305j 0.00635387-0.00172446j -0.0023599+0.000281805j 0.0028123-0.00275626j -0.00701805+0.003671j 0.00380067+0.00150668j -0.00818637+0.00666552j 0.00285473+0.00564025j 0.00135067-0.00860054j 0.0030498+0.00341092j -0.00411115+0.00420476j 0.00359498-0.00289873j 0.00156992+0.0065791j -0.00197355+0.00170687j -0.00120574-0.0034192j -0.000718811+0.00148398j 
-0.00379426-0.00224205j -0.00162056-0.00490298j -0.010292-0.00994006j 0.00688026+0.00781969j -0.0170066-0.0100983j -0.0268995-0.0247257j -0.00664598-0.0122945j 0.0111385+0.0141825j -0.02403-0.0226897j -0.0271489-0.0206826j -0.0197707-0.0220709j 0.0111233+0.00777443j 0.0169239+0.00773331j -0.0372349-0.00885565j 0.0237864+0.0253429j -0.00685131-0.0195582j -0.0384537-0.0246383j -0.0253524-0.00786649j 0.00586281-0.00176837j -0.00487911+0.000741447j -0.00213885+0.00252j 0.0120804-0.00822991j -0.00666799+0.0219635j -0.00449219+0.014977j -0.00809934-0.0175414j -0.0053195+0.00813559j 0.0114075-0.0138651j 0.00613088+0.00223814j -0.00434272-0.0062867j -0.000275948-0.00334328j -0.000805739-0.00934051j -0.00107633+1.18659e-05j 0.0064591+0.00577637j 0.00304467+0.00373895j -0.000148037-0.000702156j 0.00180042+0.00506923j 0.00427267+0.00562429j -0.000857999+6.48313e-06j 0.00119264-0.00108061j -0.000784392-0.00339363j 0.000883856+0.000663494j 0.00501584+0.00507312j 0.00157156+0.00574478j -0.00633742-0.00907337j -0.00843087-0.0109482j -0.0127706-0.00709319j -0.00268854-0.000653834j -0.00439889+0.00676224j -0.000527751+0.00683506j 0.00959702+0.00214872j 0.00903524+0.00308029j 0.00569744+0.00422752j -0.00760669+0.026157j -0.00742524-0.0124027j 0.000958108-0.0329248j -0.00267507+0.0146516j 0.00866635+0.0281262j 0.00351342+0.00839077j 0.00417428+0.0336176j 0.00370074+0.024534j -0.00354723-0.00529636j -0.00150215-0.0191444j -0.00215678+0.0118743j 0.00296495-0.0272127j 0.0013751-0.00637305j -0.00176596+0.0188806j 0.000210703+0.00607589j -0.00187019+0.017694j -0.00304727+0.00330752j -0.0017309+0.00263916j 0.000628094-0.00503014j -0.000134697+0.0112104j -0.00146855-0.00264119j -0.00120958+0.00289274j 0.00109072-0.00785513j 0.000540972-0.00593376j 0.0012196+0.00081608j 0.00143717-0.00175762j -0.000915401+0.0037336j -0.00142966-4.13368e-05j 0.000589141-0.0018477j -0.00166878+0.00500029j -0.00110486+0.00433058j -0.00149654-0.000413893j 0.00199343+0.000325543j 0.000767777-0.00405724j -0.00145186-0.00211523j -0.0009476-0.000174958j -0.00239457-0.00110757j -0.0006629+0.00262173j 0.000182793+0.00132133j 0.000803025+0.000845166j 
0.000350448+0.000208584j -0.00330885-0.00414513j 0.00468003-0.00308061j -0.000876914+0.000502568j 0.00421803-0.00216596j 0.00443165+0.00773261j 0.00238631-0.00249673j -0.0107208+0.0016309j 0.0118531-0.0095416j 0.0217793+0.0278346j -0.0144802-0.000700896j 0.00254766-0.00413385j -0.0179075-0.014102j -0.0459049+0.0178451j -0.0480205+0.00980316j 0.00482592+0.0049272j -0.00551509-0.00869757j -0.0352599+0.0221468j -0.011154-0.0244039j 0.000798023+0.0251079j -0.0161751+0.025544j 0.0254667-0.0348251j -0.0229477+0.0315153j -0.00244018+0.0206643j -0.00829216+0.00209256j -0.0146985+0.013206j 0.0133191-0.0202664j 0.00447424-0.00945019j -0.00375115+0.00512696j 0.00725892+0.00179268j 0.00174395-0.00192989j 0.00270476-0.00541182j -0.00604324+0.00525616j 0.00176465-0.00109514j -0.00613804+0.000848243j 0.0024893+0.000142632j 0.00375472+0.00452819j 0.00528332+0.000126179j -0.0038463-0.00717197j 0.00285395-0.00321997j 0.002241+0.00354597j -0.00386603-0.00317847j -0.00338222+0.00184654j 0.00422576-0.00312281j 0.00147139+0.00236796j 0.00175494+0.00434755j 0.00137896-0.00135606j 0.00195297-0.00195264j 0.00397665+0.0116009j -0.00636689+0.00204087j 0.00376617+0.0107274j -0.000325943-0.0172304j -8.50884e-05-0.0114783j 0.00365426+0.0108701j -0.00771116-0.00068329j 0.000216105+0.0071735j -0.00448598-0.0337475j -0.00248331+0.00567909j 0.00563093+0.0135711j -0.0065393-0.0271521j -0.000808528+0.0225449j -0.0055265+0.0226746j 0.00769221+0.0015717j 0.00221613-0.0117892j -0.00197302-0.0156692j -0.00196305-0.00137164j -0.00157812+0.00184601j 0.00547255-0.00451795j -0.00478933+0.0122984j -0.000694166+0.00585875j -0.00443298-0.025206j 0.00448398+0.000794388j -0.00624782+0.00903872j 0.00340436-0.0102516j -0.00276071-0.0010554j 0.000999034-0.0102843j -0.00296749+0.00993917j 0.00267385-0.00434896j -0.00223156+0.00879093j 0.00184559-0.00208885j 0.00267623-0.00641081j -0.000448063+0.00273435j -0.00013119+0.000648441j -0.000917089-0.00271473j -0.000971466+0.00259347j -0.000215658-0.00206962j -0.000668969-0.00049895j 0.00120594-0.000960355j 0.000747056-0.000735553j 0.000674112-0.00126609j 0.000167911+0.000323566j -0.000524026+0.00228762j 
0.00541383-0.00250439j -0.00131706+0.00585627j 0.00342589-0.00118503j 0.000467556-0.00321362j -0.000749583+0.00269148j -0.00742328+0.00162728j 0.00201256+0.00150962j 0.00971998-0.00382124j 0.0121106+0.0149363j -0.00191362-0.0195637j -0.0157725-0.00168056j -0.0302345+0.00291342j -0.0113501+0.0221882j -0.0346246+0.00814373j -0.0477029+0.0231434j -0.0340377+0.0159417j 0.0181279-0.00355862j -0.0432411+0.0253023j -0.0247963+0.0470587j 0.0158303-0.0255194j -0.0104484-0.00743576j 0.010911+0.0153743j -0.0123062+0.00142866j 0.0298125-0.0272536j 0.00857786-0.00831437j -0.00225271-0.00860753j 0.00635109-0.0118814j 0.000114044-0.00755109j -0.000377268+0.0070465j 0.00766536-0.0102886j -0.00306441-0.00332046j -0.00806841+0.00515723j 0.0046906-0.00627278j 0.00222024-0.00107911j -0.00360149+0.000164918j 0.000203329+0.0016174j 0.00439414-0.00547754j 0.00769168-0.00465803j -0.00704305+0.00930583j 0.0094785-0.00193817j -0.00158543-0.00178209j -0.00627195+0.00709684j -0.00201637+0.00310585j 0.00116179+0.00215326j -3.89818e-05-1.43763e-05j -0.00509546-0.000628156j -0.00164301+0.00113939j 0.00144783-0.000575376j -0.00284385-0.00554499j -0.00139106-0.00125172j -0.00197441+0.00461896j 0.00647408+0.012158j 0.00123136+0.00739654j 0.00170209+0.000432932j -0.00018858+0.0141295j -0.0017779+0.00561312j -0.00238855+0.0039051j 0.00192053-0.00153421j -0.00105587+0.00622785j 0.00471299+0.0266585j -0.00202601-0.0108451j 0.00499276-0.0126352j 0.0025812-0.000543793j 0.000866263-0.0122547j 0.00471087-0.031009j 0.00374435+0.00764343j 0.00168958+0.013464j -0.00415788-0.00529165j -0.00154777+0.0157041j -0.000207925-0.0216517j 0.00608403+0.0154667j -0.000984851+0.012787j 0.00162404-0.0151286j 7.38299e-05-7.80243e-05j 0.00393615-0.00608023j 0.000323313+0.00830152j 0.00272124-0.00964609j 0.00237845-0.00235933j -0.000525394+0.00140265j -0.000842206-0.00410935j -0.00271168+0.0033744j 0.000410043+0.00173669j -0.00183493+0.00147087j -0.000673045+0.00432506j -8.63705e-05-0.000158371j 0.000484693+0.00288944j -0.00337301+0.00187204j 0.00146356-0.00239285j 0.00102005+0.0017637j 0.00132744-0.00220381j 0.000498113-0.00359961j -0.0027538+0.000273108j 
0.00635967+0.000557914j -0.00379652+0.000220686j 0.00149012+0.000187979j 0.00533989+0.00313793j -0.0023136-0.00505975j 0.00821076+0.00183549j -0.0096087-0.00533498j 0.000184976+0.00871152j 0.0310406-0.00788463j -0.000158475-0.00174453j -0.0220819+0.028812j -0.0339981+0.0184744j -0.0313088+0.0109417j -0.0518043+0.00320924j -0.00118679-0.0222306j 0.0423858-0.0266509j -0.0193801+0.0155255j -0.0171568-0.0184993j 5.01797e-05-0.00454241j 0.0172892-0.00682913j 0.0243252-0.0247845j 0.0345413+0.000846659j 0.0136803-0.0225356j 0.00146662-0.00369023j -0.0186083+0.011824j -0.00473115-0.0108795j -0.00926811+0.0221775j -0.00623313+0.00376165j -0.00242577+0.00191164j 0.00242833+0.000948861j -0.00685817+0.00690946j 0.00781932-0.00933556j -0.00793366+0.00294711j 0.00376411-0.000827869j -0.00838548-0.00014006j 0.00216686-0.00160207j -0.00261201+0.000282029j 0.0116141-0.00171755j -0.00132811+0.000413116j 0.00760285-0.000734608j -0.00111082-0.000987704j -0.00732374+0.00302082j -0.00265552-0.00242534j -0.000488802+0.000291505j -0.000318049+0.000713254j 0.0010612-0.00106355j 0.000217213-0.000132739j 0.000606759-0.00288743j -0.00266649+0.00489247j -0.00553552-0.00373985j 0.00233015+0.00674217j 0.00503256-0.0149899j -0.00100012+0.00717887j 0.0019919-0.00929704j 0.00160836+0.0198872j 0.000622739-0.00141249j 0.00254816-0.00655734j -0.000918478+0.0158546j 0.000889013+0.0215333j 0.0015534+0.0181243j -0.00193025+0.000632916j -0.00166217-0.00943397j -0.000780562-0.00482879j -0.00586006+0.00673714j 0.00334904-0.0285537j 0.000997693+0.0252602j 0.00353775-0.000968876j 0.00204951-0.00974093j 0.0028512+0.0217587j 0.00553659-0.0016378j 0.00309697-0.0101475j -0.00367497+0.0105686j -8.86152e-05+0.00957885j 0.00521443-0.00352878j -0.00261239+0.00135698j 0.00342371-0.00183915j 0.00226548-0.000360659j -0.00446836+0.00391175j 0.000446511-0.00414252j -0.00137306+0.00378403j -0.00214267+0.00339212j 0.000722743-0.0064899j 0.00332529-0.00333195j -0.00168579-0.0044308j -0.00246016+0.000646351j 0.000458992-0.0011363j -0.000230731-0.000372768j -0.000861257+0.00168235j 0.00175335-0.00289136j 0.000575689-0.000764164j -0.000791248+0.00142689j -0.00136285-0.000523419j 
0.00616862+0.00695088j -0.0044877+0.00233099j 0.00175227+0.00907789j 0.00791534+0.00578754j -0.00831921-0.0112667j 0.00541714+0.0104878j -0.019668-0.00406114j 0.0410719+0.0340902j 0.0559534+0.0208792j -0.0120817-0.0246972j -0.0295885+0.00562836j -0.00860163-0.00703058j 0.00757593-0.00620955j 0.0173142-0.0221484j 0.00277484+0.0202019j -0.0277785-0.0068793j 0.00989518-0.0129081j 0.005205-0.0190815j 0.00506705+0.000216679j -0.0272165+0.028108j -0.0017299+0.00998805j -0.0125646-0.0159098j -0.0065991+0.025954j -0.0108321+0.0203123j 0.0192223-0.0165799j -0.00308501+0.012738j 0.008074-0.0122467j 0.00408705-0.00619916j 0.000996628-0.00126285j -0.00920642+0.00972556j 0.00486035-0.00770801j 0.000291907+0.00171014j -0.00198733-0.00582343j 0.00351719-0.00143827j -0.000243273-0.0092838j 0.000268592+0.00226535j 0.00461368-0.00100242j 0.00865057+0.0103988j -0.00727078+0.000100388j 0.00491337+0.00649831j 0.00436457+0.00163203j -0.00817507-0.00652959j -0.00495955-0.00518164j -0.0029923-0.00266187j 0.00168091-0.00146833j -0.000599873+0.00449246j -5.53144e-05-0.00254621j -0.0143808-0.00829743j -0.00756331+0.0190146j -0.0140024-0.0209505j -0.00215396-0.00790915j 0.00302064+0.00315543j -0.00236717+0.0426381j -0.00399349-0.0233766j 0.00395565+0.0199996j 0.000311197-0.00338363j -0.00189773+0.0143732j -0.000802427-0.00177064j 0.00433859-0.00609255j -0.00337426-0.000182924j -0.00173972-0.00713551j -0.00551926+0.00774477j 0.000738341+0.00697019j -0.00285525+0.0153634j -0.00225822-0.00101763j -0.00110912+0.0166514j -0.000221557+0.0155337j -0.00144655-0.00175794j -0.00199927+0.000327128j -4.09472e-05-8.54318e-05j -0.00476198-0.00708227j 0.000370531+0.00197822j -0.00524273+0.00678084j 0.000321723-0.00386665j 0.00556043-0.00301963j 0.00243178-0.0146424j 0.000843651+0.000884722j -0.0011323+0.00496996j -0.00128077+0.00976688j 0.00199285+0.000924562j -0.000480688-0.00986485j -0.00166328-4.19524e-05j -0.00186163+0.0016708j 0.000113583-0.00305832j 0.000890799-0.00177818j 0.000604374+0.00238658j 0.000511456-3.20229e-05j 0.000476013-0.00261943j -0.000596571+0.00181581j 0.000523479+0.000980782j 0.00206411-0.00298311j -0.00261224-0.00154754j 
